GEN.1.1	Indeeŋe ta matapopoten kat na, Anutu iur saamba mi toono mi koroŋ ta boozomen.
PSA.44.10	Nu kam ma amko papirik pa koyam koi bizin,
PSA.44.10	mi zin tiyo mburu tiam ma imap.
PSA.44.11	Mi zem zin ma tikas yam sorok kembei zin sipsip ta timbit zin be tipun zin i.
PSA.44.11	Mi iŋgi nu yaŋgwiiri yam ma ambot leŋaleŋa la zin wal pakan mazwan.
PSA.44.12	Wal ku ta niam i. Tamen iŋgi zem wal pakan ma tikam yam sorok be amwe mbesooŋo pizin.
PSA.44.12	Mi nu ur motom pa lem kadoono sa som.
PSA.44.12	Parei, nu re yam kembei koroŋ sorok?
PSA.44.13	Zin wal ta timbot kolouŋana piam na, tire mbulu ku tana, mi tizeŋzeeŋge piam.
PSA.44.13	Mi tikamam sua repiiliŋana piam, mi matan pasom yam.
PSA.44.14	Niam amwe kembei ta ŋeu pizin wal matan munŋan.
PSA.44.14	Zin karkari tizeŋzeeŋge piam mi uten mbiŋbiŋ piam.
PSA.44.15	Aigule ta boozomen, zoŋ ise mi ila zoŋ isula na, tomtom tirepilpiili yo.
PSA.44.15	Tana koŋ miaŋ mi aŋtuntuundu men.
PSA.44.16	Pa koŋ koi bizin tiwirri sua repiiliŋana mi pamiaŋŋana pio.
PSA.44.16	Mi tiurur koi pio mi lelen be tipasaana yo.
PSA.44.17	Tamen niam motoyam mbeleelu som,
PSA.44.17	mi amolo sua kiti mbukŋana ka tutu som.
PSA.44.17	Kena parei ta nu kam mbulu ta boozomen taiŋgi piam?
PSA.44.18	Pa niam ampizil ndemeyam pu som,
PSA.44.18	mi ampaŋoobo pa zaala ku som.
PSA.44.19	Tamen nu zem pataŋana biibi taiŋgi ma ipun yam,
PSA.44.19	mi iŋgi kembei ambot lele bilimŋana raama zin buzur saŋsaŋŋan men.
PSA.44.19	Mi kembei ambot lela zugut mandiŋ leleene.
PSA.44.20+PSA.44.21	Anutu tiam, ŋgar turkeŋan boozomen ta imbotmbot la leleyam na, sa ike pu som.
PSA.44.20+PSA.44.21	Mi nu ute: Niam motoyam mbeleelu som,
PSA.44.20+PSA.44.21	mi amsuŋ pa merere pakaamŋana sa som.
PSA.44.22	Niam ambesmbeeze pa nu itum tamen. Tamen zoŋ ise mi ila zoŋ isula na, tikazas yam ma ametmeete,
PSA.44.22	kembei sipsip ta timbit zin be tipun zin i. 
PSA.44.23	Yooba, maŋga mi motom iyaara! Swe mburom.
PSA.44.23	Keene ndabok! Kam mbulu sa be uulu yam.
PSA.44.23	Pizil ndemem piam irao.
PSA.44.24	Parei ta piŋgis motom piam?
PSA.44.24	Pataŋana biibi ta ambaada i, nu re som?
PSA.44.25	Niam iŋgi be ametmeete ma amla leyam i.
PSA.44.25	Tana amtimbilmbil su toono,
PSA.44.25	mi ampatiŋtiiŋgi yam ma ruŋguyam isaana.
PSA.44.26	Anutu, maŋga mi swe mburom! Mar mi uulu yam!
PSA.44.26	Mbulu ku ta toto sua ku mbukŋana mi urur lelem pa wal ku na, motom iŋgal mini, mi tatke yam pa pataŋana tiam taiŋgi!
PSA.45.1	Ŋgar ambaiŋana kat ta imaŋgaŋga pio,
PSA.45.1	tabe aŋtooro mboe ti pa king.
PSA.45.1	Nio iŋgi kembei tomtom ta namaana mbeezeŋana pa bude na.
PSA.45.1	Pa mioŋ imarra pa mboe tooroŋana.
PSA.45.2	O king, nu tomtom kaibiim komboono tau lip pa tomtom ta boozomen.
PSA.45.2	Mi sua ambaiŋana ta iwedet pa kwom, ina ikampewe zin tomtom.
PSA.45.2	Tana kampeŋana ki Anutu imbotmbot raamu totomen. 
PSA.45.3	Kam buza ku mi urpe u be kam malmal. Pa nu mburom keskeezeŋom, mi nu ta king biibi.
PSA.45.3	Nu ndabokŋom kat mi zom biibi. 
PSA.45.4	O king, nu zomŋom. Maŋga, sala hos ku, mi la pa malmal.
PSA.45.4	Koto kom koi bizin ma mburan imap kat.
PSA.45.4	Poroukaala zin wal sorrokŋan.
PSA.45.4	Mi porou pa sua ŋonoono mi mbulu ndeeŋeŋana.
PSA.45.4	Nomom woono na, alalalŋana. Tana porou mbolŋana. Naso kom koi bizin tire mi timoto. 
PSA.45.5	Peene ku lutuunu na, matan iwilwil kat.
PSA.45.5	Tabe iŋgal kat kom koi bizin ma tisu.
PSA.45.5	Tana wal tau munŋaana men ta irao toono ma ila, ko timar ma baram baram su kerem uunu.
PSA.45.6	Anutu, nu ko mbotmbot se murim peeze kana ma alok.
PSA.45.6	Mi peeze ta kamam, ina indeŋdeeŋe men. 
PSA.45.7	Pa nu lelem pa mbulu ndeeŋeŋana, mi urur koi pa mbulu sananŋana.
PSA.45.7	Tanata Anutu ku ipakuru ma lip pa waem bizin pakan, mi iuru ma we king.
PSA.45.7	Mi ina ikam ma lelem ambai kat. 
PSA.45.8	Mburu ku mololo ta urur na, tisuulu koroŋ kuzinŋan kembei ta konimban ma kaikereŋ ise.
PSA.45.8	Mi ruumu ku na, tipakaibiim pa aigau matakiŋa ma ambai kat. Mi zin naroogo kan timbot lela mi tirak pu, tabe ikam ma lelem ndabok kat.
PSA.45.9	King pakan lutun moori bizin, ta timbesmbeeze pu mi tipakaibiim ruumu ku.
PSA.45.9	Mi galiki tabe wooli na, imender su zilŋom uunu mi iur aigau kini ta ambaiŋana kat. Aigau tana, tiurpe pa pat gol ta imar pa lele pakaana ki Opir na.
PSA.45.10	Nu moori kaibiim ta sombe woolo king na, ŋgun talŋom mi leŋ sua tio ti.
PSA.45.10	Kozo motom mbeleele wal ku mi zin toŋmatiziŋ ku.
PSA.45.11	Pa kaibiim ku tana ko ikam ma king leleene pu.
PSA.45.11	Mi ni tabe imboro u i. Tana kozo leŋ la king kalŋaana. 
PSA.45.12	Moori zaanaŋana ta ki kar Tiro ko ikam lem mburu.
PSA.45.12	Mi zin mbio uunu ko tiyogeege lem koroŋ tomini bekena lelem ambai pizin.
PSA.45.13	Galiki ta, tau imbotmbot lela ruumu kini a. Ni kaibiim komboono kat.
PSA.45.13	Mburu kini tau irru pa i, ina tiurpe pa wooro milmilŋana.
PSA.45.14	Tana ni irupa mburu kini ta ka mos boozo na, mi tikami ma tiuri la ki king.
PSA.45.14	Mi tamuriŋ kini pakan ta tigabgaabi mi ziŋan tila. 
PSA.45.15	Iwal biibi timbombo raama menmeen zin,
PSA.45.15	mi tiyaaru zin ma tilela ruumu ki king.
PSA.45.16	O king, nu ko peebe lem pikin tomooto be tikel tumbun bizin.
PSA.45.16	Mi nu ko ur zin be tikam peeze pa toono ta boozomen.
PSA.45.17	Mboe tio taiŋgi, tomtom ko timbombo, mi matan ilala pu mi iseeŋge iseeŋge ma ila.
PSA.45.17	Tana zin karkari ko timap ma tiwe kwom, mi tipakurkur zom totomen.
PSA.46.1	Anutu, ni iwe siiri mbolŋana piti mi iporoukalkaala iti. Iti takamam mburanda se kini tau.
PSA.46.1	Mi sombe pataŋana sa indeeŋe iti, na ni imbotmbot kolouŋana piti.
PSA.46.2	Tana iti ko irao tomoto kanda na som.
PSA.46.2	Sombe yeŋyeeŋge itok toono,
PSA.46.2	mi abal tiwolol ma tizulla mozo lukutuunu,
PSA.46.3	mi tai isaana ma duubu zoŋo ŋirŋir ma tila titutut zin la abal uunu,
PSA.46.3	mi tikam ma abal tomini ikam katkat, na toŋgo.
PSA.46.3	Irao teseŋeeŋe na som.
PSA.46.4	Kar potomŋana ta Anutu kor kana muriini na, ka yok ta irereere ma imbotmbot.
PSA.46.4	Yok tana ikam ma kar tana ka tomtom bizin timbot ambai mi menmeen zin. 
PSA.46.5	Anutu imbotmbot lela kar kini tana, mi iporoukalkaala zin. Tana kosa sa ko irao be ipasaana zin na som.
PSA.46.5	Sombe pataŋana sa ipet pizin, na ni irao inaama ma zoŋ mataana ise na som. Ko iuulu zin karau men.
PSA.46.6	Karkari ta boozomen kalŋan izalla mi timaŋgaŋga be tikam malmal. Mi king boozomen mburan imap, mi lele kizin ikamam be isaana.
PSA.46.6	Mi Anutu kalŋaana isala ma biibi kembei ta lolo ipeene i, to ineene toono ta boozomen, ma ireere kembei yok. 
PSA.46.7	Yooba ni mbura keskeezeŋana. Mi ni imbotmbot raama iti.
PSA.46.7	Anutu ki Yakop ta iwit ti mi iur ti sala kor, mi iwe seraara mbolŋana pa kanda koi bizin. Tana zin ko tirao be timbuulu iti na som. 
PSA.46.8	Kamar kere uraata bibip tau Yooba ikam na.
PSA.46.8	Motoyom la pa uraata kini mburanŋan ta ni ikam bekena ipunmeete wal toono kan mburan na. Uraata tana, tomtom tire na, motoŋana biibi ikam zin.
PSA.46.9	Ni ta ipeteke malmal ma imap pa toono ta boozomen.
PSA.46.9	Mi ibogboogo peene mi izi, mi izanzan siŋgiao malmal kana mi igibgiibi sala you ma ikan.
PSA.46.10	Mi ni iso ta kembei: “Malmal irao. Kuur niyom mi kakam kat ŋgar pio. Pa Anutu ta biibi ŋonoono na, nio tau.
PSA.46.10	Karkari ta boozomen ko tipakur yo.
PSA.46.10	Mi zoŋ ko iwe biibi pa toono ta munŋaana men.”
PSA.46.11	Yooba, ni mbura keskeezeŋana. Mi ni imbotmbot raama iti.
PSA.46.11	Anutu ki Yakop ta iwit ti mi iur ti sala kor, mi iwe seraara mbolŋana pa kanda koi bizin. Tana zin ko tirao be timbuulu ti na som.
PSA.47.1	Niom iwal ta boozomen, menmeen yom mi kepespeeze nomoyom!
PSA.47.1	Kalŋoyom isala, mi kombo mboe mi kapakur Anutu!
PSA.47.2	Yooba, ni Anutu kor kana kat. Kozo komototo i mi keleŋleŋ la kalŋaana.
PSA.47.2	Pa ni ta king biibi ŋonoono, mi ikamam peeze pa wal boozomen ta timbotmbot toono na. 
PSA.47.3	Ni ikoto zin karkari, mi iur zin ma timbot la niam kopoyam mbarmaana.
PSA.47.3	Mi ipun zin wal matan munŋan mburan ma imap kat, tabe kumbuyam ise ŋguren.
PSA.47.4	Niam wal ta Yakop popoŋana kini na, menmeen yam mi niyam ise pa Yooba.
PSA.47.4	Pa ni leleene piam, mi iur leyam matamur ndabokŋana kat. 
PSA.47.5	Anutu izalla be mbuleene se muriini peeze kana.
PSA.47.5	Tana twiiri itaŋtaŋ, mi tomtom kalŋan izalla mi tiyotyooto raama menmeen zin. 
PSA.47.6	Kombo mboe mi kapakur Anutu.
PSA.47.6	Kombo mboe mi kiwit king kiti uruunu ma isala kor!
PSA.47.7	Pa Anutu, ni king biibi ŋonoono ta ikamam peeze pa toono ta boozomen.
PSA.47.7	Tana kombo mboe mi kapakuri! 
PSA.47.8	Anutu imbotmbot se muriini peeze kana ta potomŋana i,
PSA.47.8	mi imborro karkari ta boozomen. 
PSA.47.9	Tana zin bibip kizin karkari ko timar ma tilup raama yam,
PSA.47.9	mi niamŋan ambesmbeeze pa Anutu ki Abaraam.
PSA.47.9	Pa ni mburaana ilip pa zin peeze kan ta boozomen ki toono. Tana timap timbot la ni kopo mbarmaana men.
PSA.47.9	Tapakur zaana isala ta kor a!
PSA.48.1+PSA.48.2	Yooba, ni zaana biibi kat.
PSA.48.1+PSA.48.2	Tana tomtom tiwidit uruunu ma isala kor!
PSA.48.1+PSA.48.2	Anutu kiti, kar kini imbotmbot sala abal kini potomŋana Sion.
PSA.48.1+PSA.48.2	Abal tana na, ŋgeezeŋana kat mi isala ta kor a.
PSA.48.1+PSA.48.2	Tomtom ta boozomen ki toono lelen ambai pa abal Sion.
PSA.48.1+PSA.48.2	Pa kar ki king biibi ŋonoono, ta imbotmbot sala.
PSA.48.3	Anutu kar kini na, ka siiri mbolŋana.
PSA.48.3	Pa ni itunu ta imbotmbot lela mi iporoukalkaala kar tana.
PSA.48.3	Tanata kar tana ka tomtom bizin timbot ambai. 
PSA.48.4+PSA.48.5	King pakan tilup zin mi tiso tikam malmal pa Anutu kar kini.
PSA.48.4+PSA.48.5	Beso timar ma tire na,
PSA.48.4+PSA.48.5	timorsop pa mi timoto ma tiko ma tila len.
PSA.48.6+PSA.48.7	Motoŋana biibi ikam zin
PSA.48.6+PSA.48.7	ma tiseŋeeŋe kembei moori tabe ikam tomtom i.
PSA.48.6+PSA.48.7	Mi nu pasaana zin kembei ta re ipol ma ipei duubu
PSA.48.6+PSA.48.7	mi ipasaana zin wooŋgo ki kar Tarsis ma tisaana lup.
PSA.48.8	Uraata bibip ki Anutu, muŋgu amleŋ urun men.
PSA.48.8	Mi koozi na, amre kat uraata biibi ta Anutu tiam ikam pa kar kini na.
PSA.48.8	Yooba, ni mbura keskeezeŋana. Tana kar kini ko imbotmbot ambai ma alok.
PSA.48.8	Pa ni itunu ta ipamender kar tana mi mataana pa.
PSA.48.9	Anutu, iŋgi ambotmbot lela urum ku leleene,
PSA.48.9	mi amkamam ŋgar pa mbulu ku. Nu toto sua ku mbukŋana mi urur lelem pa wal ku.
PSA.48.10	Anutu, urum irak ma irao toono.
PSA.48.10	Tana zin karkari ta boozomen tipakurkuru.
PSA.48.10	Pa nu kampewe zin tomtom mi kamam mbulu ndeeŋeŋana men pizin.
PSA.48.11	Tana wal ta boozomen ki kar Sion lelen ambai kat.
PSA.48.11	Pa nu tirtiiri zin tomtom pa mbulu kizin mi urur kadoono ndeeŋeŋana men pizin.
PSA.48.11	Tana kar ta boozomen ki Yudea menmeen zin.
PSA.48.12	O niom, kamaŋga mi kapapiliu kar biibi Sion.
PSA.48.12	Kapa mi kere siiri mbolŋana ki kar tana.
PSA.48.13	Kinin zin ruumu ta uten isala kor kat, mi kitiiri kat ruumu mbolŋan ta tipo be tomtom timbot lela mi tikam malmal.
PSA.48.13	Naso karao be kipit kan mbol pa popoŋana tiom tabe tipet pa kaimer i.
PSA.48.14	Ko koso pizin ta kembei: “Anutu kiti, ni mbolŋana kembei ta abal Sion.
PSA.48.14	Ko imbotmbot ma alok.
PSA.48.14	Mi ni ko imuŋmuuŋgu piti mi izzo iti pa zaala kini, mi iseeŋge iseeŋge ma ila.”
PSA.49.1+PSA.49.2	Niom karkari ta boozomen, keleŋ sua tio ti.
PSA.49.1+PSA.49.2	Niom tomtom ta karao pa toono na, kuŋgun talŋoyom pio.
PSA.49.1+PSA.49.2	Niom ta sorrokŋoyom, mi niom ta zoyomŋoyom tomini.
PSA.49.1+PSA.49.2	Mi niom ta mbio uunu na, mi niom ta leyom koroŋ somŋoyom tomini.
PSA.49.1+PSA.49.2	Keleŋ kat sua tabe aŋso i.
PSA.49.3	Pa nio aŋkamam kat ŋgar.
PSA.49.3	Tana kwoŋ ko ipiyooto sua ta imbot la leleŋ i, bekena aŋpei ŋgar ambaiŋana piom. 
PSA.49.4	Iŋgi motoŋ la pa ŋgar turkeŋan pakan,
PSA.49.4	mi aŋso aŋpatiŋtiŋ kombom, mi aŋpeeze ŋgar tana piom mi aŋso yom pa.
PSA.49.5	Sombe mazwaana ki pataŋana ipet,
PSA.49.5	mi wal sananŋan mi pakamkaamŋan tiliu yo be tipasaana yo,
PSA.49.5	nako irao aŋmoto na som. 
PSA.49.6	Ŋonoono, zin len koroŋ boozo kat.
PSA.49.6	Tanata tipakurkur zitun,
PSA.49.6	mi tipase pa koroŋ kizin ma nin izze pa. 
PSA.49.7+PSA.49.8	Mi koroŋ kizin tana ko irao ikamke zin pa meeteŋana na som.
PSA.49.7+PSA.49.8	Pa tomtom sa irao ziru Anutu tikam mburooŋo mi iŋgiimi mbotŋana mata yaryaaraŋana na som.
PSA.49.7+PSA.49.8	Ŋgar ta kembei, kozo tezem ma imborene kat.
PSA.49.7+PSA.49.8	Pa mbotŋana tana na, ka kadoono biibi mete. 
PSA.49.9	Tana koroŋ kiti sa irao itatke iti pa naala,
PSA.49.9	mi ikam ti ma tombot ma alok na som. Som kat! 
PSA.49.10	Iti tuute: Tomtom ta boozomen kola timetmeete.
PSA.49.10	Zin ŋgarŋan timetmeete raraate kembei wal kankaanaŋan ta len ŋgar somŋan i.
PSA.49.10	Mi zin ta boozomen kola tizem koroŋ kizin ma imborene lup, mi naman men ma tila. Mi koroŋ kizin ko iwe wal pakan len.
PSA.49.11	Tana naala kizin, ta ko iwe len ruumu be timbotmbot pa ma alok.
PSA.49.11	Indeeŋe ta matan iyaryaara na, zan bibip. Paso, len toono biibi mi koroŋ boozo.
PSA.49.11	Mi so timeete na, naala ta iwe len murin be timbotmbot pa, mi iseeŋge iseeŋge ma ila.
PSA.49.12	Tana tomtom ta so zaana biibi mi le koroŋ boozo, ina ambai. Mi irao iko pa meeteŋana na som.
PSA.49.12	Kola imeete ma ila lene raraate kembei ta zin mbili.
PSA.49.13	Tana wal ta so tipase pa zitun, na zin kankaanaŋan.
PSA.49.13	Kere la pa mbulu ta iwedet pizin mi zin wal ta lelen pizin mi tito zin pa mbulu kizin, to kikilaala. 
PSA.49.14	Zin kembei sipsip ta timbit zin be tipun zin i.
PSA.49.14	Pa meeteŋana ko iyaaru zin ma kaŋkaŋ ma tisula Andewa.
PSA.49.14	Tana meeteŋana ko imborro zin,
PSA.49.14	mi Andewa iwe len murin be timbotmbot pa mi tibuuzu.
PSA.49.15	Mi nio na, Anutu ko ikamke yo.
PSA.49.15	Ni ko itatke yo pa meeteŋana mburaana,
PSA.49.15	mi ikam yo ma aŋla aŋbot raami. 
PSA.49.16	Tana sombe tomtom sa, ni indoundou le pat,
PSA.49.16	mi ruumu kini bok pa koroŋ ndabokbokŋan boozo,
PSA.49.16	na kam ŋgar boozo pini pepe.
PSA.49.17	Pa sombe imeete, na irao ila raama koroŋ kini tana som.
PSA.49.17	Koroŋ kini ndabokbokŋan tana ko irao ito i ma isula naala na som. 
PSA.49.18+PSA.49.19	Indeeŋe ta tomtom tana mataana iyaryaara ma imbotmbot na,
PSA.49.18+PSA.49.19	ire kembei ikam mboti ambaiŋana kat.
PSA.49.18+PSA.49.19	Mi tomtom tipakurkuri paso, tire i kembei ni irao kat.
PSA.49.18+PSA.49.19	Tamen ni kola imeete, mi igaaba tumbuunu bizin ma isula zugut muriini.
PSA.49.18+PSA.49.19	Lele tana, zin wal ta so tisula, nako tire mat sa mini som.
PSA.49.20	Tana tomtom ta so zaana biibi mi le koroŋ boozo, mi tamen le ŋgar ambaiŋana som,
PSA.49.20	na ni kola imeete ma ila lene raraate kembei ta zin mbili.
PSA.50.1	Yooba, ni Anutu mbura keskeezeŋana.
PSA.50.1	Iur sua pizin tomtom ta boozomen ki toono, mi iboobo zin be timar tilup zin su kereene uunu.
PSA.50.1	Zin ta timbot pa lele pakaana ta zoŋ izze pa i, mi ila tuŋ la lele ta zoŋ izulla pa i, na bela timap ma timar tipet kini.
PSA.50.2	Anutu imbot Sion ta kar ndabokŋana mi ŋgeezeŋana kat,
PSA.50.2	mi iswe itunu raama mburaana mi azuŋka kini biibi.
PSA.50.3	Anutu kiti ta imar i. Irao imaane mini na som.
PSA.50.3	You bilbilŋana ta imuuŋgu pini.
PSA.50.3	Mi miiri ma yaŋ biibi iliu i. 
PSA.50.4	Ni iboobo saamba mi toono be tire i,
PSA.50.4	mi itiiri zin wal kini mi iur kadoono pizin.
PSA.50.5	Mi iso ta kembei: “Niom wal tio tau itiŋan tumbuk sua be kewe leŋ na,
PSA.50.5	kamar kulup yom su kereŋ uunu be kakam patoronŋana mi kopombol sua tiom mbukŋana mini.” 
PSA.50.6	Zin koroŋ ta timbot sala saamba na, tizzwe kembei Anutu mbulu kini indeŋdeeŋe men.
PSA.50.6	Mi ni ta tiiriŋana katuunu. 
PSA.50.7	“O niom wal tio Israel, keleŋ sua tabe aŋso i.
PSA.50.7	Pa Anutu tiom ta nio i.
PSA.50.7	Mi iŋgi be aŋswe mbulu tiom ta kakamam ŋoobo i. 
PSA.50.8	Patoronŋana ta kakamam pio na, nio aŋyaamba yom pa som.
PSA.50.8	Mi mbili ta gorgori kenenne zin su kereŋ uunu na, ta kembena. Aŋyaamba yom pa som. 
PSA.50.9	Pa nio aŋkam kinkiini pa makau,
PSA.50.9	som mekmek tiom ta timbot siiri tiom leleene na som.
PSA.50.10	Buzur boozomen ta tiwwa su leleene na, nio tio men.
PSA.50.10	Mi mbili ta timbot irao abal ta munŋaana men lwonlwon, ina tomini nio tio men. 
PSA.50.11	Mi man boozomen ta tirie pa maŋaanaŋana na, nio ta aŋboro zin.
PSA.50.11	Mi koroŋ boozomen ta tiwwa pa rie lene na, nio tio men. 
PSA.50.12	Nio sombe petel yo, na irao aŋwi yom pa koŋ kini sa na som.
PSA.50.12	Pa toono ramaki ka koroŋ boozomen ta timbotmbot pa, ina koroŋ tio men. 
PSA.50.13	Parei, niom koso nio aŋkanan makau mazaana,
PSA.50.13	som aŋwinin mekmek siŋiini? Som kat.
PSA.50.14	Mi patoronŋana ta nio leleŋ be kakam pio, ina ta kembei: Leleyom ambai pio, kapakur yo pa kampeŋana tio,
PSA.50.14	mi koto kat sua ta kumbuk pa Anutu tiom mbura keskeezeŋana na. 
PSA.50.15	Mi sombe pataŋana sa indeeŋe yom, na koboobo yo be aŋuulu yom.
PSA.50.15	Naso aŋkamke yom, mi niom ko kapakur nio zoŋ. 
PSA.50.16	Mi zin wal sananŋan na, Anutu iso pizin ta kembei:
PSA.50.16	“Tutu tio ta tibeede pataaŋa kek na, niom kawatwaata sorok paso?
PSA.50.16	Mi parei ta kwoyom lala pa sua ta aŋbuk pa wal tio na?”
PSA.50.17	Pa sua ta aŋso bekena aŋpazal yom pa na, kozorzooro.
PSA.50.17	Mi kipizil ndemeyom pa tutu tio.
PSA.50.18	Niom sombe kere tomtom kuumbuŋana sa, na leleyom ambai pini mi kagaabi.
PSA.50.18	Mi zin wal ta tipasaana mbulu ki ula na, kagabgaaba zin ma niomŋan kawwa. 
PSA.50.19	Sua sananŋana mi sua pakaamŋana men ta iwedet pa kwoyom.
PSA.50.20	Mi kaŋgalŋgal sorok sua pizin wal tiom,
PSA.50.20	mi kapasansaana toŋmatiziŋ tiom urun.
PSA.50.21	Parei, iŋgi kakamam ta kembei mi kere nio aŋmanne men piom, tana koso nio aŋyok pa mbulu tiom tana?
PSA.50.21	Niom koso nio raraate kembei ta niom? Som kat!
PSA.50.21	Iŋgi be aŋyaamba yom mi aŋgal kat motoyom.
PSA.50.22	Tana niom ta kipizil ndemeyom pio na, kozo kakam kat ŋgar pa sua tio ti.
PSA.50.22	Kere yom: Kokena aŋmaŋga mi aŋpasaana kat yom, mi leyom ulaaŋa sa som.
PSA.50.23	Tana leleyom ambai pio mi kapakur yo pa kampeŋana tio.
PSA.50.23	Naso kakam patoronŋana ŋonoono tabe iwit nio zoŋ ma iwe biibi.
PSA.50.23	Mi tomtom ta so ito zaala tio ndeeŋeŋana,
PSA.50.23	nako aŋswe ulaaŋa tio pini, mi aŋkamke i ma imbot ambai. 
PSA.51.1	O Anutu, nu toto sua ku mbukŋana mi urur lelem pa wal ku.
PSA.51.1	Muŋai yo pa zooroŋana tio.
PSA.51.1	Pa nu lelem izanzaana pizin mbesooŋo ku, mi muŋaiŋana ku na, biibi kat.
PSA.51.1	Tana mus sanaana tio ma ila lene. 
PSA.51.2	Nio aŋpaŋoobo pa zaala ku, mi mbulu tio irao pa nu motom som. Tana pus yo pa sanaana tio ta boozomen,
PSA.51.2	mi kam ma leleŋ iŋgeeze mini. 
PSA.51.3	Pa nio aŋkilaala zooroŋana tio kek.
PSA.51.3	Tana aŋkamam ŋgar pa sanaana tio ikot mbeŋ ma aigule.
PSA.51.4	Sanaana boozomen ta aŋkamam na, ina aŋkamam pa nu itum tau.
PSA.51.4	Mbulu tio na, irao pa motom som. Tana nu sombe ŋgal motoŋ, ina kam ŋoobo som.
PSA.51.4	Mi sombe ur kadoono pio, ina indeeŋe men. 
PSA.51.5	Indeeŋe ta anaŋ ipeebe yo ma aŋsu, mi imar indeeŋe koozi na, aŋpaŋobŋoobo pa zaala ku.
PSA.51.5	Pa indeeŋe ta aŋbotmbot men lela anaŋ kopoono na, aŋsaana pataaŋa kek. 
PSA.51.6	Anutu, nu lelem be aŋkam mbulu tio ta boozomen raama leleŋ, mibe aŋto sua ŋonoono men.
PSA.51.6	Tana itum paute yo pa ŋgar ku ambaiŋana. Naso imbol la leleŋ. 
PSA.51.7	Ziiri sanaana tio ma ila lene. Naso leleŋ iŋgalaŋ.
PSA.51.7	Ŋguuru yo ma leleŋ iŋgeeze kat. 
PSA.51.8	Kam mbulu sa tabe iswe kembei: Nu reege sanaana tio kek. Naso leleŋ ambai mini mi menmeen yo.
PSA.51.8	Nu ŋgal motoŋ pa sanaana tio ma motoŋ siŋiini isu. Kam ma menmeen yo mini.
PSA.51.9	Motom mbiriizikaala mbulu tio boozomen ta irao pa nu motom som na. Mbulu ta aŋkam ŋoobo na, mus ma ila lene.
PSA.51.10	Anutu, ur ŋgar popoŋana ta iŋgeeze men sula leleŋ, mi pombol yo.
PSA.51.10	Naso aŋmender mbolŋana mi aŋkiskis mbulu ku. 
PSA.51.11	Ziiri yo pa kerem uunu pepe.
PSA.51.11	Mi tatke Bubuŋom Potomŋana pio pepe.
PSA.51.12	Ulaaŋa ta muŋgu kakamam pio na, leleŋ be aŋre mini. Naso leleŋ ndabok kat.
PSA.51.12	Mi pombol yo be motoŋ leŋleŋ pu.
PSA.51.13	Tonabe aŋpaute zin wal zorzooroŋan pa zaala ku.
PSA.51.13	Mi zin wal ta mbulu kizin irao pa nu motom som, nako titooro lelen ima ku mini.
PSA.51.14	Anutu, nu ulaaŋa tio.
PSA.51.14	Sanaana tio na biibi kat. Irao aŋmeete pa.
PSA.51.14	Tana kamke yo, mi reege ma ila ne.
PSA.51.14	Naso leleŋ ambai kat, mi kalŋoŋ isala mi aŋpakuru pa mbulu ku ndeeŋeŋana. 
PSA.51.15	Iŋgi koŋ miaŋ pa sanaana tio ma aŋmaane men. Tana paraurau kwoŋ be aŋso sua.
PSA.51.15	Naso aŋwe kwom mi aŋpakur zom.
PSA.51.16	Anutu, sombe lelem be aŋpatoronu pa koroŋ sa, so aŋkam.
PSA.51.16	Mi sombe lelem be aŋneene mbili sa ma iwe patoronŋana pu, so aŋneene.
PSA.51.16	Tamen patoronŋana ta kembei na, nu lelem pa som.
PSA.51.17	Pa patoronŋana ta nu lelem pa ilip, ina ta kembei: Bela aŋkoto ituŋ, mi leleŋ ipata pa sanaana tio.
PSA.51.17	Pa tomtom ta so iyamaana itunu kembei mbulu kini irao pa nu motom som, mi leleene ipata pa sanaana kini, na nu ko tit ndomoono na som. 
PSA.51.18	Anutu, kampe kar Sion mi uulu wal ku.
PSA.51.18	Urpe siiri mbolŋana ki Yerusalem ma imender mini.
PSA.51.19	Tonabe amkam mini patoronŋana tabe indeeŋe men pa nu motom.
PSA.51.19	Ko amyo makau ma amneene zin isala artaal ku be ampatoronu pa.
PSA.51.19	Mi nu ko re ma lelem ambai.
PSA.52.1	Nu tomtom mburomŋom, parei ta kalŋom izalla mi pakurkur itum pa mbulu ku sananŋana?
PSA.52.1	Ambai, kamam lem!
PSA.52.1	Mi Anutu mbulu kini ta itoto sua kini mbukŋana mi iurur leleene pa wal kini, ina irao imap na som.
PSA.52.2	Nu tina mbel pakaamŋana,
PSA.52.2	mi mburmbuuru pizin tomtom be pasaana zin.
PSA.52.2	Mi kwom na, kembei yar mataanaŋana.
PSA.52.3	Mbulu ambaiŋana mi sua ŋonoono na, nu lelem pa som.
PSA.52.3	Mi mbulu sananŋana mi sua pakaamŋana na, nu lelem pa.
PSA.52.4	Sua sananŋana boozomen tabe ipasaana zin tomtom i, ta nu lelem pa ilip.
PSA.52.4	Mi sua pakaamŋana men ta iwedet pa kwom.
PSA.52.5	Tana Anutu itunu ko ipasaana katu ma irao maŋga mini som.
PSA.52.5	Ko ilema murim, mi namaana ila nomom, mi ipalkeetu pera mat.
PSA.52.5	Mi itatke u pa wal matan yaryaaraŋan mazwan, mi ipiri u sula Andewa.
