MAT.1.1	Uvva ukua aglaŋich sivulliaŋiñ Jesus Christ-ŋum, kiŋuviaŋupluni David-miñ Abraham-miñḷu.
MRK.8.28	Tamatkua kiuniġaat, “Iḷaŋisa iñuich John Paptaaqtitchiraunipḷutin, iḷaŋisa Elijah-ŋunipḷutin, atlatlu sivuniksriqiraunipḷutin iŋiḷġaanimma, itna uqaġaqtut.” 
MRK.8.29	Ilaan nipliutigai, “Ilipsimi kisuunivisitŋa?” Peter-m kiuniġaa, “Christ-ŋurutin Agaayyutim akiqsruutigikkaŋa.” 
MRK.8.30	Jesus-ŋum tiliñiġai uqautitquŋitḷugu kimun-unniiñ.
MRK.8.31	Tavra Jesus-ŋum iḷisautiuraagaqsiñiġai maliġuaqtini, “Iġñiŋa Iñuum nagliksaaqtuksrauruq, suli sivulliuqtiġruat suli qaukłiŋisa agaayuliqsit suli aglaliqirit ayakkisigaat. Tuqutkisigaat, aglaan piñayuakun uvlut aŋipkakkaugisiruq.” 
MRK.8.32	Nalupqinaiyautigai tamatkuniŋa. Peter-m saniqpaktaaġutillakługu uqautiniġaa Jesus taatnatchiñik uqaquŋitḷugu. 
MRK.8.33	Jesus-ŋum takullakkaluaqamigich maliġuaqtini iñiqtiġniġaa Peter, “Tuunġaaq, aullaġiñ uvamniñ atakkii isumaŋitchutin Agaayyutim isummasianik aglaan iñuich isumaŋatnik.”
MRK.8.34	Jesus-ŋum tuqłuqmiñiġai iñugayaat iŋmiñun maliġuaqtimiñunlu nipliutiplugich, “Kisupayaam maligukkumiña suksraaqtaksraġigaa pisułłi, iqsriutilugu sanniġutani aasiiñ maligluŋa. 
MRK.8.35	Atakkii kisupayaam anniġiniaġumiuŋ iñuułłi tammaigisigaa aglaan kisupayaam tammaiyumiuŋ iñuułłi pigiluŋa suli pigilugu tusaayugaallautaq anniqsuġiakun, taamna iñuugisipiaqtuq. 
MRK.8.36	Iñuum piññaktaaġiłhiñaugaluaġaa suurapayaaŋa marruma nunam, aglaan tammautigisigaa iñuutchii. Sakuuŋuraġniałha atuġumiñaitchuq sumun. 
MRK.8.37	Tarra simmiutiksraitchaa iñuum iñuutchii. 
MRK.8.38	Iḷapsi kanŋugivalukkaatŋa iḷisauttutitkalu sivuġaatni iñuich killuuruat sayuŋaruatlu. Taatnatun Iġñiŋan Aŋutim kanŋugigisipmigaaptuuq utiġumi kamanautiqaġuni aapamisun piqasiġuni ipqitchuanik isaġuliŋnik.”
MRK.9.1	Suli iḷaniġai uumiŋa, “Iḷumutuuruamik nipliutigipsi, Iḷaŋich marra iñuich tuquyumiñaitchut qiñiŋaiñŋaan Agaayyutim aŋaayuqautaa saŋŋigun.”
MRK.9.2	Kiñuagun itchaksrat uvlut Jesus-ŋum kayuŋiġñiġai Peter-lu, James-lu John-lu aasii sivulliaqsipḷugich iġġimun kisiisa. Qiñiqtitlugich Jesus atlaŋŋuġniqsuq sivuġaatni. 
MRK.9.3	Atnuġaaŋi qivliqisirauraqhutiŋ qatiqsipḷutiŋ aniutun, kia-unniiñ nunami salummaġumiñaitkai qatiqsitḷuglugich. 
MRK.9.4	Tavrakŋatchiaq tamatkua qiñiġmiñiġaich Elijah-lu Moses-lu uqaqatigiaqsipmatku Jesus. 
MRK.9.5	Tarra Peter-m nipliutiniġaa Jesus, “Iḷisautrii, nakuunayaqtuq uvani ittuiñaġupta. Nappaitquguptigut nappaiñayaqtugut piŋasunik palapkaaksranik, atautchimik ilipnun, atautchimik Moses-mun suli atautchimik Elijah-mun.” 
MRK.9.6	Peter qanuġviiḷḷapiaġniqsuq tupaŋapluni, taatnaqhuni iḷisimanġiññiqsuq sumikunniiñ uqaġikkaġmiñik. 
MRK.9.7	Taatnaqsaqtitlugich nuviyam qulaŋiutiniġai. Nipi nuviyamiñ tusaġnaqsiñiqsuq itnaqhuni, “Taamna ilaaŋuruq piqpagikkaġa Iġñiġa, naalaġniyumagiksi!” 
MRK.9.8	Taapkua alaqtaaqsikmata iḷagikkak qiñiġnaiŋaniktiġniqsuk. Qiñiłhiñaġniqsut kisianik Jesus-mik.
MRK.9.9	Iluqatiŋ atqaaqsikamiŋ taavrumakŋa iġġimiñ Jesus-ŋum tiliñiġai uqautigitquŋitḷugich qiñikkaŋit Iġñiŋan Aŋutim aŋitqił̣hanunaglaan. 
MRK.9.10	Tamatkua tusaakamitruŋ tillisaa qanuqsaġviitkaluaqhutiŋ apiqsruqtuutiaqsiñiġaat avatmun, “Qanuutauruaq una aŋitqił̣iq tuqumiñ pivauŋ?” 
MRK.9.11	Tavra apiqsruġniġaat Jesus, “Suvaata aglaliqirit uqaġuuvat Elijah aggiqsuksraunipḷugu sivulliuluni?” 
MRK.9.12	Kiuniġai, “Tavra Elijah aggiqqaaġniaqtuq Christ-miñ itqanaiyaġlugich supayaat. Uvvasuli aglausimaruaq Iġñiŋa Iñuum nagliksaallapiaqtuksraugisiñipḷugu suli suksraġinġiġisiñipḷugu iñuŋnun. 
MRK.9.13	Aglaan nipliutigipsi, Elijah aggianiktuq. Iñuichaasiiñ aŋallaqłukkaat qanupayaaq, tuvraqługu aglausimaruaq ilaagun.”
MRK.9.14	Tamatkua utiqamiŋ atlanun maliġuaqtaiñun tautuŋniġaich iñugayaat suli aglaliqirit uqavaaqtuat maliġuaqtinun. 
MRK.9.15	Iñuich tautukamitruŋ Jesus quviġusullapiaqhutiŋ aqpaliqsruqhutiŋ ilaanun paaġniġaat. 
MRK.9.16	Ilaan aglaliqirit apiqsruġniġai, “Sumik uqaqtuyaaġutiqaqpisi?” 
MRK.9.17	Iḷaŋata iñugaaġruich nipliutiniġaa, “Iḷisautrii, tikiutriruŋa iġñiġikkamnik irrusiqł̣uqaqhuni uqatlaiqsitlugu pitchaŋanik. 
MRK.9.18	Irrusiqł̣uum aŋalataġipmagu ulġutkaa nunamun. Ilaa qiluraġallapiaġaqtuq, innuliqipluni qaniġmigun, tiriquulaplugich kigutini suli tikkaksiḷḷapiaqhuni iluqaġmi tuquruatununniiñ. Uqautigaluaġitka maliġuaqtitin anitquplugu aglaan taatnalguiññiġaat.” 
MRK.9.19	Tavrali Jesus-ŋum nipliutiniġai, “Aatai, ukpiqqutaiññiaqpat ilipsitñi! Qanutunaglaansuli nayuġniaqpisi? Qanutunaglaan igḷutuqtaksraġivisi? Taamna nukatpiaq uvuŋautisaqsiuŋata.” 
MRK.9.20	Iñuich Jesus-muutiniġaat. Irrusiqł̣uum tautupqauraqamiuŋ Jesus, nukatpiaġruk qiiqsruqtitkaqsiñiġaa. Ulġupluni nunamun aksralikhuni innuliqiaqsiñiqsuq qaniġmiñi. 
MRK.9.21	Jesus-ŋum apiqsruġaa aapaŋa, “Qaŋaaglaan taatnaiḷiva?” Taavruma nipliutigaa, “Imma iḷiḷgauraułiġmiñiñaglaan. 
MRK.9.22	Akulaiqł̣ugu irrusiqł̣uum tuqunniaqsimagaa igitqataqługu ikniġmun suli imiġmun. Pitḷagupku suraġallaŋniaġuqtuq! Iḷunŋugillaŋniaġuta ikayuqtigut!” 
MRK.9.23	Jesus-ŋum uqautiniġaa, “Arguasuktuksrauŋitchutin pitḷaniḷuŋa. Ukpiqsrił̣hiñaġuvich supayaaq pił̣hiñauruq!” 
MRK.9.24	Tavrauvaa aapaŋa iḷiḷgaam kappiaŋaruq nipliqhuni, “[Ataniiq.] Ukpiqtuŋa. Ikayuŋŋa ukpiqsrisiqatluquluŋa!” 
MRK.9.25	Jesus-ŋum qiñiġai iñuich utlaktigikkani. Iñiqtiġaa irrusiqł̣uk itnaqhuni, “Uqallaitchuaq suli tusaallaitchuaq irrusiq, anitqugikpiñ uumakŋa nukatpiaġruŋmiñ, aasiiñ isitqisuŋaqnak.” 
MRK.9.26	Irrusiqł̣uk iġiallaksaqtuq qiluraġaqtitlugu taamna nukatpiaġruk, aasiiñ uulillaktitlugu aniruq ilaaniñ. Taamna nukatpiaġruk tuquŋaruatun iḷiḷiqtuq. Iñuich uqaaqsiñiqsut, “Ilaa tuquliqtuq.” 
MRK.9.27	Aglaan Jesus-ŋum tiguplugu argaigun ikayuqługu makitinniġaa. 
MRK.9.28	Jesus isianikman tupiġmun maliġuaqtaiñ apiqsruġniġaat kisiŋŋuġuutiplugu, “Suvaata aniḷguitpisigu taamna irrusiqł̣uk?” 
MRK.9.29	Ilaan kiuniġai, “Agaayułhiñałikun piḷiqillapiaqhuni [uisauraałikunlu] anitlagaa taatnasiq irrusiq.”
MRK.9.30	Taavrumakŋaqhutiŋ Galilee-kuaġniqsut. Iḷisimatquŋiññiġaa kimun-unniiñ naniitilaani, 
MRK.9.31	atakkii iḷisautrisukhuni maliġuaqtimiñik, itna, “Iñuich tigugisigaat Iġñiŋa Iñuum tuqulluguasiiñ. Tuqqutauŋanikkumi piñayuakun uvlut taamna aŋitqikkisiruq.” 
MRK.9.32	Aglaan maliġuaqtaiñ kaŋiqsiŋiññiġaat uqaaqtuutigikkaŋa, taluqsraqhutiŋaasiiñ apiqsruaġalguiññiġaat Jesus.
MRK.9.33	Tavra tikiññiqsut Capernaum-mun. Tupiġmiillaġmiŋ Jesus-ŋum maliġuaqtini apiqsruġniġai, “Sumik uqaqtuyaaġutiqaqpisi iglaułłaptikni?” 
MRK.9.34	Kiuŋiññiġaat atakkii iglaullaġmiŋ uqaqaqhutiŋ avatmun nalliġmiknik kamanaġniqsrauniaqmagaan. 
MRK.9.35	Ilaan tarra aquvitluni tuqłuġniġai qulit malġuich maliġuaqtigikkani nipliutiplugich, “Kiña iñuk sivulliusukkumi aqulliuruksrauruq savaktiġuqmiḷuni iluqaŋitñun.” 
MRK.9.36	Aasii qiññuaġniġaa iḷiḷgaaq inillakługu akunġatnun, saġliriutiplugu itnaqhuni, 
MRK.9.37	“Kisupayaam akuqtuġumiuŋ iḷiḷgaaq pisigiluŋa akuqtuġaaŋa, suli kisupayaam akuqtuġumiña akuqtuġumiñaitchaaŋa uvaŋałhiñaq aglaan akuqtuġaa taamna tuyuġirigikkaġa.”
MRK.9.38	John-ŋum Jesus nipliutiniġaa, “Iḷisautrii, qiñiġikput una anitchiraġiiruaq irrusiqł̣uŋnik atuqługu atqiñ. Taavruma iñuum maliġuaŋitmigaatigut. Uvvaasiiñ iñiqtiġikput atakkii maliġuaqtigiŋitḷugu uvaptikni.” 
MRK.9.39	Aglaan Jesus-ŋum nipliutiniġai, “Nutqaqtitnasiuŋ atakkii iñuum savaaqaqtuam quviqnaqtuanik atuqługu atiġa uqautigiyumiñaitkaaŋa pigiiḷiḷuŋa. 
MRK.9.40	Akitñaqtuqtiŋitchuaq uvaptiknun iḷagillapiaġikput. 
MRK.9.41	Nipliutigipsi, kisupayaam aatchuġumisi qallugauramun imiksrapsitñik Christ pigipmasi akiḷḷiusiaġitlasipiaġisigaa.
MRK.9.42	“Kia iñuum killuqsaqusaaqpagu iḷaŋat makua ukpiqsrisiqaqtuat uvamnik iḷiḷgaatun, nakuutlukkayaqtuq taamna quŋisiġmiutchiġḷugu uyaġakpaŋmik ipipkaqpan taġiumi.
MRK.9.43	Suli argakpich killuqsaqtitpatin piiġumagitin. Iłuatlukkayaqtuq ilipni isiġuvich iñuułiġmun argaiḷḷutin uumakŋa argaqaġutin igḷuktun aullałiksraqniñ anasiñŋuqsaġviŋmun ikniġmun qamitlaiḷaamun. 
MRK.9.44	[Tavrani qupilġut tuquyumiñaitchut suli ikniq qamiyumiñaitmiuq.] 
MRK.9.45	Naagasuli isigakpich killuqsaqtitpatin piiġumagitin. Iłuatlukkayaqtuq isiġuvich iñuułiġmun isigaiḷḷutin uumakŋa isigaqaġutin igḷuktun iktaułiksraqniñ anasiñŋuqsaġviŋmun. 
MRK.9.46	[Tavrani qupilġut tuquyumiñaitchut suli ikniq qamiyumiñaitmiuq.] 
MRK.9.47	Suli ilvich irigikkaqpich killuqsaqtitpatin piiqsiġumagiñ qaquliġlugu. Iłuatlukkayaqtuq ilipni isiġuvich aŋaayuqautaanik Agaayyutim atautchimik iriqaŋŋaqpich uumakŋa malġuŋnik iriqaġutin iktaułiksraqniñ anasiñŋuqsaġviŋmun. 
MRK.9.48	Tavrani
MRK.9.48	qupilġut tuquyumiñaitchut
MRK.9.48	suli ikniq qamiyumiñaitmiuq. 
MRK.9.49	“Maaniḷi iñuk iŋmiguuraq makitalgutillaakkaugisiruq iknikun. 
MRK.9.50	Taġiuq nakuuruq, aglaan taġium taġiuġniiqpan qanuq taġiuġniḷiġñiaqpisiuŋ? Taatnamik qanusriułiqaġitchi taġiutun, tutqiutiqaġusi akunnapsitñi.”
MRK.10.1	Jesus aullaqami tavrakŋa Judea-muŋniqsuq igḷuanun Jordan-ŋum kuuŋan. Tavrani iñuich katirvigilgitmatni sivuanisun Jesus-ŋum iḷisautiuraagaqsiḷgiññiġai.
MRK.10.2	Iḷaŋich Pharisee-ŋuruat tikitḷugu uuktuaqsaġniaġalualgiññiġaat, “Uvva, maliġutaksrakuaġnaqpa iñuum avitkumiuŋ aġnaqtiŋ?” 
MRK.10.3	Taavrumali kiuniġai apiqsruutmik, “Qanuġmi Moses-ŋum tillisiqaqpasi?” 
MRK.10.4	Tamatkua kiugaat, “Moses aglausimaruq, Iñuum aġnaqtiŋ avitchukkumiuŋ qaitchiqiliuŋ aglaŋnik avirrutiksranik aullaqtilluguasiiñ.” 
MRK.10.5	Jesus-ŋum kiuniġai, “Moses qaitchiruq taavrumiŋa tillitmik pitchiġiił̣ipsigun. 
MRK.10.6	Aglaan aullaġniił̣hani Agaayyun iñiqsipman supayaanik iñiqsipmiñiqsuq aŋutmik suli aġnamik. 
MRK.10.7+MRK.10.8	Taatnamik aŋutim unitkisigaa aapaniḷu aakaniḷu, aġnamiknun iḷiḷuni atausiŋŋuġutikaasiiñ. Tavra malġuuŋŋaiġutik aglaan atausriŋŋuġisiruk. 
MRK.10.9	Taatnamik kia-unniiñ iñuum avitinniaqnagik Agaayyutim atautchimuktitaġikkak.”
MRK.10.10	Isiqamiŋ tupiġmun maliġuaqtaiñ apiqsrutqiḷgiññiġaat taavrumuuna. 
MRK.10.11	Jesus nipliutigai, “Kisupayaaq avitchumi aġnaġmiñiñ aasiiñ kasuutiluni atlamun atlatuqtuq akitñaġlugu aġnaqqaaqtiŋ. 
MRK.10.12	Naagaqaa aġnam avitchumiuŋ aŋutni aasiiñ kasuutiluni atlamun taamna aġnaq atlatuqtuq.”
MRK.10.13	Iḷaŋisa iñuich iḷiḷgaat Jesus-muutiniġaich aksiquplugich. Maliġuaqtaiñaasiiñ iñiqtiaqsiñiġaich iñuich tikiutriruat iḷiḷgaanik. 
MRK.10.14	Jesus-ŋum iḷitchuġikamigich iłuagiŋiññiġai. Nipliutiniġai, “Iḷiḷgaurat uvamnuktitchigik. Avriaqutaunagich iliŋitñun atakkii Agaayyutim aŋaayuqautaa aŋmaruq iñuŋnun atriqaqtuanun iḷiḷgaanik. 
MRK.10.15	Itqaġisiuŋ una! Taapkua akuqtuqtuat aŋaayuqautaanik Agaayyutim iḷiḷgaurat akuqtuipmatun, kisimiŋ taapkua tavruŋaġisirut.” 
MRK.10.16	Tarra ilaan saġliriutikamigich iḷiḷgaat, iḷipḷugich argaŋni iliŋitñun agaayyutiniġai.
MRK.10.17	Jesus aullapqauraqman iñuum aqpaliqsruqhuni purviginiġaa itnaqługu, “Nakuuruaq iḷisautrii, qanuġluŋa piññaktaaqatlasiñayaqpik isuitchuamik iñuułiġmik?” 
MRK.10.18	Jesus-ŋum apiqsruġniġaa, “Suvaata atchiqpiŋa nakuuruamik? Atautchił̣hiñaq nakuuruq, taamna Agaayyun. 
MRK.10.19	Iḷisimagitin tillisauruat, ‘Iñuaqtuqnak, atlatuqnak, tigliktuqnak, saglunak, saglutaqnak, kamagilugu aapan suli aakan.’ ” 
MRK.10.20	Taavruma iñuum kiugaa, “Iḷisautrii, iluqaisa tamatkua tupigigitka nutaułłamniñaglaan.” 
MRK.10.21	Tavra Jesus-ŋum tautuŋniġaa piqpaksrił̣ikun itnaqługu, “Atautchimik inuġniqsutin. Aullaġutin tunityakkich sulliñipayaaġikkatin aasiiñ qaiḷḷugich maniññaktatin inuqsraqtuanun. Ilviḷḷi umialgutiqaġumautin pakmani. Aasiiḷi taatnaanikkuvich maligluŋa.” 
MRK.10.22	Iñuk tusaakami taavrumiŋa aliasuliġniqsuq, aasiiñ aullaġniqsuq iłuiḷḷiuliqhuni atakkii suuraupkaqpaitḷuni.
MRK.10.23	Jesus qiñiqtuaġataġaluaqamigich nipliutiniġai maliġuaqtini, “Qanutun sakiqnaqtigigisiva tamatkunani umialguruani isiłiksraŋat Agaayyutim aŋaayuqautaanun.” 
MRK.10.24	Maliġuaqtai quviġusuŋniqsut taavrumiŋa nipliqman. Aglaan Jesus-ŋum nipliutitqiŋñiġai, “Iḷiḷgaat, qanutun sakiqnaqtigiva [umialguruani] isiłiksraŋat Agaayyutim aŋaayuqautaanun. 
MRK.10.25	Qaġanatlukkayaqtuq pikukturuam isiłiksraŋa ‘Iraagun Mitqutim’ uumakŋa umialguruamiñ isiġniałiksraŋaniñ Agaayyutim aŋaayuqautaanun.” 
MRK.10.26	Maliġuaqtai quviġutchallapiaġniqsut, suli apiqsruaqsipḷutiŋ iŋmiknun, “Kiñami anniqsuġisiñiqpa?” 
MRK.10.27	Jesus-ŋum qiñiqamigich iriġruiñaqługich nipliġñiqsuq, “Iñuk anniqsuġumiñaitchuq iŋmiñik, aglaan Agaayyutim kisimi anniqsutlagaa atakkii Agaayyutim supayaaq savaaġitlaplugu.” 
MRK.10.28	Tavra Peter-m nipliutiniġaa, “Ataŋii, unitchikput sua iluqaan malikhutin.”
MRK.10.29+MRK.10.30	Jesus-ŋum kiuniġaa, “Nipliutigipsi, Iñuk unitchiyumi kiŋuniġmiñik, aniaqatmiñik, aapamiñiglu aakamiñiglu, qitunġamiñik, unniiñ umialgutmiñik pigiluŋa suli pigilugu tusaayugaaġiksuaq, tamatkua utiġisirut iluqaitñik ilaanun tallimakipiatunaglaan marrumani iñuułiġmi piyuaqsiugaluaŋŋaġmiunniiñ, suli pigigisipḷugu isuitchuaq iñuułiq sivuniġmi tikiumaraksrani. 
MRK.10.31	Tamatkua sivulliunasugiruat pakma aqulliġuġisiñiqsut aasiiñ aqulliuruat sivulliġuġutiŋ.”
MRK.10.32	Ukua igliġniqsut tuŋaanun Jerusalem. Jesus-ŋum sivulliuqtuaġniġai maliġuaqtit kapyaliḷḷaktuat. Atlat iñuich maliqsruqtuat iqsiḷiḷḷaktut. Aasiiñ katitaallakamigich qulit malġuich iñugiaktigiruat uqautiaqsiḷgiññiġai tamatkua atuumaruaksrat iŋmiñun, 
MRK.10.33	nipliqhuni, “Ataŋii, Jerusalem-muŋniaqtugut. Iñuum aatchuutiniaġaa Iġñiŋa Iñuum qaukłiŋitñun agaayuliqsinun aglaliqirinunlu. Tamatkua tuqqutaksraġuġniñiaġaat. Tavrali qaitkisigaat Jew-ŋuŋitchuanun. 
MRK.10.34	Taipkua mitautigigisigaat suli tivvuaqtuġlugu suli anaumigmiḷugu, aasiiñ tuqqutkisigaat. Aglaan piñayuakun uvlut aŋitqikkisiḷgitchuq.”
MRK.10.35	James-lu John-lu, iġñak Zebedee-m, utlautiniqsuk ilaanun nipliqhutik, “Iḷisautrii, apiqsruutiksraqaġiptigiñ pisullapiakkaptiknik.” 
MRK.10.36	Tavra nipliutiniġik, “Suqaġukkaluaqpisik?” 
MRK.10.37	Taapkuak kiuniġaak, “Aquppiqasriġukhutin uvvaami iḷaqatikpuk taliqpikñi suli iḷaqatikpuk saumipni pigaluaqtuguk taivrumani uvlumi aquvitkuvich kamanaqtuani atanġuvipni.” 
MRK.10.38	Aglaan Jesus-ŋum nipliutigik, “Iḷisimaniġuptiku apqusaagaksrautigikkaġa apiqsruġayaitpaluktutik taatna. Imiłhiñauvitku qallun imiġviksrautigikkaġa naagaqaa apqusaałhiñauvitku naŋinnaqtuaq apqusaagaksrautigikkaġa?” 
MRK.10.39	Taapkuak malġuk nipliutigaak, “Pił̣hiñauruguk.” Jesus-ŋum nipliutigik, “Iliptik iḷumutun imiġisirutik alianaqtuamik imigaksrautimnik suli apqusaaġisipḷutik naŋinnaqtuakun apqusaagaksrautipkun. 
MRK.10.40	Aglaan piksraqtuksrauŋitchuŋa kimik aquppiruksramik taliqpimñi unniiñ saumimñi, aglaan Agaayyun qaiññiaġik taapkuak inik tamatkunuŋa iñuŋnun itqanaiyautikkaġmiñun inigitquplugik.” 
MRK.10.41	Atlat qulit tusaakamitruŋ iłuagiŋiññiġaich James-lu John-lu. 
MRK.10.42	Jesus-ŋumli iŋmiñuutiniġai aasiiñ nipliutiplugich, “Iḷisimarusi aŋalatiŋich Jew-ŋuŋitchuat aŋalanniġlugaqtilaaŋatnik iñuŋitñik, suli kamanaġniqsraŋisa naqititchuuplugich. 
MRK.10.43	Aglaan taatnatun ittuksrauŋitchuq akunnapsitñi. Kisupayaaq kamanaġukkumi akunnapsitñi savaktigiyumagiksi. 
MRK.10.44	Suli kisupayaaq qaukłiusukkumi akunnapsitñi savautrisuuyumauq iluqapsitñik. 
MRK.10.45	Iġñiŋa Iñuum aggiŋitchuq iñuŋnun savautityaġuni aglaan savautrityaqhuni suli qaitchaqługu iñuułłi tasuqsautiksrauplugu iñugiaktuanun.”
MRK.10.46	Jesus maliġuaqtiniḷu tikiumaniqsut Jericho-mun. Aasiiñ aullalgitñamiŋ Jericho-miñ qiñitlaiḷaq iŋiulauraaġniaqti aquppiñiqsuq tumitchaam saniġaani, atilik Bartimaeus-mik iġñiŋa Timaeus-ŋum. 
MRK.10.47	Qiñitlaiḷam iḷitchuqłiqamiuŋ Jesus Nazareth-miu apqusaagaqsiñipḷugu tuqłuġaaqsiñiqsuq, “Jesus, kiŋuviaŋa David-ŋum, anniqsuqtaurutin Agaayyutim akiqsruutigikkaŋa iŋiḷġaanimma. Nagligillaŋniaŋŋa.” 
MRK.10.48	Iñugiaktuat iñiqtiġaluaġniġaat nipaisaaquplugu, aglaan nipitusipsaaġniqsuq, “Kiŋuviaŋa David-ŋum, nagligillaŋniaŋŋa.” 
MRK.10.49	Jesus nutqaqtiqami tiliñiġai tikiutitquplugu. Tamatkua utlaŋniġaat qiñitlaiḷaq nipliutiplugu, “Quviatchauġigiñ, makillutin. Tuqłuġaatin.” 
MRK.10.50	Quyaliqpagitḷuni maksrikami quppiġaaġniutigalugu aqpaqsruġniqsuq Jesus-mun. 
MRK.10.51	Jesus-ŋum apiqsruġniġaa, “Suvaata akku tuqłullaviŋa?” Qiñitlaiḷam uqautiniġaa, “Iḷisautrii, qiñitlasitqigukkaluaqtuŋa.” 
MRK.10.52	Uuma kiugaa, “Itqanaiŋaniktiġniqsuq ukpiqsrił̣ipkun.” Tavrakŋatchiaq qiñitlasiñiqsuq. Nakuqsiḷiqami maliutigaluguuġniġaa Jesus.
MRK.11.1	Qaniŋani Jerusalem Jesus iglauqataiḷu qalliñiqsut nunaaqqiuraaŋnun Bethphage-mun suli Bethany-mun ittuaŋnun iñġiŋani atiqaqtuam Olives-mik. Jesus tuyuqaġniqsuq malġuŋnik maliġuaqtimiñik nipliutiplugik, 
MRK.11.2	“Nunaaqqiuramukkitik. Taamuŋaasii isipqauraġuptik paqitkisigiktik pituksimaruaq nuġġaŋa natmaksiġvium natmaksiġvigimaiḷaq sivuani. Pituiġḷugu uvuŋautityatku! 
MRK.11.3	Kia iñuum apiqsruqpatik suvaata pituiġñiaqmagaan nipliutiyumagiktik, ‘Atanġuruam inuġigaa aglaan utiqtitkisiyaa qilamik.’ ” 
MRK.11.4	Taapkuak tarra aullaġniqsuk. Paqinniġaak natmaksiġvium nuġġaŋa tumitchiani pituqaqtuaq paaŋani tupqum. Tarra pituiġñiġaak. 
MRK.11.5	Taatnalu iñuiḷḷi qichaqtuat tamaani nipliutigaik, “Ukuqtiik, suniaqługu una pituiqpitku?” 
MRK.11.6	Aikł̣iqsuak taapkuak kiggutiniqsuk Jesus-ŋum tillisaatun. Iñuiḷḷi taapkua aullaqtinniġaich. 
MRK.11.7	Taapkuak taamna nuġġaq Jesus-muutiplugu, aasiiñ quppiġaatik mattaqługik iḷiñiġaik taavrumuŋa nuġġaġmun. Jesus natmaksiaqsiñiqsuq. 
MRK.11.8	Iñugiaktuat iñuich quppiġaatiŋ siamitkaqsiñiġaich apqutmun, suli iḷaŋich akiġuiñik napaaqtum navguqługich iḷḷiuqaiñiqsut apqutmun. 
MRK.11.9	Iñuich sivuagun Jesus-ŋum suli tamatkua aquagun nipruagaqsiñiqsut,
MRK.11.9	“Hosanna. Nanġaġlakput Agaayyun!
MRK.11.9	Uvvatuq Agaayyutim piḷiutiqaġliuŋ tikitchuaq piqusiqhuni Ataniġmik. 
MRK.11.10	Agaayyutim piḷiutiqaġliuŋ taamna aŋalatchiaqsiruaq pakma sivulliaptiktun David-tun.
MRK.11.10	Nanġakkauli Agaayyun qutchiŋñiqsrami qiḷaŋmi.” 
MRK.11.11	Taatnatun Jesus Jerusalem-muŋniqsuq. Tavruŋaqami isiqhuni agaayyuvikpaŋmun, qiñiqtuagataġaluaqami aniñiqsuq. Tanuġaksipḷuni aullaġniqsuq Bethany-mun piqatigiplugich qulit malġuk maliġuaqtini.
MRK.11.12	Uvlaakuqman iluqatiŋ pisuktuaqamiŋ Bethany-miñ Jesus niġisuliġñiqsuq. 
MRK.11.13	Tautuŋniġaa asirrisuuruaq napaaqtuq uŋavaniñ akutuqpaliqaġniqman. Tarra takuniġaa asrirritmaŋaaġiaqługu. Tikitñamiuŋ suqaġnianġitchuq. Akutuqpalił̣hiñanik paqittuq atakkii pukuŋnaqsinġitḷunisuli. 
MRK.11.14	Jesus-ŋum nipliutigaa napaaqtuq, “Kia-unniiñ iñuum asiaqtuġvigitqikkumiñaitchaatin pakmakŋaniñaglaan.” Maliġuaqtaiñ tusaaniġaat taatnaqman.
MRK.11.15	Tikitñamiŋ Jerusalem-mun Jesus isilgitchuq agaayyuvikpaŋmun. Anitkaqsiḷiġniġai tunisiullaqtuat suli tauqsiqsuktuat taavrumakŋa agaayyuvikpaŋmiñ, ulġutqataqługiḷḷu niġġiviich akiñik simmiqsuġviich suli aquppiutaŋich tunisiullaqtuat tiŋmiaġruuranik tuniḷḷautiksrauruanik, 
MRK.11.16	suli kiñaunniiñ akiyaqtitchumiñaiññiġaa tuniaksranik agaayyuvikpakuaġlugu. 
MRK.11.17	Iḷisautiniġai iñuich, “Aglausimaruq,
MRK.11.17	‘Uvaŋa tupiġa taiyuutiqaġisiruq
MRK.11.17	iñupayaat agaayutyaqtuġviatnik.’ 
MRK.11.17	Aglaan ilipsi iriqtuġviḷiutiniġiksi tigliŋniaqtinun.” 
MRK.11.18	Qaukłiŋich agaayuliqsit suli aglaliqirit tusaakamitruŋ taamna, pakaaġiaqsiñiġaat qanuq taimma piyaqquġukługu. Nuyuaġiliutiniġaat atakkii iluqatiŋ iñuich quviġusuutigiplugich Jesus-ŋum iḷisauttutai. 
MRK.11.19	Unnuksraaqman Jesus aullalgiññiqsuq nunaaqqimiñ piqatiqaqhuni maliġuaqtimiñik.
MRK.11.20	Suli uvlaaġuqman apqusaaqamiŋ taututqiŋñiġaat asirrisuuruaq taimña napaaqtuq. Pannaqłuŋniqsuq kaŋituummaġmi. 
MRK.11.21	Peter-m itqaqtilgiññiġaa imña atuumaruaq aasiiñ nipliutiplugu Jesus, “Iḷisautrii, asirrisuuruaq napaaqtuq piuŋiḷḷaqsruqtikkan paniqtiġniqsuq.” 
MRK.11.22	Jesus-ŋum kiugai, “Ukpiqsrisitchi Agaayyutmik. 
