MRK.1.1	Dhaŋum ŋuwakurrun yana dhäwu. Ga dhäwum dhaŋu God-Waŋarrwuruy Gäthuꞌmiŋuwuruy,
MRK.7.2+MRK.7.3+MRK.7.4+MRK.7.5	Ga bilanyaḻi dhanal banha Djesuwum guyurrꞌmiŋuny warrany nhäŋal, bala dhanal banha Baratjim ŋurruk maḏakarritjinan dhanaliŋgu, ḻinygu dhanal gayŋan ŋatha guwaman, goŋdhu-rurrwuyundanharramiyun, ŋangawulnha bitjuwayiŋ romgu malthuwan. Bala dhanal gayŋan rom-nyamirꞌyuwanan nhanany Djesunham bitjanan, “Nhäwu bayiŋ gayŋa banha nhuŋgurum guyurrꞌmiŋuyu warrayu bitjanyam ŋatha guwaman goŋdhu-rurrwuyundanharramiyum? Banham dhanal bayiŋ gayŋa bitjanyam romnha bitjuwayiŋ ganitjuman ŋunha ŋaḻapaḻmiwuŋun!”
MRK.7.6+MRK.7.7	Bala nhan Djesum ḏämbu-ganitjuman bitjanan, “Nhumam dhaŋum yolŋu warra gali-märrmaꞌ warra. Dhuṉḏaymu nhan banha yolŋuyu yäkuyu Yitjayayum bamanꞌma wukirri God-Waŋarrnham yän bitjanam gamꞌ,
MRK.7.6+MRK.7.7	‘Dhaŋum yolŋu warra bayiŋ gayŋa wokthun nyäku
MRK.7.6+MRK.7.7	yändhu yan waŋganydhu, ga ŋangawul bitjuwayiŋ ŋunhuŋum ŋayaŋuyum.
MRK.7.6+MRK.7.7	Ŋangawulnha dhanal bayiŋ gayŋa dhaŋu gulitjumanma nyäku buku-ŋalthun,
MRK.7.6+MRK.7.7	ga marŋgikumam dhanal bayiŋ gayŋa yolŋuwun yana romma malany, yana warri banhayam God-Waŋarrwun rom malany.
MRK.7.6+MRK.7.7	Ga baṯ-bitjanma dhanal bayiŋ gayŋa dhaŋu ŋayathan yolŋuwuŋun yana romma malany.’
MRK.7.6+MRK.7.7	Bilanyayan dhaŋu nhumam. 
MRK.7.8+MRK.7.9	Guŋnharrumanan nhuma God-Waŋarrwuŋum rom nhinathuŋganda malany, bala nhuma bayiŋ gayŋa dhaŋu malthunma yolŋuwun yana romgum. Gaḏamanmin dhaŋu nhumam marimin dhaŋuyma warra bilanyawum barrakinydjumandawum djämawu!
MRK.7.10	Dhaŋum banha rom nhanguŋ God-Waŋarrwuŋ, banha nhan guŋan ŋalmaliŋguḻ mala-ŋurrkanhayŋuywuḻ Mawtjitjkuḻ bilanya gamꞌ, ‘Mä-ŋalthuwa nhuŋguway ŋäṉḏiꞌmiŋuwum ga moriꞌmiŋuwum.’ Ga biyapulma nhan bitjan gamꞌ, ‘Bayiŋ ŋarru yolŋu dhä-warranydjaḻꞌyi garrun ŋäṉḏiꞌmiŋuwu ga moriꞌmiŋuwu, ŋunha gayŋa romma barraŋgaꞌyun banha bilanyanham yolŋuny ŋalmam ŋarru guwatharaman waŋayumana yana.’
MRK.7.11+MRK.7.12	Yo, bitjanya nhan banha God-Waŋarryum rom nhinathuŋgan, ŋarru nhumam bayiŋ gayŋa dhaŋu waripuyumana marŋgiyuman bilanyan gamꞌ, ‘Ŋunha nhuŋgu ŋäṉḏiꞌmiŋu ga moriꞌmiŋu gayŋa djälmiyi ŋunhuŋ nhäwu bitjuwayiŋ, ŋarru nhunum banha ḻinygun banhayam dhawuꞌ-nhinathuŋgan God-Waŋarrnhan, ŋarru baḏak yana nhunum gayŋa banha mäyu-ḏapthuman, ga ŋangawulnha nhunu ŋarru banha dhupalinham bitjuwayiŋ guŋan.’ 
MRK.7.13	Ga bilanyawuyan ŋaya banha bitjanyam rakaran nhumaliŋgu ŋätjilim, nhumam banha barꞌparyumanan nhangum God-Waŋarrwum rom, bala bilumanan nhuma, ga waripun rom nhinathuŋgan. Ga guḻku mu nhuma gayŋan dhaŋu romma malany biluꞌ-biluman.”
MRK.7.14	Dhurrwaraŋuru bewaḻiyam nhan Djesu guykuyyuwanan yolŋuwun warrawu bala bitjanan garruwan, “Dharr-bitjan warra ŋäkam, mä nhuma ŋarru dharaŋgan yana. 
MRK.7.15	Nhä bayiŋ banha gulŋiya ŋunha guḻunḻi, ŋangawul bayiŋ banha bayiŋuyam yolŋuny ŋayaŋu-barrakinydjuman. Ga nhä bayiŋ dhawaṯthuna ŋalmaliŋguru ŋayaŋuŋurun, bayiŋuyan bayiŋ banha barrakinydjumanma. 
MRK.7.16	[Bayiŋ nhuma mäkiriꞌmim warra, ŋäkam warra ŋuwaḻyuman!]”
MRK.7.17	Bala nhan Djesum ga guyurrꞌmiŋum warra nhangu ŋaykanan guŋnharrumanan yolŋunham warrany bala gulŋiyanan buṉbuḻin. Bala dhanal dhä-wirrkaꞌyuwanan Djesunham bitjanan, “Marrkapmi, ŋatjil rakaraŋ ŋanapiliŋgu banha mayaliꞌ bayikuy dhäwuꞌwuy.”
MRK.7.18+MRK.7.19	Ga nhanmam Djesum ḏämbu-ganitjuman dhanaliŋgu bitjanan, “Nhalpiyan nhuma gayŋa dhaŋu ŋangawul yana dharaŋganma, ŋatja? Bilanya nhan banha mayalimꞌ gamꞌ: nhä bayiŋ yolŋuyu guwaman banhayam ŋuwakurru, ḻinygu ŋarru banha walma mu. Ŋarru nhä banha bayiŋ walman ŋayaŋurun, banhayan nhan bitjuwayiŋ barrakinyma.
MRK.7.20	Ga nhä banha bayiŋ yolŋuwuḻ dhawaṯthun ŋayaŋuŋuru, bayikuyam nhan bayiŋ gayŋa God-Waŋarrma marimin yana milnyaŋꞌthun, gulumana bayiŋ ŋalmaliny nhangurun God-Waŋarrwurun. 
MRK.7.21	Djinaŋ malaŋuyu barrakinydhu ŋalmaliny bayiŋ banha gulumanma nhanguḻ gamꞌ: guyaŋi ŋarru gayŋa barrakinynha yana nhä mala, ga marrambaꞌ-djakawarrundami rom, ga manaŋgan rom ga guwatharam yolŋuny mokuy-yupthuman ga 
MRK.7.22	räy-wanyuyi, goṯa-wakalmiŋgandami rom, ga dhuwurr-barrakinydji, ga djängum, ga mayaliꞌ-wilkthundami rom, ga djäl-gänaŋumi, ga maŋutji-ḏiyꞌ rom, goṯa-garrundami rom, ga marŋgi-rakaranhami rom, ga räy-ŋarrꞌŋarr rom, ga ŋayaŋu-wanyu rom.
MRK.7.23	Yo, bilanyayan banha barrakinyma mala bayiŋ gayŋa walma dhawurum ŋayaŋuŋurum, ga barrakinydjumana ŋalmaliŋgu ŋayaŋunhan. Ga bitjanya ḻinygu bayiŋ banha God-Waŋarrnham bitjuwayiŋ gulumana ŋalmaliŋgurun, banhayam nhanguḻim God-Waŋarrwuḻim milnyaŋꞌmin.”
MRK.7.24	Bewaḻiyam dhanal Djesuyum ga nhanguru guyurrꞌmiŋuyum warrayu guŋnharrumanan banhayam ŋirrima. Ga ŋarranam dhanal ŋirrima-guḻkumiḻin ŋirrimaḻi yäkuḻi Däyaḻin. Ga waythuwan dhanal banhalaya ŋirrimaŋa bala dhanal gulŋiyanan buṉbuḻin, ḻinygu ŋangawul nhan gayŋan banha Djesum ḏukṯukmiyin dhanal ŋarru yolŋum warra nhangu marŋgiyi banha nhan gayŋan banhalayam bitjuwayiŋ nyenan. Ŋarru gulkurun nhan banha djuḻuḻꞌyuwanam.
MRK.7.25+MRK.7.26	Ga banhalaya gayŋan baṯami nyenan ŋarru nhan banha ŋangawul Djuw bäpurrum. Ga yolŋum nhan banha waŋgala-wuyaŋinyaram ga Bänitjawuy, makaŋam Djiriya. Ga banha nhan Djesunham ŋäkul waythundam bala nhan ŋarranan bala garruwanan nhangu bitjanan, “Buku-djulŋi, ŋatjil ŋunha barrakinynha birrimbirrnha ḏupthuwa wakuꞌmiŋuwuru nyäkuru baṯamiwuru.”
MRK.7.27	Bala nhan Djesum mayaliꞌmurrun garruwan, “Dhaŋum ŋarru ŋurruŋum ŋatha guwaman yumurrkuꞌyu, ga muṉguynha ŋarru banha wärruŋdhum guwaman. [Bilanya banha mayalimꞌ gamꞌ: ŋurruŋum nhan ŋarru Djesuyu guŋgaꞌyun nhanguway nhan yolŋuny warrany Djuw malany ga ŋärrun nhan ŋarru guŋgaꞌyun waripunham bäpurruny yolŋuny warrany.]
MRK.7.28	Bala nhan banha baṯamim ḏämbu-ganitjuman bitjanan, “Gulitj yana marrkapmi. Ŋarru bayiŋ banha wärruŋdhum guwaman yana gälkinyaram ŋatha bewalim banha yumurrkuꞌwurum biḻitŋuru.” [Ga djinalaŋam banha bilanya mayaliꞌ gamꞌ: banha nhan gayŋa Djesuyu nhanguwayma yolŋuny warrany guŋgaꞌyun, ga bitjanya ḻinygu nhan ŋarru banha waripunham yolŋuny warrany guŋgaꞌyunya]
MRK.7.29	Ga banha nhan Djesuyu bilanyawuyma ŋäkul bala nhan bitjanan garruwan, “Way, dhaŋum nhunu mä-wulitjnha yana garruwan. Gatjuy maŋgarran ŋirrimaḻin, ḻinygun banha barrakinyma birrimbirr gätthuwanan wakuꞌmiŋuwurum nhuŋguru.”
MRK.7.30	Bala nhan banha baṯamim ḏirruwanan ŋirrimaḻin. Ga banha nhan ŋirrimaŋam waythuwan, nhäŋalam nhan banha wakuꞌmiŋunham nhan gayŋan gayŋiyanan yakurr-ŋuwatjinan, ḻinygun nhanguru banha barrakinyma birrimbirr walmanan.
MRK.7.31	Ga dhurrwaraŋuru bewaḻiyam Djesuyum guŋnharrumanan banhayam ŋirrima Däyam, bala ŋarranan balan Djaydanḻin, ŋarru batjiwarrma nhan warraṯthuwan ŋunha räy-warruwan, gumurr-djawꞌyuwan ŋoymurru ŋarkulaꞌmurrun. Ga mä-waŋganynha ŋaykan balan Galaliḻin guḻunḻi ga waythuwan dhanal banhalayan ŋirrimaŋa makaŋa yäkuŋa ‘Dikapulitjnha’. 
MRK.7.32	Ga banhalaya gayŋan yolŋu nyenan dhoŋuluꞌ banha ḻunduꞌmiŋuyu warrayu nhanany gutjparruwan balaya Djesuwuḻ. Ga ŋäŋꞌthuwan dhanal bitjan, “Buku-djulŋi ŋatjil goŋ-ŋalthuwa djinakuḻ yolŋuwuḻ mä nhan ŋarru ŋuwatji.”
MRK.7.33	Bala nhan Djesuyum gaḏaymanan banhaya dhoŋuluꞌnham gänaŋuḻin, bala nhan ŋarambiyan gulŋiyan nhanguḻ buthuruḻin, burrparḻi yana. Ga ŋarambiyaḻ nhan nhanguwaywuḻ dhupthuwan, bala ŋayathanan banha yolŋunhan ŋäṉarrnha. 
MRK.7.34	Ga ḏämbu-garramattjin nhan djiwarrꞌḻi bala yindi-ŋirꞌyuwanan bala garruwanan yänmurrun nhanguwaywurumurru Arrammurrun bitjanan, 
MRK.7.35	Ga bitjanam nhan banha garruwan bala banha yolŋuwum buthurum ḻapthuwanan, ga ŋäṉarrma nhangu banha dhayaḻyinan ŋuwatjinan yana, bala nhan gayŋan garruwanam ŋuwatjumanan.
MRK.7.36	Bala dhupal ḏirruwanan balaya yolŋuwuḻ warrawuḻ. Ga bitjan nhan Djesuyu dhanaliny dhurrwara-mukthumanam, “Ŋangawul nhuma ŋarru rakaram yolŋuwuḻim banha ŋaya dhaŋu yolŋuny bitjuwayiŋ ḏukthuman.” 
MRK.7.37	Ga yolŋuyum warrayu banha ŋäkulan dhäwum, ga mariminan dhanal banha mä-maŋmaŋdhuwanam. Ga bitjanan dhanal gayŋan banha rakaranhaminam, “Nhän dhaŋum ŋayaŋu-ganyimꞌthundamin rom, ŋatja! Djinaŋum yolŋuyu gayŋa ŋuwakurrun marimin djäma. Buthuru-dhumukthum gayŋa ŋäman ga yännharram gayŋa garruna.”
MRK.8.1+MRK.8.2+MRK.8.3	Waŋganymiyum waluyu guḻku marimi yolŋu warra ḏämbu-ḻuŋꞌthuwan balaya Djesuwuḻ ŋänharawu dhäwuwu. Ga ḻinygu dhanal gayŋa nhangu banha malthunma ḻurrkunꞌnha walum, ga ŋangawulnha banha bitjuwayiŋ biyapulma ŋatha gayŋan ŋoyan. Bala nhan Djesum guykuyyuwanan nhanguway guyurrꞌmiŋuwum warrawu bala garruwan bitjanan, “Ŋayaŋu-wuyuwanan ŋaya dhaŋu djinakum yolŋuwu warrawu. Guḻkun dhaŋu yolŋum warra gayŋa yawungu bärrkuŋurum ŋaykam ga ḻinygun dhanal ḻurrkunꞌnha walum bitjuwayiŋ mala-manapanma ŋalmaliŋguḻ ga yanatj ḻinygu-u-u ga ŋatha ŋalmaliŋgu yawungu dhawarꞌyun. Ga ŋangawulnha ŋalma ŋarru dhanaliny dhaŋu yängum djaṉŋarrminham, dhanal bayiŋ bayan ŋunhuŋ gandarrŋam ḏalalakthun.”
MRK.8.4	Ga dhanalim banha guyurrꞌmiŋum warra nhangu ḏämbu-ganitjuman, “Wäy, buku-djulŋi dhaŋum dhaŋu ŋayilpinꞌ ŋirrima,... nhalpiyana ŋalma ŋarru dhanaliny maranhu-wuŋanma, nhaliyun?”
MRK.8.5	Ga nhanmam Djesuyum dhä-wirrkaꞌyuwan dhanaliny, “Nhämunhaꞌ gayŋa nhumam ŋatha ŋayathan?”
MRK.8.5	Ga dhanalim ḏämbu-ganitjuman, “Marrkapmi, djabin yana dhaŋu dämbam.”
MRK.8.6	Bala nhan Djesuyum garruwanan dhanaliny, “Maꞌ ḏäpthuwan maŋgarra garminydjarrkŋan.” Bala nhan banha ḻurrkunꞌma ḏämba warraṯthuwanan bala buku-wuŋan God-Waŋarrnhan. Ga ganitjuman nhan bitjan yumurrkuꞌkuwan bala ŋarran guŋanan guyurrꞌmiŋuwuḻin nhanguwaywuḻ. Ga dhanalim ŋarran guŋan ŋunha yolŋunhan warrany. 
MRK.8.7	Ga ḻurrkunꞌ dhanal gayŋan guya mala ŋayathan. Ga buku-wuŋan nhan God-Waŋarrnha bayikuya guyawu, bala guŋanan guyurrꞌmiŋuwuḻin warrawuḻ bala dhanalim ŋarran yolŋunhan warrany guŋan. 
MRK.8.8+MRK.8.9	Ga bukmakma banha yolŋum warra ga 4000 malam. Ga guwamanam dhanal ŋarran banha ŋatham ga maranhuyin dhanal bukmak yana. Ga dhawarꞌyuwanam dhanal guwamandaŋurum bala banha guyurrꞌmiŋuyum warrayu wapthumanan ŋarran bäytjinyaram ŋatha, ga dhaŋaŋguwanam dhanal djabin yilipim malany. Ga dhurrwaraŋuru bewaḻiyam nhan gayŋan Djesuyum yänguwanan dhanaliny ŋirrimaḻin. 
MRK.8.10	Ga banha dhanal yolŋum warra bitjuwayiŋ ŋaykanam ŋirrimaḻim, bala nhan Djesum ga guyurrꞌmiŋum warra nhangu ŋalthuwanan gayŋan marthaŋayḻin bala dhanal ŋarranan, ŋirrimaḻin yäkuḻi Dalmanuthaḻin.
MRK.8.11	Ga banha dhanal Djesu ga bukmak banha nhämunha gayŋan malthuwan nhangu waythuwanan banhalayan waŋgalaŋa Dalmanuthan. Ga ḻurrkunꞌ yolŋu warra bewaḻi banha Baratjiwuru malaŋuru ŋarran nhanguḻ balaya Djesuwuḻ, bala dhanal gayŋan yän-ḏupthunminan mä dhanal ŋarru bawaꞌkuŋan nhanany. Ga bitjan dhanal nhanany garruwanam birrkaꞌyuwanam, “Maꞌ wilak maŋutji-wuŋan ŋanapiliŋguḻ ŋayaŋu-ṉirrundamim rom mä ŋanapu ŋarru nhäman ga mä-wulitjmiyin banha nhunu gulitj gayŋa ganydjarr ŋayathan God-Waŋarrwuŋ!”.
MRK.8.12	Bala nhan Djesum yindi-ŋirꞌyuwanan ga garruwan nhan bitjanan, “Banha ŋaya bayiŋ bilanyawuyma ŋäma, banham nhuma bayiŋ nhänany ŋayaŋu-ḻiyuna! Nhäwu nhuma gayŋa dhaŋu ŋayaŋu-ganyimꞌthundamiwum romgu ŋäŋꞌthun? Ŋangawul warra bitjaya ŋäŋꞌthuwa. Gulitj gayŋa dhaŋu ŋayaŋu-ganyimꞌthundamim rom gayŋiya, ŋarru ŋaya ŋarru ŋangawulnha bitjuwayiŋ djämam, yana bayiŋ nhumaliŋgum nhänharawu.”
MRK.8.13	Ga bewaḻiyam nhan Djesum ŋarranan guŋnharrumanan yolŋunham warrany bala dhanal guyurrꞌmiŋum warra nhangu ŋaykanan buḏapthuwanan marthaŋayyun bayikuyam guḻungu, ŋunha galiꞌḻin.
MRK.8.14	Manymak, bala dhanal ŋarranan Djesum ga guyurrꞌmiŋum warra nhangu. Ga gandarrŋam banha guḻunŋa bala dhanal guyaŋinan banha dhanal meṉguwan ŋathawu warraṯthundawu. Ga waŋganynha dhanal gayŋan banha dämbam bitjuwayiŋ gutjparruwan. 
MRK.8.15	Ga nhanmam banha Djesuyum dhanaliny bitjuwayiŋ ŋäkul, dhanal gayŋan garrunmin ŋathawuy bala nhan bitjanan, “Dharraḏayiya, ga djägakunhamiya warra, ŋay, mä ŋarru nhumaliny ŋangawul mu mayaliꞌ-wilkthun ŋunhuŋum Geŋ Yaritthum ga Baratjiyum yolŋuyu warrayu. Bilanya dhanaliŋgu banha yänma malany bitjuwayiŋ ŋathawuy ḏululꞌyumanda.”
MRK.8.16	Ga banha dhanal guyurrꞌmiŋuyum warrayu nhanguḻ ŋäkul bala dhanal mä-yumbalꞌyuwanan. Bala dhanal gayŋan garrunminan, “Nhalpiyan nhan dhaŋu marrkapꞌma garruwan,... linygu wilak ŋalma ŋangawul ŋatha gutjparruwan?”
MRK.8.17	Ga nhanmam Djesum marŋgiyin dhanaliŋgu nhalpiyan dhanal gayŋan guyaŋin, bala nhan bitjanan, “Nhä nhuma gayŋa dhaŋu ŋathawuyma yana garrunmi... ŋangawul nhuma banha nyäku mayalimꞌ warraṯthuwan? Nhä nhumaliŋgu dhaŋu muḻkurrma dhumuktjinan? 
MRK.8.18	Ḻinygu mu nhuma gayŋan nhäŋalam, ŋarru nhuma ŋangawul yana dharaŋganam. Dhaŋum nhuma bitjuwayiŋ dhuŋamin nhänharawun. Ga ḻinygu nhuma gayŋan ŋäkulam, ga ŋangawul yana nhuma dharaŋgan, ga banhayam nhuma dhuŋamin bitjuwayiŋ ŋänharawun.
MRK.8.19	Nhän nhuma dhaŋu ḏämbu-dhumuktjinan, ŋatja? banha ŋaya dämba malany ganiꞌ-ganitjuman ga maranhu-wuŋan 5000-nha yolŋuny warrany? Ga nhämunhaꞌḻi yilipiḻim nhuma banha bäytjinyaram ŋatha malany wapthuman?”
MRK.8.19	Ga dhanalim ḏämbu-ganitjuman bitjan, “12-mu banha yilipim, marrkap!”
MRK.8.20	Ga biyapul nhan Djesuyu dhä-wirrkaꞌyuwan, “Nhä nhuma gayŋa dhaŋu guyaŋi mu banha ŋaya ganiꞌ-ganitjuman djabin ŋatha malany maranhu-wuŋandawu 4000-gu yolŋuwu warrawu?”
MRK.8.20	Ga dhanalim ḏämbu-ganitjuman, “Yo, djabin banha yilipi marrkap!”
MRK.8.21	Bala nhan Djesum bitjanan garruwan, “Gulitj dhuwan, ḻinygun nhuma dhaŋu nhäŋalan nhumaliŋguru maŋutjiyum, ŋarru nhäwun nhuma gayŋa ŋangawulma dharaŋgan banha ŋalaŋuru nyäku bayiŋ gayŋa ganydjarr ŋarra?”
MRK.8.22	Ga bewaḻiyam nhan Djesu ga guyurrꞌmiŋum warra nhangu waythuwanan banhalayan Bithdjaydan waŋgalaŋa. Ga banhalayam dhanal yolŋuyu gutjparruwan bambaynha yolŋuny nhanguḻ Djesuwuḻ, ga ŋäŋꞌthuwan dhanal Djesuny nhan ŋarru ŋayathan banhaya bambaynha yolŋuny mä nhan ŋarru ŋuwatjin. 
MRK.8.23	Bala nhan Djesuyum gaḏaymanan banha bambaynham yolŋuny gänaŋuḻin bewaḻiyam ŋirrimaŋuru. Bala nhan dhupthuwanan nhanany maŋutjim bala ŋayathanan, bala nhan dhä-wirrkaꞌyuwanan, “Ŋalan, nhäŋalan... nhunu?”
MRK.8.24	Ga nhanmam banha yolŋum ḏämbu-garrwartjin ga ḏawaꞌyuwan nhan djarrpuḏayḻi ga dhunupaḻi galiḻi, bala ḏämbu-ganitjumanan, “Dhaŋu ŋaya gayŋa yolŋunham warrany nhäman, ŋarru mä bayiŋ gaŋga, bilanyan bitjuwayiŋ ḏarpa malany nyin maliꞌ-maliꞌyun!”
MRK.8.25	Ga biyapulya nhan Djesu ŋarambiya-ŋalthuwan bayikuḻ yolŋuwuḻ maŋutjiḻi. Ga marimanan nhan gayŋan banha bambayma yolŋu maŋutji-ḏukṯukmiyinam nhänharawun yana. Bala nhan gayŋan bayiŋuya yolŋuyum ŋuwaḻyumanan nhäŋal. Ga ḻinygun nhangu banha maŋutjim bitjuwayiŋ ḻapthuwanan. 
MRK.8.26	Bala nhan Djesuyum yänguwanan banhaya yolŋunham bitjanan, “Maŋgarran ŋirrimaḻin, ga ŋangawulnha ḏirruwa Bithdjaydaḻim.”
MRK.8.27	Ga bewaḻiyam nhan Djesum ga guyurrꞌmiŋum warra nhangu buku-ḻiwꞌyumanan gayŋan ŋarran ŋunhalayam Djitjariya Bilipayma waŋgalaŋa. Ga banhalaya gandarrŋam bala nhan Djesuyum ŋäŋꞌthuwanan nhanguway guyurrꞌmiŋunham warrany bitjanan, “Wäy, waraparra, nhalpiyan bayiŋ gayŋa banha yolŋuyum warrayu rakaram,... yol dhaŋu ŋayam?”
MRK.8.28	Ga dhanalim buku-ganitjuman, “Yolŋuyum warrayu nhuna bayiŋ gayŋa rakaram be warri nhunu Djonnha banha Buku-ḻupthumandamin yolŋu. Ga waripuyum warrayu nhuna bayiŋ gayŋa rakaram be warri nhunu Yilaydjan banha ŋaḻapaḻnha yolŋu God-Waŋarrwun djawarrkmi bamanꞌŋuwuynha. Ga waripuyum nhuna bayiŋ gayŋa rakaram dhaŋu nhunu waripu bitjuwayiŋ God-Waŋarrwuŋ djawarrkmi bamanꞌŋuwuy.”
MRK.8.29	Ga biyapul nhan Djesuyu dhä-wirrkaꞌyuwan, “Wäy-y, nhumapim gayŋa nhalpiyan nhänany guyaŋi,... yol dhaŋu ŋayam?”
MRK.8.29	Bala nhan Betam ḏämbu-ganitjuman nhangu bitjanan, “Marrkapmi, nhunum dhaŋu Christ banha Maŋutji-dhunupayumanda yolŋu God-Waŋarrwuŋun gänaŋꞌthumanda ŋätjiliŋuwuynha.”
MRK.8.30	Bala nhan Djesuyum dhanaliny dhurrwara-mukthumanan bitjanan, “Ŋangawulnha warra bukmakkum rakaraŋ, ŋay!”
MRK.8.31	Ga bewaḻiyam nhan Djesuyum rakaranan nhanguway guyurrꞌmiŋuwum warrawu bitjanan, “Ŋayapin yana dhaŋu Gulitjŋum Walꞌŋu Yolŋu, ganamꞌ bitjuwayiŋ. Yo, yalalaŋumim ŋaya barkthu marimin yana dhaŋgaḏirryum ḻinygu ŋurru-warrundayŋuyum malayu ga ŋurruŋu-ḏalkarramiyum ga rom-marŋgikunharamiyum yolŋuyu warrayu nhänany barkthu ḻikandhu-ḏupthun, bala dhanal barkthu nhänany guwatharaŋun. Ga burrpar munha barkthu djuḻkthu
MRK.8.32	Ga banha nhan Djesu bitjuwayiŋ rakaranhaminam, bala nhan Betayum nhanany barkan warruwan bala dhaykuwanan nhanany bitjanan, “Marrkapmi, ŋangawul nhunu bitjayam garruwa! Ŋayam ŋarru dhanaliny guluman nhuŋguru guwatharanharaŋurum.”
MRK.8.33	Ga bitjanyam nhan banha Betam garruwan ŋangawul God-Waŋarrwurum bitjuwayiŋ ŋayaŋuyu. Bala nhan Djesum ŋanydjaḻaꞌyuwanan bala ŋarran nhäŋalan guyurrꞌmiŋunham warrany nhanguway, bala nhan maḏakarritjthun yändhum garruwan Betanham bitjanan, “Mukthuwa! Dhuwanma gayŋa Djaytinnha garrun banha nhan buŋgawan waŋawun malaŋuwu. Gatjuy gätthuwan. Dhaŋu nhunu gayŋa yolŋuwuru ŋayaŋuyu garrun, ŋangawul God-Waŋarrwuru ŋayaŋuyu.”
MRK.8.34	Bala nhan Djesuyum waripunham yolŋuny warrany ga guyurrꞌmiŋunham warrany nhanguway yurrumꞌthumanan, bala nhan dhanaliny gayŋan marŋgikuwanan bitjanan, “Bayiŋ nhan ŋarru yolŋu gayŋa djälmiyi nyäkum malthundawu, nhan ŋarru gayŋa bitjanma ḻinygu malthun nyäkum, banhayam nhan ŋarru meṉguman bitjuwayiŋ nhanguwayma ŋayaŋu ga malthun ŋarru God-Waŋarrwurun ŋayaŋuwu, bayaya ŋarru banha yolŋu djälmiyi guwatharanharawum nhangu waŋayumandawun yana. Ga nhanmam ŋarru gayŋa bitjana ḻinygun malthuna yana, bitjan bayiŋ yolŋuyu ḻawꞌyuman nhanguway ḏarpa-mälakthumanda ḻambarryu, bala bayiŋ gumurrꞌyuna ŋarra waŋayinyarawun yana.
MRK.8.35	Ga bayiŋ ŋarru yolŋu gayŋa nyena nhanguwaywurun yana wälŋawu, yurrumꞌthuman ŋarru ŋarra be nhä malany rom, yana bitjuwayiŋ murrukaykunharami, bayikuyam yolŋuwu ŋarru banha nhäm mala ga wälŋam nhangu winyaꞌyuna yana. Ŋarru banham yolŋu, banha nhan ŋarru waŋayi ḻinygu nhan bayiŋ gayŋa nyäkum malthun, ga rakaram bayiŋ gayŋa God-Waŋarrwun yana rom, yalalaŋumim nhan barkthu gayŋi banha nyinayim wälŋam dhawarꞌyundanharran.
MRK.8.36	Maꞌ ŋäkan warra! Bayiŋ nhunu yolŋu ṉukunydjam walꞌŋu, ŋunhuŋ nhä guḻkuꞌmim, ga bayiŋ nhan ŋarru banha God-Waŋarryum nhunany bitjuwayiŋ ḏupthunma, ga nhän nhunu ŋarru banha warraṯthunma? Ŋangawulnha! 
MRK.8.37	Ga bayiŋ nhunu gayŋa mäyu-ḏapthuman nhä malany djinakuwuy munathaꞌwuy, banham nhunu ŋarru ŋangawulnha buku-djuḻkthumanma guŋan ŋunhuŋ nhä wälŋawum nhuŋguwaywuru ḏirrunmaranharawu!
MRK.8.38	Yo, ŋäkan warra! Dhaŋum gayŋa djinaŋum djunama yolŋuyum warrayu djinalaŋam munathaꞌŋam djäma guḻkun marimin barrakinyma rom malany. Ga ŋangawulnha dhanal gayŋa ŋayaŋumiyu malthundawu bitjuwayiŋ God-Waŋarrwum. Ga bayiŋ nhunu ŋarru gayŋa räy-nhinathuŋganmi nyäkum malthundawu, ga marŋgikunhawum nyäkuru, ŋayam ŋarru bitjuya ḻinygu nhuŋgum räy-nhinathuŋganmi, ga ŋangawulya nhunanham rakaraŋ ŋunhalam God-Waŋarrwuḻim gumurrŋa. Ḻinygu ŋayam barkthu banha Gulitjŋum Walꞌŋu Yolŋu, ḏirrun bewaḻi djiwarrꞌŋurum ŋapa-malamin ŋanapun djiwarrꞌwuynha dhäwumin yolŋu warra. Ga yarrupthum ŋanapu barkthu banha djiwarrꞌŋurum djeŋarraꞌyakaynha bäyman galumanyaŋnha, ga bilanyamiyun barkthu banha yolŋuyum warrayu dharaŋgum nhänany.
MRK.9.1	Yo, ŋangawul warra meṉguŋam nyäku yänma, ŋay! Djinalaŋa malaŋa dhaŋu nhuma ŋarra djingaryun, banha nhuma ŋangawul yana bitjuwayiŋ waŋayin, yalalaŋumiyum nhuma barkthu banha ḻurrkunꞌthun yana yolŋuyum warrayu nhäŋun nhan ŋarru God-Waŋarryum nhanguway romnham ŋarranharamiŋgun, ganydjarryum marimin walꞌŋu murrukayyun.”
MRK.9.2	Ga 6 bitjuwayiŋ walu djuḻkthuwan bala nhan Djesuyum gaḏaymanan Betanhan ga Djayimnhan ga Djonnhan, mä dhanal ŋarru bukuḻin ŋaykam yolŋunharraḻin. Ga banha dhanal ŋunha ḏämbum ŋayathan bala dhanal nhäŋalam Djesunham nhan waripuŋuyinan rumbalma. 
MRK.9.3	Ga girrimꞌ nhangu gayŋan banha biyapulnha walꞌŋu dhika miḻŋꞌmiḻŋdhuwan, gaywaraŋun yana lanyiŋnha bäyman, banha gayŋa djuḻkthumana bilaŋ nhä watharr marimi girriꞌ. 
