MAT.1.1	Bwen, aj ntzanije' kye tijajil Jesukrist aj tijajil Dawid aj tijajil Abran:
MAT.27.40	b'ix nxik tuq kyq'uma' ikxjani: «Yatz oxik aq'uma' b'a'n tzan tqet axitu' te Nin Jay Nab'il Qtata Dios b'ix yaji tzan tjaw ak'ulu' junky'el tuj toxi'n q'ij,
MAT.27.41	B'ix ax tuq kye aj pal aj nim kyajwalil b'ix kye xnaq'tzal Kawb'il b'ix kye tijxjal kxol kye aj tijajil Israel, kyetz nkyq'uma' tuq ikxjani: 
MAT.27.42	«Tetz okolon kyi'j txq'anky per ti'jx tetz k'onti'l nb'antik tzan tkolon. [Qa b'an'ax] tetz te twitzale' k'ulul mandad qi'j qetz aj tijajil Israel a'o', ntons intqetznajji b'ix ikxji oqo'okslayon ti'j. 
MAT.27.43	Tetz wit'lik tk'u'j ti'j Qtata Dios, ntons intkolonnajji te Qtata Dios ti'j, qa b'an'ax te Qtat nqet tgani' tetz. ¿K'onti'l petzun otzaj tq'uma' qa tetz aji te Tk'wa'al Dios?»
MAT.27.44	B'ix ax tuq kye eleq' aj klabime' tuq tzi tuky'i'l, kyetz nkye'ilin tuq ti'j.
MAT.27.45	Ntons, atx aj man tuq chijq'ij ato' max aj ojetq qopon te toxi' or te qale', kyaqil te twitz tx'o'tx' owok b'an qlolj. 
MAT.27.46	B'eyx tuj aj orji te Jesus ojaw siky'in kongan ikxjani: «Eli, Eli ¿lama sabaktani?» Te nini telponx “Tata Dios, Tata Dios, ¿tistil ma'tx kyinkaj akola'?”
MAT.27.47	Junjun kye aj akyeqet tuq tzi oxik kcha'o' te aj oxik tq'uma' b'ix okyyolij ikxjani: «Tetz nq'olb'en ti'j Eliys aj tlajen Dios oqtxi'.» 
MAT.27.48	Yaji jun te kyetz oxik naj oqelan joyol jun esponj, b'ix oqex tmu'u' tuj minagr b'ix oqet tk'alo' twi' jun su'an b'ix owok tlaq'b'a' tuj stzi' te Jesus tzan tuq txik stz'ub'a'.
MAT.27.49	Per kye junjunky okyq'umaj ikxjani: «Qaltetzchaq, aber qa tzul te Eliys koloyon ti'j.»
MAT.27.50	Yaji te Jesus ojaw siky'in junky'el kongan b'ix yaji okamik.
MAT.27.51	Tuj aj ratji te nim mant [pawb'il]
MAT.27.52	b'ix oky'ik jun kab'junab' b'ix kye nim ab'j eb'ajqet kab'in b'ix kye pantyon ejaqet, b'ix ky'ila'j qerman
MAT.27.53	Eb'aj'etz tuj kypantyon b'ix ya ma jaw anq'in te Jesus [tuj toxi' q'ij], kyetz eb'aj'ox tuj te [Jerusalen], aj amaq' aj pawa' te Qtata Dios, b'ix tzi e'ok e'e' tzan ky'ila'j xjal. 
MAT.27.54	B'ix yatzun te k'ulul mandad kye soldad b'ix kyaqil kye soldad aj akyeqet tuq tzi nkyexb'uqin tuq te Jesus, kyetz ya ma xik kyen te kab'junab' b'ix kyaqil aj nky'ik tuq, kyetz eb'ajxob' nim b'ix okyq'umaj ikxjani: «¡B'an'ax te ja ichanni, tetz aji tuq Tk'wa'al Dios!» 
MAT.27.55	Ntons, akyeqet tuq tzi laq'chik ch'in ky'ila'j xuj nxik tuq kyka'yi', kyetz ojetq tuq kyetzaj lapet ti'j Jesus max Galiley tzan kyonen tuky'i'l.
MAT.27.56	Kxol kyetz atqet tuq te Liy aj Magdála, ax te Liy aj tnan te Jacobo
MAT.27.57	Ntons, ya aj ch'inky tuq jqet yupan, opon jun q'inon xjal aj Arimatey, Chep tb'i, b'ix ax tetz ojetq tuq tz'okslan ti'j Jesus. 
MAT.27.58	Te Chep oxwa'q tuky'i Pilat b'ix oxik tqani' permis tzan tuq tox tmuqu' te Jesus. Ntons te Pilat oxik tk'ulu' mandad tzan tuq txik q'apo' tetz. 
MAT.27.59	Ntons te Chep oqetz tin te txlimal b'ix owox tb'atz'o' tuj jun sabl b'an saq, 
MAT.27.60	b'ix owox tsi' tuj jun muqb'il anim aj man ak'a'j tuq tuj jun peky tujx xtx'o'otx'. Yaji okaj xtxayi' stzi' te jul tuky'i jun ma chman ab'j b'ix owaj. 
MAT.27.61	B'ix te Liy aj Magdála b'ix te junky Liy wit'like' tuq twitz te jul.
MAT.27.62	Yaji tuj junky iwitq, tuj te q'ij ojla'mj, kye pal aj nim kyajwalil b'ix kye aj b'uch'uj Parisey, kyetz owok kchimo' kyib' tuky'i Pilat, 
MAT.27.63	b'ix oxik kyq'uma' tetz ikxjani: «Tat, qetza ma tzaj qna'o'na, aj tzunx tuq itz'oj te aj ma sq'o'l, tetz oxik tq'uma' oj tky'ik tuq oxe q'ij tkamlen, ojawel tuq anq'in junky'el.
MAT.27.64	Astilji intxik ak'ulu' mandad tzan tqet xb'uqi' te muqb'il anim max oj tky'ik te oxe q'ij. Kebal kypon kye txnaq'atz chukaq'b'il elq'al txlimal b'ix ikxji oxe'l kyq'uma' kyuky'i kye xjal ma'tx jaw anq'in. Ikxji te aj mentirji mas-tal b'an nim twitz te tb'ay.» 
MAT.27.65	Ntons te Pilat oxik tq'uma' kyetz ikxjani: «Intxik etin txq'an soldad. Pex waq, intqet kxb'uqi' te muqb'il anim b'an byenech.» 
MAT.27.66	Ntons kyetz eb'ajxik b'ix oqet kyk'ulu' byenech te ab'j stzi' te jul tlamelul te muqb'il anim b'ix owok ksi' jun techa'l ti'j
MAT.28.1	Ya ma ky'ik te q'ij ojla'mj, aj ikja'n tuq stzaj txeka'j tuj te tb'ay q'ij tuj aj samanji, te Liy aj Magdála b'ix te junky Liy eb'ajxik e'el te muqb'il anim. 
MAT.28.2	Yaji derepent otzaj jun kab'junab' b'an jwert tzan tpaj jun ángel aj lajo' tzan Qajawil oqetz tuj ka'j b'ix owok laq'chet ti'j te muqb'il anim b'ix owel tpelq'u' te ab'j stzi' b'ix oqet wit'let tajsik te ab'j. 
MAT.28.3	Te ángel [b'an ntxaqtxon tuq] iktza' jun xhliky'lika'j b'ix te tq'anaq b'an saq tuq iktza' te saqsb'aqon. 
MAT.28.4	Ya ma xik kye'e' kye soldad te ángel, kyetz oje kyelu'lun tzan kxob'al, b'eyx owaj eq'i' kynab'l.
MAT.28.5	Yaji te ángel oxik tq'uma' kyuky'i'l kye xuj ikxjani: «K'on kxob'. Wetz web'en etetz nkxjoyon ti'j Jesus aj owok klabi' twitz krus. 
MAT.28.6	Tetz k'onti'l atqet tzani sinoke ma'tx jaw anq'in iktza'x otq'umaj. Qalan waq e'el tetz aj ja' oqet si'. 
MAT.28.7	Pex waq kare, b'ix intxik eq'uma' kye txnaq'atz ikxjani: “Ma'tx jaw anq'in b'ix opoyon tuj Galiley tb'ay ewitz etetz, b'ix tzi owokel eten.” Tzaj eten, ma'tx xik nq'uma' etetz.» 
MAT.28.8	Ntons, kye xuj b'eyxnajji eb'aj'ex kare tzi, per tuky'i kxob'al b'ix nkyechalaj tuq, b'ix eb'ajxik oqelan q'umal te tpakb'alil kyuky'i kye txnaq'atz. 
MAT.28.9	Derepent tjaw kanet te Jesus kywitz b'ix exik tlima'. «¡Je'ky!» B'ix kyetz eb'aj'ok laq'chet ti'j b'ix eqet mejlet twitz max txetoq, otzaj kchele' kye toq b'ix ena'on tetz. 
MAT.28.10	Yaji tetz oxik tq'uma' kyetz ikxjani: «K'on kxob'. Pex waq q'umal kyuky'i kye werman tzan kypon tuj Galiley b'ix tzi okyin'okel kyen.»
MAT.28.11	Ntons aj man tuq ikja'n kyaj kye xuj, junjun soldad aj nkyexb'uqin tuq eb'ajxik tuj te amaq' b'ix oxik kyq'uma' kyuky'i kye pal aj nim kyajwalil kyaqil aj ojetq tuq ky'ik. 
MAT.28.12	Ntons kye pal aj nim kyajwalil eb'ajxwa'q yoliyon kyuky'i kye tijxjal aj nim kyajwalil tzan tuq kykawlan kyuky'i'l. Yaji oxik ksi' nim tmin kyuky'i kye soldad 
MAT.28.13	b'ix oxik kyq'uma' kyetz ikxjani: «Etetz intxik eq'uma' ikxjani: “Qonik'an aj man tuq nqowitan, kye txnaq'atz eb'ajpon b'ix oxik kyelq'a' te txlimal.” 
MAT.28.14	B'ix qa te k'ulul mandad owokel xhcha'o' ti'j kyaqil ntzani, qetza oqoyoliyona tuky'i'l b'ix k'onti'l tidi' oky'el etetz eti'j.» 
MAT.28.15	Ntons kye soldad oky'ik kyk'amo' te tmin b'ix oqet kyk'ulu' iktza'x aj ojetq tuq xik q'uma' kyetz. B'ix tzunx ajna'l ikxji nq'umjik kxol kye aj tijajil Israel.
MAT.28.16	Ntons kye kyjunlajujil txnaq'atz te Jesus eb'ajxik Galiley twi' te witz aj ojetq tuq xik tq'uma' te Jesus kyetz. 
MAT.28.17	B'ix ya ma tz'ok kyen te Jesus, kyetz ena'on tetz, per junjun nna'non tuq kyanim. 
MAT.28.18	Ntons te Jesus owok laq'chet kyi'j b'ix oxik tq'uma' kyetz ikxjani: «[Te Qtata Dios] oje tzaj tsi' wajwalil ti'j kyaqil aj at tuj ka'j b'ix ti'j kyaqil aj at twitz tx'o'tx'. 
MAT.28.19	Astilji pex waq kxol kyaqil kyijajil xjal twitz tx'o'tx', b'ix inkxik exnaq'tza' tzan kyokslan wi'j; b'ix intjaw esi' a' kywi' tuky'i tb'i te Qtat b'ix tuky'i nb'i [wetz aj] Tk'wa'al [a'in] b'ix tuky'i tb'i te Txew,
MAT.28.20	b'ix inkxik exnaq'tza' tzan tqet kyoksla' kyaqil aj ma'tx xik nq'uma' etetzni. B'ix wetz okyinqtelten etuky'i'l kyaqil q'ij maxkix oj tul te jwisy.»
MRK.1.1	Bwen, ntons te tpakb'alil galan ti'j Jesukrist Tk'wa'al Dios owaq'ik ikxjani: 
MRK.1.2	Owaq'ik iktza'x oqet tz'ib'a' tzan te Chay aj yolil tyol Dios oqtxi', oqet stz'ib'a' tyol Qtata Dios ikxjani:
MRK.1.3	Tuj te luwar ky'ixk'oj tx'o'tx' aj ja' k'onti'l najayon, tetz oxe'l tpakb'a' kongan ikxjani: ‘Intqet ek'ulu' etib' tzan tpaj tzul te Qajawil; intjaw eky'ixpu' enab'lin tzan ek'amon te Qajawil.’ ”
MRK.1.4	Bwen, astilji at tuq jun xjal Wa'nch tb'i b'ix njaw tuq tsi' a' kywi' xjal tuj jun luwar ky'ixk'oj tx'o'tx' aj ja' k'onti'l najayon. Nxik tpakb'a' tuq tzan tjaw a' kywi' tzan tpaj tjawlen kky'ixpu' kynab'lin tzan tuq tqet najsa' kchoj. 
MRK.1.5	Nkyepon tuq tuky'i Wa'nch b'an ky'ila'j xjal tzajnaqe' tuq tuj kyaqil tkwentil Judey b'ix ax kye aj amaq' Jerusalen. Njatz tuq kyq'uma' kchoj b'ix njaw tuq si' a' kywi' tzan Wa'nch tuj te Jordan A'. 
MRK.1.6	Te Wa'nch tetz tq'anaq cha stzamal tuq kway kamey b'ix te tk'alel tz'u'm tuq b'ix te twe' cha kochi' tuq tuky'i ta'al tze'.
MRK.1.7	Nxik tpakb'a' tuq kye xjal ikxjani: «Wetz ajna'l atinqet per yajxi' tzul junky aj mas nim tajwalil nwitz; wetz twitz tetz k'onti'l npon wajwalil ni iktza' jun aq'unon aj n'el tkotpi' txajab' tajaw.
MRK.1.8	Wetz oje jaw nsi' a' ewi' per te aj tzul, tetz otzajel tsi' te Txew Dios tuj etanim.»
MRK.1.9	Bwen, tuj aj tyempji te Jesus owex tuj amaq' Nasaret tuj tkwentil Galiley b'ix opon stzi' te Jordan A', tzi ojaw si' a' twi' tzan Wa'nch. 
MRK.1.10	Aj tjatz tuj te a', ojax ten te ka'j ojetq tuq tz'el jaqlik b'ix ojax ten ikja'n tuq tqetz te Txew Dios ti'j iktza' jun palom ikja'n tqetz 
MRK.1.11	b'ix oxik cha'o' te Qtata Dios, otzaj yolin tuj ka'j ikxjani: «Yatz a'ich nk'wa'al aj ganimich nim witza'. Nkyinchalaj awi'j.»
MRK.1.12	Bwen, yaji te Jesus oxik eq'i' tzan te Txew Dios tuj te ky'ixk'oj tx'o'tx' aj ja' k'onti'l najayon. 
MRK.1.13	Onachq'in kawnaq (40) q'ij tuj aj luwarji b'ix atqet tuq kxol txkup tuj k'ul b'ix te Satanas nxik tq'uma' tuq ti'chq tetz tzan tqet tuq tz'aqik titza'. Yaji kye ángel e'onen ti'j.
MRK.1.14	Bwen, yaji te Wa'nch oqex si' tuj pres, b'ix yatzun te Jesus oxik Galiley, npakb'an tuq te tpakb'alil galan ti'j titza' te Qtata Dios nkolon qi'j. 
MRK.1.15	Nxik tuq tq'uma' ikxjani: «Ma'tx pon te tyemp b'ix ajna'l ok'uluyon mandad te Qtata Dios exol tuky'i nim tajwalil. ¡Intjaw eky'ixpu' waq enab'lin! ¡Intxik etoksla' waq te tpakb'alil galan!»
MRK.1.16	Bwen, jun q'ij te Jesus nb'et tuq stzi' te Galiley A' b'ix oxik ten kab'e' xjal b'ix kye xjal kyerman tuq kyib'. Jun Simon tuq b'ix te junky Lexh. Kyetz kyaq'un tzyul kyiy tuq b'ix nqex ksi' tuq kypa tuj te a' tzan tjatz kyin kye kyiy. 
MRK.1.17	Yaji oxik tq'uma' Jesus kyetz: «Se etok lapet wi'j, b'ix wetz oxe'l nsi' junky etaq'un, per [nya'tx chimol kyiy sinoke] kxchimoyon xjal te Qtata Dios.» 
MRK.1.18	Ntons okaj naj ksi' te kypa b'ix e'ok lapet ti'j Jesus.
MRK.1.19	Ntons yaji exik b'et ch'imusit stzi'-ele' a' b'ix te Jesus oxik te'e' kab'e'ky xjal, a'e' tk'ajol Sebedey. Jun Jacobo
MRK.1.20	Te Jesus exik tuk'le' te Jacobo tuky'i Wa'nch b'ix kyetz okaj naj ksi' te kytat kyuky'i kye kymos tuj te bark b'ix e'ok lapet ti'j.
MRK.1.21	Ntons te Jesus kyuky'i a'e' tuky'i'l exwa'q tuj amaq' Capernaúm. Aj tpon te q'ij ojla'mj, tetz owox tuj jun jay nab'il Dios kyuky'i a'e' tuky'i'l b'ix owaq'ik txnaq'tzan [Tyol Dios] kxol kye xjal tzi. 
MRK.1.22	Kye xjal nkyelab'an tuq ti'j tzan tpaj titza' tuq tetz nxnaq'tzan tuky'i jun tajwalil b'ix nya'tx cha iktza' kye aj xnaq'tzal Kawb'il.
MRK.1.23	Ntons atqet tuq tzi tuj te jay nab'il Dios jun xjal aj atqex tuq jun malspirit tuj tanim, b'ix [man tuq nxnaq'tzan te Jesus,] tjaw siky'in te xjal kxol b'ix oxik tq'uma' ikxjani: 
MRK.1.24	«Yatz Jesus aj Nasaret ¿ti' n'ajoyo' tzani qxola? ¿Ti'tzun, yatz cha ma xhch'ul k'ulul joder qetza? Wetz wotzqi' a'ich. Yatz pawamich a'ox te Dios.» 
MRK.1.25	Yaji te Jesus oxik tk'ulu' mandad te malspirit aj atqex tuq tuj tanim te xjal, kyi ikxjani: «¡Xnatzi'! ¡Pajatz tuj tanim!» 
MRK.1.26	Ntons te malspirit oxik tsi' jun atak ti'j te xjal b'ix owayun tjatz tuj tanim b'ix oxik.
MRK.1.27	Yaji kyaqil kye aj nkyecha'on tuq oje kyelab'an, nkyyoli' tuq ikxjani: «¿Ti'tzun ja ntzani? Tetz ntzaj txnaq'tza' jun tume'l aj mina' tok qcha'o' b'ix tuky'i nim tajwalil. Nxik tk'ulu' mandad kye malspirit b'ix nqet kyoksla'.» 
MRK.1.28	Ntons jun rat naj tok cha'o' ja'chq tuj tkwentil Galiley tidi' aj ojetq tuq qet tk'ulu' Jesus.
MRK.1.29	Ntons, kyetzlen Jesus tuky'i Jacobo
MRK.1.30	Tzi atqet tuq tji' xuj te Simon b'ix yab' tuq tuky'i kyaq, astilji nwitan tuq. Oxik kyq'uma' naj te Jesus, te b'i'xh yab' tuq. 
MRK.1.31	Yatzun te Jesus, aj tok xhcha'o'ji, tetz oxik laq'chet tk'atzaj ti'j twatub' b'ix ojaw stzyu' tq'ab' b'ix ojaw twit'b'a' tuj twatub'. Yatzun te b'i'xh, aj tjawlen wit'b'a' tuj twatub' tzan Jesus, owel laq'chet te tyab'il. Yaji exik tk'a'cha' tetz te Jesus kyuky'i tuky'i'l.
MRK.1.32	Yaji qale' ikja'n tuq qxmutx'e', ojetq tuq tz'ex te q'ij, kye xjal eb'ajtzaj kyeq'i' kyaqil kye yab' tuky'i Jesus b'ix ax eb'ajtzaj kyeq'i' xjal aj ateqex tuq malspirit tuj kyanim. 
MRK.1.33	Kyaqil kye xjal tuj amaq' eb'ajpon kchimo' kyib' twitz tjay Simon. 
MRK.1.34	Te Jesus ky'ila'j xjal ti'chq tuq kyyab'il eb'ajqet tq'ana' b'ix ax ejatz teq'i' malspirit tuj kyanim ky'ila'j. Aj man nkyejatz teq'i' tuq kye malspirit, te Jesus k'onti'l ostzoqpij tzan kyyolin ti'j tetz tzan tpaj kyotzqi'ky tuq.
MRK.1.35	Bwen, tuj junky iwitq, tzunx tuq qlolj aj tel twatl te Jesus, ojaw wa'let b'ix owex tuj amaq', oxwa'q xnaq'tzon tuj jun luwar aj ja' k'onti'l xjal najayon. 
MRK.1.36	Ntons, yaj ch'inky, oxik te Simon kyuky'i tuky'i'l joyol te Jesus. 
MRK.1.37	Ya ma tz'ok noj kywitz, oxik kyq'uma' tetz ikxjani: «Kyaqil kye xjal nkyejoyon awi'j.» 
MRK.1.38	Ntons tetz oxik tq'uma' kyetz ikxjani: «Mejor qwa'q kxol txq'anky amaq' qaynin tzan txik npakb'a' tzi [te tpakb'alil galan ti'j Qtata Dios]; komo astilji wetz ma'tx kyin'ul.» 
MRK.1.39	Ntons exik b'et ja'chq tuj tkwentil Galiley b'ix te Jesus nxik tuq tpakb'a' [te tpakb'alil galan] kyuj kye jay nab'il Dios b'ix njatz tuq tin malspirit tuj kyanim kye xjal.
MRK.1.40	Bwen, jun q'ij opon tuky'i Jesus jun xjal yab' tuq b'ix te tyab'il cha nq'ay tuq xhchi'jel.
MRK.1.41	Ntons te Jesus owok lo'et tk'u'j ti'j b'ix owok tmako' te xjal b'ix oxik tq'uma': «Ngan tzan ab'antik. Ntons pab'antik.» 
MRK.1.42	Ntons a'ilnajji ob'antik naj te xjal.
MRK.1.43	Per te Jesus oxik tkawi', oxik tkuk'sa' tk'u'j te xjal, b'ix okaj tkawi', 
MRK.1.44	kyi ikxjani: «K'on xik aq'uma' kye xjal tidi' ma'tx ky'ik awi'j. Mejor pax yek'ul awib' tuky'i te pal b'ix oxe'l aq'apo' te Qtata Dios te oyej aj okaj tq'uma' Moisés
MRK.1.45	Ntons, yaji te xjal oxik, per k'onti'l oqet tewa' tidi' oky'ik ti'j, oxik tq'uma' kye xjal [titza' ob'antik]. Astilji te Jesus k'onti'l tuq nb'antik tox tyek'u' tib' tuj nijunwt amaq', astilji onachq'in aj ja' k'onti'l najayon; per yatzun kye xjal nkyeponkix tuq tuky'i'l b'ix ja'chq tuq nkyetzaj.
MRK.2.1	Bwen, yatzun tky'iklen kab'e q'ij, te Jesus omeltz'jikky tuj amaq' Capernaúm b'ix owok naj cha'o' luwew tzan kye xjal, tetz atqet tuq tjay. 
MRK.2.2	Ntons eb'ajpon kye xjal b'ix eb'ajnoj tuj tjay ni k'onti'l ob'antik kyten tuj. Ntons, man tuq npakb'an te Jesus Tyol Dios kyuky'i'l, 
MRK.2.3	kypon kaj ichan, tano' tuq jun yab' kyitza'. Te yab' kamnaq tuq toq. 
MRK.2.4	Komo k'onti'l ob'antik kyox tuj te jay tzan kypaj kye xjal ojetq kyenoj tuj, mejor eb'ajjax twi' jay
MRK.2.5	Yatzun te Jesus, ya ma tz'ok ten kyetz b'an wit'lik tuq kyk'u'j ti'j, oxik tq'uma' tetz te yab' ikxjani: «Last a'ich tey, per ajna'l ma'tx najslet kyaqil achoj.»
MRK.2.6	Ntons akyeqet tuq tzi junjun xnaq'tzal Kawb'il wit'like' tuq tzi b'ix kyetz, aj txik kcha'o' tyol Jesus, owaq'ik tximan kyanim ikxjani: 
MRK.2.7	«¿Tistil nxik tyoli' tetz ikxji? Ikxji cha nxmayin ti'j te Qtata Dios, komo nijunwt xjal b'a'n tzan tnajsan qchoj. A'ox te Qtata Dios b'a'n tzan tnajsan qchoj» kyekyi kyetz. 
MRK.2.8	Per yatzun te Jesus b'eyxnajji otna'oj tuj tanim aj nyolin tuq [kyanim]. Yaji oxik tq'uma' tetz kyetz ikxjani: «¿Tistil etetz nkxyolin tuj etanim ikxji? 
MRK.2.9	¿Tidi' mas kwest tzan txik qyoli' te jun aj kamnaq toq? ¿Tzan txik qyoli': “Te achoj ma'tx qet najslet,” qatzun tzan txik qyoli': “Pajaw wa'let, eq'i'x awatb'il b'ix pab'et”? 
MRK.2.10	Ntons, ajna'l wetz oqtel nyek'u' wajwalil tzan tok eten, [wetz] te Ichan Aj Tk'wa'al Dios [a'in] at wajwalil tzan nnajsan kchoj kye xjal tzani twitz tx'o'tx'.» Ntons yaji tetz oxik tq'uma' te yab' aj kamnaq tuq toq: 
MRK.2.11	«Pajaw wa'let, eq'i'x awatb'il b'ix pax ajay.» Ntons te yab' ojaw naj wa'let, oxik teq'i' twatb'il b'ix owex tuj te jay kywitz kyaqil kye xjal. 
MRK.2.12	B'ix kye xjal kyaqil eb'ajlab'an b'ix oqet kyjiq'b'a' Qtata Dios, nkyyoli' tuq ikxjani: «Ni jun-el mina' tok qen iktza' ntzani» kyekyi.
MRK.2.13	Bwen, yaji te Jesus oxik junky'elky stzi' te Galiley A' b'ix b'an ky'ila'j kye xjal eb'ajpon cha'oyon ti'j b'ix tetz nkyexik tuq txnaq'tza'. 
MRK.2.14	Ntons, yaji [oxik stzyu' tb'ey b'ix] aj man tuq ikja'n tky'ik stzi' jun jay aj ja' tuq n'el peyu' chojenj, oxik te'e' jun xjal wit'liqet tuq tzi, Lewi
MRK.2.15	Yaji te Jesus kyuky'i kye txnaq'atz exwa'q tjay Lewi b'ix nkyewa'an tuq junx kyuky'i ky'ila'j aj peyul chojenj tuky'i txq'anky xjal chimol choj; komo ky'ila'j xjal iktza' kyetz lapike' tuq ti'j Jesus. 
MRK.2.16	Yaji txq'an aj b'uch'uj xnaq'tzal Kawb'il kyuky'i aj b'uch'uj Parisey aj akyeqet tuq tzi, kyetz owok kye'e' te Jesus nwa'an tuq junx kyuky'i kye chimol choj b'ix kye aj peyul chojenj, ntons kye xnaq'tzal Kawb'il b'ix kye aj b'uch'uj Parisey oxik kyq'uma' kye txnaq'atz Jesus ikxjani: «¿Tistil nwa'an Jesus kyuky'i aj peyul chojenj b'ix kyuky'i aj chimol chojni?» 
MRK.2.17	Ya ma tz'ok xhcha'o' te Jesus aj nkyq'uma' tuq, tetz oxik tq'uma' kyetz ikxjani: «Kye aj b'a'ne' nya'tx presis jun q'anon kyi'j per yatzun kye aj yab'e' a tgan jun q'anon kyi'j. Ikxji wetz k'onti'l in'ul tzan kypaj a'e' aj k'onti'l kchoj sinoke in'ul uk'lel kye aj at kchoj.»
MRK.2.18	Bwen, jun q'ij kye txnaq'atz Wa'nch [Swal A'] b'ix kye kxnaq'atz aj b'uch'uj Parisey, kyetz nqet tuq kyipa' wa'ij [tzan kxnaq'tzan]. Yaji kyetz oxik kyq'uma' te Jesus ikxjani: «Kye txnaq'atz Wa'nch b'ix kye kxnaq'atz kye aj b'uch'uj Parisey, nqet kyipa' wa'ij [tzan kxnaq'tzan]. Per yatz axnaq'atzni, kyetz k'onti'l nkyk'ulu' ikxji, b'ix ¿tistilji?» 
MRK.2.19	Ntons oxik tq'uma' Jesus kyetz [jun yek'b'il] ikxjani: «¿Nqet pe' kyipa' wa'ij kye aj xtxoken aj xjal aj owelatz mojlet? K'onti'l, tzan tpaj atqet kyuky'i'l. 
MRK.2.20	Per owokel eten jun q'ij cha'oj txik eq'i' te aj owokel mojlet, maxji kye'ipayon wa'ij kye aj xtxoken tzan kyb'is. 
MRK.2.21	[Ax junky yek'b'il ntzani:] Nijunwt xjal nqet txb'uqi' jun xq'apj q'anq tuky'i jun ak'a'j tzan tpaj te remyent ak'a'j owokel juk'lik b'ix yatzun te xq'apj q'anq oxe'l laqik mas. 
MRK.2.22	[Ax junky yek'b'il ntzani:] Nijunwt xjal nqex tsi' ta'al ub aj man telentz tuj jun tx'u'y tz'u'm q'anq tzan tpaj te ta'al ub opusiyon tzan tpaj man telentz b'ix te tx'u'y tz'u'm olaqel. Ikxji opoyonaj te ta'al ub b'ix ax te tx'u'y. A tgan tzan tqex si'let te ta'al ub aj man telentz tuj jun tx'u'y tz'u'm ak'a'j» kyi te Jesus.
MRK.2.23	Bwen, tuj jun q'ij ojla'mj nkyeb'et tuq Jesus kyuky'i a'e' txnaq'atz tuj jun luwar ja' at tuq awalj triw kamawky tuq. Kye txnaq'atz Jesus [ojetq tuq tzaj'el kyk'u'j; astilji] njaw tuq kytoqi' ch'in triw.
MRK.2.24	Yaji etzaj kye aj b'uch'uj Parisey, oxik kyq'uma' te Jesus: «¿Tistil nkyetoqin triw kye axnaq'atzni? Komo xjan tzan jk'ulun ikxji tuj jun q'ij ojla'mj.» 
MRK.2.25	Yaji tzaj te Jesus, oxik tq'uma' tetz kyetz: «¿Ti'tzun, mina' tjaw eten etetz titza' oqet tk'ulu' te Dawid oqtxi' aj at tuq wa'ij ti'j tetz kyuky'i tuky'i'l? 
MRK.2.26	Tuj aj tyempji te Abiatar a tuq te twitzale' pal b'ix te Dawid owox tuj te jay tabernáculo aj ja' tuq atqet xhchk'atunal te Qtata Dios b'ix oxik twa'a' te wab'j aj q'apomaj tuq te Qtata Dios, b'ix xjan tuq tzan tpaj a'ox kye pal b'a'n tzan kywa'an aj wab'jji,
MRK.2.27	Yaji tetz oxik tq'uma' kyetz ikxjani: «Te Qtata Dios okaj tsi' te q'ij ojla'mj te jun galan te qetz b'ix nya'tx a'o' qetz te jun galan te q'ij. 
MRK.2.28	Ntons [wetz] te Ichan Aj Tk'wa'al Dios [a'in] b'a'n tzan txik nq'uma'
MRK.3.1	Bwen ntons owox junky'elky te Jesus tuj jun jay nab'il Dios b'ix atqet tuq tzi jun ichan kamnaq tuq jun tq'ab'. 
MRK.3.2	Ax akyeqet tuq txq'an xjal aj nkyeka'yin tuq ti'j Jesus tzan tok kyen qa ma' tuq qet tq'ana' te yab' tuj aj q'ij ojla'mj; ikxji b'a'n tuq tzan kyqanin ti'j [tzan tpaj taq'un tuj q'ij ojla'mj].
MRK.3.3	Ntons te Jesus oxik tq'uma' te yab' ikxjani: «Qalan tzani b'ix paqet wa'let kywitz kye xjal.» 
MRK.3.4	Yaji oxik tq'uma' kye xjal ikxjani: «¿Nyolin pe' te Kawb'il tzan jk'ulun jun galan tuj jun q'ij ojla'mj qatzun tzan jk'ulun nya'tx galanji? ¿Nyolin pe' tzan jkolon kyi'j xjal qatzun tzan kyqet jkansa'ji?» 
MRK.3.5	Ntons aj txik tq'uma' ikxji, kye xjal k'onti'l tidi' okyq'umaj. Yaji exik tka'yi' kye xjal tuky'i tq'oj per ax nb'isun tuq kyi'j tzan tpaj ktz'akal. Ntons te Jesus oxik tq'uma' tuky'i te yab' ikxjani: «Tzaj asi' aq'ab'.» Oxik tsi' tq'ab' b'ix ob'antik naj te tq'ab'.
MRK.3.6	Yaji, aj tok kyen kye aj b'uch'uj Parisey [te yab' oqet tq'ana', ob'antik titza' tuj aj q'ij ojla'mj] ntons e'ex b'ix owok kchimo' kyib' naj kyuky'i a'e' aj lapike' tuq ti'j Eródes, [aj gobernador te Galiley,] b'ix oqet kykawla' kyib' tzan tqet kykansa' te Jesus.
MRK.3.7	Bwen, yaji te Jesus kyuky'i txnaq'atz exik stzi' te Galiley A', b'ix ky'ila'j xjal aj tkwentil Galiley eb'ajxik kyuky'i'l, b'ix ax ky'ila'j xjal aj tzajnaqe' tuq tuj tkwentil Judey 
