GEN.1.1	Kezdetben teremtette Isten az eget és a földet. 
2SA.22.16	haragos szelének fúvásától.
2SA.22.17	Lenyúlt a magasból, és fölvett,
2SA.22.17	a nagy vizekből kihúzott engem.
2SA.22.18	Megmentett engem ellenségem hatalmából,
2SA.22.18	gyűlölőimtől, bár erősebbek voltak nálam.
2SA.22.19	Rám törhetnek a veszedelem napján,
2SA.22.19	de az 
2SA.22.20	Tágas térre vitt ki engem,
2SA.22.20	megmentett, mert gyönyörködik bennem.
2SA.22.21	Igazságom szerint bánt velem az 
2SA.22.21	kezem tisztasága szerint jutalmazott engem.
2SA.22.22	Hiszen vigyáztam az 
2SA.22.22	és Istenemet nem hagytam el hűtlenül.
2SA.22.23	Minden törvényére ügyeltem,
2SA.22.23	rendelkezéseitől nem tértem el.
2SA.22.24	Feddhetetlen voltam előtte,
2SA.22.24	és őrizkedtem a bűntől.
2SA.22.25	Igazságom szerint jutalmazott meg az 
2SA.22.25	tisztaságom szerint, amit jól lát.
2SA.22.26	A hűségeshez hűséges vagy,
2SA.22.26	a feddhetetlen emberhez feddhetetlen.
2SA.22.27	A tisztához tiszta vagy,
2SA.22.27	de a hamisnak ellenállsz.
2SA.22.28	Az elesett népet megsegíted,
2SA.22.28	de ha kevély embert látsz, azt megalázod.
2SA.22.29	Te vagy, 
2SA.22.29	az 
2SA.22.30	Veled a rablóknak is nekirontok;
2SA.22.30	ha Isten segít, a kőfalon is átugrom.
2SA.22.31	Isten útja tökéletes, az 
2SA.22.31	Pajzsa ő mindazoknak, akik hozzá menekülnek.
2SA.22.32	Van-e Isten az 
2SA.22.32	és van-e kőszikla Istenünkön kívül?
2SA.22.33	Isten az én erős menedékem,
2SA.22.33	ő vezeti útján a feddhetetlent.
2SA.22.34	Lábamat a szarvaséhoz hasonlóvá teszi,
2SA.22.34	magaslatokra állít engem.
2SA.22.35	Ő tanítja kezemet a harcra,
2SA.22.35	karjaim ércíjat feszítenek.
2SA.22.36	Oltalmazó pajzsodat átadtad nekem,
2SA.22.36	és sokszor meghallgattál engem.
2SA.22.37	Biztossá teszed lépteimet,
2SA.22.37	nem inognak bokáim.
2SA.22.38	Üldözöm és elpusztítom ellenségeimet,
2SA.22.38	nem térek vissza, míg nem végzek velük.
2SA.22.39	Végeztem velük, szétzúztam őket.
2SA.22.39	Nem kelnek föl többé, lábaim elé hanyatlottak.
2SA.22.40	Felruháztál erővel a harcra,
2SA.22.40	térdre kényszerítetted támadóimat.
2SA.22.41	Megfutamítottad ellenségeimet,
2SA.22.41	gyűlölőimet elpusztíthattam.
2SA.22.42	Széjjelnéznek, de nincs szabadító,
2SA.22.42	az 
2SA.22.43	Összezúzom őket, mint a föld porát,
2SA.22.43	összetiprom, széttaposom, mint az utca sarát.
2SA.22.44	Megmentettél lázadó népemtől,
2SA.22.44	megőrzöl, népek fejévé teszel,
2SA.22.44	oly nép szolgál nekem,
2SA.22.44	melyhez nem volt közöm.
2SA.22.45	Idegenek hízelegnek nekem,
2SA.22.45	engedelmesen hallgatnak rám,
2SA.22.46	mert elepednek az idegenek,
2SA.22.46	reszketve bújnak elő rejtekükből.
2SA.22.47	Él az 
2SA.22.47	magasztaltassék Isten, szabadító kősziklám!
2SA.22.48	Bosszút áll értem az Isten,
2SA.22.48	és népeket vet alám.
2SA.22.49	Kiszabadítasz ellenségeim közül,
2SA.22.49	támadóim fölé emelsz,
2SA.22.49	megmentesz az erőszakosoktól.
2SA.22.50	Ezért magasztallak, 
2SA.22.50	zsoltárt éneklek nevednek, 
2SA.22.51	mert nagy győzelmet adtál királyodnak,
2SA.22.51	hűséges maradtál fölkentedhez,
2SA.22.51	Dávidhoz és utódaihoz örökké.
2SA.23.1	Ezek voltak Dávid utolsó szavai:
2SA.23.1	Így szól Dávid, Isai fia,
2SA.23.1	így szól a magasra emelt férfi,
2SA.23.1	Jákób Istenének felkentje,
2SA.23.1	Izráel énekeinek kedveltje: 
2SA.23.2	Az 
2SA.23.2	az ő szava volt nyelvemen. 
2SA.23.3	Izráel Istene ezt mondta,
2SA.23.3	Izráel kősziklája így szólt hozzám:
2SA.23.3	Az emberek igaz uralkodója,
2SA.23.3	az istenfélő uralkodó 
2SA.23.4	olyan, mint a fölkelő nap reggeli fénye,
2SA.23.4	mint a felhőtlen reggel,
2SA.23.4	melynek sugarától eső után
2SA.23.4	kisarjad a fű a földön. 
2SA.23.5	Nem ilyen-e házam Isten színe előtt?
2SA.23.5	Örök szövetségre lépett énvelem,
2SA.23.5	benne elrendezett és biztosított mindent.
2SA.23.5	Minden javam, minden örömöm őtőle származik. 
2SA.23.6	De az elvetemültek mind olyanok,
2SA.23.6	mint a szélhordta tövis,
2SA.23.6	melyet nem fognak meg kézzel:
2SA.23.7	aki hozzájuk akar nyúlni,
2SA.23.7	vasat ragad, lándzsanyelet;
2SA.23.7	égő tűzzel égeti meg őket,
2SA.23.7	ahol rájuk talál.
2SA.23.8	Ezek voltak név szerint Dávid vitézei: a tahkemóni Jóséb-Bassebet, egy főtiszt, aki úgy forgatta a lándzsáját, hogy egy alkalommal nyolcszáz embert döfött le.
2SA.23.9	Azután Eleázár, Ahóhí fiának, Dódónak a fia, egyike annak a három vitéznek, akik Dávid mellett voltak, amikor csúffá tették a harcra gyülekezett filiszteusokat. Az izráeliek már visszavonultak, 
2SA.23.10	de ő ott maradt, és vágta a filiszteusokat, míg csak bele nem fáradt, és hozzá nem ragadt a keze a kardhoz. Nagy győzelmet adott az 
2SA.23.11	A következő volt Sammá, a harári Ágé fia. Amikor összegyűltek a filiszteusok Lehínél, ahol a mező egy darabja lencsével volt bevetve, a hadinép már megfutamodott a filiszteusok elől, 
2SA.23.12	de ő megállt annak a darab földnek a közepén, megvédte azt, és megverte a filiszteusokat. Így adott az 
2SA.23.13	Egyszer a harminc vezér közül hárman elmentek Dávidhoz, és aratáskor érkeztek meg az Adullám-barlangba, amikor a filiszteusok serege a Refáím-völgyben táborozott. 
2SA.23.14	Dávid akkor a sziklavárban volt, a filiszteusok előőrse pedig ugyanakkor Betlehemnél. 
2SA.23.15	Dávid eltikkadt, és ezt mondta: Ó, bárcsak valaki vizet hozna nekem a betlehemi kútból, onnan a kapu mellől! 
2SA.23.16	Erre a három vitéz áttört a filiszteus táboron, vizet merített Betlehemben a kapu melletti kútból, elhozták, és odavitték Dávidnak. Ő azonban nem akarta meginni, hanem kiöntötte áldozatul az 
2SA.23.17	és ezt mondta: Az 
2SA.23.18	Abísaj, Jóáb testvére, Cerújá fia volt a harminc vezér parancsnoka. Ő úgy forgatta a lándzsáját, hogy háromszáz embert döfött le. Ő volt a leghíresebb a harmincak között. 
2SA.23.19	A harmincak között ő volt a legtekintélyesebb, ezért lett a parancsnokuk; ám az előző háromnak nem ért a nyomába.
2SA.23.20	A Kabceélból való Benájá, Jójádá fia is kiváló ember volt, és nagy tetteket vitt véghez. Ő vágta le Móáb két bajnokát. Ő ment le egy verembe, és megölt egy oroszlánt, amikor egyszer hó esett. 
2SA.23.21	Ugyanő vágott le egy nagy termetű egyiptomi embert, bár az egyiptomi kezében lándzsa volt, ő meg csak bottal ment rá. De kiragadta az egyiptomi kezéből a lándzsát, és a saját lándzsájával ölte meg. 
2SA.23.22	Ilyeneket vitt véghez Benájá, Jójádá fia. Ő is nevezetes volt, mint az a három vitéz. 
2SA.23.23	Tekintélyes volt a harminc között, de a háromnak nem ért a nyomába. Dávid a testőrök vezetőjévé tette.
2SA.23.24	Aszáél, Jóáb testvére is kivált a harminc közül, akik a következők voltak: Elhánán, a betlehemi Dódó fia, 
2SA.23.25	a haródi Sammá, a haródi Elíká, 
2SA.23.26	a peleti Helec, a tekóai Írá, Ikkés fia, 
2SA.23.27	az anátóti Abíezer, a húsái Mebunnaj, 
2SA.23.28	az ahóhi Calmón, a netófái Mahraj, 
2SA.23.29	a netófái Héleb, Baaná fia, a benjámini Gibeából való Ittaj, Ríbaj fia, 
2SA.23.30	a pirátóni Benájá, a nahalé-gaasi Hiddaj, 
2SA.23.31	az arbai Abíalbón, a bahúrími Azmávet, 
2SA.23.32	a saalbóni Eljahbá, Jónátán, Jásén fia, 
2SA.23.33	a harári Sammá, az arári Ahíám, Sárár fia, 
2SA.23.34	a maakái Elífelet, Ahaszbaj fia, a gilói Elíám, Ahítófel fia, 
2SA.23.35	a karmeli Hecró, az arbai Paaraj, 
2SA.23.36	a cóbái Jigál, Nátán fia, a gádi Bání, 
2SA.23.37	az ammóni Celek meg a beéróti Nahraj, Jóábnak, Cerújá fiának a fegyverhordozója, 
2SA.23.38	a jeteri Írá, a jeteri Gáréb 
2SA.23.39	és a hettita Úriás. Összesen tehát harmincheten voltak. 
2SA.24.1	Újból megharagudott az 
2SA.24.2	A király pedig ezt mondta Jóábnak, hadserege parancsnokának: Járd be Izráel minden törzsét Dántól Beérsebáig, és számláld meg a népet, hadd tudjam meg, mekkora a nép!
2SA.24.3	Jóáb azonban ezt felelte a királynak: Szaporítsa meg Istened, az 
2SA.24.4	A király szava azonban erősebb volt Jóábénál és a csapatparancsnokokénál. Elindult tehát Jóáb a csapatparancsnokokkal együtt a királytól, hogy megszámlálják Izráel népét. 
2SA.24.5	Átkeltek a Jordánon, és Aróérnál ütöttek tábort, a várostól délre, Gád völgye közepén, majd Jazérba mentek. 
2SA.24.6	Azután Gileádba és Tahtím földjére, Hodsíba mentek, majd Dán-Jaanba és Szidón környékére, 
2SA.24.7	továbbá a megerősített Tíruszhoz mentek, meg a hivviek és kánaániak összes városába. Végül elérkeztek Júda déli vidékére, Beérsebába.
2SA.24.8	Miután bejárták az egész országot, kilenc hónap és húsz nap elteltével visszaérkeztek Jeruzsálembe. 
2SA.24.9	Jóáb jelentette a királynak a népszámlálás eredményét: Izráelben nyolcszázezer kardforgató ember volt, Júdában pedig ötszázezer. 
2SA.24.10	Dávidot azonban furdalni kezdte a lelkiismeret, miután megszámláltatta a népet, ezért ezt mondta Dávid az 
2SA.24.11	Reggel, amikor Dávid fölkelt, így szólt az 
2SA.24.12	Eredj, és mondd meg Dávidnak: Ezt mondja az 
2SA.24.13	Bement tehát Gád Dávidhoz, és tudtára adta ezt neki. Megkérdezte tőle: Hét esztendeig tartó éhínség jöjjön országodra? Vagy három hónapig kelljen menekülnöd a téged üldöző ellenség elől? Vagy három napig tartó dögvész legyen az országodban? Gondold végig, és döntsd el, milyen választ vigyek annak, aki engem küldött! 
2SA.24.14	Dávid ezt felelte Gádnak: Igen nehéz helyzetben vagyok. Inkább essünk az 
2SA.24.15	Az 
2SA.24.16	De amikor az angyal Jeruzsálem ellen nyújtotta ki a kezét, hogy elpusztítsa, bánkódni kezdett az 
2SA.24.17	Amikor Dávid meglátta az angyalt, amint a népet irtotta, ezt mondta az 
2SA.24.18	Gád még aznap elment Dávidhoz, és ezt mondta neki: Menj, és állíts oltárt az 
2SA.24.19	Elment tehát Dávid Gád szavai szerint, ahogyan megparancsolta az 
2SA.24.20	Amikor Arauná kitekintett, és látta, hogy udvari embereivel a király közeledik hozzá, kiment Arauná, és arccal a földre borult a király előtt. 
2SA.24.21	Azután megkérdezte Arauná: Miért jött szolgájához az én uram, királyom? Dávid így felelt: Azért, hogy megvegyem tőled ezt a szérűt; oltárt akarok itt építeni az 
2SA.24.22	Arauná ezt mondta Dávidnak: Fogadja el az én uram, királyom, és áldozzon, ahogyan jónak látja! Nézd, van itt marha is az égőáldozathoz, a cséplőeszközök meg a marhák szerszámai pedig jók lesznek tűzifának. 
2SA.24.23	Mindezt a királynak adja Arauná, ó, király! Majd így szólt Arauná a királyhoz: Legyen kegyelmes hozzád Istened, az 
2SA.24.24	De a király ezt felelte Araunának: Így nem! Csak pénzért fogadom el tőled, mert nem akarok ingyen kapott égőáldozatot bemutatni Istenemnek, az 
2SA.24.25	Majd oltárt épített ott Dávid az 
1KI.1.1	Amikor Dávid élemedett korú öregember lett, hiába takargatták be ruhákkal, nem tudott fölmelegedni. 
1KI.1.2	Akkor ezt mondták neki udvari emberei: Keresni kell urunknak, a királynak egy fiatal szüzet, hogy a király szolgálatára álljon, és ápolja őt. Ha ez a karjaidban fekszik, akkor majd fölmelegszel, uram, királyom! 
1KI.1.3	Keresni kezdtek tehát Izráel egész területén egy szép leányt. Így találtak rá a súnémi Abiságra, és bevitték a királyhoz. 
1KI.1.4	Ez a leány igen szép volt; ő ápolta a királyt, és ő viselte gondját, de a király nem élt vele.
1KI.1.5	Adónijjá, Haggít fia elbizakodottan ezt mondta: Én leszek a király! És szerzett magának harci kocsikat, lovasokat és ötven férfit, akik előtte futottak. 
1KI.1.6	Apja azonban soha életében nem vetette a szemére, hogy miért tesz ilyet. Absolon után szülte őt anyja, és ő is igen szép ember volt. 
1KI.1.7	Tárgyalt Jóábbal, Cerújá fiával és Ebjátár pappal, ezek segítették Adónijját, és vele tartottak. 
1KI.1.8	Viszont Cádók pap, Benájá, Jójádá fia, Nátán próféta, Simí és Réí meg Dávid vitézei nem támogatták Adónijját. 
1KI.1.9	Egyszer Adónijjá juhokból, marhákból és hizlalt borjúkból áldozati lakomát rendezett a Zóhelet-kőnél, a Rógél-forrás mellett, és meghívta minden testvérét, a király fiait meg a király szolgálatában álló összes júdait. 
1KI.1.10	Nem hívta meg viszont Nátán prófétát, Benáját, a vitézeket meg a testvérét, Salamont sem.
1KI.1.11	Akkor ezt mondta Nátán Betsabénak, Salamon anyjának: Nem hallottad, hogy Adónijjá, Haggít fia lett a király, úgy, hogy urunk, Dávid nem is tud róla?! 
1KI.1.12	Gyere hát, hallgasd meg a tanácsomat, hogyan mentsd meg életedet és fiadnak, Salamonnak az életét. 
1KI.1.13	Eredj, menj be Dávid királyhoz, és mondd ezt neki: Uram, királyom, te megesküdtél szolgálóleányodnak: A te fiad, Salamon lesz utánam a király, és ő fog a trónomra ülni. Miért lett akkor Adónijjá a király? 
1KI.1.14	Amíg te a királlyal beszélsz, én is bemegyek utánad, és megerősítem szavaidat.
1KI.1.15	Betsabé be is ment a királyhoz a belső szobába, ahol a súnémi Abiság viselte gondját a megvénült királynak. 
1KI.1.16	Betsabé meghajolt, és leborult a király előtt, a király pedig ezt kérdezte: Mit kívánsz? 
1KI.1.17	Az így felelt neki: Uram, te megesküdtél szolgálóleányodnak az 
1KI.1.18	Most mégis Adónijjá lett a király, te pedig, uram, királyom, még csak nem is tudsz róla. 
1KI.1.19	Mert bikákból, hizlalt borjakból és juhokból gazdag áldozati lakomát rendezett, és meghívta rá a király valamennyi fiát, Ebjátár papot és Jóábot, a hadsereg parancsnokát; csak szolgádat, Salamont nem hívta meg. 
1KI.1.20	Most azért, uram, királyom, rajtad van egész Izráel szeme, neked kell kihirdetned, hogy ki ül utánad a trónra, uram, királyom! 
1KI.1.21	Mert ha majd őseidhez térsz pihenni, uram, királyom, akkor engem és fiamat, Salamont lázadóknak fognak tekinteni.
1KI.1.22	Még beszélt a királlyal, amikor megérkezett Nátán próféta. 
1KI.1.23	Jelentették a királynak: Itt van Nátán próféta. Erre ő bement a király elé, és arccal a földre borult a király előtt. 
1KI.1.24	Ezt mondta Nátán: Uram, királyom! Te mondtad azt, hogy Adónijjá lesz utánad a király, és ő fog a trónodra ülni? 
1KI.1.25	Mert ő ma elment, és bikákból, hizlalt borjakból és juhokból gazdag áldozati lakomát rendezett; meghívta a király valamennyi fiát, a hadsereg parancsnokát meg Ebjátár papot, és ezek most vele esznek-isznak, és ezt kiáltozzák: Éljen Adónijjá király! 
1KI.1.26	De engem, a te szolgádat nem hívott meg, sem Cádók papot, sem Benáját, Jójádá fiát, sem szolgádat, Salamont. 
1KI.1.27	Ha az én uramtól, a királytól való ez az intézkedés, akkor miért nem tudattad szolgáiddal, hogy ki ül a trónra utánad, uram, királyom?
1KI.1.28	Dávid király erre így válaszolt: Hívjátok ide Betsabét! Ő bement a királyhoz, és megállt a király előtt. 
1KI.1.29	Akkor a király megesküdött, és ezt mondta: Az élő 
1KI.1.30	hogy amiképp megesküdtem neked az 
1KI.1.31	Erre Betsabé arccal a földig hajolva leborult a király előtt, és ezt mondta: Örökké éljen az én uram, Dávid király!
1KI.1.32	Azután ezt mondta Dávid király: Hívjátok ide Cádók papot, Nátán prófétát és Benáját, Jójádá fiát! Ezek be is mentek a király elé. 
1KI.1.33	A király ezt mondta nekik: Vegyétek magatok mellé uratok embereit! Ültessétek fiamat, Salamont az én öszvéremre, és vezessétek le a Gíhónhoz! 
1KI.1.34	Cádók pap és Nátán próféta kenje ott fel Izráel királyává, azután fújjátok meg a kürtöt, és kiáltsátok: Éljen Salamon király! 
1KI.1.35	Azután vonuljatok fel mögötte, ő pedig jöjjön ide, üljön a trónomra, és ő legyen helyettem a király! Mert azt parancsoltam, hogy ő legyen Izráel és Júda fejedelme. 
1KI.1.36	Akkor Benájá, Jójádá fia válaszolt a királynak: Az 
1KI.1.37	Ahogyan vele volt az 
1KI.1.38	Elment tehát Cádók pap, Nátán próféta és Benájá, Jójádá fia meg a kerétiek és a pelétiek; Salamont Dávid király öszvérére ültették, és levezették a Gíhónhoz. 
1KI.1.39	Cádók pap pedig kihozta a sátorból az olajosszarut, és fölkente Salamont. Majd megfújták a kürtöt, és az egész nép ezt kiáltozta: Éljen Salamon király! 
