MAT.1.2	Abraham Aisak tegi, Aisak Zekop tegi. Zekop Zuda gum ntogi tegi. 
MAT.16.8	Mbe ne wari ga nzuaim, Zisas mbe nzuai ne kaŋgiap khaŋ mbe nzuai, “Nde na khothɨgi ndɨkndɨk guigira bisaŋgi. Nde thaŋ nzuav khaŋ nzuai, ‘Nza vikntuu ki fhu?’ 
MAT.16.9	Ee, nde kaŋgi fhuve? Nde mba 5,000 gumgi mba meeŋthɨgi vikntuuveŋra mbegap, ndavi givav, mbari thagi. Nde mbe thagi mban tɨvir rarara kɨra ga vhuigim nta givigi? 
MAT.16.10	Nde vhɨra mba 4,000 gumgi mba harathɨgi vikntuuveŋra mbegap ndavi givav, mbari thagi. Nde mbe thagi mban tɨvir rarara kɨra ga vhuigim, nta givigi? Nde mba bigi ga ndɨrigi fhuve? 
MAT.16.11	Nde ram muuŋgiap khueŋ kaŋgi fhu? Gu vikntuu ga ndɨkndɨgap kha kamen nde nzuai fhuvara. Gu khaŋ nde nzuai, nde mba Fherasiŋ gu Sadusiŋ is, nde tuituigira ana ganɨri.”
MAT.16.12	Ana nen mbe suaŋgim, mbe ne mbararagiap kaŋgi. Ana mbe vikntuu tui is ga nzuai fhuvara. Ana mbe Fherasiŋ gu Sadusiŋ, mbe khɨvav, mbe nzuai buni, ana mbe tuituigira nta ganɨngen mbe gori ruav mbe nzuai.
MAT.16.13	Zisas maaŋ kegap khavgiap, Sisaria Firipai ŋgu bakɨme fhain vui. Ana vov, ana mba tugen, ana kha nzambaren wo phorga rui gumgi ga muuŋgi. Ana khaŋ mbe nzuai, “Kha gumgi gu mbigi, mbe Fhe Bakɨme Guma Guar, mbe ram mbui suambarar ana mbui, ana the guarara?” 
MAT.16.14	Ana ne nzuaim, mbe khaŋ ana nzuai, “Mbe mbari khaŋ nzuai, ‘Ndu Zon Gumgi Ruai Guma ma.’ Mbe mbari khaŋ nzuai, ‘Ndu Iraiza ma.’ Mbe mbari khaŋ nzuai, ‘Ndu Zeremaia thi? Ndu mba Fhe Bakɨme kamthooŋ guma mbe ma.’ ” 
MAT.16.15	Mbe maaŋ nzuaim, Zisas mben nzarigi, “Mbe mba suambarar na mbuim, nde ram mbui suambarar na mbui, gu the ma?”
MAT.16.18	Maaŋ muuŋgiap, gu ntige khaŋ ndu nzuai. Ndu Pita, gu ndu tɨn wo siosan muuŋgirga, za vhɨzi ŋkasŋka ana mbevarim, ana ŋgirgɨrga tuktɨgi fhuvara. 
MAT.16.19	Gu Fhe Bakɨme wo gumgi gu mbigi garim, mbe ana piin ki ŋgu Hevenan thɨma fhɨri kii, gu ana ndun nɨɨŋgirga. Ndu kha nɨɨn kama shogip suaŋgirga kameŋ, Fhe Bakɨme vhɨra Hevenan mba kameŋ ndi tɨgɨrga. Ndu kha nuianan kama shogip tharga bigeŋ, Fhe Bakɨme vhɨra Hevenan mba kameŋ tharga.” 
MAT.16.20	Zisas mba bunin wo phorga rui gumgi ga suaŋgiap, wom kama havharar mbe thɨvav khaŋ mbe nzuai, “Nde Fhe Bakɨme taagip kha nuianan ki gumgi gu mbigi ndir zav suaŋgiap na sarigi gu zɨgi ne bun harigi guma the suaŋ thari.”
MAT.16.21	Mba tugivigen Zisas khaŋ wo phorga rui gumgi ga nzuai, “Gu taagip Zerusareman naaŋv, mba ŋgui gari gumgi pani, gu Fhe Bakɨme rotu gari gumgir pani, gu Zudaiŋ tɨvir vhuuiŋ kaŋgi gumgir pani, mbe zaagi vhɨrver nan nɨɨnga. Mbe na shogirim, gu rimgip, ra phuni khegene vhɨzgirim, gu taagip khavgirga.”
MAT.16.22	Ana maaŋ mbe nzuaim, Pita mba kameŋ mbararagiap, ana ndigap gaar vugap, ana vhegi. Ana ana vhegap khaŋ ana nzuai, “Guman Rum, zakɨra fhuvara! Mba khesharigi tɨv ndun hɨgɨrga tuktɨgi fhuvara.” 
MAT.16.23	Pita ne nzuaim, Zisas dorgap ana garav khaŋ ana nzuai, “Satan, ndu na ndi sav na zɨn kɨrar ŋgɨri. Ndu na tuav pɨnɨ za mbui. Ndu Fhe Bakɨme ndɨkndɨga zɨn vui fhuvara. Ndu kha nuiana gumgi ndɨkndɨga zɨn vui.”
MAT.16.25	Maaŋ muuŋgip, guma the won tumara ndɨkndɨgɨrga, ana tum za vhɨzgirga. Guma na ndɨkndɨgɨp, won tuma fekhɨngirga, mba guma, ana tum zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. 
MAT.16.26	Guma the za kha nuianan ki bigi ga suaŋv muuŋv za nta ndigip, ana rimgirga, mba bigi ram muuŋgi ana tuman kurarie? Guma thagɨnan won tuma vhezgirim, ana zazera mbara muuŋgia ki bɨɨŋbɨɨŋ ndigirie? 
MAT.16.27	Fhe Bakɨme Guma Guar, ana zumgum won Ndiar vhava ŋaarar ŋkasŋka bakɨme phorgɨv ana enseri phorgɨp mbe zirɨrga. Ana mba tugen zirɨv, ana kha nuianan ki gumgi gu mbigi muuŋgi tɨvi ga suaŋv, vhezar mben nɨɨnga. 
MAT.16.28	Gu guigira nde nzuai, ntige khar thivgi gumgi gu mbigi, mbe thari vhɨzgirga fhuvara, mbe khara muuŋgip kɨv ganɨrim, Fhe Bakɨme Guma Guar ŋgui vhɨrve gari guman pana farar muuŋgip zirgɨrga.”
MAT.17.2	Mbe kav, mbe Zisas garim, ana fhav harigi khesharav hɨgi. Mbe ana khoma garim, ana khom guigira ŋgarav, ra ndav sharigi fara muuŋgim, ana sharigi shagi, nta guigira hurgiap, ŋgara gari. 
MAT.17.3	Mbe ana garim, Moses gu Iraiza za zav ana han thɨgap, ana phorga nzuai. 
MAT.17.4	Pita maaŋ muuŋgiap gangiap, mbara khaŋ Zisas ga nzuai, “Guman Rum, nza khaŋ ki ne guigira nzerigi. Ndu vuzvugirga, gu mpɨkava phuni khegenen muuŋgirga ndu suaŋv thevi, Moses ga suaŋv thevi, Iraiza ga suaŋv thevi.”
MAT.17.6	Mba guma maaŋ nzuaim, Zisas phorga rui gumgi mba kameŋ mbararagiap, mbe guigira rivgiap, wari wo thɨvi phɨrgiap, rav fegap, wari khoo ndiv nuiana segi. 
MAT.17.7	Mbe maaŋ muuŋgim, Zisas thivav mbe han zav, mbe suigiap khaŋ mbe nzuai, “Nde khavik, nde rivɨ thari.” 
MAT.17.8	Zisas maaŋ mbe nzuaim, mbe khavav, rav ana garav, mbe harigi gumani gangi fhu, mbe Zisasra garim, ana mbe han thɨgi.
MAT.17.11	Mbe ne nzuaim, ana mbe ŋgarkarav khaŋ mbe nzuai, “Ne guigira kameŋ ma, Iraiza fharav zɨv bigi ndiv thɨgar maanga. 
MAT.17.12	Gu khaŋ muuŋgia tɨgap nde nzuai, Iraiza guigira zɨgi. Ana zɨgim, kha gumgi gu mbigi, mbe ana kaŋgi fhuvara. Zakɨra fhuvara! Mbe wari wo vuzvugira zɨn vov mbe mbarkɨrga tɨvir ana muuŋgi. Mbe ana muuŋgi tɨvira, mbe mba tɨvi mbatɨgira mbe Fhe Bakɨme Guma Guarar muuŋgirga.” 
MAT.17.13	Zisas mba kamen mbe nzuaim, ana phorga rui gumgi khueŋ kaŋgi, ana Zon Gumgi Ruai Guma ga nzuai.
MAT.17.14	Zisas wo phorga rui guma phuni khegenen kov, mbe vera vov, gumgi gu mbigir vhɨrver hegi. Mbe mba gumgi gu mbigir hɨgim, guma mbe, ana zav Zisas nɨman wo thɨpanani phɨrgiap, ana nɨman fagi. 
MAT.17.15	Ana fav khaŋ Zisas ga nzuai, “Guman Rum, ndu na kaman korar muuŋri. Ana ŋanŋangiap, ana fhav mbatɨgi. Ana tugi vhɨrvera vhavi ga rav, ana vhɨra tugi vhɨrvera daav mbɨ regi. 
MAT.17.16	Gu ana ndigap, ndu phorga rui gumgi han vugap, mbe nzuaim, mbe ana muungen mbovaragi.”
MAT.17.18	Mbe mba tara ndigap Zisas han zim, Zisas mba tara ndigap Zisas mba ŋina mbatɨga vhegim, mba ŋina mbatɨk vhemkora mba tara thav kɨrar hɨgim, mba tar fhura rɨmrɨm vhɨzgi.
MAT.17.23	Mbe ana shogirim, ana rimgirga. Ana rimgirga, raa phuni vhɨzgirga khegenen ana taagi khavgirga.” Ana ne nzuaim, mba ana farasegi 12 thɨgi ŋaara gumgi, mbe ne nzuav guigira ndavi simgi.
MAT.17.25	Mbe ne nzuaim, Pita khaŋ mbe nzuai, “Ahaŋ.”
MAT.17.25	Mbe nen Pita suaŋgim, Pita vhen verav ntigar buna thueŋ suanga, Zisas fhumra kha nzambaren ana muuŋgi, “Saimon, ndu ram mbui ndɨkndɨga mbui? Kha nuianan ki ŋgui vhɨrve gari gumgir pani, mbe mbarkɨrga ŋkɨɨa, mbe nta ndi, mbe theiŋ han nta ndi? Mbe wo ntɨɨrira han nta ndi o, mbe harigi ntɨɨri han nta ndi?” 
MAT.17.26	Ana ne nzuaim, Pita khaŋ nzuai, “Mbe harigi ntɨɨri han ndi.” Zisas mbaram khaŋ ana nzuai, “Maaŋ muuŋgiap, mbe ntɨɨrira, mbe ŋkɨɨar mbe ndɨɨi fhuvara! 
MAT.17.27	Maaŋ muuŋgiap, nza khein ndɨkndɨgir farfa rivgi. Ndu ŋgɨp mbarar uk su. Ndu uk suv, mba fhara zav ndu uga ndigi mbɨgam, ndu ana kamthooŋ ntarav, ana kamthooŋ vhen ganɨnga, ndu kɨma raraŋ thueŋ gangirga. Mba kɨma rareŋ ndu ne ndigi zɨv mben nɨɨŋgiri. Ndu ŋka wani khɨnan mba ŋkɨɨan mben nɨɨŋgiri.”
MAT.18.2	Mbe mba nzambaren ana muuŋgim, Zisas mbaram tara mbe nzuaim, ana ana han zim, ana ana nzuaim, ana mbe rɨgɨgera thɨgi. 
MAT.18.3	Mba tar mbe rɨgɨgera thɨgim, ana khaŋ mbe nzuai, “Gu guigira nde nzuai, nde guigira wari wo ndavi domdorgip, kha tari bisarire ndɨkndɨgi ndɨkndɨgar muunga fhu, nde Fhe Bakɨme gari gumgi gu mbigi vhen ŋgirgɨrga tuktɨgi fhu. 
MAT.18.4	Guma, ana guigira wo vuzvugi, ana nta mbevar, kha tara bisaneŋ mbui tɨvar muunga, mba guma, ana Fhe Bakɨme gari gumgi gu mbigi rɨgar, zɨ bakɨ guarara kɨrga.
MAT.18.8	Ndu maaŋ muuŋgip, ndun hareŋ o ndu so the ndu ŋgɨrgɨrim, ndu bigɨn mbatɨk thueŋ muuŋgip, ndu mba hareŋ gu soeŋ thugɨ fekhɨngiri. Ndu maaŋ muuŋgip, ndu hara bueŋra o so bueŋra khɨgɨ kɨrga, ndu ŋgun vhuun ŋgɨgɨp zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. Ndu maaŋ muuŋgirga fhu, ndu hara phuni gu so phuni khɨgɨ kɨrga, mbe ndu fegɨp, Herar zazera mbara muuŋgiap ki vhava khɨngirga. 
MAT.18.9	Ndun rɨma thueŋ ndu ŋgɨrgɨrim, ndu tɨva mbatɨk thueŋ muuŋgip, ndu mba rɨmaeŋ sigɨp ne fekhɨngiri. Ndu maaŋ muuŋgip, ndu rɨma bueŋra khɨgɨp, ndu ŋgun vhuun ŋgɨgɨp, ndu zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. Ndu maaŋ muuŋgirga fhu, ndu rɨmani vhɨra kɨrga mbe ndu fegɨp Herar vhava khɨngirga.
MAT.18.12	Zisas mba bunin mbe nzua vov wom khaŋ mbe nzuai, “Nde ram mbui ndɨkndɨga mbui? Guma the maaŋ muuŋgip 100 sipsivi kɨrga, ntan rɨgar the mbar rɨgɨrga, ana mba mbar rɨgi ne suaŋv ganɨnga fhuv thi? Fhuvara. Ana mba ki 99 sipsivi, ana nta ndi mba mbɨkshɨmara tɨgɨp, ana mba mbar rɨgi ne suaŋv ganɨnga. 
MAT.18.13	Gu guigira nde nzuai, ana maaŋ muuŋgip ana gangirga, ana guigira ndikndiga bakɨmen muunga. Ana mba ki 99 sipsivi, ana vhɨra ntan ndikndigi. Ana mba mbar rɨgi ne gangirga ndikndik, ana guigira mbar ŋgɨrga. 
MAT.18.14	Mba tɨvara nden Ndia mbu Hevenan ki, ana fhura kha tara thaneŋ ganɨrim, ana ŋgɨp mbar rɨrgeŋ vuzvugi fhu.”
MAT.18.16	Ana maaŋ muuŋgip ndu bunai mbararagirga fhu, ndu harigi guma bavira o phuni phorgɨ ndigi ŋgɨri. Maaŋ muuŋgirga, ndu nzuai bunai havhari guma phuni o phuni khegene ki. 
MAT.18.17	Ana mbe nzuai buneŋ mbararagi fhu, ndu za mba guigira Zisas khothɨgi gumgi gu mbigi ga suaŋri. Ana vhɨra mbe nzuai buneŋ mbararagirga fhu, ndu kha guigira Zisas khothɨgi fhu guma gum ŋkɨɨa ndia rui guma gari ganganan anan muuŋri.
MAT.18.20	Maaŋ muuŋgip, guma phunini o phuni khegene, nde na zɨn panan wari tɨgɨp phoga vhuigi, gu vhɨra nde phorga ki.”
MAT.18.23	“Ndu mbarara! Fhe Bakɨme wo gumgi gu mbigi garim, mbe ana piin ki tɨv, ana khaŋ muuŋgi. Ana ŋgui vhɨrve gari guman pana mbe, ana won ŋaara gumgi bakɨvir kamgim, mbe ana han ŋgarɨga muuŋgi bigi, mbe zav nta ŋgarkai fara muuŋgi. 
MAT.18.24	Ana mben kamgim, mbe zav wari wo ŋgarɨga muuŋgi bigi, mbe nta ŋgarkaim, mbe guma mbe kov ana han zi. Mba guma, ana 250 mirion kina ŋgarɨga muuŋgi. 
MAT.18.25	Ana mba ŋkɨɨa ŋgarɨgar muunga ŋkɨɨa tuktɨgi fhu. Mba ŋgui vhɨrve gari guman pan khaŋ mbe nzuai, ‘Nde mba guma, ana mbik, gu tari, nde mbe ndi maaŋrim, harigi ntɨɨri mbe vhezgirim, mbe fhura mba guman ŋaara gumgi kɨri. Nde ana bigi, nde za nta ndiv maaŋrim, mbe nta vhezgiri. Nde mba tuavar, nde ŋkɨɨa ndigip, ana mba ŋgarɨga muuŋgi ŋgarɨga ŋgarkararga.’ 
MAT.18.26	Mba ŋaara guma ne mbararagiap, ana mbara wo thɨpanani phɨrgiap, mba ŋgui vhɨrve gari guman pana ŋkarve nɨmara fav, khaŋ nzuai, ‘Ndu nan korar muuŋgip, tugar nan nɨɨŋgirim, gu ndu han ŋgarɨga muuŋgi bigi, gu za nta ŋgarkararga.’ 
MAT.18.27	Ana maaŋ nzuaim, ŋgui vhɨrve gari guma pan ana kora muuŋgiap, fhura ana thav, vhɨra ana mba ŋgarɨga muuŋgi ŋkɨɨa, ana vhɨra nta ndɨkndɨk ŋangi.
MAT.18.28	“Ana maaŋ mba ŋaara guma ga muuŋgim, mba ŋana guma kɨrar hav, za wo phorga ŋgarigi ŋaara guma bakɨme gari. Ana phorga ŋgarigi ŋaara guma bakɨme, ana han 500 kina ŋgarɨga muuŋgi. Ana ana garav, za ana fhɨrar suirav, khaŋ ana nzuai, ‘Ndu na han ŋgarɨga muuŋgi bigi, ndu za nta ŋgarkarari.’
MAT.18.29	“Ana phorga ŋgarigi guma bakɨme ne mbararagiap wo thɨpanani phɨrgiap, ana nɨman fav, khaŋ tɨgɨp ana nzuai, ‘Ndu nan korar muuŋgip, tugar nan nɨɨŋgirim, gu ndu han ŋgarɨga muuŋgi bigi, gu nta ŋgarkarga.’ 
MAT.18.30	Ana ne nzuaim, mba guma ne vuzvugi fhu. Ana thav, ana ndiga vov bɨna khɨngi. Ana bɨnan kɨv mba ŋgarɨga muuŋgi bigi ŋgarkararga.
MAT.18.31	“Mba guma phorga ŋgarigi gumgi baikɨvi mbari mbe ana garim, ana maaŋ ana muuŋgim, mbe guigi guarara ana nzuav ndavi mbatɨgi. Mbe thav vov, mba ŋaara guma bakɨme muuŋgi bigi, mbe za nta bun, mbe wo ŋgui vhɨrve gari guman pana suaŋgi. 
MAT.18.32	Mba ŋgui vhɨrve gari guman pan mbara mba ŋaara guma bakɨmen kamgiap, khaŋ ana nzuai, ‘Ndu ŋaara guma mbatɨga guar ma. Ndu fharav khaŋ tɨgap, nan nzim, gu ndu ŋgarɨga muuŋgi bigi, gu fhura nta thav, nta ndɨkndɨk ŋangi. 
MAT.18.33	Gu fhura ndu kora muuŋgi. Ndu ram muuŋgip ndu vhɨra wo phorga ŋgarigi guma bakɨme korar muuŋ thagi?’ 
MAT.18.34	Mba ŋgui vhɨrve gari guman pan ne nzuav, guigira ana ndav shigap, ana ndiv, zaa ana nɨɨnga gumgir farve khɨngi. Ana mben han kɨv za mba ŋgarɨga muuŋgi bigi ŋgarkararga.
MAT.19.1	Zisas mba buni mbe suaŋgia thugap, ana Gariri ŋgu fhaiŋ thav kema ndigap, Zordan mbɨ gaar muen Zudia ŋgu fhain vui. 
MAT.19.2	Ana vuim, gumgi gu mbigi vhɨrve ana zɨn vui. Mbe ana zɨn vuim, ana maam mben rɨmrɨɨ ga mbuim, nta vhɨzi.
MAT.19.5	Fhe Bakɨme mani ga muuŋgiap, ana khaŋ nzuai, “Maaŋ muuŋgip, guma ana muuaŋ tɨgap, ana won niamuuŋ gu ndia thav, ana won muuŋ phorga kav, mani wani phorgap, mani guma bavira ki. Mani wani hiav ki fhu.” ’ 
MAT.19.6	Fhe Bakɨme maaŋ suaŋgim, mani wani shɨrav wani hiav guma phunini ki fhu. Fhuvara. Mani wani tɨgap guma bavira ki. Maaŋ muuŋgiap, Fhe Bakɨme phorgi bigɨn, guma ana shɨgɨ thari.”
MAT.19.8	Mbe maaŋ nzuaim, Zisas khaŋ mbe nzuai, “Nde rɨɨŋrɨɨŋ kɨvgi ntɨɨri ma. Maaŋ muuŋgiap, Moses fhura nde garim, nde won muuiŋ thamthagi. Fhum guarara mba khesharigi tɨv ki fhu.
MAT.19.11	Mbe ne nzuaim, Zisas khaŋ mbe nzuai, “Kha gumgi, mbe za kha buneŋ zɨn ŋgɨgɨrga tuktɨgi fhuvara.
MAT.19.11	“Fhe Bakɨme mba ndɨkndɨgar nɨɨŋgi gumgi, mbe nduarira kha buneŋ zɨn ŋgɨrga. 
MAT.19.12	Nde mbarara! Mbarkɨrga gumgi vhɨrve ki, mbe mbari, mbe muuiaŋ rɨgi fhu. Mbe mbari, mbe ndegmbori ndavi vherira, mbe fhavi mbatɨgi. Mbe mbari, mbe ŋgui vhɨrve gari gumgi panin phenan ŋgarɨr zav, mbe mbe thuuri ndigim, mbe muuin rɨgɨrga vuzvuk ki fhu. Mbe mbari, mbe Fhe Bakɨme wo gumgi gu mbigi garim, mbe ana piin ki ŋgu ndɨkndɨga ŋgarav, mbe muuiaŋ rɨgɨ thagi. Guma, ana kha buni mbararav, ana nta zɨn ŋgɨr saŋv, ana kha buni ndiri.”
MAT.19.13	Mbe mba tugar, mba gumgi gu mbigi, mbe tari bisarire ndiav Zisas han zi. Mbe khueŋ vuzvugiap, Zisas won farver mbe suv, mbe suaŋv, Fhe Bakɨme phorgɨv suanga. Mbe mbe ndia zim, Zisas farasegi 12 thɨgi ŋaara gumgi mba gumgi gu mbigi ga vhegi. 
MAT.19.14	Zisas khaŋ wo farasegi 12 thɨgi ŋaara gumgi ga nzuai, “Nde fhura mba tarire ganɨrim, mbe na han zɨri. Nde mbe thɨvɨ thari. Fhuvara. Kha tarire ndɨkndɨgi ndɨkndɨga mbui gumgi gu mbigi, Fhe Bakɨme wo gumgi gu mbigi garim, mbe ana piin ki ŋgu, ana mbe ne ma.” 
MAT.19.15	Ana maaŋ mbe suaŋgiap, mbara won farver mba tari ga sui. Ana farven mbe suegap, ana zumgum mba ŋaneŋ thav vui.
MAT.19.19	Nde wari won ndegi gu ndegmbori piin kɨv, mbe nzuai buni mbararari. Nde vhɨra wari vuzvugi tɨvara, nde guigira harigi gumgi vuzvugiri.’ ”
MAT.19.20	Zisas maaŋ nzuaim, mba guman kam khaŋ ana nzuai, “Gu za mba tɨvi zɨn vui. Gu ram muuŋgi tɨveŋ, gu ne zɨn vui fhu?”
MAT.19.22	Mba guman kam ne mbararagiap, ana ndav ana simgim, ana vugi. Ana khaŋ muuŋgiap, ana guigira bigi vhɨrkɨvgi guma ma.
MAT.19.24	Gu taagia nde nzuai, kemor, ana shagi sai suuŋ thoon ŋgirɨ saŋv, ana mba shɨk kav ŋkɨɨa vhɨrve ki guma, ana Fhe Bakɨme wo gumgi gu mbigi garim mbe ana piin ki ŋgun ŋgirɨ zav ŋaara mbatɨga mbui, ana mba khesharigi ŋaara mbatɨgar muuŋgirga tuktɨgi fhuvara.”
MAT.19.25	Zisas ne suaŋgim, mba ana farasegi 12 thɨgi ŋaara gumgi ne mbararagiap, mbe guigira ŋgava mbatɨga muuŋgi. Mbe ŋgava mbatɨga muuŋgiap khaŋ nzuai, “Maaŋ muuŋgirga, the zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirie?”
MAT.19.29	Mba na zɨ ndɨkndɨgap wari wo pheni, gu won fegi gu ŋgugi, meeiŋ gu bivi, ndegi gu ndegmbori, won tari, won mɨni, mba bigi thagi gumgi gu mbigi, mbe guigira bigi vhuuiŋ vhɨrvera ndiv, mbe vhɨra zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndigirga. 
MAT.19.30	Maaŋ muuŋgiap, ntigem zɨ bakɨme ndi ntɨɨri, mbe zumgum zɨ bisaneŋ ndirga.”
MAT.20.2	Ana mbe ndiga zim, mba ŋaara gumgi, mbe mba raar ŋgargip, mba raa khɨnan vheza ndirga ne vuzvugim, mba mɨna namkam mbara mbe sarigim, mbe ana wain mɨnan ŋgarɨ zav vui. 
MAT.20.3	Ana mbe sarigi, mbe vergim, mba mɨna namkam kav kim, ra nda vov saaŋgiap 9 kirok ndigim, mba mɨna namkam vov garim, gumgi mbari mbe fhura mbe phogi ga vhui ŋanan thivgiap ki. 
MAT.20.4	Ana mbaram khaŋ mbe nzuai, ‘Nde vhɨra ŋgɨp, na wain mɨnan ŋgarɨrim, gu nde ŋgari ŋaara tugɨra tɨgɨp nde vhezɨrga.’ 
MAT.20.5	Ana maaŋ mbe suaŋgim, mbe vhɨra vui. Mbe vegim, ra ndav phɨɨŋ ndigap, vera vov phuni khegene ndim, mba mɨna namkam mba tɨvara mbe muuŋgi.
MAT.20.6	“Mba mɨna namkam kav kim, ra vera vov meeŋ ndim, ana ŋkotuguraagen, ana vov gumgi mbari gari, mbe fhura thivgia ki. Ana mbara mben nzarigi, ‘Nde ram muuŋgiap kha raar fhura thivgiap kim, kha ra vera vov vhɨzgi?’ 
MAT.20.7	Mbe ana ŋgarkarav khaŋ nzuai, ‘Nza guma the ŋaarar nza nɨɨŋgi fhuvara.’ Mba mɨna namkam khaŋ mbe nzuai, ‘Nde vhɨra ŋgɨp na wain mɨnan ŋgarɨri.’
MAT.20.9	Mba zumgum ra vera vov mpora ndim, zav ŋaara ndiga ŋgari ŋaara gumgi, mbe zav mba raar ŋgarigi vhez ndi. 
MAT.20.10	Mbe won vheza ndim, mba fhara manera ŋaara ndigi ŋaara gumgi, mbe khueŋ ndɨkndɨgi, mbe zɨv mba ŋkotuguraagen ŋaara ndigi gumgi kambara vhez ndigirga. Mbe mba ndɨkndɨga mbui, ne fhuvara. Mbe zav, mbe vhɨra mba raar ŋgarigi ŋaara tugara tɨgav vheza ndigi. 
MAT.20.11	Mbe maaŋ muuŋgiap, ndigap, mbe ne nzuav mba mɨna namkama vhegi. 
MAT.20.12	Mbe ana vhegap khaŋ ana nzuai, ‘Kha gumgi, mbe nza zɨn zegap ŋgargi. Mbe aua bavira ŋgargi, ndu nza vhezi vhezara mbe nɨɨŋgi. Nza guigira ŋaara bakɨme muuŋgi, nza manera khavgia zav ŋgarav kim, ra guigira nza tuegi.’
MAT.20.13	“Mba mɨna namkam mbe nzuai kameŋ mbararagiap, ne ŋgarkarav khaŋ mba ŋgarigi ŋaara guma mbe nzuai, ‘Nan kɨvntok, gu tɨva mbatɨga muuŋgi fhuvara. Ndu mbarara! Ŋka fharav wani tɨgap mba vheza tha ndi tɨgap, khaŋ wani ga suaŋgi, Raa bavira vhezra! Ŋka wani ga suaŋgiap wani ŋgari. Ee, fhuve? 
MAT.20.14	Ndu won vheza ndigip ŋgɨri! Gu wo vuzvugara, gu ndu ndɨɨ vhezra, gu mba zɨn zegap ŋgarigi gumgi gu mba vhezar mbe nɨɨŋgi. 
MAT.20.15	Ana na bigɨn ma. Ee, gu wo vuzvuga zɨn ŋgɨp won ŋkɨɨa shɨgɨp nden nɨɨnga fhuve? Ee, gu maaŋ muuŋgip tɨvar vhuun mba gumgir muunga, ndu thaaŋ nzuav, ndav shigi?’ ” 
MAT.20.16	Zisas ne nzuav khaŋ nzuai, “Mba tɨvara, ntige zɨ bisaneŋ ki gumgi, mbe zɨ bakɨme kɨrga. Mba ntigem zɨn ki gumgi, mbe zumgum fhararga, mba fharigi gumgi, mbe zɨn kɨrga.”
MAT.20.17	Zisas mba bunin mbe suaŋgiap, khavgiap Zerusareman ndai. Mbe ndav ana wo phorga rui 12 thɨgi gumgira kov mbe phogia ŋana muen vov, Zisas khaŋ mbe nzuai, 
MAT.20.18	“Nde mbarara! Nza ntigem, Zerusareman ndai. Nza naanga, mbe Fhe Bakɨmen Guma Guara ndiv, Fhe Bakɨme rotu gari gumgir pani gum Zudaiŋ tɨvi vhuuiŋ kaŋgi gumgi farve khɨngirga. Mbe ana ndiv mbe farve khɨngirim, mbe ana suaŋv kama shogip, ana shogirim, ana rimgirga. 
MAT.20.19	Mbe ana ndi harigi fhaiŋ gumgir farve khɨngirim, mbe ana sɨɨŋv, phivɨgar ana kharɨv, ana ndiv khanarareŋ ga tɨgɨp fugɨrga. Ana rimgip ra phuni vhɨzgirga, ana khegenen taagip khavgirga.”
MAT.20.20	Zumgum, Sebedin muuŋ won kamanin kov Zisas han zi. Mbe zav thɨpanani phɨrgiap bigɨn mueŋ nzuav Zisasan nzan zav mbui. 
MAT.20.21	Zisas mbaram kha nzambarar ana muuŋgi, “Ndu thagɨna vuzvugi?” Mba mbik mbara khaŋ Zisas ga nzuai, “Gu khueŋ vuzvugi, ndu khaŋ nan kamani ga suanga, mani ndu ŋgui vhɨrve gari guman pan kɨrim, mani the ndun guva haren perarga, the ndu ŋkɨn haren perarga.”
MAT.20.23	Mani ne nzuaim, Zisas ne mbararagiap, khaŋ mani ga nzuai, “Ŋko guigira gu mbɨrga mbɨ khɨnigen mbɨrga. Ŋko mba the nan guva haren pigɨrga, the nan ŋkɨn haren pigɨrga ne, ne na bigeŋ fhuvara. Gu mba ŋanenin pigɨrga gumgi ndi fɨrga tuktɨgi fhuvara. Mba mpirmpirɨganin pigɨrga gumgi, nan Ndia mba gumgi kaŋgiap, ana mbe ndi fegi mpirmpirɨgani ma.”
MAT.20.24	Zisas maaŋ mani ga nzuaim, mba Zisas phorga rui phɨk thɨgi gumgi ne mbararagiap, mbe mba bigeŋ ga nzuav mba fek gu ŋguga vhegi. 
MAT.20.25	Zisas mbe hiav mben kamgim, mbe zim, ana khaŋ nzuai, “Nde kaŋgi, harigi ŋgui vhɨrve gari gumgir pani, mbe guigira wo ntɨɨri gari. Mben gumgir pani khaŋ tɨgap wari wo piin kɨv wo buni zɨn ŋgɨr zav wari won gumgi gu mbigi ga nzuai. 
MAT.20.26	Nde mba tɨv, nden ki thari. Nde rɨgar, nde the zɨ bakɨme kɨr saŋv, ana za nden ŋaara guma kɨri. 
MAT.20.27	Gu nde rɨgar zɨ kɨr saŋv ana fhura nden ŋaara guma kɨri. 
MAT.20.28	Mba tɨvara Fhe Bakɨme Guma Guar, ana gumgi ana kurkura zav ana zɨgi fhuvara. Ana mben kurkurav zav zɨgi. Ana mben kurkura, mbe suaŋv won tuma fekhɨngip, rimgip, taagip gumgi gu mbigi vhɨrve ndir zav zergi.”
