PSA.1.1	 Blažen 
PSA.119.65	 Postupao si dobro sa slugom svojim, GOSPODE, po riječi svojoj.
PSA.119.66	 Pouči me dobroj prosudbi i spoznaji, jer sam povjerovao tvojim zapovijedima.
PSA.119.67	 Prije nego što sam bio potišten, zastranio sam, ali sada sam održao riječ tvoju.
PSA.119.68	 Ti 
PSA.119.69	 Oholice su smislile laž protiv mene, 
PSA.119.70	 Njihovo je srce bešćutno poput sala, 
PSA.119.71	 Dobro mi 
PSA.119.72	 Bolji mi 
PSA.119.72	JOD
PSA.119.73	 Tvoje su me ruke stvorile i oblikovale; daj mi razum da naučim zapovijedi tvoje!
PSA.119.74	 Oni koji se boje tebe bit će veseli kad me vide, jer sam se nadao riječi tvojoj.
PSA.119.75	 Ja znam, GOSPODE, da 
PSA.119.76	 Molim te, neka mi tvoja milosrdna ljubaznost bude utjeha, prema riječi tvojoj sluzi tvome.
PSA.119.77	 Neka tvoja nježna milosrđa dođu na mene, da mogu živjeti; jer tvoj 
PSA.119.78	 Neka oholice budu postiđene, jer su izopačeno postupali sa mnom bez razloga; 
PSA.119.79	 Neka se okrenu k meni oni koji se tebe boje, i oni koji su upoznali svjedočanstva tvoja.
PSA.119.80	 Neka srce moje bude zdravo u odredbama tvojim, da ne budem postiđen.
PSA.119.80	KAF
PSA.119.81	 Duša moja vene za spasenjem tvojim; 
PSA.119.82	 Moje oči ginu za riječju tvojom, govoreći: “Kad ćeš me utješiti?”
PSA.119.83	 Jer sam postao kao mijeh u dimu; 
PSA.119.84	 Koliko dana 
PSA.119.85	 Oholice su mi jame iskopale, 
PSA.119.86	 Sve 
PSA.119.87	 Gotovo su me zatrli na zemlji, ali ja nisam napustio propise tvoje.
PSA.119.88	 Oživi me po blagosti svojoj, tako ću držati svjedočanstvo usta tvojih.
PSA.119.88	LAMED
PSA.119.89	 Zauvijek je, GOSPODE, riječ tvoja utvrđena u nebu.
PSA.119.90	 Vjernost 
PSA.119.91	 Oni danas ustraju po tvojim naredbama, jer 
PSA.119.92	 Da nije tvoj zakon 
PSA.119.93	 Neću nikada zaboraviti propise tvoje, jer si me njima oživio.
PSA.119.94	 Ja 
PSA.119.95	 Opaki su me vrebali da me unište, 
PSA.119.96	 Vidio sam svršetak svakom savršenstvu, 
PSA.119.96	MEM
PSA.119.97	 O kako ljubim zakon tvoj! On 
PSA.119.98	 Po svojim zapovijedima učinio si me mudrijim od neprijatelja mojih, jer 
PSA.119.99	 Razumijem više od svih svojih učitelja, jer 
PSA.119.100	 Shvaćam više od staraca, jer držim propise tvoje.
PSA.119.101	 Suspregnuo sam noge svoje od svakoga zla puta, da bih mogao držati riječ tvoju.
PSA.119.102	 Nisam odstupio od sudova tvojih, jer ti si me poučio.
PSA.119.103	 Kako su slatke riječi tvoje mome nepcu, 
PSA.119.104	 Po tvojim propisima dobivam razum, stoga mrzim svaki lažan put.
PSA.119.104	NUN
PSA.119.105	 Riječ 
PSA.119.106	 Zakleo sam se i 
PSA.119.107	 Potišten sam jako; oživi me, GOSPODE, po riječi svojoj!
PSA.119.108	 Prihvati, zaklinjem te, dragovoljne prinose usta mojih, GOSPODE, i pouči me svojim sudovima.
PSA.119.109	 Moja 
PSA.119.110	 Opaki su mi postavili zamku, ali ja nisam odlutao od propisa tvojih.
PSA.119.111	 Tvoja sam svjedočanstva primio kao baštinu zauvijek, jer ona su radost srca moga.
PSA.119.112	 Priklonio sam srce svoje da izvršavam odredbe tvoje, uvijek 
PSA.119.112	SAMEK
PSA.119.113	 Mrzim 
PSA.119.114	 Ti si moje skrovište i moj štit, nadam se riječi tvojoj.
PSA.119.115	 Odlazite od mene, zločinci, jer ja ću držati zapovijedi Boga svoga!
PSA.119.116	 Podrži me po riječi svojoj, da mogu živjeti; i ne dopusti da se postidim svoje nade.
PSA.119.117	 Podigni me, i bit ću siguran, i neprestano ću se obazirati na odredbe tvoje.
PSA.119.118	 Oborio si sve koji su odlutali od odredaba tvojih, jer 
PSA.119.119	 Uklanjaš sve opake na zemlji 
PSA.119.120	 Moje tijelo dršće zbog straha od tebe; i bojim se tvojih sudova.
PSA.119.120	AJIN
PSA.119.121	 Izvršio sam sud i pravdu; ne ostavi me mojim tlačiteljima!
PSA.119.122	 Budi jamac svome sluzi za dobro; ne dopusti da me oholice tlače!
PSA.119.123	 Moje oči ginu za tvojim spasenjem i za riječju tvoje pravednosti.
PSA.119.124	 Postupaj sa slugom svojim prema svom milosrđu, i pouči me odredbama svojim!
PSA.119.125	 Ja 
PSA.119.126	 Vrijeme 
PSA.119.127	 Zato ljubim zapovijedi tvoje više od zlata; da, više od čistoga zlata.
PSA.119.128	 Stoga smatram sve 
PSA.119.128	PE
PSA.119.129	 Tvoja 
PSA.119.130	 Pristup riječima tvojim prosvjetljuje, daje razum jednostavnima.
PSA.119.131	 Otvorio sam usta svoja i dahtao, jer sam čeznuo za tvojim zapovijedima.
PSA.119.132	 Pogledaj na mene i budi mi milosrdan kao što si običavao činiti onima koji ljube ime tvoje.
PSA.119.133	 Odredi korake moje k riječi tvojoj, i ne dopusti da bilo koje bezakonje ovlada nada mnome!
PSA.119.134	 Izbavi me od tlačenja čovjekova; tako ću držati propise tvoje.
PSA.119.135	 Neka lice tvoje obasja slugu tvoga, i pouči me odredbama tvojim.
PSA.119.136	 Rijeke voda potekle su mi s očiju, jer oni ne drže zakon tvoj.
PSA.119.136	CADE
PSA.119.137	 Pravedan 
PSA.119.138	 Tvoja svjedočanstva, 
PSA.119.139	 Moja me je revnost izjela, jer su neprijatelji moji zaboravili riječi tvoje.
PSA.119.140	 Riječ 
PSA.119.141	 Ja 
PSA.119.142	 Tvoja 
PSA.119.143	 Nevolja i muka su me obuzele, 
PSA.119.144	 Pravednost tvojih svjedočanstava 
PSA.119.144	KOF
PSA.119.145	 Vapio sam cijelim srcem 
PSA.119.146	 Vapio sam k tebi; spasi me, i držat ću tvoja svjedočanstva.
PSA.119.147	 Preduhitrio sam svitanje i vapio; nadao sam se riječi tvojoj.
PSA.119.148	 Moje oči preduhitruju straže 
PSA.119.149	 Poslušaj mi glas po blagosti svojoj, GOSPODE; oživi me po prosudbi svojoj.
PSA.119.150	 Primakli su se oni koji idu za nevaljalštinom; oni su daleko od zakona tvoga.
PSA.119.151	 Ti 
PSA.119.152	 O tvojim sam svjedočanstvima saznao od davnine, da si ih utemeljio zauvijek.
PSA.119.152	REŠ
PSA.119.153	 Razmotri potištenost moju i izbavi me; jer ne zaboravljam zakon tvoj.
PSA.119.154	 Zastupaj moju parnicu i izbavi me; oživi me po svojoj riječi.
PSA.119.155	 Spasenje 
PSA.119.156	 Velika 
PSA.119.157	 Mnogo 
PSA.119.158	 Gledao sam prijestupnike i bio ožalošćen, jer nisu držali riječ tvoju.
PSA.119.159	 Razmotri kako ljubim propise tvoje; oživi me, GOSPODE, po blagosti svojoj.
PSA.119.160	 Riječ 
PSA.119.160	ŠIN
PSA.119.161	 Knezovi su me progonili bez razloga, ali moje srce osjeća strahopoštovanje prema riječi tvojoj.
PSA.119.162	 Ja se radujem tvojoj riječi kao onaj koji nalazi veliki plijen.
PSA.119.163	 Mrzim i gnušam se laži, 
PSA.119.164	 Sedam puta na dan tebe hvalim radi tvojih pravednih sudova.
PSA.119.165	 Velik mir imaju oni koji ljube zakon tvoj i ništa ih neće sablazniti.
PSA.119.166	 GOSPODE, nadao sam se tvome spasenju i izvršavao tvoje zapovijedi.
PSA.119.167	 Moja je duša držala svjedočanstva tvoja; i ja ih ljubim neizmjerno.
PSA.119.168	 Držao sam tvoje propise i tvoja svjedočanstva, jer 
PSA.119.168	TAV
PSA.119.169	 Neka vapaj moj dođe pred tebe, GOSPODE; daj mi razum po riječi svojoj.
PSA.119.170	 Neka moje prošnje dođu pred tebe; izbavi me po riječi svojoj.
PSA.119.171	 Moje će usne izgovarati hvalu pošto si me poučio odredbama svojim.
PSA.119.172	 Moj će jezik govoriti o riječi tvojoj, jer sve 
PSA.119.173	 Neka mi ruka tvoja pomogne, jer sam izabrao propise tvoje.
PSA.119.174	 Čeznuo sam za tvojim spasenjem, GOSPODE, i zakon 
PSA.119.175	 Neka mi duša živi i ona će te hvaliti, i neka mi sudovi tvoji pomognu.
PSA.119.176	 Zalutao sam kao izgubljena ovca; potraži svoga slugu jer ne zaboravljam zapovijedi tvoje!
PSA.120.1	 U svojoj tjeskobi zavapio sam GOSPODU, i on me je uslišio.
PSA.120.2	 Izbavi dušu moju, GOSPODE, od lažljivih usana 
PSA.120.3	 Što će ti se dati? Ili što će ti se učiniti, ti lažljivi jeziče?
PSA.120.4	 Oštre su strijele silnika s ugljevljem klekovim.
PSA.120.5	 Jao meni što boravim u Mešeku i što prebivam u šatorima kedarskim!
PSA.120.6	 Moja je duša dugo prebivala s onim koji mrzi mir.
PSA.120.7	 Ja 
PSA.121.1	 Podignut ću svoje oči ka brdima odakle dolazi pomoć moja.
PSA.121.2	 Pomoć moja 
PSA.121.3	 On neće dopustiti nozi tvojoj da poklekne; onaj koji te čuva neće drijemati.
PSA.121.4	 Gle, onaj koji čuva Izraela niti će drijemati niti spavati!
PSA.121.5	 GOSPOD 
PSA.121.6	 Sunce te neće udariti danju, niti mjesec noću.
PSA.121.7	 GOSPOD će te očuvati od svakoga zla; on će očuvati dušu tvoju.
PSA.121.8	 GOSPOD će očuvati tvoj izlazak i ulazak, od sada i za sva vremena.
PSA.122.1	 Bio sam veseo kad su mi rekli: “Hajdemo u kuću GOSPODNJU!”
PSA.122.2	 Naše će noge stajati unutar vratiju tvojih, o Jeruzaleme!
PSA.122.3	 Jeruzalem je sagrađen kao grad koji je ujedinjen u jedno.
PSA.122.4	 Onamo plemena uzlaze, plemena GOSPODNJA, na svjedočanstvo Izraelu, da zahvaljuju imenu GOSPODNJEM.
PSA.122.5	 Jer ondje su postavljena prijestolja sudačka, prijestolja kuće Davidove.
PSA.122.6	 Molite za mir Jeruzalema! Napredovat će oni koji te ljube.
PSA.122.7	 Neka bude mir unutar tvojih zidina 
PSA.122.8	 Za svoju braću i radi drugova, sada ću reći: “Mir 
PSA.122.9	 Zbog kuće GOSPODA, Boga našega, tražit ću dobro za tebe.
PSA.123.1	 K tebi podižem svoje oči, o ti koji prebivaš u nebesima! 
PSA.123.2	 Evo, kao što oči slugu 
PSA.123.3	 Smiluj nam se, GOSPODE, smiluj nam se, jer smo se neizmjerno nasitili prezira.
PSA.123.4	 Duša nam se neizmjerno nasitila porugama onih koji su u lagodnosti i prezira oholih.
PSA.124.1	 “Da 
PSA.124.2	 “da 
PSA.124.3	 tada bi nas žive progutali, kad je njihov gnjev planuo protiv nas;
PSA.124.4	 tada bi nas vode preplavile, tok bi prešao preko duše naše;
PSA.124.5	 tada bi ponosne vode prešle preko duše naše.”
PSA.124.6	 Blagoslovljen 
PSA.124.7	 Naša je duša kao ptica koja je pobjegla iz zamke lovaca na ptice; zamka je slomljena i mi smo pobjegli.
PSA.124.8	 Naša 
PSA.125.1	 Oni koji se pouzdaju u GOSPODA 
PSA.125.2	 Kao što 
PSA.125.3	 Jer neće štap zla počivati nad udjelom pravednih, da ne bi pravedni pružili ruke svoje k bezakonju.
PSA.125.4	 Učini dobro, GOSPODE, onima
PSA.125.5	 A one koji skreću na svoje iskrivljene puteve, njih će GOSPOD odvesti s onima koji čine bezakonje; 
PSA.126.1	 Kad je GOSPOD vraćao sužnje sionske, bili smo kao oni što sanjaju.
PSA.126.2	 Tada su nam usta bila puna smijeha, a naš jezik pjevanja. Tada su govorili oni među poganima: “GOSPOD je učinio velike stvari za njih.”
PSA.126.3	 GOSPOD je učinio velike stvari za nas; 
PSA.126.4	 Vrati opet naše sužnje, GOSPODE, kao tokove na jug.
PSA.126.5	 Oni koji siju u suzama, žeti će u radosti.
PSA.126.6	 Onaj koji odlazi i plače, noseći dragocjeno sjeme, bez sumnje će se vratiti s radošću, noseći 
PSA.127.1	 Ako GOSPOD ne gradi kuću, uzalud se trude oni koji je grade; ako GOSPOD ne čuva grad, uzalud stražar bdije.
PSA.127.2	 Uzalud vam je ustajati rano, sjedati kasno, jesti kruh žalosti; 
PSA.127.3	 Evo, djeca 
PSA.127.4	 Kakve 
PSA.127.5	 Sretan 
PSA.128.1	 Blažen 
PSA.128.2	 Jer ćeš jesti trud ruku svojih; sretan ćeš biti i 
PSA.128.3	 Tvoja će žena 
PSA.128.4	 Evo, jer tako će biti blagoslovljen čovjek koji se boji GOSPODA.
PSA.128.5	 GOSPOD će te blagosloviti sa Siona; i ti ćeš gledati dobro Jeruzalema sve dane života svoga.
PSA.128.6	 Da, gledat ćeš djecu svoje djece 
PSA.129.1	 “Mnogo su me puta potištili od mladosti moje”, neka Izrael sad kaže:
PSA.129.2	 “mnogo su me puta potištili od mladosti moje, ali me nisu nadvladali.
PSA.129.3	 Orači su orali po leđima mojim, načinili su svoje duge brazde.”
PSA.129.4	 GOSPOD 
PSA.129.5	 Neka svi budu postiđeni i okrenu se natrag koji mrze Sion.
PSA.129.6	 Neka budu kao trava 
PSA.129.7	 kojom kosac ne napuni svoju ruku, ni svoje naručje onaj koji veže snopove.
PSA.129.8	 Niti će oni koji pokraj prolaze reći: “Blagoslov GOSPODNJI 
PSA.130.1	 Iz dubina sam vapio k tebi, GOSPODE.
PSA.130.2	 Gospodine, poslušaj moj glas! Neka tvoje uši budu pažljive na glas mojih molbi!
PSA.130.3	 Ako ti, GOSPODE, budeš uočavao bezakonja; Gospodine, tko će opstati?
PSA.130.4	 Ali kod tebe 
PSA.130.5	 Čekam na GOSPODA, moja duša čeka, i riječi njegovoj ja se nadam.
PSA.130.6	 Duša moja čeka Gospodina više nego oni koji stražare čekajući jutro, 
PSA.130.7	 Neka se Izrael nada GOSPODU, jer kod GOSPODA 
PSA.130.8	 I on će otkupiti Izraela od svih njegovih bezakonja.
PSA.131.1	 GOSPODE, moje srce nije bahato ni oči moje uznosite, niti se bavim velikim stvarima, ili stvarima koje su za mene previsoke.
PSA.131.2	 Zasigurno, 
PSA.131.3	 Neka se Izrael nada GOSPODU odsad i zauvijek.
PSA.132.1	 GOSPODE, sjeti se Davida 
PSA.132.2	 kako se zakleo GOSPODU 
PSA.132.3	 “Zasigurno neću ući u šator svoje kuće niti ću se popeti na svoju postelju,
PSA.132.4	 neću dati sna očima svojim 
PSA.132.5	 dok ne nađem mjesto za GOSPODA, prebivalište za moćnog 
PSA.132.6	 Evo, čuli smo o njemu u Efrati, našli smo ga u zemljama šumskim.
PSA.132.7	 Otići ćemo u njegove šatore, iskazati štovanje kod njegova podnožja.
PSA.132.8	 Ustani, GOSPODE, u svom počivalištu, ti i Kovčeg snage tvoje!
PSA.132.9	 Neka se tvoji svećenici odjenu pravednošću i neka tvoji sveti kliču!
PSA.132.10	 Radi svoga sluge Davida, ne okreni lice svoje od pomazanika svoga!
PSA.132.11	 GOSPOD se zakleo Davidu 
PSA.132.12	 Ako li će djeca tvoja držati moj savez i moje svjedočanstvo kome ću ih poučiti, i njihova će djeca sjediti na prijestolju tvome za sva vremena.”
PSA.132.13	 Jer GOSPOD je izabrao Sion, želio 
PSA.132.14	 “Ovo 
PSA.132.15	 Obilno ću mu blagoslivljati zalihe, kruhom ću nasititi siromahe njegove.
PSA.132.16	 I svećenike ću njegove odjenuti spasenjem, i sveti njegovi glasno će klicati.
PSA.132.17	 Ondje ću učiniti da procvate rog Davidov, odredio sam svjetiljku za pomazanika moga.
PSA.132.18	 Njegove ću neprijatelje odjenuti sramotom, a na njemu će bujati kruna njegova.
PSA.133.1	 Gle, kako 
PSA.133.3	 kao rosa s Hermona što rosi nad gorama sionskim; jer ondje je GOSPOD zapovjedio blagoslov, život za sva vremena.
PSA.134.1	 Evo, blagoslivljajte GOSPODA sve sluge GOSPODNJE, što noću stojite u kući GOSPODNJOJ!
PSA.134.2	 Podignite svoje ruke 
PSA.134.3	 GOSPOD koji je načinio nebo i zemlju 
PSA.135.1	 Hvalite GOSPODA! Hvalite ime GOSPODNJE; hvalite 
PSA.135.2	 Vi što stojite u kući GOSPODNJOJ, u dvorima kuće Boga našega,
PSA.135.3	 hvalite GOSPODA; jer GOSPOD 
PSA.135.4	 Jer je GOSPOD sebi izabrao Jakova, 
PSA.135.5	 Jer ja znam da 
PSA.135.6	 Sve što se GOSPODU svidjelo, 
PSA.135.7	 On maglice podiže s krajeva zemlje, stvara munje za kišu, vjetar izvodi iz riznica svojih.
PSA.135.8	 On je pobio prvorođence u Egiptu, i od čovjeka i od zvijeri.
PSA.135.10	 On je pobio velike narode i pogubio moćne kraljeve:
PSA.135.11	 Sihona, kralja amorejaca, i Oga, kralja bašanskoga, i sva kraljevstva kanaanska;
PSA.135.12	 i dao je njihovu zemlju 
PSA.135.13	 Tvoje ime, GOSPODE, 
PSA.135.14	 Jer GOSPOD će suditi narodu svome, i pokajati se nad slugama svojim.
PSA.135.15	 Idoli poganski 
PSA.135.16	 Imaju usta, ali ne govore; oči imaju, ali ne vide,
PSA.135.17	 imaju uši, ali ne čuju; niti ima 
PSA.135.18	 Oni koji ih stvaraju nalikuju njima; 
PSA.135.19	 Blagoslivljaj GOSPODA, o kućo Izraelova! Blagoslivljaj GOSPODA, o kućo Aronova!
PSA.135.20	 Blagoslivljaj GOSPODA, o kućo Levijeva! Vi koji se bojite GOSPODA, blagoslivljajte GOSPODA!
PSA.135.21	 Blagoslovljen 
PSA.136.1	 O zahvaljujte GOSPODU jer 
PSA.136.2	 O zahvaljujte Bogu nad bogovima, jer njegovo milosrđe 
PSA.136.3	 O zahvaljujte Gospodaru gospodara, jer milosrđe njegovo 
PSA.136.4	 onome koji jedini čini velika čudesa, jer njegovo milosrđe 
PSA.136.5	 onome koji je mudrošću načinio nebesa, jer milosrđe njegovo 
PSA.136.6	 onome koji je raširio zemlju nad vodama, jer njegovo milosrđe 
PSA.136.7	 onome koji je načinio velika svjetla, jer milosrđe njegovo 
PSA.136.8	 sunce da vlada danju, jer milosrđe njegovo 
PSA.136.9	 mjesec i zvijezde da vladaju noću, jer njegovo milosrđe 
PSA.136.10	 onome koji je udario Egipat po njihovim prvorođencima, jer milosrđe njegovo 
PSA.136.11	 i izveo Izraela između njih, jer milosrđe njegovo 
PSA.136.12	 snažnom rukom i ispruženom mišicom, jer njegovo milosrđe 
PSA.136.13	 onome koji je razdvojio Crveno more na dijelove, jer njegovo milosrđe 
PSA.136.14	 i preveo Izraela posred njega, jer njegovo milosrđe 
PSA.136.15	 a oborio faraona i vojsku njegovu u Crveno more, jer milosrđe njegovo 
PSA.136.16	 onome koji je vodio svoj narod kroz pustinju, jer njegovo milosrđe 
PSA.136.17	 onome koji je udario velike kraljeve, jer njegovo milosrđe 
PSA.136.18	 i pogubio čuvene kraljeve, jer njegovo milosrđe 
PSA.136.19	 Sihona, kralja amorejaca, jer njegovo milosrđe 
PSA.136.20	 i Oga, kralja bašanskoga, jer njegovo milosrđe 
PSA.136.21	 i dao njihovu zemlju u baštinu, jer njegovo milosrđe 
PSA.136.23	 koji se sjetio nas u našem poniženju, jer njegovo milosrđe 
PSA.136.24	 i otkupio nas od neprijatelja naših, jer njegovo milosrđe 
PSA.136.25	 koji daje hranu svakom tijelu, jer njegovo milosrđe 
PSA.136.26	 O zahvaljujte Bogu nebeskom, jer njegovo milosrđe 
PSA.137.1	 Pokraj rijeka Babilona, ondje smo mi sjedili, da, plakali smo dok smo se prisjećali Siona.
PSA.137.2	 Harfe smo svoje povješali na vrbe tamo posred.
PSA.137.3	 Jer ondje su oni koji su nas porobili zahtijevali od nas pjesmu, i oni koji su nas opustošili 
PSA.137.4	 Kako ćemo pjevati GOSPODNJU pjesmu u tuđoj zemlji?
PSA.137.5	 Ako te zaboravim, o Jeruzaleme, neka moja desnica zaboravi 
PSA.137.6	 Ako se tebe ne budem sjećao, neka se moj jezik prilijepi za nepce moje, ako ne dam prednost Jeruzalemu nad najvećom radosti mojom.
PSA.137.7	 Sjeti se, GOSPODE, djece Edomove koja su u dan Jeruzalemov rekli: “Uništite 
PSA.137.8	 O kćeri babilonska, koja ćeš biti uništena; sretan će biti 
PSA.137.9	 Sretan će biti 
PSA.138.1	 Hvalit ću te cijelim srcem svojim, pred bogovima pjevat ću ti hvale.
PSA.138.2	 Iskazivat ću štovanje prema tvome svetom hramu i hvaliti ime tvoje za blagost tvoju i za istinu tvoju; jer ti si uzveličao riječ svoju iznad imena svoga.
PSA.138.3	 U dan kad sam zavapio, ti si mi odgovorio; 
PSA.138.4	 Svi kraljevi zemlje hvalit će te, GOSPODE, kad čuju riječi usta tvojih.
PSA.138.5	 Da, oni će pjevati na putevima GOSPODNJIM, jer 
PSA.138.6	 Premda je GOSPOD uzvišen, ipak se obazire na skromnog, a oholicu izdaleka poznaje.
PSA.138.7	 Iako hodim usred nevolje, ti ćeš me oživjeti; ispružit ćeš ruku svoju protiv gnjeva neprijatelja mojih i tvoja će me desnica spasiti.
PSA.138.8	 GOSPOD će dovršiti 
PSA.139.1	 GOSPODE, ti si me istražio i upoznao 
PSA.139.2	 Ti znaš kad sjednem i kad ustanem, ti razumiješ izdaleka moju misao.
PSA.139.3	 Ti obilaziš moju stazu i moje lijeganje, i upoznat si 
PSA.139.4	 Jer 
PSA.139.5	 Opkolio si me straga i sprijeda i položio si ruku svoju na mene.
PSA.139.7	 Kuda ću otići od duha tvoga, ili kuda ću pobjeći od nazočnosti tvoje?
PSA.139.8	 Ako uzađem na nebo, ti 
PSA.139.10	 i ondje će me tvoja ruka voditi i tvoja će me desnica držati.
PSA.139.11	 Ako li kažem: “Zasigurno će me tama prekriti, i noć će biti svjetlo oko mene!”
PSA.139.12	 Da, tama 
PSA.139.13	 Jer ti si zaposjeo moje bubrege, zaogrnuo me u utrobi majke moje.
PSA.139.14	 Hvalit ću te, jer sam strahovito čudesno stvoren; predivna 
PSA.139.15	 Moje bivstvo nije bilo od tebe skriveno kad sam bio stvoren u tajnosti 
PSA.139.16	 Tvoje su oči vidjele moje bivstvo, sada još nedovršeno; i u tvojoj knjizi bili su zapisani svi 
PSA.139.17	 I kako su mi dragocjene misli tvoje, Bože! Kako im je velik zbroj!
PSA.139.19	 Sigurno ćeš, Bože, ubiti opakog; zato odstupite od mene vi ljudi krvožedni!
PSA.139.20	 Jer govore opako o tebi, 
PSA.139.21	 Zar da ih ne mrzim, GOSPODE, one koji mrze tebe, i da se ne ražalostim nad onima koji ustaju protiv tebe?
PSA.139.22	 Ja ih mrzim potpunom mržnjom; smatram ih neprijateljima svojim.
PSA.139.23	 Istraži me, Bože, i upoznaj moje srce; ispitaj me i upoznaj moje misli,
PSA.139.24	 i vidi 
PSA.140.1	 Izbavi me, GOSPODE, od zloga čovjeka, očuvaj me od čovjeka nasilna!
PSA.140.2	 Koji smišljaju nevaljalštine u srcu 
PSA.140.3	 Naoštrili su jezike svoje kao zmija, otrov 
PSA.140.4	 Čuvaj me, GOSPODE, od ruku opakoga; očuvaj me od nasilna čovjeka koji se namjerio oboriti korake moje.
PSA.140.5	 Oholice su za mene prikrile zamku i užad; razapeli su mrežu pokraj puta. Postavili su omče za mene. Sela. 
