MAT.1.1	Jisu Khrista David atu ate Abraham sanao pa puhang pahang na jiekka shi. 
MAT.25.40	Hana chu Rengna sange, ‘keina nangei ta rilla am minge ha chu, nang na sintekti ka-a kanou akha ta chungtek ta nangei an ha akha kolla ha keita ae ah ae!’
MAT.25.41	“Hana mawui tienga am ngeita amona rillange, ‘Nangei hi Chungthieng sharkou thuija am ngei ae thing jou oh Saitan lea marui ngei taranga semsha sarmei kum ma! 
MAT.25.42	Ka wontam lei kom nangei na bakpi no weh katuiral juija kom nangei na keita tui pe no weh. 
MAT.25.43	Loiram kachanglei ah keita rui ah nangei inn shunga lut pi no chou; kapun kani sum lei kom pun nie pe no chou, raen inn shunga akha chu na ah ka am lei kom an phao pi no chou.’
MAT.25.44	“Hana mani na sange, ‘Arengpu kani na nangta etikka ri ah meh. Wontam tuiralla akha chu punshal nishal ah raen shunga, na om ah loiram naphao kani na nangta san no wa meh?’ 
MAT.25.45	Reng na sange, ‘keina nangeita rilla am minge ha chu asin te akha ta nangei na chungtek ata changpi no wa jullo nangei hla ha keita julla hla a ae.’ 
MAT.25.46	Hana chu nangei hi atreem nei no tanti pek ranga hla ange, chuti weta dramochel ngeita chu shamla ringchang pha ange.”
MAT.26.1	Jisu na nalimpa hi chupi takpi shu nutienga marui ngei ta mo na ril. 
MAT.26.2	“Rungni nani chak so weh lanpina reen, nangei danga am ha sa ae, hana meesanao pa ha aban jamma khross ah thitrang mee kut chunga pe ange.”
MAT.26.3	Chuna thiempu akha chu uliengei na loktekti kaijapha Renghun tuk hlak kae. 
MAT.26.4	Akha chu manina Jisu ta aruhan na mant weta that rang rourilla wai ta am meh. 
MAT.26.5	“Ani na rein shunga chu ae no ei oh” maram chu mee ngei na huhlong tuihlong shuk kange.
MAT.26.6	Bethany ah atripi ah raichi na aol donga am Simon inn na Jisu na am ma. 
MAT.26.7	Jisu bu bakka am lei ah ehekta amant tam alabaster sirik thui shihakti akha namei nu akha na alu chung hai thou wa shung so weh. 
MAT.26.8	Arui ngei na, nahi rijuija alung sha thou wa, manina ril, “alowa ariem shalla hou wa che?” 
MAT.26.9	“Na ariem hoi sirik hi amant tamma jurra hou weta sara ring rei ngei ta pe lea chu!”
MAT.26.10	Jisu na mani ae hlakka am rou hi danga mani ta amo na ril, “Ejeranga nangei na namei nu ta jou jou rilla chau? Amo na ehekta ahra tullu akha kataranga ae sho ae. 
MAT.26.11	Sara ngei chu apha chang honna nangei hitta am ha ange, chuti weta kei chu nangei hitta apha chang honna am ha nea ang no weh. 
MAT.26.12	Na namei nu na kachunga sirik ariem hoi tui sho hi, keita phum ranga tamasha ae rang sha ae. 
MAT.26.13	Atun chu keina nangei ta rilla am minge. Amunt chang honna nangei na ahra trongsan shimlei ram lim ma sam thing juija, ma ae na tullu hi amo ta angei thei ranga rouril tol then oh.”
MAT.26.14	Arui ashom ani shunga aming Judas Iskarot chungtekti thiempulel am na thingso. 
MAT.26.15	Akha chu amo na sai, “Keina Jisu ta nangei kolla jur lea chu nangei na keita ejongpa pe ang chau mo weh?” hana mani na rupa shomthum tel weta makolla pe sho weh. 
MAT.26.16	Hana hai thou wa Judas na Jisu hi ejongpa apha ahra akha ah mani ta pe ang mo ta anna rol thou sho weh.
MAT.26.17	Chol tolno butol reen ahalpa rungnie ah arui ngei na Jisu am na wa weta sai makolla, “Lanpina bu ha nang na hoitieng amunt na kanita jon nang di che?”
MAT.26.18	Amo na mani ta ril, “Hupi shunga apa akha inn na thingo.” “Hana makolla rillo, ‘ka pha ha wa so weh, ka ocha na rillea, kei akha chu karui ngei hita lanpi na reen nei na inn na.’ ”
MAT.26.19	Hana arui ngei na Jisu na mani ta ril ha mak lanpina bu bakha rang tamasha so weh.
MAT.26.20	Nitak apha wakjuija chu arui ashom ani na bakha inn ha rang ong ha so. 
MAT.26.21	Mani bakha inn ha lei shunga Jisu na ril, “Keina adiek rou nangei ta rilla am minge ha chu nangei shunga akha na keita jur range.”
MAT.26.22	Arui ngei na ehekta lung olla akha nutienga akha na akha chu adang lim na makolla sai. “Arengpu keita rilla che?
MAT.26.23	Jisu na sange, “Kei hitta ankop sunga budol chi ha am amo na keita jur ange. 
MAT.26.24	Jieksha rou na rillea meesanaopa ha thi ange, chuti weta meesanao pa ta jur mee amo ha chu eja ah atri pi meh? Mataranga chu donno phur no pa na hella hra tekkanga ae!”
MAT.26.25	Judas na ril shukkae, “Ocha nang na keita rilla che?” ta amo na sai.
MAT.26.25	Jisu na sange, “Nang na ril sho che.”
MAT.26.26	Jisu na budol ahui choi ja kal weta adom hitta munt ha ah nie ae amo na therweta arui ngeita pe so weh Jisu na ril, “Lah weta bakko” “Nahi katakkae.”
MAT.26.27	Hana woiha pa Jisu na wonsang lah weta Chungthieng kolla dom ma mani ta pe so weh hana amo na ril, “Nangei lim pa na nahi een no.” 
MAT.26.28	“Na hi ka thi ae Chungthieng na pak lim pa silpiranga kachunga peksha athar rou raen ae. 
MAT.26.29	keina nangeita rilla am minge kei chu Pathieng Rengram ma nangei hitta bakha een ha malim ma chu woiha lea ah inn ha pha ang ni ang.”
MAT.26.30	Hana manina lah saweta Olives mullon ah thing so weh.
MAT.26.31	Jisu na manita ril, “Awoni jantieng mak hi nangei lim na keita houphur weh ta tanna thing ange. Maram chu jieksha rou na ril, “Chungthieng na kelmo rungpa ha thattange hana kelmo hana kelmo lim ha chok chai ange. 
MAT.26.32	Chutiweta karing ka thou jui ja nangei matienga keina Galily ah thing ange.”
MAT.26.33	Pitar na rilshukkae, “Meelim pa na ae hal kom keichu nangta hla ah hou ang nonge!”
MAT.26.34	Pitar ta Jisu na ril, “Kei na nakolla rilla am minge awoni jantieng arhongpa na hungma limma nang na keita woithum keita dang nonge rillange.”
MAT.26.35	Pitar na sange, “Kei ephao rillang nonge. Hana kei nang hitta thit ha ang halkom.”
MAT.26.35	Ha hekta adang rui ngei na kom rillea.
MAT.26.36	Hana Jisu na marui ngei hitta Gethsemmi ram ma thingso, hana amo na mani ta ril, “Hina nangei na ong hakko kei na, ko na thing ing weta niek thing lei ah.” 
MAT.26.37	Amo na Zebedy sanao ani lea Pitar ta rui ah thinge ehekta aol dongne no makolla phao weh. 
MAT.26.38	Hana amo na mani ta ril, “Ehekta aol ana na, kalunghi kui ang hekti so weh hina am hakko akha chu adong ratta am mo.”
MAT.26.39	Amo na aram atit te, te lah dom ma thing weta alei ah maimai bu ah nie ae. “Pathieng ejonga ngeipi lea chu kalung shunga aol wonsang hi la pi oh! Chutihal kom kahal ano lutta nahal changpi oh.”
MAT.26.40	Hana amo na marui inthum kolla malea juija mani chu jalla am ha tuk hlak so; hana amo na Pitar kolla ril, “Nangei inthum na apha akha te phao alo wa adong thei no wa chau? 
MAT.26.41	Adong thei ah nie ah am mo chulea chu nangei na ahlem kut chunga tullang no weh muihla na chu ae num meh, chuti weta pum na chu ehekta shul so weh.”
MAT.26.42	Woihapa kom Jisu na thingweta nie thing sier so weh, “Pathieng na aol ana wonsang hi ka inn malim ma lah ang nong ti halkom nahal ha changpi shu oh.” 
MAT.26.43	Amo na woiha malea sier juija arui ngei ha jalla am tukhlak sier so; mani mit phao mang nea no wa am so weh.
MAT.26.44	Woiha pa Jisuna manita hou phurra, woithum shuna nie thing so weh, maril sha rou makha. 
MAT.26.45	Hana arui ngei am na lea weta rillea, “Atun phao shunga nangei na jalla sholha am shong chau? Anno! meesanaopa ha pak am ngei kut chunga pek rang apha ha wa so weh. 
MAT.26.46	Thou jou oh, thing sai oh. Anno, wa so weh keita jur rang pa ha!”
MAT.26.47	Jisu na hata tronga ma am lei shunga arui ashom ani shunga Judas na, amo hitta chamsai akha chu mol choi wairul rija chungtekti thiempu ngei lea ulien changei hla mee ngeikom tolla wa ae. 
MAT.26.48	Hana meejurpa na wairul rija ta amo na adang rang akha ae ah: “Nangei mant rang mee ha chu kei na chuppange.”
MAT.26.49	Judas na Jisu am na thingweta amo na ril, “Ocha nakolla adai ti ha am shu oh,” hana amo na chup so weh.
MAT.26.50	Jisu na sange, “Tonpi oh na ae rang tullu ha har jou oh!”
MAT.26.50	hana chu mani na ma am na wa weta mant na ruitakka hup so. 
MAT.26.51	Jisu hitta am ha akha na machamsai kai shu shukka thiempu lel suuk akha hina kurra tan sho weh.
MAT.26.52	Jisu na makolla ril, “Nachamsai ha na abur shung thal sierro.” “Chamma thei meelim na chamma ah thi ange. 
MAT.26.53	Nangei na dang no wa chau keina Pathieng kolla sanpi ranga koklea chu amo na wanrui ashom ani ta lella hla ange? 
MAT.26.54	Chuti lea chu alot ta jieksha rou hi adiek ae ta rillanga meh. Chuna na hi shukno ngei no weta rilla shi ae.”
MAT.26.55	Hana Jisu na manita ril, “Nangei na keita mant rang rouphun juino mee hekta chamsai lea molla phao ah chau mant rang rungni chang honna keina nangei hitta ongha ah mokna inn na kachupi kutakpi lei chu mant no chou ae. 
MAT.26.56	Chutihalkom na limpa roumaril rouphu na jiekka rou hi shukranga sha ae diek takka.”
MAT.26.56	Hana chu arui ngei ha amota houphurra tanna thing hap so weh.
MAT.26.57	Jisu ta mant ngei na kajapha thiempulel inn na ruija thing so weh amunt hana chu rouphun ocha ngei lea ulien changei kom bom tulha ah am meh. 
MAT.26.58	Pitar na aram lah ah anu tieng juija wa ah thiempulel inn panga hakka am ngei hitta ong tolla ejongpa shuk mo ta an na am meh. 
MAT.26.59	Chungtekti thiempu ngei lea bom tulla am meelim pa na Jisu na aral hoija am mang mo ta jong weta amo hi that ranga thou so. 
MAT.26.60	Chutiweta mani na aral tuk nea no weh, mee eja na maitienga wa, wa weta dieklou murthui eja ril lea. Atreem na ah chu, apa ani na maitienga wa weta hanga. 
MAT.26.61	Manui na rillea, “Na apa hina rillea, ‘keina Chungthieng mokna inn hi hri weta rungnie nathum shunga keina sha nea ange ta rillea.’ ”
MAT.26.62	Hana chungtekti thiempu na ngir thou weta Jisu kolla ril, “Nangta junna rilla am hi nashang ang am no meh?” 
MAT.26.63	Chutiweta Jisu chu dai diekta am meh woi ha lea ah thiempu lel na makolla sai ah am meh, “Aring Chungthieng minga keina saro eihitta nakolla rou hi sai inge nang na kanita ril pi oh, ha chu nang hi Chungthieng sanaopa Messiya cha mo weh.”
MAT.26.64	Jisu na sange makolla, “Nangna ril shuk so che. Chuti halkom kei na nangei kolla rilling, hi apha hai thou wa chu meesanao pa na ene nea pa changtienga ongweta thangwan hai thou shumphai ngei kar shunga pung ri ange nangei na!”
MAT.26.65	Hana makka thiempulel na mapun therweta amo na Chungthieng ta thi ah ril sho weh, “Hina lella ani na amota ejongpa maral jong ang shong ang meh! Nangeina atun makka thei so chaou ae meenam matrong ha!” 
MAT.26.66	Nangei na ejongpa halla am ma meh?”
MAT.26.66	Mani na sange, “Amo hi maral am sho weh chuna amo hi thi ta so weh.”
MAT.26.67	Hana chu mamai ah chil shakweta phit thou so weh: akha chu abe ah beng thou weta ril 
MAT.26.68	“kani taranga rou ma ril jou oh sanpi pa Messiya! atu na nangta phitta am ma meh?”
MAT.26.69	Pitar na inn tumai ah onga ma-am lei ah thiempulel suuk nangak akha na ma am na wa weta ril, “Nang kom Galily ah Jisu hitta am ha mee ae.”
MAT.26.70	Chutiweta mani meelim maikunga Pitar na ngai no wa amo na sange, “Atu rou, ah nang na tronga am ma che kei chu ephao dang nonge.” 
MAT.26.71	Akha chu amona inn tumai lut na shongkarra ma wak juija adang nangak akha na amo ta ri ah hana am meengei maikunga ril. “Amo hi ko Jisu hitta thingha mee ae Nazarete ah am ha ae.”
MAT.26.72	Hana woihapa kom Pitar na ngaino wa saro ei ah ril. “Na apa hi atu mo kei na eko dang nonge!”
MAT.26.73	Apha atante nutienga hana ngirra am apa akha na Pitar am na wa weta, “Routakkae nang kom mani kar shunga akha ae.” “Narou ril shuklim hana na kani na dang unge,” ta mani naril ae.
MAT.26.74	Pitar na ril, “Keina saro ei ah adiek rou rilla am minge! Chungthieng na kei ta leichoi shu oh ka ril diek nolea! Kei na apa hatta ekom dang nonge!”
MAT.26.74	Hana lei shunga arhongpa na hung so weh, 
MAT.26.75	hana chu Pitar na angei thei thou so Jisu na makolla rilphur ha: “Arhongpa na hungma lim ma chu nang na kei ta woithum ngei ang no che ae,” amo na tan na thing weta alung tonga tap so weh.
MAT.27.1	Chama enthou wa thiempulel akha chu ulien changei na Jisu ta that ranga waishi tong hlak so weh. 
MAT.27.2	Manina akutta thirling rui ah huppa Rom Pilate rengpa kut chunga pe sho weh.
MAT.27.3	Meejurpa Judas na Jisu ta leima aol ana pe soweh tah mathei pha juija malung hlonga rupa shomthum ha choi weta thiempulel ngei lea ulien changei am na ah lea so weh. 
MAT.27.4	Amo na ril, “Keina pakka tul singe, ha chu aral am no mee ta athit ranga jur singe!” hana manina sange,
MAT.27.4	“Hana taranga kani arang e am meh?” “Na ha chu na lu tullu sha ae!”
MAT.27.5	Judas na sumnoi lim ha mokna inn na denga hou phur weta shuk soweh hana amo atheichak ka ah ahong rui hitta thi so weh.
MAT.27.6	Thiempu lel na sumnoi ha sar weta ril, “Na sum hi chu athee amant ae, chuna mokna inn sumthul ah shi chu ani rouphun na ngei no ae.” 
MAT.27.7	Chuna mani limpa na ngei hlak anu juija ha sum takka leibel shakna lou munt akha lei sho weh hana tairam ma phao mee ngei hlan kung chang pi ae. 
MAT.27.8	Hana rungnie hai thou wa mani na “Athee Loumunt” ta kok kae.
MAT.27.9	Na hi rouphu atun phao shunga thiempu Jeremiah rilphur ha adiek takka shuk sho weh, “Israel sanao ngei na mamant ha rupa shomthum ma ngei hlakka la ange. 
MAT.27.10	Akha chu Reng na keita trong pe ah, na sum takka leibel shakna loumunt lei ange.”
MAT.27.11	Amo ta rou sai ah am Rom Rengpa maikunga Jisu na ngirra am. “Nang hi Jihudi rengpa chae?” ta amo na sai, Jisu na sange,
MAT.27.11	“Nangna ril shuk sho che.” 
MAT.27.12	Thiempulel lea ulien changei na sai akha chu maral eja pe halkom amo na ephao sang no weh.
MAT.27.13	Chuna pa chu Pilate na makolla ril, “Nangta maral hija pekka am hi chu nang na thei no wa che?”
MAT.27.14	Chutiweta Jisu na chu rou atan te phao sang num no sharukka, Rengpa na angakkae.
MAT.27.15	Lanpina reen chang honna Rom Rengpa na rean inn shunga am mee akha hi hla chak ti ae chuna wairul riha kolla sai ae. 
MAT.27.16	Apha hana meelim na amel dang, Jisu Barabasti apa akha rean inn shunga am phurre. 
MAT.27.17	Chuna pa chu wairul riha na rachun na am lei ah Pilate na manita sai, “Atu pa ta nangei na hla num ah chau? Jisu Barabbas mo anolea Jisu ta kok Messiya?” 
MAT.27.18	Amo na Jihudi ulien chang ngei na Jisu makolla kut shilla hla hi amo ta anar ae ti hi hrabak ta dange.
MAT.27.19	Pilate na routreem phomlu chunga ma ong lei ah anamei na rou pe ah hla ae: “Aral am no mee hata nangna eko ae rang am no weh rouram chu ajantieng kamanga kei hi masharuk ka leima ollinge.”
MAT.27.20	Thiempulel akha chu ulien changei hana wairul riha na Pilate ta ril, Barabbas ta hla pi oh hana Jisu ta na thi pe oh. 
MAT.27.21	Chutiweta Pilate na wairul riha ta sai, “Na ani shunga atu pa ta keita hla pi num ma chau?” manina sange, “Barabbas!”
MAT.27.22	“Chulea chu kei na alo ta ae ang meh Messiya ta kok Jisu hita?” Pilate na manita sai. Mani limpa na sange,
MAT.27.22	“Aban jamma thatto!”
MAT.27.23	Chutiweta Pilate na manita sai, “Amona ejongpa hrano tullu lu jou meh?”
MAT.27.23	Hana mani na wangtekti shanrolla au shukkae: “Aban jamma thatto!”
MAT.27.24	Chuna pa chu Pilate na ripha so weh nahi hitta rilla am halkom eko kana ang no weh ashul ahal tiang hella shuk kange ta halla amo na tui la weh ta wairul ri ha maikunga akut shilla rillea, “Apa hina thit hi kei chu eko ron tollang nange; nahi nangei lu tullu sha ae!”
MAT.27.25	Wairul riha meelim pa na sange, “Na athi hina rouram ma kani akha chu kani sanao ngei chunga hrano shurshu oh!”
MAT.27.26	Chuna pa chu Pilate na mani taranga Barabbas ta hla so weh akha chu amo na Jisu ta phitta mani kut chunga ban jam ma that ranga pe ah hla so weh.
MAT.27.27	Pilate ralmee ngeina Jisu ta Rengpa hun shunga ruija lutta abom, abom eja na makolla ahul tunga am meh. 
MAT.27.28	Mani na mapun mani lipweta akha chu amota punshan akha paipi so weh. 
MAT.27.29	Hana mani na aling komlu akha jelpiweta alu wa lubur burpi ah akut changtienga mol akha reen ah manina mamai kunga huk hrun weta nuisho shim sho ah makolla ril, “Ringchang sai shu oh Jihudi ngei Rengpa ha!” ta mani na ril. 
MAT.27.30	Manina chil shakweta mol takka alu apum ma phit. 
MAT.27.31	Mani na nuisho shimso waitakka mani punsan ha la weta woihapa mapun mani happi weta, ban jamma that ranga amo ta rui ah thing so weh.
MAT.27.32	Mani na hitta thing lei ah Syreni ah Simon apa akha tuk hlak so weh. Hana ralmee ngei na amo ta Jisu Khross ha nam ma ron pi so weh. 
MAT.27.33	Manina wa ah Golgotha, hina rilna chu lukung amunt ta dang na ram ma tungso weh. 
MAT.27.34	Amunt hana manina ehekta akha tui ha darkha tui hitta tulla Jisu murra thun nea, chuti weta amo na en no weh.
MAT.27.35	Manina amota aban jamma tar so weh mapun mani lim ha rawan an na mani shunga sam hlak so weh. 
MAT.27.36	Hana nutienga mani na amota onga hakka am meh. 
MAT.27.37	Malu chunga mani na amo ta junna ril, “Hi trong ha Jisu Jihudi ngei Rengpa” ta jiekka shi ae. 
MAT.27.38	Hana mani na Jisu changtieng akha chu wui tienga aru thei ani kom aban jamma tarre.
MAT.27.39	Hana kolla thing ahong eja na amota an weta milla kharim ashella shimso ah ril. 
MAT.27.40	“Nangna mokna inn hri weta rungnie inthum shunga sha ange ril sha lea! Nanghi Chungthieng sanaopa lea chu natakna natak ta sanweta Khross chung hai thou tummo!”
MAT.27.41	Chuna chu hekta thiempulel, ngeina hana rouphun ocha akha chu ulien changei na amo ta nuisho ah ril. 
MAT.27.42	“Amo na mee adangei ta chu san nea weta matak ta chu sanne no weh! amo hino meh Israel ngei Rengpa ha? ejonga amona Khross chunga atun tum na junglea chu ani na amota ngoiringei ange! 
MAT.27.43	Amo na Chungthieng ta ngoiringe akha chu amo hi Chungthieng sanaopa inge ta kom rillea hra so weh, chutilea, ejonga Chungthieng na amo ta atun hi sanna mo ani na an ei oh!”
MAT.27.44	Chuna chu hekta arutheipa khross chunga aban jamma amo hitta tar ha na kom amota ajak pe ah rillea.
MAT.27.45	Ni ding lei takka ram limpa hi athim na pung inthum hunna am meh. 
MAT.27.46	Apha inthum ma chu Jisu na sanrol ringa au shuk kae, “Eli, Eli lema Sabak tani?” hina rilna chu, “Kapa Chungthieng, ka Chungthieng alo wa keita hla ah hou wa che?”
MAT.27.47	Hana ngirra am mee ngei na thei pha ah ril, “Amo hi Elija ta kokka am so weh!” 
MAT.27.48	Mani shunga akha na apha hana makka tan na shuk weta tongka la weta athur tuishik akha hitta tulweta molla thilla Jisu ta en ranga ae.
MAT.27.49	Chuti weta adangei na chu ril, “Hak ri eijo ejonga Elija na jung weta sanna mo an ei jo!”
MAT.27.50	Woihapa Jisu na sanrol ringa au phur weta arang ehat sho weh.
