MAT.1.1	E̱i̱ tjít'a ntje̱he̱ Jesucristo̱. Ntje̱he̱ David nibaha̱ ra̱ ko̱ ntje̱he̱ Abraham nibaha̱ ra̱.
LUK.1.65	Kitsankjún ngayjee̱ xu̱ta̱ xi tjín tiña a̱ndai ni'yaha̱ ko̱ kinchja̱ni̱jmíyaha ni xi kamoo̱ xu̱ta̱ xi tjíntu ngayjee̱ a̱sunntu tje̱nki̱ xi tjín a̱nte Judea̱. 
LUK.1.66	Ngayjee̱ xu̱ta̱ xi kint'é niu̱ y'éjintak'un ko̱ b'i̱ i̱ncha kitsú ani̱ma̱ha̱:
LUK.1.66	—¿Yá xi ka̱ma ntíu̱ nga ka̱ma chá?
LUK.1.66	A̱t'aha̱ nga'yúhu̱n Nti̱a̱ná tíjñajihi̱n.
LUK.1.67	J'aitsejíhi̱n ra̱ Espiri̱tu̱ Santo̱ Zacaria̱, na̱'mihi̱ ntíu̱. Kits'ínkinchja̱ha̱ xi nkúhu nku nda̱ profeta̱ nga b'i̱ kitsú:
LUK.1.68	¡Kan'etsjoho̱ Nti̱a̱ná xi Nti̱a̱ha̱ xu̱ta̱ Israel,
LUK.1.68	a̱t'aha̱ j'ai ts'ín nda̱íhi̱ xu̱ta̱ xi ts'e̱!
LUK.1.69	Ja kits'ín nibá nku xi tjíhi̱n nga'yún, kui xi ts'i̱ínk'ankiná,
LUK.1.69	nku xi y'aha̱ ra̱ ntje̱he̱ David, nda̱ xi kint'é'éhe̱n Nti̱a̱ná.
LUK.1.70	Kui ni xi kinchja̱ ni̱stjin nk'ie,
LUK.1.70	nga kits'ínkinchja̱ já profeta̱ha̱.
LUK.1.71	Kitsú nga k'u̱a̱sjejinná a̱jihi̱n já kontra̱ná,
LUK.1.71	a̱jihi̱n nga'yúhu̱n ngayjee̱ já xi unkiená.
LUK.1.72	Kitsú nga ku̱a̱se̱ ni̱ma̱ha̱ ntje̱ cháná,
LUK.1.72	nga najmi ts'i̱ínchaya ni nda xi y'énda nk'ie.
LUK.1.73	Kitsúya kixi̱hi̱ Abraham xi ntje̱ cháná maha,
LUK.1.74	nga ts'i̱ín nda̱íná a̱jihi̱n já kontra̱ná,
LUK.1.74	tu̱ xi najmi ku̱i̱nkjúhunná nga ku̱i̱nú'yá'éhe̱én,
LUK.1.75	nga je ko̱ na̱xu̱ ku̱i̱ntsu̱ba̱á nginku̱n ngayjee̱ ni̱stjinná.
LUK.1.76	Ko̱ ji, ntí i̱chína̱,
LUK.1.76	ji xi k'úíhin nda̱ profeta̱ha̱ Nti̱a̱ná xi tíjña nk'a ján.
LUK.1.76	A̱t'aha̱ ji xi k'úín títjuihi̱n Nda̱ Nti̱a̱ná,
LUK.1.76	ji xi k'úéndai ni̱yáha̱.
LUK.1.77	Ku̱a̱kúchjihi̱ xu̱ta̱ xi ts'e̱ yá xi ts'i̱ínk'ankihi̱,
LUK.1.77	nga ka̱ma ndyjat'aha̱ ngatitsuhu̱n.
LUK.1.78	Chánka kju̱a̱ni̱ma̱ tak'uhu̱n Nti̱a̱ná,
LUK.1.78	xi nkú ts'ín ma chji ts'íu̱ nga nibá ma see̱n,
LUK.1.79	tu̱ xi ts'i̱ín ndzjehe̱n ra̱ xu̱ta̱ xi tjíntu má jyuu̱n,
LUK.1.79	má tje̱n nk'íéhe̱n ngabayoo̱,
LUK.1.79	tu̱ xi tsjáni̱yáhaná nkú ts'ín ku̱i̱ntsu̱ba̱jián kju̱a̱jyu.
LUK.1.80	Ntíu̱ tu̱ nku kisáhá ko̱ kama nkjink'un. A̱nte kixiu̱ y'ejña santa nkúhu nga tsichu ni̱stjin nga tsakúchjihi̱ yjoho̱ xu̱ta̱ Israel.
LUK.2.1	Ni̱stjin ján nda̱ títjun Augusto̱ Cesa̱r kitsjá kju̱a̱ nga ngju̱a̱i̱t'a xi nkú tjín maha xu̱ta̱ xi batéxumaha̱ ndo̱. 
LUK.2.2	Nk'ie nga j'a̱ísun títjun j'áíhi̱n xu̱ta̱, nda̱ Cireni̱o̱ tjíhi̱n xá a̱nte xi 'mihi̱ Siri̱a̱. 
LUK.2.3	Ngayjee̱ xu̱ta̱ nankihi̱ i̱ncha ngjik'íét'a yjoho̱. 
LUK.2.4	Nazaret tsitju Kuse, nanki i̱chí xi tíjñajihi̱n a̱nte Galilea̱, nga ngji Belen, nanki i̱chí xi tíjñajihi̱n a̱nte Judea̱. Yo̱ má nga kitsin nda̱ rei̱ David, ko̱ Kuse ta̱ ntje̱he̱ David y'aha̱ ra̱. 
LUK.2.5	Yo̱ ngjik'íét'a yjoho̱ nga tje̱nko̱ ts'íhin Maria̱, ta̱chju̱ún xi tíjñako̱. Ntí ja y'a Maria̱ kui chu̱bo̱.
LUK.2.6	Ko̱ ni xi kama, nk'ie nga ja tjíntu yo̱, tu̱ tsichuhú ni̱stjin nga tsín ntíhi̱ Maria̱. 
LUK.2.7	Kitsihi̱n ntí tjuhu̱n. Kik'ontikjájnu nusti ko̱ kits'ínkjájñaya yátikúyá xi kjineya nichine chu̱, a̱t'aha̱ najmi ta̱ tjíhin a̱nte a̱ya ni'ya má nga ts'ínkj'a ni̱stje̱n xu̱ta̱ xi ts'ín ni̱yá.
LUK.2.8	Tiña nanki Belen tjíntu a̱jin jñóo̱ já bastu xi tíi̱ncha kunntá jyun chu̱tsa̱nka̱ha̱. 
LUK.2.9	A̱s'a̱i tje̱n'yún nkuhú ntítsjehe̱ Nti̱a̱ná tsakúchjihi̱ yjoho̱, ko̱ kju̱a̱chánkaha̱ Nti̱a̱ná kits'ín ndzjen chji chji má xi tje̱hen kab'entu jóo̱. Tu̱ xí i̱ncha kitsankjúhún jóo̱. 
LUK.2.10	Tu̱nga b'a̱há kitsú ntítsjee̱:
LUK.2.10	—Najmi tu̱ binkjun. A̱t'aha̱ én nda tsuhú kjúái̱ xinyanu̱u, én xi ts'i̱ín nga k'úétsjoho̱ ngayjee̱ xu̱ta̱. 
LUK.2.11	A̱t'aha̱ ngandanu̱u nankihi̱ David kuatsin nd'a̱i̱ nku xi ts'i̱ínk'ankinu̱u, kui xi Cristo̱ xi Nda̱ Nti̱a̱nu̱u. 
LUK.2.12	B'i̱ ts'ín cha̱hanu ntíu̱. Nusti kitikjájnu nga kjijñaya yátikúyá xi kjineya nichine chu̱.
LUK.2.13	Tje̱n'yún j'ainchat'ahá ra̱ ntítsjee̱ nkjin ṉkjún sa ntítsje xi nibaha ndji̱o̱jmi ján. Kui xi kits'íntsjoho̱ Nti̱a̱ná nga b'i̱ i̱ncha kitsú:
LUK.2.14	¡Kas'ehe̱ kju̱a̱chánka Nti̱a̱ná nk'a ján,
LUK.2.14	ko̱ t'anankiu̱ kas'ehe̱ kju̱a̱jyu xu̱ta̱ xi nda tjíntuyáha̱!
LUK.2.15	Ko̱ nk'ie nga ja i̱ncha ngji ngáha ntítsjee̱ nk'a ján, b'i̱ ngján kinchja̱ko̱ xinkjín já bastuu̱:
LUK.2.15	—Tjián Belen. Tjihi̱nse̱é ni xi kamoo̱, ni xi kuatsúyaná Nti̱a̱ná.
LUK.2.16	A̱s'a̱i i̱ncha ngji ki̱tsa̱ ki̱tsa̱ yo̱ ko̱ kisakúhu̱ Maria̱ ko̱ Kuse ko̱ ntíu̱ nga kjijñaya yátikúyá xi kjineya nichine chu̱. 
LUK.2.17	Nk'ie nga i̱ncha kikie ntíu̱, a̱s'a̱i kitsúya ni xi kik'ihi̱n nga kis'ejña chjihi̱ ntíu̱. 
LUK.2.18	Ko̱ ngayjee̱ xu̱ta̱ xi kint'é niu̱ kama nkjúhu̱n ni xi tíi̱ncha nchja̱ já bastuu̱. 
LUK.2.19	Tu̱nga máha Maria̱, ani̱ma̱ha̱ y'éjñajin ngayjee̱ ni xi kamoo̱. Tu̱ nku kits'ínnkjink'uhún niu̱. 
LUK.2.20	A̱s'a̱i kik'óya ngáha já bastuu̱. I̱ncha kits'ínkie yjoho̱ nga Nti̱a̱ná xi tjíhi̱n kju̱a̱chánka ko̱ kits'íntsjoho̱ Nti̱a̱ná tu̱ nga̱t'aha̱ ni xi kint'é ko̱ kikie. A̱t'aha̱ tsitjusunyje ni xi kik'ihi̱n.
LUK.2.21	Nk'ie nga j'a jin ni̱stjin, kin'ehe̱ ni circuncision ntíu̱ ko̱ Jesu kik'in nga kis'et'a, kui j'ái̱n xi kitsjáha̱ ntítsjee̱ Maria̱ kintehe̱ ni nga tsín ntíu̱.
LUK.2.22	Xi nkú ts'ín tjít'a kju̱a̱téxumaha̱ Moise, nk'ie nga tsichu ni̱stjin nga tjíhin nga ts'i̱ín je yjoho̱ Maria̱ ko̱ ntíu̱ nginku̱n Nti̱a̱ná, i̱ncha ngji nanki Jerusalen tu̱ xi s'e̱jña chjihi nginku̱n Nti̱a̱ná. 
LUK.2.23	A̱t'aha̱ b'a̱ ts'ín tjít'a kju̱a̱téxumaha̱ Nti̱a̱ná: “Ngayjee̱ ntíx'i̱n xi tjun tsín, kui xi ka̱ma ts'e̱ Nti̱a̱ná.” 
LUK.2.24	Ngjiko̱ chje̱ xi nkú nga ts'ín tjít'a kju̱a̱téxumaha̱ Nti̱a̱ná, a̱t'aha̱ b'a̱ ts'ín tjít'a: “Jo chu̱tuju ko̱ tsa jo ni̱se xi nkú joyaha chu̱tuju xi k'u̱a̱i̱ chje̱.”
LUK.2.25	Tíjña nanki Jerusalen nku nda̱ xi 'mi Simeon. Kui xi na̱xu̱ síjña nginku̱n Nti̱a̱ná ko̱ benkjún Nti̱a̱ná ko̱ tíkuyáha̱ ni̱stjin nga ka̱ma nda̱íhi̱ xu̱ta̱ Israel. Espiri̱tu̱ Santo̱ tíjñajihi̱n 
LUK.2.26	ko̱ kitsúyaha̱ nga najmi ku̱a̱yá tsa najmi sku̱e̱ Cristo̱ xi ts'i̱ín nibá Nti̱a̱ná. 
LUK.2.27	Tsasín ni̱yáha̱ Espiri̱tu̱ Santo̱ nga j'ai ni̱nku̱, ko̱ nk'ie nga j'aiko̱ho̱ xi cháha̱ ntí Jesu ni̱nku̱ tu̱ xi n'e̱he̱ ra̱ xi nkú ts'ín tjít'a kju̱a̱téxumoo̱, 
LUK.2.28	a̱s'a̱i Simeon kingjáya ntsja ntíu̱. Kitsjáha̱ máb'a̱chjíhi̱ Nti̱a̱ná nga b'i̱ kitsú:
LUK.2.29	Ji Na̱'mi, ja kuasakúna kju̱a̱jyu nd'a̱i̱.
LUK.2.29	Ja kuitjusun ni xi kik'inya títjunní.
LUK.2.29	Kui nga tjennteheni nga ku̱a̱yáhana an xi nda̱ musu̱hi̱.
LUK.2.30	A̱t'aha̱ tunkán kuakieko̱hona xi nkú ts'ín ts'i̱ínk'anki xu̱ta̱,
LUK.2.31	xi y'endai nginku̱n ngayjee̱ xu̱ta̱.
LUK.2.32	Kui xi nkú joyaha nd'í,
LUK.2.32	kui xi ts'i̱ín ndzjehe̱n xu̱ta̱ a̱sunntee̱,
LUK.2.32	ko̱ tsjáha̱ kju̱a̱chánka xu̱ta̱ xi ts'i̱, xu̱ta̱ Israel.
LUK.2.33	Kama nkjúhu̱n na̱'mihi̱ ko̱ na̱aha̱ ntíu̱ ni xi kitsú Simeon nga kincha̱yaha ntíu̱. 
LUK.2.34	Nda kinchja̱ne Simeon xi cháha̱ ntíu̱. A̱s'a̱i b'i̱ kitsúhu̱ Maria̱:
LUK.2.34	—Kui ntíi̱ xi tjíhin nga ts'i̱ínkijne ko̱ a ra̱ kjésíntje̱n nkjin xu̱ta̱ Israel. Ni xi ku̱a̱kúchji nkjin xu̱ta̱ ngju̱a̱i̱ kontra̱ha̱. 
LUK.2.35	B'a̱ ts'ín s'e̱jña chjihi ni xi tjíntujín ani̱ma̱ha̱ nkjin xu̱ta̱. Tu̱nga máha ji, b'a̱ ka̱mahi ni xu'bi̱ xi nkú joyaha nku ki̱cha̱ xi kju̱a̱s'enjin santaha ani̱ma̱hi̱.
LUK.2.36	Ko̱ ta̱ síjña yo̱ nku ta̱chju̱ún profeta̱ xi 'mi Ana̱, xi ta̱kjíhi̱n Fanuel maha, xi y'aha̱ ra̱ ntje̱he̱ Aser. Kui xi ja chá ṉkjún. Kjintí nga tsixan ko̱ yatu nú kamaha̱ nga y'ejñako̱ x'i̱hi̱n. 
LUK.2.37	Ja tjíhi̱n cháte ko̱ katé ñju nú nga ja k'ien x'i̱hi̱n. Ko̱ tu̱ nku na̱tsin ni̱nku̱hú b'ejña. Ni̱stjin ni̱stje̱n ts'íntsjoho̱ Nti̱a̱ná nga b'ejña kjintíá ko̱ nga nchja̱ko̱ Nti̱a̱ná. 
LUK.2.38	Kui chu̱bo̱ ta̱ tsichu Ana̱ yo̱ ko̱ kitsjáha̱ máb'a̱chjíhi̱ Nti̱a̱ná nga kikie ntí Jesu. Kitsúyaha̱ ngayjee̱ xu̱ta̱ xi tíi̱ncha kuyáha̱ ni̱stjin nga ka̱ma nda̱í ngáha̱ ra̱ nanki Jerusalen yáha kui ntíu̱.
LUK.2.39	Ko̱ nk'ie nga ja kamaha̱ nga kits'íntjusun xi cháha̱ Jesu ngayjee̱ xi nkú ts'ín tjít'a kju̱a̱téxumaha̱ Nti̱a̱ná, a̱s'a̱i kik'óya ngáha nanki Nazaret, nanki i̱chí xi tíjñajin a̱nte Galilea̱, a̱t'aha̱ yo̱ nankihi. 
LUK.2.40	Kisá ntíu̱ ko̱ kis'ehe̱ nga'yún ko̱ 'yún kama nkjink'un sa. Ko̱ kitsjáha̱ kju̱a̱ndaha̱ Nti̱a̱ná.
LUK.2.41	Xki̱ nú i̱ncha fi xi cháha̱ Jesu nanki Jerusalen nk'ie nga bitju S'í Pascu̱a̱. 
LUK.2.42	Nk'ie nga ja jehe̱ te jo nú Jesu, i̱ncha ngji yo̱ a̱t'aha̱ b'a̱ ts'ín tíjña ni̱yáha̱. 
LUK.2.43	Nk'ie nga ja je s'íu̱, a̱s'a̱i i̱ncha kik'óya ngáha ni'yaha̱, tu̱nga y'ejñahá nda̱ chí Jesu nanki Jerusalen. Najmi kikie xi cháha̱ nga b'a̱ kits'ín. 
LUK.2.44	Xu̱ta̱ xingisoo̱ ra̱ tje̱njihi̱n Jesu i̱ncha kitsú. Nku ni̱stjin kits'ín ni̱yá, tu̱nga nk'iehé nga tsangisjaijíhi̱n xu̱ta̱ xinkjín ko̱ xu̱ta̱ xi behe̱, 
LUK.2.45	tu̱ najmi kisakúsjaihí ra̱. A̱s'a̱i kits'ínk'óya ngáha yjoho̱ nanki Jerusalen nga tsangisjai.
LUK.2.46	Ni̱stjin xi ma jahan i̱ncha kisakúhu̱ Jesu na̱tsihi̱n ni̱nku̱. Kab'ejñajihi̱n já chji̱ne̱'éhe̱n kju̱a̱téxumoo̱. Kui jóo̱ xi tíbasínñjuhu̱ ko̱ tíbjásjaiyaha̱ Jesu. 
LUK.2.47	Ngayjee̱ xu̱ta̱ xi tínt'éhe̱ kama nkjúhu̱n kju̱a̱nkjintak'un xi tjíhi̱n Jesu ko̱ xi nkú ts'ín títsuya ni xi tíchasjaiyaha̱. 
LUK.2.48	Kama nkjúhu̱n xi cháha̱ nk'ie nga kikiehe̱ ko̱ b'a̱ kitsú na̱aha̱:
LUK.2.48	—Ji ntína̱, ¿á b'a̱ kin'eko̱ho̱ni̱? Na̱'mihi̱ ko̱ an ni xi nkjún tímani̱ nga tíbinchisjái̱hi̱.
LUK.2.49	B'i̱ kitsú Jesu:
LUK.2.49	—¿Á an tíbinchisjáíhinú? ¿A najmi yanú tsa ni'yaha̱ na̱'mina̱ tjíhin nga kúáte̱jña?
LUK.2.50	Tu̱nga najmi kamankjihín ra̱ ni xi kitsú Jesu. 
LUK.2.51	A̱s'a̱i kits'óyako̱ ngáha xi cháha̱ Nazaret ko̱ kint'é'én tehe̱ntehe̱. Ko̱ na̱aha̱ y'éjñajin ani̱ma̱ha̱ ngayjee̱ ni xu'bi̱. 
LUK.2.52	Jesu tu̱ nku kisáhá nga kama ng'ayá ko̱ 'yún kama nkjink'un sa. Kisasíhi̱n Nti̱a̱ná Ntíu̱ ko̱ xu̱ta̱ ta̱ kisasíhi̱n.
LUK.3.1	Nk'ie nga tjíhi̱n tj'ion nú nga tíbatéxuma nda̱ títjun Tiberi̱o̱ Cesa̱r, ko̱ Ponci̱o̱ Pilato̱ tjíhi̱n xá a̱nte Judea̱, ko̱ Herode̱ Atipa̱ tjíhi̱n xá a̱nte Galilea̱, ko̱ Felipe̱ xi nda̱ nts'e̱ maha Herode̱ tjíhi̱n xá a̱nte Iturea̱ ko̱ a̱nte Trakonite̱, ko̱ Lisani̱a̱ tjíhi̱n xá a̱nte Abilini̱a̱, 
LUK.3.2	ko̱ Ana ko̱ Caifa xi já na̱'mi k'aku̱hu̱ xu̱ta̱ xi ntje̱ Israel tje̱he̱n ra̱, kui ni̱stjiu̱n Jua xi ntíhi̱ Zacaria̱ maha kint'é nta̱ha̱ Nti̱a̱ná nk'ie nga tíjña a̱nte kixiu̱. 
LUK.3.3	A̱s'a̱i kikjatsú'ba Jua ngayjee̱ a̱ndai ntáje̱ Jordan ko̱ y'éni̱jmíhi̱ xu̱ta̱ nga tjíhin nga ngju̱a̱i̱kj'áha̱ ra̱ ani̱ma̱ha̱ nga sa̱téntá, tu̱ xi ka̱ma ndyjat'aha̱ ra̱ ngatitsuhu̱n.
LUK.3.4	B'a̱ kama xi nkú ts'ín y'ét'a éhe̱n Nti̱a̱ná nda̱ profeta̱ Isaia̱:
LUK.3.4	Tínu'yá nta̱ha̱ nku nda̱ xi tíkjintáya a̱nte kixiu̱:
LUK.3.4	“T'endo ni̱yáha̱ Nti̱a̱ná. Tjen na̱xu̱u ni̱yáha̱.
LUK.3.5	Ngayjee̱ xu̱nká xi tjín xi̱ncháha̱ ninte,
LUK.3.5	ko̱ ngayjee̱ a̱nte ng'aya xi tjín n'e̱ sunya.
LUK.3.5	N'e̱ na̱xu̱ ni̱yá tsitin xi tjín,
LUK.3.5	ko̱ n'e̱ sunya ni̱yá xi nk'ajnu nk'at'a.
LUK.3.6	Ko̱ ngayjee̱ xu̱ta̱ a̱sunntee̱ sku̱e̱
LUK.3.6	xi nkú ts'ín ts'i̱ínk'ankiná Nti̱a̱ná.”
LUK.3.7	Kinchja̱ko̱ Jua xu̱ta̱ xi nibak'úhu̱n, xi mjehe̱ nga sa̱téntá:
LUK.3.7	—¡Já ch'onk'un xi b'a̱ k'un! ¿Yá xi b'a̱ kitsúnu̱u nga ku̱i̱yúhu̱u kju̱a̱kjaha̱n Nti̱a̱ná xi ja tje̱n tiña? 
LUK.3.8	Tu̱ sahá n'o̱o ni xi ku̱a̱kúchji nga ja tsankinchj'aha̱ ru̱u ani̱ma̱nu̱u. Najmi tu̱ b'a̱ katsú ani̱ma̱nu̱u: “Ntje̱he̱ Abraham ñá”, tsa ku̱i̱xíún. A̱t'aha̱ an b'a̱ tíxinnu̱u nga santaha kui ndji̱o̱i̱ Nti̱a̱ná ka̱ma ts'i̱ín ma ntje̱he̱ Abraham. 
LUK.3.9	Icho̱ ja tíjña nda nd'a̱i̱ nga ku̱a̱te kja̱ma̱ha̱ yóo̱. Kui nga ngayjee̱ yá xi najmi nda tu xi tsjáha, kui xi stísun ko̱ chja̱nikj'ajin a̱jin nd'íu̱.
LUK.3.10	A̱s'a̱i b'a̱ kitsú xu̱ta̱ nga kingjásjaiyaha̱ Jua:
LUK.3.10	—¿Mí ni xi tjíhin nga n'e̱i̱ ji̱n?
LUK.3.11	B'a̱ kitsú Jua:
LUK.3.11	—Xi tíjñaha̱ jo chi̱nka ndju, katsjáha̱ xi najmi tjíhi̱n. Ko̱ xi tjíhi̱n nichine, b'a̱ ta̱ kats'ín.
LUK.3.12	Ta̱ j'ai k'u̱a̱ já xi f'áchjíntjai ch'á nga ts'ínxát'aha̱ já Roma̱ tu̱ xi sa̱téntáha ko̱ b'i̱ i̱ncha kitsú:
LUK.3.12	—Ji nda̱ maestru̱, ¿mí nihi xi n'e̱i̱ ji̱n?
LUK.3.13	B'i̱ kitsú Jua:
LUK.3.13	—Najmi tu̱ bitjatíúhu̱u nga chj'a̱chjíú xi nkú nga ts'ín tíjña.
LUK.3.14	Ko̱ k'u̱a̱ já jun ta̱ kingjásjaiyaha̱:
LUK.3.14	—Ko̱ ji̱n, ¿mí nihi xi n'e̱i̱?
LUK.3.14	B'i̱ kitsú Jua:
LUK.3.14	—Najmi tu̱ ch'a chju'á kju̱a̱'yúhu̱un ni xi tjíhi̱n ko̱ najmi tu̱ chjaninóho̱o tsa mí nihi, tsa tu̱ xi b'a̱ ts'ín sa̱kúhu̱nu̱u to̱on. Tsjo katumanu̱u xi nkú nga tjín tíma chjínu̱u.
LUK.3.15	Ngayjee̱ xu̱ta̱ tu̱ tíi̱ncha basehé ko̱ b'i̱ ngján i̱ncha kitsú nga kits'ínnkjink'un: “Kutsa kuihí Jua xi kits'ín nibá Nti̱a̱ná.” 
LUK.3.16	Tu̱nga b'i̱hí kitsú Jua nga kinchja̱ko̱yje xu̱ta̱:
LUK.3.16	—An ntánijua tíbatentáko̱ho̱nu̱u, tu̱nga kj'u̱a̱íhí nku xi 'yún nk'a tje̱n sa, xi ndaha̱chí najmi tsuhuna tsa kjenndáya n'úhu̱ ntéhe̱. Kui xi Espiri̱tu̱ Santo̱ ko̱ nd'í ku̱a̱téntáko̱ho̱nu̱u. 
LUK.3.17	Kui xi nkú joyaha nda̱ xi ts'ín chuhu̱n tuni̱ñu̱. Ja kjiya ntsja yá xi ts'ín chunko̱ho̱ ra̱ tuni̱ñu̱hu̱, tu̱ xi ts'i̱ínkj'a t'axíhin tuni̱ñu̱ ko̱ xin ts'i̱ínkj'a tja̱ba̱ha̱. A̱s'a̱i kj'u̱átjo tuni̱ñu̱ ni'ya nji̱hi̱, ko̱ k'u̱éti tja̱ba̱ha̱ a̱jin nd'í xi najmi ta̱ ka̱maha̱ ra̱ ku̱a̱yáyaha.
LUK.3.18	B'a̱ ts'ín kinchja̱ Jua, ko̱ nkjin sa kj'a̱í kju̱a̱téxuma xi kitsjáha̱ xu̱ta̱ nga y'éni̱jmí én nda tsuhu̱ Nti̱a̱ná. 
LUK.3.19	Ko̱ ta̱ kinchja̱tiko̱ nda̱ rei̱ Herode̱ Antipa̱, a̱t'aha̱ na̱ Herodia̱ tíjñako̱, kui xi chju̱úhu̱n Felipe̱ xi nda̱ nts'e̱ maha Herode̱, ko̱ nga̱t'aha̱ ya ngayjee̱ ni ch'onk'un xi kits'ín Herode̱. 
LUK.3.20	Tu̱nga ngatentee̱ ni ch'onk'un xi kits'ín Herode̱ y'ésun saha̱ xu'bi̱. Nu̱ba̱yá kits'ínkjas'en Jua.
LUK.3.21	Ko̱ ni xi kama nk'ie nga tísaténtá ngatentee̱ xu̱ta̱, ta̱ kisaténtá Jesu. Nk'ie nga tínchja̱ko̱ Nti̱a̱ná, tsix'á nk'a ján 
LUK.3.22	ko̱ nibajenne chji chjihi̱ Espiri̱tu̱ Santo̱ xi nkú joyaha chu̱tuju. Ko̱ kinu'yá nk'a ján nku nta̱ xi b'i̱ kitsú:
LUK.3.22	—Ji Ntína̱, tjona ji. Tsjo ṉkjún mana ji.
LUK.3.23	Katé ra̱ nú tjíhi̱n Jesu nk'ie nga kik'atuts'i̱hi̱n xáha̱. Kui xi ntíhi̱ Kuse kitsú xu̱ta̱. Kuse, kui xi ntíhi̱ Eli. 
LUK.3.24	Eli, kui xi ntíhi̱ Matat. Matat, kui xi ntíhi̱ Levi. Levi, kui xi ntíhi̱ Melki̱. Melki̱, kui xi ntíhi̱ Jana̱. Jana̱, kui xi ntíhi̱ Kuse. 
LUK.3.25	Kuse, kui xi ntíhi̱ Matatia̱. Matatia̱, kui xi ntíhi̱ Amos. Amos, kui xi ntíhi̱ Nahum. Nahum, kui xi ntíhi̱ Esli̱. Esli̱, kui xi ntíhi̱ Nagai. 
LUK.3.26	Nagai, kui xi ntíhi̱ Mat. Mat, kui xi ntíhi̱ Matatia̱. Matatia̱, kui xi ntíhi̱ Semei. Semei, kui xi ntíhi̱ Jose. Jose, kui xi ntíhi̱ Juda̱. 
LUK.3.27	Juda̱, kui xi ntíhi̱ Joana̱. Joana̱, kui xi ntíhi̱ Resa̱. Resa̱, kui xi ntíhi̱ Zorobabel. Zorobabel, kui xi ntíhi̱ Salatiel. Salatiel, kui xi ntíhi̱ Neri̱. 
LUK.3.28	Neri̱, kui xi ntíhi̱ Melki̱. Melki̱, kui xi ntíhi̱ Adi̱. Adi̱, kui xi ntíhi̱ Cosam. Cosam, kui xi ntíhi̱ Elmodam. Elmodam, kui xi ntíhi̱ Er. 
LUK.3.29	Er, kui xi ntíhi̱ Josue. Josue, kui xi ntíhi̱ Elieze̱r. Elieze̱r, kui xi ntíhi̱ Jori̱m. Jori̱m, kui xi ntíhi̱ Matat. 
LUK.3.30	Matat, kui xi ntíhi̱ Levi. Levi, kui xi ntíhi̱ Simeon. Simeon, kui xi ntíhi̱ Juda̱. Juda̱, kui xi ntíhi̱ Kuse. Kuse, kui xi ntíhi̱ Jonan. Jonan, kui xi ntíhi̱ Eliakim. 
LUK.3.31	Eliakim, kui xi ntíhi̱ Melea̱. Melea̱, kui xi ntíhi̱ Mainan. Mainan, kui xi ntíhi̱ Matata̱. Matata̱, kui xi ntíhi̱ Natan. 
LUK.3.32	Natan, kui xi ntíhi̱ David. David, kui xi ntíhi̱ Isai. Isai, kui xi ntíhi̱ Obed. Obed, kui xi ntíhi̱ Booz. Booz, kui xi ntíhi̱ Salmon. Salmon, kui xi ntíhi̱ Naason. 
LUK.3.33	Naason, kui xi ntíhi̱ Aminadab. Aminadab, kui xi ntíhi̱ Aram. Aram, kui xi ntíhi̱ Esrom. Esrom, kui xi ntíhi̱ Fare̱s. Fare̱s, kui xi ntíhi̱ Juda̱. 
LUK.3.34	Juda̱, kui ntíhi̱ Jacob. Jacob, kui xi ntíhi̱ Isaac. Isaac, kui xi ntíhi̱ Abraham. Abraham, kui xi ntíhi̱ Tare. Tare, kui xi ntíhi̱ Nakor. 
LUK.3.35	Nakor, kui xi ntíhi̱ Serug. Serug, kui xi ntíhi̱ Ragau. Ragau, kui xi ntíhi̱ Peleg. Peleg, kui xi ntíhi̱ Hebe̱r. Hebe̱r, kui xi ntíhi̱ Sala̱. 
LUK.3.36	Sala̱, kui xi ntíhi̱ Cainan. Cainan, kui xi ntíhi̱ Arfaxa̱d. Arfaxa̱d, kui xi ntíhi̱ Sem. Sem, kui xi ntíhi̱ Noe. Noe, kui xi ntíhi̱ Lame̱c. 
LUK.3.37	Lame̱c, kui xi ntíhi̱ Matusalen. Matusalen, kui xi ntíhi̱ Enoc. Enoc, kui xi ntíhi̱ Jare̱d. Jare̱d, kui xi ntíhi̱ Mahalalel. Mahalalel, kui xi ntíhi̱ Cainan. 
LUK.3.38	Cainan, kui ntíhi̱ Enos. Enos, kui xi ntíhi̱ Set. Set, kui xi ntíhi̱ Adan. Adan, kui xi ntíhi̱ Nti̱a̱ná.
LUK.4.1	Kitsejíhi̱n ra̱ Jesu Espiri̱tu̱ Santo̱ nk'ie nga nibaha ntáje̱ Jordan, ko̱ Espiri̱tu̱ Santo̱ ngjiko̱ho̱ a̱nte kixiu̱. 
LUK.4.2	Yo̱ y'ejña yachán ni̱stjin ko̱ nda̱nindoo̱ kikjut'ayák'uhu̱n. Najmi chumi nihi xi kikjine ngayjee̱ ni̱stjin xu'bo̱. A̱skahan kama bjoho̱. 
LUK.4.3	A̱s'a̱i b'i̱ kitsú nda̱nindoo̱ nga kinchja̱ko̱ Jesu:
LUK.4.3	—Tsa kju̱axi̱ nga ji xi Ntíhi̱ Nti̱a̱ná, b'a̱ t'ihi̱n ndji̱o̱i̱ nga ni̱nku̱a̱n katuma.
LUK.4.4	B'i̱ kitsú Jesu:
