GEN.1.1	Muga na maki lobo ni rata, a Vure i rata rike a hunu a malala. 
GEN.31.50	Ioe bara o rata hale e tugu ngatavine rua, o bole tabu e huriki a ngatavine karaba ge girihimu, o luhoi kamumu. I uka a viri ge matai tarua, a Vure kunana i matai a hini tu rata.”
GEN.31.51	Lakea e Leban i taki tabua e Iakop, “O masia a kupona kedo turana a kedo dagi a totopesia na kurukurune tarua. 
GEN.31.52	A kupona kedo turana a kedo dagi a toto pesia ne vona ni vakasiri a ngava dagi tu ratea. Iau i uka ma ga polotaro ga lakene, ga vaubi turamu. Pali ioe tara, i uka ma go polotaro go valai, go vaubi turagu. 
GEN.31.53	A Vure ne Abraham, a Vure ne Nahor, a Vure ne tamane rua bara i pelekado a narone tarua.” Lakea e Iakop i kaba vona a ngava dagi na rana Vure ne tamana, e Isak. 
GEN.31.54	Muri i habi meli na lolo a nihabi na Vure. I gale e huriki a kabu vona ri kani palupu. Ri kani lobo, ri mahita tabu vonga. 
GEN.31.55	Na hatelanga pokopoko, na parava muri, e Leban i nguru, i gamai e huriki e tubuna, e tuna. Muri i pe ria, i hamule lakea na tanga vona.
GEN.32.1	E Iakop tara i vano mai a hini ge lakea vona, lakea e huriki a agelo na Vure ri bele vona. 
GEN.32.2	E Iakop i matai ria, i ta maea, “Ra hini nga a mada na Vure.” Lakea i vunua a tanga iea e Mahanaim.
GEN.32.3	E Iakop i rudu muga e huriki a vinuru ri gi vakalongoa e tukana e Esau i made o Seir, na robo e Idom. 
GEN.32.4	I taki e huriki a vinuru vona ri gi vakalongoa a matakari ne ria, e Esau, ri gi ta maea, ‘A vora vomu e Iakop ta ge vakalongo ioe vona a hini i made turane Leban, pali ngane i ngaru ni hamule valai vomu. 
GEN.32.5	I tahoka a maka kabu na bulmakau, a donki, a sipsip, a meme, a vora bakovi, a vora ngatavine. I rudu valai a ngava vomu, ioe a matakari vona, ta go rata a naro kamumu vona.’ ”
GEN.32.6	Ri hamule valai ne Iakop, ri ta maea, “Mi lakea ne tukamu e Esau, mi vakalongoa pali. Ngane ge muri valai turana e huriki a tara vona ri ala 400, ri gi tagui ioe.”
GEN.32.7	E Iakop i mangenge, i loho lege lae, i vakalipida na tete i rua a tara vona. A maka kabuna sipsip, a meme, a bulmakau, a kamel ngi ranga i vakalipida na tete i rua. 
GEN.32.8	E Iakop i luhoi maea, “E Esau bara i valai, i vaubi turana a tete tara, a tete i uka ma i vaubi bara i ha.”
GEN.32.9	Muri e Iakop i vasileki, i ta maea, “O Vure ne sisi e Abraham, ne tata e Isak. BAKOVI DAGI ioe a viri o taki iau ga hamule lakea na viri nau, na robo nau, go vakamade kamumu iau. 
GEN.32.10	Iau a vora vomu, i uka ma i kamumu a vilogu, pali ioe o dodo iau, o rata a naro kamumu nau. Hosi a pagepolo na naru dagi e Iordan turana a kodo nau kunana, pali ngane a tahoka a tara i rua. 
GEN.32.11	A vasileki vomu, o kori iau na limane turagu e Esau, a vuhuna a mangenge vona, ma ge valai, ge vaubi turagu turane huriki a ngatavine e tune ria. 
GEN.32.12	Pali ioe o ta maea, ‘Muholi iau ga vakamade kamumu ioe, ga rata e huriki a hamomu ri gi bele kupo manga a hire na dari, bara ni keri ni gi.’ ”
GEN.32.13	I mahita vonga vona a rodo iea, pali i pelekado a maka maki i bole a maka mahala ge habi ne turana e Esau. 
GEN.32.14	Lakea i ru palupu a kinana meme i 200, a meme a toga i ravulu rua, a kinana sipsip i 200, a sipsip a toga i ravulu rua, 
GEN.32.15	a kinana a kamel i ravulu tolu turana tuna, a kinana bulmakau i ravulu va, a bulmakau a toga i ravulu, a donki a kinana i ravulu rua, a donki a toga i ravulu. 
GEN.32.16	I taki e huriki a vora vona ri matakari a maka kabuna sipsip a bulmakau takutaku, i ta maea, “Mu laho muga. Naha ni vakalaho palupu a maka kabuna sipsip a bulmakau.”
GEN.32.17	Lakea e Iakop i takia a vora i laho muga, “E tukagu e Esau, ge tagui ioe, ge nana ranga, ‘Ioe o leho ne rei? I vai a tanga go lakea vona? A sipsip a bulmakau ne rei ra ri laho na ngalamu?’ 
GEN.32.18	Pali o takia, o ta maea, ‘A maka sipsip a bulmakau nga, ne vona a vora vomu, e Iakop. A maka sipsip a bulmakau nga ge habi vomu, ioe a bakovi dagi vona. Ia ge muri valai.’ ”
GEN.32.19	E Iakop i taki tabu a ruana, a toluna vora, e huriki a vora lobo ri matakaria a kabuna sipsip a bulmakau, i ta maea, “Na tahuna mu taguia e Esau, mu takia a ngava ge palupulupu kunana. 
GEN.32.20	Mu ta tora vona a ngava, ‘A vora vomu e Iakop i muri valai.’ ” A vuhuna e Iakop i luhoi maea, “Na naro iea kunana bara luke mulea e Esau na maka mahala a vakaru muga, lakea na tahuna miri vakorokoro, bara i rata kamumu iau.” 
GEN.32.21	Lakea e Iakop i vakaru muga a maka mahala vona, i mahita vonga na mada ia.
GEN.32.22	Na rodo iea, e Iakop i bole e girihina rua, a vora ngatavine vona ala rua, turana e tuna mai ala ravulu a polona i taku, ri pagepoloa a naru e Iabok. 
GEN.32.23	I rudu muga ria turana a maka maki lobo vona. 
GEN.32.24	Pali ia kikeri i made mule. I bele tahoa tara bakovi ru valoi mavonga na rodo, i palala taho rua a hini. 
GEN.32.25	Na tahuna ru valoi, a bakovi i keri ni vakaborua e Iakop, lakea i ubi a labune Iakop, i maparu a tagana. 
GEN.32.26	Muri i ta maea a bakovi, “O taparaki iau ga vano. I palala pali a hini.”
GEN.32.26	E Iakop i koli mule, i ta maea, “O gamai taro iau, muri o vano ke.”
GEN.32.27	Lakea a bakovi i nanea, “E rei a ramu?”
GEN.32.27	I koli mule, i ta maea, “A ragu e Iakop.”
GEN.32.29	A bakovi i koli, i ta maea, “I navai o nana vona a ragu?”
GEN.32.29	Muri i gamaia e Iakop. 
GEN.32.30	Lakea, e Iakop i galea ra mada iea e Peniel,
GEN.32.31	Na tahuna i pea e Penuel a haro i hera pali, i kodo a vuhuna i maparu a tagana. 
GEN.32.32	Na tahuna iea, i valai mona, e huriki a kabu ne Israel i uka ma ri kani kilala a pona sipsip a bulmakau. Ri ramaia a vilo iea, a vuhuna a Vure i ubia a labune Iakop, i maparu a tagana.
GEN.33.1	E Iakop i mata muga, i masia e Esau i valai turana e huriki a bakovi ala 400, lakea i kalipida e Lea, e Resel, a vora ngatavine ala rua, e huriki a koma. 
GEN.33.2	I vakalaho muga a vora ngatavine turane huriki e tune rua, e Lea turana e huriki e tuna ri laho na kurukuruna, e Resel e Iosep ru laho muri. 
GEN.33.3	E Iakop kunana i laho muga, i lolu puru na malala balaka polorua na tahuna i laho lokovonga ge taguia e tukana.
GEN.33.4	Lakea e Esau i nunu lokovonga ne Iakop, i taguia, i rakoa, i ngurua ru vataringi. 
GEN.33.5	Muri i mata rike e Esau, i matai e huriki a ngatavine a koma, lakea i nana, “E rei e huriki ri turamu?”
GEN.33.5	Lakea e Iakop i koli mulea i ta maea, “Iau a vora vomu. A Vure i rata a naro kamumu nau, i habi nau e huriki a koma nga.”
GEN.33.6	Muri a vora ngatavine turane huriki e tune rua, ri laho valai ri lolu puru. 
GEN.33.7	E Lea turane e tuna mai ri muri mai ria, ri lolu puru. E Resel rua e Iosep ru muri, rua ranga ru lolu puru. 
GEN.33.8	Lakea e Esau i nana, “Ra maka sipsip a bulmakau a matai, go bole lokovai?”
GEN.33.8	Lakea e Iakop i ta maea, “Bakovi dagi nau, ta ga habi vomu, go rata kamumu iau.”
GEN.33.9	Pali e Esau i koli mulea i ta maea, “Tarigu, iau a tahoka i kupo hateka. O matakari a maka sipsip a bulmakau nga, ge ne vomu.”
GEN.33.10	E Iakop i hehe, i ta maea, “I uka ma ge mavonga. Ngane tu vamatai tabu, o bole nau a maki nga. Ra ngane a matai a matamu, i manga a matai a matana Vure, a vuhuna o vivi ni tagui iau. 
GEN.33.11	Ngane a ngaru go bole a mahala nga a vuhuna a Vure i rata a vilo kamumu nau, a tahoka a maki i kupo.”
GEN.33.11	E Iakop i ta hinituhana, lakea e Esau i bole a maka mahala nga.
GEN.33.12	Muri e Esau i ta maea, “Tu vano, iau ga laho turamu.”
GEN.33.13	Lakea e Iakop i ta maea, “Tukagu, e huriki a koma, i uka ma ri paki kamumu ma. Pali iau a luhoi hateka a maka sipsip, a bulmakau ra ri vakaruru, ma ri gi laho hateka na parava i taku, ma ri gi mate. 
GEN.33.14	Tukagu, o laho muga ke. Ge laho muri e tarimu. Ga bae a maka sipsip a bulmakau turane huriki e tugu mai, bara mi pakarau ioe o Seir.”
GEN.33.15	Lakea e Esau i ta maea, “Ga taparaki vomu ranga vora nau ri gi laho turamu.”
GEN.33.15	Pali e Iakop i koli, i ta maea, “Ge vona ra? A ngaru kunana ioe go ngaru iau”
GEN.33.16	Na parava iea, e Esau i vakatubu ni laho mule lakea o Seir. 
GEN.33.17	Pali e Iakop i lakea o Sukot,
GEN.33.18	Muri e Iakop i pea e Padan-Aram, re Mesapotamia, i bele na robo e Kenan, i ru a mada vona tabukoi na tanga dagi e Sekem. 
GEN.33.19	Lakea i bole a kedo silva i 100, i kona ne tamane Sekem, na kabune Hamor, a malala i vakapesi a kape vona. 
GEN.33.20	Lakea i vakapesia vonga a dede-kedo, i galea, “A Vure a Vure ne Israel.”
GEN.34.1	E Daina, e tune Iakop, e Lea i vano ge matai e huriki a ngatavine na tanga dagi. 
GEN.34.2	E Hamor, a bakovi dagi na kabu na Hivi, i matakaria ra tanga dagi iea. E tuna, e Sekem. Na tahuna e Sekem i masia e Daina, i lakavua. 
GEN.34.3	E Sekem i ngaru hatekea e Daina, e tune Iakop. Lakea i lukea na ngava, ge ngarua. 
GEN.34.4	Muri e Sekem i takia e tamana, i ta maea, “O tulia a ngatavine iea ge girihigu.”
GEN.34.5	Na tahuna e Iakop i longoa e Daina ni lakavu, i uka ma i takia tara ngava. I dava kunana e huriki e tuna ri gi hamule taro, a vuhuna ria lobo ri vano ri matakari a sipsip. 
GEN.34.6	Muri e tamane Sekem i vano, ge ta turane Iakop. 
GEN.34.7	Na tahuna e huriki e kurabane Daina ri hamule na robo, ri longoa e Daina ni lakavu, i madihi a hatene ria, a vuhuna e Sekem i rata a rabu hale na kabu ne Israel na ni mahita turane Daina, re tune Iakop. Ra naro iea i hale hateka.
GEN.34.8	Lakea e Hamor i taki ria, “E tugu e Sekem i ngarua e Daina. Mu habia vona ge girihina. 
GEN.34.9	Si gi vaparangi vakuloi. Mu habi valai ne mia a ngatavine. Mia ranga bara mi habi lakene mua a ngatavine. 
GEN.34.10	Mu made turane mia, mu leho vona a malala na tabeke mu ngaru. Mu vahabi, mu vakona, bara mu tahoka a mahala vona a malala iea.”
GEN.34.11	Lakea e Sekem i takia e tamane Daina turana e huriki e kurabana, i ta maea, “Mua bara mu longo mai iau, bara habi tavula ne mua a maki mu nana iau vona. 
GEN.34.12	Mu takia a mapana ngatavine, turana ranga maki, bara habi ne mua. Pali a ngatavine iea, mu habia nau ge girihigu.”
GEN.34.13	E huriki e tune Iakop ri longo tamilalu, ri tami e Hamor rua e tuna e Sekem, a vuhuna e kurabane ria, e Daina, ni rata a naro hale vona. 
GEN.34.14	Lakea ri taki rua, “I uka ma mi gi longo mai marua. I uka ma mi gi habia e kurabane mia na bakovi i uka ma ni pala a kulina, ma ge habi a nimaruhu ne mia. 
GEN.34.15	Bara mi longo mai ioe na maki i taku kunana. Mi ngaru mu gu pala a kuline huriki a bakovi lobo, ri gi manga mia. 
GEN.34.16	Muri bara mi habi mua e huriki a ngatavine ne mia. Mua ranga bara mu habi ne mia e huriki a ngatavine. Bara mi made turane mua, muri bara hita a viri ala taku. 
GEN.34.17	Pali mua, i uka ma mu longo mai mia, ni gi pala a kuline mua, bara mi bole mulea e kurabane mia, mi vano.”
GEN.34.18	A nitane ria i nangi kamumu ne Hamor rua e tuna, e Sekem. 
GEN.34.19	A riau iea, ri kavurike hatekea e huriki a kabu ne tamana, i malaviriri kunana i muri mai a ngava ri taki, a vuhuna i ngaru hatekea e Daina. 
GEN.34.20	E Hamor rua e tuna e Sekem, ru lakea na poridala na tanga dagi, ru ta turana e huriki a bakovi vonga. 
GEN.34.21	Ru ta maea, “A narone e huriki a bakovi nga i kamumu. Ri gi made turane hita na malala ne hita, ri gi rata harikia ne ria. A malala i tabuli tavula, i uka viri ge leho vona. Ngane si gi parangi na ngatavine ne ria, pali ria ranga bara ri parangi na ngatavine ne hita. 
GEN.34.22	Pali si gi valongo mai vona tara ngava. E huriki a bakovi ne hita, ni gi pala a kuline ria, si gi manga ria. Muri bara ri longo ni made na malala ne hita, bara hita a viri ala taku kunana. 
GEN.34.23	A maka mahala, a sipsip, a bulmakau ranga, bara ne hita. Si gi longo mai ria, bara ri made turane hita.”
GEN.34.24	E huriki a bakovi ri pagitala na poridala na tanga dagi, ri longo vona a nitane Hamor rua e tuna e Sekem. Lakea ni pala a kuline e huriki a bakovi lobo na tanga dagi. 
GEN.34.25	I rongo ria a voko, ri malo kunana. I lobo a parava i tolu, lakea e tune Iakop ala rua, e Simion e Levi, ra to kinana taku e Daina, ru bole a bainat ne rua, ru vaubi turana e huriki a bakovi na tanga dagi, ru rabalaki ria. 
GEN.34.26	Ru rabalaki na bainat e Hamor rua e tuna e Sekem, lakea ru bole mulea e Daina na ruma ne Sekem. 
GEN.34.27	Ri sike e huriki e tune Iakop ranga, ri matai a podane huriki ri mate, ri bole a maki lobo na tanga dagi, a vuhuna e Sekem i rata a naro hale ne kurabane ria. 
GEN.34.28	Ri bole a maka sipsip a bulmakau, a donki, a mahala lobo i tabuli pololilo, i tabuli polovavo na tanga dagi. 
GEN.34.29	Ri bole a maka mahala, e huriki a ngatavine, e huriki a koma, ri bole a maki lobo na tanga dagi.
GEN.34.30	Muri e Iakop i taki e Simion rua e Levi, “Marua muru rata hale a nimadegu. Muru rata iau ngane i uka ma a made kamumu na matane huriki a Kenan a Peres, re huriki a tahona a robo iea. Hita, i uka ma si ala kupo. E huriki nga bara ri vadili palupu, bara ri ratapile iau turane huriki a kabu nau.”
GEN.34.31	Lakea ru nana maea, “O luhoi navai, miri gi mata taroa e kurabane maria, ni gi rata manga a ngoi?”
GEN.35.2	Lakea e Iakop i taki e huriki a kabu vona, i ranga e huriki ri turana, i ta maea, “Mu vuroki a maka vure taminga mu tahoka, mu kurudu pasi mua, mu rodo a varakia karaba. 
GEN.35.3	Mu valai, si gi lakea o Betel, ga haea vonga a dede-kedo na Vure, a vuhuna i kori iau na tahuna na vuranga, i laho turagu na maka robo a lakea vona.”
GEN.35.4	Lakea ri habi ne Iakop a maka vure taminga ne ria, turana a maka pato na talingane ria, i tanu ria na taruna kai a ok tabukoi o Sekem. 
GEN.35.5	Muri ri vano, lakea a Vure i rata e huriki a bakovi na maka tanga dagi tabukoi vonga ri mangenge, i uka ma ri valili ria.
GEN.35.6	E Iakop turane huriki a tara vona, ri bele o Lus, re Betel na robo ne huriki a Kenan. 
GEN.35.7	I kisia vonga a dede-kedo, i galea a hini ngi “A Vure ne Betel”, a vuhuna a Vure i bele vona vonga na tahuna i ha ne tukana. 
GEN.35.8	E Debora, a vora ngatavine ne Rebeka i mate vonga, lakea i tanua na taruna kai a ok na tabeke mule puru ne Betel. Ni gale liu a kai iea “A Kai ni Tangi.”
GEN.35.9	Muri ne Iakop i pe e Padan-Aram, a Vure i bele tabu vona i gamaia. 
GEN.35.10	Lakea a Vure i takia, “A ramu e Iakop, pali ngane i uka ma ni gi gale tabu ge Iakop, ni gi gale e Israel.”
GEN.35.10	Lakea i vunua e Israel.
GEN.35.12	Ra robo a habia ne Abraham rua e Isak, ngane a habia vomu. Muri ga habia ne huriki a hamomu.”
GEN.35.13	Muri a Vure i pea e Iakop na hini i ta turana vona, i sike.
GEN.35.15	E Iakop i vunua a tabeke i ta turana Vure vona a “Roho na Vure”.
GEN.35.16	E Iakop turane huriki a tara vona ri pea e Betel, ri lakea na tanga dagi e Eprata. Ri tabukoi ni bele vonga, i pahea a koma i keri ni poda e Resel. 
GEN.35.17	Na tahuna i hataki a nimadihi na nipoda, a ngatavine bolekori i takia, “Naha ni mangenge, bara o poda tabua a koma bakovi.”
GEN.35.18	Na tahuna e Resel i popote ge mate i vunua e tuna bakovi e Ben-Oni.
GEN.35.19	E Resel i mate, ni tanu na dala lakea o Eprata, ngane ni gale e Betlehem. 
GEN.35.20	E Iakop i rua a kilakilana polomeli na lovona. I mona a kilakilana i vakasiria a lovo ne Resel.
GEN.35.21	E Israel i laho lokovonga, i polotaroa a tanga e Eder, i haea a kape vona. 
GEN.35.22	Na tahuna e Israel i made vona a robo iea, lakea e Reuben i mahita turana e Bila, a ngatavine i parangi tabu vona e tamana. Lakea i vano a nita i bele ne Iakop vona ra naro hale i ratea e Reuben.
GEN.35.22	E Iakop i tahoka e tuna a bakovi ala ravulu a polona i rua. 
GEN.35.23	E huriki e tune Lea a bakovi, a rane ria ra nga: e Reuben, a tabua ne Iakop, e Simion, e Levi, e Iuda, e Isikar, e Sebulun.
GEN.35.24	E tune Resel a bakovi a rane rua ra nga: e Iosep e Bensamin.
GEN.35.25	E tune Bila, a vorakato ne Resel, a bakovi a rane rua ra nga: e Dan e Naptali.
GEN.35.26	E tune Silpa, a vorakato ne Lea, a bakovi a rane rua ra nga: e Gad e Aser.
GEN.35.26	Re huriki a bakovi nga, e tune Iakop ni poda o Padan-Aram.
GEN.35.28	E Isak i tahoka a pida i 180, 
GEN.35.29	i gare liu, muri i mate. I vano i made turane huriki a viri vona ri mate pali. Muri e Esau rua e Iakop ru tanua.
GEN.36.1	E Esau, a rana tara e Idom, i kupo a hamona. 
GEN.36.2	I parangi a ngatavine o Kenan i ala tolu: E Ada, e tune Elon, a bakovi o Hiti; e Oholibama, e tune Anah, e tubune Sibion, a bakovi o Hivi; 
GEN.36.3	e Basemat, e tune Ismael, e turane Nebaiot.
GEN.36.4	E Ada i podea ne Esau a koma bakovi i vunua e Elipas. E Basemat i podea e Ruel. 
GEN.36.5	E Oholibama i poda e Ieus, e Ialam, e Kora. Re huriki a bakovi nga e Esau i vakabele na robo e Kenan.
GEN.36.6	Muri e Esau i pea vonga e Iakop i mariu lakea na tabeke tara. I vano turana e girihina ala tolu, e tuna mai, e huriki ri made turana. I bole a maka sipsip a bulmakau a mahala i vakabele o Kenan i vano. 
GEN.36.7	E Esau i pea e Iakop, a vuhuna i kupo hateka a maka sipsip a bulmakau ne rua, i kiroko a malala. 
GEN.36.8	I vano, i made na kupona na robo e Seir, re Idom.
GEN.36.9	E Esau a vuhuna e huriki o Idom, ra ri made na kupona na robo e Seir. 
GEN.36.10	E tune Esau a bakovi e Elipas, e kinana e Ada; e Ruel, e kinana e Basemat. 
GEN.36.11	E huriki e tune Elipas a bakovi ra nga: e Teman, e Omar, e Sepo, e Gatam, e Kenas.
GEN.36.12	E Elipas, e tune Esau, i tahoka a vora ngatavine tara a rana e Timna. I podea vona e Amalek. E huriki a bakovi nga e tubune Esau rua e Ada.
GEN.36.13	E huriki e tune Ruel a bakovi a rane ria ra nga, e Nahat, e Sera, e Sama, e Misa. E huriki a bakovi nga e tubune Esau rua e Basemat.
GEN.36.14	E Oholibama, e girihine Esau tara i poda e Ieus, e Ialam, e Kora. E Oholibama, e tune Anah ngatavine. E Anah, e tune Sibion ngatavine. 
GEN.36.15	Re huriki a hariki nga a hamone Esau. A tabua ne Esau rua e Ada e Elipas. E tune Elipas a bakovi ra nga: e Teman, e Omar, e Sepo, e Kenas, 
GEN.36.16	e Kora, e Gatam, e Amalek. Re huriki a hariki nga, e tune Elipas, e tubune Ada, ri matakari na robo e Idom.
GEN.36.17	E huriki a hariki e tune Ruel, re tune Esau, ra nga: e Nahat, e Sera, e Sama, e Misa. E huriki a hariki nga, e tune Ruel, ri matakari o Idom. Ria e tubune Esau rua e Basemat.
GEN.36.18	E huriki a hariki nga, e tune Esau rua e Oholibama: e Ieus, e Ialam, e Kora. E huriki a hariki nga, a hamone Esau rua e Oholibama re tune Anah.
GEN.36.19	Re huriki a hariki nga ria a hamone Esau, a rana tara e Idom, ri matakaria a kabu ne ria.
GEN.36.20	E huriki a hamone Seir a bakovi o Hori ri made vona a robo e Idom: e Lotan, e Sobal, e Sibion, e Anah, 
GEN.36.21	e Disan, e Eser, e Dison. Re huriki a hariki nga e tuna e Seir, ri matakaria a kabu ne Hori na robo e Idom. 
GEN.36.22	E tune Lotan bakovi ra nga: e Hor, e Heman. E Timna e kurabane Lotan. 
GEN.36.23	E huriki e tune Sobal bakovi ra nga: e Alvan, e Manahat, e Ebal, e Sepo, e Onam. 
GEN.36.24	E tune Sibion bakovi ra nga: e Aia e Anah, re Anah i matakari a maka donki ne tamana e Sibion na tabeke i ngeki, i matavisia a navuha. 
GEN.36.25	E Anah e tuna e Dison e Oholibama. 
GEN.36.26	E tune Dison bakovi, a rane ria ra nga: e Hemdan, e Esban, e Itran, e Keran. 
GEN.36.27	E tune Eser bakovi ra nga: e Bihan, e Savan, e Akan. 
GEN.36.28	E tune Disan bakovi ra nga: e Us, e Aran.
GEN.36.29	A hariki na kabu ne Hori ra nga: e Lotan, e Sobal, e Sibion, e Anah, 
GEN.36.30	e Dison, e Eser, e Disan. Re huriki nga a hariki na kabu ne Hori. Ri matakari a tabeke takutaku ne ria na robo e Seir.
GEN.36.31	Muga na tahuna e Israel i uka hariki, e huriki a hariki nga ri matakari o Idom: 
GEN.36.32	e Bela tune Beor i matakari o Idom. A tanga dagi vona e Dinhaba. 
GEN.36.33	Na tahuna e Bela i mate, e Iobab, e tune Sera, i valai na tanga e Bosra, i bole a murina. 
GEN.36.34	Na tahuna e Iobab i mate, e Husam i bole a murina. A robo vona e Teman. 
GEN.36.35	Na tahuna e Husam i mate, e Hadad tune Bedad i bole a murina. E huriki a tara vona ri ratapile e huriki o Midian na robo e Moab. A tanga dagi vona e Avit. 
