GEN.1.1	Paphibangga, Tingwang niu ting-kadih damsubo tingga,
2KI.12.19	Joash niu kamkhaibo ngam hina haiga wangtang makbo Judah maigu Chawangmai Ariakkhuangga raokhai bamme.
2KI.12.20+2KI.12.21	Chawang Joash tu pagu chakampaodungniu mahin kamshatra rangsude, sichiujiu paliu ruangga khangnia sira Shimeath nahpiu Jozakar, khatdi Shomer nahpiu Jehozabad si-e, Jerusalem gu tingbanglam bambo chaky khatga, Silla tadrabo npuikiga Joash tu kamshat mide. David Namdiga bambo chawangmai rawga Joash tu baikhai mide, khatdi panahpiu Amaziah niu chawang thiujiu pabam malin mide.
2KI.13.1	Judah maigu chawang Ahaziah nahpiu Joash niu mawangbo takum makai-je-sum tangboga Jehu nahpiu Jehoahaz niu Israel maigu chawang thiude khatdi Samaria ga takum kariu-je-chinniakiu mawang khaide. 
2KI.13.2	Pasuangga bamniubo Chawang Jeroboam kumjiu 
2KI.13.3	Sijengniu Israel maitu 
2KI.13.4	Sigasu Chawang Jehoahaz niu 
2KI.13.5	 niu Israel maileng jukhaipao khat langkhai bijiu, paniu Syria mai hang gasu, paliutu khenrang pithiu khaide, Sijengniu Israel mainiu masuang kumjiu agi-manaijiu lung khaide. 
2KI.13.6	Chiudi Israel maigu Chawang Jeroboam niu paliutu nuan ga jukhai diakbo tiense phutmi makge, sichiujiu paliuniu kamaobo kamjiu bamme khatdi Samaria ga charapui Asherah mengse khaibam kha-e.
2KI.13.7	Jehoahaz gu chaqon tongbo riphenmai ringiu, chaqon-kari kariu, khatdi chaphi rimai sang kariu ronna makjiu Jehoahaz khuga riphenmai kaki hamide, palamra Syria mai wangpiuniu tabuitu tao maluibo kumjiu kaki lamra kam maha mide.
2KI.13.8	Jehoahaz niu tenkhaibo tien hina khatdi patan-pahot hinase Israel maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.13.9	Pah shaijiu Samaria ga baikhai mide khatdi panahpiu Jehaosh niu chawang thiujiu pabam malin mide.
2KI.13.10	Judah maigu Chawang Joash niu mawangbo takum samriu-je-chinnia tangboga Jehoahaz nahpiu Jehoash niu Israel maigu chawang thiude, khatdi paniu Samaria ga takum kariu-je-charuk mawang khaide. 
2KI.13.11	Pahaidi 
2KI.13.12	Jehoash niu kammibo tien hina, Judah mai wangpiu Ahaziah tu chari thiubogu patan pahot hina Israel maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.13.13	Jehoash shaijiu Samaria ga bambo chawangmai rawga baikhai mide,khatdi panahpiu, niabo Jeroboam niu chawang thiujiu pabam malin mide.
2KI.13.15	Elisha niu chamtan pi-e, “Tavaipi nai pathu kasia khoiwanglo,” Jehoash niu khoiwangde, 
2KI.13.16	sise ketra kaden sulo chiujiu Elisha niu Jehoash tu dinde. Dinkhaibo kumjiu chawangniu kamde, khatdi Elisha niu chawang ben riga paben khaide. 
2KI.13.17	Sigasu, phaimiukakungniu dinbo saisuijiu Syria lamphan bambo kiranse chawangniu lepatle. “Tavaipise ketsulo!” chiujiu Elisha niu chamtan pikhaide. Chawangniu tavaipise ketgap chiuboga phaimiukakung siniu din-e, “Nang hai 
2KI.13.18	Sigasu Elisha niu chawangtu tavaithu kakibo khat khoilujiu, sise kadihga kakhiura dinkhaide. Chawangniu tavaithuse kakhiu lon sum khai lujiu tamide. 
2KI.13.19	Siniu Elisha lung kampom mide, khatdi Elisha niu chawang khuga din-e, “Nangniu kakhiu lon mangiu, charuk khai rabo-e, chiusai nangniu Syria maitu ngam masan siak lurabo-e; chiudi tuhoira nangniu Syria maitu ngamlon sum ronnna rabo-e.”
2KI.13.20	Elisha shaijiu baimide.
2KI.13.20	Takum machang Moab mainiu Israel maitu chari thiu-e. 
2KI.13.21	Pawan khat kashai baibambo wan ga, chari thiura ngutbo maitu ngaolujiu kashai pumse Elisha rawga taliang diakjiu maidungse pakmide. Kashaibo piu pumse Elisha ra hai niataogap chiuboga kashai pumse ringsujiu chapkhang-e.
2KI.13.22	Jehoahaz niu mawangbo tingga Syria maigu Chawang Hazael niu saomakjiu Israel maitu rejiu bamniu-e, 
2KI.13.23	chiudi 
2KI.13.24	Syria maigu Chawang Hazael niu shai miboga panahpiu Benhadad niu chawang thiude. 
2KI.13.25	Siga Israel maigu Chawang Jehoash niu Benhadad tu chari ngamlon sum lude khatdi papiu Jehoahaz niu mawangbo wan ga Benhadad niu lumibo namdi hina Jehoash niu malan-lan kam lude.
2KI.14.1	Israel maigu chawang Jehoahaz nahpiu Jehoash niu mawangbo takum nia tangboga Joash nahpiu Amaziah niu Judah maigu chawang thiude. 
2KI.14.2	Pagu takum makai-mangiu tangboga paniu chawang thiujiu takum makai-je-chakiu Jerusalem ga mawang khaide. Papui haira Jerusalem lamsu wangbo Jehoaddin chiu kubo-e. 
2KI.14.3	 niu palung kimrabo ngam paniu kamme. Chiudi papao chawang David kum makge; sibosung, papiu Joash niu kambo kumjiu padi kamme. 
2KI.14.4	Paniu charamengtu kahumbo rathak bamdung rathonmi makge, sichiujiu maidungniu sibo bamga rathak mania kadbo khatdi maruta rukhaijiu charathiubo ngam kam palunne.
2KI.14.5	Amaziah pumtan daogap chiuboga, papiu chawangtu kamshat mibo chakampaodung tu kamshat mide. 
2KI.14.6	Chiudi, paniu paliu nahmai tura kamshat makge, Mose gu tacheng-tajaiga 
2KI.14.7	Matai Ramjeng kubo bamga Amaziah niu Edom mai sang kariutu kamshat mide. Sela kubo namdise paniu chari thiubo ganiu haphun lude, khatdi sise Joktheel chiu kujiu tuhoi katang bamkha-e.
2KI.14.8	Sigasu Amaziah niu Israel maigu Chawang Jehoash tu angatjiu chari thiuraleng champaomai langkhai-e. 
2KI.14.9	Chiudi Chawang Jehoash niu pahangga bambo kumjiu champao pikhai lande: “Pawan khatga Lebanon Luongga bambo tathuphe khatniu cedar bang khattu champao khat langkhai-e: ‘Nanahpuitu anahpiu naoleng pilo.’ Siga nkan khao khatniu wanglujiu tathuphe situ taokao mide. 
2KI.14.10	Tuhoira Amaziah yo, nangniu Edom maitu ngam lude sijengniu nang hai chaliangboniu phuimide. Nazan tadbambo siniu naleng kabuibo thiujiu nakyga bam milo. Nariga khatdi namaidung riga kachariubo wangra ndeleng nang phiubam gulo?”
2KI.14.11	Chiudi Amaziah niu wadi nkingkhai makge, sijengniu Chawang Jehoash niu pamaidungtu majang lujiu Judah ga bambo Beth Shemesh ga Amaziah tu chari thiude. 
2KI.14.12	Amaziah gu riphendungtu ngamlude khatdi pagu riphendung hina paliu kylam pakkhai kam mide. 
2KI.14.13	Jehoash niu Amaziah tu maring minlujiu Jerusalem ga juwang mide khatdi chakhet kai khat kum thengbo, Ephraim rengmun gasu Kamik Rengmun tangbo namditu rengmagui nbambo rengse kampang mide. 
2KI.14.14	Paniu daolubo rangkang nai kachia hina charakyga bambo mania hina khatdi chawangkining ga bambo chakhiu-chalan hina khoilujiu Samaria lam wanglan mide. Paniu chamai khangsia tudi minlujiu wangmide.
2KI.14.15	Jehoash niu kamkhai mibo hina, Judah maigu Chawang Amaziah tu chari thiuboga patan-pahot pakhiangna jaojiu Israel maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.14.16	Jehoash shaijiu Samaria ga bambo chawangmai rawga baikhai mide, khatdi panahpiu niabo, Jeroboam niu chawang thiujiu pabam malin mide.
2KI.14.17	Israel maigu Chawang Jehoash niu shaimibo sai takum kariu-mangiu katang Amaziah niu Judah maigu chawang thiujiu lungkhai-e. 
2KI.14.18	Amaziah niu kamkhai mibo hina Judah maigu Chawangmai Ariakkhuangga raokhai bamme.
2KI.14.19	Jerusalem ga Amaziah tu kamshat raleng tathak thiubam di-e, sijengniu pah Lachish namdilam pakkhai mide, chiudi pagu mikremaidung siniu patu hamengjiu siga kamshat mide. 
2KI.14.20	Papumse chaqonniu Jerusalem ga phungwangjiu Chawang David gu namdiga chawangmai rawga baikhai mide. 
2KI.14.21	Judah maidungniu panahpiu takum kariu-je-charuk tangmibo Uzziah tu chawang pirun runkhaijiu chawang pithiu khaide. 
2KI.14.22	Papiu shai miboga Uzziah niu chari ngamjiu Elath thiusu lande.
2KI.14.23	Judah maigu chawang nahpiu Amaziah niu mawangbo takum kariu-je-mangiukiu tangboga Jehoash nahpiu niabo Jeroboam niu Israel maigu chawang thiude khatdi paniu Samaria ga takum atai-je-khatkiu mawang khaide. 
2KI.14.24	Paniu 
2KI.14.25	Paniu Israel maigu hamibo luongren pakhiangna tingpilam Hamath Pass ganiu tingrunlam Kashaibo Duipui katang lulan lude. Haise Gath Hepher lamsu wangbo Amittai nah 
2KI.14.26	Israel maigu magenthak, mai khatniudi paliutu nkha khaira habose 
2KI.14.27	Chiudi Israel maitu tingtheng leng kam maha mirabo hai 
2KI.14.28	Niabo Jeroboam niu kamkhai mibo ngamkam hina, chariga patan-pahot, khatdi dechiujiu Damascus lulan lulo chiubo, khatdi Hamath tu Israel mai ben ga malan khailan bilo chiubo pakhiangna Israel maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.14.29	Sichiujiu Jeroboam shaijiu chawangmai rawga baimide, khatdi panahpiu Zechariah niu chawang thiujiu pabam malin mide.
2KI.15.1	Israel maigu Chawang niabo Jeroboam niu mawangbo takum makai-je-chinnia tangboga, Amaziah nahpiu Uzziah niu Judah maigu chawang thiude. 
2KI.15.2	Pagu takum kariu-je-charuk tangboga pah chawang thiude, khatdi pah Jerusalem ga takum ringiu-je-niakiu chawang thiujiu mawang khai-e. Papuira Jerusalem lamsu wangbo Jekoliah chiu ku-e. 
2KI.15.3	Papiu saisuijiu, padi 
2KI.15.4	Chiudi charameng kahumbo bamra kam mahami makge, khatdi maidungniu sibo bamga charathiubo tien thiujiu khatdi maruta mataojiu kahumbo tien thiujiu bam palun-e. 
2KI.15.5	 niu Uzziah tu nphenbo rapot pi marakhaijiu, sise paringting loibo tangjiu parapot thiukhai-e. Patien pangam hina saodiakjiu, paronna chaky khatga lungkhaide siga panahpiu Jotham niu kadih hai thin khaide.
2KI.15.6	Uzziah niu kamkhai mibo hina Judah maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.15.7	Uzziah shai miboga David Namdi chawangmai rawga baikhaide, khatdi panahpiu Jotham niu chawang thiujiu pabam malin mide.
2KI.15.8	Judah maigu Chawang Uzziah niu mawangbo takum samriu-je-tachat tangboga niabo Jeroboam nahpiu Zechariah niu Israel maigu chawang thiude, khatdi Samaria ga chahiu charuk chawang thiujiu kadih thin khaide. 
2KI.15.9	Pasuangga lungkhai mibo mai kumjiu, padi 
2KI.15.10	Jabesh nahpiu Shallum niu Chawang Zechariah tu kam mahara mahim kamjiu Ibleam
2KI.15.11	Zechariah niu kamkhai mibo hina Israel maigu Chawangmai Ariakkhuangga raokhai bamme.
2KI.15.13	Judah maigu Chawang Uzziah niu mawangbo takum samriu-je-chakiu tangmiboga, Jabesh nahpiu Shallum niu Israel maigu chawang thiujiu Samaria ga chahiu khat mawang khaide.
2KI.15.14	Gadi nahpiu Menahem niu Tirzah lamsu Samaria ga wangjiu Shallum tu kamshat mide khatdi paniu chawang thiujiu Shallum bam malin mide. 
2KI.15.15	Shallum niu kamkhai mibo hina, pagu mahinbo ngamkam hinadi jaojiu Israel maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.15.16	Menahem niu Tirzah lamsu tad-taronwangbo pagu tabin npuiga, Tappuah namdi, khatdi siga lungbam maidung khatdi lung maguibambo kadihtu paniu kam maha mide, palamra sibo namdise pakhuga ngutmakge. Paniu pawon phungbo maipui won katangdi kampangjiu kamshat mide.
2KI.15.17	Judah maigu chawang Uzziah niu mawangbo takum samriu-je-chakiu tangmiboga Gadi nahpiu Menahem niu Israel maigu chawang thiude, sichiujiu Samaria ga takum kariu chawang thiujiu mawang khaide. 
2KI.15.18	Israel maitu nuan ga jukhaibo Nebat nahpiu Chawang Jeroboam gu kasabo jaise majaijiu, padi 
2KI.15.19	Assyria maigu wangdipiu Tiglath Pileser niu Israel maitu chari thiude khatdi Menahem niu rangkang taju sang samriu-je-madai khoilujiu pagu pumtan luthon mimakra chiujiu pakhuga pikhaide. 
2KI.15.20	Menahem niu Israel mai kalek kawibo mai hinaga rangkang ringngiu, ringngiu manomjiu khalu pikhaibo-e. Sijengniu Tiglath Pileser padihlam malan wang mide.
2KI.15.21	Menahem niu kamkhai mibo hina Israel maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.15.22	Pah shaijiu baimide siga panahpiu Pekahiah niu chawang thiujiu pabam malin mide.
2KI.15.23	Judah maigu Chawang Uzziah niu mawangbo takum ringiu tangmiboga, Menahem nahpiu Pekahiah niu Israel maigu chawang thiude, khatdi paniu Samaria ga takum nia chawang thiujiu mawang khaide. 
2KI.15.24	Padi, Nebat nahpiu Jeroboam gu kasabo jai saisuijiu, padi 
2KI.15.25	Pekahiah gu charipi khat Remaliah nahpiu Pekah niu riphenmai ringiutu Gilead lamsu majangwang Samaria gu n-lungbo charireng gasu Pekahiah-tu mahin kamshatra rangjiu Samaria maigu chawangkiningga Pekahiah tu kamshat mide, sichiujiu Pekah niu chawangbam malin mide.
2KI.15.26	Pekahiah niu kamkhai mibo hina Israel maigu Chawangmai Ariakkhuangga raokhai bamme.
2KI.15.27	Judah maigu chawang Uzziah niu mawangbo takum ringiu-je-niakiu tangmiboga, Remaliah nahpiu Pekah niu Israel maigu chawang thiude, sichiujiu paniu Samaria ga takum makai chawang thiujiu mawang khaide. 
2KI.15.28	Israel maitu nuan ga jukhaibo Nebat nahpiu Jeroboam gu kasabo jai alijiu paniu 
2KI.15.29	Pekah niu chawang thiubo wan ga Assyria maigu chawang Tiglath Pileser niu chari thiuboga, Ijon, Abel Beth Maakah, Janoah, Kedesh, khatdi Hazor namdidung hai lumide khatdi Gilead, Galilee khatdi Naphtali maigu luongriang hai lumide. Sichiujiu siga lungbam maitu Assyria lam kavang thiura jutad mide.
2KI.15.30	Judah maigu chawang Uzziah nahpiu Jotham niu mawangbo takum makai tangmiboga Elah nahpiu Hoshea niu chawang Pekah tu atungjiu kamshat mide, khatdi chawang thiujiu patu malin mide.
2KI.15.31	Pekah niu kamkhai mibo hina Israel maigu Chawang mai Ariakkhuangga raokhai bamme.
2KI.15.32	Israel maigu chawang Remaliah nahpiu Pekah niu mawangbo takum nia tangmiboga, Uzziah nahpiu Jotham niu pagu takum makai-mangiukiu tangboga Judah maigu chawang thiude, 
2KI.15.33	sichiujiu Jerusalem ga takum kariu-charukkiu mawang khaide. Papui hai Zadok napui, Jerusha si-e. 
2KI.15.34	Papiu Uzziah niu kambo kumjiu Jotham di 
2KI.15.35	Chiudi charameng kahumbo rathakbamra kampangmi makge, khatdi maidungniu sibo bamga charathiubo khatdi maruta mataojiu kahumbo tien thiubam kha-e. Charaky gu Tingpi Rengmun thiukhaibo piuse Jotham siniu-e.
2KI.15.36	Jotham niu kamkhai mibo hina Judah maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.15.37	Jotham niu chawang thiubo tingga 
2KI.15.38	Jotham shai miboga David namdigu chawangmai rawga baikhai mide, khatdi panahpiu Ahaz niu chawang thiujiu pabam malin mide.
2KI.16.1	Ramaliah nahpiu Pekah niu Israel maigu chawang thiujiu mawangbo takum kariu-je-chinnia tangboga Jotham nahpiu Ahaz niu Judah maigu chawang thiude. 
2KI.16.2	Pagu takum makai tangboga, paniu Jerusalem ga takum kariu-je-charukkiu chawang thiujiu mawang khaide. Papao Chawang David niu kamkhai mibo kawibo jaise para majai makge; sibo sung, 
2KI.16.3	khatdi Israel mai wangdunggu kasabo jaise majai mide. Israel mai masuangga bamniubo matai marengbo tiense kamjiu, 
2KI.16.4	Charameng kahumbo bamga, maluong riga, khatdi singbang hang machangga, Ahaz niu charathiujiu parim wibo matao khaide.
2KI.16.6	(Sibo wan-ga, Edom maigu wangpiuniu Elath namdise lulujiu, siga lungbambo Judah maitu hathon mide. khatdi tuhoi tangbo lung bamme). 
2KI.16.7	Assyria maigu wangdipiu Tiglath Pileser khuga haibo champao jaojiu Ahaz niu chamai langkhaide: “Ira navangpiu-e. Atu chari thiujiu bambo Syria mai nai Israel mai wang ben ganiu atu wangjiu gukhailo.” 
2KI.16.8	Ahaz niu Charakyga khatdi chawangkining ga kabambo kachia-rangkang hina, khoilujiu kalen thiujiu wangdipiu khuga pikhaide. 
2KI.16.9	Tiglath Pileser niu Ahaz niu kakhengbo chiukhai bijiu pagu riphendungtu puilujiu Damascus ga chari thiujiu Damascus lumide, Chawang Rezin tu kamshat mide, khatdi siga lungbam maitu kavang thiujiu Kir lam juwang mide.
2KI.16.10	Chawang Ahaz niu Damascus lam Wangdipiu Tiglath Pileser tu adaora tadboga rathakbam khat ngaolude, khatdi sikum gapbo rathakbam khat thiura singku Uriah tu langkhaide. 
2KI.16.11	Sijeng gasu Uriah niu Damascus lamsu dinwangbo rathakbam kumgap khat macha khaide, sise Ahaz niu malanwang makhaga sise macha loimide. 
2KI.16.12	Damascus lamsu pah malan wangboga rathakbamse machaloi diakbo Ahaz niu ngaode, 
2KI.16.13	siga paniu charathiujiu khaoring rukhaibo nai alin-tara kadpadbo, khatdi jaw liangkhaijiu kadpadbo khatdi aruanggu kadpadbo thiujiu tazai kajin khaibo tiense siga kam khaide. 
2KI.16.14	 khuga kadkhai mibo tanaagigu rathakbamse rathakbam kasanbo nai Charaky kakga bamme, sijengniu sibo rathakbamse Ahaz niu kasanbo rathakbam mung tingpilam sise kam khaide. 
2KI.16.15	Sigasu Uriah tu paniu chamtan pi-e, “Agu rathakbam kadibo haise maidungniu nsuan rukhaijiu kadkhai raleng, khatdi chawan-gu alin-tara kadkhai raleng, chawangniu khatdi maidungniu rukhaijiu kadpadbo khatdi maidungniu jaw liang khaiboga thinpiulo. Khaorui kamshat khaijiu kadkhaibo zai hina haiga majao khailo. Chiudi tataagigu rathakbam haira chara chunning phiuboga thinpiu rabo-e.” 
2KI.16.16	Chawang Ahaz gu chamtan saisuijiu Uriah niu kamkhaide.
2KI.16.18	Khatdi Assyria maigu wangdipiu chun pi kimkhai nibo jenggasu, Ahaz niu Charakyga bambo chawangbamse rathon mide khatdi Charakyga chawangniu ngutbo kamundi kham mide.
2KI.16.19	Chawang Ahaz niu kamkhai mibo hina Judah maigu Chawangmai Ariakkhuangga raokhai bamme. 
2KI.16.20	Ahaz shaimiboga David namdi chawangmai rawga baikhai mide khatdi panahpiu Hezekiah niu chawang thiujiu pabam malin mide.
2KI.17.1	Judah maigu Chawang Ahaz niu mawangbo takum kariu-je-niakiu tangboga, Elah nahpiu Hoshea niu Israel maigu chawang thiude, sichiujiu paniu Samaria ga takum chakiu mawang khaide. 
2KI.17.2	Padi 
2KI.17.3	Assyria maigu Wangdipiu Shalmaneser niu patu atungjiu chari thiu-e, siga Hoshea niu Shalmaneser khuga ngutkhai mide sichiujiu takum machang pakhuga ramkha pide. 
2KI.17.4	Chiudi pawan khatga Hoshea niu Egypt maigu chawang khuga champao maitu langkhaijiu patu nkha khaira kheng-e, khatdi takumgu ramkha thiujiu Assyria mai khuga pita mide. Haise Shalmaneser niu silujiu Hoshea tu minlu kavangkyga khai mide.
2KI.17.5	Shalmaneser niu Israel maitu chari thiujiu Samaria sutlude. Samaria tu ngamlubo takum sum tangmiboga, 
2KI.17.6	Hoshea niu mawangbo takum chakiu tangmiboga, Assyria maigu wangdipiuniu Samaria tu haphun lude, Israel maidungtu kavang thiujiu Assyria lam jutad mide khatdi khangsiatu Halah namdiga, khangsiatu Gozan kadihga bambo Habor Giu mungga khatdi khangsiatu Media namdidungga pilung khai mide.
2KI.17.7	Samaria kaomibo lamra Egypt mai wang ben ganiu paliutu gukhaibibo khatdi Egypt ganiu paliutu jupad khai bibo 
2KI.17.8	pamaidungniu wangbo tingga hathon mibo maidunggu tajai saisui mibo-e, khatdi Israel maigu chawangdunggu tajaise lukhai mibo-e. 
2KI.17.9	Israel mainiu namdi pakhiangna, siamthubo ganiu sujiu dithubo namdi katang majimakbo ratu kahumbo bam thiukhai mide. 
2KI.17.10	Maluongri hinaga khatdi paniu kengbo singbang hang hinaga tatu tiangdung khatdi charapui Asherah meng kam khaide, 
2KI.17.11	sichiujiu maidungniu kambo kumjiu paliudi majimakbo rathak bamdungga parim wibo matao khaide, 
2KI.17.12	sichiujiu charameng kahum tulo chiubo 
2KI.17.14	Chiudi paliuniu majai makge; 
2KI.17.15	 niu katikhaibose paliuniu suimakge, paliu pao-pehmai khuga paniu ladriat thiukhaibo situ paliu lukhai makge, khatdi paniu kachan khaibo situ paliu chakhuang thiumakge. Paliuniu pageng habo ramengtu kahum mide, sichiujiu paliu hai pageng kahabo mai thiu mide, lungmagui bambo, 
2KI.17.16	Paliuniu 
2KI.17.17	Paliuniu paliu nahpiudungtu khatdi paliu nahpuidungtu majimakbo radung leng maring rujiu kadkhaide; paliuniu chamang phungbo, chabenriat khanbo, khatdi 
2KI.17.18	 niu Israel maitu palung pommide, khatdi Judah maigu chawangdihtu ronna masiak khai lujiu, paliutu pamasuang gasu luthon kam mide.
2KI.17.19	Chiudi Judah maidi 
2KI.17.20	 niu Israel maitu thon mide, paliutu sajai pikhaide khatdi paliutu kam maha makthen kasabo mikremai ben ga pikhai mide.
2KI.17.22	Paliuniu Jeroboam saisui mide khatdi paniu kamkhai mibo nuan hinase ali mide. 
2KI.17.23	 niu pavangmai phaimiukakungdung khuga kamkhaira dinkhai mibo kum, paniu paliutu pasuang gasu hathon mide. Sijengniu Israel maitu Assyria lam kavang leng jutad mide, sichiujiu siga paliu lungmide.
2KI.17.24	Assyria mai wangdipiuniu Babylon, Cuth, Ivvah, Hamath khatdi Sepharvaim namdidungga lungbam maidungtu pijiu chari ganiu minwang mibo Israel mai niu lungbam niubo bam, Samaria gu namdidungga pi lungkhai mide. Sibo namdidungse paliuniu sutlujiu papao thiujiu lungmide. 
2KI.17.25	Siga paliu lung karaibo tinggara 
2KI.17.26	Assyria maigu wangdipiu khuga haichiujiu dinkhaide, paniu Samaria ga pilung khaibo maidung hai, sibo kadihga bambo racheng simakge, sijengniu Tingwang niu ndongqui langkhaijiu paliutu kamshat bambo-e. 
2KI.17.27	Sijeng gasu wangdipiuniu chamtan pi-e: “Aliuniu kavang thiujiu minwangbo singkudung rong ganiu mai khattu langkhaijiu, sibo kadihga bambo rachenggu tajaise paliutu kati khaira langkhaijiu siga pilung milo.” 
2KI.17.28	Sijengniu Israel maigu singku Samaria ganiu hathon mibo maitu Bethel ga langkhaide, siga 
2KI.17.29	Chiudi Samaria ga lungbam maise paliugu charameng machalujiu, Israel mainiu machadiakbo rathak bamdung gase khaide. Paphom-phomgu ramengse siga bammainiu macha sude: 
2KI.17.30	Babylon mainiu Succoth Benoth ramengdung macha mide, Cuth mainiu Nergal ramengdung macha mide, Hamath mainiu Ashima ramengdung macha mide. 
