GEN.1.1	Er penn-kentañ, Doue a grouas an neñvoù hag an douar. 
LEV.22.22	Ne ginnigot ket unan dall, pe mac'hagn, pe muturniet, pe goloet a c'houlioù, pe galus, pe gant un darouedenn; ne reot ket war an aoter ur prof dre an tan d'an 
LEV.22.23	Un ejen pe un oan gant un ezel bennak re hir pe re verr a c'hello kinnig evel prof a youl vat, met ne vo ket degemeret evit ur gouestl. 
LEV.22.24	Ne ginnigot ket d'an 
LEV.22.25	Ne gemerot ket eus daouarn an diavaezidi un hevelep loen evit e ginnig evel boued ho Toue, rak e namm a zo ur si ennañ, ha ne vo ket degemeret. 
LEV.22.26	An 
LEV.22.27	Pa c'hano ul leue pe un oan pe ur menn-gavr, e vo seizh devezh gant e vamm; adalek an eizhvet devezh ha d'an devezhioù war-lerc'h, e vo kavet mat evel prof graet dre an tan d'an 
LEV.22.28	Pe loened bras pe loened bihan, ne lazhot ket ul loen hag e golen en hevelep deiz. 
LEV.22.29	Pa ginnigot un aberzh a drugarekadennoù d'an 
LEV.22.30	Debret e vo da zeiz an aberzh, ne vo lezet mann dioutañ betek ar beure. Me eo an 
LEV.22.31	Mirout a reot va gourc'hemennoù hag e reot hervezo. Me eo an 
LEV.22.32	Ne zisakrot ket va anv santel, met e vin santelaet e-touez mibien Israel. Me eo an 
LEV.22.33	hag en deus tennet ac'hanoc'h eus bro Ejipt evit bezañ ho Toue. Me eo an 
LEV.23.1	An 
LEV.23.2	Komz da vibien Israel ha lavar: Gouelioù an 
LEV.23.3	Al labour a vo graet e-pad c'hwec'h devezh, met er seizhvet devezh e vo ar sabad-diskuizh, bez' e vo ur c'hengalv santel. Ne reot labour ebet, sabad an 
LEV.23.4	Setu gouelioù an 
LEV.23.5	D'ar miz kentañ, d'ar pevarzekvet deiz eus ar miz, etre an daou abardaez, e vo Pask an 
LEV.23.6	D'ar pemzekvet deiz eus ar miz e vo gouel ar bara hep goell evit an 
LEV.23.7	D'an deiz kentañ e vo ur c'hengalv santel, ne reot labour-mevel ebet. 
LEV.23.8	Kinnig a reot d'an 
LEV.23.9	An 
LEV.23.10	Komz da vibien Israel ha lavar: Pa viot aet er vro a roan deoc'h ha ma reot an eost enni, e tegasot d'an aberzhour ur feskenn eus frouezh kentañ hoc'h eost. 
LEV.23.11	Hejañ a raio evel ur prof ar feskenn dirak an 
LEV.23.12	Da zeiz ma hejot ar feskenn, e kinnigot un oan disi eus ur bloaz evel loskaberzh d'an 
LEV.23.13	ha gantañ un donezon a ziv dekvedenn a flour bleud mezet gant eoul, ur prof graet dre an tan, ur c'hwezh dudius d'an 
LEV.23.14	Ne zebrot na bara na tañvouezennoù rostet pe friket betek an deiz-se, betek ma tegasot ar prof d'ho Toue. Ur reolenn beurbadus eo evidoc'h a rummadoù da rummadoù, en hoc'h holl chomlec'hioù. 
LEV.23.15	Kontañ a reot, da vont eus an deiz war-lerc'h ar sabad, adalek an deiz m'ho po degaset ar feskenn da hejañ evel ur prof, seizh sabad leun. 
LEV.23.16	Kontañ a reot hanter-kant devezh betek an deiz war-lerc'h ar seizhvet sabad, hag e kinnigot ur prof nevez d'an 
LEV.23.17	Eus ho chomlec'hioù e tegasot daou vara evit o hejañ evel ur prof; bez' e vint a zaou dekvedenn a flour bleud, poazhet gant goell; ar re-se eo frouezh kentañ d'an 
LEV.23.18	Gant ar baraoù, e kinnigot seizh oan disi eus ur bloaz, ur c'hole yaouank ha daou dourz; bez' e vint ul loskaberzh d'an 
LEV.23.19	Kinnig a reot ur bouc'h evit an aberzh-dic'haouiñ, ha daou oan eus ur bloaz evit an aberzh a drugarekadennoù. 
LEV.23.20	An aberzhour a hejo anezho evel ur prof dirak an 
LEV.23.21	Er memes deiz-mañ ec'h embannot e vo ur c'hengalv santel; ne reot labour-mevel ebet. Ur reolenn beurbadus e vo evidoc'h a rummadoù da rummadoù, en hoc'h holl chomlec'hioù. 
LEV.23.22	Pa reot an eost en ho pro, ne echui ket da vediñ penn da bark ha ne zastumi ket ar pezh a vo manet da zañvouesa en da eost. Lezel a ri kement-se evit ar paour hag evit an diavaeziad. Me eo an 
LEV.23.23	An 
LEV.23.24	Komz da vibien Israel ha lavar: D'ar seizhvet miz, d'an deiz kentañ eus ar miz, ho po un diskuizh, un eñvor embannet gant son an trompilhoù, ur c'hengalv santel. 
LEV.23.25	Ne reot labour-mevel ebet hag e kinnigot d'an 
LEV.23.26	An 
LEV.23.27	D'an dekvet deiz eus ar seizhvet miz-se e vo an deiz-pardon; bez' ho po ur c'hengalv santel, ec'h izelaiot hoc'h eneoù, hag e kinnigot d'an 
LEV.23.28	Ne reot labour ebet en deiz-se, rak deiz-pardon e vo, graet e vo an dic'haou evidoc'h dirak an 
LEV.23.29	Pep den n'en em izelaio ket en deiz-se a vo lamet eus e bobl. 
LEV.23.30	Pep den a raio ul labour bennak en deiz-se, me a zistrujo anezhañ a-douez e bobl. 
LEV.23.31	Ne reot labour ebet. Ur reolenn beurbadus eo evidoc'h a rummadoù da rummadoù, en hoc'h holl chomlec'hioù. 
LEV.23.32	Bez' e vo evidoc'h ur sabad-diskuizh, hag ec'h izelaiot hoc'h eneoù; d'an navet deiz eus ar miz da noz, eus un noz da un noz all, e lidot ar sabad. 
LEV.23.33	An 
LEV.23.34	Komz da vibien Israel ha lavar: D'ar pemzekvet deiz eus ar seizhvet miz-se, e vo gouel al logelloù evit an 
LEV.23.35	D'an deiz kentañ e vo ur c'hengalv santel, ne reot labour-mevel ebet. 
LEV.23.36	E-pad seizh devezh e kinnigot d'an 
LEV.23.37	Ar re-se eo gouelioù an 
LEV.23.38	Ouzhpenn-se e virot sabadoù an 
LEV.23.39	D'ar pemzekvet deiz eus ar seizhvet miz, pa ho po dastumet madoù an douar, e reot ur gouel d'an 
LEV.23.40	D'an deiz kentañ e kemerot frouezh eus ar gwez kaerañ, brankoù palmez, skourroù gwez bodennek hag haleg eus ar stêrioù, hag en em laouenaiot e-pad seizh devezh dirak an 
LEV.23.41	Ober a reot ar gouel-se d'an 
LEV.23.42	E-pad seizh devezh e chomot dindan logelloù; an holl henvroidi en Israel a chomo dindan logelloù, 
LEV.23.43	evit ma ouezo ho tiskennidi penaos em eus lakaet mibien Israel da chom dindan logelloù pa em eus tennet anezho eus bro Ejipt. Me eo an 
LEV.23.44	Neuze Moizez a zisklêrias da vibien Israel gouelioù an 
LEV.24.1	An 
LEV.24.2	Gourc'hemenn da vibien Israel ma tegasint dit eoul glan olivez friket evit ar c'hantolor, abalamour da zerc'hel al lampoù enaouet dalc'hmat. 
LEV.24.3	Er-maez eus ar ouel a zo dirak an Testeni, e teltenn an engalv, e ficho anezhañ Aaron adalek an abardaez betek ar beure, dirak an 
LEV.24.4	Fichañ a raio al lampoù war ar c'hantolor glan dirak an 
LEV.24.5	Kemer a ri flour bleud hag e poazhi gantañ daouzek gwastell; pep gwastell a vo a ziv dekvedenn. 
LEV.24.6	O lakai e div renkad, c'hwec'h dre renkad, war an daol c'hlan dirak an 
LEV.24.7	Lakaat a ri ezañs glan war bep renkad, hag e vo un eñvor war ar bara, evel ur prof graet dre an tan d'an 
LEV.24.8	Bep deiz sabad e vo fichet ar baraoù-mañ dirak an 
LEV.24.9	Bez' e vint evit Aaron hag e vibien, hag o debriñ a raint el lec'h santel, rak e vo un dra santel-meurbet e-touez ar profoù graet dre an tan d'an 
LEV.24.10	Mab ur vaouez Israelat, hag a oa mab d'un den Ejipsian, a zeuas er-maez e-kreiz mibien Israel. Ha mab ar vaouez Israelat-se en em gannas er c'hamp gant un den Israelat. 
LEV.24.11	Mab ar vaouez Israelat a vallozhas anv an 
LEV.24.12	Lakaet e voe er prizon betek ma voe disklêriet urzh an 
LEV.24.13	An 
LEV.24.14	Degas ar mallozher er-maez eus ar c'hamp, ha ma lakaio ar re o deus e glevet o daouarn war e benn; an holl vodadenn a veinataio anezhañ. 
LEV.24.15	Komz a ri da vibien Israel hag e lavari: Piv bennak a villigo e Zoue a zougo e bec'hed. 
LEV.24.16	An hini a vallozho anv an 
LEV.24.17	An hini a skoio un den d'ar marv, a vo lakaet d'ar marv. 
LEV.24.18	An hini a skoio ul loen d'ar marv, a roio unan all, buhez evit buhez. 
LEV.24.19	Pa raio un den ur gouli d'e nesañ, e vo graet dezhañ evel m'en devo graet, 
LEV.24.20	torr evit torr, lagad evit lagad, dant evit dant, graet e vo dezhañ an hevelep gouli m'en devo graet da un den all. 
LEV.24.21	An hini en devo lazhet ul loen, a roio unan all, met an hini en devo lazhet un den, a vo lakaet d'ar marv. 
LEV.24.22	Un hevelep barnedigezh ho po, an diavaeziad a vo evel an henvroad. Me eo an 
LEV.24.23	Moizez a gomzas da vibien Israel, kas a rejont ar mallozher er-maez eus ar c'hamp, hag e veinatajont anezhañ. Mibien Israel a reas evel m'en doa gourc'hemennet an 
LEV.25.1	An 
LEV.25.2	Komz da vibien Israel ha lavar: Pa viot aet er vro a roan deoc'h, an douar en devo ur sabad evit an 
LEV.25.3	E-pad c'hwec'h vloaz e hadi da bark, e-pad c'hwec'h vloaz e troc'hi da winieg hag e tastumi ar frouezh anezho, 
LEV.25.4	met ar seizhvet bloaz a vo sabad an diskuizh d'an douar, ur sabad evit an 
LEV.25.5	ne vedi ket ar pezh a gresko anezhañ e-unan eus ar greun kouezhet e-pad an eost, ne zastumi ket ar rezin eus da winieg digempenn, rak ur bloavezh a ziskuizh e vo evit an douar. 
LEV.25.6	Sabad an douar a vo ho poued, dit, da'z servijer, da'z matezh, da'z tevezhour, d'an diavaeziad a zo o chom ganit, 
LEV.25.7	da'z loened ha d'an anevaled a vo en da vro. Debret e vo eus an holl bezh taolet gant an douar. 
LEV.25.8	Kontañ a reot seizh sabad bloavezhioù, seizh gwech seizh vloaz, ha padelezh ar seizh sabad-se a vloavezhioù a raio nav bloaz ha daou-ugent. 
LEV.25.9	Hag e lakai an drompilh da seniñ skiltr d'an dekvet deiz eus ar seizhvet miz; d'an deiz-pardon e lakaiot an drompilh da seniñ dre hoc'h holl vro. 
LEV.25.10	Santelaat a reot an hanter-kantvet bloaz hag ec'h embannot frankiz er vro evit hec'h holl dud. Bez' e vo evidoc'h ar jubile, hag e tistroio pep hini ac'hanoc'h en e berc'henniezh hag e tistroio pep hini ac'hanoc'h en e diegezh. 
LEV.25.11	An hanter-kantvet bloavezh a vo evidoc'h ar jubile; ne hadot ket ha ne vedot ket ar pezh a gresko, ne zastumot ket ar winieg digempenn, 
LEV.25.12	rak ar jubile e vo, santel e vo evidoc'h. Debret e vo eus an holl bezh taolet gant ar parkeier. 
LEV.25.13	Er bloaz-se eus ar jubile, e tistroio pep hini ac'hanoc'h en e berc'henniezh. 
LEV.25.14	Mar gwerzhit d'ho nesañ pe mar prenit digant ho nesañ, ne raio hini ac'hanoc'h gaou ouzh unan all. 
LEV.25.15	Prenañ a ri digant da nesañ hervez an niver a vloavezhioù tremenet abaoe ar jubile, hag eñ a werzho dit hervez an niver eus ar bloavezhioù a c'hounid. 
LEV.25.16	Hervez ma vo muioc'h a vloavezhioù e kreski ar priz, hervez ma vo nebeutoc'h a vloavezhioù e vihanai ar priz, rak niver an eostoù eo a werzh dit. 
LEV.25.17	Hini ac'hanoc'h ne raio gaou ouzh unan all, doujañ a ri da Zoue. Me eo an 
LEV.25.18	Ober a reot hervez va reolennoù, mirout a reot va barnedigezhioù hag e reot hervezo, hag e chomot e surentez er vro. 
LEV.25.19	Ar vro a roio e frouezh, ho kwalc'h a zebrot hag e chomot e surentez. 
LEV.25.20	Hag e lavarot: Petra a zebrimp er seizhvet bloaz, ma ne hadomp ket ha ma ne zastumomp ket hon eost? 
LEV.25.21	Kas a rin va bennozh e-pad ar c'hwec'hvet bloaz, hag e roio deoc'h eost evit tri bloaz. 
LEV.25.22	Hag e hadot d'an eizhvet bloaz, hag e tebrot eus an eost kozh betek an navet bloaz; betek ma vo deuet an eost, e tebrot eus an hini kozh. 
LEV.25.23	An douar ne vo ket gwerzhet da viken, rak an douar a zo din; em zi emaoc'h, evel diavaezidi hag evel ostizidi. 
LEV.25.24	En holl vro a vo deoc'h e lakaiot un daspren evit an douar. 
LEV.25.25	Mar deu da vreur da vezañ paour ha mar gwerzh ul lodenn eus e berc'henniezh, ha mar deu e gar nesañ da zasprenañ, ec'h adpreno ar pezh en devo gwerzhet e vreur. 
LEV.25.26	Ma n'en deus ket un den unan bennak a c'hellfe dasprenañ, ha mar dastum e-unan peadra d'ober e zaspren, 
LEV.25.27	e konto ar bloavezhioù abaoe ar werzh hag e roio an dreistad d'an den en deus gwerzhet dezhañ, hag e tistroio en e berc'henniezh. 
LEV.25.28	Ma ne gav ket ar pezh a zo ret evit e reiñ dezhañ, an dra werzhet a chomo etre daouarn an hini en deus e brenet betek bloaz ar jubile. D'ar jubile, ez aio hemañ er-maez hag e tistroio en e berc'henniezh. 
LEV.25.29	Mar gwerzh un den un ti-annez en ur gêr serret gant mogerioù, e c'hello e zasprenañ betek diwezh ar bloaz goude ar werzh; e-pad ur bloavezh leun e c'hello dasprenañ. 
LEV.25.30	Ma n'eo ket dasprenet a-raok diwezh ur bloavezh leun an ti-mañ hag a zo en ur gêr serret gant mogerioù, e chomo da viken d'ar prener ha d'e ziskennidi; ne d-aio ket er-maez gant ar jubile. 
LEV.25.31	Tiez ar c'hêriadennoù n'int ket serret gant mogerioù a vo kontet evel parkoù war ar maez; bez' e c'hellint bezañ dasprenet, hag ar prener a yelo kuit gant ar jubile. 
LEV.25.32	Diwar-benn kêrioù al Levited ha tiez ar c'hêrioù a vo dezho, al Levited a c'hello o daspren da viken. 
LEV.25.33	An hini a breno digant al Levited, a yelo er-maez eus an ti gwerzhet hag er-maez eus kêr e berc'henniezh gant ar jubile, rak tiez kêrioù al Levited a zo o zra e-touez mibien Israel. 
LEV.25.34	Ar parkeier en-dro d'o c'hêrioù ne vint ket gwerzhet, rak o zra eo da viken. 
LEV.25.35	Mar deu da vreur da vezañ paour hag ez a e draoù war fallaat en da gichen, e sikouri anezhañ, ha pa vefe un diavaeziad pe un ostiziad, evit ma vevo en da gichen. 
LEV.25.36	Ne denni dioutañ na kampi na uzurerezh, doujañ a ri da Zoue, ha da vreur a vevo en da gichen. 
LEV.25.37	Ne bresti ket da arc'hant war gampi ha ne bresti ket da voued war uzurerezh. 
LEV.25.38	Me eo an 
LEV.25.39	Mar deu da vreur da vezañ paour en da gichen hag en em werzh dit, ne lakai ket anezhañ da labourat evel ur sklavour. 
LEV.25.40	Bez' e vo ganit evel un devezhour, evel un ostiziad, hag e servijo ac'hanout betek bloaz ar jubile. 
LEV.25.41	Neuze ez aio kuit eus da di, eñ hag e vibien gantañ, hag e tistroio d'e diegezh, e perc'henniezh e dadoù. 
LEV.25.42	Va servijerien ez int, am eus tennet eus bro Ejipt, ha ne vint ket gwerzhet evel ma werzher ur sklavour. 
LEV.25.43	Ne vestrogni ket anezhañ gant ruster, doujañ a ri da Zoue. 
LEV.25.44	Diwar-benn ar sklavourien hag ar mitizhien a vo dit, dont a raint eus ar pobloù a vo en-dro deoc'h; diouto eo e prenot sklavourien ha mitizhien. 
LEV.25.45	Gallout a reot prenañ diouzh mibien an diavaezidi a vo o chom en ho touez, ha diouzh o ziegezh o devo engehentet en ho pro, hag e vint ho perc'henniezh. 
LEV.25.46	O lezel a reot da hêrezh d'ho pugale war ho lerc'h, hag e resevint anezho evel perc'henniezh; bez' e vint ho sklavourien da viken. Met diwar-benn ho preudeur, mibien Israel, n'en em vestroniot ket gant ruster an eil egile. 
LEV.25.47	Pa zeuio un diavaeziad pe an hini o chom ganit da vezañ pinvidik, hag e teuio da vreur da vezañ paour en e gichen hag en em werzho d'an diavaeziad pe d'an hini a zo o chom ganit pe d'un diskennad eus an diavaeziad, 
LEV.25.48	goude bezañ en em werzhet, unan eus e vreudeur a c'hello e zasprenañ, 
LEV.25.49	e eontr pe ur mab d'e eontr pe unan eus e gerent nesañ a c'hello e zasprenañ, pe e c’hello en em zasprenañ e-unan mar dastum peadra d'henn ober. 
LEV.25.50	Kontañ a raio gant an hini en deus e brenet, abaoe ar bloaz ma'z eo en em werzhet dezhañ betek bloaz ar jubile, hag ar priz da baeañ a vo hervez niver ar bloavezhioù, hervez an amzer ma'z eo bet devezhour gantañ. 
LEV.25.51	Ma ez eus c'hoazh kalz a vloavezhioù, e paeo e zaspren hervezo, rak prenet eo bet evito. 
LEV.25.52	Mar chom nebeut a vloavezhioù betek bloaz ar jubile, e konto gantañ, hag hervez ar bloavezhioù-se e rento priz e zaspren. 
LEV.25.53	Bez' e vo evel ur mevel a-hed ar bloaz ha ne vo ket mestroniet gant ruster dirak da zaoulagad. 
LEV.25.54	Ma n'eo ket dasprenet ebet, ez aio kuit da vloaz ar jubile, eñ hag e vibien gantañ. 
LEV.25.55	Rak din-me eo mibien Israel sklavourien, bez' ez int va sklavourien am eus tennet eus bro Ejipt. Me eo an 
LEV.26.1	Ne reot deoc'h idol ebet, ne savot na skeudenn kizellet na delwenn, ne lakaiot ket a vaen gant tresadennoù livet en ho pro, evit en em stouiñ dirazo. Me eo an 
LEV.26.2	Mirout a reot va sabadoù hag ec'h enorot va santual. Me eo an 
LEV.26.3	Mar kerzhit hervez va reolennoù ha mar mirit va gourc'hemennoù ha grit hervezo, 
LEV.26.4	me a roio deoc'h ar glav en amzer dereat, an douar a roio e genderc'h ha gwez ar parkeier a roio o frouezh, 
LEV.26.5	dornerezh ar greun a bado ganeoc'h betek ar vendem, hag ar vendem betek an here; debriñ a reot bara d'ho kwalc'h hag e chomot e surentez en ho pro; 
LEV.26.6	me a lakaio peoc'h er vro hag e kouskot hep bezañ spouronet, kas a rin kuit al loened fall eus ar vro hag ar c'hleze ne dremeno ket en ho pro; 
LEV.26.7	redek a reot war-lerc'h hoc'h enebourien hag e kouezhint dirazoc'h dre ar c'hleze, 
LEV.26.8	pemp ac'hanoc'h a redo war-lerc'h kant ha kant ac'hanoc'h a redo war-lerc'h dek mil, hoc'h enebourien a gouezho dirazoc'h dre ar c'hleze; 
LEV.26.9	me a sello ouzhoc'h, me a raio deoc'h frouezhus hag a lakaio ac'hanoc'h da greskiñ, hag e virin va emglev ganeoc'h; 
LEV.26.10	debriñ a reot eus an eostoù kozh, hag e kasot er-maez ar re gozh evit ober lec'h d'ar re nevez; 
LEV.26.11	hag e lakain va chomlec'h en ho touez, ha va ene n'en devo ket euzh ouzhoc'h; 
LEV.26.12	kerzhout a rin en ho touez; bez' e vin ho Toue hag e viot va fobl. 
LEV.26.13	Me eo an 
LEV.26.14	Met ma ne selaouit ket ac'hanon ha ma ne rit ket hervez an holl c'hourc'hemennoù-mañ, 
LEV.26.15	mar disprizit va reolennoù, mar en deus hoc'h ene euzh ouzh va barnedigezhioù, evit tremen hep heuliañ va gourc'hemennoù hag evit terriñ va emglev, 
LEV.26.16	setu amañ neuze ar pezh a rin deoc'h: Lakaat a rin ar spont da zont warnoc'h, an diviañs hag an derzhienn, hag e kuzumint ho taoulagad hag e skuizhint hoc'h ene; hadañ a reot en aner ho had rak hoc'h enebourien en debro; 
LEV.26.17	me a lakaio va dremm a-enep deoc'h, pilet e viot gant hoc'h enebourien, ar re a gasa ac'hanoc'h ho mestronio hag e tec'hot hep den o redek war ho lerc'h. 
LEV.26.18	Ma ne'm selaouit ket en desped da-se, e kastizin ac'hanoc'h seizh gwech mui abalamour d'ho pec'hedoù, 
LEV.26.19	hag e frikin ourgouilh ho kalloud. Lakaat a rin ho neñv evel houarn hag ho touar evel arem. 
LEV.26.20	Ho nerzh a faezho en aner, an douar ne roio ket e genderc'h ha gwez ar parkeier ne roio ket o frouezh. 
LEV.26.21	Mar kerzhit a-enep din ha ma ne fell ket deoc'h va selaou, e kastizin ac'hanoc'h seizh gwech muioc'h hervez ho pec'hedoù, 
LEV.26.22	kas a rin a-enep deoc'h al loened gouez a skrapo ho pugale, a zistrujo ho chatal, a nebeutaio ac'hanoc'h, hag e vo didud ho hentoù. 
LEV.26.23	Ma ne zifaziit ket ha ma kerzhit c'hoazh a-enep din, 
LEV.26.24	e kerzhin ivez a-enep deoc'h hag e skoin warnoc'h seizh gwech mui abalamour d'ho pec'hedoù. 
LEV.26.25	Hag e kasin warnoc'h ar c'hleze a veñjo va emglev; pa en em zastumot en ho kêrioù, e kasin ar vosenn en ho touez hag e viot roet etre daouarn an enebour. 
LEV.26.26	Pa dorrin deoc'h bazh ar bara, dek gwreg a boazho bara en ur forn hepken hag a roio deoc'h ho para dre bouez, hag e tebrot ha n'ho po ket ho kwalc'h. 
LEV.26.27	Ma ne'm selaouit ket en desped da-se ha ma kerzhit c'hoazh a-enep din, 
LEV.26.28	e kerzhin ivez a-enep deoc'h hag e kastizin ac'hanoc'h seizh gwech mui abalamour d'ho pec'hedoù. 
LEV.26.29	Debriñ a reot kig ho mibien ha debriñ a reot kig ho merc'hed, 
LEV.26.30	me a zistrujo hoc'h uhellec'hioù hag e tiskarin ho peulioù, hag e lakain ho korfoù marv war gorfoù marv hoc'h idoloù, ha va ene en devo euzh ouzhoc'h. 
LEV.26.31	Lakaat a rin ho kêrioù didud, distrujañ a rin ho santualioù ha ne ruflin ken c'hwezh hoc'h ezañs, 
LEV.26.32	dismantrañ a rin ar vro, kement ken e vo souezhet hoc'h enebourien a chomo enni, 
LEV.26.33	hag ho stlabezin e-touez ar broadoù hag e tennin ar c'hleze war ho lerc'h. Ho pro a vo dismantret hag ho kêrioù didud. 
LEV.26.34	Neuze an douar en em akuito eus e zeizioù sabad e-pad ma vo gwastet hag e-pad ma viot e bro hoc'h enebourien; neuze an douar a ziskuizho hag en em akuito eus e zeizioù sabad. 
LEV.26.35	Keit ha ma vo gwastet, e tiskuizho, abalamour ma n'en doa ket diskuizhet e-pad ho teizioù sabad, pa oac'h o chom warnañ. 
LEV.26.36	Ar re ac'hanoc'h a chomo bev, e tiekain o c'halonoù e broioù o enebourien; trouz un delienn hejet o argaso, tec'hout a raint evel ma tec'her dirak ar c'hleze hag e kouezhint hep den o redek war o lerc'h; 
LEV.26.37	kouezhañ a raint an eil war egile evel dirak ar c'hleze, hep den o redek war o lerc'h. Ne c'hellot ket kenderc'hel dirak hoc'h enebourien, 
LEV.26.38	mont a reot da goll e-touez ar broadoù ha bro hoc'h enebourien a lonko ac'hanoc'h. 
LEV.26.39	Ar re ac'hanoc'h a chomo bev a zizerio en abeg d'o direizhder e broioù o enebourien, hag e tizeriint ivez en abeg da zireizhder o zadoù. 
