MAT.1.1	Абраһамай үри һадаһан болохо Давидай үри һадаһан Иисус Христосой уг гарбалынь иимэ:
LUK.16.25	„Хүүгэмни, наһан соогоо хамаг баяр жаргал эдлэһэнээ, харин Лазариин хара муу байдал үзэһыень һаныш. Мүнөө тэрэшни эндэ амаруулагдаба, харин ши зоболон эдлэжэ байнаш. 
LUK.16.26	Гэбэ яабашье эндэһээ шамда ошохо гэгшэдэй хүрэхын аргагүй, тэндэһээ манда ерэхэ гэгшэдэй ерэхын аргагүй оёоргүй гүнзэгы ганга жалга хоорондомнай байна“, – гэжэ Абраһам хэлэбэ. 
LUK.16.27	Тиихэдэнь тамын амитан: „Тиигэбэл Абраһам, үбгэ эсэгэмни, та Лазариие абындамни эльгээжэ хайрлыт даа. 
LUK.16.28	Тэндэмни табан дүүмни үлэһэн юм: тэдэнииемни нам шэнги тамын газарта орохогүйень һэргылэг лэ“, – гэбэ. 
LUK.16.29	Тиихэдэнь: „Дүүнэртэшни Моисейн болон лүндэншэдэй һэргылэмжэ бии ха юм: тэдэнэйнгээ хэлэһые дүүнэршни дуулажа байг лэ“, – гэжэ Абраһам хэлэбэ. 
LUK.16.30	„Үгы даа, Абраһам, үбгэ эсэгэмни, наһанһаа нүгшэһэн хүнэй дүүнэртэм ошоо һаань, тэдэнэр Бурхандаа хандан, хубилха байгаа“, – гэжэ тамада байгша баяниинь хэлэбэ. 
LUK.16.31	„Моисейн болон лүндэншэдэй заабариие анхардаггүй юм һаа, нүгшэһэн хүнэй амидыржа ошоошье һаань, тэдэшни үнэншэхэ этигэхэгүй байна даа“, – гэжэ Абраһам тэрээндэ хэлэбэ».
LUK.17.1	Иисус шабинартаа хэлэбэ: «Хүнэй хорхойтожо, нүгэл хэхэ юумэн олон байдаг. Зүгөөр нүгэл хүүлэгшэ уй гашуудал үзэхэ! 
LUK.17.2	Эдэ багашуулай нэгыеньшье нүгэл хилэнсэдэ түлхиһэн хүндэ хүзүүндээ тээрмын шулуу уюулаад, далайн оёорто хаюулбалнь, өөртэнь дээрэ байха һэн. 
LUK.17.3	Тиимэһээ өөрыгөө анхаржа байгты! Хэрбээ аха дүүнэрэйшни нэгэн шамда муу юумэ хээ һаань, тэрээнээ буруушаа; хэрбээ зэмэеэ мэдэрээ һаань, хүлисэ. 
LUK.17.4	Үдэртөө долоо дахин шамда муу юумэ хээд, долоо дахин ерэжэ: „Зэмэтэйб, хүлисэ“, – гээ һаань, тэрэнээ хүлисэ».
LUK.17.5	«Эзэн аа, манай этигэл һүзэгые ехэ болгожо үгыт даа!» – гэжэ Иисусай элшэнэр хэлэбэ. 
LUK.17.6	Иисус харюусаба: «Хэрбээ таанад горчицын жэжэхэн үрэһэнэй шэнээхэншье этигэлтэй байгаад, боди модондо хандажа: „Үндэһөөрөө газарһаа һугаржа, далай соо һуурижан урга!“ – гээ һаатнай, тэрэ модон үгыетнай дуулаха.
LUK.17.7	Жэшээнь, газар хахалдаг гү, али мал адуулдаг барлагтай байгаад, тэрэнэйнгээ хээрэһээ ерэхэдэ: „Наашаа һуужа үтэр хоол бари!“ – гэжэ таанарай хэн нэгэнтнай хэлэхэ аал? 
LUK.17.8	Үгыл даа! Тиихынгээ орондо: „Намда эдеэ хоол бэлдэ. Эдеэлжэ байхадамни, захиралтануудыемни дүүргэхэдэ бэлэн бай. Намайе эдеэлүүлһэнэй удаа өөрөө эдихэ уухаш!“ – гэжэ барлагтаа хэлэхэ бэшэ гүт? 
LUK.17.9	Тиигээд бүхы заабаринуудые дүүргэһэнэйнгөө түлөө тэрэ барлаг баяр баясхалангай үгэнүүдые дуулаха аал? 
LUK.17.10	Тэрээн шэнги таанадшье Бурханай заабари дүүргээд: „Бидэ миил барлагууд гээшэбди, хэхэл ёһотой юумэеэ хээбди“, – гэжэ хэлэхэ ёһотойт!»
LUK.17.11	Иерусалим хото ошожо ябахадаа, Иисус Самари Галилей хоёрой хилэ зубшан ябаба. 
LUK.17.12	Нэгэ тосхондо ороходонь, һэлхэ бузар үбшэндэ дайруулһан арбан хүн Иисустай уулзаба. Тээ холохон байгаад: 
LUK.17.13	«Иисус багша аа! Маниие абаржа хайрлыт даа!» – гэжэ шангаар хашхаралдаба. 
LUK.17.14	Тэдэниие хараад: «Таанад ошожо, санаартанда элүүр мэндэеэ үзүүлэгты!» – гэжэ Иисус хэлэбэ.
LUK.17.14	Тэдэнь замдаа ябатараа эдэгэшэбэ. 
LUK.17.15	Нэгэниинь эдэгэһэнээ гэнтэ мэдээд, шанга гэгшээр Бурханай нэрэ алдаршуулан, һөөргөө бусаба. 
LUK.17.16	Тиигээд Иисусай хүлдэ мүргэн унажа, баяр баясхалан хүргэбэ. Тэрэ самаряан хүн байгаа. 
LUK.17.17	«Арбан хүн эдэгээ бэшэ гүт? Бэшэ юһэншни хаанаб? 
LUK.17.18	Бурханда магтаал соло дуудахаяа энэ самаряанһаа ондоо нэгэшье хүн бусажа ерээгүй гээшэ гү?» – гэжэ Иисус һураба. 
LUK.17.19	Тиигээд нүгөө эдэгэһэн хүндөө: «Хүл дээрээ бодожо, гэртээ хари! Этигэлшни шамайе абараа!» – гэжэ Иисус хэлэбэ.
LUK.17.20	«Бурханай хаан орон хэзээ манда морилхоб?» – гэжэ фарисейнүүдэй асуухада, Иисус иигэжэ харюусаба: «Бурханай хаан орон эли харагдаһаар ерэхэгүй. 
LUK.17.21	„Эндэ байна, тэндэ байна“, – гэжэ хүнүүд хэлэхэгүй. Юундэб гэхэдэ, Бурханай хаан түрэ зосоотнай оршоно бшуу».
LUK.17.22	Иисус шабинартаа хэлэбэ: «Хүн түрэлхитэнэй Хүбүүнэй нэгэшье үдэрые хараһайб гэжэ хүсэхэ саг мэнэ гэһээр ерэхэ, теэд харахагүйт. 
LUK.17.23	„Тэндэ байна, эндэ байна“, – гэжэ зарим зоной хэлэхэдэнь, таанад бү ошооройгты, бү бэдэрээрэйгты. 
LUK.17.24	Хүн түрэлхитэнэй Хүбүүн ерэхэдээ, тэнгэриин нэгэ хизаарһаа нүгөө хизаар хүрэтэр ялагас гэһэн сахилгаан шэнгеэр гэрэлтэн үзэгдэхэ бшуу. 
LUK.17.25	Теэд түрүүн тэрэ ехэл зоболон амсаха, оршон үеын зон тэрээнһээ арсаха. 
LUK.17.26	Хүн түрэлхитэнэй Хүбүүнэй заларан ерэхэ тэрэ үдэрнүүдтэ Ной гэгшын үедэ болоһонтой адли гай гасалан ушарха: 
LUK.17.27	Нойн томо корабльда орожо һууха үдэр хүрэтэр хүнүүд эдеэлжэ, уужа, һамга абажа, хадамда гаража байгаа. Харин тиигэжэ байтар галаб эрьежэ, уһан аюул болоод, амитай юумэн хуу хосороо һэн. 
LUK.17.28	Эгээл тиимэ юумэн баһа Лот гэгшын үедэ болоо агша һэн: хүнүүд эдеэлжэ, ундалжа, юумэ худалдан абажа, наймаа хэжэ, таряа, жэмэс тарижа, гэр бараагаа барижа байгаа, 
LUK.17.29	тиихэдэ Лот гэгшын Содом хотоһоо гараһан үдэр тэнгэриһээ хүхэр бороо орожо, гал дүлэн боложо, хамаг амитай юумые шатаагаа бэлэй. 
LUK.17.30	Хүн түрэлхитэнэй Хүбүүнэй газарта бууха үдэр эгээл тиимэ юумэн болохо! 
LUK.17.31	Тэрэ үдэр гэрэй орой дээрэ байһан хүн хогшол зөөриеэ абарха гэжэ гэртээ орохо ёһогүй; мүн хээрэ талада ябаһан хүн һөөргөө гэртээ бусаха ёһогүй. 
LUK.17.32	Лотой һамгые һанагты! 
LUK.17.33	Ами наһаяа абарха гэжэ оролдоһон хүн ами наһаяа алдаха, ами наһаяа үргэһэн хүн тэрэнээ тэхэрюулэн абарха. 
LUK.17.34	Тэрэ үдэр нэгэ орон дээрэ унтаһан хоёр хүнэй нэгыень абарха, нүгөөдыень орхихо. 
LUK.17.35	Таряа татажа байһан хоёр эхэнэрэй нэгыень абарха, нүгөөдыень орхихо»
LUK.17.37	«Багша аа! Иимэ юумэн хаана болохоб?» – гэжэ шабинарынь Иисусһаа һураба. «Үхэһэн бэеын хэбтэһэн газарта бүргэд шубууд сугларха», – гэжэ Иисус харюусаба.
LUK.18.1	Һанаа үнөөндөө дарагдаһанай хэрэггүй, саг үргэлжэ Бурхандаа зальбаржа ябаха ёһотой гэжэ ойлгуулхын тула Иисус иимэ һургаалта үгэ шабинартаа хөөрэбэ: 
