GEN.1.2	Umhlaba wawulihlane lelingenalutfo, bumnyama babumbonye emanti nekujula kwawo; Moya waNkulunkulu
NUM.23.8	Ngingabajivaza kanjani
NUM.23.8	labo labangakajivazwa nguSimakadze?
NUM.23.9	Ngiyababona loku ngilapha
NUM.23.9	esicongweni sentsaba lesilidvwala.
NUM.23.9	Yebo, ngiyababona loku ngilapha
NUM.23.9	etulu ekuphakameni, ngibasinga umkhanya.
NUM.23.9	Ngababona basive lesitihlalela sodvwa,
NUM.23.9	sitehlukanise naletinye tive.
NUM.23.10	nome abale incenye yesive saka-Israyeli?
NUM.23.10	Angimane ngife kufa kwalolungile,
NUM.23.10	shangatsi nesiphetfo sami
NUM.23.10	singaba njengesabo.”
NUM.23.11	Bhalaki wakhuluma kuBhalamu, watsi: “Yini lena lese uyente kimi? Ngikuletse lapha kutsi utewucalekisa letitsa tami, kodvwa kute lokwentile; esikhundleni saloko utibusisile.”
NUM.23.12	Bhalamu waphendvula watsi: “Kantsi akukafaneli yini ngikhulume loko lokubekwe nguSimakadze emlonyeni wami?”
NUM.23.13	Bhalaki wakhuluma kuye, watsi: “Kota la sihambe nawe siye kulenye indzawo, khona utawubabona; noko utawubona incenye yabo, hhayi bonkhe. Utawube sewungicalekisela bona.” 
NUM.23.14	Ngako wamtsatsa wahamba naye baya etsafeni laseSofimu, etulu esicongweni sentsaba iPhisga, wefika lapho wakha emalati lasikhombisa, wanikela ngenkunzi nangesihhanca etikwalelo nalelo lati.
NUM.23.15	Bhalamu wakhuluma kuBhalaki, watsi: “Mani lapha eceleni kwemnikelo wakho, mine ngisetawuhlangana naSimakadze lapha.”
NUM.23.16	Simakadze wahlangana naBhalamu, wamtjela emavi lekufanele awakhulume, watsi: “Ncandzeka, uye kuBhalaki uyewumtjela lelivi.” 
NUM.23.17	Ngako-ke wancandzeka waya kuye, wamkhandza eceleni kwemnikelo wakhe, eme nebaholi bakaMowabi. Bhalaki wambuta watsi: “Utsiteni Simakadze?” 
NUM.23.18	Bhalamu wakhuluma umlayeto wakhe, watsi:
NUM.23.18	“Sukuma, Bhalaki, ulalele,
NUM.23.18	ngive kahle wena, msa waSiphori.
NUM.23.19	kutsi angacala emanga,
NUM.23.19	futsi akasiyo indvodzana yemuntfu
NUM.23.19	legucukako engcondvweni yayo.
NUM.23.19	Uyakhuluma yini angabe asenta?
NUM.23.19	Uyetsembisa yini
NUM.23.19	angabe asasifeza setsembiso sakhe?
NUM.23.20	Nginikwe umyalo wekutsi ngibusise,
NUM.23.20	yena sewubusisile,
NUM.23.20	mine ngingabe ngisakugucula loko.
NUM.23.21	“Kute emashwa latakwehlela Jakobe,
NUM.23.21	Israyeli angeke abe nelusizi.
NUM.23.21	Simakadze Nkulunkulu wabo, unabo;
NUM.23.21	kumenyetwa nekudvunyiswa kweNkhosi
NUM.23.21	kusemkhatsini wabo.
NUM.23.22	ubalwela ngemandla lanjengewenyatsi.
NUM.23.23	Kute longaloya Jakobe,
NUM.23.23	kute longaphengula Israyeli;
NUM.23.23	kuyawukhulunywa ngaJakobe
NUM.23.23	nanga-Israyeli kutsiwe:
NUM.23.23	‘Bukani lokwentiwe nguNkulunkulu!’
NUM.23.24	Lesive sivuka njengelibhubesi lelisikati,
NUM.23.24	siphakame njengenkunzi yelibhubesi,
NUM.23.24	lelingaphumuli lingakayidli layicedza
NUM.23.24	inyamatane leliyibambile,
NUM.23.24	linatse nengati
NUM.23.24	yaleto tinyamatane lelitibulele.”
NUM.23.25	Bhalaki wakhuluma kuBhalamu, watsi: “Njengobe awukabacalekisi, lokungenani ungababusisi.”
NUM.23.26	Bhalamu waphendvula, watsi: “Angikakutjeli yini kutsi kufanele ngikhulume loko lengikutjelwa nguSimakadze?”
NUM.23.27	Bhalaki wakhuluma kuBhalamu, watsi: “Kota, sihambe nawe, siye kulenye indzawo, mhlawumbe kungahle kumjabulise Nkulunkulu, akuvumele kutsi ungicalekisele lesive ukuleyo ndzawo.” 
NUM.23.28	Bhalaki watsatsa Bhalamu, bobabili benyukela esicongweni sentsaba iPheyori leyengamele lihlane.
NUM.23.29	Bhalamu wakhuluma watsi: “Ngakhele emalati lasikhombisa lapha, ungilungisele tinkunzi letisikhombisa netihhanca letisikhombisa.” 
NUM.23.30	Bhalaki wenta njengekusho kwaBhalamu, wanikela inkunzi nesihhanca kulelo nakulelo lilati.
NUM.24.2	Bhalamu watsi uyabuka wabona ema-Israyeli emisile, sive ngesive, Moya waNkulunkulu wehlela etikwakhe, 
NUM.24.3	walayetela watsi:
NUM.24.3	“Umlayeto waBhalamu, umsa waBheyori,
NUM.24.3	umlayeto walowo lonemehlo
NUM.24.3	labona kahle konkhe.
NUM.24.4	Umlayeto walowo lova emavi aNkulunkulu,
NUM.24.4	lowo lobona umbono waSomandla,
NUM.24.4	lowo lokhotsamako, lonemehlo lavulekile.
NUM.24.5	Maye mahle emathende akho, sive sakaJakobe,
NUM.24.5	emakhaya lapho uhlala khona, Israyeli!
NUM.24.6	“Njengemifula lenemanti,
NUM.24.6	nanjengetivandze letiseceleni kwemfula;
NUM.24.6	nanjengenhlaba lehlanyelwe nguSimakadze,
NUM.24.6	nanjengemisedari ngasemantini emfula,
NUM.24.7	nenhlanyelo yakhe itfole emanti lamanyenti.
NUM.24.7	“Inkhosi yabo iyawuba yinkhulu kuna-Agagi,
NUM.24.7	nembuso wabo uyawuphakanyiswa.
NUM.24.8	unjengenyatsi lenemandla kubo.
NUM.24.8	Bayakudla tive letititsa tabo,
NUM.24.8	bephule ematsambo ato abe timvutfu,
NUM.24.8	bagwaze leto tive ngetikhali.
NUM.24.9	yebo, nanjengelibhubesi lelisikati,
NUM.24.9	ngubani nje longacala abavuse?
NUM.24.9	“Ababusiswe labo labakubusisako,
NUM.24.9	bacalekiswe labo labakucalekisako!”
NUM.24.10	Lulaka lwaBhalaki lwamvutsela kamatima Bhalamu, washaya tandla takhe, watsi kuye: “Ngikulandzele kutsi utewucalekisa titsa tami, kodvwa wena sewutibusise kwaze kwaba katsatfu. 
NUM.24.11	Nyamalala nyalo ubuyele ekhaya lakho; bengitsi ngitakubonga ngesibongo lesihle, kodvwa Simakadze ukwalele kutsi utfole lesibongo.”
NUM.24.12	Bhalamu watsi kuBhalaki: “Angititjelanga yini letigijimi lewawutitfumele kimi, ngatsi kuto: 
NUM.24.13	‘Ngisho nome ngabe Bhalaki anganginika sigodlo sakhe sigcwele isiliva negolide, bengingeke ngitentele lutfo lolusuka kimi, lokuhle nome lokubi, lokuphambene nemyalo waSimakadze. Ngitakusho kuphela loko lokushiwo nguSimakadze.’ ”
NUM.24.14	“Sengiyancandzeka ngibuyela eveni lakitsi, kodvwa kota lapha ngikutjele kutsi yini letakwentiwa ngulesive kulesive sakho kulamalanga letako.”
NUM.24.15	Walayetela, watsi:
NUM.24.15	“Umlayeto waBhalamu, umsa waBheyori,
NUM.24.15	umlayeto walowo lonemehlo
NUM.24.15	labona kahle konkhe.
NUM.24.16	Umlayeto walowo lova emavi aNkulunkulu,
NUM.24.16	lowo lonelwati loluvela kuLosetikwako Konkhe,
NUM.24.16	lowo lobona umbono waSomandla,
NUM.24.16	lowo lokhotsamako, lonemehlo lavulekile.
NUM.24.17	ngibuke kuye, noko, akekho edvute.
NUM.24.17	Inkhanyeti iyawuvela kuJakobe,
NUM.24.17	intfonga yebukhosi iyawumila ka-Israyeli,
NUM.24.17	uyawupitjita tinhloko tesive sakaMowabi,
NUM.24.17	tinkhakhayi tawo onkhe emadvodza akaShethi.
NUM.24.18	Edomu uyawuncotjwa;
NUM.24.18	Seyiri, sitsa sakhe, naye uyawuncotjwa,
NUM.24.18	kodvwa Israyeli uyawukhula abe nemandla.
NUM.24.19	Umbusi uyawuvela kuJakobe
NUM.24.19	abhubhise bonkhe lababesele
NUM.24.19	nakuhlaselwa lelo dolobha.”
NUM.24.20	“Amaleki waba wekucala etiveni tonkhe,
NUM.24.20	kodvwa, noko ekugcineni uyawubhubha.”
NUM.24.21	Waphindza wabona emaKheni, wase ubeka umlayeto wakhe utsi:
NUM.24.21	“Emakhaya akho avikelekile,
NUM.24.21	sidleke sakho sakhelwe edvwaleni.
NUM.24.22	Noko nine maKheni niyawubhujiswa
NUM.24.22	ngesikhatsi nitfunjwa ngu-Ashuri.”
NUM.24.23	Walayetela futsi watsi:
NUM.24.23	“Awu! Ngubani nje longaphila,
NUM.24.23	Simakadze nase acala kwenta loku?
NUM.24.24	Imikhumbi iyawuchamuka
NUM.24.24	elusentseni lwelwandle eKhithimu,
NUM.24.24	imncobe Ashuri na-Ebheri,
NUM.24.24	noko, naye uyawubhujiswa.”
NUM.24.25	Bhalamu wesuka wancandzeka wabuyela eveni lakubo, naBhalaki watsatsa yakhe indlela.
NUM.25.1	Ngesikhatsi sive sema-Israyeli siseseShithimu, emadvodza acala kungenela kulalana nalabasikati besive semaMowabi. 
NUM.25.2	Laba labasikati bawamema lamadvodza kutsi ete atekwenta umhlatjelo kubonkulunkulu babo. Lamadvodza adla, akhotsama, akhonta labonkulunkulu bemaMowabi. 
NUM.25.3	Ngako sive sema-Israyeli sahlanganyela ekukhonteni Bhali wasePheyori. Lulaka lwaSimakadze lwabavutsela.
NUM.25.4	Simakadze wakhuluma kuMosi, watsi: “Tsatsa bonkhe baholi balesive, ubabulale, bese ubeneka emini kubona wonkhe umuntfu embikwaSimakadze, khona kutewutsi lulaka lolwesabekako lwaSimakadze lungetiwusivutsela lesive saka-Israyeli.”
NUM.25.6	Lenye indvodza yem-Israyeli yeta nalomsikati umMidiyani yamngenisa ethendeni layo, Mosi abuka, nesive sonkhe sema-Israyeli sisalila ekungeneni kwelithende lekuhlangana. 
NUM.25.7	Watsi kube akubone loko Finehasi, umsa wa-Eleyazare, umsa wa-Aroni, umphristi, washiya sonkhe lesive, watsatsa sikhali ngesandla sakhe, 
NUM.25.8	walandzela lendvodza yem-Israyeli waze wayawungena ethendeni layo. Wafike wabagwaza bobabili, sikhali sangena kulom-Israyeli saze sayawuphumela ngale kulona lomsikati. Lesishayo lesasihlasele ema-Israyeli sakhawula, 
NUM.25.9	kodvwa labesebafile ngaso bese bati-24 000.
NUM.25.10	Simakadze wakhuluma kuMosi, watsi: 
NUM.25.11	“Finehasi, umsa wa-Eleyazare, lotalwa ngu-Aroni, umphristi, sewukuncandzile kutfukutsela kwami ngitfukutselela sive sema-Israyeli, ngobe nguye yedvwa emkhatsini wabo lobe nenshisekelo yekugcina ludvumo lwami; ngiko nje ngingakasicedzi ngelulaka sive sema-Israyeli. 
NUM.25.12	Ngako-ke mtjele kutsi sengenta sivumelwane sekuthula naye. 
NUM.25.13	Yena netitukulwane takhe batawuba nesivumelwane sebuphristi baphakadze naphakadze, ngobe waba nenshisekelo yekugcina ludvumo lwami, wenta inhlawulo yekubuyisana kwesive sonkhe sema-Israyeli nami.”
NUM.25.14	Libito lalom-Israyeli lowabulawa kanye nemMidiyani lomsikati bekunguZimri, umsa waSalu, umholi wemndeni wakaSimeyoni. 
NUM.25.15	Libito lalona lomsikati bekunguKhozibi, indvodzakati yaSuri, sikhulu semndeni lotsite wesive semaMidiyani.
NUM.25.16	Simakadze wakhuluma kuMosi, watsi: 
NUM.25.17	“Sive semaMidiyani niyawusiphatsa njengetitsa nisibulale, 
NUM.25.18	ngobe naso saniphatsa njengetitsa, ngesikhatsi siniyenga ngalendzaba yasePheyori, nangenca yadzadzewabo, Khozibi, labeyindvodzakati yemholi wesive semaMidiyani. Khozibi nguye lona lowafa ngekubulawa, nakufika lesishayo sasePheyori.”
NUM.26.2	“Yentani lubalo lwaso sonkhe sive sema-Israyeli ngemindeni yaso, kusukela kulabaneminyaka lengema-20 budzala kuya etulu, bonkhe lasebangalungela kungenela imphi esiveni saka-Israyeli.” 
NUM.26.3	Ngako-ke, ematsafeni akaMowabi, ngesheya kweJordane, malungana neJerikho,
NUM.26.4	“Yentani lubalo lwawo onkhe emadvodza kusukela kulabaneminyaka lengema-20 budzala kuya etulu, njengobe Simakadze ayale Mosi.”
NUM.26.4	Nankha-ke ema-Israyeli laphuma eGibhithe:
NUM.26.5	Titukulwane takaRubeni, litubulo la-Israyeli, lusendvo ngelusendvo kwaba ngemaHanoki labetalwa nguHanoki, nemaPhalu labetalwa nguPhalu, 
NUM.26.6	nemaHesroni labetalwa nguHesroni, nemaKhami, labetalwa nguKhami. 
NUM.26.7	Leto-ke bekutisendvo takaRubeni. Lababalwa babeti-43 730.
NUM.26.8	Umsa waPhalu bekungu-Eliyabe. 
NUM.26.9	Emadvodzana a-Eliyabe bekuboNemuweli, naDathani, na-Abiramu. BoDathani na-Abiramu bebangulabaholi labavukela Mosi na-Aroni; bebangulabanye bebalandzeli baKhora nabavukela Simakadze. 
NUM.26.10	Umhlaba wakhamisa wabagwinya bonkhe naKhora, balandzeli bakhe labafa ngesikhatsi umlilo ubhubhisa emadvodza langema-250, baba luphawu lwesecwayiso. 
NUM.26.11	Noko intalelwane yaKhora ayizange ife iphele.
NUM.26.12	Titukulwane takaSimeyoni lusendvo ngelusendvo kwaba ngemaNemuweli labetalwa nguNemuweli, nemaJamini labetalwa nguJamini, nemaJakhini labetalwa nguJakhini, 
NUM.26.13	nemaZera labetalwa nguZera, nemaShawula labetalwa nguShawula. 
NUM.26.14	Leto-ke bekutinsendvo takaSimeyoni. Lababalwa babeti-22 200.
NUM.26.15	Titukulwane takaGadi lusendvo ngelusendvo kwaba ngemaSefoni labetalwa nguSefoni, nemaHagi labetalwa nguHagi, nemaShuni labetalwa nguShuni, 
NUM.26.16	nema-Ozni labetalwa ngu-Ozni, nema-Era labetalwa ngu-Era, 
NUM.26.17	nema-Arodi labetalwa ngu-Arodi, nema-Areli labetalwa ngu-Areli. 
NUM.26.18	Leto-ke bekutinsendvo takaGadi. Lababalwa babeti-40 500.
NUM.26.20	Titukulwane takaJuda lusendvo ngelusendvo kwaba ngemaShela, labetalwa nguShela, nemaPheresi, labetalwa nguPheresi, nemaZera, labetalwa nguZera. 
NUM.26.21	Titukulwane takaPheresi lusendvo ngelusendvo kwaba ngemaHesroni labetalwa nguHesroni, nemaHamuli labetalwa nguHamuli. 
NUM.26.22	Leto-ke bekutinsendvo takaJuda. Lababalwa babeti-76 500.
NUM.26.23	Titukulwane taka-Isakhari lusendvo ngelusendvo kwaba ngemaThola labetalwa nguThola, nemaPhuwa labetalwa nguPhuwa, 
NUM.26.24	nemaJashubi labetalwa nguJashubi, nemaShimroni labetalwa nguShimroni. 
NUM.26.25	Leto-ke bekutinsendvo taka-Isakhari. Lababalwa babeti-64 300.
NUM.26.26	Titukulwane takaZebuloni lusendvo ngelusendvo kwaba ngemaSeredi labetalwa nguSeredi, nema-Eloni labetalwa ngu-Eloni, nemaJaleli labetalwa nguJaleli. 
NUM.26.27	Leto-ke bekutinsendvo takaZebuloni. Lababalwa babeti-60 500.
NUM.26.28	Titukulwane takaJosefa lusendvo ngelusendvo kusukela kuboManase na-Efrayimu tatime kanje: 
NUM.26.29	Titukulwane takaManase lusendvo ngelusendvo kwaba ngemaMakhire labetalwa nguMakhire, Makhire kwakunguyise waGileyadi, emaGileyadi abetalwa nguGileyadi. 
NUM.26.30	Leti-ke bekutinsendvo takaGileyadi: ema-Iyezeri labetalwa ngu-Iyezeri, nemaHelekhi labetalwa nguHelekhi, 
NUM.26.31	nema-Asriyeli labetalwa ngu-Asriyeli, nemaShekhemu labetalwa nguShekhemu, 
NUM.26.32	nemaShemida labetalwa nguShemida, nemaHeferi labetalwa nguHeferi. 
NUM.26.33	Selofehadi, umsa waHeferi, abete emadvodzana, abenemantfombatana odvwana lekwakuboMahala, naNowa, naHogila, naMilkha, naThisa. 
NUM.26.34	Leto-ke bekutinsendvo takaManase. Lababalwa babeti-52 700.
NUM.26.35	Titukulwane taka-Efrayimu lusendvo ngelusendvo kwaba ngemaShuthela labetalwa nguShuthela, nemaBekheri labetalwa nguBekheri, nemaThahani labetalwa nguThahani. 
NUM.26.36	Leti-ke bekutinsendvo takaShuthela: ema-Erani labetalwa ngu-Erani. 
NUM.26.37	Leto-ke bekutinsendvo taka-Efrayimu. Lababalwa babeti-32 500.
NUM.26.37	Leti-ke ngito titukulwane takaJosefa lusendvo ngelusendvo.
NUM.26.38	Titukulwane takaBhenjamini lusendvo ngelusendvo kwaba ngemaBela labetalwa nguBela, nema-Ashbeli labetalwa ngu-Ashbeli, nema-Ahiramu labetalwa ngu-Ahiramu 
NUM.26.39	nemaShufamu labetalwa nguShufamu, nemaHufamu labetalwa nguHufamu. 
NUM.26.40	Titukulwane takaBela tekutalwa ngu-Adi naNamani kwaba nguleti: ema-Adi labetalwa ngu-Adi, nemaNamani labetalwa nguNamani. 
NUM.26.41	Leto-ke bekutinsendvo takaBhenjamini. Lababalwa babeti-45 600.
NUM.26.42	Titukulwane takaDani lusendvo ngelusendvo kwaba ngemaShuhamu labetalwa nguShuhamu. Leti-ke bekutinsendvo takaDani. 
NUM.26.43	Bonkhe babengemaShuhamu. Lababalwa babeti-64 400.
NUM.26.44	Titukulwane taka-Asheri lusendvo ngelusendvo kwaba ngemaJimna labetalwa nguJimna, nemaJishvi labetalwa nguJishvi, nemaBheriya labetalwa nguBheriya. 
NUM.26.45	Titukulwane takaBheriya lusendvo ngelusendvo kwaba ngemaHebere labetalwa nguHebere, nemaMalkhiyeli labetalwa nguMalkhiyeli. 
NUM.26.46	Asheri abenendvodzakati leyayinguSera. 
NUM.26.47	Leto-ke bekutinsendvo taka-Asheri. Lababalwa babeti-53 400.
NUM.26.48	Titukulwane takaNaftali lusendvo ngelusendvo kwaba ngemaJasiyeli labetalwa nguJasiyeli, nemaGuni labetalwa nguGuni, 
NUM.26.49	nemaJeseri labetalwa nguJeseri, nemaShilemi labetalwa nguShilemi. 
NUM.26.50	Leto-ke bekutinsendvo takaNaftali. Lababalwa babeti-45 400.
NUM.26.53	“Lelive litakwabiwa libe lifa labo, kuye ngebunyenti balawo mabito labhalisiwe. 
NUM.26.54	Sive lesinebantfu labanyenti usabele lifa lelikhulu, sive lesinebantfu labambalwa usabele lifa lelincane. Nguleso naleso sive siyawukwabelwa lifa laso kuye ngebunyenti balawo mabito labhalwe phansi. 
NUM.26.55	Ucaphelisise kutsi lelive labiwa ngenkatho. Nguleso naleso sive siyawukwabelwa ngangekwemabito aboyisemkhulu ngekwebuve baso. 
NUM.26.56	Ngulelo nalelo lifa liyakwabiwa ngenkatho nalahlukaniselwa sive lesinyenti nalesincane.”
NUM.26.58	Naleti bekutinsendvo temaLevi: emaLibni, nemaHebroni, nemaMahali, nemaMushi, nemaKhora. Khohati abenguyisemkhulu wa-Amramu. 
NUM.26.59	Umka-Amramu bekunguJokhebedi, umtukulu waLevi lowatalelwa emndenini wemaLevi
NUM.26.60	Aroni abenguyise waboNadabi, na-Abihu, na-Eleyazare, na-Ithamari. 
NUM.26.61	BoNadabi naAbihu ngulaba labafa ngesikhatsi banikela ngemlilo longengcwele. 
NUM.26.62	Onkhe emaLevi lamadvuna kusukela kulabenenyanga budzala kuya etulu abeti-23 000. Wona akazange abalwe kanye nema-Israyeli lamanye, ngobe wona akemukeliswanga sabelo selive.
NUM.26.63	Tonkhe letinsendvo tabalwa nguMosi na-Eleyazare, umphristi, ngesikhatsi kubalwa ema-Israyeli ematsafeni akaMowabi, ngesheya kweJordane, malunga neJerikho. 
NUM.26.64	Kwabate ngisho yinye indvodza leyabalwa kulawa lababalwe nguMosi na-Aroni umphristi elubalweni lwekucala lolwalwentiwe eHlane laseSinayi. 
NUM.26.65	Kungobe Simakadze abetjele ema-Israyeli kutsi nakanjani atawufela ehlane, ngako kwabate nome munye lowasala ngaphandle kwaboKhalebi, umsa waJefune, naJoshuwa, umsa waNuni.
NUM.27.2	ekungeneni kwelithende lekuhlangana ema embikwaMosi, na-Eleyazare, umphristi, nebaholi besive sonkhe, atsi: 
NUM.27.3	“Babe wetfu wafela ehlane. Abengesiye lomunye webalandzeli baKhora, labadudana ngekuhlubuka Simakadze; wafela sono sakhe, washiya kute emadvodzana. 
NUM.27.4	Pho, kwentiwa yini libito lababe lingaveli elusendvweni ngobe abete indvodzana? Sinikeni sabelo emkhatsini wetihlobo tababe.”
NUM.27.5	Ngako Mosi wayitsatsa lendzaba yawo wayimikisa kuSimakadze. 
NUM.27.6	Simakadze watsi kuye: 
NUM.27.7	“Kuliciniso loku lokushiwo ngemadvodzakati aSelofehadi. Kufanele uwanike sabelo sawo etihlotjeni teyise, aniketwe lifa leyise. 
NUM.27.8	Tjela ema-Israyeli utsi: ‘Nangabe indvodza ifa, ishiye kute indvodzana, imphahla nelifa layo alendluliselwe endvodzakatini yayo. 
NUM.27.9	Nangabe ite ngisho nendvodzakati, lifa layo linikeni banakabo. 
NUM.27.10	Nangabe ite banakabo, lifa layo linikeni bomnakaboyise. 
NUM.27.11	Nangabe uyise abete banakabo, lifa linikeni sihlobo lesisedvutane elusendvweni lwayo kutsi litewuba laso. Loku kufanele kube ngumtsetfo wema-Israyeli, njengobe Simakadze ayala Mosi.’ ”
NUM.27.13	Utawutsi ungalibona nawe bese uya kubakini, njengemnakenu Aroni, 
NUM.27.14	ngobe ngesikhatsi bantfu bangihlubuka ngasemantini eHlane laseSini, nani nobabili nangihlubuka lapho nangete nawulalela umyalo wami, ngekunganginiki kwenu ludvumo lwekungingcwelisa embikwabo kulawo manti.” Lawo bekungemanti aseMeribha, eKhadeshi, eHlane laseSini.
NUM.27.15	Mosi wakhuluma kuSimakadze, watsi: 
NUM.27.16	“Shangatsi Simakadze, Nkulunkulu wemimoya yebantfu bonkhe, angabeka lenye indvodza ibe ngumholi emkhatsini walesive, 
NUM.27.17	iphume ingene embikwaso, isihole ngekusikhipha nekusingenisa, kuze sive saSimakadze singafani netimvu letingenamelusi.”
NUM.27.19	Mmise embikwa-Eleyazare, umphristi, nesive sonkhe, umbeke embikwaso. 
NUM.27.20	Mnike lamanye emagunya nemandla akho, kuze sive sonkhe sema-Israyeli sitawumlalela simhloniphe. 
NUM.27.21	Utakuma embikwa-Eleyazare, umphristi, lotamtsatsela tincumo latitfole nge-Urimu kuSimakadze. Ngekukhuluma kwakhe yena nesive sonkhe sema-Israyeli bayawuphuma baphindze bangene njengekuyala kwakhe.” 
NUM.27.22	Mosi wenta njengobe abeyalwe nguSimakadze. Watsatsa Joshuwa, wammisa embikwa-Eleyazare, umphristi, kanye nesive sonkhe. 
NUM.27.23	Wabeka tandla takhe etikwakhe, wamnika sikhundla, njengobe Simakadze abeyale Mosi.
NUM.28.1	Simakadze wakhuluma kuMosi, watsi: 
NUM.28.2	“Yala sive sema-Israyeli utsi: ‘Caphelani kutsi niletse kimi ngesikhatsi lesimisiwe kudla lokungumnikelo wami lowentiwa ngemlilo, kube liphunga lelinuka lusi lolumnandzi kimi.’ 
NUM.28.3	Shano kubo utsi: ‘Lona ngumnikelo lowentiwa ngemlilo leniyakuwetfula kuSimakadze: emazinyane lamabili lanemnyaka munye budzala langenasiyela, kube ngumnikelo loshiswa onkhe emalanga. 
NUM.28.4	Niyawunikela linye lizinyane ekuseni, leli lelinye nilinikele nakushona lilanga, 
NUM.28.5	libe nemnikelo walokutinhlavu lokuyikhilogremu yinye yafulaha wakolo lobhicwe nemafutsa emncumo langaba yilitha yinye. 
NUM.28.6	Lona ngumnikelo loshiswa onkhe emalanga, lowamiswa entsabeni yaseSinayi kube liphunga lelinuka lusi lolumnandzi, umnikelo lowentiwa ngemlilo kuSimakadze. 
NUM.28.7	Uyawuhambisana nemnikelo wesinatfo lesingaba yilitha yinye ngelizinyane linye. Kuyawutselwa kuSimakadze umnikelo wesinatfo lesinemandla endzaweni lengcwele. 
NUM.28.8	Niyawunikela leli lelinye lizinyane nakushona lilanga kanye nemnikelo walokutinhlavu nemnikelo wesinatfo lofanana newasekuseni. Lowo-ke ngumnikelo lowentiwa ngemlilo, kube liphunga lelinuka lusi lolumnandzi kuSimakadze.’ ”
NUM.28.9	“ ‘Ngelilanga leliSabatha yentani umnikelo ngemazinyane lamabili lanemnyaka munye langenasiyela, niwanikele kanye nemnikelo wawo wesinatfo nemnikelo walokutinhlavu longemalitha langaba mane nencenye yafulaha lobhicwe nemafutsa. 
NUM.28.10	Lowo-ke kuyawuba ngumnikelo wekushiswa wemaSabatha onkhe ngetulu kwalona loshiswa onkhe emalanga kanye nemnikelo wawo wesinatfo.’ ”
NUM.28.11	“ ‘Ngelilanga lekucala enyangeni niyakwetfula kuSimakadze umnikelo wekushiswa wetinkunzana letimbili, nesihhanca sinye, nemazinyane lamadvuna etimvu lasikhombisa, lanemnyaka munye budzala, nalangenasiyela. 
NUM.28.12	Inkunzana iyinye iyawuba nemnikelo walokutinhlavu longemalitha langaba sitfupha nencenye afulaha lobhicwe nemafutsa; nalesihhanca sibe nemnikelo walokutinhlavu longemalitha langaba mane nencenye yafulaha lobhicwe nemafutsa, 
NUM.28.13	lizinyane lemvu lilinye libe nemnikelo walokutinhlavu longaba yikhilogremu yafulaha lobhicwe nemafutsa. Lowo-ke ngumnikelo wekushiswa, kube liphunga lelinuka lusi lolumnandzi, umnikelo lowentiwa ngemlilo kuSimakadze. 
