GEN.1.1	Me'ttia'ye Chigaja sefacco, andeve'qque agattoen. 
MRK.5.22	Tseni can'jen'ni fae'cco, Chiga manda'choma atesian'jen'tti'su na'su, Jesúsnga ji. Tise iniseja Jairo. Jipa Jesúsma attepa tise tsutteccofanga amppi ccui. Amppi ccuipa tsain'bitsse iñajamba su:
MRK.5.23	—Ña onque'nge tsu paye tson'jen. Jipa que tivei'ccu pporaenjan cuintsu ccushapa canseye.
MRK.5.24	Qquen susi Jesús tisei'ccu ja. Tsa'ma tsain'bio a'i'qque jayipa ta'yo'o. 
MRK.5.25	Bo'fa'cho enttinge'ye fae'cco pushesu ji. Tise egápai'ccu dañongepa doce canqque'fave me'detsse canse. 
MRK.5.26	Nane poi sejesundeccunga jasi tisema ti'tsse vanaen'fa. Tsa'ma ccushambe'yi pa'cco tise corifin'dima afepoen cati. Nane ccushambe'yi bove da. 
MRK.5.27	Tsomba Jesús ñotsse ccushaen'jen qquen pañamba tsa pushesu bo'fa'cho enttinge'ye sepaccofae catsepa Jesús ondiccu'jema pporaen. 
MRK.5.28	Nane qquen asi'ttaemba pporaen: “Tise ondiccu'jeve'yi pporae'an'qque gi ccushaya.” 
MRK.5.29	Qquen asi'ttaemba pporaensi tse'faei'ccuyi tise egápaja samba. Tsa'caen dasi tisu ai'vo ñotsse ccusha'choma atesu. 
MRK.5.30	Tsa'ma Jesús'qque tisu ccushaen'choma atesupa piyicamba iñajampaña:
MRK.5.30	—¿Majan tsu ña ondiccu'jema pporaen?
MRK.5.31	Qquen susi tisema shondosundeccuja su'fa:
MRK.5.31	—Vui'o a'imbipa pporaensi qui “¿Majan tsu ñama pporaen?” qquenjan su'ya.
MRK.5.32	Tsa'ma Jesús poifama piyicamba majan pporaen'chove atteye tta'tta. 
MRK.5.33	Tsa'caen ttatta'jesi pushesuja tisu ccusha'choma atesupa ttun'dundu'je'e dyo'ma Jesúsnga ji. Jipa Jesús tsutteccofanga ccarupa dyaipa pa'ccoma tansintsse conda. 
MRK.5.34	Condasi pañamba Jesúsja su:
MRK.5.34	—Shim'ppi, ñame in'jamba qui ccusha. Opatsse canseja. Ccatsse'qque tsa'caen vanaña'bi qui.
MRK.5.35	Tsa'caen Jesús toya afa'je'ni atesian'jen'tti'su na'su tsaone ji'fa. Jipa Jaironga su'fa:
MRK.5.35	—Tayo tsu que onque'ngeja pa'ya. Tayo pa'nijan ¿jongoesie qui ti'tsseja na'suma noñagian?
MRK.5.36	Tsa'ma Jesús tsa'caen su'je'fa'choma pañamba Jaironga su:
MRK.5.36	—Dyombe canjan. Aqquia in'janjan.
MRK.5.37	Tsomba Jesús cca'indeccuma se'pipa –Pedro, Santiago, Juan (tsaja Santiago quinshin)– tsendeccuveyi anga. 
MRK.5.38	Tsendeccuma angapa atesian'jen'tti'su na'su tsaoni napipa atte poiyi'cco a'i qquejian'fa'choma, fundopa i'na sheque'fa'choma. 
MRK.5.39	Tsa'onga ca'nimba Jesúsja su:
MRK.5.39	—¿Jongoesie qui qquejian'fa? ¿Jongoesie qui ina'jen'fa? Va du'shuja pambe'yi ana'jen.
MRK.5.40	Tsa'caen susi tsendeccuja feña'fa. Feñasi Jesús poiyi'ccoma manda cuintsu sombo'faye. Tsomba du'shumbe yaya, du'shumbe mama, tisei'ccu ji'fa'chondeccui'ccuyi ca'ni'fa du'shu pa'cho ccuini. 
MRK.5.41	Ca'nimba Jesúsja du'shumbe tive'ye indipa su:
MRK.5.41	—Tarita comi (Qquen tsu su: Du'shu, quema gi su, Jangija).
MRK.5.42	Tse'faei'ccuyi du'shuja jangipa tsui ja'je. Tsa pushesu du'shuja doce canqque'fave an'bian'cho. Tsonsi poiyi'cco a'i dyo'oe can'boen'fa. 
MRK.5.43	Tsa'ma Jesús tise'pama iyu'upa su:
MRK.5.43	—Majangayi'qque conda'fajama.
MRK.5.43	Tsa'caen supa du'shuma o'fian'faye manda.
MRK.6.1	Jesús tse'ttie sombopa tise canqqueni ja. Tisema shondosundeccu'qque ja'fa. 
MRK.6.2	Tseni can'jemba sema'ma'qquia a'ta napisi Jesús Chiga manda'choma atesian'jen'ttinga ca'nimba atesiañe ashaen. Tsain'bio a'i tise atesian'jen'choma pañamba can'boemba su'fa:
MRK.6.2	—¿Mani tsu va a'ija japa osha'choma atesupa ji? Tseni jasi ¿jongoesu atesian'jen'choma tsu tisenga atesian'fa? ¿Majan tsu tisema oshaen tise tivei'ccu tsa'caen sefacconi'su agattoen'choma canjaeñe? 
MRK.6.3	Tiseja vani'su mesama sema'su tsu, María dutssi'ye. Tise quinshingendeccu, Santiago, José, Judas, Simón, toya'caen tise que'ttendeccu'qque vani ingi'ccu can'jen'fa.
MRK.6.3	Tsa'caen supa Jesúsma iyicca'yepa paña'fambi. 
MRK.6.4	Tsa'ma Jesús tise'panga su:
MRK.6.4	—Chiga Aya'fama afa'su ccani jasi tsenisundeccu tisema in'jamba paña'fa. Tsa'ma tisu canqquenisundeccu, tisu antiandeccu, tisu tsa'osundeccu'qque tisema paña'fambi.
MRK.6.5	Tsa'can'fasi Jesúsja tise'panga minga'vieyi'qque canjaen'choma canjaembi. Nane aqquia enttingeve pajisundeccuma pporaemba ccushaen. 
MRK.6.6	Tsendeccuja in'jan'cho shacasi Jesús asi'ttáen antte.
MRK.6.6	Tsomba Jesús faesu chipiri canqquengae jacamba atesian'jen. 
MRK.6.7	Tisema doce shondosundeccuma ttu'sepa manda cuintsu dosve dosveyi jacan'faye. Mandapa tise'panga antte cuintsu cocoyama joqquitssian'faye. 
MRK.6.8	Toya'caen manda osha'choma angambe'yi fae accuicco'choveyi angaye. Nane pan, o'va, ni corifin'dive'qque meccoyi ja'faye. 
MRK.6.9	Fae tisu ejian'cho sapatoi'ccuyi, fae ondiccu'jei'ccuyi jaya'cho –dosveja me'i. 
MRK.6.10	Qquen mandapa su:
MRK.6.10	—Majan tsa'onga ca'ni'da tse'ttini can'jen'faja tisu jaya'cho napiya'ngae. 
MRK.6.11	Majandeccu que'ima chi'gapa que aya'fama paña'fambi'nijan tsa canqque'ye sombopa ja'faja. Jayipa que tsu'ttenga ancamba totopa'ma fanttundu cati'faja tise'pa egae tson'choma canjaeñe. Ñoa'me gi que'ima su: Osefaeña'cho a'ta napijisi tsa canqquesundeccu tsu bove dyo'tsse da'faya. Nane tayopi'su Sodoma canqquesundeccu, Gomorra canqquesundeccu'qque ñoa'me egae tsincomba tsequi a'ta ñoa'me vana'faya. Tsa'ma que'ima chi'gasundeccuja tise'pama ti'tsse tsu vana'faya.
MRK.6.12	Jesús tsa'caen mandasi tsa doce tisema shondosundeccu japa candusian'fa cuintsu a'i tise'pa egae tsincon'choma catiye in'jamba ño'ame da'faye. 
MRK.6.13	Toya'caen tsain'bitssia cocoyama'qque joqquitssian'fa. Tsain'bitssia pajisundeccuma'qque cambajuma yayapoemba ccusha'shaen'fa.
MRK.6.14	Poiyi'cco a'i Jesúsne ñotsse afa'fasi Na'su Herodes'qque paña. Nane majandeccu su'fa:
MRK.6.14	—Feti'su Juan pa'cho tsu ccase qquendya. Tsa'camba tsu osha'choma oshacho.
MRK.6.15	Cca'indeccuja su'fa:
MRK.6.15	—Tayopi Chiga Aya'fama afa'su Elías tsu.
MRK.6.15	Toya'caen cca'indeccuja su'fa:
MRK.6.15	—Faesu Chiga Aya'fama afa'su tsu, tayopi Chiga Aya'fama afasundeqquia'can.
MRK.6.16	Qquen su'fasi Herodes pañamba su:
MRK.6.16	—Va a'ija Juan. Ñajan tise tsovema chattuye mandasi chattupa fi'tti'fa. Tsa tsu ccase qquendya.
MRK.6.17+MRK.6.18	Nane Herodesja tise quinshin Felipe pushema itsa tisumbeve. Tsa pushesu inise tsu Herodías. Tsa'caen tsonsi Juanjan Herodesma su:
MRK.6.17+MRK.6.18	—Ega tsu que antian pushema an'biañe.
MRK.6.17+MRK.6.18	Qquen susi tsa pushesu, Herodíasja, Juanma iyicca'yepa fi'ttiye in'jan. Tsa'caen in'jansi na'su Herodes Juanma indipa candenai'ccu tandamba picco'je'ttinga picco.
MRK.6.19	Herodíasja tsa'caen Juanma iyicca'yepa fi'ttiye in'jan'ma Herodes se'pisi oshambi. 
MRK.6.20	Nane na'su Herodesja Juan egae jinchombipa ño'asi atesupa fi'ttiye dyojo. Tsa'caen in'jamba tsu se'pi Herodías Juanma fi'ttiye. Tsa'camba na'su Herodes Juanma pañañe in'jan'ma tise injama'choni dyojoqquia'caen asi'ttaen. Tsa'ma toya tsu avujatsse tisema paña. 
MRK.6.21	Tsonsi Herodías ronda'je'cho a'ta napi. Tsequi a'ta na'su Herodes canqque'fa napisi fiestaen'jen'fa. Nane fiestaemba poiyi'cco nasundeccu, sundaro capitándeccu, Galilea'su joccapindeqquiama'qque ofian'jen. 
MRK.6.22	Tsa'caen ofian'jen'ni Herodías onque'nge ca'nimba boirasi Herodes, pa'o tisei'ccu dyaisundeccu avuja'fa. Na'su Herodes avujapa pushesunga su:
MRK.6.22	—Jongoesuve in'jamba iñajan'ninda gi afeya.
MRK.6.23	Toya'caen tsu ñoa'me su'choi'ccu qquen su:
MRK.6.23	—Ñoa'me gi su, jongoesuve que iñajan'ninda afeya gi –nane pa'cco ña na'su manda'cho andema enttingeveja.
MRK.6.24	Qquen susi pushesuja japa tise chama iñajampaña:
MRK.6.24	—¿Jongoesuve gi iñajaña?
MRK.6.24	Chanjan su:
MRK.6.24	—Iñajanjan Feti'su Juan tsovema.
MRK.6.25	Qquen susi tse'faei'ccuyi pushesuja na'su can'jeni japa su:
MRK.6.25	—In'jan gi ja'ñoñi Feti'su Juan tsovema chattupa patiyanga ppiñamba ñanga i'faye.
MRK.6.26	Qquen iñajansi na'su Herodes ñoa'me ñoquimbi. Tsa'ma ñoa'me su'choi'ccu tayo susi tisei'ccu dyaisundeccu'qque paña'fachosi afopoeñe in'jambi. 
MRK.6.27	Tsa'camba tse'faei'ccuyi sundaroma manda cuintsu Feti'su Juan tsovema chattupa iye. 
MRK.6.28	Tsonsi sundaroja picco'je'ttinga japa Juan tsovema chattu. Chattupa patiyanga ppiñamba ipa afe pushesunga. Pushesuja isupa tise changa afe.
MRK.6.29	Tsa'caen fi'tti'fasi tisema shondosundeccu pañamba jipa tise ai'voma angapa a'tu'fa.
MRK.6.30	Jesúsja tisema shondosundeccuma candusiañe mandasi japa toequi ji'fa. Jipa Jesúsnga bopa conda'fa tise'pa ma'caen tson'choma, tise'pa ma'caen atesian'choma'qque. 
MRK.6.31	Conda'fasi Jesúsja su:
MRK.6.31	—Jinge jaye a'i menia tseni japa tisuyi ño'faye.
MRK.6.31	Nane tsain'bio a'i ja'nga ja'nga ji'je'fasi añe'qque osha'fambi. 
MRK.6.32	Tsa'cansi Jesús tisema shondosundeccui'ccu tisupayi shavongae ja'fa a'i menia. 
MRK.6.33	Tsa'ma ja'fasi tsain'bio a'i attepa asi'ttaemba in'jan'fa tise maningae ja'choma. Tsa'caen in'jamba poi canqqueni buttopa tisema o'tie napi'fa. 
MRK.6.34	Tsonsi Jesúsja napipa shavo'ye sombopa a'i bo'fa'choma attepa tise'pama mende'ye. Nane oveja coira'suve mechondeqquia'caen injanga jacan'fa. Tise'pama mende'yepa osha'choma atesiañe ashaen. 
MRK.6.35	Tayo sime da jisi tisema shondosundeccu jipa su'fa:
MRK.6.35	—Tayo tsu sime. Me'i'on tsu vani can'jeñe. 
MRK.6.36	Aindeccuma manda mañajan cuintsu majan canqqueni, faesu tsa'o pporotssianga japa jongoesuma chavapa an'faye.
MRK.6.37	Tsa'ma Jesúsja su:
MRK.6.37	—O'fian'faja que'i.
MRK.6.37	Tise'paja su'fa:
MRK.6.37	—¿Osha'faya ti gi ingija dosciento denario corifin'di'ccu chavapa tise'panga o'fiañe?
MRK.6.38	Jesúsja su:
MRK.6.38	—¿Mañi'cco panme qui an'bian'fa? Can'ga'faja.
MRK.6.38	Can'gapa su'fa:
MRK.6.38	—Cinco pan, toya'caen dos avu san'jan.
MRK.6.39	Tsonsi Jesús manda cuintsu poiyi'cco a'i shoshovinga dyai'faye; enttingeve va'tti, enttingeve cca'tti cca'tti dyai'faye. 
MRK.6.40	Fae'fanga cien, cca'fanga tsa'caen, fae'fanga cincuenta cca'fanga tsa'caen dyai'faye. 
MRK.6.41	A'i dyai'fasi Jesúsja cinco pan, dos avuma isupa Chiga sefacconima camba tsane Chigama ñotsse afa. Afa nanimba panma doñamba tisema shondosundeccunga afe cuintsu poiyi'cco a'inga attufaen'faye. Avuma'qque tsa'caen doñamba afesi attufaen'fa. 
MRK.6.42	Poiyi'cco a'i amba tteppu'fa. 
MRK.6.43	Tsa'caen tteppu'fasi doce saparove pan, avu antteye'choma on'boen'fa. 
MRK.6.44	Nane panma an'fa'chondeccuja tsain'bitssia a'i. Tsandienaccuveyi agattosi cinco mil tsu an'fa.
MRK.6.45	Tsomba Jesúsja tisema shondosundeccuma manda cuintsu shavonga otsepa mar jonifani, Betsaidani isepa tise've ronda'je'faye. Tiseja shanda aindeccuma can moeñe. 
MRK.6.46	Tsa'caen can moemba Jesúsja ccotta'cconga ansunde Chigama iñajañe.
MRK.6.47	Tayo cosesi shavoja mar enttingeni duse. Toya'caen Jesúsja tisuyi sa'ani can'jemba 
MRK.6.48	tise'pa vana'jen'choma atte. Nane fingian indisi chho'chho'a'qque jaye osha'fambi. Tsa'caen vana'jen'fa'choma attepa Jesúsja a'taningae mar omba'ye tsui japa tise'panga catse. Nane tise'pama panshañe qquen in'jamba jayi. 
MRK.6.49+MRK.6.50	Tsa'caen tsui na'eñe jayisi tisema attepa “Aya tsu” qquen in'jamba dyopa fundo'fa. Tsa'ma Jesúsja tse'faei'ccuyi afapa su:
MRK.6.49+MRK.6.50	—Quinse'tssi'faja. Ña gi. Dyombe can'faja.
MRK.6.51	Tsa'caen supa Jesús shavonga otsesi fingian'qque vuiqui. Tisema shondosundeccuja dyopa can'boen'fa. 
MRK.6.52	Nane panma agattoen'choma toya injiengembipa dyo'fa, tise'pa injama'cho shacasi.
MRK.6.53	Marma isepa Genesaret andeni cattufa'fa. Cattufapa shavoma tandan dusiamba shavo'ye sombo'fa. 
MRK.6.54	Sombo'fasi tseni'su aindeccu “Jesús tsu” qquen in'jan'fa. 
MRK.6.55	Tsomba buttopa japa conda'fa pa'cco tsa andenga. Conda'fasi pajisundeccuma fechochoeñe ashaen'fa. Nane tise'pa ana'jen'chonga ppiñamba andupa Jesús can'jeni i'fa. 
MRK.6.56	Tsa'caen boña'fasi mani Jesús ja'ni'qque tseni pajisundeccuja ccui'fa. Nane rande canqque, chipiri canqque, biacca can'jen'choni ja'ni'qque pajisundeccu tisema iñajan'fa cuintsu tise ondiccu'je utufama pporaeñe antteye. Nane poiyi'cco majan pporaen'choja ccusha'fa.
MRK.7.1	Tsonsi majan fariseondeccu Jesúsnga catse'fa. Toya'caen majan Chiga manda'choma atesiansundeccu'qque Jerusaléne jipa tisenga catse'fa. 
MRK.7.2	Tsa'caen jipa atte'fa majan Jesúsma shondosundeccu asettumbe'yi injanga otishimbe an'fa. Tise'pa nafattian'choma injiengembe'yi an'fasi afase'fa. 
MRK.7.3	Nane fariseondeccu, poiyi'cco israendeccu'qque tise'pa tayopi'su coenzandeccu nafattian'choma in'jan'fa. Tsa'camba tsain'bitsse otishimbi'ta an'fambi. 
MRK.7.4	Toya'caen anqque'su tiendane ji'a'qque otishimbi'ja an'fambi. Tsain'bitsse asettuye atesu'fa. Nane tasa, api, canderoma'qque tsa'caen giya'tsse cashi'fa. 
MRK.7.5	Tsa'camba fariseondeccu, Chiga manda'choma atesiansundeccu Jesúsma iñajampaña'fa:
MRK.7.5	—¿Micomba tsu quema shondosundeccuja tayopi'su coenzandeccu nafattian'choma cati'fa? Nane asettu'choma injiengembe'yi tsu otishimbe an'fa.
MRK.7.6	Jesúsja su:
MRK.7.6	—Tansintsse tsu tayopi'su Isaíasja que'i ño'ame attiamba afopoensundeccune condase. Nane qquen tsu tiseja Chiga su'choma tevaen:
MRK.7.6	Va a'ija aqquia aya'fai'ccuyi Ñane ñotsse afa'fa.
MRK.7.6	Tsa'ma tisupa injama'chonijan Ñama chi'ga'fa.
MRK.7.7	Aqquia tsu Ñame in'janqquia'caen tsincon'fa.
MRK.7.7	Nane tise'pa atesian'jen'cho aqquia a'i in'jamba manda'choma tsu atesian'jen'fa.
MRK.7.8	Que'ija Chiga manda'choma catipa a'i nafattian'choma nafattu'fa. Tsa'camba qui tasa, api, canderoma'qque tsain'bitsse cashiye atesu'fa. Nane osha'choma'qque qui tsa'caen atesu'fa.
MRK.7.9	Toya'caen tsu Jesúsja su:
MRK.7.9	—Ñoa'me Chiga manda'choma qui cati'fa que'i coenzandeccu nafattian'choma nafattuye. 
MRK.7.10	Tayopi'su Moisésta tsu su: “Paña'faja que yaya, que mamama.” Toya'caen “Majan tise yaya, tise mamama egae afa'ta tsu paya'cho.” 
MRK.7.11	Tsa'ma que'ita qui antte'fa cuintsu dutssi'ye tise yaya, tise mamama suye: “Oshambi gi quema fuiteye. Pa'cco ña quema fuiteya'cho tsu ‘Corban’.” (Nane ‘Corban’ tsu ‘Chiganga afe'cho’ qquen su'cho.) 
MRK.7.12	Tsa'caen su'ta qui que yaya, que mamama fuitembe cañe atesu'fa. 
MRK.7.13	Nane tsa'camba qui Chiga Aya'fa su'choma pañambiqquia'caen antte'fa que'i a'i nafattian'choma pañañe. Tsa'caeñi qui osha'choma'qque tsincon'fa.
MRK.7.14	Qquen supa Jesús ccase aindeccuma ttu'sepa su:
MRK.7.14	—Poiyi'cco pañamba in'jan'faja. 
MRK.7.15	Me'i tsu a'i aña'choma ansi injama'choma dañoñe. Tsa'ma egae in'jamba afasi egae afa'je'cho tsu tise injama'choma dañoña. 
MRK.7.16	Majan tsosinapaja paña'faja.
MRK.7.17	Jesúsja afa nanimba a'i'ye joqquitssipa tsa'onga ca'ni. Ca'nisi tisema shondosundeccu tsa condase'chone tisema iñajampaña'fa. 
MRK.7.18	Iñajampañasi Jesúsja su:
MRK.7.18	—¿Que'i'qque ti qui paña'fambi? Atesu'fambi ti qui osha'cho an'choja a'i injama'choma dañoña'bi. 
MRK.7.19	Nane an'choja injama'chonga ca'nimbi. Tsa'ma ttopanga japa ccopai'ccu catiyeya'cho.
MRK.7.19	Jesúsja tsa'caen supa, osha'cho anqque'suja añe ñotssi qquen tsu su. 
MRK.7.20	Toya'caen tsu su:
MRK.7.20	—A'i egae in'jamba afasi egae afa'je'cho tsu tise injama'choma dañoña. 
MRK.7.21	Nane injama'cho tsosine egae in'jaensi a'ija egae in'jan'fa. Tsa'caen in'jamba tsu casara'chondeccu faesui'ccu egae can'se'fa. Injanga tsandie pushesu anttembi'chondeqquia fae'ngae egae can'se'fa. Cca'na'fa. Fi'tticco'fa. 
MRK.7.22	Faesumbema an'biañe in'jan'fa. Egae canse'fa. Afopoen'fa faesuma egae tsoñe. A'tatsse egae tsincon'fa. Tisu injama'choni faesuma se'pi'fa. Afase'fa. Quinsepoen'fa. Nane sumbie daqquia'caen injanga tsincon'fa. 
MRK.7.23	Pa'cco tsa'caen tson'cho tsu injama'cho tsosine sombo'cho. Sombopa tsu a'ima dañoña.
MRK.7.24	Tse'ttie sombopa Jesúsja Tiro, Sidón canqque jini'su andeni ja. Napipa tsa'onga ca'nimba a'tutsse can'jeñe in'jan. Tsa'ma tayo a'i paña'fa tise can'jen'choma. 
MRK.7.25	Tse'faei'ccuyi fae pushesu tisema pañamba jipa Jesús tsutteccofanga ccaru dyai. Tsambe onque'ngeja cocoya ca'ni'cho. 
MRK.7.26	Tsa pushesuja griego a'i Sirofenisia andenga isu'cho. Tsa jipa Jesúsma iñajan cuintsu tise onque'nge'ye cocoyama joqquitssiañe. 
MRK.7.27	Tsa'ma Jesúsja tisema su:
MRK.7.27	—Antteja cuintsu o'tie dushundeccu an tteppu'faye. Ñotssimbi tsu du'shu an'jen'choma itsapa ainga o'fiañe.
MRK.7.28	Tsa'ma tsa pushesuja su:
MRK.7.28	—Ju, na'su, ñotsse qui su. Tsa'ma ainshavaja an'jen'cho mesa tsosiccuni ccuipa dushundeccu an'jensi sheque'je'choma an'jen'fa.
MRK.7.29	Qquen susi Jesúsja su:
MRK.7.29	—Ñotsse qui su. Jaye qui osha. Tayo tsu cocoyaja que onque'nge'ye joqquitssi.
MRK.7.30	Tsa'caen susi tsaoni japa tise onque'ngema atte tayo cocoya joqquitssisi ana'jen'choni ccui'choma.
MRK.7.31	Tsomba Jesúsja Tiro ande'ye sombopa Sidón canqquengae panshamba Decápolis andengae panshamba Galilea marnga napi. 
MRK.7.32	Tseni napisi fae tsandie ayafambipa tsonsinambima Jesúsnga i'fa. Ipa Jesúsma iñajan'fa cuintsu tise tivei'ccu pporaemba ccushaeñe. 
MRK.7.33	Tsonsi Jesúsja tsonsinambima a'i sheque'cho ccafanga anga. Angapa tisu tsimian'ccoi'ccu tsambe tsonsinama tsomi. Tsomba attuipa menzanza'fama'qque pporaen. 
MRK.7.34	Tsomba sefacconima camba qquendyaccopa su:
MRK.7.34	—¡Efata! (Fettayeja, qquen tsu su.)
MRK.7.35	Tse'faei'ccuyi tsonsina fettayesi paña. Menzanza'fa'qque ccushasi tsu ñotsse afa. 
MRK.7.36	Tsomba Jesús poiyi'ccoma mandapa su:
MRK.7.36	—Majangayi'qque conda'fajama.
MRK.7.36	Tsa'ma ti'tsse'tsse se'pi'choma tise'paja ti'tsse condase'fa. 
MRK.7.37	Nane ñotsse can'boemba su'fa:
MRK.7.37	—Osha'choma tsu ñotsse tson. Tsonsinambima'qque pañaen. Ayafambima'qque afaen.
MRK.8.1	Tsequi a'ta tsain'bitssi a'i ccase bo'fa. Bo'tsse can'jen'fasi aña'chove me'i'onsi Jesúsja tisema shondosundeccuma ttu'sepa su:
MRK.8.2	—Mende'ye gi va aindeccuma tres a'ta ñai'ccu can'jemba ja'ño aña'chove an'bian'fambi tisupa añe. 
MRK.8.3	Tise'pa tsaoni manda'nijan qquipoe'su'ta jongoesu quin'sui'ccu tsu tsaiqui'ye jaye osha'faya. Nane majandeccuja biane ji'fa'choja.
MRK.8.4	Tisema shondosundeccuja su'fa:
MRK.8.4	—Tsa'ma ¿ma'caen tsu o'fiaña'cho vanijan a'i meniamajan?
MRK.8.5	Qquen su'fasi Jesúsja iñajampaña:
MRK.8.5	—¿Mañi'cco panme qui an'bian'fa?
MRK.8.5	Tise'paja su'fa:
MRK.8.5	—Sieteve.
MRK.8.6	Tsonsi Jesúsja manda cuintsu poiyi'cco a'i andenga dyai'faye. Dyai'fasi panma isupa tsane Chigama ñotsse afa. Afa nanimba panma doñamba tisema shondosundeccunga afe cuintsu cca'inga attufaen'faye. 
MRK.8.7	Toya'caen avuma'qque an'bian'fa. Tsama'qque isupa Chigama ñotsse afapa manda cuintsu tsama'qque attufaen'faye. 
MRK.8.8	Tsonsi poiyi'cco a'i an tteppu'fa. An nani'fasi antteye'choma taipa siete saparove on'boen'fa. 
MRK.8.9	An'fa'chondeccuja cuatro mil a'ia'ca'on tsu. Tsomba Jesús a'ima manda cuintsu tise'pa tsaoni ja'faye. 
MRK.8.10	Manda mañamba tisema shondosundeccui'ccu shavonga otsepa Dalmanuta andeni ja'fa.
MRK.8.11	Tseni napisi fariseondeccu jipa Jesúsi'ccu condaseye ashaen'fa qqueñañe in'jamba. Tsa'caen in'jamba iñajan'fa cuintsu sefacconi'su canjaen'choma canjaeñe. 
MRK.8.12	Jesús injama'chone ñombi'yepa qquendyaccopa su:
MRK.8.12	—¿Jongoesie tsu va aindeccuja sefacconi'su canjaen'chove iñajan'fa? Ñoa'me gi su, mingavieyi'qque tise'panga canjaen'chove canjaeña'bi gi.
MRK.8.13	Tsa'caen supa joqquitssipa shavonga otsepa mar jonifani ja.
MRK.8.14	Tsa'caen japa anqque'suma aqque'pa meccoyi ja'fa. Jo'su fae pancho'ccoeyi an'bian'fa shavoni. 
MRK.8.15	Tsonsi Jesúsja tise'pama mandapa su:
MRK.8.15	—¡Can'faja! Injama'tse in'jan'fajama fariseondeccu cupana'ccoma, ni Herodes cupana'ccoma'qque.
MRK.8.16	Qquen susi tisema shondosundeccuja tisupapora afaccoye ashaen'fa:
MRK.8.16	—Ingi panma imbisi tsu ya'caenjan su'ya.
MRK.8.17	Qquen afacco'je'fasi Jesús in'jamba su:
MRK.8.17	—¿Jongoesie qui panma i'fambi'choane afacco'fa? ¿Toya ti qui paña'fambi? ¿Toya ti qui in'jan'fambi? ¿Toya ti qui injama'cho shacapa in'jan'fambi? 
MRK.8.18	¿Atte'fambi ti qui tisupa tso'fei'ccu? ¿Ni paña'fambi ti qui tisupa tsonsinai'ccu? ¿Injan'jen'fambi ti qui? 
MRK.8.19	Nane cincoyi'cho'cco panma cinco mil a'inga attufaen'choma, ¿mañi'cco saparove qui an antteye'choma on'boen'fa?
MRK.8.19	Tsonsi su'fa:
MRK.8.19	—Doceve.
MRK.8.20	Toya'caen ¿sieteyi'cho'cco panma cuatro mil a'inga attufaen'choma, mañi'cco saparove qui on'boen'fa?
MRK.8.20	Tsonsi su'fa:
MRK.8.20	—Sieteve.
MRK.8.21	Tsonsi Jesúsja su:
MRK.8.21	—¿Toya ti qui paña'fambi fariseondeccu atesian'jen'chone gi afa?
MRK.8.22	Tsomba napi'fa Betsaida canqqueni. Napi'fasi Jesúsnga i'fa fae binima. Ipa iñajan'fa cuintsu pporaeñe. 
MRK.8.23	Tsonsi Jesús binima tive'ye indipa canqque joccani anga. Angapa bini tso'fema achaccui'ccu tssipoemba tivei'ccu tisema pporaen. Pporaemba iñajampaña:
MRK.8.23	—¿Osha ti qui atteye?
MRK.8.24	Binijan camba su:
MRK.8.24	—Atte gi aindeccuma quini'jian'caen. Tsa'ma tsui'je'fa.
MRK.8.25	Tsonsi Jesús ccase tise tivei'ccu tso'fema pporaen. Pporaensi ñotsse can'boeñe ashaemba ccusha. Nane bianima osha'choma ñotsse atteye osha. 
MRK.8.26	Tsa'caen ccushaemba Jesúsja manda cuintsu tisu tsaoni jaye. Mandapa su:
MRK.8.26	—Canqquenga jajama. Majangayi'qque condajama tseni.
MRK.8.27	Tsomba Jesús, tisema shondosundeccu'qque Cesarea Filipo canqque jincho andeni jayi'fa. Toya tsaiqui'ye jayipa Jesúsja tisema shondosundeccuma iñajampaña:
MRK.8.27	—¿Majan qquen tsu cca'ija su'fa ñamajan?
MRK.8.28	Qquen susi tise'paja su'fa:
MRK.8.28	—Majandeccuta tsu su'fa, Feti'su Juan. Cca'ija su'fa, tayopi'su Elías. Toya'caen cca'ija Chiga Aya'fama afa'su qquen tsu su'fa.
MRK.8.29	Tsonsi Jesúsja iñajampaña:
MRK.8.29	—¿Que'ija majan qquen qui ñama su'fa?
MRK.8.29	Tsonsi Pedroja su:
MRK.8.29	—Queja Chiga in'jan'cho Cristo.
MRK.8.30	Tsa'ma Pedro tsa'caen susi Jesúsja mandapa su:
MRK.8.30	—Majangayi'qque tsama conda'fajama.
MRK.8.31	Tsomba Jesúsja atesiañe ashaemba su:
MRK.8.31	—Sefaccone Ji'cho A'i gi me'detsse vanaña. Nane coenzandeccu, Chigama afa'su nasundeccu, Chiga manda'choma atesiansundeccu'qque ñama chi'gapa fi'tti'faya. Tsa'ma ñama fi'tti'fa'ni'qque tres a'tangae gi ccase qquendyaya.
MRK.8.32	Tsamajan Jesús a'tatsse conda. Tsonsi Pedro Jesúsma cca'ttinga angapa iyu'uye ashaemba su:
MRK.8.32	—Ya'caen afajama.
MRK.8.33	Tsa'ma Jesús poiyi'cco tisema shondosundeccuma piyicamba Pedroma ccane'qque iyu'u:
MRK.8.33	—¡Joqquitssija ña'ñe Satana! Nane Chiga in'janqquia'caen qui in'jambi. A'i in'janqquia'caen qui in'jan.
