MAT.1.1	Ujawawu wata situuba Yéesu 
MAT.27.19	Muñeˈe nan Filat abahumuu tan kutiibemuu bukanabuku, aseekool li áhebenul kubil koonool: «Jakum unoken li elobayi yata ánayinaawu ummu akaanutumuu wahoowah, mata síyaat li hukahu lílanlaam ŋáa’ li sísaahut mata akila áji.»
MAT.27.20	Huhaanaahu hata élambaayi li kunahaanaku kata ésukayi li kulob búsukabu min kul̥aw Filat min ákatenul Balabaas min akat min kumuk Yéesu. 
MAT.27.21	Agúubelunaalawu Filat li alaañen agel̥l̥eniil aaniil:
MAT.27.21	— Ayi li buko kúl̥uba jifañe min íkatenuluul?
MAT.27.21	Li koonool:
MAT.27.21	— Balabaas!
MAT.27.22	Filat li agel̥l̥eniil aaniil:
MAT.27.22	— Kama muñowu buu leete ikaan Yéesu an koonemuu Afakenaawu?
MAT.27.22	Buko feh li koonool:
MAT.27.22	— Abaaŋi li ekuluwa!
MAT.27.23	Filat li agel̥l̥eniil aaniil:
MAT.27.23	— Kama waa lakaane wajakut?
MAT.27.23	Li kuhaŋ mabaŋulo feh koon:
MAT.27.23	— Abaaŋi li ekuluwa!
MAT.27.24	Nan Filat ajukumuu aan ayilaat to wahoowah, ban búsukabu li buhaŋ máguul̥oo, li aŋa’ mal min afos kuŋenool hákil búsukabu ban li aan:
MAT.27.24	— Butumom bulet li eketayi yata ánayinaawu ummu. Bowuul bo!
MAT.27.25	Búsukabu feh li boonool:
MAT.27.25	— Wahoowah wammuu ubil ulako to li eketayi yoola, ujow ulako li áloli li báñoololi!
MAT.27.26	Muñeˈe Filat li ákatenuliil Balabaas. Bale li alob min kusollaaliyaku kuŋa’ kukaluwaas min kutek Yéesu kuban, li aseniil o’ kujow kubaaŋ li ekuluwa.
MAT.27.27	Muñeˈe kusollaaliyaku kata 
MAT.27.28	Li kúfulen wañawu wata Yéesu min kukaanool hújufo hájunke. 
MAT.27.29	Ban li kuhec kugola kata úbuja kukaan éjambi kukaanool li húkow. Nan kubanumuu li kusenool hunuk átuk li kaŋenool káli. Li kúkuntuŋ hákilool min kunaak kulekenool koonool:
MAT.27.29	— Jisaafi, áyiiyawu ata 
MAT.27.30	Li kumasenool ban li kuyab hunukahu min kutekool li húkow. 
MAT.27.31	Nan kulekenumuu Yéesu kuban, li kúfulen hújufowahu han kukaanoolumuu min kulaañen kukaanool wañawu woola. Ban li kújowetumool kúfu’ li ésukayi kujow kubaaŋ li ekuluwa.
MAT.27.32	Nan kulakomuu káfululaku li ésukayi, li kufam li ánayine akee ata ésukayi yata Siilen an koone Simoŋ. Muñeˈe kusollaaliyaku li kutuuŋool ateb ekuluwaayi yata Yéesu. 
MAT.27.33	Li kujow kujow li kúliiŋ tan koone Goligota, yo yommuu: «Tin tata husend.» 
MAT.27.34	Nan kúliiŋ tomuu, li kusen Yéesu bunuk bayawooli li wah wátaliye. Bale nan acafen bomuu, li ahoy bahob bo.
MAT.27.35	Muñeˈe li kubaaŋ Yéesu li ekuluwa, ban li kuñak kútuken kuyiliwum kugaboo wañawu woola.
MAT.27.36	Nan kubaaŋumuu Yéesu li ekuluwaayi kuban li kubah to min kufooyool. 
MAT.27.37	Muñeˈe li kuŋa’ kababbalu min kukiic ló wahawu wájimuu li kumukool. Wahawu wakiici dómuu wo wommuu unwe: «Láale Yéesu, Ayíiyawu ata 
MAT.27.38	Muñeˈe kusollaaliyaku li kubaaŋ li sikuluwa kúkuu kúl̥uba kukaan, aahu kaŋen Yéesu káli, aahu kaŋenool kamay.
MAT.27.39	Bukanabuku kanaake kújowum tómuu, li kunaak kutek kúkowiil ban li kugel Yéesu. 
MAT.27.40	Li kunaak koonool:
MAT.27.40	— Awu jaanumuu luyilo uhum Eluufayi yata Ateemit ban li uŋa’ kunak kúhaaji min ulaañen yo uteef! Nokoomuu loon awu ommuu Añiilawu ata Ateemit, kama ufakenoolo awu humumi! Uwálowul li ekuluwaayi!
MAT.27.41	Huhaanaahu hata élambaayi li bukanabuku kaliikenemuu ésukayi Eluwaayi yata Móyiis li kunahaanaku kata ésukayi li kuleken Yéesu koonool:
MAT.27.42	— Lafakenfaken bukan kukee, ban akitut ayili afakenoolo akila humumool. Inti akila ammuu áyiiyawu ata 
MAT.27.43	Li Ateemit lákangume ban lansaan: «Injé emmuu Añiilawu ata Ateemit.» Muñeˈe kama boot min ujukaal mantee Ateemit fan afakenool, nokoomuu loon lafañoofañ.
MAT.27.44	Maayeet ékuuwayi yan kubaaŋumuu li sikuluwaasu kooj Yéesu li kugelool loon kaabuku kugeloomuu.
MAT.27.45	Nan banakabu buyitenumuu, etaamayi feh li élim boot yok ewaatuwayi éhaajutayi banakabu bakel̥e. 
MAT.27.46	Nan ewaatuwayi éhaajutayi elehenumuu, Yéesu li akaaw butiya aan: «Elí, Elí, lema sabachthani?» Yo yommuu: «Ateemitom, Ateemitom, wáa újiye li ubetenom?» 
MAT.27.47	Muñeˈe kukee li bukanabuku kalako tomuu li kujamool li akaaw, li koon:
MAT.27.47	— Ummu li kahooñ 
MAT.27.48	Muñeˈe akee li buko li ayaan atey ajow áŋalul hufalen hata hufons ayooken li bunuk bacabe hujow huhob, li akok ho li hunuk añuu Yéesu boot ahob. 
MAT.27.49	Bale kaabuku li koon:
MAT.27.49	— Ukob min ujukaal mantee Elí fan abil afakenool.
MAT.27.50	Yéesu li alaañen akaaw butiya ban, li awalo. 
MAT.27.51	Muñeˈe no unnu, hufalalahu halakomuu li Eluufayi yata Ateemit li húhaacowumul haatiya boot li etaam hukaan ubey úl̥uba. Etaamayi li egoloo. Kugisaaku li kúwembulo. 
MAT.27.52	Kuyaakaku li kúbabulo min kameeŋe li bukanabuku káyinenumuu li Ateemit ban li kuket, kuyitowul. 
MAT.27.53	Nan kúfululumuu li kuyaakaku, Yéesu bayitowulo aban li kaketumuu, li kujow boot Yeelusalem, ésukayi yata Ateemit. Bukan kameeŋe li kujukiil.
MAT.27.54	Anahaanawu ata kusollaali téemeel li kusollaaliyaku kalako tomuu li akila kafooyaku kata Yéesu, li kujuk etaamayi li egoloo li wahawu feh wabajumuu, li kúkoli ŋáa’ min koon:
MAT.27.54	— Li mal̥egenamu, ánayinaawu ummu lalakolako Añiil ata Ateemit!
MAT.27.55	Li baj to foof kanaale kameeŋe kalakowe lóyi min kunaak kúŋandenul. Kanaalaabuku umbuku li etaamayi yata Gálile kúnabumulo li Yéesu boot kalambenool. 
MAT.27.56	Li kanaalaabuku umbuku, Mali ata ésukayi yata Madala, li Mali jaaw ata 
MAT.27.57	Nan líiŋumuu kátiimayi, ánayine akee akaane usaanum, ata ésukayi yata Alimate, li áliiŋul. Anáyinaawu kajawool Suseef ban akila foof ágoom ata Yéesu. 
MAT.27.58	Muñeˈe Suseef ata Alimate li ajow ajuk 
MAT.27.59	Suseef li aŋa’ ehuluŋayi yata Yéesu ban li aŋa’ kábil kawunkul kahiite min al̥iim yo. 
MAT.27.60	Nan Suseef al̥iimumuu ehuluŋayi aban, li aŋa’ yo ajow ahok li huyaakahu hoola, han akite li awok li hugisa. Ban, li abakken húlankiin háamak hujow húfib kánokenumaku kata huyaakahu, aban li ajow. 
MAT.27.61	Mali ata ésukayi yata Madala li Mali aahu to kulakowe mabahe kujooŋoo li huyaakahu.
MAT.27.62	Li líiŋ hunak hukaten, hammuu hunakahu hanabumuu li hata kafaleyaku kata hunakahu hata húyiiyaayahu hata Kusuwifaku, huhaanaahu hata élambaayi, li 
MAT.27.63	Nan kúliiŋumuu li koon Filat:
MAT.27.63	— Anahaan, jiwayil̥owe kaanaku ámalamiñawu ummu lansaan akila li buloŋ aketumuu jow baj kunak kúhaaji, fan ayitowumul li kaketumuu
MAT.27.64	Mó mújimuu, ulob min huyaakahu hufooyi boot yok li hunakahu húhaajutahu, jakum bil 
MAT.27.65	Filat li aaniil:
MAT.27.65	— Kusollaali kumbuke kayilo kufooy. Jijow jifooy huyaakahu loon jifañumuu. 
MAT.27.66	Mal̥egen li kujow kufale kafooyaku kata huyaakahu. Li kukuŋ hugisaahu hababumuu kánokenumaku kata huyaakahu ban li kuŋa’ kusollaali kukaan to min kufooy.
MAT.28.1	Hunak hukaten 
MAT.28.2	Muñeˈe etaamayi li eyaan egoloo ŋáa’. 
MAT.28.3	Kambuwaku kata amalakaawu li kuleñ loon kawiwijen emit. Wañawu woola li uhiit falala’ loon búbil. 
MAT.28.4	Kusollaaliyaku kalakomuu kafooyaku kata huyaakahu li kúkoli bil gay li kunaak kuteelen ban li kunokoo loon bukan kakete. 
MAT.28.5	Bale amalakaawu li aan kanaalaabuku:
MAT.28.5	— Sákoluul, mata li haase een Yéesu an kubaaŋumuu li ekuluwaayi jiŋese li akila. 
MAT.28.6	Alet taate. Layitowuuyitowul li eketayi loon alob momuu. Jibil jijuk tan kuhintenoolumuu. 
MAT.28.7	Jijow cab joon 
MAT.28.8	Mal̥egen kanaalaabuku li kúfulul li huyaakahu li esommen li ekole ló, bale foof li ésuumahukow yáamak, kutey kujow kulob kúhebenaku kúgoomaku kata Yéesu. 
MAT.28.9	Yéesu li ayaan abil kufam ban li aaniil:
MAT.28.9	— Lisaafuul!
MAT.28.9	Kanaalaabuku li kúlohulool ban li kujok kootaku koola min kumanenool. 
MAT.28.10	Muñeˈe Yéesu li aaniil:
MAT.28.10	— Sákoluul! Jijow joon kutuyom kujow boot li etaamayi yata Gálile. Bo kommuu li kujukom.
MAT.28.11	Nan kanaalaabuku kulakomuu ejowayi, kukee li kusollaaliyaku kalakomuu kafooyaku kata huyaakahu li kujow boot li ésukayi, kujow kukitten huhaanaahu hata élambaayi wahawu feh wabajumuu. 
MAT.28.12	Huhaanaahu hata élambaayi li hujoj li kunahaanaku kata ésukayi. Li kujamoo min kusen kusollaaliyaku sídalam sáamak. 
MAT.28.13	Nan kuseniilumuu sídalamasu kuban li kooniil:
MAT.28.13	— Fan joon ésukayi 
MAT.28.14	Li bil nokoo loon águubelunaalawu Filat ajame mabajumuu, áloli fan jihaas min jommuu li jilobool jakum bil ayokenuul.
MAT.28.15	Mal̥egen kusollaaliyaku li kuŋa’ sídalamasu ban li kukaan loon kulobiilumuu. Mó lí múji wahawu wan kusollaaliyaku kulobumuu ésukayi li uloŋ li ujamo li 
MAT.28.16	Fúlum tó, 
MAT.28.17	Nan kujukumuu Yéesu li kúkuntuŋ hákilool min kumanenool. Bale kukee li buko li kúwettoo. 
MAT.28.18	Yéesu li ákoojuliil min aaniil:
MAT.28.18	— Ateemit lasenonsen kayile kanookan li emitayi li etaamayi. 
MAT.28.19	Jijow boot bata bukanabuku feh kammuu tanootan li etaamayi, min jikaaniil kulako kúgoom kúmbaam. Ban li jíbatiiseyiil li kajawaku kata Atuubaawu, li kata Añiilawu, li kata Buyinumabu Banabaabu. 
MAT.28.20	Jiliikeniil kátuul kulimaku feh kan ilobuulumuu. Jihaas joon ínje humumom ummu li bukuluul nanoonan boot yok nan adunaayi yommuu li eban.
MRK.1.1	Muñeˈe Hulimahu Hásuumaahu hata Yéesu 
MRK.1.2	Li éliibalayi yata 
MRK.1.2	«Fan íboñul an an íhebenulo ayabi hákil,
MRK.1.2	ammuu li ateŋen bútinabu booli
MRK.1.3	Laale hulimahu hata anawu abaŋulowemuu li kayiinaayaku aan:
MRK.1.3	“Jíhosul bútinabu boot li 
MRK.1.3	Jikaanool útin wacole
MRK.1.4	Muñeˈe Saŋ Batiis li áfulul alako li kayiinaayaku. Li anaak awaale bukanabuku aaniil:
MRK.1.4	— Joote jibet búsol baloŋelabu booluul buhaanabu min jítiiwo jiŋa’ buloŋ buwunkul, min jíbatiiseyi mantee Ateemit li abonketuul uhoofoolawu wooluul.
MRK.1.5	Muñeˈe bukanabuku feh kata etaamayi yata Súde, li bukanabuku kakinumuu 
MRK.1.6	Búkokowabu bata Saŋ, buhal eñonkom búkaanumi, ban li anaak akoko kanaal kata kabaŋ li hukenjool. Saŋ bakos li múkum lanaake atiñ. 
MRK.1.7	Li anaak aan búsukabu:
MRK.1.7	— Akee ummu li abil búsolom ahaŋom sembe. Itookut min ísiten min il̥el̥ uneewawu wata sidallaasu soola. 
MRK.1.8	Injé li mal líbatiisewuul, bale akila fan ábatiisewuul li Buyinumabu Banabaabu.
MRK.1.9	No unnu, Yéesu li abilumul li ésukayi yata 
MRK.1.10	Nan Yéesu ayaane áfululumuu li malamu, li ajuk emitayi li ébabulo, min Buyinumabu Banabaabu búwalowul li kambu kata éleebaan bubil bulako li akila.
MRK.1.11	Muñeˈe hulim li hujami li emitayi haane:
MRK.1.11	— Awu ommuu Añoolom an íboolimuu ŋáa’. Buyinumom feh li awu li kaan bo.
MRK.1.12	Muñeˈe Buyinumabu Banabaabu li buyaan bújowetum Yéesu boot li kayiinaayaku. 
MRK.1.13	Yéesu li alako bata kayiinaayaku kunak koono kúyii kúl̥uba. 
MRK.1.14	Muñeˈe nan 
MRK.1.15	Yéesu li anaak aan:
MRK.1.15	— Taŋayi éliiŋe, ban 
MRK.1.16	Yéesu li alako éjowum bata katantaku kata húwajahu hata Gálile, li ajuk ánayine akee an koone 
MRK.1.17	Muñeˈe Yéesu li aaniil:
MRK.1.17	— Jínabul lí ínje, min ikaanuul jilako kúŋalula bukan boot lí ínje.
MRK.1.18	Mal̥egen li kuyaan kukat to simbaalasu sooliil min kunab li akila.
MRK.1.19	Nan Yéesu ayinno bomuu maa, li ajuk 
MRK.1.20	Muñeˈe Yéesu li ayaan áhooñuliil, li kukat atuubayiil Sebede li kulokaabuku ló híndo busaanaabu, min kujow kunab li Yéesu.
MRK.1.21	Muñeˈe Yéesu li 
MRK.1.22	Baliikenelabu bata Yéesu li bukaan bukanabuku kalakomuu bajantenabu boola kusego ŋáa’, mata lanaanaak aliikeniil kulimaku unku li sembe ló, búti li kaliikenemuu ésukayi eluwaayi ésukayi eluwaayi yata Móyiis.
MRK.1.23	Muñeˈe li baj híndo eluufayi yata kal̥awaku ánayine an buyinum bajakut bújufowe, anaake akaaw butiya aan:
MRK.1.24	— Yéesu ata Nasalet, waa lookoolaale? Waa lubiibil boot kájimenoli? Lihaase awu ommuu ayi. Awu ommuu Anawu anabaawu an Ateemit áboñulumuu.
MRK.1.25	Yéesu li anuuloo buyinumabu bajakutumuu li sembe aan:
MRK.1.25	— Ulu, ban li úfu’ li ánayinaawu ummu!
MRK.1.26	Buyinumabu bajakutumuu li bubet ánayinaawu teetaam, min bukaanool ababbaloo ban li bukaaw butiya min búfu’ li akila. 
MRK.1.27	Bukanabuku feh li kúkoli ŋáa’, gay li kunaak kugel̥l̥enoo koon:
MRK.1.27	— Kama laalu waa? Baliikene buwunkul banaboole li sembe? Anáyinaawu ummu anuuloomuu uyinumawu wajakutumuu li ukaan loon alob womuu.
MRK.1.28	Muñeˈe Yéesu li ayaan ajamo aban tanootan li etaamayi feh yata Gálile.
MRK.1.29	Muñeˈe nan Yéesu li kúgoomaku kúfululumuu li 
MRK.1.30	Al̥ol Simoŋ aale akila ló mahintowe, mata bújuusa mabetelool. Nan Yéesu aliiŋumuu, li kuyaan kulobool mata kásomutaku kata anaalaawu. 
MRK.1.31	Yéesu li ajow akooj anaalaawu, ban li átukool li kaŋen min ayiten. Anaalaawu li afak li kásomutaku koola, min akaaniil kutiñ.
MRK.1.32	Muñeˈe li bil liiŋ kátiimaku, banakabu balowe, bukanabuku li kútebul kásomutumuu feh li kan uyinumawu wajakutumuu újufomuu, boot bata Yéesu. 
MRK.1.33	Bukanabuku feh kata ésukayi li kubil kuwoog tin kámbiilaku kata eluufayi. 
MRK.1.34	Muñeˈe Yéesu li afaken bukan kameeŋe li úsomut wábutoole. Li akesoo foof uyinum wajakut wameeŋe úfu’ li bukanabuku kan újufomuu, ban li áhi’ wó úlobum mata uhaase ayi ammuu Yéesu
MRK.1.35	Li líiŋ hunak hukaten li bújom bíb, to baloŋe li timooc, Yéesu li ayito min áfu’ li eluufayi ajow boot tan wayitowe boot kal̥aw Ateemit. 
MRK.1.36	Muñeˈe 
MRK.1.37	Nan kujukoolumuu li koonool:
MRK.1.37	— Esúkayi feh inyu li huŋesi.
MRK.1.38	Bale Yéesu li aaniil:
MRK.1.38	— Ujowaal boot bakee, li sísukasu sakoojumuu, bájum li iwaale bo foof Hulimahu Hásuumaahu. Li mal̥egenamu, wahawu unwu újimuu li ibil.
MRK.1.39	Mal̥egen Yéesu li ajow tanootan li etaamayi feh yata Gálile, min anaak awaale bo Hulimahu Hásuumaahu li 
MRK.1.40	Muñeˈe ánayine an háhaayee ejoke, li abil akooj Yéesu min ákuntuŋ hákilool min ayaakoolool aanool:
MRK.1.40	— Ufañumuu, luyilo ufakenom
MRK.1.41	Muñeˈe Yéesu li áyiyen ánayinaawu ŋáa’. Li atooken kaŋenool agolool ban li aanool:
MRK.1.41	— Lifañe. Ufak li kásomutaku kooli!
MRK.1.42	Mal̥egen háhaayeeyayi li eyaan éfu’ li ánayinaawu, min afak. 
MRK.1.43	Muñeˈe Yéesu li anuuloo ánayinaawu ban li ayaan akesoolool ábalo, min aanool:
MRK.1.44	— Ukáanum. Jakum ulob mo an, bale ujow boot bata álambaawu min ánandi. Banumuu, li usen busuuhenabu bata kágiilenaku ban 
MRK.1.45	Bale nan ánayinaawu ajowumuu, li alako kakitten ésukayi tanootan feh wahawu wabajoolumuu. Mó lí múji Yéesu ayilaat anoken li ésuk min bukanabuku kujukool. Li anaak alako tíyaŋ ban wayitomuu, bale bukanabuku li kunaak kubilum banooban kutookool bo.
MRK.2.1	Muñeˈe li baj kunak, Yéesu li álaañul boot Káfeenawum. Bukanabuku li kujam kaanaku Yéesu ummu li eluufayi yoola. 
MRK.2.2	Bukan kameeŋe li kuwoog li ekaakayi ejow emeeŋ bib, boot to li kámbiilaku kata eluufayi. Yéesu li alobiil Hulimahu hata Ateemit. 
MRK.2.3	Kánayine kubakii li kútebul ánayine abobowe boot bata Yéesu. 
MRK.2.4	Bale kuyilaat kújowetum hubobahu boot tan Yéesu alakomuu, mata búsukabu búji. Muñeˈe li kúfabul li butacabu bata eluufayi jooŋoo tan Yéesu alakomuu, min kúwalenumul tó kafeekaku dán hubobahu huhintomuu.
MRK.2.5	Nan Yéesu ajukumuu káyinenaku kooliil, li aan anawu abobomuu:
MRK.2.5	— Añoolom, uhoofoolawu wooli ubonketibonket.
MRK.2.6	Kukee li bukanabuku kaliikenemuu ésukayi eluwaayi yata Móyiis, kabahumuu li eluufayi, li koon li uyinumiil:
MRK.2.7	— Buu ánayinaawu ummu akaañene alob loon muñaˈa? Lageggel Ateemit. Ayi ayilo abonket uhoofoolawu ábute li Ateemit?
MRK.2.8	Nan Yéesu ayaane ahaasumuu li buyinumool uyinoolawu wooliil, li aaniil:
MRK.2.8	— Kama wáa újiye li jibaj uyinoolawu unwu? 
MRK.2.9	Waa uhaŋ másuum elob, kaan hubobahu: «Uhoofoolawu wooli ubonketibonket», mantee kaanool: «Uyito uŋa’ bukal̥abu booli min ujow?» 
MRK.2.10	Bale lifañe min jihaas kaanaku 
MRK.2.10	Muñeˈe Yéesu li aan ánayinaawu abobomuu:
MRK.2.11	— Leeni uyito uŋa’ bukal̥abu booli min ujow bóot.
MRK.2.12	Mal̥egen ánayinaawu li ayaan ayito hákil ésukayi feh, min aŋa’ bukal̥abu boola min ajow áfu’. Bukanabuku feh li kusego ban li kunaak kusal Ateemit koon:
MRK.2.12	— Ujukulelutaal wah loon muñowu!
MRK.2.13	Muñeˈe Yéesu li alaañen áfu’ ajow boot bata katantaku kata húwajahu hata Gálile. Búsukabu feh li bujow butookool bo, min aliikeniil Hulimahu hata Ateemit. 
MRK.2.14	Yéesu li alako ejow, li ajuk Lebi ata Alife, mabahe tin yabemuu búhalabu. Li aan Lebi:
MRK.2.14	— Unábul lí ínje.
MRK.2.14	Mal̥egen Lebi li ayito anab li akila.
MRK.2.15	Muñeˈe Yéesu li ajow abah min alako hutiñ li eluufayi yata Lebi. 
MRK.2.16	Nan bukanabuku kaliikenemuu ésukayi eluwaayi yata Móyiis kalakomuu li hujojahu hata 
MRK.2.16	— Kama wáa újiye Yéesu li atiñ dín dáno li kúyababuhalabu li kuhoofoolaabuku?
MRK.2.17	Muñeˈe nan Yéesu ajamiilumuu li kulob loon muñaˈa, li aaniil:
MRK.2.17	— Inti bukan kásomutut joke li abuntena, bale kásomutumuu joke li abuntena. Ibilut kahooñ bukan kayinoole li koon buko bukan kacole koom, bale kuhoofoola libile kahooñ.
MRK.2.18	Muñeˈe li líiŋ hunak hukee, 
MRK.2.18	— Kama wáa újiye kúgoomaku kata Saŋ Batiis li kúgoomaku kata Kufaaliisiyeŋaku li kunaak kumommo, ban kooli buko kúmommoweliit?
MRK.2.19	Yéesu li aaniil:
MRK.2.19	— Buu emmuu nokoo kubuke an ábutowe, li kumommo li hunakahu hata ébutowayi, akila to li buko? Abúwaawu aano tomuu li buko fiyo manooman, kubukewool let kuyili kumommo. 
MRK.2.20	Manooman hunakahu fan húliiŋ, nan ábuwaawu ammuu li ájim li buko. No unnu kommuu li kukit kumommo.
MRK.2.21	«An áŋaleliit hufalen hata kañ kuwunkul min áfiboo kañ kuhaan. Mata akaan momuu, hufalenahu huwunkulahu fan huñakoo, li húlangul kañaku kahaanaku, min étaaŋayi ehaŋ maluuk. 
MRK.2.22	An áŋaleliit foof bunuk buwunkul akaan li situnfen
MRK.2.23	Muñeˈe li líiŋ li hunak hata 
MRK.2.24	Muñeˈe 
MRK.2.24	— Fan ujuke, wáa újiye kúgoomaku kooli li koono li kakaan wah wan Eluwaayi yata Móyiis éhile kakaan li húyiiyaayahu hoololaal?
MRK.2.25	Yéesu li aaniil:
MRK.2.25	— Kama jímusut jijanga min jihaas waa áyiiyawu 
MRK.2.26	Dayit lanokennoken li eluufayi yata Ateemit ajow aŋa’ kúmbuuluwaku kakaaneeni tomuu boot li Ateemit, atokoñ. Li aŋa’ li ko asen foof kanabumuu li okila kutokoñ, ban élambaayi bale tookeene min katokoñ ko. (No unnu Abiyataal alakowe álambaawu áamakawu.)
MRK.2.27	Muñeˈe Yéesu li afamen aaniil:
MRK.2.27	— Húyiiyaayahu hoololaal hukaanikaan boot li bukan, inti bukanabuku kúwuweni boot li ho. 
MRK.2.28	Wahawu unwu újimuu 
MRK.3.1	Nan fúlum tómuu, Yéesu li alaañen ajow boot li 
MRK.3.2	Bukanabuku kalako dómuu li kufañ min kul̥oof Yéesu, li kulasowool min kujuk mantee fan afaken ánayinaawu ummu li 
MRK.3.3	Muñeˈe Yéesu li aan ánayinaawu ata kaŋenaku kaketumuu:
MRK.3.3	— Uyito, ulako taatu hákil ésukayi feh.
MRK.3.4	Ban li agel̥l̥en bukanabuku kalako dómuu aaniil:
MRK.3.4	— Waa eluwaayi elobe kakaan li húyiiyaayahu hoololaal? Mantee an layilo akaan wah wajake, mantee wah wajakut? Mantee foof an layilo afaken an, mantee amukool li húyiiyaayahu?
MRK.3.4	Li kulu to sub. 
MRK.3.5	Yéesu li ajukeliil foofiil feh mawuñete. Li jokool foof ŋáa’ min kubajumuu uyinoo wajakut. Muñeˈe li aan ánayinaawu:
MRK.3.5	— Ulaaw kaŋenaku kooli!
MRK.3.5	Mal̥egen ánayinaawu li alaaw kaŋenaku, li kuyaan kufak.
MRK.3.6	Muñeˈe 
MRK.3.7	Muñeˈe Yéesu li ajow li 
MRK.3.8	li 
MRK.3.9	Muñeˈe Yéesu li aan kúgoomaku koola kujok jisaana kukatool to min ájufo ló, jakum bil búsukabu buñuññool! 
MRK.3.10	Emmuu Yéesu lafakenfaken bukan kameeŋe, bukanabuku feh kásomutumuu li kulako buñuññoo mantee li kugolool. 
MRK.3.11	Muñeˈe nan uyinumawu wajakutumuu ujukumuu Yéesu, li ulo hákilool ban li unaak úlobul butiya woon:
MRK.3.11	— Awu ommuu Añiilawu ata Ateemit.
MRK.3.12	Bale Yéesu li anuuloo wo li sembe jakum bil uheb ésukayi akila ammuu ayi.
MRK.3.13	Muñeˈe nan fúlum tomuu, Yéesu li ajow aŋito li huyuuy. Li ahooñ bukanabuku kan afañumuu, ban li kujow boot tan alakomuu. 
MRK.3.14	Yéesu li al̥us to li buko bukan koono kuŋen li kúl̥uba [kan kuhooñemuu foof 
MRK.3.15	min aseniil foof sembe sata kakesoo uyinum wajakut úfu’ li bukanabuku kan újufomuu. 
MRK.3.16	Ujawawu wata bukanabuku kan Yéesu al̥usumuu wo wommuu unwe: 
MRK.3.17	 ata Sebede li atuyool Saŋ, kan Yéesu ahooñemuu Bowaluges: yo yommuu kuñool hufalajaj, 
MRK.3.18	Andele, Fílib, Baatilime, Máciya, Toma, 
MRK.3.19	li Sudaas Isikaaliyot abetumuu Yéesu li kuŋen kata bukan.
MRK.3.20	Muñeˈe nan fúlum tómuu, Yéesu li alaañ bóot. Búsuk báamak li bumit búbil buwonnoo to li eluufayi, gay Yéesu li kúgoomaku koola kuyilaat kutiñ. 
MRK.3.21	Nan bukanabuku kata butoŋabu bata Yéesu kujamumuu loon muñaˈa, li kubil kuŋalool, mata kunaanaak koon:
MRK.3.21	— Yéesu húkowool húsuumut.
MRK.3.22	Muñeˈe bukanabuku kaliikenumuu ésukayi eluwaayi yata Móyiis káfulumulomuu li ésukayi yata 
MRK.3.22	— Bélusebul ammuu Sayitaane anokene Yéesu. Li akila ammuu anahaanawu ata uyinumawu wajakutumuu Yéesu ákesoolumemuu uyinumawu wajakutumuu úfu’ li bukanabuku kan újufomuu.
MRK.3.23	Muñeˈe Yéesu li áhooñuliil aban li aŋa’ 
MRK.3.23	— Buu 
MRK.3.24	Jáyii jilakomuu, ban bukanabuku kata jo li kutiikoo ló, fan jiyiisoo. 
