MAT.1.1	Jesucristowa kwal an ñamin kwal uztuza wian kit ka munara: Davidpa kwalkas Abrahampa kwalkas.
MRK.1.41	Us akwa mintane, Jesúsne paiña chihtɨkasa ussa paat kit kaizta:
MRK.1.41	—Nua namtanash. Nua wat pari, kizta.
MRK.1.42	Mane aya pɨtta ishtu karɨt. Wat kultɨt. 
MRK.1.43	Suasne mamin Jesúsne ussa paiña yalta ɨnin kit ka tɨnta kainara:
MRK.1.44	—Nune wat parɨt. Mɨnainkas paranamun. Nu wat parɨt akwa, pariyara ɨt kit nua Diospa yal pariyara antash. Ussa Moisés ñamin kaizta aizpa mɨltash. Usne nu akwa Diosta mɨlnazi. Sunkana wan awane nu wat parɨt piankamanazi, kizta.
MRK.1.45	Sun ampune puz kit wanta sun namtɨt aizpa kwinta kinamɨzta. Akkwan awa Jesús tukin wanmakkara akwa, Jesúsne awa iztakin pɨpulukin napsachi. Attishta, awa tuchira, aara. Uspane pul sura ussa salkularɨt.
MRK.2.1	Mamaz payura us Capernaum pɨpulura naptawane, awane us yalta tu piankamara. 
MRK.2.2	Kwisha akkwan awa wanmakkarɨt akwa, mamazne nappasachi. Sun yal pɨjtakin mɨnminkas nappasachi. Sua usne usparuza Dios watsal pit kwinta kinara. 
MRK.2.3	Suasne mamaztuz aara. Sun ampara ampune chasachi intura Jesúspakin muat kit karaara.
MRK.2.4	Akkwan awa akwa Jesús tura nappasachikane, uspane yal ɨsalta nuara. Yal kɨh uktawane, kul saara. Katsa kul saarawane, uspane ussa kamakasa inkihshaara. 
MRK.2.5	Jesúsne ampara nɨjkularɨt aizpa pian. Sunkana minñara: “Jesúsne ishtumikara watsashina,” minñamtu. Jesúsne chasachi intura ka kizta:
MRK.2.5	—Painkul, mɨzha. Up kwail wat kulninnash, kizta.
MRK.2.6	Mane mamaz Moisés kaiztɨt aizpa kamtamtuzne sua uzat kit usparuzpain, minñara: 
MRK.2.7	“Jesúsne pɨrail kaiztu. Usne usmin Dioskana namtu. Diosmin kwail kaninshinaka,” minñamtu. 
MRK.2.8	Mane Jesúsne uspa minñarɨt aizpa ayukta piankamta. Katmizna usparuza ka kiznara:
MRK.2.8	—¿Chikishma sunkana mipuspas? 
MRK.2.9	Chasachi intura samchi kizna: “Up kwail wat kulnash.” Kawarain samchi kizna: “Kuhsakti. Up kama kuhsari. Chat,” kiznara. 
MRK.2.10	Piankamtain. Diosne nawa, Ampu namtɨtmikara, ɨninta, awara kiwainanapa. Katmizna u sura at kit u kwail wat kulninnamtus, kiznara.
MRK.2.11	Usne chasachi intura ka kizta:
MRK.2.11	—Nane nua kaiztus. Kuhsakti. Up kama kuhsari. Ɨrash yaltakima, kizta.
MRK.2.12	Usne usmin kuhsak kit paiña kamakasa ip mut kit usparuztas puzta. Wan awaruzne iztaspaarɨt. Ka kizara:
MRK.2.12	—Diosne kwisha wari. Diosne kwisha katsa i. Ñamin sunkanane iztakimakpas, kizara.
MRK.2.13	Mamasa Jesúsne yaltas puz kit katsa pirakima ɨra. Akkwan awane ussa wanmakkara. Sua usne usparuza Dios pɨnkɨh kamtanara. 
MRK.2.14	Tas pimawarain pɨntawane, usne Levíra, Alfeowa painkulta, izta. Sun awane Roma gobierno pial sapmukin uz kit kal kira. Jesúsne ussa ka kaizta:
MRK.2.14	—Kanpazha, ap kammumika namnapa, kizta.
MRK.2.14	Usne kuhsak kit Jesústa kwizpa ɨra.
MRK.2.15	Jesúsne Levíwa yalta ɨt kit uskasa kuantuazi. Akkwan Roma gobierno pial sapmuruzkas, kwail kimtuzkas misharɨra uzat kit kuara, Jesúskasa paiña kammuruzkasa. An akkwan sun awakanane ussa kanpaat kit kamashimtu. 
MRK.2.16	Jesúskas kwail kimtuzkas gobierno pial sapmuruzkas kuamtazi. Moisés kaizta aizpa kamtamtuzkas Fariseo awaruzkas tuat kit usparuza izara. Usparuza izarawane, ka Jesúspa kammuruza mɨmanara:
MRK.2.16	—¿Chikishma Jesúsne Roma gobierno pial sapmuruzkasa kwail kimtuzkasa kuamtui? mɨmanara.
MRK.2.17	Sun mɨrawane, Jesúsne usparuza kaiznara:
MRK.2.17	—Ishtukine, tuttul pashikain. Ishtune, tuttul pashimtu. Nakas tuttulkana ish. Nane at kit awaruza sainarau, kwail awaruza wat paninnana. Wat awa makpas minturuza sainamtuchish, kiznara.
MRK.2.18	Juan munnammikawa kammuruzkas Fariseo awaruzkas akkwan payurakima Diosta paikumtune, kuamtuchi. Impa. Uspane Jesústa aat kit kaizara:
MRK.2.18	—Up kammuruz Diosta paikukane, kuamtu. Impachi. ¿Kwailchiki? Juanpa kammuruzkas Fariseo awaruzkas Diosta paikukane, kuamtuchi. Impa, kizara.
MRK.2.19	Jesúsne usparuza kaiznara:
MRK.2.19	—Ampu ashampa kanpain mɨjne, kasara kishitne, izmuruzne wanmakkamtu, kasara kimmikakasa watsal kulanapa. Kumira kwinkane, kuamtu. Sun payura izmuruzne kumira kuanazi. Impachi. 
MRK.2.20	Ampu kasara kitpane, mamaz payura usne izmuruztas ukkanazi. Sun payura paiña izmuruzne kuamanazi. (Kawarain mamaz payura awane nawa ukkanazi. Nawa ukkarawane, ap izmuruzne izat kit piankamanazi. Sun payura kuamanazi, tayalamtu akwa.) Jesúsne an masas kamtam awara kamtanara, antikwain kamtam chɨhkaanapa.
MRK.2.21	Usne ankas kamtanara:
MRK.2.21	—Kwaksham pakkultane, mɨnchi masas liensokasa yaltuchi. Masas liensokasa yaltane, masasne sɨpparɨm. Suasne an pshat kit pakkultɨm. 
MRK.2.22	Kawarain chappi sultane, mɨnminkas chappi ɨlapa kalpa ayara wintu. Ɨlapa kalpa ayara wintane, chappi tain sultɨm. Chappi tain sultawane, ɨlapa kalpa aya psharɨnazi. Chappikas puztɨnazi. Paasas karɨnazi. Chappi sulkane, masas kalpa ayara wintawa, kiznara.
MRK.2.23	Kwaiztɨt payura Jesúsne chara sauwara ɨzi. Pɨnmɨztune, paiña kammuruzne chara pippa pakkamɨzta. 
MRK.2.24	Fariseo awaruzne ussa kaizara:
MRK.2.24	—Izti. Up kammuruz chara pippa pakkamtu. Antikwa kamtamne ka kizta: “Kwaizkultu payura kal kiman”, kiztu, kizara.
MRK.2.25	Jesúsne usparuza kaiznara:
MRK.2.25	—Une Dios pɨnkɨh izara. Ñamin Davidne paiña izmuruzkasa yak kiarɨt. 
MRK.2.26	Usne Dios yalta napta. Abiatar katsa pariya uzkane, Abiatarne an pan Diosta tara aizpa ussa kwinta. Antikwa kamtam ka kizta: “Sun pan pariyaruzpain kuamtu. Mamazne kwasachi,” kizta. Davidne kwat kit izmuruza kwinnara. Usne kwail kitchi, kiznara.
MRK.2.27	Jesúsne ankas usparuza kaiznara:
MRK.2.27	—Diosne an ñancha awa sara. Awa sarawane, Diosne kwaizkultu payu sara, awa kwaizkulanapa, kiznara. 
MRK.2.28	Katmizna usne ka kiznara:
MRK.2.28	—Nane, Ampu namtɨtmikane, awara wanmak kit kiwainamtus. Nane kwaizkultu payura awaruza kurunnashina, chiwazha kinpa, kiznara.
MRK.3.1	Mamasa Jesúsne Judío kammu yalta napta. Maza ampune chihtɨ chɨhpailtɨt tuazi. 
MRK.3.2	Mɨnpazha Fariseo awane Jesústa izat kit ka minñara: “Jesúsne kwaizkultu payura ussa kakulninshinasa,” minñara. Sunkana minñara, ussa kwail kizanapa. 
MRK.3.3	Suasne Jesúsne ampu chihtɨ chɨhpailtɨtmikasha kaizta:
MRK.3.3	—Apain paizkakin kunanka, kizta.
MRK.3.4	Usne usparuza mɨmanara:
MRK.3.4	—Kwaizkultu payura ¿Chima kinpai? ¿Wat kin? ¿Kwail kin? ¿Kakulninna? ¿Piantana? ¿Chima kinpai? mɨmanara.
MRK.3.4	Sɨnkaashitchi akwa, uspane puñain paarɨt. 
MRK.3.5	Usne usparuza iznat kit aliz paranara. Uspa akwa Jesúsne tayalta, uspa watcha mɨashitchi akwa. Usne ampura kaizta:
MRK.3.5	—Up chihtɨ nil sari, kizta.
MRK.3.5	Sun ampune paiña chihtɨ nil sarɨt. Paiña chihtɨ mamaz chihtɨkana namtɨt. 
MRK.3.6	Tas Fariseo awaruzne puzarɨt. Uspane Herodes izmuruzkasa kwinta kiat kit usparuzpain kaizara: “¿Mizama ussa piantanapai?” kizara.
MRK.3.7	Jesúsne paiña kammuruzkasa ɨarɨt katsa pirakima. Akkwan Galilea suras awakas kwizpa kanpaara. Judea suras awakas aara. 
MRK.3.8	Akkwan awane Jesús sarɨt aizpa paraara. Jesúspa mɨarawane, akkwan aara. Judea suras Jerusalén pɨpuluras aara. Idumea pɨpuluras aara. Akkwan awane Jordán Pi kwakaras aara. Akkwan awane Tiro pɨpuluraskas Sidón pɨpuluraskas aara. 
MRK.3.9	Usne kammuruza ka kaizara:
MRK.3.9	—Akkwan awane wanmakkamtui. Akkwan awa akwa ainki kanua watsarain, awa nawa nuppainmanpa. Nawa nuppainñarane, kanuara uznash, kiznara. 
MRK.3.10	Ñamin akkwan ishturuza kakulnintawane, uspane nuppainñara, ussa paanapa.
MRK.3.11	Awa kwail saliz piztɨttuzne sua aazi. Ussa izkane, kwail salizne awara wainnin kit kwianninñara:
MRK.3.11	—Nune Dios Painkul i, kizara.
MRK.3.12	Jesúsne salizta kainanara:
MRK.3.12	—Awaruza “nane Dios Painkul ish” kaizman, kiznara.
MRK.3.13	Jesúsne kwash ɨzara nura. Mɨnpazha kanpashimturuza akwanara. Uspakas us uzkin nuara. 
MRK.3.14+MRK.3.15	Sun doce ampuruza nanarawane, usne paiña ɨnintuz munninnara. Jesúsne nanara, uskasa tuanpa, Dios pit kainanapa, Dios pitkasa salizta puzninnanapa, ishtura kakulninnanapa. 
MRK.3.16	Jesúsne an doce ampura ka nanara. Mazane Simón mun. Jesúsne Simónpa mun maizta. Mane Pedro mun. 
MRK.3.17	Mamazne Santiagokas Juankas aimpihshtuzpain. Sun paasne Zebedeo painkul azi. Jesúsne uspa mun maizta. Mane Boanerges muntɨt. (“Azain awa muntɨt.”) 
MRK.3.18	Anpane Andrés, Felipe, Bartolomé, Mateo, Tomás, Santiago, Alfeo painkul, Tadeo, Simón, Cananeo suras, 
MRK.3.19	Judas Iscariote munarɨt. Judas Iscariote kutña año pailtɨkane, ussa kwail awara chɨhkanara, ussa piantanapa.
MRK.3.20	Suasne Jesúsne maza yalta kail kit napta. Mamasa akkwan awane Jesústa paiña kammuruzkasa wanmakkara. Akkwan awa akwa, uspane kuasachi. 
MRK.3.21	Paiña izmuruz sun kit aizpa mɨrawane, ɨara, tas ussa mɨlnapa. Uspane usparuzpain kizara: “Usne nukkukana paramtu,” kizara.
MRK.3.22	Moisés kaizta aizpa kamtamtuzne Jerusalén pɨpuluras kihshat kit Jesúspa ka kizara: “Beelzebúwa salizne ussa piztɨt. Usne sun katsa saliz akwa mamaz salizta puznintu,” kizara.
MRK.3.23	Jesúsne usparuza akwat kit masas pit kamtamkasa kamtanara: “Satanásne paiña saliz puzninmanazi. 
MRK.3.24	Mamaz suras awane usparuzpain waya kitne, sun awane pareju uzasachi. 
MRK.3.25	Kwalne usparuzpain waya kitne, aliz paratne, sun kwalne pareju uzasachi. 
MRK.3.26	Satanáskas paiña izmuruzkas paiña salizkas usparuzpain waya kit kit paimpa ɨakane, paiña katsa mikwa nukkulmanazi. Pailtɨnazi.
MRK.3.27	Tɨnta yalpamika paiña yalta uztane, mɨnminkas walkwan napsachi. An tɨnta awa at kit tɨnta yalpamikasha tɨt kuhtawane, paiña yalta nap kit us mɨj aizpa walkwashina. (Kawarain nakas Satanásta kana kit kit paiña saliz awaras puznintus.)
MRK.3.28	An usparuza kaiznara: Watcha. Nane wan kwail kit aizpa, Diosta kwail kwinta kit aizpa, watkulnashinash. 
MRK.3.29	Mɨnpazha Dios Izpulta kwail kwinta kitne, nane sun kwail ussa chi wat kulmanash. Sun kwailne wat kulsachiwal. Diosne usparuza pailta payu ĩnta naizninnanazi,” kiznara.
MRK.3.30	Jesúsne sunkana kainanara, sun awa kwail saliz Jesústa piztɨt kizarɨt akwa.
MRK.3.31	Suas Jesúspa akkuhshkas aimpihshtuzkas aat kit pianamal kunara. Uspa pit ɨnin kit Jesústa akwat. 
MRK.3.32	Akkwan awane ussa sulmin uzat kit kaizara:
MRK.3.32	—Izti. Up akkwakas up añaruzkas pianamal uzamtu. Uspane nua sait kit akwantu, kizara.
MRK.3.33	Usne usparuza sɨnkanat kit kaiznara:
MRK.3.33	—¿Mɨnma ap akkwa i? ¿Mɨnma ap aña i? kiznara.
MRK.3.34	Suasne Jesúsne sulmin paiña uztukin iznat kit kaiznara:
MRK.3.34	—Apain une ap akkwakana, ap añakana mai. 
MRK.3.35	Mɨnpazha Dios ussa ɨnintu aizpa kimtumikane ap añakana i, ap kuakana i, ap akkwakana i, kiznara.
MRK.4.1	Mamasa Jesúsne pimakin kamtanamɨzta. Kwisha akkwan awane wanmakkarɨt. Suasmesa usne kanuara wat kit uzta. Wan awane pimakin kunara. 
MRK.4.2	Usne usparuza akkwan masas kamtamkasa kamtanara.
MRK.4.2	Kamtamtune, usparuza ka kiznara: 
MRK.4.3	“Mɨrain. Maza awane ɨra, chara pippa malna. 
MRK.4.4	Us maltakane, pitchinmin miwara taizara. Chitchuruzne aat kit kuara. 
MRK.4.5	Pitchin pippane uk pilpara, akkwan pil tuchira, taizara. Ainkih pilchira taiztawane, pippane azain chik kit kwizara. 
MRK.4.6	Pãn malkane, tɨ kwiz kit kiyarɨt, akkwan mujtɨt wajchi akwa. 
MRK.4.7	An pitchin pippane patmu mujtɨtpara taizara. Pippakas patmukas chikkara. Watchi kunkain. Chi wakain. 
MRK.4.8	An akkwan pippane wat pilta taizat kit chikkat kit kunara. Chara watsal wakane, pakkarɨt. Maza tɨrain treinta pippa puzara. Mamaz tɨrain sesenta pippa puzara. Mamaz tɨrain cien pippa puzara,” kiznara.
MRK.4.9	Suasne Jesúsne an kaiznara: “Piankamshitne, mɨshitne, nawa mɨzhain,” kiznara.
MRK.4.10	Akkwan awa kaiyarawane, doce kammuruzkas paiña izmuruzkas ussa kaizara: “Aumɨza sun masas kamtam kwinta kainchanaka, mɨanapa,” kizara. 
MRK.4.11	Jesúsne usparuza ka kaiznara: “Nane, Dios ɨnintamikane, umɨza kamtanamtus, mɨanapa, Dios uruza ɨninnashimtu piankamanapa. Nane Diosta mɨashimtuchiruza masas kamtam kwintakasa kamtanamtus. 
MRK.4.12	Yawa wat iztakas, piankamamanazi. Yawa wat mɨrakas, mɨamanazi. Wat mɨamtuchi akwa, uspane Diosta kaiyasachi. Uspa kwail wat kulnasachi,”
MRK.4.13	Jesúsne usparuza kaiznara: “An masas kamtam kwinta u mɨamtuchi akwa, nane uruza mamasa kainananash. Watsal mɨrain, an piankamanapa, wan masas kamtam kwinta piankamanapa. 
MRK.4.14	Chara pippa malmumikakas Dios pit kwinta kimmikakas kawarain i. Sun pippane Dios pitkana i. 
MRK.4.15	Pitchin pippane miwara taizara. Pippa miwara taiztawane, Satanásne kwizpa at kit pippa saktu, chiktachasmin. Kawarain awa Dios pit mɨrawane, Satanásne at kit ayuktas Dios pit ukkamtu. 
MRK.4.16+MRK.4.17	Mamaz pippane uk pilpara taizara. Uk pilpara taizarawane, katsa mujtɨt wajchi akwa, azain kiyarɨm. Kawarain awa Dios pit saptawane, mɨrawane, usne Dios pit ayukta watsakain. Awa ussa kwail kitpane, Dios pit akwa ussa iltawane, usne Dios pit kwait kit Dios pit mɨshimtuchi. 
MRK.4.18	Mamaz pippane patmu mujtɨtpara taizara. Kawarain awane Dios pit mɨmtu. 
MRK.4.19	Dios pit mɨrawane, kwizta sun awane wat mɨshitchi. Chiwal pashimtu. Pialkas saimtu. Kwail kishimtu. Suasne Dios pit kwait kit maintɨm. Uspane pippakana kunsachi, wakain. 
MRK.4.20	Mamaz pippane wat pilta taizara. Sun pippane chik kit kun kit waara. Maza pipparain treintakima sesentakima cienkima puzara. Kawarain Dios pit mɨmturuzne Diosta piankamat kit wat kianazi,” kizara.
MRK.4.21	Jesúsne usparuza mɨmanara: “¿Alampara tɨm paltammuskiwas? ¿Alampara kamakasa paltammuskiwas? Tas alampara tapɨlara unam, aiznapa, awa kai izanapa. 
MRK.4.22	Kawarain ap kamtam pit puintɨtkas, mamaz payura awa mɨanazi. Ap kamtam pit mɨashitchikas, mamaz payura awa piankamanazi. 
MRK.4.23	Piankamshitne, mɨshitne, mɨrain,” kiznara.
MRK.4.24	An kaiznara: “Watsal mɨrain. Pitchimin mɨshitne, pitchimin piankamnazi. Watsal mɨshitne, an akkwan piankamanazi. 
MRK.4.25	Piankamshitne, Diosne usparuza kiwainamtu, an akkwan piankamanapa. Dios pit piankamshitkine, wan mɨj aizpa kaninnazi,” kiznara.
MRK.4.26	Jesúsne usparuza ka kamtanara: “Diospa gobiernone maza pippakanain i. Maza ampune pippa pilta maltu. 
MRK.4.27	Pippa malmumika amtawara pittɨttuasmin, payuwara izkultuasmin, sun pippane chik kit kunmu. Pippa malmumikane miza chikmu pianchi. Miza kunmu pianchi. 
MRK.4.28	Pippane pilta kain chikmu. Pippa chiktawane, tɨ kunmu. Kuntawane, pippa waam. 
MRK.4.29	Pippa inkane, usne awara mashtikasa ɨnintu, pippa paknapa,” kiznara.
MRK.4.30	Jesúsne an kaiznara: “Diosne awaruza sainamtu, usparuza ɨninnanapa. An kamtam kwinta mɨrain. Diospa gobierno maza kwalkana aiztɨm. Diospa kwal aiztɨm. Masas kamtam kwintakasa kamtananash, awa piankamanapa. 
MRK.4.31	Diospa gobiernone maza ainki pippakana i. Mamaz an ainki pippane wachi. 
MRK.4.32	Sun pippa wakane, chikmu. Chiktawane, kwisha azain kawirɨm. Katsa tailpura kawirɨm, tɨ ayukmal chitchu yal sanapa. Sunkana Diospa kwal kawirɨm,” kiznara.
MRK.4.33	Kawarain Jesúsne sun masas kamtam kwintakasa kamtanara, awa piankamanakima. 
MRK.4.34	Jesúsne masas kamtam kwintakasa chi paranarachi. Jesúsne paiña kammuruza sun masas kamtam kwintara kamtanara, piankamanakima.
MRK.4.35	Sun payura tɨl pakane, Jesúsne kammuruza kaiznara:
MRK.4.35	—Pi kwakara ɨzhain, kiznara.
MRK.4.36	Akkwan awaras puzarawane, paiña kammuruzne Jesúskasa kanuara waat kit kwakara ɨara. Akkwan kanuakas usparuzkasa ɨara. 
MRK.4.37	Katsa tɨnta inkwa pamɨzta. Inkwane pira nuppain kit kwazi kanuara palakpɨnta. Pi punmɨzta. 
MRK.4.38	Jesúsne kanua pɨlmal tut kit kwakmura pitta. Uspane ussa izkulnin kit mɨmaara:
MRK.4.38	—Anpat. Aune pi kwaanapain makpas, kizara. ¿Nune nɨjchimakish?
MRK.4.39	Usne izkul kit kuhsak kit inkwara kaizta:
MRK.4.39	—¡Inkwa pamun! kizta.
MRK.4.39	Pira kaizta:
MRK.4.39	—¡Kialmun! ¡Kalpain! kizta.
MRK.4.39	Inkwane pailta. Pine kalpain parɨt. 
MRK.4.40	Usne kammuruza mɨmanara:
MRK.4.40	—¿Chitma ishkuanas? ¿Diosta nɨjkultuchimakkiwas? Diosne umɨza kwira kinanazi, kiznara.
MRK.4.41	Uspane kwisha ishkuarɨt. Usparuzpain kaizara:
MRK.4.41	—¿Sunne mɨnma kai? Parakane, inkwane pailta. Parakane, pine kialta, kizara.
MRK.5.1	Uspane pi kwakkara ɨat kit Gerasa surakima pianaara. 
MRK.5.2	Kanuaras puzarawane, maza ampune, pantiónpara chammikane, Jesús tukin ara. Salizne sun ampura pizta. 
MRK.5.3	Sun ampune pantiónta uzta. Mɨnminkas ussa tɨt kuhsachi, cadenakasa kuhsachi. 
MRK.5.4	Ñamin akkwan piji awane ussa pimpulkinkas cadenakasa kuhshira. Chihtɨkinkas kuhshira. Usmin chihtɨkin iru kuhta pakmalta. Pimpulkinkas iru kuhta pakmalta. Mɨnminkas ussa tak kamtasachi. 
MRK.5.5	Pailta payukas amtakas pantiónparakas ɨnkalparakas kwianta. Usne usmin ukkasa kiltɨt. 
MRK.5.6	Jesústa attishtas iztawane, usne ãĩn ɨt kit ussa wakpuj wainta. 
MRK.5.7	Tɨnta kwian kit Jesústa ka mɨmara:
MRK.5.7	—¿Nawane chima kinash? Nune Jesús i. Nune an katsa Diospa Painkul i. Chiyura uztu. Nawa naizninmun, kiz kit paikwat.
MRK.5.8	Jesúsne kwail salizta akkwan piji kaiznara:
MRK.5.8	—Awaras puzninti, kizta. Kwail salizne ɨshitchi.
MRK.5.9	Suasne Jesúsne ka mɨmara:
MRK.5.9	—¿Nune chi munish? kizta.
MRK.5.9	Saliztuzne ka kizara:
MRK.5.9	—Aune “akkwan” munmakpas. Aune akkwan makpas, kizara.
MRK.5.10	Sun saliztuzne Jesústa an tɨnta paikuaara:
MRK.5.10	—Aumɨza mamaz sura ɨninmun, kizara.
MRK.5.11	Kwisha akkwan kuzune kashain ɨnkalta kuaamtuazi. 
MRK.5.12	Sun saliztuzne ussa an tɨnta paikuaara:
MRK.5.12	—Aumɨza kuzuruza pizna ɨninchain, kizara.
MRK.5.13	Suasne usne usparuza kuzuruza ɨninnara. Wan kwail saliztuzne ɨat kit kuzuruza pizara. Suas sun paas mil kuzune ãĩn pilchiraras taizarɨt. Pira taizat kit pi kwaarɨt. Iara.
MRK.5.14	Kuzu kwira kimtuzne ishkuat kit ãĩn ɨat kit pɨpuluras awarakas sun suras awarakas sun pit kainanara. Tas awane aara, Jesús kirɨt aizpa izana. 
MRK.5.15	Uspane Jesúspakin aara. Sua uspane akkwan saliz piztɨt mɨjatmikasha izara. Sun ampune uz kit wan kwat kit wat mintu. Pɨpuluras awane ishkuara. 
MRK.5.16	Saliz piztɨt mɨjatmikasha izararuzne wan awaruza ka kainanara:
MRK.5.16	—Saliz piztɨt mɨjatmikane wat mintu. Saliztuz kuzuruza piznarawane, kuzune pi kwaara, kizara. 
MRK.5.17	Suasne awane Jesústa an tɨnta paikuaamtu:
MRK.5.17	—¡Au suras ɨmɨzti! kizara.
MRK.5.18	Jesús kanuara wakane, saliz piztɨt mɨjatmikane Jesústa paikwat:
MRK.5.18	—Nukasa ɨshimtus, nukasa tuan, kizta. 
MRK.5.19	Jesúsne ussa ɨninmai, uskasa kanpanapa. Ussa kaizta:
MRK.5.19	—Up kwalta kailtɨnka. Usparuza “Dios saliztuza puzninnara” kainanana ɨnka. Diosne nua kiwainta kiznarain, kizta.
MRK.5.20	Sun ampune tas ɨt kit Decápolis suras awaruza Jesús us akwa sarɨt aizpa kwinta kinara. Wan awane sun akwa iztaspaarɨt.
MRK.5.21	Jesús katsa pi kwakara kanuawara kwaktawane, akkwan awane ussa wanmakkara. Usne katsa pimamin nukkulta. 
MRK.5.22	Sua maza awane, Jairo munmikane, at kit Jesúspa mittɨkin wakpuj wainta. Usne Judío kammu yal manta kimika azi. 
MRK.5.23	Usne ussa tɨnta paikwat kit kaizta:
MRK.5.23	—Ap pashu ainki inapain i. At kit up chihtɨkasa ussa paananka, wat panapa, uznapa, kizta.
MRK.5.24	Jesúsne uskasa ɨra. An akkwan awane kwizpa ɨat kit nuppain kit Jesústa wanmakkara. 
MRK.5.25	Maza ashampane wan awakasa tuazi. Usne doce añokima paiña aimpi puz kit pul parachi. 
MRK.5.26	Usne akkwan tuttulkasa kwisha naizta. Wan pial mɨj aizpa tara. Wat parachi. Anpa piztɨt. 
MRK.5.27	Awane ussa Jesúspa kwinta kiara. Ishtura wat panintu, kizta. An ashampakas Jesúspa mɨra. Usne akkwan awakasa kwizpa aara. Usne paiña kwaksham paara. 
MRK.5.28	Sunkana usmin minta: “Paiña kwakshammin paarane, usne nawa wat paninnazi,” minta. 
MRK.5.29	Ussa paarawane, sun urain paiña aimpi pul parɨt. Usne ayukta paiña ishtu wat parɨt nɨjkulta. 
MRK.5.30	Jesúsne usmin mazainta wat panintɨt nɨjkulta. Akkwan awa ustukin wanmakkarakas, usne ãĩn puij chat kit mɨmanara:
MRK.5.30	—¿Mɨnma ap kwaksham paara? kiznara.
MRK.5.31	Paiña kammuruzne ussa kaizara:
MRK.5.31	—Nune akkwan awara iznamtu. Uspane wanmakkat kit nua nuppainñara. “¿Mɨnma ap kwaksham paara? ¿Mɨmamtukish?” kizara.
MRK.5.32	Usne wan awara iznamɨzta, paiña kwaksham paarɨtmikasha saina. 
MRK.5.33	Sun ashampa ayukta wat parɨt nɨjkulkane, at kit ishkwat kit ul kit ussa wakpuj wainta. Usne Jesústa kaizta:
MRK.5.33	—Nane up kwaksham paarau. Wat paru, kizta. 
MRK.5.34	Jesúsne ussa kaizta:
MRK.5.34	—Nu nawa nɨjkultɨt akwa, nane nua watcha wat paninnash. Watmin ɨnka. Up ishtu wat pari, kizta.
MRK.5.35	Kwinta kimtuasmin, mazantuzne manta kimmikawa yaltas aat kit Judío kammu yal manta kimmikasha kaizara:
MRK.5.35	—Up pashu me irɨt. Kamtammikasha, Jesústa, anne aizapmun, kizara.
MRK.5.36	Jesúsne uspa kaizara aizpa mɨrachi. Usne Judío kammu yal manta kimmikasha kaizta:
MRK.5.36	—Ishkumun. Watsal nɨjkulti. Nane up pashura watsashinash, kizta.
MRK.5.37	Pedrokas Santiagokas Juankas, Santiagowa aimpihsh, Jesúskasa ɨara. Jesúsne mɨnainkas napninnarachi. 
MRK.5.38	Manta kimmikawa yalta piannaakane, Jesúsne akkwan awara iznara. Uspane azat kit tɨnta kwianaara. 
MRK.5.39	Naptawane, usne usparuza kaiznara:
MRK.5.39	—¡Kwianman! ¡Azaman! kiznara. Sun awane manta kimmikawa pashu irɨt nɨjkulara.
MRK.5.39	Usne kaiznara:
MRK.5.39	—Sun pashpane pittui. Uznazi, kiznara.
MRK.5.40	Sun kwinta kitpane, uspane Jesústa ishanaara. Jesúsne usparuza piannamal ɨninnara. Uskas papihshkas akkuhshkas paiña izmuruzkas pashpa tukin nappara. 
MRK.5.41	Paiña chihtɨ piz kit ussa paiña pitkasa kaizta:
MRK.5.41	—Talitta kumi, kizta. (Sunkana awa pit kizta: “Pashpa ainki, kuhsak kit kunti,” kizta.)
MRK.5.42	Sun urain sun pashpane kuhsak kit chara. Usne doce año pailtɨt. Main uspane kwisha iztaspaarɨt. 
MRK.5.43	Usne pashpawa papihshtakas akkuhshtakas manta kit kit kaiznara: “Mɨnainkas u pashu wat parɨt, kaizman. Jesús ussa kuhsakta, uznapa, kaizman,” kiznara. Pashura chiwazha kwintain, kwanpa, ɨninnara.
