MAT.1.1	Yiesu 
MRK.6.53	Bɑɑ tɑn nyii mɔkgbenŋl nɑ ni k duo kunkonn pɑɑk Genesɑɑlet tinŋ nnɑ, k b lol b bulgbetl k senn. 
MRK.6.54	Bɑɑ nyi bulgbetl ni yuo nbɑ nɑ, k l tɑɑkpɑɑk ni k niib bɑnn Yiesu, 
MRK.6.55	k tiin sɑɑ tingbounŋ mɑnŋ lokɑ kul po k jikt b bɑɑtb liɑni pɑɑk k bɑɑt nɑn’m u buol ni, siɑn nbɑ kul k b din tuu gbɑt nɑn u be lenŋ. 
MRK.6.56	Wɑɑ tuu dɔkt doi nɑn digbɑnbis nbɑ kul ɑ ni, k niib bonciɑnn diɑ b bɑɑtb k bil’m dɑi ni, k bɑln’mɔ ɑ wun ŋɑɑn k bin lek sii u tiɑt mɔgbɑnɑ, k bin nbɑ siin nɑ kul tuu lɑ lɑɑfiɑ.
MRK.7.1	Tɔn, k Fɑɑliisiɑnnbɑ nɑn 
MRK.7.2	k b lɑ k u 
MRK.7.3	(Fɑɑliisiɑnnbɑ nɑn 
MRK.7.4	L i tie k b nyii dɑɑk ni, b tuu k di sie k b tɑn wul sinsinn. B biɑ din tuu diɑ kɑɑ bonciɑnn k pukn l po. B din tuu diɑ kɑɑl nbɑ senn nyun-nyuŋmɑni soklu nɑn b bobɑ soklu nɑn b dunduɑni wuulu po e.)
MRK.7.5	K Fɑɑliisiɑnnbɑ nɑn senniwɑntieb mɑnŋ boi Yiesu ɑ: «Bee k ɑ puolpoweitieb nɑ k diɑ t yejɑnm kɑɑl, ŋɑɑn kpɑn gbiɑ b di jiet k k nit b nii?»
MRK.7.6	K Yiesu jiin yet’b ɑ: «
MRK.7.6	‹Niib nɑ tien’n nibɑɑkl b mɔi ni kuukuɑ e,
MRK.7.6	ŋɑɑn b pɑlɑ set fɔk nɑn’n bonciɑnn.
MRK.7.7	B jiɑntl’n yɑnn e,
MRK.7.7	k mɑɑn b jii nisɑɑlk kɑɑ k wɑnn niib,
MRK.7.7	k l nɑɑn nɑn min Yennu 
MRK.7.8	K Yiesu ŋɑnm yet ɑ: «I bɑkn Yennu senni e k bil siɑl po wɑɑ, ŋɑɑn sɑk nisɑɑli kɑɑl nbɑ wɑnt lin nbɑ nɑ. 
MRK.7.9	Yinm, i lek yet Yennu senni weiu ɑ yin diɑ i mɔnŋ mɔnŋ kɑɑl e, 
MRK.7.10	k mɑɑn Muois din senn k yet ɑ: ‹Suɑ kul n tien u bɑɑ nɑn u nɑɑ nibɑɑkl, k wun nbɑ sukl u bɑɑ ɑmi u nɑɑ, bin kpɑn kpi’u.› 
MRK.7.11	Ŋɑɑn yinm ŋɑnin yɑɑ ɑ nilɔ i yet u bɑɑ ɑmi u nɑɑ ɑ: ‹Mɑɑ bo sɑɑ tul’i sonml nbɑ nɑ tie Kolbɑnn
MRK.7.12	ɑ u ji mɔk yiikuo k kɑn sonm u bɑɑ ɑmi u nɑɑ. 
MRK.7.13	Kɑɑl nbɑ k i din gɑɑl nɑ te Yennu mɑɑn tie yɑnn. I biɑ tie bonsiɑ bonciɑnn k l nɑɑn nɑn lin nbɑ nɑ buolu.»
MRK.7.14	Ŋɑnn e k Yiesu ŋɑnm din yiin nibulciɑɔnŋ nɑ u buol ni, k tɑn yet’b ɑ: «Yinm nbɑ kul be nnɑ nɑ, gbiintl mɑn k bɑnn mɑɑ yɑɑ n pɑk lin nbɑ nɑ pɑɑk. 
MRK.7.15	Bonsiɑl kɑɑ k sɑɑ kuɑ nisɑɑlk mɔb ni k fit tien’ɔ jɑknt u pɑl ni. Ŋɑɑn lin nbɑ nyi nisɑɑlk pɑl ni e fit tien’ɔ jɑknt. 
MRK.7.16	Wun nbɑ kul mɔk tubɑ, wun gbiint»
MRK.7.17	Wɑɑ yet’b nnɑ gbenn yuo nbɑ k u nyik niib mɑnŋ, ŋɑɑn sɑɑn kuɑ ŋɑsiɑk nnɑ ni. K u puolpoweitieb boi’ɔ ɑ wun wɑnn’b mɑɑn mɑnŋ pɑɑk. 
MRK.7.18	Ŋɑnn e k u boi’b ɑ: «I mun biɑ lek dɑɑ tie yɑnkpienɑ ee? I k mi nɑn lin nbɑ kul kuɑ nisɑɑlk mɔb ni k tien’ɔ jɑknt ii? 
MRK.7.19	K mɑɑn l k kuɑ u pɑl ni kɑɑ, ŋɑɑn u puol ni e k l kuɑ, k biɑ kpɑntl bint k nyi.» Wɑɑ yet biɑnŋ nbɑ mɑnŋ wɑnt nɑn jiet kul ɑ k kuɑ.
MRK.7.20	K u biɑ ŋɑnm yet pukn ɑ: «Lin nbɑ set nyi nisɑɑlk pɑl ni e tien’ɔ jɑknt, 
MRK.7.21	k mɑɑn u pɑl ni e k dudukbiit bɑɑt nɑn puoweiu nɑn jɑweiu, nɑn nɑn-yuk, nɑn nikpinu, 
MRK.7.22	nɑn boncuncontuonɑ, nɑn niɑnciɑɔnŋ nɑn biitbuolu buolu nɑn fɑɑk fɑɑlu, nɑn tuon-yɑnɑ, nɑn 
MRK.7.23	Lin nbɑ nɑ kul e nyi nilɔ pɑl ni k tien’ɔ jɑknt.»
MRK.7.24	Lin nbɑ nɑ puolpo k Yiesu nyii lenŋ k sɑɑn Tiil bɔkl po, k kuɑ ŋɑsiɑk nnɑ ni, k k luon suɑ n bɑnn nɑn u be lenŋ, ŋɑɑn u din kɑn fit bɔl u mɔnŋ. 
MRK.7.25	K puosuɑ nbɑ k nɑlnbiiuk din be u bonpobik ni nɑ gbɑt u po, k u bɑɑl u buol ni k tɑn gbɑɑn u tuɑnn ni. 
MRK.7.26	Puo mɑnŋ din tie Glek nilɔ e. B din mɑl’ɔ Feniisi tinŋ ni e, Siili tingbounŋ ni. K puo nɑ bɑln Yiesu ɑ wun nyinn nɑlnbiiuk nɑ u bonpobik mɑnŋ ni. 
MRK.7.27	Ŋɑnn e k Yiesu yet’ɔ ɑ: «Ŋɑɑnt k wɑɑs n di sinsinn ɑ, k mɑɑn l k ŋɑn k nilɔ n jii wɑɑs jiet k tul bɔi.»
MRK.7.28	K puo nɑ jiin ɑ: «N Yonmdɑɑnɔ, l set tie mɔni e, ŋɑɑn bɔi nbɑ tuu duɑ tiebul lɔunŋ ni nɑ mun gɑni wɑɑs jebulɑ nbɑ bɑɑ nɑ.»
MRK.7.29	K Yiesu yet’ɔ ɑ: «A jiinu nbɑ nɑ pɑɑk, n ji cɑb’ɑ, ii kun. Nɑlnbiiuk mɑnŋ ponŋ nyii ɑ bonpobik nɑ ni wɑɑ.»
MRK.7.30	K puo mɑnŋ set din fiil yɑɑt kun k sɑɑ bɑɑl k lɑ k u bik nɑ duɑ u dunduɑnu pɑɑk, k nɑlnbiiuk nɑ set nyii wɑɑ.
MRK.7.31	Tɔn, k Yiesu ji din nyik Tiil yɑkl nɑ, ŋɑɑn tɔkn nyii Siidɔn yɑkl, nɑn tinŋ nbɑ k b din yi Doi-piik nɑ mɔkmɔk k sɑɑ bɑɑl Gɑɑliile mɔkgbenŋl ni. 
MRK.7.32	K nisiɑb din bɑɑl nɑn jɑsuɑ k u tie tuukpɑɑl k biɑ k fit k piɑk fɑnu, k b bɑln’mɔ ɑ wun yii u nuu juɑ mɑnŋ pɑɑk. 
MRK.7.33	K Yiesu gɑɑl’ɔ k b nyii kpinŋ po, b kuukuɑ, k u jii u niibilɑ k tun juɑ mɑnŋ tubɑ ni, ŋɑɑn siil mɔsɑnt ŋɑɑn sii juɑ mɑnŋ jeln, 
MRK.7.34	k got sɑnpɑɑpo ŋɑɑn kulnt sikn, k yet juɑ mɑnŋ ɑ: «Efɑtɑ,» k l pɑɑk tie: «Lotl ɑ mɔnŋ.»
MRK.7.35	L tɑɑkpɑɑk ni nɑ k juɑ nɑ ji gbiɑ, k u jeln biɑ tɑbt k u ji fit piɑk mɑɑn fɑnu. 
MRK.7.36	Ŋɑnn e k Yiesu yɑki nɑn niib nɑ ɑ b i mi k bin yet suɑ lin nbɑ k u tun mɑnŋ po, ŋɑɑn nɑn kpɑyɑɔk mɑnŋ kul b lek din ŋɑmi k yɑln mɑɑn mɑnŋ. 
MRK.7.37	K bin nbɑ kul gbɑt lɑbɑɑl mɑnŋ, k l tien’m bɑktnɔunŋ bonciɑnn, k b yet ɑ: «Lin nbɑ kul k u tuu tuun ŋɑn bonciɑnn. U te k tuukpɑɑ gbɑɑ tɑn fit gbiɑ, k te k mui biɑ fit piɑk.»
MRK.8.1	L yuo nɑ, k nibulciɑɔnŋ yɑɑn lɑkn lieb Yiesu buol ni. Bɑɑ k mɔk jiet nɑ, k Yiesu yiin u 
MRK.8.2	«Ninbɑɑɔk suol’n bonciɑnn nibul nɑ pɑɑk, k mɑɑn dɑɑ ŋɑntɑ e nɑ k b be nɑn’n, ŋɑɑn k ji k mɔk jiet nbɑ k b sɑɑ di. 
MRK.8.3	Mi i mun i cɑb’b nɑn kon, b sɑɑ sɑɑ fib sɔnu ni wɑɑ, k mɑɑn b siɑb sɔnu fɔk ɑ.»
MRK.8.4	K u puolpoweitieb nɑ boi’ɔ ɑ: «T sɑɑ lɑ jiet lee muuk nɑ ni k lin jɑnŋ nibul nɑ kul i?» 
MRK.8.5	K u boi’b ɑ: «Pɑɑnu kunɑ ŋɑnŋɑ e be i buol ni nnɑ nɑ?» K b yet’ɔ ɑ: «Ŋɑnlole.»
MRK.8.6	Ŋɑnn e k u te k nibul nɑ kul kɑl tinŋ ni. L puolpo k u jii pɑɑni ŋɑnlole nɑ, k tul Yennu niipuouk l pɑɑk, ŋɑɑn ŋmit ŋmit k tul u puolpoweitieb nɑ ɑ bin tol nibul mɑnŋ. 
MRK.8.7	B biɑ din mɔk jɑnbis wɑɑn b buol ni, k u biɑ tul Yennu niipuouk l pɑɑk, ŋɑɑn yet u puolpoweitieb mɑnŋ ɑ bin jii tol’b biɑk. 
MRK.8.8+MRK.8.9	K suɑ kul din dii wɑɑ luon biɑnŋ nbɑ. B din tie nɑn jɑb tusɑ ŋɑnnɑ (4 000) nɑ e. K u puolpoweitieb tikl jiet nbɑ tenn nɑ, k l gbie kpɑncubt ŋɑnlole. K u ji cɑb jɑb mɑnŋ, 
MRK.8.10	ŋɑɑn k ŋuɑ nɑn u puolpoweitieb kɑkt k kuɑ bulgbetl ni, k sɑɑn Dɑlmɑnutɑ tinŋ ni.
MRK.8.11	L puolpo e k Fɑɑliisiɑnnbɑ siɑb bɑɑl Yiesu buol ni k tɑn tie selmi, ɑ bin bikn’ɔ k lɑ u mɔbonkpetl, k tɑn yet’ɔ ɑ wun tien 
MRK.8.12	L yuo k u kulnt ŋɑɑn boi’b ɑ: «Bee tien k mɔtɑɑnɑ niib nɑ luon nyinn i? Bɑlmɔni e k n yien’i ɑ n kɑn tun nyinn k tul’b.»
MRK.8.13	L puolpo k u nyik’b, ŋɑɑn ŋmɑt kuɑ bulgbetl nɑ ni, k puot mɔkgbenŋl puotl nɑ po.
MRK.8.14	Tɔn, Yiesu puolpoweitieb din tɑnm k k diɑ jiet k l yɑb. B din diɑ pɑɑn-yenn kuɑ e bulgbetl nɑ ni. 
MRK.8.15	K Yiesu yet’b nɑn ninmɔnn ɑ: «Ii mi mɑn, kii guu i mɔnŋ nɑn Fɑɑliisiɑnnbɑ nɑn Heluod 
MRK.8.16	Ŋɑnn e k b ji piɑk b lieb sinsuuk ni ɑ: «Tɑɑ k diɑ pɑɑnu nɑ e k u piɑk lin nbɑ nɑ.» 
MRK.8.17	Ŋɑɑn k u bɑnn bɑɑ piɑk lin nbɑ nɑ, k boi’b ɑ: «Bee k i piɑk k yɑɑ ɑ i k diɑ pɑɑnu? I dɑɑ k bɑnn siɑl biɑk ii? I dudukt ni biɑ dɑɑ k yent ii? 
MRK.8.18	I mɔk ninbinɑ, ŋɑɑn bee k i k lɑɑt i? I biɑ mɔk tubɑ, ŋɑɑn biɑ k gbiɑ ɑɑ? I k tiɑn 
MRK.8.19	yuo nbɑ k n ŋmit ŋmit pɑɑni ŋɑnŋmu k tul niib tusɑ ŋɑnŋmu nɑ ɑɑ? Kpɑncubt ŋɑnŋɑ e k i tikl pɑɑnbulɑ nbɑ tenn i?»
MRK.8.19	K b jiin ɑ: «Piik nɑn ŋɑnle.»
MRK.8.20	K u boi’b biɑk ɑ: «K yuo nbɑ k n ŋmit ŋmit pɑɑni ŋɑnlole k tul niib tusɑ ŋɑnnɑ nɑ, kpɑncubt ŋɑnŋɑ k i tikl pɑɑnbulɑ nbɑ tenn i?»
MRK.8.20	K b jiin ɑ: «Ŋɑnlole.»
MRK.8.21	Ŋɑnn e k u boi’b ɑ: «Ŋɑɑn k i biɑ lek dɑɑ k gbɑt l pɑɑk ii?»
MRK.8.22	K b din tɑn bɑɑl Betsɑidɑ, k nisiɑb din jii jɑjuɑnsuɑ nnɑ k bɑɑl nɑn’ɔ Yiesu buol ni, k tɑn bɑln’mɔ ɑ wun sii’u. 
MRK.8.23	K Yiesu suol u nuu k nyii nɑn’ɔ duo kpinŋ po, k siil mɔsɑnt juɑ nɑ ninbinɑ ni, k jii u nii k yii u pɑɑk, ŋɑɑn boi’ɔ ɑ: «A lɑɑt siɑl ii?»
MRK.8.24	Ŋɑnn e k juɑ mɑnŋ gokt got, ŋɑɑn yet ɑ: «Nnn, n lɑɑt niib, ŋɑɑn b nɑɑn nɑn tiini nɑ e k sonm.»
MRK.8.25	K Yiesu biɑ jii u nii k yii juɑ mɑnŋ ninbinɑ pɑɑk, l yuo nɑ k juɑ mɑnŋ ji got silll, k suɑ k u ninbinɑ mɔk lɑɑfiɑ, k u ji lɑɑt bonsiɑl kul pul pul pul. 
MRK.8.26	K Yiesu te k juɑ mɑnŋ kun u ŋɑɑk ni, ŋɑɑn yet’ɔ nɑn ninmɔnn ɑ: «Ii mi k ɑ ŋmɑt duo mɑnŋ ni jik.»
MRK.8.27	Ŋɑnn e k Yiesu nɑn u puolpoweitieb din yɑɑt k sɑɑ Sesɑɑle Fiiliip tingbounŋ ni. Bɑɑ dɑɑ be sɔnu pɑɑk k sɑɑ nɑ k u boi’b ɑ: «Niib yɑɑ ɑ n tie ŋmee?»
MRK.8.28	K b yet’ɔ ɑ: «Nisiɑb yien ɑ ɑ tie Sɑn, wun nbɑ dɑɑn wuul niib Yennu nyunwulu nɑ e, k nilieb mun yɑɑ ɑ tie Elii e k nilieb mun biɑ yɑɑ ɑ tie 
MRK.8.29	Ŋɑnn e k u boi’b ɑ: «Ŋɑɑn k yinm ŋɑnin yɑɑ ɑ n tie ŋmee?»
MRK.8.29	K Piɑl jiin k yet’ɔ ɑ: «Fin e tie 
MRK.8.30	Ŋɑnn e k Yiesu yɑki nɑn’m ɑ bii mi k bin yet suɑ lɑbɑɑl mɑnŋ.
MRK.8.31	L puolpo k Yiesu ji din piin k wɑnt u puolpoweitieb ɑ: «Sie k 
MRK.8.32	U din pɑk lin nbɑ nɑ k k bɔl siɑl. Ŋɑnn e k Piɑl yiin’ɔ k nyii nɑn’ɔ kpinŋ po k sɑɑ yɑki nɑn’ɔ. 
MRK.8.33	Ŋɑɑn Yiesu nbɑ gbiɑ jiɑnt got u puolpoweitieb nɑ, k ji mun yɑki nɑn Piɑl ɑ: «Fin 
MRK.8.34	Ŋɑnn e k Yiesu yiin u puolpoweitieb nɑn nibul nbɑ wɑɑ’u nɑ, k tɑn yet’b ɑ: «Wun nbɑ i luon wun wei’n, sie k u likn u sɑɑŋmɑnŋ, k jii u kuun dɑpunpunn kii wɑɑ’n, 
MRK.8.35	k mɑɑn wun nbɑ k sɑɑk wun jii u mɑnfuol k tul’n, ŋuɑ e tɑn sɑɑ kɔnŋ’l, ŋɑɑn wun nbɑ likn u sɑɑŋmɑnŋ, min nɑn lɑbɑmɑnn nɑ pɑɑk, ŋuɑ e tɑn sɑɑ lɑ u mɑnfuol. 
MRK.8.36	Nilɔ i lɑ tingbounŋ nɑ mɔktuk kul ɑ ŋɑɑn kɔnŋ u mɑnfuol, nyɔlɑnt po e k u sɑɑ lɑ? 
MRK.8.37	Ami nilɔ sɑɑ fit jii bee k kpent u mɑnfuol i? 
MRK.8.38	K wun nbɑ i tiin fei k jiin min nɑn n mɑɑn nɑ po biitdɑnm nɑn tubkɑngbɑtɑ dɑnm sinsuuk ni, Nisɑɑlk Bijɑ mun sɑɑ tin fei k jiin u po yuo nbɑ k u tɑn sɑɑ jen nɑn u Bɑɑ 
MRK.9.1	Tɔn, k Yiesu biɑ yet’b ɑ: «Bɑlmɔni e k n yɑɑ n yet’i, siɑb be nnɑ k dɑɑ kɑn kpo sie k b tɑn lɑ Yennu nɑɑn bɑɑlu nɑn pɑnŋ.»
MRK.9.2	L puolpo e k l tɑn tien dɑɑ ŋɑnluob, k Yiesu jii Piɑl nɑn Sɑɑk nɑn Sɑn k duo nɑn’m juɑl nbɑ fɔk bonciɑnn pɑɑk, k b be b kuɑ. L yuo k b lɑ k u lebt b nunm ni, 
MRK.9.3	k u tiɑt nyilk k pien pɑl pɑl. K suɑ kɑɑ tingbounŋ nɑ ni k sɑɑ fit penn tiɑt nɑn ŋɑnn nɑ. 
MRK.9.4	K b lɑ k 
MRK.9.5	Ŋɑnn e k Piɑl yet Yiesu ɑ: «Cɑnbɑɑ, l ŋɑn nɑn tii be nnɑ nɑ. Ŋɑɑnt k tin fɑɑ lɑnbont ŋɑntɑ, k yenn i tie ɑ yɑl, k liel i tie Muois yɑl k liel mun i tie Elii yɑl.» 
MRK.9.6	Jɑŋmɑɑni nbɑ din suol Piɑl nɑn u lieb mɑnŋ bonciɑnn nɑ pɑɑk din te k u din k mi wɑɑ sɑɑ pɑk lin nbɑ. 
MRK.9.7	L yuo k sɑnpɑgbounŋ dɔkt k tɑn piin’m, k b gbɑt kunkɔl sɑnpɑgbounŋ nɑ ni, k l yet ɑ: «N Bilonkɑk e nɑ. Gbiintl u mɔb mɑn » 
MRK.9.8	K b jiɑnt got, ŋɑɑn ji k lɑ suɑ b buol, sie Yiesu kuukuɑ.
MRK.9.9	Bɑɑ nyii juɑl mɑnŋ pɑɑk k siik, k Yiesu yet’b nɑn ninmɔnn ɑ b dɑɑ yien suɑ lin nbɑ k b lɑ nɑ nɑn yuo nbɑ k 
MRK.9.10	K b sɑk u mɑɑn mɑnŋ, k diɑ lɑbɑɑl mɑnŋ b sinsuuk ni, k biɑ boi b lieb ɑ: «‹Kuun fiilu› nɑ pɑɑk tie bee?» 
MRK.9.11	K b tɑn boi’ɔ ɑ: «Bee te k 
MRK.9.12	K Yiesu yet’b ɑ: «Elii set bɑɑt sinsinn, ɑ wun tɑn ŋɑnm bonsiɑl kul fɑnu e. Ŋɑɑn, bee te k l biɑ diɑn ɑ l tie k Nisɑɑlk Bijɑ n di fɑlɑ bonciɑnn k niib n yet’ɔ? 
MRK.9.13	N yien’i e, Elii ponŋ bɑɑl nɑ, k niib diɑ’u gbɑkɑ gbɑkɑ nnɑ bɑɑ luon biɑnŋ nbɑ, nɑn lɑɑ diɑn Yennu lolkpel kɑdɑɑɔk ni biɑnŋ nbɑ nɑ.»
MRK.9.14	Yuo nbɑ k Yiesu din tɑn bɑɑl nɑn u 
MRK.9.15	Nibul mɑnŋ nbɑ lɑ Yiesu yuo nbɑ k l tien’m bɑktnɔunŋ, k b tin bɑɑl fuont’ɔ. 
MRK.9.16	Ŋɑnn e k u boi u puolpoweitieb nɑ ɑ: «I noi nɑn’m lɑnn po pɑɑk e?»
MRK.9.17	K jɑsuɑ nnɑ nyii nibul mɑnŋ ni k jiin ɑ: «Cɑnbɑɑ, min e bo bɑɑt nɑn n bijɑ ɑ buol ni, k mɑɑn nɑlnbiiuk be u ni k l te k u k fit piɑk. 
MRK.9.18	Siɑn nbɑ kul ɑ k nɑlnbiiuk mɑnŋ fiil, l tuu lu’u tinŋ ni e, k mɔsɑnkunkuounŋ nyi u mɔb ni, k u ŋmɑn u nyɑnɑ, k u gbɑnɑnt kul n wɑkl kenken. N bɑln ɑ puolpoweitieb nɑ ɑ bin nyinn nɑlnbiiuk mɑnŋ, ŋɑɑn k b gbɑl.»
MRK.9.19	Ŋɑnn e k Yiesu jiin k yet ɑ: «Yinm mɔtɑɑnɑ niib yɑdɑ mɑntk puɑl hei. N sɑɑ wei nɑn’i nlee? L sɑɑ wei nlee k n mɔk suklu nɑn’i ni? Bɑɑt nɑn bik mɑnŋ nnɑ.» 
MRK.9.20	K b bɑɑl nɑn’ɔ Yiesu buol. Nɑlnbiiuk nɑ nbɑ lɑ Yiesu yuo nbɑ k u fiil bik nɑ ni k lu’u tinŋ ni, k u duɑ k biln, k mɔsɑnkunkuounŋ nyi u mɔb ni. 
MRK.9.21	K Yiesu boi u bɑɑ ɑ: «Nlee yuo e k l piin k tie’u nnɑ?»
MRK.9.21	K u jiin ɑ: «L piin’ɔ u bisn ni e wɑɑ. 
MRK.9.22	Yuo bonciɑnn e k nɑlnbiiuk nɑ tuu te k u bɑɑ muu ni, nɑn nyun ni, ɑ wun lek kpi’u. Ŋɑɑn l i tie k ɑ sɑɑ fit tien siɑl, ɑ lek tin’t ninbɑɑɔk k sonm’t.»
MRK.9.23	K Yiesu yet ɑ: «A yet ɑ l i tie k n fit i e. Bonsiɑl kul k pɑɑl k tul wun nbɑ tien yɑdɑ nɑ buol ni.»
MRK.9.24	K juɑ nɑ yikn sɑnpɑɑpo wɑɑ ɑ: «N tien yɑdɑ wɑɑ, ŋɑɑn puknt n yɑdɑ pɑnŋ.»
MRK.9.25	Yiesu nbɑ lɑ k nibul nɑ ŋɑnmt tut bɑɑt b pɑɑk nɑ, k u tiɑn nɑlnbiiuk nɑ pɑɑk ɑ: «Fin nɑlnmutuukpɑɑl nɑ, min e tul’ɑ mɔb, nyimin u ni k ji dɑɑ mi jent u ni.»
MRK.9.26	K nɑlnbiiuk nɑ yikn k tɔkl bik mɑnŋ k lu’u tinŋ ni gbɑb, ŋɑɑn nyii u ni, k bik mɑnŋ ji nɑɑn nɑn u kpo e nɑ, k niib nɑ ni bonciɑnn yet ɑ: «U kpo e nɑ.» 
MRK.9.27	Ŋɑɑn k Yiesu suol bik mɑnŋ nuu k sonm’ɔ k u fiil set. 
MRK.9.28	Yiesu nbɑ din tɑn kuɑ ŋɑɑk ni yuo nbɑ, k u puolpoweitieb nbɑ bo biɑl nɑ boi’ɔ ɑ: «Bee k tinm ŋɑnin bo k fit nyinn nɑlnbiiuk nɑ?» 
MRK.9.29	K u yet’b ɑ: «I kɑn fit nyinn nɑlnbiiuk nɑ buolu sie k i mei Yennu.»
MRK.9.30	K Yiesu nɑn u puolpoweitieb mɑnŋ nyii lenŋ k tɔkn Gɑɑliile tingbounŋ po. Ŋɑɑn u din k luon suɑ n bɑnn wɑɑ be siɑn nbɑ, 
MRK.9.31	k mɑɑn u din wɑnt u puolpoweitieb nɑ k yien’m ɑ: «B tɑn sɑɑ jii Nisɑɑlk Bijɑ k tien’ɔ niib nuu ni k bin kpi’u, ŋɑɑn l dɑɑ ŋɑntɑ dɑɑl u tɑn sɑɑ fiil kuun ni.»
MRK.9.32	Ŋɑɑn u puolpoweitieb mɑnŋ din k bɑnn mɑɑn mɑnŋ pɑɑk, ŋɑɑn mun tiin jɑŋmɑɑni nɑn bin boi’ɔ.
MRK.9.33	Tɔn, k Yiesu nɑn u puolpoweitieb nbɑ din bɑɑl Kɑpelnɑunm k tɑn kuɑ ŋɑɑk ni yuo nbɑ k u boi’b ɑ: «I bo diɑ lɑbɑlɑnn po e sɔnu ni nɑ?»
MRK.9.34	Ŋɑɑn k b ŋmin ɑ, k mɑɑn sɔnu ni b noi nɑn b lieb 
MRK.9.35	Ŋɑnn e k u ŋmɑnt k kɑl, ŋɑɑn yiin u tuomiinbɑ 
MRK.9.36	ŋɑɑn jii bik nnɑ k senn’ɔ b sinsuuk ni, k puul u nii k wɔb bik mɑnŋ, ŋɑɑn yet’b ɑ: 
MRK.9.37	«Wun nbɑ kul gɑɑl bik nɑ buolu n sɑnn pɑɑk, min e k u gɑɑl’n, k wun nbɑ gɑɑl’n k gɑɑl min kɑɑ, ŋɑɑn u gɑɑl wun nbɑ tun’n nɑ e nɑ mun biɑk.»
MRK.9.38	Tɔn, k Sɑn yet Yiesu ɑ: «Wɑntuɑ, t lɑ k jɑsuɑ nnɑ mun tɑɑn ɑ sɑnn k nyint nɑlnbiit niib ni, k t yɑki nɑn’ɔ ɑ wun nyik, k mɑɑn u k tie t ni yenɔ.»
MRK.9.39	K Yiesu yet’b ɑ: «I dɑɑ biel’ɔ mɑn, k mɑɑn wun nbɑ sɑɑ tɑɑ n sɑnn k tun bɑktnɔunŋ tuonn, l puolpo u ji kɑn fit pɑk siɑl k biil’n. 
MRK.9.40	K mɑɑn wun nbɑ kul k kɔn nɑn’t, u sie t puol e. 
MRK.9.41	Bɑlmɔni e k n yien’i nɑ, wun nbɑ kul got lɑ’i k tul’i nyun, ɑ yɑɑ tie Klistuyɑb nɑ pɑɑk, l dɑɑnɔ tɑn kɑn mi kɔnŋ u nyuɑt.»
MRK.9.42	K Yiesu biɑ ŋɑnm k yet ɑ: «Wun nbɑ te k wɑɑs mɑnŋ nbɑ tien’n yɑdɑ nɑ yenɔ kuɑ bɑɑ biit ni, b i bo i lɑnn nɑɑl l dɑɑnɔ tulu ni k tut’ɔ nɑn’n k lu’u mɔkgbenŋl ni gbɑɑ, l bo sii sɔ k tul’ɔ. 
MRK.9.43+MRK.9.44	L pɑɑk, ɑ nuu i te k ɑ tun biit, fɑn pot’ɔ k lu. A i mɔk nuu yenu kuɑ k lɑ mɑnfuol nbɑ kɑɑ gbennu, l cie fɑn tɑn kuɑ muu nbɑ kɑn mi kpien nɑ ni nɑn ɑ nii kul. 
MRK.9.45+MRK.9.46	A tɑɑpɑɔnŋ i te k ɑ yɑɑ ɑ tun biit, fɑn pot’l lu. L sɔ k ɑ i mɔk tɑɑyenn k lɑ mɑnfuol nbɑ kɑɑ gbennu, k gɑl fii mɔk tɑɑ ŋɑnle ŋɑɑn tɑn kuɑ muu mɑnŋ ni. 
MRK.9.47	A ninbinn i te k ɑ yɑɑ ɑ tun biit, fɑn kpɑkl k lu. L sɔ k fɑn tɑn kuɑ Yennu nɑɑn ni nɑn ninbin-yenn kuɑ k gɑl fɑn tɑn kuɑ muu mɑnŋ ni nɑn ninbinɑ ŋɑnle. 
MRK.9.48	Lenŋ e k ‹nɑnwubɑ nbɑ k kpenn nɑ be k di’b k muu nbɑ biɑ k kpient nɑ be k di’b.›
MRK.9.49	«B tɑn sɑɑ ŋɑnm suɑ kul nɑn muu nɑn yɑɑln e.»
MRK.9.50	«Yɑɑln mɑn, ŋɑɑn yɑɑln mɑnu i nyii, nlee k ɑ ji sɑɑ jiin l mɑnu?
MRK.9.50	«Ii mɑn nɑn yɑɑln nɑ mɑn, k mɑnu ii be yinm nɑn i lieb sinsuuk ni.»
MRK.10.1	K Yiesu nyii lenŋ k sɑɑn Suude tinŋ ni nɑn 
MRK.10.2	K Fɑɑliisiɑnnbɑ bɑɑl u buol ni, k luon bin bikn’ɔ, k boi’ɔ ɑ: «Senni nɑ cɑb nɑn juɑ n yet u ŋɑɑpuo ɑmi ii?»
MRK.10.3	Ŋɑnn e k u mun jiin k boi’b ɑ: «Muois din tul’i 
MRK.10.4	K b jiin ɑ: «Muois din cɑb yiikuo ɑ juɑ sɑɑ fit diɑn puoyetu kɑdɑɑɔk ŋɑɑn yet u ŋɑɑpuo.»
MRK.10.5	K Yiesu yet’b ɑ: «I tubkɑngbɑtɑ pɑɑk e din te k Muois diɑn senni mɑnŋ k tul’i. 
MRK.10.6	Ŋɑɑn Yennu nbɑ din nɑn 
MRK.10.7	Lin nbɑ nɑ pɑɑk k juɑ tuu sɑɑ nyi u bɑɑ nɑn u nɑɑ buol ni, ŋɑɑn k ŋuɑ nɑn puo n tɑɑn lieb, 
