MAT.1.1	Inu nərgɨ tɨpɨ Iesu Kristo rat mɨn, kit in Kig Tefɨt, kən kit mɨn in Epraham.
LUK.21.28	Kən nian natɨmnat mɨn u kɨnotətuoun moatuwa katol nɨpahrienən lan, otətul motasɨpər e neai, məto-inu otəsuwəhən rəhatəmat Kristo otuwa mɨkɨs itəmat.”
LUK.21.29	Kən in təmuəh nimaa nəghatən kəm ilat məmə, “Nakotɨtun-tu nɨg u fik ne nɨg neen mɨn. 
LUK.21.30	Okəmə kotalpətəg mɨnotapɨlpɨl mɨn, kən nəkotɨtun məmə in nian rəha nasumən. 
LUK.21.31	E nolən kitiəh əm, okəmə nakotehm natɨmnat mɨn u koatol nəhlan, onəkotɨtun məmə otəsuwəhən, nərəmərəən rəha Uhgɨn tuwa.
LUK.21.32	“Nɨpahrienən ekatən kəm itəmat məmə noanol rəha Isrel
LUK.21.33	Neai ne nətueintən okiakə, məto nəghatən mɨn rəhak okol kəsotɨkəən.”
LUK.21.34	Kən Iesu tatən məmə, “Nəkotəkəike moatəto itəmat. Əsotərəkɨnən rəhatəmat nian mɨn o nolən əmən lafet, motapɨs lan, kən moatətəlɨg-in pɨk natɨmnat rəha nətueintən u. Təsəwɨrən məmə nian rəhak otuwa mos kaut kəm itəmat tahmen-pən məmə noanɨkulu təmohasɨn itəmat, 
LUK.21.35	məto-inu nian əh otuwa mɨləs netəmim rafin rəha nətueintən. 
LUK.21.36	Məto nian rafin onəkotəkəike moatətul matɨp, kən motəkəike katəfak məmə nakotos nəsanənən tahmen məmə nəkoatətul əskasɨk əm e nian natɨmnat rafin əh koatuwa, kən inəh nɨki Nətɨ Etəmim otagien otəmat nian onəkotətul e nɨganəmtɨn.”
LUK.21.37	Kən nian rafin Iesu tatəgətun netəmim əpəh e Nimə Rəha Uhgɨn, kən lapɨn mɨn in tiet muwɨn əpəh Nɨtot Rəha Nɨg U Olif mətapɨl əh-ikɨn. 
LUK.21.38	Kən nian mɨn rafin laulaugɨn agɨn, netəmim koatuwa məmə okotətəlɨg-in rəhan nəghatən əpəh e Nimə Rəha Uhgɨn.
LUK.22.1	Kən nian rəha lafet rəha Pret U Is Tɨkə Lan tɨnatuwa iuəhkɨr, kən in tɨnətuoun e lafet rəha Nuhagego-inən. 
LUK.22.2	Kən pris asol mɨn ne iəgətun mɨn rəha Lou koateam-in anion suatɨp məmə okotohamnu Iesu lan. Koateam-in anion suatɨp məto-inu ilat koatəgin netəmim məmə, kətah nɨmanin netəmim okotəmou okəmə kotɨtun məmə kəmotohamnu Iesu.
LUK.22.3	“Kən Setan təmos nɨki Jutas, u nərgɨn kit mɨn u Iskariot, in e netəm tuelef rəha Iesu.
LUK.22.4	Kən in təmuwɨn matəghat kəm pris asol mɨn ne netəm-iasol mɨn rəha mopael rəha Nimə Rəha Uhgɨn, mateam-in suatɨp məmə otegəhan-in Iesu tuwɨn e nelmɨlat. 
LUK.22.5	Kən nɨkilat təmagien, kən kəmotən-iəkɨs məmə okotos-ipən məni kit kəm in. 
LUK.22.6	Kən Jutas təmegəhan lan məmə in otol, kən mateam-in suatɨp məmə otegəhan-in Iesu tuwɨn e nelmɨlat nian netəmim okotɨkə lan.
LUK.22.7	Kən nian rəha lafet rəha Pret U Is Tɨkə Lan tɨnuwa, kən e nian əh, netəmim okotəkəike motoh nətɨ sipsip rəha lafet rəha Nuhagego-inən.
LUK.22.8	Kən Iesu təmaun-in Pita ne Jon, kən mən-ipən kəm ilau məmə, “Ian kən mioal əpen-əpenə nagwənən rəha lafet rəha Nuhagego-inən məmə okotuwɨn motagwən ikɨn.”
LUK.22.9	Kən kəmuən-ipən kəm in məmə, “?Nakolkeike məmə itɨmlau oekian hiə mioal əpen-əpenə e nagwənən ikɨn?”
LUK.22.10	Kən təmən-ipən kəm ilau məmə, “Uətəlɨg wɨr-tu. Nian itəmlau onakuet-arəpən e taon, kən onakuehm suah kit tatəhun pətəl asol kəmətu-pən nəhau lan. Kən nəkiauarisɨg-in məhaluwɨn e nimə kit itəm otuwɨn ikɨn. 
LUK.22.11	Kən nəkuən-ipən kəm etəm-iasol rəha nimə məmə, ‘?Iəgətun təmahl-ipa itɨmlau məmə ekuea muətapəh ron ik məmə noan u in hiə itəm in ne rəhan mɨn netəmim okotuwa motol nagwənən ikɨn rəha lafet rəha Nuhagego-inən?’ 
LUK.22.12	Kən in otit itəmlau nakian əpəh e noan ilɨs ikɨn itəm kɨnəlɨn wɨr rəkɨs natɨmnat rafin rəha nagwənən əh-ikɨn. Kən nakioal əpen-əpenə nagwənən əh-ikɨn.”
LUK.22.13	Kən kəmian muehm natɨmnat rafin tahmen əm məmə inu Iesu təmən mihin ne. Kən kəmioal əpen-əpenə e nagwənən ikɨn rəha lafet rəha Nuhagego-inən.
LUK.22.14	Kən e nian rəha nagwənən, Iesu təmuwɨn məpələh e tepɨl ilat rəhan aposol mɨn. 
LUK.22.15	Kən təmən-ipən kəm ilat məmə, “Otəsuwəhən, okol nahməən kəm io. Məto nɨkik tɨnolkeike pɨk məmə okotaupən kun nagwənən rəha lafet rəha Nuhagego-inən. 
LUK.22.16	Iakolkeike pɨk məmə kitat okotagwən min-nulan məto-inu, okol esagwən mɨnən e nagwənən rəha Nuhagego-inən mətoarus nɨpətɨ lafet u tuwa mol nɨpahrienən lan e nərəmərəən rəha Uhgɨn.”
LUK.22.17	Kən Iesu təmos kap wain mən tagkiu ron kəm Uhgɨn, kən mən məmə, “Otos itəmat rafin, kən motənɨm, 
LUK.22.18	məto-inu roiu iatən kəm itəmat məmə esənɨmən wain mətoarus-pən nian natɨmnat rafin kotatɨg ahgin nərəmərəən rəha Uhgɨn.”
LUK.22.19	Kən təmos pɨret mən tagkiu ron kəm Uhgɨn, kən məmkas mos-ipən kəm rəhan mɨn netəmim, kən mən məmə, “Inu nɨpətɨk itəm iakatos-ipɨnə otəmat. Nian rafin onəkotəkəike motol nat u məmə nɨkitəmat tatəht io.”
LUK.22.20	Kən e nolən kitiəh əm, nian kəmotagwən rəkɨs, Iesu təmos kap wain kən təmən məmə, “Kap wain u in nɨtak itəm otaiu otəmat, kən tatəgətun nəniəkɨsən wi rəha nasituən rəha Uhgɨn kəm netəmim. 
LUK.22.21	Məto onəkotətəlɨg wɨr-tu. Suah kit ukɨn-u kotagwən kitat min e tepɨl, kən in otəpanegəhan-in-pən io e nelmɨ rəhak mɨn tɨkɨmɨr.
LUK.22.22	Io Nətɨ Etəmim oekəkəike mɨmɨs məmə inu Uhgɨn təmən mihin ne. !Məto awe, nahməən asol tatuwɨn o etəm tategəhan-in-pən io e nelmɨ tɨkɨmɨr mɨn!” 
LUK.22.23	Kən kɨnoatətapəh-ətapəh olat mɨn məmə, “?Kitat pah otol nat əh?”
LUK.22.24	Kən nat kit mɨn, ilat kɨnoatol nɨkilat mɨn məmə pah u in ilɨs pɨk taprəkɨs-in ilat.
LUK.22.25	Kən Iesu təmən-ipən kəm ilat məmə, “Kig mɨn rəha nətueintən u koatərəmərə e netəmim e rəhalat nəsanənən, kən koataun-in atɨp ilat məmə ilat ‘Netəm rəha Nasituən.’
LUK.22.26	Məto itəmat onəkəsotolən min-nəhlan. Okəmə itəmat kit in ilɨs, in otɨləs-iəhau in tahmen-pən e suakəku. Kən okəmə itəmat kit tatətul aupən, kən in otuwa iolwək əm kit.
LUK.22.27	?Pah u in ilɨs pɨk, etəmim itəm tətagwən e tepɨl, o iolwək itəm tatos nagwənən matuwa? Nəkotɨtun məmə etəm tətagwən e tepɨl in ilɨs taprəkɨs. Məto io, etəm-iasol rəhatəmat, nian emətaliwək kitat min itəmat, emahmen-pən e iolwək əm kit.
LUK.22.28	“Itəmat u, nian rafin nəkotatɨg iuəhkɨr ron io e nian ekətatɨg e nian əskasɨk mɨn. 
LUK.22.29	Kən tahmen-pən əm məmə Tata rəhak tatɨləs-ipər io məmə ekuwa kig, kən io mɨn iatɨləs-ipər itəmat məmə nakotuwa kig mɨn, 
LUK.22.30	məmə nakotuwa kəpələh kitat min io, kotagwən kələh e nian ekuwa mol kig lan. Kən e nian əh, itəmat mɨn onəkotəpələh e jea mɨn rəha kig, kən itəmat onəkotuwa motətul aupən e noanol mɨn tuelef rəha Isrel moatakil ilat moatərəmərə elat.”
LUK.22.31	Kən Iesu təmən-ipən kəm Saimon Pita məmə, “Kəsi. Saimon. Ətəlɨg-in-tu io. Setan tɨnətapəh rəkɨs o Uhgɨn məmə otegəhan-in məmə in otuwa mos-ipən-os-ipən kəm itəmat mol nəratən kəm itəmat məmə otəgətun rəhatəmat nahatətəən in təskasɨk lak o kəp. 
LUK.22.32	Məto enəfak rəkɨs ron ik məmə rəham nahatətəən otəsatiteən. Kən nian nakatəuhlin rəham nətəlɨgən tatɨtəlɨg-pa mɨn, ik onakəkəike mol nətəlɨgən rəha piam mɨn okotəskasɨk.”
LUK.22.33	Məto Saimon Pita təmən-ipən kəm in məmə, “Iərəmərə. Iatətul matɨp məmə ekɨmnə kilau min ik e kalapus, kən mɨmɨs kilau min ik.”
LUK.22.34	Kən Iesu təmən-ipən kəm in məmə, “Pita, ekatən kəm ik məmə, o lapɨn huə, nian mənɨg otəsɨmnənən əh, kən ik onakən mau kɨsɨl məmə nəkəruru io.”
LUK.22.35	Kən Iesu təmən-ipən kəm ilat məmə, “Aupən, emətahl-iarəp itəmat, nəməsotosən məni e paos, ne kətɨm, ne put. ?Tahro? ?Rəhatəmat natɨmnat təsahmenən, o kəp?” Kən ilat kəmotən məmə, “Kəp.”
LUK.22.36	Kən təmən-ipən kəm ilat məmə, “Məto roiu, okəmə suah kit tatos rəhan məni e paos o kətɨm, otəkəike mos. Kən etəm təsosən naip rəha nəluagɨnən, pəs otol-salɨm-in rəhan kot mos-nəmtɨ rəhan kit. 
LUK.22.37	Iatən kəm itəmat məmə nəghatən u e Naoa Rəha Uhgɨn tatəghat-in io, kən in otəkəike mol nɨpahrienən. In tatən məmə, ‘Netəmim nɨkilat təht məmə in etəmim kit itəm tatərəkɨn Lou.’
LUK.22.38	Kən ilat kəmotən məmə, “Iərəmərə, əplan-tu. Naip rəha nəluagɨnən kəiu əpəh.” Kən in təmən kəm ilat məmə, “Ah, nahmen. Otapəs-ta.”
LUK.22.39	Kən Iesu təmiet e taon muwɨn əpəh e Nɨtot Rəha Nɨg U Olif tahmen-pən əm məmə in tatol mihin e nian rafin, kən rəhan mɨn netəmim koatətəu-pən. 
LUK.22.40	Kən nian in təmuwɨn mətoarus-pən əh-ikɨn əh, təmən-ipən kəm ilat məmə, “Onəkotəkəike moatəfak məmə nat kit otəsos-ipən-os-ipənən kəm itəmat motol rəhatəmat nahatətəən otatite lak.” 
LUK.22.41	Kən in təmaliwək mapəs ilat muwɨn məsɨn, kən mɨsin nulan matəfak matən məmə, 
LUK.22.42	“Tata, okəmə nɨkim tagien, awi, os-irəkɨs nahməən mɨn u itəm okəpanotuwa. Məto əsolən rəhak nətəlɨgən, məto ol nat naka itəm ik əm nakolkeike.” 
LUK.22.43	Kən nagelo kit təmɨsɨ-pən e neai muwa mos-ipən nəsanənən kəm Iesu. 
LUK.22.44	Kən məto-inu nɨkin tɨtahmə pɨk, kən rəhan nətəlɨgən tɨnatol wək pɨk, kən təməfak əskasɨk pɨk, kən noəh təmaiu lan məhl matəht nɨsɨp tahmen e nɨta.
LUK.22.45	Nian təməfak rəkɨs, in təmətul mɨtəlɨg-pən məmə otehm rəhan mɨn netəmim, kən təməplan ilat kɨnotapɨl rəkɨs. Kɨnotəpou məto-inu nɨkilat tɨtahmə. 
LUK.22.46	Kən təmən-ipən kəm ilat məmə, “?Tahro nakotapɨl? Otaiir motəfak məmə nat kit otəsos-ipən-os-ipənən kəm itəmat motol rəhatəmat nahatətəən otatite lak.”
LUK.22.47	Nian Iesu təmatəghat əh, nɨmanin netəmim kəmotiet-arəpa ikɨn əh, kən suah əh Jutas, u in etəmim kit e netəm tuelef rəha Iesu, in təmit ilat motuwa, kən təmuwa iuəhkɨr məmə otatuilɨm e Iesu. 
LUK.22.48	Məto Iesu təmən-ipən kəm in məmə, “?Jutas, io Nətɨ Etəmim, məto tahro nəmuwa məmə onəkatuilɨm-pa lak kən e nolən əh megəhan-in-pən io e nelmɨ rəhak tɨkɨmɨr mɨn?”
LUK.22.49	Kən nian netəmim mɨn rəha Iesu kɨnotehm natɨmnat mɨn əh mɨnotɨtun məmə naka əh okol, kəmotən-ipən kəm in məmə, “?Iərəmərə, oekotahro? ?Ekotəte ilat e naip, o?” 
LUK.22.50	Kən ilat kit təmoahin naip təte-rəkɨs matəlgɨn matɨp rəha slef rəha pris asol agɨn.
LUK.22.51	Məto Iesu təmə, “!Ei! !Nahmen, otapəs əm!” Kən in təmələhəu-pən nelmɨn e matəlgɨ suah u, kən mol-wɨr mɨn.
LUK.22.52	Kən Iesu təməghat kəm pris asol mɨn, ne netəm-iasol mɨn rəha mopael rəha Nimə Rəha Uhgɨn, ne etəm-iasol mɨn rəha noanol rəha Isrel, u kəmotuwa məmə okotaskəlɨm Iesu. In təmən məmə, “?Tahro, nəman? ?Nɨkitəmat təht məmə io emit netəmim muwɨn kotəluagɨn o kapman, o kəm-naka io iohamnu itəm kit, kən nakotəmɨk naip asol mɨn rəha nəluagɨnən ne nəlnal mɨn moatuwa məmə onəkotaskəlɨm? 
LUK.22.53	?Nian rafin etan əm kitat min itəmat e Nimə Rəha Uhgɨn, məto tahro nəsotaskəlɨmən io? Məto roiu əh, in nian ətuatɨp rəhatəmat, kən nəsanənən rəha napinəpən in tatərəmərə.”
LUK.22.54	Kən kəmotuwa motaskəlɨm Iesu motɨləs motuwɨn e latuənu rəha pris asol agɨn. Kən Pita tuarisɨg-in ilat məto təsuwɨnən iuəhkɨr olat.
LUK.22.55	Netəm mɨn əh kəmotahl nɨgəm kit əpəh e iat rəha pris asol agɨn, kən motəpələh kɨtəlau e nɨgəm. Kən Pita tuwa matəpələh ilat min. 
LUK.22.56	Kən pətan əkəku kit u slef rəha pris asol agɨn, təmuwa mehm Pita tatəpələh, kən nəhag-əhagən rəha nɨgəm tətasiəgəpɨn in, kən nɨganəmtɨ pətan əh təmətul lan, kən təmən-ipən kəm ilat məmə, “Suah u, in mɨn ilau Iesu kəmatuan.” 
LUK.22.57	Məto Pita təmən-ipən kəm pətan un məmə, “Esɨtunən suah un nakatən.”
LUK.22.58	Kən uarisɨg lan təsuwəhən, suah kit mɨn tuwa mən-ipən kəm Pita məmə, “Ei, ik mɨn, ik etəmim kit rəhan.” Məto Pita təmə, “Ei, sənəmə io etəmim rəhan.”
LUK.22.59	Uarisɨg lan, aua kit tɨnuwa mɨnuwɨn rəkɨs, kən suah kit təməghat əskasɨk kəm ilat məmə, “!Nɨpahrienən məmə suah u təmatuarisɨg-in Iesu, məto-inu in etəm Kalili!” 
LUK.22.60	Məto Pita təmə, “!Ei! !Esɨtun agɨn-əhən nəghatən u nakatən!” Kən nian Pita təmatəghat əh, kən mənɨg təmɨmnən. 
LUK.22.61	Kən Iərəmərə təməuhlin masɨpən ətuatɨp matehm Pita. Kən Pita, nɨkin təməht nəghatən rəha Iərəmərə itəm təmən lan məmə, “O lapɨn əm u, nian mənɨg otəsɨmnənən əh, ik onakən mau kɨsɨl məmə nəkəruru io.” 
LUK.22.62	Kən Pita təmiet muwɨn ihluə, təmasək təmasək.
LUK.22.63	Kən e nian əh, netəmim itəm kəmotaskəlɨm Iesu kəmotəghat əsan lan, kən moatoh. 
LUK.22.64	Kən kəmotəlis ətain nɨganəmtɨn kən motoh, moatən-ipən məmə, “!Ei, ien! ?Ən-tu məmə pah tatoh ik?” 
LUK.22.65	Kən kəmoatən nəghatən rat tepət moatərəkɨn in lan.
LUK.22.66	Kən laulaugɨn agɨn, netəm-iasol rəha noanol rəha Isrel, ne pris asol mɨn, ne iəgətun mɨn rəha Lou kəmotuwa kuəfɨmɨn e kaonsel rəhalat, kən netəmim kəmotɨləs Iesu motuwa tətul e nɨganəmtɨ kaonsel əh. Kən netəm rəha kaonsel kəmotətapəh ron məmə, 
LUK.22.67	“Okəmə ik Kristo itəm Uhgɨn təmən məmə otahl-ipa, ən kəm itɨmat.” Məto Iesu təmən-ipən kəm ilat məmə, “Okəmə ekən kəm itəmat, kən nəsotənən nɨpahrienən lak.
LUK.22.68	Kən okəmə ekətapəh otəmat, kən okol nəkəsotuhalpɨnən. 
LUK.22.69	Məto tətuoun roiu, io Nətɨ Etəmim, io oekuwɨn məpələh əh-ikɨn rəha nəsanənən ne nɨsiaiiən, inəh e nɨkalɨ Uhgɨn matɨp, Uhgɨn u itəm rəhan nəsanənən iahgin.”
LUK.22.70	Kən ilat rafin kəmotətapəh ron məmə, “?Tahro? ?Ik Nətɨ Uhgɨn?”
LUK.22.70	Kən Iesu təmən-ipən məmə, “Nakoatən məmə io u inu.”
LUK.22.71	Kən kotən məmə, “?Tahro kitat koateam-in nəghatən kit mɨn məmə otasitu e rəhatat nəghatən? Kɨnotəto ətuatɨp nəghatən əh e nohlɨn.”
LUK.23.1	Kən netəmim rafin rəha kaonsel kəmotətul motit Iesu motuwɨn kəm Pailat. 
LUK.23.2	Kən moatən-iarəp nɨpəgnəmtɨn mɨn itəm otoh Iesu məmə, “Emotehm məmə suah u tatit rəhatat netəmim mɨn, kən mol ilat kotalməl, kən matəuhlin rəhalat nətəlɨgən koatol tɨkɨmɨr ilat kapman rəha Rom, mətahtosɨg-in itɨmat məmə esotətouən takɨs kəm Sisa itəm tatərəmərə e nɨməptən u. Kən in matən-iarəp məmə in Kristo itəm Uhgɨn təmahl-ipa məmə in kig kit.”
LUK.23.3	Kən Pailat təmətapəh ron məmə, “?Tahro? ?Ik kig rəha netəm Isrel?” Məto Iesu tən-ipən kəm in məmə, “Ik nəmən mihin.”
LUK.23.4	Kən Pailat təmən-ipən kəm pris asol mɨn ne netəmim rafin məmə, “Esehmən nɨpəgnəmtɨn kit ne, itəm tatən məmə suah u təmərəkɨn lou.”
LUK.23.5	Məto ilat kotagət əfəməh moatən məmə, “Kəp. Məto suah u tətan əpnapɨn matəgətun netəmim rafin ikɨn mɨn əh Jutia təmətuoun əpəh Kalili muwa mətoarus-pa ukɨn-u, kən mol nətəlɨgən rəha netəmim koatəlue motalməl.”
LUK.23.6	Kən nian Pailat təməto nəghatən əh, təmətapəh məmə, “?Tahro? ?Suah u in etəm Kalili?” 
LUK.23.7	Kən nian təməto məmə Iesu təmiet ikɨn əh itəm Herot Antipas tatərəmərə ikɨn, in təmahl-ipən Iesu məmə otuwɨn mehm Herot, məto-inu e nian əh, Herot mɨn in tətatɨg Jerusalem.
LUK.23.8	Kən nian Herot Antipas təmehm Iesu, nɨkin təmagien pɨk, məto-inu nuwəh məsɨn in təmolkeike məmə otehm. Herot təmatəto əm namnusən rəhan, kən in təmolkeike pɨk məmə in otehm Iesu otol nat pɨspɨs kit. 
LUK.23.9	Kən o natɨmnat mɨn u, Herot Antipas təmətapəh-in nəghatən mɨn tepət kəm Iesu, məto Iesu təməpnapɨn əm məsuhalpɨnən rəhan nəghatən. 
LUK.23.10	Kən pris asol mɨn ne iəgətun mɨn rəha Lou kəmotətul motəghat əskasɨk e nɨpəgnəmtɨn mɨn rəhalat moatoh Iesu lan. 
LUK.23.11	Kən uarisɨg lan, Herot Antipas ne rəhan mɨn mopael kotagət ausit e Iesu, kən moatəsan lan. Kən Herot təmən-ipən kəm rəhan mopael mɨn məmə okotuwɨn-in-pən kot wɨr kit rəha kig kəm in, kən motit motuwɨn mɨn kəm Pailat.
LUK.23.12	Aupən ikɨn, Herot Antipas ne Pailat kəmətioal tɨkɨmɨr kəm ilau mɨn, məto e nian əh, ilau kəmuea mɨnioalkeike ilau mɨn.
LUK.23.13	Kən Pailat təmaun-in pris asol mɨn, ne netəm-iasol rəha netəm Isrel, ne netəmim rafin, kən ilat rafin kəmotuwa kitiəh. 
LUK.23.14	Kən in təmən-ipən kəm ilat məmə, “Suah u, nəmotɨləs motuwa tətul e nɨganəmtək, kən nəmotən məmə tatəuhlin nətəlɨgən rəha netəmim rəhatəmat koatol tɨkɨmɨr kəm kapman. Məto emakil rəkɨs nətəlɨgən u e nɨganəmtɨtəmat, kən məsehmən məmə təmətgəhl lou kit, kən nɨpəgnəmtɨn mɨn itəm nakoatən lan təsolən nɨpahrienən. 
LUK.23.15	Kən Herot Antipas mɨn, in təmakil mehm məmə nolən rat kit təsəkul-pənən lan. Tol nəhlan, in tahl-ipa tuwa mɨn o kitat, kən təpiə əm məmə suah u in təməsolən nat kit itəm tərat məmə in otɨmɨs ron. 
LUK.23.16+LUK.23.17	Kən o nat əh inəh, rəhak mɨn mopael okotalis əm, kən uarisɨg kotahl-iarəp tatuwɨn.”
LUK.23.18	Məto ilat rafin kəmotagət əfəməh moatən məmə, “!Otɨləs-iarəp suah un kən kohamnu! !Məto ahl-iarəp Parapas tuwa mehm itɨmat!” 
LUK.23.19	(Suah u Parapas, kəmɨləs-ipən e kalapus məto-inu in təmol netəmim kotəluagɨn o kapman e taon əh, kən in iohamnu itəm.)
LUK.23.20	Məto Pailat in tolkeike məmə otahl-iarəp Iesu tatuwɨn, kən in təməghat mɨn kəm ilat. 
LUK.23.21	Məto ilat kəmotagət əfəməh pɨk məmə, “!Ətu-pər in e nɨg kəluau! !Ətu-pər in e nɨg kəluau!”
LUK.23.22	Məto Pailat təməghat mɨn kəm ilat mɨnətau kɨsɨl lan əh-roiu məmə, “?Tahro? ?Suah u in təmol nat tərat naka? Io esehmən məmə in təmol nat kit itəm tətuatɨp məmə in otɨmɨs ron. Məto rəhak mopael mɨn, ilat okotalis əm, kən uarisɨg lan kotahl-iarəp tatuwɨn.”
LUK.23.23	Məto ilat koatəkəike motəghat əskasɨk, kən motagət əfəməh e Pailat məmə otətu-pər Iesu e nɨg kəluau. Kən motagət pɨk moatuwɨn moatuwɨn, kɨnol win e nətəlɨgən rəha Pailat. 
LUK.23.24	Kən Pailat təmakil Iesu məmə otəkəike mɨmɨs tahmen-pən məmə inəh ilat kəmotən mihin ne. 
LUK.23.25	Kən in təmol nətəlɨgən rəhalat, kən təmahl-iarəp Parapas u aupən in təmətatɨg e kalapus o nəluagɨnən o kapman ne nohamnuən itəm. Məto təmegəhan-in Iesu tuwɨn e nelmɨ rəhan mopael mɨn məmə ilat okotos motuwɨn kɨtəp nətəlɨgən rəha nɨmanin netəmim.
LUK.23.26	Kən nian mopael mɨn kəmotit Iesu motiet e taon, kən kəmotəplan etəm Saerin kit, nərgɨn u Saimon. In təmɨsɨ-pən isəu maliwək matuwa e taon. Kən kəmotaskəlɨm motələhəu-pər nɨg kəluau rəha Iesu e nuwegɨn məmə otɨləs, kən motən-ipən məmə otətəu-pən Iesu.
LUK.23.27	Kən nɨmanin netəmim tepət kəmotaliwək katuarisɨg-in Iesu e suatɨp, kən nɨpɨtan tepət mɨn koatuarisɨg-in ilat, koatasək moatəun-əun o Iesu. 
LUK.23.28	Məto Iesu təməuhlin masɨpən məplan ilat, kən mən-ipən kəm ilat məmə, “Nɨpɨtan Jerusalem. Əsotasəkən ron io, məto otasək atɨp otəmat, ne nenətɨtəmat mɨn. 
LUK.23.29	Otətəlɨg-in-tu io. Nian tatuwa itəm okəpanən məmə, ‘!Otagien itəmat netəm nəsoteməkən o nəsotapinahinən suakəku!’
LUK.23.30	E nian əh, netəmim okotən-ipən kəm nɨtot asol mɨn məmə, ‘Awi, otɨsas-pa etɨmat,’ kən okotən-ipən kəm narɨt mɨn məmə, ‘Awi, otəfətain itɨmat.’
LUK.23.31	?Məto okəmə nɨgəm tatuəp nəhlan nian nɨg nɨmalɨn tətamiəmɨtə əh, kən tahro e nian nɨg tɨnəmətu?”
LUK.23.32	Kən mopael mɨn kəmotɨləs suah mil kəiu itəm kəmuətgəhl lou kan məmə okotohamnu iləhal Iesu. 
LUK.23.33	Kən kəmotuwa ikɨn kit, nərgɨn u Louipɨl-uipɨl. Ikɨn əh, kəmotətu-pər Iesu e nɨg kəməluau. Kən kəmotətu-pər iətgəhl lou mil əh-ikɨn, kit e nɨkalɨ Iesu matɨp, kən kit e nɨkalɨn mol. 
LUK.23.34	Kən Iesu təmə, “Tata. Aluin rəhalat nolən rat mɨn itəm koatol kəm io, kən məsalpɨnən, məto-inu kəsotɨtunən nat naka itəm koatol.” Kən kəmotoor rəhan natɨmnat moaturin taes ron.
LUK.23.35	Kən netəm mɨn u koatətul əh-ikɨn, moatehm natɨmnat mɨn u, məto etəm-iasol mɨn rəha noanol rəha Isrel kotalah əsan e Iesu moatən məmə, “!In təmosmegəh netəmim tepət rəkɨs. Məto okəmə in Kristo itəm Uhgɨn təmən məmə otahl-ipa, kən in Etəm Uhgɨn Təmɨtəpun, kən pəs in otosmegəh atɨp in!”
LUK.23.36	Kən mopael mɨn, ilat mɨn koatəghat əsan e Iesu, kən motuwa iuəhkɨr ron moatətapəh məmə in tolkeike wain u itəm tagɨn,
LUK.23.37	moatən məmə, “!Okəmə nɨpahrienən ik kig rəha noanol mɨn rəha Isrel, osmegəh atɨp ik əh-roiu!”
LUK.23.38	Kən nəghatən kit əh-ikɨn kəməte kətu-pər e rəhn-kapə nɨg kəluau, tatən məmə, 
