MAT.1.1	Ginn kaw lə Jeju Kirisitɨ kɨ ngonnkaw *Dabidɨ, kɨ ngonnkaw *Abiraham ə to kin: 
MRK.16.13	Lokɨ Jeju ingə’de, təli awi ɔri poy’o ndəgə’gɨ, nan ndəgə’gɨ uni me’de, el tɔ.
MRK.16.14	Ta tɔlta’a’tɨ, Jeju ɔjɨ rɔ’ne njendo’gɨ kɨ dɔgɨ gidə in kare lokɨ isɨ sɔi nya. Lo kin’tɨ, Jeju kɔl se’de dɔ kunme’tɨ el lə’de, kɨ kum kutɨ lə’de, tadɔ mbeti kun me’de nje kɨ oyi’ə tokɨ ində lo koy’tɨ. 
MRK.16.15	Go’tɨ, el’de ene: «Ai kɨ dɔ ɓe’gɨ kɨ dɔnangɨ’tɨ ne pətɨ, iləi mbər Poyta kɨ majɨ mbi de’gɨ’tɨ pətɨ. 
MRK.16.16	De kɨ un me’ne, ə rai’ə batəm, ningə a ingə kajɨ, nan de kɨ mbətɨ kunme’ne, ta kɨ gangɨ a in dɔ’a’tɨ. 
MRK.16.17	Nyakɔjɨ’gɨ kɨ nje kɨ uni me’de adi Luwə a ɔji ə to kin: me tɔ’m’tɨ, a tuwəi ndil’gɨ kɨ majel, a eli ndonnta’gɨ kɨ mbah. 
MRK.16.18	A uwəi lii’gɨ kɨ ji’de, ningə re anyinan nya kɨ nje tɔl de kaa, a ra se’de nya madɨ el. A indəi ji’de dɔ njemonyi’gɨ’tɨ, adɨ nje monyi’gɨ ingəi lapiya.»
MRK.16.19	Go ta’gɨ’tɨ kɨ Burəɓe Jeju el’de, uni’ə awi si’ə dɔran’tɨ, adɨ isɨ dɔjikɔl Luwə’tɨ. 
MRK.16.20	Go kaw’a dɔran’tɨ, njendo’gɨ awi iləi mbər Poyta kɨ majɨ. Burəɓe in se’de nan’tɨ, adɨ’de tɔgɨ adɨ rai nya’gɨ kɨ ətɨ ɓol ɓol. Nyakɔjɨ’gɨ kin to be, tɔjɨ kadɨ ta lə njendo’gɨ in ta kɨ rɔta’tɨ
LUK.1.1	Tewopil, de’gɨ ngayn adi rɔ’de, ndangi nya’gɨ kɨ rai nya dann’je’tɨ ne kin kɨ go’ə go’ə
LUK.1.2	Ndangi tokɨ, nje kɨ oyi nya’gɨ kin kɨ kum’de eli’je. Oyi kɨ kum’de lo kulə ngirə’tɨ nu, ə təli nje kiləmbər Poyta kɨ majɨ lə Luwə. 
LUK.1.3	Be ə, m’in kaa, m’sangɨ ginn nya’gɨ pətɨ kɨ rai nya kin, lo kulə ngirə’tɨ nu majɨ majɨ kadɨ m’oo. Ningə go sang’a’tɨ kɨ m’sangɨ, m’oo majɨ ngayn kadɨ, m’ndangɨ me makitu’tɨ kɨ go’ə go’ə mad’i in kibo Tewopil. 
LUK.1.4	Lo kin’tɨ, a gər kadɨ nyando’gɨ kɨ ingə’de in nyando kɨ rɔta’tɨ.
LUK.1.5	Dɔkagilo’tɨ kɨ *Erodɨ in ngar kɨ Jude’tɨ, dingəm kare isɨ non tɔ’a nan Jakari. Jakari in kɨ kare me kutɨ’tɨ lə njekujənyamosɨ kadikare’gɨ kɨ ɓari’ə Abiya. Tɔ ne’ə nan Elijabetɨ. In ngonn kɨ dene kɨ ginn kojɨ’tɨ lə *Aron. 
LUK.1.6	Jakari ingɨ kɨ Elijabetɨ joo pətɨ in de’gɨ kɨ dana takum Luwə’tɨ. Təli rɔ’de majɨ ngayn go mbərkikində’gɨ’tɨ kɨ gorow’gɨ’tɨ lə Burəɓe pətɨ. 
LUK.1.7	Nan ingəi ngonn el, tadɔ Elijabetɨ in kujɨ. Ningə in dɔkagilo kɨ, ingɨ joo pətɨ, ɓugəi nga. 
LUK.1.8	Ndɔ kare Jakari isɨ ra kulə kujənyamosɨ kadikare takum Luwə’tɨ, tadɔ in ndɔ ra kulə lə kutɨ li’ə. 
LUK.1.9	Ningə, kigo ra’a’tɨ lə njekujənyamosɨ kadikare’gɨ, kagilo osɨ dɔ Jakari’tɨ kadɨ ur me Kəy’tɨ lə Luwə. Ur kəy kadɨ ɓukɨ ndujɨ kagɨ kɨ ətɨ mbin por’o
LUK.1.10	Lokɨ Jakari a ɓukɨ ndujɨ kagɨ kɨ ətɨ mbin por’o kin, bulə de’gɨ ngayn rai taga ne ra elita kɨ Luwə. 
LUK.1.11	Low’ə’tɨ non, malayka lə Burəɓe te bus kɨ rɔ Jakari’tɨ, dɔjikɔl’tɨ lə lo ɓukɨ ndujɨ kagɨ’tɨ. 
LUK.1.12	Lokɨ Jakari oo malayka kakin ningə, ndil’ə te anyi ur kakɨ, ɓol tɔl’ɔ. 
LUK.1.13	Nan malayka el’ə ene: «Ɓol el Jakari, tadɔ Luwə oo dɔ ndu ta kɨ el si’ə, ne’i Elijabetɨ a ojɨ ngonn adi, a ində tɔ’a nan Jan. 
LUK.1.14	A in nya rɔnel lə’i kibo ngayn, taa de’gɨ ngayn a rai rɔnel dɔ koj’o’tɨ tɔ. 
LUK.1.15	Tadɔ a in de kibo takum Burəɓe’tɨ. A anyi yiwi kandɨ nju el num, a anyi ndəgɨ yiwi’gɨ kɨ hum ɔd’ɔ el num tɔ. Lokɨ to’n me kon’ne’tɨ ɓay, Ndil Luwə a ros’o. 
LUK.1.16	A təl kɨ ngann Isirayel’gɨ ngayn re se’de rɔ Burəɓe Luwə’tɨ lə’de. 
LUK.1.17	A njiyə takum Burəɓe’tɨ kɨ Ndil num, kɨ tɔgɨ lə njekeltakita Luwə’tɨ Eli num tɔ. A njiyə kɨ Ndil num kɨ tɔgɨ num kadɨ ulə ngann’gɨ kɨ baw’de’gɨ noji nan’tɨ. Taa kadɨ njedongan’gɨ təli nje kaw kɨ hal lə de’gɨ kɨ dana, kadɨ de’gɨ indəi dɔ rɔ’de dana tadɔ lə Burəɓe.» 
LUK.1.18	Jakari dəjɨ malayka ene: «Kɨ gorow kɨ bann ə m’a m’gər’n kadɨ in ta kɨ rɔta’tɨ wa? Tadɔ m’in kɨ dɔ’m m’ɓugə, ta ne’m kaa ɓal’a al dɔ lo tɔ nga.» 
LUK.1.19	Malayka təl el’ə ene: «M’in Gabiriyel, kɨ nje ra kulə takum Luwə’tɨ. Luwə ulə’m kadɨ m’el’i ta, m’ilə Poyta kɨ majɨ kin mbi’i’tɨ. 
LUK.1.20	Oo majɨ, a təl mbiki, adɨ a asɨ kelta madɨ el, bitɨ kadɨ ndɔ kɨ nya’gɨ kɨ m’el’i ta’a kin rai nya ɓay taa. A in be, tadɔ kunme lə’i goto dɔ ta’gɨ’tɨ kɨ m’el’i kin. Nya’gɨ kin a rai nya dɔkagilo’ə’tɨ kɨ Luwə ɔjɨ.»
LUK.1.21	Me lo kin’tɨ, bulə de’gɨ toi ta nginə Jakari’tɨ, ta ndɔjɨ’de, tadɔ Jakari un dɔkagilo ngayn me Kəy’tɨ lə Luwə. 
LUK.1.22	Lokɨ ində lo te kɨ taga kɨ rɔ bulə de’gɨ’tɨ ningə, asɨ kadɨ el’de ta el. Lokɨ el’de ta el, gəri kadɨ oo nya me ndil’tɨ me Kəy’tɨ lə Luwə. Jakari el’de ta kɨ ji’ne par, ə isɨ to mbiki be par.
LUK.1.23	Lokɨ tɔlta kulə ningə, təl aw me kəy’tɨ lə’ne. 
LUK.1.24	Ningə ngayn el go’tɨ, ne’ə Elijabetɨ in səm. Elijabetɨ iyə rɔ’ne kəy, adɨ de oo’ə el, asɨ nanyi mi, ə el ene: 
LUK.1.25	«Oyi majɨ kɨ Burəɓe ra sə’m kin. Burəɓe ində kum’ne go’m’tɨ, ɔr rɔsɔl dɔ’m’tɨ dann de’gɨ’tɨ.»
LUK.1.26	Me nanyi’tɨ kɨ mehen, Luwə ulə malayka Gabiriyel me ɓebo’tɨ kɨ tɔ’a nan Najaretɨ, dɔnangɨ’tɨ kɨ Galile. 
LUK.1.27	Ulə rɔ ngonn mandɨ’tɨ madɨ kɨ gər ngaw el ɓay, kɨ dingəm kare kɨ tɔ’a nan Jisepɨ, kɨ ginn kojɨ’tɨ lə *Dabidɨ kɨ njenduwə li’ə. Tɔ ngonn mandɨ kakin nan Mari. 
LUK.1.28	Malayka ur kəy go Mari’tɨ el’ə ene: «M’uwə ji’i Mari, in kɨ ingə memajɨ lə Luwə, Burəɓe in nan’tɨ sə’i.» 
LUK.1.29	Ta kin ətɨ Mari ɓol, adɨ dəjɨ rɔ’ne ta ene ke ginn kuwəji kin in ri wa? 
LUK.1.30	Malayka el’ə ene: «Ɓol el Mari, tadɔ ingə majɨ takum Luwə’tɨ. 
LUK.1.31	A in sə’m, a ojɨ ngonn kɨ dingəm, a ində tɔ’a nan Jeju. 
LUK.1.32	A in kibo, a ɓari’ə Ngonn lə Njekisɨ dɔ nya’gɨ’tɨ pətɨ. Ningə, Burəɓe Luwə a ad’a kumbər ngar lə kaw’a Dabidɨ. 
LUK.1.33	A onɓe dɔ ginn kojɨ’tɨ lə *Jakobɨ bitɨ kɨ non’tɨ. Ningə Konɓe li’ə a ində ngangɨ’ne el tɔ.» 
LUK.1.34	Mari el malayka ene: «Gorow kɨ bann ə nya’gɨ kin a rai nya wa? Tadɔ m’gər ngaw el ɓay.» 
LUK.1.35	Malayka el’ə ene: «Ndil Luwə a re dɔ’i’tɨ, Njekisɨ dɔ nya’gɨ’tɨ pətɨ a ɓukɨ tɔgɨ’ne dɔ’i’tɨ. In tadɔ kin ə, ngonn kɨ a oj’o in rɔ Luwə’tɨ, a ɓari’ə Ngonn lə Luwə. 
LUK.1.36	Oo noj’i Elijabetɨ kɨ ɓugə inɓe kin kaa in sə’m tɔ. In kɨ de’gɨ ɓari’ə kujɨ kaa nyɨ in sə’m ra nanyi mehen kin. 
LUK.1.37	In sə’m tadɔ nya kɨ dum Luwə goto.» 
LUK.1.38	Mari ene: «M’in ɓər lə Burəɓe, majɨ kadɨ Luwə ra sə’m tokɨ te’n ta’i’tɨ.» Low’ə’tɨ kin, malayka inyə Mari ə ɔtɨ aw.
LUK.1.39	Me ndɔ’gɨ’tɨ kɨ go’tɨ, Mari ində taa, aw kalangɨ kalangɨ kɨ dɔnangɨ kɨ mbal’gɨ in səm’tɨ, me ɓe’tɨ kɨ dɔnangɨ Juda. 
LUK.1.40	Aw ur me kəy’tɨ lə Jakari, uwə ji Elijabetɨ. 
LUK.1.41	Lokɨ Elijabetɨ oo ndu Mari ningə, Ngonn kɨ me’ə’tɨ ɔdɨ rɔ’ne ndur kutɨ kutɨ. Ningə Ndil Luwə ros’o tɔ. 
LUK.1.42	Lo kin’tɨ, Elijabetɨ un ndu’ne kɨ taa, el Mari ene: «Luwə adɨ njangɨ dɔ in dɔ’i’tɨ dann dene’gɨ’tɨ pətɨ. Ningə Ngonn kɨ to me’i’tɨ kaa majɨ ur’ə tɔ. 
LUK.1.43	Ra bann ə m’in kin par, Luwə ɓukɨ’m’tɨ kədɨ be bitɨ, adɨ kon Ɓe’m re me kəy’tɨ lə’m? 
LUK.1.44	Lokɨ m’oo ndu’i kɨ uwə’n ji’m, ngonn kɨ me’m’tɨ ɔdɨ rɔ’ne ndur kɨ rɔnel. 
LUK.1.45	In nje majikur, tadɔ kunme lə’i adɨ nya’gɨ kɨ Burəɓe el’i taa a tɔli ta’de.»
LUK.1.46	Be ə Mari ene:
LUK.1.46	«Ngarme’m osɨ pa ulə tɔjɨ dɔ Burəɓe’tɨ.
LUK.1.47	Ndil’m ra rɔnel dɔ Luwə’tɨ kɨ Njekajɨ’m.
LUK.1.48	Tadɔ Luwə təl kum’ne oo’n ɓər lə’ne kɨ dene kɨ asɨ nya madɨ el.
LUK.1.48	In be ə, kaw kɨ kete non,
LUK.1.48	De’gɨ pətɨ a ɓari’m’in nje majikur kɨ dɔ lo’gɨ’tɨ kɨ dangɨ dangɨ.
LUK.1.49	Tadɔ Luwə kɨ nje tɔgɨ pətɨ,
LUK.1.49	Ra nya’gɨ kɨ ətɨ ɓol ɓol tadɔ lə’m.
LUK.1.49	Majɨ kadɨ tɔ’a in kɨ kar njay.
LUK.1.50	Ningə, kadɨ memajɨ li’ə to kɨ dɔ ɓal’gɨ dɔ ɓal’gɨ dɔ de’gɨ’tɨ kɨ nje ɓol Ndil’ə.
LUK.1.51	Luwə ɔjɨ tɔgɨ’ne pətɨ kɨ taga,
LUK.1.51	Nje kɨ ngarme’de rosɨ kɨ kɔjirɔ,
LUK.1.51	Luwə tində’de sanan’de.
LUK.1.52	Sur njetɔgɨ’gɨ tilə’de dɔ kumbər ngar’gɨ’tɨ lə’de,
LUK.1.52	Ningə nje sɔl dɔ’de, un dɔ’de kɨ taa tɔ.
LUK.1.53	Adɨ nyakingə rosɨ ji njendoo’gɨ,
LUK.1.53	Ə tuwə njenyakingə’gɨ ji’de kare adɨ awi.
LUK.1.54	Ɔsɨ kɔy *Isirayel kɨ njekulə li’ə,
LUK.1.54	Adɨ me’ə olo dɔ memajɨ’tɨ tadɔ de’gɨ li’ə.
LUK.1.55	Me’ə olo dɔ’tɨ tokɨ un’n mindɨ’ne adɨ kaw’je’gɨ kete nu.
LUK.1.55	Un adɨ Abiraham kɨ ginn kojɨ li’ə ba bitɨ kɨ non’tɨ.»
LUK.1.56	Mari isɨ kɨ Elijabetɨ asɨ nanyi mutə, ningə təl aw ɓe.
LUK.1.57	Dɔkagilo kojɨ ngonn lə Elijabetɨ asɨ, ə ojɨ ngonn kɨ dingəm. 
LUK.1.58	Nje gədɨ kəy’gɨ li’ə kɨ nojɨ’gɨ oyi poy majɨ kɨ Luwə ra si’ə adɨ rai si’ə rɔnel. 
LUK.1.59	Lokɨ ndɔ kɨ jijoo go kojɨ ngonn’tɨ asɨ ningə, rei kadɨ ujəi mɔt’ɔ
LUK.1.60	Nan kon’a el’de ene: «Jagɨ, a ɓari’ə Jan.» 
LUK.1.61	Ə de’gɨ eli Elijabetɨ eyina: «De kɨ ginn kojɨ’tɨ lə’i kɨ tɔ’a to be goto.» 
LUK.1.62	Lo kin’tɨ, dəji baw’a ta kɨ ji’de eyina ke ge kadɨ n’ɓari ngonn kakin nan nan wa? 
LUK.1.63	Jakari dəjɨ adɨ rei kɨ bar ndangɨ nya adi’ə, ningə ndangɨ nya’tɨ: «Tɔ’a in Jan.» Lo kin’tɨ, ta ndɔjɨ de’gɨ pətɨ. 
LUK.1.64	Low’ə’tɨ non, ta Jakari te, ndonn’o tutɨ adɨ elta ulə’n tɔjɨ dɔ Luwə’tɨ. 
LUK.1.65	Nya kin ra ɓol de’gɨ pətɨ kɨ me ɓe’gɨ’tɨ kɨ dɔ lo’tɨ kɨ non, taa go dɔnangɨ mbal’gɨ’tɨ kɨ Jude pətɨ, de’gɨ eli ta’a kɨ lo lo. 
LUK.1.66	De’gɨ kɨ oyi poyta kin ngəmi me’de’tɨ, ə eli eyina: «Ngonn kin a təl ri wa?» tokɨ rɔta’tɨ, ji Burəɓe in dɔ’a’tɨ.
LUK.1.67	Ndil Luwə rosɨ Jakari kɨ baw ngonn, adɨ eltakita Luwə’tɨ ene:
LUK.1.68	Tɔjɨ kɨ dɔ Burəɓe’tɨ, kɨ Luwə lə Isirayel,
LUK.1.68	Tadɔ re oo de’gɨ lə’ne, taa’de ilə’de taa.
LUK.1.69	In ə te kɨ Njekajɨ kɨ nje tɔgɨ ginn kojɨ’tɨ lə Dabidɨ kɨ njekulə li’ə adi’je.
LUK.1.70	Te si’ə tokɨ ilə’n mbər kɨ ta de’gɨ kɨ njekeltakita’a’tɨ ar njay, dɔkagilo’tɨ kɨ mayinu.
LUK.1.71	Njekajɨ kɨ a taa’je ji njeban’gɨ’tɨ lə’je pətɨ,
LUK.1.71	kɨ ji njekɔsɨ’je ta’gɨ’tɨ pətɨ.
LUK.1.72	In be ə, Luwə tɔjɨ’n memajɨ lə’ne kɨ rɔ kaw’je’gɨ’tɨ,
LUK.1.72	Num taa, me’ə olo dɔ kunmindɨ’tɨ kɨ ar njay num tɔ.
LUK.1.73	Kunmindɨ kigo mində’tɨ kɨ un adɨ kaw’je *Abiraham.
LUK.1.74	Kunmindɨ kɨ a ra kadɨ jɨ ra kulə li’ə kɨ kanjɨ ɓol,
LUK.1.74	Lokɨ a ta’je ji njeban’gɨ’tɨ lə’je.
LUK.1.75	Kadɨ jɨ njiyə takum’ə’tɨ, me kar njay’tɨ num, me kɨ ra dana’tɨ num,
LUK.1.75	Dɔkagilo pətɨ kɨ j’isɨ’n kɨ dɔ’je taa.
LUK.1.76	In ngonn’m, a ɓari’nu njekeltakita Luwə’tɨ kɨ in nje kisi dɔ nya’gɨ’tɨ pətɨ,
LUK.1.76	Tadɔ a njiyə non Burəɓe’tɨ kadɨ in ra row li’ə.
LUK.1.77	Lo kin’tɨ, de’gɨ li’ə a gəri kajɨ kɨ ajɨ’de kɨ gorow k’inyə go majel’gɨ’tɨ lə’de kɔ.
LUK.1.78	Luwə in nje memajɨ.
LUK.1.78	Kɨ takul memajɨ kɨ koo kumtondoo li’ə ə,
LUK.1.78	Kunjɨ kɨ dɔran’tɨ unjɨ’n dɔ’je’tɨ to kadɨ be.
LUK.1.79	Kunjɨ kin unjɨ dɔ de’gɨ’tɨ kɨ sii me lo kɨ diw’tɨ num,
LUK.1.79	Me ndil koy’tɨ num.
LUK.1.79	Tadɔ kadɨ ndɔr’je tarow, aw se’je dɔ row kisimajɨ’tɨ.
LUK.1.80	Ngonn kakin tɔgɨ, təl de kɨ gəsirə me ndil’tɨ. Ra ɓe dilə mbo’tɨ, bitɨ ndɔ kɨ te’n taga takum Isirayel’tɨ.
LUK.2.1	Dɔkagilo’ə’tɨ kin, nje konɓe kibo Sejar Ogusitɨ un ndu’ne kadɨ ndangitɔ de’gɨ kɨ dɔnangɨ’tɨ pətɨ me makitu’tɨ. 
LUK.2.2	Ndangitɔ kɨ dɔkete kin in dɔkagilo’tɨ kɨ Kiriniwusɨ in nje konɓe dɔnangɨ’tɨ kɨ Siri. 
LUK.2.3	De’gɨ pətɨ awi kadɨ ndangitɔ’de, Nan nan kaa aw ɓe kojɨ’ne’tɨ. 
LUK.2.4	In be ə, Jisepɨ kaa in ɓebo Najaretɨ’tɨ, dɔnangɨ Galile’tɨ, isɨ aw ɓebo’tɨ lə Dabidɨ, kɨ ɓari’ə Betilehem, dɔnangɨ Jude’tɨ. Tadɔ Jisepɨ in de kɨ ginn kojɨ’tɨ lə Dabidɨ. 
LUK.2.5	Awi kadɨ ndangitɔ’de nan’tɨ kɨ Mari kɨ njenduwə li’ə, kɨ ra kɨ sə’m.
LUK.2.6	Lokɨ in Betilehem’tɨ non ɓay ningə, ndɔ kojɨ ngonn lə Mari asɨ. 
LUK.2.7	Mari ojɨ ngonn’ne kɨ dɔkete to ngonn kɨ dingəm. Ɓir ngonn kakin kɨ ku, ilə me nya ngəm nya kusɔ’tɨ lə da’gɨ, tadɔ lo kɨ kadɨ ingəi to’i’tɨ me kəy to mbah’gɨ’tɨ goto.
LUK.2.8	Njekul da’gɨ in me mu’tɨ dɔ lo’tɨ kin non, indəi ɓi taa isɨ ngəmi da’gɨ lə’de kondɔ. 
LUK.2.9	Ningə nyɨ oyi malayka lə Burəɓe te bus kɨ rɔ’de’tɨ. Tɔjɨ lə Burəɓe unjɨ gugɨ dɔ’de, adɨ ɓol tɔl’de. 
LUK.2.10	Nan malayka el’de ene: «Ɓoli el, tadɔ m’re kɨ Poyta kɨ majɨ kadɨ madɨ’se. Poyta kɨ majɨ kin a in nya rɔnel kibo ngayn tadɔ lə de’gɨ pətɨ kɨ dɔnangɨ’tɨ ne. 
LUK.2.11	In ɓone ə oji nje kajɨ me ɓe’tɨ lə Dabidɨ adi’se. Njekajɨ kɨ in Kirisitɨ kɨ in *De kɨ Luwə mbət’ə, Burəɓe. 
LUK.2.12	Ningə nyakɔjɨ kɨ in a gəri’ə ə to kin: A ingəi ngonn kɨ kasɨ kɨ ɓiri’ə kɨ ku, ə iləi’ə me nya ngəm nya kusɔ’tɨ lə da’gɨ.»
LUK.2.13	Tanan’tɨ non, bulə de’gɨ njerɔ’gɨ kɨ dɔran’tɨ, tei, indəi rɔ’de nan’tɨ kɨ malayka kɨ kare kakin, ningə osi pa piti Luwə eyina: 
LUK.2.14	Tɔjɨ in kɨ dɔ Luwə’tɨ kɨ nje kisɨ dɔran’tɨ taa nu. Taa, kisimajɨ kɨ dɔ dɔnangɨ’tɨ, kɨ rɔ de’gɨ’tɨ kɨ Luwə ndigɨ’de tɔ.
LUK.2.15	Lokɨ malayka’gɨ inyəi’de ə təli awi dɔran’tɨ gogɨ, njengəm da’gɨ elinan dann’de’tɨ eyina: «Adɨ j’awi bitɨ kɨ Betilehem’tɨ j’oyi nya kɨ ra nya ə Burəɓe te kɨ dɔ’a adɨ’je kin.» 
LUK.2.16	Indəi kalangɨ awi ningə nyɨ, ingəi Mari ingɨ kɨ Jisepɨ, nan’tɨ kɨ ngonn kɨ kasɨ kɨ iləi’ə me nya ngəm nya kusɔ’tɨ lə da’gɨ. 
LUK.2.17	Lokɨ oyi ngonn kɨ kasɨ kakin ningə, go’tɨ ɔri ginn nya’gɨ kɨ eli’de ɔjidɔ ngonn kɨ kasɨ kin. 
LUK.2.18	De’gɨ pətɨ kɨ oyi ta kɨ njengəm da’gɨ ɔri go’ə, ətɨ’de ɓol. 
LUK.2.19	Mari ngəm nya’gɨ kin pətɨ me’ne’tɨ, mərta dɔ’tɨ kigo’ə go’ə. 
LUK.2.20	Nje ngəm da’gɨ təli gogɨ kɨ pa, kɨ kulə tɔjɨ dɔ Luwə’tɨ ta’de’tɨ. Tadɔ Luwə adɨ’de oyi nya’gɨ kɨ mbi’de ge, kɨ kum’de ge. Ningə nya’gɨ kakin rai nya kɨ gorow’ə inɓe kɨ malayka ilə’n’de mbər’ə kakin tɔ.
LUK.2.21	Lokɨ ndɔ kɨ nja jijoo go kojɨ ngonn’tɨ asɨ, ujəi mɔt’ɔ
LUK.2.22	Ningə, lokɨ ndɔ kɨ in ndɔ kar rɔ kigo ndukun’tɨ lə *Mojɨ asɨ
LUK.2.23	kigo ndang’a’tɨ kɨ ndangi me ndukun’tɨ lə Burəɓe eyina: «Ngann dər’gɨ kɨ dingəm pətɨ a in kɨ kində ji dɔ’de’tɨ tadɔ lə Burəɓe
LUK.2.24	Num taa, rei kadɨ adi’de kərmosɨ’gɨ joo eke ngann dər dum’gɨ joo kadikare’tɨ, kigo ndang’a’tɨ kɨ ndangi me ndukun’tɨ lə Burəɓe
LUK.2.25	Dingəm kare in Jerujalem non tɔ’a nan Simeyon. In de kɨ dana taa in de kɨ njera go ndigɨ’tɨ lə Luwə tɔ. Isɨ nginə ta nje kajɨ Isirayel mayinu ba. Ningə Ndil Luwə in dɔ’a’tɨ tɔ. 
LUK.2.26	Ndil Luwə el kete ad’a gər tokɨ a oy el bitɨ kadɨ oo Kirisitɨ De kɨ Burəɓe mbət’ə, kɨ kum’ne ɓay taa a oy. 
LUK.2.27	Ndil Luwə ɔs’ɔ kadɨ aw me Kəy’tɨ lə Luwə, ningə tokɨ nje kojɨ Jeju awi si’ə me kəy’tɨ kadɨ rai kigo ndukun’tɨ lə Burəɓe. 
LUK.2.28	Simeyon taa Jeju ji’ne’tɨ, ningə ulə tɔjɨ dɔ Luwə ene: 
LUK.2.29	«Ngɔsine, Burəɓe, inyə ɓər lə’i ad’a aw kɨ lapiya, kigo ta’tɨ lə’i nga, 
LUK.2.30	Tadɔ kankum’m oo njekajɨ de’gɨ nga. 
LUK.2.31	Kajɨ kɨ ində dɔ’a dana takum bulə de’gɨ’tɨ pətɨ. 
LUK.2.32	In kunjɨ kɨ kadɨ unjɨ dɔ ginn de’gɨ’tɨ pətɨ, taa a in tɔjɨ kɨ dɔ de’gɨ’tɨ lə’i, Isirayel tɔ.»
LUK.2.33	Ta kɨ Simeyon el dɔ Jeju’tɨ ətɨ kon’a’gɨ kɨ baw’a’gɨ ɓol. 
LUK.2.34	Simeyon njangɨ dɔ’de, ningə el Mari ene: «Majɨ kadɨ in gər majɨ, ngonn kɨ oj’o kin a in row kosɨ lə bulə de’gɨ num, row kində taa lə de’gɨ ngayn dɔnangɨ Isirayel’tɨ tɔ. Taa, re to nyakɔjɨ kɨ nje re kɨ takasinan el tɔ. 
LUK.2.35	A adɨ mərta kɨ ngarme de’gɨ’tɨ ngayn, ginn’ə a te taga. Ningə rɔ’i’tɨ inɓe, in kiyərɔ kɨ a gangɨ ndil’i dana.»
LUK.2.36	Dene kare kɨ njekeltakita Luwə’tɨ isɨ non, tɔ’a nan Ann. In ngonn lə Panuwel, ginn kojɨ’tɨ lə Aser. Lokɨ taa dingəm mandɨ’ne’tɨ, isɨ si’ə asɨ ɓal siri ba par ə ngaw’a oy. Ningə kɨ ngɔsine kin, Ann tɔgɨ ngayn nga. 
LUK.2.37	Ɓal’a in dɔjijoo gidə in sɔ. Njengawkoy kin in me Kəy’tɨ lə Luwə kɨ dɔkagilo’gɨ pətɨ gos’o. Kondɔ kɨ kada in me Kəy’tɨ lə Luwə, el si’ə ta, ɔgɨ rɔ’ne nyakusɔ. 
LUK.2.38	In be ə, dɔkagilo’ə’tɨ kin, in kaa te non re tɔ. Osɨ pa ulə’n tɔjɨ dɔ Luwə’tɨ, taa elta kɨ dɔ ngonn’tɨ kin de’gɨ pətɨ kɨ isɨ nginəi kadɨ Luwə taa Jerujalem ji njeban’gɨ’tɨ ilə taa tɔ.
LUK.2.39	Lokɨ nje kojɨ Jeju rai nya’gɨ pətɨ kigo ndukun’tɨ lə Burəɓe ningə, təli awi Galile me ɓebo’tɨ lə’de kɨ Najaretɨ’tɨ gogɨ. 
LUK.2.40	Ningə, ngonn kakin tɔgɨ, aw kɨ singə’ne. Rosɨ kɨ tər, taa memajɨ lə Luwə in si’ə nan’tɨ tɔ.
LUK.2.41	Dɔ ɓal’gɨ pətɨ, njekojɨ Jeju awi Jerujalem’tɨ lo ra nanyi’tɨ kɨ ɓari’ə nanyi Pakɨ. 
LUK.2.42	Lokɨ Jeju ra ɓal dɔgɨ gidə in joo ningə, aw kɨ nje kojɨ’ne’gɨ lo ra nanyi’tɨ tokɨ sii rai kete kete go kujɨ ra’a’tɨ
LUK.2.43	Ningə, lokɨ ndɔ ra nanyi tigə ə, nje kojɨ’gɨ lə Jeju isɨ təli gogɨ, nan Jeju nanyi gogɨ Jerujalem tɨ. Nje koj’o’gɨ gəri tokɨ nanyi gogɨ el. 
LUK.2.44	Njekojɨ’gɨ lə Jeju oyi eyina Jeju nanyi nja madɨ’de’gɨ’tɨ kɨ uni se’de row, adɨ njiyəi ndɔ kare ɓay taa uləi ngirə sang’a dann nojɨ’de’gɨ’tɨ kɨ madɨ’de’gɨ. 
LUK.2.45	Sangi’ə, nan sangi’ə pi ingəi’ə el. Lokɨ ingəi’ə el, təli tuwi dɔ’de awi Jerujalem’tɨ gogɨ sang’a’tɨ. 
LUK.2.46	Sangi’ə bitɨ ndɔ kɨ kon mutə ningə nyɨ, ingəi’ə, isɨ me Kəy’tɨ lə Luwə dann njendo ndukun’gɨ lə Luwə. Sɨ dann’de’tɨ, sii ur mbi’ne oo’n ta’gɨ kɨ isɨ eli tɔ, dəjɨ’n’de ta tɔ. 
LUK.2.47	De’gɨ pətɨ kɨ oyi ta kel Jeju kin, nyagər li’ə, kɨ ta kɨ tur li’ə, ətɨ’de ɓol ngayn. 
LUK.2.48	Lokɨ njekoj’o’gɨ oyi, ətɨ’de ɓol ngayn, adɨ kon’a el’ə ene: «Ngonn’m, ra bann be in ra se’je nya be wa? Oo, j’in kɨ baw’i, jɨ ra ta sangi’tɨ kɨ non kum’je’tɨ.» 
LUK.2.49	Ningə el’de ene: «Sangi m’in tadɔ ri wa? Majɨ kadɨ m’ra kulə me kəy’tɨ lə Bai kin, in gəri eke in gəri el wa?» 
