MAT.1.1	Yesu Kristu kaweriti mwiwuka gwa Dawudi na mwiwuka gwa Aburahamu. Ayi ndo walanga ya ukowu wakuwi,
LUK.9.49	Yohani kankula, “Mtuwa, tumwoniti muntu pakawusiya washamshera kwa litawu lyaku na twenga tumubera, toziya kaweriti ndiri mushipinga shetu.”
LUK.9.50	Yesu kamgambira, “Namuwabera, toziya yoseri yakamlema ndiri yumu pakati penu, kawuwega wa twenga gwenu.”
LUK.9.51	Shipindi pashiweriti pakwegera sha Yesu mewamtoli kugenda kumpindi, yomberi kagonjera mwanja gwa Yerusalemu. 
LUK.9.52	Kawatumiti wajumbi wamlongoleri na womberi wagenda mpaka mushijiji shimu sha Wasamariya, wamnyawili kila shintu. 
LUK.9.53	Kumbiti wenikaya walema kumshemera toziya yomberi kaweriti kankugenda Yerusalemu. 
LUK.9.54	Su wafundwa wakuwi, ashina Yohani na Yakobu, pawawoniti hangu walonga, “Mtuwa, gufira tugushemi motu kulawa kumpindi guwagamiziyi?” 
LUK.9.55	Yesu kawagalambukira na kawakalipira. 
LUK.9.56	Shakapanu Yesu na wafundwa wakuwi wagenditi mushijiji shimonga.
LUK.9.57	Pawaweriti munjira wankugenda, muntu yumu kamgambira Yesu, “Hanukufati koseri kwagugenda.”
LUK.9.58	Yesu kamgambira, “Vibweta wawera na mpanga na wampongu wawera na vitukulu kumbiti Mwana gwa Muntu kahera pahala pa kwoyera.”
LUK.9.59	Kamgambira muntu gwingi, “Gunfati.”
LUK.9.59	Kumbiti muntu ulii kalonga, “Mtuwa, gundeki huti nakamsiri tati gwangu.”
LUK.9.60	Yesu kamwankula, “Guwaleki wahowiti wawasiri wayawu wawahowiti. Gwenga gugendi gwakawubweri ufalumi wa Mlungu.”
LUK.9.61	Kuweriti na muntu gwingi yakamgambira Yesu, “Hanukufati Mtuwa, kumbiti gundeki huti ng'endi kuwaaga wantu wa ukaya kwangu.”
LUK.9.62	Yesu kamgambira, “Muntu yoseri pakanja kulima, pakagalambuka na kulola kumbeli kafaa ndiri kutenda lihengu Muufalumi wa Mlungu.”
LUK.10.1	Shakapanu Mtuwa kawasyagula wamonga malongu saba na awili. Kawatuma wamlongoleri awili awili wagendi muvijiji vyoseri vyakafira kugenda yomberi. 
LUK.10.2	Kawagambira, “Viboga vya kubena vivuwa, kumbiti wantu wakubena wadidini. Su mumluwi mweni kana lirambu kajegi wantu wakubena mulirambu lyakuwi. 
LUK.10.3	Vinu su mgendi, muvimani handa nankuwatuma mwenga gambira mwawakondolu wawagenda pakati pa wamaminyi. 
LUK.10.4	Namtola muhaku gwakutulila mpiya, ama libegi, ama vilwatu, namumlamsiya muntu yoseri munjira. 
LUK.10.5	Pamwingira mnumba yoseri, kwanja mtakuli hangu, ‘Ponga iweri mnumba amu!’ 
LUK.10.6	Handa pakaweriti yakafira ponga, ponga yamwenga hayikali nayomberi, handa ndiri, ponga yamwenga hayiwawuyili mwaweni. 
LUK.10.7	Mwikali mnumba ayi pamliya na kulanda vyawakupanani, toziya yakatenda lihengu kafiruwa shibenamgongu shakuwi. Namgenda mala numba ayi ama yimonga. 
LUK.10.8	Handa pamsoka muisi na wantu pawawashemerani, mlii vyawakupani, 
LUK.10.9	muwaponiziyi walweli muisi ilii na muwagambiri wantu, ‘Ufalumi wa Mlungu wapakwegera kwa mwenga.’ 
LUK.10.10	Kumbiti pamwingila muisi yoseri, wantu pawawalema kuwashemerani, muwuki na mlongi, 
LUK.10.11	‘Ata lidika lyalitulemeteriti mumagulu mwetu tulipunda na haliweri likalipiru. Kumbiti muvimani kuwera Ufalumi wa Mlungu wapakwegera.’ 
LUK.10.12	Nakaka nukugambirani, lishaka lilii Isi ayi hayipati azabu nkulu kuliku ilii ya wantu wa Sodoma.
LUK.10.13	“Shondi gwenga Kolazini! Shondi gwenga Betisayida! Handa mauzauza galawiriti kwa mwenga, megalawiri Tiru na Sidoni, wantu wakuwi mewavali nguwu zya maguniya shipindi shivuwa na kulivaga mulivu kuleka vidoda vyawatenda. 
LUK.10.14	Mlungu hakawapanani azabu nkulu nentu mulishaka lya kutoza kuliku Tiru na Sidoni. 
LUK.10.15	Na gwenga Kafarinaumu, hagulikwisi mweni mpaka kumpindi kwa Mlungu? Hawakusulusiyi mpaka mulirindi lyalihera upeleru.”
LUK.10.16	Yesu kawagambira wantumintumi wakuwi, “Yakawapikanira mwenga kankumpikinira neni na yakawalema mwenga kanema neni, yakanema neni, ndo kamlema ulii yakantumiti.”
LUK.10.17	Wantumini malongu saba na awili wawuyiti kwa manemu walonga, “Mtuwa, ata washamshera watujimila patuwakalipira kwa litawu lyaku!”
LUK.10.18	Yesu kawankula, “Numwoniti Shetani pakaguwiti gambira lupanda kulawa kumpindi kwa Mlungu. 
LUK.10.19	Mpikaniri! Nukupani uwezu wa kutimbanga wanjoka na vipinini na uwezu mkulu kwajili ya makakala goseri ga Shetani, kwahera shintu shakuwatenduwa. 
LUK.10.20	Kumbiti namnemelera toziya washamshera wawajimila, ira mnemeleri toziya matawu genu wagalemba kumpindi.”
LUK.10.21	Shipindi shiraa shilii Yesu kanemeleriti kwa uwezu wa Rohu Mnanagala, kalonga, “Tati, Mtuwa gwa kumpindi na gwa paisi panu! Nonga mayagashii kwaku toziya guwalanguziya walii wahera mahala na guwafifa walii wanaluhala na wanamahala. Yina Tati, ntambu yagufiriti gumweni aga galawili.
LUK.10.22	“Tati gwangu kanupiti neni vintu vyoseri. Kwahera muntu yakammana Mwana ira Tati na kwahera yoseri yakammana Tati ira Mwana na yoseri yagagubutulitwi na Mwana.”
LUK.10.23	Shakapanu Yesu kawagalambukira wafundwa wakuwi na kuwagambira, “Mbaka waviwona vilii vyamuviwona mwenga. 
LUK.10.24	Nukugambirani mwenga kuwera wambuyi wa Mlungu na wafalumi wafiriti kugawona galii gamugawoniti mwenga, kumbiti wagawona ndiri na kupikinira ntambu yampikaniriti mwenga kumbiti wapikinira ndiri.”
LUK.10.25	Mfunda gwa Malagaliru kiziti na kufira kumjera Yesu. Su kamkosiya, “Mfunda, ntendi ashi mpati ukomu wa mashaka goseri?”
LUK.10.26	Yesu kamwankula, “Walemba shishi Mumalagaliru Mlungu gakampananiti Musa? Kupikanira ntambu yampikaniriti mwenga kumbiti wapikanira ndiri. Gwenga gugamana hashi?”
LUK.10.27	Muntu ulii kawankula, “Gumfiri Mtuwa Mlungu gwaku kwa moyu gwaku goseri na kwa rohu yaku yoseri na kwa makakala gaku goseri na kwa mahala gaku goseri na gumfiri muyagu ntambu yagulifira gumweni.”
LUK.10.28	Yesu kamgambira, “Guwankula weri, gutendi ntambu iraayi hagupati ukomu wa mashaka goseri.”
LUK.10.29	Kumbiti mfunda gwa Malagaliru kafiriti kuliranguziya handa kahera vidoda, su kamkosiyiti Yesu, “Gwapakwegera gwangu ndo gaa?”
LUK.10.30	Yesu kamwankula, “Kweniti na muntu yumu yakaweriti kankusuluka kulawa Yerusalemu, kaweriti kankugenda Yeriku. Pakaweriti munjira, wamvamiya wamajambazi wamkoma na kumpoka vintu vyakuwi wamleka kankugalagata nusula kahowi. 
LUK.10.31	Shintu shashilawiti paliya, kweniti na mkulu gwa numba ya Mlungu kaweriti kankupita njira ilailii, kumbiti pakamwoniti muntu yawamkomiti ulii, kapititi patali uwega wingi kagenda. 
LUK.10.32	Ntambu ilailii Mlawi kapititi njira ilailii, kumbiti pakamwonit muntu yawamkomiti ulii kapititi patali, uwega wingi su kagenda. 
LUK.10.33	Kumbiti Msamariya yakaweriti kankugenda mwanja kasokiti paliya pakaweriti muntu ulii na pakamwoniti muntu ulii, kamwonera lusungu. 
LUK.10.34	Kamgendera, kampakaziya lipaki pamuhera na divayi muvironda vyakuwi na kumtawa, shakapanu kamkweniziya mupunda gwakuwi, kagenda nayu mpaka mnumba ya kugonja wahenga kamlwaziya. 
LUK.10.35	Shirawu yakuwi kalaviya mpiya mbili kumpanani kananumba ya kufikira wahenga na kamgambira, ‘Gumloleli weri muntu ayu na pampuya hanukulipi shoseri shagutumiyiti kwa muntu ayu.’ ”
LUK.10.36	Yesu kamaliliti kulonga kwa kukosiya, “Ntambu yamlihola, pakati pa wantu watatu awa, ndo gaa kaweri kapakwegera gwa muntu yakakomitwi na majambazi?”
LUK.10.37	Mfunda gwa Malagaliru kamwankula, “Uliya yakamwoniriti lusungu.”
LUK.10.37	Yesu kamgambira, “Gugendi gwakatendi ntambu iraayi.”
LUK.10.38	Yesu pamuhera na wantumintumi wakuwi pawaweriti mumwanja, wingira mushijiji shimu waliwona na mdala yumu yawamshema Marita kamshemera ukaya kwakuwi. 
LUK.10.39	Marita kaweriti na muhasha gwakuwi yawamshema Mariya, yakalivagiti pakwegera pamagulu ga Yesu pakapikanira mafundu gakuwi. 
LUK.10.40	Marita kaweriti kankunyoganyoga na vimonga, su kamgenderiti Yesu na kumgambira, “Mtuwa, iwera hashi gumleka muhasha gwangu kandekeri neni nyoginyogi gweka yangu? Gumgambiri kizi, kantangi!”
LUK.10.41	Mtuwa kamwankula, “Marita, Marita! Gwankunyoganyoga na kuligaziya na vintu vivuwa, 
LUK.10.42	kumbiti shintu shimu hera shifiruwa. Mariya kasyangula shintu shiherepa nentu na kwahera muntu hakampoki.”
LUK.11.1	Lishaka limu Yesu kaweriti pahala tunga pakaluwa Mlungu. Pakamaliriti kuluwa Mlungu, yumu gwa wafundwa wakuwi kamgambira, “Mtuwa, gutufundi kuluwa Mlungu gambira Yohani Mbatiza ntambu yakawafunditi wafundwa wakuwi.”
LUK.11.2	Yesu kawagambira, “Pamluwa Mlungu mlongi hangu,
LUK.11.2	‘Tati,
LUK.11.2	Litawu lyaku likwiswi,
LUK.11.2	Ufalumi waku wizi.
LUK.11.3	Gutupanani shiboga shetu sha kila lishaka 
LUK.11.4	Gutulekiziyi vidoda vyetu,
LUK.11.4	Mana twenga tuwalekeziya woseri yawatutenditi upyota.
LUK.11.4	Pota nagututula mukujerwa.’ ”
LUK.11.5	Na Yesu kawagambira wantumintumi wakuwi, “Payiwera yumu gwenu pakagenda ukaya kwa ganja gwakuwi pashiru na kumgambira, ‘Ganja, shondi shondi nyagu gunkopeshi mabumunda mitatu. 
LUK.11.6	Ganja gwangu yakaweriti mumwanja, kapitira pakaya pangu na neni nahera shiboga shakumupa.’ 
LUK.11.7	Na payiwera ganja gwaku kankuwankula kulawa mnumba, ‘Nagung'aziya! Mlyangu gutatwa kala, neni pamuhera na wana wangu tugonja kala. Na hapeni numuki kukupanani shintu shoseri.’ 
LUK.11.8	Nakaka nankuwagambirani, ata pakalema kwimuka na kukupanani mabumunda toziya gwenga gwa ganja gwakuwi, kumbiti pagwendereya kumgaziya kwa kumluwa hakimuki na kukupanana shoseri shagufira.
LUK.11.9	“Su nankuwagambira, guluwi na hampananwi, gusakuli na haguwoni, gutendi hodi na hamvugulirwi. 
LUK.11.10	Mana woseri yawaluwa hawapananwi na woseri yawasakula, hawawoni na mlyangu haguvugulwi kwa kila muntu yakatenda hodi. 
LUK.11.11	Mwana pakamluwa tati gwakuwi somba, hashi hakampanani njoka badala ya somba? 
LUK.11.12	Na pakamluwa ligi, hakampanani shipinini? 
LUK.11.13	Su payiwera mwenga yamuwera na vidoda, muvimana kuwapanana viherepa vyawaluwa wana wenu. Nakaka Tati gwenu gwakumpindi hakatendi kupita mwenga, hakawapanani Rohu Mnanagala walii yawamluwa!”
LUK.11.14	Yesu kaweriti kankumwinga shamshera yakamtenditi muntu yumu kaweri bubu. Su shamshera ulii pakamlawiti, muntu ulii kaweziti kutakula. Lipinga lya wantu lilikangashiti, 
LUK.11.15	kumbiti wantu wamu mulipinga lilii walonga, “Belizebuli, mkulu gwa washamshera ndo yakampananiti makakala ga kuwalaviya washamshera.”
LUK.11.16	Wamonga wafiriti kumjera Yesu, su wamgambira kawalanguziyi mauzauza kulonga nakaka Mlungu ndo yakamtumiti. 
LUK.11.17	Kumbiti Yesu kavimaniti kala shawalihola, su kawagambira, “Ufalumi woseri waubagulika weni vipinga vipinga vyavisingana vyeni hapeni vilikali, kaya payibagulika yeni mpaka iyagamili. 
LUK.11.18	Su handa ufalumi wa Shetani pawuwera muvipinga na pawalikoma weni, hawuendereyi hashi? Mlonga kuwera ndaviya washamshera toziya Belizebuli kanupiti makakala ga kutenda aga, 
LUK.11.19	handa neni nankuwawusiya washamshera kwa likakala lya belizebuli, hashi wafata wenu wawawusiya kwa uwezu gaa? Wafata wenu hawaweri watoza wenu! 
LUK.11.20	Kumbiti payiwera nankuwinga washamshera kwa makakala ga Mlungu, su muvimani kuwera Ufalumi wa Mlungu usoka kala kwa mwenga.
LUK.11.21	“Muntu kana makakala pakawera na silaha zoseri, pakalolera numba yakuwi mweni, vyoseri vyakaweriti navi haviweri salama. 
LUK.11.22	Kumbiti pakiza muntu kana makakala kuliku yomberi pakamkoma na kumsinda, hakatoli silaha zoseri zakalitumbiriti muntu ulii na kugawana ulunda wakuwi.
LUK.11.23	“Yoseri yakawera ndiri uwega wa neni ndo nakaka kanema neni na yoseri yakajojinira ndiri pamuhera na neni, ayu ndo kapalasiya.
LUK.11.24	“Shamshera pakawingwa kulawa kwa muntu, kayerayera mlaa mushiwala pakasakula pakwoyera. Pakapata ndiri pakwoyera, kalitakuziya mweni, ‘Hambuyi kunumba kwangu kwandawiti.’ 
LUK.11.25	Pakawuya na kwona numba ilii wayifyagira na kuyiherepiziya. 
LUK.11.26	Su kagenda kuwatola washamshera wayaguwi wamonga saba wadoda kuliku yomberi, woseri wagenda kumwingira muntu ayu. Su ntambu ya muntu ayu hayiweri idoda kuliku ntambu yayiweriti kwanja.”
LUK.11.27	Yesu pakaweriti kankutakula hangu, mdala yumu kulawa mulipinga lya wantu kamgambira, “Mbaka mdala yakakuleriti na kukunoniziya!”
LUK.11.28	Kumbiti Yesu kamwankula, “Mbaka nentu kwa walii yawapikanira shisoweru sha Mlungu na kushijimira”
LUK.11.29	Lipinga lya wantu palimzingiti Yesu, kendereyiti kutakula, “Shiyiwuku shikondola na shashihera uwaminika kulongolu kwa Mlungu! Mfira mauzauza, kumbiti hapeni mpananwi liuzauza lyoseri lilii ira hampananwi liwuzawuza lya Yona.” 
LUK.11.30	Ntambu ira ilii Yona mbuyi gwa Mlungu pakaweriti lilangaliru kwa wantu wa Ninawi, su Mwana gwa Muntu hakaweri lilangaliru kwa wantu wa mashaka aga. 
LUK.11.31	Malikiya gwa kusika hakalawili shipindi shiyiwuku ashi pashitozwa na yomberi hakawatozi. Toziya mweni kagenditi mwanja kulawa kutali, kiziti kuvipikinira visoweru vya luhala lwa mfalumi Selemani, kumbiti panu kwana mkulu kuliku Selemani! 
LUK.11.32	Mulishaka lya kutoza, wantu wa Ninawi hawagoloki pamuhera na shiyiwuku ashi na womberi hawashitozi. Toziya wantu wa Ninawi walekiti vidoda vyawatenditi pawamupikaniriti Yona pakabwera, kumbiti panu kwana shitwatila shikulu kuliku Yona.
LUK.11.33	“Kwahera muntu yakawasha shikoroboyi na kushigubikira na mufiniku, ira hakashituli pashintambi, su wantu pawingira mnumba wapati kuwona kulangala. 
LUK.11.34	Masu gaku ga gambira shikoloboyi sha nshimba. Masu gaku pagawera makomu, nshimba yaku yoseri hayiweri ilangala, kumbiti masu gaku pagawera gaherepa ndiri, nshimba yaku yoseri hayiweri muluwindu. 
LUK.11.35	Su gwikali weri, gulangala gwaguweriti mngati mwaku naguwera luwindu. 
LUK.11.36	Handa nshimba yaku yoseri paiwera ilangala, pota kuwera pahala poseri pa luwindu, nshimba ayi hayilangali nakaka gambira shikoloboyi ntambu yashikulangalira kwa gulangala wakuwi.”
LUK.11.37	Yesu pakamaliriti kulonga, Mfalisayu yumu kamshemeriti ukaya kwakuwi waliyi shiboga pamuhera, su Yesu kagenditi na kulivaga kuliya shiboga. 
LUK.11.38	Mafalisayu walikangasha pawamwoniti kankuliya shiboga pota kugulula huti mawoku. 
LUK.11.39	Su Mtuwa kamgambira, “Mwenga Mafalisayu mgulula vikombi na sahani kwa kunja kumbiti mngati mmema lwamata na vidoda. 
LUK.11.40	Mwawazyigizyigi mwenga! Mlungu ndo yakanyawiti kunja, kayi kanyawiti mngati. 
LUK.11.41	Kumbiti muwayupi wahushu shilii shashiweriti muvikombi na musahani na kila shintu hashiweri shiherepa kwa mwenga.
LUK.11.42	“Shondi mwenga Mafalisayu! Mwankumupa Mlungu zaka zya binzari na mshisha na mihamba yamonga na uganu pamlema yagamfiriziya Mlungu na ufiru wa Mlungu. Vitwatila avi mfiruwa muviloli weri pota na kulyaluwa vyamonga.
LUK.11.43	“Shondi mwenga Mafalisayu! Mfira kulivaga palongolu pawapapanana ligoya munumba za Mlungu na kukulamsiyani kwa ligoya pahala pa soku. 
LUK.11.44	Shondi mwenga! Toziya mulifana na mapumba yagalififa, wantu pawagendagenda kunani kwakuwi pota na kuvimana.”
LUK.11.45	Yumu gwa Wafunda wa Malagaliru kamgambira, “Mfunda, pagutakuliti hangu, gutuhigilanga na twenga vilavi.”
LUK.11.46	Yesu kamwankula, “Shondi mwenga wafunda wa Malagaliru! Muwatwika wantu visanka vipapika ndiri, kumbiti mwaweni mwenga muweza ndiri ata kwa shala kuwatanga. 
LUK.11.47	Shondi mwenga! Mganyawa mapumba gaherepa ga wambuyi wa Mlungu, weni wazewi wenu wawalagiti. 
LUK.11.48	Su mgapitawulira na kugajimira galii gawatenditi wazewi wenu, wawalagiti wambuyi wa Mlungu, na mwenga mugajengera mapumba gawu. 
LUK.11.49	Toziya ayi Luhala lya Mlungu lutakuliti hangu, ‘Hanuwajegeri wambuyi wa Mlungu na wantumintumi, kumbiti hawawalagi wambuyi wa Mlungu wamu na kuwatabisiya wamonga.’ 
LUK.11.50	Su wantu wa shipindi ashi hawatozwi kwa kuwalaga wambuyi wa Mlungu kwanjira pawanyawiti pasipanu, 
LUK.11.51	kwanjira pawamlagiti Abeli mpaka Zakariya ulii yawamlagiti pakati pashitalawanda sha kutambikira, pahala Pananagala. Yina, nakuwagambira, wantu wa shipindi ashi hawatozwi kwa matendu gawu.
LUK.11.52	“Shondi mwenga wafunda wa Malagaliru! Muufifa ufunguu ulii wa mlyangu gwa mahala na mwaweni mwenga hapeni mwingiri na muwalewelera woseri yawafira kwingira nawingira.”
LUK.11.53	Pakaweriti kankuwuka palii, wafunda wa Malagaliru pamuhera na Mafalisayu wanjiti kumgambira pawambeziya nentu na kumkosiya kwajili ya vintu vivuwa, 
LUK.11.54	pawajera kumgomiziya pakatakula shintu shipayira su wapati pakumbatira.
LUK.12.1	Maelufu ga wantu pawaliwoniti pamuhera, ata waweriti wankulitimbanga, Yesu kawagambiriti huti wafundwa wakuwi, “Mliloleri weri na simika ya Mafalisayu, nana mana ufyangu. 
LUK.12.2	Kila shintu shawashigubikiti hashiweri paweru na kila bada hayimaniki. 
LUK.12.3	Su vyoseri vyamtakuliti muluwindu havipikaniki paluwala, ata vilii vyamulipwepwera shipindi pamtatiti milyangu havibwerwi panani pa numba.
LUK.12.4	“Nukugambirani waganja wangu, namuwatira woseri yawalaga nshimba kumbiti wasinda kutenda shintu shimonga nentu. 
LUK.12.5	Hanuwalanguziyani gwa kumtira, mumtiri Mlungu, ayu pakawalaga kala kana uwezu wa kumwasira muntu mumotu gwa Jehanamu. Munjimiri, ayu ndo yumu gwa kumtira!
LUK.12.6	“Iwera ndiri washomolu wamuhanu wawawuza kwa senti ndikandika mbili? Kumbiti Mlungu hapeni kamuwaluwi shomolu ata yumu. 
LUK.12.7	Ata vilii zya mumtuwi mwenu waziwalangiti kala. Su namtira, mwenga wa mana nentu kuliku washomolu wavuwa!
LUK.12.8	“Nankuwagambira nakaka, kila muntu yakatakula kulongolu kwa wantu kulonga ndo gwaneni, Mwana gwa Muntu hakatakuli kulongolu kwa wantumintumi wa kumpindi wa Mlungu kuwera muntu ayu ndo gwakuwi. 
LUK.12.9	Kumbiti woseri yawanema kulongolu kwa wantu, Mwana gwa muntu viraa hakawalemi kulongolu kwa wantumintumi wa kumpindi wa Mlungu.
LUK.12.10	“Na yoseri Yakamtakulira visoweru vidoda mwana gwa Muntu hakalekiziwi, kumbiti yoseri yakamwigilanga Rohu Mnanagala hapeni kalekeziwi.
LUK.12.11	“Pawawabata na kuwajega munumba za Mlungu, ama kwa wakulu na wakolamlima, namulihola hola ntambu yakutakula ama ntambu ya kujiteteya. 
LUK.12.12	Toziya Rohu Mnanagala shipindi shiraa shilii hakawafundi ntambu yakutakula.”
LUK.12.13	Muntu yumu mulipinga lya wantu kamgambiriti Yesu, “Mfunda, gumgambiri mlongu gwangu tugawani uhala yakatulekeleriti tati gwetu.”
LUK.12.14	Yesu kamwankula, “Ganja gwangu, gaa yakantyeka neni weri mtoza gwenu?”
LUK.12.15	Su kawagambira woseri, “Muweri masu na muliloli weri na ntambu zoseri za matamata, toziya makaliru ganakaka ga muntu galitumbira ndiri vintu vivuwa vyakawera navi.”
LUK.12.16	Yesu kawagambira mfanu agu, “Kuweriti na mlunda yumu yakaweriti na lirambu lyakuwi lyalileriti viboga nentu. 
LUK.12.17	Kanjiti kulihola mumoyu mwakuwi pakalonga, ‘Nahera pahala pa kutula viboga vyangu vyoseri. Su hantendi hashi?’ 
LUK.12.18	Kaligambiriti mweni, ‘Hantendi hangu, hambomoli hanja zyangu zoseri na kunyawa nkulu nentu, su hantuli viboga vyangu na lunda zyangu zimonga. 
LUK.12.19	Shakapanu hanuligambiri mweni, Muntu yakana bahati! Gwana vintu vivuwa viherepa vya kuliya vinja ivuwa. Guvibojoli, vinu su gulii, gulandi na gulinemiziyi gumweni!’ 
LUK.12.20	Kumbiti Mlungu kamgambira, ‘mzyigizyigi gwenga! Leru pashiru rohu yaku hayitolwi. Vinu gaa hakatoli vintu vyoseri vyaguvituliti kwajili yaku gumweni?’ ”
LUK.12.21	Na Yesu kamaliriti pakatakula, “Ayi ndo ntambu hayiweri kwa muntu ulii yakalitulira ulunda kwajili yakuwi mweni kumbiti hapeni kaweri mlunda kwa Mlungu.”
LUK.12.22	Yesu kawagambira wafundwa, “Nankuwagambira mleki kulihola hola makaliru genu ama nguwu zya kuvala. 
LUK.12.23	Ukomu wa mana nentu kuliku shiboga na nshimba yana mana nentu kuliku nguwu. 
LUK.12.24	Mloli wampongu, wayala ndiri ama wabenanga ndiri, kayi wahera ata luhanja lwa kutulila viboga, kumbiti Mlungu kawapanana shiboga! Mwenga muwera na mana nentu kuliku wampongu! 
LUK.12.25	Kwana muntu yoseri pakati penu yakaweza kwongera mweni makaliru gakuwi ata kwa saa yimu? 
LUK.12.26	Handa pamuweza ndiri ata kutenda shintu shididini, iwera hashi mulihola hola vintu vimonga? 
LUK.12.27	Muloli mawuwa ga kuntundu ntambu yagakula, gatenda ndiri lihengu ama galinyawa ndiri geni. Kumbiti nukugambirani kuwera Mfalumi Selemani pamuhera na ulunda wakuwi woseri kapatiti ndiri kuvalisiwa gambira mawuwa aga. 
LUK.12.28	Payiwera Mlungu kaluvalusiya luhamba lya kuisi, lweni leru luwera na shirawu walwasila pamotu, ashi ndiri hakawatenderi nentu mwenga? Mwenga yamuwera na njimiru ndidini!
LUK.12.29	“Su namuligaziya kwa kusaluka shintu sha kuliya ama shintu sha kulanda. 
LUK.12.30	Toziya wantu yawamumana ndiri Mlungu pasipanu wavisakula nentu vintu vyoseri avi. Tati gwenu kavimana mfira vintu avi. 
LUK.12.31	Kumbiti msakuli huti Ufalumi wa Mlungu na hakawapanani vintu avi.
LUK.12.32	“Mwenga shipinga shididini namtira, toziya Tati gwenu kafira kuwapanana Ufalumi. 
LUK.12.33	Muwuzi vyoseri vyamuwera navi na muwapanani mpiya wahushu. Mulinyawili mihaku yayidegeka ndiri na mtuli ulunda wenu kumpindi kwa Mlungu, kweni aku hapeni ipungulwi toziya kwahera mpoka yakaweza kwiwa, ama wameyi yawaweza kuhalibisiya. 
LUK.12.34	Ulunda waku pawuwera, ndo na moyu gwaku haguweri.
LUK.12.35	“Muweri kala kwa kila shintu shashiza na muviwashi vikoloboyi vyenu, 
LUK.12.36	gambira wantumintumi yawamuhepera mtuwa gwawu yakiza kulawa mumsambu gwa ndowa. Pakawera kankwiza na kutenda hodi, su hawamvugulili mlyangu kamukamu. 
LUK.12.37	Mbaka kwa walii wantumintumi, mtuwa gwawu pakiza hakawawoni wankali masu! Nukugambirani nakaka, hakavuli nguwu yakuwi, nakuwagambira walivagi pasi na kuwatendera. 
