MAT.1.1	Ini se guhud te kepuun ni Hisu Kristu, kevuwaran ni David wey kevuwaran dema ni Abraham.
LUK.15.29	Ugaid ne iyan din migkahi kayi te amey rin te, ‘Tentenuri nu, Amà, te kenà pira rà ne rahun se kinehelhelevek ku keykew iring dut te edsugsuhuen nu, ne warà a keenu midsuer keykew. Ne misan iring ketà ne warà a nu behayi te misan kambing dà su apey a mekehalewhalew rut te menge sepekat ku. 
LUK.15.30	Ugaid ne guna su mid-ulì en ayan se anak nu ne mideraat te kearen nu su indumaruma rin te meritan ne midsumbalì nu mulà ke pinelambù ne nati.’
LUK.15.31	“ ‘Mama,’ ke se amey rin, ‘warà ka mekevelag kediey ne langun te kearen ku ne keykew. 
LUK.15.32	Ugaid ne iyan din kemeyidan ne egalewhalew ki,
LUK.15.32	su ini se ari nu
LUK.15.32	ne iring iya te minatey en,
LUK.15.32	ne guntaani ne neuyag maa.
LUK.15.32	Su iring te nelaag en,
LUK.15.32	ne guntaani ne mid-ulì ded.’”
LUK.16.1	Ne ruen ruma pà ne sempità ne migkahi ni Hisus dut te edumdumaan din. “Duen senge etew ne kewasa,” ke sikandin, “ne ruen midserihan din dut te kearen din. Ne ruen mibpenudtul kandin te ini se midserihan din ne ederaat dà dut te kekewesai rin. 
LUK.16.2	Nerineg din arà ne midtawag din arà se kedserihan din ne migkahi te, ‘Engkey ini se nerineg ku mekeatag kenikew? Isurat nu en ke langun ne kegkuwinta nu kayi te ini se helevek ne insarig ku kenikew su kenà ke en egkepakey ne kedserihan ku.’
LUK.16.3	“Ne kehingginawa rut te meama ne kedserihan te, ‘Ibpeawà e bes dut te mepurù ku. Engkey en be se ed-ul-ulaan ku? Su kenà a ebpekegaga ne egkekalut wey egkeyeyaan a ne ebpememuyù. 
LUK.16.4	A, ini ves se ed-ul-ulaan ku,’ ke hingginawa rin, ‘su apey ruen egkepesineruwan ku ke ibpeawà ad nikandin kayi te helevek ku.’
LUK.16.5	“Ketà ne midtawag din te idsenge etew ke langun ne ruen utang din ketà te mepurù din. Ke neuna ne mid-insaan din te, ‘Pira pà ke utang nu rut te mepurù ku?’
LUK.16.6	“Ne midtavak ini se meama te, ‘Mehatus ne latà te lana.’
LUK.16.6	“Ne migkahi ini se kedserihan te, ‘Ini red ke listaan te utang nu, ne pinuu ka ne degdehawi nu te edsambì te lelima nepulù dà.’
LUK.16.7	“Ne mid-insaan din maa ke senge etew te, ‘Pira pà ke utang nu?’
LUK.16.7	“Ne migkahi ini se meama te, ‘Sengivu ne sakù te parey.’
LUK.16.7	“Migkahi maa ini se kedserihan te, ‘Ini ke listaan te utang nu, ne iyan nu rà isurat se walu nehatus.’
LUK.16.8	“Guna su nerineg kayi te mepurù te kedserihan ne nekekahi sikandin te, ‘Hey, metautau sikandin ne ebpenehana te keuyahan din keuremà!’”
LUK.16.8	Ne migkahi en maa si Hisus te, “Ke menge etew ne kayi rà te ampew te dunya ne kenà sakup te Eleteala ne metau ne ebpekiduma rut te ruma ran su apey ruen egkekuwa ran. Ugaid,” ke si Hisus, “ke menge etew ne sakup te Eleteala ne kenà dan bes metau ne ebpenehana te akir din ne hewii riyà te langit. 
LUK.16.9	Tembù be igkahi ku keniyu,” ke si Hisus, “te gemita niyu ini se kekewesai niyu kayi te ampew te dunya te edtavang dut te menge ayuayu su embiya ebpatey ke en ne kenà nu en egemiten ke kekewesai nu ne edtelimaan ka te Eleteala riyà te langit.
LUK.16.10	“Su ke etew ne egkeserihan te reisek ne kearen,” ke si Hisus, “ne egkeserihan dema te rekelà ne kearen. Ne iring din ded dema ke etew ne edlimbung te misan deisek dà ne kearen ne wey pè be kenà medlimbung ke rekelà en ne kearen. 
LUK.16.11	Su embiya kenà ka egkeserihan ne ebpeheweren te kearen kayi te ampew te dunya ne kenà ke en iya ebpeheweren te Eleteala rut te tidtu ne kearen diyà te langit. 
LUK.16.12	Ne embiya kenà ka egkeserihan ne ebpeheweren te kearen ne kenà keykew, ne kenà ka ebeheyan te Eleteala te tidtu ne kearen nu riyà te langit.
LUK.16.13	“Warà edsugsuhuen,” ke si Hisus, “ne deruwa se edtehiuripen kandin. Su embiya deruwa se ebpengunguripen kandin, ne egkeepesan din ke seveka ne ed-edatan din ke seveka. Etawa ebperumdumaan din ke seveka, ne kenà din edsehipaen ke seveka. Ne iring din ded dema,” ke si Hisus, “embiya iyan dekelà te hinawa nu ne kureta, ne kenà ka ebpeketuman te kiyug te Eleteala.”
LUK.16.14	Duen ketà menge Peresiyu ne iyan den dà dekelà te hinawa ne kureta ran. Nerineg dan dà ini se migkahi ni Hisus ne mid-undaunda ran dà. 
LUK.16.15	Ne migkahi si Hisus kandan te, “Sikiyu ne engkungkun ne menge metidtu kew kayi te sineruwan te menge etew, ugaid ne netuenan te Eleteala ke netahù te hinawa niyu. Su ini se rekelà te hinawa te menge etew ne warà pantag din diyà te etuvangan te Eleteala.
LUK.16.16	“Ke penduan ni Moises,” ke si Hisus, “wey ke menge impesurat te Eleteala rut te menge etew ne mibpelambas te Lalag din, ini se impesabut dan taman dà te nekeuma en si Juan ke Ebpembunyag. Igenat dè be ketà te nekeuma si Juan ne impesabut en ke Meupiya ne Tudtul mekeatag te Kedatù te Eleteala te menge etew, ne edtehel ke menge etew te kedlusud dan ketà. 
LUK.16.17	Ugaid ne ke penduan ni Moises ne kenà egkeawà, su iyan pà melemu ne egkeawà ini se langit wey tanà tumin dè be ke meawà te senge tahà dà dut te penduan ni Moises.
LUK.16.18	“Arà se meama ne ebpekid-engked te esawa rin ne edsaup maa ed-esawa,” ke si Hisus, “ne nekepengingniyug en sikandin diyà te etuvangan te Eleteala. Ne engketà ded maa ke meama ne mid-esawa kayi te meritan ne mibpekid-engked dut te esawa rin, ne nekepengingngiyug en dema sikandin diyà te etuvangan te Eleteala.”
LUK.16.19	Ne migkahi pà maa si Hisus te, “Duen senge etew ne kewasa nevenar ne mibevelegkas te mepurù nevenar se elehà din, ne ini se ked-ubpàubpà din ne warà egkepemengà din. 
LUK.16.20	Ne ruen dema senge etew ne ayuayu ne mid-ingaranan ki Lazaro ne nelumbus se lawa rin te padel. Ne uman gewii ne id-ated sikandin te menge ruma rin diyà te pesuran te eheran ketà te kewasa ne meama. 
LUK.16.21	Su ebpekeinam ke ruen samà dut te kewasa ne meama. Ne gewii rin te ed-id-irehà ketà ne ruen menge asu ne edilà te padel din.
LUK.16.22	“Ne neuma se hewii ne minatey si Lazaro, ne mibpeneheewit sikandin dut te menge suluhuen te Eleteala diyà te uvey ni Abraham diyà te langit. Ne minatey en dema ini se meama ne kewasa ne inleveng dan en sikandin. 
LUK.16.23	Ne nekependiyà sikandin te apuy ne rakà ne nerasey nevenar sikandin! Ne midlingakà sikandin ne nekita rin diyà te medmeriyà si Abraham. Ne nekita rin dema ketà si Lazaro diyà te uvey rin. 
LUK.16.24	Ne midtawag din en si Abraham se egkahi te, ‘Apù Abraham, ikeyru a nevenar nikuna! Ipepengkayi nu pà si Lazaro su apey rin egkepetihisi ini se bèbà ku te wayig su egkerasey ad nevenar kayi te apuy.’
LUK.16.25	“Ugaid ne migkahi si Abraham te, ‘Menge anak, tentenuri nu te nekuwa nu en ke langun ne keupiyanan nu te gewii rut te biviyag ke pà, ugaid ne si Lazaro mulà ne neamin-amin din se keresayan. Ugaid ne guntaani ne si Lazaro ne meupiya en se egketemanan din kayi, ne sikuna en se egkerasay. 
LUK.16.26	Ne kenà ketà dà taman su ruen egkembusan te tanà keniyan te elet tew, ne misan duen kayi ne egkiyug ne ed-apet keniyan te keniyu ne kenà ebpekeapet. Engketà ded maa ke keniyan te keniyu, kenà dan ebpekeapet kayi.’
LUK.16.27	“Ne ketà ne migkahi pà maa ke kewasa te, ‘Embiya iring ketà, Apù Abraham, ne ebuyuen ku keykew te ipependiyà nu pà si Lazaro riyà te baley ni Amà, 
LUK.16.28	su ruen lelima ne ari ku ne elin meama. Ibpevaag nu sikandan apey kenà dan ebpekepengkayi te ini se ubpaan ne keresayan.’
LUK.16.29	“Migkahi si Abraham te, ‘Duen diyà te kandan impesurat ki Moises te Eleteala wey ke impesurat te Eleteala rut te menge etew ne mibpelambas te lalag din, ne arà dè be se upiani ran pemihena.’
LUK.16.30	“Ne migkahi en maa ke kewasa te, ‘Kenà dan ebpemineg ketà, Apù Abraham, ugaid ne embiya ruen minatey ne egkevanew ne ed-ulì diyà te kandan ne arà pà ne ebpemedsendit dan.’
LUK.16.31	“Ne migkahi si Abraham te, ‘Embiya kenà dan ebpemineg dut te impesurat te Eleteala ki Moises wey ke impesurat dut te menge etew ne mibpelambas te Lalag te Eleteala, ne iyan dan pè be pemineha ke ruen egkevanew ne ed-ulì diyà te kandan.’”
LUK.17.1	Ne ruen migkahi ni Hisus diyà te edumdumaan din te, “Kenà egkepakey ne kenà egkeuma ini se kebpenggerami te menge etew, ugaid ne ke etew ne ebpenggeram te ruma rin su apey ebpekedsalà ne mekeyruwiru nevenar! 
LUK.17.2	Iyan pà tumù ne ebperiwetuwan ke lieg din te mevehat ne batu ne id-antug diyà te rahat su apey kenà sikandin se puunaan te kebpekedsalà dut te mevavà ne etew ne edsarig kediey. 
LUK.17.3	Tembù be uram kew!
LUK.17.3	“Embiya ruen duma nu ne nekedsalà kenikew,” ke si Hisus, “ne kehiya nu kandin ne ibpetidtu nu sikandin, ne embiya ebpekedsendit ne ed-engkeran din ke salà din ne pesehara nu. 
LUK.17.4	Embiya ebpekedsalà sikandin kenikew te kepipitu te lusud te senge keandew ne kepipitu rema sikandin ebuyù kenikew te, ‘Nekedsendit a te mid-ulaula ku, menu ke pesehara a nu,’ ne pesahara nu rema sikandin.”
LUK.17.5	Ne migkahi ke menge edumdumaan diyà te ki Hisus ke Kerenan te, “Umani nu ke kebperetiyaya rey.”
LUK.17.6	Ne migkahi si Hisus te, “Embiya ruen kebperetiyaya niyu te Eleteala ne reisek misan iring dut te reisek ne lahas ne mustasa ne ebpekekahi ka kayi te ini se rekelà ne kayu te, ‘Awà ka kayi ne arat ka riyà te rahat,’ ne arà dà ne ebpekeperumaruma keykew.”
LUK.17.7	Migkahi maa si Hisus te, “Upama ke ruen senge etew keniyu ne ruen edsugsuhuen din te edadu etawa edtuganur te menge bilibili nu ne mid-ulì sikandin te meapun ne engkey, ebpekekahi ka te, ‘Una ke en kaan su wey ad?’ 
LUK.17.8	Kenè en iya! Su iyan nu mulà egkekahi se, ‘Sambì ka te belegkas nu ne elugan ke en su apey a mekekaan en. Ne wey ka kaan ke ebpekeipus ad.’ 
LUK.17.9	Ne menu, edeyuen nu ke edsugsuhuen nu su midtuman dut te insuhù nu? Kenà en iya! 
LUK.17.10	Ne engketà kew red dema,” ke si Hisus, “embiyà netuman niyu en ke langun ne ibpehelevek te Eleteala keniyu ne kahi kew rà te, ‘Menge edsugsuhuen kiyu rà te Eleteala, ne kenà edait ne edeyuen kiyu su midtuman tew rà ke insuhù din kenitew.’”
LUK.17.11	Guna su ebpependiyan en si Hisus te Hirusalim ne riyà mebayà sikandin te eletan te pruvinsiya ne Semeriya wey Geliliya. 
LUK.17.12	Ketà te ebpelpelinggume en sikandin te senge inged ne ruen sepulù ne meama ne midtelavuk kandin ne ruen kevuwa ran muna te it-it. Ugaid ne geina te ruen kevuwa ran ne riyà dan mid-itindeg te malù dà meriyù ki Hisus 
LUK.17.13	ne midtawag dan en se egkahi te, “Hisus, Meyterù, ikeyru key nikuna!”
LUK.17.14	Nekita rin sikandan ne migkahi en te, “Pendiyà kew te menge terebpelengesa te Eleteala ne peintengi niyu ke lawa niyu te nengeulian en.” Ne mid-ipanew ran ne gewii te riyà dan en te ralan ne nengeulian dan en.
LUK.17.15	Ne senge etew kandan se nekekita te neulian sikandin ne midlived kayi te ki Hisus se egkulkuleyì en se edeyù te Eleteala. 
LUK.17.16	Ne mid-uvey sikandin ki Hisus ne midlumpeng en sikandin kayi te sineruwan ni Hisus se ebpeselamat kandin. Ne ini se etew ne kenà Hudiyanen su riyà ebpuun te inged ne Semeriya.
LUK.17.17	Ne migkahi si Hisus te, “Maa kenà sepulù niyu beneng ke nengeulian? Endei en be ke siyew ne etew? 
LUK.17.18	Meambe ke sikuna rà ini se tegeSemeriya se midlived su ebpeselemat te Eleteala?” 
LUK.17.19	Ne migkahi en si Hisus te, “Itindeg ke en, Mama, ne levundus ke en su ke sarig nu te Eleteala se nekeulì keykew.”
LUK.17.20	Senge hewii maa ne ruen menge Peresiyu ne mid-insà ki Hisus te, “Keenu egkeuma arà se Kedatù te Eleteala te menge etew?”
LUK.17.20	Midtavak si Hisus kandan te, “Kenà niyu egkekita se kebpekeuma rut te Kedatù te Eleteala te menusiyà. 
LUK.17.21	Warà ebpekekahi te, ‘Ini en ke Kedatù din,’ etawa ebpekekahi te, ‘Ediyan en.’ Su ini se Kedatù te Eleteala te menge etew ne kenà egkekita su kayi red te hinawa niyu.”
LUK.17.22	Ne migkahi en si Hisus kayi te edumdumaan din te, “Duen gewii ne egkeuma ne rekelà se kiyug niyu te metuman ke hewii te edlived ke Impeanak te Menusiyà, ugaid ne kenà pà egked-ulaula. 
LUK.17.23	Duen egkahi keniyu te, ‘Ediyan en ke Ebperetuen te Eleteala te menge etew,’ etawa egkahi ran te, ‘Ini en.’ Ugaid ne kenà kew eduma kandan. 
LUK.17.24	Su ketà te kedlived te Impeanak te Menusiyà kayi te ampew te dunya ne iring kehaan din te kilat ne ebpeketayew te langun ne linengkevan igenat te pehiliran taman te binunsuran. 
LUK.17.25	Ugaid te kenà pà ini egked-ulaula ne iyan iya se egkerasey pà sikandin wey ed-engkenà kandin ini se menge etew guntaani.
LUK.17.26	“Ketà te akir din ne hewii ke edlived sikandin kayi te ampew te dunya, ne ebpekeiring ke ed-ul-ulaan te menge etew rut te ed-ul-ulaan te menge etew rengan te gewii pà ni Noa. 
LUK.17.27	Su rengan te hewii pà ni Noa, ne warà sanggel dan se ebpengevurun su egkaankaan dan ne ebpenginum wey ebpees-eseweey taman te arà en ke hewii ne midlusud en ensi Noa ketà te rekelà ne avang ne ed-ingaranan te arka. Ne arà ne nekeuma en ke dalem ne neherà dan en langun.
LUK.17.28	“Ebpekeiring ded dema rut te hewii ni Lut. Su warà sanggel dan se ebpengevurun su egkaankaan dan ne ebpenginum, ebpememasa wey ebpemendahang, ebpememula wey ebpemevaley. 
LUK.17.29	Ugaid ne arà se hewii ne kinepeawà ki Lut ketà te inged din ne ed-ingaranan te Suduma ne imperadsang te Eleteala ini se regreg wey esupri ne riyà ebpuun te langit ne neherà dan langun.
LUK.17.30	“Iring ded be ketà se kehaan din ke edlived kayi ke Impeanak te Menusiyà su kenà ebpenerengen te menge etew.
LUK.17.31	“Ketà ke egkeuma arà ne hewii,” ke si Hisus, “ne embiya ruen etew riyà te ruwangen te baley rin ne kenà din en lilingaya ke keleglehan din. Ne engketà ded dema ke riyà sikandin te pengengewiran, kenè en med-ulì diyà te valey su egkuwa te piya engkey en. 
LUK.17.32	Tentenuri niyu ke engkey se netemanan dut te esawa ni Lut te midlilingey sikandin. 
LUK.17.33	Su ke etew ne egkenuhun te umur din ne ebpatey lavew, ugaid ke etew ne iyan din ibpatey se keduma rin kediey te kebpemesabut dut te Meupiya ne Tudtul ne ruen umur ne ibehey kandin ne warà edtemanan din. 
LUK.17.34	Ne ini se tendai nu nevenar, embiya merukilem se kedlived din kayi ne ruen ebpeulirey ne deruwa ne etew, ne ebpekeruma ke senge etew kandin ne egketahak ke seveka. 
LUK.17.35	Engketà ded dema ke meandew se kedlived din kayi, embiya duen deruwa ne meritan ne ebpeemungey te egaling, ne ebpekeruma ke senge etew kandin ne egketahak ke seveka. [ 
LUK.17.36	Engketà ded dema ke ruen deruwa ne etew ne ebpeemungey riyà te pengengewiran, ebpekeruma ke senge etew kandin ne egketahak ke seveka.]”
LUK.17.37	Ne ketà ne mid-insà ke menge edumdumaan ni Hisus kandin te, “Endei ve ini egketuman?” Ne midtavak din te tatap ne beseanan, ke sikandin te, “Piya endei se ruen minatey rin ne ketà eburun ke menge uwak.”
LUK.18.1	Duen maa insempità ni Hisus dut te edumdumaan din su apey ran egketenuri se layun dan ebpengeningeni ne kenà dan egkevungas. 
LUK.18.2	Ke sikandin te, “Duen senge etew ne egawed te kukuman diyà te senge inged ne warà andek din te Eleteala etawa warà adat din te menge etew. 
LUK.18.3	Ne ketà te inged ne ruen dema senge etew ne meritan ne valu ne layun ebpengkayi te kandin su ebuyù te tavang din. ‘Tevangi a nu,’ ke se meritan, ‘su apey kenà meahew te kunterà ku ini se kearen.’
LUK.18.4	“Ne neuhet nevenar ne warà sehipaa kayi te egawed te kukuman ini se meritan, ugaid ne neperaan te kedlivedlived te meritan ne kehingginawa rin te, ‘Misan warà andek ku te Eleteala etawa warà adat ku te menge etew, 
LUK.18.5	ne geina te edlingasa ini se meritan kediey ne idtindeg ku sikandin kayi te kunterà din su apey ed-engked en su embiya kenà ne egkepupusan ad te tigker.’”
LUK.18.6	Ne migkahi en maa si Hisus te, “Pegpegitunga niyu arà se midlalag dut te egawed te kukuman ne kenà metidtu ne midtindeg dut te meritan. 
LUK.18.7	Ne menu kenà be edtindeg ke Eleteala dut te kandin ne menge etew embiya ebpengeningeni ran diyà te kandin te merukilem meandew? Maa edlanganlangan pè bè sikandin se edtavang kandan? 
LUK.18.8	Igkahi ku keniyu,” ke si Hisus, “mehaan se kedtindeg din keniyu. Kenà egkevungas ke Eleteala ne edtavang dut te etew rin, ugaid ne ketà te edlived kayi ke Impeanak te Menusiyà ne menu duen pè be egkeumaan din ne edsarig kandin?”
LUK.18.9	Ne ruen impenempità ni Hisus ne ebpekesuhat dut te menge etew ne iyan dan kunaan ke menge metidtu ran ne edsudì dan ke langun ne menge ruma ne etew. 
LUK.18.10	Ke si Hisus te, “Duen deruwa ne etew ne mibpendiyà te Nekebpuru ne Valey te Eleteala su ebpengeningeni. Senge etew ne Peresiyu ne ini se seveka ne ebpevayad te buwis. 
LUK.18.11	Guna su ketà dan en te lusud ne mid-itindeg ini se Peresiyu ne mibpengeningeni te hinawa rin, ke sikandin te, ‘Is Eleteala, ebpenelamat a kenikew ne Eleteala su kenà a iring keniyan te ruma ne menge etew ne tenlimbungen, menge etew ne meraatey se ulaula ran, wey menge etew ne ebpengingniyug. Uya, ebpenelamat a te kenà a iring keniyan te etew ne ebpevayad te buwis. 
LUK.18.12	Uman senge pedian ne ke reruwa a edlimpas se egkaan ne ebehey a kenikew te ikesepulù ne umun dut te langun ne egkevatunbatun ku.’
LUK.18.13	“Ugaid ne ini se etew ne ebpevayad te buwis ne mibpekeriyù sikandin ne midurungul ne mibpenempak din se kumeng din te kegkebmutu rin ne mibpengeningeni se egkahi te, ‘Is Eleteala, ikeyru a nevenar nikuna su mekesesalà a.’
LUK.18.14	“Igkahi ku keniyu,” ke si Hisus, “ketà te kineulì kayi te ebpevayad te buwis ne kenè en ebpenunduhen te Eleteala ke salà din, ugaid ne kenà iring ketà te mepereyù ne Peresiyu. Su piya entei ne etew ne ebpepurùpurù te hinawa rin ne ibpevavà te eleteala, ugaid ne piya entei ne etew ne mepeembavà te hinawa rin ne ibpepurù sikandin te Eleteala.”
LUK.18.15	Na ruen menge etew ne mibpemava te anak dan diyà te ki Hisus su ibperampen dan kandin su ebpepenubtuvaran, ugaid ne midawey ran dut te menge edumdumaan din. 
LUK.18.16	Guna su nekita ini ni Hisus ne midtawag din ke menge vatà ne migkehiyan din ke menge edumdumaan din te, “Kenà niyu dewaya sikandin! Ugaid ne ibpepengkayi niyu te kediey ke menge vatà su ke menge etew ne iring te menge vatà se kedsarig dan kediey ne iyan ebpekeamung te Edetuan te Eleteala. 
LUK.18.17	Sebenarvenar ini se egkehiyen ku, ke etew ne kenà edtelimà te Kedetui kandin te Eleteala iring te kedtelimà kayi te reisek ne vatà ne kenà ebpekelusud sikandin dut te menge etew ne Edetuan te Eleteala.”
LUK.18.18	Duen hewii ne ruen mibpengkayi te ki Hisus ne senge etew ne egkeunutan te menge Hudiyanen ne mid-insà te, “Meyterù, langun ne ed-ul-ulaan nu ne meupiya! Engkey se ed-ul-ulaan ku su apey a mekekuwa te umur ne warà edtemanan din?”
LUK.18.19	Ne midtavak si Hisus te, “Meambe ke nekahi nu te meupiya ke langun ne ed-ul-ulaan ku? Su seveka rà sa meupiya se ed-ul-ulaan din ne Eleteala rà. 
LUK.18.20	Ugaid ne embiya arà se id-insà nu mekeatag te umur ne warà edtemanan, ne netuenan nu en ke penduan te Eleteala ne egkahi te: ‘Kenà ka ebpengingniyug, kenà ka ed-imatey, kenà ka ebpenakew, kenà ka edtarùtarù, ne edati nu ke amey nu wey ke iney nu.’”
LUK.18.21	Ne migkahi ke meama te, “Meyterù, igenat te batà e pà ne langun keniyan ne midumaan ku.”
LUK.18.22	Nerineg dà ni Hisus ini ne migkahi en sikandin te, “Duen pà lavew kurang nu. Iyan be se ulì ka ne pesaa nu ke langun ne kearen nu ne ipemehey nu ve ke elehà din diyà te menge ayuayu su apey ruen kekewesai nu riyà te langit ne muna pà dut te kearen nu kayi. Ne arà pà ne pengkayi ka te eduma kedì.”
