MAT.1.1	Akko kitawu
MAT.21.35	Amma jǝrwuwudǝ kaɍeawanjudǝa keda. Faldǝa bakkera, faldǝ yea roro keyeso, faldǝ yero dongur kauye gǝpcagane kano. 
MAT.21.36	Koro walde cayemaa kojǝnaro kaɍeawa gade kinodǝnniya, caye gai tayi yero keddo. 
MAT.21.37	Darye kǝma jǝrwudǝye: “Tadaniro daraja cadi,” cǝne tadanju nanjaro kinodo. 
MAT.21.38	Amma jǝrwuwudǝ tadanjudǝa kerunniya, kattenjan: “Adǝma warasamadǝ wo! Arowo tia yejiyo, warasanjudǝa ngoniyo!” yera. 
MAT.21.39	Daji tia cadane jǝrwudǝlan cattuluwe roro keyeso. 
MAT.21.40	To, kǝma jǝrwuyedǝ isiya, awi jǝrwuwu aniro cǝddi?» cǝne tayia kiworǝnniya, 
MAT.21.41	tiro: «Am jauro kǝlado aniro ajawu jau fǝlejiye roro ceyesi, koro am gade sa fǝrdoyen tiro nemanju cadimadǝro jǝrwunjudǝa agǝrijiyi,» yera.
MAT.21.42	Daji Isaye tayiro: «Ngaltema awo kitawulan ruwuwada adǝa kǝranuwwi wa?
MAT.21.42	“Kau duwon fado tandomaso wajanamadǝ,
MAT.21.42	tima kau tandoye sammaro faidaaro waljǝnadǝ wo.
MAT.21.42	Adǝ kǝndo Kǝmandeye,
MAT.21.42	andiro jauro ajabba!”
MAT.21.43	Adǝ nangaro nayiro wulnjagakki, Ala nodonju bargaa mukkondon cǝmoye mukko jama gade awo ti cǝraana cadimadǝyero cakki. 
MAT.21.44	[Nonowo, kam kǝla kau adǝyero cukkurǝnamadǝ nanamdi, koro kaudǝ kambo cukkuriya, kǝluwuro kalakci,» yeno.]
MAT.21.45	Wurawa ɍimannaye-a Farisawa-a misallanju fangeranniya, kǝlanjaman mana kidoro asuyera. 
MAT.21.46	Daji jawal tia taye majai duwon, jamadǝa riyera, dalilnjudǝ amdǝ samma tia nawiro ngojana nangaro.
MAT.22.1	Koro Isa walde misalnin tayiro wulyeyeno. Tiye: 
MAT.22.2	«Nodo bargaa Mai Samemayedǝ alama mai laa tadanju nangaro masǝna larusaye dabbarjǝna gai. 
MAT.22.3	Maidǝ wolodiyanju laaa am masǝnaro dojǝnadǝa bowoja isaro nanjaro kinodǝnniya, kǝndero wayera. 
MAT.22.4	Koro walde wolodiya gadea cunode tayiro: “Am dokkǝnadǝro wullowo: ‘Akko masǝnanidǝ deyada. Dalowani so, kǝnnawani kaisua so duwajana, awiso kǝrma dabbargada. Arowo masǝna larusayero!’” yeno. 
MAT.22.5	Amma am dojǝnadǝ mananjudǝa awimaro ngojanni sapkadara. Laa kulonjaro, laa saniaramnjaro leyera. 
MAT.22.6	Am gapcǝnasodǝ ye wolodiyadǝa cadane basarjane roro keyeso. 
MAT.22.7	Maidǝ gǝrgaje sojiyanju cunode kamceji ania roro ceyese bǝlanja kannun waryera. 
MAT.22.8	Daji Maidǝye wolodiyanjuro: “Akko masǝna larusayedǝ dabbargada, amma am dokkǝnadǝ martawa tia boye cadanni. 
MAT.22.9	Adǝ nangaro lenowo lai laisolan am fanduwwa sammaa masǝna larusayero bowonowo isa!” yeno. 
MAT.22.10	Daji wolodiyadǝ lejane lai lai jaane am cawandǝna sammaa ngǝlan diwin capcane isane, har larusaramdǝ damgeno.
MAT.22.11	«Maidǝ am dojǝnadǝa kuroro kǝrgaanniya, curonjan kam laa kalwu larusaye lujǝnni kiro. 
MAT.22.12	Maidǝye tiro: “Sawa, awiawin kalwu larusaye bawoa na adǝro kǝrgaam?” cǝne tia kiworǝnniya, kamdǝro awo wulduye katkero. 
MAT.22.13	Daji Maidǝye wolodiyanjuro: “Tia si-a mukko-alan gerowo deyan curo duwu cǝlǝm pǝttero gǝpkǝnowo, nadǝn so ye tǝdi, sheɍi ye naldi,” yeno. 
MAT.22.14	Nonowo, am bowojǝnadǝ ngǝwu, amma tayi kǝrejǝnadǝ gana,» yeno.
MAT.22.15	Daji Farisawadǝ lejane sawardane jawal Isaro curo mananjuyen bǝlaa laduwuye mayera. 
MAT.22.16	Fuwurawanja-a am Mai Hirudussa jaana laa-aa nanjuro canode tiro: «Sayinna, ni kam jirema ye, jawal Alaye kalkallo yikkǝrami yero noniyena, dalilnjudǝ wundumaa rinǝmmi ye, gayirnǝmmi ye nangaro. 
MAT.22.17	To, awi tǝmanǝm? Kaisarro
MAT.22.18	Amma Isa niadiwinjadǝa asuje tayiro: «Mǝnafǝkka! Awiro wua rijamsuwi? 
MAT.22.19	Wuro dinariyus tilan akki biyanuwidǝa fǝlesǝgǝnowo rukke!» cǝne dinariyus tiro kekkudo. 
MAT.22.20	Tayiro: «Cu-a kǝla-a wunduye tilan dasaa?» cǝne tayia kiworǝnniya, 
MAT.22.21	tiro: «Kaisarre,» yera. Daji Isaye tayiro: «Ngaimaa, awo Kaisarredǝa Kaisarro yowo, koro awo Alayedǝa Alaro yowo!» yeno. 
MAT.22.22	Adǝa fangeranniya, tia jauro ajapcane koljane sapkadara.
MAT.22.23	Yim adǝman Sadusiya laa, tayi cinowo duniaye bawo wuljaidǝ, na Isayero isane tiro koro cadde: 
MAT.22.24	«Sayinna, Nawi Musaye: “Kam laa tada bawo bawoje kamu koljia, yanjugǝna kamunjudǝa niyajo tiro kaduwu majuwo!”
MAT.22.25	Akko curonden yaana tulur mbeji. Burwoyedǝ kamu ngoje tada cuwandǝnnin bawoje kamunjudǝa yanjugǝnaro kolyeyeno. 
MAT.22.26	Yindiyedǝ-a yakkuyedǝ-a yero ngai wakkajiye, har ti tulurredǝ kamudǝa cǝmoye bawoyeno. 
MAT.22.27	Ngawo adǝyen kamudǝ ye bawoyeno. 
MAT.22.28	To, tayi tulurso tia camowonadǝ, cinowo duniayen kamu wundunjayero walji?» cane tia keworo.
MAT.22.29	Isaye tayiro: «Nayidǝ fattuwuwwa, dalilnjudǝ kitawu bi kǝnduwo Alaye nonuwwi nangaro. 
MAT.22.30	Cinowo duniayen larusa so, niya so cadiwawo, tayi alama malaiyawa samelan dasaanadǝ gairo waljai.
MAT.22.31	Koro karmon cidudǝ, awo Ala kitawulan nayiro wulnjaanadǝa kǝranuwwi wa? 
MAT.22.32	Tiye: “Wuma Ala Ibrahimbe-a Isakuye-a Yakubaye-a wo,”
MAT.22.33	Jamadǝ adǝa fangeranniya, tai dajane alamdunjudǝa ajapkera.
MAT.22.34	Farisawadǝ Isa Sadusiyadǝa manan yapcǝgǝnaro fangeranniya, captane nanjuro kadira. 
MAT.22.35	Curonjan malǝm Attauraye laa tia rijapturo tiro: 
MAT.22.36	«Sayinna, wadawa curo Attaura Nawi Musayedǝn finja kura wo?» cǝne tia kiworo. 
MAT.22.37	Isaye tiro: «“Ala Kǝmanǝmba karwunǝm ngan, ronǝm ngan, hangalnǝm ngan raye!”
MAT.22.38	Adǝma wada kura burwoye wo! 
MAT.22.39	Koro yindiyedǝ ye ti gai: “Kǝmaskinǝm yea kǝlanǝm gairo raye!”
MAT.22.40	Wada yindi anima fǝrdu Attaura Nawi Musaye-a kitawuwa nawiyaye-a sammaye!» yeno.
MAT.22.41	Farisawadǝ nadǝn captana duwon, Isaye tayiro: 
MAT.22.42	«Awi kǝla Almasiwudǝyen tǝmanuw? Ti tada wunduye?» cǝne tayia kiworo. Tiro: «Tada Mai Daudaye!»
MAT.22.43	Daji Isaye tayiro: «Adǝgaimaa, ndayilan gǝle Mai Dauda Ruhu Alayen tia Kǝmalan bowoyeno? Tiye: 
MAT.22.44	“Kǝmandeye Kǝmaniro: ‘Namme kǝmborammilan duwon, kǝladowanǝmba cidiya sinǝmbero yakkǝkko!’ cǝnna.”
MAT.22.45	Mai Daudaye tia Kǝmalan bowojǝnadǝ, ndayilan gǝle Almasiwudǝ tadanjuro walji?» yenniya, 
MAT.22.46	wundunjama rakce tiro jaawu cinni. Koro adǝn fuwun wunduma gadero cinju mudu kaje tiro koro cǝddǝnni.
MAT.23.1	Daji Isaye jamadǝ-a fuwurawanju-aro: 
MAT.23.2	«Malǝmba Attauraye-a Farisawa-adǝ napturam Nawi Musayen napkada.
MAT.23.3	Adǝ nangaro awo nayiro wulnjagai sammaa dewo gaiwo. Amma bare kǝndonjadǝa diwwi, dalilnjudǝ awo wuljanadǝa cadiwawo nangaro. 
MAT.23.4	Katkun kurwowu dama bawo casakkere ngawana ambero gǝnajagai, amma tayi kǝlanja ngulondonjama casange tayia banajagaiwawo. 
MAT.23.5	Kǝndonja sammaa am tayia caroro cadi. Layanja mana Alaye ye fatatallo cadi, gǝsǝr kalwunjaye ye kuruwuro cadi.
MAT.23.6	Masǝna kuralan na darajaa-a dandallan napturam fuwuye-a caraana, 
MAT.23.7	koro kasuwulan am tayiro lewa darajaye cadde tayia Sayinnalan bowojaiya, jaumaro caraana.
MAT.23.8	«Amma nayidǝ, bare Sayinnalan bowonjanni, dalilnjudǝ malǝmndo fal, nayi samma ye kǝramiya nangaro. 
MAT.23.9	Koro dunia adǝn bare wundumaa Bawalan bowonuwwi, dalilnjudǝ Bawando fal, ti samelan dǝganadǝ.
MAT.23.10	Koro bare fuwumalan bowonjanni, dalilnjudǝ fuwumando fal, ti Almasiwudǝ. 
MAT.23.11	Kam curondon kuramadǝ wolodindoro walji. 
MAT.23.12	Nonowo, wundu yaye kǝlanjua jajakcǝnamadǝ, tia bassai. Koro wundu yaye kǝlanjua awimaro ngojǝnnimadǝ, tia jajakcai.
MAT.23.13	«Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Cinna nodo bargaa Mai Samemayero ngawoyedǝa ambo jakkǝgǝwwa. Nayi kǝlando ye ngawuwwi, koro am tiyen ngaworo majaidǝ yero dapkǝgǝwwa. 
MAT.23.14	[Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Kamu kwa faccǝgǝnaasoye kǝndanja sammaa buwi ye, halndo gǝraduro fuwu jamayen moduwa kuruwuro gǝrnuwi ye. Adǝ nangaro ajawundo leiran jauro kura!]
MAT.23.15	«Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Kǝrdi falla adinndoro kalakturo bǝrǝm kura kura konuwe lardu lardu gawi. Tǝmjiya, tia kannuma nayimaa jauro konjanaro kalanguwi. 
MAT.23.16	Kuttundo simoduwu kambuwaso! Nayiye: “Wundu duwon kǝla Fado Alayelan kansi juwuidǝ, awima gǝni. Amma kam kǝla dinar Fado Alayen dǝganadǝyelan kansi juwuiya, kansinju tia cǝdai!” nuwi. 
MAT.23.17	Nayi kambuwa hangal bawoaso! Ndasonja gǝle kura wo, dinardǝ ra Fado Alaye dinardǝa tayirro kalakciyidǝ? 
MAT.23.18	Koro nayiye: “Wundu duwon kǝla laya duwadurambelan kansi juwuidǝ, awima gǝni. Amma kam kǝla sadaa laya duwaduramdǝn gǝnaadadǝyen kansi juwuiya, kansinju tia cǝdai!” nuwi. 
MAT.23.19	Nayi kambuwaso! Ndasonja gǝle kura wo, sadaadǝ ra laya duwaduram sadaadǝa tayirro kalakciyidǝ? 
MAT.23.20	Adǝ nangaro kam kǝla laya duwaduramben kansi juwunamadǝ kǝla laya duwadurambe-a awo kǝlanjun gǝnaada samma-ayen kansi giwo. 
MAT.23.21	Koro kam kǝla Fado Alayen kansi juwunamadǝ kǝla Fado Alaye-a ti curonjun dǝganama-ayen kansi giwo. 
MAT.23.22	Koro kam kǝla sameyen kansi juwunamadǝ kǝla kuris kǝrmaiye Alaye-a ti kǝladǝn napcǝnama-ayen kansi giwo.
MAT.23.23	«Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Karasu so, bulu kaskasi so, nana soman jakka tuluwuwi, amma awo Attauralan adǝa nankuran kojǝnadǝa kolluwwa: jire dio so, kanjimaɍi fǝleduwu so, aman roda so.
MAT.23.24	Nayi simoduwu kambuwaso! Kandana cejenuwi, amma kaɍimo yunduwi!
MAT.23.25	«Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Nayi ngawo tasaye-a gǝmdowolombe-adǝa tulluwe tayirro kalanguwi, amma curonjudǝ awo ndallada so, ndǝlambe solan cǝmbǝɍǝna. 
MAT.23.26	Farisa kambu! Burwon curo tasaye-a gǝmdowolombe-adǝa tulle duwon, ngawodǝ ye tayirro waljo!
MAT.23.27	«Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Nayi alama kauri garuda bullan cingada gai, ti ngawoyen kuroro shawa, amma curon silla am sanunaye-a awo tayirnambuye jiɍi jiɍi-an cǝmbǝɍǝna. 
MAT.23.28	Ngaima nayidǝ, am ngawondo carune jirewuro ngonjai, amma curondodǝ nanmǝnafǝk-a nandiwi-an cǝmbǝɍǝna.
MAT.23.29	«Kuttundo malǝmba Attauraye-a Farisawa-a, nayi mǝnafǝkkaso! Kauriya nawiya kureye tanduwi, taktuwuram jirewuye ye janenuwi. 
MAT.23.30	Nayiye: “Ca jaman amwurawandesoyen kǝrgaiyea, tayiro kǝldǝgǝiye bu nawiyayedǝa finiyende,” nuwi. 
MAT.23.31	Ngainin nayima kaduwu am nawiyadǝa ceyesǝnaye nuwe shedanuwi. 
MAT.23.32	To, kǝndo diwi amwurawandoyedǝa tǝmogǝnowo! 
MAT.23.33	Nayi kadiya, kaduwu fusiyayeso! Ndayilan gǝle ranguwe ajawu kannuyero kanuwi? 
MAT.23.34	Adǝ nangaro wudǝ nawiya-a rashiduwa-a malǝmba Attauraye-a nayiro juwanjagakki. Laanjaa kǝskaro jagǝwe roro yejuwi, laanja yea dandallandon kirwolan kowonuwe bǝla bǝlan tayia basarnuwi. 
MAT.23.35	Adǝma nangaro jirewuye dunia adǝye bunja samma kǝlandoro cukkuri, bu duwon jaman Nawi Haabila jiremadǝyen tamiya har jaman Nawi Jakariya tada Barakaye katte Fado Alaye-a laya duwadurambe-ayen ronju tuluwuwwadǝyero kudero samma fidǝnadǝ. 
MAT.23.36	Jiremaro nayiro wulnjagakki, awo ani samma am jaman adǝyemaro wakkajiyi.
MAT.23.37	«Jerujalem, Jerujalem, nayi duwon nawiyadǝa roro yejuwe am juwanjaanadǝro dongur kauye gǝgǝpkǝwe sanuidǝ! Alama kuwui tadawanju fefedowanjun jakcidǝ gai, ngǝwuro nayia nanin captundo raakkǝna, amma wayew. 
MAT.23.38	Akko fanndo de sul kolnjaana.
MAT.23.39	Nayiro wulnjagakki, gadero wua suruwwawo, har nayiye: “Bargaa ti cu Kǝmandeyen isimadǝ!” wulluwiro.»
MAT.24.1	Isa Fado Alayen culuwuna leji duwon, fuwurawanju nanjuro isane tiro tando tando Fado Alayedǝa fǝleduwuro badiyera. 
MAT.24.2	Amma Isaye tayiro: «Awo ani sammaa ruwwa, gǝna? Jiremaro nayiro wulnjagakki, kau ani sammaa wurjane fijai, har tiloma kǝla kamanjuyen gapciwaworo walji,» yeno.
MAT.24.3	Isa kǝla Kau Jaitunnen napcǝna duwon, fuwurawanju runjan isane tiro: «Andiro wulsagane, sawi awo ani wakkajai? Koro sa kǝndenǝm-a sidu duniaye-aye cǝdiya, awi alama duwon ambo fǝlediyidǝ wo?» cane tia keworo. 
MAT.24.4	Isaye tayiro: «Hangal gǝnanowo, bare wunduma nayia njawatkǝnni! 
MAT.24.5	Am ngǝwu cunilan
MAT.24.6	Kǝriwu na karǝnso-a kuruwuso-alan nukcǝnaro fanuwiya, bare hangalndo cijǝnni! Sai awo ani burwon wakkajaiya duwon, amma sa njerorambe kua yaye cǝdǝnni. 
MAT.24.7	Lardu-a lardu gade-a lawaladai, koro kǝrmai-a kǝrmai gade-a ye kattenjan kǝriwu gǝrjai. Kǝna ye na naro ngayi, koro cidi ye na gadegaden loloji. 
MAT.24.8	Awo ani samma badiduram boneye bas, alama kamu tia curo lejǝna gai.
MAT.24.9	«Daji nayia njadane basarnjane roro njeyesi, koro cuni nangaro
MAT.24.10	Daji am ngǝwu ye wua ganja koljai. Laa aman amanjaye jawui, laa gade yea wajai. 
MAT.24.11	Koro nawiya kattuwuye isane am kadaa jambajane cawatki. 
MAT.24.12	Kǝla jirenambu tǝrganayen kǝrawo am ngǝwuye tǝgǝrdi. 
MAT.24.13	Amma kam mǝrje har sa njerorambero
MAT.24.14	Koro kawuɍi kǝji nodo bargaaye adǝ ye jama duniaye sammaro shedaro wuldiyi duwon, daji njeroramdǝ isi.
MAT.24.15	«Adǝ nangaro sa duwon awo waada jauro batti masiwa kudoma lawarnju Nawi Daniyel ruwujǝnadǝ na jauro darajaan daada ruwiya,
MAT.24.16	daji am lardu Yahudiyayen dasaanadǝ cija kauro cagaso leja! 
MAT.24.17	Kam kǝla soronjuyen dǝganadǝ bare jǝpce kare ngoduro curo sorodǝyero ngaanni! 
MAT.24.18	Koro kam kulolan dǝganadǝ ye bare kalwunju ngoduro waldǝnni! 
MAT.24.19	Yim anin kamu curoa so, nganji cǝmbia sodǝ, kuttunja! 
MAT.24.20	Bare kasondo nangǝɍilan
MAT.24.21	Dalilnjudǝ sadǝn bone jauro kuttu mbeji, bone duwon sa dunia alaktǝnadǝn tai kuro kudero ngaltema jiɍinju tuwandǝnni fuwu yen fagat tuwandiwawo nangaro. 
MAT.24.22	Koro ca Kǝmande bone adǝye kawunju fulujǝnnia, wunduma njǝkkawo cuwandiwawo. Amma am kǝrejǝnadǝ nangaro kawudǝa fuluji. 
MAT.24.23	Sa adǝn kam laaye nayiro: “Akkonju Almasiwudǝ!” bi “Towonju ti!” cǝnia, bare tia yasarawwi! 
MAT.24.24	Dalilnjudǝ almasiwuwa kattuwuyeso-a nawiya kattuwuyeso-a isane alama kura so, awo ajabba ajabba so cadǝne, yoyenoa, har am kǝrejǝnadǝmaa jambajane cawatki. 
MAT.24.25	Akko kawu wakkajidǝro, adǝa nayiro wulnjagakkǝna. 
MAT.24.26	Adǝ nangaro am laaye nayiro: “Towonju ti karaalan!” cania, bare lenuwwi. Bi “Akkonju ti curo ngimben!” cania, bare tayia yasarawwi. 
MAT.24.27	Jiɍi same adinnamlan har fǝdero cuwalde wassidǝ gai, kǝnde Tada Kambedǝ ye ngai. 
MAT.24.28	Na ɍiwa dǝganalan kowuwaso ye captai.
MAT.24.29	«Sadǝman ngawo bone yim aniyen kǝngal cǝlǝmbo walji, kumbal ye nurnju ciwawo, sillowuwaso ye samelan casuri, koro kǝnduwowa sameye ye jauro lolojai. 
MAT.24.30	Daji alama Tada Kambedǝ samelan fǝlediyi. Daji jama duniaye samma karwunja kuttaji, koro Tada Kambe kǝnduwoa-a jauro darajaa-a kǝla fofou sameyen isi carui.
MAT.24.31	Adǝgaima malaiyawanjua nuktu kura kangadiyen cunode talgǝmo duniaye dewu samman tai ci dajiram sameyesoro yade amnju kǝrejǝnadǝa capcai.
MAT.24.32	«Ya tarmuyen misal adǝa asunowo! Sa fǝktu badije kalu ɍijiya, nangǝɍi karǝnjǝnaro nonuwwa. 
MAT.24.33	Ngaima awo ani samma wakkajai ruwiya, ti cinnalan del karǝnjǝnaro
MAT.24.34	Jiremaro nayiro wulnjagakki, am jaman adǝye sanuiwawo, sai awo ani samma wakkajaiya duwon. 
MAT.24.35	Same-a cidi-a baworo waljai, amma manani tǝmmaro baworo waljiwawo.
MAT.24.36	«Amma yim bi sa duwon awo ani wakkajaidǝa wunduma nojǝnni. Bawadǝro kajia, malaiyawa samelan dasaana ye nojanni, Tadadǝ ye nojǝnni. 
MAT.24.37	Kǝnde Tada Kambedǝye alamanju jaman Nawi Nuhuye gai. 
MAT.24.38	Awoa jaman adǝn kawu ingi tufanaye isidǝro, amso jawui ye, casai ye, larusa so, niya so cadi ye ngai duwon, har yim ise Nawi Nuhu curo maaradǝyero kǝrgawo. 
MAT.24.39	Nanjama nangi duwon, ingi tufanaye ise tayi sammaa siyeyeno. Kǝnde Tada Kambedǝye ye adǝgairo walji. 
MAT.24.40	Daji yim adǝn kongwa yindi kulolan duwon, fal ngojane fal koljai. 
MAT.24.41	Koro kamu yindi ye nedu cadi duwon, fal ngojane fal koljai.
MAT.24.42	«Adǝ nangaro faadaro dǝgaiwo, dalilnjudǝ yim Kǝmando isidǝa nonuwwi nangaro. 
MAT.24.43	Amma adǝa nonowo, ca kǝma fadoyedǝ sa barwu bune fannjuro isidǝa nojǝnaa, faadaro dǝgane tia kolje fannjuro ngayiwawo. 
MAT.24.44	Adǝgaima nayi ye faadaro dǝgaiwo, dalilnjudǝ sa tǝmanuwwilan Tada Kambedǝ isi nangaro.
MAT.24.45	«Wundu gǝle wolodi amanna ye, hangalla yedǝ wo, ti duwon kǝmanja tia kǝreje wolodiya amanjuro nuwanja kǝmboye sa tǝraanan njoro galajǝnadǝ? 
MAT.24.46	Kǝjinju wolodi kǝmanju waldiya, ngai cǝdi najiyidǝ! 
MAT.24.47	Jiremaro nayiro wulnjagakki, kǝmadǝ kǝndanju sammaa mukko wolodi adǝyero cakki. 
MAT.24.48	Amma ca wolodi adǝ ti kam batti duwon karwunjun: “Kǝmani duwan isiwawo,” cǝne 
MAT.24.49	wolodiya amanjua babaktu badije mbalmaso-a kallo jawune casairo walyenoa, 
MAT.24.50	daji wolodi adǝye kǝmanju yim tǝmajǝnni-a sa nojǝnni-alan ise 
MAT.24.51	tia kirwolan jajarje curo mǝnafǝkkayero cakki. Nadǝn so ye tǝdi, sheɍi ye naldi.
MAT.25.1	«Sa adǝn
MAT.25.2	Curonjan uwu hangal bawoa, uwu ye hangalla. 
MAT.25.3	Tayi hangal bawoadǝ fatǝlanja ngoyeranniya, kǝndawu ngojanni. 
MAT.25.4	Amma tayi hangalladǝ fatǝlanja-a kalwo curon kǝndawu gadea-a ngoyera. 
MAT.25.5	Mai larusayedǝ duwan isǝnnidǝ, tayi sammaa kǝnǝm ngoyeno. 
MAT.25.6	Dawu buneyen kowo laa nukce: “Akkonju mai larusayedǝ! Luwowo tia kapkǝnowo!” yeno. 
MAT.25.7	Daji kǝlayakku ani samma cijane fatǝlanja dabbardu badiyera. 
MAT.25.8	Amma tayi hangal bawoadǝye hangalladǝro: “Andiro kǝndawu gana sadowo, fatǝlawande no cadi!” yeranniya, 
MAT.25.9	hangalladǝye: “A’a, andi-a nayi-aa sadiwawo. Lenowo na ladomasoyen yiwowo!” yera. 
MAT.25.10	Kǝndawu njuworo ledu cadi duwon, mai larusayedǝ kadio. Tayi dabbardanadǝ ti-a kallo na ngǝmǝri larusayero ngasaane cinnadǝ jakkera. 
MAT.25.11	Ngawo adǝyen kǝlayakku gapcanadǝ ye isane tiro: “Barganǝmmin, barganǝmmin, andiro cinnadǝa fǝrǝmsaganeye!” yera. 
MAT.25.12	Amma mai larusayedǝye: “Jiremaro nayiro wulnjagakki, nayia nonjakkǝni,” yeno. 
MAT.25.13	To, nayi ye faadaro dǝgaiwo, dalilnjudǝ yimnju bi sanju nonuwwi nangaro.
MAT.25.14	«Koro nodo bargaa Mai Samemaye alamanju kam laa bǝlawuro cǝdi cǝne wolodiyanjua bowoje kǝndanju mukkonjaro cakkǝnadǝ gai. 
MAT.25.15	Wundunja yayero kǝla raktunjuyen talanti
MAT.25.16	Sadǝman kam talanti uwu cǝmowonamadǝ leje tayilan sawur cǝde riwa uwuye kiwando. 
MAT.25.17	Kam yindi cǝmowonamadǝ ye adǝgai cǝde riwa yindiye kiwando. 
MAT.25.18	Amma kam talanti fal cǝmowonamadǝ leje bǝlaa laje wuɍi kǝmanjuye gǝrayeno.
MAT.25.19	«Ngawo kawu kadayen kǝma wolodiya aniyedǝ bǝlawuron kadinniya, tayi-a balas kedo. 
MAT.25.20	Kam talanti uwu cǝmowonamadǝ ise gade uwu cuwude tiro: “Barganǝmmin, talanti uwu simmadǝ, akko gade uwu riwaro fandǝkkǝna,” yeno. 
MAT.25.21	Kǝmanjuye tiro: “Wuse, wolodi ngǝlama, amanma! Awo ganan aman dimmadǝ, awo ngǝwu mukkonǝmbo yakkǝkki. Are kallo kǝji faniyo!” yeno. 
MAT.25.22	Kam talanti yindi cǝmowonamadǝ ye ise tiro: “Barganǝmmin, talanti yindi simmadǝ, akko gade yindi riwaro fandǝkkǝna,” yenniya, 
MAT.25.23	kǝmanjuye tiro: “Wuse, wolodi ngǝlama, amanma! Awo ganan aman dimmadǝ, awo ngǝwu mukkonǝmbo yakkǝkki. Are kallo kǝji faniyo!” yeno. 
MAT.25.24	Daji kam talanti fal cǝmowonamadǝ ye ise tiro: “Barganǝmmin, ni kam jauro nokkǝna. Na nadǝmmilan kalanǝmi, koro na kasuni finǝmmilan mowomi nangaro, 
MAT.25.25	rinjǝkke lekke bǝlaa lakke wuɍinǝmdǝa gǝrayekko. Akko awonǝm,” yeno. 
MAT.25.26	Amma kǝmanjuye tiro: “Ni wolodi kǝlado, kam bowuye! Na nadǝkkǝnilan kalanǝkki, koro na kasuni finǝkkǝnilan mowokkiro nonǝmma, gǝna? 
MAT.25.27	Ca wuɍinidǝa bankilan gǝnanǝmmaa, waldunidǝn wuɍini riwanjua mowokkǝna. 
MAT.25.28	To, talanti faldǝa nanjun mowowo, kam nanjun mewuadǝro yowo! 
MAT.25.29	Wundu duwon nanjun awoamadǝ,
MAT.25.30	Wolodi faida bawoa adǝa deyan curo duwu cǝlǝm pǝttero gǝpkǝnowo, nadǝn so ye tǝdi, sheɍi ye naldi,” yeno.
MAT.25.31	«Sa Tada Kambedǝ darajanjua malaiyawa samman kundenno walde isiya, kǝla kurisnju kǝrmaiye darajaayen napci. 
MAT.25.32	Jama duniaye samma fuwunjun captai, jiɍi sǝni dimiya-a kaniya-aa firjidǝ gai, kam kamanju-aa firje tayia kǝwu yindiro yakci. 
MAT.25.33	Dimiyadǝa kǝmboramnjuro cakki, kaniyadǝ yea wailanjuro. 
MAT.25.34	Daji Maidǝye tayi kǝmboramnjuyedǝro: “Nayi Bawani barga dǝmnjaanadǝ, arowo nodo bargaa duwon kawu dunia alaktǝnayen nayiro dabbargaadadǝa gandowo! 
MAT.25.35	Awoa kǝnania duwon, awo kǝmboye sew. Ngudunia yen, awo kǝnjaye sew. Wu kusotto yen, sisawuw. 
MAT.25.36	Kajǝmuni bawo yen, awo jaktuye sew. Wu dondi yen, kisseyew. Kosoro sasakkǝna yen, naniro kadiw,” cǝni. 
MAT.25.37	Daji am jirewu aniye tiro: “Kǝma, yimbi nia kǝnanǝmba ngiruiye duwon, awo kǝmboye ngeiye? Ra, ngudunǝmba duwon, awo kǝnjaye ngeiye? 
MAT.25.38	Yimbi kusottoro walyem duwon, njuriye nia ngisayiye? Ra, kajǝmunǝm bawo duwon, awo jaktuye ngeiye? 
MAT.25.39	Yimbi ni dondi bi kosolan duwon, njuriye nanǝmbo kadiye?” cani. 
MAT.25.40	Maidǝye: “Jiremaro nayiro wulnjagakki, sawi duwon kǝramiyani aniye gananjaro ser yidduwiya, wumaro sidduw,” cǝni. 
MAT.25.41	Daji Maidǝye tayi wailanjuyedǝro: “Nayi baskuwadadǝ, nani kollowo kannu tǝmmaro nuiwawo Yiwulis-a malaiyawanju-aro dabbarjaanadǝro ngawowo! 
MAT.25.42	Awoa kǝnania duwon, awo kǝmboye siwwi. Ngudunia yen, awo kǝnjaye siwwi. 
MAT.25.43	Wu kusotto yen, sǝsaawwi. Kajǝmuni bawo yen, awo jaktuye siwwi. Wu dondi yen, kosolan yen naniro isuwwi,” cǝni. 
MAT.25.44	Daji tayi ye tiro: “Kǝma, yimbi kǝnanǝmba nia ngiruiye? Bi ngudunǝmba, bi kusotto, bi kajǝmunǝm bawoa, bi dondi, bi kosolan duwon, nia njuruiye niro ngistuwuro wayeiye?” caniya, 
MAT.25.45	Maidǝye: “Jiremaro nayiro wulnjagakki, sawi duwon tayi aniye gananjaro ser njǝddoro wanuwiya, wumaro njǝddoro wanuw,” cǝni. 
