MAT.1.1	Ísu Káráísitina akúni'a uráan-kwasai. Ísu aíkwá'náma Tévítimani. Tévíti aíkwá'náma Ááváramumani.
MAT.21.8	sáwíva-kwaasi mésa anón-kwaasiye sésa évakarawai paákár-únánkwátói ayú'mái évakarawai taayánáma ayáiresa aampa'á uwí'ma'mae kwéguwana minúnánkwátóirare mintááyánáravane augwétámai kwéguwasa 
MAT.21.9	aiva'á nááún-kwaasiye Ísun-ánaaemba nááún-kwaasiye anónkar-anonka'a sésa Tévítin-andarakewai áwí'a mósá kwémaraumne. Ísóigo ai'máráísana kunkáiwaimba Áánútu kawe'á kwéumankaiye. kwíyómpakewai kwenáwí'a mósá kwémaraumne anónkar-anonka'a suwaná 
MAT.21.10	Ísu Yérúsaremu-naopa'a kúwasa isaaisésa tóyo kwéesa nááwa kwétiyo suwasá 
MAT.21.11	évakarawai sésa Ísu Áánútun-aai simátímíwai Káríri-ayampakemba Násáreti-naopakewaiman-iye siráawe.
MAT.21.12	suwaná Ísu Yérúsaremu-naopa'a anóm-bono'-naumpa'a Áánútuna naaúmpa'a iyéna mono'-náúmpá'ó meéyámbó kwémayon-kwaasi tuwánéna uti'mátuwena mono'-nánkóná óntambo meéyámbárón-kwaasiti taareimá tawísíyuwena Áánútuntavesa imáyáa ésa máái-numama kwéamun-dumama meéyámbárón-kwaasiti taareimá tawísíyuwena 
MAT.21.13	simátimena séna Áánútun-aai aúváí-kwandaaivimba agaimaréna séna kesí naatavésa sésa Áánútumpa'o námúnaamo sen-dámbán-iye kwésewe agaimaréna siráiye. ánivo umóyán-dáúmpá'ó ontenkáámbá uráawe Ísu siráiye.
MAT.21.14	Ísu mináímbá simásuwena anóm-bono'-naumpa'a máyowasa túrambo kavíkówaiye aíyayaambo tausokówaiye kwenópa'a tuwaná asóvamatinkowasa 
MAT.21.15	iyámpói mésa anónkar-anonka'a sésa Tévítin-andarakewai áwí'a mósá kwémaraumne sumbá mono-káwáá-kwáásíyé ámáámba sun-kwáásíyé isésa Ísumo ó'oran-kawe'-mayaimo mayómba awánésa tirumbá sáwí'a umánkesa 
MAT.21.16	Ísuntavesa sésa iyámpóímo sáwí-aimbo kwésemba íya kwéisaano suwaná Ísu séna á'a kwéisaunda Áánútun-aai aúváívimba agaimakáin-aimba awánaraawe. maarán-áímbá séna túwa'naa óndayavesa pósa iyámpóíye umarané enáwí'a mósá kwémaraawe agaimaréna siráiye Ísu simásuwena 
MAT.21.17	tiyuwéna máápa'a kuména mindáópa'a tuwéna Pétáni-naopa'a kwéna mindó'wáámbá koméraiye.
MAT.21.18	Pétáni-naopa'a kogwáúmba usásinesa Yérúsaremu-naopa'a tumbá Ísumba áái ankówana 
MAT.21.19	moórá-taigo áwí'a víkima aankón-awampa'a kwáyowana mintáéramba nánáe séna ááimpa'a kwéna awánómba ánáwe su'mai kwáyowana mintáígóntávéna séna ená arambá íma iyáníyone súwana mintáímá aáyánkaraiye.
MAT.21.20	mintáí aáyánkówasa Ísuna kwayó-kwáásí awánésa táátavesa ésa tiyáámba tóipimba aavésa sésa víki-tai ááéma aáyánkagwiye suwaná 
MAT.21.21	Ísu séna árai'a simátime'a sé'a Áánútuntave'o ímo kaer-ímáyáámó é'o asirayán-ímáyáámó é'o é'a víki-taigontave'o súnanamo aáyánkaintemba kanaán-umai mirá é'a miráwé su'mai íma é'a maanómátávé'a sé'o iré mapámbai nompá'á kumuwómó síyanamo éna mirá íníye. 
MAT.21.22	Áánútumpa'a námúnaa sé'a ó'on-o'on-tantaatave'a áísaa e'a sembá árai'a Áánútu kanaán-umai súwa'naa umásinkaniye sembá kanaán-umai kwétuwa'naa-iye.
MAT.21.23	Ísu mináímbá simásuwena anóm-bono'-naumpa'a uména Áánútuna áséi-kwasai kwésimatimuwasa mono-káwáá-kwáásíyé Yútaa-anon-kwaasiye tésa sésa nááwa ai'mákaisa tiréwa nááwampinkena mairéwa asirayám-báyáí kwémayaanda simásimiyo suwaná 
MAT.21.24	Ísu séna aiva'á moórá-aimba tísaa ona'á anondámo síya'o é'a sísaa on-áímbá simátimenaumne. 
MAT.21.25	ááéma Yóni nombá pétinkaraiwaima Áánútuwa simámakaisana nombá pétinkarai. kwaásiya simámakaawana nombá pétinkaraiyo súwasa miwímá keáímbá sésa nórayaawa sénaumno. Áánútu simámakaisana nombá pétinkaraiyemo senanayáámó éna nóra séra Yónin-aaiyave'a íma áraire sirááo síníye. 
MAT.21.26	kwaási simámakaawana nombá pétinkaraiyemo senasayáámó ésa úwoi-kwaasi sínkamonaaowe. úwoi-kwaasi sáwíva-kwaasi Yónintavesa Áánútun-aai simásímakaiwai uráiye kwésemba pósa áwáá'a siyénááowe mirá keáímbá sésa 
MAT.21.27	Ísuntavesa sésa emó sísaa ónda-ainta íma ísaraumne suwaná Ísu séna ímo simásimiya'a nááwampinkena mairéra asirayám-báyáí kwémayaunda-aimba íma simátimenaumne Ísu siráiye.
MAT.21.28	Ísu mináímbá simásuwena séna simátíménda-aimba imáyáa oró. moóráwai kaer-íyámpóí tínkaraiwai aivakéwáíntávéna séna kesááninkoo kesí ándá-aran-kigauva'a mayáí komayaaó sisaná 
MAT.21.29	aivakéwáí séna íma sínkáiye séna ména moórá-imayaa éna mayáí komáyáísana 
MAT.21.30	naaénkewaintavena séna kesí ándá-aran-kigauva'a mayáí komayaaó sisaná owé simái ivátuwena íma mayáí mairáiye 
MAT.21.31	Ísu simásuwena tísaa ena séna nááwa tivowán-áái kwéisaiyo súwasa aivakéwáí avowán-áái kwéisaiye suwaná Ísu séna mináímbá imáyáa é'a simátíménda-aimba ísáaro. táákísi-umoyan-kwaasiye eénánká'ó kwénaaon-inine sáwí'a kwéon-kwaasin-owe kwésembanivo miwímá Áánútu kwená kwaásimo kawááin-ampa'a ááéma kwégovo keinárawa'ando. 
MAT.21.32	Yóni nombá pétinkaraiwai téna kawer-ámbá agaráátinkowa'a kwenááiyave'a íma áraire siráavo táákísi-umoyan-kwaasiye eénánká'ó kwénaaon-inine Yónin-aaiyavesa áraire suwa'á keinárawa'a miwí tuwáné'a Yónin-aaiyave'a íma áraire sé'a kentí sáwí-imayaa íma tuwé'a Áánútunopa'a íma tiráawe Ísu siráiye.
MAT.21.33	Ísu mináímbá simásuwena séna moórá kwántámai-aimba simátíménda ísáaro. moóráwai anóm-baragwarawai ména óntan-kurima úmakena ándá-aran-kigau úmarena ándá-arankona tááve'a úmarena ándá-arambo mapándáápá ínana anombó kumínín-taave'a úmarena óntan-damba kígaura'o taviyí-námbá úmarena ayáátááka'a ó'om-barava'a koménae séna maankígáúrá'ó taviyíyawaimo é'a kesáváí évakar-aramba maé'a évaka'a kembá siyúwáaro simátimena ó'om-bapa'a komáyáísana 
MAT.21.34	arambó ávumo kain-kánáá tisaná aanávómá kesí ándá-aramba komáyáaro séna kwená kwayó'nárawa'a ti'máráísasa minkígáúrá'ó tavíyéwaitopa'a tewasá 
MAT.21.35	táto'mai moóráwaimba tuvuwésa moóráwaimba tuvú'maraawana púwísasa moóráwaimba óntandei tuvuwésa ándá-aramba íma tímémba ti'mátuwaawasa kowaná 
MAT.21.36	aanávómá aiva'á kwená kwayó'nárawa'a évaka'a ti'maréna naaémba sáwívarawai ti'máráísasa tewasá minkígáúrá'ó tavíyéwai táto'mai aiva'ó uráantemba mirá ésa sáwí'a umátinkesa ándá-aramba íma tímémba ti'mátuwaawasa kowaná 
MAT.21.37	aanávómá ména naaémba séna kesááninkomba ai'máráanana kwínasa kwenáái isánááowe séna ai'máráísana tisasá 
MAT.21.38	minkígáúrá'ó tavíyéwai awánésa keáímbá sésa aanávómbá ááninko kwétimba póta tuvúwónana puwéna maankígáú íma mayáínata kesáá mayánáe sésa 
MAT.21.39	táto'mai ándá-aran-kigauvakemba awéntayuwesa tuvúwówana pukáiye. 
MAT.21.40	Ísu mináímbá simásuwena séna minkígáúgó aanávómá tínímba kígaura'o tavíyéwai nóra síníyo súwasa 
MAT.21.41	miwí sésa misáwí-kwáásí tínkaminasa puwíyana ó'on-kwaasi kesí kígaura'a tavíyéro sínasa minkígáúrá'á taviyésa arambó ávumo kain-kánáá tíndantemba aanávómbá minárámbá aménááowe siráawe.
MAT.21.42	suwaná Ísu simátimena séna Áánútun-aai aúváívimba awánaraawe. maarán-áímbá agaimaréna séna
MAT.21.42	óntan-damba on-kwáásí moórá-ontantavesa sáwí'a kwéiye sésa maisukáawe. aáno minóntánkó ávonkaaamba uráiye. mindá Ísóigo isatá awánéta séta ó'oran-kawe'a uráiye kwésune
MAT.21.42	agaimaréna siráiye. 
MAT.21.43	mináímbá imáyáa é'a simátime'a sé'a Áánútu keinárawa'a Yútaa-kwaasiyavena maará séna kenká'á íma kawáá-ónaumne séna tiyuwéna ó'onkaa-kwaasiyavena kenká'á kawáá-ónaumne sínasa kwená mayáí mayánááowe.[ 
MAT.21.44	minóntánká'á tanaambá kovésa sáwí'a umái ménaaovo minóntánkó tuvú'mái sáwí'a umásuwaniye Ísu séna kwenááiyavesamo ímo áraire síyawai imáyáa éna mináímbá siráiye. ]
MAT.21.45	Ísu súwasa mono-káwáá-kwáásíyé ámáán-kawaa-kwaasiye isésa tááko pééi súwasa sésa moóráwai ááninkai kwaasáimo simbá kentááyávéna siyé sésa ándá-aran-kigaura'o tavíkáawaiyavenamo simbá kentááyávéna siyé sésa óntankowemo simbá kentááyávéna siyé sésa 
MAT.21.46	táto'mai tuvuwónáe sésa umbá amápa-kwaasi Ísuntavesa sésa Áánútun-aai simásímíwaiman-iye sun-kwáásí táároi inkaisésa Ísumba íma tátoresa ivátukaawe.
MAT.22.1	moórágwara'a Ísu aaí simátimindayavena kwántámai-aimba simátimena séna 
MAT.22.2	Áánútu kwená kwaásimo kawááin-aimba maarán-áímbán-iye. moóráwai kárákwiraiwai ááninko aaraí mayáníntavena anón-tanomba kauvónáe séna 
MAT.22.3	sáwíva-kwaasi tááyena séna aáno tanómba tamandaaró séna ména tanómba kaumaréna kwená mayáí-kwáásí ti'maréna séna tamandaaró kosimátíméro sisasá mirá owasá ivátuwesa íma tewaná 
MAT.22.4	ó'omba mayáí-kwáásí ti'maréna séna tááyaraundawai kosimátime'a sé'a toómbó naí kwéto'mayaa é'a purumakané naanté-póíyé tuvú'mái kwégauvumpo tamandaaró. kesááninko aaraí mayáindara'a tamandaaró. kosimátíméro séna ti'máráísasa mirá kosewasá 
MAT.22.5	ivátuwesa íma tésa moóráwai kwená kígauva'a kówisana moóráwai óntambo kwémayaim-bayaiva'a kówisasa 
MAT.22.6	évakarawai kárákwiraiwaina mayáí-kwáásíyómbá táto'mai tínkamowasa púwówana 
MAT.22.7	kárákwiraiwai áwáá'a séna kwená i-kwáásí ti'máráísasa miwí tínkamowasa púwówasa miwítí naampimpá'á iramá agagaowaná kágwisana 
MAT.22.8	kárákwiraiwai kwená mayáí-kwáásíyávéna séna tanómba kauvé'a tááyaraundawai kesááninkona tanómba tamandaígómbá uwóví'an-owe. 
MAT.22.9	aantáá'o kwaásimo torupamáímo máyáapa'a kotivakáá-umai ó'on-o'on-kwaasi tuwáné'a simátimiyasa tanómba tamandaaró sisasá 
MAT.22.10	kwená mayáí-kwáásí isésa aampa'á kwénaaesa kwaási tivakáá-umai tuwánésa sáwí-kwaasiye kawe-kwáásíyé torupamátinkesa tí'maesa tésa toómbó naí-náúmpá'á sisipáá uráawe.
MAT.22.11	Yútaa-kwaasi aaraimó máyáanka'o ombá tanómbo nánáesamo ten-kwáásí ontará'ó tewasá mayáí-kwáásí kawer-únánkwátói tíméwasa urésa mindáúmpá'á umésa toómbá kwénaavo minúnánkwátóimo ímo urésamo ésa íma toómbá umandánááowe. toómbó naí-náúmpá'á sisipáá owaná kárákwiraiwai tuwánaimba moóráwai íma kawer-únánkwátói uréna máyáísana awánéna 
MAT.22.12	séna nóra éwa kawer-únánkwátói íma uréwa iráano sisaná íma aaí sisaná 
MAT.22.13	kárákwiraiwai kwená mayáí-kwáásíyávéna simátimena séna aíyayaanka'a asááumai máápa'a túnkwi-ayampa'a aúwéwana ivi'á téna áí'o índayavena áwááyaamba akévundaniye siráiye Ísu siráiye.
MAT.22.14	Ísu mináímbá simásuwena séna Áánútu sáwíva-kwaasi tááyain-kwaasivinkemba évakarawaiye su'mai kwená kwaási-i'a kwéumatinkaiye siráiye.
MAT.22.15	Ísu súwasa ámáán-kawaa-kwaasi máápa'a kumbésa keáímbá sésa nóran-ainta áísaa onanayá sáwí-aimbo sínata aaivintá mayankánaumno sésa 
MAT.22.16	miwí tínaaembo kwárón-kwaasiye Éróti amááraawiye ti'márówasa Ísunopa'a tésa sésa anóndakoo árai-kwaasi po Áánútuna aambó kwáráan-aimba arupí umái kwésimatimendaya ísaraumne. kwaási táároi íma inkaisé anón-kwaasiye úwoi-kwaasiye táároi íma inkaisé tirumbá airá'mái-aimba íma séma arupí umái kwésimatimendaya ísaraumne. 
MAT.22.17	simáménda-ainta isaaó. kanaarátááwá táákísi-ontamba Árómáani-kamaani-kwaasiya timénaum. íya timénaumno. timénaundaya Yútaa-kwaasiya kentáásí ámáámba araaisénaundaya'iyompo nóran-imayaamo émo e simásimiyo suwaná 
MAT.22.18	Ísu miwí tááma iséna imáyáa éna arumpimbá séna Árómáani-kamaani-kwaasi táákísi-ontamba tíméromo senasamó ésa Yútaa-kwaasi áwáá'a sésa Árómáani-kamaani-kwaasi sáwí'o umásínkáawaiya óntamba tíméro kwésiye sénááowe séna Árómáani-kamaani-kwaasi táákísi-ontamba íma tíméromo senasamó ésa Árómáani-kamaani-kwaasi áwáá'a sésa táákísi-ontamba íma tíméro kwésiye sésa aaivimbá maisinkánááowe-imayaa éna áísaa un-kwáásíyávéna séna kaumbo-káér-ainkwara-kwaasi pó'a kentávé'a sáwí-aimbo síndawe sé'a kwésisaa-owe. 
MAT.22.19	táákísi-ontamba moórá maimái máagaraasinkaaro súwasa maimái máagaraarankowana 
MAT.22.20	séna nááwa óikaana uráinkara áwí'a kwáyáiyo súwasa 
MAT.22.21	miwí sésa Árómáani-kamaani-kawaanako óikaamba isaná áwí'a kwáyáiye suwaná Ísu séna Árómáani-kamaani-kawaanakondei kwembá áméro. Áánútundei Áánútumba áméro súwasa 
MAT.22.22	mináímbá ísówana táá'a kówasa íma aaí sésa auwésa kuráawe.
MAT.22.23	kuwasá Sátúsi-monor-aimbo sun-kwáásí púwómpinkemba íma usásinanaaowe kwésen-kwaasi pósa mitáwai Ísunopa'a tésa 
MAT.22.24	sésa anóndakoo naaóvá'á Mósesi séna moóráwai aaraí maimakéna iyámpói íma ankéna púwísana ávákoma maimakéna awaaóná anondáwe séna iyámpói ankáníye siráiye. 
MAT.22.25	moórá-aimba isaaó. moórá-tawai maanká'á avakaeté-avarawainonda mésa tuwaaómá aaraí maimakéna iyámpói íma ankéna púwísana 
MAT.22.26	kwenánaaenkewai kware'á maimakéna iyámpói íma ankéna púwísana kwenánaaenkewai kware'á maimakéna iyámpói íma ankéna púwísana mirá eémesa avakaeté-kwaasi putásaawana 
MAT.22.27	minínímbá naaémba pukáiye simásuwesa 
MAT.22.28	Ísumba áísaa esa sésa mirámó ombá kwaásimo puwíyampinkembo usásinaiya-tawai minínímbá avakaeté-kwaasi tuwainímbá póna nááwa mayáníyo suwaná 
MAT.22.29	Ísu séna Áánútun-aai aúváívimba agaimakón-aimba íma kawe'á umái isé'a Áánútuna asirayámbá íma awáné'a pó'a miráumai sáwísawaa-aimba kwésewe. 
MAT.22.30	pukémpinkemba usásinesa kwíyómpa'a uménaaon-kanaa aaraí íma mayáíyasa kwaaí íma mayáíyasa ésa Áánútuna kwayó'nárawa'o kwíyómpa'o máéwaimo ontembá minínínákwá'á miráumai aaraí íma mayáíyasa kwaaí íma mayáíyasa ónááowe. 
MAT.22.31	kwaási pukémpinkemba usásinanaaomba simátíménda ísáaro. Áánútu simátímakomba aúváívimba agaimakón-aimba awánaraawe. 
MAT.22.32	Áánútu Mósesintavena maarán-áímbá séna Áánútu úne. enaíkwá'ná Ááváramune Áísákaane Yákópone miwítí Áánútu úne siráiye. Áánútu mináímbá siráimba minkáúmbó-kwáásí á'a púwúwasa utamátínkaraambanivo mináímbá siráimba pósa miwí úwoi máyáawe Ísu súwasa 
MAT.22.33	kwesémo máyón-kwaasi isésa táátavesa ésa sésa ááin-kwasai kwésimasimiye siráawe.
MAT.22.34	suwaná Ísun-aaigo Sátúsi-monor-aimbo sun-kwáásí táái usáyaaitomba ámáán-kawaa-kwaasi isésa torupamái mésa 
MAT.22.35	miwívínkémbá moóráwai ámáámba kawe'á umái ísarowai Ísumo sáwí-aimbo sínda isánáe séna áísaa ena séna 
MAT.22.36	anóndakoo Áánútuna ámáámpinkemba nóran-amaana aivar-ámáámbán-iyo súwana 
MAT.22.37	Ísu séna Áánútun-aai aúváívimba agaimaréna séna
MAT.22.37	Áánútumpa'a kentí Ísóigomba kentiruné
MAT.22.37	kentí imáyáawe kentimané áméro
MAT.22.37	agaimaréna siráiye. 
MAT.22.38	minámáámbá aivar-ámáámbá isaná 
MAT.22.39	miwá ánaaenken-amaamba anón-amaamba maarán-ámáámbán-iye. Áánútun-aai aúváívimba agaimaréna séna
MAT.22.39	kesáváí-ímáyáámó ontembá kentí kwaásiti imáyáagwara'a oró
MAT.22.39	agaimaréna siráiye. 
MAT.22.40	minkáér-ámáánkó ávonkaamba uráisana Mósesimo ó'on-amaambo siráine Áánútun-aai simátímakowai siráan-amaane megwí-megwiraamba éna kaer-ámáánkó ávonkaamba uraínka'a tagwéaraapaiye Ísu siráiye.
MAT.22.41	súwasa ámáán-kawaa-kwaasi torupamái máyówana Ísu miwí tísaa ena séna 
MAT.22.42	Áánútumo usásinankaiwai Káráísiti nááwan-andaraken-kwaasiya'iyo súwasa kentáásíkwá'ná Tévítin-andaraken-kwaasiman-iye suwaná 
MAT.22.43	Ísu séna naaóvá'á Áánútun-amanko Tévítimba imáyáa amúwana Tévíti Káráísitintavena séna kesí Ísóigoman-iye siráimba 
MAT.22.44	monor-ímá agaimakón-auvai-kwandaaivimba Tévíti agaimarena séna
MAT.22.44	kesí Ísóigonatavena Áánútu séna kesiyáánúrapa'a asirayán-áyámpá'á mara'á ména'a ená namuro-kwáásí usáyaaitaanasa miwí ánásanaaowe
MAT.22.44	Áánútumo siráin-aimba Tévíti siráiye. 
MAT.22.45	miráumai Tévíti Káráísitintavena séna kesí Ísóigoman-iye siráimbanivo nóraumaiya kwemá Tévítin-andaraken-kwaasiman-iyo Ísu súmba 
MAT.22.46	Káráísiti Tévítina Ísóigoma éna Tévítin-andaraken-kwaasigoman-iye súmbanivo miwí íma kanaán-umai aaí sésa táátavesa ésa minkánáárákémbá íma áísaa úmaesa iráawe.
MAT.23.1	Ísu torupamái máyón-kwaasiye kwená kwayó-kwáásíyé simátimena séna 
MAT.23.2	Áánútu usásintinkaraisasa ámáámba sen-kwáásíyé ámáán-kawaa-kwaasiye Mósesi agaimakáin-aimba awánésa kwésimatimemba 
MAT.23.3	isé'a kwáráaro. Mósesi siráin-amaamba miwí tóikakene su'mai sésa íma kwégwaraavo miwímó ontembá íma oró. 
MAT.23.4	umbai-yántáá'ó asááúmakesamo túgwaata'mae'a korómó sésamo ímo túwa'naa ontembá miwí umbai-áímbá simátimesa íma túwa'naa ombá úwoi kwáráaro kwésewe. 
MAT.23.5	miwí sésa kwaási suwánésa anón-kwaasin-owe sígwáe sésa Mósesi siráin-amaamba agaimái anavéúmpimba makésa túwayaankare tiyáánkare asááúmaresa miwítí kwátói-araira'a ayáátááka'a taváákarara úmakesa naaópa'a avuvumpa'á kwénaaesa 
MAT.23.6	tanómbo kaúvópa'o máyáapa'a kawer-áyámpá'á mésa mono'-náúmpá'ó umáyáapa'a anón-kwaasimo maí-áyámpá'á umésa 
MAT.23.7	kwaási suwánésa sésa anón-kwaasi monor-áímbá simátíméwain-owe sígwáe sésa naaópa'a avuvumpa'á kwénaaesa mirámó ontávésa aamoí kwéowe.
MAT.23.8	miwí mirá kwéombanivo íma mirá oró. keinárawatavesa anón-kwaasi monor-áímbá simátíméwai owémó síyambo é'a kímborawai anón-kwaasi isatá kwená kwaásiya mimbóráí'a umáíya máyaumne seró. 
MAT.23.9	keinárawapinkemba moóráwaintave'a anón-kwaasi kesivón-iye sevó. kentivó kwíyómpa'a máyáiye. 
MAT.23.10	keinárawapinkemba moóráwaintave'a kentáára'a kárákwiraiwain-iye sevó. Áánútumo usásisinkaiwai keyáá keinárawaka'a kárákwiraundawai kemá úne. 
MAT.23.11	keinárawapinkemba usáyaaitanae síyawai keinárawati kwayó'-máyáí máyáaro. 
MAT.23.12	kentúwí'o mósá maráíyawaima Áánútu úwoi-kwaasiraamba umátinkanivo kentúwí'o ímo mósá maráíyawaima Áánútu mósá tinkáníye Ísu siráiye.
MAT.23.13	Ísu mináímbá simásuwena séna ámáámba sen-kwáásíyé ámáán-kawaa-kwaasiye simátíménda ísáaro. kaumbo-káér-ainkwara-kwaasimo é'a kárákwiyoro. Áánútu kwená kwaásimo kawááin-amba kwéitatinkaawe. Áánútu kwená kwaásimo kawááin-ampa'a íma kónáe sé'a kónáe kwéowaiti aambá kwéitatinkaawe.
MAT.23.13	[ 
MAT.23.14	ámáámba sen-kwáásíyé ámáán-kawaa-kwaasiye kaumbo-káér-ainkwara-kwaasi é'a ketor-íníntí óísankwara naankwará'á umóyámbá kwémae'a kwaási suwánésa súwí'a mósá maráígwáe sé'a kampakómbá tavisimái-namunaa kwésewe. mindáyave'a kárákwiyoro.]
