MAT.1.1	Tákɨ̀rɨ́b ndùtì ndútí Yésù Krístù nyȩ Dàvît ya dundóŋce nyȩ Àbɨ̀ràháàm á rè:
LUK.17.37	Á nɨ̀fuùb Yésùù fɔ́ ŋgə́ ɨnè: «Kéké, nɨ́ɨ́b kɨ́ kwá ndɨŋce bɨ́ ŋga?» Á ŋgə́ piina ŋgáb ɓe gɨ̀gàìn ɨnè: «Yɨ́ fín nyèmì səmndé, yɨ́ gbə́ ɓáaceré á ye.»
LUK.18.1	Yésù ɨ́ gà̧à̧nà 
LUK.18.2	Gɨ̀gàìn kɨ́ á ɨnè: «Kwɨ́í kù no, tɨ́ŋgù̧ú̧ kù yaá ku. Ŋgə́ yi nɨ́ Mèín jə̀ŋnɨ ɗàà, ŋgə́ yɨɨ́mɓwê pénɨ kùb mvɨ̀tí ŋgwéé ɗàà. 
LUK.18.3	Mámkwííb kù yaá ɓwê kwɨ́í kɨ́ no. Ŋgə́ yaá gòlɨ́ŋnɨ yɨ́ tɨ́ŋgù̧ú̧ rèè, ŋgə́ a tànà ŋgə́ ɨnè: ‹Àm nɨ́me nò mo ɓi̧ní rè, ténnàhá mɨ.› 
LUK.18.4	Ɓwâ lâs, tɨ́ŋgù̧ú̧ rè ya nɨ́ ɗúháwa àm kɨ́ ténnɨ, á ye rè ŋgə́ ta: ‹Mɨ ma á rè Mèín jə̀ŋ, kùb mvɨ̀tí ŋgwéé pə̂r; 
LUK.18.5	ɨ́dù mɨ á nɨ̀gwi rè ténnàhánɨ àm no rè, ɓetí ŋgə́ ndóoŋtɨ́ mɨ. Duú u̧ ɗàà, ŋgə́ ɓahá nɨ́ mɨ jábɨ̀lɨ́ŋnɨ á.› » 
LUK.18.6	Á Kéké tagi ɨnè: «Óknáɓaye nɨ́m tɨ́ŋgù̧ú̧ ɓáŋhîn ndè nyinndé. 
LUK.18.7	Tɨ́ŋgù̧ú̧ rè a tɨ ə́ə̀mgɨ̀ kpɔ́knɨ mámkwííb lè, ɗóògɨ̀ Mèín à? Ɓwâ nùb ŋgə́ ya caré du ŋgə́ kɨ́ŋɓénɨ cɨ́m ɓe mvii cúú, ŋgə́ ɓa ɗà̧nɨ̀nɨ kpɔ̂ ŋgábè á à? 
LUK.18.8	Mɨ tànàɓà nyí wááŋ, ŋgə́ ɓa ŋgáb kpɔ́kɓànɨ kɔ́klîn á. Ɨ́dù ɓwâ 
LUK.18.9	Nùb du pénɨ vúm á bɨ ɗɨ́ɗɨ̧́ ŋgáb a pə́tə̀ə̀ŋkî kùb ɓoò rɨ, Yésù ɨ́ gà̧à̧nà ŋgáb gɨ̀gàìn ɨnè: 
LUK.18.10	«Nɨ̀ŋgwáàb bɨrɨ́b yi gií 
LUK.18.11	Fàrísà rè ɨ́ ə́ə̀ŋwúsò tíí, ŋgə́ ɨ́ yà yóŋnɨ no sumí ɨnè: ‹Mèín móò, mɨ á wu sáktɨ̀nɨ ɓetí yúk yoo, nɨ́ɨ́b ɓáŋhɨ́b yoo, dùgɨ̀ mààŋ kùb ndɨŋtee rɨ́, nɨ́ɨ́b kɨ́ lâs mɨ mɨ ndɨ̀ŋnɨ ɗàà. Mɨ cè mɨ́ hȩ nò ɓáhɨ làmpóò rè ɗàɓwêwá. 
LUK.18.12	Sóndè mwi̧í̧ no, mɨ á 
LUK.18.13	Nò ɓáhɨ làmpóò rè ɨ́ ə́ə̀ŋsò nɨ́ kɨ́ noò cùrì, ŋgə́ ɨ́ tɨ̀ɨ̀msékî nɨ́ ɗàá, ŋgə́ ɨ́ bì kàmé, ŋgə́ a tace: ‹Yée Mèín, ók mɨ mwàm, ɓetí mɨ cɨcóm á.› 
LUK.18.14	Yésù ɨ́ tàkwà: Mɨ tànà nyí, nò ɓáhɨ làmpóò rè, ŋgə́ gɨ̀cùnɨ no yó, Mèín átɨ́ nɨ́ ŋgə́ nò ɗɨ́ɗɨ̧́, ɨ́ ndôŋ Fàrísà rè. Ɓetí nò gewú síí nóò còmné, Mèín ɓa gèsénɨ nò kɨ́ ɗàá á. Nò geséce síí nóò ɗàá, Mèín ɓa nò kɨ́ gèwúnɨ còóm á.»
LUK.18.15	Kùb ya gewonaɓwéetɨ́ Yésù mucutɨ́b, dùgɨ̀ nánááb, ŋgə́ hèìwú ŋgáb ŋgáár só, fàmnɨ ŋgáb. 
LUK.18.16	Ɨ́dù Yésù ɨ́ tà kùb gèndóŋwò mucutɨ́b, ɗà ŋgə́ ɨ́ tà: «Mbɨ́knáam mucutɨ́b, ŋgáb gò yɨ́ moò, nyí ŋgáb hàrɨ̀wá ɓetí 
LUK.18.17	Mɨ tana nyí àmɨɨr wááŋ á, nò du Ŋgɔ̧́ɔ̧̀ Mèèín ə́ə̀mwá hȩ mutíí kwá nɨ Mèèín hamnin ku lə́ɓàr.»
LUK.18.18	Kɨ̀jíri kù yi du Jwîf ɨ́ fɔ̂ Yésù ɨnè: «Tá tɔ̀hí nyɔ̧ɔ̧́, ní á ɗú mɨ ndɨ̀ŋtɨ ɗà mɨ a kwà mè mɨ̀cɨ̧̀?» 
LUK.18.19	Á Yésù pihe ɨnè: «Àm níì á wu ɓéce mɨ tá tɔ̀hí nyɔ̧ɔ̧́? Nò kù nɨ nyɔ̧ɔ̧́ ɗàà, sé Mèín mwi̧. 
LUK.18.20	Wu ɗəəŋhaá ɓíhɨ̀b du tànɨ: ‹Wu mààŋ ndɨ̀ŋ, wu nɨ̀vɨ́tè kwíhɨ̀r, wu yúk yɨ̂r, wu mɨ̀námé kum gè, jə̀ŋ tá woò ɓe yà wóò› rɨ ye.» 
LUK.18.21	Á nɨ̀ŋgwá rè ta: «Mɨ ndɨŋtɨ́ nɨ́ɨ́b kɨ́ lâs yàwû mó mutíí.» 
LUK.18.22	Hȩ Yésù ónɨ u̧nèé, ŋgə́ ɨ́ tànà nɨ̀ŋgwá rè: «Menatɨ́ wu nɨ́m mwi̧. Sə́rɨkɨ́ɨm njɔdì woò lâs, wu a gɔ̀knà nùb tiri mwèìn kɨ́, ɗà wu a gò mɨ tùnɨ. Wu ɓa kwànɨ njɔdì ɓɨllin á.» 
LUK.18.23	Ɨ́dù ɓwâ nɨ̀ŋgwá rè ók nyindí kíì, ŋgə́ ɨ́ kpáì nɨ́ tí, ɓetí ŋgə́ yaáɓà nɨ ɓe njɔdì cei. 
LUK.18.24	Hȩ Yésù pə́ nɨ̀ŋgwá rè kpáttɨ́ nɨ́ tí rèé, á ŋgə́ ta: «Ɓa nɨ dùɓà nɨ ɓí ɓe nò njɔdìì lénɨ 
LUK.18.25	Á ɓí ŋgɨ̀rɨ̀mà ndóŋhó̧ mvì batallì no, ɨ́dù kɨ́ nò njɔdìì lə́ Haam Mèèín noò á ndóŋɓàgɨ̀ ɓí.» 
LUK.18.26	Nùb yi du ɓèé ɨ́ tà: «Na ma ɨ́ ɓa ɓáíhó̧bɨ̂ŋnɨ?» 
LUK.18.27	Á Yésù piina ŋgáb: «Nɨ́m yɔ́k nɨ̀vɨ́tɨ̀bì nɨ yɔ́knɨ Mèín ɗàà.» 
LUK.18.28	Á Píyéèr tana Yésù: «Kɨ́ nɨ́mè, nɨ́m ma tɨ mbɨ́ktɨ́ nɨ́ɨ́b nɨ́mè lâs àm nɨ́m tu wé.» 
LUK.18.29	Á Yésù tana ŋgáb: «Mɨ tanaɓa nyí àmɨɨr wááŋ á, nɨ̀vɨ́tè ɨ́ mbɨ́kkɨ́sò dúú nóò, gwi noò, mwin yàá bɨ noò, tá noò ɓe yà nóò ɓe munɨ́b noò àm Ŋgɔ̧́ɔ̧̀ Mèèín, 
LUK.18.30	jíì mwánnè no, ŋgə́ ɓa kwàcùnɨ a ndôŋ kí á, ŋgə́ a kwàɓwêcè mè mɨ̀cɨ̧̀ cɨ́m yȩné.»
LUK.18.31	Yésù ɨ́ ɓéhô̧ 
LUK.18.32	Nɨ̀gwííb du bɨ́ Jwîf séé ŋgáré á kùb ɓa ŋgə́ nàrénɨ ru. Nùb kɨ́ a kə́hè ŋgə́, ŋgáb a àndè ŋgə́, ŋgáb a túùŋwû ŋgə́ cwàá só. 
LUK.18.33	Ŋgáb ɓa ŋgə́ jɨ̀mnɨ ɓe lòré á, ŋgáb a kwíhè ŋgə́. Jíì taarɨ́bí, Mèín a tì sə̀ə̀mcùhô̧ ŋgə́.» 
LUK.18.34	Ɨ́dù nɨ̀fuùb ɨ́ dù bɨ́ ókwa àm níì á Yésù yi nyin u̧. Njàb nyindí kíì yaá nà nɨ ŋgáb yo̧ó̧, ŋgáb ɨ́ dù bɨ́ ókwa.
LUK.18.35	Yésù yi ŋgóobtɨ́ ɓe Yèríkò. Ɓùɓú̧ ti tiri kù yaácè du̧ú̧ gín jɨ̀rì, ju ɓoréé. 
LUK.18.36	Hȩ ŋgə́ ók wùúm nɨ̀vɨ́tɨ̀b du ndóŋniì, á ŋgə́ fɔ́ kóo, ní ɨ́ du nɨ́ ku yàà? 
LUK.18.37	Kùb ɨ́ tànà ŋgə́ Yésù nò Nàsàréèt ɨ́ du ndóŋnɨ ru yáá. 
LUK.18.38	Á ŋgə́ kɨ́ŋso, ŋgə́ ɨ́ tà ɨnè: «Yésù, 
LUK.18.39	Nùb yi du ŋgwé gùrí ɨ́ yà ŋgə́ páámɨ̀nɨ, ŋgə́ ɗèìn ɓɔ̧, ɨ́dù ŋgə́ ɨ́ yà nɨ́ kɨ́ŋndóŋɓàgɨ̀nɨ tíí tíí: «Nyȩ Dàvíìt, ók mɨ mwàm!» 
LUK.18.40	Kí á Yésù ə́ŋhȩ, ŋgə́ ɨ́ tà kùb ɗààmwònà ní ŋgə́ yáá. Ɓwâ ŋgə́ féín gín Yésùù, á Yésù fɔ́ ŋgə́: 
LUK.18.41	«Wu ɗúce mɨ ndɨ̀ŋnà wu ní?» Nɨ̀ŋgwá rè ɨ́ tà: «Kéké, ndɨŋ mɨ pə́cù íhín.» 
LUK.18.42	Á Yésù tana ŋgə́: «Pə́cum íhín, ə́ə́m wóò ɓátií wu.» 
LUK.18.43	Ɓè mu̧u̧, nɨ̀ŋgwá rè ɨ́ yàrê pénɨ. Ŋgə́ ɨ́ yàrê tùnɨ Yésù, ŋgə́ a mgbíigece Mèín. Hȩ nùb yi du ɓèé pénɨ nɨ́m yi ndóŋ kíì, ŋgáb ɨ́ yàrê ŋgə̀mnɨ Mèín.
LUK.19.1	Yésù yaá ndóŋnɨ kwɨ́í Yèríkò no. 
LUK.19.2	Nɨ̀ŋgwá kù yaácè kwé ku, ɨ́r noò yaá Sàsê. Ŋgə́ yɨɨ́m mvèìn 
LUK.19.3	Ŋgə́ yaá mánɨ pénɨ nò kùb ɓé Yésù rè, ɨ́dù hȩ ŋgə́ yi du nɨ́ mbɨ̀m ndèé, yi nɨ́ sàmàìn ŋgə́ pə́so ŋgéé ɗàà ɓe víì nɨ̀vɨ́tɨ̀bì. 
LUK.19.4	Á ŋgə́ lusokɔ́ɔ tíí, wúíkɨ́nɨ yɔ̀ kù ya, móŋnɨ pénɨ Yésù, ɓetí ŋgə́ yi ɓa ndóŋnɨ ɓè á. 
LUK.19.5	Ɓwâ Yésù féín mɨ́cin yɔ̀ rèè, ŋgə́ ɨ́ góòmwúsò còóm, á ŋgə́ tana Sàsê ɨnè: «Sówom kɔ́klîn, ɓetí ɗú mɨ gwín wo yó mwáín á.» 
LUK.19.6	Sàsê ɨ́ sókɔ́ɔ̀hácè, ɓe kùùŋ ɨ́ gì yó. Ŋgə́ ɨ́ gàmɓà Yésù ɓe mɨ̀tù cúk. 
LUK.19.7	Nùb lâs yi pə́ nɨ́m Yésù yi ndɨŋ kíì ɨ́ ô ɓáŋhîn, ŋgáb ɨ́ yà tànɨ mvókín ŋgábè no ɨnè: «Àmɨɨr à! Nɨ̀ŋgwá rè gií gúnnɨ nò ɓáŋhîn ndè yó à!» 
LUK.19.8	Sàsê ɨ́ ə́ŋhȩ̀ Yésùù tíí, ŋgə́ ɨ́ tà: «Kéké, péye, gbɨ́ktèìn njɔdìì moò mɨ á gɔ̀kkɨ́nànɨ nùb tiri. Duceé ɓè mɨ yi pɨmne nò kù mònéè, mɨ á ɓáànɨ fain mwèìn mwi̧ kɨ́, nààsɨ̀b mɨ a nàcù ŋgə́.» 
LUK.19.9	Á Yésù tana ŋgə́ ɨnè: «Nùb dúú rè noò kwatɨ́ ɓə́r mwáín, àm nɨ̀ŋgwá rè duɓwée nyȩ Àbɨ̀ràháàm ndè. 
LUK.19.10	Ɓetí 
LUK.19.11	Hȩ nɨ̀vɨ́tɨ̀b yi du yɨrɨ́b ónɨ nɨ́m Yésù yi du nyìnniì rèé, á ŋgə́ átɨnakwa ŋgáb sà̧à̧, gà̧à̧nànɨ ŋgáb gɨ̀gàìn no. Yèrúsàlèm yaácè nɨ́ kə́sə́k ɓe kwɨ́í ŋgáb yi du nó kɨ́, á nɨ̀vɨ́tɨ̀b yi lə́mne bɨ́ ɨnayâna vúm ɓa bɨ pénɨ Mèín ŋgáŋnɨ ɓè mu̧u̧ á. 
LUK.19.12	Sà̧à̧ ŋgə́ yi átɨna ŋgáb kɨ́ á ɨnè: «Yèrɨ́mà kù yi gií ti kù no cóo. Ŋgə́ yi gɨ àm mvèìn ndóŋ kùb mvènnɨ́bí bɨwútɨ́ ní mvènnì naá, ní a cùwò ŋgáŋnɨ níì ti̧í̧ na á. 
LUK.19.13	Ŋgə́ ɓànɨ ə́llénɨ, ŋgə́ ɨ́ ɓéhô̧ nɨ̀vɨ́tɨ̀b cóóŋ mvókín nùb no ə́ré no ku. Ŋgə́ ɨ́ gɔ̀knà ŋgáb mòné, ŋgə́ ɨ́ tà: ‹Ndɨŋnáam mákə́tì ɓe kí, fə̀nndɨ̀nɨ mwèìn kɨ́ há̧á̧ hȩ mɨ ɓa cùwòniì.› 
LUK.19.14	Ɨ́dù, nùb no ti̧né yaá bɨ ŋgə́ ɓə̀ndɨ̀nɨ, á ŋgáb tómteeso nɨ̀vɨ́tɨ̀b no cùrì, gɨ̀ tànànɨ mvèìn jíri kɨ́ ɨnè: ‹Àm nɨ̀ŋgwá ɗàrɨ́ dù mvèìn nɨ́mè, nɨ́m nɨ mvó.› 
LUK.19.15	Ɨ́dù, kùb ɨ́ bɨ̀mèhâ bɨ́ ŋgə́ mvèìn, á ŋgə́ cuwo no ti̧í̧. Ŋgə́ ɨ́ tà kùb ɓéwònà ní nùb ə́ré ní yi narékɨ́so mòné ŋgáré rè, ŋgáb túùmnà ní kɨ́ ŋgáb kwaɓaaréré yáá. 
LUK.19.16	Nò tíí ɨ́ féínwò, ŋgə́ ɨ́ tà: ‹Tá, mwèìn wu tɨ nakɨ́so mé mɨ kwaɓaaréé fain mwèìn mwi̧ kɨ́ u̧ cóóŋ.› 
LUK.19.17	Á mvèìn tana ŋgə́ ɨnè: ‹Á mîn, wu nò ə́ré nyɔ̧ɔ̧́ á. Hȩ wu gə́tɨ̀nyààŋɓànɨ nɨ́m ti ŋgóbti hàráá, mɨ bií wu gómnà. Wu á kɨ́ɨ́nɨ kwɨ́ì cóóŋ ti mó rè no.› 
LUK.19.18	Nò bɨrɨ́bí ɨ́ gò, ŋgə́ ɨ́ tà: ‹Tá, mwèìn wu tɨ nakɨ́so mé, mɨ kwaɓaaréé fain mwèìn mwi̧ kɨ́ u̧ ŋgiì.› 
LUK.19.19	Á mvèìn tana nò kɨ́: ‹Mɨ bɨɓwéetɨ́ wu gómnà, wu á kɨ́ɨ́nɨ kwɨ́ì ŋgiì ti mó rè no.› 
LUK.19.20	Nò ə́ré kù mwi̧í̧ ɨ́ gò, ŋgə́ ɨ́ tà: ‹Tá, mwèìn woò á nɨ rè. Mɨ tɨ ɓomndéé mɨ́ nábkèèìn, mɨ ɨ́ yòksò mɨ́ ku. 
LUK.19.21	Vùù tɨ ánɨ mɨ ndɨ̀ŋnɨ ɓe wu, ɓetí wu wu nò ɓí á. Nɨ́m nɨ́ kùbè wu áhá wú á̧a̧. Mwar nɨ́ mwar wóò sé, wu a lê wú no cɔŋ ánɨ.› 
LUK.19.22	Á mvèìn tana ŋgə́: ‹Nò ə́ré ɓáŋhîn ndè, nyindí wu nyin ndè ya á mɨ ɓa ténnɨ àm wo sóò ru. Wu tɨ ɗəəŋtɨ́ mɨ nò ɓí á, mɨ á ánɨ nɨ́m nɨ́ kùbè, mwar du nɨ́ kɨ́ moò séé, mɨ a lê no cɔŋ ánɨ. 
LUK.19.23	Àm níì ma á wu tɨ duce wú gɨ̀wá kɨ́klénɨ mwèìn mo kɨ́ báàŋ? Hȩ mɨ cuwo rè, mɨ yè tɨ ácuhó̧ó̧ mɨ́ mwèìn mo kɨ́ ɓe mvúm ti yá.› 
LUK.19.24	Á mvèìn ndè tanagɨ nùb yi du ɓèé ɨnè: ‹Áhó̧kɨ́náam ŋgə́ mwèìn kɨ́ ŋgáré, nyí a nàsòkî nò tɨ kwaɓaaré fain mònéè cóóŋ ndɨ.› 
LUK.19.25	Á nùb yi du ɓèé tacuna mvèìn ɨnè: ‹Tá, ŋgə́ á cɨ̀ ɓe mòné ví̧i̧!› 
LUK.19.26	Á mvèìn ndè ta: ‹Nò du ɓe nɨ́m kwè, kùb a nàɓààrê ŋgə́. Nò duce ɓe nɨ́m kù ɗàwáá, dùgɨ̀ kɨ́ ti nó ŋgáréè, kùb ɓa ákɨ́nɨ á. 
LUK.19.27	Kɨ́ nùb mo ɓi̧ní tɨ duce ɗúwa mɨ dù mvèìn ndè, géwonáam ŋgáb lâs kwíìnɨ mo tíí hò̧.› »
LUK.19.28	Hȩ Yésù nyìncáàŋnɨ u̧nèé, ŋgə́ ɨ́ ɗàm jɨ̀r gìnɨ Yèrúsàlèm. 
LUK.19.29	Bètfàjê ɓe Bètànî yaá gín ŋgòm kùb yi ɓékom «Ɓe Òlìvíyéè» rɨ. Yésù yi ŋgóobsoceé ku, á ŋgə́ tómsoyaye 
LUK.19.30	«Gɨnáam kwɨ́í tíí hò̧ rè no, lə́sònɨ kwé, nyí ɓa kwànɨ mwin tɨ́ha̧ní nò kù du yá wɨ́íkɨ́yèwáá lí̧í̧ súuŋ á. Pàrɨ̀wònàná mɨ ŋgə́. 
LUK.19.31	Nò kù ɨ́ fɔ̂ nyí: ‹Nyí parɨge ŋgə́ ŋga?› Tananáam nò kɨ́: ‹Kéké ɨ́ du ɗúnɨ ru.› »
LUK.19.32	Nɨ̀fuùb bɨrɨ́b lè ɨ́ ə́llê, ŋgáb ɨ́ kwàhácè mwin tɨ́ha̧ní rè hȩ Yésù tɨ tana ŋgábè. 
LUK.19.33	Ŋgáb pàrɨ̀nɨ mwin tɨ́ha̧ní rè, á nɨ̀miib kíí fɔ́ ŋgáb: «Nyí parɨge ŋgə́ ŋga?» 
LUK.19.34	Ŋgáb ɨ́ pìhè ɨnè: «Kéké ɨ́ du ɗúnɨ ru.» 
LUK.19.35	Á ŋgáb ɗamgena Yésù mwin tɨ́ha̧ní kɨ́. Ŋgáb ɨ́ àìwû júúb ŋgábè tɨ́ha̧ní njumí. Yésù ɨ́ wû dùrénɨ ya. 
LUK.19.36	Ŋgə́ gɨ̀sénɨ, nɨ̀vɨ́tɨ̀b a aigece júúb ŋgábè jȩ̀ȩ̀, ŋgə́ ŋdóŋ ya. 
LUK.19.37	Ŋgə́ yi ndóŋwo jɨ̀r du sónɨ ɓe Òlìvíyéè ya rɨ á, ŋgə́ yi ŋgóobce ɓe Yèrúsàlèm. Mɨ̀kwìn nɨ̀fubì, ɓe mɨ̀tù sumí, yaá mgbíìnɨ Mèín kúu còóm, ɓe ɨ́r nɨ́ɨ́b sɨ̀sɨ̀rí lâs ŋgáb ya pə́ré. 
LUK.19.38	Ŋgáb a tace: «Mèín nò du Kékéé, fàm mvèìn ŋgə́ tómwo ɗàrɨ́. Mgbíí ɓe ju ɗóóŋ dù ɓe Mèín há̧á̧ ɓɨllin còóm cóo!»
LUK.19.40	Á Yésù tacu: «Mɨ tanaɓa nyí wááŋ á, nùb lè ɨ́ dù néín, sɨɨ bɨ ɨ́ ɓa kɨ́ɨ̀ŋnɨ ru!»
LUK.19.41	Yésù ya ŋgóobcií ɓe Yèrúsàlèm. Ɓwâ ŋgə́ pə́so kúrì, ŋgə́ ɨ́ yà kɨ́nnànɨ nùb Yèrúsàlèm kɨ́ noò. 
LUK.19.42	Ŋgə́ a tace: «Nyí nùb Yèrúsàlèèm, ɓè nyí tɨ fɨ́tɨ ɗə̀ə̀ŋɓwênɨ mwáín nɨ́m fɨ́tɨ nyí nànɨ ju ɗóóŋ naa. Ɨ́dù ɗàrò, nɨ́m kɨ́ á nànɨ nyí yo̧ó̧. 
LUK.19.43	Ɓetí ye kù kwá sai, nùb nyínè ɓi̧ní a gò nyí ɗèndɨ̀nɨ su. 
LUK.19.44	Ŋgáb kwá nduukɨ́ nyí lâs ɓe kwɨ́í nyínè cúk; dùgɨ̀ dúhé mwi̧ kwá nɨ còóm mèɓàr. Ɓetí ɓwâ Mèín tɨ go nyí ɓátɨ̀niì, nyí tɨ nɨ ɗə̀ə̀ŋcùwá!»
LUK.19.45	Yésù ɨ́ gì lénɨ 
LUK.19.46	Ŋgə́ ɨ́ tànà ŋgáb: « ‹Dúú móò kwá du dúú mɨ̀yú̧ú̧›, Mèín taá u̧ káàtà noò no. Ɨ́dù kɨ́ nyínè, nyí setɨkíí dúú kɨ́ mgbàŋ ŋgàyíbì!»
LUK.19.47	Ye lâs Yésù yaá tɔ̀hí Dúú Jíri Mèèín no. Mvènnɨ́b nùb na satɨgàà ɓe 
LUK.19.48	Ŋgáb ɨ́ dù bɨ́ ɗə̀ə̀ŋwá i̧ á vúm fɨ́tɨ ndɨ̀ŋnɨ, ɓetí nùb gbàŋné lâs yaá bɨ ɗúlɨ́ŋɓànɨ óknɨ tɔ̀ɔ́ nóò.
LUK.20.1	Ye kù, Yésù yaá tɔ̀hí, tànànɨ nɨ̀vɨ́tɨ̀b Kìn Nyɔ̧ɔ̧́ 
LUK.20.2	Ŋgáb ɨ́ fɔ̂ ŋgə́ ɨnè: «Nɨ́ɨ́b wu duye ndɨ̀ŋnɨ rè, na ɨ́ na wu nyòm kɨ́. Tanam nɨ́m nò ta wu ndɨ̀ŋ u̧nèé?» 
LUK.20.3	Yésù ɨ́ pììnà ŋgáb: «Mɨ á nyí fɔ́cùɓwênɨ fɔ́ mwi̧. Tananáye mɨ: 
LUK.20.4	Na yi ɨ́ tómwo Jâŋ gò kɔ̀ɔ̀nɨ kùb kɔ ə́mní, Mèín kèè nɨ̀vɨ́tɨ̀b?» 
LUK.20.5	Ŋgáb ɨ́ yàrê ndáŋnɨ mvókín ŋgábè no, mánɨ kɨ̀cáàb ŋgáb piina ŋgéé. Ŋgáb ɨ́ tà: «Nɨ́m ɨ́ tà: ‹Mèín yi tómwo Jâŋ ndu›, ŋgə́ ɓa nɨ́m fɔ́nɨ, àm níì á nɨ́m yi duce nyindí ŋgéé ɓɔ̧ne ə́ə̀mwá á. 
LUK.20.6	Nɨ́m tàgɨ̀cé: ‹Nɨ̀vɨ́tɨ̀b á›, nùb lâs ɓa nɨ́m ndɨ̀llénɨ ya, lóòŋkwíìkɨ́nɨ ɓe sɨɨ á, ɓetí nùb lâs ɗəəŋtɨ́ bɨ́ ɨnayâna Jâŋ ya nɨ́ 
LUK.20.7	Á ŋgáb piinagi Yésù ɨnè: «Nɨ́m nɨ ɗə̀ə̀ŋwá nò ya tómwo Jâŋ gò kɔ̀ɔ̀nɨ nɨ̀vɨ́tɨ̀bì.» 
LUK.20.8	Kí á Yésù yi tana ŋgáb: «Àà, mɨ ma mɨ nyí tànàcénɨ nyòm mɨ du ndɨ̀ŋnɨ nɨ́ɨ́b kɨ́ ɓe kíí ɗàà.»
LUK.20.9	Yésù ɨ́ yàrê átɨ̀nànɨ nɨ̀vɨ́tɨ̀b sà̧à̧ rè: «Nɨ̀ŋgwá kù ya ɗȩȩtɨ́ mwar yɔ̀ gum na súmé, ŋgə́ ɨ́ ɗòblékɨ́sò tɨ́ɗèìn bɨ mwai kɨ́ no. Ŋgə́ ɨ́ gì nɨ ti kù no cóo. 
LUK.20.10	Ɓwâ guum yi waŋndé, ŋgə́ ɨ́ tómsò nò no ə́ré kù yɨ́ tɨ́ɗèìn bɨ kíì, tànànɨ ŋgáb, ŋgáb nàwòcé ní kɨ́ ɗóhe ɓe níì yáá. Ɨ́dù, tɨ́ɗèìn bɨ ɨ́ jɨ̀m nò no ə́ré kɨ́, ŋgáb ɨ́ ŋgɨ́ícù ŋgə́ ŋgáár sam. 
LUK.20.11	Tá mwarí ɨ́ tómsònàkwà ŋgáb nò ə́ré ji, ŋgáb ɨ́ jɨ̀mɓwê ŋgə́, ŋgáb ɨ́ àndè ŋgə́, ŋgáb ɨ́ ŋgɨ́ícùwòɓwê ŋgə́ ŋgáár sam. 
LUK.20.12	Ŋgə́ ɨ́ tómsòkwà nò taarɨ́bí; nò kɨ́, ŋgáb ɨ́ ɗə́mɨ̀ɓwê ŋgə́, ŋgáb ɨ́ lèèhó̧sò ŋgə́ mwar gɨ́ní. 
LUK.20.13	Á tá mwarí dukɨ́ u̧u̧, ŋgə́ ɨ́ tà: ‹Mɨ á ŋgáb tómsònànɨ mwin ɗûnɨ́mí mo rè. Mɨ lə́mne ŋgáb ɓa ŋgə́ jə̀ŋnɨ á.› 
LUK.20.14	Ɨ́dù ɓwâ tɨ́ɗèìn bɨ pə́so mwɨi kɨ́ gòniì, ŋgáb ɨ́ tà mvókín ŋgábè no ɨnè: ‹Nò kwá me ɓe nɨ́ɨ́b kwíhɨ̀bì á du gònɨ ɗàrɨ́, nɨ́m kwíìná ŋgə́, nɨ́ɨ́b kwíhɨ̀b kɨ́ a ô ɓe nɨ́m.› 
LUK.20.15	Á ŋgáb njóohó̧so ŋgə́ mwar gɨ́ní, ŋgáb ɨ́ kwíìkî ŋgə́.»
LUK.20.15	Á Yésù fɔ́: «Ɓe vùùm nɨ́ɨ́b ndóŋ kɨ́ lâs, cùr kɨ́ no, ní á tá mwarí ɓa ndɨ̀ŋnɨ ɓe tɨ́ɗèìn bɨ rè? 
LUK.20.16	Ŋgə́ ɓa gɨ̀sònɨ á, ŋgə́ a kwíìkî ŋgáb, ɗà ŋgə́ a ɗòbcùrê nùb ji mwai kɨ́ no.» Hȩ Yésù nyìnnɨ u̧nèé, á nɨ̀vɨ́tɨ̀b ta: «Áì, Mèín nɨ nɨ́m wu nyin ɗàrɨ́ ókháà.» 
LUK.20.17	Ɨ́dù Yésù ɨ́ góòmkî ŋgáb u̧u̧, ŋgə́ ɨ́ tà: «Nɨ́m du tɨín káàtà Mèèín no ɨnè rè tace i̧ á?
LUK.20.17	‹Sɨ̀ne nùb óŋ dúhéé yi leehó̧kɨ́ gə́nȩ̀né
LUK.20.17	á yi sei jù̧ú̧ dúhéé›?
LUK.20.18	Nò lâs kwá jób jù̧ú̧ kíì, nò kɨ́ kwá ɓei, nò ŋgə́ kwá muŋlomséce yáà, ŋgə́ kwá ŋgírɨkɨ́ nò kɨ́.»
LUK.20.19	Ɓè mu̧u̧, 
LUK.20.20	Á ŋgáb yaré óòtèènɨ Yésù ɓɔ̧. Ŋgáb ɨ́ tôm nùb kù gɨ̀ ndɨ̀ŋnɨ hȩ vúm nùb ɗɨ́ɗɨ̧́ á, ŋgáb a fɔ̂ Yésù fɔ́ àm bɨ ŋgə́ pìí nó ɓɔ̧ne ya kwe, ɗà vúm a gɔ̀ksòkɨ́nà ŋgə́ gómnà nò du ɓe nyòme nɨ̀vɨ́tɨ̀b lâs ya kwe. 
