GEN.1.1	Ainau anai bag God safam a tafanam ifourai. 
GEN.22.13	Namon Abraham au koun na irutabir ato iyeit rega fofotanai sheep tona an geg ai nan wengar famenai itarun itatawar it. Abraham inai sheep tona ibo iyasubun ato natun orot an efan igaraminai sirifu iter God aurin ikutetai. 
GEN.22.14	On fasinai Abraham on efan iwabai iyau, “BADA Arimon Inbononoat” on mes sabu ari ra nana seyoyorai sau, “BADA An Oyauai Nan Arimon Inbononoat.”
GEN.22.15	BADA an anea wera bairuin ba safam emon Abraham aurin iyorir ato iyawur iyau, 
GEN.22.16	“BADA ato nanaba iyau, ‘Yau Tou Wabiui abifaro yabin om Yau auriu uifonabo ato natum orot kaitamom wat men urugagarai on, 
GEN.22.17	yau arimon dura bag animomoginem ato aniyamai wawam agirim on sinison safamai siribod a tore an gasa ba. Om wawam agirim on arimon sinsowar asi ragit sinbomerubes ato asi mafam gagamis on osi sininoanis. 
GEN.22.18	Om am fesi faisisi on sabu tafanam au engon arimon baimomogin sinboai, yabin om yau auriu uifonabo on mes.’” 
GEN.22.19	Namon Abraham natun Isaac rus simatabir men sinai an bobo orot ruam auris ato engonei simisir sinai au Beersheba. Ato Abraham on Beersheba nan ima.
GEN.22.20	Wera fani sisawar gibunai, Abraham on tain Nahor awan Milcah duran itatam on fifirig nimtereban ton itu. 
GEN.22.21	Fifi ainau orot wabin on Uz, fifi orot bairuin wabin on Buz, fifi orot baitonin wabin on Kemuel, (on min Aram taman) 
GEN.22.22	Namon fifirig nim ba wabis on Chesed, Hazo, Pildash, Jidlaph a Bethuel. 
GEN.22.23	Bethuel min Rebecca taman. Osi fifirig orot nimtereban ton on Abraham tain awan Milcah itu. 
GEN.22.24	Mat Nahor awan ufuigeg wabin Reumah on eb nanatun wabis on Tebah, Gaham, Tahash a Maacah on itu.
GEN.23.1	Sarah ima inai an kwanda 127 ibo. 
GEN.23.2	On Hebron nan irabob Canaan tafanam amonai ato Abraham on Sarah aurin iyababan ato irous ibotouousai.
GEN.23.3	On efan menan awan rabobin i yen on ikirir ato inai Hitt yangan auris; ato iyawures iyau, 
GEN.23.4	“Yau on nanawan orot nin amomui amama; motob turin auriu wonkutetai antobon on nan yau awau angarobai.”
GEN.23.5	Osi siyafotai siyau, 
GEN.23.6	“Wai kavian, om wei wai dura untatami. Wei waitem om on bainetewar orot faiwarim bag, on mes om garob an efan obin wat erubin ato nan awam egarobai. Wei engon wabiyasisir garob efan wanitem, on nan awam ungarob.”
GEN.23.7	Namon Abraham auris uson itur 
GEN.23.8	ato iyawures iyau, “Omi wonbibasiteu awau nin angagarob on, abifefeyanim Zohar natun Ephron on wotawur weineu. 
GEN.23.9	Yau abifefeyanai fofonin on an Mechpelah agim dogu ato motob matanai yen on yau ititeu. Yau abifefeyanai on an baiyan tutufin initeu ato omi matamui ani baiyan ato on garob efan min innat yau ininoaniu.”
GEN.23.10	Ephron toun on an sabu Hitt yangan mat on mafam gagamin an furi awan sesebinai simair simama, on nan emon ibiyafot on osi sabu engon sitatam. 
GEN.23.11	Ephron iyau, “Au kavian, om au dura etatam. Om atonio agim dogu on men untobon mes. Yau au agim dogu a motob tutufin mat engon on asir anitem mom. Yau au sabu matasi au motob asir abitem mom ato on nan awam ungarob.”
GEN.23.12	Namon Abraham Hitt yangan nasi uson itur, 
GEN.23.13	ato osi tainan tainan sitatam Abraham Ephron aurin iyau, “Yau abifefeyanim tainam ereben untatamiu, yau motob an baiyan tutufin anibaiyanim on unboai ato yau awau nan angarob.”
GEN.23.14	Ephron Abraham iyafotai iyau, 
GEN.23.15	“Yau au kavian, motob an baiyan an fofon on agim silver 400 ato baise ot men ato baiyan an fofon aurin taniyamai rut basuti ma inkomas. Om motob asir ebo mom ato awam nan egarob.” 
GEN.23.16	Ephron motob an baiyan ibaton ato Abraham ibasit, on mes Hitt yangan matasi baitotobonotis sefofour ba on agim silver iyab inai ifofonin ato Ephron itai.
GEN.23.17	On mes Ephron an motob Mechpelah amonai Mamre nan au wera matan na, on motob agim dogu mat a wengar engon on amonai on Abraham inoanai. 
GEN.23.18	Hitt yangan ato mafam gagamin an furi awan sesebinai sikuayo sibidudur on engon sisagob Abraham noan.
GEN.23.19	Namon Abraham awan Sarah on on agim dogu amonai igarob Canaan tafanamai nan. 
GEN.23.20	On mes motob a agim dogu ato Hitt yangan ibinoanis on inat Abraham an rasi dogu mes imatar.
GEN.24.1	Abraham ari on iorokwar isawar. Ato on bobo aifan engon tutufin ifofour on BADA imomoginai. 
GEN.24.2	Ra kaitamom, Abaraham an bobo orot atamanin on goa amonai sawar engon tutufin ikakaifaren on aurin iyau, “Om imam sasanawui eiwan ato unau matan. 
GEN.24.3	Yau agogoi Om safam a tafanam an BADA God Wabinai unifaro on, om men arimon nin Canaan sabu sanasi yau natu orot awan unrubinai mes. 
GEN.24.4	Om totor unmatabir unan tafanam menan yau au rat barenai nan ato yau au dam warar amosi emon, yau natu orot Isaac awan jeverei unboai.”
GEN.24.5	Baise bobo orot itetemai iyau, “Ato jeverei intinan men anboai annanat mes on mamaba? Enonosin arimon fofonin natum orot anboai anmatabir men om am tafanamai?”
GEN.24.6	Abraham iyafotai iyau, “Ambin! Om natu men unboai unmatabir au tafanamai mes. 
GEN.24.7	BADA, safam an God on tamau an goa a yau au rat baren tafanam emon iboeu agat ato ifaro on arimon atonio motob on wawau agiriu inites. On an anea arimon iniyafarai onai ininetewarim unan natu orot awan unboai ato unmatabir. 
GEN.24.8	Ato jeverei intinan men ingogoi rum wonnanat mes on, yau au baifaro emon irufanim. Baise bobo kaitamom wat on, yau natu on men unboai unmatabir unan men yau au tafanamai.” 
GEN.24.9	On mes bobo orot iman an bada Abraham sasananai iwanen ato ifaro mamaba Abraham iyawur on itafour mes.
GEN.24.10	Namon bobo orot an bada Abraham an camel engon auyotoat iboen a siwar obis fani iboen ato inai Abraham tain Nahor an mafam gagamin aurin Mesopotamia tafanamai nan. 
GEN.24.11	On an werai on inai dogu sareu mafam gagamin kounai igat mom on camel iyames sindas sirouen. On min irabirabi, on an werai jever sigat sareu sitasu mes. 
GEN.24.12	Namon bobo orot ibayoi ifefeyan iyau, “O BADA, yau au bada Abraham an God, ari ra eibaisiu au bobo innat obin inmatar ato am moa obin uniyamai au bada Abraham aurin. 
GEN.24.13	Eit! Yau atonio dogu sareu bisinai atatawar, ato mafam gagamin an jeverig on se gat sareu sinasu. 
GEN.24.14	Yau arimon jeverei tani anawur, ‘Karun, am kibub eyirai esur ato sareu eiteu atoman.’ Ato on jeverei am bobo orot Isaac aurin unrurubinai mes on, arimon auriu inau, ‘Basit, au bada, etoman.’ Namon on inbotein inau, ‘Yau arimon am camel mat asi sareu anboai sintoman. On bobo nanaba inmamatar on yau arimon ansagob Om am moa obin on au bada Abraham aurin ufour.’ 
GEN.24.15	Bobo orot on nana ibabayoi ato jeverei boboun wabin Rebecca on abaranai sareu kibub iyabar mat inat igat. On min Abraham tain Nahor awan Milcah rus natus Bethuel, on natun jeverei. 
GEN.24.16	On jeverei on mamarag ato matafin, men orot tani rus siyen on. On isur inai dogu sareuai nan kibub sareu ibonuai ato imatabir men inat. 
GEN.24.17	Bobo orot iyayai inai inefotai ato iyawur iyau, “Karun, fofonin am kibub emon sareu utiteu attoman i.”
GEN.24.18	Jeverei iyafotai iyau, “Au kavian, basit sareu untoman” on ra kaita kibub abaran emon iyeirai isur imanai ibotan ato itai itoman. 
GEN.24.19	Rebecca sareu itai itoman isawar gibunai ato iyau, “Yau anan sareu anboai annat am camel mat auris ato anites sintoman inan inifofonis.” 
GEN.24.20	On ra kaita an kibub sareu bobaitu asi didiwagai irir isawar ato iyayai inai dogu sareuai nan sareu turin ba isun ibo inat auris, on bobo nanaba ifour i nan i nat sareu ibikayam mom asir camel engon sareu sitoman ifofonis. 
GEN.24.21	Ato orot on dura ambin asi matanai wat ibimateteai itsagob mamaba BADA on an bobo iyamai inat obin emamatar ai ambin. 
GEN.24.22	On an werai jeverei camel sareu ites sitoman isawar weie, orot agim gold aburus an urakof an baiyan gagamin ibo ato aburunai iyein a agim gold kwasi tayabaris ruam on asunai iganen. 
GEN.24.23	Namon on itetemai iyau, “Om ekasoneu, om tamam on iyafan a an goai efan fofonin yau au orot mat ari fom wat nan waten?”
GEN.24.24	On iyafotai iyau, “Yau tamau on Bethuel a wawau orot jever on Nahor a Milcah. 
GEN.24.25	Wei ai goai on wayo ison kwakwan sen fofonin camel bayu sinam a ai goa amonai on eb efan yen fofonin omi mat wonen.”
GEN.24.26	Namon orot sindan irou ato BADA ikwafirai. 
GEN.24.27	On iyau, “Yau BADA anifain, yau au bada Abraham an God, on an kaber a faskikinai an aumatan au bada aurin ibokikin. Ato yau on BADA ibototoriu totor wat anat au bada Abraham an dam warar auris agat.” 
GEN.24.28	Jeverei iyayai inai ayon an goai ato bobo engon tutufin simamatar auris on idudur. 
GEN.24.29+GEN.24.30	Rebecca robun wabin on Laban. On an werai on robun aburunai urakof a asunai kwasi iten a dura mamaba orot jeverei iyawur on idudur i tatam on, on iyayai inai ato orot igaturai dogu sareuai nan camel sesebisi itatawar, 
GEN.24.31	ato iyawur iyau, “Om enat rut tanan au go. Om orot on BADA imomoginem. Aibo mes nin kounai etatawar? Yau au goai on efan abotitiwag yen om aurim a am camel mat auris.” 
GEN.24.32	On mes Abraham an bobo orot on Laban rus sinai au go. Ato Laban an bobo orot on camel tefasi emon sawar siyeiren ato asi bayu siboen sinat sites siyam. Namon sareu sibo sinat Abraham an bobo orot a on an orot mat ass sitsouen mes. 
GEN.24.33	Namon bayu nanai siyein, baise on iyau, “Yau men gariwat bayu anam mes, ab ainau on dura an kasonem unsagob yau aibo mes anat nin.” Laban iyau, “Basit, ekasonei.”
GEN.24.34	On mes bobo orot on ibosuruf dura ikakafun iyau, “Yau on Abraham an bobo orot. 
GEN.24.35	BADA on yau au bada Abraham gagaminai bag imomoginai ato sawarotin imatar. On bobaitu engon; sheep, goat, cow, agim silver, agim gold a orot jever agirotis on engon itai. 
GEN.24.36	Yau au bada awan Sarah on ijenekwar an werai fifi orot ituai, ato yau au bada an buder engon natun itai. 
GEN.24.37	Yau au bada iyameu aifaro on an dura atifonaboai mes. On iyawureu iyau, ‘Om men Canaan tafanam emon jeverei unrubin yau natu awan mes. 
GEN.24.38	Baise om unan tamau an sabu, an dam warar amosi natu awan nan unrubin. 
GEN.24.39	Ato yau au bada aitetemai au, ‘Ato jeverei men ingogoi yau rui wannanat on arimon mamaba? 
GEN.24.40	On iyafoteu iyau, ‘BADA ato ra fufur abifonaboai On arimon an anea iniyafarai om rum wonan bainonot aifan on iniyamai weinem. Om arimon tou au sabu emon natu awan unboai, yau tamau an dam warar emon. 
GEN.24.41	Eta on kaitamom wat. Om unan yau au dam warar auris ato osi men sinibasitem jeverei unboai unnanat on arimon om baifaro emon on inrufanim.
GEN.24.42	Yau ari rabirabi anat dogu sareuai nan ato abayoi, ‘Yau au bada Abraham an BADA God, karun, eibaisiu au bobo innat obin inmatar. 
GEN.24.43	Yau atonio dogu sareuai. On an werai jeverei boboun sareu boin mes ingagat on, yau arimon anifefeyanai an kibub emon sareu initeu antoman. 
GEN.24.44	Ato on jeverei inbibasit sareu initeu antotoman a toun ingogoi camel asi sareu inboai inites sintotoman on, yau asagob jeverei min on urubinai au bada natu awan mes.’ 
GEN.24.45	Yau nana ababayoi ato Rebecca abaranai kibub auman inat ato isur dogu sareuai sareu itsun mes. Yau awur au, ‘Karun, sareu eiteu antoman.’ 
GEN.24.46	On ra kaita an kibub abaran emon iyeirai isur ato iyau, ‘Etoman a mat am camel sareu anites sintoman.’ On mes yau sareu atoman ato on camel ba asi sareu ites sitoman. 
GEN.24.47	Yau aitetemai au, ‘Om iyafan natun jeverei?’ Ato on iyafoteu iyau, ‘Yau on Bethuel natun jeverei, Bethuel on Nahor a Milcah rus natus.’ Namon yau urakof aburunai ayein a asunai kwasi aiganen. 
GEN.24.48	Namon yau sindau arou ato BADA akwafirai. Yau BADA anifain, yau bada Abraham an God. On ibototoriu totor wat anat yau au bada an dam warar auris ato jeverei agaturai on natun awan mes. 
GEN.24.49	Basit omi ari wongogoi ami moa obin a dura bagai wat au bada Abraham aurin wonbiyamai on basit rerebai wonkasoneu. O omi men wongogoi mes on eb rerebai wonkasoneu ato yau an sagob au bainonot aniyamai.”
GEN.24.50	Namon Laban a Bethuel rus siyafotai siyau, “Atonio bobo on BADA emon, on mes wei men eta tani yen aifan wanau on. 
GEN.24.51	Rebecca on atonio, om ebo ato enai am bada Abraham natun orot awan mes inmatar, mamaba BADA Toun iyau nanaba.” 
GEN.24.52	On an rai Abraham an bobo orot atonio dura itatam on, on sindan irou ikwafir isur magin motob iruyein ato BADA ikwafirai. 
GEN.24.53	Namon bobo orot on monag sawar agim silver a agim goldai sibiyamen on a beber iyateten ato iboen Rebecca itai. Mat on siwar baiyas gagamis bag on robun a ayon ites.
GEN.24.54	Namon Abraham an bobo orot an orot mat sinat on bayu siyam sitom ato fom nan mat siyen. Osi fomenei simisir ato Abraham an bobo orot on iyau, “Yau agogoi anmatabir men anan au bada aurin.”
GEN.24.55	Baise Rebecca robun orot a ayon rus siyafotai siyau, “Jeverei on eikirir tafaror kaitamom o ra auyotoat nanaba mat wanama weie on gibui inan.”
GEN.24.56	Baise Abraham an bobo orot on iyawures iyau, “Men wonbotaniu mes. BADA on ibaisiu au bib iyamai inat obin imatar; on mes woniyafareu anan au bada Abraham aurin.”
GEN.24.57	Osi siyafotai siyau, “Basit ot jeverei tayor enat ato taitetemai tait.” 
GEN.24.58	On mes osi Rebecca siyor inat ato sitetemai siyau, “Om egogoi atonio orot rum wonan i?” On iyafotes iyau, “Eee! yau rui anan.”
GEN.24.59	On mes osi Rebecca a an fio kaifar jever on sikirires ato Abraham an bobo orot a on an orot fani mat sinai. 
GEN.24.60	Ato osi atonio dura ai on Rebecca simomoginai ato siyawur siyau:
GEN.24.60	“Wei robui. Om arimon sabu babaisonis ayos unmatar! Om wawam agirim arimon asi ragit sinbomerubes ato asi mafam gagamis sinboai!”
GEN.24.61	Namon Rebecca a an bobo jeverei rus sibotitiwag ato asi camel tefasi sigai simair. Abraham an bobo orot Rebecca ibo ato tafanam sikirir sinai.
GEN.24.62	Isaac on Dogu Sareu BADA Yayawasin Yau Eiteu On An Dogu Sareu emon inat Canaan tafanam turinai nan imama. 
GEN.24.63	Rabirabi tani Isaac igat inai masauai ibibib ato matan ireben inai on camel si nat on ites. 
GEN.24.64	On an werai Rebecca iyeit Isaac it on an camel emon isur 
GEN.24.65	ato Abraham an bobo orot itetemai iyau, “Orot ato masau ai ibib aurit enat on iyafan?”
GEN.24.65	Bobo orot iyafotai iyau, “On min yau au bada Isaac.” On mes Rebecca beber ibo ato magin ikukum.
GEN.24.66	Namon bobo orot ato bobo engon tutufin ifofour on Isaac ikasonai. 
GEN.24.67	Isaac on Rebecca ibo sinai ayon Sarah an guwi ai sirui ato nan iawan sima. Isaac on Rebecca inuaboai ato on emon kubainunub ibo, on an rai ayon irabob gibunai.
GEN.25.1	Abraham jever tani ba iawan, on wabin min Keturah. 
GEN.25.2	On jever nanatun sirarat wabis on Zimran, Jokshan, Medan, Midian, Ishbak a Shuah. 
GEN.25.3	Sheba a Dedan rus tamas on Jokshan a Dedan wawan agirin on Asshur yangan, Letush yangan a Leumm yangan. 
GEN.25.4	Midian nanatun on Ephah, Epher, Hanoch, Abida a Eldaah. Atonio osi engon on Keturah wawan agirin.
GEN.25.5	Abraham an buder engon on Isaac aurin ikirir; 
GEN.25.6	baise Abraham on nana yawasin imama an werai on siwar awawan ufuigeg nanatun sibitu on ites. Namon osi fifirig gigiawan on iyafares sinai au wera matan tafanam nan sitama mes, yabin Abraham on men igogoi osi fifirig on Isaac mat sitama.
GEN.25.7+GEN.25.8	Abraham iorokwar bag weie irarabob an kwanda on 175. 
GEN.25.9	On nanatun Isaac a Ishmael, Machpelah agim doguai nan sigarob, Mamre bisinai au wera matan na, on min Ephron an motobai, Ephron min Zohar Hitt orot natun. 
GEN.25.10	Motob ato Abraham Hitt yangan auris itotobon on, on nan Abraham a awan Sarah rus sigarobis. 
GEN.25.11	Abraham irabob gibunai, God on Isaac imomoginai. Isaac on Dogu Sareu wabin BADA Yayawasin Yau Eiteu On An Dogu Sareu bisinai nan ima.
GEN.25.12	Atonio on Ishmael nanatun wawan agirin an dudur, Ishmael on Abraham natun, Sarah an agir jeverei Egypt emon wabin Hagar on ituai. 
GEN.25.13	Ishmael nanatun mamaba sirat inan, osi wabis on atonio: Nebaioth, Kedar, Adbeel Mibsam, 
GEN.25.14	Mishma, Dumah, Massa, 
GEN.25.15	Hadad, Tema, Jetur, Naphish a Kedemah. 
GEN.25.16	Osi on dam auyotoat an yayatan ruam nanatun wawas agiris, ato osi wabis min asi goa mafam siwab seiris. 
GEN.25.17	Ishmael an kwanda on 137 weie irabob. 
GEN.25.18	Ishmael an dam warar on Havilah a Shur tafanam basunai nan sima, Egypt au wera matan na, eta au Assyria inan on nan. Abraham nanatun wawan agirin fani on ma komasis fasisi on mes osi mabisi nan sima.
GEN.25.19	Atonio on Abraham natun Isaac an dudur. 
GEN.25.20	Isaac an kwanda orot ruam an rai on Rebecca iawan, on min Bethuel natun jeverei a Laban robun, osi min Aram emon sinat Mesopotamia nan. 
GEN.25.21	Rebecca on arin on mes Isaac on BADA aurin ibayoi awan Rebecca aurin fifi itituai mes. BADA on Isaac an bayoi iyafotai ato on awan Rebecca on inafot. 
GEN.25.22	Fifirig orot sisiru on Rebecca yanai simama ato osi rus on sibiyerarat. On mes Rebecca iyau, “Aibo mes atonio bobo on nanaba emamatar yau auriu?” On mes on inai BADA ititetemai an baiyafot itboai mes.
GEN.25.23	BADA on aurin iyau, “Tafanam ruam om yam amonai; om arimon sabu ruam unitu, osi sinkuseb ato tani on arimon infaiwar kwakwan men tani ba. Ainau orot on arimon giya orot iniagirai.”
GEN.25.24	Rebecca an wera inat itotoub on fifirig orot sisiru sirat. 
GEN.25.25	Fifi orot ainau irarat on usin mururin, ato usin engon on bubunin youbin wat on sitau, on beber usinai itakwakwarai bait, on mes on wabin siyor Esau.
GEN.25.26	On gibunai fifi giya bairuin ba irarat on imanai Esau ann etun on aumiet bag ibokikin auman irat, on mes on siyor Jacob.
GEN.25.27	Fifirig sirat orot simatar, ato Esau on bo am an orot imatar ato on an gogoi on regai inabib, baise Jacob on orot rutanobin ato an gogoi on goai wat imama. 
GEN.25.28	Isaac an nuabo on Esau, yabin Isaac an gogoi on rega masono Esau ibobo wain on iyam, baise Rebecca an nuabo on Jacob.
GEN.25.29	Ra tani Jacob bayu ibitab ato Esau regai nan ibibib on bitanan igi kwakwan auman imatabir men inat.
GEN.25.30	Esau on Jacob aurin iyau, “Yau bayu mes bag ararabob. Gariwat, om bayu a sosof mururin ato ebitab on turin eiteu.” (On fasinai Esau wabin tani min siyor Edom.) 
GEN.25.31	Jacob iyafotai iyau, “Om ainau on am abou an buder on yau uniteu, weie yau bayu anitem.”
GEN.25.32	Esau iyau, “Engon basit wat! Yau on kafakakai mom anarab, ato abou an buder on arimon men aifan obin tani iniyamai yau auriu on.”
