GEN.1.1	U poèetku stvori Bog nebo i zemlju. 
JDG.13.5	Jer gle, zatrudnjeæeš, i rodiæeš sina, i britva da ne prijeðe po njegovoj glavi, jer æe dijete biti nazirej Božji od utrobe materine, i on æe poèeti izbavljati Izrailja iz ruku Filistejskih. 
JDG.13.6	I žena doðe i reèe mužu svojemu govoreæi: èovjek Božji doðe k meni, i lice mu bijaše kao lice anðela Božijega, vrlo strašno; ali ga ne zapitah odakle je, niti mi on kaza svojega imena. 
JDG.13.7	Nego mi reèe: gle, ti æeš zatrudnjeti, i rodiæeš sina; zato sada ne pij vina ni silovita piæa i ne jedi ništa neèisto; jer æe dijete biti nazirej Božji od utrobe materine pa do smrti. 
JDG.13.8	Tada se Manoje pomoli Gospodu i reèe: o Gospode! neka opet doðe k nama èovjek Božji, kojega si slao, da nas nauèi šta æemo èiniti s djetetom, kad se rodi. 
JDG.13.9	I usliši Gospod glas Manojev; i doðe opet anðeo Gospodnji k ženi kad sjeðaše u polju; a Manoje muž njezin ne bješe kod nje. 
JDG.13.10	Tada žena brže otrèa i javi mužu svojemu govoreæi mu: evo, javi mi se onaj èovjek, koji mi je prije dolazio. 
JDG.13.11	A Manoje ustavši poðe sa ženom svojom; i kad doðe k èovjeku, reèe mu: jesi li ti onaj èovjek što je govorio ovoj ženi? On odgovori: jesam. 
JDG.13.12	A Manoje reèe: kad bude što si kazao, kako æe biti pravilo za dijete i šta æe èiniti s njim? 
JDG.13.13	A anðeo Gospodnji reèe Manoju: žena neka se èuva od svega što sam joj kazao. 
JDG.13.14	Neka ne jede ništa što dolazi s vinove loze, i vina ni silovita piæa neka ne pije, i ništa neèisto neka ne jede. Što sam joj zapovjedio sve neka drži. 
JDG.13.15	Tada reèe Manoje anðelu Gospodnjemu: radi bismo te ustaviti da ti zgotovimo jare. 
JDG.13.16	A anðeo Gospodnji odgovori Manoju: da me i ustaviš, neæu jesti tvojega jela; nego ako hoæeš zgotoviti žrtvu paljenicu, prinesi je Gospodu. Jer Manoje nije znao da je anðeo Gospodnji. 
JDG.13.17	Opet reèe Manoje anðelu Gospodnjemu: kako ti je ime? da ti zahvalimo kad se zbude što si rekao. 
JDG.13.18	A anðeo Gospodnji odgovori mu: što pitaš za ime moje? Èudno je. 
JDG.13.19	Tada Manoje uze jare i dar, i prinese Gospodu na stijeni; a anðeo uèini èudo pred Manojem i ženom njegovom; 
JDG.13.20	Jer kad se podiže plamen s oltara k nebu, anðeo Gospodnji podiže se u plamenu s oltara; a Manoje i žena njegova videæi to padoše nièice na zemlju; 
JDG.13.21	I anðeo se Gospodnji ne javi više Manoju ni ženi njegovoj. Tada Manoje razumje da je anðeo Gospodnji. 
JDG.13.22	I reèe Manoje ženi svojoj: zacijelo æemo umrijeti, jer vidjesmo Boga. 
JDG.13.23	A žena mu reèe: kad bi htio Bog da nas ubije, ne bi primio iz naših ruku žrtve paljenice ni dara, niti bi nam pokazao svega ovoga, niti bi nam sad objavio takih stvari. 
JDG.13.24	I tako ta žena rodi sina, i nadje mu ime Samson; i dete odraste, i Gospod ga blagoslovi. 
JDG.13.25	I duh Gospodnji poèe hoditi s njim po okolu Danovu, izmeðu Saraje i Estaola.
JDG.14.1	I siðe Samson u Tamnat, i vidje ondje jednu djevojku izmeðu kæeri Filistejskih. 
JDG.14.2	I vrativši se kaza ocu svojemu i materi svojoj govoreæi: vidjeh djevojku u Tamnatu izmeðu kæeri Filistejskih; oženite me njom. 
JDG.14.3	A otac i mati rekoše mu: zar nema djevojke meðu kæerima tvoje braæe u svem narodu mom, da ideš da se oženiš izmeðu Filisteja neobrezanijeh? A Samson odgovori ocu svojemu: njom me oženi, jer mi je ona omiljela. 
JDG.14.4	A otac i mati njegova ne znadijahu da je to od Gospoda, i da traži zadjevicu s Filistejima; jer u ono vrijeme Filisteji vladahu sinovima Izrailjevijem. 
JDG.14.5	I tako side Samson s ocem svojim i s materom svojom u Tamnat, i kad doðoše do vinograda Tamnatskih, gle, mlad lav rièuæi sukobi ga. 
JDG.14.6	I duh Gospodnji side na nj, te rastrže lava kao jare nemajuæi ništa u ruci: i ne kaza ocu ni materi šta je uèinio. 
JDG.14.7	I tako došavši govori s djevojkom, i ona omilje Samsonu. 
JDG.14.8	A poslije nekoliko dana iduæi opet da je odvede, svrne da vidi mrtvoga lava; a gle, u mrtvom lavu roj pèela i med. 
JDG.14.9	I izvadi ga u ruku, i poðe putem jeduæi; i kad doðe k ocu i materi, dade im te jedoše; ali im ne reèe da je iz mrtvoga lava izvadio med. 
JDG.14.10	I tako doðe otac njegov k onoj djevojci, i Samson uèini ondje veselje, jer tako èinjahu momci. 
JDG.14.11	I kad ga vidješe Filisteji, izabraše trideset druga da budu s njim. 
JDG.14.12	I reèe im Samson: ja æu vam zagonenuti zagonetku, pa ako mi je odgonenete za sedam dana dok je veselje i pogodite, daæu vam trideset košulja i tridesetore sveèane haljine. 
JDG.14.13	Ako li ne odgonenete, vi æete dati meni trideset košulja i tridesetore sveèane haljine. A oni mu rekoše: zagoneni zagonetku svoju, da èujemo. 
JDG.14.14	Tada im reèe: od onoga koji jede izide jelo, i od ljutoga izide slatko. I ne mogoše odgonenuti zagonetke tri dana. 
JDG.14.15	I sedmi dan rekoše ženi Samsonovoj: nagovori muža svojega da nam kaže zagonetku, ili æemo spaliti ognjem tebe i dom oca tvojega. Jeste li nas zato pozvali da nam uzmete imanje? je li tako? 
JDG.14.16	I stade plakati žena Samsonova pred njim govoreæi: ti mrziš na me, i ti me ne ljubiš; zagonenuo si zagonetku sinovima naroda mojega, a neæeš meni da je kažeš. A on joj reèe: gle, ni ocu svojemu ni materi svojoj nijesam je kazao, a tebi da je kažem? 
JDG.14.17	I ona plaka pred njim za sedam dana dokle trajaše veselje. A sedmi dan kaza joj, jer bješe navalila na nj; a ona kaza zagonetku sinovima naroda svojega. 
JDG.14.18	Tada mu rekoše ljudi grada onoga sedmi dan dok sunce ne zaðe: šta je slaðe od meda, i šta je ljuæe od lava? A on im reèe: da nijeste orali na mojoj junici, ne biste pogodili moje zagonetke. 
JDG.14.19	I doðe na nj duh Gospodnji, te siðe u Askalon, i pobi ondje trideset ljudi, i uze odijelo s njih i dade sveèane haljine onima koji odgonenuše zagonetku; i rasrdi se vrlo i otide kuæi oca svojega. 
JDG.14.20	A žena Samsonova udade se za druga njegova, s kojim se bijaše udružio.
JDG.15.1	A poslije nekoliko dana, o pšeniènoj žetvi, doðe Samson da pohodi ženu svoju donesavši joj jare, i reèe: idem k ženi svojoj u ložnicu. Ali mu otac njezin ne dade da uðe. 
JDG.15.2	Jer reèe otac njezin: ja mišljah zacijelo da ti nije po volji, pa je dadoh drugu tvojemu; nego mlaða sestra njezina nije li ljepša od nje? uzmi nju mjesto one. 
JDG.15.3	A Samson im reèe: ja neæu biti kriv Filistejima kad im uèinim zlo. 
JDG.15.4	I otišavši Samson uhvati trista lisica, i uze luèa, i sveza po dvije za repove, i metnu po jedan luè meðu dva repa, 
JDG.15.5	Pa zapali luèeve, i pusti u ljetinu Filistejsku, i popali ljetinu požnjevenu i nepožnjevenu, i vinograde i maslinike. 
JDG.15.6	Tada Filisteji rekoše: ko je to uèinio? I odgovoriše: Samson zet Tamnaæaninov, jer mu uze ženu i dade je drugu njegovu. Tada doðoše Filisteji i spališe ognjem nju i oca njezina. 
JDG.15.7	A Samson im reèe: ako ste i uèinili tako, opet æu vam se osvetiti, pa æu se onda okaniti. 
JDG.15.8	I polomi ih ljuto nogama po bedrima: potom otide i nastani se u peæini od stijene Itama. 
JDG.15.9	Tada izidoše Filisteji i stadoše u oko prema Judi, i raširiše se do Lehije. 
JDG.15.10	A ljudi od Jude rekoše: što ste izašli na nas? I odgovoriše: izašli smo da svežemo Samsona i da mu uèinimo kako je on nama uèinio. 
JDG.15.11	Tada izide tri tisuæe ljudi iz Jude k peæini u stijeni Itamu, i rekoše Samsonu: ne znaš li da Filisteji vladaju nad nama? zašto si nam dakle to uèinio? A on im reèe: kako su oni meni uèinili tako ja uèinih njima. 
JDG.15.12	Oni mu rekoše: došli smo da te svežemo i predamo u ruke Filistejima. A Samson im reèe: zakunite mi se da neæete vi uložiti na me. 
JDG.15.13	Oni mu odgovoriše i rekoše: neæemo; nego æemo te samo svezati i predati u njihove ruke, ali te neæemo pogubiti. I svezaše ga u dva nova uža i odvedoše ga iz stijene. 
JDG.15.14	I kad on doðe do Lehije, Filisteji ga sretoše vièuæi od radosti; a duh Gospodnji siðe na nj, i uža na rukama njegovima postaše kao konci izgorjeli od vatre, i spadoše sveze s ruku njegovijeh. 
JDG.15.15	I on naðe èeljust magareæu još sirovu, i pruživ ruku svoju uze je, i pobi njom tisuæu ljudi. 
JDG.15.16	Potom reèe Samson: èeljušæu magareæom jednu gomilu, dvije gomile, èeljušæu magareæom pobih tisuæu ljudi. 
JDG.15.17	A kad izreèe, baci èeljust iz ruke svoje, i nazva ono mjesto Ramat-Lehija. 
JDG.15.18	I bijaše žedan jako, te zavapi ka Gospodu i reèe: ti si uèinio rukom sluge svojega ovo izbavljenje veliko; a sada hoæu li umrijeti od žeði, ili æu pasti u ruke neobrezanima? 
JDG.15.19	Tada Bog rascijepi stijenu u Lehiji, i proteèe voda iz nje, te se napi, i povrati mu se duh i oživje. Zato se prozva onaj izvor En-Akore, koji je u Lehiji do današnjega dana. 
JDG.15.20	I bi sudija Izrailju za vremena Filistejskoga dvadeset godina.
JDG.16.1	Potom otide Samson u Gazu, i ondje vidje jednu ženu kurvu, i uðe k njoj. 
JDG.16.2	I ljudima u Gazi bi kazano: doðe Samson ovamo. I opkoliše i vrebaše ga cijelu noæ na vratima gradskim; i stajahu u potaji cijelu noæ govoreæi: dok svane, ubiæemo ga. 
JDG.16.3	Ali Samson spavav do ponoæi usta u ponoæi, i šèepa vrata gradska s oba dovratka i išèupa ih s prijevornicom zajedno, i metnu ih na ramena i odnese navrh gore koja je prema Hevronu. 
JDG.16.4	Poslije toga zamilova djevojku na potoku Soriku, kojoj bješe ime Dalida. 
JDG.16.5	I doðoše k njoj knezovi Filistejski i rekoše joj: prevari ga i iskušaj gdje mu stoji velika snaga i kako bismo mu dosadili da ga svežemo i svladamo; a mi æemo ti dati svaki po tisuæu i sto srebrnika. 
JDG.16.6	I Dalida reèe Samsonu: hajde kaži mi gdje stoji tvoja velika snaga i èim bi se mogao svezati i svladati. 
JDG.16.7	A Samson joj reèe: da me svežu u sedam gužava sirovijeh neosušenijeh, onda bih izgubio snagu i bio kao i drugi èovjek. 
JDG.16.8	I donesoše joj knezovi Filistejski sedam gužava sirovijeh, još neosušenijeh, i ona ga sveza njima. 
JDG.16.9	A kod nje bijaše zasjeda u sobi; i ona mu reèe: eto Filisteja na te, Samsone! A on pokida gužve, kao što se kida konac od kudjelje kad osjeti vatru; i ne dozna se za snagu njegovu. 
JDG.16.10	Potom reèe Dalida Samsonu: gle, prevario si me, i slagao si mi; nego hajde kaži mi èim bi se mogao svezati. 
JDG.16.11	A on joj reèe: da me dobro svežu novim užima kojima nije ništa raðeno, tada bih izgubio snagu i bio bih kao drugi èovjek. 
JDG.16.12	I Dalida uze nova uža, i sveza ga njima, pak mu reèe: eto Filisteja na te, Samsone! A zasjeda bijaše u sobi. A on raskide s ruku uža kao konac. 
JDG.16.13	Tada reèe Dalida Samsonu: jednako me varaš i lažeš mi; kaži mi èim bi se mogao svezati? A on joj reèe: da sedam pramena kose na glavi mojoj priviješ na vratilo. 
JDG.16.14	I ona zaglavivši vratilo kocem, reèe: evo Filisteja na te, Samsone! A on se probudi od sna, i istrže kolac i osnovu i vratilo. 
JDG.16.15	Opet mu ona reèe: kako možeš govoriti: ljubim te, kad srce tvoje nije kod mene? Veæ si me tri puta prevario ne hoteæi mi kazati gdje ti je velika snaga. 
JDG.16.16	I ona mu dosaðivaše svojim rijeèima svaki dan i navaljivaše na nj, i duša mu prenemože da umre, 
JDG.16.17	Te joj otvori cijelo srce svoje, i reèe joj: britva nije nikad prešla preko glave moje, jer sam nazirej Božji od utrobe matere svoje; da se obrijem, ostavila bi me snaga moja i oslabio bih, i bio bih kao svaki èovjek. 
JDG.16.18	A Dalida videæi da joj je otvorio cijelo srce svoje, posla i pozva knezove Filistejske poruèivši im: hodite sada, jer mi je otvorio cijelo srce svoje. Tada doðoše knezovi Filistejski k njoj i donesoše novce u rukama svojim. 
JDG.16.19	A ona ga uspava na krilu svojem, i dozva èovjeka te mu obrija sedam pramena kose s glave, i ona ga prva svlada kad ga ostavi snaga njegova. 
JDG.16.20	I ona reèe: eto Filisteja na te, Samsone! A on probudiv se od sna reèe: izaæi æu kao i prije i oteæu se. Jer ne znadijaše da je Gospod otstupio od njega. 
JDG.16.21	Tada ga uhvatiše Filisteji, i iskopaše mu oèi, i odvedoše ga u Gazu i okovaše ga u dvoje verige mjedene; i meljaše u tamnici. 
JDG.16.22	A kosa na glavi njegovoj poèe rasti kao što je bila kad ga obrijaše. 
JDG.16.23	I knezovi Filistejski skupiše se da prinesu veliku žrtvu Dagonu bogu svojemu, i da se provesele; pa rekoše: predade nam bog naš u ruke naše Samsona neprijatelja našega. 
JDG.16.24	Takoðer i narod vidjevši ga hvaljaše boga svojega govoreæi: predade nam bog naš u ruke naše neprijatelja našega i zatiraèa zemlje naše i koji pobi tolike izmeðu nas. 
JDG.16.25	I kad se razveseli srce njihovo rekoše: zovite Samsona da nam igra. I dozvaše Samsona iz tamnice da im igra, i namjestiše ga meðu dva stupa. 
JDG.16.26	Tada Samson reèe momku koji ga držaše za ruku: pusti me, da opipam stupove na kojima stoji kuæa, da se naslonim na njih. 
JDG.16.27	A kuæa bijaše puna ljudi i žena i svi knezovi Filistejski bijahu ondje; i na krovu bijaše oko tri tisuæe ljudi i žena, koji gledahu kako Samson igra. 
JDG.16.28	Tada Samson zavapi ka Gospodu i reèe: Gospode, Gospode! opomeni me se, molim te, i ukrijepi me, molim te, samo sada, o Bože! da se osvetim jedanput Filistejima za oba oka svoja. 
JDG.16.29	I zagrli Samson dva stupa srednja, na kojima stajaše kuæa, i nasloni se na njih, na jedan desnom a na drugi lijevom rukom svojom. 
JDG.16.30	Pa onda reèe Samson: neka umrem s Filistejima. I naleže jako, i pade kuæa na knezove i na sav narod koji bješe u njoj; i bi mrtvijeh koje pobi umiruæi više nego onijeh koje pobi za života svojega. 
JDG.16.31	Poslije doðoše braæa njegova i sav dom oca njegova, i uzeše ga, i vrativši se pogreboše ga izmeðu Saraje i Estaola u grobu Manoja oca njegova. A on bi sudija Izrailju dvadeset godina.
JDG.17.1	A bijaše jedan èovjek iz gore Jefremove po imenu Miha. 
JDG.17.2	On reèe materi svojoj: tisuæa i sto srebrnika, što su ti ukradeni, za koje si klela i govorila preda mnom, evo, to je srebro u mene, ja sam ga uzeo. A mati mu reèe: Gospod da te blagoslovi, sine! 
JDG.17.3	A kad vrati tisuæu i sto srebrnika materi svojoj, reèe mati njegova: to sam srebro posvetila Gospodu iz svoje ruke za tebe, sine moj, da se naèini od njega lik rezan i liven; zato ti ga sada dajem natrag. 
JDG.17.4	Ali on opet dade srebro materi svojoj, a mati uze dvjesta srebrnika i dade zlataru, a on naèini od njega lik rezan i liven, te bijaše u kuæi Mišinoj. 
JDG.17.5	I taj Miha imaše kuæu za bogove, i naèini opleæak i likove, i posveti jednoga izmeðu sinova svojih da mu bude sveštenik. 
JDG.17.6	U to vrijeme ne bješe cara u Izrailju: svaki èinjaše što mu bijaše drago. 
JDG.17.7	A bješe jedan mladiæ iz Vitlejema Judina, od porodice Judine, koji bješe Levit i ondje boravljaše. 
JDG.17.8	On otide iz toga grada, Vitlejema Judina, da se nastani gdje može; i iduæi svojim putem doðe u goru Jefremovu do kuæe Mišine. 
JDG.17.9	A Miha mu reèe: otkuda ideš? Odgovori mu Levit: iz Vitlejema Judina, idem da se nastanim gdje mogu. 
JDG.17.10	A Miha mu reèe: ostani kod mene, i budi mi otac i sveštenik, a ja æu ti dati deset srebrnika na godinu i dvoje haljine i hranu. I otide Levit k njemu. 
JDG.17.11	I Levitu bi po volji da ostane kod njega, i bi mu taj mladiæ kao da mu je sin. 
JDG.17.12	I Miha posveti Levita da mu je sveštenik taj mladiæ, i osta u kuæi Mišinoj. 
JDG.17.13	Tada reèe Miha: sada znam da æe mi Gospod uèiniti dobro zato što imam Levita sveštenika.
JDG.18.1	U to vrijeme ne bješe cara u Izrailju, i u to vrijeme pleme Danovo tražaše sebi našljedstvo gdje bi nastavalo, jer mu do tada ne bješe dopalo našljedstvo meðu plemenima Izrailjevijem. 
JDG.18.2	Zato poslaše sinovi Danovi iz porodice svoje pet ljudi izmeðu sebe, hrabre ljude od Saraje i Estaola, da uhode zemlju i dobro razmotre, i rekoše im: idite, razmotrite zemlju. I oni otidoše u goru Jefremovu u kuæu Mišinu i zanoæiše ondje. 
JDG.18.3	I kad bijahu kod kuæe Mišine, poznaše glas onoga mladiæa Levita, i svrativši se onamo rekoše mu: ko te dovede ovamo? i šta radiš tu? i šta æeš tu? 
JDG.18.4	A on im reèe: tako i tako uèini mi Miha, i najmi me da mu budem sveštenik. 
JDG.18.5	A oni mu rekoše: upitaj Boga da znamo hoæe li nam biti sreæan put na koji poðosmo. 
JDG.18.6	A sveštenik im reèe: idite s mirom; po volji je Gospodu put kojim idete. 
JDG.18.7	I tako pošavši onijeh pet ljudi doðoše u Lais, i vidješe tamošnji narod gdje živi bez straha po obièaju Sidonskom, mirno i bez straha, i da nema nikoga u zemlji ko bi im èimgod dosaðivao ili otimao vlast, i da su daleko od Sidonjana niti imaju šta s kim. 
JDG.18.8	Pa kad se vratiše k braæi svojoj u Saraju i Estaol, rekoše im braæa: što je? 
JDG.18.9	A oni rekoše: ustajte da idemo na njih; jer vidjesmo zemlju, i vrlo je dobra. I vi ne marite? nemojte se lijeniti, nego pohitajte da uzmete zemlju. 
JDG.18.10	Kad doðete, doæi æete k narodu bezbrižnom i u zemlju prostranu; jer je predade Bog u vaše ruke; to je mjesto gdje nema nedostataka ni u èem što ima na zemlji. 
JDG.18.11	Tada poðoše odande iz Saraje i Estaola šest stotina ljudi od porodice Danove naoružanijeh. 
JDG.18.12	I otišavši stadoše u oko kod Kirijat-Jarima u Judi; zato se prozva ono mjesto Mahane-Dan do danas, i jest iza Kirijat-Jarima. 
JDG.18.13	A odande pošavši u goru Jefremovu doðoše u kuæu Mišinu. 
JDG.18.14	Tada progovoriše petorica što bijahu išli da uhode zemlju Laisku, i rekoše braæi svojoj: znate li da u ovijem kuæama ima opleæak i likova, i lik rezan i lik liven? Sada dakle gledajte što æete raditi. 
JDG.18.15	A oni svrativši se onamo uðoše u kuæu gdje bješe mladiæ Levit, u kuæu Mišinu, i upitaše ga za zdravlje. 
JDG.18.16	A šest stotina ljudi naoružanijeh od sinova Danovijeh stadoše pred vratima. 
JDG.18.17	A pet ljudi što bjehu išli da uhode zemlju otišavši uðoše i uzeše lik rezan i opleæak i likove i lik liven; a sveštenik stajaše na vratima sa šest stotina ljudi naoružanijeh. 
JDG.18.18	I oni što uðoše u kuæu Mišinu kad uzeše lik rezani, opleæak, likove i lik liveni, sveštenik im reèe: šta radite? 
JDG.18.19	A oni mu rekoše: muèi, metni ruku na usta, pa hajde s nama, i budi nam otac i sveštenik. Što ti je bolje, biti sveštenik kuæi jednoga èovjeka ili biti sveštenik plemenu i porodici u Izrailju? 
JDG.18.20	I sveštenik se obradova u srcu, i uze opleæak i likove i lik rezani, i uðe meðu narod. 
JDG.18.21	I okrenuvši se poðoše pustivši djecu i stoku i zaklade naprijed. 
JDG.18.22	A kad bijahu daleko od kuæe Mišine, onda ljudi koji življahu u kuæama blizu kuæe Mišine skupiše se i poðoše u potjeru za sinovima Danovijem. 
JDG.18.23	I vikaše za sinovima Danovijem, a oni obazrevši se rekoše Miši: što ti je, te si skupio tolike ljude? 
JDG.18.24	A on reèe: uzeli ste moje bogove koje sam naèinio, i sveštenika, pa otidoste. Šta još imam? pa još kažete: što ti je? 
JDG.18.25	A sinovi Danovi rekoše mu: nemoj da ti se èuje glas za nama, da ne bi udarili na vas ljudi gnjevni, te æeš izgubiti dušu svoju i dušu doma svojega. 
JDG.18.26	I sinovi Danovi otidoše svojim putem, a Miha videæi da su jaèi od njega vrati se i otide kuæi svojoj. 
