MAT.1.1	A wo li nwer nyi etꞌtohngo ji Jisos Kraist lohng no, ji jolo mmon a Devid,
LUK.13.32	Owo Jisos kehm faange bo re, “Songen, wahn song tong ekpangang jio re, ‘N kpꞌkame ane abi atohko yehke, fere lim ane, bo nob ayam ebo. N kpꞌlimi lela, lim behna, lꞌbiingi nfung era, n gohro lim mal.’
LUK.13.33	M bahke tahme eljen ename asongo lela tete rehng behna, a etoono efung behko. Tibre nnyehnamahr, bo bahk-e tiki wul go Jerusalem, edi jindiki sang.
LUK.13.34	“Wahn Jerusalem, ń kpo wul abanyehnamahr, fere tuubu ane ba Esowo tumu tv-n atal. Nkpel tvv n jo gare re me n lung-n tv elname ana nkok abon kpo lung abon ebe, fere walle bo. Wahn korem elbake!
LUK.13.35	“Anv, etahk ejahne bahke sake nehme nehme.
LUK.14.1	Efung Esabat abehng Jisos kehm tahme song li nsol go etahk ntubesi a nne a Farisi awohng. Owo bo jo baab-e.
LUK.14.2	Nne awohng no gbo eyam ebyeenge kehm bake goji Jisos.
LUK.14.3	Owo Jisos kehm bahbe atꞌtibi ba atahm, a Bab Farisi re, “Anv, ntahm enyahre tꞌtaame re nne jo lim ane, bo nob efung Esabata, afi?”
LUK.14.4	Bo kehm belle.
LUK.14.4	Owo Jisos kehm rodo nne eyam noo, lim-e, á nob, fere yak-e, á song. 
LUK.14.5	Jisos kehm tongo bo re, “Anv, nne awo ewahne no mmon ewe, afi nfong enye bahke gboko yel elbing alahb ni kpꞌrahbe, á kꞌsong yehk-e efung Esabata?”
LUK.14.6	Jol bo we maam faange ejumjum.
LUK.14.7	Jisos nyehne kan ana ane ba bo tob tiingi bo elkak fvfo ma song yehke adi nji nya li wahre wahre,
LUK.14.8	“Nne lꞌtiing-a elkak elbal, ka song ji edi nji ji li wahre wahre. Fundiki nne no ga gbal sehnge wo, nfono elkak tꞌtob tiing-e fvfo. 
LUK.14.9	Lꞌjol ano, nne no tiingi wahn ane abal abal bahke bake, ba tong-a re, ‘Tahm ka nne noa, á ji!’ Ndon bahk-a kehme elfili re wo fere song ji go nredereda nji.
LUK.14.10	“Bo lꞌtiing-a elkak, song ji go nredereda nji, eji nfono elkak lꞌba, á bahke ba tong-a re, ‘Mbi, mehl, wo ba ji ga nwahrewahra nji.’ Owo a bahke bele ellub go esamahr ane kpee ba jehk a na go ekpꞌkuru jio.
LUK.14.11	“Tibre nne awohng awohng no lꞌrod elne bum wahre wahre, bo bahk-e rede na. Nne no lꞌrede elne, bo bahk-e rodo, bum wahre wahre.”
LUK.14.12	Owo Jisos kehm tob bung a nne no tiing-e no re, “A lꞌtiingi ane re bo ba li nsol, afi jolo elkak, ka jo tiingi ate eba, jol abonane, jol nnahb enya, a aneb nkontahk eba ba li afang ane. Tibre bo fvfo bo bahk-a tob tiingi. A lꞌlim ano, wobbel eltuuru ena tvtv go ejum ji a limi no. 
LUK.14.13	Ga nob re a lꞌtiingi ane elkak, wo jo tiingi akpak, a abanne, a awakamahr. 
LUK.14.14	A bahke bele elfuulu, tibre bo nehm ma tob lim ka-a.
LUK.14.15	Eji nne awohng no woomo go ellong ane ba tob ji ekpꞌkuru jio a Jisos wuku ano, owo á kehm-e tongo re,
LUK.14.15	“Elfuulu li ka nne no bahke lehke nsol go ejahbetul Esowo.”
LUK.14.16	Jisos kehm-e faange re, “Nne awohng jolo go, no limi egburu elkak, tiingi ane gbalee. 
LUK.14.17	Eji afung elkak ma rehng, á kehm tumu nlokeltum ewe re á song tong ane ba á tiingi bo re bo ba.
LUK.14.18	“Bo ane kpee kehm kehme ellaange kunu go nsol. Ngbokambang a nne kehm tongo nlokeltum noo re, ‘N gunu nfong ewubu, n yahke tahm song wuungu bo. Lub wuk ana n kp-a gboongo titi.’ 
LUK.14.19	Owo nne noko kehm kpe bung re, ‘N gunu edi egbe. M bahke tahme song nyehn. Lub wuk ana n kp-a gboongo titi.’ 
LUK.14.20	Nne noko kehm tob kpe bung re, ‘Me n ko nkal, owo wahnge n lꞌkꞌma ba.’
LUK.14.21	“Nlokeltum noo kehm feere song tong nde.
LUK.14.21	“Nfono elkak noo, atahng kehm-e rake. Á kehm tongo nlokeltum ewe re, ‘Foomo song go afak ejahbe, wo song ko akpak, fere ko abanne, a awakamahr ba a bo.’
LUK.14.22	“Eji nlokeltum noo je feere, á kehm ba tong nde re, ‘Nsoo, ana a bungu no, me n lim. Eyake jia, kpeke li, ji ane bahke kpe ji.’
LUK.14.23	“Nde kehm tongo nlokeltum noo re, ‘Song go abang ebud, a abang ekulugbe, wo jo fanne ane, eji bo lꞌba, ba yel, ane lꞌrur go egame ekpꞌkpa.’ 
LUK.14.24	Tibre n kp-n tongo re, Nne awohng awohng go ellong ane ba bo tiingi bo nehm tiki li elkak ename.”
LUK.14.25	Ellong ane gbalee jo jene a Jisos. Owo á kehm keebe, kehm tongo bo re, 
LUK.14.26	“Nne awohng awohng no lꞌba go egame, á nehm ma jol ntꞌtoono ewame, tohko jol re á ko nde ekv, a nnyehn, a nkal ewe, a abon ebe, a abonanyehn, a elkpin ene fvfo. 
LUK.14.27	Nne no tohko sol ekros eje, tahm toon-m, á nehm ma jol ntꞌtoono ewame. 
LUK.14.28	Nne awohng ewahne lꞌseb re á si enyong, á bahke tohko gbo mbang ji, gabe ana bahk-e kimi ekun, joare akpohko enye bahk-e biingi, á si kpee mal. 
LUK.14.29	Á tohko lim ano, fundiki á bahke bumu nnahb ekahme nyi nyi, á nehm kpe ma soro asi. Ane kpee ba lꞌnyehn, bo bahk-e kehme elnyoko re, 
LUK.14.30	‘Nne noa ana bomo etahk go elsehke, á kpeem ma gohro si mal.’
LUK.14.31	“Ntul no kpi nsoja atahltahl nkpel eltahl, no yahke tahm re á song nok ebta a ntul noko no kpꞌbake re á ba nok a ne, no kpi nsoja atahltahl nkpel atahl abal, á bahke tohko gbo mbang ji kpee, toobo, joare á li ma yiimi, nok a ntul noko.
LUK.14.32	Joare á nehm ma yiimi a ne, á bahke tumu ane tv ntul noko, eji á kpeke li go fee re bo song bahb-e ji á bahk-e kake, bo kehm koono.
LUK.14.33	“Ano wo fvfo, nne awohng awohng ewahne no tohko yake ejum ajehng ajehng ji á kpi no, á lꞌkꞌma jol ntꞌtoono ewame.
LUK.14.34	“Akang kpꞌyebe. Elyebe akang lꞌlohng, a bahke limi renan, akang kehm kpe yebe?
LUK.14.35	Jol nehm nob ka ndi, jol nehm nob re nne ko kak go abangenahb nti. Ane kpo sale na elkohn akang nio wohng go. Nne no kpi atung, nong, á wuk.”
LUK.15.1	Abakokatak, a aneb abiafem jo jeere kohlo Jisos, eji bo lꞌjo wuk-e.
LUK.15.2	Bab Farisi, a atꞌtibi ba atahm jo memme re, “Nne noa kpo ko aneb abiafem, fere jo li nsol a bo.”
LUK.15.3	Owo wahnge Jisos kehm tubu bo elgan re, 
LUK.15.4	“Anv, nne ewahne awohng lꞌbel ejoro atahl alon, anyehng lꞌtan, á nehm tahm ejoro behko sa go elka emahng, song seb nyi tane no tete á nyehn-ea?
LUK.15.5	Á lꞌnyehn-e, á bahk-e rodo, kunu go ebahk, fere jo geere.
LUK.15.6	“Á lꞌba rehng etahk, á bahke lungu ate ebe, a aneb nkontahk ebe, fere tong bo re, ‘Tob-m wahn elgeere, tibre me n nyehn njoro enyame nyi tane no.’
LUK.15.7	“N kp-n tongo re, Eyebatahng bahke ga gbal go ejahbetul Esowo, nne abiafem awohng lꞌgbo ndon,
LUK.15.8	“Li re nnenkal kpi nsiring ewubu, anyehng kehm ba tan-e, anv, á nehm nyaale etꞌrekahng, fere feenge ekpꞌkpa, jo seb bem bem bem tete á nyehna?
LUK.15.9	“Á lꞌnyehn, á bahke lungu ate ebe, a aneb nkontahk ebe, tong bo re, ‘Ba tob-m wahn elgeere, tibre me n fere nyehn nsiring nyi tan-m no.’
LUK.15.10	“N kp-n tongo re, Ano wo fvfo enjel nyi Esowo kpo bel eyebatahng, nne abiafem awohng lꞌgbo ndon.”
LUK.15.11	Owo Jisos kehm bungu re, “Nne awohng jolo go, no bele abon ba nlum na abal. 
LUK.15.12	Nkalla kehm tongo nde re, ‘Nsoo, ka-m ejang nsol nyi bahke jolo nyꞌnyame.’ Owo nde noo kehm bake abon ebe na abal nsol enye.
LUK.15.13	“Gaam kang, mmonkalla noo kehm kpuku nsol kpee nyi á bele no, tahm go nlaabambang ejahbe.
LUK.15.14	Eji á ma fad akpohko enye kpee mal, owo njal kehm bake go ejahbe jio, jol nyi nse sang. Á kehm sake abo abo.
LUK.15.15	“Á kehm tahme, song wu laake nfono ejahbe awohng. Á kehm-e tumu re á song, jo song baabe akuk.
LUK.15.16	Jol-e koro re, á jo li nsol nyi akuk kpo li. Jol nnene jolem no jo ka-e.
LUK.15.17	“Eji á ma fere gbo ntir, owo á kehm bungu re, ‘Ane kpee ba nsoo kpo lak bo eltum, bo kpi nsol alehke gbalee, jol sehnge ana nyi bo kpꞌsebe. Wo, me n jehk ana, kpꞌkpoko njal. 
LUK.15.18	M bahke tahme, song kpiri nsoo, fere tong-e re, Nsoo, me n lim abiafem bade Esowo, fere tob lim bada na.
LUK.15.19	Me n kpeem fuumu re bo jo lung-m re mmon ewa. Tob lak-m, me n tob jol nlimeltum ewa.’
LUK.15.20	“Owo á kehm mehle, feere goji nde. Jol á gaam kabbe go etahk nde, nde kehm-e nyehne. Ndon kehm-e fili, á kehm beke, song bing-e, fere sod-e nnyo.
LUK.15.21	“Owo mmon noo kehm-e tongo re, ‘Nsoo, me n lim abiafem bade Esowo, fere lim bada na. N kpeem fuumu re bo jo lung-m re mmon ewa.’
LUK.15.22	“Nde kehm lungu alokeltum ebe, kehm tongo bo re, ‘Song koon ekpawobo ji nno a nno ba a ji, wahn ba kak-e. Tob kaken ye ebil go ebo, wahn fere kak-e akpaketa go akpade. 
LUK.15.23	Song koon mmon a nfong no sahb jꞌjok, wahn ba wul, wahr limen elkak, fere bel eyebatahng.
LUK.15.24	Tibre mmon ewame noa kpꞌkpo, wo anv, yebfere jol go elkpin.
LUK.15.24	“Owo bo kehm soro bom elkak nio go ellimi.
LUK.15.25	“Ngbokambang a mmon jolo go egbe. Eji á jo kehnge abake, ba kabbe go nkpe etahk, á kehm wuku ase nya bo jo kub, fere jo bahn. 
LUK.15.26	Á kehm lungu nlokeltum awohng, kehm-e bahbe re, ‘Ase nyao lohngo rejen?’
LUK.15.27	“Owo á kehm-e faange re, ‘Mmonanne wo ma feere kehnge. Nso ma wul mmon a nfong no joko jok. Tibre yebfere bel mmon ewe nob nob. Ejumjum we limem.’
LUK.15.28	“Eji á ma wuk ano, atahng kehm-e rake. Á kehm tene elyele go ekpꞌkpa.
LUK.15.28	“Owo nde kehm lohngo ba gboong-e.
LUK.15.29	“Á kehm faange nde re, ‘Nnya tvv nyi m ma-a loko. Ngare anyehng anyehng n kpo lim ajehng ajehng ji a tong-m no. Jol me, a ka kꞌka mbul re me n ko lim elkak ka ate ebame. 
LUK.15.30	Wo anv, eji mmon ewa noa ma ba, no ma rannge akpohko enya eji á jo noongo abajenasꞌsa, ye wo, a ma wul mmon a nfong no joko jok ka-e.’
LUK.15.31	“Owo nde kehm-e faange re, ‘Mmon ewame, wo li a name ngare anyehng anyehng. Nsol kpee nyi li nyꞌnyame, tob li nyꞌnya fvfo. 
LUK.15.32	Fꞌfuumu re wahr lim elkak, fere bel eyebatahng. Tibre mmonanne noa kpꞌkpo, anv, yebfere jol go elkpin. Á tꞌtan, anv a, m m-e nyehn.’ ”
LUK.16.1	Jisos kehm kpe bung tong abatꞌtoono ebe re, “Efange nne ajehng jolo gona, ji bele nlokeltum. Ane kehm song tong-e re, nlokeltum noo kpꞌfade akpohko enye.
LUK.16.2	“Owo nde noo kehm-e lungu, kehm-e bahbe re, ‘Jen ji wahnge n kpꞌwuku nsol ana nyia bada na? Ko awer ba a nya, nya a kpo nyon nsol enyame nyi n yake kak-a go ebo. Tibre a nehm kpe tiki jol nlokeltum ewame.’
LUK.16.3	“Owo nlokeltum noo kehm bungu go ege eltim re, ‘Anv, m bahke limi renan, eji nsoo yahk-m yehke go egame eltum? Eko n gaam kpi, ji m bahke jo bahm egbe. Ndon kp-m fili re me n jo gboongo na nsol. 
LUK.16.4	Anv, me n kahn ji m bahke limi, eji n lꞌbel ane ba bahk-m koko, n lene tob bo ngare nyi nsoo ma-m yehke go eltum.’
LUK.16.5	“Owo á kehm lungu ane kpee, ba bele nde abong, kehm tongo ngbokambang re, ‘A kpi nsoo mbong rejen?’ 
LUK.16.6	Á kehm faange re, ‘Nsang akehng atahl alon.’ Nlokeltum noo kehm-e tongo re, ‘Rod nwer a mbong enya, wo ji elwaare, nyon nsang atahl abal a nsang ewubu.’
LUK.16.7	“Owo á kehm bahbe noko re, ‘Anv, wo, mbong enya li rejen?’ Á kehm-e faange re, ‘Ebam nkohl atahl alon.’ Nlokeltum noo kehm-e tongo re, ‘Rod nwer a mbong enya, wo nyon ebam atahl ani.’
LUK.16.8	“Owo nde kehm tehke nkimfahnga nlokeltum ewe noo, tib go elwake ni á ma wake. Tibre abon ba njini nyia ba kpꞌgaka wake go bo a ntum sehnge abon ba ellennge.
LUK.16.9	“N kp-n tongo re, Roden afang nya ki li nyanyahne, wahn ko lim etem, eji afang lꞌmal, bo lꞌko-n kak go ntahk nyi li go njinanjini.
LUK.16.10	Nne no lꞌbel ekakesehk go mmojum no nse, á tob kpi ekakesehk go egburu ejum. Nne no kil ma lim mmojum no nse go etingitingi, á kpehme ma tob lim egburu ejum go etingitingi.
LUK.16.11	“Eji ń ki ma lim nsol nyi njini nyia go ekakesehk, bahke limi renan, bo kehm yake atingitingi afang kak-n go egahne abo? 
LUK.16.12	Eji ń ki bel ekakesehk go nsol nyi ki li nyꞌnyahne, nne awo me, no bahk-n kake ji bahke jolo jꞌjahne?
LUK.16.13	“Nlokeltum awohng awohng limm, no bahke ma loko nde na ebal. Noko, á bahk-e koko ekv, noko jo kor-e. Tohko jol ano á bahke lake nde noko, fere jo daange noko. Ń nehm ma loko Esowo, fere jo loko akpohko.”
LUK.16.14	Eji Bab Farisi wuku nsol nyio, bo kehm-e kehme elnyoko, tibre akpohko jo koro bo sehng.
LUK.16.15	Owo Jisos kehm tongo bo re, “Wahn li ane ba kpo tib elnahne go esamahr ane re, wahn li atingitingi ane. Wo, Esowo kpꞌkahne ntim enyahne. Tibre nsol nyi ane kpo tehk, nyi nyi li nsol eltehb go esamahr Esowo.
LUK.16.16	“Atahm nya Moses, a alum nya abanyehnamahr nyono no jolo ka ngare nyio nyi mahne mahne tete ba rehng ngare nyi Jon ji nwohngalahb. Bomo ngare nyio, owo bo kehme eltiingi nnoobo etib bi li bade etul bi Esowo. Nne awohng awohng no lꞌlim go nsahm, á bahke ma kuumu.
LUK.16.17	“Elbung abola ndi tohkem rꞌriidi re tan. Jol nrꞌrohka ntahm anyehng anyehng nehm tiki range.
LUK.16.18	“Nne awohng awohng no lꞌten nkal ewe, fere ko noko, yeblim erehbe. Nne no lꞌbaange nnenkal no nlum ewe m-e yehke elbal, eblim erehbe.”
LUK.16.19	“Efange nne ajehng jolo gona, ji jo liibi nsol nyi jo sahb kꞌkim ekun, fere jo lim egburu elkak efung abehng abehng.
LUK.16.20	“Nne awohng tob jolo ona, no bo jo lung-e re Lasaros, ji jolo nkpak. Ngubjing enye jolo alok alok. Á jo kono eljeke go mbutahk efange nne jio. 
LUK.16.21	Á jo sebe re á jo kpiimi akahb elang li, nya jo fooro ekpꞌkuru efange nne jio gbo, eji á lꞌwohngo. Ebv jo lohngo ba lahb-e alok. 
LUK.16.22	Toono o nkpak nyio ba kpo. Babenjel kehm ba sol-e, song bum-e, á ji kohlo Ebraham.
LUK.16.22	“Efange nne jio kehm tob kpo. Bo kpa-e kak. 
LUK.16.23	Eji á woomo go ellulagun, jo nyehn erem, á kehm tabe esamahr ebe, kehm nyehne Ebraham go fee, fere nyehn Lasaros jehk kohl-e.
LUK.16.24	Owo á kehm rabe re, ‘Nso Ebraham, nong, me n fil-a ndon! Lub tum Lasaros, á song behde ebnyohkobo ebe go alahb, ba behd-m go ebliki, eji ebliki ebame lꞌlub naang-m. Tibre n kpꞌnyehne erem sehng go agun nyaa.’
LUK.16.25	“Owo Ebraham kehm-e faange re, ‘Mmon ewame, buumu re, ngare nyi a jolo go elkpin, a bele anoobo nsol, Lasaros bele asabsab nsol. Wo anv, bo m-e kak eltim, wo noa, kpi erem nyehn. 
LUK.16.26	Wo gana, elka elka ni wahr a nahne, egburu edamme jia, ji nnene lꞌkꞌma sehng ga egahre, ba rehng go egahne, fvfo ji nnene lꞌkꞌtob ma sehng go egahne, ba rehng ga egahre.’
LUK.16.27	“Owo efange nne jio kehm bungu re, ‘Nsoo, n kp-a gboongo re, wo lub tum Lasaros tv go etahk nsoo, 
LUK.16.28	eji á lꞌsong rehke abonanee. Tibre n kpi abonanyehn na alon, tohko jol ano, bo bahke tob ba, ba nyehn erem ebnohko edi jia.’
LUK.16.29	“Owo Ebraham kehm faange re, ‘Bo kpi awer nya Moses, a nya abanyehnamahr, nong, bo jo wuk.’
LUK.16.30	“Efange nne jio kehm tene re, ‘Eꞌee nso Ebraham, nne lꞌlohng akvne, fere song kpiri bo, bo bahke gboko ndon.’
LUK.16.31	“Ebraham kehm-e tongo re, ‘Bo tohko fere wuk alum nya Moses, a nya anyehnamahr, afi nne nyahme na go elkv, bo nehm taame.’ ”
LUK.17.1	Jisos kehm bungu tong abatꞌtoono ebe re, “Nsol nyi kpo lim nne gbo yel abiafem bahke tiki ba. Eyuu a nne no bahke wahnge re ba! 
LUK.17.2	Ga nob re bo kahn-e eltal go emel, tub-e kak alahb, sehnge re á lim mmonse awohng go ellong abonse baa, á gbo yel abiafem.
LUK.17.3	“Jo gberen elnahne!
LUK.17.3	“Mmonanne lꞌlim abiafem, jo rehk-e. Á lꞌgbo ndon, tahm ka-e.
LUK.17.4	Á lꞌsood-a nkpel esehma efung abehng, fere ba gboong-a nkpel esehma re, ‘Ndon ma-m fili!’ tahm ka-e.”
LUK.17.5	Owo abatiingetib kehm tongo Ntul a Jisos re, “Lim eltaame enahre gbal!”
LUK.17.6	Ntul a Jisos kehm faange bo re, “Li re ń kpi eltaame ni se ana mmohk asia, kehn ń li ma bung tong etaamenti bia re, ‘Mehl, wo song yiimi go aya!’ kehn bahk-n wuku.
LUK.17.7	“Li re nne awohng ewahne kpi nlokeltum no kpo bahm egbe, tohko jol ano á kpo baabe ebul. Á lꞌkehnge egbe ba, nde kpo tong-e tong rea, ‘Ba elwaare, wo ba ji ekpꞌkuru li nsola?’
LUK.17.8	“Eꞌee! Á bahk-e tongo na re, ‘Song lam nsol ka-m, wo fere toobo ebjing bi a bahk-m loko ngare nyi n kpi nsol li. N lꞌli mal, wo kehm tob li.’
LUK.17.9	“Anv, á bahke kake nlokeltum ewe nnyo go nsol nyi á tong-e re á lima?
LUK.17.10	“Wahn fvfo, ń lꞌlim nsol kpee nyi bo tong-n re wahn lim, jo bungen re, ‘Wahr alokeltum baka baka ba. Wahr eblim ji li ka-r re wahr lim.’ ”
LUK.17.11	Eji Jisos je go Jerusalem, á sehnge go Samaria, a Galili.
LUK.17.12	Eji á rehnge go ejahbe ajehng, aneb abili na awubu kehm ba wan-e. Bo yiimi go fee, 
LUK.17.13	kehm rabe re, “Jisos nso ejahre, nong, wahr fil-a ndon!”
LUK.17.14	Eji Jisos nyehne bo, á kehm tongo bo re, “Songen, wahn song kpiri abalimajom, fere tib bo elnahne.”
LUK.17.14	Eji bo jo jen asongo, bo kehme elnobo.
LUK.17.15	Nne awohng go bo ellong, eji á nyehne re yeblohko nob, á kehm feere abake, jo tehk Esowo wahre wahre, 
LUK.17.16	kehm ba gbo go alata nya Jisos, kehm-e kake saam. Nne noo jolo nne a Samaria.
LUK.17.17	Owo Jisos kehm bungu re, “Anv, ane awubu sang nobo noa? Ane asehmwubu bako bana? 
LUK.17.18	Nnene feerem ba re á ba tehk Esowoa, sehngem njenne nyia nyi nyi feere noa?”
LUK.17.19	Owo á kehm-e tongo re, “Mehl, wo song, eltaame ena eblim, wobnob.”
LUK.17.20	Egom Farisi jindiki kehm bahbe Jisos re, “Ngare anyi etul bi Esowo bahke bake!”
LUK.17.20	Owo Jisos kehm faange bo re, “Etul bi Esowo nehm ba go mbang nyi ane bahke nyehne.
LUK.17.21	Nne awohng awohng limm, no bahke bungu re, ‘Nyehn, bi gana!’ jol, ‘Nyehn, bi gona!’ Tibre etul bi Esowo bia, wob-n go atahng.”
LUK.17.22	Owo á kehm tongo abatꞌtoono ebe re, “Ngare kpꞌbake nyi ḿ bahke sebe re efung abehng bi Mmon no nne kpir-n, jol wahn nehm kpiri. 
LUK.17.23	Bo bahk-n jo tong re, ‘Nyehnen gona!’ Ane bako bahk-n jo tong re, ‘Nyehnen ga!’ Kana lohng je ona! Jol kana toono bo! 
LUK.17.24	Ana emangedu kpo lim, lennge go elbung, rehng ejang abehng abehng, ano wo fvfo Mmon no nne bahke jolo go ege efung. 
LUK.17.25	Á bahke gboko mbang nyehn erem gbalee. Ane ba li anv bahk-e tene.
LUK.17.26	“Ana jolo ngare nyio nyi Noa, ano wo fvfo bahke tob jol afung nyao nya Mmon no nne. 
LUK.17.27	Ngare nyio ane jo li, fere jo wꞌwo. Aneblum jo ko akal, anebkal jo bal alum, tete rehng efung bio bi Noa yele go egbang. Owo nnyel kehm yele, ba wul bo kpee.
LUK.17.28	“Bahke jolo ana jolo ngare nyio nyi Lot. Bo jo li, fere jo wꞌwo, jo gunu, fere jo gꞌgungu, jo bahm ebgbe, fere jo si ntahk. 
LUK.17.29	Efung bi Lot lohngo go Sodom, agun, a asalfa kehm kehme elnake go ejahbetul Esowo, ba wul bo kpee.
LUK.17.30	“Ano wo bahke tob jol fvfo efung bi bo bahke lennge Mmon no nne tib. 
LUK.17.31	Efung bio, nne no lꞌkuumu go ege ero etahk, á lꞌbadde, á kꞌtohko kpe ji, yel go ege ekpꞌkpa, song rod nsol enye. Ano wo fvfo tob li ka nne no li go ege egbe, á nehm tohko kpe feere go ege etahk.
LUK.17.32	“Buumen nkal a Lot! 
LUK.17.33	Nne awohng awohng no lꞌgare re á tahre elkpin ene, á bahke tane na elkpin ene. Nne no lꞌtane elkpin ene, á bahke tahre na elkpin ene.
LUK.17.34	“N kp-n tongo re, atv mao ane abal bahke noongo go edilnong ajehng, noko, bo bahk-e rodo tahm a ne, noko sa. 
LUK.17.35	Anebkal abal bahke jo gok nsol, noko, bo bahk-e rodo tahm a ne, noko sa. 
LUK.17.36	Aneblum abal bahke jolo go egbe, noko, bo bahk-e rodo tahm a ne, noko sa.”
LUK.17.37	Owo abatꞌtoono ebe kehm-e bahbe re, “Nsoo, gan wo?”
LUK.17.37	Jisos kehm faange bo re, “Edi ji ekpakv ejum li no, owo ntere kpo song rur.”
LUK.18.1	Jisos kehm tubu bo elgan, eji á lꞌtib bo ana bo bahke jo kak ero ngare anyehng anyehng, kꞌjo yini ekpu.
LUK.18.2	Á bungu re, “Nlamalam awohng jolo go ejahbe ajehng, no ki jo fahl Esowo. Ane we joom lub.
LUK.18.3	“Nkalebun awohng tob jolo ejahbe jio, no gbake jo je go ege, jo song tong-e re, ‘Lam elam ejame nob nob, ji n kpi a nnekv ewame.’
LUK.18.4	“Á kehm tene. Kpe kang kan a, á kehm fere bung go ege eltim re, ‘Jol eji n kil jo fꞌfahl Esowo, ane kil jo lub-m, 
LUK.18.5	tib eji nkalebun noa kp-m gbiingi sꞌsehng, m bahke lame elam eje nob nob, tohko jol ano á bahk-m gboro tib go elbake ni á kpo ba ngare anyehng anyehng.’ ”
LUK.18.6	Ntul a Jisos kehm bungu re, “Wuken ana ebi nlamalam noo bungu no. 
LUK.18.7	Anv, Esowo nehm tob lam elam ji nno ka ane ba á yehke no, ba kpo gboong-e atv a njula? Anv, á bahke tohko laange, kehm kake bo eboa?
LUK.18.8	N kp-n tongo re, á bahke lame elam ji nno elwaare ka bo. Anv, Mmon no nne lꞌba, á bahke nyehne ane ba kpꞌtaame go njini nyiaa?”
LUK.18.9	Jisos tob tubu elgan nia, tong ane ba jo bum elbo re, bo ba li go etingitingi, fere jo daange ane bako.
LUK.18.10	Á bungu re, “Ane abal je go etahk Esowo re bo song kak ero. Noko jolo nne a Farisi, noko jol nkokatak.
LUK.18.11	“Nne a Farisi kehm yiimi eje eje, jo kak ero re, ‘O Esowo, m ma-a kak saam, tibre n limm ana ane ba kpo v ejv, ba kil jo lim nsol go etingitingi. N limm ana ane ba kpo lim erehbe. M ma-a kak saam, tibre n limm ana nkokatak noo ona. 
LUK.18.12	N kpo bade elname njal nkpel ebal go erahde. N kpo ka eltahme go ejum ajehng ajehng ji n lꞌbel.’
LUK.18.13	“Nkokatak yiimi eje go fee. Jol á tabem esamahr ebe, seenge go elbung. Á kohko na esi eje go ndi, kehm bungu re, ‘Esowo, nong, me n fil-a ndon, me nne abiafem wo.’
LUK.18.14	“N kp-n tongo re, Nkokatak noa wo li eno go esamahr Esowo, kehm kehnge go etahk, nne a Farisi sang. Tibre nne awohng awohng no lꞌmehl elne wahre, bo bahk-e rede na. Nne no lꞌrede elne, bo bahk-e mehle na wahre.”
LUK.18.15	Ane bandiki kehm koko abon ba nse, ba goji Jisos re á kooro bo abo. Eji abatꞌtoono Jisos nyehne ano, bo kehm nyame bo. 
LUK.18.16	Owo Jisos kehm lungu bo tv elne, kehm bungu re, “Nongen, abon ba nse jo ba ga egame. Kana jo sahde bo! Tibre etul bi Esowo li ka nkohn nyia.
LUK.18.17	“Etingitingi, n kp-n tongo re, nne awohng awohng no tohko ko etul bi Esowo ana mmon no nse, á nehm tiki li.”
LUK.18.18	Ntubesi awohng kehm bahbe Jisos re, “Nnooba ntꞌtibi, m bahke limi renan, kehm bele elkpin ni li go njinanjini?”
LUK.18.19	Jisos kehm-e faange re, “Jen ji wahnge a kehm-m lꞌlung re nnooba nne fono? Nnene limm, no li nnooba nne, sehngem Esowo ntahngtahng bi li nnooba nne. 
LUK.18.20	A kpꞌkahne atahm nya bungu re, ‘Ka jo lim erehbe! Ka jo wul nne! Ka jo v ejv! Ka jo yiimi ntianse efahnge! Jo kak nso, a nne!’ ”
LUK.18.21	Owo nne noo kehm faange re, “Atahm nyaa kpee m bomo elbumu ngare nyi n kpeke li ntiil.”
