GEN.1.1	Naa tiba jutyunu uwanun, Dios tiba deke' faawaandu, selu bain, tu bain dekemi. 
EXO.9.14	matyu tsangui'shu juntsaa, umaa entsa bijeenuya kumuinchi peya, naa ñunu bain, naa ñu' bale chachillanu bain, naa ñu' chachillanu bain de-eekenu tsuyu, tsenmalaa ñu mijanutsu, naa muba veelaya entsa tunu iya tsaa dechui'ñuba. 
EXO.9.15	Iya ñunu bain, naa ñu' chachillanu bain in tyaapa uske' tsamantsaa peya ere' firu keñuya yumaa millaichu deeve. 
EXO.9.16	Tsaanuren ñunu
EXO.9.17	Naa tsaañu bain, ñuya chaiba meenguindyu', in chachillanu me-erendyuve. 
EXO.9.18	Tsaaren ayuya entsa uwatala isha puka tene shuwa pure' jaiñungue pajtekaanu tsuyu, tsenñu Egipto tusha naa-uwanuba tsaa ityu'ba, tsaa i' puinu tsuve. 
EXO.9.19	Tsa' mitya kumuinchi ñu' animaalanu jeenbaasha pumulanuya tiba innatyuinsha depukaade, matyu juntsa isha puka kumuinchilanu paijnu tsuve, naa chachillanu bain, naa animaalanu bain, tsejtu avindaa depu', ya juusha putyulanuya detutekenu tsuve, tide, timi.
EXO.9.20	Tsenñu faraón' bale chachilla mantsalaya Yavé tsandi' wainñu demija' jeetyatu, yaichi manda-i' taawasha kemu chachillanu bain, naa yala' animaalanu bain ya pandainsha tene jeke manbula. 
EXO.9.21	Tsenñuren mantsalaya ka anbudaa tyatu, avindaa ne tsangaala. 
EXO.9.22	Tsenñu Yavé, Moisésnu tsandimi: Ñu' tyaapa selusha usakide, tsenmala kumuinchi Egiptosha isha puka tene shuwa keraaya naa chachillanu bain, naa animaalanu bain, naa Egipto tutala chi chumulanu bain depaijnutsu, timi.
EXO.9.23	Tsenñu Moisés ya' tyutyan cha'li selusha usakenmalan, Yavé kuidya pakare', pi'kikaakaakemin, isha puka tene tusha shuwa pajten tsanguemi. Tsejtu kumuinchi Egipto tushaya Yavé isha puka depajtekemi. 
EXO.9.24	Tsenñu dyai'mujchi naa isha puka bain, naa kuidya pidya bain isha pukaba buluu pajtya pajtyaila, tsejtu tsamantsa daran depaijtu, Egipto tushaya naa-uwanuba tsaityun umaa tsai' puimi. 
EXO.9.25	Tsejtu juntsa isha pukaren shuwa pajtyan tsaitu, Egipto tu jeenbaasha ti dechuñuba tsaa millangaami: naa chachillanu bain, naa animaalanu bain, naa kumuinchi tape chumulanu bain, naa chi chumulanu bain yala' ali demujkii balikemi. 
EXO.9.26	Tsaaren naa Egipto tu kuraa tsa i' bain, Gosen tusha, Israel chachilla' chuinshaya, naa ma isha pukaba pajtyaindyumi.
EXO.9.27	Tsenñu faraón Moisésnu bain, Aarónnu bain janu mandanguitu tsandimi: Uwain iya ujcha layu, iyaa in chachillaba kuipa deeyu, Yavéya tiba kuipajtuve. 
EXO.9.28	Tsa' mitya Yavénu, naa kuidyanu bain, naa isha puka pajamunu bain mandyawaade ti' pa'dei; yumaa mika ikandetsuyu, tsenmala iyaa ñullanu umaa daatadityu' me-eenu tsuyu, timi.
EXO.9.29	Tsenñu Moisés tsandimi: Nei'ba pebulunu malu' miimin, in tyaapa uske' Yavéba kuinda kenu tsuyu. Tsenñu naa isha puka bain manbajtyan jutyuve, tsenmin kuidya bain manban jutyuve, tsenmalaa ñu mijanu tsuve naa entsa tuya Yavéchiñu bain. 
EXO.9.30	Tsaanuren naa ñu bain, naa ñu' bale chachilla bain chaiba Dios Yavénu jelajdetuñuba iya nara miyu, timi.
EXO.9.31	Tsenñu naa linu vijpala bain, naa sebada vijpala bain, tsaa millai mushala, matyu sebadaya yumaa ñi depuunmala, linuya yumaa llullu dejuularen tsaila. 
EXO.9.32	Tsenñuren trigu, sentenubaya tiba indyula, entsalaya kayu benee seepumu de' mitya.
EXO.9.33	Tsejtu Moisés, faraónba dekuindake' pebulu kapasha malutu, ya' tyaapa usake' Yavéba kuinda kemi. Tsenmalan kuidya bain, naa isha puka bain mandya', naa shuwa bain maatyui manbimi. 
EXO.9.34	Tsenñu faraón umaa naa shuwa bain, naa isha puka bain manbajatyui tiya', naa kuidya bain manbatyui tiyanmalan, manen ujcha malami, tsejtu ya bain, naa ya' bale chachilla bain meenguindyatyui tiyala. 
EXO.9.35	Tsejtu faraón meenguityu jutu, Israel chachillanu me-eetyumi, matyu Yavé, Moisésnu patu, naajunu tsuve timuwaañuba juntsaatu.
EXO.10.1	Yavé, Moisésnu tsandimi: Faraónnu miji' keejide. Iya yanu bain, naa ya' bale chachillanu bain meedin jutyungue tireyu, tsejtaa yala' kejtsapala Diosyaa tsanguekaantsuve tyainuu jumula deke' keewaanu ju' mitya, 
EXO.10.2	tsenmalaa ñu bene naa ñu' nalanu bain, naa ñu' pañalanu bain, iya Egipto' chullanu naake deke' balenguutyuñu bain, naa iyaa tsanguekaantsuve tyainuu juula bain deke' keewaamuñuba ñu wandinuu junu tsuve. Tsanguenmalaa ñulla mijanu detsuve naa iyaa Yavéñu bain, timi.
EXO.10.3	Tsenñu Moisés, Aarónba faraón' junga ji' keetu tsandila: Hebreo chachilla' Dios Yavé entsandive: ¿Naamaa ñu in ajuusha balengurajtuyu tyanujtuuyu? In chachillanu mandyaike' eede yala inu aawa kure' keewaajinudetsu; 
EXO.10.4	matyu tsandiñuren ñu meetyu' yalanu me-eetyushu juntsaa, ayuren ñu' tusha ishu pure' mikakenu tsuyu. 
EXO.10.5	Tsenñu ishularen pureitu tsaa tu kataatyui paijnu detsuve. Tsejtu isha puka paja' demushaketyuushu juntsa jayu laramulanuya millangue finu detsuve, tsenmin kumuinchi jeenbaasha chumu chitala bain tape millangue finu detsuve. 
EXO.10.6	Tsenmin naa ñu' yasha bain, naa ñu' bale chachilla' yasha bain, naa kumuinchi Egipto chachilla' yatala bain tyuwainu detsuve. ¡Tsejtu naa ñu' apala bain, naa ñu' aa-apala bain chunu tinbunu naa-uwanuba tsaintsu kata' kerajtunu ju', naa chai bain tsaintsu kataatyu juuya i' puinu tsuve! timi.
EXO.10.6	Tsejtu Moisés depa' dyatu, faraón' yasha putun yate' malumi. 
EXO.10.7	Tsenñu faraón' bale chachilla tsandila: ¿Naama jina entsa unbere lalanu tiba tajtungue tirenuu kentsunujtun? Tsamantsa bale ruku faraón, ¿nenñaa entsa chachillanu yala' Dios Yavénu aawa kure' keewaajinudetsu me-eetyumi? Ñuya chaiba mijaindyu'ba jumee tenve naa Egipto tuya tsaa tituba de-iintsuñuba, tila.
EXO.10.8	Tsenñu faraón, Moisésnu bain, Aarónnu bain mamikatu tsandimi: Ji' ñulla' Dios Yavénu aawa kure' keewaadei. Tsaaren mumu jinu ju' bain inu wainkai, timi.
EXO.10.9	Tsenñu Moisés pakatu: Lalaya naa lala' kailla bain, derukuula bain, naa unbeenala bain, supu na'mala bain, millai jinu detsuyu, tsenmin naa lala' uveja, lala' chibu, naa lala' wagaa juula bain millai jinu detsuve, matyu lala Yavéchi tsamantsaa fandangu kenu deju' mitya, timi.
EXO.10.10	Tsenñu faraón tsandimi: ¡Ñulla naake firu' kenu tyandetsuñuba ma narai katawave! ¿Ka, Yavé ñullanu bulu miya' jichuve pensa dejuu, tsenmin i bain ñullanu ñu' kaillaba bulu de-eechuve pensa dejuu? 
EXO.10.11	Ne tsaindetsuyu pensaa kityudei, matyu ñulla unbee rukulan ji-i', Yavénu aawa kure' keewaadei, tsanguenu tyandetsu' mitya, timi.
EXO.10.11	Tsanditu faraón, junu yalanu ajaa ke' mangalaakaami.
EXO.10.12	Tsenñu Yavé, Moisésnu entsandimi: Ñu' tyaapa Egiptosha usakide, tsenmala ishu pure' ja-i', kumuinchi entsa tu tenasha chi chumulanuya millangaanu detsuve, isha puka pajatun dekityuushu juntsa chi laramulanuya, timi.
EXO.10.13	Tsenñu Moisés ya' tyutyan cha'li Egiptosha usakemi, tsenmalan Yavé pajta lainbi ishuwa juyikaañu, naa mandala bain, naa kepe bain juyitintsumi. Tsenñu ayunchi, juntsa ishuwa juyintsumuren ishu pure' tajaimi, 
EXO.10.14	tsenñu Egipto tusha tsamantsaila, matyu naa-uwanuba tsaintsu kerajtula, tsenmin naa-uwanuba tsama-intsu kataan jutyuve. 
EXO.10.15	Juntsaitu tsamantsai deja' dishke' naa tuba kataatyui jala, tsejtu isha puka ja' dyañu laramu chi chumulanu bain, naa finu pukalanu bain tsaa defikila. Tsanguetu Egipto tusha tape juu chumulanuya millangare', naa jeenbaasha bain, naa chitala bain lushkatataa kataamulanuya millangaala.
EXO.10.16	Tsenñu faraón manen Moisésnu bain, Aarónnu bain jeke demamikatu tsandimi: Ñulla' Dios Yavénu bain, ñullanu bain ujcha layu, 
EXO.10.17	tsaaren entsa bijee' mityaya inu ujcha demanbitsale', in mitya ñulla' Dios Yavéba kuinda kiidei, tsenmalaa entsa jelekenuu firu' peya tsantsaya lalanu manbaka' me-eenutsu, timi.
EXO.10.18	Tsenñu Moisés faraón' yasha pu' mafaamin, Yavéba kuinda kemi. 
EXO.10.19	Tsenñu Yavé juntsa ishuwanu masmi' majuyikaakenmalan, tsaa pajta vinsha la', pajta lainsha majuyike', juntsa ishulanu Ungalala lamaasha
EXO.10.20	Tsenñuren Yavé manen faraónnu meedin jutyungue tiwaañu, Israel chachillanu me-eetyumi.
EXO.10.21	Tsenñu Yavé, Moisésnu tsandimi: Ñu' tyaapa selusha usakide, tsenmalan kumuinchi Egipto tusha dishpaijñu, tsamantsai yapijuru' tiya' ta'kakenuu tiyainu tsuve, timi.
EXO.10.22	Tsenñu Moisés ya' tyaapa kai'sha uskenmalan, kumuinchi Egipto tusha tsamantsai dishpaijmi, 
EXO.10.23	tsenñu pen malu tsaiñu, naa mu bain ya' keetala chumunu katanu jutyuu tiyaila, tsenmin naa ne kujpa' neinu bain jutyula. Tsaaren Israel chachilla' chuinshaya dishpajtyaindyumi.
EXO.10.24	Tsenñu faraón manen Moisésnu maanu mandanguitu tsandimi: Yavénu aawa kure' keewaanu jitu, naa ñulla' shinbulanu bain, ñulla' kaillanu bain ta'dei, tsaaren kumuinchi uvejalanu bain, chibulanu bain, naa wagaalanu bain enu shuikidei, timi.
EXO.10.25	Tsandiñuren Moisés pakatu: Tsaaren, lala' Dios Yavéchi tute' keewaanu animaa bain, ju'ke' keewaanu animaa bain meneste jukeeñu' mitya, lalanu lala' animaalanu bain tajikaanuu juve. 
EXO.10.26	Tsaju' lala' animaala bain laabaren bulu jinu detsuve. Maliiba shuwan dejutyuve, lala' Dios Yavénu aawa kure' keewaanu entsa animaalanaa mi'ke' kanu deju' mitya, tsenmin lala kayu ji'mujchiya mijdetuyu naaju animaalaa tute' ju'ke' Yavénu keewaanu deju'ba, timi.
EXO.10.27	Tsenñu Yavé faraónnu meedin jutyungue tiwaañu, Israel chachillanu me-eetyumi. 
EXO.10.28	Tsenmin faraón, Moisésnu tsandimi: ¡Enu malu' miide, tsejtu jundaa inu maja' mangueejadaa; matyu uwaindiyu, ñu naama in junga maja' keeja'ba peyanbera inu tsuve! timi.
EXO.10.29	Tsenñu Moisés pakatu: Ura' pave, naa-uwanuba ñu' ajuusha maja' mangatawan jutyuyu, timi.
EXO.11.1	Moisésnu Yavé patu tsandimi: Umaa entsa peyaren me-eekenu tsuyu, naa faraónnu bain, naa kumuinchi Egipto' chullanu bain. Tsejtu juntsangue' dyanmalaya, faraón ñullanu ne me-eenchin kikityu', yaren ñullanu me-eenu demajuka'laanu tsuve. 
EXO.11.2	Tsaaren challa Israel chachillanu, naa unbee rukulanu bain, naa supulanu bain yala' ya keetaa chumu chachillanu, naa uruchi tyeeba dekeñu juula bain, naa lushi kenu jeruchi tyeeba dekeñu juula bain depa'dei, tide, timi.
EXO.11.3	Tsejtu Yavé Egipto' chulla, Israel chachillanu ura' tyainuke tiremi. Tsenmin naa faraón' bale chachilla bain, naa kumuinchi Egipto' chulla bain, Moisésnuya tsamantsa daj rukuve kuremu jula.
EXO.11.4	Tsenñu Moisés faraónnu entsandimi: Yavé entsandive: Kejtaa kepe iinutala kumuinchi Egipto tusha dapuinu tsuyu. 
EXO.11.5	Tsenmala kumuinchi Egipto' chumu chachillachi, ajke' unbeenalaya peyandene inu detsuve; faraón, ñu' ajke' na peyamin, manda-i' taawasha ke' shupukachi tyeeba ili ilikemu shinbula' ajke' nabi jii peyanu detsuve. Tsenmin naa animaalachi ajke' llupu kayamula bain millai peyanu detsuve. 
EXO.11.6	Kumuinchi Egipto tushaya llakindya' wati watitintsunu detsuve, matyu naa-uwanuba juntsaa ityuwaaju', naa bene bain juntsaaya ma-i'nu tsuve. 
EXO.11.7	Tsenmin Yavé naa Egipto chachillanu bain, naa Israel chachillanu bain vera' vera' kemu juñuba ñulla mijanudetsu, Israel chachillanu juu bain, naa yala' animaalanu juu bain tyeeba iñu, ne kucha juuba patintsu meren dejutyuve. 
EXO.11.8	Tsenmalaa kumuinchi ñu' bale chachilla inu ja' keeja' teleditu: Ñu bain, naa kumuinchi ñuba buunamu chachilla bain te' malu' miidei, tinu detsuve. Tsejtu juntsandindetyuya kayu mijin jui'yu, timi.
EXO.11.8	Tsejtu Moisés, faraón' junga putu, ajara mafaami.
EXO.11.9	Tsenñu Moisésnu Yavé tsandimi: Faraón ñullanu jaiba meenguityuve; juntsaanmalaa iya Egiptosha kayu tiba keenbashiinuu jumula deke' keewaanu tsuyu, timi.
EXO.11.10	Tsenñu Moisés bain, naa Aarón bain kumuinchi juntsaa tiba keenbashiinuu jumula faraón' ajuusha deke' keewaala, tsenñu Yavéren tsangue' meedin jutyungue tireñu' mitya, faraón Egiptonu me-e'lare' me-eetyumi Israel chachillanu.
EXO.12.1	Yavé, Egipto tusha naa Moisésnu bain, Aarónnu bain kuinda ketu tsandimi: 
EXO.12.2	Entsa chu'chayaa ñuichi kayu balengurentsumi junu tsuve, matyu entsa chu'chayaa añunu ajke' peepumu chu'chaya junu tsuve. 
EXO.12.3	Kumuinchi Israel chachillanu entsandidei: Entsa chu'chayanu paitya malu inmala, kumuinchi ñulla ma yanu bulu chumula' apameemee llupu kaa uveja, tsa jutyu'ba, ma kaa chibu kanu dejuve. 
EXO.12.4	Tsaaren juntsa bulula ka jayun judeju' juntsa animaanu millangue finu dejui'shu juntsaa, ya' ya keetala kayu kalen chumuba depa' vele' fidei, tsejtu nan chachi deju'ba tsangue veenu dejuve main main naake finu deju'ba. 
EXO.12.5	Juntsa animaa ma añu juu, llupu, naraa titalaba yujkajtu junu juve; uveja jui'shu juntsaa, chibu junu juve. 
EXO.12.6	Tsejtu entsa chu'chayanu 14 malubi jina tananu dejuve, tsejtu juntsa malunu deyaju'kainsha kumuinchi Israel chachilla animaa tu'nu dejuve. 
EXO.12.7	Tsejtu juntsa animaa asa katu nunbatsa yanu juntsa animaa finu deju' bain, ya juukapanu pai cha'li uinamulanu bain, naa tin-era cha'linu bain asa munguidei. 
EXO.12.8	Tsenmin juntsa keperen alla ñisha mi'kare' akaraaya, pujkikarentsumi putyu panba finu dejuve, tsenmin saa tapebaa finu dejuve. 
EXO.12.9	Naa ma petseba sanaaya fityudei, tsenmin pichi ne akaraa bain fityudei. Matyu kumuinchi animaa, naa ya' mishu bain, ya' neepa bain, naa ya' peshili juula bain kumuinchi ñisha tene mi'kara' akaraaya finu dejuve, 
EXO.12.10	tsenmin naa tiba ayunchi mafinu ti' laakaren dejutyuve. Tsaju' tyeeba jayu larashu juntsaa dejupekidei. 
EXO.12.11	Tsa' mitya ñulla avindaa pumu jali yumaa panaju, naa sandalia bain depuu, tsenmin naa tyutyan cha'li bain tyaapanu taaya, animaa alla jeke fidei, matyu juntsa malunuya hebreo chachilla, Egiptonu delivee-i' malu' miinu malu ju', inchi Dapulla' livee kiñu fandangu juñu' mitya. 
EXO.12.12	Iya juntsa kepe Egiptosha fale' denenu tsuyu, tsejtu kumuinchi Egipto' chumu chachilla' ajke' unbeena kayamulanuya detutekenu tsuyu, naa animaalachi ajke' kaya llupu jumulanu bain tsaren kenu tsuyu, tsejtu kumuinchi Egiptosha dyus kuraa chumulanu taaju de-ikaanu tsuyu. Iya Yavéndiyu tsandimi.
EXO.12.13	Juntsa asaya ñulla naaju yanaa dechuñuba junaa dechuve ti' keewaanaa junu tsuve. Tsenmalaa iya Egipto' chullanu detu'nu uwanu ñullaya maliba peyan dejutyuve, matyu iya juntsa asa mula katamiya tsaa ne dapullainu juñu' mitya. 
EXO.12.14	Entsa malunaa ñulla naa-uwanuba mandenga' inchi fandangu kiikenu dejuve. Tsejtu entsaa jumulaa naa ñullanu sera' jimula bain naa-uwanuba tsa tsanguentsunu dejuve. 
EXO.12.15	Mandishpai malutala pan bain fintsumiya pujkikarentsumi putyu pan tene finu dejuve. Tsa' mitya ajke' malunuren ñulla' yasha pan pujkikarentsumi kepunu dejuve. Tsaanun mallee juntsa mandishpai malutalan pujkikarentsumi puu pan fishu juntsaa, Israel chachilla' kejtsapala juka'larainu detsuve. 
EXO.12.16	Tsa' mitya ajke' malunu bain, naa de-insha, mandishpai malunu bain, inchin juu wa'dinu malu kurenu dejuve. Juntsa pai malunuya ti taawashaba ken dejutyuve, matyu panda kenu taawashan kityumujchiya. 
EXO.12.17	Tsaju' naa-uwanuba entsa malutala tene pujkikarentsumi putyu pan fifikenu fandangu kiikenu dejuve, matyu juntsa malunaa kumuinchi ñullanu Egiptosha dechuren suutadula ma bululu uyun tsaa mangala' miimuñu' mitya. Tsejtu entsaa jumulaa naa ñullanu sera' jimula bain naa-uwanuba tsa tsanguentsunu dejuve. 
EXO.12.18	Tsejtu ajke' chu'chayanu, 14 malu iñu, juntsa malunu yaju'kainsha pujkikarentsumi putyu pan fimin, juntsa chu'chayanun 21 malu tiyañu, juntsa yaju'kainsha jingue pujkikarentsumi putyu pan fintsunu dejuve. 
EXO.12.19	Juntsa mandishpai malu' mityaya ñulla' yasha pujkikaantsumi tsun jutyuve, matyu mun pujkikaraa pan fi' bain Israel chachilla' kejtsapala chun jutyu juka'laranu tsuve, naa vee tusha chumu chachi juju' bain, naa Israel chachi juju' bain. 
EXO.12.20	Tsa' mitya tiba pujkikarentsumi puuyaa fityudei. Kumuinchi ñulla' yatalaya pujkikarentsumi putyu pan tene fifikenu dejuve, naa nuka dechu' bain, timi.
EXO.12.21	Tsenñu Moisés kumuinchi Israel chachilla' bale rukulanu demikatu tsandimi: Ñulla' paandemeemee llupu kaa uveja, tsa jutyu'ba chibu kaana main mi'ke' kadei, tsangue' tute' Dapulla' livee kiñu fandangu kidei. 
EXO.12.22	Tsenmin juntsa asa shullanu kakidei, tsangue' bene isupu chi kaa ali ka', juntsa asachi ajtake', ya juukapanu cha'li uinamulanu bain, naa tin-era cha'linu bain munguidei. Tsejtu ñulla muba avindala faanu dejutyuve kayu danguindyuya. 
EXO.12.23	Tsenmalaa Yavé Egipto' chullanu tu'nu jindu, ya juukapatala pai cha'li uinamulanu bain, naa tin-era cha'linu bain asa katashu juntsaa, juntsa yanuya ne dapullainu tsuve. Tsejtaa Yavé ñulla' yashaya eepukaan jutyuve tutes nemunu. 
EXO.12.24	Tsa' mitya naa ñui bain, naa ñullanu sera' jimula bain, naa-uwanuba tsa tsanguen chunu detsuve. 
EXO.12.25	Tsejtu ñulla, Yavé tsanguenbera kenu tsuyu ti' kuwakenu juushu juntsa tusha vi-i' bain, naa-uwanuba entsa fandangu tsa tsanguentsunu dejuve. 
EXO.12.26	Tsenmala ñulla' kailla pake'meetu: ¿Nenñaa entsa fandangu kemuj den? detinmalaya, 
EXO.12.27	ñulla entsandi pakanu dejuve: Entsa animaanu Dapulla' livee kiñu fandanguchi tu'miya, Yavéchi ti' tu'tu dekiyu, ya Egipto' chullanu detu'nu uwanu Israel chachilla' chunu yatalaya tsaa ne dapulla-i', lala' paandelanuya livee kemuve ti' mandenganu, tinu dejuve, timi.
EXO.12.27	Tsandiñu demeetu, kumuinchi chachilla teedi' Yavénu aawa kure' keewaala. 
EXO.12.28	Tsejtu bene miitu, Yavé naa Moisésnu bain, Aarónnu bain naatiñuba Israel chachilla juntsangue kila.
EXO.12.29	Tsejtu kejtaa kepe Yavé, kumuinchi Egipto' chumu chachilla' ajke' unbeena kayamulanuya detutekemi, matyu faraón' ajke' nanu tu'min, naa peesu pumula' ajke' nalanu bain detuteke', naa animaalachi llupu ajke' nalanu bain detutekemi. 
EXO.12.30	Tsenñu faraón bain, naa ya' bale chachilla bain, naa kumuinchi Egipto' chulla bain juntsa kepe dekujpa', dellakindya' vishkiriila. Tsaju' Egipto' chulla' yashaya nukaba pemu tsutyuuya jutyumi. 
EXO.12.31	Tsenñu juntsa keperen faraón, Moisésnu bain, Aarónnu bain mikatu tsandimi: Enu delu' ji', ñulla Israel chachilla in chachillanu ba'ke' dejisa tenve. Tsejtu Yavénu naakenu deti'ba umaa ji' juntsanguiidei. 
EXO.12.32	Tsenmin naa ñulla' uvejala bain, chibula bain, naa ñulla' wagaala bain, naa buru juula bain demanga' miidei. Tsejtu naa inu bain Dioschi ura' isa ti' pa'dei, timi.
EXO.12.33	Tsejtu Egipto' chulla, Israel chachillanu te' malunu kikaala, entsa entsandindu: Te' demalui'shu juntsaa, depekeenu juve, tiitindu. 
EXO.12.34	Tsenñu Israel chachilla naa pan kenu umaa bejtaa pumu bain kayu pujkindyuren deka', pan bejta puntsumiba tsaa yala' jalichi debaingue' nanakila. 
EXO.12.35	Tsenmin Moisés naakidei tiñuba tsanguitu, Egipto' chullanu naa tiba uruchi keñu juula bain, naa lushi kenu jeruchi keñu juula bain, naa jali juula bain pa'la. 
EXO.12.36	Tsenñu Yavé, Egipto' chullanu ura' tyainuke kikaañu' mitya, Israel chachilla titi depa'ñu bain tsa tsangue kuwala; tsenñaa Israel chachilla Egipto' chullanu tsaa tiba dechipake' mijiila.
EXO.12.37	Israel chachilla Ramsés tunu demalu' miitu, Sucotshaa jila. Tsejtu naa supulanu bain, naa kaillanu bain mikajtu, matyu suutadu jiinuu unbee rukulanun mikaaren 600.000 ma juula. 
EXO.12.38	Tsenmin yaiba naaju chachilla bain pure' mijiila, tsenmin naa uveja juula bain, chibu juula bain, naa wagaa juula bain, naa vee animaa wagaa keraala bain pure' mandakikila. 
EXO.12.39	Tsenmin yalanu Egipto' chullaren manguelarenchi ma kidekiñu, naa panda kikenuu tinbuba dekatatyu' mitya, yaichi pan kenu bejta' tsura kayu pujkindyu jumaa tajindetsu' mitya juntsaa akaala.
EXO.12.40	Israel chachilla Egiptobi 430 añu chumuwaala, 
EXO.12.41	tsejtu 430 añu chunu malu tiyañu, juntsa malunuren Yavé' ma bululu suutadu juuñuu jumula Egipto tusha millai malu' miila. 
EXO.12.42	Juntsa kepe, Yavé yalanu Egipto tusha mangalarendu washna' keenami. Tsenñu' mityaa Israel chachillanu bene sera' jimula bain naa-uwanuba añumee juntsa kepeya keekeena' Yavénu balengure' washi washinanuu dejuve.
EXO.12.43	Yavé naa Moisésnu bain, Aarónnu bain entsandimi: Dapulla' livee kiñu fandanguchi entsaaya kiikenu dejuve. Israel chachi jutyulaya mu bain juntsa animaa tuta allanu finu dejutyuve, 
EXO.12.44	tsaaren manda-i' taawasha kemu ruku lushinchi ati'kañu chumuya finuu juve, ya bain llu kika daakaya' inchi señas juwaashu juntsaa. 
EXO.12.45	Tsaju' vee tusha chumu chachi junu ñulla' tusha ne punbullaindu bain, naa vee chachi junu lushinchi taawasha ken chumu juu bain, juntsa animaa tuta alla finu jutyuve. 
EXO.12.46	Tsenmin ma ya juushan fikenu dejuve, tsaju' naa ma petseba avindala talun dejutyuve, tsenmin naa ma takuba dyai-eren dejutyuve. 
EXO.12.47	Kumuinchi Israel chachilla tsaandene kenu dejuve. 
EXO.12.48	Tsandenna main vee tusha chumun ñulla' junga chutu, ya bain Dapulla' livee kiñu fandangu inchi tsanguive'nu tyashu juntsaa, ya bain, naa kumuinchi ya' bulula unbee rukulaya llu kika daakanu dejuve. Tsanguishu juntsaa tsanguive'nuu tiyanu dejuve, tsejtu juntsaimiya umaa ya bain juntsa tusha nakayamu Israel chachi juuñuu tiyainu tsuve. Tsaaren mu bain llu kika daakayajtulaya animaa alla fivetenuu dejutyuve. 
EXO.12.49	Tsa' mitya naa ñuichi bain, naa vee tusha chumu ñuiba chumulachi bain, juntsa leiren junu tsuve, timi.
EXO.12.50	Tsenñu Israel chachilla Yavé pa' Moisésnu bain, Aarónnu bain naatiñuba juntsanguila. 
EXO.12.51	Tsejtu Yavé juntsa malunuren Israel chachillanu Egipto tusha, suutadulaaba dejuñu ma bululu uyun tsaa demangalaami.
EXO.13.1	Moisésnu Yavé manbatu tsandimi: 
EXO.13.2	Ajke' kayamu unbeenalanuya inchin juu tene tirede, matyu naajulaba Israel chachillachi ajke' kayamu naya inchi tene judeeñu' mitya, tsenmin naa animaalachi llupu ajke' kayamu nala bain tsaren juñu' mitya, timi.
EXO.13.3	Tsenñu Moisés chachillanu tsandimi: Entsa malu mandenga mandengakidei, entsa malunaa Yavé ya' pudeechi ke', ñulla Egiptonu manda-i' taawasha kemu juu dechuñun mangalaañu. Tsa' mitya entsa malunuya pujkikarentsumi puu panya fityudei. 
