MAT.1.1	Ma əlfa na Zezu Krestu, wətən Davitti*, wətən Abraham:
MRK.5.8	Anah vas na vi Zezu anahsəna: Witeme agil səka ɗəffəŋka. 
MRK.5.9	Yaŋ Zezu assohon ɗəf naka: Mbarmbari iya nok di? Azlan sən Zezu na iya naw na ɗii məkkelit gboŋgu, vi diiɗa mənani. 
MRK.5.10	Akamanək Zezu, vi adarɓəh witemɗe səka dələv nan ɓa.
MRK.5.11	Amaŋgavet gərmeŋge vani ngaɓa net vedemɗe ta taɗɗa daka. 
MRK.5.12	Yaŋ witemɗe nek akamanən Zezu: Aslənəm azet vedemɗe vi məgul gən aketi. 
MRK.5.13	Zezu ambər sitik tive. Agulyoŋko, ambataŋgək azet vedemɗe aguloŋguk aketi. Ngaɓa arɓəslka, alotoŋguk sə mabusgum kpukpumo, abətaŋgək aret iŋkile a pe'e, vedemɗe pak azaŋgək aret iŋkile, vedemɗe vet waɗɗaŋ uzinere sula.
MRK.5.14	Məzuteɗeŋɗe net vedemɗe, anzoŋko wəmbataŋ awalaŋ gəla, anahənək halabara nan pak sit ɗii dit ɗii na mapoho nani. Yaŋ ɗii agulyoŋ ambataŋ kawla zəga məs dəgəɗə. 
MRK.5.15	Adan agapaŋ aza Zezu, awlanənək ɗəf mitemin nak aguluk lukut azani, tay ɗewwe, maɗulan asəkika. Ageslne'eŋke. 
MRK.5.16	Ɗii məs dulanən pak anahsitinik an məs dəgəɗ aza ɗəf mitemin, də an məs dəgəɗ azet vedemɗe pakə. 
MRK.5.17	Yaŋ akamanən Zezu dəmbat gən səka dələv neti. 
MRK.5.18	Adan Zezu adawpeŋ adəv bəlay, ɗəf məs də witemɗe nak assohonək Zezu kambat dəndən. 
MRK.5.19	Zezu dəŋgəm ɓa, amma yaŋ Zezu apsən na: Amndok eŋgil anok da abay halabara nan pak azet ɗii nok pak an məs Ɗəfdaya awəl saha akoko. 
MRK.5.20	Ɗəffəŋ ambatka atoŋguk aka dələv məs adawyaŋ na walaŋ gəleɗe klaw, anah sitik ɗii pak zəga an məs Zezu agəɗ səni ha ɗii pak agətaŋka.
MRK.5.21	Zezu ateŋke adəv bəlay, agarək ki pe'e. Ɗii diiɗa akkalaŋka zani. Yaŋ Zezu aziw amet iŋkile. 
MRK.5.22	Zayrus daya na gəla nakkal net Yahudiyenɗe. Adan awla Zezu akdukuk abani. 
MRK.5.23	Akamanək Zezu diiɗa amna: Wətu tat də gbəgba'a gu'otə də əmta. Kamə ade aɗi vok akata atəmbələ, təsat gən madarata.
MRK.5.24	Zezu ambatək dənɗaŋ. Ɗii diiɗa asbanənək Zezu, tahəŋ wəhaslanənni. 
MRK.5.25	Guluk tat də gbəgba' na zəlaha wəsva klaw kiyən sula. 
MRK.5.26	Təmbatək azet ɗii məkayaŋ miha təzanək arya nat pakə. Amma ko dəɗaah tay səka gbəgba' nan ɓa, say wənzləra akani. 
MRK.5.27	Adan təpprəm wənna Zezu: Təguluk aweleŋgit ɗiiyi, təziwik dərɓaga Zezu. 
MRK.5.28	Vi təɗumək na: An nərahək wərəŋ gən lukut nan kaaka'ə, wənəmbələ. 
MRK.5.29	Tərəŋ gənək lukut na Zezu, kakaŋkani wəzəlah nat appatəka, təsənək aza gəɓa zət na təmbələk səka gbəgba' nata. 
MRK.5.30	Amma Zezu asənək ləŋ na sembe agilyoŋko səzani. Akpaŋganək haran aweleŋgit ɗiiyi amna: Naway dərəŋ gən lukut naw di? 
MRK.5.31	Gewleɗ nan azlananka: Istatə ule ɗii tahəŋ wəhaslakuni, vi mi kəda sohon na: Naway dərəŋgu di di?
MRK.5.32	Amma Zezu tayula amaŋgavani vi kawsən ɗəf dərəŋ gəni. 
MRK.5.33	Guluk nak tətəŋgək wəkere sən geslne vi təsənək an məs dəgəɗ azata, təsənək na Zezu wasənta, tədeke təkdukuk amba təl Zezu tənahsənək goŋga na mat pakə. 
MRK.5.34	Zezu apsət na: Wətuwa wətaf nok ambəl gukuko. Dok zamə, ambəl səka gbəgba' noko.
MRK.5.35	Daga Zezu dəɓəl wəgrak wəpel nan tagay ɓa, ɗii azoŋguk siŋgil anna Zayrus da. Apsənən na: Wətuk təmtəka, apan mərbə zəga kədayan ɓa. 
MRK.5.36	Amma Zezu dəɗum aka wəpel məs adawpeleŋ ɓa. Apsən Zayrus na: Kədaw geslne ɓa, nok ataf kaaka'ə. 
MRK.5.37	Zezu dəpəl ko ɗəf taka wəsban ɓa, say Piyer də Zak gəm Zaŋ, məlmən Zak. 
MRK.5.38	Adan agapaŋ eŋgil ana daya na gəla nakkal net Yahudiyenɗe da, Zezu tayəpprəm geŋgere, ɗii tahəŋ wəhəmaŋ, də vamvəl daya daya. 
MRK.5.39	Zezu atoŋguk eŋgili, apsit na: Vi mi kədaskaŋ morkoyo də wəhəm di? Waŋ təmtə ɓa, wəleŋ tədawleŋ ɗarə. 
MRK.5.40	Ndəɗaŋ pak amasaŋgək akani. Vini Zezu agilgiti, yaŋ agəm affəta dət mata gəm gewleɗ nan hoku neki, atoŋgoŋguk atəki waŋ təsata. 
MRK.5.41	Armak vata, apsət na: Talita kumi, (va wənah na wakə əntatə nah suko asili). 
MRK.5.42	Kakaŋkani waŋ təsilke, wəsva nat klaw kiyən sulayi, agətaŋgək sawɓa. 
MRK.5.43	Zezu abayək meti adawnahaŋ sənən ko nawa ɓa. Yaŋ anahsiti: Məpsət zəga nawzəm suɗike.
MRK.6.1	Zezu azarək sədaka ambatək atəki aɓayə: Gewleɗ nan asbanənka. 
MRK.6.2	Adan pay naffet* agapə, atəŋgək wərban sit zəga adəv gəla nakkal net Yahudiyenɗe. Ɗii diiɗa apprəmənək wənnani, agətaŋka, aɓɗaŋ na: Səŋga arəh wənnəŋ di? 
MRK.6.3	Ndəni wətən məntar wəleŋɗe nak ɓa sa, wətət Mariyi məlmən Zak də Zozef gəm Zuda də Simoŋ ɓa sa? Milmiŋgiɗin muguliŋgit bo tahəŋ də mənam aŋ yaŋka'a ɓa sa? Vi vaski dətafnən wənan ɓa. 
MRK.6.4	Yaŋ Zezu apsit na: Məs kleŋ warah gakdak ko aŋga amma aka dələv nani, gəm aweleŋgit milmiŋgiɗin gəm aweleŋgit ɗii naŋgil annan da arah na gakdak ɓa. 
MRK.6.5	Zezu dəɓap wəɗɗa sokene adak ko muwan di ɓa, say aɗiyək van aket məs gbəgbaɗe ambəl gitike. 
MRK.6.6	Zezu agətək sawɓa vi tahəŋ də wətaf ɓa.
MRK.6.6	Yaŋ Zezu abal aweleŋgit gəleɗe, naka dələv nadak pakə, arbanək wən sit ɗiiyi. 
MRK.6.7	Ayek gewleɗ nan klaw kiyit sula atəŋgək wəsliŋgit sula sula. Apsitik sembe nawtak wəla əmpəs mbrayen. 
MRK.6.8	Apsit na: Kədaw gəmaŋ ko mi avokum vi tive na malaka ɓa, ko zəga nawzəma, ko nzəkari na gəpa, ko suleyɗe aziba nokum kədaw gəmaŋ ɓa, say zleŋge kaaka'ə. 
MRK.6.9	Məgəm henseki, amma kədaw guloŋ lukut sula ɓa. 
MRK.6.10	Apsit əmpa na: Pay kəgapaŋ awalaŋ gəla, məsoŋ adəv gəla məs mətafkum ha gap pay nawmbat nokum sədaka. 
MRK.6.11	An ɗii walaŋ gəla maɓɓan aɓoŋguk dawtafkum, məzar sədaka, məttu burɗuk səza təlkum siti. Dəsan gən saydawa azeti. 
MRK.6.12	Apelinək wənna Maŋgəlva sit ɗiiyi dətubiyaŋ gəni, dəppanən gən mbrayen neti. 
MRK.6.13	Arɓihinik tuyeŋɗe mbreyit diiɗa, ambəl gitinik məs gbəgbaɗe diiɗa də wəpay sit mele.
MRK.6.14	Daga dəpaski, Herodə agəmət Herodiya ga məlmən Filipi, yaŋ Zaŋ anahsən Herodə na: Dəslə kəgəmtə gən ga məlmuk ɓa. 
MRK.6.15	Adan Herodə apprəm vaska, armak Zaŋ aɓurkuko asganək a daŋgay, vi wənnata.
MRK.6.16	Vi wənnani bo, Herodiya təzel Zaŋ, daga dəpas təkay tive nawbayən. Amma tərah tive nan ɓa, 
MRK.6.17	vi Herodə ageslne sənək Zaŋ, vi asənək na ɗəf mogoni, salalayi, agakka. Adan apprəm wən sə mani akkerik sawɓa, də aspak apprəmək dəzən neki. 
MRK.6.18	Yaŋ pay muwa Herodə agapə, yaŋ aɗɗa zəga nawzəma, aye ɗii gugiriɗ nani dit dayeɗe net sozeɗi, gəm ɗii gugiriɗ naka dələv na Galile.
MRK.6.19	Wətət Herodiya məguluŋgut təguluk abalakə, təskəlka, annekik ze Herodə dit ɗii məyet pakə. Məlĩ assohotək gorku. Mi kəŋgəl nəpsuk gən di? Wanəpsuk zəga məs kəŋgəl pakə.
MRK.6.20+MRK.6.21	Asɓanək wənnan də wəsuwaya, amna: Wanəpsuk zəga məs kəŋgəl pakə, ko wəɗɗak na məlĩ nawa. Goruk təgilke təmbatək azat mata təpsət na: Mi nədassoh ava məlĩ di? Mat təpsət na: Aŋglu ki Zaŋ məgəɗ baptemi. 
MRK.6.22	Go'ləŋ goruk təmilik aza məlĩya, təssohonka: Nəŋgələk kəpsu gən ki Zaŋ məgəɗ baptem aka pəlay nawəŋka. 
MRK.6.23	Wəssoh nan asiripik zə məlĩ sawɓa. Amma dəɓap wəɓoŋ sət ɓa, vi wənna əsuway məs asuway abet ɗii məs məyetiŋki. 
MRK.6.24	Aslənək soze də wəɗi sən wənnan dəki gən ki Zaŋ məgəɗ baptem. Soze ambatək a daŋgay atawək ki Zaŋ. 
MRK.6.25	Akiyək kini aka pəlay, apsətək gorku. Nat bo təpsətək mata. 
MRK.6.26	Adan gewleɗ na Zaŋ apprəmənən vaska, azoŋko agəmənək gəbay nani, adəkənka. 
MRK.6.27	Yaŋ məlĩ Herodə apprəm labara na Zezu, vi ɗii pak asənənək iya na Zezu. Ɗii tahəŋ wənahaŋ na: Zaŋ məgəɗ baptem dəsil sətəki əmta. Vi asan də sembe naɗɗe sokeneɗi. 
MRK.6.28	Amma ɗii meɓɓet aɓɗaŋ na: Ndəni Eliyas. Ɗii meɓɓet tamə aɓɗaŋ na: Ndəni məs kleŋ, səmbet məs kleŋɗe en farə. 
MRK.6.29	Adan Herodə apprəm vaska amna: As Zaŋ məgəɗ baptem an məs nəslən wətaw kiyən naki dəsil sətəki əmta.
MRK.6.30	Yaŋ masləŋɗe amilyoŋ akkalaŋgək aza Zezu. Anah sənənək an aɗɗaŋ də an məs arbanən pakə. 
MRK.6.31	Ɗii diiɗa məs dədazoŋ məs dədawmbataŋ, ha Zezu dit gewleɗ nan dərəhaŋ tive nawzəm way ɓa. Vini Zezu anah sit na: Mədam katər gəm awra, məfet gən suɗike. 
MRK.6.32	Ambataŋgək katirgit də bəlay awra.
MRK.6.33	Amma ɗii meɓɓet awleninik dawmbataŋ asinninke. Agulyoŋguk daga suwalaŋ gəleɗe pakə, anzoŋguk də tilti, agapaŋgək dabəŋ ki Zezu dit gewleɗ nani. 
MRK.6.34	Adan Zezu aprik sədəv bəlay awlek ɗii məkkelit diiɗa. Awlak səsahati, vi tahəŋ va timeŋgiɗ məza məzutaɗɗa net ɓa. Atəŋgək wərban sit zəga diiɗa. 
MRK.6.35	Adan moskoy agəɗə gewleɗ na Zezu azoŋguk azani, apsənən na: Pay moskoy bo agəɗka aŋ bo awrayi. 
MRK.6.36	Apsit tive sit ɗii dəmbataŋ gən anet ɗii da daga awalaŋ gəleɗe tuwəɗ ki məŋki, dəlbəhaŋ gən zəga nawzəm sən kiti. 
MRK.6.37	Zezu azlansitike: Munokum sən kikum məpsit zəga nawzəma, yaŋ assohonəni: Kəŋgəl məl gən wəlbah dupeŋ dit suleyɗe səkat sula, məpsit gən dəzəmən gən sa? 
MRK.6.38	Yaŋ Zezu apsit na: Dupeŋɗe mbarwaŋ avokum di? Mudoŋ mule. Adan awlenini, apsənən na: Dupeŋɗe sle əŋgə dit kilif sula.
MRK.6.39	Yaŋ Zezu anah sit gewleɗ nan na: Mənah sit ɗii dəsoŋ də təɓilit aka kevile mədəkani. 
MRK.6.40	Asoŋguk səkat səkatə, gəm kaklaw sle kaklaw sle. 
MRK.6.41	Zezu agimik dupeŋɗe sle neki gəm kilif sula neki, aslanək haran a disiŋ agəɗək soko sən Maŋgəlva. Yaŋ arɗet dupeŋɗe, apsit gewleɗ nani, gewleɗ bo apsitinik ɗiiyi. Vaski bo awɗeket kilif sula nek sit ɗiiyi. 
MRK.6.42	Ndəɗaŋ pak azəmaŋka abaŋka. 
MRK.6.43	Dərɓagani gewleɗ nan akkeletinik an dəmbraŋ aknəhinik keŋkelɗe klaw kiyit sula də an dəplaŋ səzet dupeŋɗe dit kilif neki. 
MRK.6.44	Wəŋɗa net ɗii məs dəzəmaŋ dupeŋɗe agəɗək uzinere sle, məzaŋɗet gil ɓa.
MRK.6.45	Dərɓagan ləŋgə, Zezu adewliyik gewleɗ nan dətoŋgoŋgən adəv bəlay, vi dəmbataŋ gən dabəŋ kiyən dəgar ki pe'e kla awalaŋ Baytisayda, pay nani tay milgit ɗii kana. 
MRK.6.46	Dərɓaga atrayaŋ: Ambatək aka gərma vi kawzuliya. 
MRK.6.47	Adan moskoy agəɗə bəlay tay adak pe'e yaŋ Zezu tay katər gən ama busgum. 
MRK.6.48	Awlek gewleɗ nan tahəŋ wəgayaŋ də wəŋkor bəlay, vi səmnya tayəɓleti aspak ba pum pumi tagay təki dəɓəl wədaŋ ɓa, tayəzan azet də wədaw aket iŋkile, agəɗək va wətoŋ kiti. 
MRK.6.49	Net bo adan awlanən adadaw aket iŋkile, azet na məs vevfi, anzlaŋgək vamvəlla. 
MRK.6.50	Ndəɗaŋ pak awlanənka, ageslne'eŋke. Amma Zezu apel sitik gu'u, apsit na: Məsok mokrokum əntə, kədaw geslne'eŋ ɓa. 
MRK.6.51	Yaŋ agul adəv bəlay azeti, səmnya bo aɓətka. Maɗulet azlərwika. Yaŋ gewleɗ pak agətaŋgə. 
MRK.6.52	Vi dəsənən wənnet dupeŋɗe nek ɓa, makret ɓəlli.
MRK.6.53	Səza agaraŋ ki pe'e, agapaŋ ka aka dələv na Genezaret, apanənək bəlay atəki napet bəlayɗe ama busgum. 
MRK.6.54	Adan agilyoŋ sədəv bəlay, ɗii asənənək Zezu ləŋgə. 
MRK.6.55	Yaŋ anzoŋgu ko səŋga pakə səka dələv nani, aki sənənək məs gbəgbaɗe məslet aka zəga nafna neti. 
MRK.6.56	Ko aŋgay ambatə, aweleŋgit gəleɗe, walla awalaŋ gəla metiŋ də aweleŋgit gəleɗe ana mapoho, tahəŋ wəsekin məs gbəgbaɗe agilet lumiɗi, akkamanənka dəpetigən dərəŋgənəngən ko maŋgava lukut nan dayday, en məs dərəŋgənən pak ambəlaŋka.
MRK.7.1	Farisiyenɗe* dit məsənaŋ zəga na ma henziŋ meɓɓeti, azoŋguk sə Zerusalem aza Zezu. 
MRK.7.2	Awleninik gewleɗi na Zezu meɓɓet tahəŋ wəzəmaŋ way məzawɗa vet ɓa, va an arbanən sitin ɗii ɓa. 
MRK.7.3	Farisiyenɗe pak dit Yahudiyenɗe tahəŋ wəsbanən wərba annet dəhiŋgiɗti, an wazəmaŋ way na say vet heɗesa lewlewi. 
MRK.7.4	An azoŋguk sə lumo, azəmaŋ na way tagay ɓa say an aslayaŋgək tagay. Matuya tay temtem diiɗa məs atafaŋ nasbani: Wəɗet hilŋgiɗ dit gəɓet mesteɓeɗi, dit taseɗ na təbəs peppreŋge, gəm ɓərzlimeɗi.
MRK.7.5	Vini Farisiyenɗe dit məsənaŋ zəga na ma henziŋ, assohonən Zezu: Vi mi gewleɗ nok asbanən zəga narba annet dəhiŋgiɗəm ɓa, adawzəmaŋ məzawɗa vet ɓaŋ di? 
MRK.7.6	Zezu azlansitike: Ezay aɗɗa sukumək kleŋ na gesiŋgi. Munokum mə ɗarɗarɗe, va məverin na:
MRK.7.6	Maŋgəlva amna: Ɗiiyiŋki tahəŋ wəgakdakawən də met ɗarə,
MRK.7.6	amma makret na faraɗay səzawa.
MRK.7.7	Wəzuliyəŋ məs adawzuliyaŋ suwənnəŋ na ɗari,
MRK.7.7	yaŋ adarbanən ma henziŋ məs ɗii adaɗɗaŋ,
MRK.7.7	va ma henziŋ na Maŋgəlva.
MRK.7.8	Zezu apsit na: Yaŋ kəpanən ma henziŋ na Maŋgəlva, vi kasban ma henziŋ net ɗiiyi.
MRK.7.9	Yaŋ Zezu anah sit əmpa na: Mi di, kəsənnənək wəɓon sən ma henziŋ na Maŋgəlva, vi kasban wəɗum nokum. 
MRK.7.10	Moyis amna: Agakdakan affuko dət moko, ko naway dəran affəni dət mani, say wəbayin. 
MRK.7.11	Amma munokum tatərbanən na: An ɗəf anah sənək affəni walla mani: An məs nərah səra zəga naw nabah suko, korban (va wənah na nəpsənək sən Maŋgəlva). 
MRK.7.12	Kəŋgereŋ na wəpəl sən tive sən ɗəf dəbaah sən gən affən walla sət man ɓa. 
MRK.7.13	Də wən nokum vaski kan kədawray gənən əpel na Maŋgəlva dəwəɗum nokum məs kədarbaŋ awalaŋ zukum. Gəm zəga tay diiɗa kədaɗɗaŋ va ndəni.
MRK.7.14	Zezu ayek ɗii əmpa apsit na: Məpprəm su munokum pak ɗa, məpak sləmokum amban lewlewi. 
MRK.7.15	Ko mi dəgul adəv ɗəffa sə gisbe aɓapna kawray gən ɗəf ɓa, say zəga məzu gilyan sə makra ɗəffa, ndəni dədawray gəni. 
MRK.7.16	[An ɗəf tay də sləman napprəma, say dəpprəm lewlewi.]
MRK.7.17	Yaŋ Zezu awɗak dit ɗiiyi aguluk eŋgili, gewleɗ nan assohonənka, mbarmbari kəŋgəl wənah də wən məkpaŋga nan di? 
MRK.7.18	Zezu anahsitike: Nokum bo kəsənən ɓa'a sa? Kəpprəmən ɓa sa? Zəga məs dadawgul adəv ɗəffa daga sə gisbe pakə, aɓapna kawray gən ɗəf ɓa, 
MRK.7.19	vi agul na amakra ɗəf ɓa, amma adəvən adawtoŋgo, asna agil na agisbe də tive nan ɓa sa? Zezu anah vas na, vi zəga nawzəm pak dəsan gən mogoni. 
MRK.7.20	Yaŋ anah əmpa na: Zəga məzu gilyan sə makra ɗəffa ndəni dədawray gən ɗəffa. 
MRK.7.21	Vi daga sə dəvən sə makra ɗəffa wəɗum mbrayen adawgilyani, adawka ɗəf yokyoku, wəhala, wəbay gəbaya. 
MRK.7.22	Wəɗɗa mana'a, də wəsim zəga, mambraya, tepelkeɗi, wəŋgla mbrayen, kotoroku, wəra ɗəffa, wəɓay gən ki zuko, də dərwa. 
MRK.7.23	Zigeɗis pak sədəv ɗəf adawgilyoŋgu, ndəɗaŋ dədawray gənən ɗəffa.
MRK.7.24	Adan Zezu asil sədaka, ambatək aka dələv amaŋgava gəla metiŋ na Tirus. Aguluk eŋgil ana ɗəfda, dəŋgəl ɗii dəsənnən gən ɓa. Amma dəɓap wəɗam ɓa. 
MRK.7.25	Ɗak məs wətət mitemta, təpprəmək halabara na Zezu: Tədek də kakara azani, təkdukuk abani. 
MRK.7.26	Guluk vat na Grekəktə daga sə Finikiya dələv na Siriya. Təkamanək Zezu vi dərɓahan gən witem səkat wətəta. 
MRK.7.27	Amma yaŋ Zezu azlan sət na: Apet kirin dəbaŋ tagay, tay lew wəgəm way net kirin kapsit kirɗe ɓa. 
MRK.7.28	Guluk nak təpsən na: Vaski mərbə zəga, kirɗe wefekeŋ məs dədaw bəta səmba vet kirni. 
MRK.7.29	Zezu apsit na: Vi wənna wəzlan məs kəzlani, doko witem wapat wətuko. 
MRK.7.30	Yaŋ timil eŋgil annat da, tərətək wətət tat ɗuffo aka zəga nafna, witem appatəka.
MRK.7.31	Yaŋ Zezu agil sə Tirus, atoŋguk klaka dələv na Sidon amilik kla ma pe'e na Galile atoŋguk klawalaŋ gəleɗe klaw. 
MRK.7.32	Ɗii akisənənək goryom məza apel kotak ɓa. Akkamanənək də ɗi gən van akani.
MRK.7.33	Zezu agil gənək suweleŋgit ɗiiyi, aziwginik katər gəni, aguluk pərəm van aslmani, atufuk mefɗe arəŋ gənək hərzləməni. 
MRK.7.34	Yaŋ aɗi haran a disiŋ, anɗəska anahsənək ɗəf naka. (Effata va wənah na akolu.) 
MRK.7.35	Kakaŋkani sləman akolko, hərzləmən məs dərəm nak apəlka, apelik kotakə. 
MRK.7.36	Zezu asəɓ sitik pak adawnahaŋ sənən ko naway di ɓa. Amma də asəɓ sit pak zlaŋ na, annəhənək wənnan diiɗa. 
MRK.7.37	Ɗii agətaŋgək diiɗa aɓɗaŋ na: An məs adaɗɗa pak mogoni. Yaŋ aɗɗa goryomɗe wəpprəmaŋ ɗii məs hərzlimit mərman apeleŋke.
MRK.8.1	Pay nani ɗii diiɗa akkalaŋka, vas bo zəga nawzəm taya vet ɓa, Zezu ayek gewleɗ nani, apsit na: 
MRK.8.2	Nulak səsahit ɗiiyiŋki, vi tahəŋ də in pay hoku, tahəŋ də zəga nawzəm ɓa. 
MRK.8.3	An nənah sitik na mədoŋgu, nəpsit wəzəm ɓa, wadakaŋ aka tive, vi ɗii meɓɓet sə faraɗa azoŋgu. 
MRK.8.4	Gewleɗ nan azlan sənənka: Aŋga ɗəf adawrəh zəga nawzəm nawbet ɗii awraŋ di? 
MRK.8.5	Zezu assohotike: Dupeŋɗe mbarwaŋ avokum di? Azlan sənənək na: Buhulləŋ.
MRK.8.6	Yaŋ Zezu anah sit ɗii na, məsoŋ afuŋ. Yaŋ agəm dupeŋɗe neki agəɗ sənək soko sən Maŋgəlva, arɗetike apsitik gewleɗ nani vi duɗeket sitin gən ɗiiyi, gewleɗ awɗeketinik sit ɗiiyi. 
MRK.8.7	Kilif memeɗeŋɗe tahəŋ avet suɗike. Zezu agəɗək soko sən Maŋgəlva aket kilfi anah sit gewleɗ na muɗek sit ɗiiyi. 
MRK.8.8	Ndəɗaŋ pak aziminke, abaŋka. Gewleɗ akalanənək dambirgiti, aknahək keŋkelɗe buhul. 
MRK.8.9	Ɗii məs dəzəmaŋ tahəŋ va uzinere poɗo. Yaŋ Zezu anah sit kana mədoŋgu. 
MRK.8.10	Go'ləŋgə Zezu aguluk adəv bəlay dit gewleɗ nani, alək aka dələv na Dalmanuta.
MRK.8.11	Farisiyenɗe azoŋko atəŋgaŋgək wəbay ma də Zezu. Azaɗaŋgək mazaɗ abani, yaŋ assohonən dəgəɗ siti gən sokene, vi dəsənən gənna sembe nan səza Maŋgəlva ade. 
MRK.8.12	Zezu anɗəsək diiɗa amna: Vi mi ɗiiyeŋ kakaŋkiŋ adassohoŋ sokene di? Gesiŋ nədawnah sukum, arəhaŋ na sokene ɓa sam. 
MRK.8.13	Azarək sə zeti, amilik adəv bəlay agarək ki məlpa dədaka.
MRK.8.14	Gewleɗ na Zezu asgətaŋgək daw gəm zəga nawzəm aveti say dupeŋ taka adəv bəlay neti. 
MRK.8.15	Zezu asəɓ sitike, amna: Məzi zukum aza wuɗo net Farisiyenɗe də məlĩ Herodə. 
MRK.8.16	Gewleɗ aseske'eŋgək awalaŋ ziti, adawpel vasna vi dupeŋɗe tahəŋ avam ɓayi. 
MRK.8.17	Zezu asənək məs adawpeleŋ awalaŋ ziti, assohotike: Vi mi kədaw seske'eŋ awalaŋ zukum di? Vi munokum tat dit dupeŋɗe ɓa yi sa? Kəsənən ɓa'a sa? Ha kakaŋka makrokum ɓəl sa? 
MRK.8.18	Munokum tat də horokum ya kawlaŋ ɓa sa? Munokum tat də sləmokum ya kapprəmaŋ ɓa sa? 
MRK.8.19	Kaɗumonən də wənnet dupeŋɗe sle nuɗak sit ɗii uzinere sle, keŋkelɗe mbarwa kəknahaŋ də an diyo di? Klaw kiyit sula anahaŋgə. 
MRK.8.20	Ya dupeŋɗe buhul nuɗakan sit ɗii uzinere poɗo nak na, keŋkelɗe mbarwa aknahaŋ də an diyo di? Azlan sənənək na: Buhulli. 
MRK.8.21	Yaŋ anah sit na: Ya kapprəmənən ɓa'a sa?
MRK.8.22	Yaŋ agapaŋ a Baytisayda, adaki ɗii akiyaŋ daŋgar sən Zezu. Akamanənək Zezu dərəŋ gən gəni. 
MRK.8.23	Zezu armak vani akak ama poho. Atufuk mefɗe arani, arəŋ gənək haran də vani. Yaŋ assohoni: Əstat ula zəga sa? 
MRK.8.24	Daŋgar aslanək harani amna: Əntat ula ɗiiyi, amma va wəleŋɗe nədawleti, tahəŋ wədawaŋ.
MRK.8.25	Zezu aɗiyək van akan əmpa. Haran akolko, awəlka, awlek zigeɗ pak lewlewi. 
MRK.8.26	Zezu alhanəka, dok eŋgili Zezu anahsən na: Kədodok awalaŋ gəla ɓa.
MRK.8.27	Zezu dit gewleɗ nan ambataŋgək kəla aweleŋgit gəleɗe, na Kaysariya Filipi. Aka tive na, assohotik gewleɗ nani: Mi ɗii madaw peleŋ aka wənnaw di? 
MRK.8.28	Azlan sənənka: Ɗii meɓɓet aɓɗaŋ na əstə Zaŋ məgəɗ baptem, ɗii meɓɓet bo aɓɗaŋ na, əstə Eliyas. Ɗii meɓɓet əmpa aɓɗaŋ na əstə səmbet məs kleŋɗe en farə. 
MRK.8.29	Yaŋ Zezu assohoti: Ya nokum, ka nawa kəda ɗiwən di? Piyer azlan sənəka: Əstə Messiya. 
MRK.8.30	Yaŋ Zezu abay meti kədawnah sənən ɗəf ɓa.
MRK.8.31	Yaŋ Zezu atəŋ wərban zəga sit gewleɗ nani: Dewle Wətən Ɗəf* wazəm saha diiɗa, avet ɗii gugiriɗ dit dayaɗe net məs dəlveŋge na Maŋgəlva, dit məsənaŋ zəga na ma henziŋ, wasganən agisbe. Wabayəni, amma dərɓaga wəvoŋ hoku wasil sətəki əmta də zeŋgilleni. 
MRK.8.32	Anah sitik kotakə. Piyer ayak Zezu katər gəni, asəɓ sənəka. 
MRK.8.33	Amma Zezu akpaŋganək harani awlek gewleɗ nani, ahayanək Piyer apsəna: Azar səzawa Satan kənani, wəɗum nok tay vana Maŋgəlva ɓa wəɗum nok venet ɗiiyi.
MRK.8.34	Zezu ayek ɗii dit gewleɗ nani apsit na: An ɗəf aŋgələk wəsbawa, say dəpan wəɗum aka zəni, dəgəm gən wəlaŋga mizliwrihe dəsbaw gəni. 
MRK.8.35	Ko naway dəŋgəl wəkoh gən zeŋgilleni, wazani. Amma ko naway dəzan zeŋgillen viwa gəm vi Wən Neneke wakohu. 
MRK.8.36	An ɗəf azəmək dələv pakə, amma azanək zeŋgilleni madawtərsən di? 
MRK.8.37	Mi ɗəf nan adaɗɗa nawman zeŋgillen di? 
MRK.8.38	Vi vaski, ko naway məs wil adanən viwa gəm dawpel wənnaw aweleŋgit ɗii en dəpaŋka, məs dəŋgluwən Maŋgəlva ɓa dit ɗi mambrayɗe, asna Wətən Ɗəf arəmsən na wil pay adazan də gakdak na Affən dit maslayɗe en salala* ɓa.
MRK.9.1	Zezu anah sit əmpa na: Intatə nah sukum gesiŋ, ɗii meɓɓet tahəŋ aŋka amtaŋ na ɓa sam say an awlanənək məlĩ na Maŋgəlva dazan də sembe nani.
MRK.9.2	Dərɓaga wuvoŋ slire, Zezu agəmək Piyer də Zak gəm Zaŋ, akek aka gərəm zezeke, ndəɗaŋ katirgiti. Gəɓa zən akpaŋgək ama hereti. 
MRK.9.3	Lukut nan awiɗke babar ndasl, ko ɗəf tay aka dələv na ɓap uwiɗen lukut va nan ɓa. 
MRK.9.4	Yaŋ gewleɗ nan hoku nek awlanən Eliyas də Moyis, tahəŋ wəpel də Zezu. 
MRK.9.5	Piyer apsən Zezu na: Mərbə zəga, mogoni məsam gən aŋka. Apam məzaɓ zlereɗe hoku, taka viko, taka vi Moyis, taka əmpa vi Eliyas. 
MRK.9.6	Piyer dəsən məs adawpel ɓa, vi ndəni dit gewleɗ pak ageslne'eŋgək sawɓa. 
