MAT.1.1	Atea, David, Abraham pãrami ca niiricʉ, Jesucristo ñicʉ̃ jʉ̃mʉa niiquĩricarãre owa tuurique nii:
LUK.12.32	—Yʉ yaarã oveja, uwiticãña. Mʉja, paʉacã méé mʉja nii. To biro mʉja ca bii pacaro, Ʉmʉreco Pacʉ pea ca bojoca añugʉ niiri, cʉ̃ ca doti niiri tabere mʉjare tiicojorʉgami. 
LUK.12.33	Mʉja apeyere noni wapa jeeri, ca apeye boo pacarãre tiicojoya. Ati yepa maquẽ apeye boacoa, ca biirijerena jee cũuticãña. Ʉmʉreco tutipʉ apeye ca petitipe jee dutiri maja eati, õpẽcõa ʉnora baati, cʉ̃ja ca biiri tabepʉ maquẽ docare apeye queno cũuña.
LUK.12.34	To biri mʉja apeye ca niiri tabera niirucu mʉja yeri cãa —cʉ̃jare ĩiupi Jesús.
LUK.12.35	—To biri, mee juti jãñaricarãpʉ, jĩa boericagaari cãare jĩa tuariquepʉ, cʉo yue niiña. 
LUK.12.36	Paderi maja, cʉ̃ja wiogʉ amo jiarica boje rʉmʉre ca waaricʉ tua eagʉ, jopere cʉ̃ ca paarije menara cʉ̃re boca pãa jõene, ca tiiparã cʉ̃ja ca nii yuerore biro biiya. 
LUK.12.37	Bʉaro ʉjea niima, cʉ̃ja wiogʉ cʉ̃ ca eapere ca yue niirãrena cʉ̃ ca bʉa earã. Yee méé mʉjare yʉ ĩi: Wiogʉ majuropeera, baarique peorica pĩi pʉto cʉ̃jare duwi doti yapano, cʉ̃jare baarique peorucumi. 
LUK.12.38	Cʉ̃ja, bʉaro ʉjea niima, ñami decomacã, ca boeparo jʉguero to ca nii pacaro, ca cãnitirãrena cʉ̃ ca bʉa earã. 
LUK.12.39	Atere majiña: Jĩcʉ̃ wii ʉpʉ, “To cõro earucumi jee dutiri majʉ,” cʉ̃ ca ĩi majijata, cʉ̃ yaa wiire pãa jãa doori, cʉ̃ ca jee dutiro, cʉ̃re tiiticumi. 
LUK.12.40	Mʉja cãa to birora añuro queno yue niiña. “Doocumi,” mʉja ca ĩitiri tabe ʉnore earucumi Ca Nii Majuropeegʉ Macʉ̃ —cʉ̃jare ĩiupi Jesús.
LUK.12.41	To biro cʉ̃ ca ĩiro tʉogʉ, Jesús're o biro ĩi jãiñaupi Pedro:
LUK.12.41	—Wiogʉ, ¿ate mʉ ca ĩi cõoña wederijere jãa wadore ĩigʉ mʉ ĩiti, niipetirãre ĩigʉ mʉ ĩitiqué? —cʉ̃re ĩiupi.
LUK.12.42	To biro cʉ̃ ca ĩiro, Jesús pea o biro ĩiupi:
LUK.12.42	—¿Ñiru cʉ̃ niiti, cʉ̃ wiogʉ yeere ĩa nʉnʉjee bojari majʉ, ĩiricarore biro ca tiigʉ, ca tʉgoeña bojoca catigʉ, cʉ̃ wiogʉ, cʉ̃ yaa wii macãrãre ĩa cote, baarica tabe ca earo cʉ̃jare baarique eca, cʉ̃ ca tii dotigʉ pea? 
LUK.12.43	Bʉaro ʉjea niimi pade coteri majʉ, cʉ̃ wiogʉ tua eagʉ, cʉ̃ ca tiipe cʉ̃ paderiquere ca tii niigʉrena cʉ̃ ca bʉa eagʉa. 
LUK.12.44	Yee méé mʉjare yʉ ĩi. Cʉ̃ wiogʉ pea cʉ̃ yee niipetirijere ca ĩa cotegʉ cʉ̃re cũurucumi. 
LUK.12.45	Cʉ̃ pade coteri majʉ pea, “Yʉ wiogʉ yoari méé tua eatirucumi,” ĩi tʉgoeñari, paderi maja aperã peere, ʉmʉa, nomiare ñañaro cʉ̃jare tii, baarique wado baa, jini, cũmu nucũ yuju, biicumi. 
LUK.12.46	Cʉ̃ wiogʉ pea tii rʉmʉ, to cõro ca niiro, earucumi cʉ̃ ca ĩi tʉgoeña yuetiri tabere eari, bʉaropʉra ñañaro cʉ̃re tii, ĩiricarore biro ca tiitirã cʉ̃ja ca tamʉorore biropʉ cʉ̃ ca biiro cʉ̃re tiirucumi.
LUK.12.47	”Pade coteri majʉ, cʉ̃ wiogʉ cʉ̃ ca boorijere maji pacagʉ, queno yueti, cʉ̃ ca boorore biro tiiti, cʉ̃ ca biijata, paʉ tiiri bape ecorucumi. 
LUK.12.48	Pade coteri majʉ, majitima ĩigʉ ñañaro cʉ̃ ca tii ecope ʉnore cʉ̃ ca tii bui cʉtijata, peeto jañurora bape ecorucumi. To biri paʉ ca tiicojo ecogʉa, bʉaropʉra tii doti ecorucumi. Ñucã, cʉ̃ ca ĩa nʉnʉjeepere paʉpʉra ca tiicojo ecogʉa, ametʉeneropʉ doti ecorucumi —ĩiupi Jesús.
LUK.12.49	—Yʉa, ati yepapʉre peca jĩa tuagʉ doogʉ yʉ doowʉ. Mee ca ʉ̃ʉcoaropʉ yʉ boocãmi. 
LUK.12.50	Biigʉpʉa, ñañaro peti yʉ bii ametʉarucu. To biro yʉ ca biipere ñañaro yʉ tʉgoeña. 
LUK.12.51	¿“Ati yepare jĩcãri mena añuro niiriquere jee doogʉ biijacupi,” mʉja ĩiti? Teere jee doogʉ méé yʉ biiwʉ. Ameri camotatirique peere jee doogʉ yʉ doowʉ. 
LUK.12.52	Mecʉ̃ mena, jĩcã wii macãrã jĩcã amo cõro ca niirã, ĩtiarã pʉarãre ĩa tuti, ñucã pʉarã, itiarã ca niirã peere ĩa tuti, biirucuma. 
LUK.12.53	Ñucã cʉ̃ pacʉ cʉ̃ macʉ̃rena ĩa juna, cʉ̃ macʉ̃ pee cãa cʉ̃ pacʉrena ĩa juna, cõ paco cãa cõ macõrena ĩa juna, cõ macõ pee cãa cõ pacorena ĩa juna, ñucã cõ mañico cãa cõ macʉ̃ nʉmorena ĩa juna, cõ macʉ̃ nʉmo pee cãa cõ mañicõrena ĩa juna, ameri biirucuma —ĩiupi Jesús.
LUK.12.54	Jiro bojoca peere o biro cʉ̃jare ĩiupi ñucã Jesús:
LUK.12.54	—Muipũ cʉ̃ ca ñaajãa waari nʉña pee, bueri bʉrʉri to ca mʉa dooro ĩarã, “Oco pearʉgaro bii,” mʉja ĩi ĩa maji. Mʉja ca ĩirore birora bii. 
LUK.12.55	Ñucã jõcʉ̃ jiro macã nʉña pee wino to ca paa puu dooro ĩarã, “Ajirʉgaro bii,” mʉja ĩi ĩa maji. Mʉja ca ĩirore birora bii. 
LUK.12.56	¡Watoara ca bii dito pairã! Ʉmʉrecori, yepari ca biirijere añuropʉ, “To biirije biirʉgaro bii,” ca ĩi majĩcãrã nii pacarã, ¿ñee tiirã ano mʉja watoa ca biirije peera “To biirije biirʉgaro bii,” mʉja ĩi ĩa majititi? —cʉ̃jare ĩiupi Jesús.
LUK.12.57	—¿Ñee tiirã mʉja majuropeera, añurijere mʉja ĩa cõoña majititi? 
LUK.12.58	Jĩcʉ̃ mʉre cʉ̃ ca wedejãaro, wiorã pʉtopʉ cʉ̃ mena waa nʉnʉa waagʉpʉra, jĩcãto cʉ̃ mena ameri wederique quenoña. To biro mʉ ca tiitijata, ca jãiña bejegʉ
LUK.12.59	Tia cũurica wiipʉra yua, mʉ ca wapa tii peotitijata, mʉ wititirucu,” mʉre yʉ ĩi —cʉ̃jare ĩiupi Jesús.
LUK.13.1	O biro cʉ̃ ca ĩi niiri taberirena, jĩcãrã Jesús're ĩarã waari, Pilato, jĩcãrã Galilea macãrã waibʉcʉrã jĩari, Ʉmʉreco Pacʉre ca tiicojo nʉcʉ̃ bʉo niirãre jĩari, cʉ̃ja díire waibʉcʉrã díi mena cʉ̃ ca ayiariquere cʉ̃re wedeupa.
LUK.13.2	Teere tʉogʉ, Jesús pea o biro cʉ̃jare ĩi yʉʉupi:
LUK.13.2	—¿“Mʉja, aperã cʉ̃ja yaa yepa Galilea macãrã ametʉenero ñañarije ca tiirã niima ĩirã, to biro tamʉojacupa,” mʉja ĩi tʉgoeñati? 
LUK.13.3	“Biitijacupa,” mʉjare yʉ ĩi. Mʉja cãa, tʉgoeña yeri wajoari ñañarije mʉja ca tii niirijere mʉja ca tii yerijãatijata, cʉ̃jare birora mʉja bii yairucu. 
LUK.13.4	Ñucã, Siloére cʉ̃ja ca wee nʉcõrica tutu pee ñaawaaro, dieciocho niirã ca tãni yairicarã, Jerusalén macãrã ametʉenero ñañarije cʉ̃ja ca tii bui cʉtirique jʉori, tãni yaijacupa, ¿mʉja ĩi tʉgoeñati? 
LUK.13.5	“Biitijacupa,” mʉjare yʉ ĩi. Mʉja cãa, tʉgoeña yeri wajoari ñañarije mʉja ca tii niirijere mʉja ca tii yerijãatijata, cʉ̃jare birora mʉja bii yairucu —cʉ̃jare ĩiupi Jesús.
LUK.13.6	To biro cʉ̃jare ĩi, ati wãme ĩi cõoñari wedeupi ñucã Jesús:
LUK.13.6	—Jĩcʉ̃ cʉ̃ ʉje wejepʉre higueragʉ cʉ̃ ca otericagʉre cʉoupʉ. “Mee dica cʉticoacu,” ĩigʉ, ĩagʉ waamiupʉ. Jĩcãga ʉnora bʉaticãupʉ. 
LUK.13.7	To biri, cʉ̃ ʉje wejere ca ĩa nʉnʉjeegʉre o biro cʉ̃re ĩiupʉ: “Mee, itia cʉ̃ma waa, atigʉ dicare jeerʉgʉ yʉ ca amagʉ doorucu niimirije, jĩcãga ʉnoacãra bʉarucu, yʉ tiiti. Queti cõacãña. Ñee tiiro cõro watoa petira nucũ cotero niiticu,” cʉ̃re ĩiupʉ.
LUK.13.8	”To biro cʉ̃ ca ĩiro cʉ̃ ʉje wejere coteri majʉ pea o biro cʉ̃re ĩiupʉ: “Wiogʉ, ati cʉ̃mara mani quetiticãjaco ména. Jita ca jʉti añurije mena ayiari, tiigʉ pʉtore yʉ jita coa tuu ñaarucu. 
LUK.13.9	Ape tabera tee mena dica cʉticãbocu. To ca dica manicãjata docare mʉ queti cõacãrucu yua,” cʉ̃re ĩiupʉ —ĩi wedeupi Jesús.
LUK.13.10	Jĩcã rʉmʉ yerijãarica rʉmʉ ca niiro, nea poo juu buerica wiipʉ bojocare buegʉ tiiupi Jesús. 
LUK.13.11	Toopʉre niiupo jĩcõ nomio, dieciocho cʉ̃mari peti ca diarique cʉti niigo. Wãtĩ cõre cʉ̃ ca tʉ̃a mutĩarico niiri, petoacã wãmʉ poo majiri méé ca biigo niiupo. 
LUK.13.12	Jesús pea cõre ĩari, cõre jʉo cojo, o biro cõre ĩiupi:
LUK.13.12	—Nomio, mee diarique manigo mʉ tua —ĩiupi.
LUK.13.13	To biro ĩigʉra cʉ̃ amori mena cõre cʉ̃ ca ñia peorije menara, cõ pea díámacʉ̃ wãmʉ poocoaupo. To biro biigora, Ʉmʉreco Pacʉre baja peo nʉcʉ̃ bʉoupo. 
LUK.13.14	Yerijãarica rʉmʉrena, ca diarique cʉtigore Jesús cʉ̃ ca catiorijere ĩari, nea poo juu buerica wii wiogʉ pea ajiacoaupi. To biri bojocare o biro cʉ̃jare ĩiupi:
LUK.13.14	—Jĩcã amo peti, ape amore jĩcãga penituaro niiri rʉmʉrira nii paderica rʉmʉri. Tii rʉmʉri ʉnore mʉja diariquere ametʉene dotirã dooya. Yerijãarica rʉmʉ petira to biro tiiticãña —ĩiupi.
LUK.13.15	To biro cʉ̃ ca ĩiro, Jesús pea o biro cʉ̃re ĩi yʉʉupi:
LUK.13.15	—Watoara ca bii dito pairã, ¿mʉja jĩcʉ̃ ʉno peera yerijãarica rʉmʉrena, mʉja burrore, mʉja yʉʉ buey're, mʉja ca jia tuu nʉcõricʉre cʉ̃re popiori mʉja oco tĩarã waatirucuti? 
LUK.13.16	Atio, Abraham pãrameore, Satanás dieciocho cʉ̃mari peti ate diarique mena cʉ̃ ca jia nʉcõ epego peera, ¿yerijãarica rʉmʉrena cõ popio ecotibogajati? —cʉ̃re ĩiupi.
LUK.13.17	O biirije Jesús cʉ̃ ca ĩiro, cʉ̃re ca ĩa tutirã pea boboro tamʉoupa. To ca bii pacaro, niipetirã to cõro do biro ca tiiya manirije Jesús cʉ̃ ca tiirijere bʉaro ĩa ʉjea niiupa.
LUK.13.18	O biro ĩi nʉnʉa waaupi Jesús:
LUK.13.18	—¿Ñeere biro to biiti, Ʉmʉreco Pacʉ cʉ̃ ca dotirije? ¿Ñee mena yʉ ĩi cõoñagʉti? 
LUK.13.19	Jĩcãga mostaza apegaacãre jĩcʉ̃ cʉ̃ yaa wejepʉ ote, cʉ̃ ca tiiro jiro wii mʉa waaro, jĩcãgʉ yucʉgʉ pairicʉ bʉcʉa, to ca biiro tiigʉ dʉpʉripʉre minia yerijãa peja cʉ̃ja ca biirore biro bii —cʉ̃jare ĩiupi Jesús.
LUK.13.20	Ñucã o biro ĩiupi:
LUK.13.20	—¿Ʉmʉreco Pacʉ cʉ̃ ca doti niirijere ñee mena yʉ ĩi cõoñagʉti? 
LUK.13.21	Jĩcõ nomio harinare itia bapa cõori, niipetiri bʉrʉapʉra to wauacoajato ĩigo, ca wauaro ca tiirijere cõ ca ayiarore biro bii —ĩiupi Jesús.
LUK.13.22	Jesús, Jerusalén'pʉ waa nʉnʉa waagʉ, cʉ̃ ca ametʉa waari tabe macã macãri macãrãre bue ametʉa waaupi.
LUK.13.23	To biro cʉ̃ ca ĩi nʉnʉa waaro, jĩcʉ̃ Jesús're o biro ĩi jãiñaupi:
LUK.13.23	—Wiogʉ, ¿ca ametʉarã petoacã cʉ̃ja niiti? —cʉ̃re ĩiupi.
LUK.13.23	To biro cʉ̃ ca ĩiro, o biro cʉ̃re ĩi yʉʉupi Jesús:
LUK.13.24	—“Ca ejatiri jope peere jãa waarʉga niiña. Paʉ jãa waarʉgamirucuma. To bii pacarã jãa majitirucuma,” mʉjare yʉ ĩi. 
LUK.13.25	Tii wii wiogʉ wãcãri, jopere cʉ̃ ca biaro jiro, mʉja macãpʉ ca niirã pea, “Wiogʉ, jãare jope pãaña,” cʉ̃re mʉja ĩi jʉomirucu. To biro mʉja ca ĩiro cʉ̃ pea, “Baa, mʉjare yʉ majiti. Noo macãrã niirã mʉja niicu,” mʉjare ĩi yʉʉrucumi. 
LUK.13.26	To biro cʉ̃ ca ĩiro, mʉja pea: “Mʉ menara baa, jini, jãa tiiwʉ. Jãa macã yeparira bojocare mʉ bue yujurucuwʉ,” cʉ̃re mʉja ĩimirucu.
LUK.13.27	”To biro mʉja ca ĩiro, “ ‘Mee mʉjare yʉ majiti,’ mʉjare yʉ ĩijãwʉ. Yʉre camotatiya mʉja, ñañarije ca tiirã,” mʉjare ĩirucumi.
LUK.13.28	”To cõrora otirique, bʉaro tʉgoeña pairique, mʉjare niirucu, Abraham, Isaac, Jacob, Ʉmʉreco Pacʉ yee quetire wede jʉgueri maja niiquĩricarã niipetirã, Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉ cʉ̃ja ca niicãro, mʉja pea macãpʉ cõa wiene ecoma ĩirã. 
LUK.13.29	Bojoca niipetiropʉ macãrã, muipũ cʉ̃ ca mʉa doori nʉña macãrã, cʉ̃ ca ñaa jãari nʉña macãrã, jõcʉ̃ jiro macã yepa macãrã, ñucã díámacʉ̃ macã yepa macãrã doorucuma, Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉ baa duwirã doorã. 
LUK.13.30	To biri mecʉ̃rire watoa macãrã ca niirã, ca nii majuropeerã niirucuma. Ñucã mecʉ̃rire ca nii majuropeerã ca niirã, watoa macãrã tuarucuma —ĩiupi.
LUK.13.31	Tii rʉmʉrena jĩcãrã fariseos eari, o biro ĩiupa Jesús're:
LUK.13.31	—Anore waacoagʉja. Herodes mʉre jĩacãrʉgami —cʉ̃re ĩiupa.
LUK.13.32	To biro cʉ̃ja ca ĩiro, o biro cʉ̃jare ĩi yʉʉupi Jesús:
LUK.13.32	—Waari, o biro ĩirãja, ca bojoca ñañagʉre: “Mecʉ̃, boero ca diarique cʉtirãre catio, wãtĩare cõa wiene, yʉ tiirucu. Boero ape rʉmʉra yʉ paderiquere yʉ yapanorucu. 
LUK.13.33	Mecʉ̃, boero, boero ape rʉmʉ, yʉ waa nʉnʉa waarucu. Jĩcʉ̃, Ʉmʉreco Pacʉ yee quetire wede jʉgueri majʉ, Jerusalén ca niitiropʉra cʉ̃ ca bii yaijata añuti.”
LUK.13.34	”Jerusalén, Jerusalén, Ʉmʉreco Pacʉ yee quetire wede jʉgueri majare jĩa, mʉre Ʉmʉreco Pacʉ, cʉ̃ ca wede doti cojorãre ʉ̃tã mena dee jĩa, ca tiiri macã mʉ nii. Jĩcãti méé, ãboco cõ punare cõ quedʉpʉ doca cõ ca jee neorore biro yʉ tiirʉgamiwʉ mʉ bojocare. Mʉja pea mʉja bootiwʉ. 
LUK.13.35	To biri, mʉja ca niiri tabe, bojoca maniri tabe tuarucu. Yʉre mʉja ĩa nemotirucu, “ ‘Añuro ca biigʉ niimi, Ʉmʉreco Pacʉ wãme mena ca doogʉ,’ mʉja ca ĩiri rʉmʉ ca earopʉ,” mʉjare yʉ ĩi
LUK.14.1	Jĩcã rʉmʉ, yerijãarica rʉmʉ ca niiro, ʉpʉ fariseo yaa wiipʉ baagʉ waaupi Jesús. Aperã fariseos pea Jesús're ĩa duti cote niiupa. 
LUK.14.2	Ñucã toopʉre niiupi jĩcʉ̃ mipĩrique ca diarique cʉtigʉ. 
LUK.14.3	To biri Jesús pea, doti cũuriquere ca jʉo buerãre, fariseos're, o biro cʉ̃jare ĩi jãiñaupi:
LUK.14.3	—¿Doti cũurique, yerijãarica rʉmʉre ca diarique cʉtirãre to catio dotiti? ¿To dotititiqué? —ĩiupi.
LUK.14.4	To biro cʉ̃ ca ĩiro, cʉ̃ja pea wedetiupa. To cõrora ca diagʉre catio yapano, “Tua waagʉja,” cʉ̃re ĩiupi Jesús.
LUK.14.5	To biro tii yapano, fariseos peera o biro cʉ̃jare ĩiupi:
LUK.14.5	—¿Nii mʉja mena macʉ̃, yerijãarica rʉmʉrena cʉ̃ macʉ̃ ʉno, cʉ̃ buey ʉno opepʉ cʉ̃ ca ñaajãaro, yoari méé cʉ̃re cʉ̃ ami wienetiti? —ĩiupi.
LUK.14.6	Jesús to biro cʉ̃ ca ĩiro, cʉ̃ja pea do biro cʉ̃re ĩi yʉʉ majitiupa.
LUK.14.7	Cʉ̃ ca jʉo cojoricarã duwiriquere añuri taberipʉ wado cʉ̃ja ca beje ea nuuro ĩagʉ, o biro cʉ̃jare ĩi wede majioupi Jesús:
LUK.14.8	—Noo jĩcʉ̃, amo jiarica boje rʉmʉre mʉjare cʉ̃ja ca jʉo cojoro, duwirique añurijepʉ wado beje ea nuuticãña. Mʉja ametʉenero ca nii majuropeegʉ eabocumi. 
LUK.14.9	To biro cʉ̃ ca biiro, mʉja pʉarãpʉrena ca jʉo cojoricʉ doori: “Mʉ ca duwiri tabere ani peere duwi dotiya,” mʉjare ĩibocumi. To biro cʉ̃ ca ĩiro, aperã cʉ̃ja ca ĩa cojoro, boboro cʉ̃ja jiropʉ mʉja duwirã waabocu yua. 
LUK.14.10	To biro biitirãra, mʉjare cʉ̃ja ca jʉoro, jiro macã pĩiropʉ ea nuu eaya, to biro mʉja ca biiro mʉjare ca jʉoricʉ pea, “Yʉ mena macʉ̃, ano añuri tabe pee duwigʉ dooya,” mʉjare cʉ̃ ca ĩipere biro ĩirã. To biro biirã, mʉja mena ca baa duwirã cʉ̃ja ca ĩa cojoro, mʉjare ca jʉo cojoricʉre añuro mʉja ĩi ecorucu. 
LUK.14.11	Cʉ̃ majuropeera, “Ca nii majuropeegʉ yʉ nii,” ca ĩigʉa, watoa macʉ̃ tuarucumi. “Watoa macʉ̃ yʉ nii,” ca ĩigʉ pea, ca nii majuropeegʉ tuarucumi —cʉ̃jare ĩiupi.
LUK.14.12	Ñucã cʉ̃re ca jʉoricʉ cãare o biro cʉ̃re ĩiupi Jesús:
LUK.14.12	—Baarique jʉo baagʉ, mʉ mena macãrãre, mʉ yee wederãre, mʉ yaarã ca nii cojorãre, ñucã mʉ ca niiri tabe pʉto macãrã ca apeye pairãre, jʉoticãña. Cʉ̃jare mʉ ca jʉojata, ñucã cʉ̃ja pee cãa mʉre jʉorucuma, mʉre amerʉgarã. Mee, to biro mʉre cʉ̃ja ca tiirije menara mʉ wapa taacãrucu. 
LUK.14.13	To biro tiitigʉra, boje rʉmʉ tiigʉ, ca boo pacarãre, ca waa majitirãre, dʉpo yuririre, ca ĩatirãre, jʉoya. 
LUK.14.14	To biro tiigʉ, bʉaro mʉ ʉjea niirucu. Cʉ̃ja pea jĩcã rʉmʉ ʉnora, to biro mʉre tii ametirucuma. To biro mʉre cʉ̃ja ca tiiti pacaro, mʉ pea ca añurã cʉ̃ja ca cati tuari rʉmʉre tee wapa mʉ tiicojo ecorucu —cʉ̃re ĩiupi.
LUK.14.15	Atere to biro cʉ̃ ca ĩiro tʉogʉ, jĩcʉ̃ Jesús mena ca duwirã mena macʉ̃, o biro ĩiupi:
LUK.14.15	—Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉre ca baapʉ doca ʉjea niiña —ĩiupi.
LUK.14.16	To biro cʉ̃ ca ĩiro, Jesús pea o biro ĩiupi:
LUK.14.16	—Jĩcʉ̃, pairo baarique quenori, paʉ bojocare jʉoupʉ. 
LUK.14.17	Baarica tabe ca earo, cʉ̃re pade coteri majʉre, “Dooya. Mee, baarique queno yapanoriquepʉ nii,” ĩigʉja yʉ ca jʉoricarãre, cʉ̃re ĩi cojoupʉ.
LUK.14.18	”To biro ĩi cojojãwi, cʉ̃jare cʉ̃ ca ĩiro, niipetirãpʉra ate jʉori jãa waati, cʉ̃re boca ĩiuparã. Ca nii jʉogʉ, o biro ĩiupʉ: “Mecʉ̃acãra jĩcã yepa yʉ wapa tii yerijãawa. To biri tii yepare ĩagʉ waagʉ yʉ tii, teere ĩima ĩigʉ yʉ waati,” cʉ̃re ĩiupʉ. 
LUK.14.19	Apĩ cãa, “Pʉa amo cõro niirã wecʉa yʉ wapa tii yapano. Cʉ̃jare ĩa ñaagʉ waagʉ yʉ bii ména, ‘teere ĩima ĩigʉ yʉ waati,’ ĩijãwi cʉ̃re ĩiña,” ĩicãupʉ. 
LUK.14.20	Apĩ cãa ñucã, “Mecʉ̃acãra yʉ amo jĩa yapano. To biri yʉ waa majiti,” cʉ̃re ĩiupʉ.
LUK.14.21	”Cʉ̃re pade coteri majʉ pea tua ea, ate to biro cʉ̃ja ca ĩiriquere wedeupʉ cʉ̃ wiogʉre. Wii ʉpʉ pea teere tʉo ajia, o biro ĩiupʉ cʉ̃re pade coteri majʉre: “Yoari méé, macã macã yeparipʉ, wiije watoa macã maaripʉ waari, ca boo pacarãre, ca waa majitirãre, ca ĩatirãre, upa yuririre, cʉ̃jare jʉo dooya,” ĩiupʉ. 
LUK.14.22	To biro cʉ̃ ca ĩi cojoricʉ waa tua eagʉ: “Wiogʉ, yʉre mʉ ca dotijãrore birora yʉ tii yerijãajãwʉ mee. To ca bii pacaro, wii pee dadati ména,” cʉ̃re ĩiupʉ. 
LUK.14.23	To biro cʉ̃ ca ĩiro, cʉ̃ wiogʉ pea o biro cʉ̃re ĩiupʉ: “Maaripʉ, metã macãriacãpʉ waari, noo mʉ ca bʉa earãre ca doorʉgatirãrena cʉ̃jare jʉocã dooya, yʉ yaa wii ca dadacoapere biro ĩigʉ. 
LUK.14.24	‘Jĩcʉ̃ ʉno peera, yʉ ca jʉomiricarã yʉ mena baatirucuma,’ mʉjare yʉ ĩi,” ĩiupʉ —ĩi wedeupi Jesús.
LUK.14.25	Bojoca paʉ Jesús're nʉnʉupa. To biro cʉ̃ja ca biiro, cʉ̃ pea cʉ̃ja peere amojode nʉcãri, o biro cʉ̃jare ĩiupi:
LUK.14.26	—Jĩcʉ̃ yʉre ca tʉo nʉnʉjeegʉ, cʉ̃ pacʉre, cʉ̃ pacore, cʉ̃ nʉmore, cʉ̃ punaare, cʉ̃ yaarãre, cʉ̃ yaarã romirire, ñucã cʉ̃ majuropeera cʉ̃ ca mairo ametʉenero yʉre cʉ̃ ca maitijata, yʉ buegʉ nii majitimi. 
LUK.14.27	Ñucã yʉ yee jʉori, cʉ̃ majuropeera ñañaro tamʉori, yʉre ca nʉnʉtigʉa, yʉ buegʉ nii majitimi.
LUK.14.28	”¿Jĩcʉ̃ mʉja mena macʉ̃, emʉari wii weerʉgʉ, “¿Wapa tiirica tiiri yʉ ca cʉorije menara yʉ wee yapanocãrʉgamiti?” ĩigʉ, ea nuu waa, tee ca wapa cʉtipere cʉ̃ cõoña jʉotigajati? 
LUK.14.29	To biro tiitigʉra, tii wii ca niipa yepa wadore wee cũu pacagʉ, peoti majitigʉ cʉ̃ ca bii niiro niipetirã tii tabere ca ĩarã, o biro cʉ̃re ĩi buicuma: 
LUK.14.30	“Ania, wii queno jʉocãmijapi táá biigʉpʉa. Tii yapano majitimi béé,” ĩi buicuma.
LUK.14.31	”Ñucã jĩcʉ̃ wiogʉ, apĩ wiogʉ mena cʉ̃ ca ameri jĩagʉ waape to ca niijata: ¿Yʉ uwamarã diez mil menara, veinte mil uwamarã mena yʉre ca jĩagʉ doogʉre yʉ ãpõtĩocãrʉgamiti? ĩigʉ, ea nuu waa, ¿cʉ̃ cõoña jʉotigajati? 
LUK.14.32	Yʉ ãpõtĩoricaro mani cʉ̃ ca ĩijata, apĩ wiogʉ pea ména yoaropʉra cʉ̃ ca niiro, “Añurucu. Mani ameri jĩaticãjato,” ĩi cojocumi, queti wederi maja mena. 
LUK.14.33	To biri wãmera no ca boogʉ mʉja mena macʉ̃ cʉ̃ ca cʉorije niipetirore cʉ̃ ca waa weo majitijata, yʉ buegʉ nii majitimi —cʉ̃jare ĩiupi Jesús.
LUK.14.34	—Moa añurijera nii. Bii pacaro ca ocarije to ca peticoajata, ¿do biro pee bii, ñucã ca poarije to nii eabogajati? 
LUK.14.35	Yepa cãare añuti, otepʉre maa tuujata cãare añuti, biicã yua. To biri díámacʉ̃ra cõa cũu batecãma. Ca amoperi cʉtirã tʉoya yʉ ca ĩirijere
LUK.15.1	Paʉ, Roma maquẽre wapa jee bojari maja, ñañarije ca tiirã, Jesús're nea poo eaupa cʉ̃ ca wederijere tʉorʉgarã. 
LUK.15.2	O biro cʉ̃re cʉ̃ja ca biirije jʉori, fariseos, doti cũuquĩriquere ca jʉo buerã, o biro ĩi wede paiupa Jesús're:
LUK.15.2	—Ania, ñañarije ca tiirãre añuro tii, cʉ̃ja menara baa, tiimi déé —ĩiupa.
LUK.15.3	To biro cʉ̃ja ca ĩiro, cʉ̃ pea ati wãme ĩi cõoñari cʉ̃jare wedeupi:
LUK.15.4	—¿Nii mʉja mena macʉ̃ pee cien ovejas ca cʉogʉ, jĩcʉ̃ cʉ̃ ca yairo, ca yairicʉre amagʉ waagʉ, noventa y nueve ca niirãre toora cũucã, cʉ̃re bʉacãripʉ cʉ̃ ama yerijãatiti? 
LUK.15.5	Cʉ̃re bʉagʉ, bʉaro ʉjea niirique mena cʉ̃re ami pʉja, 
LUK.15.6	cʉ̃ yaa wii tua eagʉ, cʉ̃ mena macãrãre, cʉ̃ ca niiri tabe macãrãre, jʉo neo, o biro ĩicumi: “Yʉ mena ʉjea niiña. Mee, yʉ oveja ca yairicʉre yʉ bʉajãwʉ,” ĩicumi. 
LUK.15.7	To biiri wãmera bii ʉmʉreco tutipʉre: Jĩcʉ̃ ñañarije ca tiigʉ cʉ̃ ca tʉgoeña yeri wajoaro, mee añurã noventa y nueve ca niirã ca tʉgoeña yeri wajoarique bootirã menare ʉjea niiricaro ametʉenero ʉjea niirique nii —cʉ̃jare ĩi wedeupi Jesús. 
LUK.15.8	—¿Dico ʉno nomio wapa tiirica tiiri, pʉa amo cõro niiri tiiri ca cʉogo, jĩcã tii ca yairo, jĩa boericaga mena jĩa boeri, to cãnacã tabepʉra añuro owa ama, tii tiire bʉacãripʉ cõ ama yerijãatiti? 
