MAT.1.1	Yisa Masiya
LUK.4.28	Le bininfob ban nan be kuwonjiɛndiigin a poolin kaah nan gbir Yisa a bɔr nmɔn nin, bi nan fiin bi ŋuui le u bu, 
LUK.4.29	le bi fii ki ŋɔɔr u nyan kitiŋ nmɔn yaan, ki ta u jon ligungonl lan bu wee bi nan maa bi tiŋ nmɔn a gbaam, ke bin ta u ki jaa ligungonl nmɔn a tum. 
LUK.4.30	Amaa le u bɔgir bi siigin ki choon jon.
LUK.4.31	Le Yisa nan jir Kapeniɛm kan be Galilii a tiŋin nan. Le likpakɔɔl daal ke u wɔɔn bininfob Uwonbɔr a mɔleen; 
LUK.4.32	le u wɔɔnim nmɔn nan gar bi, nan bu-n u wɔɔnim nmɔn kaah nan jɔɔ tininkper a pɔɔmin bu.
LUK.4.33	Le uja wan wee kinaanbiig nan be u ban nan, nan be kuwonjiɛndiigin yaan ki tann nmɔpɔɔn ke, 
LUK.4.34	“Fin Yisa wan ye Nazarif a ninfo nan, a ban baa ti ban naa? Aah! A dan ke a nan bii tim lee? N nyi ŋa ye wan, a ye Uwonbɔr a kasi a toom le.
LUK.4.35	Le Yisa tiɛn kinaanbiig n bu ke, “Ŋmim tifur, ki sin nya uja nmɔn yaan na.” Le kinaanbiigin nyiɛ uja-n tum, bi sisiigin, le ki sin nyan u ni; waah nan nyiɛ u tumin, waa nan sei u kidaŋi.
LUK.4.36	Le ni nan ŋa bi biɛn ligaril, le bi baan tab ke, “Ba a wɔɔm ye naa? U jɔɔ tininkper a pɔɔn le nin npɔɔn ki bei nnaanbiim bimɔb le bi nyan bininfobin.” 
LUK.4.37	Le bi nan mɔɔn Yisa a yinl kitiŋ nmɔn nin itingbaa biɛn.
LUK.4.38	Le Yisa nan nyan kuwonjiɛndiig nmɔn yaan ki jon Simɔnn a niin, ki miin kugbanantoŋ le jɔɔ Simɔnn a chɔɔpii, le bi nan bei Yisa upii nmɔn a wiɛn bu. 
LUK.4.39	Le Yisa nan bɔɔn upii-n bu ki fuun kugbanantoŋin bu, le ku jaau; le upii-n paa nan fii ki ŋa bi kuchɔŋ. 
LUK.4.40	Nween kaah nan nan yin lu n-yonn man ni, le ban biɛn nan jɔɔ bibaarib bi niin yin ni nan ta bi ki dan Yisa ban; bi nan bu iwiɛn a booli a booli le u ta u nɔɔ ki ma ma bi, le bi kan kutebug. 
LUK.4.41	U ji nan che nnaanbiim nyan bininfobin takpem. Baah nan nyan diɛ nan le bi tiɛn nmɔpɔɔn ke, “A ye Uwonbɔr a Bija le.” Amaa le u nan fuun bi bu kaa ji nan che bi pag jigin ni, nan bu-n bi nan nyi waah ye Masiya.
LUK.4.42	Naah nan won kutaagin le Yisa nan nyan kitiŋ nmɔn yaan ki kɔɔ kulɔŋin; le bininfobin nan choon ki ban ki tan kan u. Baah nan kan u nan, le bi nan gɔɔ u ki ke un laa yaar ki sin jiɛn bi. 
LUK.4.43	Amaa le u ke, “See ke n jon ntim man gurin yaan ki tan mɔɔn tibɔŋann ki jiin Uwonbɔr a naam paam nan, ni ma bu le Uwonbɔr tunim.” 
LUK.4.44	Ni ma bu le u nan jin Judiya a timin ki kɔɔ tiwonjiɛndirin ki wɔɔn bininfob tibɔr nmɔn.
LUK.5.1	Weem ba daal le Yisa nan si Genesareti a mɔgilin a gbaam, le kuninfogbaluŋ nan si ki jin u ki pelig Uwonbɔr a bɔr. 
LUK.5.2	Tiŋalin tilee mu nan si limɔgil nmɔn a gbaam, le bijanchoob nan jiɛn ki sin jon niba paam ke bin tan ŋunn bi janlann. Yisa kaah nan kan tiŋalin nmɔn nin, 
LUK.5.3	le u nan kɔɔ Simɔnn yaagin, ki bei u ke un tir ki jiin nnyumin wamau. Waah nan tir jiin nin, le Yisa nin ka kuŋaluŋ nmɔn yaan ki wɔɔn bininfob Uwonbɔr a bɔr.
LUK.5.4	Waah nan pag ki diɛ n-yonn man nin, le u bei Simɔnn ke, “Tir kuŋaluŋ nmɔn ki kɔɔn nnyum man yaan nyɔɔ wee ki jaa ni janlann wee ki choo ijan.” 
LUK.5.5	Le Simɔnn bei u ke “N ninkpelu, ti won ban ijan kunyiɛmuŋ taa kan niba. Amaa ŋaah len man nin bu n li jaa tijanlann nmɔn.”
LUK.5.6	Baah nan ŋa man nin, le bi choo ijan takpem, le bi janlann nin nan nan chinn. 
LUK.5.7	Ni ma bu le bi nan yin bi kpiɛtiib ban nan be kuŋaluŋ kumiɛn nin yaan ke bin dan nan ter bi. Le bi nan dan ki nan gbeen bi ŋalin tilee nmɔn biɛn le ti nan piin ki miig.
LUK.5.8	Simɔnn Piita kaah nan kan man nan, le u gbaan Yisa a taatum, ki bei u ke, “Fɔɔr n ban ki li chaau, Uyudaan, n ye tibirdaan le!” 
LUK.5.9	Nan bu-n ni nan gar u ma nin u tabin le, baah nan choo ijan ni man nin, 
LUK.5.10	ni nan ye man le ki sei Jemisi nin Jɔnn, Simɔnn a kpiɛtiib ban nan ye Zebedi a naachimin.
LUK.5.10	Le Yisa bei Simɔnn ke, “Laa san bijawaami. Naah nyan dinan ki jɔɔ chaa, ni yin mɔɔn bininfob le ki tenn Uwonbɔr.” 
LUK.5.11	Le bi nan tir bi ŋalin nmɔn don nkpengbaan, ki jiɛn bi wan yɔɔr biɛn nin yaan le ki nɔɔ Yisa.
LUK.5.12	Yisa nan be kitiŋ kiba ni-n, le uja uba dan u ban ki ye kikɔŋ. N-yonn man wee u kan Yisa, le u lu ki ta u num chigin tum ki balin u ke, “Uyudaan, ni ye a ban ke, a li fir che n pɔɔg.”
LUK.5.13	Le Yisa tann u nɔɔ ki maa u, ki ke “N ban man. A wiɛm diɛu!” Libol nmɔn yaan, le u kan kutebug. 
LUK.5.14	Le Yisa bei u, “Laa bei uba, amaa li chaa Uwonbɔr a minmanu ban ki tan ta a ba ki wɔɔn u, ki mann kumanug ki sei Uwonbɔr ke Moziz a kaal kaah wɔɔn man nin. Ni ma ye siɛra ki sei bi.”
LUK.5.15	Amaa Yisa a yinl nan mann mɔɔn le nin yaan biɛn. Le bininfobin biɛn nan lagin u ban ke bin gbir u bɔr, ki ban ke un che bibaarib ban be bi ban nin pɔɔg. 
LUK.5.16	Amaa le Yisa yaan ti nyan ki jon u binba a bol ki tan miɛ Uwonbɔr.
LUK.5.17	Weemba daal Yisa kaah nan be ki wɔɔn le Farasii yaab nin ban wɔɔnn Uwonbɔr a siim ban nan nyan Galilii a timin nin Judiya a timin nin Jerusalam a timin nan ka u ban. Le Uwonbɔr a pɔɔm nan be u ban le u che bibaarib kan kutebug. 
LUK.5.18	Le bijab biba mu nan dan ki tu ubaar wan a gbanann nan kpo, likinkenlin, ki ban bin ta u ki kɔɔn kudiig kan yaan wee Yisa nan be-n, ki tan ta u ki bil Yisa a nintogil. 
LUK.5.19	Amaa baa nan kan npaan ki li kɔɔ, bininfobin kaah nan yaabin bu, le bi nan ta u ki don kudiig a paab, ki feer limɔɔpinl le ki ta u nin u wan dɔɔnwaŋ jiir bininfobin a sisiigin ki tan bil Yisa a nintogil.
LUK.5.20	N-yonn man wee Yisa kan bi yada-n, le U bei uja wan a gbanann kpe-n ke, “N jɔ, n jiɛn a bir periŋa.”
LUK.5.21	Le Farasiim nin ban wɔɔnn Uwonbɔr a samin tiɛr bi sufu ni ke, “Ninfo boliba ye u ki sugir Uwonbɔr aa? Uba li fir jiɛn tibir per u kpiɛg kaa ye Uwonbɔr a binba?”
LUK.5.22	Yisa nan biɛ baah tiɛr man na, le ki baan bi, “Ba ŋaa wee ni tiɛr man ni sufu ni naa? 
LUK.5.23	Maah bei ubaarin ke, ‘N jiɛn u bir ki per waah’ nin maah li bei ke ‘Fii ki li chaau’. Ni la ba pɔɔ? 
LUK.5.24	Amaa wee n che ni biɛ ke Uninfosaal a Big jɔɔ tininkper a pɔɔm dulinya nan yaan ki li jiɛn tibir per…” Le u bei uja wan a gbanann kpe-n ke, “N beiŋ le, Fiim, ki yuur a wan dɔɔn waŋ ki li chaa kun na.”
LUK.5.25	Libol nmɔn le u fii bi numin, ki yuur u wan dɔɔn waŋ, ki chaa kun, le ki choon ki pagir Uwonbɔr. 
LUK.5.26	Le ni gar bininfobin biɛn. Le bi pag Uwonbɔr, ki san u bijawaam, ki bei ke, “Dinan ti kan ligaril a toonla.”
LUK.5.27	Ni bɔɔn bu le Yisa nyan iniin nmɔn yaan ki chaa, le ki tan kan ulanpo gaar ka bilanpogaab a nanbonn, bi nan yi u ke Liifai. Le Yisa bei u ke, “Li nɔɔm ni.” 
LUK.5.28	Le Liifai fii ki jiɛn u wan yɔɔr biɛn le ki nɔɔ u.
LUK.5.29	Le Liifai ŋa tijiir takpem u niin ki sei Yisa; le bilampo gaab nin bininfob takpem nan dan ki nan lagin jin nin bi. 
LUK.5.30	Amaa le Farasii yaab nin ban wɔɔnn Uwonbɔr a siimin nan fu Yisa a bɔɔnɔɔb ban ki ke, “Ba ŋa wee ni lagin ki ji ki nyu nin bilampo gaab nin tibirdamaa?”
LUK.5.31	Le Yisa jiin bi ke, “Ban pɔɔ kaa ban utebiri, see ban bu-n. 
LUK.5.32	Maa dan ke n nan yin bibuchim le, amaa tibirdam wee bin kpenn bi binbem.”
LUK.5.33	Le bi nan bei Yisa ke, “Jɔnn a bɔɔnɔɔb lolig imɔɔŋ le ki miɛ Uwonbɔr iyoo biɛn man le Farasii yaab a bɔɔnɔɔb tɔɔl ŋaan, ke ba ŋaa wee iyoo biɛn a yaa bɔɔnɔɔbin ma ji ki nyuu?”
LUK.5.34	Le Yisa jiin bi ke, “Ni li fir che bicham ban dan bin nan ji Lipiichanil a jiir nan n lol bimɔb n-yonn man wee lipiichanil daan la be bi ban nan naa? 
LUK.5.35	N-yonn chaan, le bi na li nyan lipiichanil daan nin bi ban; iyaayoo le bi li lol bimɔb.”
LUK.5.36	Le Yisa gaa bi libɔŋal ke, “Uba kaa li chee ki jii litanl daala pɔŋin ki tan ta legin daala kpegi. Ni ye u ŋa man ke u chiɛ daala pɔŋin na, litanl pɔnl nin litanl kpegil kaa piɛ. 
LUK.5.37	Uba mu kaa li ta ndapɔm ki ŋuun libokpegilin ni. Ni ye u ŋa man wee ndapɔmin nan mɔɔ ke, mi li pɔɔ liboolin, le ndaamin wur yɔli, le libool n mu bii. 
LUK.5.38	Aai see u ta ndapɔmin ki ŋuun liboopɔnlin. 
LUK.5.39	Wan mu nyun ndakpegim ke, waa ji ban ndapɔmi, u li ke, ‘Ndakpegim mɔ ki jon ndapɔma.’ ”
LUK.6.1	Juu yaab a kpakɔɔl liba daal, le Yisa nin u bɔɔnɔɔb nan nɔɔ kɔɔ bukpaab biba a poolin. Le u bɔɔnɔɔbin choon ki gen iyoo ki nug bi nɔɔn ŋma. 
LUK.6.2	Le Farasii yaab biba nan baan bi ke, “Ba ŋa ni tun nan wee ti siim kaa che ti tun likpakɔɔl daalaa?”
LUK.6.3	Le Yisa nan jiin ki baan bi ke, “Naa nyi ki karin Uwonbɔr a gbɔŋin, nkom kaah nan choo Defid nin u tab wee u ŋa man nin naa? 
LUK.6.4	U nan kɔɔ iwonjiɛn niin ki yuur kasi a boroboro
LUK.6.5	Le Yisa bei bi ke, “Uninfosaal a Bija-n le ye likpakɔɔl daal nmɔn a yudaau.”
LUK.6.6	Juu yaab a kpakɔɔl liba daal jigin, le Yisa kɔɔ kuwonjiɛndiigin ki wɔɔn bininfob Uwonbɔr a bɔr. Le uja uba nan be niin le u nɔɔjiim kpo. 
LUK.6.7	Le ban nan wɔɔn Uwonbɔr a siimin nin Farasii yaab nan be niin, ki ban bin lig njee Yisa li teb bininfob likpakɔɔl daalaa. Bi nan ban bin kan nan wee bi li ta bii u yinl le ki ke u bii likpakɔɔl daala. 
LUK.6.8	Amaa Yisa nan nyi baah tiɛr man, le ki bei uja wan a nɔɔ kpo nan ke, “Fii sir bininfob nan a nintogila.” Le u fii ki tan sir niin.
LUK.6.9	Le Yisa baan bi ke, “N baan ni le, ti siim wɔɔn ke nii likpakɔɔl daalaa: Ti ŋa nan ŋan bee nan biraa? Ti fee limiɛfol bee ti bii laa?”
LUK.6.10	Le u nan lig bininfobin biɛn a num paam ki bei uja-n ke, “Tann a nɔɔ nmɔn na.” Le u tann ki miin mi jir pɔɔg biɛna. 
LUK.6.11	Amaa le bi ŋuui nan fii Yisa bu takpem, le ki nan piin ki lolig baah li ŋaa Yisa man.
LUK.6.12	Le weemba daal le Yisa don lijɔɔl a paab, un tan miɛ Uwonbɔr, le ki miɛ ki tan wonn kutaag. 
LUK.6.13	Naah nan wonn njakpanyiɛn ni, le u nan yin u bɔɔnɔɔb le ki gann binib piig nin bilee ki yin bi ke u tooi: 
LUK.6.14	U nan gann Simɔnn (wan wee u nan yi u ke Piita nan) nin Simɔnn a waal Anduru, nin Jemisi, nin Jɔnn, nin Filib, nin Batolomiu, 
LUK.6.15	nin Matiu, nin Tomasi, nin Jemisi wan ye Alifiu a bija nan; nin Simɔnn wan wee bi nan yi u ke Zealo
LUK.6.16	nin Judasi wan nan ye Jemisi a bija nan; nin Judasi Isikariya (wan nan nan kɔɔr Yisa nan).
LUK.6.17	Le Yisa nin u bɔɔnɔɔb nan nɔɔ jiirin ki nan sir npaan nin. Le u bɔɔnɔɔb takpem mu nan be niin, le bininfob takpem nan be niin ki kpiɛ, bi nan nyan Judiya a tiŋin nin Jerusalam, nin nnyum takpem a timin Taya nin Sidonn a tingbaan yin le; 
LUK.6.18	ban nan dan bin nan gbir u bɔr le ki sin kan liwiɛn tebilin. Ban wee nnaanbiim nan nɔɔn nan kan kutebuga. 
LUK.6.19	Le bininfob biɛn nan ban bin maa Yisa a gbanann, npɔɔn kaah nan nya u gbanann nin ki che bininfob pɔɔgir n bu.
LUK.6.20	Le Yisa nan lig u bɔɔnɔɔbin ki bei ke:
LUK.6.20	“Tikaar be nim ban ye bilanjiimin bu,
LUK.6.20	nan bu-n Uwonbɔr a naam ye ni yaan le.
LUK.6.21	Tikaar be nim ban wee nkom jɔɔ ni daandaan nan,
LUK.6.21	nan bu-n ni na li ji ki gbee.
LUK.6.21	Tikaar be nim ban mɔr daandaan nan,
LUK.6.21	nan bu-n ni na li la.
LUK.6.22	Tikaar be ni bu, n-yonn man wee bininfob nan ni,
LUK.6.22	n-yonn man wee bininfob wiɛr ni, ki sugir ni,
LUK.6.22	kaa ban ni yin tibir bu-n, Uninfosaal a Bigin bu.
LUK.6.23	“Ni che ni li mɔn ni takpem lidaal nmɔn na, nan bu-n ni nyɔɔr tan be paabin yaba. Man a fala le bi baam nan jɔ ŋaan Uwonbɔr a linlem.
LUK.6.24	Amaa woo, nim bijɔɔndam,
LUK.6.24	nan bu-n nim pii kan ni wiiba.
LUK.6.25	Woo, nim ban ji ki gbeeg daandaan,
LUK.6.25	nan bu-n nkom na li choo ni.
LUK.6.25	Woo, nim ban laa daandaan nan,
LUK.6.25	nan bu-n ni na li mɔɔ tikpemɔr ki ji mɔɔ tinyinyinn.
LUK.6.26	Woo, nim ban wee bininfob biɛn pagir ni nan,
LUK.6.26	nan bu-n man le bi baam nan pagir tibɔkar a linlem.
LUK.6.27	“N bei nim ban pelig n bɔr nan le: Ni li jiɛ ni dataam, ki li tun nan ŋan ki tenn ban nan ni. 
LUK.6.28	Kaab ti kaar ki ŋa ban poog imɔɔŋ ki jaar ni bu nan ki li miɛ Uwonbɔr ki tenn ban bii ni. 
LUK.6.29	Wan pebiŋ kitapag kiba ke, a labir kan gurin sei un peb. Wan yuur a daala takpeŋ ke, laa ke u laa yuur kuwan bigin ni. 
LUK.6.30	Wan mu miɛŋ nan ke, a sei mu. Wan fee a wan yɔɔr ke, laa ji ban a gaa jiin ni. 
LUK.6.31	Ni li tun tenn bininfob ke naah ban bi li tun tenn ni man nin na.
LUK.6.32	“Ni ye ni jiɛ ban jiɛ ni a binba ke, ni ye ba a nyɔɔr ki sei naa? Hali ‘tibirdam’ tɔɔl jiɛ ban jiɛ bi-n le. 
LUK.6.33	Ni ye ke ni tun nan ŋan ki tenn ban tun nan ŋan ki tenn ni nan a binba ke, ni ye ba a nyɔɔr ki sei naa? Hali tibirdam tɔɔl ŋaan man le. 
LUK.6.34	Ni ye ke ni peŋ ban wee ni ji na li ga-n ke, ni ye ba a nyɔɔr ki sei naa? Hali ‘tibirdam’ tɔɔl peŋ man le ki tenn ‘tibirdam’, ki jin na gaa bi wan yɔɔr nmɔn a mɔb.
LUK.6.35	“Amaa ni li jiɛ ni dataama, ki li tun nan ŋan ki tenn ba, ki li peŋ ba, ki laa tiɛr ke bi li yɔ jiin ni. Ni nyɔɔr na li yab, le ki ji na li ye Uwonbɔr wan be paab nan a buwaab, nan bu-n u ma tun nan ŋan ki tenn ban a num kaa gbee niba nin bipootondam. 
LUK.6.36	Ni li jɔɔ linyunyunbasanl ke ni Baa kaah jɔɔ linyunyunbasanl man nin na.
LUK.6.37	“Ni laa ji bininfob tibɔr wee bi nan laa ji ni tibɔri. Ni laa bii bininfobi wee bi mu laa nan bii ni. Jiɛn per bininfoba wee bi mu nan jiɛn per ni. 
LUK.6.38	Ni li pu, wee bi mu npu ni nin nmag ŋam man, ki nyii nyii, ki dam dam, wee li nan gbee nin imɔgban, ki nin nan wur, ni pan bu. Nan bu-n kiyiikpoŋ kan wee ni jɔɔ magir tiwann yɔɔr ki pu bininfob nan, bi mu li ta kima le ki mag ki pu ni.”
LUK.6.39	Le Yisa ji gaa bi libɔŋal ke, “Ujɔɔn li fir da ujɔɔn kpiɛgaa? Bi biɛn kaa li lu libogilin naa? 
LUK.6.40	Wan tinn kaa jon wan wɔɔnn ni, ni ye wan tinn biɛ diɛ ke, u ni yin nann wan wɔɔnn le.
LUK.6.41	“Ba ŋa wee a kan lidabul lan be a kpiɛg a numbil ni, wee kaa sin kan lidagenl lan be a baantɔɔl a numbil ni nan naa? 
LUK.6.42	A ŋa nii, ki bei a kpiɛg ke “N jɔ, che n nyan lidabul lan be a numbil ni nan, le kaa sin gar lidagenl lan be a tɔɔl a numbil ni nan naa? Fin ulinlaril nan, choo ki nyan lidagenl lan be a numbil ni, wee ki nin fir kan nbamɔm ki nyan lidabul lan be a kpiɛg a numbil ni.
LUK.6.43	“Kisiŋaŋ kaa lo tiloonbiri, le kisibiig mu kaa lo iloon ŋan ni. 
LUK.6.44	Bisib a loon le bi jɔɔ biɛr bi. Baa ker ikinkan bikunkom bu ki mu kaa ker igbiin kigansiig bu. 
LUK.6.45	Uninfo ŋan tun itoon ŋan le, nan bu-n u sufu ni ŋan le, le kuninfobiig mu tun titoonbir, nan bu-n u sufu ni kaa ŋan ni. Nan bu-n nan gbee uninfosaal a sufu ni, ni ma le u pag.
LUK.6.46	“Ba ŋa wee ni yim ‘Uyudaan, Uyudaan,’ kaa sin tun maah len man naa? 
LUK.6.47	Wan chaan n ban ki pelig n bɔr ki chee ki tun maah ban man nin, n li wɔɔn ni waah nann man. 
LUK.6.48	U nann uja wan nan maa u niin nan le. U nan gbii le jiir tum ki tan pii kutangbapiig, le ki bil lifiɛl tɔɔn li bu ki maa. Ni bɔɔn bu le utaal dan ki nan nun takpem, le nkpen gbee, le kunyunmaŋ don ki nan tel iniin nmɔn, amaa yaa nan lu, waah nan maa i timaaŋann nin bu. 
LUK.6.49	Amaa wan gbir n bɔr nan wee kaa chee nan, u nann uja wan mu nan maa u niin litanbiiril bu wee kaa nan gbii jiir tum ki bil lifiɛl nan le, nnyum nan gbee ki don ki nan tel iniin nmɔn le i lu ki ber pelpel.”
LUK.7.1	Yisa kaah nan len man wee ni kɔɔ bininfob a tuli yin ni, le u jon Kapeniɛm a tiŋin. 
LUK.7.2	Bitɔb a sanliiru nan be niin ki jɔɔ u yom wan wee u num nan gbee, le nwiɛn choo u, ni nan gur wama le nin un kpo. 
LUK.7.3	Iyaayoo nmɔn le bitɔb a sanliiru win nan gbir Yisa bu, le ki tun juu yaab a ninkpeeb, ke bin tan bei u wee u dan ki nan che u yomu nan n pɔɔg. 
LUK.7.4	Baah nan foo Yisa ban ni, bi nan balin u le nin kinimaŋ ki ke, “Uja nmɔn kpaan nin a ŋa man sei wa, 
LUK.7.5	nan bu-n u jiɛ ti ninfob, ki ji maa kuwonjiɛndiig sei ta.” 
LUK.7.6	Le Yisa nan fii ki nɔɔ bi.
LUK.7.6	Waah nan tan mal iniin nmɔn yaan ni, le bitɔb a sanliiru win tun u jɔtiib ke bin bei Yisa ke: “Uyudaan, laa bagir a ba ki chaan ni, maa kpaan nin a dan ki nan kɔɔ n niin nan yaan ni.
LUK.7.7	Ni ma bu le n lig ki miin maa kpaan nin n foo a ban ni. Amaa pagim a mɔbonl wee n yomu nan n pɔɔg. 
LUK.7.8	N baantɔɔl ye wan wee tininkper a pɔɔm ŋmagim le, le n mu ŋmag bitɔtogib. Ki li fir tiɛn uba bu ke ‘Li chaau’ le un jo, ki tiɛn utɔ bu ke ‘Dan’, le un dan, le ki bei n yomu ke ŋa nan na, le un ŋa man.”
LUK.7.9	Yisa kaah nan gbir man nin, uja nmɔn a bɔr nan gar u le, le u gbiɛ lig kininfogbalɔŋ kan nɔɔ win, le ki len ke, n bei ni le, maa laa nyi kan uninfo wan jɔ yada nan a bosu, hali nin Iziral yaabin gbaa.” 
LUK.7.10	Iyaayoo nmɔn le bijab ban u nan tun ni nan labir jir u niin, ki tan foo ki miin u yomu nmɔn pɔɔga.
LUK.7.11	Naa kan yuuri le Yisa nan jon kitiŋ kan wee bi yi ki ke Neyin ni, U bɔɔnɔɔb nin bininfob takpem le nan nɔɔ u. 
LUK.7.12	Waah nan foo kitiŋin a timansanmɔnn n-yonn man ni, le u kan baah tu nkum chaa bin tan pii. U takpiir nmɔn nan ye lipukɔɔl liba a bigaŋ le, le kitiŋ nmɔn a ninfob takpem nan be lipukɔɔlin ban. 
LUK.7.13	Uyudaan kaah nan kan lipukɔɔl nan, le kunyunyunbaag choo u, le u bei u ke, “Laa mɔri.”
LUK.7.14	Le u jon ki tan maa nkumin, le ban nan tun nkumin sir. Le u ke, “Unaachipɔɔn, n beiŋ le, fii paaba!” 
LUK.7.15	Le utakpiirin nan fii kal paab, ki piin ki pag, le Yisa ta u ki ŋubin u na a nɔɔn.
LUK.7.16	Le bijawaam nan choo ban biɛn nan be niin nmɔn, le bi don Uwonbɔr a yinl. Ki len ke, “Ulinlenn takpen le kpiirin ti sisiigin. Uwonbɔr le dan ke u nan ter u ninfob.” 
LUK.7.17	Yisa a bɔr nmɔn nan mɔɔn Judiya a tingbɔŋin nin ntim man nan mal nin yaan nmɔn biɛna.
LUK.7.18	Le Jɔnn a bɔɔnɔɔb nan bei u ni niɛ nan biɛn, le u yin u bɔɔnɔɔb bilee, 
LUK.7.19	ki tun bin tan baan ke, “Fin li ye wan nan yin dan ni naa, bee ti la li lig u nsan buu?”
LUK.7.20	Bijabin kaah nan foo Yisa ban ni le bi bei u ke, “Jɔnn Wan Fu Bininfob Uwonbɔr a Nyunful nan le tun ti ke ti nan baaniŋ ke, ‘Fin le ye wan nan yin dan ni naa bee ti le la li lig u nsan buu?”
LUK.7.21	Iyaayoo nmɔn le Yisa nan che bibaarib takpem pɔɔg, le ki nyan nnaanbiim bininfobin ki ligir bijɔɔm takpem. 
LUK.7.22	Le u bei Jɔnn a tooi ke, “Ni li jir ki tan bei Jɔnn naah kan nan nin naah gbir man: Bijɔɔm ligir, le nwɔbim choon, le nkɔm kan kutebug, le bitukpaab gbir, le bitakpiib fii nkumin, le bi mɔɔn tibɔŋann ni ki sei bilanjiim. 
LUK.7.23	Tikaar be wan kaa jɔɔ nbiɛnim n bu nan.”
LUK.7.24	Jɔnn a tooi yin kaah nan jir a bɔɔn bu, le Yisa nan piin ki pag bininfob ki jiin Jɔnn paam ke: “Naah nan jon lisagilin ni nan tan kan baa? Igbingbaan yan wee nfaam daarin bee? 
LUK.7.25	Naa ye man ke, ni nan jon ni tan kan baa? Uninfo wan yee tiwann yɔɔr ŋanin bee? Aai, bininfob ban yee kudaapɔɔrug a wann ki be bi wiibin be ibɔrniin le. 
LUK.7.26	Amaa ni nan jon ni tan kan baa? Ulinlenn naa? Nn, n bei ni le, u yab jon ulinlenn na. 
LUK.7.27	U bu le ni nan sɔb Uwonbɔr a gbɔŋin ke:
LUK.7.27	‘N li tun n toom wee un liir a nintogil,
LUK.7.27	Wan yin mann a dam a sam.’
LUK.7.28	N bei ni le, baa laa nyi ma uninfo uba wee u jon Jɔnn ni; amaa wan joor Uwonbɔr a naamin nan yab jon Jɔnn na.”
LUK.7.29	(Le bininfobin biɛn, hali nin bilanpogaab, baah nan gbir Yisa a mɔboi, nan chee ke Uwonbɔr a sam ŋan, nan bu-n Jɔnn kaah nan fun bi Uwonbɔr a nyunfulin bu. 
LUK.7.30	Amaa Farasii yaab nin ban nyi Uwonbɔr a siim nan kaa nan ga Uwonbɔr a mɔleen kaah ye man ki sei bin ni, nan bu-n Jɔnn kaa nan fu bi Uwonbɔr a nyunful li.)
LUK.7.31	Le Yisa nan jiin ki bei bi ke, “Nim daandaan nan a ninfob, n yin ta ni ki bigin baa? Bi ye ninfo bol baa? 
LUK.7.32	Bi nann nbuwaab kaah ka kinyaŋin ki yi tab ke:
LUK.7.32	‘Ti pee iwol ki tenn ni, le naa waa.
LUK.7.32	Ti mɔɔr tikpemɔr ki tenn ni, le naa fabin ni!’
LUK.7.33	Nim daandaan nan a ninfob ni nann nbuwaab nmɔn le, Nan bu-n Jɔnn Wan nan Fu Bininfob Uwonbɔr a Nyunfulin nan dan kaa ji tijiir kaa nyu ndaami le ni ke, ‘U jɔɔ kinaanbiig le.’ 
LUK.7.34	Le Uninfosaal a Big nan dan ki ji ki nyu, le ni ji ke, ‘Lig uja nan, u ye ujijir nin udanyur le, ki ye bilanpogaab nin tibirdam a jɔ.’ 
LUK.7.35	Amaa Uwonbɔr a lam wɔɔn miba ban ga mi ban le.”
LUK.7.36	Farasii yaab uba le nan yin Yisa ke un dan ki nan ji kujɔɔg a jiir u niin, le Yisa nan jon uja nmɔn a niin, le bi nan lagin ki ka ji. 
LUK.7.37	Upii uba mu nan be kitiŋ nmɔn yaan ki tun tibir. Waah nan nan gbir ke Yisa be iniin nmɔn yaan ki ji tijiir nan, le u nan dan niin ki ŋmag tulaali a lulog
LUK.7.38	ki nan sir Yisa a bɔɔn u taafar paam le ki mɔr le u nyinyinn nan lur Yisa a taa far bu le u ta u yukper ki pir Yisa a taai, le ki ŋa tulaali ki ŋa u taai nmɔn. 
LUK.7.39	Farasii a jau wan nan yin Yisa nan kaah nan kan man, u nan tiɛr u sufu ni le ke, “Uja nan bi ye ulinlenn ke, u bi li biɛ upii wan maar u nan kaah ye wan, ke u ye tibir daan le.”
LUK.7.40	Le Yisa jiin u ke, “Simɔnn n jɔɔ limɔbonl liba le ki yin beiŋ, le Simɔnn jiin bei u ke, “Wan wɔɔn, beim ni.”
LUK.7.41	Le Yisa bei u ke, “Bijab bilee le nan jɔɔ wan peŋ bininfob ilig a pɔnl. Uba nan jɔɔ u pɔnl nkpalam kobiŋmu, le utɔ mu jɔɔ nkpalam piŋmu. 
LUK.7.42	Bi bilee nmɔn bi ni uba kaa nan fir yɔn ni. Le u nan jiɛn per bi biɛn ke bi li chaau. Tɔ, a tiɛr ki miin bi bilee nan ŋma le ni nan yin jiɛ wan pen bi ilig nan a bɔr takpem maa?”
LUK.7.43	Le Simɔnn jiin u ke, “N tiɛr wan a pɔnl nan yaab wee u jiɛn per win le.” Le Yisa bei u ke, “A jɔɔ ibamɔn.” 
LUK.7.44	Ki nan gbiɛ lig upii nmɔn, le ki bei Simɔnn ke, “A kan upii nan waa? Maah kɔɔn a niin nan ŋaa seim nnyum wee n ŋunn n taai, amaa upii nan ma ta u nyinyinn le ki ŋunn n taai, le ki ji ta u yukper ki pir pir n taai. 
