MAT.1.1	Yeezuu yaabɔɔ wɔɔ ba n nɩ: Yeezuu ɩ yɩrɛ ɩ ʊ, cir *Davɩd Nyɩ m, Abraham do gʊaa m sɔ.
MAT.26.25	Zidas k'a nɩ zɛm b'a nyasʊ an a ka bɩ n a lar, a ʊ: «Mɔɔ m gɛɛ karɩnsaamba?» Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Ɩbɩɩ y'a hɩ ɩ zi m.»
MAT.26.26	Hɔbɩrɛ bɩ kʊ ŋ n'a bɩm bɩ, Yeezuu bur sa an barka da Woso m, an a zɩnzɛ ra, an bɔkarɛ an a ka a karɩndanyɩnɔ wɔɔ ʊ, an a hɩ ŋ nɩ, a ʊ: «K'a si a bɩ, naa do naa mɔɔ mɛ m.» 
MAT.26.27	Bɩ kur bɩ, an hɔmire sa, an barka da Woso m, an bɔkarɛ an a ka a karɩndanyɩnɔ wɔɔ ʊ, an a hɩ, a ʊ: «Awɔɔ haay k'a mi. 
MAT.26.28	Bala, mɔɔ ma n naa, gʊaasɩbabaa ma m, an a lo gʊɔɔ ciiro minto, mimbʊnyaarɔ sugur yɩrɛ minto. 
MAT.26.29	A hɩ mɔɔ nawʊrɛ awɔɔ m, mɔɔ bɩ m yarɛ m dɩvɛn daa mi dʊntɔ y, an ta an dɔmɩm kʊ mɔɔ n a mim kan awɔɔ kɩ m Zɩ cirbəə nɔ ʊ bɩ ku.» 
MAT.26.30	Kʊ ŋ cibsa bɩ laarɔ lɔ ŋn'a nya bɩ, ŋ y'a hʊr ŋnɩ ta Oliviyee ci ra.
MAT.26.31	Bɩ kur bɩ, Yeezuu a hɩ a karɩndanyɩnɔ wɔɔ m, a ʊ: «Gum naa do ʊ bala, awɔɔ haay y'a sɩrakarɛ tom mɔɔ minto, bala, n y'a gʊrsɩra ba Wosoci nɔ ʊ, n ʊ: ‹Mɔɔ seero dundor bɩ zɛm, seero wɔɔ n hɩsɩga da.› 
MAT.26.32	Bɩ kʊ mɔɔ bɩ m mɩm bɔ ʊ, mɔɔ lɛɛkarɛ awɔɔ lɛɛ Galilee ʊ.» 
MAT.26.33	Pɩyɛɛr n meerbaa bɩ sa, an a hɩ m, a ʊ: «Baa kʊ nawɔnnɔ haay a sɩrakarɛ to, mɔɔ bɩ m sɩrakarɛ tore y.» 
MAT.26.34	Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Sɩra mɔɔ n'a hɩrɛ ɩbɩɩ m: Gum naa do ʊ bala, an lɛɛ ka koo baadarɛ m, ɩbɩɩ bɩsɩ kam mɔɔ ma gallɛm kaakʊ ɩ ʊ, ɩ n mɔɔ dɔ y.» 
MAT.26.35	Pɩyɛɛr n a hɩ m, a ʊ: «Baa kʊ ga mɔɔ nawʊm kan ɩbɩɩ kɩ, bɩ m. Mɔɔ bɩ bɩsɩ karɛ ɩbɩɩ ma y.» A muno wɔɔ haay n a hɩ maam sɔ.
MAT.26.36	Bɩ kur bɩ, Yeezuu ta kan a karɩndanyɩnɔ wɔɔ kɩ lɛɛ kʊ n n'a birm Gɛtsemanee ʊ b'ʊ, an a hɩ ŋ nɩ, a ʊ: «K'a nyɩnta naa ʊ, kʊ m aa yaa da lɛɛ naa do ʊ kʊ m bʊr.» 
MAT.26.37	A n Pɩyɛɛr gaa kan Zebedee nyɩnɔ hɩɩyɔɔ wɔɔ kɩ. Heerzar kan dabɔʊ kɩ gasʊ ʊ. 
MAT.26.38	A n a hɩ ŋ nɩ, a ʊ: «Mɔɔ heer a zar an a zɔ zɛ ma, k'a gɔɔta naa ʊ, a bɩ hinceem ba y.» 
MAT.26.39	A n ta lɛɛ poore, an a do an a meer ku tara ma, an nɩ yaa darɛ, an n'a hɩrɛ, a ʊ: «M Zɩ, kʊ fɩryɩrɛ naa do y'a dam ma an a gʊ mɔɔ ma, k'ɩ gʊ m ma. Kan naa kɩ haay ɩ bɩ mɔɔ hɔɔnhɔ ba y, ɩ hɔɔnhɔ ba.» 
MAT.26.40	A n a wusigə, an bʊr karɩndanyɩnɔ kaakʊrɔ wɔɔ zi, a bɩ dɩga a ŋ hinceem ba. A n a hɩ Pɩyɛɛr m, a ʊ: «Ncɩnaaʊ bɩ, awɔɔ n a da a mɩŋŋa ma a jɩm wakatɩ deem nɔ ʊ tɔkkɛ kan mɔɔ kɩ y! 
MAT.26.41	K'a yaa da, a bɩ hinceem ba y, a yaa n a do makra nɔ ʊ. Gʊaa heer lɛ taa, b'a mɛsim paŋŋa ba ʊ y.» 
MAT.26.42	A n a ya, an a bɔ a hɩɩya hɔ ma, an yaa da, a ʊ: «M Zɩ, kʊ pakra m kʊ fɩryɩrɛ naa do n mɔɔ yɩ, k'an yɩ maam, k'ɩ hɔɔnhɔ n kʊ yɩ.» 
MAT.26.43	A n a ya, an a bɔ an bʊr karɩndanyɩnɔ wɔɔ zi, an bɩ ŋ yɩ ŋn'ɩ hinceem barɛ, hinceem k'a nɩ ŋ zɛm bɩ minto m. 
MAT.26.44	Yeezuu n a ya, an a gʊ ŋ ma a kaakʊ hɔ ma, an aa so a yaadarɛ bɩ ra. 
MAT.26.45	A n a bɔ an bʊr karɩndanyɩnɔ wɔɔ zi, an a hɩ ŋ nɩ, a ʊ: «Awɔɔ gɔɔta an nɩ hinceem bam, an nɩ hoon sim na? K'a dɩga a wakatɩ a ku, n Gʊaanyɩ bɩ nyasʊrɛ, n n a ka mimbʊnyaabənno ʊ. 
MAT.26.46	K'a wuti! K'ʊ ʊ hʊr! Gʊaa k'a nɩ mɔɔ nyasʊm k'a mɔɔ ka bɩ lee ku.»
MAT.26.47	K'a gɔɔta an nɩ meer bam bɩ, karɩndanyɩnɔ bueerehɩɩyɔɔ wɔɔ gʊaa deem Zidas bɩ lee ku. Bʊr a ʊ kan zamaa cir gʊta kɩ, ŋn'ɩ kargʊrɔ m kan bənkənno kɩ. Wosocɛmannɩbənno jɩtannɔ kan zɩɩfʊrɔ gʊɔɔgusinno wɔɔ kɩ yɩ ŋ nyɔɔ. 
MAT.26.48	Zidas bɩ lɛɛ ka an hɔ k'a n'a bam ŋnɩ Yeezuu dɔ ŋn'a nyasʊ bɩ makra hɩnka ŋ nɩ, a ʊ: «Gʊaa kʊ mɔɔ n nɩ yaa dam nɩ kan daʊrɛ kɩ bɩ, gʊaa bɩ do m, k'a nyasʊ.» 
MAT.26.49	Zidas n a zɔ Yeezuu ma lɛɛm, an a hɩ m, a ʊ: «Karɩnsaamba, mɔɔ ɩ yaa darɛ ɩbɩɩ m!» A n bɔkarɛ, an yaa da m. 
MAT.26.50	Yeezuu n a hɩ m, a ʊ: «M gʊaasɩba, hɔ k'ɩ bʊr, kɩ b'a ba bɩ ba.» A m naa, gʊɔɔ wɔɔ n a zɔ Yeezuu ma, ŋn'a nyasʊ. 
MAT.26.51	Bɩ, gʊɔɔ kʊ ŋ nɩ kan Yeezuu kɩ rɔ wɔɔ gʊaa deem a kargʊ gaa ʊ, an wosocɛmannɩbər jɩtaarɛ bɩ zibəənyɩ deem sakʊ, an a tʊr gʊ ma. 
MAT.26.52	Yeezuu n a hɩ m, a ʊ: «Ɩ kargʊ bɩ du a caan ʊ, bala, gʊaa niŋŋə k'a nɩ yar bam kargʊ m bɩ, kargʊ n n'a zɛm gər. 
MAT.26.53	Ɩbɩɩ n a dɔ ɩ ʊ, mɔɔ n da ma, m m Zɩ bir, an malɛɛkarɔ tisi bam hɔka-hɔka nyɔɔ mɔɔ m lɛɛm na? 
MAT.26.54	Bɩ k'a yɩ ncɩnaaʊ, Wosoci bɩ meerbaa y'a bam lɔ, an kʊ yɩ? Bala, a a hɩ, a ʊ: Pakra m k'an yɩ ncɩnaaʊ.» 
MAT.26.55	Yeezuu n a ya, an a hɩ gʊaa cir bɩ m, a ʊ: «Bʊr awɔɔ ʊ kargʊrɔ m kan bannɔ kɩ k'a bɩ mɔɔ nyasʊ, ɩ ʊ, dazaamazaa m mɔɔ nɩ! Mɔɔ nyɩnta Wosocɛ ʊ b'ʊ dɔmɩm haay, m nɩ hɔ dɩndam, b'awɔɔ n mɔɔ nyasʊ y. 
MAT.26.56	Bɩ naa do haay naa, ba a ʊ kʊ wosolɛsinnɩsorazannɔ wɔɔ meerbaarɔ kʊ ŋ nɩ Wosoci b'ʊ rɔ wɔɔ n kʊ yɩ.» A m naa, karɩndanyɩnɔ wɔɔ haay n a si, ŋn'a bɔ Yeezuu ʊ.
MAT.26.57	Gʊɔɔ kʊ ŋ Yeezuu nyasʊ rɔ wɔɔ ta m wosocɛmannɩbər jɩtaarɛ *Kayiifʊ har ʊ. Lɛɛ bɩ do wosocikarɩnsaambɔɔ wɔɔ a so kʊ ma ʊ, kan gʊɔɔgusinno wɔɔ kɩ. 
MAT.26.58	Pɩyɛɛr n zu Yeezuu jɛ ʊ laatʊ, an ta an aa lee ku wosocɛmannɩbər jɩtaarɛ bɩ har ʊ. A n gasʊ har b'ʊ, an aa nyɩnta kan hallɛdɔmazannɔ wɔɔ kɩ, k'a dɩga mim bɩ nyambʊrlɛ ma. 
MAT.26.59	Wosocɛmannɩbənno jɩtannɔ wɔɔ kan dʊdɔkənno wɔɔ haay kɩ y'a kam mim ma k'a ka Yeezuu ra, k'a ku a dʊdɔ yar, a ka kʊ n n a zɛ gər. 
MAT.26.60	Bɩ, ŋ bɩr mim yɩrɛ y, baa kʊ gʊɔɔ bʊr gʊta ŋnɩ ŋʊaar ba k'a ka ra bɩ, ŋ n a da ma, ŋnɩ hɔsɩ yɩ k'a ka ra y. Gʊɔɔ hɩɩyɔɔ ɩ bɔkarɛ ŋnɩ bʊr. 
MAT.26.61	Ŋ n a hɩ, ŋ ʊ: «Gʊaa naa do a hɩ, a ʊ: Mɔɔ m da ma, m Wosocɛ bɩ wurgə, m m ya, m a dɔ dɔmɩm kaakʊ nɔ ʊ.» 
MAT.26.62	Wosocɛmannɩbər jɩtaarɛ bɩ n wuti, an a hɩ Yeezuu m, a ʊ: «Ɩbɩɩ bɩr a nyɩ bɔŋ ʊ ra? Bɔ mim gʊɔɔ nɔɔn duro n a hɩrɛ ɩbɩɩ minto na?» 
MAT.26.63	Bɩ, Yeezuu bɩr hɔsɩ hɩrɛ y. Wosocɛmannɩbər jɩtaarɛ bɩ n a ya, an lɛ ka ʊ, a ʊ: «Ɩ wer si Woso k'an mɩsɩr bɩ tɔ ma, sɩra hɩ wɔɔ m, ɩbɩɩ m Krista Woso Nyɩ bɩ gɛ?» 
MAT.26.64	Yeezuu n a nyɩ bɔ nʊ, a ʊ: «Ɩbɩɩ n'a hɩrɛ, bɩ mɔɔ y'a hɩrɛ awɔɔ m, an a sɩŋŋɩda sa naa ma kɛɛrɛ bɩ, awɔɔ Gʊaanyɩ bɩ yɩrɛ an nyɩnta Woso paŋŋazaa bɩ bɩsɩ ra, awɔɔ y'a yɩm sɔ, an bɩr zɛm warkʊ mim ʊ.» 
MAT.26.65	A m naa, wosocɛmannɩbər jɩtaarɛ bɩ nɔ n ma ʊ, an a huuro kɩnkaansʊ, an a hɩ, a ʊ: «Woso sʊnsɔ a a wʊ, kasɛtɩzannɔ zibəə a ya an ta wɔɔ ma ra? Awɔɔ Woso sʊnsɔ k'a wʊ bɩ ma. 
MAT.26.66	Awɔɔ y'a hɔɔn dam lɔ kɛɛrɛ?» Ŋ n a nyɩ bɔ ʊ, ŋ ʊ: «A a ga zɛ m.» 
MAT.26.67	Ŋ n lihi da a meer ma, ŋn'a wɔrɔ hunhuŋŋu ŋn'a zɛrɛ, gɔsɩnnɔ n n'a wɔ tɩntam lɛ, ŋn'a hɩrɛ, ŋ ʊ: 
MAT.26.68	«Wosolɛsinnɩsorazaa zi ba, ɩ hɩ wɔɔ m, Krista, nka y'ɩ zɛ?»
MAT.26.69	Kʊ Pɩyɛɛr nɩ nyɩntam tɩnsara b'ʊ bɩ, wosocɛmannɩbər jɩtaarɛ bɩ zibəənyɩlʊrɔ wɔɔ gʊaa deem a zɔ ma, an a hɩ m, a ʊ: «Ɩbɩɩ ɩ kan Galilee gʊaa Yeezuu bɩ kɩ sɔ!» 
MAT.26.70	Pɩyɛɛr n bɩsɩ ka gʊaa haay lɛɛ, an n'a hɩrɛ, a ʊ: «Mɔɔ n hɔ k'ɩbɩɩ ʊ k'ɩ hɩ naa jɩ dɔ y.» 
MAT.26.71	A n a hʊr b'ʊ, an nɩ tam har bɩ lɛ ma, zibəənyɩlʊ vanta n a yɩ, an a hɩ gʊɔɔ kʊ ŋ nɩ b'ʊ rɔ wɔɔ m, a ʊ: «Gʊaa naa do nyɩnta kan Nazarɛtɩ Yeezuu bɩ kɩ.» 
MAT.26.72	Pɩyɛɛr n a ya, an bɩsɩ ka Yeezuu ma, an n'a hɩrɛ, a ʊ: «Mɔɔ m wer si, mɔɔ n gʊaa naa do dɔ y.» 
MAT.26.73	Kʊ maasɩrɛ ba poore bɩ, gʊɔɔ kʊ ŋ nɩ b'ʊ rɔ wɔɔ a zɔ Pɩyɛɛr ma, ŋn'a hɩ m, ŋ ʊ: «Kʊ sɩra m, ŋ gʊaa n'ɩbɩɩ m sɔ, ɩbɩɩ meerbaa y'ɩ tojɩ hɩnkarɛ.» 
MAT.26.74	Pɩyɛɛr n a sɩŋŋɩda ba, an n'a wer sim, an n'a tarɛ a rɛ, a ʊ: «Mɔɔ n gʊaa naa do dɔ y!» Lɛɛm bɩ, koo n baa da. 
MAT.26.75	Pɩyɛɛr n mim kʊ Yeezuu a hɩ m bɩ tɔ da a nɔ ʊ: «Ɩbɩɩ bɩsɩ kam mɔɔ ma gallɛm kaakʊ koo n bɔkarɛ, an baa da.» A n bɔ, an nɩ nyi kam kan heer zar gʊta kɩ.
MAT.27.1	Dɔ k'a mɛ dɔgta mɩŋŋa m bɩ, wosocɛmannɩbənno jɩtannɔ wɔɔ kan tara bɩ gʊɔɔgusinno kɩ lɛ sa k'a Yeezuu ka zɛ ma. 
MAT.27.2	Ŋ n a sur, ŋnɩ ta m, ŋn'aa ka Rɔm lɛɛzaa Pɩlatɩ b'ʊ.
MAT.27.3	Zidas Yeezuu nyasʊ an a ka, bɩ, k'a b'a yɩ ŋnɩ Yeezuu dʊdɔ yar k'a zɛ gər bɩ, a kʊrkʊr da, an a bɔ an a wanzurfu busooyaa bukərku rɔ wɔɔ ka wosocɛmannɩbənno jɩtannɔ wɔɔ ʊ kan gʊɔɔgusinno wɔɔ kɩ ʊ. 
MAT.27.4	A n a hɩ ŋ nɩ, a ʊ: «Gʊaa k'a n hɔsɩ ba naa kʊ mɔɔ ka ŋn'a zɛ naa, mimbʊnyaa mɔɔ ba.» Bɩ brɔɔ a nyɩ bɔ nʊ, ŋ ʊ: «Kara ɩ pakra ba wɔɔ ma? Ɩbɩɩ mim m!» 
MAT.27.5	A n aa busoo bɩ lo Wosocɛ b'ʊ, an a hʊr, an ta an aa bar da a ma. 
MAT.27.6	Wosocɛmannɩbənno wɔɔ n busoo bɩ gʊr, ŋn'a hɩ, ŋ ʊ: «Wɔɔ lɛrɔ wɔɔ nɔ ʊ, a n a ga m, kʊ wɔɔ n busoo naa do zar Wosocɛ bɩ busoo ra y, bala, gərzɛrɛ busoo m.» 
MAT.27.7	Ŋ nɩ kʊ ma, ŋnɩ busoo bɩ sa ŋnɩ mɔrdor hɔsɩra si m, k'an yɩ saanɔɔ gəənoyaa. 
MAT.27.8	Bɩ y'a ka, n n hɔsɩra bɩ do tɔ ka, n ʊ: ‹Ma sɩra,› an ta, an her dɔmɩm ku. 
MAT.27.9+MAT.27.10	A m naa, wosolɛsinnɩsorazaa Zeremii meerbaa k'a ba bɩ n kʊ yɩ: ‹Ŋ wanzurfu bukərku bɩ sa, ŋnɩ mɔrdor bɩ hɔsɩra bɩ si m, amba Zuuba a hɩ mɔɔ m bɩ m. Gʊaa kʊ Israyɛl nyɩnɔ kʊ ma, ŋn'a ter ba bɩ busoo m.›
MAT.27.11	Bɩ, Yeezuu yaa jɩm lɛɛzaa Pɩlatɩ lɛɛ. Bɩ n a lar, a ʊ: «Zɩɩfʊrɔ cir n'ɩbɩɩ m gɛ?» Yeezuu n a nyɩ bɔ ʊ, a ʊ: «Ɩbɩɩ hɩ ɩ zim.» 
MAT.27.12	Bɩ, wosocɛmannɩbənno jɩtannɔ wɔɔ kan gʊɔɔgusinno wɔɔ kɩ ɩ mim kam Yeezuu ra, b'a n hɔsɩ nyɩ bɔ ʊ y. 
MAT.27.13	Pɩlatɩ n a hɩ m, a ʊ: «Ɩbɩɩ bɩr minno kʊ ŋ nɩ ŋ karɛ ɩ ra bɩ mam na?» 
MAT.27.14	Bɩ, Yeezuu n deem taan… nyɩ bɔ ʊ y, naa do a ka cir bɩ n zɛ kədə.
MAT.27.15	Pakkɩ cibsa biyəə ma, lɛɛzaa Pɩlatɩ bɩ tɩr lɔ kʊ zamaa bɩ lɛ n taa bɩ bɔ, an a ka ŋ ʊ. 
MAT.27.16	A n bɔkarɛ lɔ deem ɩ nyɩnta b'ʊ, lɔ wɩsɩ, a tɔ m Barabas. 
MAT.27.17	Pɩlatɩ n laaka da gʊaa cir k'a so kʊ ma b'ʊ bɩ han, a ʊ: «Nka awɔɔ lɛ n taa kʊ mɔɔ n wɔ saa ma, Barabas gɛɛ, Yeezuu kʊ n n'a birm Krista bɩ nɩ?» 
MAT.27.18	Bala, Pɩlatɩ a dɔ mɩŋŋa a ʊ Yeezuu nyasʊ ŋ y'a ʊ ŋn'a ka a ʊ jɩmbaa minto. 
MAT.27.19	Pɩlatɩ k'a nɩ nyɩntam dʊdɔkarɛ bɩncɛ ʊ bɩ, a laarɛ nyɔɔ da ma, kʊ n n a hɩ m, n ʊ: «Ɩ bɩ gasʊ gʊaa tɩrga naa do mim ʊ y. Bala, gunuu ʊ bɩ, mɔɔ fɩr yɩ nɩnnarɛ nɔ ʊ a minto.» 
MAT.27.20	Wosocɛmannɩbənno jɩtannɔ wɔɔ kan gʊɔɔgusinno wɔɔ k'ɩ gʊaa cir bɩ nyʊnnyɔɔm, kʊ ŋ nɩ Barabas bɔrɛ yɛ, kʊ ŋ nɩ Yeezuu garɛ yɛ. 
MAT.27.21	Lɛɛzaa Pɩlatɩ bɩ n a ya, an ŋ lar, a ʊ: «Ŋ gʊaa hɩɩya bɩ barla bɩ, kara awɔɔ lɛ n taa kʊ m bɔ m a ka a ʊ?» Ŋ n a hɩ, ŋ ʊ: «Barabas.» 
MAT.27.22	Pɩlatɩ n laaka da ŋ han, a ʊ: «Bɩ bɔ mɔɔ n'a bam Yeezuu kʊ n n'a birm Krista bɩ nɩ?» Ŋ haay n a nyɩ bɔ ʊ, ŋ ʊ: «A wɔ gɔdarkʊra ma!» 
MAT.27.23	Pɩlatɩ n laaka da, a ʊ: «Mimbʊnyaa kara a a ba?» Ŋ n zee da kan paŋŋa kɩ, ŋ ʊ: «A wɔ gɔdarkʊra ma!» 
MAT.27.24	Pɩlatɩ k'a n'a yɩrɛ, a ʊ, awɔɔ b'a dam mim bɩ bankarɛ ma bɩ, bɩ zamaa bɩ y'a ŋʊam k'a lɛɛ zɛ kʊ ma bɩ, a hi kusi, an a wɔ hir m zamaa bɩ lɛɛ, an a hɩ, a ʊ: «Mɔɔ ba gʊaa naa do zɛrɛ barla y, awɔɔ mim m!» 
MAT.27.25	Zamaa bɩ haay n a nyɩ bɔ ʊ: «K'a zɛrɛ mim n wɔɔ yɩ, kan ʊ nyɩnɔ kɩ.» 
MAT.27.26	A m naa do, Pɩlatɩ n Barabas bɔ, an a ka ŋnɩ Yeezuu zɛ madɩr m, an a ka kʊ n n a wɔ gɔdarkʊra ma.
MAT.27.27	Pɩlatɩ sʊrdaarɔ wɔɔ n ta Yeezuu m lɛɛzaa bɩ har ʊ b'ʊ, sʊrdaarɔ wɔɔ haay n a so kʊ ma ŋnɩ bɩr Yeezuu ma, 
MAT.27.28	ŋn'a huuro bɔ ma, ŋnɩ zaba piinə du ma, 
MAT.27.29	ŋnɩ laa waa ŋn'a ku a mim ma, ŋ ʊ, cinno firgə m, ŋnɩ bənkə da a bɩsɩ wɔ ʊ, ŋnɩ kukurə zɛ a taa ŋn'ɩ yaa wʊm ma, ŋn'a hɩrɛ, ŋ ʊ: «Wɔɔ ɩ yaa darɛ ɩbɩɩ m zɩɩfʊrɔ cir!» 
MAT.27.30	Ŋ n'ɩ lihi dɩndam ma, ŋn'ɩ bənkə bɩ sarɛ ŋn'a zɛm nɩ a mim ma. 
MAT.27.31	Kʊ ŋ yaa wʊ ma ŋn'a nya bɩ, ŋ zaba bɩ bɔ ma, ŋn'a huuro wɔɔ du ma, ŋn'a hʊr m k'a yaa wɔ gɔdarkʊra ma. 
MAT.27.32	Bɔ kʊ ŋ y'a ʊ kʊ b'ʊ bɩ, ŋ Sirɛnnɩ gʊaa kʊ n n'a birm Sɩmɔɔn bɩ zɛ ʊ, sʊrdaarɔ wɔɔ n paŋŋa ba ma, an Yeezuu gɔdarkʊra bɩ busu. 
MAT.27.33	Ŋ n lee ku lɛɛ kʊ ŋ n'a birm Golgotaa b'ʊ, a jɩ ʊ k'a hɩ a ʊ, ‹Minkorgo bɩncɛ.› 
MAT.27.34	Ŋ n dɩvɛn war kʊ ma kan hɔ hɛɛnr kɩ, ŋn'a ka ʊ, k'an a mi. K'a da a lɛ ma bɩ, a n a ŋʊa an a mi y. 
MAT.27.35	Ŋ n a wɔ gɔdarkʊra ma, ŋnɩ pʊɛɛga da a huuro wɔɔ ma ŋnɩ ŋ jir. 
MAT.27.36	Ŋ n a gaa, ŋnɩ nyɩnta b'ʊ, ŋn'ɩ dɔm ma. 
MAT.27.37	Ŋ n Yeezuu zɛ bɩ jɩ gʊrsɩra ba warga ma, Yeezuu mim la gɔdarkʊra bɩ ma, ŋ ʊ: ‹Yeezuu m naa, zɩɩfʊrɔ cir m.› 
MAT.27.38	Ŋ konno wɔ hɩɩya gɔdarkʊra ma Yeezuu jɩr ʊ, deem a bɩsɩ, deem a jɩsa. 
MAT.27.39	Gʊɔɔ kʊ ŋ nɩ cenim b'ʊ rɔ wɔɔ n'a mim zukə zɛrɛ, ŋn'a sʊnsɔ wʊrɛ. 
MAT.27.40	Ŋ n'a hɩm Yeezuu m, ŋ ʊ: «Ɩbɩɩ k'ɩ n'ɩ dam ma, ɩ Wosocɛ bɩ wurgə, ɩ ya, ɩ dɔ dɔmɩm kaakʊ nɔ ʊ bɩ, ɩ bʊmbɔ ɩ zim kʊ Woso Nyɩ n'ɩbɩɩ m, k'ɩ zer gɔdarkʊra bɩ ma!» 
MAT.27.41	Wosocɛmannɩbənno jɩtannɔ wɔɔ kan wosocikarɩnsaambɔɔ wɔɔ kɩ, gʊɔɔgusinno wɔɔ kɩ ɩ yaa wʊm ma sɔ, ŋn'a hɩrɛ, ŋ ʊ: 
MAT.27.42	«A gʊɔɔ vantɔɔ bʊmbɔ, b'a b'a dam ma, an a mɩŋŋa bʊmbɔ y. Kʊ Israyɛl cir nɩ, k'an zer gɔdarkʊra bɩ ra kɛɛrɛ, k'ʊ sɩra ka ʊ. 
MAT.27.43	A sɩra ka Woso ʊ, an a hɩ a ʊ, Woso Nyɩ n'a mɩ, kɛɛrɛ bɩ, kʊ Woso y'a ŋʊarɛ, k'a n a yɔ wa.» 
MAT.27.44	Konno kʊ ŋ yɩ ŋ wɔ gɔdarkʊra ma a jɩr ʊ rɔ wɔɔ y'a sʊnsɔ wʊm sɔ. 
MAT.27.45	Sinsebir k'a da bɩ, monsigə gʊta zɛ tara burə ʊ, an ta an wakatɩ kaakʊ ku yirbəəre m. 
MAT.27.46	Yirbəə wakatɩ kaakʊ zeezi bɩ, Yeezuu zee gʊta da, a ʊ: «Eloyii, Eloyii, lama sabaktaani?» A lɛ taa k'a hɩ, a ʊ: «Mɔɔ Woso, mɔɔ Woso, bɔ m, ɩ ɩ bɔ mɔɔ ʊ?» 
MAT.27.47	Gʊɔɔ gɔsɩnnɔ kʊ ŋ nyɩnta b'ʊ rɔ wɔɔ naa ma, ŋn'a hɩrɛ, ŋ ʊ: «A ɩ *Elii birm!» 
MAT.27.48	Ŋ gʊaa deem n bra si, an aa hɔ mafʊ-mafʊda sa, an a nyɔɔ hɔ hɛɛnr ma an a da bənkə ma, an a ka Yeezuu ʊ k'an a mi. 
MAT.27.49	Bɩ, a muno wɔɔ y'a hɩrɛ, ŋ ʊ: «Jɩm cɩna, k'ʊ dɩga a Elii zɛm b'a bʊmbɔ gɛ?» 
MAT.27.50	Yeezuu n a ya, an zee gʊta da, an ga. 
MAT.27.51	Lɛɛm bɩ, Wosocɛ bɩ pɛɛra bɩ n zɛ kumbir, an a sa mim ʊ an b'a zɛ tara ma. Tara n nyiŋŋə, ciro n wunwu, 
MAT.27.52	gəənoyaarɔ n a gʊngʊ. Wosogʊɔɔ kʊ ŋ gɩnga rɔ wɔɔ gɔsɩnnɔ n a mɩm bʊmbɔ ʊ gʊta. 
MAT.27.53	Ŋ n bɔ yaarɔ wɔɔ ʊ, Yeezuu k'a b'a mɩm bɔ ʊ bɩ hinni ʊ, ŋnɩ gasʊ Zerizalɛm ʊ, kʊ mɩŋŋa b'ʊ, gʊɔɔ gʊta nɩ ŋ yɩ. 
MAT.27.54	Sʊrdaa zɔrɔ cir, kan sʊrdaarɔ kʊ ŋ nɩ dɔm Yeezuu ma rɔ wɔɔ tara bɩ nyiŋŋəre yɩ, kan hɔ k'a nyɩnta an ba haay bɩ kɩ, ŋ da n bɔ ʊ gʊta, ŋn'a hɩ, ŋ ʊ: «Sɩra m, Woso Nyɩ m paan…»
MAT.27.55	Lannɔ nyɩnta b'ʊ guta, ŋn'a to laatʊ ŋn'ɩ dɩgam, zu ŋ y'a ʊ Yeezuu jɛ ʊ Galilee ʊ tee…, ŋn'a dam han. 
MAT.27.56	Magdalaa Maarii nyɩnta ŋ barla, kan Maarii, Zakkɩ kan Zozɛf kɩ da bɩ, kan Zebedee nyɩnɔ da kɩ.
MAT.27.57	Woso lɛ k'a b'a zo bɩ, Arimatee kʊ gʊaa arzakazaa deem k'a tɔ m Zozɛf bʊr, Yeezuu karɩndanyɩ deem m sɔ. 
MAT.27.58	A n ta Pɩlatɩ zi, an aa Yeezuu gər bɩ yɛ han. Pɩlatɩ n lɛ ka, n n a ka ʊ. 
MAT.27.59	A n gər bɩ sa, an pɛɛra fɛʊda burgu ma, 
MAT.27.60	an a da a mɩŋŋa yaa daa k'a hɔ ci ʊ b'ʊ, an jaa gʊta gərgu an a ta rɛ, an a hʊr. 
MAT.27.61	Magdalaa kʊ Maarii kan Maarii vanta bɩ k'ɩ nyɩntam b'ʊ, ŋn'a meer nya yaa bɩ rɛ.
MAT.27.62	*Sabaa bankarɛ hinni k'a cem dɔ n mɛ bɩ, wosocɛmannɩbənno jɩtannɔ wɔɔ kan farizɛɛnrɔ wɔɔ kɩ zu kʊ ʊ ŋnɩ ta Pɩlatɩ zi. 
MAT.27.63	Ŋ n a hɩ, ŋ ʊ: «Wɔɔ lɛɛzaa, ŋʊaarzaa naa do k'a nyɩnta an a hɩ, a ʊ: Dɔmɩm kaakʊ hinni ʊ, mɔɔ yɩ m mɩm bɔŋ ʊ bɩ, a tɔ ɩ wɔɔ nɔ ʊ. 
MAT.27.64	Lɛ ka kʊ n n dɔ yaa bɩ ma, k'an ta an dɔmɩm kaakʊ bɩ ku, k'a karɩndanyɩnɔ wɔɔ b'a da ma, ŋnɩ bʊr, ŋn'a gər bɩ kʊna, ŋn'a hɩ zamaa bɩ m, ŋ ʊ: A a mɩm bɔ ʊ gəəno bire ʊ y. Kʊ m bɛɛ m, ŋʊaar naa do lɛ dam lɛɛkarɛ hɔ bɩ m.» 
