MAT.1.1	Oyo ezali bakombo ya bankoko ya Yesu Kristo, mwana ya David, mwana ya Abraham :
LUK.10.1	Sima na yango, Nkolo aponaki lisusu bayekoli ntuku sambo na mibale, mpe atindaki bango mibale-mibale liboso na ye, na bavile nyonso mpe na bisika nyonso oyo ye moko asengelaki kokende. 
LUK.10.2	Alobaki na bango :
LUK.10.2	—Bambuma ezali mingi na elanga, kasi basali bazali moke ! Yango wana bosenga Nkolo ya elanga mpo atinda basali na elanga na ye. 
LUK.10.3	Bokende ; natindi bino lokola bana ya meme na kati ya bambwa ya zamba. 
LUK.10.4	Bomema libenga te, sakasi te, basandale te ; mpe bopesa moto moko te mbote na nzela.
LUK.10.5	Tango bokokota na ndako moko, boloba liboso : “Kimia ezala na ndako oyo !” 
LUK.10.6	Soki moto ya kimia azali wana, kimia na bino ekovanda likolo na ye. Soki te, kimia yango ekozongela bino. 
LUK.10.7	Bovanda na ndako wana, bolia mpe bomela nyonso oyo bakopesa bino, pamba te “mosali asengeli kozwa lifuti na ye.” Mpe bokota na ndako moko na moko te.
LUK.10.8	Soki bokoti na vile moko mpe bayambi bino, bolia oyo bakopesa bino, 
LUK.10.9	bobikisa bato ya maladi oyo bokokuta kuna, mpe boloba na bango : “Bokonzi ya Nzambe ekomi pene-pene na bino.” 
LUK.10.10	Kasi na vile nyonso oyo bokokota mpe bakoboya koyamba bino, bokende na bala-bala na yango mpe boloba : 
LUK.10.11	“Ata pusiele ya vile na bino, oyo ekangamaki na makolo na biso, topupoli yango mpo na bino. Kasi boyeba malamu ete Bokonzi ya Nzambe ekomi pene.”
LUK.10.12	—Nalobi na bino, na Mokolo wana, etumbu ya vile wana ekoleka oyo ya Sodomo.
LUK.10.13	Mawa na yo Korazini ! Mawa na yo Betsayida ! Pamba te, soki makamwisi oyo esalamaki epai na bino esalamaka na Tire mpe Sidoni, mbele kala penza balingaki kobongola mitema, mpe kolakisa yango, na kolata saki mpe na komipakola putulu. 
LUK.10.14	Kasi na mokolo ya kosambisama, etumbu na bino ekolela oyo ya Tire mpe Sidoni. 
LUK.10.15	Bongo yo Kapenawumi, okanisi ete bakotombola yo kino na likolo ? Te, bakobwaka yo tii na mboka ya bakufi.
LUK.10.16	Moto oyo akoyokela bino, ayokeli ngai ; moto oyo akoboya bino, aboyi ngai ; mpe moto oyo aboyi ngai, aboyi Oyo atindaki ngai.
LUK.10.17	Bayekoli ntuku sambo na mibale bazongaki na esengo, mpe balobaki :
LUK.10.17	—Nkolo, ata milimo mabe batosaki biso na kombo na yo ! 
LUK.10.18	Bongo Yesu azongiselaki bango :
LUK.10.18	—Namonaki Satana kokweya wuta na likolo lokola kongenga ya kake ! 
LUK.10.19	Boyoka : napesaki bino bokonzi ya konyata banyoka, bankoto mpe bokonzi likolo ya nguya nyonso ya monguna ; mpe eloko ata moko te ekokoka kosala bino mabe. 
LUK.10.20	Nzokande, bosepela te mpo milimo etosaki bino, kasi bosepela mpo bakombo na bino ekomama na Likolo.
LUK.10.21	Kaka na tango wana, Yesu atondaki na esengo na nzela ya Molimo Mosantu, mpe alobaki :
LUK.10.21	—E e Tata, Nkolo ya likolo mpe ya nse, nakumisi yo pamba te obombi makambo oyo na bato ya bwania mpe na bato ya mayele, mpe olakisi yango na bana mike. E e Tata, pamba te olingaki bongo. 
LUK.10.22	Tata na ngai apesaki ngai makambo nyonso. Moto moko te ayebi soki Mwana azali nani, longola kaka Tata. Mpe moto moko te ayebi soki Tata azali nani, longola kaka Mwana, mpe moto oyo Mwana alingi kolakisa ye Tata.
LUK.10.23	Sima abalukaki epai ya bayekoli na ye mpe alobaki kaka na bango moko :
LUK.10.23	—Esengo mingi na bato oyo bazali komona makambo oyo bino bozali komona ! 
LUK.10.24	Pamba te nalobi na bino : baprofeta mingi mpe bakonzi mingi balukaki komona makambo oyo bino bozali komona, kasi bamonaki yango te ; balingaki koyoka makambo oyo bino bozali koyoka, kasi bayokaki yango te.
LUK.10.25	Molakisi moko ya Mibeko atelemaki mpo na komeka Yesu ; bongo atunaki :
LUK.10.25	—Moteyi, esengeli nasala nini mpo nazwa bomoi ya seko ?
LUK.10.26	Yesu atunaki ye :
LUK.10.26	—Bokoma nini na Mibeko na biso ? Makambo nini otangaka kuna ?
LUK.10.27	Molakisi ya Mibeko azongisaki :
LUK.10.27	—Linga Nkolo Nzambe na yo, na motema na yo mobimba, na elimo na yo mobimba, na makasi na yo nyonso, mpe na makanisi na yo nyonso ; mpe linga moninga na yo lokola yo moko.
LUK.10.28	Yesu alobaki na ye :
LUK.10.28	—Opesi eyano malamu ; sala bongo mpe okozala na bomoi.
LUK.10.29	Kasi molakisi ya Mibeko alingaki kaka komilongisa, bongo atunaki Yesu :
LUK.10.29	—Nani azali moninga na ngai ?
LUK.10.30	Yesu azongisaki :
LUK.10.30	—Moto moko awutaki na Yeruzalem mpe azalaki kokende na Zeriko, kasi na nzela miyibi bakangaki ye, babotolaki ye bilamba na ye, babetaki ye, mpe bakendaki na bango ; bongo batikaki ye pene ya liwa. 
LUK.10.31	Nganga-Nzambe moko azalaki koleka na nzela wana. Tango amonaki moto yango, akatisaki na ngambo mosusu ya nzela mpe akendaki na ye. 
LUK.10.32	Ndenge moko mpe, molevi moko akomaki na esika yango, amonaki ye, akatisaki na ngambo mosusu ya nzela mpe akendaki na ye. 
LUK.10.33	Kasi moto moko ya Samariya azalaki na mobembo, akomaki epai ya moto wana azalaki ; tango amonaki ye, ayokelaki ye mawa, 
LUK.10.34	apusanaki pene-pene na ye, atiaki mafuta mpe vino na bapota na ye, mpe akangaki yango. Sima amatisaki ye likolo ya mpunda na ye, amemaki ye na ndako ya bapaya, mpe asalisaki ye malamu penza. 
LUK.10.35	Mokolo oyo elandaki, abimisaki badeni mibale mpe apesaki yango na nkolo ndako ya bapaya, mpe alobaki na ye : “Salisa moto oyo malamu ; mbongo nyonso mosusu oyo okobimisa mpo na kosalisa ye, nakozongisela yo yango tango nakozonga !”
LUK.10.36	Bongo Yesu atunaki :
LUK.10.36	—Mpo na yo, nani kati na bango misato amilakisaki ete azali moninga ya moto oyo akweyaki na maboko ya miyibi.
LUK.10.37	Molakisi ya Mibeko azongisaki :
LUK.10.37	—Oyo ayokelaki ye mawa. Bongo Yesu alobaki na ye :
LUK.10.37	—Kende mpe sala bongo !
LUK.10.38	Tango bazalaki kokende, Yesu akotaki na mboka moko. Kuna, mwasi moko kombo na ye Marta ayambaki ye na ndako na ye. 
LUK.10.39	Azalaki na ndeko moko ya mwasi kombo na ye Mariya. Ye ayaki kovanda pembeni ya Yesu mpe azalaki koyoka oyo Yesu azalaki koloba. 
LUK.10.40	Kasi Marta amipesaki mobimba na misala ebele. Bongo ayaki epai ya Yesu mpe alobaki na ye :
LUK.10.40	—Nkolo, ozali komona mabe te awa ndeko na ngai atiki ngai moko nasala misala nyonso ? Loba na ye aya kosalisa ngai !
LUK.10.41	Kasi Nkolo azongiselaki ye :
LUK.10.41	—Marta, Marta, ozali komitungisa mpe komiyokisa pasi mpo na makambo ebele ; 
LUK.10.42	kasi likambo moko kaka nde ezali na tina monene. Mariya aponi likabo oyo eleki malamu, bakobotola ye yango te !
LUK.11.1	Mokolo moko, Yesu azalaki kobondela na esika moko boye. Tango asilisaki, moko ya bayekoli na ye alobaki na ye :
LUK.11.1	—Nkolo, lakisa biso kobondela ndenge Jean alakisaki bayekoli na ye !
LUK.11.2	Bongo Yesu alobaki na bango :
LUK.11.2	—Tango bozali kobondela, boloba :
LUK.11.2	Tata
LUK.11.2	tika ete kombo na yo ekumisama,
LUK.11.2	tika ete Bokonzi na yo eya.
LUK.11.3	Pesa biso mokolo na mokolo bilei oyo ekoki na biso.
LUK.11.4	Limbisa masumu na biso,
LUK.11.4	pamba te biso mpe tolimbisaka baoyo basalaka biso mabe.
LUK.11.4	Mpe batela biso mpo tokweya na komekama te !
LUK.11.5	Bongo alobaki na bango :
LUK.11.5	—Soki moto moko na kati na bino azali na moninga na ye, bongo akei epai na ye na butu, mpe alobi na ye : “Moninga na ngai defisa ngai mampa misato, 
LUK.11.6	pamba te moninga na ngai moko awuti mobembo mpe akomeli ngai, kasi nazali na eloko moko te ya kopesa ye mpo alia.” 
LUK.11.7	Bongo oyo azali na kati ya ndako azongisi : “Kotungisa ngai te, porte, esiʼekangami mpe ngai na bana na ngai tosiʼtolali ; nakoki kolamuka te mpo na kopesa yo yango.”
LUK.11.8	Nalobi na bino, ata soki atelemi te mpo na kopesa ye yango mpo azali moninga na ye, kasi akotelema mpo moto wana azali kotungisa ye, mpe akopesa ye nyonso oyo akozala na yango posa.
LUK.11.9	Bongo ngai nalobi na bino : Bosenga mpe bakopesa bino ; boluka mpe bokomona ; bobeta mpe bakofungolela bino porte. 
LUK.11.10	Pamba te, moto nyonso oyo asengaka, azwaka : oyo alukaka, amonaka ; mpe oyo abetaka, bafungolelaka ye porte.
LUK.11.11	Tata nini kati na bino soki mwana na ye asengi ye mbisi, bongo akopesa ye nioka ? 
LUK.11.12	To soki asengi ye liki, akopesa ye nkoto ? 
LUK.11.13	Bongo soki bino, baoyo bozali bato mabe boyebi kopesa biloko ya malamu na bana na bino, bongo Tata oyo azali na Likolo akoleka kopesa Molimo-Mosantu te na baoyo basengaka ye ?
LUK.11.14	Yesu abenganaki molimo moko ya mabe oyo ezalaki baba. Tango molimo yango ya mabe ebimaki, moto oyo azalaki baba abandaki koloba. Bongo ebele ya bato bakamwaki mingi penza. 
LUK.11.15	Kasi bato mosusu kati na bango balobaki :
LUK.11.15	—Azali kobengana milimo mabe na nguya ya Belezebule, mokonzi ya milimo mabe ! 
LUK.11.16	Bongo bato mosusu basengaki ye elembo oyo ekowuta na likolo, mpo na komeka ye. 
LUK.11.17	Kasi Yesu ayebaki makanisi na bango ; bongo alobaki na bango :
LUK.11.17	—Bokonzi nyonso oyo ezali ya kokabwana kati na yango moko, ekobeba ; mpe ndako oyo ezali ya kokabwana kati na yango moko, ekopanzana. 
LUK.11.18	Soki Satana akabuani kati na ye moko, ndenge nini bokonzi na ye ekoki kowumela ? Nalobi boye, pamba te bolobi ete nazali kobengana milimo mabe na nguya ya Belezebule. 
LUK.11.19	Soki ngai nabenganaki milimo mabe na nguya ya Belezebule, bongo bana na bino babenganaki yango na nguya ya nani ? Yango wana bana na bino, bakozala bazuzi na bino.
LUK.11.20	Kasi soki nabenganaka milimo mabe na nguya ya Nzambe, wana Bokonzi ya Nzambe esiʼekomi kino epai na bino.
LUK.11.21	Soki elombe azali na bibundeli na ye, mpe azali kokengela ndako na ye, biloko na ye nyonso ekozala na kimia. 
LUK.11.22	Kasi soki moto mosusu oyo aleki ye na makasi abundisi ye mpe alongi ye, akobotola ye bibundeli na ye nyonso oyo azalaki kotiela motema, mpe akokabola biloko na ye.
LUK.11.23	Moto oyo azali elongo na ngai te, alingaka ngai te ; mpe oyo asangisaka te elongo na ngai, apanzaka.
LUK.11.24	—Soki molimo mabe ebimi na moto, ekokende koyenga-yenga na bisika ya kokawuka koluka kopema. Soki ezwi esika te, ekoloba : “Nakozonga na ndako oyo nabimaki !”
LUK.11.25	Tango ekokoma, ekuti ndako bakombi mpe babongisi yango malamu ; 
LUK.11.26	ekokende mpe ekozwa milimo mosusu sambo oyo eleki yango na mabe ; bongo ekokota mpe bakovanda kuna. Bongo lolenge ya suka ya moto oyo ekokoma mabe mingi penza koleka kutu oyo ya liboso !
LUK.11.27	Awa Yesu azalaki koloba makambo oyo, mwasi moko azalaki na kati ya ebele ya bato alobaki :
LUK.11.27	—Esengo mingi na mama oyo abotaki yo, mpe amelisa yo mabele !
LUK.11.28	Kasi Yesu azongisaki :
LUK.11.28	—Nzokande, esengo koleka na bato oyo bayokaka Maloba ya Nzambe mpe batosaka yango !
LUK.11.29	Lokola bato mingi bayaki kotonda pembeni na ye, alobaki :
LUK.11.29	—Bato ya tango oyo bazali bato mabe ! Bazali kosenga likamwisi. Likamwisi… bakopesa yango mosusu te, longola kaka oyo esalamaki na Jonasi. 
LUK.11.30	Pamba te, ndenge Jonasi azalaki elembo mpo na bato ya Ninive, ndenge moko mpe Mwana ya Moto akozala elembo mpo na bato ya tango oyo.
LUK.11.31	Na mokolo ya kosambisama Mokonzi-mwasi ya Sude elongo na bato ya tango oyo mpe akokatela bango etumbu. Pamba te, ye awutaki na suka ya mokili mpe ayaki mpo na koyoka bwania ya Salomo. Nzokade, moto moko azali awa aleki Salomo. 
LUK.11.32	Na mokolo ya kosambisama, bato ya Ninive bakotelema elongo na bato ya tango mpe bakokatela bango etumbu. Pamba te bango babongolaki mitema tango bayokaki mateya ya Jonasi. Nzokande, moto moko azali awa aleki Jonasi !
LUK.11.33	Moto moko te soki apelisi mwinda atiaka yango na esika ya kobombama, to na nse ya katini ; kasi atiaka yango likolo ya eloko oyo batielaka mwinda mpo ete bato oyo bazali kokota na ndako bamona kongenga na yango.
LUK.11.34	Liso na yo ezali mwinda ya nzoto na yo. Soki miso na yo ezali malamu, nzoto na yo mobimba mpe ekotonda na mwinda ; kasi soki yango ezali mabe, nzoto na yo mobimba mpe ekotonda na molili. 
LUK.11.35	Yango wana keba, mpo ete mwinda oyo ezali kati na yo ekoma molili te. 
LUK.11.36	Soki nzoto na yo mobimba etondi na mwinda, mpe ezali na eteni moko te ya molili, nzoto na yo mobimba ekotonda na mwinda, lokola tango mwinda engengisaka yo na kongenga na yango.
LUK.11.37	Tango Yesu asilisaki koloba, Mofarizeo moko abengisaki ye akende kolia elongo na ye. Yesu akotaki na ndako, mpe avandaki na mesa. 
LUK.11.38	Kasi Mofarizeo akamwaki mingi tango amonaki ete Yesu asukolaki maboko te liboso ya kolia.
LUK.11.39	Bongo Nkolo alobaki na ye :
LUK.11.39	—Bino bafarizeo bosukolaka libanda ya kopo mpe ya sani, kasi na kati, botondi na posa ya koyiba mpe makambo ya mabe. 
LUK.11.40	Bazoba ! Boni, moto oyo asalaki libanda, asalaki mpe kati te ? 
LUK.11.41	Kasi bopesa oyo ezali na epai kati na mobola, bongo biloko nyonso ekozala peto mpo na bino. 
LUK.11.42	Kasi mawa na bino bafarizeo ! Pamba te bofutaka eteni moko ya zomi ata ya biloko ya mike-mike oyo bolonaka na bilanga na bino, kasi bobwakaka bosembo mpe bolingo ya Nzambe. Esengeli bokokisaka makambo oyo, kasi bobosanaka mpe te oyo wana.
LUK.11.43	Mawa na bino Bafarizeo ! Bolingaka kovanda na bisika ya lokumu na bandako ya mayangani ; mpe bolingaka bapesaka bino bambote na bisika ya bato ebele. 
LUK.11.44	Mawa na bino ! Pamba te bozali lokola malita oyo emonanaka te ; mpe bato batambolaka likolo na yango mpo bayebi yango te.
LUK.11.45	Bongo molakisi moko ya Mibeko alobaki na Yesu :
LUK.11.45	—Moteyi, na maloba oyo olobi, ofingi biso mpe !
LUK.11.46	Yesu azongiselaki ye :
LUK.11.46	—Bino mpe balakisi ya Mibeko, mawa na bino ; pamba te bomemisaka bato mikumba ya kilo penza, kasi bino moko bosimbaka yango ata na mosapi moko te.
LUK.11.47	Mawa na bino ! Pamba te botongaka malita mpo na baprofeta, mpe bakoko na bino nde babomaki bango. 
LUK.11.48	Na ndenge wana, bozali kotatola ete bozali kondima makambo oyo bakoko na bino basalaki ; pamba te bango, babomaki baprofeta, bongo bino bozali kotongela baprofeta malita.
LUK.11.49	Yango wana, Nzambe kati na bwania na ye alobaki : “Nakotindela bango baprofeta mpe bapostolo, bakoboma basusu, mpe bakonyokola bamosusu.” 
LUK.11.50	Yango wana, bato ya tango oyo bakomema mokumba mpo na makila ya baprofeta nyonso oyo baboma banda mokili ebanda, 
LUK.11.51	banda na makila ya Abel, kino na oyo ya Zakariya, oyo babomaki na kati ya mesa ya makabo mpe Ndako ya Nzambe. Ya solo nalobi na bino, bato ya tango oyo bakomema mokumba ya mabe wana nyonso.
LUK.11.52	Mawa na bino Balakisi ya Mibeko ! Pamba te, bolongola fungola ya boyebi. Bino moko bokotaka te, mpe bokangisaka nzela na baoyo balingaka kokota !
LUK.11.53	Tango Yesu abimaki na ndako, bafarizeo mpe balakisi ya Mibeko babandaki kotiela ye tembe makasi penza mpe kotuna ye mituna oyo etali makambo ya ndenge na ndenge : 
LUK.11.54	Bazalaki kotiela ye motambo mpo bayoka na kati na maloba na ye likambo oyo bakokaki kofundela ye.
LUK.12.1	Na tango wana, ebele ya bato bankoto na bankoto bayaki kosangana wana mpe bazalaki konyatana moko na moko. Bongo Yesu abandaki liboso koloba na bayekoli na ye :
LUK.12.1	—Bokeba na nkisi oyo evimbisaka mampa ya Bafarizeo : yango nde kokosana na bango. 
LUK.12.2	Pamba te eloko moko te oyo ezali ya kobombama mpe ekozanga komonana, mpe eloko moko te ya sekele ekozanga koyebana. 
LUK.12.3	Yango wana, makambo nyonso oyo bokoloba na molili ekoyokana na moi ; mpe nyonso oyo bokoloba na matoyi, na kati ya basambele bakosakola yango likolo ya bandako.
LUK.12.4	Nalobi na bino baninga na ngai, bobanga te baoyo babomaka nzoto, mpe na sima bakoka te kosala likambo mosusu. 
LUK.12.5	Kasi nakolakisa bino soki nani bosengeli kobanga : bobanga Ye oyo, sima ya koboma, azali na bokonzi ya kobwaka na lifelo. Ya solo nalobi na bino, bobanga ye. 
LUK.12.6	Boni, batekaka bandeke mitano ya mike-mike na makuta mibale te ? Nzokande, Nzambe abosanaka ata moko na yango te. 
LUK.12.7	Mpe, ata suki ya motu na bino ezali ya kotangama. Yango wana bobanga te ; pamba te, bozali na motuya mingi koleka bandeke mike-mike ebele.
LUK.12.8	Nalobi na bino, moto nyonso oyo akondima ngai na miso ya bato, Mwana na Moto mpe akondima ye liboso ya baanzelu ya Nzambe. 
LUK.12.9	Kasi moto oyo akowangana ngai liboso ya bato, bakowangana ye mpe liboso ya baanzelu ya Nzambe. 
LUK.12.10	Moto oyo akoloba maloba ya mabe mpo na Mwana ya Moto, akolimbisama ; kasi moto oyo akofinga Molimo-Mosantu, akolimbisama te.
LUK.12.11	Tango bakomema bino mpo na kosamba liboso ya bandako ya mayangani, liboso ya bayangeli, mpe liboso ya bakonzi, bomitungisa te mpo na koyeba soki ndenge nini bokomilongisa to mpe maloba nini bokoloba ; 
LUK.12.12	pamba te, Molimo-Mosantu akolakisa bino kaka na tango wana maloba oyo bokoloba.
LUK.12.13	Moto moko na kati ya ebele ya bato alobaki na Yesu :
LUK.12.13	—Moteyi, loba na ndeko na ngai, akabola na ngai, biloko oyo tata atikelaki biso.
LUK.12.14	Yesu azongiselaki ye :
LUK.12.14	—Mobali, nani atie ngai zuzi to mokaboli ya biloko oyo batikela bino ?
LUK.12.15	Bongo alobaki na bango :
LUK.12.15	—Bokeba mpe bomibatela na lokoso ya lolenge nyonso ; pamba te ata moto atondi na bomengo, bomoi na ye ezali na kati ya biloko na ye te.
LUK.12.16	Bongo alobaki na bango lisapo oyo :
LUK.12.16	—Moto moko ya bomengo azalaki na bilanga oyo ebotaki biloko mingi penza. 
LUK.12.17	Bongo akanisaki na nse ya motema na ye : “Nasala nini ? Nazali na esika te mpo na kobomba biloko oyo nazwi na bilanga” ; 
LUK.12.18	bongo alobaki ; “Nakosala boye : nakoboma bandako oyo nabombelaka biloko na ngai mpe nakotonga misusu oyo eleki minene, bongo nakotia bambuma na ngai mpe biloko na ngai kuna.” 
LUK.12.19	Bongo nakoloba na elimo na ngai : “Otondi na biloko ya malamu mpo na bambula ebele. Pema na yo, lia, mela, mpe sepela !” 
LUK.12.20	Kasi Nzambe alobaki na ye : “Zoba ! Na butu ya lelo, bomoi na yo bakosenga yo yango. Bongo biloko nyonso oyo obomba mpo na yo moko, nani akozwa yango ?”
LUK.12.21	Ekozala bongo na moto oyo akongolaka bomengo mpo na ye moko, kasi azali moto ya bomengo te na miso ya Nzambe.
LUK.12.22	Bongo Yesu alobaki na bayekoli na ye :
LUK.12.22	—Yango wana nalobi na bino : bomitungisa te mpo na bomoi na bino, soki bokolia nini ; to mpo na nzoto na bino, soki bokolata nini ? 
LUK.12.23	Pamba te, bomoi eleki bilei, mpe nzoto eleki bilamba.
LUK.12.24	Botala bandeke oyo babengaka korbo, yango elonaka te mpe ebukaka te, ezali mpe na ndako te mpo na kobombela mbuma, ata mpe esika ya kobomba biloko te, kasi Nzambe aleyisaka yango. Nzokande bino boleki bandeke na motuya ! 
LUK.12.25	Kutu, nani kati na bino mpo na komitungisa na ye, akoki kobakisa ata ngonga moko na bomoi na ye ? 
LUK.12.26	Soki bokoka te kosala mwa likambo wana ya moke, bongo mpo na nini komitungisa na makambo oyo mosusu ? 
LUK.12.27	Botala bafololo ndenge ekolaka, esalaka te mpe etongaka bilamba te ; kasi nalobi na bino, ata Salomo, kati na nkembo na ye mobimba, alataki te lokola moko na yango. 
LUK.12.28	Soki Nzambe alatisaka na ndenge wana, matiti oyo ezali lelo na elanga, mpe lobi ekobwakama na moto ; boni, akolatisa bino koleka yango te ? A ! bato ya kondima moke.
LUK.12.29	Kasi bino, boluka te eloko oyo bokolia to oyo bokomela, mpe bomitungisa te mpo na yango. 
LUK.12.30	Pamba te, bapakano ya mokili oyo nde baluka-lukaka biloko wana nyonso, kasi Tata na bino ayebi ete bozali na posa ya biloko wana ; 
LUK.12.31	kasi boluka Bokonzi na ye, bongo biloko wana bakobakisela bino yango.
LUK.12.32	Etonga moke ya bameme, bobanga te ; pamba te, Tata na bino asepelaki mpo na kopesa bino Bokonzi. 
LUK.12.33	Boteka biloko oyo bozali na yango mpe bopesa mbongo oyo bokozwa na babola. Bomisalela basakosi ya mbongo oyo ebebaka te, bomengo oyo esilaka te kuna na Likolo, epai moyibi akoki koyiba te, mpe epai bampese bakoki kobebisa yango te. 
LUK.12.34	Pamba te, epai bomengo na yo ezali, motema na yo mpe ekozala kuna !
LUK.12.35	Botikala kaka na bilamba na bino ya mosala, mpe bobatela minda na bino etikala kaka ya kopela. 
LUK.12.36	Bozala lokola bato oyo bazali kozela mokonzi na bango azonga wuta na feti ya libala, mpo ete tango akoya mpe akobeta porte, bakoka kofungolela ye yango noki penza. 
LUK.12.37	Esengo mingi na basali oyo mokonzi na bango akokuta bango bazali kokengela tango ye akoya. Ya solo nalobi na bino : akolata bilamba na ye ya mosala, akovandisa bango na mesa, akoya mpe akopesa bango biloko ya kolia. 
LUK.12.38	Ata aye na midi ya butu, to na ngonga misato ya tongo : soki akuti bango bazali kokengela, basali yango bakosepela.
