MRK.1.1	Seo mar a tha an Deagh Sgeul mu Iosa Crìosd, Mac Dhè, a' tòiseachadh. 
PHP.2.1	Ma tha ur beatha ann an Crìosd a' toirt misneachd dhuibh, ma tha a ghràdh a' toirt comhfhurtachd dhuibh, ma tha sibh ag obrachadh còmhla anns an Spiorad, agus ma tha coibhneas agus truas agaibh do chàch-a‑chèile, 
PHP.2.2	tha mi ag iarraidh oirbh gun toir sibh làn thoileachadh dhomh le bhith aonaichte nur n‑inntinn, aonaichte nur gràdh, agus aonaichte nur spiorad agus nur beachdan. 
PHP.2.3	Na dèanaibh nì sam bith ann am fèinealachd, no air sgàth a bhith mòr, ach, ann an ioraslachd, cuireadh gach aon agaibh am fear eile air thoiseach air fhèin. 
PHP.2.4	Na biodh sùil agaibh air ur math fhèin a‑mhàin, ach air math dhaoine eile. 
PHP.2.5	Bithibh dhen aon inntinn ri Iosa Crìosd:
PHP.2.6	Bha esan dhen aon ghnè ri Dia,
PHP.2.6	's ged a bha an aon inbhe aige
PHP.2.6	cha do shaoil e gum bu chòir dha a cumail.
PHP.2.7	Ach chuir e cùl ris gach urram
PHP.2.7	's ghabh e air fhèin gnè seirbhisich.
PHP.2.7	Thàinig e dhan t‑saoghal mar dhuine
PHP.2.7	's a rèir a chruth, 's e duine a bh'ann.
PHP.2.8	Dh'ioraslaich e e fhèin, 's bha e cho umhail
PHP.2.8	's gun d'fhuiling e bàs —
PHP.2.8	's e sin bàs air crann-ceusaidh!
PHP.2.9	Air sàillibh sin, thog Dia e dhan àite as àirde,
PHP.2.9	's thug e dha an t‑ainm
PHP.2.9	a tha os cionn gach ainm eile.
PHP.2.10	tuitidh a h‑uile neach air a ghlùinean,
PHP.2.10	air nèamh 's air thalamh 's a‑measg nam marbh,
PHP.2.11	'S cuiridh gach teanga an cèill
PHP.2.11	gur e Iosa Crìosd an Tighearna,
PHP.2.11	's bheir seo glòir do Dhia an t‑Athair.
PHP.2.12	San aon dòigh, a chàirdean mo ghràidh, bhon a chleachd sibh riamh a bhith umhail, tha e nas fheumaile buileach gun toireadh sibh feairt orm a‑nise 's mi air falbh bhuaibh, dìreach mar a rinn sibh nuair a bha mi còmhla ribh. Leanaibh oirbh a' saothrachadh le eagal agus le urram gus am bi ur slàinte iomlan, 
PHP.2.13	oir tha Dia an còmhnaidh ag obair annaibh, 's e gur dèanamh deònach gabhail ri a dheagh thoil, agus comasach air a cur an gnìomh. 
PHP.2.14	Dèanaibh gach nì gun a bhith a' gearan no a' togail buaireadh, 
PHP.2.15	's mar sin bidh sibh gun lochd, gun choire, agus aithnichte mar chlann Dhè, gun smal ann an saoghal a tha làn de dhaoine coirbte, peacach. Bithibh a' deàrrsadh nam measg mar na rionnagan anns na speuran, 
PHP.2.16	nuair a bhios sibh a' tairgsinn dhaibh facal na beatha. Ma nì sibh sin, bidh adhbhar agam a bhith mòr asaibh air an là a thilleas Crìosd, oir 's e sin a dhearbhas nach robh mo rèis no mo shaothair gun tairbhe.
PHP.2.17	Ach mas e 's gu bheil mo bheatha-sa ga dòrtadh a‑mach mar thabhartas air an ìobairt a tha sibhse a' tairgsinn le ur creideamh, tha mise toilichte, 's tha mi a' dèanamh gàirdeachas còmhla ribh uile. 
PHP.2.18	San aon dòigh, tha còir agaibhse a bhith toilichte, 's gàirdeachas a dhèanamh còmhla riumsa.
PHP.2.19	Tha làn dòchas agam ann an toil an Tighearna Iosa gun cuir mi Timòteus thugaibh a dh'aithghearr, gus am bi mi fhìn air mo mhisneachadh nuair a gheibh mi naidheachd mur deidhinn. 
PHP.2.20	Chan eil fear eile agam a tha cho faisg air m'inntinn fhìn, 's air a bheil urad a dh'fhìor chùram mur deidhinn-se. 
PHP.2.21	'S e an gnothaichean fhèin a tha fainear dhan h‑uile duine eile, 's chan e gnothaichean Chrìosd. 
PHP.2.22	'S ann agaibh fhèin a tha fhios mar a dhearbh e cho luachmhor 's a tha e, oir shaothraich e còmhla rium, mar mhac còmhla ri athair, air sgàth an Deagh Sgèil. 
PHP.2.23	Mar sin, tha mi an dùil a chur thugaibh cho luath 's a gheibh mi sealladh air dè a tha a' dol a thachairt dhomh. 
PHP.2.24	Tha cinnt agam gur e toil an Tighearna gum bi mi fhìn air chomas tighinn thugaibh a dh'aithghearr.
PHP.2.25	Tha mi dhen bheachd gum feum mi ar bràthair Epaphrodìtus, a bha ag obair còmhla rium 's a' cathachadh rim thaobh, a chur air ais thugaibh. 
PHP.2.26	'S e sibh fhèin a chuir thugams' e a dhèanamh seirbhis dhomh nuair a bha mi feumach. Tha mi ga chur air ais thugaibh, oir tha e gur n‑ionndrainn air fad, 's tha dragh air gun cuala sibh gu robh e tinn. 
PHP.2.27	Gu dearbh, bha e cho tinn 's gun do theab e bàsachadh. Ach rinn Dia tròcair air, agus ormsa cuideachd, oir chùm e bhuam bròn a bharrachd air na bh'agam. 
PHP.2.28	Mar sin, 's ann as togarraiche a tha mi ga chur thugaibh, gus am bi gàirdeachas oirbh a‑rithist nuair a chì sibh e, agus ma thachras sin, 's ann as lugha a bhios mo chùram fhìn. 
PHP.2.29	Cuiribh fàilte air, ma tha, le fìor ghàirdeachas mar bhràthair anns an Tighearna. Thoiribh urram do gach neach dha leithid, 
PHP.2.30	oir thàinig e faisg air a' bhàs air sgàth obair Chrìosd. Chuir e a bheatha an cunnart 's e a' feuchainn ri seirbhis a thoirt dhòmhsa nach robh e nur comas fhèin a thoirt dhomh.
PHP.3.1	Airson a' chòrr, a chàirdean, dèanaibh gàirdeachas anns an Tighearna. Chan eil leisg ormsa na h‑aon rudan a sgrìobhadh thugaibh 's a sgrìobh mi roimhe, 's bidh sin sàbhailte dhuibhse.
PHP.3.2	Bithibh air ur faiceall ron fheadhainn sin a tha a' dèanamh dhroch rudan, na coin sin a tha a' stialladh a' chuirp. 
PHP.3.3	Oir 's e sinne an fheadhainn a tha air ar timcheall-ghearradh gu ceart, a chionns gu bheil sinn a' toirt adhradh do Dhia tron Spiorad, 's a' dèanamh uaill ann an Crìosd, gun a bhith a' cur earbsa sam bith nar cuirp. 
PHP.3.4	Chan e nach fhaodainn fhìn earbsa a bhith agam nam chorp. Ma tha fear sam bith a' smaoineachadh gu bheil adhbhar aige airson sin a dhèanamh, tha adhbhar as motha buileach agamsa. 
PHP.3.5	Chaidh mo thimcheall-ghearradh air an ochdamh là; rugadh mi nam Israelach, nam bhall de threubh Bheniàmin, 's nam Eabhraidheach dhen fhìor stoc Eabhraidheach. A thaobh an Lagh, 's e Pharasach a bh'annam; 
PHP.3.6	a thaobh a bhith eudmhor, 's ann a bha mi a' sàrachadh na h‑eaglais, 's a thaobh na fìreantachd a tha an Lagh ag iarraidh, bha mi gun choire. 
PHP.3.7	Ach 's ann a tha mi a' meas nan gnothaichean sin a bha buannachdail dhomh mar chall air sgàth Chrìosd. 
PHP.3.8	Chan e sin a‑mhàin, ach tha mi a' meas a h‑uile nì mar chall airson 's gun coisinn mi an rud as luachmhoire uile-gu‑lèir — 's e sin eòlas air Iosa Crìosd mo Thighearna. Air a sgàth-san, chaill mi a h‑uile rud a bh'agam, agus gu dearbh tha mi a' sealltainn orra mar sgudal. 'S e Crìosd fhèin a' bhuannachd a tha mi ag iarraidh, 
PHP.3.9	's a bhith buileach air m'aonadh ris. Chan eil mi a‑nise ag iarraidh fìreantachd annam fhìn a tha a rèir an Lagha. 'S ann a tha mi ag iarraidh na fìreantachd a tha ag èirigh o bhith a' creidsinn ann an Crìosd, an fhìreantachd a tha a' tighinn o Dhia fhèin 's a tha stèidhichte air creideamh.
PHP.3.10	Chan eil an còrr a dhìth orm ach gum bi eòlas pearsanta agam air Crìosd, 's air a' chumhachd a tha a' tighinn bho a aiseirigh; agus cuideachd gum bi mi a' gabhail pàirt na fhulangas, 's air mo dhèanamh coltach ris na bhàs. 
PHP.3.11	Mar sin bidh dùil agam, air dhòigh-eigin, gun tig mi gu bhith air mo thogail bho na mairbh.
PHP.3.12	Chan e gu bheil mi fhathast air ruighinn air a seo, no gu bheil mi cheana air mo dhèanamh coileanta. Tha mi a' leantainn orm feuch am faigh mi grèim air a seo, oir 's ann air a shon sin a ghabh Crìosd grèim ormsa. 
PHP.3.13	A chàirdean, chan eil mi a' meas gu bheil mi air ruighinn air, 's mi nach eil. Chan eil ach aon nì san amharc agam; 's e sin a bhith a' sìor leigeil as m'aire na th'air mo chùlaibh, 's gam shìneadh fhìn air adhart a dh'ionnsaigh na th'air thoiseach. 
PHP.3.14	Tha mi a' dèanamh air deireadh na rèise, feuch am faigh mi an duais gu bheil Dia gam ghairm, duais na beatha shìorraidh tre Iosa Crìosd. 
PHP.3.15	Bu chòir dhuinn uile a thàinig gu inbhe sa chreideamh smaoineachadh mar seo, ach ma tha beachd eile agaibh air nì sam bith, nì Dia sin a shoilleireachadh dhuibh cuideachd. 
PHP.3.16	Co‑dhiù, bu chòir dhuinn a bhith gar giùlan fhìn a rèir na h‑inbhe a ràinig sinn.
PHP.3.18	Oir thuirt mi ribh iomadh uair roimhe, 's tha mi nise ga ràdh 's mi gul, gu bheil mòran a' caitheamh am beatha mar nàimhdean dhan bhàs a dh'fhuiling Crìosd air a' chrann-cheusaidh. 
PHP.3.19	'S e crìoch na feadhainn sin gum bi iad air an sgrios, oir 's e iarrtasan an cuirp an dia a th'aca. Tha iad a' dèanamh uaill as na rudan a bu chòir a bhith nan cùis-nàire dhaibh, agus 's ann air nithean talmhaidh a‑mhàin a tha an aire. 
PHP.3.20	Ach 's ann a bhuineas sinne dhan bhaile nèamhaidh — sin an t‑àite as an tig Slànaighear thugainn, an Tighearna Iosa Crìosd, 's tha sinn a' feitheamh ris gu dùrachdach. 
PHP.3.21	'S esan a dh'atharraicheas ar cuirp dhìblidh gu bhith coltach ri a chorp glòrmhor fhèin. Nì e seo le bhith a' cleachdadh a' chumhachd leis an dèan e a h‑uile rud a chur fo a smachd.
PHP.4.1	A chàirdean gràdhach, air a bheil meas agus ionndrainn cho mòr agam, tha sibh gam lìonadh le aoibhneas agus le uaill. Feuch, mar sin, gun seas sibh gu dìleas nur beatha anns an Tighearna. 
PHP.4.2	'S e seo an nì a tha mi ag iarraidh air Euòdias agus air Sintiche, gum bi iad aonaichte nan inntinn mar pheathraichean anns an Tighearna. 
PHP.4.3	Agus tha mi ag iarraidh ortsa, mo cho-obraiche dìleas,
PHP.4.4	Dèanaibh làn ghàirdeachas daonnan anns an Tighearna. Their mi a‑rithist e: dèanaibh làn ghàirdeachas. 
PHP.4.5	Bu mhath leam gum faiceadh a h‑uile neach ur caomhalachd, oir chan eil an Tighearna fad air falbh. 
PHP.4.6	Na biodh cus iomagain oirbh mu nì sam bith. Anns a h‑uile suidheachadh, dèanaibh aithnichte do Dhia gach nì a tha a dhìth oirbh, a' dèanamh ùrnaigh ris-san 's a' toirt taing dhàsan. 
PHP.4.7	Ma nì sibh seo, bidh sìth Dhè, a tha cho domhainn 's nach tèid aig duine air a tuigsinn, a' cumail ur cridhe 's ur n‑inntinn sàbhailte ann an Iosa Crìosd.
PHP.4.8	San dealachadh, a chàirdean, tha mi ag iarraidh oirbh gum bi ur n‑inntinnean air an lìonadh leis gach nì a tha sàr-mhath, agus a tha airidh air cliù — nithean a tha fìor, urramach, ceart, naomh, maiseach agus cliùiteach. 
PHP.4.9	Cumaibh oirbh a' dèanamh nan nithean a dh'ionnsaich sibh agus a fhuair sibh bhuamsa — na nithean a chuala sibh bhuam 's a chunnaic sibh annam. Ma nì sibh sin, bheir Dia a shith fhèin dhuibh.
PHP.4.10	'S mi rinn an toileachadh anns an Tighearna gun d'fhuair sibh cothrom mu dheireadh air leigeil fhaicinn gu robh cùram agaibh dhìom. Gu dearbh, bha an cùram agaibh fad na h‑ùine, ach cha robh an cothrom agaibh. 
PHP.4.11	Chan e cho feumach 's a tha mi a tha a' toirt orm seo a ràdh, oir dh'ionnsaich mi a bhith riaraichte ge bith dè th'agam. 
PHP.4.12	Tha mi eòlach air a bhith gann, agus cuideachd air tuilleadh 's a' chòir a bhith agam. Anns a h‑uile suidheachadh a th'ann, dh'ionnsaich mi an dà chuid a bhith làn 's a bhith acrach, a bhith ann am pailteas 's a bhith ann an gainne. 
PHP.4.13	Thèid agam air giùlan leis gach nì a choinnicheas rium anns an neart a tha Crìosd a' toirt dhomh. 
PHP.4.14	Air a shon sin, is math a rinn sibh mo chuideachadh nuair a bha mi ann an èiginn.
PHP.4.16	 Cha b'ann aon uair a‑mhàin a chuir sibh cuideachadh thugam gu Tesalonìca nuair a bha feum agam air. 
PHP.4.17	Chan e tiodhlac a tha mi ag iarraidh; 's e tha mi ag iarraidh ach gum bi tuilleadh riadh air a chur ris a' chunntais agaibhse. 
PHP.4.18	Seo m'fhacal gun d'fliuair mi na chuir sibh thugam, 's tha am pailteas ann. Bhon a fhuair mi bho Epaphrodìtus na rudan a chuir sibh thugam, tha agam na dh'fhòghnas. Tha na tiodhlacan sin mar fhàileadh cùbhraidh, mar ìobairt a tha taitneach agus tlachdmhor do Dhia. 
PHP.4.19	Agus an Dia dham bheil mise a' dèanamh seirbhis, coinnichidh esan ris gach feum a th'oirbhse leis an t‑saidhbhreas ghlòrmhor aige fhèin, tre Iosa Crìosd. 
PHP.4.20	Dhar Dia agus dhar n‑Athair gum biodh glòir gu sìorraidh. Amen.
PHP.4.21	Thoiribh mo bheannachd thucasan uile a tha nan sluagh do Dhia ann an Iosa Crìosd. Tha na creidmhich a tha còmhla rium a' cur bheannachdan thugaibh. 
PHP.4.22	Tha a h‑uile neach de shluagh an Tighearna ann an seo a' cur beannachd thugaibh, 's gu h‑àraid an fheadhainn a th'ann an lùchairt an Impire. 
PHP.4.23	Gun robh gràs an Tighearna Iosa Crìosd a' gabhail còmhnaidh annaibh.
COL.1.1	Tha mise, Pòl, abstol Iosa Crìosd a rèir toil Dhè, agus Timòteus ar bràthair a' cur na litir seo 
COL.1.2	gu na creidmhich ann an Colose agus gu na bràithrean dìleas a tha cur an earbsa ann an Crìosd. Gun robh gràs agus sìth agaibh bho Dhia ar n‑Athair.
COL.1.3	Tha sinn a' toirt taing do Dhia, Athair ar Tighearna Iosa Crìosd, a h‑uile uair a tha sinn ag ùrnaigh air ur son. 
COL.1.4	'S e as adhbhar dha seo gun cuala sinn mar a tha sibh a' creidsinn ann an Iosa Crìosd, 's mar a tha gràdh agaibh dha na creidmhich gu lèir. 
COL.1.5	Tha ur creideamh agus ur gràdh ag èirigh as an dòchas chinnteach a th'agaibh, agus an duais a tha air a gleidheadh dhuibh ann an nèamh. Chuala sibh mu dheidhinn seo an toiseach nuair a thàinig an Soisgeul, naidheachd na fìrinn, dhur n‑ionnsaigh. 
COL.1.6	Tha an Soisgeul a' sgaoileadh air feadh an t‑saoghail, 's a' giùlan toradh. 'S e sin dìreach a tha e a' dèanamh nur beatha fhèin riamh bho chuala sibh mu dheidhinn, 's a chuir sibh eòlas ceart air gràs Dhè. 
COL.1.7	'S e ar co‑sheirbhiseach gràdhach, Epaphras, a tha a' toirt seirbhis dhìleas do Chrìosd as ur leth, a theagaisg seo dhuibh. 
COL.1.8	'S esan cuideachd a dh'innis dhuinne mun ghràdh a tha Spiorad Dhè a' dùsgadh annaibh.
COL.1.9	Chan eil sinne, mar sin, a' sgur a dh'ùrnaigh air ur son on chiad là a chuala sinn mur deidhinn. Tha sinn ag iarraidh gum bi sibh air ur lìonadh le fìor eòlas air toil Dhè, 's gum faigh sibh a h‑uile seòrsa gliocais agus breithneachaidh spioradail. 
COL.1.10	'S e sin a bheir an comas dhuibh a bhith beò ann an dòigh a chuireas urram air an Tighearna, agus a thoil a dhèanamh anns gach nì. 'S e tha bhuainn gum bi urad a thoradh a' tighinn oirbh 's gun dèan sibh a h‑uile obair mhath 's gum bi sibh fhèin a' fàs ann am fìor eòlas air Dia. 
COL.1.11	Chan e a‑mhàin sin, ach tha sinn airson gum bi sibh air ur neartachadh leis gach spionnadh a bhuineas dha chumhachd glòrmhor fhèin. Ma thachras sin, seasaidh sibh gu daingeann 's bidh foighidinn agaibh anns gach nì. 
COL.1.12	Bheir sibh cuideachd taing do Dhia gu h‑aoibhneach, a chionns gur esan a thug an comas dhuibh pàirt a bhith agaibh ann an oighreachd nan creidmheach ann an rìoghachd an t‑solais. 
COL.1.13	'S esan a chuir saor sinn bho chumhachd an dorchadais agus a thug sinn a‑steach dhan rìoghachd a bhuineas dha Mhac gràdhach. 
COL.1.14	'S e a Mhac a phàigh prìs ar saorsa 's a choisinn dhuinn mathanas ar peacaidhean.
COL.1.15	Tha dealbh fìor againn ann an Crìosd air an Dia nach gabh faicinn. Bha esan ann air thoiseach air gach nì, 's tha e os cionn a' chruthachaidh gu lèir. 
COL.1.16	'S ann troimhesan a chaidh a h‑uile rud a chruthachadh air nèamh agus air thalamh, na rudan a ghabhas faicinn agus na rudan nach gabh, co‑dhiù 's e th'annta rìoghachdan no cumhachdan, tighearnan no ùghdarrasan. Chaidh a h‑uile nì a chruthachadh troimhesan agus air a shon-san. 
COL.1.17	Tha esan air thoiseach air gach nì, agus 's e a tha a' cumail a h‑uile nì ri chèile. 
COL.1.18	'S esan cuideachd an ceann agus 's i an eaglais a chorp. 'S e Crìosd a th'air thoiseach, a' chiad mhac a chaidh a thogail bho na mairbh, gus am biodh an t‑urram a b'àirde aige anns gach nì. 
COL.1.19	Tha seo mar a tha e a chionns gum b'e deagh thoil Dhè gum biodh Crìosd air a lìonadh le iomlanachd a nàdair fhèin. 
COL.1.20	'S e a dheagh thoil a bh'ann cuideachd gun toireadh e sìth gu buil le fuil Chrìosd a dhòrtadh air a' chrann, agus mar sin gun dèanadh e a h‑uile nì rèidh ris fhèin ann an Crìosd, an dà chuid air nèamh agus air thalamh.
COL.1.21	Bha àm ann a bha sibh dealaichte bho Dhia, nur nàimhdean dha nur n‑inntinn agus a' dèanamh rudan ole. 
COL.1.22	Ach a‑nis tha e air rèite a dhèanamh ribh tron bhàs a dh'fhuiling Crìosd na chorp daonna, 's e ag iarraidh gun rachadh sibh a‑steach far a bheil e — glan, gun smal agus gun choire. 
COL.1.23	Ach feumaidh sibh cumail oirbh anns a' chreideamh 's a bhith nur seasamh gu daingeann air a' bhunait a th'agaibh. Na bithibh air ur gluasad a‑null no a‑nall bhon dòchas mun cuala sibh san t‑Soisgeul. 'S e sin an Soisgeul a chaidh a shearmonachadh air feadh a' chruthachaidh gu lèir, an Soisgeul dhan tàinig mise, Pòl, gu bhith nam sheirbhiseach.
COL.1.24	Tha mi a‑nis a' dèanamh gàirdeachas anns na rudan a tha mi a' fulang as ur leth. Cha tàinig crìoch fhathast air àmhghairean Chrìosd, agus le bhith a' fulang mar seo nam chorp fhìn tha mi a' coileanadh cuid dhiubh. 'S ann air sgàth corp Chrìosd a tha mi a' dèanamh seo, agus 's e a chorp an eaglais. 
COL.1.25	Chaidh mise a dhèanamh nam sheirbhiseach dhan eaglais, a rèir 's mar a thug Dia obair shònraichte dhomh ri dhèanamh as ur leth. 'S e an obair sin a bhith a' cur facal Dhè an cèill gu soilleir. 
COL.1.26	'S e diamhaireachd a th'anns an fhacal sin a chaidh fhalach fad nan linntean 's nan ginealaichean a dh'fhalbh, ach a‑nis tha Dia air a foillseachadh dha shluagh fhèin. 
COL.1.27	'S e toil Dhè a bh'ann gum biodh fhios aca cho saidhbhir 's cho glòrmhor 's a tha an nì a chaidh fhoillseachadh a‑measg nan cinneach. 'S e sin gu bheil Crìosd beò annaibh, 's gu bheil seo a' toirt dhuibh dòchas na glòire. 
COL.1.28	'S e Crìosd a tha sinne a' searmonachadh, a' toirt rabhadh dha gach neach 's gan teagasg anns a h‑uile nì a tha glic. Tha sinn airson gun tèid againn air gach aon a chur fa chomhair Dhè na dhuine coileanta ann an Crìosd. 
COL.1.29	'S ann air a shon seo a tha mise a' saothrachadh 's a' strì, le neart Chrìosd a tha ag obrachadh annam gu cumhachdach.
COL.2.1	Bu mhath leam gum biodh fhios agaibh cho mòr 's a tha an spàirn a tha mi a' dèanamh as ur leth, is cuideachd as leth nan creidmheach ann an Laodiosèa, 's an fheadhainn sin nach fhaca m'aodann riamh. 
COL.2.2	'S ann a tha mi ag iarraidh gum bi an cridheachan air am misneachadh, 's gum bi iad air an aonadh ri chèile ann an gràdh. Gheibh iad mar sin tuigse agus gliocas ann an làn phailteas, gus a bhith a' faighinn fìor eòlas air an diamhaireachd a dh'fhoillsich Dia, 's e sin Crìosd. 
COL.2.3	'S ann annsan a tha gach beairteas a bhuineas ri gliocas agus ri eòlas air a thasgadh. 
COL.2.4	Tha mi ag innse seo dhuibh gus nach dèan duine sam bith ur mealladh le bruidhinn bhreugach. 
COL.2.5	Ged a tha mi air falbh uaibh gu corporra, tha mi còmhla ribh nam spiorad, 's tha e a' toirt aoibhneas dhomh a bhith a' faicinn cho rianail 's a tha sibh, 's cho daingeann 's a tha ur creideamh ann an Crìosd.
COL.2.6	Dìreach mar a ghabh sibh ri Iosa Crìosd mar Thighearna, caithibh ur beatha annsan, 
COL.2.7	air ur freumhachadh 's air ur togail suas ann, 's air ur daingneachadh anns a' chreideamh dìreach mar a chaidh ur teagasg. Agus bithibh daonnan a' toirt taing do Dhia. 
COL.2.8	Feuchaibh nach dèan neach sam bith ur cur an sàs le feallsanachd a tha faoin agus meallta. 'S ann air beachdan dhaoine agus air teagasgan mu nàdar na cruinne a tha seo air a stèidheachadh, agus chan ann idir air Crìosd. 
COL.2.9	Ann an Crìosd, na chorp feòla, tha uile lànachd na diadhachd a' còmhnaidh, 
COL.2.10	agus chaidh sibhse a lìonadh leis a' bheatha a th'annsan. Tha ceannas aigesan thairis air gach cumhachd agus ùghdarras a th'ann. 
COL.2.11	Annsan cuideachd tha sibh air ur timcheall-ghearradh, chan ann leis an timcheall-ghearradh a tha làmh duine a' dèanamh ach le timcheall-ghearradh Chrìosd, a' cur dhibh nàdar a' pheacaidh. 
COL.2.12	Nuair a chaidh ur baisteadh bha sibh air ur tiodhlacadh còmhla ri Crìosd, agus dh'èirich sibh cuideachd còmhla ris le bhith a' creidsinn anns a' chumhachd leis an do thog Dia esan bho na mairbh. 
COL.2.13	Bha sibh aig aon àm marbh nur peacaidhean agus dealaichte bho fhìor shluagh Dhè, ach thug Dia beò sibh còmhla ri Crìosd. Thug e mathanas dhuinn nar peacaidhean gu lèir. 
COL.2.14	Dhubh e mach cunntas nam fìachan a bha nar n‑aghaidh agus nan riaghailtean a bha gar dìteadh, agus chuir e as dha gu h‑iomlan nuair a rinn e a thàirneachadh ris a' chrann-cheusaidh. 
COL.2.15	Air a' chrann, rùisg e an smachd bho na cumhachdan 's na h‑ùghdarrais spioradail 's rinn e culaidh-nàire dhiubh gu follaiseach, gan slaodadh as a dhèidh mar phrìosanaich nuair a thug e a‑mach a' bhuaidh. 
COL.2.16	Mar sin na dèanadh neach sam bith riaghailtean dhuibh a thaobh dè dh'itheas no dh'òlas sibh, mu thimcheall làithean naomha no fèill na gealaich-ùire no shàbaidean. 
COL.2.17	Chan eil annta sin uile ach faileas nan nithean a bha ri tighinn: tha am fìor bhrìgh ann an Crìosd. 
COL.2.18	Na tugar an car asaibh le neach sam bith a tha a' gabhail tlachd ann an samhla de dh'ioraslachd 's e ag adhradh do dh'ainglean, a' sìor dhèanamh luaidh air na taisbeanaidhean a chunnaic e. Tha an duine sin, gun adhbhar sam bith, air a shèideadh suas le a smuaintean feòlmhor fhèin. 
COL.2.19	Leig e as a ghrèim air Crìosd, an ceann bho bheil an corp uile, na uilt 's na fhèithean, air a bheathachadh 's air a cheangal ri chèile, 's a' fàs mar a tha Dia fhèin a' toirt fàs dha.
COL.2.20	Ma bhàsaich sibh còmhla ri Crìosd agus ma chuir sibh cùl ri cumhachdan an t‑saoghail, carson, ma tha, a tha sibh beò a rèir dòigh an t‑saoghail 's a' toirt gèill do riaghailtean: 
COL.2.21	“Na làimhsich seo, na blais siod, na bean dhan nì ud eile”? 
COL.2.22	Tha iad sin uile a' buntainn ri rudan a theirgeas nuair a thatar gan cleachdadh — chan eil annta ach riaghailtean a tha daoine a' teagasg. 
COL.2.23	Abair gu bheil coltas gliocais orra, len dian chràbhachd, len ioraslachd mheallta agus len sàrachadh air a' chorp, ach chan eil feum sam bith annta ann a bhith a' toirt thograidhean feòlmhor fo chìs.
COL.3.2	Tha còir agaibh cuideachd a bhith a' smaoineachadh air na rudan a tha shuas, 's chan ann air na rudan a tha air thalamh. 
COL.3.3	Oir fhuair sibh bàs, agus tha ur beatha air a falach còmhla ri Crìosd ann an Dia. 
COL.3.4	'S e Crìosd ur beatha, agus nuair a thèid esan fhoillseachadh a‑rithist, thèid sibhse fhoillseachadh còmhla ris na ghlòir.
COL.3.5	Mar sin cuiribh gu bàs na tograidhean feòlmhor a tha nur nàdar — mì‑mhoraltachd, mì‑bheusachd, drùis, ùidh anns an ole, agus sannt (oir 's e seòrsa de dh'iodhal-adhraidh a th'ann). 
COL.3.6	Air sàillibh nan rudan sin, gabhaidh Dia fearg ris an fheadhainn nach toir feairt air. 
COL.3.7	Bha àm ann nuair a bha sibh fhèin a' caitheamh ur beatha fo smachd nan dearbh ana-miannan sin. 
COL.3.8	Ach a‑nis glanaibh a‑mach as ur beul a h‑uile aon diubh seo: fearg, trod, droch-rùn, toibheum agus drabasdachd. 
COL.3.9	Na bithibh ag innse nam breug do chàch-a‑chèile, oir chuir sibh dhibh an seann nàdar 's gach cleachdadh a bhuineadh dha, 
COL.3.10	's chuir sibh oirbh an nàdar ùr. 'S e Dia a chruthaich an nàdar seo, agus tha e ga shìor ùrachadh gus am bi e dìreach mar a tha a ìomhaigh fhèin, 's gus am bi sibh làn de dh'fhìor eòlas. 
COL.3.11	'S e a' bhuil a th'ann nach eil eadar-dhealachadh sam bith eadar Greugach is Iùdhach, eadar an fheadhainn a chaidh a thimcheall-ghearradh 's an fheadhainn nach deach, no eadhon eadar coigrich, daoine borba, tràillean is daoine saora. 'S e Crìosd a‑mhàin a tha a' cunntadh, agus gabhaidh esan còmhnaidh annta uile.
COL.3.13	Bithibh fad-fhulangach ri càch-a‑chèile ma thogas aon agaibh casaid an aghaidh duine eile, agus thoiribh cuideachd mathanas do chàch-a‑chèile, dìreach mar a thug an Tighearna mathanas dhuibh fhèin. 
COL.3.14	A bharrachd air a sin uile, biodh gràdh agaibh dha chèile, oir 's e gràdh am bann a tha a' ceangal gach nì ann an aonachd choileanta. 
COL.3.15	'S e an t‑sith a tha Crìosd a' toirt dhuibh as còir a bhith gur stiùireadh nur n‑inntinnean, oir 's e sìth a bh'aig Dia fainear dhuibh nuair a ghairm e sibh còmhla mar aon chuideachd. Agus tha còir agaibh a bhith a' toirt taing dhàsan. 
COL.3.16	Leigibh le facal Chrìosd na làn shaidhbhreas còmhnaidh a dhèanamh annaibh. Bithibh a' teagasg 's ag caralachadh a chèile leis gach seòrsa gliocais; agus seinnibh sailm, laoidhean is dàin spioradail do Dhia le taingealachd nur cridheachan. 
COL.3.17	Ge bith dè nì sibh no their sibh, dèanaibh a h‑uile nì ann an ainm an Tighearna Iosa, 's thoiribh taing troimhesan do Dhia an t‑Athair.
COL.3.19	Fheara, biodh gaol agaibh air ur mnathan, agus na bithibh dona riu.
COL.3.21	A phàrantan, feuch nach bi sibh ro throm air ur pàisdean air dhòigh 's gun caill iad am misneachd.
COL.3.23	Ge bith dè a tha sibh a' dèanamh, rachaibh an sàs ann le ur n‑uile chridhe, agus dèanaibh e air sgàth an Tighearna 's chan ann air sgàth dhaoine. 
COL.3.24	Tha fhios agaibh gur e an Tighearna a bheir dhuibh an duais a chaidh a chur air leth dhuibh. Dèanaibh seirbhis do Chrìosd mar Thighearna. 
COL.3.25	Mar sin, gheibh an duine olc a dhuais a rèir 's mar a rinn e, oir chan eil taobh aig an Tighearna ri duine seach duine.
