GEN.1.1	Apanll chtakchu, kanindaatstam, tsapootstam tinarangiya. 
1KI.18.18	Elíyassha, Nduni. ¿Antaatiya nuwaja tayutaritki? Shiyamandari chayarish, misha tputsirimandtamtish Apanll waana ashkiya, yuwamand waanaatsi kamachtamarini kasayarus, apanllputseetsimsha Baala ungirtakis anumanda, tárangiya. 
1KI.18.19	Ashiriya, anuritam Elíyas, Kurakaa, shiy naturi zar ichingaroo Israelchichee tputs mach Karmelup shaniyamaam kamachtangcha. Jesabel apanllpaneetsi urkari kizpur chinaku, anoo ichingaru shaniyamaam kamachtangcha. Apanllputseetstam urkar yuw 450 Baalaa ksutkana anootstam, misha 400 Asera ksutkana anootstam ichingaroo yushindangcha shaniyamaama, tárangiya.
1KI.18.19	Ashiriya, na kamaneena yuwaa Elíyas kurakpa Ajabpa tsiyatarangu anootsi.
1KI.18.20	Ashiriya, kurak Ajab ichingaroo tputs Israelchichee, misha apanllputseetstam urkar ichingaroo machish Karmelush shaniyamaam kuruzarangu, ichingarusin shaniyaranganaya.
1KI.18.21	Anushsha Elíyas chiyzayaru, ichingaroo tputs tsiyatarangu, ¿Ashinooja siy piyari tsimbun chinakis anoo kasachis? Apanllee chinakus, yusur apanllputseetssha chinat ashiksawa. Nda ashishtamaam yachayani. ¿Chakaja kizpur taak? Wandaya Apanll wamari kasiru taaku, anootsimari chinangtsa. Itaru, wandaya apanllputs Baal wamari kasiru taaku, anootsimaritam mangishish chinangtsa, tárangu, anoo ashparitssin tputs nda minumtiyam yámaranganaya.
1KI.18.22	Ashiriya, yusur Elíyastam tsiyatarangu, Nuwamari minamti apanllpantana. Nuwamaricha minumariti kamungarangi. Itaru, siysa apanllputsis kurakis Baalchichis 450 taaksa. 
1KI.18.23	Ashiriya, na wakaraa wip tsimbun nish wayangints. Sheerus, minumtam tamamaatsimasaja saana zandaksa, anoo yáyarus, apusash taarayarus, sumas xanateerus, anumun wayangtsa. Itaru, musá tazurintspa. Nuwshat ambitam ashtachima. Wakaraa wip yáyaruri, sumasimun wayayaritamti, ichingaritam iwapayaruri, kasachima. Itaru, nduntam nuw sumasee tazuchima. 
1KI.18.24	Ashiramchuni, siy apanllireetstamtis mashangtamtsa. Nuwshat Apanllireetsi mashchitamma. Ashkachuni, chakamasa apanllirini kanindamandari sumasee zanganchiya, an watacha zurampatari Apanlli, Elíyas tsiyatku tárangu, anoo tputs ichingarusin mazinarangusin, Wanasir tsiyataksha, táranganaya.
1KI.18.25	Ashiriya, Elíyas ichingaroo apanllputsee Baala urkar, Na siyma minum wakar wip ipusangints. Sheerus, ichtaru iwapangimasints. Ashiramchus, watam siy zapansawa, apanllireetsis wasina mashangtsa. Itaru, musá sumas tazurinllpa, tárangiya.
1KI.18.26	Ashiriya, uwshtisin anuritam wakaraa wip yáyarusin, sumasimun wayaranganaya. Sheersin, puturimandari zar chtayarusin, apanllirineetsi mashkusin, Baalaa, shiy iyaam istangcha. Yuwaa tsiyatkini anoo mazinangcha, ántarusin, michitkusin, iturpiptar ashiranganaya. Tárangitaatssin, anootssha apanllputsirini nda pakchiyam istarangiya. 
1KI.18.27	Ántarusin zar wachamureetsitanu, anush Elíyassha tputsee ipazapi átu, Kapung kuruzungtsa, watam apanlliris kizpuriwa. ¿Tamasha nda kuska? Tarawazpapari mapeeriya. Nduniya ashiru, chkakatupari kureeriya. Nduniya ashiru, piyamazuwa arap naayanlliwa. Nduntaati ashiru, anshuripari maariya. Kapung kuruzungtsa ituyamamaama, tárangiya.
1KI.18.28	Uwshtisin aranginasha kapung zamangarangusin, waanaatsishtisin wanuts k'chirpat sirang sirang ashirangsin, ashchiri kuras xatambat ashiranganaya. Watam anchich tputs uru ambiri apanllputsee ungirtaksin ashtaranawa. 
1KI.18.29	Ántarusin, zar wachamuree tushiyramchu, ashiritaa uwshtisin aranginasha miroosinll ashishtisin michichitarusin, iturpiptar ashiranganaya. Itaru, ashirangtaatssin, apanllputssha minamtiyam nda maachi wayarangana, anoo nda muchirangiya. Nda pakchiyam anush maachta paranganaya. Ashiriya, zar sírungutarattu, uru Apanlleem maachi muchimaam waritarangu.
1KI.18.30	Elíyasshat ichingaroo tputs, Nuwashsha ningeem kusangints, tárangu, tputsshitisin ichingarusin Elíyasanung kusaranganaya. Anush sirú Apanlleem maachee muchimaam taarangtaa, itaru tputssha anoo kapeetarangsin, 
1KI.18.31	Elíyassha anoo yusur yarpi átu, patumbchee 12 yarangiya. Ashparitam Akoparini wip pzapaneerangu ashparitamta. Watam Akoparini wip 12 taaranguwa. Anumand Apanllsha Israelaa ísamaranguwa. 
1KI.18.32	Ashirucha, anpasha patumbich wanasir tánungayaru kayatarangiya. Sheeru, annungsha watandaramanung tsapoo ktseeyaru, taturpirangiya. Anushsha zameetpa galon tirikoo wanus zawamaam waritarangiya. 
1KI.18.33	Sheeru, annungitam yasina wanasir xanateeru, wakaraa wip wanasir apusash taarayaru, anumunsha yasinamun wayarangiya.
1KI.18.34	Sheeru, anumunsha tputsee; Natu, ipunpunar murits kung tipayarus, yuwamun wakar wip wayayari anush, misha yasinshutam zawangints. Sheerus, na yusur ashpatam murits zawantsa. Anumun tuchparinshitini yusur ashpatam murits zawantsa, tárangu, tputsshitisin ashparitam murits kungoo zawaranganaya. 
1KI.18.35	Ashirangsin, kung kapung tatsitarangu, zaw shitangatu, yuwashutam tsapush watandaramanung taturpiru ktseerangu, anshutam tatsitarangiya. 
1KI.18.36	Ashirangu, yuwash Apanlleem muchimaam waritarangu, anush Elíyas annung watsiri xiyeeru, Apanllee masharangiya. Apaa shiy kurakish kizpurtishcha. Apramarineetsi, misha Isaakarineetsitam, misha Israelaatstam kizpur chinarangsha. Ashirucha, na in zar tputs shiyaa yasamaam nuw shiyaa mashkina, watam shiy nuwaa tputsirshawa. Shaana nuwaa nish shaanaatsi ungirtamaam kamachtarangsha. 
1KI.18.37	Ashiriya, istangandama, Apaa. Shiyaa tputs ichingarusin yasamaama, watam shiy minumaritsha Apanllish. Shiyaa pakchusin, yusur shiyaatsimaritsha chinamaama, 
1KI.18.38	Apanllee mashku tárangu, Apanllsha sumasee kanindamandari zanganirangu, anush taturangarangu, ichingaru kurarangu, yasinatam, misha patumbchitam ichingaru puzacheem kinarangiya. Mishat, kungutam yuw zawarangana anutam ashchiri puzarangiya. 
1KI.18.39	Ashirangu, anootssha tputs ichingarusin parangusin, much tsapush kizpur timuchartata sheersin, Apanll kizpurcha kuraka. Wamaricha Apanll kizpuri. ¿Tamaru ashka? táranganaya. 
1KI.18.40	Ashiriya, Elíyassha anuritam tputsee, apanllputsee urkar ichingaru Baalaa ungirtakana an ashpari putangints; minumtiyam kaparintspa, tárangu, tputsshitisin ashpari putaranganaya. Anootssha Elíyas kung Kisunap macheeru, anush ashpaatsiri 450 wayarpunish k'chirpat kayungeeru, pachayaru, izuuru kachingeeru, kasarangiya.
1KI.18.40	Ashiriya, na kamaneena yuwaa Elíyas apanllputsee urkar ashpari pacharangu anootsi.
1KI.18.41	Ashiriya, yuwamun tputsee tushaneeyaru, Apanllee wizpur tuyamandarangu, anumun iwaz Elíyas Ajabaa, Kurakaa, natunaa naayarush, ktungamacha, waamachcha. Natunaa in musásirishapari sin kapung sinachiya. Ashkachu, kapungpari kung yusur taachiya, tárangiya.
1KI.18.42	Anuritam kurak Ajab anoo mazinayaru, naatarangiya. Katungkamchi, misha waamchi átu naatarangiya. Itaru, Elíyassha Karmelumun mach íwar kárirangu, anush kuseeru, tutunlltayaru, tsapumun kizpur timucheeru, watunllambirimun much tuw ashchiyam sheeru, Apanllee masharangiya. 
1KI.18.43	Apaa, shiy na sin zanganingcha, táyaru, muchchureetssha, Kung marap napangi. ¿Mayaatseeja pangchish? tárangiya. Muchchursha chiyzayaru, anumandari machimand marap naparangu, Wanindaja. Maachi ndunarcha, tárangiya. Itaru, Elíyassha, Yusur napangcha, tárangiya. Arangich kuwiz tsimbun matayaru tayuseerangiya. 
1KI.18.44	Uwsha muchchur arangtach kuwiz tsimbunarani matayaru anush naparangu, ¿Anuwa? Kungumun marimun íwar káyashinu, pakich msasee pakeenlli. Ashich kuwizi mamburiya, tárangiya. Ashiriya, Elíyassha muchchuree, Mikeerush naangcha, Kurakap Ajabpi. Naturi in pshiyrshirinee wanasir yareeyaru, mikeeru pangup naachpa. Ndaturitama sin kapung sinaru; ndaturi sin taxararu, mikeeru naachpa, tárangiya.
1KI.18.45	Anootssha tsiyatsis kurak Ajab mazinarangu, kapaachush pshiyrshini zayaru, mikeeru yaktap Jesreelpi naatarangiya. Anush ndaturi kusaru, apusari msas kapung kanindaa ashchiri purangu, tapeerangiya. Kambusurutam sinatam kizpur sinarangiya.
1KI.18.46	Itaru, Elíyasaamsha Apanll wizpureem kapung panarangu, mikeeru wamaree sindurunarinshini tazarurangu, kizpur iripurangiya. Iripeeranllu, yakat Jesreelash mikeeru, ndaturi kurak Ajab kusaru, uwma kusarangiya.
1KI.18.46	Ashiriya, na kamaneena yuwaa Elíyas sinaam Apanllpa tsiyatarangu anootsi.
1KI.19.1	Ashiriya, kurak Ajab wizanllee Jesabela yuwaa Elíyas apanllputsee Baala urkar ashpari pacharangu, anoo kamanirangiya. 
1KI.19.2	Ashiriya, Jesabelsha tsiyatsis Elíyasaam tputsush zanganirangu, Nuw Jesabeltana. Nuw shiyaa zuramptari pachachinllpa. Pu asheetstam zar, ndunnaa shiyaa pachakuri, Apanllshaparee nuwaa wanichiya. Shiy Baalchichee urkar pacharangish, nuwsha shiyaa ashtachtamma, tárangiya.
1KI.19.3	Itaru, Elíyassha anoo mazinarangu, mangushsha chinarangu, Nuwaa pachamaam zandakpasinaya, tárangu, Nuwaanaatsi tapachindapi átu, Utaárinpini watsapun yakat Beersebap suwarangiya. Anushsha kuseeru, muchchuree anshurisha kasayaranllu, 
1KI.19.4	aranginasha waanitari yapsha tsap puza ambsha naatarangu, minum zar tsindas kachingarangu, anush kusarangiya. Kizpur nizichu, yasin pakich xiyaru anush puch, Nishuri tsipapi átu, kuxinarangiya. Anushsha Apanllee; Apaa, wappa. Naturi nuwaa yamangandama, watam nuw zitamin tamatarparee ashireezi; waritareezi, tárangu, 
1KI.19.5	anshurisha yasinash puch maarangiya. Apanllsha wasundurur anush kuseeru, yuwaa maaru anoo tuw tuw sheeru, Chiyzayarush ktungangi, tárangiya.
1KI.19.6	Elíyassha nap ashku, wanungitari muchunung watsiri uwinung pang wanasir musám, misha kungutam chirimbunllish tatsitaru, wayaru anoo parangiya. Anootssha Elíyas chiyzayaru, katungeeru, kungootsitam waaku sheeru, yusur anshuritam maarangiya. 
1KI.19.7	Yusur Apanll wasundurur anush kuseeru, yuwaa maaru anoo tuw tuw sheeru, Chiyzayarush, yusur ktungangi nda mariz kayatamaama. Watam nimun arap naakachshawa, tárangiya.
1KI.19.8	Elíyassha anuritam chiyzayaru, katungeeru, kungootsitam waarangiya. Ashirangu, ansha katungats wizpureem panarangu, mang' sitatseerangu, aranginasha naayaranllu, apusari 40 zar kaschir, 40 zaritam psaan ashiru kachingeeranllu, tsap Orebash yuwash Apanll wan taarangu anush kusarangiya. 
1KI.19.9	Anushsha kuseeru, yuwash tsap wach kapung kawaru, anush pshtuyaru maarangiya. Apanllsha wasundurur Elíyasash kuseeru, ¿Elíyasaa, shiy nish tamakshasha? tárangiya.
1KI.19.10	Elíyassha: Apaa, nuw punikuri, ningeem suwarangina. Shiy ichingaroom kasiktishcha. Yuwamand nuw shiyaa kizpur chinaki, anumand tputssha nuwaa pachamaam zandkanaya. Yuwamand Israelchich tputs shiyaa kasarangusin, yuwaa shiyaam ungirtamaam wayarangana anoo kapeetarangsin, shiyaatsitam tputsirish zapan pacharanganaya. Na nuwamarisha suwarangina. Itaru, na wandaritam nuwangaz pachamaam nachungakanaya,
1KI.19.11	Ashiriya, Apanllsha, Mikeerush shtungangi. Nimun machimun xiyeerush, nuwaatssha tasaseerush tsiyatangandama, tárangiya. Támbeeranllu, Apanllsha wizpur kambustarangu, kizpur machitam iwatamarangu, patumbchitam pátangarangu, itaru anush Apanll nda kusarangiya. Yusur anumun mundazsha kizpur mundaztarangu, mangutaritam tushiyrangiya. Nduntam anush Apanll kusarangiya. 
1KI.19.12	Anumun sumassha tsapush kizpur pantsatarangu, ashchiri anoo tsap kurarangu, anushsha nduntam Apanll kusarangiya, mangutari tushiyrangiya. Itaru, anumunsha mazinarangu, maachi ichingaru izuuru zamatartarangiya. Zaputaramach ashirangiya. 
1KI.19.13	Anootssha Elíyas mazinarangu, waanaatsi wachoo wamarpat kámanayaru, shitungeeru, apinll naattu, punirpa wachunungiri xiyarangiya. Anushsha tsiyatsis kimarangu; ¿Elíyasaa, nish tamakshasha? tárangiya.
1KI.19.14	Elíyassha, Apaa, nuw punikuri, ningeem suwarangina. Shiy ichingaroom kasiktishcha. Yuwamand nuw shiyaa kizpur chinaki, anumand tputssha nuwaa pachamaam zandkanaya. Yuwamand Israelchich tputs shiyaa kasarangusin, yuwaa shiyaam ungirtamaam wayarangana anoo kapeetarangsin, shiyaatstam tputsirish zapan pacharanganaya. Na nuwamarisha suwarangina. Itaru, na wandaritam nuwangaz pachamaam nachungakanaya,
1KI.19.15	Ashiriya, anootssha Apanll mazinarangu, Nduni. Wapitam kanapungcha. Yapitam naataranish ambitam ngoots Damáskupi naancha. Anush kuseerush, Hasaela kurakaam Síriyashcheem ínamachcha. 
1KI.19.16	Mishat, Jehúwaa Nimsirineetsi wachinllin Israelchicheem urkar ínanlltamcha. Sheerush, shiyaamsha zamumaam Elisewaatssha Safatarinee wip yakat Abel-Meholá, anshuchee Apanllee kuk kamanimapaneem ínangcha. Shaana tamarupa taaksha ashiritam taachiya. 
1KI.19.17	Ashiriya, amb ashkachush, yuwaa kurak Hasael tputsee kapakchu, anoo kuraksha Jehúw pachachiya. Wandaya kurak Jehúw kapakchu, Elisewsha ashparita pachayaru kasachiya. 
1KI.19.18	Itaru, nuw tputsiri wand katuchim taachinllinaya. Tputs 7,000 Israelchich wandari taaranaya, yuw nda Baalaa ungirtarangana anu,
1KI.19.18	Ashiriya, na kamaneena yuwaa Elíyas machip naateeru, Apanllpa tsiyatarangu anootsi.
1KI.19.19	Ashiriya, Elíyas machee Oreba kasayaranllu, naantachu, Elisewaa chamangayarangiya. Elisewsha mázarish tarawaztaku, wakararini 12 ipuna, ipuna ashiru, yamazarsin, tsapoo ichawzampan tshurangarana. Anumun ush Elisewsha tachitatach ashirangiya. Elíyassha yuwaa naamachu anoo parangu, apanllpaneem ínapi átu, wamar wanasiree yusheeru, túmartarangiya. 
1KI.19.20	Elisewsha anuritam wakararineetsi kasaranllu, Elíyasaa, Nuwaa pakchimari kasangandama. Apareetsimasi, aneereetstamti pachipeeri, Naamachima, tátamasima. Na sheenlluri, shiyash tachitchinllpa, tárangu, Elíyassha, Waritariya; napashinsi. Itaru, yuwaa nuw shiyaa apanllipaneem ínakuri ashirangi anoo chinangcha; mbizarinllpa,
1KI.19.21	Ashiriya, Elisew Elíyasaa kasayaru, pangush kuseeru, wakarareetsini tarawzipanee tsimbun pachayaru, wanasir ktsupeeru, yasin yuwaptatam wakararini tsapoo ichawzamaam pshiyrku anpatatam wanutsee shinitarangiya. Sheeru, tputseem ichingaroom maritarangiya. Ashirangu, anumun Elíyasash tachitarangu, muchchureemsha kinarangiya.
1KI.19.21	Ashiriya, na kamaneena yuwaa Elíyas Elisewaa apanllpaneem ínarangu anootsi.
1KI.21.1	Ashiriya, yakat Samariyash yuwanungiri Israelchich urkar Ajab taaku, annungiri Nabot mazar kapung kizarunandari tatsumiru taarangiya. Nabot tputs yakat Jesreelshuchcha. 
1KI.21.2	Minushsha zar kurak Ajab Nabotaa, Mzarish yachima, timburanlleemi, watam nuwanungitari panginawa. Anush nuwsha chapureemi tatsumchima. Nuwsha shiyaam mzatsitam anoo kasirinasha panachinllpa. Wandaya kurikee zandkush wanipamasaja waritariya, nuwsha anuritam tuwapchinllpa, tárangiya. 
1KI.21.3	Itaru, Nabotsha, Nduni, ¿Antaatiya Apanll amb ashimaam zandkeeja? yuwaa nuw aparneetsi mazar yarangi anootsi, tárangiya.
1KI.21.4	Ajabsha anoo mazinarangu, kizpur mang' mantsaku, pázirpa pangup kanapurangiya. Watam Nabot tsiyatku, ¿Antaatiya nuw yuwaa aparneetsi mazar yarangi anoo panamaam wanindaja? táranguwa. Ashirucha, pangushsha kuseeru, nda katungamaam zandku, maashimun arangiri watandpunupiri tasasaru maamaw ashirangiya.
1KI.21.5	Ashiriya, wizanllsha Jesabel anush kuseeru, wazaranllee, ¿Mayangazsha mangish kizpur mantsakush, nda katungamaam zandaksha? tárangu, 
1KI.21.6	Ajabsha, Nuw Nabotpat tsiyataranguri, Mzarish kizarun tatsumirish an paxanxeeni. Nuwsha anoo mzats kasirinasha kizaruntam panachinllpa, táranguri, itaru uwsha nuwaa mazaree pachindkiya, tárangiya.
1KI.21.7	Ashiriya, Jesabelsha: Itaru, ¿mayaamsha anungaz mangish kapung mantsaksha? Watam shiy kurakshawa. Israelchichee tputs ichingaroo shiyamari ksutakshawa. Mapiyrush naayarush, katungashini, anoo mbizapish. Ashiriya, nuwshat Nabotaa mazar shiyaam paxanxchinllpa, tárangu, 
1KI.21.8	anuritam kirakaa yandayaru, wazaranllpa sur yandam kirakamun chka sheeru, Ajabpaz kurak yandaku sheeru, Nabotshucheem wachinanureem, kurakaamawatam panamaam zanganirangiya. 
1KI.21.9	Anushsha, kirakash yandaku, tárangiya. Nabotaa tputs ichingaru parsin, anush wanasiritaatsiri tunuxinayarus, tumangtantsa, 
1KI.21.10	Sheerus, anush tputsshat tsimbun mangutari ngichimapan kuseersin, ¿Mayaamsha shiy Apanllee kapung tayutaritarangsha? ¿Ashirangush, kurakaatsitam kukoo kapeetarangsha? táyarusin, anootsiri tputs zapan parsin, patumbichpa pachayarus ksangtsa, tárangiya.
1KI.21.11	Ashiriya, Nabotshuchsha tsap tputs ichingarusin wachinanur, misha kurakawtamsin yuwaa Jesabel kirakash yandayaru zanganeeru, anuritam tuminuranganaya. 
1KI.21.12	Ashiriya, Nabotaa yamayarusin, tputs ichingarusin parsin, tunuxinayarusin tumangtaranganaya. 
1KI.21.13	Sheersin, anushsha tputs tsimbun mangutari ngichimapan kuseersin, tputs ichingarusin parsin, anush xiyartayarusin, ¿Mayaamsha shiy Apanllee kapung tayutaritarangsha? ¿Ashirangush kurakaatsitam kukoo kapeetarangsha? tárangusin, piyam ishitungayarusin, patumbichpa pacharanganaya. 
1KI.21.14	Ashirangsin, anumun tsiyatssee Jesabelaam zanganirangsin, Na Nabotarini tsipamtanda. Patumbichpatanda pacharangini, táranganaya.
1KI.21.15	Ashiriya, Jesabelsha anoo tsiyatsis mazinarangu, Ajabaatssha wazaranllee, Ashiriya, na mzatsee shaamatarisha yángcha, watam amuy yuw nda shiyaam mazaree panamaam zandarangu, Nabotarini Jesreelshuchi tsipamshtawa, tárangu, 
1KI.21.16	anootssha kurak Ajab mazinarangu, Nabotarineetsi mazar waamatarisha yarangiya. 
1KI.21.17	Ashiriya, anuritam Apanllsha Elíyasaa yakat Tisbeshuchee tsiyatarangu, 
1KI.21.18	Elíyasaa, shiysha naturi naayarush, kurakash Ajabash Israelchichish urkar yakat Samariyash napashini. Na in uwsha Nabotarineetsi mazar kizaruna waamatarisha yarangu, uwsha mzatsee ksutkiya. 
1KI.21.19	Shiysha, anush kuseerush, nuwaa kuki kamanincha. ¿Mayaamsha shiy Nabotaa pachayarush, mazareetssha shaamatarisha yarangsha? Yuwamand ashirangish anumand yapitam sheerush, Nabotaa pacharangusin, tumuzsha ursiree iputarangana; uru shiyaatssha tumuz ambitam ashtachinllinaya, átcha Apanlli, tángcha, tárangiya Elíyasaatsi.
1KI.21.20	Ashiriya, Elíyassha anoo kurakaa kamanirangu, kuraksha Elíyasaa: ¿Naturi yusur shiyapat kundararpati chamayangaranginee? tárangu, Elíyassha, Zuraktishcha. Nuwapa chamayangaranginiya, ¿Mayaamsha yutaritshishish kapung pshtuksha? Amb ashirangush, Apanllee kapung tatsiyuntarangsha. 
1KI.21.21	Ashirucha, anumand Apanllsha kapung tsiyantarangu, shiyaa kapung tayutaritchima, atiya. Ichingaroo shiyachchee maachiritaatsish kamuzawaatsinandari yuwaa Israelash taakana, anoo tpachingayaru kasachiya. 
1KI.21.22	Sirútama Jerobowamaa Nabatarinee wip, mishat Mbasaá Aíyasarinee wip yuwamand Israelchichee kapung yutaritshishish tupantsarangana, anumand Apanllsha kapung tsiyantarangu, ichingaroo maachirita waneerangu, ambitam ashtachiya shiyachcheetsiya. 
1KI.21.23	Mishat, ashiritam Jesabelaatsshat uru yakat Jesreelash tumuz chinuz mzatsish katungchinllinaya, Apanll waana nuwaa tárangiya. 
1KI.21.24	Maachiritaatssha yuwaa anshuri yaktash tsipakana anoo uru tumuz chinuz wanutsee katungchinllinaya. Yuwaatssha mzatspeew tsipakana anootssha wanutsee ichingaru yap katungchiya, Apanll átanda shiyaatsi, tárangiya.
1KI.21.25	Nda minumtiyam ashim kurak taarangu, Ajabamari yuwamand wizanllee Jesabela kamachtakpaz ashirangu, anumand Apanllee kapung tayutaritarangiya. 
1KI.21.26	Ashirangu, yutaritshishish aranginasha pshturangu, yuwaatssha apanllputsee Amorrewshuch ungirtakana, anootsitam Ajabsha ungirtarangiya. Anumand Apanllsha, Waani Israelchich Amorrewshuchee pachakchusin, kasichinllinpa, tárangiya.
1KI.21.27	Anootssha tsiyatsis kurak Ajab mazinarangu, wamaree izichirangiya. Sheeru, yuwsha kamaz purusa ansha kamartayaru, Apanlleem mangurangu, anpatari maarangiya. Putamsha anuritam chiyzayaru, kizpur mang' mantsaku, xitatat ashirangiya. 
1KI.21.28	Anootssha Apanll parangu, Elíyasaatssha tsiyatarangiya. 
1KI.21.29	Ashiriya, ¿Kurakaa Ajaba shiy pakish? ¿Tamaru yusur nuwaa chinaka? Yuwamand nuwaa yusur chinamaam zandku, anumand naturitana waana kchitaritanaa maachiritaa wanicheezi, nduni. Itaru, waana tsiparamchu, anush maachiritamsha nlluranureem yuw táyanlli an tatsamchina, Apanll átcha, táshini, tárangiya. Elíyassha, Ayu táyaru, Ajabaa kamanirangiya.
1KI.21.29	Ashiriya, na kamaneena yuwaa Nabotaa Jesabel kamachtayaru, pachayarusin, mazaree kurak Ajab waamatarisha yarangu anootsi.
1KI.22.1	Ashiriya, tuchip masach tapaz ndunar, Sírushuch Israelchichpa wanasir mapiyrsin taaranganaya. 
1KI.22.2	Itaru, anumun tuchip masach tushiyramchu, Utaáshuch kurak Josafat, kurak Israelchichip paseektakatu naatarangiya. 
