GEN.1.1	Idi punganay, pinarsua ti Dios ti lubong.
GEN.37.29	Idi mapan ni Ruben iti bubon, awanen ni Jose ket rinay-abna ti pagan-anayna gapu iti napalalo a ladingitna. 
GEN.37.30	Nagsubli iti ayan dagiti kakabsatna ket kinunana, “Awanen ti ubing! Ania ti aramidek?”
GEN.37.31	Nangpatayda iti kalding sada impasagepsep ti darana iti kagay ni Jose. 
GEN.37.32	Impanda ti kagay ken ni amada. Kinunada, “Nasarakanmi daytoy. Kitaenyo man no isu ti pagan-anay ti anakyo?”
GEN.37.33	Nabigbig ni Jacob ti pagan-anay ni Jose, ket kinunana, “Wen, kukua ni Jose daytoy. Ay, pinatay la ketdi ti narungsot nga animal ti anakko. Awan duadua a narangrangkayen ti bangkayna!”
GEN.37.34	Rinay-ab ni Jacob ti pagan-anayna sa nagkawes iti nakersang a lupot. Adu nga aldaw a dinung-awanna ti anakna. 
GEN.37.35	Napan liniwliwa dagiti amin nga annakna ngem saan a nagsardeng ti panagladingitna. Kinunana, “Matayak nga agladladingit gapu iti pannakapukaw ti anakko.” Intultuloyna ti panagladingitna gapu ken ni Jose nga anakna.
GEN.37.36	Kabayatanna, idiay Egipto, inlako dagiti Midianita ni Jose. Inlakoda ken ni Potifar, maysa kadagiti ofisiales ti ari ken kapitan dagiti guardia ti palasio.
GEN.38.1	Iti dayta a tiempo, simmina ni Juda kadagiti kakabsatna ket napan nakipagnaed iti maysa a lalaki nga agnagan iti Hiran idiay Adullam. 
GEN.38.2	Sadiay, naam-ammo ni Juda ti maysa a Cananea. Sua ti nagan ti ama ti babai. Inasawa ni Juda ti Cananea. 
GEN.38.3	Naaddaanda iti tallo nga annak. Er ti impanagan ni Juda iti inauna; 
GEN.38.4	Onan ti maikadua ken Sela ti maikatlo. 
GEN.38.5	Adda idi ni Juda idiay Akzib idi mayanak ni Sela.
GEN.38.6	Impaasawa ni Juda ni Er nga inauna nga anakna iti maysa a babai nga agnagan Tamar. 
GEN.38.7	Dakes ti kababalin ni Er. Saan a naragsakan ni Yahweh kenkuana ket pinatayna ni Er.
GEN.38.8	Kinuna ni Juda ken ni Onan, “Inka kaiddaen ti balo nga ipagmo. Aramidem ti pagrebbengam kenkuana kas kabsat ti natay nga asawana tapno maaddaan iti kaputotan daydi kabsatmo.”
GEN.38.9	Ngem ammo ni Onan a dinto maibilang nga annakna dagiti maiputotna, isu nga idi nagkaiddada iti ipagna, imbellengna ti kissitna iti daga tapno saan nga agsikog ti asawa daydi kabsatna. 
GEN.38.10	Saan a naragsakan ni Yahweh iti inaramid ni Onan isu a pinatayna.
GEN.38.11	Kinuna ni Juda ken ni Tamar a manugangna, “Agsublika pay laeng idiay balayyo, ket dika makias-asawa agingga a makadakkel ni Sela a buridekko.” Imbagana daytoy ta mabuteng amangan no matay met ni Sela a kas kadagiti kakabsatna. Iti kasta, nagawid ni Tamar iti balay ni amana.
GEN.38.12	Naglabas dagiti tawen. Natay ti asawa ni Juda ket idi nalpasen ti tiempo a panagdung-awna, napan idiay Timnat a pakapukpukisan dagiti karnerona. Kaduana ni Hira a gayyemna.
GEN.38.13	Naipadamag ken ni Tamar, “Mapan ni katugangam idiay Timnat tapno pukisanna dagiti karnerona.” 
GEN.38.14	Sinukatan ngarud ni Tamar ti pagan-anayna a kas balo, inabungotanna ti rupana sa napan nagtugaw iti ruangan a sumrek iti Enaim, maysan nga ili iti dalan nga agturong idiay Timnat. Ammona a maysa a baro ni Sela nga inaudi nga anak ni Juda, ngem saan pay nga impaasawa kenkuana ti katuganganna.
GEN.38.15	Idi makita ni Juda, impagarupna a balangkantis ni Tamar ta naabungotan ti rupana. 
GEN.38.16	Inasitganna ti babai iti igid ti dalan ket kinunana, “Umayka ta agkaiddata.” (Dina ammo nga isu ti manugangna.)
GEN.38.16	“Ania ti itedmo kaniak?” sinaludsod ti babai.
GEN.38.17	“Ikkankanto iti urbon a kalding nga aggapu iti arbanko,” insungbat ni Juda.
GEN.38.17	Immanamong ti babai a kunana, “Ala, wen, no la ket mangibatika iti pakakitaan a mangtedkanto kaniak iti kalding.”
GEN.38.18	“Ania ti kayatmo nga ibatik?” sinaludsod ni Juda.
GEN.38.18	“Ti singsing ken ti barikesmo agraman ti bastonmo,” insungbatna. Inted ni Juda ti dawdawaten ti babai ket nagkaiddada. Nagsikog ni Tamar. 
GEN.38.19	Nagawid ti babai, inikkatna ti dalungdongna sana inkawes ti pagan-anayna a kas balo.
GEN.38.20	Imbaon ni Juda ni Hira a gayyemna a mangipan iti kalding ken mangala kadagiti imbatina. Ngem saanna a nasarakan ti babai. 
GEN.38.21	Sinaludsod ni Hira kadagiti lallaki idiay Enaim, “Ayan ti balangkantis a babai nga adda idi iti igid ti dalan?”
GEN.38.21	Kinunada, “Awan a pulos ti balangkantis iti daytoy a lugar.”
GEN.38.22	Nagsubli ni Hira ken ni Juda. Kinunana, “Diak nasarakan ti babai. Imbaga dagiti taga-sadiay a ni kaanoman awan ti balangkantis a babai iti lugarda.”
GEN.38.23	Kinuna ni Juda, “Bay-am nga idulinna dagiti imbatik a pakakitaan ti karik kenkuana amangan no katkatawaandata dagiti tattao. Uray ta inkagumaak a bayadan, ngem dimo met nasarakan ti babai.”
GEN.38.24	Kalpasan ti tallo a bulan, adda nangibaga ken ni Juda a masikogen ti manugangna. “Nagbalangkantis ngamin ni Tamar,” kinunada.
GEN.38.24	Imbilin ni Juda, “Inkayo alaen sayo puoran a sibibiag.”
GEN.38.25	Kabayatan ti panangiruarda ken ni Tamar, pinaibagana iti katuganganna: “Ti akinkukua kadagitoy ti nangsikog kaniak. Kitaem no siasino ti akinkukua iti daytoy a singsing, daytoy a barikes ken daytoy a baston.”
GEN.38.26	Nabigbig ni Juda dagiti imbatina ket kinunana, “Awan basol ti babai. Siak ti nakabasol. Diak tinungpal ti pagrebbengak kenkuana—impaasawak met la koma kenkuana ni Sela nga anakko.” Saanen a kinaidda ni Juda ti babai.
GEN.38.27	Idi dumteng ti panagpasngay ni Tamar, singin ti sikogna. 
GEN.38.28	Bayat ti panagpasikalna, rimmuar ti ima ti maysa kadakuada ket ginalutan ti partera iti nalabaga a sinulid tapno adda pakakitaan no sinno ti immuna a nayanak. 
GEN.38.29	Ngem inyuneg ti maladaga ti imana ket ti kasinginna ti immuna a nayanak. “Nakiinnunnaka a rimmuar,” kinuna ti partera. Isut' gapuna a napanaganan ti maladaga iti Perez.
GEN.38.30	Naudi a nayanak ti nagalutan ti imana iti nalabaga a sinulid ket napanaganan iti Zera.
GEN.39.1	Inkuyog dagiti Ismaelita ni Jose idiay Egipto. Idi dumtengda sadiay, inlakoda ni Jose iti maysa kadagiti ofisiales ti ari, ni Potifar a kapitan dagiti guardia ti palasio. 
GEN.39.2	Nagserbi
GEN.39.3	Nadlaw ti apona nga adda ni Yahweh ken ni Jose. 
GEN.39.4	Naay-ayo ni Potifar kenkuana, ket pinagbalinna a katalek iti balay ken mangaywan iti amin a sanikuana.
GEN.39.5	Manipud idin, binendisionan ni Yahweh ti entero a balay ti Egipcio gapu ken ni Jose. Rimmang-ayda a sangakabbalayan ket immadu ti apit iti talonna. 
GEN.39.6	Intalek ni Potifar ti amin ken ni Jose. Awanen ti pakaringgoran ni Potifar, malaksid ti taraon a kanenna.
GEN.39.6	Nabaked ken naguapo ni Jose. 
GEN.39.7	Iti saan a mabayag, nakayawan kenkuana ti asawa ni Potifar. Ginargari ti babai nga agkaiddada. 
GEN.39.8	Nagkedked ni Jose, ket kinunana, “Kitaem, awan ti pakaringgoran ni apok iti balay ta addaak ditoy. Intalekna ti amin a kukuana iti aywanko. 
GEN.39.9	Adda turayko a kas kenkuana iti daytoy a balay. Sika laeng ti dina intalek kaniak ta asawanaka. Kasano ngarud nga aramidek ti kasta a kinadakes, ket agbasolak iti Dios?” 
GEN.39.10	Saan nga inkaskaso ni Jose ti inaldaw a pananggargari kenkuana ti babai.
GEN.39.11	Ngem iti maysa nga aldaw, idi napan ni Jose iti balay tapno aramidenna ti trabahona, nairana nga awan sadiay dagiti dadduma a babaonen. 
GEN.39.12	Pagammoan, ginuyod ti babai ket kinunana, “Kaiddaennak!”
GEN.39.12	Nagtaray a rimmuar ni Jose ngem naigawid ti babai ti kagayna. 
GEN.39.13	Idi makita ti babai a nabati ni Jose ti kagayna, nagtaray a rimmuar iti balay, 
GEN.39.14	pinukkawanna dagiti babaonenna iti balay, ket kinunana, “Kitaenyo, ibabainnatayo daytoy a Hebreo nga insangpet ti asawak. Simrek iti kuartok, ket kayatnak a ramesen, ngem nagikkisak. 
GEN.39.15	Iti pannakangngegna iti ikkisko, nagtaray a rimmuar ket nabatina ti kagayna iti abayko.”
GEN.39.16	Indulin ti babai ti kagay ni Jose. Idi sumangpet ti apo ni Jose, 
GEN.39.17	inulitna kenkuana ti imbagana kadagiti babaonenna. “Simrek iti kuartok dayta Hebreo a tagabu nga inyegmo ditoy, ket kayatnak a kaiddaen,” kinunana. 
GEN.39.18	“Ngem idi nagikkisak, nagtaray a rimmuar ket nabatina ti kagayna iti abayko.”
GEN.39.19	Kasta unay ti pungtot ni Potifar. 
GEN.39.20	Pinatiliwna ni Jose sana pinaipupok iti pagbaludan nga ayan dagiti balud ti ari. Sadiay ti nagyanan ni Jose. 
GEN.39.21	Ngem
GEN.39.22	Pinagbalinna a mangimaton kadagiti dadduma a balud ken mangidaulo iti amin nga aramid iti pagbaludan. 
GEN.39.23	Saan a nakibiang ti guardia ti aniaman a naipaannong ken ni Jose ta ammona a kaduana ni Yahweh, ket tultulonganna ni Jose iti amin nga aramidna.
GEN.40.1	Iti saan a mabayag, adda saan a nasayaat nga inaramid dagiti dua a babaonen ti ari ti Egipto, isuda nga agiserserbi iti arak ken ti pangulo a panadero iti apoda nga ari ti Egipto. 
GEN.40.2	Nakapungtot ti Faraon kadagitoy dua nga ofisiales 
GEN.40.3	ket pinaipupokna iti balay dagiti guardia. Ditoy met laeng ti nakaipupokan ni Jose. 
GEN.40.4	Ni Jose ti dinutokan ti kapitan a mangasikaso kadagiti kasapulanda ket nabayag a nagtalinaedda sadiay.
GEN.40.5	Iti maysa a rabii, iti uneg ti pagbaludan, nagtagtagainep dagitoy dua nga ofisiales. Agduma ti kaipapanan ti tagtagainepda. 
GEN.40.6	Kabigatanna, idi mapan agserbi kadakuada ni Jose, nadlawna nga adda pakariribukanda 
GEN.40.7	ket dinamagna no ania ti pakadanaganda.
GEN.40.8	“Ammom,” kinunada. “Adda natagtagainepmi idi rabii ngem awan man la ditoy ti makailawlawag iti kaipapanan dagitoy.”
GEN.40.8	Kinunana ni Jose, “Ti Dios laeng ti makailawlawag iti kaipapanan dagiti tagtagainep. Ibagayo kaniak dagiti tagtagainepyo.”
GEN.40.9	Sinarita ngarud ti para-serbi iti arak ti tagtagainepna, “Adda kampay idi sangapuon nga ubas iti sangoanak. 
GEN.40.10	Tallo ti sangana. Apaman a nagbulong, nagbusel ket dagus metten a nagluom dagiti bungana. 
GEN.40.11	Ig-iggamak idi ti baso ti ari, isu a pinurosko dagiti ubas ket pinespesko ida iti baso sako inted iti Faraon.”
GEN.40.12	Kinuna ni Jose, “Kastoy ti kaipapanan ti tagtagainep: Tallo nga aldaw ti kayat a sawen dagiti tallo a sanga. 
GEN.40.13	Tallo nga aldaw manipud ita, wayawayaannaka ti ari, pakawanennaka, ket isublinaka iti sigud a saadmo. Sikanto ti para yawat iti basona a kas iti ar-aramidem idi. 
GEN.40.14	Ngem pangngaasim ta laglagipennak inton nasayaaten ti kasasaadmo. Isarsaritanakto koma iti ari, ket tulongannak a rummuar iti daytoy a pagbaludan. 
GEN.40.15	Kinapudnona, naitalawak iti daga dagiti Hebreo, ket uray ita nga addaak ditoy Egipto, awan ti ammok a naaramidko a nakaibaludak.”
GEN.40.16	Idi makita ti pangulo a panadero a naimbag ti kaipapanan ti tagtagainep ti pangulo dagiti agserserbi iti arak, kinunana ken ni Jose, “Nagtagtagainepak met. Nakasusuonak kampay idi iti tallo a basket ti tinapay. 
GEN.40.17	Iti akingngato a basket, adda amin a kita ti tinapay a maipaay iti ari, ngem tuktoktoken ida dagiti tumatayab.”
GEN.40.18	Kinuna ni Jose, “Kastoy ti kaipapanan ti tagtagainep: Tallo nga aldaw ti kayat a sawen ti tallo a basket. 
GEN.40.19	Tallo nga aldaw manipud ita, wayawayaannakanto ti ari sanakanto paputolan. Paibitinnanto ti bangkaymo iti kayo ket tuktoktokento dagiti tumatayab.”
GEN.40.20	Kasangay ti ari iti maikatlo nga aldaw, ket nangipaay iti maysa a padaya para kadagiti amin nga ofisialesna. Winayawayaanna ti agiserserbi iti arak ken ti pangulo a panadero, ket indatagna ida kadagiti ofisialesna. 
GEN.40.21	Insublina ti agiserserbi iti arak iti sigud a trabahona, 
GEN.40.22	idinto a pinabitayna ti pangulo a panadero. Napasamak amin nga imbaga ni Jose. 
GEN.40.23	Ngem saan a nalagip ti agiserserbi iti arak ni Jose. Nalipatanna a namimpinsan ni Jose.
GEN.41.1	Limmabas ti dua a tawen. Natagtagainep ti ari ti Egipto nga agtaktakder kampay iti igid ti Karayan Nile 
GEN.41.2	idi pagammoan timmakdang ti pito a napipintas ken nalulukmeg a baka, ket rinugianda ti nagarab. 
GEN.41.3	Madamdama, timmakdang met ti sabali a pito a baka; nakukuttong ken nakaparparagpagda. Inasitganda dagiti nalulukmeg a baka iti igid ti karayan 
GEN.41.4	sada inalun-on ida. Ket nakariing ti ari.
GEN.41.5	Nakaturog manen ti ari, ket adda sabali a tagtagainepna. Adda kampay idi pito a nabagas ken natangkenan a dawa a nagtaud iti maymaysa a puon. 
GEN.41.6	Iti isu met la a puon, nagtubo met ti sabali a pito a dawa nga eppes ken nagango gapu ta nalanetda iti angin-daya. 
GEN.41.7	Inalun-on dagiti eppes a dawa dagiti nabagas ken natangkenan a dawa. Nakariing ti ari ket nabigbigna nga agtagtagainep la gayam. 
GEN.41.8	Kabigatanna,
GEN.41.9	Iti kasta, kinuna ti manarawidwid kadagiti para-serbi iti arak, “Natan-ok nga ari, masapul nga ipudnok ita nga aldaw nga adda saan a naimbag nga inaramidko. 
GEN.41.10	Idi nakapungtotka kadakami—siak ken ti pangulo a panadero—pinaibaludnakami iti balay ti kapitan dagiti guardia. 
GEN.41.11	Iti maysa a rabii, nagtagtagainepkami a dua, ket agduma ti kaipapanan dagiti tagtagainepmi. 
GEN.41.12	Adda agtutubo a Hebreo a tagabu ti kapitan a kaduami iti pagbaludan. Imbagami kenkuana dagiti tagtagainepmi, ket imbagana ti kaipapananda. 
GEN.41.13	Naaramid amin nga imbagana: insublinak iti saadko, ngem pinabitaymo ti panadero.”
GEN.41.14	Pinaayaban ti ari ni Jose. Apaman a nairuar iti pagbaludan, nagibarbas sa nagsukat iti pagan-anay ket dimmatag iti ari.
GEN.41.15	“Nagtagtagainepak,” kinuna ti ari ken ni Jose, “ngem awan ti makaibaga iti kaipapanan ti tagtagainepko. Naibaga kaniak a nalaingka kano a mangipatarus iti tagtagainep.”
GEN.41.16	Insungbat ni Jose, “Saan a siak ti mangibaga, Natan-ok nga Ari, ngem ti Dios ti mangted iti nasayaat a sungbat.”
GEN.41.17	Imbaga ti ari dagiti tagtagainepna: “Agtaktakderak kampay idi iti igid ti Karayan Nile 
GEN.41.18	idi pagammoan, timmakdang ti pito a napipintas ken nalulukmeg a baka ket rinugianda ti nagarab iti karuotan. 
GEN.41.19	Timmakdang met ti sabali a pito a baka a nakukuttong ken nakaparparagpag. Isuda ngatan ti kalaadan a baka a nakitak iti entero nga Egipto. 
GEN.41.20	Inalun-on dagiti nakuttong a baka dagiti nalulukmeg a baka, 
GEN.41.21	ngem awan ti nagbaliwanda ta kulay-ong latta ti tianda. Kalpasanna, nakariingak. 
GEN.41.22	Nakaturogak manen ket natagtagainepko pay ti pito a nabagas ken natangkenan a dawa a nagrusing iti maymaysa a puon. 
GEN.41.23	Iti dayta met la a puon, nagrusing ti sabali a pito a dawa ngem eppes ken nagangoda gapu iti angin ti let-ang. 
GEN.41.24	Inalun-on dagiti eppes a dawa dagiti nabagas. Imbagak ti tagtagainepko kadagiti salamangkero ngem awan ti makaibaga iti kaipapananda.”
GEN.41.25	Kinuna ni Jose, “Natan-ok nga ari, maymaysa ti kaipapanan dagiti dua a tagtagainep. Impaltiing kadakayo ti Dios ti dandanina aramiden. 
GEN.41.26	Pito a tawen ti kaipapanan dagiti pito a nalulukmeg a baka ken ti pito a nabagas a dawa. Agpada ti kayatda a sawen. 
GEN.41.27	Pito a tawen ti bisin ti kaipapanan dagiti simmaruno a pito a nakukuttong a baka ken dagiti pito a dawa nga eppes ken nagango gapu iti angin ti let-ang. 
GEN.41.28	Kas imbagak, impaltiing ti Dios ti aramidenna iti mabiit. 
GEN.41.29	Addanto pito a tawen ti kinawadwad iti entero a daga ti Egipto. 
GEN.41.30	Sumarunonto met ti pito a tawen ti panagbisin ngem malipatanto dagiti amin a tawen ti kinawadwad iti entero a daga ti Egipto gapu ta madadaelto ti pagilian gapu iti bisin. 
GEN.41.31	Malipatanto a mamimpinsan ti tiempo ti kinabuslon ta nakaronto unay ti sumaruno a bisin. 
GEN.41.32	Naulit ti tagtagainep, natan-ok nga ari, tapno maipakaammo nga inkeddeng daytoy ti Dios ket asidegen ti pannakapasamakna.
GEN.41.33	“Ita, masapul nga agbirokkayo iti masirib ken nasaririt a tao ket isaadyo a mangituray iti Egipto. 
GEN.41.34	Mangdutokkayo met kadagiti dadduma nga ofisiales ket pakolektayo ti apagkalima iti apit bayat ti pito a tawen ti kinawadwad. 
GEN.41.35	Masapul a maurnong ti amin a taraon iti dayta a panawen, maipempenda iti sarusar iti tunggal siudad ket maguardiaanda a naimbag. 
GEN.41.36	Reserbanto dagitoy a taraon nga agpaay iti pagilian bayat ti pito a tawen ti bisin a dumtengto iti Egipto tapno saan a matay iti bisin dagiti tattao.”
GEN.41.37	Inanamongan ti ari ken dagiti ofisialesna ti singasing ni Jose 
GEN.41.38	ket kinunana kadakuada, “Makasaraktayo pay aya iti kas ken ni Jose nga addaan iti espiritu ti Dios?”
GEN.41.38	Ket kinunana ken ni Jose, 
GEN.41.39	“Yantangay ta impakita amin ti Dios kenka dagitoy, awanen ti kas kenka a masirib ken nasaririt. 
GEN.41.40	Isaadka
GEN.41.41	Dutokankan a gobernador iti entero nga Egipto.”
GEN.41.42	Inikkat
GEN.41.43	Intedna ti maikadua a lugan ti palasio ken inikkanna iti guardia a mangipukkaw tunggal aramatenna ti lugan, “Waknitanyo ti dalan!”
GEN.41.43	Ket nadutokan ni Jose a kas gobernador iti entero nga Egipto. 
GEN.41.44	Kinuna ti ari, “Siak ti ari—ngem awan ti siasinoman iti Egipto ti makaaramid iti aniaman no awan ti pammalubosmo.” 
GEN.41.45	Inikkanna ni Jose iti baro a nagan—Zafenat Panea—a nagan ti Egipcio. Inyasawana kenkuana ni Asenat nga anak ni Potifera a padi iti On.
GEN.41.46	Agtawen ni Jose iti tallopulo idi mangrugi nga agserbi iti ari ti Egipto. Pimmanaw iti palasio ket sinursorna ti entero a pagilian. 
GEN.41.47	Bayat ti pito a tawen ti kinawadwad, nalabon ti apit iti daga. 
GEN.41.48	Inurnong ni Jose ti amin a makan ket impempenna kadagiti siudad. Adda sarusar iti tunggal siudad, ket ditoy ti nakaikabilan dagiti trigo a naapit kadagiti talon iti likmutda. 
GEN.41.49	Nakaad-adu ti apit nga irik. Mayarig ti kaaduda iti darat ti baybay. Idi agangay, insardeng ni Jose ti nagsukat gapu iti kaaduda.
GEN.41.50	Sakbay a dimteng ti panagbisin, duan ti annak a lallaki da Jose ken Asenat. 
GEN.41.51	Kinuna ni Jose, “Tinulongannak ti Dios a manglipat iti amin a rigatko ken amin a kameng ti familia ni amak.” Iti kasta, pinanagananna ti inauna iti Manases.
GEN.41.52	Kinunana pay, “Inikkannak ti Dios iti annak iti daga a nagtuokak.” Iti kasta, pinanagananna ti maikadua iti Efraim.
GEN.41.53	Naggibus dagiti pito a tawen ti kinawadwad a sinagrap ti Egipto 
GEN.41.54	ket
GEN.41.55	Idi
GEN.41.56	Nagsaknap ti panagbisin iti entero a pagilian. Linuktan ni Jose dagiti amin a pagiduldulinan iti taraon ket naglako iti irik kadagiti Egipcio. Kimmaro a kimmaro ti panagbisin. 
GEN.41.57	Iti amin a lugar, kimmaro ti kasta a kasasaad agingga a napan dagiti tattao iti entero a lubong idiay Egipto tapno gumatangda iti irik ken ni Jose.
GEN.42.1	Idi maammoan ni Jacob nga adda irik idiay Egipto, kinunana kadagiti annakna, “Ania ti kukuaenyo? Apay a dikayo agtignay? 
GEN.42.2	Nadamagko
GEN.42.3	Napan ngarud idiay Egipto dagiti sangapulo a lallaki a kakabsat ni Jose tapno gumatangda iti makan sadiay. 
GEN.42.4	Saan nga impakuyog ni Jacob ni Benjamin a kabsat ni Jose gapu ta mabuteng amangan no adda dakes a mapasamak kenkuana.
GEN.42.5	Malaksid kadagiti annak ni Jacob, adda pay sabsabali a tattao a napan idiay Egipto tapno gumatangda iti makan. Nagwaras ngaminen ti panagbisin iti entero a Canaan.
GEN.42.6	Kas gobernador ti Egipto, naglako ni Jose iti makan kadagiti amin a tattao ti lubong. Iti kasta, isu ti napanan dagiti kakabsatna. Idi umasidegda kenkuana, nagpaklebda iti sangona a kas pammadayaw kenkuana. 
GEN.42.7	Nabigbigna ida ngem nagparang a kasla dina am-ammo ida. Sigugubsang a nangsaludsod, “Sadino ti naggapuanyo?”
GEN.42.7	“Taga-Canaankami,” kinunada. “Umaykami gumatang iti taraon.”
GEN.42.8	Nailasin ida ni Jose ngem saan a nairupaan dagiti kakabsatna. 
GEN.42.9	Nalagipna
GEN.42.10	“Saankami nga espia, apo,” insungbatda. “Immaykami, dakami nga adipenmo, a gumatang iti taraon. 
GEN.42.11	Agkakabsatkami ket mapagtalkankami a tattao.”
GEN.42.12	Kinuna ni Jose kadakuada, “Wen, espiakayo. Immayyo kitaen no ania ti pagkapuyan ti pagilianmi.”
GEN.42.13	“Sangapulo ket duakami a lallaki nga agkakabsat,” insungbatda. “Maymaysa ti amami ket agnaed iti daga ti Canaan. Natayen ti maysa a kabsatmi. Nagbati ti inaudi a kabsatmi iti ayan ni tatangmi.”
GEN.42.14	“Pudno la ketdi ti kunak,” kinuna ni Jose. “Espiakayo. 
GEN.42.15	Kastoy ti pannakapadasyo: Isapatak iti nagan ti ari a dikay makapanaw no diyo yeg ditoy ti inaudi a kabsatyo. 
GEN.42.16	Ibaonyo ti maysa kadakayo a mapan mangala kenkuana. Maibalud ti dadduma agingga a diyo mapaneknekan a pudno ti saoyo. Ta no saan, iti nagan ti ari, pudno nga espiakayo.”
GEN.42.17	Tallo nga aldaw a pinaibalud ni Jose dagiti kakabsatna.
GEN.42.18	Iti maikatlo nga aldaw, kinunana kadakuada, “Managbutengak iti Dios ket ispalek ti biagyo iti maysa laeng a kondision. 
GEN.42.19	Saan kadi met nga imbagayo a mapagtalkankayo? Ala, paneknekanyo man ngarud? Maysa laeng kadakayo ti mabalud. Agawid ti dadduma kadakayo tapno ipanda ti taraon a ginatangyo kadagiti mabisin a familiayo. 
GEN.42.20	Ngem masapul nga agsublikayo a dagus a kaduayo ti inaudi a kabsatyo. Daytoy ti pakaammoak a pudno ti ibagbagayo ket iti kasta, saankayo a maan-ano.”
GEN.42.20	Immanamong dagiti agkakabsat. 
GEN.42.21	Kalpasanna, kinuna ti maysa ken maysa iti pagsasaoda, “Wen, nakabasoltayo iti inaramidtayo iti kabsattayo. Nakitatayo ti rigatna idi agpakpakaasi kadatayo ngem ditay naasian. Daytoy ti gapuna a maparparigattayo itan.”
GEN.42.22	Kinuna
