MAT.1.1	Ninteh iwejkatatawah n Cristo Jesús, non walewatok itech David iwa noijki walewatok itech Abraham.
LUK.18.30	noni kiselis okachi miak itech nin tlaltíkpaktli; iwa itech n tonatijmeh non sikin witseh, yolitos nochipa.
LUK.18.31	Satepa, Jesús okinmoololo n májtlakteh iwa ome itlamachtijkawah iwa okinmili:
LUK.18.31	—Xikkakikah, axa tiawih Jerusalén, Ne Non onimochi ni tlakatl nechtoktiskeh nochi tlan okijkuilojkeh n profetas. 
LUK.18.32	Ompa nechtemakaskeh inmak non amo judíojteh, nechpijpinawiskeh, nechwijwikaltiskeh iwa nechchijchawiskeh. 
LUK.18.33	Nechwitekiskeh, tlamis nechmiktiskeh. Iwa ipan eyi tonati nimoyolitis.
LUK.18.34	Itlamachtijkawah mach itla okajsikamatkeh, nion okimatiah tlan okintlapowiaya.
LUK.18.35	Ijkuak Jesús ya onajsia kan altepetl de Jericó, se tlakatl non amo otlachiaya omijtlanijtoka inakastla n ojtli. 
LUK.18.36	Ijkuak n tlakatl non amo otlachiaya okinkak panotokeh miakeh tlakah, otlájtlanki tlan otlamochijtoka. 
LUK.18.37	Okilijkeh Jesús de Nazaret ik ompa opanotoka. 
LUK.18.38	Ijkuakó non tlakatl otsajtsik chikawak iwa okijto:
LUK.18.38	—¡Jesús, Ikone n David, techiknomati!
LUK.18.39	N tlakah non oyayah tlayakapa okajwakeh para makitsakua ikamak. Pero ye okachi chikawak otsajtsik:
LUK.18.39	—¡Ikone n David, techiknomati!
LUK.18.40	Ijkuakó Jesús omóketski iwa otlanawati makualikilikah n tlakatl; iwa ijkuak okualikilijkeh, Jesús okitlajtlani:
LUK.18.41	—¿Tlan tikneki manimitstokti?
LUK.18.41	N tlakatl non amo otlachiaya otlanankili:
LUK.18.41	—Noteko, nikneki nitlachias.
LUK.18.42	Jesús okili:
LUK.18.42	—¡Xitlachia! Por motlaneltokalis yotipajtik.
LUK.18.43	San nima n tlakatl non amo otlachiaya owaltláchixki, iwa oyá iwan Jesús kiweyijkachijti n Totajtsi Dios. Iwa nochteh n tlakah ijkuak ijkó okitakeh, noiwa okiweyijkachijkeh Dios.
LUK.19.1	Jesús okalak Jericó, iwa opajpanotiaya itlajko non altepetl. 
LUK.19.2	Ompa ochantitoka se tlakatl non itoka Zaqueo ye okitlawelpiaya tomi porke okinnawatiaya n tominoololojkeh. 
LUK.19.3	Ye okinekia kixmatis Jesús. Pero mach oweletia okitaya porke miakeh tlakah oyayah iwan Jesús, iwa n Zaqueo mach wejkapa. 
LUK.19.4	Ijkuakó n Zaqueo otlayákanki omotlejkoltito itech se kuawitl kan ik Jesús panoskia para weletis kitas. 
LUK.19.5	Ijkuak Jesús yopanotoka ik ompa, oajkotláchixki; okitak n Zaqueo iwa okili:
LUK.19.5	—Zaqueo, xitemotiwetsi, porke axa nikneki nimokalotis mocha.
LUK.19.6	Ijkuakó n Zaqueo owaltemotíwetski, iwa ika miak pakílistli okiseli n Jesús. 
LUK.19.7	Ijkuak okitakeh, nochteh opé kipojpoah n Jesús por otlakuaato icha n se tlajtlakolchi. 
LUK.19.8	Ijkuakó Zaqueo omóketski iwa okili n Toteko:
LUK.19.8	—Noteko, nikinmakas n próbesteh tlajko de nochi tlan nikpia; iwa tla aka oniktlachtekili, nikkopilis nawi welta okachi.
LUK.19.9	Jesús okili:
LUK.19.9	—Axa, itech nin tonati, Dios okinmakixtiko akimeh chantitokeh itech nin kali, porke nin tlakatl noiwa walewatok de Abraham. 
LUK.19.10	Ne Non onimochi ni tlakatl oniwala onikintemoko iwa onikinmakixtiko akimeh yopolikah.
LUK.19.11	Ijkuak n tlakah okikaktokah tlan Jesús okinmilijtoka, Ye okinmili ok se tlapoálistli, porke ya onajsia Jerusalén, iwa yejwah okiyejyekoliayah Dios san nima ya pewaskia tlanawatis ompa. 
LUK.19.12	Yika Jesús okinmili:
LUK.19.12	—Se tlakatl non owalewatoka itech se kuali familia oyá wejka, kan sa okichixtoka kitlaliskeh inrey iwa satepa walmokopaskia. 
LUK.19.13	Iwa ijkuak yoonewaya, okínnotski májtlakteh itekitwah. Sejse okimaktilijtia se tomi non miak ipati iwa okinmili: “Xiktekitiltijtokah nin tomi para xiktlanikah okachi asta manimokopati.” 
LUK.19.14	Pero n tlakah de ialtépeu okikokoliayah, yika, ijkuak oonewak, okintitlankeh sikimeh tlakah makijtotih: “Mach tiknekih matechnawati nin tlakatl.” 
LUK.19.15	Pero maya ijkó, non tlakatl okitlalijkeh tekiwajtlanawati. Iwa ijkuak owalmokopato iwa oajsiko kan ialtépeu, okínnotski itlakewalwah non okinmajmakatewak itomi, para kimatis kech okitlankeh sejsemeh. 
LUK.19.16	Itékitki non achto okalakiko okijto: “Noteko, motomi okitlanki májtlaktli welta ipa.” 
LUK.19.17	N rey okinankili: “Kuali tlan otikchi; te kuali titékitki; iwa kemi otikyektekitilti tlan san achitsi onimitsmák, nimitstlalis xikinnawati májtlakteh altepemeh.” 
LUK.19.18	Non ok se noiwa okalakiko iwa okili: “Noteko, ika motomi oníktlanki ok mákuili ipa.” 
LUK.19.19	N rey noiwa okili: “Te tiyetos gobernador iwa tikinnawatijtos mákuili altepemeh.” 
LUK.19.20	Ijkuakó owala ok se iwa okijto: “Noteko, nikan kajki motomi. Ne oniktlaati ika nopañito; 
LUK.19.21	porke onimitsmawili, nikmatok tejwatsi tikuejsi, iwa tikmoaxkatia tlan amo moaxka, iwa tipixka kan amo titooka.” 
LUK.19.22	Ijkuakó n rey okili: “Amo kuali tlakéwale, san ika motlajtolwah nikyejyekolia akin te. Yotikmatia nikuejsi, iwa nikmoaxkatia tlan amo noaxka, iwa nipixka kan amo nitooka. 
LUK.19.23	¿Tleka amo otiktlaati notomi itech banko, ijkó keman niwalmokopaskia, nikseliskia notomi ika nochi ikoneyo?” 
LUK.19.24	Ijkuakó n rey okinmili akimeh ompa okatkah: “Xikkixtilikah n tomi, iwa xikmaktilikah akin kipixtok májtlaktli.” 
LUK.19.25	Yejwah okilijkeh: “Noteko, pero ye ya kimpixtok májtlakteh tomimeh.” 
LUK.19.26	N rey otlanankili: “Ne nomechilia, akin ya kipia, kimaktiliskeh okachi. Iwa akin amo kipia, kikixtiliskeh asta tlan san achitsi kipia. 
LUK.19.27	Iwa nekateh akimeh amo okinekeh maniyeto intlanawati, techinwalikilikah iwa xikinkechtsontekikah noyakapa.”
LUK.19.28	Ijkuak Jesús otlanki okintlapowi, oyá Jerusalén. 
LUK.19.29	Ijkuak Jesús ya onkalakia kan altepemeh de Betfagé iwa Betania, itech olivostepetl, okintlayakanalti ome itlamachtijkawah, 
LUK.19.30	iwa okinmili:
LUK.19.30	—Xiwiah kan altepetl non kajki tlayakapa, iwa ijkuak nonkalakitiweh, ompa nonkajsitiweh se burrojtsi ilpitok, non ayamaka ipan tlejkotika. Xiktojtomakah iwa techalikilikah. 
LUK.19.31	Iwa tla aka nomechtlajtlania tleka nonkitojtomah, xikilikah n Toteko kitekitiltis.
LUK.19.32	Itlamachtijkawah oyajkeh iwa okajsikeh nochi kemi Jesús okinmilijka. 
LUK.19.33	Iwa ijkuak yokitojtontokah n burrojtsi, n tekowajkeh okintlajtlanijkeh:
LUK.19.33	—¿Tleka nonkitojtomah n burrojtsi?
LUK.19.34	Yejwah otlanankilijkeh:
LUK.19.34	—Porke n Toteko kitekitiltis.
LUK.19.35	Iwa nima, okiwikilijkeh n Jesús non burrojtsi, okipejpechtijkeh ika inkotonwah iwa ipan okitlejkoltijkeh n Jesús. 
LUK.19.36	Iwa ijkuak Jesús opanotiaya itech ojtli, n tlakah okinsoayah intlakenwah. 
LUK.19.37	Iwa ijkuak ya onajsia kan pewa ixtemoa n olivostepetl, nochteh n tlakah akimeh okineltokayah opé kojtsajtsih ika pakílistli iwa okiweyijkachijkeh Dios por nochteh n milagros non yokimitakeh. 
LUK.19.38	Iwa okijtoayah:
LUK.19.38	—¡Matiochito n Weyi Tlanawati Akin wits itech itoka n Toteko! ¡Mayeto yolsewílistli, iwa Weyijkachiwálistli kan ilwikak! 
LUK.19.39	Ijkuakó sikimeh fariseos non okatkah intlajko n tlakah, okilijkeh n Jesús:
LUK.19.39	—Tlamachti, xikintlakawalti nonteh tlakah.
LUK.19.40	Pero Jesús okinnankili:
LUK.19.40	—Ne nomechilia, tla yejwah kitsakuaskeh inkamak, n temeh tsajtsiskeh.
LUK.19.41	Ijkuak Jesús ya onkalakia Jerusalén, okonitak iwa opé kichokilia. 
LUK.19.42	Iwa okijto:
LUK.19.42	—¡Tla tikkajsikamatiskia maya san itech nin tonati, tlan weletis mitsmakas yolsewílistli! Pero mach weleti tikita nion tikkajsikamati. 
LUK.19.43	Porke witseh tonatijmeh, ijkuak mokokolikniwah kichijchiwaskeh se tepamitl non ika mitsyawaloskeh, sentetl mitsmojmotlaskeh 
LUK.19.44	iwa mitspojpoloskeh. Kinmiktiskeh non motech chantitokeh, iwa amo kikawaskeh nion se tetl ipan ok se tetl, porke amo otikseli Dios, ijkuak omitstlajpaloko para mitspalewis.
LUK.19.45	Jesús okalak kan Weyi Tiopa iwa opé kinkixtia akimeh ompa otlanamakatokah iwa otlakojtokah, 
LUK.19.46	iwa okinmili:
LUK.19.46	—Itech itlajkuilol Dios kijtoa: “Nocha, kali kan motiotsajtsiliah”, pero nomejwah yononkikopkeh se kúyoktli kan moololoah ichtekeh. 
LUK.19.47	Nochi tonati Jesús otlamachtiaya itech Weyi Tiopa, pero n tiopixkeh non tlayakantokeh iwa non kitemachtiah n tlanawatílistli, iwa n tlayakankeh israelitas, okitemolijtinemiah kenijki kimiktiskeh n Jesús. 
LUK.19.48	Pero mach okajsiah kenijki kichiwaskeh, porke n tlakah nochipa okiwikatinemiah iwa okikakiah itemachtilis.
LUK.20.1	Se tonati, ijkuak Jesús okinmachtijtoka n tlakah n kualitlájtoli kan Weyi Tiopa, owalajkeh n tiopixkeh non tlayakantokeh, non kitemachtiah n tlanawatílistli iwa n tetajmeh non tlayakantokeh kan tiopa, 
LUK.20.2	iwa okitlajtlanijkeh:
LUK.20.2	—Techili, ¿akin omitsnawati ijkó xikchiwa? Iwa, ¿akin omitsmák non tekiwajyotl?
LUK.20.3	Jesús okinnankili:
LUK.20.3	—Ne noiwa nomechtlajtlanis, iwa technankilikah: 
LUK.20.4	¿Akin okinawati n Juan matlakuaateki? ¿Okinawati Dios noso n tlakah?
LUK.20.5	Yejwah opé moichtakatlajtoltiah iwa okijtoayah:
LUK.20.5	—¿Tlan tikijtoskeh? Tla tikijtoskeh Dios okinawati, Ye techilis: “¿Tleka mach ononkineltokakeh?” 
LUK.20.6	Pero, tla tikijtoskeh n tlakah okinawatijkeh, nochteh n tlakah techmokitskiliskeh ika tetl iwa techmiktiskeh, porke yejwah kuali kimatokeh Juan iprofeta n Dios.
LUK.20.7	Ijkuakó, yejwah okinankilijkeh mach okimatiah. 
LUK.20.8	Ijkuakó Jesús okinmili:
LUK.20.8	—Ne noiwa mach nomechilis akin onechmák nin tekiwajyotl.
LUK.20.9	Otlanki Jesús opé kintlapowia ika nin tlapoálistli:
LUK.20.9	—Se tlakatl okintookak miakeh uvaskuaujmeh itlala. Satepa okinmák partido sikimeh uvastekitkeh, iwa non tekowa wejka oyá, iwa owejkawato. 
LUK.20.10	Iwa ijkuak oajsiko n tonati para motlatekis, n tekowa okitítlanki se itlakewal makitlajkoxelilikah n uvas. Pero n uvastekitkeh okitekilmakakeh itlakewal n tekowa iwa okikopkeh mapijpilkati. 
LUK.20.11	Otlanki n tekowa okitítlanki ok se itlakewal. Pero n uvastekitkeh noiwa okitekilmakakeh, okiwijwikaltijkeh iwa okikopkeh noiwa mapijpilkati. 
LUK.20.12	Niman, n tekowa okitítlanki ok se itlakewal, pero n uvastekitkeh noiwa okikojkojkeh iwa okwalkixtijkeh.
LUK.20.13	'Ijkuakó n tekowa okijto: “¿Axa tlan nikchiwas? Niktitlanis nopiltsi non satlawel niktlasojtla, ijkuak kitaskeh, ye okachi kitlakitaskeh.” 
LUK.20.14	Pero ijkuak n uvastekitkeh okitakeh ipiltsi n tekowa, okijtojkeh: “Ye ni akin kiselis tlan iaxka n tekowa; matikmiktikah iwa ijkó tejwah tikmokawiskeh n lawerta.” 
LUK.20.15	Ijkuakó, n uvastekitkeh okwalkixtijkeh de kan lawerta iwa okimiktijkeh.
LUK.20.15	Ijkuakó Jesús okintlajtlani:
LUK.20.15	—Axa, ¿tlan nonkiyejyekoliah kintoktis n tekowa nonteh uvastekitkeh amokualteh? 
LUK.20.16	Ye yas iwa kinmijmiktis nonteh uvastekitkeh, iwa ilawerta kinmaktilis oksikimeh.
LUK.20.16	Ijkuak yejwah ijkí okikakeh, okijtojkeh:
LUK.20.16	—¡Amo Dios makimonekilti!
LUK.20.17	Pero Jesús okintlajtlatak iwa okinmili:
LUK.20.17	—¿Tlan kijtosneki itlajkuilol Dios kan kijtoa?
LUK.20.17	N tetl non n kalchijchijkeh okontlakaltechojkeh,
LUK.20.17	omochiwako non okachi tetlakxili. 
LUK.20.18	Akin wetsis ipan non tetl mopopostekis.
LUK.20.18	Pero tla n tetl wetsis ipan se, kikuejkuechos. 
LUK.20.19	Ijkuak n tiopixkeh non tlayakantokeh iwa non kitemachtiah n tlanawatílistli, okajsikamatkeh n Jesús okinkakitijtoka non tlájtoli. Satlawel okualankeh iwa okinekiah kikitskiskeh, pero mach okikitskijkeh porke okinmawiliayah n tlakah. 
LUK.20.20	Ijkuakó okintitlankeh sikimeh teixkajkayajkeh inawak Jesús para makikajkakitih tlan kijtoa, iwa ijkó weletis kitemaktiskeh inawak n gobernador. 
LUK.20.21	Yika ijkí okitlajtlanijkeh:
LUK.20.21	—Tlamachti, tikmatokeh tlan tikijtoa iwa tlan tiktemachtia milák, iwa amo san tikpejpena motemachtilis. Tejwatsi kuali titlamachtia ijkó kemi Dios kimonekiltia matiyeknemikah. 
LUK.20.22	Techonili: ¿Kuali ka matiktlaxtlawakah impuestos inawak n romanojtekiwa, noso amó?
LUK.20.23	Pero Jesús okajsikama san okiyejyekojtokah iwa okinmili:
LUK.20.23	—¿Tleka nonnechyejyekoah? 
LUK.20.24	Techititikah se denariojtomi. ¿De akin ixko nikan ka?, iwa ¿akin itoka ijkuilitok?
LUK.20.24	Yejwah okinankilijkeh:
LUK.20.24	—De César.
LUK.20.25	Ijkuakó Jesús okinmili:
LUK.20.25	—Xikmakakah n César tlan iaxka n César, iwa xikmakakah Dios tlan iaxka n Dios.
LUK.20.26	Iwa n tlakah mach itla okajxililijkeh itech tlan okijtoaya non ika kiteiliskiah, yej omotlajtlachialtijkeh kenijki okinnankili, yika san owalmokakajkeh.
LUK.20.27	Satepa sikimeh saduseos non amo kineltokah non yomikkeh oksepa moyolitiah, omijkuanijkeh inawak Jesús iwa okitlajtlanijkeh:
LUK.20.28	—Tlamachti, itech itlanawatil Moisés ijkí otechtlajkuilili, tla se tlakatl non ya kipia isiwa, mikki iwa amo okímpixki ipilwah iwan isiwa, n iknosiwatl moneki mamonamikti iwan ikni non yomikki para makinmaka ipilwah ikni non yomikki. 
LUK.20.29	Yowejka okatkah chikome iknimeh. Non teteachka omonamikti pero omikki iwa amo okinkajteh ipilwah. 
LUK.20.30	Itsoyo non omikki omonamikti iwan iknosiwatl. Pero noiwa omikki iwa amo okinkajtewili ipilwah. 
LUK.20.31	Ijkuakó non ipan eyi iknimeh noiwa omonamikti iwa n iknosiwatl; iwa nochteh n iknimeh omonamiktijtiajkeh iwa non iknosiwatl pero nochteh omijmiktiajkeh, iwa nion seme de yejwah okimák se konetl non siwatl. 
LUK.20.32	Sa iksemi, n siwatl noiwa omikki. 
LUK.20.33	Axa, ijkuak non yomikkeh moyolitiskeh, nin siwatl ¿de akin yetos tesiwa, tla n chikome iknimeh omonamiktijkeh iwa non siwatl?
LUK.20.34	Ijkuakó Jesús okinmili:
LUK.20.34	—Itech nin tlaltíkpaktli, n tlakah iwa n siwameh monamiktiah. 
LUK.20.35	Pero ijkuak moyolitiskeh non yomikkeh, akimeh Dios kinkawilis makalakitih kan ilwikak; ompa ayakmó monamiktiskeh nion kintemakaskeh impilwah mamonamiktikah, 
LUK.20.36	porke ompa mach ok mikiskeh. Yetoskeh kemi ángelteh, iwa yetoskeh tepilwah de Dios porke omoyolitijkeh. 
LUK.20.37	Inewia n Moisés itech itlajkuilol de n tlátsmoli non otlatlaya, otechmatilti non yomikkeh oksepa moyolitiskeh. Ompa nestok kan Moisés kijtoa n Totajtsi, Ye Idios Abraham, Isaac, iwa Jacob. 
LUK.20.38	Porke Dios amo Dios de non yomikkeh, yej de akimeh yolitokeh, porke ixpa n Ye nochteh yolitokeh.
LUK.20.39	Ijkuakó sikimeh non kitemachtiah n tlanawatílistli okilijkeh:
LUK.20.39	—Tlamachti, kuali tlan otikijto.
LUK.20.40	Iwa ayakmó omixewijkeh okachi kitlatlajtlaniskeh.
LUK.20.41	Jesús okinmili:
LUK.20.41	—¿Kenomi nonkijtoah Cristo ikone n David? 
LUK.20.42	Porke n David inewia kijtoa itech salmos:
LUK.20.42	N Totajtsi Dios okili n Noteko:
LUK.20.42	“Ximoyayanti noyekma,
LUK.20.43	asta manikintlali mokokolikniwah itlampa mokxiwah.” 
LUK.20.44	Tla inewia n David kilia n Cristo, Noteko; ¿kenomi n Cristo weletis yetos ikone n David?
LUK.20.45	Nochteh n tlakah okikaktokah ijkuak Jesús okinmili itlamachtijkawah:
LUK.20.46	—Ximotlachilikah de akimeh kitemachtiah n tlanawatílistli, porke kiwilitah nemiskeh ika intlakeh weweyak, iwa kinekih makinyektlajpalokah ijkuak nemi tiánkistli. Iwa itech sinagogas kiwilitah motlaliskeh kan motlaliah n tlayakankeh, iwa kiwilitah motlaliskeh kan okachi kualteh lojarteh itech ilwimeh. 
LUK.20.47	Noiwa kintlakijkixtiliah n iknosiwameh, iwa para amaka makimati, satlawel motiotsajtsiliah. Ne nomechilia, ninteh kiseliskeh okachi weyi tlaijyowílistli.
LUK.21.1	Ijtik Weyi Tiopa, Jesús okimitak n tominyojkeh ijkuak okontlalijtokah intomi kan nochteh okitlaliaya. 
LUK.21.2	Noiwa okitak se probe iknosiwatl ijkuak okintlali ome tomintsitsinteh non amo miak impati. 
LUK.21.3	Iwa Jesús okijto:
LUK.21.3	—De milajka nomechilia, nin probe iknosiwatl, okachi okitemák ke n oksikimeh; 
LUK.21.4	porke nochteh okitemakakeh tlan ayakmó kitekitiltiah, pero nin probe iknosiwatl okitemák nochi tlan ika panotoskia.
LUK.21.5	Sikimeh okimolijtokah saikpanoa kualtsitsinteh n temeh non okintekitiltijkeh ijkuak okichijchijkeh n Weyi Tiopa, iwa kenijki kualtsi otlamajmankeh itech itepanwah. Ijkuakó Jesús okijto:
LUK.21.6	—Wits tonati ijkuak nochi ni tlan nomejwah nonkitlajtlatokeh kixijxitiniskeh, iwa amo mokawas nion se tetl ikpak ok se.
LUK.21.7	Ijkuakó okitlajtlanijkeh n Jesús:
LUK.21.7	—Tlamachti, ¿kemania ijkó tlamochiwas?, iwa ¿tlan monextis ijkuak ijkó ya tlamochiwati?
LUK.21.8	Jesús okijto:
LUK.21.8	—Ximotlachilikah, iwa amo manomechkajkayawakah. Porke miakeh kijtojtiwitseh itech Notoka: “Ne Cristo”; iwa kijtoskeh: “Yoajsiko n tonati.” Amo xikinneltokakah. 
LUK.21.9	Keman nonkimatiskeh momijmiktilo iwa motekilmakalo, amo ximomojtikah, nochi ni moneki mamochiwa, pero ayamó itlamia n tlaltíkpaktli.
LUK.21.10	Jesús noiwa okinmili:
LUK.21.10	—N tlanawatijkeh de se weyi tlali motekilmakaskeh iwa n tlanawatijkeh de ok se weyi tlali, iwa n tekiwajkeh de se altepetl motekilmakaskeh iwan tekiwajkeh de ok se altepetl. 
LUK.21.11	Tlalolinis chikawak, iwa sentetl yetos apisotl iwa kokólistli, iwa itech ilwikak motas tlan temojti non ayik motika.
LUK.21.12	'Pero achto, nomechkitskiskeh iwa nomechtotojtokaskeh. Nomechwikaskeh innawak tekiwajkeh de sinagogas iwa nomechtsakuatiweh. Nomechtemaktiskeh inmak wejweyi tlanawatijkeh iwa gobernadormeh por nonnechtlakitah. 
LUK.21.13	Ijkuakó nomejwah nonweletiskeh nonkintlapowiskeh de Ne. 
LUK.21.14	Amo sa manomechtekipachojto kenijki nonmotlajtolpalewiskeh ijkuak nonyetoskeh inyakapah n tekiwajkeh, 
LUK.21.15	porke Ne nomechinmakas n tlájtolteh non nomejwah nonkintenkixtiskeh, iwa nion se de akin nomechkokolia kixikos nion nomechtlajtolkopas. 
LUK.21.16	Innewiah nomotajwah, nomokniwah, nomotlakaikniwah iwa non ken nonkinmitah nomechtejtemaktiskeh. Iwa sikimeh de nomejwah nomechmiktiskeh, 
LUK.21.17	iwa nochteh n tlaltikpaktlakah nomechkokoliskeh por nonnechneltokah, 
LUK.21.18	pero nion se nomotsonkal poliwis.
LUK.21.19	'Iwa tla nochi nonkixikoskeh, nonmomakixtiskeh.
LUK.21.20	'Ijkuak nonkinmitaskeh n soldadojteh yokiyayawalojkeh n Jerusalén, ijkuakó kuali xikmatikah ya kixijxitiniskeh. 
LUK.21.21	Ijkuakó, akimeh yetoskeh Judea, macholokah kan tepemeh; iwa akimeh yetoskeh Jerusalén noiwa makisakah, iwa akimeh yetoskeh intlala amo mamokopakah Jerusalén. 
LUK.21.22	Porke itech nekateh tonatijmeh Dios tetlaijyowiltis, ijkó kemi ijkuilitok itech itlajkuilol Dios. 
LUK.21.23	¡Miálmasteh n siwameh akimeh itech nonteh tonatijmeh kokoxtitoskeh de konetl noso matlachichitijtokah! Porke yetos miak tlaijyowílistli itech nin tlaltíkpaktli, iwa ikualanilis Dios wits ipan ninteh tlakah. 
LUK.21.24	Sikimeh kinmiktiskeh, iwa oksikimeh kintsakuatiweh itech oksikimeh tlalmeh. Iwa non amo judíojteh kitlajtlaksaskeh n Jerusalén, asta ijkuak Dios kijtos matlami tlan kichijtokeh n tlakah non amo judíojteh.
LUK.21.25	'Ijkuakó motaskeh neskáyolteh itech tonati, itech metsi iwa itech sítlalteh; iwa itech n tlaltíkpaktli n tlakah san moixtlapololtijtoskeh iwa momojtiskeh ijkuak ijkuyukas n weyi atl iwa n amemélolteh. 
LUK.21.26	N tlakah tlawelmomojtiskeh ijkuak kajsikamatiskeh tlan panos itech nin tlaltíkpaktli; porke asta n chikawálisteh non kateh ilwikak bibiokaskeh. 
LUK.21.27	Ijkuakó nechitaskeh Ne Non onimochi ni tlakatl, niwaltemotiwits itech se mextli ika noweletilis iwa ika se weyi tláwili. 
LUK.21.28	Ijkuak pewas ijkó tlamochiwas, ximoyolchikawakah iwa xiajkotlachiakah porke san nima nomechmakixtikih.
LUK.21.29	Jesús noiwa okinmili nin tlapoálistli:
LUK.21.29	—Xikitakah n igoskuawitl, noso ok se tlatookali. 
LUK.21.30	Ijkuak nonkitah yopé mokopina, nonkimatih ya walajsi n tonala. 
LUK.21.31	Ijkó noiwa, ijkuak nonkitaskeh ijkó ya tlamochijtok, xikmatikah itlanawatil Dios ya walajsi.
LUK.21.32	'De milajka nomechilia, nochi ni tlamochiwas, iwa n tlakah non axa yolitokeh kitaskeh. 
LUK.21.33	N ilwikak iwa n tlaltíkpaktli pojpoliwiskeh, pero notlajtol ayik pojpoliwis.
LUK.21.34	'Ximotlachilikah; amo xiktlakuawakah nomoyolo ika tlan amo kuali, amo san xitlakuajtinemikah, amo xitlawantinemikah iwa amo xikkawilikah manomechtekipacho tlan onka itech nin tlaltíkpaktli. Porke Ne san nonkisaki itech neká tonati, iwa amo nikneki ijkó nomechajsiki. 
LUK.21.35	Yetos kemi se tékochtli non amo mota iwa wetsiskeh nochteh n tlakah non nemi itech nin tlaltíkpaktli. 
LUK.21.36	Xiijsatokah, iwa nochipa ximotiotsajtsilijtokah para weletis nonmakisaskeh de nochi tlan panos, iwa ijkó nonweletiskeh nonmoketoskeh nonawak Ne Non onimochi ni tlakatl.
LUK.21.37	Jesús otlamachtiaya tlajka kan Weyi Tiopa, iwa de yuak, oyaya kan olivostepetl iwa ompa omokawaya. 
LUK.21.38	Iwa nochi tonati, miakeh oyayah kan Weyi Tiopa san kualka para kikakiskeh n Jesús.
LUK.22.1	Yowalajsia n ilwitl ijkuak mokua paj non amo kipia levadura, non okiliayah n ilwitl de Paskua. 
LUK.22.2	N tiopixkeh non tlayakantokeh iwa non kitemachtiah n tlanawatílistli, okitemoliayah kenijki kimiktiskeh n Jesús. Pero mach oweletiah porke okinmawiliayah n tlakah non iwa onemiah.
LUK.22.3	Ijkuakó, satanás okimoaxkati n Judas Iscariote akin tewa iwan májtlaktli iwa n ome tlatematiltijkeh. 
LUK.22.4	Ye okimitato n tiopixkeh non tlayakantokeh iwa non okimokuitlawiayah n Weyi Tiopa, inwah omotlapowito tlan kichiwaskia para kinmaktilis n Jesús. 
LUK.22.5	Yejwah saikpanoa opakmikeh iwa okilijkeh kimakaskeh tomi. 
LUK.22.6	Judas omoyekka inwah, iwa opé kitemolia kemania weletis kinmaktilis n Jesús, pero ijkuak amo makitakah n tlakah.
LUK.22.7	Oajsiko n ilwitl de Paskua ijkuak mokua n paj non amo kipia levadura iwa kimiktiah n ichkatsi. 
