MAT.1.1	Chitabu cha lukolo lwa Yesu Kiristu, mtsukulu wa Daudi, iyakalile mtsukulu wa Abrahamu. 
LUK.6.33	Mng'awatendela ghanoghile iwanu wala iwowatendela ghanoghile, apfi uluso wachi wamlangusa? Pfipfila ‘iwanu wane nzambi’ wotenda pfipfo! 
LUK.6.34	Mng'awakopesha iwanu wala yamuwalolela watsomuyitsilani, apfi uluso wachi wamlangusa? Pfipfila ‘iwanu wane nzambi’ wowakopesha wayawo, na kuwalolela wawoyitsile. 
LUK.6.35	Lekeni wanogheleni iwowahila mwemwe na muwatendele ghanoghile, muwakopeshe iwanu na mleke kulolela ka watsowoyitsila. Kuya ghweko lyenu litsakuwa kulu, na mtsakuwa iwana we Imulungu iyali Kuchanya Ng'ani. Kwaapfila yeye kanogha kwe iwanu yang'awolonga mighede ne iwanu wehile. 
LUK.6.36	Muwe na libatsi, ka Aba wenu pfali na libatsi.
LUK.6.37	“Mleke kuwahigha wayenu, ne Imulungu ng'atsowahighani bae. Mleke kuwadununza wayenu, ne Imulungu ng'atsowadununzani bae. Muwalekele wayenu, ne Imulungu katsowalekeleni. 
LUK.6.38	Muweng'e iwanu wangi, ne Imulungu katsomwing'ani. Namwe mtsobokela ichipimo chimemile mbaka chakwitika. Kwaapfila ichipimo chamtumila kwe iwanu wangi, Imulungu katsochitumila chicho kuna mwemwe.”
LUK.6.39	Kuya Yesu kawalongela imbuli ino, “Imunu chifita ng'odaha bae kumlongotsa chifita miyaghe, ka katsotenda apfo, wose weli watsakughwila mwikolongo. 
LUK.6.40	Kuduhu mwanang'ina mkulu kubita mlangulitsi wake. Lekeni chila mwanang'ina iyamalitse ghamalangulitso ghake, kakuwa ka imlangulitsi wake.
LUK.6.41	“Ebali kwochona chibanzi ichili mnenge mwa miyagho, lekeni ng'aulyona bae biki ili mnenge mwako? 
LUK.6.42	Apfi kwodaha kumlongela ndughu yako, ‘Ndughu yangu, leka nikulapfe chibanzi chili mnenge mwako,’ naghwe ghumwenyegho ng'ulyona bae biki ilili mnenge mwako? Ghweghwe kwa mng'enye! Tanu ulilapfe libiki lili mnenge mwako, kuya kutsolola ghoya na kuchilapfa chibanzi chili mnenge mwa ndughu yako.”
LUK.6.43	“Mbiki ghunoghile ng'aghukweleka bae ghamatunda ghehile, pfipfila kuduhu mbiki ghuhile ighwukweleka ghamatunda ghanoghile. 
LUK.6.44	Chila mbiki ghwomanyika kwa ghamatunda ighukweleka, iwanu ng'awobawa bae mapela mne tsimiwa au ukubawa fifi mne miyonga. 
LUK.6.45	Imunu yanoghile kolapfa ipfinu pfinoghile kulawa hanu hanoghile ipfikighwe mne ghumoyo ghwake, imunu yehile kolapfa ipfinu pfihile kulawa hanu hehile ipfikighwe mne ghumoyo ghwake. Kwaapfila imunu kolonga achila ichimemile mne ghumoyo ghwake.”
LUK.6.46	“Ebali mwonikema ‘Mtwatsa, Mtwatsa’ aku ng'amtenda bae achila chaniwalongele mchitende? 
LUK.6.47	Nitsowalangusa kakonekatse imunu wowose yula iyonitsila nene na kutsitegheletsa mbuli tsangu na kutenda ka pfobamighwa. 
LUK.6.48	Ayu keghala ne imunu yatsengile ing'anda kwa kuhimba ng'ani mne libambalawe, na kutsenga ing'anda ayo mchanya mwake. Imvula ng'ulu haitowile ghamatsi ng'aghadahile bae kuyughitsa ing'anda, kwaapfila itsengighwa ghoya. 
LUK.6.49	Lekeni imunu iyotegheletsa mbuli tsangu na ng'otenda ka pfobamighwa, ayu keghala ne imunu yatsengile ing'anda mne msanga, bila ukuhimba ng'ani. Imvula ng'ulu haitowile, ghamatsi ghayughitsa ing'anda na kuighwisa, ne ing'anda yose ibomoka.”
LUK.7.1	Yesu hayamalitse ukulonga ipfinu pfino kwe iwanu, kaghenda Kaperinaumu. 
LUK.7.2	Ako tsakukala ne imkulu yumwe we asikali miya imwe wa Roma, naye kakala ne imtumwa wake iyamnoghele ng'ani. Na imtumwa ayo ang'ali yoghula chidogho yafe.
LUK.7.3	Imkulu ayo hayahulike mbuli tsa Yesu, kawatuma iwabala wangi wa Wayahudi wamlombe Yesu atse amhonetse imtumwa wake. 
LUK.7.4	Wamghendela Yesu, wamlomba ng'ani, walonga, “Umwapfile imunu yuno, 
LUK.7.5	kwaapfila kowanoghela iwanu wetu, naye iyo iyatutsengele ing'anda ye ukulombela.”
LUK.7.6	Apfo Yesu kaghenda nawo. Hapfikile habehi ne ing'anda ye imkulu ayo, imkulu ayo kawatuma sale tsake wamlongele Yesu, “Imtwatsa, uleke kwitsupfa kutsa kuno. Nene sinoghile bae ghweghwe kwingila mng'anda mwangu. 
LUK.7.7	Ndo mana tsambona nene sinoghile bae kukutsila ghweghwe. Lekeni ulonge imbuli iliyeka, imtumwa wangu katsohona. 
LUK.7.8	Kwaapfila nene imwenyegho na imunu yane ukulu, nina asikali iwali hasi hangu. Ning'amlongela yumwe, ‘Ghenda!’ naye koghenda, na ning'amlongela yungi, ‘Itsa!’ naye kakutsa, na ning'amlongela imtumwa wangu, ‘Tenda achino!’ naye kochitenda.”
LUK.7.9	Yesu hahulike apfo, kakangawala, kawahundukila iwanu iwelongotse naye, kawalongela, “Nowalongela ghendo, sina mbone bae imunu iyotoghola ka imunu yuno, hata mne isi ya Isiraeli!” 
LUK.7.10	Kuya iwanu wala hawoyile ukaye kwe imkulu wa asikali wa Roma wampfika imtumwa yula kahona.
LUK.7.11	Hambele chidogho, Yesu kaghenda mne ghumji ighukemighwe Naini na iwanang'ina wake, aku kelongotsa na iwanu wengi. 
LUK.7.12	Kuya hapfikile habehi na libani kulu lye ghumji, kulawila iwanu waghala lukuli lwa msongolo iyapfile, yeye tsamwana nyalimwe wa ipinga iyali chitsuka. Iwanu wengi iwalawile ghumji ghula tsawakala hamwe na ipinga ayo. 
LUK.7.13	Imtwatsa hayamwonile ipinga ayo, kamwonela libatsi, kamlongela, “Uleke kulila.” 
LUK.7.14	Kuya kaghenda kakinda machela, ne iwanu iwaghalile machela tsawema. Yesu kalonga, “Imsongolo, nokulongela, winuke!” 
LUK.7.15	Imsongolo yula iyafile kenuka kandusa ukulonga. Kuya Yesu kamwing'a mai we imsongolo yula.
LUK.7.16	Iwanu wose wapfuka na wamtunya Imulungu. Walonga, “Nabii mkulu katulawila mghati mwetu. Imulungu katsa kuwapfila iwanu wake.” 
LUK.7.17	Mbuli atsino tsa Yesu tsenela mne isi yose ya Yudeya na tsiisi tsose itsili habehi.
LUK.7.18	Iwanang'ina wa Yohane wamlongela Yohane agha ghose. Naye kawakema iwanang'ina wake weli 
LUK.7.19	kawatuma waghende kwe Imtwatsa wamghutse, “Apfi ghweghwe kwa yuyula yulongighwe na Yohane katsakutsa au tumbete imunu yungi?”
LUK.7.20	Hawapfikile kwa Yesu, walonga, “Yohane Mbatitsa katutuma tukughutse, ‘Apfi ghweghwe kwa yuyula yulongighwe na Yohane katsakutsa au tumbete munu yungi?’ ” 
LUK.7.21	Ichipindi chichila, Yesu kawahonetsa iwatamu wengi ng'ani, kawalapfa ipfinyamkela na kawatenda ipfifita wengi wone. 
LUK.7.22	Yesu kawedika iwanang'ina wa Yohane, “Mghende mkamlongele Yohane aghala ghamwonile na kughahulika; ipfifita sambi wakwona, ipfimbete woghenda, wane ukoma wohona, ipfitsiwi wohulika, iwanu iwafile wotsilihulighwa na mbuli tsinoghile tsopetighwa kwe wahingwa. 
LUK.7.23	Kabweda imunu yula yang'onyihila nene.”
LUK.7.24	Hambele iwasenga wa Yohane hawokile, Yesu kandusa kuwalongela iwanu mbuli tsa Yohane, “Hamghendile kunyika, apfi mghendile kulola choni? Kululola lusinde ppfaluyughisighwa na libeho? 
LUK.7.25	Apfi tsamghendile kulola choni? Imunu yapfalile lighwanda linoghile? Iwanu iwopfala ghamaghwanda ghanoghile na wane ughima unoghile wokala mne tsing'anda tse iwandewa! 
LUK.7.26	Mnongele, apfi tsamghendile kulola choni? Nabii? Ona, lekeni tsamwona pfinu pfingi kubita nabii. 
LUK.7.27	Kwaapfila Yohane iyo yuyo iyandikighwe mna Ghamaandiko Mahenzeluka, ‘Imulungu tsakalonga, nitsomtuma imtumighwa wangu akulongole, katsoigholosa nzila yako.’ ” 
LUK.7.28	Kuya Yesu kawalongela, “Yohane kambala kubita imunu wowose, lekeni imunu wowose yali mdodo mne Undewa wa Imulungu kambala kumbita Yohane.”
LUK.7.29	Iwanu wose, na iwasola kodi, hawahulike agho wamtoghola Imulungu, kwaapfila tsawabatitsighwa na Yohane. 
LUK.7.30	Lekeni Mafarisayo na iwolangulitsa Ghamalaghitso tsawalema aghala ghayawalaghitse Imulungu watende, kwaapfila ng'awabatitsighwe na Yohane bae.
LUK.7.31	Yesu kaghendelela kulonga, “Apfi iwanu wa mweleko ghuno weghala ne chinu chachi? Weghala na choni? 
LUK.7.32	Weghala ne iwana iwakalile kusoko. Wekema wenyegho kwa wenyegho, ‘Tuwatowela chimbeta, ng'ampfinile bae, tuwembila uwila we usungu, ng'amlilile bae!’ 
LUK.7.33	Yohane Mbatitsa tsakatsa, ng'ajile bae ichijo na ng'anwile bae imbwali, mwemwe mlonga, ‘Yohane kana chinyamkela!’ 
LUK.7.34	Imwana we imunu katsa, kakuja na kakunwa, namwe mlonga, ‘Imunu yuno kakujisa na kopatika sideke, sale wa iwasola kodi na wane nzambi!’ 
LUK.7.35	Lekeni ihekima yoneka inogha kwe iwanu wose yawaitoghole.”
LUK.7.36	Mfarisayo yumwe tsakamkema Yesu atse kuja naye ichijo cha nemihe. Yesu kaghenda mne ing'anda ya Mfarisayo ayo, kakala hasi yaje ichijo. 
LUK.7.37	Mne ghumji ghula, tsakukala ne ipinga yane nzambi. Hayahulike Yesu kakuja mne ing'anda ya Mfarisayo ayo, ipinga ayo katsa na ichupa inoghile imemile ghamafuta ighonung'ila ghoya. 
LUK.7.38	Kema habehi na ghamaghulu gha Yesu, kolila na ghamasotsi ghake ghamlaghalila Yesu. Kuya kabaghusa ghamaghulu gha Yesu kwa tsimvili tsake, kaghanonela na kabaka ghamafuta aghala, mmaghulu mwa Yesu.
LUK.7.39	Mfarisayo ayo honile pfino, kelongela imwenyegho, “Imunu yuno ang'awile nabii, ang'amtangile ipinga yuno iyamkindile ka imunu wachi, ang'ammanyile kana nzambi!”
LUK.7.40	Yesu kamlongela, “Simoni, nina chinu nobama nikulongele” Simoni kedika, “Ona mlangulitsi, nongele.”
LUK.7.41	Yesu kandusa kulonga, “Tsahana wanu weli iwatsime sendi kwe imunu iyakwatsima iwanu tsisendi. Yumwe katsima elufu tano na yungi katsima hamsini. 
LUK.7.42	Mna wose weli, kuduhu yalihile sendi, apfo imunu iyakwatsima wanu tsisendi kawalekela wose. Apfi mne wano weli yuhi yatsomnoghela ng'ani imunu iyakwatsima iwanu tsisendi?”
LUK.7.43	Simoni kamwidika, “Nopfikitsa imunu yula yalekelighwe tsisendi nyingi.”
LUK.7.43	Yesu kalonga, “Kulonga ghoya.” 
LUK.7.44	Kuya Yesu kamhundukila ipinga ayo, kamlongela Simoni, “Apfi kwomwona ipinga hayu? Nitsa mng'anda mwako, ng'ungaile bae ghamatsi gha kuhopfugha ghamaghulu ghangu, lekeni ipinga ayu kahopfugha ghamaghulu ghangu kwa ghamasotsi ghake na kaghabaghusa kwa tsimvili tsake. 
LUK.7.45	Ng'uninonele bae, lekeni kulawa hayengile ipinga ayu kaghendelela kughanonela ghamaghulu ghangu. 
LUK.7.46	Ng'ubakile bae litwi lyangu ghamafuta, lekeni ipinga ayu kaghabakatsa ghamaghulu ghangu kwa ghamafuta ighonung'ila ghoya. 
LUK.7.47	Nokulongela, kwaapfila nzambi tsake nyingi tsileghusighwa, apfo kaninoghela ng'ani. Lekeni imunu yalekelighwe chidogho konoghela chidogho.”
LUK.7.48	Kuya Yesu kamlongela ipinga ayo, “Nzambi tsako tsileghusighwa.”
LUK.7.49	Iwanu wangi iwakalile hala wandusa kwilongela, “Ayu imunu wachi mbaka yaleghuse nzambi?”
LUK.7.50	Yesu kamlongela ipinga hayo, “Ukutoghola kwako kukukombola. Ughende tseghamba.”
LUK.8.1	Matsuwa ghaghala, Yesu tsakanga mne tsikaye na mna imiji, kuno kowapetela iwanu imbuli inoghile ye undewa we Imulungu. Na wala Iwanang'ina kumi na weli waghenda na Yesu, 
LUK.8.2	naye tsakelongotsa ne iwapinga wangi iwalapfighwe ipfinyamkela na kuhonetsighwa matamu. Iwapinga awo tsawakala Mariya iyakemighwe Magidalena, yalapfighwe ipfinyamkela saba, 
LUK.8.3	na Yoana, mwehe wake Kusa, imkulu mne libaratsa lya Herodi, na Susana, na iwapinga wangi wengi. Wawo tsawalapfa pfinu pfawo wamwapfile Yesu ne iwanang'ina wake.
LUK.8.4	Iwanu wamghendela Yesu kulawa chila kaye, iwanu hawatingane hamwe, Yesu kawalongela imbuli ino,
LUK.8.5	“Imunu tsakaghenda kuhanda tsimbeghu. Hang'ali yomitsa tsimbeghu mne mghunda, tsingi tsilaghalila mnzila. Iwanu watsibayugha na pfideghe watsija. 
LUK.8.6	Tsingi tsilaghalila mne lidongo lili mbambalawe, hatsotile, tsinyala kwaapfila tsakuduhu ghamatsi mne lidongo. 
LUK.8.7	Tsingi tsilaghalila mwibagho, tsikula hamwe, na libagho litsikoma tsimbeghu hatso. 
LUK.8.8	Na tsingi tsilaghalila mne lidongo linoghile, tsikula na kweleka imitama, chila imwe ghana limwe.”
LUK.8.8	Yesu hayalongile apfi, kakemelela, “Imunu yane ghamaghutwi gha kuhulika, yahulike!”
LUK.8.9	Iwanang'ina wake wamghutsa Yesu imbuli ino ina mana yachi? 
LUK.8.10	Yesu kawedika, “Mwemwe mtendighwa mmanye mbuli tse undewa we Imulungu. Lekeni kwe iwanu wangi, nolonga kwe tsimbuli, walole lekeni waleke kwona, wategheletse lekeni waleke kumanya.”
LUK.8.11	“Aino mana ye imbuli ino. Mbeghu yolangusa imbuli ye Imulungu. 
LUK.8.12	Tsimbeghu itsilaghalile mnzila tsolangusa iwanu iwohulika imbuli ye Imulungu, lekeni Setani kakutsa na kuisola imbuli kulawa mne imimoyo yawo, ili waleke kutoghola na kukombolighwa. 
LUK.8.13	Tsimbeghu itsilaghalile mne lidongo lili mbambalawe tsolangusa iwanu iwohulika imbuli ye Imulungu na kuibokela kwa kudeng'elela, lekeni ng'aitsama bae mghati mwe imimoyo yawo. Woitoghola kwe ichipindi chidodo, lekeni mne ichipindi cha kughetsighwa na Setani, webaghula. 
LUK.8.14	Tsimbeghu itsilaghalile mwibagho tsolangusa iwanu iwohulika imbuli ye Imulungu lekeni pfawoghendelela, imbuli ye Imulungu yohinyighwa na maghayo, ndeng'elelo, na tsimali tse isi. Iwanu awo ng'awokweleka ghamatunda ghakomale bae. 
LUK.8.15	Lekeni tsimbeghu itsilaghalile mne lidongo linoghile tsolangusa iwanu iwohulika imbuli ye Imulungu, woibokela na woitoghola kwe imimoyo yawo na wodudumila mbaka wokweleka ghamatunda.”
LUK.8.16	“Iwanu ng'awotuwitsa bae ichitasa na kuchighubika na chiha au kuchika kumpfungu mwe lutsatsi. Lekeni iwanu wochika hanu ha kwikila chitasa ili iwanu iwakwingila wadahe kughona ghumwanga. 
LUK.8.17	Kwaapfila ichinu chochose ichipfisighwe chitsakuwa mwatsi, na ichinu chochose ichighubikighwe chitsomanyika na kughalighwa mne ghumwanga.
LUK.8.18	“Apfo mwalangitse pfamuhulikitsa, kwaapfila imunu yenacho katsakongetsighwa, ne imunu yalihela ichinu katsobokighwa hata achila chopfikitsa kenacho.”
LUK.8.19	Mai wake ne iwandughu tsake Yesu wamtsila, lekeni ng'awadahile bae kupfika habehi naye, kwaapfila iwanu tsawengi sideke. 
LUK.8.20	Imunu yumwe kamlongela Yesu, “Mai wako na ndughu tsako wema kunze, wobama wakwone.”
LUK.8.21	Yesu kedika, “Mai wangu na ndughu tsangu, iwo wala iwohulika imbuli ye Imulungu na kuitoghola.”
LUK.8.22	Litsuwa limwe Yesu kengila mne mnumbwi ne iwanang'ina wake, kawalongela, “Tuloke kumwambu mwe tsimbu.” Apfo wandusa ghumwanza. 
LUK.8.23	Hawang'ali mne ghumwanza, Yesu kawasa. Bahala, nyahemu ng'ulu ng'ani tsailawila mne tsimbu na mnumbwi wandusa kumema ghamatsi, apfo wose tsawabama watsame. 
LUK.8.24	Iwanang'ina wake wamghendela wamlamsa, “Mtwatsa, Mtwatsa! Twotsama!”
LUK.8.24	Yesu kalamka, kalikembela libeho ne inyahemu, napfo pfinyamala. Litsimbu linyamala tulu. 
LUK.8.25	Kuya Yesu kawaghutsa iwanang'ina wake, “Kulikwani ukutoghola kwenu?”
LUK.8.25	Lekeni wakangawala, wapfuka, welongela, “Ayu imunu wachi? Kokembela libeho ne inyahemu, napfo pfomhulikitsa?”
LUK.8.26	Yesu ne iwanang'ina wake waghendelela na ghumwanza, wapfika mne isi ya Gerasi, ili kumwambu mwe tsimbu Galilaya. 
LUK.8.27	Yesu hayang'ali yohulumka mne mnumbwi, kaghenda mmbalimbali mwe tsimbu, ketingana ne imunu yane ipfinyamkela. Imunu ayo ng'apfalile bae ghamaghwanda kwa ghamatsuwa mengi, na ng'akalile bae mng'anda, lekeni ang'ali yokala kune tsikaburi. 
LUK.8.28	Hamwonile Yesu, tsakalila na kamghwila mmaghulu, kuya kakemela, “Yesu, Imwana we Imulungu Iyali Kuchanya Ng'ani! Apfi kwobama unitende choni? Nokulomba uleke kunidununza!” 
LUK.8.29	Imunu yuno kalonga apfino kwaapfila Yesu tsakawakembela ipfinyamkela wamlawe. Chinyamkela ayo ang'ali yomghoghagha. Hata ka iwanu tsawamwoha ghamoko na ghamaghulu ghake ne minyololo, yeye kaibema minyololo ayo, na ipfinyamkela wamghalagha mbaka kunyika. 
LUK.8.30	Yesu kamghutsa, “Taghwa lyako nani?” Naye kamwidika, “Taghwa lyangu ‘Likingili’,” kwaapfila tsakana ipfinyamkela wengi. 
LUK.8.31	Ipfinyamkela wamlomba Yesu aleke kuwaghala mne lipondo lyang'alitsigha.
LUK.8.32	Habehi na hanu hala tsahana kingili lye iwangubi iwang'ali wakuja mlughongo. Apfo pfinyamkela wamlomba Yesu awalekelele wawengile iwangubi awo, naye Yesu kawaleka wawengile. 
LUK.8.33	Ipfinyamkela wamlawa imunu ayo wengila mne iwangubi. Likingili lyose lye iwangubi litsumila kulwanda mwe tsimbu Galilaya, wafa mne ghamatsi.
LUK.8.34	Wadimi we iwangubi hawonile achila ichilawile, watsuma na kutsilonga mbuli atso mne ghumji na mne ipfijiji. 
LUK.8.35	Iwanu waghenda kulola achila ichilawile, hawapfikile kwa Yesu, wampfika imunu yahonetsighwe ipfinyamkela kakala mmaghulu mwa Yesu, kapfala ghamaghwanda, na tsimbutsi tsake tsimuyila keli. Iwanu wose tsawapfuka. 
LUK.8.36	Iwanu wala iwonile chinu chino wawalongela iwanu apfila imunu yane ipfinyamkela pfayahonetsighwe. 
LUK.8.37	Kuya iwanu wose we isi ya Gerasi wamlomba Yesu yoke kwaapfila tsawapfuka ghendo. Apfo Yesu kengila mne mnumbwi yoke. 
LUK.8.38	Imunu yahonetsighwe ipfinyamkela kamlomba Yesu, “Leka nighende na ghweghwe.”
LUK.8.38	Lekeni Yesu ng'atoghole bae kughenda naye, kamlongela, 
LUK.8.39	“Uye ukaye ukawalongele iwanu achila chayakutendele Imulungu.” Apfo kaghenda muisi mwose, kawalongela iwanu achila Yesu chayamtendele.
LUK.8.40	Yesu hayoile ubali ungi wa tsimbu, iwanu wambokela kwa kudeng'elela kwaapfila wose tsawang'ali wombeta. 
LUK.8.41	Kuya katsa imunu yumwe yakemighwe Yairo, iyakalile mkulu we Ing'anda ya ukulombela. Keghwisa mmaghulu mwa Yesu, kamlomba aghende ukaye yake, 
LUK.8.42	kwaapfila imwanaghe ipinga nyalimwe yane miyaka kumi na mili yang'ali yobama yafe.
LUK.8.42	Yesu hayang'ali yoghenda, iwanu wammemela chila hanu. 
LUK.8.43	Pinga yumwe yadununzike kwa utamu wa kulawa idamu kwa miyaka kumi na mili, hata ka tsakaghisa mali tsake tsose kwa waghanga, tsakuduhu imunu yadahile kumhonetsa, tsakakala mne iwanu awo. 
LUK.8.44	Pinga ayo tsakatsa kuchisogho kwa Yesu kakinda pindo lya ghwanda lyake. Bahala idamu ileka kumlawa. 
LUK.8.45	Yesu kaghutsa, “Angu yuhi yanikindile?”
LUK.8.45	Iwanu wose wabela. Petiri kalonga, “Imtwatsa, iwanu wakutsunguluka na wakumemela!”
LUK.8.46	Lekeni Yesu kalonga, “Kuna imunu kang'inda, nimanya kwaapfila ngupfu tsangu tsindawa.” 
LUK.8.47	Ipinga hayonile ng'odaha bae kwipfisa, tsakatsa aku koghudema, keghwisa mmaghulu mwa Yesu. Kamlongela Yesu hambele he iwanu iwali hala ichinu ichimtendile amkinde na bahala pfayahonetsighwe. 
LUK.8.48	Yesu kamlongela ipinga ayo, “Mwanangu, ukutoghola kwako kukuhonetsa. Ughende tseghamba.”
LUK.8.49	Yesu hang'ali yolonga, tsakatsa imunu kulawa mne ing'anda ya Yairo. Kamlongela Yairo, “Uleke kumtsupfa Imlangulitsi.”
LUK.8.50	Lekeni Yesu haulike apfo kamlongela Yairo, “Uleke kupfuka, ghwe toghola na imwanagho katsohonetsighwa.”
LUK.8.51	Hapfikile ukaye kwa Yairo, kawaghoma iwanu waleke kwingila naye mng'anda, lekeni Petiri, Yohane, Jakobu, aba wa imwana yula iyafile na mai wake. 
LUK.8.52	Wanu wose wang'ali womlila imwana iyafile akuno weyayana. Yesu kawalongela, “Mleke kulila, imwana ng'afile bae, ila kawasa!”
LUK.8.53	Iwanu wose wamseka Yesu kwaapfila tsawamanya imwana kafa. 
LUK.8.54	Yesu kaghukinda ghumoko ghwe imwana iyafile, kamlongela, “Mwanangu, lamka!” 
LUK.8.55	Imwana iyafile ughima wake umuyila, na bahala kalamka. Kuya Yesu kawalongela wamwing'e imwana yula ichijo. 
LUK.8.56	Aba wake na mai wake tsawakangawala, lekeni Yesu kawaghoma kumlongela imunu wowose achila ichilawile.
LUK.9.1	Yesu tsakawakema hamwe iwanang'ina wake kumi na weli, kaweng'a ingupfu na uwetso wa kulapfa ipfinyamkela na kuhonetsa watamu. 
LUK.9.2	Kuya kawatuma kuwapetela iwanu mbuli tsa Undewa we Imulungu na kuwahonetsa iwatamu. 
LUK.9.3	Kawalongela, “Mne ghumwanza mleke kusola ichinu chochose, mleke kusola ng'weku wala ghumkoba wala ichijo wala sendi wala maghwanda meli. 
LUK.9.4	Ing'anda yoyose yamkwingila, mkale mmo mbaka hamkuka mne ghumji aghwo. 
LUK.9.5	Iwanu wang'alema kuwabokela, hamlawa mne ghumji aghwo, mkung'use litimbwisi mmaghulu mwenu, chiwe ichitango ka walema kumuhulikitsani.”
LUK.9.6	Iwanang'ina wake waghenda mne ipfijiji pfose, aku wopeta Imbuli Inoghile na wowahonetsa iwanu chila hanu.
LUK.9.7	Herodi hakalile mndewa wa Galilaya, kahulika ipfinu pfose ipfitendighwe na Yesu. Naye kapfuka kwaapfila iwanu wangi tsawang'ali wolonga Yohane mbatitsa katsilihuka, 
LUK.9.8	wangi walonga Eliya kalawila, na wangi walonga nabii yumwe wa ghumwande katsilihuka. 
LUK.9.9	Herodi kalonga, “Yohane tsanimghana litwi, apfi ayu nani iyanihulika mbuli tsake?” Naye tsakabama amwone.
LUK.9.10	Iwatumighwa wake hawoyile wamlongela Yesu chila ichinu chawatendile. Naye kawasola iwanang'ina wake waliyeka, kaghenda nawo mne ghumji ighukemighwe Betisaida. 
LUK.9.11	Iwanu hawamanyile kwaghendile, tsawamuwinza. Yesu kawabokela, kalonga nawo mbuli tse Undewa we Imulungu na kawahonetsa iwanu iwabamile kuhonetsighwa.
LUK.9.12	Litsua haling'ali lyikuswa, iwanang'ina kumi na weli wamghendela Yesu wamlongela, “Walongele iwanu waghende mne ipfijiji na kaye itsili mne imighunda tsa habehi kubama ichijo na hanu ha kuwasa, kwaapfila twakunyika.”
LUK.9.13	Lekeni Yesu kawedika, “Mwemwe iwenyegho muweng'e ichijo waje.”
LUK.9.13	Wamwidika, “Twetwe tuna pfighate pfitano ne iwasomba weli waliheka. Pfii kwobama tughende tukawaghulile iwanu wose wano?” 
LUK.9.14	Hanu hala hana wamale elufu tano.
LUK.9.14	Yesu kawalongela iwanang'ina wake, “Muwalongele iwanu wakale mne makingili, na chila kingili wanu hamsini.” 
LUK.9.15	Kuya iwanang'ina watenda apfo, iwanu wose wakala hasi. 
LUK.9.16	Yesu kasola pfighate pfitano ne iwasomba weli, kalola kulanga, kapfibaliki. Kuya kamegha pfighate ne iwasomba, kaweng'a iwanang'ina wake waweng'e iwanu. 
LUK.9.17	Iwanu wose tsawaja weghuta. Ne iwanang'ina wadondola pfihindi pfe pfighate ne iwasomba ipfimemile Pfiseghe kumi na pfili.
LUK.9.18	Litsuwa limwe Yesu ang'ali yolomba aliyeka. Iwanang'ina wake wamtsila, naye kawaghutsa, “Apfi iwanu wolonga nene nani?”
LUK.9.19	Nawo wamwidika, “Iwanu wamwenga wolonga ghweghwe kwa Yohane Mbatitsa, wangi wolonga kwa Eliya, wangi wolonga kwa-yumwe wa manabii wa ghumwande yoyile mne ughima.”
LUK.9.20	Naye kawaghutsa, “Namwe mwolonga nene nani?”
LUK.9.20	Petiri kamwidika, “Ghweghwe kwa Kiristu yulawile kwe Imulungu.”
LUK.9.21	Kuya Yesu kawakanya waleke kumlongela imunu wowose ichinu chino.
LUK.9.22	Pfipfila tsakawalongela, “Imwana we Imunu kobamighwa yadununzike ng'ani na kulemighwa ne iwabala, ipfilongotsi we inambiko ne iwolangulitsa Ghamalaghitso. Katsokomighwa, kuya mne litsuwa lya kadatu katsotsilihuka.” 
LUK.9.23	Kuya kawalongela wose, “Imunu wowose iyobama kuniwinza nene yeleme imwenyegho na yaghale msalaba ghwake, aniwinze. 
LUK.9.24	Imunu wowose iyobama kuukombola ughima wake katsowaghitsa, lekeni wowose iyowaghisa ughima wake kwa kuniwinza nene katsoukombola. 
