MAT.1.1	Kitabu cha lukolo lwa Yesu Kilisito mzukulu wa Daudi, mzukulu wa Abulahamu.
MRK.1.4	Yohana Mbatizaji kalawilila kuluwala kawapetela wanhu, “Lekeni nzambi na mbatizigwe na Mulungu kozigela kumgongo nzambi zenu.” 
MRK.1.5	Wanhu wengi kulawa mwiisi ya Yudea na kudibuga da Yelusalemu wachola kumtegeleza Yohana. Watogola kamba wana nzambi, Yohana kawabatiza muulwanda lwa Yolidani.
MRK.1.6	Yohana kavala kiwalo kitendigwa kwa mibahila ya ngamiya na mkwiji wa ng'hwembe mkigudi chake, lujo lwake lukala nzige na uki. 
MRK.1.7	Kawapetela wanhu, “Munhu yonda yeze kukisogo changu ni munhu mkulu kunibanza nene. Niye sifaya hata kudohola nzabi za vilatu vake. 
MRK.1.8	Niye nowabatiza kwa mazi, lakini heyo kowabatiza kwa Loho Yang'alile.”
MRK.1.9	Mna ikipindi acho Yesu kalawa mna ikijiji cha Nazaleti mwiisi ya Galilaya na Yohana kambatiza muulwanda lwa Yolidani. 
MRK.1.10	Yesu viyalawile mgamazi, bahaja kawona ulanga ugubuka na kamona Loho Yang'alile kohumuluka kamba huwa na kakala uchanha yake. 
MRK.1.11	Sauti ihulikigwa kulawa kuulanga ilonga, “Gweye kwa Mwanangu nikunogele. Ninogelwa na gweye.”
MRK.1.12	Bahaja Loho Yang'alile kamulongoza yachole kuluwala, 
MRK.1.13	kakala kuko kuluwala siku malongo mane, kagezigwa na Mwenembago. Wanyama wa kumuhulo wakala aho lakini wasenga wa kuulanga weza wamsang'hanila.
MRK.1.14	Yohana viyagodekigwe mkifungo, Yesu kachola isi ya Galilaya, kawapetela wanhu Mbuli Inogile ya Mulungu. 
MRK.1.15	Kalonga, “Kipindi kivika, Undewa wa Mulungu wammabehi! Lekeni nzambi na muitogole Mbuli Inogile!”
MRK.1.16	Yesu viyakalile kobita kumgwazo wa lamba da Galilaya kawavika wavuwa somba wabili, Simoni na mdodo wake Andeleya wakala wovuwa somba na mizavu yao.
MRK.1.17	Yesu kawalongela, “Nikwelelezeni, na niye nowatenda muwe wavuwaji wa wanhu.” 
MRK.1.18	Bahaja waileka mizavu yao, wamkweleleza.
MRK.1.19	Kagenda kumwande, kawavika wandugu wabili wayagwe. Yakobo na Yohana, wanage Zebedayo. Wakala mwiingalawa woitanda mizavu yao. 
MRK.1.20	Bahaja Yesu viyawone kawakema, nao wamuleka tatao Zebedayo na wasang'hanaji zake mwiingalawa, wamkweleleza Yesu.
MRK.1.21	Yesu na wanahina zake wavika kudibuga da Kapelinaumu, viivikile siku ya Kubwihila Yesu kengila mng'anda ya kumpula Mulungu, kasonga kufundiza. 
MRK.1.22	Wanhu wamuhulike wakanganya mafundizo gake, kwavija hafundize kamba wafundiza Malagizo ga Musa, ila kafundiza kwa udahi.
MRK.1.23	Abaho munhu yakalile na kinyamkela kengila mng'anda ya kumpula Mulungu, kaguta, 
MRK.1.24	“Vino, kolonda choni kumwetu, gweye Yesu wa Nazaleti? Kwiza kutukoma? Nokujuwa gweye kwa ija Yang'alile yatumigwe na Mulungu!”
MRK.1.25	Yesu kamkomhokela ikinyamkela, “Nyamala! Mulawe munhu ino!”
MRK.1.26	Kinyamkela kamgela kisango munhu ayo, kaguta nyangi, kamulawa. 
MRK.1.27	Wanhu wose wakanganya ng'hani, avo wasonga kuilongela, “Vino kino choni? Mafundizo gano ga sambi! Munhu ino kana udahi wa kulava vinyamkela, nao womtegeleza!”
MRK.1.28	Avo mbuli za Yesu zibwililika himahima kila hanhu mwiisi ya Galilaya.
MRK.1.29	Yesu na wanahina zake, hamoja na Yakobo na Yohana walawa mna ing'anda ya kumpula Mulungu, wachola kuna ikae ya Simoni na Andeleya. 
MRK.1.30	Mkwe wa kitwanzi wa Simoni kakala yawasile mulusazi kolumwa homa, Yesu viyavikile wamulongela mbuli za mtamu ayo. 
MRK.1.31	Yesu kamgendela mtwanzi ayo, kamgoga mkono kamwinula. Homa imulawa na kasonga kuwasang'hanila.
MRK.1.32	Ichungulo, zuwa vidihongile, wanhu wamgalila Yesu watamu na waja wakalile na vinyamkela. 
MRK.1.33	Wanhu wose wa kudibuga dija waiting'hana haluhelengo lwa ing'anda. 
MRK.1.34	Yesu kawahonya wanhu wengi wakalile na mitamu na kawalava vinyamkela wengi. Hawalekile vinyamkela walonge kwavija wamjuwa kakala nani.
MRK.1.35	Imitootondo ng'hani siku diyagwe, Yesu kalamuka kasegela, kachola kunze kudibuga, hanhu kuduhu wanhu, kuko kampula Mulungu. 
MRK.1.36	Simoni na wayage wachola kumzahila, 
MRK.1.37	viwamvikile wamulongela, “Kila munhu kokuzahila.”
MRK.1.38	Yesu kawedika, “Tolondeka kuchola kuna ivijiji viyagwe vili behi. Ako nako nolondeka kuwapetela wanhu Mbuli Inogile, kwavija acho kiminzile.”
MRK.1.39	Yesu kachola kila hanhu mwiisi ya Galilaya, kawapetela wanhu Mbuli Inogile mzing'anda za kumpula Mulungu na kulava vinyamkela.
MRK.1.40	Munhu imoja yeli na utamu wa dikulu kamgendela Yesu, kamfugamila, kampula, kalonga, “Wahalonda kodaha kunihonya.”
MRK.1.41	Yesu kamonela bazi, kamgolosela mkono, kamkwasa, kalonga, “Nolonda, hona!” 
MRK.1.42	Bahaja utamu umulawa, kahona. 
MRK.1.43	Yesu kamulongela yachole, kamzuma, 
MRK.1.44	kamulongela, “Tegeleza, sekeumulongele munhu yoyose mbuli ino, lakini goga inzila mbaka kwa mulava nhosa, yakakulolese lolese. Abaho kalave nhosa kamba viyalagize Musa ili kutenda kila munhu yatogole kamba kuhonyigwa.”
MRK.1.45	Lakini munhu ayo kasegela, kasonga kuzibwililisa mbuli azo kila hanhu, kalonga mbuli nyingi mbaka Yesu hadahile kwingila mwiisi kunze kunze. Avo Yesu kakala kunze hanhu kuduhu wanhu, lakini wanhu wamcholela kulawa kila hanhu.
MRK.2.1	Hazibitile siku nyingi, Yesu kabwela Kapelinaumu, mbuli zibwililika kwa wanhu kamba kakala ukae. 
MRK.2.2	Wanhu wengi waiting'hana hamoja mbaka kukala kuduhu gati disigale, wamema mbaka kuluhelengo. Yesu kakala kowapetela mbuli. 
MRK.2.3	Abaho weza wanhu wane, wampapile munhu yaholole walonda kumgala kwa Yesu. 
MRK.2.4	Kwavija kukala na lunhu, hawadahile bule kumgala kwa Yesu. Avo watobola zonzo kukiswili uchanha ya aho haakalile Yesu, wahumulusa mkeka muyatambalale munhu ayo yaholole. 
MRK.2.5	Yesu viyakone kutamanila kwao, kamulongela munhu ayo yaholole, “Mwanangu, nzambi zako zigeligwa kumgongo.”
MRK.2.6	Wafundiza Malagizo ga Musa wayagwe wakalile hanhu aho wagesa mna imizoyo yao, 
MRK.2.7	“Munhu ino kodahaze kulonga vino? Ino komkudula Mulungu! Mulungu yaiyeka ayo yodaha kuzigela kumgongo nzambi!”
MRK.2.8	Bahaja Yesu kakijuwa kiwagesile mna imizoyo yao. Avo kawauza, “Habali mogesa avo? 
MRK.2.9	Vino choni kibuhile, kumulongela munhu yaholole, ‘Nzambi zako zigeligwa kumgongo’, hebu kulonga, ‘Ima, papa mkeka wako utembele?’ 
MRK.2.10	Lakini nolonda mujuwe, Mwana wa Munhu kana udahi mwiisi wa kuzigela kumgongo nzambi za wanhu.” Avo kamulongela munhu ayo yaholole, 
MRK.2.11	“Nokulongela, lamuka, papa mkeka wako, uchole ukae!”
MRK.2.12	Nayo kenuka, kapapa mkeka wake, kalawa kunze na kasegela mgameso gao. Wose wakanganya, wamtogola Mulungu na walonga, “Hatunachona kinhu kamba kino!”
MRK.2.13	Yesu kabweleganya kabili kumgwazo wa lamba da Galilaya. Lunhu lwa wanhu lumcholela, nayo kasonga kuwafundiza. 
MRK.2.14	Viyakalile kobita, kamvika mbokela kodi imoja twaga jake Lawi, mwanage Alufayo kakala mng'anda ya kulipila kodi. Yesu kamulongela, “Nikweleleze.” Lawi kenuka, kamkweleleza.
MRK.2.15	Yesu viyakalile koja mng'anda ya Lawi, wabokela kodi wengi na wanhu wene nzambi, wakala hamoja nayo woja na wanahina zake, kwavija wanhu wengi wakala womkweleleza. 
MRK.2.16	Wafundiza Malagizo ga Musa wayagwe wakalile Mafalisayo viwamonile Yesu koja na wanhu wene nzambi na wabokela kodi, wawauza wanahina zake, “Habali koja na wanhu kamba wano?”
MRK.2.17	Yesu viyahulike avo kawedika, “Wanhu wagima hawamulonda mganga, ila wanhu watamu womulonda. Sizile kuwakema wanhu wogesa wanoga, niza kuwakema wanhu wene nzambi.”
MRK.2.18	Wanahina wa Yohana Mbatizaji na wanahina wa Mafalisayo wakala wofunga kuja. Wanhu wayagwe wamcholela Yesu, wamuuza, “Habali wanahina wa Yohana na wanahina wa Mafalisayo wofunga kuja lakini wanahina zako hawafunga kuja?”
MRK.2.19	Yesu kawedika, “Vino yodahika vilihi wanhu wagonekigwe kuna dizengele wafunge kuja kipindi munhu yosola kahamoja nao? Bule! Hawadaha kufunga kuja. 
MRK.2.20	Lakini kipindi chokwiza munhu yosola vonda yasegezigwe kumwao, baho wofunga kuja.
MRK.2.21	“Kuduhu munhu yokwika kilaka cha kiwalo cha sambi mna kiwalo cha umwaka. Yahatenda avo, kilaka cha sambi chokidega kiwalo cha umwaka, na aho hadegeke hokongezeka. 
MRK.2.22	Vivija kuduhu munhu yogida divai ya sambi mna mifuko ya ng'hwembe ya umwaka, kwavija yahatenda avo divai ya sambi yoitula imifuko na divai yokwitika na imifuko yobanangika. Ila divai ya sambi yogidigwa mna imifuko ya ng'hwembe ya sambi.”
MRK.2.23	Siku dimoja da Kubwihila, Yesu na wanahina zake wakala wobita mna imigunda ya uhemba. Viwakalile wobita, wanahina zake wasonga kuhulula uhemba. 
MRK.2.24	Mafalisayo wamulongela Yesu, “Lola, wanahina zako wotenda kinhu kigomesigwe kutendigwa kudi siku da Kubwihila!”
MRK.2.25	Yesu kawedika, “Hamusomile kija kiyatendile Daudi kipindi heyo na wayage viwakalile na nzala? 
MRK.2.26	Mna ikipindi cha Mkulu wa walava nhosa Abiatali, Daudi kengila mna Ing'anda ya Mulungu na kugaja magate galavigwe nhosa kwa Mulungu. Magate gago golondigwa kudigwa na walava nhosa waiyeka, lakini Daudi kagaja na abaho kawagwaa wayage.”
MRK.2.27	Abaho Yesu kawalongela, “Siku ya Kubwihila ikigwa mbuli ya wanhu, na siyo wanhu mbuli ya siku ya Kubwihila. 
MRK.2.28	Avo Mwana wa Munhu ayo Mndewa wa siku ya Kubwihila.”
MRK.3.1	Abaho Yesu kachola kabili mng'anda ya kumpula Mulungu. Ako kukala na munhu yakalile na mkono uholole. 
MRK.3.2	Wanhu wayagwe wakalile aho walonda kilamuso cha kumtagusila Yesu, avo wamulola bunhuu kamba komuhonya munhu ayo mna isiku ya Kubwihila. 
MRK.3.3	Yesu kamulongela munhu ayo yaholole mkono, “Ima hano kuulongozi.” 
MRK.3.4	Abaho Yesu kawauza wanhu awo, “Vino Malagizo getu gotulonda tutende choni mna isiku ya Kubwihila? Kutenda ganogile hebu kutenda gehile? Kuuhonya ugima wa munhu hebu kuukoma?”
MRK.3.4	Lakini wao wanyamala huupi. 
MRK.3.5	Yesu kawalola wanhu awo kwa kugevuzika, kawonela bazi mbuli ya udala wa mizoyo yao. Abaho kamulongela munhu ayo, “Golosa mkono wako.” Nayo kaugolosa mkono wake, na mkono wake uhona. 
MRK.3.6	Abaho Mafalisayo walawa kunze mna ing'anda ya kumpula Mulungu, waiting'hana na wanhu wa Helode, wakala kiseto wamkome Yesu.
MRK.3.7	Yesu na wanahina zake wachola kudilamba da Galilaya, lunhu mkulu lwa wanhu lumkweleleza. Walawa kuzi isi za Galilaya na Yudea, 
MRK.3.8	na buga da Yelusalemu, na isi ya Idumeya, na umwambu wa Yolidani, na kulawa mzimbaka zili mmabehi na mabuga ga Tilo na Sidoni. Wanhu wose awo wamcholela Yesu kwavija wahulika mbuli zake ziyakalile kotenda. 
MRK.3.9	Kwavija lunhu lukala lukulu, Yesu kawalongela wanahina zake wamtandile ngalawa muladi wanhu sekewamsung'he sung'he. 
MRK.3.10	Kwavija Yesu kawahonya wanhu wengi, avo wanhu wose wakalile watamu wakala woisung'ha sung'ha wadahe kumkwasa. 
MRK.3.11	Wanhu wakalile na vinyamkela viwamonile Yesu, wamgwila kuulongozi waguta mizangi wolonga, “Gweye kwa Mwana wa Mulungu!”
MRK.3.12	Lakini Yesu kawagomesa vinyamkela sekewamulongele munhu yoyose kamba heyo kakala nani.
MRK.3.13	Abaho Yesu kakwela kukigongo, kawakema wanhu yawalondile mwenyego, nao wamgendela. 
MRK.3.14	Kawasagula wanhu longo na wabili, kawakema watumigwa. Kawalongela, “Niwasagula mweye mukale na niye. Vivija nowagala mkawapetele wanhu Mbuli Inogile, 
MRK.3.15	na mweye mokuwa na udahi wa kulava vinyamkela.”
MRK.3.16	Wano awo longo na wabili iyawasagule, wakala Simoni, Yesu kamgwaa twaga da Petulo 
MRK.3.17	na Yakobo na ndugu yake Yohana, wanage Zebedayo kawagwaa twaga da Boanilige, fambulo jake, “Wana wa Ng'huwa” 
MRK.3.18	na Andeleya na Filipo na Batulumayo na Matayo na Tomaso na Yakobo mwana wa Alufayo na Tadayo na Simoni Mkananayo, 
MRK.3.19	na Yuda Isikaliote, yamuhinduke Yesu.
MRK.3.20	Abaho Yesu kachola ukae. Lunhu lwa wanhu luiting'hana kabili mbaka Yesu na wanahina zake walemelwa kuja. 
MRK.3.21	Ndugu zake viwahulike avo, wagenda kumsola kwavija wanhu wakala wolonga, “Kana kibozi mbwelela!”
MRK.3.22	Wafundiza Malagizo ga Musa wayagwe walawile Yelusalemu wakala wolonga, “Kana Belizebuli! Ayo mkulu wa vinyamkela yomgwaa udahi wa kuwalava vinyamkela.”
MRK.3.23	Yesu kawakema na kawalongela kwa simo, “Vino Mwenembago kodahaze kumulava Mwenembago? 
MRK.3.24	Kamba undewa wahaigola wenyego na kuitowa, undewa awo wogwa. 
MRK.3.25	Wanhu wa lubuga lumoja wahaigola na kuitowa, lubuga lulo logwa. 
MRK.3.26	Avo kamba undewa wa Mwenembago wahaigola wenyego, undewa awo wogwa na kuhelela baho.
MRK.3.27	“Kuduhu munhu yodaha kutula ng'anda ya munhu mwene nguvu na kusola vinhu vake, mbaka yasonge kumgodeka munhu ayo, baho kodaha kusola vinhu vake.
MRK.3.28	“Nowalongela ukweli, nzambi zose ziwatendile wanhu na maligo gao gose, Mulungu kodaha kugela kumgongo. 
MRK.3.29	Lakini munhu yoyose yomuliga Loho Yang'alile, maligo gake hondagageligwe kumgongo bule, kwavija katenda nzambi ya mazuwa gose.” 
MRK.3.30	Yesu kalonga avo kwavija wanhu wakala wolonga, “Kana kinyamkela.”
MRK.3.31	Abaho mamake na ndugu zake Yesu weza, wema kunze wamtuma munhu yamkeme Yesu. 
MRK.3.32	Lunhu lwa wanhu lukala lumzunguluke Yesu. Nao wamulongela, “Go mkulu, mamako na ndugu zako wa kunze, wokulonda gweye.”
MRK.3.33	Yesu kawedika, “Mamangu ayo nani? Na ndugu zangu wao nani?” 
MRK.3.34	Baho kawalola wanhu awo wamzunguluke, kawalongela, “Loleni! Wano awo mamangu na ndugu zangu! 
MRK.3.35	Munhu yoyose yotenda gaja golondigwa na Mulungu, ayo ndugu yangu na lumbu jangu na mamangu.”
MRK.4.1	Yesu kasonga kufundiza kabili kumgwazo wa lamba da Galilaya. Lunhu lwa wanhu lumzunguluka mbaka kengila mwiingalawa na kukala mumo. Wanhu wose wakala kumgwazo wa lamba. 
MRK.4.2	Kawafundiza vinhu vingi kwa simo, kawalongela,
MRK.4.3	“Tegelezeni! Kukala na munhu kachola kuhanda mbeyu. 
MRK.4.4	Viyakalile komiza zimbeyu kumgunda, ziyagwe zilagalila mnzila, ndege weza na kuzija. 
MRK.4.5	Ziyagwe zilagalila mgamabwe hakalile na udongo mdodo. Zota himahima kwavija udongo ukala mdodo. 
MRK.4.6	Zuwa vidilawile, diisoma mimeya na kwavija mizizi yake haicholile hasi ng'hani, inyala. 
MRK.4.7	Mbeyu ziyagwe zilagalila mvisolo va miba, visolo avo vikula na kuizonga mimeya, nayo ilemelwa kulela. 
MRK.4.8	Lakini mbeyu ziyagwe zilagalila hanhu heli na udongo unogile. Zota, zikula na kulela kubanza zija zihandigwe, ziyagwe zilela malongo madatu, ziyagwe zilela malongo sita, na ziyagwe zilela gana dimoja.”
MRK.4.9	Abaho Yesu kalonga, “Munhu yeli na magwiti, yahulike!”
MRK.4.10	Yesu viyakalile yaiyeka, wanahina zake longo na wabili na wanhu wayagwe wamulongela yawafambulile simo azo. 
MRK.4.11	Yesu kawalongela, “Mweye mugweleligwa kuzijuwa mbuli zifisigwe za Undewa wa Mulungu, lakini awo weli kunze wohulika mbuli zose kwa simo, 
MRK.4.12	muladi,
MRK.4.12	‘Walole, lakini sekewone,
MRK.4.12	wategeleze lakini sekewajuwe.
MRK.4.12	Kwavija wahavijuwa, wodaha kumbwelela Mulungu,
MRK.4.12	na Mulungu kozigela kumgongo nzambi zao.’ ”
MRK.4.13	Abaho Yesu kawauza, “Hamulujuwile vilihi lusimo luno? Vino lelo molujuwaze lusimo lolose luyagwe? 
MRK.4.14	Muhandaji kohanda mbuli ya Mulungu. 
MRK.4.15	Wanhu wayagwe waigala na izimbeyu zilagalile mnzila, wahahulika mbuli, Mwenembago kokwiza na kuisola mbuli ihandigwe mgati mmwao. 
MRK.4.16	Wanhu wayagwe waigala na mbeyu zilagalile mna gamabwe. Wahahulika mbuli, bahaja wozibokela kwa kudeng'helela, 
MRK.4.17	lakini kwavija waduhu mizizi mgati mmwao, wokala kipindi kidodo. Wahagaya na kudununzika mbuli ya usenga awo, wobwela kukisogo. 
MRK.4.18	Wanhu wayagwe waigala na mbeyu zilagalile mna ivisolo va miba. Wohulika mbuli, 
MRK.4.19	lakini magayo ga ugima uno, kulonda utajili, na kulonda mbuli nyingi ziyagwe kuizonga mbuli ayo, nayo ilemelwa kulela. 
MRK.4.20	Lakini wanhu wayagwe waigala na mbeyu zilagalile muudongo unogile. Wouhulika usenga, woutogola na wolela matunda, wayagwe malongo madatu wayagwe malongo sita na wayagwe gana dimoja.”
MRK.4.21	Yesu kagendelela kulonga, “Vino munhu kodaha kubwinha taa mng'anda na kuigubika na kikalango hebu kuika muuvungu wa lusazi? Vino haika kukingolobweda? 
MRK.4.22	Kwavija kinhu chochose kifisigwe chokoneka na kinhu chochose kigubikigwe chogubuligwa. 
MRK.4.23	Yeli na magwiti yahulike!”
MRK.4.24	Vivija kawalongela, “Iteganyeni na gaja gomuhulika! Vija vimuwatagusa wayagwe na Mulungu kowatagusa vivo na mokongezeligwa ng'hani. 
MRK.4.25	Waja weli na vinhu wokongezelwa, lakini waja waliduhu vinhu wobokigwa hata vija vidodo viwelinavo.”
MRK.4.26	Yesu kagendelela kulonga, “Undewa wa Mulungu uigala na kija kilawilile kwa munhu yamizile mbeyu mumgunda wake. 
MRK.4.27	Ikilo kowasa, imisi kolamuka, mbeyu zota na kukula, lakini heyo hajuwa choni kigendelela. 
MRK.4.28	Udongo wenyego wozitenda mbeyu zikule goya na kulela matunda, tanhu majani, abaho mada, na womambukiza kwa kuzamiza. 
MRK.4.29	Uhemba wahakangala, munhu ayo kosola sengo na kosonga kusenga kwavija kipindi cha kusenga kivika.”
MRK.4.30	Yesu kalonga kabili, “Vino Undewa wa Mulungu uigala na choni? Vino tuusimulile kwa lusimo gani? 
MRK.4.31	Uigala na kija kilawilile kwa munhu yasolile mbeyu ya haladali mbeyu ndodo kubanza zose na kuihanda mumgunda. 
MRK.4.32	Lakini yahahandigwa, yokula na yokuwa mbiki mkulu kubanza mibiki yose ihandigwe mumgunda. Yokwika matambi makulu ng'hani mbaka ndege wozenga mvulu zao mna gamatambi gake.”
MRK.4.33	Yesu kawapetela wanhu usenga wake kwa simo nyingi ziigalile na zino, kawalongela mbuli nyingi kamba viwadahile kuzijuwa. 
MRK.4.34	Halongile nao kinhu chochose bila simo, lakini viwakalile waiyeka na wanahina zake, kawafambulila vinhu vose.
MRK.4.35	Ichungulo ya siku dijo, Yesu kawalongela wanahina zake, “Tuloke mwambu wa lamba.” 
MRK.4.36	Avo wawaleka wanhu wose, wanahina zake wengila mwiingalawa yaakalile Yesu na wachola nayo. Vivija kukala na ngalawa ziyagwe hanhu aho. 
MRK.4.37	Bahaja dilawilila nyukwanyukwa kulu da beho na ng'humbi mgamazi gaizola ija ingalawa mbaka ilonda kumema mazi.
MRK.4.38	Yesu kakala kukisogo mwiingalawa, kawasa na keka pala jake muna umto. Wanahina zake wamulamusa na kumulongela, “Mfundiza! Vino gweye hutonga, tweye tofa?”
MRK.4.39	Yesu kalamuka, kadikomhokela dija dibeho, “Nyamala!” Baho beho dinyamala tuluu, na kukala poozi. 
MRK.4.40	Abaho Yesu kawalongela wanahina zake, “Habali modumba? Mung'hali mduhu kutamanila?”
MRK.4.41	Wanahina zake wadumba na waiuza wenyego, “Vino ino munhu gani? Mbaka beho na ng'humbi vose vomuhulika!”
MRK.5.1	Yesu na wanahina zake waloka mbaka mwambu wa lamba da Galilaya, mwiisi ya Wagelasi. 
MRK.5.2	Baho Yesu viyalawile mwiingalawa, kaiting'hana na munhu yeli na vinyamkela. Munhu ayo kalawa kuna gamapanga. 
MRK.5.3	Munhu ayo kakala yokala kuna gamapanga gago, kuduhu munhu yadahile kumgodeka minyololo. 
MRK.5.4	Miyanza mingi wageza kumgodeka minyololo mmakono na mmagulu, lakini kakala yozikanha na kuzibena bena mhingu zili mmagulu gake. Kakala na nguvu ng'hani na kuduhu munhu yadahile kumgoga. 
MRK.5.5	Imisi na ikilo kakala yokwanga mna gamapanga gaja na kuna ivigongo, kaguta nyangi na kuikanha kanha kwa mabwe.
MRK.5.6	Viyamone Yesu kwa kutali, kamkimbilila na kamfugamila. 
MRK.5.7	Kaguta, “Yesu, Mwana wa Mulungu yeli Uchanha Ng'hani! Kolonda choni kumwangu? Iduile kwa twaga da Mulungu kamba hunidununza bule!” 
MRK.5.8	Kalonga avo kwavija Yesu kamulongela, “Kinyamkela, mulawe munhu ino!”
MRK.5.9	Yesu kamuuza, “Twaga jako nani?”
MRK.5.9	Munhu ayo kamwidika, “Twaga jangu Lunhu, kwavija twa wengi!” 
MRK.5.10	Kampula Yesu sekeyawagale ivinyamkela kunze ya isi ija.
MRK.5.11	Kukala na bumbila kulu da nguluwe wakala woja kuna umtelemuko wa kigongo. 
MRK.5.12	Avo vinyamkela wampula Yesu, “Tugale kwa nguluwe, na utuleke tuwengile wao.” 
MRK.5.13	Yesu kawatogolela, avo vinyamkela wamulawa munhu ayo, na wengila mna iwanguluwe. Bumbila jose da nguluwe elufu mbili wahumulukila kudilamba, wose wafila mumo.
MRK.5.14	Wanhu wakalile wowasusila nguluwe awo wakimbila na kuzibwililisa mbuli azo mwiisi na kumigunda. Abaho wanhu wachola kulola kija kilawilile. 
MRK.5.15	Viwavikile kwa Yesu, wamona munhu ayo yakalile na vinyamkela kakala aho na kavala goya viwalo, na nzewele zake zimbwelela na wanhu wose wadumba. 
MRK.5.16	Wanhu wachone acho kilawilile, wawalongela wayao gaja gampatile munhu ayo yakalile na vinyamkela, na mbuli za nguluwe.
MRK.5.17	Avo wanhu wampula Yesu yasegele mwiisi yao.
MRK.5.18	Yesu viyakalile kokwela mwiingalawa, munhu ayo yakalile na vinyamkela kampula Yesu wachole wose.
MRK.5.19	Lakini Yesu kamulemela, kamulongela, “Bwela ukayako ukawalongele wanhu wa lukolo lwako gaja gose Mndewa gayakutendele, na viyakonele bazi.”
MRK.5.20	Avo munhu ayo kasegela, kachola hanhu hakemigwe Dekapoli, kawalongela wanhu gaja gose Yesu gayamtendele. Wanhu wose wahulike wakanganya.
MRK.5.21	Yesu kabwela mwambu uyagwe wa lamba. Lunhu lwa wanhu lumzunguluka kumgwazo wa lamba. 
MRK.5.22	Abaho keza mkulu imoja wa ng'anda ya kumpula Mulungu, twaga jake Yailo. Viyamone Yesu, kaibwanha hasi mmagulu gake, 
MRK.5.23	kampula ng'hani, “Mndele wangu kolumwa ng'hani. Nokupula chonde chonde, wize ukamwikile makono muladi yahone na yawe mgima.”
MRK.5.24	Abaho Yesu kachola na Yailo, lunhu mkulu lwa wanhu lumkweleleza kuno lomsung'ha sung'ha.
MRK.5.25	Baho kukala na mtwanzi yakalile na utamu wa kutumika kwa miyaka longo na mibili. 
MRK.5.26	Mtwanzi ayo kachola kwa waganga wengi na katumia vinhu vose viyakalile navo, lakini hahonile bule, ila kagendelela kulumwa ng'hani. 
MRK.5.27	Viyazihulike mbuli za Yesu, kengila mna ulunhu lwa wanhu, kamcholela Yesu kukisogo na kakwasa kiwalo chake. 
