GEN.1.2	A terra, porém, era 
DEU.28.51	Ela comerá o fruto do teu gado e o fruto do teu solo, até que sejas destruído; e não te deixará pão, mosto, nem azeite, nem as crias das tuas vacas e dos teus rebanhos, até que te haja destruído. 
DEU.28.52	Sitiar-te-á em todas as tuas cidades, até que em toda a tua terra venham cair os teus altos e fortes muros em que confiavas; e te sitiará em todas as tuas cidades em toda a tua terra que Jeová, teu Deus, te há dado 
DEU.28.53	Comerás o fruto do teu ventre, as carnes de teus filhos e de tuas filhas que Jeová, teu Deus, te há dado, no sítio e no aperto com que os teus inimigos te apertarão. 
DEU.28.54	O homem que é mimoso entre vós e mui delicado, o seu olho será mesquinho para com seu irmão, e para com a mulher do seu regaço, e para com o restante de seus filhos que lhe ficarem; 
DEU.28.55	de sorte que não dará a nenhum deles da carne de seus filhos que ele comer, por não lhe ficar nada, no sítio e no aperto com que os teus inimigos te apertarão em todas as tuas cidades. 
DEU.28.56	A mulher mimosa e delicada entre vós, que por delicadeza e mimo não tentar pôr a planta do pé sobre a terra, o seu olho será mesquinho para com o marido do seu regaço, e para com seu filho, e para com sua filha. 
DEU.28.57	Será mesquinha para com as suas párias que saírem dentre os pés e para com seus filhos que der à luz; porque os comerá às escondidas pela falta de todas as coisas, no sítio e no aperto com que os teus inimigos te apertarão nas tuas cidades.
DEU.28.58	Se não cuidares de cumprir todas as palavras desta lei que estão escritas neste livro, para temeres este glorioso e temível nome: JEOVÁ, TEU DEUS, 
DEU.28.59	Jeová fará espantosas as tuas pragas e as pragas da tua semente; sim, pragas grandes e perseverantes e enfermidades malignas e rebeldes. 
DEU.28.60	Fará tornar sobre ti todas as doenças do Egito de que tiveste temor; e se apegarão a ti. 
DEU.28.61	Também Jeová fará vir sobre ti toda enfermidade, e toda praga, que não está escrita no livro desta lei, 
DEU.28.62	Ficareis poucos em número, 
DEU.28.63	Assim como Jeová se deleitava em vós, para vos fazer bem e para vos multiplicar, assim Jeová se deleitará em vós, para vos fazer perecer e para vos destruir. 
DEU.28.64	Jeová 
DEU.28.65	Entre estas nações não terás repouso, nem haverá descanso para a planta do teu pé; mas Jeová te dará ali um coração agitado, e desfalecimento de olhos, e desmaio de alma. 
DEU.28.66	A tua vida estará como em suspenso diante de ti; temerás de dia e de noite e não crerás na tua vida. 
DEU.28.67	De manhã dirás: Oxalá que fosse a tarde; e à tarde dirás: Oxalá que fosse a manhã. Isso dirás pelo temor do teu coração que sentirás e pelo que verás com os teus olhos. 
DEU.28.68	Jeová te fará tornar ao Egito em navios, pelo caminho 
DEU.29.2	Chamou Moisés a todo o Israel e disse-lhes: Vós tendes visto tudo o que Jeová fez diante de vós na terra do Egito a Faraó, e a todos os seus servos, e a toda a sua terra; 
DEU.29.3	as grandes provas que os teus olhos viram, os milagres e aqueles grandes prodígios. 
DEU.29.4	Mas 
DEU.29.5	Quarenta anos vos conduzi pelo deserto; 
DEU.29.6	Não tendes comido pão, nem bebido vinho, nem bebida forte, para que saibais que eu sou Jeová, vosso Deus. 
DEU.29.7	Quando viestes a este lugar, Seom, rei de Hesbom, e Ogue, rei de Basã, nos saíram ao encontro à peleja, e ferimo-los. 
DEU.29.8	Tomamos-lhes a terra e 
DEU.29.9	Guardai as palavras desta aliança e cumpri-as, 
DEU.29.10	Vós estais hoje todos diante de Jeová, vosso Deus; os vossos cabeças, as vossas tribos, os vossos anciãos e os vossos oficiais, a saber, todos os homens de Israel, 
DEU.29.11	os vossos pequeninos, vossas mulheres e o peregrino que está no meio dos vossos arraiais, desde o 
DEU.29.12	para que tu entres na aliança de Jeová, teu Deus, e no seu juramento que Jeová, teu Deus, faz hoje contigo; 
DEU.29.13	para que te estabeleça como povo para si e 
DEU.29.14	Não é tão somente convosco que faço esta aliança e este juramento; 
DEU.29.15	porém com aquele que está aqui hoje conosco diante de Jeová, nosso Deus, e também com aquele que hoje não está aqui conosco. 
DEU.29.16	Vós sabeis como habitamos na terra do Egito e como passamos pelo meio das nações, pelas quais passastes; 
DEU.29.17	vistes as suas coisas detestáveis e os seus ídolos, o 
DEU.29.18	Faço esta aliança para que não haja entre vós homem, ou mulher, ou família, ou tribo cujo coração hoje se desvie de Jeová, nosso Deus, a fim de servir aos deuses dessas nações; para que não haja entre vós uma 
DEU.29.19	e para que não aconteça que, ouvindo as palavras desta maldição, se abençoe em seu coração, dizendo: Terei paz, ainda que eu ande na obstinação do meu coração, para destruir o abeberado com o sequioso; 
DEU.29.20	Jeová não lhe quererá perdoar, mas, então, 
DEU.29.21	Jeová o separará de todas as tribos de Israel, para mal, segundo todas as maldições da aliança que 
DEU.29.22	A geração vindoura, e vossos filhos que se levantarem depois de vós, e o 
DEU.29.23	ao verem que toda a terra é 
DEU.29.24	sim, todas as nações dirão: Por que se houve Jeová assim com esta terra? Que significa o ardor desta grande ira? 
DEU.29.25	Então, se dirá: 
DEU.29.26	e se foram, e serviram a outros deuses, e os adoraram, deuses que eles não conheceram e que lhes não foram dados; 
DEU.29.27	portanto, se acendeu a ira de Jeová contra esta terra, para trazer sobre ela toda a maldição que está escrita neste livro. 
DEU.29.28	Jeová arrancou-os da sua terra em ira, em furor e em grande indignação e atirou-os para outra terra, como hoje se vê. 
DEU.29.29	As coisas escondidas pertencem a Jeová, nosso Deus, mas as coisas que são reveladas nos pertencem a nós e a nossos filhos, para sempre, para que observemos todas as palavras desta lei.
DEU.30.1	Quando vierem sobre ti todas essas coisas, a 
DEU.30.2	e 
DEU.30.3	Jeová, teu Deus, 
DEU.30.4	Se algum dos teus desterrados estiver nas extremidades do céu, dali te ajuntará Jeová, teu Deus, e 
DEU.30.5	Jeová, teu Deus, te introduzirá na terra que teus pais possuíram, e a possuirás; e te fará bem e te 
DEU.30.6	Jeová, teu Deus, circuncidará o teu coração e o coração da tua semente, 
DEU.30.7	Jeová, teu Deus, porá todas essas imprecações sobre os teus inimigos e sobre os que te odeiam, os quais te perseguiram. 
DEU.30.8	Voltarás, e obedecerás à voz de Jeová, e observarás todos os seus mandamentos que eu hoje te ordeno. 
DEU.30.9	Jeová, teu Deus, te fará abundar até a prosperidade em todas as obras das tuas mãos, no fruto do teu ventre, no fruto do teu gado e no fruto do teu solo. Jeová tornará a alegrar-se em ti para te fazer bem, como se alegrou em teus pais; 
DEU.30.10	quando obedeceres à voz de Jeová, teu Deus, para guardares os seus mandamentos e os seus estatutos que 
DEU.30.11	Porque este mandamento que eu hoje te ordeno não é demasiado difícil para ti, nem está longe de ti. 
DEU.30.12	Não está no céu, para que digas: 
DEU.30.13	Nem está além do mar, para que digas: Quem passará por nós o mar, e nô-lo trará, e nô-lo fará ouvir, para que o observemos? 
DEU.30.14	Mas a palavra está muito perto de ti, na tua boca e no teu coração, para que a observes.
DEU.30.15	Vê que hoje te propus a vida e o bem, a morte e o mal. 
DEU.30.16	Se guardares o mandamento que eu hoje te ordeno, de 
DEU.30.17	Porém, se o teu coração se desviar, e tu não quiseres ouvir, mas fores seduzido, e adorares outros deuses, e os servires, 
DEU.30.18	declaro-vos hoje que 
DEU.30.19	Chamo hoje o céu e a terra por testemunhas contra ti, que te propus a vida e a morte, 
DEU.30.20	amando a Jeová, teu Deus, obedecendo à sua voz e 
DEU.31.1	Foi Moisés e falou estas palavras a todo o Israel. 
DEU.31.2	Disse-lhes: Hoje, completo 
DEU.31.3	É Jeová, teu Deus, que está passando diante de ti. Ele destruirá estas nações de diante de ti, e tu as desapossarás. 
DEU.31.4	Jeová lhes fará a eles como fez a Seom e a Ogue, reis dos amorreus, aos quais destruiu, bem como a sua terra. 
DEU.31.5	Jeová vô-los entregará, e lhes fareis segundo todo o mandamento que vos tenho ordenado. 
DEU.31.6	Sede corajosos e fortes; 
DEU.31.7	Chamou Moisés a Josué e disse-lhe à vista de todo o Israel: 
DEU.31.8	Jeová é quem vai adiante de ti. Ele estará contigo; 
DEU.31.9	Moisés escreveu esta lei e a entregou aos sacerdotes, filhos de Levi, 
DEU.31.10	Ordenou-lhes Moisés, dizendo: Ao fim de cada sete anos, no tempo determinado 
DEU.31.11	quando todo o Israel vier a comparecer perante Jeová, teu Deus, 
DEU.31.12	Congrega o povo, os homens, as mulheres, os pequeninos e o peregrino que está das tuas portas para dentro, para que ouçam e 
DEU.31.13	para que seus filhos que não a tinham conhecido, ouçam e aprendam a temer a Jeová, vosso Deus, todo o tempo que viverdes na terra, para possuir a qual estais passando o Jordão.
DEU.31.14	Jeová disse a Moisés: 
DEU.31.15	Então, apareceu Jeová na tenda na coluna de nuvem; e a coluna de nuvem estacionou sobre a porta da Tenda. 
DEU.31.16	Disse Jeová a Moisés: Eis 
DEU.31.17	Acender-se-á a minha ira contra ele naquele dia, e o abandonarei. Esconderei dele o meu rosto, e ele será devorado. Sobre ele virão muitos males e aflições, de sorte que dirá naquele dia: Não é, porventura, por não estar Deus no meio de mim, que estes males me sobrevieram? 
DEU.31.18	Eu, certamente, esconderei o meu rosto naquele dia, por causa de todos os males que ele tiver feito, por se haver tornado para outros deuses. 
DEU.31.19	Agora, 
DEU.31.20	porque o introduzirei na terra que prometi, com juramento, a seus pais, terra que mana leite e mel. Comerá, e fartar-se-á, e 
DEU.31.21	Quando lhe sobrevierem muitos males e aflições, falará em testemunho diante dele este cântico; pois a sua semente o trará na boca sem jamais o esquecer; porque sei as cogitações que há nele mesmo agora, antes de o ter eu introduzido na terra que prometi com juramento. 
DEU.31.22	Escreveu Moisés este cântico no mesmo dia e o ensinou aos filhos de Israel. 
DEU.31.23	Ordenou Jeová a Josué, filho de Num, e disse: Sê corajoso e forte, porque tu introduzirás os filhos de Israel na terra que lhes prometi com juramento. 
DEU.31.24	Tendo Moisés acabado de escrever as palavras desta lei num livro, 
DEU.31.25	ordenou aos levitas que 
DEU.31.26	Tomai este livro da lei e ponde-o ao lado da arca da Aliança de Jeová, vosso Deus, para que ali esteja por testemunha contra ti. 
DEU.31.27	Porque eu sei a 
DEU.31.28	Congregai diante de mim todos os anciãos das vossas tribos e os vossos oficiais, para que eu fale estas palavras aos seus ouvidos e 
DEU.31.29	Porque sei que, depois da minha morte, procedereis corruptamente e vos desviareis do caminho que vos tenho ordenado. A calamidade vos sobrevirá nos últimos dias, porque fareis o mal à vista de Jeová, para o irritardes pelas obras das vossas mãos.
DEU.31.30	Então, Moisés proferiu aos ouvidos de toda a assembleia de Israel as palavras deste cântico.
DEU.32.1	e ouça a terra as palavras da minha boca.
DEU.32.2	destile o meu discurso como o orvalho;
DEU.32.2	como o chuvisco sobre a terra,
DEU.32.2	como as chuvinhas sobre a erva.
DEU.32.6	É assim que tratas a Jeová,
DEU.32.7	Lembra-te dos dias da antiguidade,
DEU.32.7	Considera os anos de gerações sucessivas.
DEU.32.7	aos anciãos, e eles to dirão.
DEU.32.8	Quando o Altíssimo dava às nações a sua herança,
DEU.32.8	quando separava os filhos dos homens,
DEU.32.8	fixou os limites dos povos
DEU.32.9	Jacó é a parte da sua herança.
DEU.32.10	e na solidão ululante dum ermo;
DEU.32.10	cercou-o, cuidou dele,
DEU.32.10	guardou-o como 
DEU.32.11	que adeja sobre seus filhos,
DEU.32.11	os levou sobre as suas asas.
DEU.32.13	e comeu a novidade do campo;
DEU.32.13	e azeite, da dura pederneira,
DEU.32.14	Coalhada de vacas, leite de ovelhas,
DEU.32.14	com gordura de cordeiros,
DEU.32.14	carneiros da casta de Basã e bodes,
DEU.32.14	Bebeste do sangue da uva, o vinho espumante.
DEU.32.15	(Tu te engordaste, te engrossaste, te fartaste!),
DEU.32.15	e tratou com desprezo a 
DEU.32.17	diante dos quais vossos pais não tremeram.
DEU.32.20	Então, disse: Esconderei deles o meu rosto,
DEU.32.21	irritaram-me com as suas 
DEU.32.21	irritá-los-ei com uma nação insensata.
DEU.32.22	arde até o mais profundo Sheol,
DEU.32.22	e incendeia os fundamentos dos montes.
DEU.32.25	e, por dentro, o pavor,
DEU.32.25	a criança de mama bem como ao homem encanecido.
DEU.32.26	Eu teria dito: 
DEU.32.27	e que os seus adversários, iludindo-se,
DEU.32.27	dissessem: 
DEU.32.27	e não é Jeová que tem feito todas essas coisas.
DEU.32.28	e neles não há entendimento.
DEU.32.30	e dois pôr em fuga a dez mil,
DEU.32.30	se a sua 
DEU.32.30	e Jeová lhos não entregara?
DEU.32.31	Porque a rocha deles não é como a nossa Rocha,
DEU.32.32	Pois a sua vide é da vide de Sodoma
DEU.32.32	e dos campos de Gomorra.
DEU.32.32	As suas uvas são uvas de 
DEU.32.32	os seus cachos são amargos.
DEU.32.33	O seu vinho é fel de répteis
DEU.32.33	e peçonha cruel de serpentes.
DEU.32.34	selado nos meus tesouros?
DEU.32.35	e o que lhes há de acontecer se apressará.
DEU.32.36	quando vir que o poder deles já se foi,
DEU.32.36	e que não resta nem escravo nem livre.
DEU.32.37	Ele dirá: 
DEU.32.37	a rocha em quem procuravam refúgio?
DEU.32.38	e bebiam o vinho das libações que eles ofereciam,
DEU.32.38	e haja sobre vós um abrigo.
DEU.32.40	Pois 
DEU.32.40	e digo: Como eu vivo para sempre,
DEU.32.41	se a minha mão pegar neste juízo,
DEU.32.41	e recompensarei aos que me odeiam.
DEU.32.42	do sangue dos mortos e dos cativos,
DEU.32.42	das cabeças cabeludas dos inimigos.
DEU.32.44	Veio Moisés e falou todas as palavras deste cântico aos ouvidos do povo, ele e 
DEU.32.45	Tendo Moisés acabado de falar todas estas palavras a todo o Israel, 
DEU.32.46	disse-lhes: 
DEU.32.47	Isso não é para vós coisa de somenos importância, pois 
DEU.32.48	Naquele mesmo dia, falou Jeová a Moisés: 
DEU.32.49	Subirás a este monte de Abarim, ao monte Nebo, que está na terra de Moabe, defronte de Jericó, e verás a terra de Canaã, que eu estou dando aos filhos de Israel por possessão. 
DEU.32.50	Morrerás no monte, ao qual tu hás de subir, e 
DEU.32.51	porque pecastes contra mim no meio dos filhos de Israel, junto as águas de Meribá de Cades, no 
DEU.32.52	Por isso, verás de longe a terra; porém 
DEU.33.1	Esta é a bênção que, antes da sua morte, deu Moisés, 
DEU.33.2	Ele disse:
DEU.33.2	e chegou das 
DEU.33.3	Cada um receberá das tuas palavras.
DEU.33.5	quando se reuniram os cabeças do povo
DEU.33.5	com todas as tribos de Israel.
DEU.33.6	porém sejam os seus homens poucos em número.
DEU.33.7	Ouve, Jeová, a voz de Judá
DEU.33.7	e faze-o vir ao seu povo;
DEU.33.7	com as suas mãos pelejou por ele;
DEU.33.7	e sê tu auxílio contra os seus adversários.
DEU.33.8	De Levi disse:
