GEN.1.1	No princípio Deus criou os céus e a terra.
1KI.15.10	e reinou quarenta e um anos em Jerusalém. O nome da sua avó era Maaca, filha de Absalão.
1KI.15.11	Asa fez o que o 
1KI.15.12	Expulsou do país os prostitutos cultuais e se desfez de todos os ídolos que seu pai havia feito. 
1KI.15.13	Chegou até a depor sua avó Maaca da posição de rainha-mãe, pois ela havia feito um poste sagrado repugnante. Asa derrubou o poste e o queimou no vale do Cedrom. 
1KI.15.14	Embora os altares idólatras não tenham sido eliminados, o coração de Asa foi totalmente dedicado ao 
1KI.15.15	Ele trouxe para o templo do 
1KI.15.16	Houve guerra entre Asa e Baasa, rei de Israel, durante todo o reinado deles. 
1KI.15.17	Baasa, rei de Israel, invadiu Judá e fortificou Ramá, para que ninguém pudesse entrar nem sair do território de Asa, rei de Judá.
1KI.15.18	Então Asa ajuntou a prata e o ouro que haviam sobrado no tesouro do templo do 
1KI.15.19	com uma mensagem que dizia: “Façamos um tratado, como fizeram meu pai e o teu. Estou te enviando como presente prata e ouro. Agora, rompe o tratado que tens com Baasa, rei de Israel, para que ele saia do meu país”.
1KI.15.20	Ben-Hadade aceitou a proposta do rei Asa e ordenou aos comandantes das suas forças que atacassem as cidades de Israel. Ele conquistou Ijom, Dã, Abel-Bete-Maaca e todo o Quinerete, além de Naftali. 
1KI.15.21	Quando Baasa soube disso, abandonou a construção dos muros de Ramá e foi para Tirza. 
1KI.15.22	Então o rei Asa reuniu todos os homens de Judá—ninguém foi isentado—e eles retiraram de Ramá as pedras e a madeira que Baasa estivera usando. Com esse material Asa fortificou Geba, em Benjamim, e também Mispá.
1KI.15.23	Os demais acontecimentos do reinado de Asa, todas as suas realizações, todos os seus atos e todas as cidades que construiu, tudo isso está escrito nos registros históricos dos reis de Judá. Na velhice Asa sofreu uma doença nos pés 
1KI.15.24	e, quando descansou com os seus antepassados, foi sepultado com eles na Cidade de Davi, seu predecessor. E seu filho Josafá foi o seu sucessor.
1KI.15.25	Nadabe, filho de Jeroboão, tornou-se rei de Israel no segundo ano do reinado de Asa, rei de Judá, e reinou dois anos sobre Israel. 
1KI.15.26	Fez o que o 
1KI.15.27	Baasa, filho de Aías, da tribo de Issacar, conspirou contra ele, e o matou na cidade filisteia de Gibetom, enquanto Nadabe e todo o exército de Israel a sitiavam. 
1KI.15.28	Baasa matou Nadabe no terceiro ano do reinado de Asa, rei de Judá, e foi o seu sucessor.
1KI.15.29	Assim que começou a reinar, matou toda a família de Jeroboão. Dos pertencentes a Jeroboão não deixou ninguém vivo; destruiu todos, de acordo com a palavra do 
1KI.15.30	Isso aconteceu por causa dos pecados que Jeroboão havia cometido e havia feito Israel cometer, e porque ele tinha provocado a ira do 
1KI.15.31	Os demais acontecimentos do reinado de Nadabe e tudo o que fez estão escritos nos registros históricos dos reis de Israel. 
1KI.15.32	Houve guerra entre Asa e Baasa, rei de Israel, durante todo o reinado deles.
1KI.15.33	No terceiro ano do reinado de Asa, rei de Judá, Baasa, filho de Aías, tornou-se rei de todo o Israel, em Tirza, e reinou vinte e quatro anos. 
1KI.15.34	Fez o que o 
1KI.16.1	Então a palavra do 
1KI.16.2	“Eu o levantei do pó e o tornei líder de Israel, o meu povo, mas você andou nos caminhos de Jeroboão e fez o meu povo pecar e provocar a minha ira por causa dos pecados deles. 
1KI.16.3	Por isso estou na iminência de destruir Baasa e a sua família, fazendo a ela o que fiz à de Jeroboão, filho de Nebate. 
1KI.16.4	Cães comerão os da família de Baasa que morrerem na cidade, e as aves do céu se alimentarão dos que morrerem no campo”.
1KI.16.5	Os demais acontecimentos do reinado de Baasa, seus atos e suas realizações estão escritos nos registros históricos dos reis de Israel. 
1KI.16.6	Baasa descansou com os seus antepassados e foi sepultado em Tirza. E seu filho Elá foi o seu sucessor.
1KI.16.7	A palavra do 
1KI.16.8	No vigésimo sexto ano do reinado de Asa, rei de Judá, Elá, filho de Baasa, tornou-se rei de Israel e reinou dois anos em Tirza.
1KI.16.9	Zinri, um dos seus oficiais, que comandava metade dos seus carros de guerra, conspirou contra ele. Elá estava em Tirza naquela ocasião, embriagando-se na casa de Arsa, o encarregado do palácio de Tirza. 
1KI.16.10	Zinri entrou, feriu-o e matou-o, no vigésimo sétimo ano do reinado de Asa, rei de Judá. E foi o seu sucessor.
1KI.16.11	Assim que começou a reinar, logo que se assentou no trono, eliminou toda a família de Baasa. Não poupou uma só pessoa do sexo masculino
1KI.16.12	Assim Zinri destruiu toda a família de Baasa, de acordo com a palavra do 
1KI.16.13	por causa de todos os pecados que este e seu filho Elá haviam cometido e levado Israel a cometer, pois, com os seus ídolos inúteis, provocaram a ira do 
1KI.16.14	Os demais acontecimentos do reinado de Elá e tudo o que fez estão escritos nos registros históricos dos reis de Israel.
1KI.16.15	No vigésimo sétimo ano do reinado de Asa, rei de Judá, Zinri reinou sete dias em Tirza. O exército estava acampado perto da cidade filisteia de Gibetom. 
1KI.16.16	Quando os acampados souberam que Zinri havia conspirado contra o rei e o tinha assassinado, no mesmo dia, ali no acampamento, proclamaram Onri, o comandante do exército, rei sobre Israel. 
1KI.16.17	Então Onri e todo o seu exército saíram de Gibetom e sitiaram Tirza. 
1KI.16.18	Quando Zinri viu que a cidade tinha sido tomada, entrou na cidadela do palácio real e incendiou o palácio em torno de si, e morreu. 
1KI.16.19	Tudo por causa dos pecados que ele havia cometido, fazendo o que o 
1KI.16.20	Os demais acontecimentos do reinado de Zinri e a rebelião que liderou estão escritos nos registros históricos dos reis de Israel.
1KI.16.21	Então o povo de Israel dividiu-se em duas facções: metade apoiava Tibni, filho de Ginate, para fazê-lo rei, e a outra metade apoiava Onri. 
1KI.16.22	Mas os seguidores de Onri revelaram-se mais fortes do que os de Tibni, filho de Ginate. E aconteceu que Tibni morreu e Onri tornou-se rei.
1KI.16.23	No trigésimo primeiro ano do reinado de Asa, rei de Judá, Onri tornou-se rei de Israel e reinou doze anos, seis deles em Tirza. 
1KI.16.24	Por setenta quilos
1KI.16.25	Onri, porém, fez o que o 
1KI.16.26	Andou nos caminhos de Jeroboão, filho de Nebate, e no pecado que ele tinha levado Israel a cometer, e assim, com os seus ídolos inúteis, provocou a ira do 
1KI.16.27	Os demais acontecimentos do reinado de Onri, seus atos e suas realizações, tudo está escrito nos registros históricos dos reis de Israel. 
1KI.16.28	Onri descansou com os seus antepassados e foi sepultado em Samaria. E seu filho Acabe foi o seu sucessor.
1KI.16.29	No trigésimo oitavo ano do reinado de Asa, rei de Judá, Acabe, filho de Onri, tornou-se rei de Israel e reinou vinte e dois anos sobre Israel, em Samaria. 
1KI.16.30	Acabe, filho de Onri, fez o que o 
1KI.16.31	Ele não apenas achou que não tinha importância cometer os pecados de Jeroboão, filho de Nebate, mas também se casou com Jezabel, filha de Etbaal, rei dos sidônios, e passou a prestar culto a Baal e a adorá-lo. 
1KI.16.32	No templo de Baal, que ele mesmo tinha construído em Samaria, Acabe ergueu um altar para Baal. 
1KI.16.33	Fez também um poste sagrado. Ele provocou a ira do 
1KI.16.34	Durante o seu reinado, Hiel, de Betel, reconstruiu Jericó. Lançou os alicerces à custa da vida do seu filho mais velho, Abirão, e instalou as suas portas à custa da vida do seu filho mais novo, Segube, de acordo com a palavra que o 
1KI.17.1	Ora, Elias, de Tisbe
1KI.17.2	Depois disso a palavra do 
1KI.17.3	“Saia daqui, vá para o leste e esconda-se perto do riacho de Querite, a leste do Jordão. 
1KI.17.4	Você beberá do riacho, e dei ordens aos corvos para o alimentarem lá”.
1KI.17.5	E ele fez o que o 
1KI.17.6	Os corvos lhe traziam pão e carne de manhã e de tarde, e ele bebia água do riacho.
1KI.17.7	Algum tempo depois, o riacho secou-se por falta de chuva. 
1KI.17.8	Então a palavra do 
1KI.17.9	“Vá imediatamente para a cidade de Sarepta de Sidom e fique por lá. Ordenei a uma viúva daquele lugar que lhe forneça comida”. 
1KI.17.10	E ele foi. Quando chegou à porta da cidade, encontrou uma viúva que estava colhendo gravetos. Ele a chamou e perguntou: “Pode me trazer um pouco d’água numa jarra para eu beber?” 
1KI.17.11	Enquanto ela ia buscar água, ele gritou: “Por favor, traga também um pedaço de pão”.
1KI.17.12	Mas ela respondeu: “Juro pelo nome do 
1KI.17.13	Elias, porém, lhe disse: “Não tenha medo. Vá para casa e faça o que eu disse. Mas primeiro faça um pequeno bolo com o que você tem e traga para mim, e depois faça algo para você e para o seu filho. 
1KI.17.14	Pois assim diz o 
1KI.17.15	Ela foi e fez conforme Elias lhe dissera. E aconteceu que a comida durou muito tempo, para Elias e para a mulher e sua família. 
1KI.17.16	Pois a farinha na vasilha não se acabou e o azeite na botija não se secou, conforme a palavra do 
1KI.17.17	Algum tempo depois o filho da mulher, dona da casa, ficou doente, foi piorando e finalmente parou de respirar. 
1KI.17.18	E a mulher reclamou a Elias: “Que foi que eu te fiz, ó homem de Deus? Vieste para lembrar-me do meu pecado e matar o meu filho?”
1KI.17.19	“Dê-me o seu filho”, respondeu Elias. Ele o apanhou dos braços dela, levou-o para o quarto de cima, onde estava hospedado, e o pôs na cama. 
1KI.17.20	Então clamou ao 
1KI.17.21	Então ele se deitou sobre o menino três vezes e clamou ao 
1KI.17.22	O 
1KI.17.23	Então Elias levou o menino para baixo, entregou-o à mãe e disse: “Veja, seu filho está vivo!”
1KI.17.24	Então a mulher disse a Elias: “Agora sei que tu és um homem de Deus e que a palavra do 
1KI.18.1	Depois de um longo tempo, no terceiro ano da seca, a palavra do 
1KI.18.2	E Elias foi.
1KI.18.2	Como a fome era grande em Samaria, 
1KI.18.3	Acabe convocou Obadias, o responsável por seu palácio, homem que temia muito o 
1KI.18.4	Jezabel estava exterminando os profetas do 
1KI.18.5	Certa vez Acabe disse a Obadias: “Vamos a todas as fontes e vales do país. Talvez consigamos achar um pouco de capim para manter vivos os cavalos e as mulas e assim não será preciso matar nenhum animal”. 
1KI.18.6	Para isso dividiram o território que iam percorrer; Acabe foi numa direção e Obadias noutra.
1KI.18.7	Quando Obadias estava a caminho, Elias o encontrou. Obadias o reconheceu, inclinou-se até o chão e perguntou: “És tu mesmo, meu senhor Elias?”
1KI.18.8	“Sou”, respondeu Elias. “Vá dizer ao seu senhor: ‘Elias está aqui’.”
1KI.18.9	“O que eu fiz de errado”, perguntou Obadias, “para que entregues o teu servo a Acabe para ser morto? 
1KI.18.10	Juro pelo nome do 
1KI.18.11	Mas agora me dizes para ir dizer ao meu senhor: ‘Elias está aqui’. 
1KI.18.12	Não sei para onde o Espírito do 
1KI.18.13	Por acaso não ouviste, meu senhor, o que eu fiz enquanto Jezabel estava matando os profetas do 
1KI.18.14	E agora me dizes que vá dizer ao meu senhor: ‘Elias está aqui’. Ele vai me matar!”
1KI.18.15	E disse Elias: “Juro pelo nome do 
1KI.18.16	Então Obadias dirigiu-se a Acabe, passou-lhe a informação, e Acabe foi ao encontro de Elias. 
1KI.18.17	Quando viu Elias, disse-lhe: “É você mesmo, perturbador de Israel?”
1KI.18.18	“Não tenho perturbado Israel”, Elias respondeu. “Mas você e a família do seu pai têm. Vocês abandonaram os mandamentos do 
1KI.18.19	Agora convoque todo o povo de Israel para encontrar-se comigo no monte Carmelo. E traga os quatrocentos e cinquenta profetas de Baal e os quatrocentos profetas de Aserá, que comem à mesa de Jezabel.”
1KI.18.20	Acabe convocou então todo o Israel e reuniu os profetas no monte Carmelo. 
1KI.18.21	Elias dirigiu-se ao povo e disse: “Até quando vocês vão oscilar para um lado e para o outro? Se o 
1KI.18.21	O povo, porém, nada respondeu.
1KI.18.22	Disse então Elias: “Eu sou o único que restou dos profetas do 
1KI.18.23	Tragam dois novilhos. Escolham eles um, cortem-no em pedaços e o ponham sobre a lenha, mas não acendam fogo. Eu prepararei o outro novilho e o colocarei sobre a lenha, e também não acenderei fogo nela. 
1KI.18.24	Então vocês invocarão o nome do seu deus, e eu invocarei o nome do 
1KI.18.24	Então todo o povo disse: “O que você disse é bom”.
1KI.18.25	Elias disse aos profetas de Baal: “Escolham um dos novilhos e preparem-no primeiro, visto que vocês são tantos. Clamem pelo nome do seu deus, mas não acendam o fogo”. 
1KI.18.26	Então pegaram o novilho que lhes foi dado e o prepararam.
1KI.18.26	E clamaram pelo nome de Baal desde a manhã até o meio-dia. “Ó Baal, responde-nos!”, gritavam. E dançavam em volta do altar que haviam feito. Mas não houve nenhuma resposta; ninguém respondeu.
1KI.18.27	Ao meio-dia Elias começou a zombar deles. “Gritem mais alto!”, dizia, “já que ele é um deus. Quem sabe está meditando, ou ocupado, ou viajando. Talvez esteja dormindo e precise ser despertado.” 
1KI.18.28	Então passaram a gritar ainda mais alto e a ferir-se com espadas e lanças, de acordo com o costume deles, até sangrarem. 
1KI.18.29	Passou o meio-dia, e eles continuaram profetizando em transe até a hora do sacrifício da tarde. Mas não houve resposta alguma; ninguém respondeu, ninguém deu atenção.
1KI.18.30	Então Elias disse a todo o povo: “Aproximem-se de mim”. O povo aproximou-se, e Elias reparou o altar do 
1KI.18.31	Depois apanhou doze pedras, uma para cada tribo dos descendentes de Jacó, a quem a palavra do 
1KI.18.32	Com as pedras construiu um altar em honra ao nome do 
1KI.18.33	Depois arrumou a lenha, cortou o novilho em pedaços e o pôs sobre a lenha. Então lhes disse: “Encham de água quatro jarras grandes e derramem-na sobre o holocausto
1KI.18.34	“Façam-no novamente”, disse, e eles o fizeram de novo.
1KI.18.34	“Façam-no pela terceira vez”, ordenou, e eles o fizeram pela terceira vez. 
1KI.18.35	A água escorria do altar, chegando a encher a valeta.
1KI.18.36	À hora do sacrifício, o profeta Elias colocou-se à frente do altar e orou: “Ó 
1KI.18.37	Responde-me, ó 
1KI.18.38	Então o fogo do 
1KI.18.39	Quando o povo viu isso, todos caíram prostrados e gritaram: “O 
1KI.18.40	Então Elias ordenou-lhes: “Prendam os profetas de Baal. Não deixem nenhum escapar!” Eles os prenderam, e Elias os fez descer ao riacho de Quisom e lá os matou.
1KI.18.41	E Elias disse a Acabe: “Vá comer e beber, pois já ouço o barulho de chuva pesada”. 
1KI.18.42	Então Acabe foi comer e beber, mas Elias subiu até o alto do Carmelo, dobrou-se até o chão e pôs o rosto entre os joelhos.
1KI.18.43	“Vá e olhe na direção do mar”, disse ao seu servo. E ele foi e olhou.
1KI.18.43	“Não há nada lá”, disse ele.
1KI.18.43	Sete vezes Elias mandou: “Volte para ver”.
