MAT.1.1	Am maŋge ŋen maŋge ŋen sokbem kotnepeme Zisas ek Abalaam ma Dewit egegat iŋsokŋit penaŋ sokbeye.
LUK.13.1	Zisasiyaŋ zet kegok zemdelaŋ zeme kan keyet am notnaŋ Pailelaŋ zemindeme Galili am notnaŋ Kawawaŋgat sâpe sâpe tabumambienen Pailetgalen kasa kuku an ekŋenaŋ indome gakiwien keyelen zezapat Zisasiyet msawien. 
LUK.13.2	Kegok zeme Zisasiyaŋ ekŋengat zeye, “Galili am ekŋen set katnaŋ kegok mme indowien ekŋen keyelen yominaŋ mkawaŋ benen Galili am notnaŋ yomin sebemindeip, ma? 
LUK.13.3	Yek penaŋ! Neŋ zema nâit, in yomengatnaŋ ku gilik zewep beme ekŋenaŋ gakiwien in sakam kegok gakiwep.” 
LUK.13.4	Kegok zeme Zisasiyaŋ zet ewe tusumti kapigok zeye, “Am 18 Siloam mkaengatnaŋ ekŋen keyaŋ mka teepmaŋ kandaŋan tapme mka keyaŋ etumti indakwatame gakiwien. In nâiwen keyaŋ mkawaŋ beinen ekŋengalen bekanaŋ mimiŋinaŋ Zelusalem am sambe ekŋengalen bekanaŋ mimiŋin sebemindein, ma? 
LUK.13.5	Yek penaŋ! Neŋ zema nâit, in yomengatnaŋ ku gilik zewep beme in sambe sakam ekŋenaŋ gakiwienok in gakime delaŋ zewe.”
LUK.13.6	Âpme Zisasiyaŋ bemzenze zet kapigok diindoye, “An ŋenaŋ tep pik wain mulupmanen ondempeye. Ya egaŋ tep pik katnaŋgat meegeyaŋ penaŋepiŋ beye. 
LUK.13.7	Keyepmti egaŋ mulup angat kapigok zeye, ‘Nânik, neŋ nup kan tuk pi tep pik katnaŋgat tepmanen mekoti ekbanaŋ ŋen ku elige. Keyepmti geŋ aŋpemane melak enenogat tep kapiyaŋ msat kelakŋaŋ saik mamm.’ 
LUK.13.8	Kegok zeme mulup an keyaŋ kapigok zeye, ‘Damuŋ, nup kan kwep ŋen pemane belak tapme neŋ tep yaŋan msat tokwat utumti sakokolok tipmaŋ timatopme omguluk gilik mti ekbap. 
LUK.13.9	Kegok mma katnaŋ elikzin ma ze ekbap. Elikbe beme dolakŋaŋ penaŋ. Âk yek bewe beme neŋ ŋep aŋbap.’”
LUK.13.10	Âpme Sabat tagoŋgo kan ŋengat Zisasiyaŋ sesewat mkaen am Zet Zapat Dolakŋaŋ Penaŋ zemzikat indaye. 
LUK.13.11	Kegok tapmme imbi ŋen keŋan ke tage ek we bekanaŋmak. We bekanaŋ keyaŋ nup kan 18 ekmak mamkwapme egaŋ zawat mkwage. Ma bisetnaŋaŋ kusum topme egaŋ dendaŋ esemteŋ ku matatagalen. 
LUK.13.12	Kogok mame Zisasiyaŋ imbi ke ekti kwizet kume kopme egaŋ egat kapigok dunduye, “Imbi, geŋ zawadi mâlap!” 
LUK.13.13	Kegok zemti egaŋ betnaŋaŋ imbi keyet bisetnaŋ atame keyegak bisetnaŋaŋ esemteŋ beme imbi keyaŋ Kawawaŋgat sesewage.
LUK.13.14	Kegok sokbeme sesewat mkaengalen amobotnaŋaŋ Zisasiyaŋ kwitnaŋ kwitnaŋ ke Sabat tagoŋgo kangat mge keyepm egaŋ ŋenzinziŋ mge. Mmambe egaŋ am sambe tapmambien ekŋengat kapigok diindoye, “Kasup mulup 6 keyet mulup mamambep keyepmti kan ekŋen keyet koti am weyaŋindende mulup mamambep wa Sabat tagoŋgo kangat yek!”
LUK.13.15	Egaŋ kegok zeme Amobotnaŋaŋ egalen zetnaŋ nembet gilik zeye, “In an zet nambalam zut zenze! In Sabat tagoŋgo kangat makau apmaŋin ma doŋkiŋin tegen kwalet indemti mkaŋinangatnaŋ indatimti tu meu indaipgalen mundumen meti tu meu indame manip.” 
LUK.13.16	Kegok zemti zeye, “Imbi kapi Abalaamgalen alikŋaŋ ya we bekanaŋaŋ ekmak nup kan 18 mkipmaŋ penaŋ bemtage. Ya ek ŋep Sadaŋgalen winde Sabat tagoŋgo kanen ŋep mâpepeyelen.” 
LUK.13.17	Egalen zet dopmaŋaŋ kasaŋane ekŋen mme sakambuk penaŋ tiwien. Keyegak am sambe tabien ekŋenaŋ menok sokbeye ke ekti oloŋen penaŋ mbien.
LUK.13.18	Âpme Zisasiyaŋ bemzenze zet ŋen kapigok zemti diindoye, “Kawawaŋgalen zemâtâtât katnaŋmamayet yaŋaŋ ke mastat katnaŋ keboŋ. Ma neŋ mastat katnaŋ keyet palen bemzema nâseip. 
LUK.13.19	Ke sepemaŋ mastat tep katnaŋ isikŋaŋ penaŋ amnaŋ mti muluwen ondeme kwati tep temaŋ sinaŋ betnaŋaŋ mme age ekŋenaŋ mkaŋin tep betnaŋ dukŋan walabien keyet sakam.”
LUK.13.20	Kegok zemti ewe kapigok tusum zeye, “Kawawaŋgalen zemâtâtâtgat katnanen mama ke yis keboŋ. Ma neŋ yis keyet palen bemzema nâseip. 
LUK.13.21	Ke yis plawa meleseŋaŋ isikŋaŋ bugan imbi ŋenaŋ plawa omba kemak lelime keŋan kaindeyegak tasemem kwatneti temaŋ sosok makwazin keboŋ.
LUK.13.22	Zisasiyaŋ Zelusalem mka temanen mebegalen meti mka ŋande isikŋaŋ ma mka ŋande temaŋ keyelen am Kawawaŋgalen zezapat dolakŋaŋ zemzikat indaye. 
LUK.13.23	Kegok tapmepme an ŋenaŋ egat kapigok yaŋkwesiye, “Amobotnaŋ, geŋ zigok nânik, am kwep kwewaŋ mama kanzizit tiwep ma?”
LUK.13.23	Kegok zeme Zisasiyaŋ am sambeyet diindoye, 
LUK.13.24+LUK.13.25	“In setokwakwat isikŋaŋ mama kanzizit titiyelen keyet keŋan mobogalen mulup windeŋaŋbeŋ mbep. In kegok ku mbep beme mka toŋaŋaŋ wati sekekindewe. Neŋ diindoma nâit, am sambe keŋan ke mobogalen mbep keyaŋgut ŋep ku mobep. Kegok sokbeme in zupman tati mka toŋaŋgat kwizet kumti zewep, ‘Amobotnaŋ, set kwaselemane kwatne!’ zewewaŋ egaŋ zewe, ‘In deyetnaŋ kolip? Neŋ ingat ku nâmindeyap!’
LUK.13.26	Egaŋ kegok zeme in egalen zet dopmaŋ kapigok gilik zewep, ‘Nin tu meu geŋmak ningalen mkaen nimbenn ma geŋ ningalen mka temanen Kawawaŋgalen zezapat dolakŋaŋ mzikat ndawanan.’
LUK.13.27	In kegok zeme egaŋ ewe zewe, ‘In deyetnaŋ kolip ke neŋ ku nâmindeyap. In am mama mimi bekanaŋ mamipgat in sebeit!’ 
LUK.13.28	Kegok sokbeme in kululuŋen Kawawaŋgalen mundumen Abalaam ma Aisak ma Zekop ma golaŋ zenze an dolakŋaŋ ekŋen indikme Kawawaŋaŋ zemindeme in zupman tati sindemgat si zemsu zemsu mti zelin aŋgalikbep! 
LUK.13.29	Âpme am sambe kasup kwakwatnaset ma towewetnaset ma baeset ma gwaeset nâmkiŋpepeŋinmagaŋ keŋan mowebep. Ekŋen keyaŋ Kawawaŋgalen mundumen totati Kawawaŋ ikŋaŋmak tu meu nimwiyaŋbep. 
LUK.13.30	Mme am ŋen kwitnaŋpiŋ tototnaŋ mamti Kawawaŋgat manâmkiŋpein egaŋ bamgat Kawawaŋgat zikatnan kwitnaŋmak bewe. Ma am ŋenaŋ kwitnaŋ mmoti windeŋaŋmak mamti Kawawaŋgat ku nâmkiŋpein egaŋ bamgat Kawawaŋgat zikatnan kwitnaŋpiŋ bewe.”
LUK.13.31	Âpme kan keyegak Palisi an notnaŋ Zisasmagen koti zewien, “Wae, amobotnaŋ Elolaŋ gosâgât zepgapm geŋ kapi pemti mesenik.”
LUK.13.32	Ekŋenaŋ kegok zeme Zisasiyaŋ diindoye, “In tam kukŋaŋbeŋ keyet kapigok met dunduseip, ‘Neŋ alak ma saŋenen we bekanaŋ ammagen zemindewap ma am weyaŋindewap. Ya âgânen mulupm mdelaŋ zemti mebap.’ 
LUK.13.33	Egaŋ zet kegok zemdelaŋ zemti am tabien ekŋengat kapigok diindoye, ‘Neŋ alak ma saŋen ma âgânen Zelusalem mka teman mebap.’ Golaŋ zenze an ŋen msat belakŋan kume gakikiyelen ke ŋep yek. Ek Zelusalem etaŋ mepme kume gakikiyelen.
LUK.13.34	O Zelusalem am, in golaŋ zenze an ekŋen maindome gakip. Ma in Kawawaŋgalen zet busup an indeme makolip ke nanzaŋaŋ maindome gakip. Kan sambe neŋ betnnaŋ in Zelusalem am sambe indabembululuŋgalen manâyap sakam sakokolok mamaŋaŋ nembaŋane time pâpmaŋ kandaŋan maŋge mambemindein kegok. 
LUK.13.35	Keyepmti neŋ zema nâit, ingalen sesewat mka temaŋ ke Kawawaŋaŋ katipeme ilinaŋgat belinan tapmosâpm. Âpme neŋ diindowi, Zelusalem am, in neŋ ewe ku nikbep ya maneti kan delaŋ zenzeen keyet in kapigok zewep,
LUK.13.35	‘Kawawaŋaŋ Nemuŋaŋ ombempeme kozin keyet nin oloŋen penaŋ mnup.’ 
LUK.13.35	Kegok zemeŋgut neŋ kobap.”
LUK.14.1	Âpme Sabat tagoŋgo kanen ŋengat Zisasiyaŋ Palisi amobotnaŋ ŋengalen mkaen moti tu meu nimbien. Kegok mme Palisi notnaŋaŋ Zisasiyet zikat giŋgiŋ tapmmambien. 
LUK.14.2	Kegok tapmme an setnaŋ betnaŋ sememeŋaŋ ŋenaŋ Zisasmagen kopme 
LUK.14.3	egaŋ ekti zii zet zikat indanda an ma Palisi an ekŋengat kapigok indayaŋkwesiye, “In zigok nâip, ningalen zii zelaŋ am Sabat tagoŋgo kanen ŋep weyaŋindendeyelen ma yek?” 
LUK.14.4	Kegok indayaŋkwesime ekŋenaŋ zetpiŋ diliŋ zemtabien. Kegok sokbeme Zisasiyaŋ an ke betnaŋaŋ atamweyaŋti zempeme mege. 
LUK.14.5	Kegok mti egaŋ ekŋengat indayaŋkwesiye, “Inmagengatnaŋ an ŋengat nemuŋaŋ mene ma makau apmaŋaŋ pusak teepmaŋ penaŋ keŋan baenen tuyaŋ tatatnaŋ keyet keŋan Sabat tagoŋgo kangat towedak beme zigok mnak? Egaŋ nemuŋaŋ mene ma makauŋaŋ ke keyegak mandame kwadak, ma yek?”
LUK.14.6	Egaŋ kegok zeme ekŋenaŋ ke nâmti sakambuk mtati zet dopmaŋ gilik zenzepiŋ diliŋ zemtabien.
LUK.14.7	Tapme meu niniyelen mundumen tati Zisasiyaŋ indikme am notnaŋ zemindamandawien ekŋen keyaŋ koti mundum amobotnaŋgalen ombempewienen totabien. Kegok sokbeme Zisasiyaŋ ekti bemzenze zet ŋen kapigok diindoye, 
LUK.14.8	“An ŋenaŋ geŋ awembiŋ bembeyelen tu meu niniyelen zemgamandanak beme geŋ meti amobotnaŋgalen mundumen sokŋan an imbi wawagalen tadak ekmak ŋep ku totabek, mneti mundum egat ganzenan ke amobotnaŋ geŋ sebem gein ŋengat ombem penak. 
LUK.14.9	An imbi wawagalen keyaŋ geŋmak an ŋenmak idamandanak ya egaŋ geŋmagen koti zenak, ‘Notn, geŋ mundum totadigen kapi an ŋen kapiyet ombempeye keyepm geŋ watati ek pemane totalak.’ Kegok zeme geŋ sakambuk penaŋ mti bam baenen metabek. 
LUK.14.10	Ma naman geŋ an imbi wawagalen keyaŋ zemgamandame geŋ meti mundum bam baen totabanik. Geŋ kegok mmane an geŋ ganzemandawe keyaŋ kot gikti zewe, ‘Notn, geŋ koti mundum nenmak sokŋan kukŋaŋgat gwaen totat.’ Kegok zeme mebanik keyaŋ mkawaŋ benen geŋ mobotnaŋ am sambeyet zikalinan kwabanik. 
LUK.14.11	Am ŋenaŋ ikŋaŋgat sekŋaŋ tapmozin bewe Kawawaŋaŋ an ke mtopewe âk am ŋenaŋ ikŋaŋgat sekŋaŋ tapmtozin beme Kawawaŋaŋ an ke mmopewe.”
LUK.14.12	Kegok zemti Zisasiyaŋ Palisi an ek zemandaye egat kapigok dunduye, “Kan ŋengat meundi dolakŋaŋ ŋen bumti nodi ma gitaŋgat nodi penaŋ ma gitaŋgat sip butnaŋ ma an mkaŋandaŋit kwep ŋen mânep milawatnaŋmak ekŋen ke ku zem indamandawanik enenogat geŋ meu zem indamandamti tu meu indawanik keyepm ekŋenaŋ dopmaŋ zemgamandamti gawep. Geŋ sakam kegok mnik beme dopmaŋ dilak ke tatinik. 
LUK.14.13	Âpme naman tu meundi bumuluŋti am toweweŋaŋ ma am setnaŋ betnaŋ seleuuŋaŋ ma am wesiŋ ma am zikat beŋ ekŋen ke zemindamandawanik. 
LUK.14.14	Geŋ kegok mbanigen Kawawaŋaŋ gâgât nâme dolakŋaŋ penaŋ bewe enenogat ekŋenaŋ gâlen tu meu dopmaŋ ŋep ku mutuwep. Kan am teŋ ekŋenaŋ sumengatnaŋ wabep kan keyet Kawawaŋaŋ dopmaŋ mutumgawe.”
LUK.14.15	Âpme an ŋen Zisas ekmak tu meu tatnmambien egaŋ Zisasiyaŋ zet zeye ke nâmti kapigok zeye, “Am Kawawaŋ mundum maekdamuŋ mnen kululuŋen ke ondekti ekmak tu meu temaŋ nimwiaŋbep am ekŋen keyaŋ oloŋen penaŋ mbep.”
LUK.14.16	Egaŋ kegok zeme Zisasiyaŋ dunduye, “An ŋenaŋ tu meu temaŋ bum ondekti am sambe zemindamandaye. 
LUK.14.17	Kan tu meu temaŋ bumululuŋgalen kwapme egaŋ mulup anaŋ zempeme am notnaŋ zemindamandawienen ke zeme kokogalen kapigok zempeye. Geŋ meti kapigok zesenik, ‘Kwitnaŋ kwitnaŋ sambe weyeyaŋ mulup mme delaŋ zepgat in kolit.’ 
LUK.14.18	Mulup an keyaŋ meti ekŋengat kegok zeme ekŋenaŋ zapat ke nâmti yaŋbemti zet tiŋko yaloŋ yaloŋ zet zewien.
LUK.14.18	An kukŋaŋgat egaŋ kapigok zeye, ‘Neŋ msat butnaŋ ŋen kwitiman ya ke meti eksâbap. Keyepm nâmnemane neŋ ŋep ku kosap.’
LUK.14.19	Ma an ŋenaŋ ewe kegogak zeye, ‘Neŋ makau apmaŋ 10 kwitiman ya alak ekŋen ke mulup indandayelen m ek m ek mimiyelen weyayaŋ mulup miyap. Keyepm nâmnemane neŋ ŋep ku kosap.’
LUK.14.20	An ŋenaŋ ewe sakam kegogak zeye, ‘Neŋ alakŋati imbi wapman ya yaŋaŋ keyepmti neŋ ŋep ku kosap.’ 
LUK.14.21	Kegok zemâpme mulup an keyaŋ zet sambe ke timti met an damuŋaŋ dunduye.
LUK.14.21	Kegok zeme amobotnaŋaŋ ŋenzinziŋ penaŋ mti mulup anaŋgat kapigok dunduye, ‘Geŋ sakwep penaŋ mka ŋande temaŋgalen set isisikŋanen ma set temanen meti ekmane am toweweŋaŋ ma am sebelin seleuuŋaŋ ma am selin wesiŋ ma am zikalin beŋaŋ indatimane nâlen mkaen koseip.’
LUK.14.22	Kegok zeme mulup anaŋ meti egaŋ zeyenok mme delaŋ zeme koti zeye, ‘Amobotnaŋ, neŋ geŋ zemnenaknok mma delaŋ zep keyaŋgut mka keŋan amnaŋ ewe ku gak zep.’
LUK.14.23	Kegok zeme amobotnaŋaŋ mulup anaŋgat zeye, ‘Geŋ mka ŋande temaŋ ke pemti set temanen ma isikŋanen meti ekmane amnaŋ wiaŋme indatimane nâlen mkaen koti gak zeseip.’ 
LUK.14.24	Kegok zemti ewe kapigok tusum zeye, ‘Neŋ in nâlen mkaen kolip ingat zema nâit, am ekŋen kukŋaŋgat zem indamandama ekŋenaŋ ku kobien ekŋen keyaŋ nâlen tu meu tikŋaŋ ku nim nâwep, yek penaŋ.’”
LUK.14.25	Âpme Zisasiyaŋ Palisi an keyelen mka keŋangatnaŋ zupman toti mepme am maŋge temaŋaŋ ekmak mebien. Ke kopme egaŋ gilik zem indikti diindoye, 
LUK.14.26	“An ŋenaŋ neŋ napmâti nâgât nemban kwasât nâwe beme keŋaŋaŋ nâgât omba penaŋ gogot mti mambipmaŋ ma imbiŋaŋ ma nemunambaŋane ma ikŋaŋgat ip notnane sip kwep ma ikŋaŋgat nâme tobe. Âk egaŋ kegok ku mbe beme egaŋ nâgât nemban ku tabe. 
LUK.14.27	Ma naman an ŋenaŋ nâgât nemban tasât nâwe beme egaŋ neŋ napmâti ikŋaŋgat nukŋaŋaŋ pumti egaŋ gakikiyelen weyeyaŋ mulup mbe enenogat egaŋ nâgât manâmkiŋpein.” 
LUK.14.28	Kegok zemti zeye, “An inmagengatnaŋ ŋenaŋ mka teepmaŋ amnaŋ tati an kasayet dombembeyet walasât nânak beme egaŋ, ‘Mânep zigok time mebe?’ ma ‘Kwitnaŋ kwitnaŋ ziboŋ kwitiwap?’ ke nâmâtâti kwitimti mka ke ŋep walapme delaŋ zenak. 
LUK.14.29	Âpme an keyaŋ kegok ke ku mnak beme mka teepmaŋ ke walat delaŋ zenzepiŋ mka ke timbilaŋge etaŋ mpeme tatnak. Egaŋ kegok mpeme am notnaŋaŋ mka ke ekti egat zet mtopepen zet zemti ek yeŋti kapigok zewiek, 
LUK.14.30	‘An kapi mkaŋaŋ yaŋbeye ya egaŋ ewe ku mdelaŋ zein!’ 
LUK.14.31	Sepem kegogak amobotnaŋ ŋen kasa kuku anaŋ ten tausen (10,000) etaŋ ya egaŋ amobotnaŋ ŋengalen kasa kuku anaŋ twenti tausen (20,000) ekŋenmak auuyelen nânak beme egaŋ weyaŋ nâmâtâti amobotnaŋ ŋen keyelen windeŋaŋ kume totogalen ma yek keyelen nâmbiliwetnak. 
LUK.14.32	Kegok sokbeme egaŋ otnânagaŋ ŋep ku auuyelen benak enenogat amobotnaŋ ŋen keyelen kasa kukuŋane windeŋinbeŋ penaŋ. Keyepm egaŋ an notnaŋ indeme sabeŋan keyegak tapme amobotnaŋ ke meaikti ku auuyelen yaŋkwesimti egaŋ milawat kwilekiyet nâmtikŋaŋ min keyet yaŋkwesiwiek. 
LUK.14.33	Sakam kegogak am ŋenaŋ nâgât nemban ma neŋ napmâsât nâwe beme egaŋ kwitnaŋ kwitnaŋ sambe bamkumpewe.”
LUK.14.34	Âpme Zisasiyaŋ zet ewe kapigok tusum zeye, “Dalaŋ ek dolakŋaŋ ma tikŋaŋ penaŋ. Âk dalaŋaŋ tikŋaŋ delaŋ zenak beme nin tikŋaŋ ke mulupmaŋ mti ŋep ku aikbenek. 
LUK.14.35	Dalaŋ sakamaŋ keboŋ keyaŋ muluwen sikokok ma meu ŋep ku mukulem mme dolakŋaŋ kwakwagalen keyepm belak peme mebegalen. An ŋen zet nânâyelen tikŋaŋaŋ tazinaŋ zet kapi ŋep opeimti nâsem.”
LUK.15.1	Âpme kan ŋengat an mânep takis titi ma am yomtoŋ ekŋenaŋ Zisasmagen sokŋan egalen zet nâsâgât kobien. 
LUK.15.2	Kegok sokbeme Palisi ma zii zet zikat indanda an notnaŋ yaŋbemti sekaŋgaŋ zet zemti kapigok zewien, “An kapi a yomtoŋ ekŋenmak notn notn mti meu mka kwep manip!” 
LUK.15.3	Ekŋenaŋ kegok zeme Zisasiyaŋ bemzenze zet ŋen kapigok diindoye,
LUK.15.4	“An inmagengatnaŋ ŋen sipsipmaŋ 100 tasanak ya kwep ŋen galaŋ zenak beme egaŋ zigok penaŋ mnak? Kegok sokbenak beme egaŋ sipsip 99 ekŋen meuŋin maniniŋanen munduman indeme tapme egaŋ kwep keyet timat metneti aikdak. 
LUK.15.5	Egaŋ aikdagen kan keyet oloŋen penaŋ mti ŋandeŋan oletetep peme weme 
LUK.15.6	mkaŋan pum kotnak. Kegok mti egaŋ notnane ma am egalen mkamagen sokŋan talip ekŋengat zeme koondakme diindonak, ‘Neŋ sipsipm galaŋ zeme timalawaŋ aikti oloŋen penaŋ miyap keyepm koondakme tu meu bumuluŋti nne!’” 
LUK.15.7	Zisasiyaŋ kegok zemti ewe kapigok tusum zeye, “Neŋ in zema nâit, sakam kegogak msalengalen an yomtoŋ ŋenaŋ yomengatnaŋ keŋaŋ gilik zemti neŋmagen matusunen kululuŋen ekŋenaŋ oloŋen penaŋ mamip. Kegok sokbeme am 99 ekŋenaŋ yominangatnaŋ ku gilik zeip ekŋengat manâiwen ekŋen an kwetetepmaŋ penaŋ.”
LUK.15.8	Kegok zemti ewe tusum zeye, “Imbi ŋen tambu kwep tu meu kwitim niniyelen silwa mânep kanziŋaŋ 5 tasanak ya ŋen galaŋ zenzeŋaŋ benagen egaŋ zigok mnak? Egaŋ lamaŋ koŋti mka keŋan kaputi weyaŋ timat metneti mânepmaŋ ke aik mti 
LUK.15.9	kan keyet oloŋen penaŋ mti notnane ma am egalen mkamagen sokŋan talip ekŋengat zeme koondakme diindonak, ‘Ekŋen, mânepm galaŋ zeme matimalawaŋ aikti oloŋen penaŋ miyap keyepm koondakme tu meu bumuluŋti nne!’ 
LUK.15.10	Neŋ diindoma nâit, sakam kegogak Kawawaŋgalen enselŋane kululuŋen ekŋenaŋ a yomtoŋ ŋenaŋ mama mimiŋaŋ bekanaŋ bamkumpemti neŋmagen matusunen ensel ekŋenaŋ oloŋen penaŋ mamip.”
LUK.15.11	Kegok zemdelaŋ zemti ewe kapigok tusum zeye, “An ŋen nemuŋane zomolim melezut matapmambuk. 
LUK.15.12	Ya nemuŋaŋ muŋaŋ bipmaŋmagen koti kapigok zenak, ‘Bien, msat ma milom bilombi bam nanayelen nâwanan ke ilak alak kapi na!’ Kegok zeme biwidaŋ msat ma milom bilombi kalaŋti nemulatnene idaye. 
LUK.15.13	Kegok sokbeme kasup mulup mimi notnaŋ delaŋ zeme nemuŋaŋ muŋaŋ msat ma milom bilombiŋaŋ beme amnaŋ kwitime egaŋ msat ke pemti mânepmaŋ timti pem ŋen beŋan penaŋ mege. Ke mepmamti mânepmaŋ sambe mama mimi bekananen time mepme delaŋ zeye. 
LUK.15.14	Kan mânepmaŋaŋ delaŋ zeyeen meuyet kambeŋ temaŋ msat kataŋ sokbeye. Kegok sokbeme ek kwitnaŋ ŋen ku tasaye. 
LUK.15.15	Keyepm egaŋ met an msat keyelen an ŋengalen mulup mge. Âpme an keyaŋ peme met egalen bo mkaen bo damuŋ mge. 
LUK.15.16	Egaŋ meuyet penaŋ gakisât mti boyelen meuŋaŋ ke niniyelen nâye yaŋgut bo damuŋ keyaŋ ku nâmpeme niŋge. 
LUK.15.17	Kegok sokbeme kan egaŋ nânâ dolakŋaŋ aigeen ikŋaŋgat kapigok zeye, ‘Bipmnaŋgalen mulup am sambe meu maniwiaŋip ya neŋ pi tati meuyet gakisowap! 
LUK.15.18	Keyepm neŋ wati bipmmagen meti kapigok zewap, “Bien, neŋ Kawawaŋgat zikatnan ma gâgât zikadan yom mban. 
LUK.15.19	Ya ‘Geŋ nâgât nemun,’ ŋep ewe ku zenzeyelen. Geŋ nemane gâgât mulup andi etaŋ tabi.”’ 
LUK.15.20	Kegok nâmti wati bipmaŋmagen mege.
LUK.15.20	Egaŋ ewe bipmaŋgalen mkaen mebepiŋ beŋan tapmepme bipmaŋaŋ ekti keŋaŋaŋ nemuŋaŋgat kembeŋ penaŋ nâmti winde bem meti nemuŋaŋ kot ambeti zem oloŋen mpemti egaŋ gilik ze koge keyelen oloŋen penaŋ mge. 
LUK.15.21	Kegok mti nemuŋaŋaŋ bipmaŋgat zeye, ‘Bien, neŋ Kawawaŋgat zikatnan ma gâgât zikadan yom mban. “Geŋ nâgât nemun,” zenzeyelen ŋep yek.’ 
LUK.15.22+LUK.15.23+LUK.15.24	Nemuŋaŋaŋ kegok zeme bipmaŋaŋ mulup an sambeyet kwizet kume kopme diindoye, ‘An ekŋen, nemun kapi neŋ nemti mepmame wa gakiye zem mban yaŋgulak alak pi ninmak alik tazin keyepm in sakwep penaŋ met kâlâp teepmaŋ dolakŋaŋ penaŋ ke mkoti munduŋpeit ma besaŋ isikŋaŋ mkoti betnaŋ dukŋanen wepeit ma set mundunduŋ mkoti setnanen munduŋpeme tapme makau nembaŋaŋ gandenaŋ mepmti kume gakime tu meu bumuluŋti olioli temaŋ mti nsenup!’ Egaŋ kegok zemindeme zetnaŋ gawepumti tu meu weyaŋ beme nimti oloŋen mbien.
LUK.15.25	Kegok sokbeme kan keyet nemuŋaŋ yuyaŋ muluwen tage. Ya egaŋ mulup mdelaŋ zemti mkaen kokogalen sokŋan koti nâme ekŋengalen olioli silik ma gwasim kwisak nâye. 
LUK.15.26	Egaŋ kwisak ke nâmti mulup anaŋ ŋen ekti kwizet kume kopme yaŋkwesiye, ‘Wae, an notn, da kwileki tapmip?’
LUK.15.27	Kegok zeme mulup anaŋaŋ dunduye, ‘Muŋdi gilik zem kopme bipdaŋ makau nembaŋaŋ gandanaŋ kumti bup enenogat muŋdaŋ kasayet belinan mobopiŋ esemteŋ tati gilik ze kolep keyepm olioli tapmip.’ 
LUK.15.28	Kegok zeme nemuŋaŋ yuyaŋ ŋenzinziŋ penaŋ mti mka keyet keŋan mobogalen ku nâmtikŋaŋ mge keyepmti bipmaŋaŋ zupman kwatoti egat keŋan mtoti mka keŋan mobogalen wekuye. 
LUK.15.29	Bipmaŋaŋ kegok zeme nemuŋaŋaŋ bipmaŋgat zeye, ‘Bien, ekbak, neŋ nup kan sambe pi mulup katikŋaŋ mulup andinok gâgât mkwaban ma neŋ gâlen zet ŋen ku makuluyap. Geŋ kwileki penaŋ mnawanan? Geŋ meme nembaŋaŋ gandenaŋ bugan ŋen ku namane notnne ekŋenmak bumuluŋti ku nimbenn, yek penaŋ!’ 
LUK.15.30	Kegok zemti ewe zeye, ‘Ya nemundi muŋ kapiyaŋ gâlen msat ma milom bilombi beme amnaŋ kwitime mânep timeti sek kileŋ imbi indame delaŋ zeme gilik zem mkaen kolewen geŋ makau nembaŋaŋ gandenaŋ egat kumti bunak!’
LUK.15.31	Egaŋ kegok zeme bipmaŋaŋ dunduye, ‘Ayu, nemun, geŋ neŋmak kwesiŋ matakwadik ya nâlen kwitnaŋ kwitnaŋ sambe kapi gâlen etaŋ. 
LUK.15.32	Nodi kapi nin ndemti mepmame wa gakiye zem mbenn yaŋgulak alak pi ninmak alik tazin keyepmti nin tu meu bumuluŋti olioli temaŋ msenup.’”
LUK.16.1	Âpme Zisasiyaŋ nembaŋane ekŋengat zet kapigok diindoye, “An mânep milawatnaŋ temaŋmak ŋen maŋge. Egaŋ an ŋen mulup damuŋ peye ya maneti am notnaŋaŋ mulup damuŋ keyaŋ mânep kambu mip kegok zemti an mulup toŋaŋmagen zem kuwien. 
LUK.16.2	Kegok zeme an mulup toŋaŋ keyaŋ mulup damuŋ ke zemandaye, ‘Geŋmagen zet nâya ke kwilekiyelen? Geŋ meti nâlen kwitnaŋ kwitnaŋ sambe ke kabemane topme nen kotna enenogat geŋ nâlen mulup damuŋ ewe ku tatagalen.’ 
LUK.16.3	Kegok zeme mulup damuŋ keyaŋ ikŋaŋgat kapigok zeye, ‘An mulup toŋaŋ muluwen zemnen ya neŋ zigok penaŋ mbap? Neŋ an pembenaŋ msat enzuŋaŋ walalatgalen winde ku tatnain ma neŋ amgat mânepgat wekukuyet sakambuk penaŋ miyap. 
LUK.16.4	Oo neŋ kwileki mbap ke alakŋati nâyap. An mulup toŋaŋ zemneme notnne sambe ekŋenaŋ nikdamuŋ mbep.’
LUK.16.5	Keyepmti am an mulup toŋaŋgalen mânep butnaŋ belak tiwien ekŋen inda zemandame egalen mkaen koondakbien. Kegok sokbeme kwep kukŋaŋgat koge keyet yaŋkwesiye, ‘Geŋ mânep amobotnaŋmagen zigok tiwanan?’
LUK.16.6	Yaŋkwesime egaŋ zeye, ‘Neŋ kelakŋaŋ tuŋaŋ nukŋaŋaŋ 800galen tiwan.’
LUK.16.6	Kegok zeme an damuŋ keyaŋ zeye, ‘Ele, kelakŋaŋ tuŋaŋ belak mbanan keyelen papia kapi tewen bumane zime alakŋaŋ kapi mti kelakŋaŋ butnaŋ 400 etaŋ kumpe.’
