MAT.1.1	Si Jesus a sya a Cristo
MAT.16.21	Nangibwat ana sin sain, nipatandaan nayna ni Jesus konran tumutumbok na a naiketeg anan mangyadi' kona. Wana konra, “Matkap a mako ako sa Jerusalem ket itaw mangirangep ako li' nin abaw nin pammadya'dya' ran saray Madudunong sa Gugan-gan tamo, tan saray Pupangulon Pupadi' tan saray Mangatuntawo tamo. Ipapati ako li' bale' marate' a ikatlon awro ket pasublien nako li' nin mabyay nin Dios.”
MAT.16.22	Sin sain, nikadayo' nayan buga' ni Pedro si Jesus konran raruma tan inima'no naya a wana, “Ser, kai in nin magwa'! Si Dios kai na kumon nin aburuyan a mangyadi' in komo!”
MAT.16.23	Nibring ya si Jesus nin inadap naya si Pedro tan wana, “Satanas, lumakwan kadti! Makasamben ka kongko ta say iti sa nakem mo ket ambo' nin kumpruntado sa karabayan nan Dios, no kai edet, sa pangingisip nin tutawo.”
MAT.16.24	Ket wana ni Jesus konran tumutumbok na, “Si sayay marabay nin mag'in nin tumutumbok ko, matkap a galten nayna sa kaisipan na a karabayan nan bukod. O' a, matkap nayan balatayen a kudos na nin ipulisay nay lalaman nan diri ket tumbuken nakon pirmi. 
MAT.16.25	Wanin ta si si'numan a say byay nadti tana a mampagawan na, mati ya li' et a lamang, bale' si tawo nin gurutan nay byay nadti bana' sa pammabli na kongko, madumog na a tutuon byay. 
MAT.16.26	Ani wadi' a magun-guna nan sayay tawo no maikon nay intiron kayamanan sa babon luta', bale' si byay na a nibayad na sa sain? Kasa gapo! Kasa gapo nin magwa' nan ipambot nin sayay tawo sa byay a na'met na. 
MAT.16.27	Anaod, sa ambo' nin ma'teng, si'kon si Pinaitawo ket sumubli' ako li' nin main kongko a pakayadi' tan kagalangan nan Ama ko tan kalamo' kosara a uanghil na. No saytaw li' ket tubaleen ko a barang tawo sigon sa ginwa-ginwa' ra.
MAT.16.28	Ibarita' koyti komoyo a main komoyodti sawanin a sibibyay et li' no si'kon si Pinaitawo ket ipa'deng ko a pag'adian ko.”
MAT.17.1	Napalabas a a'nem a awro, nitagad nasara ni Jesus nin nuli' sa sayan ata'gay nin talugtog si Pedro tan saray mibsat a Santiago tan Juan. Sara-sara tamo' itaw. 
MAT.17.2	Itaw, nanguman a bakas na ni Jesus nin nabantayan ra. Sinumlag a rupa na nin pinasyan salag a kapada na nin awro, tan say seket na ket nag'in nin maputi' a makapulag sa puti'. 
MAT.17.3	Kapingmatan ket pinaipadar sara si Moises tan si Elias
MAT.17.4	Wanan nag'irgo ni Pedro, “Catawan, mabista ta iti atamoyna. No rabay mo, mama'deng akon tulo ray abung-abong iti; saya para komo, saya para kona ni Moises, tan saya para kona ni Elias.”
MAT.17.5	Mampag'irgo ya et si Pedro sin bigra' nin nasirungan saran maslag nin gunem tan main nin busis nin nangibwat sa gunem a narnge' ra nin wana, “Siti a Anak ko nin mangkawa-kawa'nanen ko. Sya a pakaririketan kon tuloy. Reng'en moya.”
MAT.17.6	Pinasyan li'mo ran tumutumbok sin narnge' rayay busis ket linmukbob sara sa luta'. 
MAT.17.7	Inmarak ya si Jesus konra. Kinudit nasara tan wana konra, “Mibangon kamo. Andi' kamo nin mali'mo.” 
MAT.17.8	Sin kinmikit sara sa libed ra, bukud-bukod nayna ni Jesus a na'kit ran kalamo' radtaw.
MAT.17.9	Sin mampanaoy sarayna sa talugtog, nibibilin nan mairot konra, “Sayti nin na'kit moyo, andi' moyo gapo nin ibari-barita' abirno nin si'no angga nin si'kon si Pinaitawo ket pinasubli' akoyna nin mabyay.”
MAT.17.10	Wanra nin tumutumbok na kona, “Wanra bale' nin Madudunong sa Gugan-gan ket matkap a rumate' ya yapo' si prupita Elias mi'sa sitaw si sayan nipangako' nan Dios?”
MAT.17.11	Wanan ni'bat ni Jesus, “Page' a rumate' ya yapo' si Elias ta pigaw nin isadya' nay sarba para konan si nipangako' nan Dios.
MAT.17.12	Bale' ibarita' ko sawanin komoyo: Say katutu'wan ket si Elias, rinmate' yaynadti bale' kai raya nin nadlaw nin tutawo ket ginwa' ra kona a sarbaynan kadukaan a rabay ra. Wanin li' anamaet a lamang kongko nin si'kon si Pinaitawo ta padya'dyaen rako li' anamaet.”
MAT.17.13	Sin sain ket nataros ran tumutumbok a si Juan a Mammawtismo a rabay nan irgwen ni Jesus.
MAT.17.14	Sin nakarate' sara si Jesus konran abaw nin tutawo, main nin sayay lalakin inmarak kona tan nanalimukod ya sa adapan na, a wana, 
MAT.17.15	“Maistro, ka'dwan may anak kon tumububa'yo. Matin-binulan ya ket mangkapaidap yan maong ta no kumaro ya ket kasabyan manabo' ya sa raranom o maira'pog ya sa apoy. 
MAT.17.16	Nipa'kit koya konran tumutumbok mo bale' kai raya nin napaanda'.”
MAT.17.17	Wana ni Jesus konra, “Abagay kamoyna! Ambale' a kasan pammemper moyo tan matiko' a pangingisip moyo? Anggan ka'no ako kadi' matkap nin kikalamo' komoyo? Anggan ka'no katamo nin anusan sa pigagawa' moyo? I'ras madti a anak.” 
MAT.17.18	Ginan-gan naya ni Jesus a ispiriton duka' a tegnan nayaynan paidapen a anak tan lakwanan naya anayti, ket konan sitaw a lamang nin udas inmanda' yay anak.
MAT.17.19	Kinmadani saray tumutumbok na ni Jesus tan nitepet ran sara-sara tamo' a nakarnge', “Mayin bale' a kai miya nin napalakwan taw si ispirito?”
MAT.17.20+MAT.17.21	“Bana' ta kurang a pagmamatalek moyo,” ni'bat na ni Jesus. “Ibarita' koyti komoyo a no mag'in tana kumon nin bilang kaalakin bikoy nin mustasa a pagmamatalek moyo konan Dios, maibarita' moyo konan sitin talugtog a umalis ya sa kami'nan na ket umalis yan page'. Kasa gapon kai moyo nin magwa' nin mapangyadi'.
MAT.17.22	Sin nadinep saradtaw sa Galilea a tumutumbok wana ni Jesus konra, “Ambo' nin ma'teng, si'kon si Pinaitawo ket maipagamet ako konran mag'uray 
MAT.17.23	ket patyen rako, bale' sa ikatlo li' nin awro pasublien ako nin mabyay.” Ket ginmereng saran maong a tumutumbok.
MAT.17.24	Rinmate' ya si Jesus tan saray tumutumbok na sa Capernaum. Ket nako sara kona ni Pedro a maniningir nin buis para konan Timplo nan Dios. “Siin si maistro moyo, mampamayad ya para nin buis para kona nin Timplo nan Dios
MAT.17.25	“O',” wanan ni'bat ni Pedro.
MAT.17.25	Ket sin sinumrep yayna sa bali tinepetan nayan tampor ni Jesus. Wana, “Pedro, ani a iti sa wamo? Saray uadi' iti sa luta', si'noy pamuisen ra, saray a'nak ra o saray sakalakon tawo?”
MAT.17.26	Wana ni Pedro, “Saray raruman tawo.”
MAT.17.26	“No wanin edet,” wana ni Jesus, “kai sara matkap nin pamayaden a a'nak ra. 
MAT.17.27	Wanin man, ta pigaw nin kasan mairgo ra kontamo, mako ka mamilwit. Sa bebey nan mu'na mon mabilwit ket main nin ma'kit mon platan kwarta. Kalapen ma tan ika' ma nin ibayad sa buis ta nin rwa.”
MAT.18.1	Sin sain, nitepet ran tumutumbok kona ni Jesus, “Si'noy sangkata'gayan a butang sa Pag'adian nan Dios?”
MAT.18.2	Nangayab yan sayay anak si Jesus tan pina'deng nayayti sa adapan ran tumutumbok na. 
MAT.18.3	Wana konra, “Abas a pangingisip moyo, ket ibarita' koyti komoyo: No kai moyo nin silyan ta pigaw nin mag'in kamon bara'mon konan sayay anak, kai kamo gapo nin makakirama' sa pag'aadi' nan Dios. 
MAT.18.4	Si mamaayupa' sa lalaman nan diri a kapada kaayupa' nin kapapa'sar nan sitin anak, siin a sangkata'gayan sa Pag'adian nan Dios. 
MAT.18.5	Si si'numan a mampangilalaman kongko a mangako' konan sayan wantin anak, si'koyna a inako' nan lamang.”
MAT.18.6	“Maong et konan sayay tawo a katinan yan mabyat nin baton gigilingan sa liey tan irebreb ya sa taaw dyan si mag'in syay puon nin pakasida' nin pagmamatalek na kongko nin saya konran sarayti nin maayupa' a pammemper ra.
MAT.18.7	Kado' saray tutawo ta abaw iti sa mundo a tukso nin pangibwatan nin masida' a pammemper ra kongko. Kai nin maglat a matukso yay sayay tawo, bale' kado' yaynay tawo nin syay puon nin masida' a pagmamatalek ran tutawo kongko. 
MAT.18.8	Ket no si gamet o ayi mo a puon nin masida' a pagmamatalek mo, putulen ma tan itampal ma. Maong anay pukol ka bale' magkamain kan byay a iti konan Dios dyan si kumplito yan page' a lalaman mo bale' maika' ka sa burung-burong nin apoy a kai gapo nin ma'rep. 
MAT.18.9	No si mata mo anamaet a puon nin masida' a pagmamatalek mo, sukiten ma tan itampal ma. Maong anay saya tamo' a mata mo bale' magkamain kan byay a iti konan Dios dyan si rwa ran page' a mata mo bale' maika' kadtaw nin madusa sa apoy nin impyirno.”
MAT.18.10+MAT.18.11	“Ilagen moyon andi' nin kai baga-bagawen a ni saya konran saraytin ua'nak, ta ibarita' ko komoyo, saray uanghil ra ket man'iyadap ran pirmi a maipa'ka' konra konan Ama ko nin itaw sa langit.
MAT.18.12	Ani kadi' a gaw'en nan sayay tawon main nin sanyasot saray karniro na ket si saya nabarang ya? Kai nasara kasi nin lakwanan taw saray syam a pulo' tan syam nin mampangan sa rigrig nin purod ta pigaw nin keen naya karapen a nabarang? 
MAT.18.13	Ket ibarita' koyti komoyo a no nadumog nayayti li', mas maririket ya bana' konan siin a sayan napasubli' dyan bana' konran kai nin nabarang nin syam a pulo' tan syam. 
MAT.18.14	Wanin anamaet kona nin Ama tamo nin itaw sa langit, kai na nin rabay a main nin mabarang ni saya man konran saraytin a'nak nin mammemper kongko.
MAT.18.15	No magkasalanan ya komo a busat mo
MAT.18.16	Bale' no kai na nin akuen, mangawit kan saya o rwa ra nin tawo ta pigaw nin matistigusan ray sarban pag'irgwan moyo.
MAT.18.17	No kai na et nin akuen, ibarita' moy maipa'ka' sa sain sa dupong moyon mammemper ket no kai na et a lamang nin akuen, ibilang maynan sayan duka' nin tawo nin iti sa rikor nin dupong tan sayay maniningir nin buis.
MAT.18.18	Ket, ibarita' ko komoyo, say aburuyan moyodti sa luta' nin magwa' nin gaw'en, aburuyan nan Dios, tan say kai moyo nin aburuyan iti sa luta' nin magwa' nin gaw'en, kai na aburuyan nin Dios.
MAT.18.19	Wanin anaod, no main nin pipagketan ran dawaten nin rwa radti komoyo sa luta', si Ama ko nin itaw sa langit ket ipaga'mor na 
MAT.18.20	ta no main nin rwa o tulo ra nin nididinep ta mikakalamo' sara bana' kongko, itaw ako sa pisasa'lean ra.”
MAT.18.21	Kaaram, kinmadani ya si Pedro kona ni Jesus tan tinepet na, “Uunuren, mi'no ya nin magkasalanan kongko a kapada kon mammemper tan pirdunawen koya et a lamang? Anggan mipito?”
MAT.18.22	Ni'bat na ni Jesus, “Ambo' tamo' nin mipito, no kai edet, pipituwen may pitumpulo' 
MAT.18.23	ta say pag'aadi' nan Dios ket maipada konan sayay adi' a nidisisyon nay kikwintawan konran upisyalis na. 
MAT.18.24	Kapresan nan mangkikwintawan konran upisyalis na sin main nin nirate' ra kona nin sayay upisyal na nin nangibulsan milyu-milyon nin pisos
MAT.18.25	Kai nayti nin maisubli' kanya' nin nigan-gan nan adi' a ilako' ya bilang aripen, tan si asawa na, tan saray a'nak na, tan sarba nin kayadian na ta pigaw nin maisubli' na. 
MAT.18.26	Linmukob yay upisyal sa adapan nan adi' tan nipainganga'do na nin wana, ‘Anusan rako kadi' ta ipamuspusan kon maisubli' li' nga'min.’ 
MAT.18.27	Ininganga'do naya nin adi' tan kai nayna nin nipasubli' ket binulusan nayayna.
MAT.18.28	Nibwat yaynay upisyal ket nakasna' yan sayay upisyal na anamaet lamang nin adi' a main nin daite'
MAT.18.29	Tinmalimukod ya sa adapan na a kapada nan upisyal tan dinawat na kona, ‘Anusan nako kadi' ta ipamuspusan kon maisubli'.’ 
MAT.18.30	Bale' kai nayayti nin kina'dwan tan nipapriso naya leg'an nin kai na nin mabayadan a utang na.
MAT.18.31	Sin na'kit ran raruman upisyalis a ginwa' na, pinasyan sakit nin nakem ra ket nako sara konan adi' tan nibarita' ra kona a sarba nin nangyadi'. 
MAT.18.32	Nipakayaban nayan adi' taw si upisyal tan wana kona, ‘Si'kaynay maraet! Nikidawat kan inganga'do ket pinirduna kata sa intiron utang mo. 
MAT.18.33	Sawanin, mayin ta kai ma nin kina'dwan a kapada mon upisyal bilang nin si'ko ket ininganga'do kata?’ 
MAT.18.34	Pinasyan sager nan adi' ket nipadusa naya ta pigaw nin isubli' na a sarban kinalap na.”
MAT.18.35	Wana ni Jesus, “Wanin anamaet a gaw'en na nin Ama ko nin itaw sa langit sa si'numan komoyo a kai nin makapamirduna nin liso konan kapada nan tawo.”
MAT.19.1	Sin nayadi' nayna nin nibarita' in nin uakay ni Jesus, linmakwan yayna sa Galilea tan nako ya sa lugar a sakop nan Judea nin itaw sa rubari' nin rigrig nan Ilog Jordan. 
MAT.19.2	Pinasyan ka'bawan ran tutawon tinmumbok kona ket pinaanda' nasaray main nin masakit.
MAT.19.3	Main nin Pariseo nin nako kona ni Jesus. Mampangkit saran puon nin pamarsawan ra kona kanya' nin wanra nin nitepet kona, “Iyaburoy para nin Gugan-gan tamo a isyay nayan sayay lalaki a asawa na sa basta bungat anan nangibwatan?”
MAT.19.4	Ni'bat na konra, “Kai moyo para nin nabasa-basa sa Masanton Kasuratan a sin saytaw sin pinarsa a sarba, si Namarsa, pinarsa nay tawo nin lalaki tan babayi,
MAT.19.5	ket bana' konan siti nin ginwa' na, si sayay lalaki, lakwanan nasara si ama na tan si ina na ta kipasaya ya konan asawa na ket saran rwa, mag'in saran sayan-saya?
MAT.19.6	Kanya' nin saray mitraasawa ket ambo' saraynan rwa no kai edet, sayan-saya saraynan lalaman. Edet, bana' ta wanin, saray rwa a pinipasaya nan Dios, ambo' nin manepeg a pisyayen saran tutawo.”
MAT.19.7	Wanra et nin Pariseo, “No wanin a page', ambale' edet a si Moises, nigan-gan na a matkap nayan byan nin kasuratan nin pisyayan
MAT.19.8	Ket ni'bat na ni Jesus, “Si Moises, bana' sa tib'ey nin ulo moyo, inaburuyan na nin magwa' moyo saran isyay a asawa moyo. Bale' sin tarana', sin pinarsa a sarba, kai nin nigagaran wanin. 
MAT.19.9	Kanya' nin si'ko, ibarita' ko komoyo, si lalaki nin mangisyay konan asawa na nin si rason ket ambo' nin bana' ta nikilalaki yay asawa na, mi'sa ya nin kikalamo' sa sakalako, konan siin mampamabayi ya
MAT.19.10	Wanra nin tumutumbok kona ni Jesus, “No wanin a kapapa'sar nin sumrep sa istado, maong anay andi' nin sumrep.”
MAT.19.11	Bale' ni'bat na ni Jesus, “Kai magwa' nin sarban tawo a kikumpurmi konan siin, no kai sara tamo' a tulungan nan Dios. 
MAT.19.12	Nagsikabarang a rason no ambale' a main nin kai nin sumrep sa byay a main nin asawa. Main nin bana' ta main nin dipirinsya ran nikiyanak ra; main anamaet nin bana' ta kapon sara; tan main et nin kai nin sumrep sa byay a main nin asawa ta pigaw nin makatulok saran liso sa nigan-gan nan Dios maipa'ka' sa pag'aadi' na. Si tawon makaako' konan siti nin akay, akuen na.”
MAT.19.13	Main nin tutawon nangi'ras nin ua'nak kona ni Jesus ta pigaw nin ipababo nay gamet na sa ulo ran sarayti tan idasalan nasara nin bindisyunan nasara. Bale' saray tumutumbok na, inima'no rasara. 
MAT.19.14	Bale' wana ni Jesus konran tumutumbok na, “Pauryan moyo saran umarak kongko a ua'nak. Andi' moyo sara nin ima'nwen, ta si tawon say kanakman na ket kapada nin saraytin ua'nak, aburuyan nayan Dios nin kipag'adi' kona.” 
MAT.19.15	Ket nipababo nay gamet na sa ulo ran ua'nak nin pammindisyon na konra. Sin nayadi', linmakwan yadtaw.
MAT.19.16	Ni'sa, main nin lalaki nin nako kona ni Jesus. “Maistro,” wana, “ani a maong nin gaw'en ko ta pigaw nin maga'muran koy anggan-angga nin byay a iti konan Dios?”
MAT.19.17	Wana nin ni'bat ni Jesus, “Ambale' a tepeten mo kongko no ani a maong, ta kasan sakalako no kai si Dios tamo' a maong. Bale' say maipa'ka' sa byay a iti konan Dios, no rabay mon maga'muran, tukiden moy Gugan-gan nan Dios.”
MAT.19.18	“Aya nin gugan-gan?” nitepet nan lalaki.
MAT.19.18	Ni'bat na ni Jesus, “Andi' ka nin mangmati. Andi' ka nin mamabayi o kilalaki. Andi' ka nin manakaw. Andi' ka nin magtistigos nin ambo' nin tutuo. 
MAT.19.19	Igalang mosara si ama mo tan si ina mo. Aduen moy kapada mon tawo nin kapada nin pangangado' mo sa lalaman mon diri.”
MAT.19.20	Wana nin sitin lalakin iti et sa kalagu'-laguan na, “Sarban sain, mantukiden koyna. Ani et a pagkurangan ko?”
MAT.19.21	Wana ni Jesus kona, “No rabay mon liso kan maikana' nin makaga'mor nin kasan anggawan a byay, mako kayna tan ilako' mo a main mo tan say naglakuan, ibi mo konran pubri, ket magkamain kan kayamanan itaw sa langit. Kayadi' mon gaw'en ti, sumubli' kadti kongko tan mag'in kan tumutumbok ko.”
MAT.19.22	Sin narnge' nan lalaki in nin nibarita' na ni Jesus nibwat ya nin pinasyan bereng. Mainan yan tuloy ket!
MAT.19.23	Wana ni Jesus konran tumutumbok na, “Ibarita' koyti komoyo! Pinasyan idap ran ipaisirong nin mumayaman a lalaman ran diri sa pag'uuray nan Dios. 
MAT.19.24	Ibarita' koynaet komoyo, mas mainum'ay ya et nin lumbot a kamilyo sa ubot nin kadayem dyan si sayan mayaman ket makakibiang ya sa pag'aadi' nan Dios.”
MAT.19.25	Wanin anay nipaka'ngap ran tumutumbok na sin narnge' ra in nin wana maipa'ka' konran mayaman, ket wanra kona, “Ya! Si'no edet no wanin a maisalba?”
MAT.19.26	Pinastang nasaran maong ni Jesus mi'sa wana konra, “Peteg a impusiblin makaga'mor nin kasan anggawan nin byay a tutawo, bale' say sarban bagay ket magwa' nan Dios.”
MAT.19.27	Nag'irgo ya si Pedro a wana, “Ket si'kami pa edet, pinauryan mi anay sarba ta pigaw nin nikikalamo' kami komo. Ani li' a gun-guna mi?”
MAT.19.28	“O' a, ta ibarita' koyti komoyo: Rumate' li' a awro a si Dios ket paba'yuwen nayayti nin mundo, tan si'kon si Pinaitawo, tumekre' ako li' sa truno ko ta pigaw nin mag'uray akon makapangyayadi'. Ket no saytaw li', si'kamon nikikalamo' kongko, tumekre' kamo li' anamaet sa labinrwa nin truno ket kipag'uray kamo li' konran labinrway grupo ran puri na ni Israel. 
MAT.19.29	Si si'numan a manglakwan nin pammali na, bubsat na, ama na, ina na, a'nak na, o binis na bana' kongko, magun-gunawan ya li' nin misanyasot nin ka'baw dyan say linakwanan na tan mabyan ya et a lamang li' nin anggan-angga nin byay a iti konan Dios. 
MAT.19.30	Bale' konan sitaw li' nin awro, main konran iti anan nu'na a maikayupa' li', tan main konran masusuyot a u'nawen li'.”
MAT.20.1	“Ket,” wana ni Jesus, “say pag'aadi' nan Dios, maiyarig sa wanti: Main nin sayay lalakin main nin alawang a luta' na nin uubas. Sayay awron masakbay et, nako yayna naningkap nin tutawon upaan nan magtrabahodtaw sa uubas na. 
MAT.20.2	Konran nu'nan na'kit na, nikitarusan yan upaan nasara nin say kuston upa' nin sayay awro. Mi'sa nibaki' nasarayna nin magtrabaho. 
MAT.20.3	Sin mag'alas nwibi nin buklas, nako ya anamanaet naningkap nin upaan nan tutawo. Ket naka'kit yadtaw sa palingki nin kasan man-gaw'en ra no kai man'umdeng tamo'. 
MAT.20.4	Wana konra, ‘Mako kamo anamaet nin magtrabaho sa uubas ko tan upaan katamon manepeg.’ 
MAT.20.5	Ket nako sara nagtrabaho. Wanin anamaet a lamang a ginwa' na sin ugtiawro ana tan sin mag'alas tres. 
MAT.20.6	Alas singkoyna sin nako yaynamanaet sa palingki naningkap nin trabahador. Naka'kit yadtaw et a lamang nin tutawon kasan man-gaw'en ra. Wana konra, ‘Ambale' a iti kamo tamo' nin mampamirdin udas moyo?’
MAT.20.7	‘O' a ta kasa anamaet nin mangalap komi nin magtrabaho,’ ni'bat ra kona.
MAT.20.7	‘Mako kamo anamaet nin magtrabaho sa uubas ko,’ wana konra.
MAT.20.8	Sin patpaapon ana wanan main nin plantasyon konan mampyawen nan tawo na, ‘Kayaban mosaray mampagtrabaho sa uubas ko tan ibi moy upa' ra. Upaan mosaran mangibwat konran suyot nin tinmarana' angga konran nu'nan tinmarana'.’
MAT.20.9	Ket inupaan nasaran upa' nin sayay awroytaw saray tinmarana' nin nagtrabaho sin alas singko. 
MAT.20.10	Kanya' nin sin adap ra nin risibyen a upa' ran saraytaw saray sangkau'nawan nin nagtrabaho, nipa'ka' ra nin mas abaw a upa' ra. Bale' upa' nin sayay awro anamaet a lamang a niyupa' konra. 
MAT.20.11	Bere-bere saran nangrisibi nin upa' ra ket kuntra sara konan namagtrabaho konra 
MAT.20.12	a wanra, ‘Sarain saray suyot nin tinmarana', sayay udas ra tamo' nin nagtrabaho, ket si'kami nikakaawro kamin nagawgaw nin nagtrabaho. Ambale' nin pari-parihoy upa' mi ey?’
MAT.20.13	Ket wanan namagtrabaho konra, ‘Amigo, kai taka nin sinaor. Nag'irgwan tamon upa' sa sayay awro a iyupa' ko komoyo ket siin a nibi ko komoyo. 
MAT.20.14	Kalapen moy manepeg nin upa' mo tan mako kayna. Karabayan kon upaan saran kapada sa upa' mo a suyot nin nagtrabaho. 
MAT.20.15	Magwa' kon gaw'en a rabay ko sa kayadian ko. Mairod ka para bana' ta mapamami ako?’
MAT.20.16	Konan siti anaod, man'ibarita' ko a main li' konran saray masusuyot a u'na li' sa kaalagawan, tan main li' konran saray iti anan nu'na a maikayupa' li'.”
MAT.20.17	Sawanin, sin tumangkar sara si Jesus tan saray tumutumbok na nin adap sa syudad nin Jerusalem, nipurok nasaray labinrwan tumutumbok na. Sin kapresan ran manlumalako, main nin nibarita' na konra nin sara-sara tamo'. 
MAT.20.18	“Mangrenge' kamo. Adap tamoyna sawanin sa Jerusalem. Ket itaw, si'kon si Pinaitawo, maipagamet ako konran Pupangulon Pupadi' tan konran Madudunong sa Gugan-gan tamo. Sintinsyawan rako nin mati, 
MAT.20.19	mi'sa ipagamet rako konran ambo' nin Judio, ket tuya'-tuyaen rako, sanet-saneten rako tan ipasak rako sa kudos. Bale' marate' a ikatlon awro, pasublien nakon mabyay nin Dios.”
