MRK.1.1	Kha mbɨghar Iesus Krais Gotɨn Otar rɨkɨnarɨ kharaghava amuisiri iŋaarir aghuuir gunɨm mbɨŋgeeghi.
MRK.14.25	Kɨ guisimbaaŋra gem mbɨŋgeeghi, Kɨ nomthegh uainiro ovɨsiri imboori tharsi rameghem phatɨghami, kamaghɨre ikhɨɨ maaŋɨ Got kha bisigha ativamirɨ uthugho otoghomi. Kha uthughun, kɨ uainiro ovɨsiri imbooriri iŋgaa ramaŋga.”
MRK.14.26	Mauthughura mee Gotɨni izɨɨ ufhirɨm mbɨtighan mavɨa amuigha rɨkhavigha Olivɨno oraghɨn zee.
MRK.14.27	Iesus kamagh non suren gumasi vɨŋgeeghi, “Gotɨm mbɨgharano osɨr kamagh iti, ‘Kɨ sivsiviir garir gumagh aŋm mbɨsueghtima sivsivii atamatamɨra areghemi.’ Kamagha amuisi gee bar, nani itir nɨghnɨghana aghavaghar gɨvaghtima, gee na thaeghɨva areghemi. 
MRK.14.28	Kɨ gem mbɨŋgeeghi, kɨ aremigh nomtheghɨ rɨkavigh genɨ ufhuaragh Galilin distrighɨn maŋŋaŋga.” 
MRK.14.29	A mem mbɨkemisima Pita kamaghɨm mbɨŋgeeghi, “Mee bar nɨɨ thaeghtima kɨra phatɨghami.” 
MRK.14.30	An aŋm mbɨkemisima Iesus kamagh aŋm mbɨŋgeeghi, “Kɨ guisimbaaŋra nɨɨm mbɨŋgeeghi, thighira rɨmaaŋn khavɨn nɨɨ nombɨ uthughun phunini ko mbɨkethavɨn nɨɨm mbɨkɨmaŋga, ‘Kɨ ana ikeeŋsi phatɨ.’ Maghɨra utuar gɨna afhuvan buaaŋniiŋ ramuaŋga.” 
MRK.14.31	An aŋm mbɨkemisima Pita akamana aghavaghara amua kamaghɨusue, “Kɨ nɨɨn phorugha aremighaousuava arɨmaŋga, kɨ kamaghɨm mbɨkemighem phatɨghami. Bar phatɨghami!” Mauthughura suren gumasi bar kamaghɨra aŋm mbɨŋgeeghi.
MRK.14.32	Iesus non suren gumasir phorugha olivir ther mɨghɨn zee. Ma mɨghɨni izɨɨ Getsemani. Mee aŋn zegha, Iesus kamagh mem mbɨŋgeeghi, “Gee khagh raphighɨv ikɨthi kɨ Gotɨn phorughum mbɨkɨmaŋga.” 
MRK.14.33	Mauthughura a Pita, ri Jems koma Jon mee nigha gu. Thighira atitiiŋ phuvɨra aŋna anandima, a bar osemigha, 
MRK.14.34	kamagh mem mbɨŋgeeghi, “Nan navana avee, osɨmndɨgh ana itheragha gueghiri. Kɨ aremighaousuava amui. Gee khaghi ikhɨva, inderaghɨvɨra gan.” 
MRK.14.35	Mauthughura a muaŋ sɨvagha gugha, non khoma moghɨra unuaghɨnaŋgi irɨgha kamagh Gotɨn phorugham mbɨŋgɨ kamaghɨusue, utuavɨni igharis thav ikhɨtima nɨɨ uthughun maghatɨghan khav nam mbathɨghɨn ana nii. 
MRK.14.36	A kamagh Gotɨn phorugham mbɨŋgeeghi, “Giifheve, nani inaghaves, bigha thav bar nɨɨno osemisi phatɨ. Kamagh amuisi mbɨzaghɨn khav, nɨɨ nam mbathɨghɨn ana nii. Nɨɨ nan vhusvhusan gɨn maŋa thaghɨri. Nɨɨ non vhusvhusan mɨn, nɨɨ ramu.”
MRK.14.37	Mauthughura a nomthegha non suren gumaghan phunini ko mbɨkethavɨna aghan zegha garima mee akui. Mee akuima a kamagh Pita mbɨŋgeeghi, “Saimon, nɨɨ akuire? Nɨɨ thange nan phorugh ikegh ganɨva uthughuno othɨvhaaŋni ikeghem phatɨghtire? 
MRK.14.38	Gee inderaghɨvɨra ganɨva, Gotɨn phorughum mbɨkɨmti osɨmndɨgha thav gee ramuightima gee ireghem phatɨghami. Kɨ ikaaŋi, gen navira averi vhusvhusi, mbɨkarɨsia aghavagharisi phatɨ. Kamagha amuisi pharphari geŋga amui.”
MRK.14.39	Mauthughura a nomthegha gugha ufhuaragha Gotɨn phorugham mbɨkemisi moghɨra nomthegha aŋn phorugham mbɨŋgeeghi. 
MRK.14.40	Gumughun a nomthegha non suren gumasivɨusua za gari, mee akuavɨre iti. Pharphari phuvɨra meŋga amui. Mauthughura a meŋga aghurasi, mee aŋm mbɨkɨmaŋgamira akaagha asa.
MRK.14.41	Mauthughura a uthughum mbɨkethavɨn gugha Gotɨn phorugham mbɨkemigha nomthegha za mem mbɨŋgeeghi, “Gee avughusuava akuavɨre itire? Othɨvhan khava thaghi! Uthugho oto. Gee gan, Gumasir Otar mee ana nighɨva othevir maghatɨsigha amuir gumasira afharira arɨghaousua zii. 
MRK.14.42	Gee rɨkavighɨva! Ee maŋŋaŋga! Gee gan. Na nigh aphanir gumasir ranɨɨŋgamir thavɨra, a muna zii!”
MRK.14.43	Iesus Pita, ri Jems ko Jonɨm mbɨŋgɨvɨre itima, Judas, aŋm mbɨsevisir gumasir 12 pɨlan mav oto. Avɨrani ikhɨv aŋn phorughum mbɨsoghomirɨm mbɨzorsir akosi rako ifhani nigha Iesusɨusua zii. Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii rako Judariro othevi ikeeŋsi gumasi rako Judarir gumasira aphani, mee mee amaeŋsi, mee zii. 
MRK.14.44	Iesus nigh mena fharira rɨghaousua amuir gumaghɨ ufhuaragha kamaghɨusue, “Kɨ othɨvhan khavɨn gen khɨvaghami. Kɨ iŋŋɨsamir gumagh, a Iesusɨra. Gee anɨ usuiragh, inderaghɨvɨra aŋn ganɨva, ana nigh maaŋɨ.”
MRK.14.45	Mauthughura Judas Iesusɨusua zavɨre ikha kamaghɨm mbɨŋgeeghi, “Fhɨghɨn gumagh!” Judas aŋni iŋŋɨsi. 
MRK.14.46	Maghɨra gumasi zava Iesus agharir aŋga ariigha, mbɨghɨravɨra aŋnɨ usuira.
MRK.14.47	Mauthughura Iesusɨna aghani iti gumaghan mav nom mbɨzorughana akos asigha, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphananiri iŋaaran gumaghanɨ ukuara rɨtusi aŋnɨ ukuar rɨtughirɨ. 
MRK.14.48	Maghɨra Iesus kamaghɨm mbɨŋgeeghi, “Kɨ okeer gumagh phatɨ. Gee thoghousua nanɨ usuighaousua mbɨzorsira akosi rako ifhani niia zii? 
MRK.14.49	Kɨ mɨghasɨgha gen phorugha ikha, Gotɨn rɨphenam mbɨroghɨna aven surea amui. Gee nanɨ usuighani iphɨrphɨri. Gotɨm mbɨgharano osɨrɨm mbɨkemisi moghɨra gee kamagh naŋga amui.” 
MRK.14.50	Mauthughura Iesusɨn suren gumasi bar ana thaeghava are.
MRK.14.51	Gumaghani ikaman mav bigha thav arusi phatɨ, am mbɨsasinɨ ughura akɨrani iti thav ikegha Iesusɨn gɨn zui. Mauthughura Iesusɨna aphani aŋnɨ usuirasima, 
MRK.14.52	a nona akɨrani itirɨm mbɨsasinɨ ughuran khava thaegha imuŋgamara ara gu.
MRK.14.53	Iesusɨna aphani ana nigha Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphanivɨusua gu. Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii, rako Judarir gumasira aphani, rako Judariro othevi ikeeŋsi gumasi, mee bar za nori akuvaghav iti. 
MRK.14.54	Mauthughura Pita thighiiŋn muaŋn aŋga athɨgha Iesusɨn gɨn guava bar gua Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphanan rɨphenan rɨvɨnana aven gughava a ganganir gumasir phorugha apheraghav ikha arivan fheeghi.
MRK.14.55	Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii rako Judariro osɨmndɨsiva oragha anda rɨkɨrir gumasi bar Iesusɨm mbɨsueghti ana aremighaousua akaman mena akuruvaghaousua uruiava, avheeŋi. 
MRK.14.56	Gumasira avɨrara khorigha amuirɨm mbɨŋgɨmɨŋgɨr Iesusɨa amuisi, mem mbɨŋgɨmɨŋgɨ uvhorsira zui phatɨ. 
MRK.14.57	Marsi rɨkhavigha khorigha amuira akaman khavɨn aŋm mbɨŋgeeghi, 
MRK.14.58	“Ee orasima, a kamaghɨusue, ‘Gumasi iŋarisi Gotɨ rɨphenan khav kɨ ana rɨphɨrighɨva, uthughun phunini ko mbɨkethavɨra igharis thavɨni iŋarighemi. Kɨ iŋarighemi thav gumasi aŋni iŋarighem phatɨghami.’ ” 
MRK.14.59	Mbɨŋgɨŋgɨr kharsi ivɨra guisimbaaŋra uvhorsira zui phatɨ.
MRK.14.60	Mauthughura Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphan rɨkhavigha men thooŋnɨ utugha Iesusɨna azaaghi, “Nɨɨ akama thav ikarvaghani iphɨrphɨrisire? Mee nɨɨŋga asira akaman khav, a guisimbaaŋra, o?” 
MRK.14.61	Mauthughura Iesus inɨmɨre ikha mem mbɨŋgɨŋgɨma thav ikarasi phatɨ.
MRK.14.61	Mauthughura Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphan nomthegha aŋna azaaghi, “Nɨɨ Krais, Got nom ee niamɨusua mbɨsevisir gumagh? Gumasi rako amisi kha Gotɨni izɨɨ ufhi, nɨɨ ano Otarara me?” 
MRK.14.62	An aŋm mbɨkemisima Iesus kamagh aŋm mbɨŋgeeghi, “Kɨ aŋno Otarara. Gumughun nɨɨ ganti, Gumasir Otar kha gamgaaŋ iti Gotɨn guvɨn aghara apheraghɨva ovheenɨ ughura sam zaami.” 
MRK.14.63	Mauthughura Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphan non shaara biighava azaaghi, “Ee theghousua nomthegh gumasi tharsir phorugh dɨɨgh ti mee zɨva akaar aŋga asɨ ti? Marikɨɨ! 
MRK.14.64	Gee nori aŋm mbarasi, am mbɨŋgɨŋgɨr maghatɨsir Gotɨni izɨɨra afharavasi. Gee manmagh nɨghɨnɨsi?” Mauthughura mee barbar akaman aŋga asa, kamaghɨusue ana aremighemi.
MRK.14.65	Mauthughura marsi aŋgi iphari. Mee aŋna arɨmaghaniiŋ avaragha, mee nona afharir aŋm mbɨsogha kamagh aŋm mbɨŋgeeghi, “Nɨɨm mbɨkɨm. Thɨɨŋra nɨɨm mbɨsosi?” Mauthughura ganganir gumasi ana nighava aŋm mbɨsoghavɨre iti.
MRK.14.66	Uthughun khavɨra Pita rɨphena rɨvɨnam mbɨŋɨniiŋni itima, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasira aphanani iŋaarana amighan mav zii. 
MRK.14.67	A zava Pitan garima ana arivan fheema, a rɨkɨrav aŋn gara, kamaghɨm mbɨŋgeeghi, “Nɨɨ gumaghan khav nɨɨ ivɨra Iesusɨn phorugha ike. A Nasaretiiŋn gumagh mav.” 
MRK.14.68	An aŋm mbɨkemisima a nombɨn guaragha kamaghɨusue, “Kɨ nɨɨm mbɨŋger bighan mav ikeeŋsi phatɨ.” Mauthughura rɨvɨnani itɨmani ikhɨvana akamaniiŋno otoghɨva akɨran maŋamɨusuava amuima maghɨra utuar afhui. 
MRK.14.69	Gumughuni iŋaarana amighan khav khagh aŋn garavɨra utuivighav itir gumasi rako amisi nomthegha mem mbɨŋgeeghi, “Muna mena mavɨra.” 
MRK.14.70	A mem mbɨkemisima a nomthegha nombɨn guaragha muaŋ gɨn, aŋna aghanɨ utuivighav itir gumasi Pita mbɨŋgeeghi, “Nɨɨ Galilin distrighɨn gumagh, kamagha amuisima guisimbaaŋra nɨɨ mena mavɨra.” 
MRK.14.71	Maghɨra Pita mbɨghɨravɨram mbɨŋgɨ kamaghɨusue, “Kɨ guisimbaaŋram mbɨŋgeeghi. Kɨ khorira amuightima Got naŋga asɨghasiighemi.” A kamagh mem mbɨŋgeeghi, “Kɨ gem mbɨŋger gumaghan khav ikeeŋsi phatɨ.” 
MRK.14.72	A kamaghɨm mbɨŋgɨvɨre itima utuar nomthegha afhui. Maghɨra Pita Iesus aŋm mbɨkemisi mbɨŋgɨŋgɨmaŋgi nɨndɨɨ, “Nɨɨ ufhuaraghɨ uthughun phunini ko mbɨkethavɨm mbɨkɨmaŋga, ‘Kɨ Iesusi ikeeŋsi phatɨ.’ Maghɨra utuar gɨnɨ uthughun phuninin afhuighemi.” Pita anaaŋgi nɨghɨnɨghava ara gua bar phuvɨra azii.
MRK.15.1	Amɨrɨtusi rɨmaaŋra, Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii rako Judarir gumasira aphani, ko Judariro othevi ikeeŋsi gumasi, rako Judariro osɨmndɨsiva oragha anda rɨkɨrir gumasiri igharis tharsi ivɨra, mee nɨghnɨghan mavɨ oto. Mee Iesusɨna afhari ikegha ana akua guava Pailatɨ anɨɨŋi. 
MRK.15.2	Mee Pailatɨ aniiŋsima, Pailat aŋna azaaghi, “Nɨɨ Judarigha ativasir gumagh, o?” An aŋna azarasima Iesus ana ikaragha kamaghɨm mbɨŋgeeghi, “Aŋre, nɨɨ inderaghɨvɨram mbɨŋgeeghi.” 
MRK.15.3	An aŋm mbɨkemisima Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii bisira avɨrara aŋm mbɨŋgɨva akaar aŋga asi. 
MRK.15.4	Mauthughura Pailat nomthegha aŋna azaaghi, “Nɨɨm mbɨŋgɨŋgɨr kharsi ikaravaghami, o phatɨ? Nɨɨ orasi, mee bisira avɨrara nɨɨm mbɨŋgɨva andar nɨɨŋga asi.” 
MRK.15.5	An aŋna azarasima Iesus bar aŋm mbɨŋger phatɨsi, Pailat rɨŋgavan maghatɨgha amui.
MRK.15.6	Pailata amuiro othɨv kamaghɨn, ombari bar ishamani ikhɨvan khavɨnɨ uthugh, mee Pailatɨm mbɨkɨmtima a rɨvɨnan kɨrthɨghani itir gumagha thav, men vhusvhusan ana thaeghti, a maŋŋaŋga. 
MRK.15.7	Gumaghan mav, aŋni izɨɨ Barabas, a gavmanɨn gumasir phorugham mbɨsosi tharsi men phorugha rɨvɨnan kɨrthɨghani iti. Mee bighan khavɨusua rɨvɨnan kɨrthɨghani iti. Mee gavmanɨn phorugha nori vɨsogha gumaghan mava aremi. 
MRK.15.8	Thighira gumasi rako amisi Pailat itira aŋanan guavanambogha rɨvɨnan kɨrthɨghani itir gumagha thav mee vhusvhuisi thava thamɨraghaousua Pailatɨna azaaghi. Khara Pailat mɨghasɨgha othɨvhan khavɨa amui. 
MRK.15.9	Mee aŋna azarasima, Pailat mena azaaghi, “Kɨ Judarigha ativasir gumagha thaeghɨva gemɨusua ana amaaŋmɨusua, gee vhusvhuisi o?” 
MRK.15.10	Pailat ikaaŋi, “Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii Iesusa amuir bisivagha navi osemigha, ana nigha nana afharɨ athɨ.” 
MRK.15.11	Mauthughura Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii vɨkemisi gumasi rako amisir navi rɨkavisima mee Pailatɨm mbɨkemightima a Iesusɨn thɨvaghɨva, Barabasa thaeghtima a memɨusua zaami. 
MRK.15.12	Mem mbɨkemisima Pailat azaaghi, “Gee Judarigha ativasir gumagh arɨsi thav, kɨ manmaghɨra aŋ ramuti?” 
MRK.15.13	A mem mbɨkemisima gumasi rako amisi mbɨghɨravɨra dɨɨ kamaghɨm mbɨŋgeeghi, “Ana nigh khani ighuuvan ana gura!” 
MRK.15.14	Mauthughura Pailat mena azaaghi, “Manmaghɨusua? Ano othɨvhan maghatɨghan manavɨa amui?” A mem mbɨkemisima mee barɨm mbɨghɨravɨra dɨɨ mbɨŋgeeghi, “Khani ighuuvan ana gura!” 
MRK.15.15	A mee ramuightima men navi inderaghaousua, Pailat Barabasa thaghi. Am mbɨzorsir gumasi mbɨkemisi mee umbuer Iesusa afhasoroegha, Pailat khani ighuuvan ana guusua meŋga anɨɨŋi.
MRK.15.16	Mbɨzorsir gumasi Iesus nigha gavmanɨn rɨphenani ikhɨvam mbɨroghɨna aven gueghira mbɨzorsir gumasi bar men dɨɨsima mee za nori akuvaghav iti. 
MRK.15.17	Mee uphɨghɨ rutusir shaaran aghɨvanɨ uruaran mavɨn aŋn sharagha rɨkhonɨnɨ amaeŋna rɨkɨrigha aŋna aphanan shara. 
MRK.15.18	Mee maghɨra aŋn dɨɨva aŋm mbɨŋgeeghi, “Judarigha ativasir gumagh, nɨra ativasir thav!” 
MRK.15.19	Mauthughura mee aghorɨn aŋna aphanam mbɨsogha, ivɨra aŋgi ipharavɨre iti. Mee khoru amua noni itevira akuriri iphɨni ira, mee guisimbaaŋra aŋni izɨɨ ufhi moghɨra amui. 
MRK.15.20	Mee othevir kharsir aŋga amua aŋ rɨphovigha gɨvagha, a ma sarisir shaari usuegha, aŋn shaaran aŋn shara. Mauthughura mee ana nigha khani ighuuvan aŋga afhughafhughaousua aŋna akua zui.
MRK.15.21	Sairinin gumaghan mav Saimon, a Aleksander ko Rufusɨn inaghaves, a uŋuuni igharisi thavɨni ikegha Jerusalemɨna aven zui. Maghɨra mbɨzorsir gumasi Iesusa guumir khani ighuuve isaghuphughaousua aŋnɨ usuirasi, an aŋgi isaghuphɨ.
MRK.15.22	Mee guava aŋanan mavɨni izɨɨ Golgota, mee aŋno otuivi. Aŋanan khavɨni izɨɨm mbɨnɨɨŋ kamaghɨn, Aphanir Agharir Aŋan. 
MRK.15.23	Mauthughura mee uainiro ovɨsiri imboori ko mbɨzasia gevi rɨmɨn phorugha ighavɨsuegha Iesusɨ anɨndima ana na thaghi. 
MRK.15.24+MRK.15.25	Aro anaŋga 9_oklogh nisima mee Iesus nigha khani ighuuvan ana guragha aŋga afhu. Mauthughura mbɨzorsir gumasi aŋn shaari isiragha norigha aniiŋga satu ikararaaghi. Thavɨ ufhuaragho otoghɨva, shaara thav niaŋga. 
MRK.15.26	Mauthughura mee aŋn gunɨm mbɨŋgera akaman khavo osɨri, “A Judarigha ativasir gumagh.” Mee akaman kuaŋmɨusua aŋm mbɨsueghtima ana aremighemi. 
MRK.15.27+MRK.15.28	Mee, okɨɨva mbɨzorsigha amuisi gumaghan phunini, mee aniiŋ nigha Iesusɨna aghani ivɨra aniia agura. Mee mav nigha Iesusɨna agharan guvɨn itir khani ighuuvan aŋga afhugha, mav nigha agharani ikɨn itir khani ighuuvan aŋga afhu. 
MRK.15.29	Mauthughura za zui tharsi mee rɨmbovirɨm mbɨzeer aŋm mbɨŋgɨva nona aphani ukuaukuaghava kamaghɨusue, “Ore! Nɨɨ, Gotɨn rɨphena rɨphɨrigh aron phunini ko mbɨkethavɨn nomthegh aŋni iŋaraousua mbɨkemisi gumagh. 
MRK.15.30	Nɨɨ thighira nɨɨ nombɨra nombɨna akuragh, khani ighuuva thaeghɨva zighirɨ!” 
MRK.15.31	Gotɨna aphuraphurava aghae rako bisir aŋga anɨndir gumasiri ikii rako Judariro othevi ikeeŋsi gumasi ivɨra kamaghɨra aŋ rɨphova nori vɨŋgeeghi. Mee kamaghɨm mbɨŋgɨ kamaghɨusue, “A igharis tharsira akuruvasi a nombɨra nombɨna akuruvaghani iŋgura! 
MRK.15.32	Kha gumagh, a kamaghɨusue, ‘Kɨ Got nom gumasi rako amisi niamɨusua mbɨsevisi gumagh. Kɨ Israeligha ativasir gumagh.’ Khara guisimbaaŋrana akam nɨɨ khani ighuuva thaeghɨva zighirɨtima, ee nɨɨn ganigh nɨghnɨghana aghavaghar nɨɨni ikaami.” Okeer gumaghan phunini aŋna aghan guraghav ikha, ivɨram mbɨŋgɨŋgɨr maghatɨsira avɨrara phuvɨra aŋm mbɨŋgɨvɨre iti.
MRK.15.33	Aro za phesakhaman thooŋni itima gɨngɨnɨ unuaghɨnani itirɨ uŋuimba bar anda avaragha, guava 3_okloghɨnɨ uŋguarthughura utu. 
MRK.15.34	Aro gua 3_oklogh nisima Iesus itɨɨŋni ikhɨvanɨm mbɨghɨravɨra kamagh deeghi, “Eloi, Eloi, lama sabaktani?” Akaman khavɨm mbɨnɨɨŋ kamaghɨn, “Nan Got, nan Got nɨɨ thoghousua na thaghi?” 
MRK.15.35	Maghɨra aghangera utuivighav itir tharsi oraegha kamaghɨusue, “Gee oragh, a Elaijan deeghi.” 
MRK.15.36	Maghɨra gumaghan mav akhɨghavtɨgha gua rɨmɨnɨ usuisi bigh nigha uainiro ovɨsiri imboorira afhaaŋndɨgha rugha ana nigha aghorɨn mavɨ athɨgha, Iesus ramamɨusua ana amandi. A kamaghɨusue, “Gee thaegh, ee ganaŋga, Elaija ti zɨva aŋna akuraghami, o phatɨ.” 
MRK.15.37	Mauthughura Iesusɨm mbɨghɨravɨra dɨɨgha utumu usue.
MRK.15.38	Maghɨra Gotɨn rɨphenan guraghavi iti mbɨsasini ikhɨv iphɨni ikegha thooŋra bigha gueghira uvɨno otogha araran phunini irɨ. 
MRK.15.39	100 pɨlam mbɨzorsir gumasir garir gumaghana aphanan mav, a Iesusɨna aghanɨ uthughav ikha orasi, am mbɨghɨravɨra dɨɨgha, manmaghɨra aremisiro othɨvhan ganigha kamaghɨusue, “Bar guisimbaaŋra, kha gumagh a Gotɨn Otarara!”
MRK.15.40	Uthughun khavɨna amisir marsi muaŋ isaghunɨ utuivighav ikha gari. Men thooŋn Makdalanɨnɨ uŋuuna amigh Maria, ko Salome, ko Josev ri Jemsɨni inaghamuuŋ Maria. Kha Jems a Josevɨnɨ undoogh. 
MRK.15.41	Amisir kharsi Galilin distrighɨni ikegha Iesusɨna akuruvagha aŋn phorughava arui. Amisir avɨrar marsi ivɨra Iesusɨn phorugha Jerusalemɨna anambogha ivɨre iti.
MRK.15.42+MRK.15.43	Thighira aron avhughususanɨ uthughusua bisiar rɨkɨrirɨ uthugh. Amɨn phɨrtima avhughususanɨ uthugho otuivami. Kamagha amuisima aro gevima, Arimatean gumagh Josev, Judariro osɨmndɨsiva oragha anda rɨkɨrir gumaghana aghuuŋ mee bar ikeeŋsi mav. A nombɨ ivɨra Got kha bisigha ativamirɨ uthughusua gari. Ana atitii phatɨgha Iesusɨn khum niamɨusua gua Pailatɨna azaaghi. 
MRK.15.44	An aŋna azarasima Pailat oraghi, Iesusa aremigha gɨvasima, a rɨŋgavan maghatɨgha amui. A 100 pɨlam mbɨzorsir gumasir garir gumaghana aphanan mavɨusua akama amandasima a zesima an aŋna azaaghi, “Iesus guisimbaaŋra aremisire?” 
MRK.15.45	An aŋm mbɨŋgɨŋgɨmam mbaraegha a ikaaŋi, Iesus guisimbaaŋra aremi. Mauthughura a Iesusɨn khum niamɨusua Josevɨm mbɨnamba. 
MRK.15.46+MRK.15.47	Mauthughura Josevɨm mbɨsasinɨ ughurana aghuuŋn mav aŋgu uvhuesigha zava Iesusɨn khuma daeŋga zeghirɨ. Ana na uphomigha gɨvagha ana nigha guava akɨman thooŋ mee rɨtusi thavɨn gugha ana athɨ. Ma uthughun Makdalanɨnɨ uŋuuna amigh Maria, ko Josevɨni inaghamuuŋ Maria, aniiŋ garima, Josev Iesusɨn khum nigha akɨman thooŋna avena ana athɨgha, akɨmani ikhɨvan mavɨ uphoghuphuegha zava aŋna akamania rɨkuugha.
MRK.16.1	Avhughususanɨ uthugh gɨvasima, Makdalanɨnɨ uŋuuna amigh Maria, ko Jemsɨn inaghamuuŋ Maria, ko Salome mee maaŋɨ Iesusɨn khum aghɨvousua mbɨghuriir aghui zuirɨm mbɨruer marsighɨ uvhuesi. 
MRK.16.2+MRK.16.3	7 pɨlarɨ uthusirɨ ufhuaragha zuirɨ uthughun aro anandima, rɨmaaŋra mee gua Iesusɨn khum athɨsi akɨman thooŋna aghan norira nori vɨŋgeeghi, “Thɨɨŋra ena akuragh akɨman thooŋna akamania rɨkuusi akɨmɨ uphuegh ti?” 
MRK.16.4	Mee gua garima akɨmani ikhɨvan khav, mee ana uphoghuphuegha gu. 
MRK.16.5	Mee akɨman thooŋna akamaniiŋna aven gua garima gumaghani ikaman mav shaaranɨ ughuranɨ uruaran mava arugha agharan guvɨn amandaghava apheraghav iti. Mee aŋn ganigha bar rɨŋgavan maghatɨgha amui.
MRK.16.6	Gumaghan khav kamaghɨm mbɨŋgeeghi, “Gee atitiiŋn thaghɨri. Kɨ ikaaŋi. Gee Nasaretiiŋn gumagh, Iesusɨusua gari. A khani ighuuvana aremigha nomthegha rɨkavi! A khagh iti phatɨ. Gee khagh a irɨghavi ikesira aŋanan gan. 
MRK.16.7	Thighira gee maaŋɨ, Pita ko aŋn suren gumasiri igharis tharsi vɨkɨm, ‘A genɨ ufhuaragh Galilin distrighɨn maŋŋaŋga. Am mbɨkemisi moghɨn gee munagh aŋmba othuivhami.’ ”
MRK.16.8	Mauthughura mee rɨŋgavan maghatɨgha amuigha guava akɨran guegha phuvɨra are. Mee atitiiŋi, kamagha amuigha mee tharsi vɨkemisi phatɨ.
MRK.16.9	Iesus 7 pɨla uthusirɨ ufhuaragha zuirɨ uthughun rɨmaaŋra nomthegha rɨkhavigha Makdalanɨnɨ uŋuuna amigh Maria, ufhuaragha nombɨn aŋn khɨva. Amighan khav, Iesusɨ ufhuaragha unduur maghatɨsir 7 pɨla iti tharsi vatoghi.
MRK.16.10	Gumughun gumasi rako amisi Iesusɨn phorugha aruava ikesi tharsi, mee aŋmɨusua bar osemigha phuvɨra azia itima, Maria gugha Iesusɨn gun mem mbɨŋgeeghi. 
MRK.16.11	A mem mbɨkemisima, mee oraghi, Iesus nomthegha rɨkhavigha nombɨ nigha Makdalanɨnɨ uŋuuna amigh Marian khɨvasi an aŋn gani. Mee kamagh oraegha nɨghnɨghana aghavagharana amighan khavɨna akaar iti phatɨ.
MRK.16.12	Uthughun khavɨn gɨn Iesusɨn suren gumaghan phunini uŋuuni ikhɨvan akɨran zuima Iesus igharaghava otogha aniiŋm mbato. 
MRK.16.13	Mauthughura aniiŋ nomthegha za bighan khavɨn gun marsi vɨkemisi, mee ivɨra nɨghnɨghana aghavagharan aniiŋna akaar iti phatɨ.
MRK.16.14	Gɨnɨ 11 pɨlan suren gumasi aphima Iesus nombɨ nigha men khɨva. A ikaaŋi, mee nɨghnɨghana aghavaghar phatɨgha, mee navana aghavaghar iti. A nomthegha rɨkavisir bighaaŋ, marsi aŋn ganigha mem mbɨŋgeema, mee nɨghnɨghana aghavagharam mbɨŋgɨŋgɨman khavɨni iti phatɨ. Bisir kharsivɨusua Iesus mem mbɨŋgɨ meŋga avhesi. 
MRK.16.15	A kamagh mem mbɨŋgeeghi, “Gee maaŋɨ unuaghɨnan khav bar aŋ raruva unuaghɨnan khavɨni iti gumasi rako amisi bar kha akamana aghuuŋn mem mbɨkɨm. 
MRK.16.16	Gee mem mbɨkɨmti thɨɨŋra nɨghnɨghana aghavaghar nani ikhɨva, urueghtima, Got aŋna akuraghti, a mɨghasɨgh Gotɨn phorugh ikaami. Thɨɨŋra nɨghnɨghana aghavaghar nani iti phatɨ, a Got osɨmndɨsiva oragh anda rɨkɨramirɨ uthughuna aveni ikhɨva uvhuesan maghatɨgh niaŋga. 
MRK.16.17+MRK.16.18	Nɨghnɨghana aghavaghar nani iti tharsi, gamgaaŋn bisir kharsi ivɨra men khɨvami. Mee nani izɨɨnɨ unduur maghatɨsi vatoghɨva, mee uŋuimbar akaa ikeeŋsi phatɨsi tharsi vɨkɨmɨva, ukurusi nona afharir andarɨ usuighemi. Mee arɨghirira aŋguar rɨmɨ thava rameghti a thange men navigha asɨghasiighem phatɨghami. Mee nona afhari nigh arɨmarɨr gumasir arɨghtima mena arɨmarɨ gɨvaghami.”
MRK.16.19	Uthughun khavɨni Ikhɨv Iesus, bisir kharsir mem mbɨkemigha gɨvasima Got ana nigha nonɨ uŋuun guavanambo. Ana nambogha, a Gotɨna agharan guvɨn amandagha apheraghav iti. 
