MAT.1.2	Abraham Aisak nɨŋuva. Aisak Jekop nɨŋuva. Juda nɨŋusinava naŋga nɨŋuranava nɨŋuva Jekop. 
MAT.12.42	Krunavundiŋ Got ŋgatɨŋgurɨmandɨ tɨwɨmiyɨ, Navundi aru miku Sebandu haŋambɨ ndahara Gotɨndu tamɨŋgañɨ taŋguramɨrɨmandɨ. Kamata krunavundi tɨhundu nɨŋɨnɨŋɨndu ñamba vanavanarɨm kuyu kɨmbañɨ ambavarɨmandɨ. Navundi aru miku kandɨhaŋambɨ, pɨrɨvɨsa nɨñɨndu mandambuyɨ kɨndi. Hara Solomon indarɨmit avivi nuŋandɨ ambavarɨti indarɨtɨn vata payɨmi. Hara kru mumɨŋga nɨñɨ kɨyɨ mɨŋga Solomonɨŋ taratɨvɨramaŋgari, vami.
MAT.12.44	Kamata ambɨrɨmandɨ, Yi tavɨ kɨyɨmin hañɨ aŋga uta kɨyɨman, vamba ambɨrɨmandɨ. Kamavata uta kɨyɨmi tavɨ ha ŋgɨti ikɨrañata kanzɨ mɨŋayahuramɨntu saŋgɨyɨmandɨ. 
MAT.12.45	Kamati uta sundɨ ñamba kuma timu, tamu arɨkinzɨpi tɨŋgɨruramata vat ñamba vanandu supɨrisupɨri haŋɨnɨŋ tɨmbuta pata indɨhuta tavɨ kandɨhañɨ kɨyɨmandɨyu. Kru kandɨhama kuha ñamba kɨyɨmi, hara tɨhu ñambatɨmaŋgarɨmandɨ. Krunavundi tɨhundu nɨŋɨnɨŋ sɨwɨmañanzihɨ yɨvurahɨmandɨ, vami.
MAT.12.47	Kuyundavarahihi, kru mumɨŋga pata ambami, Namaka naŋga naratakɨña nanaŋga kuyundavarɨmɨndaŋ vata pata tapɨravu nda kuyu, vami.
MAT.12.48	Kamavahi Jisas nuŋ ambami, Yamaka naŋga yaratakɨña kandɨhaŋɨnɨŋ ninɨnin, vami. 
MAT.12.49	Kamavata nuŋandɨ sɨmbɨrasaraŋ isɨhuramata ambami, Ŋgamara, nɨŋɨnɨŋ ndɨhi yandɨ yamaka naŋga yaratakɨña. 
MAT.12.50	Krunavundi Yavandak nuŋandɨ pɨhuyɨ kɨndi hamandu vana taya mɨŋahandahandarɨm pirɨkɨndu haŋɨnɨŋ ndaya, yandɨ yamaka, yarɨmandakɨña naŋga yaratakɨña, vami.
MAT.13.1	Kandɨhɨvɨ hañɨndaya Jisas tavɨhumba hambu mitata tapɨrañɨ pindɨhata uta indu aru hañɨndu tɨvɨyɨ mɨnzɨta kɨyɨmi. 
MAT.13.2	Kamatɨhi krunavundi sambɨ nu kɨyɨmi hañɨ payɨhu, kupik hañɨ yahuta mɨnzɨmi. Kamatɨhi krunavundi sɨhanaŋga indu tɨvɨ hambu taŋguvatamu. 
MAT.13.3	Kamatɨhu Jisas nurɨŋ tɨhi kuyu sambɨ ambavarata, nɨmavami, Indarɨmara. Kru mumɨŋga wit kɨrɨs kɨvayɨ sisɨvɨrɨman vata umi.
MAT.13.4	Kamata kɨva hañɨ sisɨvata uhihi muvɨra kɨndɨmbatɨyɨ mɨŋgaramahu kava pata ñamu.
MAT.13.5	Muvɨra pɨrɨ tɨmba naŋga vɨrañɨ mɨŋgaramamu. Pɨrɨ kandɨhaŋu simbɨyɨ simbɨyɨ kɨrɨ hambu tɨmba naŋga. Kamataharɨm wit kɨrɨs kandɨhaŋɨnɨŋ pɨrɨ kandɨhaŋu mɨŋgaramata sarɨwayɨ tɨmɨravaramu. 
MAT.13.6	Hara kundur ha kavarahi pɨrɨhumbañɨ mamɨŋgumi. Harɨm ina kɨrahɨmuhi sahata kɨmumbɨramu. 
MAT.13.7	Ara wit kɨrɨs muvɨra siki punzɨmbunzɨ ñiŋgiñɨ mɨŋgaramamu. Kamatɨhu siki punzɨ naŋga haŋɨnɨŋ tɨmɨrata wit haŋɨnɨŋ tarɨŋgumu. 
MAT.13.8	Hara wit kɨrɨs muvɨra pɨrɨ aviyɨ mɨŋgaramata tɨmɨrata kandɨ tamamu. Muvɨra 100, muvɨra 60, muvɨra 30 tɨndɨ tamamu. 
MAT.13.9	Kru kɨnzɨhi naŋga hama, kuyu nɨŋandɨhin mɨŋatamamaŋgarata indarɨm, vami.
MAT.13.10	Kɨyɨhandata Jisasɨndu sɨmbɨrasara pata nuŋ nɨmavamba kitɨhumu, Mumɨndɨhi krunavundiŋ tɨhi kuyuyɨ taya ambavarandana, vamu. 
MAT.13.11	Kamavahu Jisas ambami, Narɨŋ Got andɨti muhɨmɨmuhɨm nuŋandɨ tɨwɨyɨ kɨyɨhɨyɨ hañɨndu kuyu sapa sipɨruta kɨndi ha ŋgɨmandɨra. Hara krunavundi maŋgɨmandɨyu. 
MAT.13.12	Kru mumɨŋgandu kandɨhamata hɨm muhɨmɨmuhɨm kɨyɨmandɨ hañɨ nuŋ Got sɨhinda muvɨra ŋgurɨmandɨ. Kamati nuŋandɨ muhɨmɨmuhɨm sambɨ kɨyɨmandɨ. Hara kru mumɨŋgandu muhɨmɨmuhɨm maŋgɨyɨmandɨ ha, muhɨmɨmuhɨm mɨŋahandata kɨyɨmandɨyɨpu ha Got pɨŋguvarata mɨtɨrɨmandɨ. 
MAT.13.13	Kanɨmata sapayɨrɨm nurɨŋ tɨhi kuyu ŋgundin. Nurɨŋandɨ tamɨŋgaŋgɨrɨs ha tɨhɨrañandi, hara muhɨm maŋgɨmandɨyu. Mɨŋatamandu hara, kuyu mu maŋindarɨmandɨyu, kamatu nurɨŋandɨ mirɨmba vu mandaruvɨhɨrɨmandɨ. 
MAT.13.14+MAT.13.15	Krunavundi kanɨmata nɨŋɨnɨŋɨrɨm ndɨhi Gotɨndu kuyu mɨŋata ambavaravara Aisaia ambami, Got ambi, Kuyu sambɨ ñɨmbɨrɨ indarɨmandɨra. Hara kuyu sapavu maŋgɨmandɨra. Muhɨmɨnda ŋgɨmɨndaŋ vata sambɨ ñɨmbɨrɨ tɨhɨraramɨrɨmandɨra, hara maŋgɨyɨmandɨra. Krunavundi kandaŋɨnɨŋɨndu mavɨ humba hambu tɨkatɨkatɨmi. Kamatɨhi nurɨŋandɨ kɨnɨzɨhi haŋɨnɨŋ kuyu avi indarɨtarɨrɨm yakwɨrɨvarandu. Nurɨŋandɨ tamɨŋgaŋgɨrɨsɨ ha mɨŋayɨhɨndu. Kamataharɨm nurɨŋandɨ tamɨŋga ha muhɨm maŋgɨmandɨ. Kamati nurɨŋandɨ kɨnzɨhi ha muhɨm kuyu maŋindarɨti, nurɨŋandɨ mavɨ humbavu kuyu sapa ha maŋgɨmandɨ. Kandɨhamata vana maŋandɨta, mavɨŋgimɨruta yi kɨnɨyɨ patu nurɨŋ mɨŋavindamahin, vamba ambi, vamba ambami. Aisaia ambami kuyu ha kandɨsɨkwɨsɨkwɨ yɨvurahi. 
MAT.13.16	Narɨ kuyu indarɨndara, naŋga muhɨmɨmuhɨm ŋgandara. Harɨm narɨ kɨnzɨhɨnzɨtɨmara. 
MAT.13.17	Yi narɨŋ kandɨ ambin, kuha kru Gotɨndu kuyu mɨŋata ambavaravara naŋga kru tɨtɨtaya kɨyɨhɨyɨ haŋɨnɨŋ sambɨ muhɨmɨmuhɨm tɨhu ŋgara nɨŋɨnɨŋ ŋgɨmɨndaŋ vata pirɨtamamaŋgaramu, hara maŋgamu. Naŋga kuyu indarɨndara nɨŋɨnɨŋ indarɨmɨndaŋ vata pirɨtamamaŋgaramu, hara maŋindarɨmu, vami.
MAT.13.18	Jisas sɨhinda ambami, Kru mumɨŋga kɨvayɨ wit kɨrɨs kavaramindu tɨhi kuyu hañɨndu kuyu sapa ambɨtɨn indarɨmara. 
MAT.13.19	Wit kɨrɨs kwɨmbɨyɨ mɨŋgaramamu maña handa, kru Gotɨndu tɨwɨyɨ kɨyɨhɨyɨndu kuyu avivi indarɨndi. Hara nuŋandɨ sapavu maŋgandi. Kamatɨhi Satan nu kɨndɨyɨ pata sarɨwayɨŋandi kuyu Got nuŋandɨ mavɨŋgukuyɨ kurɨndi haŋɨnɨŋ pɨŋguvarandi. 
MAT.13.20+MAT.13.21	Ara wit kɨrɨs pɨrɨ simbɨyɨ simbɨyɨ kɨrɨvu tɨmba naŋga vɨrañɨ mɨŋgaramata sarɨwayɨŋandi tɨmɨravarami maña handa, kru Gotɨndu kuyu avivi sarɨwayɨŋandi indarɨta kɨnzɨhɨnzɨtɨndi. Hara nuŋandɨ indarɨmaŋgaramaŋgara vana ha wit kɨrɨs kundur manɨman maña, harɨm nuŋandɨ indarɨmaŋgamaŋgara vana ha pakanda kɨndi. Gotɨndu kuyu avivi indarɨta kɨnzɨhɨnzɨtɨndi. Hara kru nuŋandɨ indarɨmaŋgaramaŋgara vana haŋandɨhinɨrɨm pɨmɨ ŋguhu, nuŋandɨ indarɨmaŋgaramaŋgara vana ha mɨŋgata yɨvundi. 
MAT.13.22	Ara wit kɨrɨs muvɨra siki punzɨmbunzɨ ñiŋgiñɨ mɨŋgaramamu maña handa, kru Gotɨndu kuyu avivi indarɨndu. Hara pɨrɨ nɨñɨndu hɨmɨrɨm tɨmutɨmutɨndi, naŋga tɨmbahɨrɨs sambɨ mɨŋatɨhɨruramaramarɨm indarɨndi. Kamatɨhu kandɨ vana haŋɨnɨŋ Gotɨndu kuyu haŋɨnɨŋ yɨvutarɨŋguhi kandɨmandamandi. 
MAT.13.23	Hara wit kɨrɨs pɨrɨ aviyɨ mɨŋgaramamu maña handa, kru Gotɨndu kuyu avivi indarɨta sapavu ŋgamaŋgarandi. Kamata 30 kɨrɨs, 60 kɨrɨs, 100 kɨrɨs tɨndɨ kandɨ tamandi, vami.
MAT.13.24	Jisas nurɨŋ tɨhi kuyu muŋandɨhin nɨmavamba ambami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha kru mumɨŋga nuŋandɨ kɨvayɨ wit kɨrɨs avi haŋɨnɨŋ kavarami maña. 
MAT.13.25	Hara krunavundi karɨhahuhu kru hamandu miku mɨŋga pata tɨpa ñambandu kɨrɨs wit avi ñiŋgi hañɨ kavarata umi. 
MAT.13.26	Kamatɨhi kɨyɨhandata wit haŋɨnɨŋ aruta kandɨ tamɨrɨm andɨhi ŋgahura tɨpa ñamba haŋɨnɨŋ ndahara kandɨ tamɨrɨm kɨyɨmi. 
MAT.13.27	Kamatɨhu sɨmbɨrasara haŋɨnɨŋ uta kɨva nɨŋuva hamaŋ nɨmavamba ambamu, Aru mɨŋga, ara wit kɨrɨs taya vaha nandɨ kɨva nɨñɨ kavaramana vamba indarɨndarɨŋ. Hara mumɨndɨhi tɨpa ñamba nda naŋga tɨmɨri, vamba ambamu. 
MAT.13.28	Kamavahu nurɨŋ ambami, Miku hɨru mumɨŋga kandɨ musa ha andɨsɨmi, vamba ambami. Kamavahi ambamu, Ŋgɨnaŋgata uta tɨpa ñamba ha kumbɨravarɨm, vamba ambamu. 
MAT.13.29	Kamavahura nurɨŋ ambami, Kɨtɨraŋgɨtɨraŋgwɨsa. Tɨpa ñamba haŋɨnɨŋ kumbɨravarambara wit avi haŋɨnɨŋ naŋga kumbɨravarɨtɨramandɨhi. 
MAT.13.30	Kamata mandɨta mitɨra arɨkita kɨhɨrɨhɨrɨ arutɨmu. Kamatu tahɨratahɨra tɨwɨmi kru sɨmbɨra mɨŋɨmandɨyu haŋɨnɨŋɨrɨm ambɨrɨman, Tɨpa ñamba haŋɨnɨŋ wɨsa tahɨrandahɨra kɨtɨ kahaŋgaha ahuyɨ kɨrahɨrarɨm tamamara. Kamata wit avi haŋɨnɨŋ yɨvutɨhɨruramata huyɨmandavɨ yandɨyɨ tamamamara, vamba ambami, vami.
MAT.13.31	Jisas nurɨŋ tɨhi kuyu muŋandɨhin nɨmavamba ambami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha sahi mastetɨndu kɨrɨs maña. Kru mumɨŋga mastet kɨrɨs ha mɨŋata nuŋandɨ kɨvayɨ sisɨvami. 
MAT.13.32	Mastetɨndu kɨrɨs ha sahi muvɨrandu maña ma. Sukɨhɨrɨs sɨrambɨ, hara tɨmɨrata arutɨndi ha sahi muvɨraŋ taratɨvɨrata ahu maña arutɨndi. Kamatɨhi kava pata nuŋandɨ maka hañɨ ñiŋgi tɨhundu, vami.
MAT.13.33	Jisas nurɨŋ sɨhinda tɨhi kuyu muŋandi nɨmavamba ambami. Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha yis maña. Navundi muŋambɨ wit sambɨ mɨŋata yis naŋga tarayɨwarata tamahi kɨhata sɨŋgɨ ha naŋga kɨhɨrɨhɨrɨtɨndi, vami.
MAT.13.34	Jisas sɨhanaŋga kuyu krunavundiŋ ambavarami nɨŋɨnɨŋ, tɨhi kuyuyɨ taya ambavarami. Mɨŋamamañɨ ndamata maŋambavarami. 
MAT.13.35	Kuha kru Gotɨndu kuyu mɨŋata ambavaravara mumɨŋgandu mɨkatɨmbayɨ Got nɨmavamba ambami, Muhɨmɨmuhɨm pɨrɨ nɨñɨ yɨvurahami hɨrɨvɨ hañɨnda kɨta patavata tɨhundu takuk nɨñɨ, muhɨmɨmuhɨm sipɨruta kɨndi ha yi tɨhi kuyuyɨ taya ambavarɨman, vamba ambami. Kamavami kuyu ha Jisas andɨhi kandɨsɨkwɨsɨkwɨ yɨvurahami.
MAT.13.36	Jisas krunavundiŋ mitata tavɨ humbañɨ indɨhuhi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ nu kɨyɨmiyɨ pata nɨmavamba kitɨhumu, Tɨpa ñamba kɨvayɨ yaharamami hañɨndu kuyu sapa ha ambɨna ŋgaharɨŋ vaha, vamu. 
MAT.13.37	Kamavahu Jisas nurɨŋ ambami, Kru wit kɨrɨs avi kavarami hama Krundu Ñɨŋi. 
MAT.13.38	Ara kɨva ha pɨrɨ nɨŋandɨhin. Ara wit kɨrɨs avi haŋɨnɨŋ krunavundi Gotɨndu tɨwɨyɨ kɨyɨhɨyɨ haŋɨnɨŋ. Ara tɨpa ñamba haŋɨnɨŋ, kaŋɨnɨŋ krunavundi Satanɨndu. 
MAT.13.39	Kru miku mɨŋga tɨpa ñamba kavarami hama Satan. Ara wit tahɨratahɨra tɨwɨmi haŋandɨhin pɨrɨ nɨŋandihindu imbɨhɨvɨ. Ara sɨmbɨrasara wit tahɨratahɨra haŋɨnɨŋ Gotɨndu kutɨkara. 
MAT.13.40	Kru tɨpa ñamba kumbɨrata kɨramu maña ha, pɨrɨ nɨñɨndu imbɨhɨvɨyɨ andɨrɨmandɨyu. 
MAT.13.41	Krundu Ñɨŋi hama nuŋandɨ kutɨkara haŋɨnɨŋ sɨmbɨti payɨmandɨyu. Kamati muhɨmɨmuhɨm andɨhi krunavundindu indarɨmaŋgaramaŋgara vana ñambatɨndi haŋɨnɨŋ naŋga, kru sɨhanaŋga ñamba vana andɨndu haŋɨnɨŋ, pɨŋguvarɨmandɨyu. 
MAT.13.42	Kamata kavarɨtu ahumira aruyɨ urɨmandɨyu. Ahutuŋgɨ kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu. 
MAT.13.43	Kandɨtɨwɨmi hañɨ krunavundi tɨtɨtaya kɨyɨhɨyɨ haŋɨnɨŋ, nurɨŋandɨ Nɨŋuvandu tɨwɨyɨ kɨyɨhɨyɨ hañɨ ina tɨmɨrata sɨñandɨndi maña sɨñandɨrɨmandɨyu. Kru kɨnzɨhi naŋga hama, kuyu nɨŋandɨhin mɨŋatamamaŋgarata indarɨm, vami.
MAT.13.45	Jisas sɨhinda tɨhi kuyu muŋandi ambata nɨmavami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha, kru tɨmbahɨrɨsɨndu arɨku mɨŋga wɨrɨri avirɨm puhɨrata kɨndɨmañandɨmi. 
MAT.13.46	Kamata wɨrɨri muŋandi ŋgahi avinzɨkwɨsɨkwɨ tɨhi, uta ambahi muhɨmɨmuhɨm nuŋandɨha mut mɨŋahu tɨmbahɨrɨs ha mɨŋata uta wɨrɨri avinzɨkwɨ kandɨha mut mɨŋami, vami.
MAT.13.48	Kamahayɨ ha yavurɨhi pɨŋgɨrɨta pata tɨŋgɨvu tamamu. Kamata mɨnɨzɨta itɨhata asa avivi haŋɨnɨŋ maki isɨ muyɨ tamata, asa ñamba haŋɨnɨŋ kahuvaramu. 
MAT.13.49	Pɨrɨ nɨñɨndu imbɨhɨvɨyɨ ndahara sɨwɨmañanda andɨrɨmandɨyu. Gotɨndu kutɨkara pata, kru ñamba ŋɨnɨŋ kru tɨtɨtaya kɨyɨhɨyɨ ñiŋgi hañɨ kɨyɨmandɨyu haŋɨnɨŋ mɨŋɨmandɨyu. 
MAT.13.50	Kamata kavarɨtu ahumira aruyɨ urɨmandɨyu. Kamata ahutuŋgɨ aruyɨ kavarɨtu irɨharɨha mɨka satɨpɨrɨmandɨyu, vami. 
MAT.13.51	Kamavata Jisas sɨmbɨrasara haŋɨnɨŋ kitɨhuta nɨmavami, Kuyu sɨhanaŋga kanɨŋɨnɨŋɨndu kuyu sapa ŋgandara vaha, vami. Kamavahi ambamu, Ŋgandarɨŋ, vamu. 
MAT.13.52	Kamavahu nurɨŋ ambami, Tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ tɨkatɨka kuyu ŋgandu. Kamataharɨm Gotɨndu tɨwɨyɨ kɨyɨhɨyɨndu kuyu sapa handahara ŋgandu. Nurɨ tavɨ aru muŋandɨhinɨndu nɨŋuva maña. Tavɨhumba hañɨndu muhambu indɨhuta muhɨmɨmuhɨm nuŋandɨ avivi kuhandu naŋga kɨhi yavurɨta kɨndi haŋɨnɨŋ, sɨhanaŋga mɨŋaramahi tapɨrañɨ pindɨhami, vami.
MAT.13.55	Ara ŋgandarɨŋ, kru nɨma nɨŋuva tavɨ tɨhutɨhu mɨŋga. Nɨŋum Maria, nɨŋuranava, Jems, Josep, Saimon naŋga Judas. 
MAT.13.56	Naŋga nɨŋurɨmaŋgati sɨhanaŋga kɨhɨrɨ kɨrɨŋ. Kru kanɨma tɨkatɨka naŋga indarɨmit avi nɨŋandɨhin paŋundu mɨŋata kandɨ vana nɨŋɨnɨŋ andɨ, vamu. 
MAT.13.57	Kamavata nuŋɨrɨm kɨpuhɨputɨmu. Kamatɨhura Jisas nurɨŋ nɨmavami, Kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga mupɨhu mupɨhu nu ñɨmbi naŋga mɨŋga kɨndi. Hara nuŋandɨ pɨhu tɨmbanzɨkwɨyɨ naŋga nuŋandɨ tavɨyɨ nu ñɨmbi manɨman mɨŋga kɨndi, vami. 
MAT.13.58	Kamataharɨm nɨŋambirɨm maŋindarɨmaŋgarahu, pɨhu kandɨhañɨ muhɨmɨmuhɨm nzihɨ kandɨŋgandɨ nzɨkwɨ manzihɨrami.
MAT.14.1	Kandɨhɨrɨvɨ hañɨ Herot pɨrɨvɨsa Galilindu gavamandu aru miku kɨyɨmi. Kamata Jisas muhɨmɨmuhɨm nzihɨsihɨ andɨmi vana ha indarɨmi.
MAT.14.2	Jisasɨndu kuyuhɨnzɨ Herot indarɨta nuŋandɨ sɨmbɨrasara haŋɨnɨŋ nɨmavami, Kru kandɨhama Jon kukuyɨ mɨŋaŋgɨruhɨru hama ndɨmbanzɨkwɨ. Nu savayɨ kɨta aŋga yahamɨrami. Harɨm muhɨmɨmuhɨm nzihɨ sihɨrasihɨrandu tɨkatɨka nuŋandɨ kɨyɨ, vami. 
MAT.14.3+MAT.14.4	Kuha Herodiasɨŋ Herot urami, nu nɨŋura Filip nɨmburi. Kamatɨhi Jon Herotɨŋ nɨmavami, Navundi kaŋambɨŋ urahana avimandɨ, vami. Kamavahi Jonɨŋ Herot mɨŋahandata siki takɨrɨ maña tɨkatɨka hɨmɨñɨ kahañata ñamba vana andɨhu tamandu upɨyɨ tamami. 
MAT.14.5	Kamata Herot Jonɨŋ yɨvutatamɨrɨman vata andɨmi. Hara krunavundi Jonɨrɨm kru Gotɨndu kuyu mɨŋata ambavaravara mɨŋga vamba indarɨmitandu. Harɨm krunavundirɨm pɨŋitumi. 
MAT.14.6	Kamata muhɨvɨyɨ kru muvɨra pata Herot naŋga nɨŋum nuŋ kavumi hɨvɨ haŋandɨhinɨrɨm indaramata ñamu. Kamatɨhu kandɨhɨvɨ hañɨ Herodiasɨndu navundi ñɨŋi haŋambɨ pata nurɨ kɨyɨmu itɨhañɨ tuturamami. Kamatɨhi Herot tuturamami haŋandɨhinɨrɨm mavɨndamaŋgarami. 
MAT.14.7	Kamata Herot tɨkatɨka kuyu kahañata nɨmavami, Kandɨsɨkwɨsɨkwɨ, yaŋ muhɨmɨrɨm nda kitɨwɨna ŋgurɨman, vami. 
MAT.14.8	Kamavahi Herodias, navundi ñɨŋi haŋambɨ nɨŋum, nuŋandɨ navundiŋ ambami. Kamatɨhi nuŋandɨ navundi haŋambɨ Herotɨŋ ambami, Jon kukuyɨ mɨŋaŋgɨruhɨru hamandu mikumuŋgɨ ha maki muyɨ tamata kavuta pata yaŋ ŋgu, vami. 
MAT.14.9	Kamavahi aru miku hama kuyu kandɨha indarɨhi nuŋandɨ mavɨmbu pɨmɨtɨmi. Hara tɨkatɨka kuyu kahañami haŋandɨhinɨrɨm indarɨmi. Harɨm kɨhɨrɨ mɨnzɨta ñamu haŋɨnɨŋɨndu tamɨŋgaŋgɨmbañɨ sɨhumɨ ŋgavɨtɨnɨma vata, saŋganzaraŋ ambahi navundi ñɨŋi haŋambɨ ambami maña andɨmu. 
MAT.14.10	Kru mumɨŋgaŋ sɨmbɨhi kru ñamba vana andɨhu tamandu upɨyɨ umi. Uta saŋganzara muhamaŋ ambahi Jonɨŋ pɨŋgwɨ pɨtɨmi. 
MAT.14.11	Kamata maki muyɨ miku ha tamata mɨŋata uta navundi ñɨŋi haŋambɨŋ ŋgumi. Kamatɨhi nɨŋum kɨyɨmiyɨ mɨŋata umi. 
MAT.14.12	Kamatɨhu Jonɨndu sɨmbɨrasara haŋɨnɨŋ pata Jonɨndu patɨ ha kavuta uta, sava humbañɨ tamamamu. Kamata uta Jisasɨŋ ambavaramu.
MAT.14.13	Jisas Jonɨŋ yɨvutatamatama kuyu indarɨmi, harɨm kandɨ pɨhu ha mitata nuŋandɨ sɨmbɨrasara haŋɨnɨŋ naŋga kupik mɨŋata kru manɨman upɨvu umu. Kamatɨhura krunavundi sambɨ Jisas uyɨ vava kuyu indarɨta, pɨhu aru haŋɨnɨŋ mitata, nuŋ puhɨrata pɨrɨyɨ umu. 
MAT.14.14	Uta yɨvurahata ŋgahi krunavundi sambɨ kɨyɨmu. Kamatɨhu ŋgahi mavɨndɨhi, nurɨŋandɨ krunavundi kandi naŋga haŋɨnɨŋ mɨŋavindamami. 
MAT.14.15	Kamata kɨvɨtititɨhi sɨmbɨrasara haŋɨnɨŋ pata Jisasɨŋ nɨmavamu, Nɨŋu kru manɨman upɨvu, naŋga ina mɨŋguta kɨvɨtɨrɨm andɨ. Harɨm avinda krunavundiŋ sɨmbɨna pɨhu makamaka uhuhu nurɨŋambirɨm ñaña mut mɨŋamu, vamu. 
MAT.14.16	Kamavahu Jisas nuŋandɨ sɨmbɨrasaraŋ ambami, Mumɨrɨm urɨmandɨyu. Narɨŋambinda ñaña ŋgutɨra ñamu, vami. 
MAT.14.17	Kamavahi nuŋ ambamu, Arɨŋandɨ ñaña nɨñɨ sambɨ maŋgɨyɨ. Mavatɨmba arɨkita arɨkita kwɨrɨ naŋga asa arɨkita taya kɨyɨ, vamu.
MAT.14.18	Kamavahu ambami, Ara mavatɨmba naŋga asa kandɨha yi kɨnɨ nɨñɨ mɨŋata payɨmara, vami. 
MAT.14.19	Kamatɨhu Jisas krunavundiŋ ambahi tɨpa hañɨ mɨnzɨmu. Kamatɨhu mavatɨmba arɨkita arɨkita kwɨrɨ naŋga asa arɨkita haŋɨnɨŋ mɨŋata, kɨmba nɨmbu kuta yahuta Gotɨŋ kuyu avivi ŋgumi. Kamata mɨŋasɨhɨraramata nuŋandɨ sɨmbɨrasaraŋ ŋguhi krunavundiŋ tɨŋgɨrumu.
MAT.14.20	Kamatɨhu sɨhanaŋga ñahu kɨpɨtɨmi. Kamata mitamu haŋɨnɨŋ kɨyɨhi, yɨvutɨhɨruramata tɨwatɨwa kuma timutamu, tanda arɨkinzɨpi tɨŋgɨruramatayɨ kundamu. 
MAT.14.21	Kru ñamu haŋɨnɨŋ 5,000 vat krundaya. Hara navundi naŋga ñɨŋisɨmɨŋ mayɨhɨtɨŋgɨrumu.
MAT.14.22	Jisas nuŋambi kɨta krunavundiŋ sɨmbɨtɨn urɨmandɨyu vata andɨmi. Harɨm nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kupik hañɨ yahuta kasiramata indu timukari hambu indɨhumu vata ambami. 
MAT.14.23	Kamata krunavundiŋ sɨmbɨhi uhuhu nu nuŋambi apuvu Aru nɨma naŋga kuyundavarɨrɨm yahumi. Kamata ina mɨŋgumi hɨrɨvɨyɨ nu nuŋambi apu hambu kɨyɨmi. 
MAT.14.24	Kupik ha tɨvɨ hambu mitata uhi kutandɨmi. Kamatɨhi wɨnɨ kupik ñapɨru hambu pata kuku ha naŋga kupik ha tarayɨkɨrahi mɨnza haŋu ndaya kɨyɨmi. 
MAT.14.25	Kamata kwɨsɨ pɨhɨrɨta sɨñandɨhi Jisas kuku hɨmba hañɨ taŋguramata uta nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kɨyɨmuyɨ yɨvurahami. 
MAT.14.26	Kamatɨhi nuŋ ŋgahu indu hɨmba hañɨ payɨhi pɨŋituta nanaŋgarata ambamu, Nɨ sundɨ ñamba muŋandi, vamu. Kamavata pɨŋituta patɨ avaŋgaramu. 
MAT.14.27	Kamatɨhura sarɨwayɨŋandi Jisas nurɨŋ nɨmavami, Tɨkatɨkatɨta kɨyɨmara. Nɨmbu yitɨhi pɨŋimandumara, vami. 
MAT.14.28	Kamavahi Pita yahata nuŋ kɨmbɨ nɨmavami, Aru mɨŋga, na tiŋgata, ambɨna yindahara kuku hɨmbanɨñɨ na kɨna hañɨ taŋguramata utɨnɨ, vami. 
MAT.14.29	Kamavahi Jisas ambami, Ara pañɨ, vami. Kamavahi Pita kupik ha mitata kuku hɨmba hañɨ taŋgutaŋguramata Jisas kɨyɨmiyɨ umi. 
MAT.14.30	Hara ŋgahi wɨnɨ ha tɨkatɨka sɨkwɨtɨhi pɨŋitumi. Kamata kuku hañɨ tɨhɨta mɨŋguhandami. Harɨm yahata kuyu kɨmbañɨ nɨmavami, Aru mɨŋga, yaŋ ŋgurama, vami. 
MAT.14.31	Kamavahi sarɨwayɨŋandi Jisas kumandamata Pitaŋ mɨŋahandata nɨmavami, Yaŋɨrɨm indarɨmaŋgaramaŋgara vana nandɨ ha sukɨsɨmbɨrɨ. Mumɨndɨhi nandɨ indarɨmit arɨkita kɨyɨ, vami. 
MAT.14.32	Kamavata arɨkimbat kupik hañɨ yahuhu wɨnɨ ha tɨhɨmitami. 
MAT.14.33	Kamatɨhi kru kupik hɨmba hañɨ kɨyɨmu haŋɨnɨŋ Jisasɨndu ñɨmbi tɨhuyahata nɨmavamu, Kandɨsɨkwɨsɨkwɨ na Gotɨndu Ñɨŋi, vamu.
MAT.14.34	Jisas naŋga nuŋandɨ sɨmbɨrasara indu timukari hambu indɨhuta, pɨhu Genesaret arɨñɨ yɨvurahamu. 
MAT.14.35	Kamatɨhu kru kandɨhaŋu hati Jisasɨŋ ŋgata, nuŋ ŋgandu, harɨm sɨhanaŋga pɨhu kandɨhaŋu arɨñɨ kɨndu haŋɨnɨŋɨrɨm kuyu tamahu umi. Kamatɨhu krunavundi sɨhanaŋga kandi naŋga haŋɨnɨŋ tɨmbuta nu kɨyɨmiyɨ payɨmu. 
