MAT.1.1	Iesu Keriso vouḡa nizeꞌe ꞌahi eꞌe. Aniꞌe kini Davida mariga ebu zuni Aberahamo mariga.
MRK.2.5	Zeḡeꞌa Iesu mazao fieꞌeteꞌe, Iesuꞌa horonirotene, ahiꞌa mene haganeꞌeteꞌe vazeḡa niro. ꞌAhige reiro. 'Ubude! Ḡa sauꞌa ꞌai rae ꞌueha.'
MRK.2.6	Mose goro ḡoeꞌa ihozeꞌeteꞌe vazeḡa nuꞌe, eꞌe zamaḡano ehoriro, ebu zamazeo zamariro. 
MRK.2.7	ꞌAhige reiro. 'Nougaꞌahi vaze ꞌahi ꞌouge ḡoereꞌohe? ꞌAdiꞌe Badiꞌa ni sausauneꞌeteꞌe ḡoeꞌa. Iniuꞌa daꞌo sauꞌa mae vaḡiniꞌuma? Badiꞌaꞌa daꞌo haḡaiꞌuma.'
MRK.2.8	Zeḡeꞌa ꞌouge zamarirotene, Iesu ani zeḡeꞌa zeḡe zeḡe zamao ꞌouge zamariroteꞌe, ane zamao ederiro. Ebu ziro. 'Za nougaꞌahi zae zamao ꞌouge rae zamareꞌohe? 
MRK.2.9	Ahiꞌa mene haganeꞌeteꞌe vazeḡa nouge nouge rae nine, ḡoeꞌaꞌe ufiḡa? 'Ḡae sauꞌa ꞌai rae modeha' rae niꞌeteꞌe ga 'Iḡunadu onamoꞌi' rae niꞌeteꞌe? 
MRK.2.10	Rehano e ani manoniꞌuma ebu ani sauꞌa zu rae modiꞌuma, mazaḡa eḡe, Vaze Ubuḡaꞌe raha ꞌadao vaze sauꞌa rae modeꞌeteꞌe gigiꞌaḡa meiroteꞌe zuni za ihoziꞌuma.” Ebu Iesuꞌa ahiꞌa mene haganeꞌeteꞌe vazeḡa eꞌe ninaꞌa, 
MRK.2.11	“Eḡeꞌa ḡaꞌohe. Iḡunoꞌi ebu farataḡo odohadu neḡo onamoꞌi!”
MRK.2.12	Ani iḡuniro. Ebu Farataḡa mae ḡihinadu, vaze niduꞌa ubumao eꞌe neḡanonoꞌo buaro. Ebu zeḡe niduꞌa zaguzaganadu, Badiꞌa niḡa mae ḡihiniro, ebu ꞌahige reiro. 'Ibite ꞌahiguḡa mene horoniro.'
MRK.2.13	Iesu ani Galilea duꞌuraḡa boro genaḡa bare onamiro. Vaze ḡuḡuvaḡa niduꞌa, ani vaḡe onairo, ebu aniꞌa ihoziro. 
MRK.2.14	Iesuꞌa bare ibio onamiroteꞌe zamaḡano, Alefeo ubuga Levi horoniro. Ani |itakesi moni|rḡa* ufeꞌeteꞌe neḡano ehoriro, ebu Iesuꞌa niro. 'Eḡe ḡaruna aroꞌi!' Ebu aniꞌa iḡunadu, Iesu ḡaruna hegotiro.
MRK.2.15	Iesuꞌa Levi neo ogaroteꞌe zamaḡano, takesi azaḡa zu haḡai sauꞌa azaḡa ḡehaḡaniꞌa Iesu zu ane tahiꞌatahiꞌa teite ogau tiburaro. Mazaḡa vaze ḡehaḡa bagaḡaniꞌa, Iesu ḡaruna iḡaiḡa hegotido ꞌahine. 
MRK.2.16	Ebu Mose goro ḡoeꞌa ihozeꞌeteꞌe Farisea azaḡaniꞌa, Iesu horoniro, |itakesi moni|rḡa gugeꞌeteꞌe azaḡa zu, sauꞌa azaḡa rae ziꞌeteꞌe teite ogauꞌenogano. Ebu Iesu tahiꞌa tahiꞌa ḡadiziro. 'Nougadu Iesuꞌe |itakesi moni|rḡa gugeꞌeteꞌe azaḡa zu, sauꞌa azaḡa rae ziꞌeteꞌe teite ogau tiburuꞌohe?'
MRK.2.17	Ebu Iesuꞌa eꞌe egadu ziro, raenaꞌa, “Ugi oꞌoꞌa azaḡaꞌe gohe vazeḡa mene vaḡeꞌohe, rehano ugi azaḡaniꞌa ani vaḡeꞌohe. Eꞌe teige, eꞌe haḡai duduḡa rae zamareꞌeteꞌe azaḡa huzoga radu mene onairo. Rehano haḡai sauꞌa rae zamareꞌeteꞌe azaḡa huzoga radu onairo.”
MRK.2.18	Mada ꞌahogano, Ioane tahiꞌa tahiꞌa zuni Farisea azaḡa*niꞌa, Mose goro ḡoeꞌa idunaḡano zaḡozaḡiro. Mene ogaro. Vaze nuꞌa onaadu, Iesu ḡadiniro. ꞌAhige reiro. 'Ioane tahiꞌa tahiꞌa, zuni Farisea tahiꞌaḡaꞌe zaḡozaḡeꞌohe. Rehano nougadu ḡae tahiꞌaꞌe mene zaḡozaḡeꞌohe?' 
MRK.2.19	Iesuꞌa ziro. ꞌAhige reiro. 'Zamaroꞌi! Hahureꞌeteꞌe madaḡano, ohoze hahu izigaꞌa, aneꞌa huzeꞌeteꞌe vazeḡa teite ogauꞌeteꞌe zamaḡano, ze zaḡozaḡiꞌuma ga mene? Zeḡeꞌa ohoze hahu iziga teite radiuꞌeteꞌe madaḡano mene zaḡozaḡiꞌuma. 
MRK.2.20	Rehamo eꞌe madaḡa onaiꞌuma. Agire azaḡaniꞌa ohoze hahu iziga, ane vaze niduꞌa mazaonoꞌo mae vaḡiniꞌuma. Eꞌe madaḡano zeḡeꞌa zaḡozaḡeꞌenaꞌa, mene ogaꞌuma.'
MRK.2.21	Vaze ꞌahoganiꞌa dabua iziga variꞌe madu dabua amahiḡa mene baniniꞌuma, mazaḡa dabua siꞌiga izigaꞌa amahiḡa hutubadu borofe zigaꞌuma. 
MRK.2.22	Vaze tibuhuga zuni mani ogaḡa mahiḡa zamaḡano |ivaini|r vuḡa* iziga mene iḡiꞌuma. (Aꞌe |ifainafu|r vuḡa heuḡa) Iḡine, vehuꞌu mani ogaḡa fuꞌuradu, zigaꞌuma. Ebu |ivaini|r vuḡaniꞌa soriꞌuma. |iVaini|r vuḡa zu mani ogaḡaniꞌa sautaꞌuma. Eꞌanoꞌo |ivaini|r vuḡa izigaꞌe mani ogaḡa iziga zamaḡano daꞌo iḡiꞌuma.'
MRK.2.23	Bana Madaḡa ꞌahogano, Iesu ani, tahiꞌaḡa teite |iuiti|r* (wheat) mebaḡa genaḡano onamiro. Ebu tahiꞌaḡaꞌe |iuiti|r maḡa ririꞌe madu, au onamiro. 
MRK.2.24	Farisea azaḡaniꞌa Iesu ḡadiniro. 'Ḡianoꞌi! Zeꞌe nougadu Bana Madaḡa goroḡa varadeꞌenaꞌa, |iuiti|r hiriveꞌohe?' 
MRK.2.25	Ebu Iesuꞌa naenaeziro. 'Za buka zaḡoḡa zamaḡano, Davidaꞌa nagini haḡairotaꞌaꞌe, meꞌodiro ga? Davida ani, ane uti azaḡa teite ogomuzeꞌa hauḡadu, vinize ruziro. 
MRK.2.26	Abiata aniꞌe, Badiꞌa ḡahunohauꞌeteꞌe neḡa zuhiꞌaḡa ḡihiꞌa reiroteꞌe madaḡano, Davidaꞌa Badiꞌa ne diuḡiro. Badiꞌa ubumao tiroteꞌe |iberedi|rḡa* Abiataꞌa mae hanadu, aro. Aꞌe Badiꞌa ḡahunohauꞌeteꞌe neḡa zuhiꞌaḡaniꞌa daꞌo auꞌeteꞌe |iberedi|rḡa, rehano aro. Ebu ane teite onairoteꞌe azaḡa zuni mae ziniro.'
MRK.2.27	Ebu Iesuꞌa ziro. 'Badiꞌaꞌa, Bana Madaḡaꞌe, vazeꞌa manoḡa hidifine haḡairo. Badiꞌaꞌa vaze mene haḡairo, Bana Madaḡa veize. 
MRK.2.28	Eꞌanoꞌo, eḡe, Vaze Ubugaꞌe, Bana Madaḡa ibitohauꞌeteꞌe zuhiꞌaḡa.'
MRK.3.1	Iesu ani Iuda kuru neḡano bare diuḡiro. Evoꞌa beoḡa vazeḡa ꞌahoga zuni eꞌema. 
MRK.3.2	Farisea azaḡa zuni eꞌea Iesu murirohaudo. Iesuꞌa Bana Madaḡa madaḡano, vaze eꞌe fainiꞌuma ga mene rae zamare radiro, kotao mae ohonoga veize. 
MRK.3.3	Ebu Iesuꞌa evoꞌa beoḡa vazeḡa ninaꞌa, ꞌahige reiro. 'Iḡunadu aroꞌi!' 
MRK.3.4	Ebuni Iesuꞌa murireꞌeteꞌe azaḡa ḡadizeꞌenaꞌa, ꞌahige reiro. 'Mose goro ḡoeꞌaꞌe, Bana Madaḡa madaḡano nagini haḡaine idaḡa raꞌohe? Vaze danaziꞌuma ga sausauziꞌuma? Ḡaboziꞌuma ga zimiꞌuma?' Rehano ze mene naenaeniro. 
MRK.3.5	Eꞌanoꞌo Iesu ani maḡuneꞌenaꞌa, ehamu ragaviro, zuni zeḡe zama tuhiḡa uꞌano, vetuḡazi ruziro. Ebuni evoꞌa beoḡa vazeḡa niro. 'Evoꞌo einoꞌi!' reiro. Ani einiro, ebu evoꞌa ai manoriro.
MRK.3.6	Eꞌebone, Farisea azaḡa ai Iuda kuru neḡanonoꞌo buau ḡouriro. Ebu Heroda teite rauꞌeteꞌe azaḡa teite nuꞌoranadu, Iesu manoga ibiḡa vaḡido.
MRK.3.7	Iesuꞌe, ane tahiꞌa tahiꞌa teite Galilea duꞌuraḡa boro onamiro. Ebuni Galilea habaꞌanonoꞌo vaze ḡuḡuvaḡa ani teite ḡiriu onamiro. Ebu ḡuḡuva boroꞌa, Iudea habaꞌanonoꞌo, 
MRK.3.8	Ierusalema neḡanonoꞌo, Idumea habaꞌanonoꞌo, Ioridana vuḡa mone afaonoꞌo, ebu Turo ebu Sidona habaꞌanonoꞌo onairo, mazaḡa zeꞌe Iesuꞌa nagini haḡairoteꞌe hariḡa niduꞌa igiro ꞌahine. 
MRK.3.9	Ebuni ane tahiꞌa ziro. 'Eḡe veize ḡasi ꞌahoga mae toꞌi, vaze ḡuḡuvaḡaniꞌa tuꞌihe ruhiꞌuma bobo.' 
MRK.3.10	Mazaḡaniꞌe, ibite aniꞌa ugi azaḡa ḡuḡuva ai faiziroteꞌe uꞌano, ugi azaḡa niduꞌa bibititiro, ꞌevoreze ani mazao ꞌuꞌutoga rae. 
MRK.3.11	Ebuni vine sauꞌaniꞌa ragano reiroteꞌe azaḡaꞌa Iesu horonidotene, ane zamao ḡuḡuradu, hounaꞌe ḡoerido. 'Ḡaꞌe Badiꞌa Ubuga!' 
MRK.3.12	Rehano aniꞌa ḡoere riḡa hina zinaꞌa, 'Ago rae furenoꞌi!' rae reido.
MRK.3.13	Eꞌe ḡarugano, Iesu ani maḡa ꞌahoga itiro. Aneꞌa uratiroteꞌe azaḡa huziro, ebuni ze ani vaḡe onamiro. 
MRK.3.14	Ebuni aniꞌa gaubanana aheu fare (12) zamaziro, zeḡeꞌa ane ḡatinoga, zuni haramo tuḡuzoga veize, 
MRK.3.15	zuni Badiꞌa gigiꞌa zenadu, vine sauꞌa hegoze buzoga veize. 
MRK.3.16	Simonaꞌe niḡa ꞌahoga Petero rae turahiro. 
MRK.3.17	Iakobo ani negoḡeta Ioane, zeꞌe Zebedeo ubuga. Nize ꞌahogaꞌe Boanere. Eꞌe huganiꞌe 'adureꞌa ḡudauꞌeteꞌe, eꞌe ubuga.' 
MRK.3.18	ebu Aniderea, Filifo, Batolomeo, Mataio, Tomasi, Iakobo, ani Alefeo ubuga, Tadeo, Simona, ani Zelote vazeḡa,
MRK.3.19	ebu Iuda Isakariota, ani vesuꞌu Iesu revoharoteꞌe* vazeḡa.
MRK.3.20	Ebu Iesu ani bazuni neḡa onamiro. Rehano vaze ḡuḡuvaḡa hena bare nuꞌoraroteꞌe uꞌano, ani, tahiꞌaḡa teite oganoga zuni mene idararo. 
MRK.3.21	Nabuganiꞌa hariḡa igiro, ebu ani bare tutune onamoga veize onairo. Mazaḡa vaze ai raenaꞌa, 'Ani ai baboraneha.' reiro.
MRK.3.22	Ierusalema neḡanonoꞌo, Mose goro ḡoeꞌa ihozeꞌeteꞌe azaḡa ovairo. Ebu ꞌahige reiro. 'Aniꞌe Satani, niḡa Belezebulo, eꞌeꞌa ragano reiro. Ebu aniꞌe, Belezebulo inaraḡa hina vine sauꞌa sauꞌa hegoze buzeꞌohe.'
MRK.3.23	Ebuni Iesuꞌa huzadu, hari idaidaḡa* ꞌahoga ziro. ꞌAhige reiro. 'Sataniꞌa satani ꞌahoga nouge nouge hegoze buziꞌuma?' 
MRK.3.24	'|iGavamani|r neḡa tiba zamaḡano, zeḡeꞌa rovotadu, utitifone, eꞌe |igavamani|r neḡaniꞌe mene edau gigarafo. 
MRK.3.25	Ebu iduhu tiba zamaḡano, zeḡeꞌa rovotadu, utitifone, eꞌe iduhuḡaniꞌe mene edau gigarafo. 
MRK.3.26	Ebu satani zamaḡano, zeḡeꞌa bare utitadu, rovotifone, ze mene edau gigarafo, rehamo hauḡifo. 
MRK.3.27	Vaze ꞌahoganiꞌa ize gezo inara vazeḡa ogoru tadu ane neo diuḡiꞌuma zu ani tohe ḡonotaꞌuma.
MRK.3.28	Hubehune eḡeꞌa ziꞌohe. vaze sauꞌ a niduꞌ a ebu Badiꞌ a rae sausauneꞌ eteꞌ e ḡoeꞌ a zu Badiꞌ aꞌ a rae modiꞌ uma. 
MRK.3.29	U Vine Zaḡoḡa rae sausaunine, ani sauꞌaꞌe mene aḡutu modiꞌ uma, rehano iḡaiḡa ane mazao radiu tuḡutuḡu.'
MRK.3.30	Iesuꞌa hari idaidaḡa ꞌouge reirotaꞌaꞌe, ze raenaꞌa, 'Aniꞌe vine sauꞌaḡeita.' reiro ꞌahine.
MRK.3.31	Eꞌe ḡarugano, Iesu viꞌa ebu negoḡaniꞌa Iesu vaḡe onairo. Ne enogano edanadu, ḡoere tuḡuriro, Iesu hunoga veize. 
MRK.3.32	Vaze ḡehaḡaniꞌa ḡurune ehoriro, ebu zeḡeꞌa ninaꞌa, 'Ḡianoꞌi! Viꞌu ebu negoḡoꞌe enoneo edauꞌohe. Ḡa vaḡeꞌohe.' 
MRK.3.33	Aniꞌa naenaezinaꞌa, ꞌahige reiro. 'Nanuhe ebu negoheꞌe iniu?' 
MRK.3.34	Ebuni aniꞌa, ḡurune ehoridoteꞌe azaḡa ehamu ragaveꞌenaꞌa, ziro. ꞌAhige reiro. 'Nanuhe ebu negoheꞌe ꞌadiꞌeꞌe. 
MRK.3.35	Badiꞌa ura haḡaeꞌeteꞌe azaḡa, zeꞌe negohe, ezehe ebu nanuhe.'
MRK.4.1	Iesuꞌa duꞌura boro genaḡano bare ihoziro. Ebu vaze ḡuḡuvaḡaniꞌa ani babaḡano nuꞌorarotene, ani ai ḡasio tiradu, zamaḡano ehoriro duꞌura ragano. Vaze ḡuḡuvaḡa niduꞌaꞌe rahao duꞌura boro genaḡano nuꞌoraro.
MRK.4.2	Ebu aniꞌa hari idaidaḡa hina ḡau ḡehaḡa ihoziro. Ihozeꞌenaꞌa, ziro, raenaꞌa, 
MRK.4.3	'Egoꞌi! Hihi vazeḡa ꞌahoganiꞌa mebaḡano ezone ḡora onamiro. 
MRK.4.4	Ebu feune ḡuzuhirotene, nuḡone ibio buaro, ebu niniꞌa onaadu, au hauḡiro. 
MRK.4.5	Nuꞌe hadi habaꞌano buaro. Rahaḡaꞌe severaḡa. Ezoganiꞌe ḡarihe ḡuhuriro, mazaḡa rahaḡaꞌe mene baruḡa. 
MRK.4.6	Ebu madaꞌa hiarotene, ane gigiꞌaniꞌa ḡuhuḡa manadu imiraro, mazaḡa taiga oꞌoꞌa. 
MRK.4.7	Ezone nuꞌe ve renogano rururaro. Ve renoga ḡuhure bororadu ezone ḡuhuḡa simariniro, ebu mene iniro. 
MRK.4.8	Rehamo ezone nuꞌe haba manoḡano buarotaꞌaꞌe, faine ḡuhuriro. Faine bororaro, ebu faine hudaro. Hudarotene, nuꞌe huga ḡae uḡidu gaubanana (30) haḡairo. Nuꞌe huga ḡae fuꞌo tu tiba fare gaubanana (60) haḡairo. Nuꞌe huga ḡae gaubanana gaubanana (100) haḡairo.' 
MRK.4.9	Ebu Iesuꞌa reiro. “Teḡaḡeta vazeḡaꞌe faifaine egadu huga ederoꞌi!”
MRK.4.10	Neganuꞌu, Iesu ane daꞌo rougano, iniu iniu ane teite rauꞌeteꞌe azaḡaniꞌa ane tahiꞌa tahiꞌa teite Iesu vaḡe onamaduni, hari idaidaḡa reiroteꞌe ḡadimaro. 
MRK.4.11	Ebu aniꞌa ziro, “Zaꞌe Badiꞌaꞌa ibitoziniꞌeteꞌe moneo ꞌuꞌuru tiꞌeteꞌe ihozeꞌohe. Vaze ꞌahoga ꞌahogaꞌe hari huga niduꞌa hari idaidaḡa hina daꞌo ihozeꞌohe. 
MRK.4.12	Aꞌaꞌe ꞌahiguḡaniꞌa furerafine.
MRK.4.12	Zeḡe ehamatiteꞌeba, mene horonoga, zeḡe abitiꞌudemo, mene ederoga, Zeḡe zama Badiꞌa mazao mene ḡihuroga veize, ebu Badiꞌaꞌa zeḡe sauꞌa mene rae modoga veize.'
MRK.4.13	Ebu Iesuꞌa ḡadiziro. 'Za hari idaidaḡa ꞌahi mene edereꞌehehe? ꞌOugine, hari idaidaḡa ꞌahoga ꞌahoga hugaꞌe nouge nouge ederiꞌuma? 
MRK.4.14	Ezone ḡorauꞌeteꞌe vazeḡaniꞌa Badiꞌa hari ḡorauꞌohe. 
MRK.4.15	Ibio buauꞌeteꞌe ezogaꞌe ꞌahiguḡa. Ze ḡoere igiꞌeteꞌe zamaḡano, sataniꞌa ḡarihe onaadu, zeḡe zamao ḡoraroteꞌe hariḡa mae vaḡineꞌohe. 
MRK.4.16	Ezone hadi habaꞌano rururuꞌetaꞌ e, Badiꞌ a ḡoere igiꞌetene matuꞌuzeta mae ḡihineꞌohe. 
MRK.4.17	Rehano ze taiga oꞌoꞌa ꞌahine, mene faḡa radiꞌuma. Badiꞌa ḡoere uꞌano, aduga ḡehaḡa hidiꞌetene, zogone uiteꞌohe. 
MRK.4.18	Ezone ve renoga zamaḡano rururuꞌ etaꞌe, ze Badiꞌa ḡoere igiꞌohe. 
MRK.4.19	Rehano raha ḡauḡa ufeta zamareꞌohe, oboneꞌeteꞌe toheḡa ufeta zamareꞌohe, ebu ḡau nu ḡehaḡa urateꞌohe. Eꞌanoꞌo Badiꞌa ḡoere ꞌuadu mene iniꞌohe. 
MRK.4.20	Rehano ezone raha manoḡano rururarotaꞌaꞌe, Badiꞌa ḡoere igiꞌohe zu mae ḡihineꞌohe. Ebu hudauꞌenaꞌa, nuꞌe huga ḡae 30, nuꞌe huga ḡae 60, nuꞌe huga ḡae 100 iniꞌohe.
MRK.4.21	Iesuꞌa hena ziro. ꞌAhige reiro. 'Ihure meineꞌe, siuva ꞌuꞌuḡano ga bazuni naꞌaḡa ꞌuꞌuḡano mene tiꞌuma. Ihure tiꞌeteꞌe habaꞌano tiꞌuma. 
MRK.4.22	ꞌUꞌuru radiuꞌeteꞌe toheḡa niduꞌa fureraꞌuma. Ebu ogone tiꞌeteꞌe toheḡa zuni ḡianiꞌuma. 
MRK.4.23	Teḡaḡeta vazeḡaꞌe igiꞌuma.' 
MRK.4.24	Ebu ziro. 'Igiꞌeteꞌe ḡoeꞌa zamare radoꞌi! Badiꞌa ḡoereꞌe ꞌahiguḡa. Ḡa nouge nouge igiꞌeteꞌe, eꞌe idane, Badiꞌaꞌa ḡaniꞌuma, ebu ḡoere ꞌahoga ꞌahoga zuni ḡaniꞌuma. 
MRK.4.25	Igiꞌeteꞌe vazeḡaniꞌe, zamaḡa ꞌaꞌadaꞌuma. Mene igiꞌeteꞌe vazeḡaniꞌe, zamaḡa tahiḡa ꞌaꞌaduꞌeteꞌe zuni, Badiꞌaꞌa mae vaḡiniꞌuma.'
MRK.4.26	Iesuꞌa bare ziro. 'Badiꞌaꞌa ibito ziniꞌuma ibiḡaniꞌe ꞌahiguḡa. Vaze ꞌahoganiꞌa mebao ezone feune ḡorauꞌohe. 
MRK.4.27	Ohere bazeꞌohe. Madai ragaveꞌohe. Ebu ezoneꞌa ḡuhureꞌohe, ebu farauꞌohe. Rehamo ḡoranoga vazeḡaniꞌe aḡuꞌa nouge nouge ḡuhuradu, farauꞌohe. 
MRK.4.28	Raha aneꞌa bare ḡuhunadu, huga haḡaeꞌohe: Ibite ḡuhureꞌohe, ebu diꞌiruꞌohe. Ebu ḡonagano diꞌiruꞌeteꞌe zizugano huga haḡaeꞌohe. 
MRK.4.29	Huganiꞌa hudauꞌetene, kari hina variꞌeꞌohe, mazaḡa hiriveꞌeteꞌe madaḡaniꞌa feuraꞌahi.'
MRK.4.30	Ebu Iesuꞌa bare reiro. 'Badiꞌaꞌa ibitoziniꞌetaꞌaꞌe nagini hina idaniꞌuma, ga nagi hari idaḡa hina idaniꞌuma? 
MRK.4.31	Aꞌe ire niḡa fufu,
MRK.4.32	Rehano ḡoraune, ḡuhuradu faraꞌuma, ebu bororaꞌuma. Ire fouḡa ꞌahoga ꞌahoga vitine faraꞌuma. Ebu ezaga boro boroꞌa faraꞌuma. Ebu eꞌe zauhaḡano niniꞌa onaadu, neze haḡaiꞌuma.'
MRK.4.33	Iesu ani hari idaidaḡa, ꞌahiguḡa ḡehaḡa hina vaze mazao haramiro. Zeḡe edeḡa idane haramiro. 
MRK.4.34	Aniꞌe hari idaidaḡa hina daꞌo ziro. Rehamo ane tahiꞌa tahiꞌa teite daꞌo radiroteꞌe madaḡano bone, aniꞌa huga niduꞌa ihoziro.
MRK.4.35	Eꞌe madaḡano ḡorava moneo Iesuꞌa ane tahiꞌa tahiꞌa zinaꞌa, “Eme duꞌura mone afa farihi.” 
MRK.4.36	Iesu tahiꞌa tahiꞌaꞌa vaze ḡuḡuvaḡa muhizadu, ḡasio ehoriro, Iesuꞌa ehoriroteꞌe ḡasiḡano. Ebu onamiro. Ḡasi nu zuni tibano onamiro. 
MRK.4.37	Ebu zavara boroꞌa onairo. Saꞌuꞌa ḡasio kafere diuḡiro, ḡasi hoꞌogano. Ebu vuꞌa ḡasio ꞌariga irivaꞌiro. 
MRK.4.38	Rehamo Iesu ani ḡasi ariḡa ḡuzuo evane kobeḡa hina ḡatite baziro. Ebu ze onamadu Iesu evaniro, ebu niro. 'Ihore vazeḡa, ḡa mene zamareꞌehehe, eme ꞌariga rudauꞌetaꞌaꞌe?' 
MRK.4.39	Ebu Iesuꞌa evatadu zavara riḡa ḡoeriro, ebu saꞌu niro. 'Ago haḡaoꞌi! Ago hagaroꞌi!' Zavaraꞌa dauḡiro. Hagani oꞌoꞌa ebu ḡokeni oꞌoꞌa. 
MRK.4.40	Ebu ziro. 'Za nougadu rihauꞌohe? Za Badiꞌa mazao ize mene fieꞌehehe? 
MRK.4.41	Rehano zeꞌe riho boro ebu ḡoretitiro. 'Vaze ꞌahiꞌe nagi vaze? Zavara zu saꞌuꞌa zuni ani ḡoere egohuꞌohe.'
MRK.5.1	Iesu ebu ane tahiꞌa tahiꞌaniꞌa, Galilea duꞌuraḡa mone afao feuriro. Haba niḡa Gerasa, eꞌa feuriro. 
MRK.5.2	Iesu aniꞌa ane tahiꞌa tahiꞌa teite ḡasionoꞌo buarotene, rune habaꞌanonoꞌo onairoteꞌe vazeḡa teite hidiro. Aniꞌe vine sauꞌaniꞌa ragano reiroteꞌe vazeḡa. 
MRK.5.3	Aniꞌe idu habaꞌano radiudo. Vaze ꞌahoganiꞌa batunoga zuni mene idaḡa. 
MRK.5.4	Ḡae ḡehaḡa ani odaḡa zu evoꞌa batunido, rehamo mene idaraudo. Iḡaiḡa batu riꞌido, ebu odaḡa batuniroteꞌe auriḡa mau riꞌi ḡuzuhido. Vazeꞌa obone toga zuni mene idaraudo. 
MRK.5.5	Madai ebu ohere niduꞌa idu habaꞌano zuni haba maḡano ḡaniḡanau ragavido, ebu ahiꞌa hadi hina ruꞌido.
MRK.5.6	Aniꞌa faḡanonoꞌo Iesu horonirotene, ane uꞌa dure onairo, ebu ane zamao obena hina tuḡadu ḡuḡuriro. 
MRK.5.7	Ebu vine sauꞌaniꞌa, ane mazaonoꞌo ḡihau hounaꞌe ḡoeriro. ꞌAhige reiro. 'Iesu, Badiꞌa, Niḡa Boro Ubuga, Ḡaꞌe eḡe mazao nagini urateꞌohe? Badiꞌa niḡano e ḡa umiꞌeꞌohe. Aduga ago enoꞌi!' 
MRK.5.8	Mazaḡa Iesuꞌa ibite niro. ꞌAhige reiro. 'Vine sauꞌa, vaze ꞌahi mazaonoꞌo buanoꞌi!' 
MRK.5.9	Ebu Iesuꞌa vaze ꞌahi ḡadiniro. 'Ḡa niḡo iniu?' Ebu raenaꞌa, 'E niꞌe “Legioni
MRK.5.10	Ebu Iesu bare bare uminiro, eꞌe habaꞌanonoꞌo mene tuḡuze buzoga.
MRK.5.11	U maḡa kobeḡa ꞌahogano, aba ḡehaḡaniꞌa ogau radiro. 
MRK.5.12	Eꞌanoꞌo vine sauꞌa sauꞌaniꞌa Iesu uminiro. 'Eme tuḡufoꞌi aba mazao, emeḡe zeḡe ragano rouga.' 
MRK.5.13	Iesuꞌa tuḡuziro. Ebu vine sauꞌa sauꞌaniꞌa vaze eꞌe mazaonoꞌo buanadu, aba ragano reꞌ onamiro. Eꞌebone aba niduꞌa, daha aheu (2000)ꞌa maḡa duduḡa tauḡionoꞌo dure dure ovoadu, duꞌura boroo rafatadu, hunuhuniro.
MRK.5.14	Aba taufeꞌeteꞌe azaḡaniꞌa feraro, ebu ne boro zu ne kobeḡa kobeḡa azaḡa mazao hariḡa haire ḡehaniro. Ebu vaze vazeꞌa naginiꞌa fureraroteꞌe ḡianoga radu, onamiro. 
MRK.5.15	Ebu zeꞌa Iesu vaḡe onairotene, vine sauꞌa ḡehaḡaniꞌa ragano reiroteꞌe vazeḡaniꞌa, ehore radiuꞌenogano horoniro. Aniꞌe dabua haḡairo. Zamaḡaniꞌe idaḡa horonirotene, ze riharo. 
MRK.5.16	Eꞌe horoniroteꞌe azaḡaniꞌa meꞌodo ziniro. Vine sauꞌaniꞌa ragano reiroteꞌe vazeḡa, zu abaꞌa nougiroteꞌe meꞌodo ziniro. 
MRK.5.17	Ebu Iesu mazao umidiro, Iesuꞌa zeḡe habaonoꞌo vaḡinoga.
MRK.5.18	Iesuꞌa ḡasio diuḡeꞌenogano, vine sauꞌaꞌa ragano reiroteꞌe vazeḡa ani uminiro, raenaꞌa, 'Eḡe zuni ḡae teite amihi.' 
MRK.5.19	Rehano Iesuꞌa ani gararenaꞌa, ꞌahige rae niro. 'Nabugo vaḡe onamoꞌi! Ebu Zuhiꞌaꞌa ḡae veize haḡao ḡanateꞌe haḡaiḡa boro niduꞌa meꞌodo zenoꞌi! Ebu zuhiꞌaꞌa ḡa nouge nouge vetuḡaḡadateꞌe meꞌodo zenoꞌi!' 
MRK.5.20	Ebu ani baradu, eꞌe habaꞌa, neḡa gaubanana onamiro, ebu Iesuꞌa ani ranao nagini haḡairoteꞌe hariḡa rae fureniro. Eꞌe igiroteꞌe azaḡa niduꞌa zaguzagaro.
MRK.5.21	Iesu ebu ane tahiꞌa tahiꞌaniꞌa, duꞌura boro mone afa fare onamirotene, eꞌea bone duꞌura genaḡano, vaze ḡehaḡaniꞌa ane mazao nuꞌoraro. 
MRK.5.22	Iuda kuru neḡa ḡianeꞌeteꞌe vazeḡa* ꞌahoga, niḡaꞌe Iairoꞌa onairo. Iesu horonirotene, odaḡa babaḡano ḡuḡuradu, 
MRK.5.23	zamaḡa niduꞌa hina Iesu uminiro, raenaꞌa, 'Aboehe komeꞌaꞌe ugi boroꞌa madu, ꞌariga rudauꞌohe. Eꞌanoꞌo e umiꞌeꞌohe. Aroꞌi ebu evoꞌo ani ranao toꞌi, ane manoradu ḡabodoga.' 
MRK.5.24	Ebu Iesuꞌa ane teite onamiro. Vaze ḡehaḡa bagaḡa zuni ḡiriu onamiro ꞌahine, naenaeonoꞌo bibine onamiro.
MRK.5.25	Bato ugiḡaniꞌa madu, muri gaubanana aheu fare (12) zamaḡano, iḡaiḡa ruau radiroteꞌe roḡaeḡa eꞌea. 
