GEN.1.1	Uluk fohon, Maromak naseꞌi laleꞌan no raiklaran.
GEN.47.1+GEN.47.2	Katak tiꞌan baa maun-alin sia, Yusuf no mane malun naꞌin lima baa nasoru kedan naꞌin. Yusuf nasara baa naꞌin naꞌak, “Ama naꞌi boot! Ama atan oan sia, haꞌukaan aman no haꞌukaan maun-alin sia, toꞌo mai tiꞌan nosi Kanaꞌan. Sia mai nodi siakaan bibi, bibi malae, karau baka no naha sia hotu-hotu. Oras neꞌe, sia hotu-hotu iha rai Gosen tiꞌan!” Yusuf nasara nunia tiꞌan, nia moos naruka mane malun naꞌin lima nia, ida-idak katak naran baa ama naꞌi.
GEN.47.3	Hotu naꞌi nusu baa sia naꞌak, “Emi serwisu saa?”
GEN.47.3	Sia nataa naꞌak, “Ama atan ami neꞌe, ema makbalin, hanesan amikaan bei uluk sia. 
GEN.47.4	Oras neꞌe, rai loro falin naruk basuk iha amikaan rai Kanaꞌan, toꞌo haan no hae la iha tiꞌan. Tan baa nia, ata ami neꞌe, mai iha rai neꞌe atu hein heik. Ami ata moos hodi bibi no karau oan sia. Ami ata haloon baa ama naꞌi boot, nebee foo leet baa ami ata neꞌe bele hein heik iha rai Gosen, atu hodi haliku bibi no karau oan sia.”
GEN.47.5	Rona tiꞌan nunia, naꞌin katak sain niakaan hakaran baa Yusuf naꞌak, “Oras neꞌe, o aman no o maun-alin sia mai baa o tiꞌan! 
GEN.47.6	Sia bele nalo rai neꞌe, nuꞌu siakaan rain duꞌuk! Haꞌu katene rai Gosen nia, rai diꞌak kaliuk iha Mesir neꞌe! Tan baa nia, diꞌak liu sia tuur iha nebaa ona! Kalo noo nosi sia, mak natene naliku bibi no karau nalo kabaas, sia moos bele naliku haꞌukaan sia iha nebaa!”
GEN.47.7	Naꞌin dale hotu nunia, Yusuf natudu niakaan ama Yakob baa naꞌin. Yakob moos namulak kedan nodi naloon nebee Naꞌi Maromak natuun matak-malirin baa naꞌi.
GEN.47.8	Hotu naꞌin nusu baa Yakob naꞌak, “Ama! Ita otas tinan hira ona?”
GEN.47.9	Yakob nataa naꞌak, “Haꞌu kmoris tinan atus ida tolu nulu ona, mais la tuur metin iha fatin ida. Haꞌukaan bei uluk sia moos nunia. Kalo haꞌu kanesa baa sia, haꞌukaan otas sei badak liu sia, mais haꞌukaan moris nakonu no susar.” 
GEN.47.10	Dale notu nunia, Yakob moos tami naꞌi. Mais sei la sai dauk, nia namulak nodi naloon tenik, nebee Naꞌi Maromak natuun matak-malirin bodik naꞌi.
GEN.47.11	Nasoru naꞌin tiꞌan, Yusuf nalo tuir naꞌin harukan, nodi baa natudu fatin iha rai Gosen bodik aman no maun-alin sia. Fatin nia diꞌak liu resik. (Nosi ikus, Yakob sia nanaran fatin nia naꞌak, Rameses.) Sia tuur nafati iha nia. 
GEN.47.12	Hotu, Yusuf naliku nodi foo haan baa aman, no maun-alin sia, no siakaan feen-oan sia hotu-hotu, sura tuir uma kain kiꞌik no boot.
GEN.47.13	Baa oras nia, rai salaen hetak naruk, toꞌo la no haan tiꞌan iha rai Mesir toꞌo rai Kanaꞌan. Ema hotu-hotu isin olek, tan salaen. 
GEN.47.14	Tan baa nia, sia mai atu sosa haan iha Yusuf. Hotu, Yusuf libur nola haan folin sia hotu-hotu, nodi baa rai iha naꞌin tofatik. 
GEN.47.15	Loron ikus, ema Mesir no ema Kanaꞌan osan sia mohu tiꞌan, toꞌo la bele sosa haan ona. Tan baa nia, sia baa Yusuf nodi naꞌak, “Ama boot! Ama foo haan lai, nebee ami keta mate salaen! Tan amikaan osan mohu tiꞌan!”
GEN.47.16	Yusuf nataa naꞌak, “Soꞌin! Bele sosa haan hodi bibi no karau!” 
GEN.47.17	Rona nola nunia, ema sosa haan nodi kuda, bibi, bibi malae, karau baka no kuda keledai. Sia nalo nunia, tan Yusuf nameno nunia tiꞌan.
GEN.47.18	Tinan oin tenik, ema sia mai tenik baa Yusuf nodi naꞌak, “Ama boot! Ami katak malolok dei! Amikaan osan no amikaan bibi no karau sia mohu tiꞌan! Hela mesan amikaan isin lolon no amikaan rain dei! 
GEN.47.19	Ama keta habusik ami mate! Tan kalo ami mate, see mak babilan rai nia sia? Diꞌak liu, ami mataroos baa ama boot! Ama boot bele hola amikaan rain sia, mais foo fini, nebee ami furi bodik ama boot! Hodi nunia, ama boot bele selu ami hodi haan. Surak ami keta mate!”
GEN.47.20	Tan rai salaen nia hetak tuꞌan, ema Mesir sia faꞌan hotu rai sia baa Yusuf. Yusuf sosa nola hotu-hotu, nalo baa naꞌin bein sasoin. 
GEN.47.21	Hodi nunia, renu Mesir sia hotu-hotu dadi mataroos bodik naꞌin.
GEN.47.22	Mais Yusuf la sosa nola naꞌilulik rain, tan sia netan haan bei-beik nosi naꞌin. Tan baa nia, naꞌilulik sia la faꞌan siakaan rain.
GEN.47.23	Baa loron nia, Yusuf katak baa renu sia naꞌak, “Oras neꞌe, emi hotu-hotu atu dadi mataroos bodik ama naꞌi, tan emikaan rain sia, haꞌu ksosa kotu tiꞌan bodik ama naꞌi! Dadi, emi musti hola fini neꞌe, hodi baa furi ona! 
GEN.47.24	Baa oras emi kuꞌu, halo baa faꞌek lima. Faꞌek ida, hatama baa ama naꞌi. Faꞌek haat, halo baa fini no halo baa haan bodik emi.”
GEN.47.25	Rona nola nunia, sia simu naꞌak, “Ama boot sori ami tiꞌan nosi salaen boot neꞌe. Tan baa nia, ami atu dadi mataroos baa ama naꞌi. Hodi nunia, ami bele sera dodan baa ama boot.”
GEN.47.26	Nosi ikus, hahalok mak Yusuf nalo nia, dadi ukun baa rai Mesir tomak. Hare mak renu sia kuꞌu, musti faꞌe baa faꞌek lima. Faꞌek ida hatama baa naꞌin. Faꞌek haat bodik sia duꞌuk. Sia nalaꞌok ukun nia iha Mesir toꞌo oras neꞌe. Hela mesan naꞌilulik rain sia dei mak naꞌin la nola.
GEN.47.27	Nahuu hori nia, ema Israꞌel sia tuur nametin aan iha rai Gosen, toꞌo sia soi iha nia. Siakaan husar-binan moos hetak waꞌin tuꞌan.
GEN.47.28	Yakob nein iha rai Mesir, toꞌo tinan sanulu resin hitu. Hotu, nia mate baa otas tinan atus ida haat nulu resin hitu. 
GEN.47.29	Kreꞌis atu mate, Yakob bolu nola oan Yusuf nodi naꞌak, “Oa! Haꞌu koran la kleur Naꞌi Maromak bolu nikar haꞌu ona! Tan baa nia, kalo o madomi haꞌu, mamate lia mo haꞌu, nebee o keta makoi haꞌu iha rai Mesir neꞌe! 
GEN.47.30	Kalo haꞌu kmate, o musti modi mikar haꞌu baa makoi iha itakaan bei uluk rate fatik! Haꞌu kakara nunia!”
GEN.47.30	Yusuf nataa naꞌak, “Diꞌak ama! Kalo ama nakara tiꞌan nunia, haꞌu moos tuir!”
GEN.47.31	Yakob moos simu naꞌak, “Kalo nunia, oa, o marai aan maꞌak o atu tuir tebe-tebes o aman hakaran!”
GEN.47.31	Yusuf moos narai aan kedan, tuir aman hakaran. Hotu, aman moos nakniꞌa iha toba fatik nodi namulak sera dodan baa Naꞌi Maromak.
GEN.48.1	Nunia hotu, Yusuf fila. La kleur, ema mai katak naꞌak, aman moras todan. Rona nola nunia, Yusuf bolu nola niakaan oan naꞌin rua, mak Manase no Efraim. Hotu sia baa naree Yakob. 
GEN.48.2	Baa oras Yakob rona naꞌak, Yusuf no oan sia mai, nia nakaꞌas aan nadeer tuur baa toba fatik.
GEN.48.3	Hotu, nia katak baa Yusuf naꞌak, “Oa Yusuf! Hori hirak nia, Maromak natadu aan baa haꞌu iha leo Lus iha rai Kanaꞌan. Nia mak Beran Boot Kaliuk. Nia nameno baa haꞌu iha nebaa 
GEN.48.4	naꞌak, ‘Haꞌu atu kalo okaan husar-binan sia hetak waꞌin tuꞌan, nebee sia dadi klibur boot! Haꞌu atu kfoo rai neꞌe bodik sia, nebee dadi bein sasoin, toꞌo rai falu fila!’
GEN.48.5	Tan lia nia, oras neꞌe haꞌu atu katak lia ida bodik okaan oan Efraim no Manase. Natoon baa haꞌu kmai iha Mesir, sia rua moris tiꞌan. Masik nunia moos, oras neꞌe haꞌu kalo sia dadi baa haꞌukaan oan duꞌuk, hanesan okaan maun Ruben no Simeon! 
GEN.48.6	Mais nosi ikus, kalo o metan oan tenik, filak sia nuꞌu okaan oan duꞌuk. Sia musti simu sasoin nosi maun Efraim no Manase. 
GEN.48.7	Haꞌu kalo nunia, atu kodi temi okaan inan Rahel. Tan oras ami fila hikar hosi Mesopotamia atu baa Kanaꞌan, okaan inan mate nahoris iha dalan. Nia mate kreꞌis baa leo Efrata, iha rai Kanaꞌan. Oras nia, haꞌu laran moras resik, tan kakoi okaan inan iha dalan tehen baa leo Efrata!” (Oras neꞌe, ema nanaran leo nia naꞌak
GEN.48.8	Dale notu nunia, Yakob
GEN.48.9	Yusuf nataa naꞌak, “Neꞌe sia, ama bein oan sia mak Naꞌi Maromak foo tiꞌan baa haꞌu iha rai Mesir neꞌe!”
GEN.48.9	Rona nunia, Yakob katak naꞌak, “Kalo nunia, mareꞌis oan sia mai haꞌu. Haꞌu atu kamulak kodi kaloon nebee Maromak natuun matak-malirin baa sia!” 
GEN.48.10	Tan Yakob katuas tiꞌan, matan malahuk ona. Nia titu la malorek tiꞌan. Rona aman naruka nunia, Yusuf nareꞌis oan sia baa Yakob. Hotu, Yakob nakoꞌak nodi deꞌi sia rua. 
GEN.48.11	Hotu, Yakob dale tenik no Yusuf naꞌak, “Kleur tiꞌan haꞌu kaꞌak falik la kasoru o ona! Mais oras neꞌe Maromak nalo liu tenik, toꞌo haꞌu moos bele karee okaan oan sia!”
GEN.48.12	Hotu, Yusuf dada sees oan sia nosi Yakob.
GEN.48.13	Hotu, nia nariik. Nia moos dada nareꞌis tenik oan rua nia baa aman Yakob, nebee nia namulak nodi nusu matak-malirin baa sia. Yusuf nariik oan ulun Manase iha Yakob sorin kwana. Oan nomer rua Efraim iha karuk. 
GEN.48.14	Mais, baa oras Yakob rai liman baa sia atu namulak, Yakob rai seluk liman. Nia rai liman kwana baa alin Efraim ulun, liman karuk baa maun Manase ulun. 
GEN.48.15	Hotu, nia namulak nusu matak-malirin bodik Yusuf naꞌak,
GEN.48.15	“Okaan bein Isak aman Abraham,
GEN.48.15	no okaan bein Isak duꞌuk,
GEN.48.15	sia rua moris tuir bei-beik Maromak hakaran.
GEN.48.15	Maromak moos naliku tiꞌan haꞌu, hori sei nurak toꞌo oras neꞌe!
GEN.48.16	Maromak sori haꞌu tiꞌan nosi maufinu oi-oik.
GEN.48.16	Tan lia nia, haꞌu moos kaloon, nebee Nia natuun matak-malirin baa oan neꞌe sia no siakaan husar-binan.
GEN.48.16	Hanoin. Kalo sia namulak baa Maromak,
GEN.48.16	sia keta naluꞌa temi bei Abraham naran, no bei Isak naran no haꞌukaan naran!
GEN.48.16	Hodi nunia, siakaan husar-binan hetak waꞌin tuꞌan,
GEN.48.16	dadi klubun boot iha raiklaran neꞌe!”
GEN.48.17	Yakob namulak nunia, mais baa oras Yusuf naree aman rai liman kwana baa alin Efraim ulun, nia moos kaer nola aman liman nia, atu rai seluk baa maun Manase ulun. 
GEN.48.18	Nia katak baa aman naꞌak, “Ama! Keta malo nunia! Oan ulun lahoos Efraim, tan Manase nahali Efraim! Ama musti rai liman kwana baa maun Manase ulun, tan nia mak oa ulun.”
GEN.48.19	Mais aman Yakob la noꞌuk. Nia dale naꞌak, “Oa! Haꞌu katene nanis! Nosi ikus Manase dadi ema boot. Niakaan husar-binan moos hetak waꞌin tuꞌan, toꞌo dadi ema klubun boot! Mais alin Efraim atu dadi ema boot liu tan tenik! Niakaan husar-binan sia moos waꞌin liu resik, toꞌo dadi baa ema klubun waꞌin mak boot liu tan tenik!”
GEN.48.20	Hotu Yakob katak baa lawarik rua nia naꞌak, “Nosi ikus, kalo ema Israꞌel naloon baa Naꞌi Maromak, nebee natuun matak-malirin baa ema, sia atu temi emikaan naran. Sia atu naloon naꞌak, ‘Nebee Naꞌi Maromak natuun matak-malirin baa o, hanesan Nia natuun tiꞌan matak-malirin baa Efraim no Manase!’ ”
GEN.48.20	Hodi nunia, Yakob temi uluk alin Efraim naran, foin maun Manase naran.
GEN.48.21	Hotu Yakob katak baa Yusuf naꞌak, “Oa! La kleur haꞌu kmate ona! Mais Naꞌi Maromak nanis tulun emi! Nia atu nodi fila emi baa emikaan bei uluk rain. 
GEN.48.22	Oras neꞌe, haꞌu klatan baa o liu nosi okaan maun-alin sia! Tan haꞌu klatan tuꞌan baa o, foho iha rai Kanaꞌan mak uluk haꞌu kola tiꞌan kosi ema Amori, baa oras haꞌu katuda ko sia!”
GEN.49.1	Dale notu no Yusuf, Yakob bolu nola oan sia hotu-hotu, hotu katak naꞌak, “Oa sia! Emi hareꞌis aan mai haꞌu lai! Haꞌu atu kalore kedan emi ida-idak moris lalaꞌok baa loron ikus!” 
GEN.49.2	Hotu Yakob moos nahuu katak baa oan sia naꞌak,
GEN.49.2	“Yakob oan sia! Mai hariik satan mola haꞌu!
GEN.49.2	Mai rona emikaan aman Israꞌel neꞌe atu dale!
GEN.49.4	Mais o neon la metis. O la matene makara nabee! Sarebak, o toba mo haꞌukaan feen Bilha, modi madoor okaan aman toba fatik! Tan lia nia, haꞌu la kfilak o baa oa ulun ona.
GEN.49.6	Emi beer taa siit karau baka kloor, toꞌo nakfeur atu mate! Emikaan aꞌaat ida tenik, emi ruun neꞌan hodi hoꞌo ema! Tan hahalok nia, haꞌu la kakara rona emi! Haꞌu moos la kakara kahur emikaan lia! 
GEN.49.7	Tan emikaan krakat aat liu resik nia, haꞌu katuun dinu baa emi! Emi kanarak toꞌo la ho dadomin! Tan baa nia, emi musti hatiu duꞌuk emikaan aꞌaat nia! Nosi ikus Maromak keke karin emikaan husar-binan, toꞌo sia tuur keen karin malu iha rai Israꞌel!
GEN.49.9	O neꞌe, hanesan busa fuik boot ida, mak buka biit haan duꞌuk! O moos hanesan busa fuik boot aman, mak fofen aan baa noku; la noo ema ida mak naksakar aan koen o! O moos hanesan busa fuik boot inan, mak daka oan: la noo ema ida mak naksakar aan koen o! Ema nakerat o, toꞌo la noo ida mak naksakar aan atu nalo oi-oik baa o! 
GEN.49.10	Loron ikus, o atu kaer ukun! Okaan husar-binan moos atu kaer ukun tuir malu, toꞌo noo husar-binan ida mak beran kaliuk mak tuur kaer ukun nia! Hotu, ema klubun hotu-hotu atu loꞌu-sudur no rona baa Nia!
GEN.49.11+GEN.49.12	O atu moris diꞌak! O makara saa, iha! Okaan bibi no karau no toꞌos isin moos hetak waꞌin tuꞌan, toꞌo soe hahaat. O maa-memu midar nohuun.
GEN.49.17	O neꞌe moos, karonak hanesan samea mahoo raso mak noꞌi noku iha dalan tehen! Kalo ema saꞌe kuda liu nia, teki-tekis o tutu kuda nuban, toꞌo ema mak saꞌe monu!
GEN.49.18	Aaa, MAROMAK! Haꞌu kamulak kodi kaloon, nebee Ita foo moris baa ami hotu-hotu!
GEN.49.23	Noo ema mak rai hirus baa o, hanesan funu nana dama baa o! 
GEN.49.24	Mais Naꞌi Maromak mak haꞌu kloꞌu-sudur baa, Nia nanis tulun o! Nia nakbiit okaan liman, toꞌo o bele sakar funu sia modi dama, masik mosi dook! O bele matoba mola sia, tan Maromak tulun o. Nia mak beran boot kaliuk! Tan lia nia, haꞌu kakrai aan baa Nia! Nia mak daka haꞌu! 
GEN.49.25	Nia moos daka o nodi foo matak-malirin baa o. Matak-malirin nosi laleꞌan, matak-malirin nosi raiklaran, no matak-malirin toꞌo hetan oan waꞌin mak isin diꞌak! 
GEN.49.26	Matak-malirin mak haꞌu kusu foo baa o neꞌe, kasalak liu nosi foho mak nariik nafati sia! Nebee matak-malirin hotu-hotu neꞌe, nakduar baa o. Tan o neꞌe, liu mosi okaan maun-alin sia hotu-hotu!
GEN.49.28	Hodi nia, Yakob katak kedan moris lalaꞌok nosi oan sia ida-idak no husar-binan sia baa loron ikus. Sia hotu-hotu nia, mak nahoris ema Israꞌel hunun sanulu resin rua.
GEN.49.29+GEN.49.30	Nunia hotu, Yakob katak baa oan sia naꞌak, “La kleur haꞌu kmate ona! Kalo haꞌu kmate tiꞌan, emi musti baa hakoi haꞌu iha bei Abraham raten! Rate nia, iha fatuk kuak ida kreꞌis leo Makpela no Mamre iha rai Kanaꞌan! Uluk bei Abraham sosa nola fatuk kuak nia no toꞌos, nalo baa rate fatik. Nia sosa kotu tiꞌan nosi ema Het ida naran Efron! 
GEN.49.31	Iha rate fatik nia, ema nakoi tiꞌan bei Abraham no bei Sara, namutuk no haꞌukaan aman Isak no haꞌukaan inan Ribka! Tan baa nia, emi musti hakoi haꞌu iha nebaa, iha haꞌukaan feen Lea sorin! 
GEN.49.32	Haꞌu kameno tenik, nebee emi keta haluꞌa hakoi haꞌu iha fatuk kuak, mak bei Abraham sosa nola tiꞌan nia!”
GEN.49.33	Dale notu nunia, Yakob toba nikar. Hotu nawan kotu.
GEN.50.1	Naree aman mate tiꞌan, Yusuf nakoꞌak nola, nodi tanis. Nia moos deꞌi bei-beik. 
GEN.50.2	Hotu, Yusuf naruka klosan maktebar maten sia, nebee kahur ai morin oi-oik, nodi tebar Yakob maten. 
GEN.50.3	Klosan maktebar maten sia babilan Yakob maten nia, toꞌo loron haat nulu, tuir siakaan adat. Ema Mesir sia hotu-hotu moos tanis, tan Yakob mate. Sia nalaꞌok hahalok nia, toꞌo loron hitu nulu, ahan ema boot ida mak mate.
GEN.50.4	Loron hitu nulu siku liu tiꞌan, Yusuf katak baa klosan sia naꞌak, “Emi rona! Emi baa hodi haꞌukaan lia fuan neꞌe, hasara baa ama naꞌi haꞌak nuneꞌe: 
GEN.50.5	‘Natoon baa oras haꞌukaan aman kreꞌis atu mate, nia nusu nebee haꞌu kodi niakaan maten, baa kakoi iha rai Kanaꞌan! Tan baa nia, haꞌu kusu ama naꞌi foo leet, nebee haꞌu kbele baa kakoi haꞌukaan aman. Hotu tiꞌan, foin haꞌu kfila mai.’ ”
GEN.50.6	Rona nola nunia, naꞌin moos nataa naꞌak, “Kalo Yusuf namate lia no aman nunia tiꞌan, haꞌu moos kakara. Baa hakoi maten iha nebaa ona!”
GEN.50.7	Hotu, Yusuf baa nakoi aman. Ema waꞌin moos tuir. Sia nia mak naꞌin klosan sia hotu-hotu, no ema boot hotu-hotu nosi Mesir. 
GEN.50.8	Yusuf maun-alin no siakaan ema serwisu sia hotu-hotu moos baa bele. Hela mesan feen no lawarik sia no bibi no karau sia iha Gosen. 
GEN.50.9	Sondadu waꞌin moos tuir. Balu saꞌe kareta, balu tenik saꞌe kuda. Ema mak tuir maten nia waꞌin basuk, toꞌo ema lolok nia, naruk lo-loos.
GEN.50.10	Ema lolok nia nakur mota Yordan iha fatin ida naran Atad. Ema taꞌe nanis hare iha nia. Toꞌo nia, Yusuf sia tanis aman maten. Sia moos daka maten kalan hitu laran tenik.
GEN.50.11	Naree sia susar nunia, ema Kanaꞌan dale baa malu naꞌak, “Haree lai! Ema Mesir sia daka maten nodi tanis, toꞌo nalo ita moos laran moras!” Tan baa nia, ema Kanaꞌan nanaran fatin nia naꞌak, 
GEN.50.12	Hotu, Yakob oan sia nalaꞌok tuir lia mamenon mak sia nameno tiꞌan nia. 
GEN.50.13	Sia foti nola aman Yakob maten, nodi baa nakoi iha fatuk kuak iha leo Makpela, kreꞌis baa Mamre. Abraham sosa nola rai nia nosi ema Het ida naran Efron, nalo baa siakaan rate fatik.
GEN.50.14	Nakoi aman tiꞌan, Yusuf no maun-alin sia fila nikar baa Mesir. Nunia moos, ema mak tuir sia hotu-hotu.
GEN.50.15	Toꞌo Mesir tiꞌan, Yusuf maun sia nahuu nataꞌuk, tan siakaan aman Yakob la iha tiꞌan. Sia dale baa malu naꞌak, “Hei! Hanoin lai! Arumak Yusuf sei rai hirus baa ita, hotu atu selu nikar itakaan hahalok aat uluk nia sia. Kalo dadi tebes nunia, nunabee?” 
GEN.50.16	Tan baa nia, sia kabuar lia, hotu solok baa Yusuf naꞌak, “Ama Naꞌi! Oras itakaan aman sei moris, nia naruka kedan ami 
GEN.50.17	atu katak baa ama nuꞌu neꞌe: ‘Masik ami halo aat baa Yusuf, mais Yusuf musti naluꞌa lakon amikaan salan nia.’ Ami neꞌe, Maromak atan, mak itakaan ama loꞌu-sudur baa. Tan baa nia, ami atu mai husu pardua, tan ami hotu-hotu halo sala tiꞌan baa ama naꞌi.”
GEN.50.17	Rona lia solok nia, Yusuf moos tanis.
GEN.50.18	Hotu Yusuf maun sia moos mai duꞌuk. Sia loꞌu-sudur baa nia nodi naꞌak, “Ami mai atu mataroos baa ama.”
GEN.50.19	Mais Yusuf nataa sia naꞌak, “Mau sia! Emi lalika hataꞌuk ona! Maromak mesan no beran kastikar ema! Haꞌu neꞌe, la ko beran. 
GEN.50.20	Tebes! Uluk nia, emi koꞌa kabuar lia hodi hahaat haꞌu! Mais Naꞌi Maromak nalo emikaan aꞌaat nia, dadi baa dadiꞌak! Hodi nunia, Nia foti haꞌu kdadi ema boot, nebee ema waꞌin bele netan moris! 
GEN.50.21	Tan lia nia, emi keta hataꞌuk, tan haꞌu kamate lia tiꞌan atu kaliku emi ho emikaan oan sia hotu-hotu!”
GEN.50.21	Nodi dale diꞌa-diꞌak nunia, Yusuf nametis niakaan maun sia neon.
GEN.50.22	Hotu, Yusuf tuur nametin aan iha rai Mesir, namutuk no maun-alin sia hotu-hotu. Nia moris toꞌo tinan atus ida sanulu. 
GEN.50.23	Nia sei noo leet naree Efraim oan no bein oan sia. Nia naꞌin duꞌuk mak nawaꞌi Manase bein oan, mak Makir oan sia.
GEN.50.24	Nosi ikus, Yusuf katak baa maun-alin sia naꞌak, “Mane malun sia! Haꞌu koran haꞌukaan loron mate kreꞌis tiꞌan! Mais haꞌu kfiar Naꞌi Maromak nanis naliku emi! Nia atu nalaꞌo emi sai hosi rai neꞌe, baa hikar rai mak Nia nameno tiꞌan no bei Abraham, no bei Isak no ama Yakob!” 
GEN.50.25	Hotu, Yusuf nusu sia naꞌak, “Emi musti harai aan baa haꞌu! Kalo toꞌo baa oras Naꞌi Maromak nalaꞌo emi nodi nikar baa rai Kanaꞌan, emi musti foti hodi haꞌukaan maten!”
GEN.50.26	La kleur, Yusuf mate iha Mesir baa otas tinan atus ida sanulu. Sia tebar kedan maten nia, hotu natama baa ai balun.
MAT.1.1+MAT.1.2	Hakerek neꞌe katak lia nosi Yesus Kristus, Ema mak Naꞌi Maromak nameno kedan hori uluk atu solok mai. Nia neꞌe, Naꞌi Daud husar-binan no Bei Abraham husar-binan.
MAT.1.1+MAT.1.2	Nahuu nosi Bei Abraham toꞌo Naꞌi Daud, siakaan husar-binan mane, dalas sanulu resin haat. Siakaan naran, mak neꞌe:
MAT.1.1+MAT.1.2	Abraham oan, naran Isak.
MAT.1.1+MAT.1.2	Isak oan, naran Yakob.
MAT.1.1+MAT.1.2	Yakob oan, naran Yahuda. Yahuda moos sei noo maun-alin tenik.
MAT.1.3	Yahuda oan, naran Peres no Sera (siakaan inan, naran Tamar).
MAT.1.3	Peres oan, naran Herson.
MAT.1.3	Herson oan, naran Ram.
MAT.1.4	Ram oan, naran Aminadab.
MAT.1.4	Aminadab oan, naran Nahason.
MAT.1.4	Nahason oan, naran Salmon.
MAT.1.5	Salmon oan, naran Boas (Boas inan, naran Rahab).
MAT.1.5	Boas oan, naran Obet (Obet inan, naran Rut).
MAT.1.5	Obet oan, naran Isai.
MAT.1.6	Isai oan, naran Daud.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Nosi Daud toꞌo oras ema Israꞌel kona soe baa Babilon, siakaan husar-binan mane, dalas sanulu resin haat tenik, mak neꞌe:
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Daud oan, naran Salomo (Salomo inan, uluk Uria feen).
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Salomo oan, naran Rehabeam.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Rehabeam oan, naran Abia.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Abia oan, naran Asaf.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Asaf oan, naran Yosafat.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Yosafat oan, naran Yoram.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Yoram oan, naran Usia.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Usia oan, naran Yotam.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Yotam oan, naran Ahas.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Ahas oan, naran Heskia.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Heskia oan, naran Manase.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Manase oan, naran Amos.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Amos oan, naran Yosias.
MAT.1.6+MAT.1.7+MAT.1.8+MAT.1.9+MAT.1.10+MAT.1.11	Yosias oan, naran Yekonya. (Yekonya no niakaan alin sia moris baa oras ema Israꞌel sia kona soe baa Babilon.)
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Baa oras sia kona soe baa Babilon toꞌo baa Yesus, siakaan husar-binan mane, dalas sanulu resin haat tenik, mak neꞌe:
MAT.1.12+MAT.1.13+MAT.1.14+MAT.1.15+MAT.1.16	Yekonya oan, naran Saltiel.
