MAT.1.1	Bokanda bon’eotwelo ena Yesu Masiya, bon’ona Dawidi, bon’ona Abalayama.
LUK.22.39	Ko aofola, ko aocoa, yok’onoki bokotu’onande oyalaka, ena lingonji lina Bilaya; ko bakili’anande bamokiela. 
LUK.22.40	Ko eneki’nd’oyelaka en’esang’eho, amasumola, ate, Boondaka, botoyatua ena lomeko. 
LUK.22.41	Ko ende aalana l’iyo isisali, yoka bofusa bona lufe bomoko, ko aun’aongo, ko aoonda, 
LUK.22.42	ate, Bafango, nk’osokoimedya, umola ekal’ene eneyal’emi; ohonde efa eango enami: eango ene eilamake. 
LUK.22.43	Ko ekima ena loola eenya eneyal’ende, amokikya. 
LUK.22.44	Ko ayaaki la bino bin’efafo mene, ko aonda nko mbonda mene; ko elungu enande eoyalama nk’eyoka bapopo ban’akolo ban’akila banakwa ena loko. 
LUK.22.45	Koko eneki’nd’okadyaka yonda, ko aemala, aoya eneyali bakili, ko amasungya kuma baeci la lokeseli, 
LUK.22.46	ko amasumola, ate, Betama lacina nai? Bemalaka, boondaka, botongoyatua ena lomeko.
LUK.22.47	Nk’enem’end’otenda, lenda, bik’ike bon’ato baoya, ko ende onotangama Yudasa, omoi ona ba-jo l’afe, ayete en’oso’oniyo; ko aolamela Yesu oyoleya bolumba. 
LUK.22.48	Koko Yesu amosumola, ate, Yudasa, oangela nde Bon’on’oto nko la bolumba? 
LUK.22.49	Ko enek’iyo banoli l’ende oenaka yoi linalingilama, baila, iy’ate, Nkolo, tokake bamoi la lokula? 
LUK.22.50	Ko omoi’oniyo aoka boombo’ona nkanga iyome, ko aokesa litoi linande y’ome nko pa. 
LUK.22.51	Koko Yesu aamba, ate, Boacike. Ko aosuka litoi linande, ko amiikya. 
LUK.22.52	Ko Yesu aosumola iy’anayaki eneyal’ende oyuunda, nko nkanga ina toome, la chefs ina botumba bona Yakomba, la bingambe, ate, Ino bomofola nde la nkula in’ita ko l’embele yoka bato banangund’oto’ona liya? 
LUK.22.53	Eneki’m’oyalaka l’ino bina l’ina en’otumba bona Yakomba, botambunda l’akasa; ohonde heure ene eyali nk’enino, ko la locili lona liucu.
LUK.22.54	Koko bamuunda, ko bamotola en’otumba bona nkanga iyome. Koko Petelo amokila en’osana. 
LUK.22.55	Eneki bato’amoi ofetsaka nkoi ena mbalasai, ko baokisase meho, Petelo aokisase ena ntoto eniyo. 
LUK.22.56	Ko enem’end’okisase ena fololo ena nkoi, bosali’omoi on’oyoto ameena, ko amolenda ta, ko aila, ate, Boto’one ayaaki l’ende nkoho. 
LUK.22.57	Koko ende aangana, ate, Boyoto, mpeey’ende. 
LUK.22.58	Ko efan’olingolingo boto’okina ameena, ko aila, Mbo e nkoho ond’omoi’oniyo. Koko Petelo, ate, Boto, efana: mpayali’oko. 
LUK.22.59	Ko eneki heure emoko osilaka, boto’omoi aokikya yoi liho la locili, ate, Solosolo, boto’one ayaaki nko l’ende, lacin’oka and’ise Ngalilaya. 
LUK.22.60	Ko Petelo aila, ate, Boto, mpeya yoi linatend’e. Nkwaho, nk’enem’end’otenda, nkoko ena mpame eeka. 
LUK.22.61	Ko Nkolo aohelengwa, ko aolenda Petelo. Ko Petelo aokanedya yoi lina Nkolo, bokotua bonoki’nd’osumolaka, ate, Kuma nkoko ena mpame eteke bon’in’one, ongonjangana beangana besaso. 
LUK.22.62	Ko aofola, ko aolela lilelo mene lina mposoli.
LUK.22.63	Koko bato banasukaki Yesu bamonyeela, ko bamofoma mpomi; 
LUK.22.64	bamokundela baiso’anande, ko bamofoma en’elongi ko bamufola, Mbo otosumole: onokofomaka? 
LUK.22.65	Ko bamotendela baoyi bamoi bike bana nsoi mene.
LUK.22.66	Eneki bina okyaka, likita lina bingambe bin’ato la nkanga ina toome l’atengi ban’ekanda baosolongana; ko baoya l’ende en’osolongano’oniyo, bamufola, 
LUK.22.67	iy’ate, Nk’oyali Masiya, otosumole. Ohonde amasumola, ate, Kang’emi lakosumol’ino, bofimedyaki; 
LUK.22.68	ko yombo lakufol’ino, bofaambaki. 
LUK.22.69	Koko isanga Bon’on’oto angokisase en’ili bona likasa y’ome lina mpamba lina Yakomba. 
LUK.22.70	Ko iyatu baila, Mbo e, onde Bon’ona Yakomba? Ende amakutwela, ate, Nk’oko bonatend’ino, njali nk’ende. 
LUK.22.71	Ko baila, iy’ate, Tokemb’ekina temoin lacina nai? isoamene tomoka nk’en’onyua bonandamene.
LUK.23.1	Bato ban’osolongano’oho bahatu baemala, ko bamotola eneyali Pilato. 
LUK.23.2	Ko baomatsa oyofota, iy’ate, Tosungyaki boto’one kum’atengyatengya ba-to’aniso, ko amasimba batafutake Kaisala mpuci, ko ail’oka endamene ayali Masiya Lifoka lina Roi. 
LUK.23.3	Ko Pilato amufola, ate, E oyali nde lifoka lina roi lina Ba-Yuda? Ko aamba, ate, Nk’oho bonatend’e. 
LUK.23.4	Ko Pilato aosumola nkanga ina toome ko l’ato’aho bik’ike, ate, Mpene yoi linalikoli la likambo eneyali boto’one. 
LUK.23.5	Koko iyo baokikya bonyu’oho la locili, Mbo aosombanya bato, ko ayalake lilako ena Yudea endotu, amatsaki ena Ngalilaya, ko amoyela nko le mendo. 
LUK.23.6	Koko eneki Pilato ookaka yoi liho, aufola yombo ayali bise Ngaiilaya. 
LUK.23.7	Ko eneki’nd’oeyak’oka ayali ona lifoka lina Elode, amotoma eneyali Elode, lacin’oka Elode nkoho ayaaki ena Yelusalema en’in’eho.
LUK.23.8	Ko eneki Elode oenaka Yesu, aonyangela l’enyanga mene; lacin’oka alangaki elela mene lacina aene Yesu, lacina eneki’nd’ookaka lokumo lonande; ko aolengedy’oka angena ndembi emoi ena mpefa eilama l’ende. 
LUK.23.9	Ko amufola l’aoyi bike; koko ende atokutwela yoi limoko tu. 
LUK.23.10	Ko nkanga ina toome la batengi ban’ekanda baemala meho, ko bamolembela baoyi la locili mene. 
LUK.23.11	Ko Elode la soldats inande bamosonja, ko bamonyeela, bamolotsa bisenda bina bekoka mene, ko bamutodya eneyali Pilato. 
LUK.23.12	Ko Pilato la Elode baosimban’efili nk’en’in’oho, lacin’oka baokanaki bowe en’oso.
LUK.23.13	Ko Pilato aosolonganya nkanga ina toome la ba-chef ko la bato mene, 
LUK.23.14	amalokwela, ate, Ino bonjelaki boto’one yoka boto onotengyatengya bato, ko lenda, moloufola en’oso’onino, ko ntasungya eneyali boto’one yoi limoko lina bakambo’aho banoakol’ino ende tu; 
LUK.23.15	ko Elode nkoho, afene yoi eneyal’ende; amoloucisa eneyal’iso; ko lenda, atakamba ekambwa enekoli l’ewedi. 
LUK.23.16	Lacin’eho, nongofoma lofomi, ko nongotungola. 
LUK.23.17	(Mbula la mbula en’esike en’elambedya atungwelak’iyo lisungu limoko.) 
LUK.23.18	Koko baololua, nk’iyatu la laanda lomoko, iy’ate, Umola boto’one, ototungwele Balaba. 
LUK.23.19	Balaba ayaaki nko boto’omoi onok’iy’ofusaka en’otumba bon’enyolo lacin’en’etomoko ena nkolo mene enek’iy’otomaka en’onyang’oho, ko lacin’oka ayakaki bato. 
LUK.23.20	Pilato asoko langa atungole Yesu, ko ait’otenda l’iyo lakina, 
LUK.23.21	ohonde iyo baololua, Mbo oyake en’ekulusu! Oyake en’ekulusu! 
LUK.23.22	Ko ait’otenda l’iyo botenda bon’esaso, ate, Lacina nai? Yoi lin’owe linaliki boto’one oilaka lika nai? Ntasungya yoi linalikoli l’ewedi eneyal’ende; nongofoma nko lofomi, ko nongotungola. 
LUK.23.23	Koko bamosomya la lofoso lona lokolo, lacina ayakame en’ekulusu. Ko lofoso loniyo lolonga, 
LUK.23.24	ko Pilato aokesa likambo, ate yoi linalik’iy’olangaka yilame. 
LUK.23.25	Ko aotungol’oto’oho onotungamaki en’onyolo lacin’en’etomoko la njaka en’ato, nk’ende onok’iy’olombaka; ohonde aolekya Yesu eneyal’iyo, baile l’ende yok’onok’iy’olangaka.
LUK.23.26	Enek’iy’ocoaka l’ende, baunda boto’omoi oka Simona ona Kulene, onoyaki en’asala, ko baotadya ekulusu eneyal’ende, atole eho ena mbusa ena Yesu.
LUK.23.27	Ko bik’ike mene bon’ato bamokiela, ko l’ayato banolelaki, ko banofomelaki befwi bena lokeseli. 
LUK.23.28	Koko Yesu aohelengwa eneyal’iyo, aila, ate, Ban’ana Yelusalema ban’ayato, botalelake lacin’enami: bolelaka lacin’eninoamene ko l’an’anino; 
LUK.23.29	lacin’oka, bina beyayi beneng’iy’oil’oka, Iy’anataota, la njototo initaota, la baele banatalomama, bakik’ekiko. 
LUK.23.30	Nkwaho bangomatsa lisumola bangonji, Botokwele; ko la bekonji, Botokunde. 
LUK.23.31	Yombo baila baoyi’ane ena bote bon’asi, yoi linalingilama en’ote bonomaki lika nai?
LUK.23.32	Ko baotola bakin’ato’afe, bakambi ban’owe, nko l’ende, lacina bayakame nkoho.
LUK.23.33	Ko enek’iy’oyelaka en’edye enetangama Lalika, bamoaka meho en’ekulusu, ko la bakambi ban’owe ena bikulusu, omoi en’ili bona likasa y’ome, omoi en’ili bona likasa y’ooli. 
LUK.23.34	Ko Yesu aila, ate, Bafango, oatungole ena yoi line, lacina bafanonganya yoi linakamb’iyo. Ko baokafelana bisenda binande la mpusa ena lobese. 
LUK.23.35	Ko bato baemala meho, kuma bayolende ta. Ko bafoka bamonyeela, Mbo aikyaki bakin’ato, ayoikyake endamene, yombo ayali Masiya ona Yakomba, onosonama l’ende. 
LUK.23.36	Ko soldats bamosisedya nkoho, baoy’eneyal’ende, ko bamofa vinaigre, 
LUK.23.37	iy’ate, Nk’oyali lifoka lina roi lina Ba-Yuda, oyoiky’eamene. 
LUK.23.38	Ko etengelo ene eilama ena liko lin’ote’onande: one nko lifoka lina ba-yuda.
LUK.23.39	Ko omoi ona bakambi ban’owe onakamaki l’ende amosaiya, ate, Ofayali nde Masiya? Oyoiky’eamene ko l’iso. 
LUK.23.40	Koko on’omoi aokutola, amofela, ate, Ofaange nko le Yakomba, e onoyali nk’ena ekwelo eho ena likambo? 
LUK.23.41	Koko solosolo iso tokoli nko l’eho, lacin’oka iso toyatambe boluko bonokoli l’ikambwa biniso, ohonde boto’one atila yoi limoko y’owe tu. 
LUK.23.42	Ko aila, ate, Yesu, enengoy’e ena lifoka line, ombofw’emi. 
LUK.23.43	Yesu amokutwela, ate, Solosolo, lakosumol’e, bon’in’one ongoyala l’emi ena Paladiso.
LUK.23.44	Ko midi eoyela, ko liucu yokwa ena loko lohalotu yengoko trois heures; 
LUK.23.45	bina botaala lakina; ko esenda en’otumba bona Yakomba eoatsa bitate bife. 
LUK.23.46	Ko Yesu aotenda la lofoso lona lokolo, ate, Bafango, lokosukya bolimo’onami en’akas’ane. Ko eneki’nd’otendaka yok’osamb’oho, aofodya bolimo’onande. 
LUK.23.47	Ko eneki capitaine oenaka yoi lineyilamaka, aokumya Yakomba, ate, Solosolo, boto’one ayaaki boto’ona mbongi. 
LUK.23.48	Ko bato’aho bahatu banayaki oyena bikambwa bine, enek’iy’oenaka baoyi banilamaka, bautwa la mbusa kuma bayafomele ntolo iniyo. 
LUK.23.49	Ko bato bahatu banasimbanaki l’ende, la bayato banokilaki eneki’nd’oyaka ena Ngalilaya, baemala en’osana, bayalende baoyi’ane.
LUK.23.50	Ko lenda, boto onotangama Yosefa, onoyaaki ena likita liniyo lina bingambe, boto’on’olotsi l’ona mbongi, 
LUK.23.51	(ende atimedya eango eniyo l’ekambwa enek’iy’okamtiaka), ko ayaaki bise Alamatayo, bonyanga bona Yuda, aolengedya lifoka lina Yakomba: 
LUK.23.52	boto’one aocoa eneyali Pilato, ko aolomba boduo bona Yesu. 
LUK.23.53	Aokitsa boho en’ekulusu, ko aofut’oho l’esenda ena mbenza, ko amambya ena nketa enecimamaki ena lufe, enetakunjam’oto. 
LUK.23.54	Bin’oho boyaaki bina bona Nkodya, ko Sabata eolama. 
LUK.23.55	Ko bayato banayaki l’ende ena Ngalilaya, bamokila ena mbusa, ko baena nketa ko l’okotua bonoki boduo’onande omonyamaka. 
LUK.23.56	Ko bautwa la mbusa, ko baokola nya toumba ko l’enganga bena nsole en’olotsi; koko en’ina bona Sabata baofomya, yoka bosamb’onoyali lisangya.
LUK.24.1	Koko en’ina bon’oso bon’eyenga, nko la mbia, baoya ena nketa, baoya la toumba tatok’iy’okodyaka.
LUK.24.2	Ko baosungy’oka lufe limuma ena nketa nko la nkilimodya. 
LUK.24.3	Baotua, koko batasungya boduo bona Nkolo Yesu. 
LUK.24.4	Koko enek’iy’okandakandaka la yoi line, lenda, mpame ife baemala mbolimboli l’iyo la bisenda bina teele. 
LUK.24.5	Bayato baoka losomo mene, ko baosunya bete’eniyo ena loko, koko mpame ih’ife bamalokwela, iy’ate, Bofon’ende onoyaike ena ntoto eniy’anawaki lacina nai? 
LUK.24.6	Afayali mendo: amoletwa en’ewedi; bofwaka bokotua bonoki’nd’okosumolak’ino kum’ayali ena Ngalilaya, 
LUK.24.7	ate, Akoli eneyali Bon’on’oto lacina alekyame en’akasa ban’ato’owe, ko ayakame en’ekulusu, ko aetwa en’ewedi en’ina bon’esaso.
LUK.24.8	Ko baofwa baoyi’anande, 
LUK.24.9	baocika nketa, bauta la mbusa, ko baosumola ba-jo l’omoko ko l’ato bahatu banayaaki meho baoyi’ane bahatu. 
LUK.24.10	Banasumolaki bikima baoyi’ane nko Malia Mangandala, la Yoana, la Malia nyango ena Yakobo, l’ayato’amoi banayaaki l’iyo. 
LUK.24.11	Koko baoyi banak’iy’otendaka baokana eneyali bikima yoka botendatenda kei, ko iyo batimedya tu. 
LUK.24.12	Koko Petelo aemala, ko aocoa la laango ena nketa; ko eneki’nd’osunamaka, aena bisenda bina mbenza biambi meho nko biho kei; ko aocoa en’ol’onande, ko aofefa la yoi linilamaki.
LUK.24.13	Ko lenda, bamoi’aniyo bafe baocoa bin’oho en’onyanga bonotangama Emao, bonoyaaki bosana la Yelusalema yoka kilometres jo l’ife. 
LUK.24.14	Ko baesola lacin’en’aoyi bahatu banilamaki. 
LUK.24.15	Koko enem’iy’oesola ko baotendana baoyi, Yesu mene aolama, ko aambana l’iyo. 
LUK.24.16	Koko baiso’aniyo baosukama, batongoyey’ende. 
LUK.24.17	Ko amaufola, ate, Baoyi’ane banesol’ino eneyakend’ino ko boyoke lokeseli baka nai? 
LUK.24.18	Ko omoi’oniyo, lina linande Keleopa, amokutwela, ate, E kei kongokisase yok ofenda ena Yelusalema, ko ofeya baoyi banilamaka meho en’ina bene? 
LUK.24.19	Ate, Baoyi baka nai? Ko ende aila, ate, Baoyi bana Yesu bise Nazaleta, onoyalamaki bosumoli ona locili l’en’i’kambwa l’ena yoi en’oso bona Yakomba l’en’oso bo’n’ato bahatu; 
LUK.24.20	ko l’okotua bonoki nkanga ina toome la bafok’aniso olekyak’ende lacina atomame en’ewedi ko baoyakaki en’ekulusu. 
LUK.24.21	Koko iso tolengedyaki’oka angoyala nk’ende onongotungola Yisalaele. O koko bin’one nko bina bon’esaso ena mbusa enek baoyi’ane oilamaka. 
LUK.24.22	Koko yoi limoi, noka, bayato’amoi ban’oloi’oniso baotokaimodya: 
LUK.24.23	baocoa ens nketa l’ikulukulu mene, koko batena boduo’onande, ko baoy’otosumol’oka bamen’enelo ena bikima bina loola banasumolaki, iy’ate, Ende ayaike. 
LUK.24.24	Ko bamo: banayaaki l’iso baocoa ena nketa, ko baosungya nk’eyok’onoki bayato otendaka; ohonde bateen’endamene 
LUK.24.25	Ko amasumola, ate, O bato baninda lokanyi, la betema beneseki lokuta ena likambo lina njimedya en’aoyi bahatu banaki basumoli otendaka! 
LUK.24.26	Iya etakolana nde la Masiya aene bino l’aoyi’ane ko atua ena bokonde bonande? 
LUK.24.27	Ko aomatsa la Mose ke l’asumoli bahatu, ko amasakitwela baoyi banatengamaki ena bitengelo bina Yakomba bihitu lacin’enande 
LUK.24.28	Ko baolama l’onyanga bonok’iy’ocoaka; ko ende aila yoka angofolanya. 
LUK.24.29	Koko iyo bamosimbya, iy’ate, Yala l’iso, lacina esike ena likolo emoyela, ko bin’omila. Ko aotua okisase l’iyo. 
LUK.24.30	Koko enem’end’okisase l’iyo ena mesa ena toma, aotamba mampa ko aosak’osako, ko aokesa eho ko amafa. 
LUK.24.31	Ko baiso’aniyo baolifwa ko bameeya; koko auma eneyal’iyo nko nsiela. 
LUK.24.32	Ko baotendana, iy’ate, Betem’eniso betafeta nde ena ntundulu eniso yoka nkoi, eneki’nd’otendaka l’iso ena mboka, ko eneki’nd’otoumbwelaka bitengelo bina Yakomba? 
LUK.24.33	Ko baemala nkwaho ena heure eho, ko bautwa la mbusa ena Yelusalema, ko baosungya ba-jo l’omoko l’amoi banayaaki l’iyo basolonganyi; 
LUK.24.34	iy’ate, Nkolo amoletwa nko solosolo, ko amenya eneyali Simona. 
LUK.24.35	Koko iyo bamasumol’aoyi banilamaki ena mboka, ko l’okotua bonoki’nd’oeyanaka l’iyo en’ekeselo ena mampa.
LUK.24.36	Nk’enem’iy’otenda baoyi’ane, Yesu mene aemala ena ntoto eniyo, amasumola, ate, Mwi eneyal’ino. 
LUK.24.37	Koko iyo baokaimwa, ko baoka losomo, ko baokanel’oka bamena lifoi. 
LUK.24.38	Ko amasumola, ate, Ino bokandakanda, ko betem’enino beyali la bekalokalo lacina nai? 
LUK.24.39	Benaka bakas’anami l’akak’anami, one nk’emamene; bommete, ko bena, lacin’oka lifoi afana bonufo la biuha, yoka bosamb’on’en’ino oka emi laata. 
LUK.24.40	Ko eneki’nd’otendaka yoi line, amatuma bakasa l’akaka. 
LUK.24.41	Ko enetimedy’iyo isanga lacin’en’ekiko, ko baofefa, amaufola, ate, Boyali nde l’iyema ina ndaka mendo? 
LUK.24.42	Ko bamofa etenyi ena nse enokangamaka. 
LUK.24.43	Aotamba, ko aola en’oso’oniyo.
LUK.24.44	Ko amasumola, ate, Bane nko baoyi’anami banaki’m’okosumolak’ino kuma njali l’ino, eneki’m’oilak’oka ekoli lacina baoyi bahatu banatengi en’asangya bana Mose, l’en’asumoli, l’ena Njembo, lacin’enami, bailame. 
LUK.24.45	Nkwaho aofoladya lokanyi loniyo lacina banonganya bitengelo bina Yakomba; 
LUK.24.46	ko amasumola, ate, Yoi litengamaki yok’one, noka, Masiya angen’ino, ko angetwa lakina en’ewedi en’ina bon’esaso; 
LUK.24.47	ko bosimo bona njosuma la ntungola en’ato en’aoyi’owe bosekodyamake ena lina linande ena benyanga behetu, mmatsa nk’ena Yelusalema. 
LUK.24.48	Ino boyali temoins ina baoyi’ane. 
LUK.24.49	Ko lenda, nongokotomel’ino esemba ena Bafango’onami; ohonde ino boyalamaka en’onyanga bona Yelusalema, yengoko eneng’in’olotsama la mpamba enengoya ena liko.
LUK.24.50	Ko amatola ena mbiolo, nk’ena mbolimboli la Betania; ko ailedya bakas’anande ko amasakela bosako. 
LUK.24.51	Koko, enem’end’oasakel’osako, aalana l’iyo, ko aotolama ena loola. 
LUK.24.52	Iyo bamokumya, ko bauta la mbusa ena Yelusalema l’ekiko mene. 
LUK.24.53	Ko baoyalama en’otumba bona Yakomba bina l’ina, bayakumya nko Yakomba.
JHN.1.1	Yoi liyaaki ena limatsako, ko Yoi liyaaki la Yakomba, ko Yoi liyaaki nko Yakomba. 
JHN.1.2	Ende ayaaki ena limatsako nko la Yakomba; 
JHN.1.3	toma tohatotu tonunolamaki l’Ende, efana nko le iyema imoko initanunol’ende. 
JHN.1.4	Liiko loyaaki eneyal’ende, ko liiko loyaaki fololo en’ato; 
JHN.1.5	koko fololo eololoma ena liucu, koko liucu litanonganya eho. 
JHN.1.6	Boto’omoi aenyaki, onoki Yakomba otomaka, lina linande nko Yoane. 
JHN.1.7	Ende ayaki lacina ayalame bosumoli, asumole bosimo bona fololo, lacin’eho bato bahatu baimedya nko l’ende. 
JHN.1.8	Endamene atayala fololo eho: ayaki lacina asumole bosimo bona fololo. 
JHN.1.9	Fololo ena solosolo eoya ena loko, nk’eho enefoladya boto l’oto. 
JHN.1.10	Ende ayaaki ena loko, ko loko lonunolamaki l’ende, koko baise loko bateeya. 
JHN.1.11	Ayaki enek’enandamene, koko banandamene batotamba. 
JHN.1.12	Ohonde iy’anotambaki, amaf’iyo etelo lacina bayalame ban’ana Yakomba, nk’iy’animedya ena lina linande; 
JHN.1.13	nk’iyanotwaki, efa l’akila, ko efa l’eango ena yonge, ko efa l’eango en’oto: baotwaki nko la Yakomba. 
JHN.1.14	Ko Yoi liyalamaki bonufo, ko litongaki l’iso, (tomena bokonde bonandebokonde yoka bosamb’onoyali boho bona bon’ona likinda bona Bafango), nko ndola l’isei ko la solosolo. 
JHN.1.15	Yoane aotenda yoi lacin’enande, aololua, ate, One nk’ende onoki’m’okosumolak’oka, Onongoya ena mbusa enami angoyala nk’en’oso’onami, lacin’oka ayaaki en’oso’onami. 
JHN.1.16	Isatu tomotamba nk’ena efulelo enande, isei ncindana l’isei. 
JHN.1.17	Basangya bafamaki la Mose, isei la solosolo baoya nko la Yesu Masiya. 
JHN.1.18	Bisike bihitu, efana nko le boto onenaki Yakomba: Bon’ona likinda, onoyali ena ntolo ena Bafango, amomenyanya.
JHN.1.19	Bone nko bosimo bonoki Yoane osumolaka nkanga la Ba-Lewi banatomamaki la Ba-Yuda bana Yelusalema lacina bayufol’ende, Mbo e oyali nai? 
JHN.1.20	Aimedya, ataangana tu, aimedya, ate, Emi mpayali Masiya. 
JHN.1.21	Ko bamufola, iy’ate, Nk’ofayali ende, iya nai lakina? Oyali nde Eliya? Ate, Efana, mp’ende. Onde bosumoti’oho? Ate, Efana. 
JHN.1.22	Koko bamufola, iy’ate, Onde nai? lacin eho takutwel’iyo banatotomaki. Yoi linatend’e lacin’eneamene lika nai? 
JHN.1.23	Ende aila, ate Emi nko lofoso lon’oto’omoi onololua ena sengelenge, ate, Bonanola mboka ena Yawe cilili, yoka bosamb’onoki Yesaya bosumoli otendaka. 
JHN.1.24	Iy’anatomamaki eneyal’ende bayaaki Bafalusi. 
JHN.1.25	Ko bamufola, iy’ate, Nk’ofayali Masiya, ko ofayali Eliya, ko ofayali bosumoli’oho, ncina enin’e bato en’asi eka nai? 
JHN.1.26	Yoane amakutwela, ate, Emi lin’ato en’asi, ohonde Omoi aemali ena ntoto enino onofey’ino, 
JHN.1.27	nk’ende onoya ena mbusa enami, ko emi mpakoli lacina nditole bekoli bena tombwaku tonande. 
JHN.1.28	Baoyi’ane bailamaki ena Betania, en’ili bona Yoladane, en’esanga eneki Yoane oinak’ato en’asi.
