MAT.1.1	Ọnwan wụ ẹkụkwọ banyeni Jizọsị wụ Kraịstị hụn wụ nwa Defidi, nwa Ebraham.
MRK.14.22	Ebe wẹ rị e ri ihiẹn-oriri ahụn, Jesu nọ weri brẹdi, ọ kpanmịngụ Osolobuẹ, ọ nọ bebe ẹ, w'ẹ ye ndị nsọnmazụụn a, sị, “Weri n'ẹ; ọnwan wụ ẹhụ m.”
MRK.14.23	Ọ nọ weri mkpu, ọ kpanmịngụ Osolobuẹ, ọ nọ buye wẹ ya. Wẹ ile nọ rarịsọnmẹ. 
MRK.14.24	Ọ nọ sị wẹ, “Ọnwan wụ ẹdeke m wẹ gi ufiri ndị bu ọda hupụ; ẹdeke m wẹ gi biye ẹka nkwerigbama Osolobuẹ tumẹ ẹgbata ya lẹ ndị nke ẹ. 
MRK.14.25	M rị a gwa ụnụ ezioku, arakọzị m manya vaịnị d'e ru ogẹn m jẹnkọ d'a ra nke ọhụn a imẹ Alị-eze Chuku.” 
MRK.14.26	Wẹ nọ bụ ẹbụ, ya wẹ nọ nwan gha ebahụn jẹnmẹ Ugu Olivu.
MRK.14.27	Jesu nọ sị wẹ, “Ụnụ ile jẹnkọ d'a gba m tọ. Makẹni, Ẹkụkwọ-nsọ sị,
MRK.14.27	‘M jẹnkọ d'e gbu onyẹ-ndu atụnrụn,
MRK.14.27	atụnrụn ile a gbayịya!’
MRK.14.28	Kanị m ghagụ ọnwụn lihi, e shi m Galili d'e cheri ụnụ.”
MRK.14.29	Pita nọ sị a, “Alakọ m'ị tọ! Ọsụọn'a nị ndị ọzọ ile a gba ị tọ!”
MRK.14.30	Jesu nọ sị Pita, “M rị a gwa ị ezioku, nị tannị, imẹ abalịnị, ọkpa gini d'a kwan mgbe ẹbụọ, i jẹnkọ d'a ghọrị mgbe ẹtọ nị y'a marịn m.”
MRK.14.31	Kanị, Pita nọ kushid'ẹ ikẹn, sị, “Onwọnni ogẹn m'e gi la ị tọ, ọsụọn'a nị mmẹ lẹ yụ k'a nwụn!” Ndị nsọnmazụụn a ile họdụnị nọ kuzikwọ ẹrịra.
MRK.14.32	Ya wẹ nọ shi ebe w'a kpọ Gẹtisẹmani. Jesu nọ sị ndị nsọnmazụụn a, “Nọdị nị alị ebeni, nị m jẹn d'e mẹ ekpere.” 
MRK.14.33	Ọ nọ weri Pita lẹ Jemisi lẹ Jọnụ jẹnmẹ.
MRK.14.33	Ẹhụ efuzin'ẹ kaka; obi eruzin'ẹ alị. 
MRK.14.34	Ọ nọ sị wẹ, “Obi e d'a gbawapụ m. Nọdị nị ebeni, ụnụ e we ẹnya ru alị.”
MRK.14.35	Ọ nọ jẹnzụka, tụha enwẹn ẹ ye alị, kpe ekpere, nị omẹni ọ rị nfe, ogẹn afụnfụn hụ ya ghafe ẹ, 
MRK.14.36	ọ sị, “Baba; Baba Nẹdi m! Onwọnni ihiẹn ị ghalẹni a s'ẹka e mẹ. Napụ m mkpu afụnfụn lẹ ọnwụnnị. Kanị uche i ya mẹ, ẹlẹ nke m.”
MRK.14.37	Ogẹn o gi kin azụụn, ọ hụn wẹ kẹ wẹ rị ụran. Ọ nọ sị Pita, “Saịmọnụ, ị rị ụran? Ya wụ y'a s'ẹka mụ ẹnya ogẹn nọ ẹnịna
MRK.14.38	Ọ nọ sị wẹ, “Mụnrụn nị ẹnya; e mẹ ni ekpere, amamgbe ụnụ a danban imẹ ọnwụnwan; mmọn ịhịan a chọghọ, kanị ndụn gụ ẹhụ.”
MRK.14.39	Ọ nọ pụzị, mẹzikwọ ekpere ohu hụ. 
MRK.14.40	O kinhẹn ebe ndị nsọnmazụụn a rị, hụnzị wẹ kẹ wẹ rị a ranhịn, asadẹni wẹ ẹka shịapụ ẹnya. Amarịnzị wẹ ihiẹn wẹ sikọ d'a sị a.
MRK.14.41	O kinhẹn nke mgbe ẹtọ, ọ nọ sị wẹ, “Ụnụ rịkwọ nwan a ranhịn, e zuru ikẹn? Ogẹn e rugụọ. Lee n'ẹ, e we wẹ Nwa nke Ịhịan che ẹka ndị-njọ. 
MRK.14.42	Lihi ni nị ẹnyi jẹnmẹ. Lee n'ẹ, onyẹ rị e reni m e rugụọ ebeni!”
MRK.14.43	Jesu rịhụ e ku oku hụ kẹ Judasị hụn wụ onyẹ ohu imẹ ndị nsọnmazụụn a bịa; ya lẹ igunrun busọnmẹ ọpịa-agha lẹ ẹgbe. Ndị-isi nchụn-ẹjan lẹ ndị-nkuzi Iwu lẹ ndị-isi zi wẹ. 
MRK.14.44	Judasị rị e ren'ẹ gwatọ wẹ ihiẹn wẹ sikọ d'e gi marịn Jesu, sị, “Onyẹ hụn m jẹnkọ d'e susu ọnụ, ịya wụ onyẹ ụnụ chọkọ; nwụnrụn n'a, ụnụ e kwọnkẹnmẹ ẹ, duru ẹ jẹnmẹ.” 
MRK.14.45	Ogẹn Judasị gi nwan bịa, ọ nọ jẹnburu Jizọsị, sị a, “Onyẹ-nkuzi!” O susu ẹ ọnụ. 
MRK.14.46	Ya ndị hụ o duhẹ nọ kwọndọn Jesu, nwụnrụn a. 
MRK.14.47	Kanị, onyẹ ohu imẹ ndị nsọnmazụụn a ndị ahụn turu ebẹhụ nọ sepụha ọpịa-agha, banpụ odibo Onyẹ-isi nchụn-ẹjan ntịn.
MRK.14.48	Jesu sị wẹ, “Kị ụnụ buhẹni ọpịa-agha lẹ ẹgbe d'a nwụnrụn m, nọkẹ sị m wụ onyẹ-ohin? 
MRK.14.49	Mmẹ lẹ ụnụ rị imẹ Ụlọ-nsọ ụhụọhịn ile kẹ m rị a kuzi, ụnụ anwụnrụnnị m. Kanị ihiẹn ndịnị rị e mẹ kẹni ihiẹn Ẹkụkwọ-nsọ ku mẹzu.”
MRK.14.50	Ndị nsọnmazụụn a ile nọ la a tọ, gbama ọsọ. 
MRK.14.51	Okorọbịa ohu yihụ ẹkwa linẹ w'e yiye elu ẹ nọ sọnmẹ Jesu. A dọdọn w'ẹ ẹkwa hụ, chọ nị wẹ nwụnrụn a, 
MRK.14.52	kanị ọ nọ la ẹkwa tọnị wẹ, gi ọtọ gbapụ.
MRK.14.53	Wẹ nọ weri Jesu shi iwe onyẹ-isi nchụn-ẹjan. Ndị-isi nchụn-ẹjan lẹ ndị-nkuzi Iwu lẹ ndị-isi ile zu ebẹhụ. 
MRK.14.54	Pita sọnkọ Jizọsị; kanị ẹgbata wẹ e teyezighọ. Ọ nọ sọn ẹ banye ezi ọgwa onyẹ-isi nchụn-ẹjan, sọn ndị-nche rị ebẹhụ nọdị alị, nyanma ọkụn. 
MRK.14.55	Ndị-isi nchụn-ẹjan lẹ Ndị-isi Nkịkwama ile hụ a chọ ihiẹn w'e gi hangbu Jizọsị eṅẹn kẹni wẹ gbu ẹ, kanị ahụnnị wẹ; 
MRK.14.56	ọsụọn'a nị ndị bu ọda e buokingụọ Jesu ọnụ, oku wẹ adangbamanị. 
MRK.14.57	Ya kẹ ụfọdụ ndị rị ebẹhụ nọ lihi ọtọ, buokinzi Jesu ọnụ, sị, 
MRK.14.58	“Ẹnyi nụ k'o ku n'o jẹnkọ d'e tikpọ Ụlọ-nsọnị wẹ gi ẹka tụn, gi akpọhịn ẹtọ tụn hụn wẹ gilẹni ẹka tụn.” 
MRK.14.59	Kanị, ẹri ndịnị shịa adangbamazịkwọnị.
MRK.14.60	Ya kẹ onyẹ-isi nchụn-ẹjan nọ nwan lihi ọtọ ihun wẹ ile, jụ Jesu ajụjụ, “Y'e nwọn ihiẹn y'a shịarị imẹ ihiẹnni ile wẹ rị e kin?”
MRK.14.61	Kanị Jesu nọ gba nkịtịn, ọ shịarịnị ihiẹn ọwụlẹ. Onyẹ-isi nchụn-ẹjan nọzị sị a, “Ịyụ wụ Kraịstị, Nwa Onyẹ Hụ Rịchanrịn Mma?”
MRK.14.62	Jesu nọ sị, “Mmẹ rọ; ụnụ jẹnkọ d'a hụndẹ Nwa nke Ịhịan ebe ọ nọdị alị ẹka-nni Osolobuẹ Onyẹ nwọn ikẹn ile, hụnzị a k'ọ rị elu orukpu o gi lala!”
MRK.14.63	Ya kẹ onyẹ-isi nchụn-ẹjan nọ tika ẹkwa ye enwẹn ẹ olu, sị, “Kị ẹnyi rịzị a chọnị ọshẹri?! 
MRK.14.64	Ụnụ a nụgụọ arụnị o ku. Kị wụ uche ụnụ?” Wẹ ile nọ sị nị ikpe-ọnwụn a magụọ a.
MRK.14.65	Ụfọdụ nọ jụma Jesu ẹsọn, kpumẹ ẹ ẹnya, fịan a ihiẹn, sị a, “Bu amụma!” Ndị-nche nọzị weri ẹ, gbu ẹ ili.
MRK.14.66	Pita rị ibe alị imẹ ezi-ọgwa hụ, okpoho ohu imẹ idibo onyẹ-isi nchụn-ẹjan nọ bịa ebẹhụ. 
MRK.14.67	Ọ hụn Pita ebe ọ rị a nyan ọkụn, ọ nọ bu ẹnya tụma a, sị a, “Ịyụ lẹ Jizọsị onyẹ Nazarẹtị wị.”
MRK.14.68	Kanị Pita nọ ghọrị, sị, “Amarịn m ihiẹn ị rị e ku; aghọtanị m ihiẹn i rị e ku!” Ọ nọ pụ ebẹhụ, shi ọnụ-mgbọn. Ya kẹ ọkpa nọ kwan.
MRK.14.69	Okpoho-odibo hụ a hụnzị a ebahụn, ọ nọ gwama ndị wuzo ebẹhụ, “Okẹnnyẹni wụ onyẹ nke wẹ!” 
MRK.14.70	Kanị Pita a ghọrịzị.
MRK.14.70	O tebe, ndị turu ebahụn nọzị sị Pita, “Ezioku-ezioku, ị wụ onyẹ nke wẹ, makẹni ị wụ onyẹ Galili.”
MRK.14.71	Kanị, Pita nọ bụma enwẹn ẹ ọnụ, e kundẹ Osolobuẹ, a sị, “Amarịn m okẹnnyẹni ụnụ rị e ku oku ẹ.”
MRK.14.72	Ya kẹ ọkpa nọ kwan nke mgbe ẹbụọ, ya Pita nọ nyanhan oku Jesu gwa a, “Ọkpa gini d'a kwan mgbe ẹbụọ, i jẹnkọ d'a ghọrị mgbe ẹtọ nị y'a marịn m.” Ndụn a gụ a, ọ nọ kwanma ẹkwan.
MRK.15.1	Hụn eki gihụ fọn, ndị-isi nchụn-ẹjan lẹ ndị-isi lẹ ndị-nkuzi Iwu lẹ ndị ile rị Ndị-isi Nkịkwama nọ zu, tụgbama iroro. Wẹ nọ kẹn Jesu ẹgbụn, duru ẹ pụ, wẹ ẹ ye Paịleti, Gọvanọ rị a kịdọnni ndị Rom. 
MRK.15.2	Paịleti nọ jụma a, sị, “Ịyụ wụ Eze ndị Ju?” Jesu nọ sị a, “Y'e kuọl'a.”
MRK.15.3	Ndị-isi nchụn-ẹjan nọ kinmẹ ihiẹn bu ọda wẹ sị nị ya k'o mẹ. 
MRK.15.4	Paịleti nọ sị a, “Y'e nwọn ihiẹn y'a shịarị? Lee ihiẹn ile wẹ rị e kin nị ịya k'i mẹ.”
MRK.15.5	Kanị Jesu ashịarịkwọnị ihiẹn ọwụlẹ; ọ tụ Paịleti ẹnya.
MRK.15.6	Mmẹmmẹ-nghafe ọwụlẹ, Paịleti e wepụhanị wẹ onyẹ-ngan ohu wẹ rịọ a. 
MRK.15.7	Mmẹmmẹ-nghafeni, okẹnnyẹ ohu w'a kpọ Barabasị rị imẹ ngan, ịya lẹ ndị gbu ọchụn ogẹn ọgbaghara ndị rị a lụsọn ndị-ọkịkị. 
MRK.15.8	Ya kẹ igunrun hụ nọ nwan bịa d'a rịọ Paịleti n'o mẹni wẹ k'o dọn e mẹ. 
MRK.15.9	Paịleti nọ jụ wẹ, “Ụnụ a chọghọ nị m hapụnị ụnụ Eze ndị Ju?” 
MRK.15.10	(Paịleti jụ wẹ ẹrịra makẹni ọ marịngụọ nị iwe-ẹnya haịn ndị-isi nchụn-ẹjan gi we Jesu ye ẹ.)
MRK.15.11	Ndị-isi nchụn-ẹjan nọ sị igunrun hụ gwa a n'o wepụhanị wẹ Barabasị hụn nkẹ o gi wepụha Jizọsị. 
MRK.15.12	Paịleti nọzị jụ wẹ, “Kị ụnụ chọ nwan nị m gi okẹnnyẹni ụnụ a kpọ ‘Eze ndị Ju’ mẹ?”
MRK.15.13	Wẹ nọ yi oro, sị a, “Kpọgbu ẹ!”
MRK.15.14	Paịleti nọ jụ wẹ, sị, “Kị haịn? Elee njọ k'o mẹ?”
MRK.15.14	Kanị, wẹ nọ yikẹnmẹdẹ, “Kpọgbu ẹ!!”
MRK.15.15	Makẹni Paịleti chọ n'o mẹ n'ọ sụọ igunrun hụ, ọ nọ hapụnị wẹ Barabasị; ọ fịangụ Jesu mkpịnsịn, ọ nọ w'ẹ ye ndị jẹnkọ d'a kpọgbun'ẹ.
MRK.15.16	Ya ndị-agha rị okpuru Gọvanọ wụ Paịleti nọ weri Jesu shi ezi-ọgwa Paịleti; wẹ nọ kpọgbama itu-agha wẹ. 
MRK.15.17	Wẹ nọ yimẹ ẹ ẹwuru okẹn-ịhịan
MRK.15.18	Ya wẹ nọ kelemẹ ẹ, “Eze ndị Ju, isi i chei!” 
MRK.15.19	A fịan w'a mkpịnsịn isi, jụ a ẹsọn; e gbuni w'ẹ osekpu, e liyen'ẹ ẹka. 
MRK.15.20	A mụgụ w'a ẹmụ hụ, wẹ nọ yipụ a ẹwuru okẹn-ịhịan hụ, yimẹzi ẹ nke ẹ. Ya wẹ nọ weri ẹ jẹnmẹ ebe wẹ k'a nọ kpọgbu ẹ.
MRK.15.21	E ru wẹ ụzọ, ndị-agha hụ nọ wa obe ahụn wẹ jẹnkọ d'e gi kpọgbu Jesu ye okẹnnyẹ ohu w'a kpọ Saịmọnụ olu buru. Saịmọnụ gha alị ọfịa lala imẹ obodo. (Saịmọnụ wụ nẹdi Alẹzanda lẹ Rufọsụ; onyẹ alị Saịrini k'ọ wụ). 
MRK.15.22	Wẹ nọ we Jesu shi ebe w'a kpọ Gọgọta, hụn wụ “Ebe Okpokomisi.” 
MRK.15.23	Wẹ nọ ye ẹ manya wẹ buche Maa e lu ilu n'ọ ra, kanị Jizọsị aran'a. 
MRK.15.24	Ya wẹ nọ kpọma a elu obe. Wẹ nọ kebe ẹkwa a, gi ịtụ-nkpọ hanrịn a.
MRK.15.25	Ọkụrọkụ itenẹi ụtụntụn kẹ wẹ gi kpọma a elu-obe. 
MRK.15.26	Ihiẹn wẹ deye obe hụ nị ịya kẹ wẹ gi ma a ikpe wụ “Eze ndị Ju.” 
MRK.15.27	O nwọn ndị ohin ẹbụọ wẹ kpọma elu obe cheni Jizọsị; onyẹ ohu rị elu obe rị Jizọsị ẹka-ihiẹn, hụn-ẹbọ rị elu-obe rị Jizọsị ẹka-ekpẹn, 
MRK.15.28	Ya kẹ ihiẹn Ẹkụkwọ-nsọ ku gi mẹzu, makẹni Ẹkụkwọ-nsọ sị, “Wẹ gụn a yeni ndị a dan iwu.” 
MRK.15.29	Ndị ghafekọnị hụ e finfin isi, a kpari ẹ, a sị, “Ẹhẹn! Ẹlẹ ị sị n'i jẹnkọ d'e tikpọ Ụlọ-nsọ, gi akpọhịn ẹtọ tụndọnzi ẹ?! 
MRK.15.30	Zụọpụha nwan enwẹn i! Gha nwan elu obe hụ hidan.”
MRK.15.31	Ndị-isi nchụn-ẹjan lẹ ndị-nkuzi Iwu hụzị a mụ a ẹmụ, a sị ibe wẹ, “Ọ zụọpụha ndị ọzọ, kanị ọ sanị ẹka zụọpụha enwẹn ẹ! 
MRK.15.32	Onyẹ nwẹn sị n'ọ wụ Kraịstị, Eze ndị Izrẹlụ, ya gha nwan elu obe hidan, kẹni ẹnyi hụn a, kweri!”
MRK.15.32	Ndị wẹ kpọma wẹ lẹ ịya elu obe hụzịkwọ a kpari ẹ.
MRK.15.33	O ru ogẹn ẹnyanwụn gi a rị isi, alị hụ ile nọ gba ishi mgbahunmẹ ọkụrọkụ ẹtọ
MRK.15.34	Ihiẹn nọkẹ ọkụrọkụ ẹtọ, Jesu nọ weshi olu elu, yi, “Ẹlọị! Ẹlọị!! Lama Sabakitani?!” hụn wụ “Chuku m! Chuku m!! Kị haịn i gi gbakitọ m azụụn?!”
MRK.15.35	Ụfọdụ ndị wuzo ebẹhụ a nụ ihiẹn o ku, wẹ nọ sị, “Gọn ni ntịn, ọ rị a hị Ẹlaịja!” 
MRK.15.36	Onyẹ ohu imẹ wẹ nọ gbajẹn d'e gi ẹru suru manya rụ-ụka, fa a ye ọnụnụ mkpịnsịn, ye ẹ ra, sị, “Cheri ni, nị ẹnyi lele kẹ Ẹlaịja k'a bịa d'e wetu ẹ elu obe!”
MRK.15.37	Jesu e yigụzị okẹn oro, ọ nọ kwọnbepụ.
MRK.15.38	Ẹkwa wẹ gi gbọnbepụ Ebẹhụ Kachanrịn Nsọ imẹ Ụlọ-nsọ nọ gbawa ẹbụọ gha elu d'e ru alị. 
MRK.15.39	Ọkị-agha hụn wuzo ihun ẹ ebẹhụ a hụn kẹ Jesu dọn nwụnhụn, ọ nọ sị, “Ezioku-ezioku, onyẹni wụ Nwa Osolobuẹ.”
MRK.15.40	O nwọnzighọ ikpoho gha ebe teni e lecheni ihiẹn rị e mẹni; ndị hụ imẹ wẹ wụ Meri onyẹ Magidala lẹ Salomi lẹ Meri nnẹ Jemisi hụn-nta lẹ Josisi
MRK.15.41	Ikpoho ndịnị e sọn Jesu kẹ ọ rị Galili, e yen'ẹ ẹka, e jẹnn'ẹ ozi. Ikpoho ndị ọzọ bu ọda sọn ẹ bịa Jerusalẹm rịzịkwọ ebahụn.
MRK.15.42	Ẹnyasị hụ, ebe o mẹni Ụhụọhịn ikwademẹ Ezumikẹn rọ, ya wụ nị ọhị gbahụ Ezumikẹn e bidọn, 
MRK.15.43	Josẹfụ onyẹ obodo Arịmatịa nọ jẹn d'e kunrun Paịleti. Josẹfụ wụ onyẹ wẹ marịn amarịn imẹ Ndị-isi Nkịkwama. Ọ rịzịkwọ ndị rị e che ọbịbịa Alị-eze Osolobuẹ. Ọ nọ rikin obi d'e kunrun Paịleti, sị a ye ẹ ẹhụ Jesu. 
MRK.15.44	Ọ tụ Paịleti ẹnya, ọ nọ sị kẹ Jesu a nwụnhụngụọlẹ. Ọ nọ kpọ ọkị-agha hụ, jụ a kẹ Jesu a nwụnọlẹ. 
MRK.15.45	Ogẹn o gi nụgụ ọnụ ọkị-agha hụ, ọ nọ sị Josẹfụ jẹn d'e buru ẹhụ hụ. 
MRK.15.46	Josẹfụ nọ ṅọnrin ẹkwa linẹ, butu ẹhụ Jesu elu obe, gi ẹkwa hụ fụma a, bu ẹ che ili wẹ gu rịkẹ mmughẹ ye imẹ ọmụma kẹ wẹ dọn e mẹ. Ya ọ nọ gi ọmụma hi ogbe nukin ọnụ ili hụ.
MRK.15.47	Meri onyẹ Magidala lẹ Meri nnẹ Josisi rị ebahụn e lee ile, wẹ nọ marịn ebe wẹ buche ẹhụ Jesu.
MRK.16.1	Eki e fọn, ogẹn Ezumikẹn
MRK.16.2	Ụzụtụntụn ụhụọhịn ibuzọ imẹ izuka
MRK.16.3	Wẹ hụ a jụ ibe wẹ, “Onyẹ jẹnkọ d'e nupụnị ẹnyi ọmụma rị ọnụ ili?”
MRK.16.4	E ru wẹ ebẹhụ, lee ẹnya, wẹ nọ hụn a nị e nupụgụọlẹ wẹ ọmụma hụ higbu enwẹn ẹ ogbe. 
MRK.16.5	A banye wẹ imẹ ili, wẹ nọ hụn okorọbịa yi ẹkwa ọchan tueru alị k'ọ nọdị alị ẹka-nni, ọ nọ tụ wẹ ẹnya.
MRK.16.6	Okẹnnyẹ hụ nọ sị wẹ, “Atụlẹ ni egun; ụnụ rị a chọ Jesu onyẹ Nazarẹtị, hụn wẹ kpọgbu. O lihigụọ! Ọ rịzị ebeni. Lee ni ebe wẹ te butọ a! 
MRK.16.7	Jẹn ni nwan d'e zi ndị nsọnmazụụn a lẹ Pita nị ‘O jẹnmẹgụọ Galili d'e cheri ụnụ k'o dọn gwa ụnụ; ụnụ sikọ d'a hụn a ebẹhụ.’ ”
MRK.16.8	Ya wẹ nọ gha imẹ ili hụ pụha, gbama ọsọ, makẹlẹ ọ tụ wẹ ẹnya, tụ wẹ egun. Onwọnni onyẹ wẹ gwa ihiẹn ọwụlẹ ụzọ makẹni egun rị a tụ wẹ.
MRK.16.8	Wẹ nọ beni Pita lẹ ndị ya lẹ wẹ wị ihiẹn ndịnị nke-nke. Omẹgụ, Jesu lẹ enwẹn ẹ nọ zi ndị nsọnmazụụn a ebe ile, gha ọwụwa-ẹnyanwụn d'e ru ndịdan ẹnyanwụn, d'a gwasọnmẹ wẹ oku nzụọpụha-itẹbitẹ, ozi hụ rị nsọ, ozi hụ rị ndụn jẹnrin ejẹn. Isẹẹ.
MRK.16.9	[Ụtụntụn ụhụọhịn ibuzọ imẹ izuka, ogẹn Jesu gi ghagụ ọnwụn lihi, Meri onyẹ Magidala k'o buzọ nwọnpụha n'ọ hụn a, Meri hụn ọ chụpụ eje-mmọn ẹsa imẹ ẹ. 
MRK.16.10	Ọ nọ jẹn d'a gwa ibe ẹ ya lẹ wẹ wị e sọn Jesu, ebe wẹ ile sụkụrụ (gbusuru), a kwan ẹkwan. 
MRK.16.11	Kanị, ogẹn wẹ gi nụ k'o ku ni Jizọsị rịzị ndụn, n'ọ hụngụọ a, egini w'ẹ dọn.
MRK.16.12	Omẹgụ, Jesu nọ nwọnhutọ bịa d'e kunrun ndị nsọnmazụụn a ẹbụọ jẹnkọ alị-ọfịa. 
MRK.16.13	Wẹ nọ kin azụụn d'a gwa ndị nsọnmazụụn a ndị họdụnị, kanị egizikwọnị w'a dọn.
MRK.16.14	Omẹgụzị, Jesu nọ nwọnpụha ebe ndị nsọnmazụụn a mmanaị rị e ri ihiẹn-oriri. Ọ nọ jụgbọ wẹ yeni obi-ẹbụọ wẹ lẹni obi wẹ ze eze, wẹ gilẹni kweri oku ndị hụnn'a n'ọ ghagụọ ọnwụn lihi. 
MRK.16.15	Ọ nọ sị wẹ, “Ghagbama nị ụwa ile d'e zi ihiẹn ile Chuku ke oziọma. 
MRK.16.16	Onyẹ hụn kwerini, e mẹ wẹ ẹ mirin-Chuku, jẹnkọ d'e nwọn nzụọpụha; kalẹ, onyẹ kwerilẹni, ikpe jẹnkọ d'a ma a. 
MRK.16.17	Ahịma ndịnị k'e sọn ndị kwerini: wẹ k'e gi ẹfan m chụpụ eje-mmọn; wẹ k'a sụ asụsụ ndị ọzọ; 
MRK.16.18	wẹ k'e gi ẹka buru agwọ; wẹ ri nshi, ọ ghọkọ wẹ; wẹ k'e bu ẹka kwasị ndị emu rị a kụ, a dịnhịn wẹ.”
MRK.16.19	Ogẹn Di-nwọnni-ẹnyi wụ Jesu gi kugụ oku ndịnị, Osolobuẹ nọ we ẹ shi elu-igwee d'a nọdị alị ẹka-nni Osolobuẹ. 
MRK.16.20	Ya ndị nsọnmazụụn a nọ jẹnmẹ d'e kumẹ oku-Chuku ebe ile, Di-nwọnni-ẹnyi hụ e sọn wẹ a rụn, e gi ọrụn-atụmẹnya o gi rị e sọn wẹ a ghọsị nị oku wẹ wụ ezioku.]
LUK.1.1	Ebe o mẹni ndị bu ọda a lịlịmagụọ depụha ihiẹn ndị hụn mẹ imẹ igunrun ẹnyi, 
LUK.1.2	dechanrịn a kẹ ndị ibuzọ ahụn o mẹye ẹnya hụn Osolobuẹ gi zi ozi ẹ dọn gwa ẹnyi, 
LUK.1.3	Gọvanọ wụ Tiofilọsụ, e rogụọ m'a n'ọ hụghọ mma nị mmẹ nwẹn nkẹ den'i y'ẹ uri-uri, makẹni e lebanchanrịngụọ m ihiẹn ndịnị ile ẹnya gha isi ẹ lala, 
LUK.1.4	kẹni ọ hụn ụzọ we i ẹnya nị ihiẹn wẹ kuzi i wụ ezioku.
LUK.1.5	Ogẹn Hẹrọdụ gi wụ eze Judia, o nwọn onyẹ nchụn-ẹjan ohu w'a kpọ Zẹkaraya. Imẹ ndị nchụn-ẹjan, itu Abija k'ọ rị. Ẹlizabẹti nwunyẹ ẹ wụzịkwọ onyẹ ebọn Ẹrọnụ. 
LUK.1.6	Wẹ ẹbụbụọ wụ ndị ezi-omumẹ ẹnya Osolobuẹ; w'e dọnmẹchanrịn iwu lẹ ọdịnalị Di-nwọnni-ẹnyi, onwọnni hụn w'e gi kọrịanị wẹ — 
LUK.1.7	kanị amụnị wẹ nwa, makẹni Ẹlizabẹti wụ agan, bụ wẹ ẹbụbụọ a kagụọ ẹgẹdi.
LUK.1.8	Ụhụọhịn ohu, Zẹkaraya rị imẹ Ụlọ-nsọ a rụn ọrụn nchụn-ẹjan ogẹn ndị itu ẹ gi rị ọrụn. 
LUK.1.9	Kẹ wẹ dọn a rụn ọrụn nchụn-ẹjan, ịya kẹ mkpọ hanrịn hụn sikọ d'a banye Ebẹhụ Rị Nsọ imẹ Ụlọ-NSỌ Di-nwọnni-ẹnyi d'a mụyen'ẹ nsẹnsi. 
LUK.1.10	Ndị hụ ile bịa d'e fe ofufe rị ihun-ezi e mẹ ekpere ogẹnni wẹ gi a mụ nsẹnsi. 
LUK.1.11	Ya kẹ mmọn-ozi Di-nwọnni-ẹnyi nọ nwọnpụha ibe ẹka-nni ukpo w'a nọ a mụ nsẹnsi. 
LUK.1.12	Zẹkaraya a hụn a, ẹhụ nọ mama a nni ọda-ọda yeni egun.
LUK.1.13	Mmọn-ozi hụ nọ sị a, “Zẹkaraya, atụlẹ egun! Osolobuẹ a nụgụọ ekpere i: Ẹlizabẹti nwunyẹ i jẹnkọ d'a mụn'ị okẹnnyẹ! I k'a kpọ a Jọnụ. 
LUK.1.14	Ụnụ jẹnkọ d'a ghọghọ, ẹfọ a sụọ ụnụ ụsụọ; ọmụmụ a k'e mẹ ndị bu ọda ghọghọ, 
LUK.1.15	makẹni o k'a wụ okẹn ịhịan ẹnya Di-nwọnni-ẹnyi. Ọ rakọ manya ọwụlẹ mọbụ manya zeni. Wẹ gini d'a mụ a, Mmọn-nsọ k'e jun ẹ ghakwọrị imẹ ẹfọ nnẹ ẹ. 
LUK.1.16	O k'e mẹ ndị Izrẹlụ bu ọda gbehutọ d'e kunrun Di-nwọnni-ẹnyi wụ Chuku wẹ. 
LUK.1.17	O k'e buruni Di-nwọnni-ẹnyi ụzọ, gi agụngụn lẹ ikẹn onyẹ-amụma wụ Ẹlaịja mẹ ndị nẹdi bu obi wẹ che ebe ụmụ wẹ rị, mẹ ndị nnupụ-isi rogharị d'e bimẹ obibi ndị marịn ihiẹn, obibi ndị ezi-omumẹ. O k'e gi ẹ kwademẹ ịhịan makẹ ọbịbịa Di-nwọnni-ẹnyi.”
LUK.1.18	Zẹkaraya nọ sị mmọn-ozi hụ, “Nanị m'e dọn marịn n'o k'e mẹ? A kagụọ m ẹgẹdi, nwunyẹ m nkẹ a kagụọzị ẹgẹdi.” 
LUK.1.19	Mmọn-ozi hụ nọ shịarị a, “Mmẹ wụ Gebrẹlụ hụn e wuzo ihun Osolobuẹ. Ịya zi m d'a gwa ị oku, zi i oziọmanị. 
LUK.1.20	Gọn ntịn: ị jẹnkọ nwan d'e họnrin odin. Y'a sakọzị ẹka ku oku d'e ru ụhụọhịn ihiẹn m ku e gi bụn, makẹni y'e gini oku m dọn, oku hụn k'e mẹzurịrị ogẹn ẹ ru.”
LUK.1.21	Ogẹn ihiẹnni gi rị e mẹ, ndị bịa ofufe hụ e che Zẹkaraya, a sị, “K'o biehanzịnị ẹnịna imẹ Ebẹhụ Rị Nsọ?” 
LUK.1.22	Ogẹn o gi nwan pụha, ọ sanị ẹka gwa wẹ oku, wẹ nọ marịn n'ọ hụnọlẹ ọhụn imẹ Ebẹhụ Rị Nsọ, makẹni ọ tọ e gi ẹka a gwa wẹ oku, ọ sazịnị ẹka ku oku.
LUK.1.23	Ogẹn ọrụn a a gụ, ọ nọ lashi iwe ẹ. 
