GEN.1.1	Ha tinikangan, han pagtuha han Dyos han bug-os nga kalibutan ug han mga butang ha kalangitan
DEU.22.6	“Kon hiagian niyo in salag hin tamsi didto hin kahoy o dida ha tuna nga may iroy nga tamsi nga naluob dida han iya mga bonay o han iya mga piso, ayaw niyo pagdad-a an iroy nga tamsi. 
DEU.22.7	Madadara niyo an mga piso, kundi kinahanglan buhian niyo an iroy nga tamsi, basi mabuhi kamo hin maiha ngan mainuswagon nga kinabuhi.
DEU.22.8	“Kon magtindog kamo hin bag-o nga balay, talinguhaa nga iyo pagbutangan hin ulang an barisbisan han atop. Niyan diri na kamo pagsasalaon kon may mahulog ngan mamatay.
DEU.22.9	“Ayaw niyo pasirongi hin lain nga mga tanom an iyo mga urubasan; kon pagbuhaton ini niyo, diri tugot ha iyo in paggamit han mga ubas o han mga abot han ginpasirong nga tanom.
DEU.22.10	“Ayaw niyo pagpadisa hin pag-arado in baka ug asno.
DEU.22.11	“Ayaw kamo pagsul-ot hin dugnit nga ginhimo hin barahibo hin karnero ug lino, nga gin-usa la hin paghablon.
DEU.22.12	“Tahii niyo hin mga puntiyas dida han upat nga mga kanto han iyo mga panapton.”
DEU.22.13	“Pananglit in usa nga lalake mangasawa hin babaye, ngan katapos diri na hiya maruyag hini nga iya asawa; 
DEU.22.14	tungod hini, pagbubutangbutangan ngan igsusumbong niya nga diri hiya uray han pag-asawa nira.
DEU.22.15	“Kon mahinabo ini, dadad-on han mga kag-anak han babaye an dugoon nga taplak han ira pagkasal nga nagpapamatuod nga uray an babaye, ngan ipapakita ini nira didto ha hukmanan ngadto han mga pangulo han bungto. 
DEU.22.16	Masiring ha ira an amay han babaye, ‘Iginpaasawa ko hini nga lalake an akon anak nga babaye, ngan yana diri na hiya naruruyag ha iya. 
DEU.22.17	Ginbutangbutangan niya an akon anak nga diri hiya uray han pangasaw-a niya ha iya. Kundi iini an saksi nga uray an akon anak nga babaye; kitaa ini nga dugoon nga taplak han pagkasal!’ 
DEU.22.18	Niyan kukuhaon han mga pangulo han bungto an bana ngan paglalatobon hiya. 
DEU.22.19	Pagmumultahan liwat hiya hin usa ka gatos ka bug-os nga salapi ngan ighahatag an kwarta ngadto han amay han babaye kay ginpakaalohan han lalake in usa nga Israelita nga babaye. Labot pa, magpapadayon nga iya asawa an babaye ngan diri na gud an lalake makakabulag ha iya samtang buhi pa hiya.
DEU.22.20	“Kundi kon matuod an sumbong ngan waray man saksi nga uray an babaye, 
DEU.22.21	niyan dadad-on nira an babaye ngadto han agian han balay han iya amay, diin pagbabatoon hiya han kalalaken-an han iya syudad ngada han iya kamatay. Ginbuhat niya in makaarawod nga butang dida han aton mga tawo pinaagi hin pakighilawas nga waray pa hiya pangasaw-a, samtang nag-uokoy pa hiya didto han balay han iya amay. Ha sugad hini nga paagi makukuha niyo ini nga karat-an ha iyo bungto.
DEU.22.22	“Kon hidakpan in usa nga lalake nga nakikighilawas hin asawa hin lain nga lalake, papatayon hira nga duha. Ha sugad hini nga paagi makukuha niyo ini nga karat-an ha iyo bungto.
DEU.22.23	“Pananglit hidakpan in usa nga lalake didto hin bungto nga nakikighilawas hin babaye nga may kasabot na nga iba nga lalake. 
DEU.22.24	Iyo dadad-on hira nga duha ngadto ha gawas han bungto ngan pagbabatoon hira ngada han kamatay nira. Papatayon an babaye kay waray hiya gumoliat hin pakibulig bisan kon nakadto hiya ha sakob han bungto nga hibabatian unta hiya. Ngan papatayon an lalake kay nakighilawas hiya hin babaye nga may kasabot na. Ha sugad hini nga paagi makukuha niyo ini nga karat-an ha iyo bungto.
DEU.22.25	“Pananglit maglugos in usa nga lalake didto ha kaumhan hin babaye nga may kasabot na nga lain nga lalake. Niyan an lalake la an papatayon. 
DEU.22.26	Diri paglalabtan an babaye kay waray hiya makasala hin sala nga angay hin kamatayon. Sugad ini nga kaso hin usa ka tawo nga dinmasmag hin lain nga tawo ngan ginpatay hiya. 
DEU.22.27	Ginlugos han lalake didto ha kaumhan an may kasabot na nga babaye, ngan bisan kon ginmoliat hiya hin pakibulig, waray gud tawo nga makakabulig ha iya.
DEU.22.28	“Pananglit hidakpan in usa nga lalake nga naglulugos hin usa nga babaye nga waray pa igkasabot hin lalake. 
DEU.22.29	Pagbabaydan han lalake an amay han babaye han prisyo hin karaslon nga babaye nga 50 ka bug-os nga salapi, ngan magigin asawa hiya han lalake, kay ginpirit hiya hin pakighilawas ha iya. Diri na gud hiya makakabulag han babaye samtang buhi pa hiya.
DEU.22.30	“Waray tawo nga magpakaalo han iya amay pinaagi hin pakighilawas han bisan hin-o han mga asawa han iya amay.
DEU.23.1	“Waray tawo nga ginkapon o gin-utdan han iya ikinatawo nga masasakop han mga tawo han 
DEU.23.2	“Waray tawo nga anak ha gawas o bisan hin-o han mga tulin hini nga tawo, bisan ngadto han ikanapulo ka lito han iya katulinan nga masasakop han mga tawo han 
DEU.23.3	“Waray Amonitanhon o Moabita—o bisan hin-o han ira mga tulin, bisan ngadto han ikanapulo ka lito han iya katulinan nga masasakop han mga tawo han 
DEU.23.4	Waray hira humatag ha iyo hin pagkaon ug tubig han naglalakaton kamo tikang ha Ehipto, ngan nagsuhol hira kan Balaam nga anak ni Beor, nga taga syudad han Peor didto ha Mesopotamia, hin pagtunglo ha iyo. 
DEU.23.5	Kundi waray pamati kan Balaam an 
DEU.23.6	Samtang usa pa kamo nga nasod, ayaw gud niyo pagbuligi basi diri magmainuswagon ini nga mga nasod.
DEU.23.7	“Ayaw niyo pagtamaya an mga Edomitanhon, kay uropod hira niyo. Ngan ayaw niyo pagtamaya an mga Ehiptohanon kay nag-ukoy kamo hadto anay didto han ira tuna. 
DEU.23.8	An ira mga tulin tikang han ikatulo ka lito han ira katulinan mahihimo masakop han mga tawo han 
DEU.23.9	“Kon aadto kamo ha kampo ha panahon hin araway, paglikyi niyo an bisan ano nga makakahugaw ha iyo. 
DEU.23.10	Kon magmahugaw in usa ka tawo tungod kay gin-awasan hiya han iya binhe dida han iya pag-inop ha gab-i, kinahanglan gumawas hiya han kampo ngan magpabilin anay hiya didto. 
DEU.23.11	Ha pagkakulop kinahanglan kumarigos hiya ngan ha pagkatunod han adlaw makakabalik na hiya ngadto han kampo.
DEU.23.12	“Kinahanglan may-ada niyo dapit ha gawas han kampo nga kakadtoan niyo kon mauro kamo. 
DEU.23.13	Pagdara kamo hin lipak nga bahin han iyo kasangkapan basi kon mauro kamo, makakag-ukab kamo ngan kahuman niyo umuro tak-opan ngahaw an iyo gin-ukab. 
DEU.23.14	Himoa niyo an iyo kampo nga malinis ini sumala han seremonyas, kay kaupod niyo didto han iyo kampo an 
DEU.23.15	“Kon kumalagiw in usa nga oripon tikang han iya agaron ngan dumangop ha iyo hin pagpaugop, ayaw hiya pabalika. 
DEU.23.16	Paokya hiya ha bisan diin han iyo mga bungto nga iya karuyag ngan ayaw niyo hiya pagraogdaoga.
DEU.23.17	“Kinahanglan waray Israelita nga babaye o lalake nga mahimo nga magbaraligya han iya dungog didto ha templo. 
DEU.23.18	Ayaw liwat gamita in kwarta nga tikang hini nga paagi didto ha Templo han 
DEU.23.19	“Kon magpautang kamo hin kwarta o pagkaon o bisan ano nga butang ngadto hin igkasi Israelita, ayaw hiya pagsukti hin patubo. 
DEU.23.20	Makakagpatubo kamo han iyo iginpapautang ngadto hin lumalangyaw, kundi diri han iginpapautang niyo ngadto hin igkasi Israelita. Tumana ini nga turumanon ngan bebendisyonan han 
DEU.23.21	“Kon magsumpa kamo ha 
DEU.23.22	Diri sala an diri pagsumpa ha 
DEU.23.23	kundi kon iyo la karuyag nga pagsaad, talinguhaa nga iyo tumanon ini.
DEU.23.24	“Kon magbaktas kamo dida hin urubasan hin lain nga tawo, makakaon niyo an ngatanan nga ubas nga iyo karuyag, kundi kinahanglan diri kamo magdara hini ngadto ha iyo balay. 
DEU.23.25	Kon magbaktas kamo dida hin uma hin mga pugas hin lain nga tawo, makakahimo kamo hin pagkutos han mga uhay pinaagi la han iyo mga kamot, kundi ayaw gamit hin garab.
DEU.24.1	“Pananglit mangasawa hin babaye in usa nga lalake, ngan katapos diri na hiya maruyag han babaye kay hin-agian niya in diri niya naruruyagan hiunong ha iya.
DEU.24.2	Niyan pananglit pumaasawa ini nga babaye hin lain nga lalake, 
DEU.24.3	ngan katapos an ikaduha nga lalake diri na liwat maruyag hini nga babaye, magsusurat liwat hiya hin pakigbulag, ighahatag ini ngadto han babaye, ngan paiiwason ini nga babaye ha iya balay. O pananglit mamatay an iya ikaduha nga bana. 
DEU.24.4	Diri na hiya mahihimo pangasaw-on han iya syahan nga bana; iisipon han bana nga mahugaw hiya nga babaye. Kon pangasaw-on na liwat niya an babaye, makangangalas ini para han 
DEU.24.5	“Kon bag-o pa la nga nakaasawa in usa nga lalake, kinahanglan diri hiya papagsondalohon o papagbuhaton hin bisan ano nga katungdanan ha gobyerno; kinahanglan igawas hiya hin katungdanan sulod hin usa ka tuig, basi magpabilin hiya ha balay ngan makalipay han iya asawa.
DEU.24.6	“Kon magpautang kamo ha usa ka tawo, ayaw niyo pagkuhaa nga garantiya an iya gilingan nga bato nga iya ginagamit hin paggiling han iya kakaonon. Usa ini nga pagkuha niyo han ginagamit han panimalay hin pag-andam han ira pagkaon basi mabuhi hira.
DEU.24.7	“Kinahanglan patayon an bisan hin-o nga magpirit hin pagdara hin igkasi Israelita ngan paghimoon hiya nga iya oripon o igbaligya hiya ngadto hin pagkaoripon. Ha sugad hini nga paagi makukuha niyo ini nga karat-an ha iyo bungto.
DEU.24.8	“Kon nag-aantos kamo hin makaharadlok nga sakit ha panit, kitaa gud nga talinguhaon niyo hin pagtuman han igintugon ha iyo han kapadian nga Levita; pagsunda niyo an mga tugon nga akon iginhatag ha ira. 
DEU.24.9	Hinumdomi niyo an ginbuhat han 
DEU.24.10	“Kon magpautang kamo ha iyo igkasi tawo, ayaw kamo pagsulod han iya balay hin pagkuha han bado nga iya ighahatag ha iyo nga garantiya; 
DEU.24.11	hulat la kamo didto ha gawas ngan hiya an pahataga hini ha iyo. 
DEU.24.12	Kon kablas hiya nga tawo, ayaw ini pagtipigi ngada han pagkagab-i; 
DEU.24.13	ig-oli ini ha iya kada gab-i basi magamit ini niya hin pagkaturog. Niyan magpapasalamat hiya ngan malilipay ha iyo an 
DEU.24.14	“Ayaw niyo paglimbongi in usa nga kablas ngan makalolooy nga sinuholan nga surugoon, bisan igkasi Israelita hiya o lumalangyaw nga nag-uokoy didto hin usa han iyo mga bungto. 
DEU.24.15	Ha kada adlaw nga diri pa natutunod an adlaw, baydi hiya han suhol han iya trabaho hito nga adlaw; ginkikinahanglan niya an kwarta ngan naghuhulat hiya hini. Kon diri niyo hiya baydan, masangpit hiya han 
DEU.24.16	“Diri papatayon an mga kag-anak tungod han sala nga ginbuhat han ira mga anak, ngan diri papatayon an mga anak tungod han sala nga ginbuhat han ira mga kag-anak; papatayon in usa ka tawo tungod han iya kalugaringon nga sala nga iya nabuhat.
DEU.24.17	“Ayaw niyo pagkuhai han ira mga katungod an mga lumalangyaw ngan mga ilo; ngan ayaw pagkuhaa nga garantiya hin utang an bado hin balo nga babaye. 
DEU.24.18	Hinumdomi niyo nga mga oripon kamo didto ha Ehipto ngan gintalwas kamo han 
DEU.24.19	“Kon mag-ani kamo han iyo mga tanom ngan may-ada nabayaan niyo nga iyo gin-ani, ayaw na niyo pagbalika ini; igbilin niyo ini para han mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an, basi bendisyonan kamo han 
DEU.24.20	Kon nanguha na kamo han iyo mga olibo, ayaw na niyo pagbalika hin pagkuha adton mga nanhisalin; para na ini han mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an. 
DEU.24.21	Kon manguha na kamo han iyo mga ubas, ayaw na niyo pagbalika an mga puno hin panguha hin ikaduha; para na han mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an an mga ubas nga nahisalin. 
DEU.24.22	Ayaw niyo hingalimti nga mga oripon kamo didto ha Ehipto; sanglit iginhatag ko ha iyo ini nga sugo.
DEU.25.1	“Pananglit kumadto ha hukmanan in duha nga mga Israelita hin pagtuhay hin kalipongan, ngan igpahayag nga waray sala an usa ngan salaan an ikaduha. 
DEU.25.2	Kon ginsirotan hin paglatoba an salaan, pakukulbon hiya han maghurukom ngan igpapalatob. An kadamo han mga latob ipasisikad dida han sala nga iya nabuhat. 
DEU.25.3	Mahihimo hiya paglatobon hin 40 nga mga latob. Kon ipalatob hiya hin lapos na hin 40 ka latos, makaarawod ini para ha iya ha atubangan han mga tawo.
DEU.25.4	“Ayaw niyo pagbusali an baka samtang ginagamit mo ini hin paggiok.
DEU.25.5	“Kon magtampo hin balay in duha nga magbugto nga lalake ngan mamatay in usa ha ira nga waray anak nga lalake, kinahanglan diri ipaasawa an nabalo niya nga asawa hin tawo nga gawas han panimalay; katungdanan ini han lalake nga bugto han namatay hin pangasawa hini nga babaye nga nabalo. 
DEU.25.6	Iisipon an syahan nira nga anak nga lalake nga anak han namatay nga lalake basi magpadayon ha Israel an tulin han iya panimalay. 
DEU.25.7	Kundi kon diri maruyag hin pangasawa han babaye an bugto han namatay, makadto an babaye ha atubangan han mga pangulo han bungto ngan masiring, ‘Diri nagtutuman han iya katungdanan an bugto han akon namatay nga bana; nadiri hiya hin paghatag han iya bugto hin tulin dida han mga tawo han Israel.’ 
DEU.25.8	Niyan ipapatawag han mga pangulo han bungto an lalake ngan paghihimangrawan hiya. Kon dumiri la gihapon hiya hin pangasawa han nabalo nga babaye, 
DEU.25.9	dadaopon hiya han balo nga babaye dida ha atubangan han mga pangulo han bungto, huhukason niya in usa han mga sandalyas han lalake, tutuprahan an iya nawong, ngan masiring, ‘Amo ini an nahinanabo han tawo nga nadiri hin paghatag hin tulin ngadto han iya bugto nga lalake.’ 
DEU.25.10	Kikilal-on an iya panimalay didto ha Israel nga ‘an panimalay han tawo nga ginhukasan han iya sandalyas.’
DEU.25.11	“Kon mag-away in duha nga lalake ngan umugop an asawa han usa pinaagi hin pagrabot han ikinatawo han ikaduha, 
DEU.25.12	ayaw niyo kalooyi an babaye; utda an iya kamot.
DEU.25.13+DEU.25.14	“Ayaw kamo paglimbong kon nagamit kamo hin mga timbangan suroklan ngan mga taraksan. 
DEU.25.15	Gamita an ungod ngan toptop nga mga timbangan suroklan ngan mga taraksan, basi mag-ukoy kamo hin maiha didto han tuna nga ihahatag ha iyo han 
DEU.25.16	Nangangalas an 
DEU.25.17	“Hinumdomi niyo an ginbuhat ha iyo han mga Amalekanhon han paggawas niyo ha Ehipto. 
DEU.25.18	Waray nira pagkahadlok han Dyos, sanglit ginsulong kamo nira ha talikoran han kinakapoy ngan binubutlaw pa kamo, ngan pinanmatay nira an ngatanan nga mga magluya na nga nakadto ha iyo luyo. 
DEU.25.19	Sanglit kon ihatag na ha iyo han 
DEU.26.1	“Kon magtag-iya na kamo han tuna nga ihahatag ha iyo han 
DEU.26.2	kinahanglan an kada usa ha iyo nga magsulod kamo dida hin basket han syahan nga bahin han tagsa nga abot nga iyo gin-ani ngan kinahanglan dad-on ini niyo ngadto han usa nga dapit hin pagsingba. 
DEU.26.3	Kadtoa niyo an padi nga tinaporan hito nga takna ngan sidnga hiya, ‘Gintutug-an ko yana han 
DEU.26.4	“Kukuhaon han padi tikang ha imo an basket ngan ibubutang ini ha atubangan han altar han 
DEU.26.5	Niyan didto ha atubangan han 
DEU.26.6	Ginraogdaog kami han mga Ehiptohanon ngan ginpirit kami hin pagtrabaho nga ira mga oripon. 
DEU.26.7	Niyan nagtawag kami hin pakibulig han 
DEU.26.8	Gintalwas kami niya tikang ha Ehipto pinaagi han iya dako nga gahom ug kusog. Ginbuhat niya in mga milagro ngan mga urosahon, ngan itinugot niya nga mahinabo in magpakaharadlok nga mga butang. 
DEU.26.9	Gindara kami niya nganhi ngan iginhatag ha amon ini nga hura ngan matambok nga tuna. 
DEU.26.10	Sanglit yana gindadad-an ko an 
DEU.26.10	“Niyan igbutang niyo an basket ha atubangan han 
DEU.26.11	Pagpasalamat kamo tungod han mag-upay nga mga butang nga iginhatag han 
DEU.26.12	“Ha kada ikatulo ka tuig ighatag niyo an ikanapulo nga bahin—ikanapulo nga bahin han iyo mga abot—ngadto han mga Levita, mga lumalangyaw, mga ilo ngan mga balo nga kababayen-an, basi ha kada bungto magkamay-ada hira han ngatanan nga kinahanglan nira nga pagkaon. Kon mahimo na niyo ini, 
DEU.26.13	sidnga an 
DEU.26.14	Waray ako kumaon han bisan ano hini ha takna nga masulob-on ako; waray ako magdara han bisan ano hini ha gawas han akon balay han mahugaw pa ako sumala han seremonyas; ngan waray ako humatag han bisan ano hini nga usa nga halad para han mga minatay.
DEU.26.15	Tamdi tikang han imo baraan nga dapit didto ha langit ngan bendisyoni an imo mga tawo nga Israel; bendisyoni liwat an hura ngan matambok nga tuna nga imo iginhatag ha amon sumala han imo iginsaad han amon kaapoy-apoyan.’
DEU.26.16	“Yana nga adlaw nagsusugo ha iyo an 
DEU.26.17	Yana nga adlaw kinilala niyo an 
DEU.26.18	Yana nga adlaw ginkarawat kamo han 
DEU.26.19	Hihimoon kamo niya nga larulabaw kay han ngatanan nga mga nasod nga iya ginhimo, ngan kinahanglan pagdayawon ngan pagpasidunggan niyo an iya ngaran.
DEU.27.1	Niyan upod an mga pangulo han Israel nagsiring ha mga tawo hi Moises, “Tumana niyo an ngatanan nga mga tugon nga akon ihahatag ha iyo yana nga adlaw. 
DEU.27.2	Dida han adlaw nga natabok na kamo han Salog Jordan ngan masulod han tuna nga ihinahatag ha iyo han 
DEU.27.3	ngan isurat dida hini ini ngatanan nga mga balaod ngan mga pagturon-an. Kon makasulod na kamo han hura ngan matambok nga tuna nga iginsaad ha iyo han 
DEU.27.4	ngan aadto na kamo ha tabok han Jordan, tindoga niyo ini nga mga bato didto ha Bukid Ebal, sumala han akon igtutugon ha iyo yana nga adlaw, ngan buliha ngan bawbawi ini hin apog. 
DEU.27.5	Pagtindog kamo didto hin altar nga mga bato nga diri tinabas hin puthaw nga mga garamiton, 
DEU.27.6	kay kinahanglan paghimoon hin diri tinabas nga mga bato an bisan ano nga altar nga iyo pagtitindogon para han 
DEU.27.7	ngan didto iyo ighahalad ngan pangangaonon an iyo mga halad hin pagkaurosa, ngan pagpasalamat kamo ha atubangan han 
DEU.27.8	Dida han mga bato nga binawbawan hin apog igsurat niyo hin dayag kaupay an tagsa nga pulong han mga balaod han Dyos.”
DEU.27.9	Niyan upod an Levita nga kapadian nagsiring hi Moises ha ngatanan nga mga tawo han Israel, “Pagmingaw kamo, mga tawo han Israel, ngan pamatii ako niyo. Yana nga adlaw nahimo kamo nga mga tawo han 
DEU.27.10	sanglit sugta hiya niyo ngan tumana an ngatanan niya nga mga balaod nga akon ihahatag ha iyo yana nga adlaw.”
DEU.27.11	Niyan ginsiring ni Moises an mga tawo han Israel, 
DEU.27.12	“Kon makatabok na kamo han Jordan, matindog inin masunod nga mga tribo didto ha Bukid Gerizim samtang iginyayakan an mga bendisyon ngadto han mga tawo: Simeon, Levi, Juda, Isacar, Jose, ug Benjamin. 
DEU.27.13	Ngan matindog inin masunod nga mga tribo didto ha Bukid Ebal samtang iginyayakan an mga pagtunglo: Ruben, Gad, Aser, Zabulon, Dan, ug Neftali. 
DEU.27.14	Ighihimangraw han mga Levita hin dako nga tingog ini nga mga pulong:
DEU.27.15	“‘Higagabaan han Dyos an bisan hin-o nga maghimo hin diyosdiyos nga bato, kahoy, o metal, ngan magsingba hini hin hilom; nangangalas hini an 
DEU.27.15	“Ngan an ngatanan nga mga tawo mabaton, ‘Amen!’
DEU.27.16	“‘Higagabaan han Dyos an bisan hin-o nga magpakaalo han iya amay o iroy.’
DEU.27.16	“Ngan an ngatanan nga mga tawo mabaton, ‘Amen!’
DEU.27.17	“‘Higagabaan han Dyos an bisan hin-o nga magbalhin han tigaman hin pag-ultan han iya igkasi Israelita.’
DEU.27.17	“Ngan an ngatanan nga mga tawo mabaton, ‘Amen!’
DEU.27.18	“‘Higagabaan han Dyos an bisan hin-o nga magtugway hin buta ngadto hin pagsimang han dalan.’
DEU.27.18	“Ngan an ngatanan nga mga tawo mabaton, ‘Amen!’
DEU.27.19	“‘Higagabaan han Dyos an bisan hin-o nga magpugong han mga katungod han mga lumalangyaw, mga ilo, ngan mga balo nga kababayen-an.’
DEU.27.19	“Ngan an ngatanan nga mga tawo mabaton, ‘Amen!’
DEU.27.20	“‘Higagabaan han Dyos an bisan hin-o nga magpakaalo han iya amay pinaagi hin pakighilawas hin bisan hin-o han mga asawa han iya amay.’
DEU.27.20	“Ngan an ngatanan nga mga tawo mabaton, ‘Amen!’
DEU.27.21	“‘Higagabaan han Dyos an bisan hin-o nga makighilawas hin mananap.’
