MAT.1.1	Azezi n de Adavidi yɩɩŋa, la Abraham yɩɩŋa yaabdõma n wãna:
LUK.9.30	Tɩ bʋraasɩ bayi darɛ zɛ tɔgra la ẽ. Ba de la Amoyisi, la A'eli 
LUK.9.31	n puke ba mẽŋa nẽegɛ la Nawẽnnɛ na'am peelem tɔgra la Azezi, ẽŋa n wʋn ki Zerizalɛm se'em tɩ bõn-sɛka tɩ a wa'am tɩ a ẽŋɛ la, ẽŋɛ ba'asɛ yelle. 
LUK.9.32	La gẽem n daan tarɩ Apɩyɛɛrɩ la a taaba la tɩ ba gĩse, yãŋa nẽegɛ yẽ Azezi n yẽgrɩ, tɩ nẽrba bayi la zɛ a zẽ'am. 
LUK.9.33	Tɩ nẽrba bayi la daan bɔna mĩ tɩ ba fõrgɛ, tɩ Apɩyɛɛrɩ yele Azezi yetɩ: «M Zuudãana, tõma n boe kalam wã, la ãn sõŋa mɛ. Basɛ tɩ tɩ tĩ põnsɩ batã, ayɩla bɔ fõn, ayɩla bɔ Amoyisi, la ayɩla bɔ A'eli.» A daan wen tɔgɛ mɛ, a ka mi ẽn tɔgrɩ se'em na. 
LUK.9.34	La ẽn daan boe mĩ tɔgra bɛla la, tɩ sawatɛ wa'am wa lile ba la a mã'asʋm. La sawatɛ la n lile ba la, dabeem n yõkɛ karẽnbiisi la. 
LUK.9.35	Tɩ kõa ze'ele sawatɛ la pʋam yetɩ: «Ẽna de la mam Dayʋa tɩ mam looge. Selse-ya ẽ.» 
LUK.9.36	La kõa la n tɔgɛ la, ba yẽ la Azezi mã'a n ze. Tɩ ba daan sĩna wakat-ẽŋa ka yele nẽra nẽra bãma n yẽ sɛla la.
LUK.9.37	Tɩ beere daan wiige, tɩ Azezi la a karẽnbiisi la ze'ele tãŋa la zuo sige, tɩ nẽr-kʋʋŋɔ daan tʋ'ʋsɛ ẽ. 
LUK.9.38	La bʋraa ayɩla n daan boe nẽr-kʋʋŋɔ la pʋam tĩi tɔgɛ yetɩ: «Karẽnsãama, mam belnɩ fʋ mɛ, bɩsɛ m bia wã. A de la mam bi-yẽŋa, la kʋlkã'arga n dolɩ ẽ. 
LUK.9.39	Kʋlkã'arga la sãn ẽn girge ẽ, a botɩ a kaasra mɛ, dee luta kinki'ire, tɩ nõtõorʋm yɛsra a nõorʋm. Kʋlkã'arga la ẽn nãmsɛ ẽ zo'oge mɛ, pɔglʋm ẽ dee basɛ ẽ. 
LUK.9.40	Bɛla tɩ mam belem fʋ karẽnbiisi yetɩ, ba dige ẽ tɩ a yese, tɩ ba ka yãŋɛ.» 
LUK.9.41	Tɩ Azezi yetɩ: «Zamãan-ẽna nẽrba, ya ka bɔ'ɔrɩ mam sɩra, la ya ka ɩtɩ sõŋa. Mam wʋn mã'agɛ m mẽŋa la yãma yuuge paagɛ la wakat-kãna?» A yele bɛla dee yele bʋraa la yetɩ: «Tarɩ bia la wa'am.» 
LUK.9.42	La bia la n paarɩ Azezi zẽ'am na, tɩ kʋlkã'arga la lʋbɛ ẽ tɩ a gõgra. Tɩ Azezi tãsɛ kʋlkã'arga la tɩ a basɛ bia la. Tɩ kʋlkã'arga la basɛ bia la, tɩ a yẽ ĩmã'asʋm, tɩ Azezi dɩkɛ ẽ lebse a sɔ. 
LUK.9.43	La nẽrba la wuu n yẽ Nawẽnnɛ pãn-kãtɛ la, la di'ige ba mɛ.
LUK.9.43	Nẽrba la wuu daan ken ze la yɛrɩ la bõn-sɛba wuu tɩ Azezi ẽŋɛ la. Tɩ Azezi yele a karẽnbiisi la yetɩ: 
LUK.9.44	«Selse-ya yetɔg-ẽna tɩ mam yetɩ m tɔgɛ wã sõŋa: Ba wʋn yõkɛ Nẽrsaala Dayʋa la sẽŋɛ ka ẽŋɛ la nẽrsaalba nu'usum.» 
LUK.9.45	La ba daan ka bãŋɛ a yetɔga la võorɛ. Yetɔga la daan sʋgɛ mɛ tɩ ba ka tã'agɛ bãŋɛ a võorɛ, dee zɔta dabeem ka soke ẽ.
LUK.9.46	Azezi karẽnbiisi la daan wẽ'erɩ la nõke'ene la taaba, bɔɔra tɩ ba bãŋɛ bãma pʋam nẽr-sɛka n wʋn dɛna nẽr-kãtɛ gãnna. 
LUK.9.47	Tɩ Azezi bãŋɛ ban tẽ'esrɩ se'em na, yõkɛ bia ze'ele lɛm a mẽŋa, 
LUK.9.48	dee yetɩ: «Nẽr-sɛka woo n to'oge bi-pɩka n ãn wʋ ẽna mam yʋ'ʋrɛ ĩyã, a to'oge la mam, la sɛka n mẽ to'oge mam, a to'oge la sɛka n tõm mam na. Nẽr-sɛka n de pɩka ya zẽ'am na, ẽŋa n de nẽr-kãtɛ.»
LUK.9.49	Tɩ Azã yele Azezi yetɩ: «Zuudãana, tõma yẽ la bʋraa n digri kʋlkã'arsɩ la fõn yʋ'ʋrɛ tɩ ba yɛsra, la ẽŋa n ka po dɛna tõma nẽra la ĩyã, tɩ tõma gu ẽ yetɩ a basɛ.» 
LUK.9.50	Tɩ Azezi lerge ba yetɩ: «Da gu-ya ẽ, nẽr-sɛka n ka sisri yãma, a de la ya nẽra.»
LUK.9.51	Dabs-sɛba tɩ Azezi daan wʋn zẽkɛ sẽŋɛ Nawẽnnɛ yire la n daan lɛm, tɩ a kɔ'ɔn yetɩ, dẽnɩ tɩ ẽŋa sẽŋɛ Zerizalɛm. 
LUK.9.52	A daan tõm na nẽrba yetɩ ba dẽŋɛ nẽŋam. Tɩ nẽrba la daan dẽŋɛ sẽŋɛ ka kẽ Samaari tẽn-pɩka pʋam tɩ ba mãasna sɛla woo dee gu'ura ẽ. 
LUK.9.53	Tɩ tẽŋa la nẽrba zagsɛ tɩ bãma kãn to'oge ẽ, ẽn we'esɩ Zerizalɛm na ĩyã. 
LUK.9.54	La a karẽnbiisi Azakɩ la Azã n bãŋɛ bɛla la, tɩ ba soke Azezi yetɩ: «Zuudãana, fõn boorɩ tɩ tɩ wi bugum tɩ ba ze'ele saazuum wa di ba mɛ bɩɩ?» 
LUK.9.55	Tɩ Azezi wẽrgɛ, gi ba [yetɩ: «Yãma ka mi sɩ-sɛka n tarɩ ya la. 
LUK.9.56	Nẽrsaala Dayʋa la ka wa'am tɩ a sã'am nẽrba vɔm, a wa'am tɩ a fãagɛ ba mɛ.»] Tɩ ba wɛ'ɛsa tẽŋa ayẽma.
LUK.9.57	Ban boe sore wɛ'ɛsa la, tɩ bʋraaga yele Azezi yetɩ: «Mam wʋn dɔla fɔ sẽnna zẽ'e-sɛba wuu tɩ fʋ wʋn sẽnna.» 
LUK.9.58	Tɩ Azezi lerge ẽ yetɩ: «Pɩɩna tarɩ yogro mɛ, tɩ niinto mẽ tara tʋgrɔ, la Nẽrsaala Dayʋa la ka tarɩ zẽ'a wʋn gã'arɛ vo'ose.» 
LUK.9.59	Dee le yele bʋraa ayẽma mẽ yetɩ: «Doose mam.» Tɩ bʋraa la lerge ẽ yetɩ: «Basɛ tɩ m sẽŋɛ ka laagɛ m sɔ dee wa'am wa dɔla fɔ.» 
LUK.9.60	Tɩ Azezi lerge ẽ yetɩ: «Basɛ tɩ sɛba n ka tarɩ vɔm Nawẽnnɛ zẽ'am na laagɛ ba kũm. Dee tɩ fõn sẽŋɛ ka mõolɛ Nawẽnnɛ so'olʋm kõ-yẽlga la.» 
LUK.9.61	Tɩ bʋraa ayɩla yele ẽ yetɩ: «Zuudãana, mam wʋn doose fo, la basɛ tɩ m sẽŋɛ ka keese m yir-dõma.» 
LUK.9.62	Tɩ Azezi lerge ẽ yetɩ: «Nẽr-sɛka n gʋrɛ nii-kũure kɔɔra dee bɩsra poorʋm, ka tã wʋn tõm Nawẽnnɛ so'olʋm tõoma.»
LUK.10.1	Bɛla poorʋm, Azezi looge la karẽnbiisi basɛba pisyopɔɩ la ayi tɩ a tõm ba bayi bayi tɩ ba dẽŋɛ nẽŋa sẽŋɛ tẽn-sɛba, la zẽ'e-sɛba wuu tɩ ẽŋa mẽŋa wʋn sẽŋɛ la. 
LUK.10.2	A yele ba yetɩ: «Va'am na bõnkɔɔla lagsgɔ zo'oge mɛ, la tõntõnɩba n wʋn lagsɛ bõnkɔɔla la pɔ'ɔrɩ mɛ. Bɛla ĩyã sose-ya va'am na dãana tɩ a tõm tõntõnɩba pa'asɛ tɩ ba lagsɛ bõnkɔɔla la.» 
LUK.10.3	Dee yãŋa yele ba yetɩ: «Sẽŋɛ-ya, yãma ãn wʋ piisi tɩ mam tõm saasaadõma tẽŋasʋka. 
LUK.10.4	Da dɩkɛ-ya pʋtmãanɛ, bɩɩ tãmpɔkɔ, la da dɩkɛ-ya tagra pa'asɛ, da ze'ele-ya sore bɔ nẽra gã'a. 
LUK.10.5	La ya sãn yetɩ ya kẽ yire pʋam, ya dẽŋɛ pʋ'ʋsɛ yire la dõma yetɩ: ‹Nawẽnnɛ wʋn bɔ ya sũ-mã'asʋm.› 
LUK.10.6	Nẽra sãn bɔna mĩ bɔɔra sũ-mã'asʋm, ya sũ-mã'asʋm wʋn bɔna la ẽ. La nẽra sãn ka bɔna mĩ bɔɔra sũ-mã'asʋm, ya sũ-mã'asʋm wʋn leme ya mẽŋa zẽ'am. 
LUK.10.7	Da lɔsna-ya yiɛ, bɔna-ya yire ayɩla pʋam, yũura dee dita bõn-sɛba tɩ ba bɔ ya la, se'ere n soe la, la masɛ mɛ tɩ tõntõnna to'oge a yɔɔrɔ. 
LUK.10.8	Ya sãn paagɛ tẽn-sɛka woo pʋam tɩ ba to'oge ya, di-ya bõn-sɛba tɩ ba bɔ ya la, 
LUK.10.9	la ya botɩ tẽn-ẽŋa bã'adõma yẽ ĩmã'asʋm, dee yele nẽrba la yetɩ: ‹Wakatɛ lɛm mɛ tɩ Nawẽnnɛ wʋn di na'am ya tẽŋasʋka.› 
LUK.10.10	La tẽn-sɛka woo pʋam tɩ ya kẽ tɩ ba ka to'oge ya, ya yese sore dee yele tẽŋa la nẽrba wuu yetɩ: 
LUK.10.11	‹Tõma pɩɩsrɩ la ya tẽŋa tẽntõnnɔ n tabɛ tõma nãma la, tɩ la pa'alɛ tɩ ya ka ẽŋɛ sõŋa. La bãŋɛ-ya tɩ wakatɛ lɛm mɛ tɩ Nawẽnnɛ wʋn di na'am nẽrba tẽŋasʋka.› 
LUK.10.12	Mam yetɩ ya mɛ tɩ sarɩyadia daarɛ, Sodom nẽrba kãn ba yẽ toogo wʋ tẽn-ẽŋa nẽrba n wʋn yẽ toogo se'em na.
LUK.10.13	Korazẽ dõma, ya wʋn yẽ toogo! Betisayida dõma, ya wʋn yẽ toogo! Se'ere n soe la, tõon-yãlma sɛba n tõm ya tẽnsɩ pʋam na, daan sãn tõm nɩ na Tiiri, la Sidõ tẽnsɩ pʋam, ba wʋn teege nɩ yɛm basɛ tõon-be'ero halɩ kʋrʋm kʋrʋm, yɛ bɔra futo ẽŋɛ tãmpɛglʋm ẽŋɛ ba zuto tɩ la pa'alɛ tɩ ba teege yɛm. 
LUK.10.14	La sarɩyadia daarɛ, la wʋn dɛna toogo bɔ yãma gãnna Tiiri, la Sidõ dõma. 
LUK.10.15	La yãma Kapɛrnaʋm dõma, yãma tẽ'esɛ tɩ ya wʋn zẽkɛ mɛ ka paagɛ saazuum bɩɩ? Ayɛɩ, ya wʋn sige mɛ ka paagɛ bug-tẽŋa.»
LUK.10.16	La Azezi le yele a karẽnbiisi la yetɩ: «Sɛka n selsrɩ ya yetɔga, a selsrɩ la mam yetɔga, la sɛka n zagsɛ ya, a zagsɛ la mam. La sɛka n zagsɛ mam, a zagsɛ la sɛka n tõm mam na.»
LUK.10.17	La karẽnbiisi pisyopɔɩ la ayi la sẽŋɛ mɛ dee leme wa'am la sũ-yẽlga wa yetɩ: «Zuudãana, baa la kʋlkã'arsɩ sakrɩ tõma nõorɛ mɛ, ban zotɩ fõn yʋ'ʋrɛ la ĩyã.» 
LUK.10.18	Tɩ Azezi yele ba yetɩ: «Mam yẽ la Asũtãana n ze'ele saazuum lui tẽŋa wʋ saaga n yãkɛ la. 
LUK.10.19	Bãŋɛ-ya tɩ mam bɔ ya pãŋa mɛ tɩ ya nẽ bõnsɛ'ɛdõma, la nãnsɩ, dee yãŋɛ Asũtãana la a pãŋa wuu, la sɛla sɛla ka tã wʋn ẽŋɛ ya be'em. 
LUK.10.20	La da ɩta-ya sũ-yẽlga kʋlkã'arsɩ n sakrɩ ya nõorɛ la ĩyã, ɩta-ya sũ-yẽlga ya yʋ'ʋra n gʋlsɛ Nawẽnnɛ yire vɔm gõŋɔ pʋam na ĩyã.»
LUK.10.21	Wakat-ẽŋa tɩ Nawẽnnɛ Sɩa botɩ Azezi sũure ẽŋɛ yẽlʋm, tɩ a yetɩ: «Mam Sɔ Nawẽnnɛ n de saazuum la tẽŋa wã Zuudãana, mam pẽgrɩ fɔ, se'ere n soe la, fõn sʋgɛ bõn-bãna wã mɛ tɩ yɛm dõma la bãŋrɩba ka mina, dee pa'alɛ nẽr-sɛba n ãn wʋ kɔm-pɩgsɩ la. Ẽe, mam Sɔ, la de la fõn boorɩ bɛla la ĩyã.»
LUK.10.22	«Mam Sɔ dɩkɛ sɛla woo ẽŋɛ la mam nu'usum. La nẽra ka mi mam n de Nawẽnnɛ Dayʋa la n de sɛka, sãn dagna mam Sɔ la, la nẽra mẽ ka mi mam Sɔ la n de se'em, sãn dagna mam n de a Dayʋa la, la sɛba tɩ mam wʋn botɩ ba bãŋɛ ẽ na.»
LUK.10.23	Azezi yele bɛla dee wẽrgɛ la a karẽnbiisi la bɔba, yele bãma mã'a yetɩ: «Yãma sɛba n yẽtɩ sɛla tɩ ya yẽtɩ wã, tarɩ zu-yẽlga. 
LUK.10.24	La mam yetɩ ya tɩ Nawẽnnɛ nõtɔ'ɔsrɩba, la na'adõma zozo'e yʋʋn boorɩ tɩ ba yẽ yãma n yẽ sɛla la mɛ, la ba ka yẽ, ba yʋʋn boorɩ tɩ ba wõm sɛla tɩ yãma wõm na mɛ, la ba ka wõm.»
LUK.10.25	Tɩ lɔɔ karẽnsãama isge tɩ a di Azezi yɛm bɩsɛ, soke ẽ yetɩ: «Karẽnsãama, mam wʋn ẽŋɛ la wãne yẽ vɔm n ka ba'asrɩ?» 
LUK.10.26	Tɩ Azezi lerge ẽ yetɩ: «La gʋlsɛ Nawẽnnɛ lɔɔ gõŋɔ la pʋam yetɩ bẽm? Fõn karẽŋrɩ ẽ na, a yetɩ bẽm?» 
LUK.10.27	Tɩ a lerge yetɩ: «La yetɩ: Nõŋɛ fʋ Zuudãana Nawẽnnɛ la fʋ sũure wuu, la fʋ sɩa wuu, la fʋ pãŋa wuu, la fʋ yɛm wuu, dee nõŋɛ fʋ tadãana wʋ fõn nõŋɛ fʋ mẽŋa se'em na.» 
LUK.10.28	Tɩ Azezi yele ẽ yetɩ: «Fʋ yele sõŋa. Ẽŋɛ bɛla tɩ fʋ wʋn yẽ vɔm na.»
LUK.10.29	La ẽŋa n boorɩ tɩ a bɔ a mẽŋa bʋʋrɔ la, tɩ a soke Azezi yetɩ: «Ãne n de mam tadãana?» 
LUK.10.30	Tɩ Azezi lerge ẽ yetɩ: «Nẽra n daan yese Zerizalɛm wɛ Zeriko, tɩ fãarba yõkɛ ẽ fã a lɔgrɔ wuu, dee wẽ ẽ tɩ a dee la a ki, tɩ ba basɛ ẽ dee fõrgɛ. 
LUK.10.31	Tɩ Nawẽnnɛ kãabgɔ kẽema ayɩla dɔla so-ẽŋa tɔlla, yẽ ẽ, lɔkɛ tole dee basɛ ẽ. 
LUK.10.32	Tɩ Leviti nẽra mẽ wa'am tɔlla, yẽ ẽ, bʋrgɛ tole dee basɛ ẽ. 
LUK.10.33	La Samaari nẽra n mẽ daan dolɩ so-ẽŋa tɔlla yẽ ẽ, tɩ a ninbãalga yõkɛ ẽ. 
LUK.10.34	Tɩ a paagɛ a zẽ'am dɩkɛ dãam peege a nõtɔ la, ẽŋɛ kaam ĩmĩ vile. Yãŋa yõkɛ ẽ bã a bõŋa zuo, tarɩ ẽ sẽŋɛ sãama yire ka bɩsɛ a yelle. 
LUK.10.35	Tɩ beere wiige tɩ a dɩkɛ lig-kõba bayi bɔ nẽr-sɛka n bɩsrɩ sãama yire yelle la, dee yele ẽ yetɩ: ‹Bɩsra a yelle, ligri la sãn pɔ'ɔgɛ, mam sãn leme, mam wʋn yɔ fɔ.› » 
LUK.10.36	Azezi tɔgɛ bɛla kɩ'ɩlɩm dee soke ẽ yetɩ: «Nẽrba batã wã, fõn tẽ'esɛ tɩ ãne n de nẽra la tɩ fãarba yõkɛ la tadãana?» 
LUK.10.37	Tɩ lɔɔ karẽnsãama la lerge yetɩ: «Sɛka n zoe a ninbãalga sõŋɛ ẽ na.» Tɩ Azezi yele ẽ yetɩ: «Sẽŋɛ mẽ ka ẽŋɛ bɛla.»
LUK.10.38	Azezi la a karẽnbiisi daan sẽnnɩ mɛ ka kẽ tẽŋa ayɩla pʋam. Tɩ pɔka yʋ'ʋrɛ n de Amartɩ bɔna tẽn-ẽŋa pʋam to'oge ẽ a yire. 
LUK.10.39	Amartɩ tarɩ la yɩbga tɩ a yʋ'ʋrɛ dɛna Amaari. Tɩ Amaari zẽa Zuudãana Azezi nãma bɔba sɛlsra a yetɔga.
LUK.10.40	La Amartɩ tõoma yelle n daan mõ'ogɛ a nini, tɩ a sẽŋɛ ka yele Azezi yetɩ: «Mam Zuudãana, mam yɩbga la n basɛ tɩ mam m yɩla mã'a tõnna la, fõn yetɩ bẽm? Yele ẽ tɩ a wa'am wa sõŋɛ ma.» 
LUK.10.41	Tɩ Zuudãana Azezi lerge ẽ yetɩ: «Amartɩ, Amartɩ, fõn botɩ fʋ yɛm n yɔɔra la yɛla zozo'e yelle. 
LUK.10.42	La bõnɔ ayɩla mã'a n de yel-kãŋkãŋɛ. Amaari looge la bõn-sõŋɔ, la nẽra nẽra kãn tã'agɛ to'oge bõn-ẽŋa a zẽ'am.»
LUK.11.1	Azezi daan boe la zẽ'a ayɩla pʋ'ʋsra Nawẽnnɛ. La ẽn pʋ'ʋsɛ kɩ'ɩlɩm na, tɩ a karẽnbia ayɩla yele ẽ yetɩ: «Zuudãana, pa'alɛ tɔ tõma n wʋn pʋ'ʋsra Nawẽnnɛ se'em, wʋ Azã n pa'alɛ a karẽnbiisi se'em na.» 
LUK.11.2	Tɩ a yele ba yetɩ: «Ya sãn pʋ'ʋsra, ya yetɩ:
LUK.11.2	‹Tõma Sɔ, botɩ fʋ yʋ'ʋrɛ yẽta pẽka,
LUK.11.2	wa'am wa di na'am nẽrba tẽŋasʋka,
LUK.11.3	bɔ'ɔra tɔ daarɛ woo la a dia.
LUK.11.4	Basɛ tɩ tõon-be'ero taalɛ,
LUK.11.4	tɩ tõma mẽ basrɩ sɛba n ẽŋɛ tõma be'em taalɛ mɛ.
LUK.11.4	Da basɛ tɩ yelle paagɛ tɔ tɩ tɩ lui.› »
LUK.11.5	Dee le yele ba yetɩ: «Tẽ'esɛ-ya bɩsɛ, yãma nẽr-sɛka sãn tara sɩrɛ, tɩ a wa'am a zẽ'am yʋ'ʋŋɔ wa sose ẽ yetɩ: ‹M sɩrɛ, bɔ ma borborɩ batã, 
LUK.11.6	mam sɩrɛ n ze'ele sore wa'am, tɩ mam ka tara sɛla wʋn bɔ ẽ tɩ a di.› 
LUK.11.7	Tɩ a sɩrɛ la bɔna deem dee lerge ẽ yetɩ: ‹Da dãam mam, mam yʋ m zanõrɛ mɛ, tɩ mam la m kɔma gã, mam kãn yãŋɛ isge bɔ fɔ fõn boorɩ sɛla la.› 
LUK.11.8	Mam yetɩ ya mɛ tɩ, baa a sãn põn kãn isge bɔ ẽ sɛla ban de sɩtɔ la ĩyã, a wʋn isge bɔ ẽ ẽn boorɩ sɛla la mɛ, ẽn bʋlɛ ẽ na ĩyã. 
LUK.11.9	Bɛla mam yetɩ ya mɛ tɩ ya sose Nawẽnnɛ, tɩ a wʋn bɔ ya, ya ɛ, tɩ ya wʋn yẽ, ya wẽ kʋlɩŋa, tɩ a wʋn yo'oge bɔ ya. 
LUK.11.10	Se'ere n soe la, nẽr-sɛka woo n sosrɩ Nawẽnnɛ, a wʋn bɔ ẽ. La nẽr-sɛka n eerɩ, wʋn yẽ. La nẽr-sɛka n wẽ'erɩ kʋlɩŋa, ba wʋn yo'oge bɔ ẽ. 
LUK.11.11	Ãne n boe yãma pʋam tɩ a bia wʋn sose ẽ zũfo, tɩ a dɩkɛ bõnsɛla bɔ ẽ? 
LUK.11.12	Bɩɩ a sãn sose ẽ zelle, tɩ a dɩkɛ nãŋa bɔ ẽ? 
LUK.11.13	Yãma n de tõon-be'ero dõma la sãn mina tɩ ya bɔ ya kɔma bõn-sõma, Nawẽnnɛ n de ya Sɔ n boe saazuum n ãn sõŋa la wʋn bɔ nẽr-sɛba n sosrɩ ẽ a Sɩa la gãnna.»
LUK.11.14	La Azezi daan dige la kʋlkã'arga n tarɩ bʋraa tɩ a dɛna muko, tɩ kʋlkã'arga la daan yese, dee tɩ bʋraa la n de muko la yãŋa tã'agɛ tɔgra, tɩ la di'ige nẽrba la. 
LUK.11.15	Tɩ nẽrba la basɛba yele ẽ yetɩ: «Ẽn digri kʋlkã'arsɩ la, la de la Abelzebuli n de kʋlkã'arsɩ naba la pãŋa tɩ a tarɩ digra ba.» 
LUK.11.16	Tɩ nẽrba basɛba bɔɔra tɩ ba makɛ ẽ bɩsɛ, yele ẽ yetɩ, a tõm tõon-yãlma n pa'alɛ tɩ a pãŋa la ze'etɩ la Nawẽnnɛ zẽ'am. 
LUK.11.17	Tɩ Azezi bãŋɛ ban tẽ'esrɩ se'em na, yele ba yetɩ: «So'olʋm sɛka woo nẽrba n welge wẽrgɛ zɛbra la taaba, so'olʋm na wʋn sã'am mɛ. La so'olʋm ẽŋa yiɛ mẽ wʋn lui mɛ. 
LUK.11.18	La Asũtãana sãn welge zɛbra la a mẽŋa, a so'olʋm na kãn tã'agɛ ze'ele. Yãma n yetɩ mam digri kʋlkã'arsɩ la Abelzebuli pãŋa la ĩyã tɩ mam yele bɛla. 
LUK.11.19	Yãma n yetɩ mam digri kʋlkã'arsɩ la Abelzebuli pãŋa la, yãma nẽrba tarɩ la ãn pãŋa digri kʋlkã'arsɩ? Bɛla, ya nẽrba la mẽŋa n wʋn pa'alɛ tɩ ya ka tarɩ bʋʋrɔ. 
LUK.11.20	La de la Nawẽnnɛ pãŋa tɩ mam tarɩ digra kʋlkã'arsɩ, bɛla pa'alɛ tɩ Nawẽnnɛ wa'am mɛ wa dita na'am ya tẽŋasʋka. 
LUK.11.21	Pãŋa dãana sãn mãasʋm sõŋa la a bʋdaan-lɔgrɔ gu'ura a yire, sɛla kãn ẽŋɛ a bõntarsõm. 
LUK.11.22	La nẽra n tarɩ pãŋa gãnna ẽ sãn wa'am wa zɛbɛ yãŋɛ ẽ, a wʋn fãagɛ la a zɛbrɛ lɔg-sɛba tɩ a te'ege la yiɛn, dee yãŋa vaagɛ a yire lɔgrɔ la pʋɩ.
LUK.11.23	Nẽr-sɛka n ka boe la mam, sisri mam mɛ, la nẽr-sɛka n ka lagɩm na mam lagsra, a wɩrgrɩ mɛ.»
LUK.11.24	Azezi le yetɩ: «Kʋlkã'arga sãn yese dee basɛ nẽra, a sẽŋɛ la pɔgẽntɩɩsɩ pʋam ka ɛɛra zẽ'a tɩ a vo'ose, la a sãn ɛ zẽ'a koŋe, a yetɩ mɛ tɩ: ‹Mam wʋn lebe la m yi-sɛka tɩ m yese dee basɛ la pʋam.› 
LUK.11.25	La a sãn lebe ka yẽ tɩ a pɩɩsɛ mɛ malgɛ ãna sõŋa, 
LUK.11.26	a wʋn lebe mɛ ka tarɩ kʋlkã'arsɩ bayopɔɩ n de wẽensɩ gãnna ẽŋa mẽŋa wa'am, tɩ ba kẽ lagɩm bɔna mĩ. Bɛla, nẽr-ẽŋa toogo yãŋa wʋn gãnna a kʋrʋm toogo la mɛ.»
LUK.11.27	Azezi n tɔgɛ bɛla kɩ'ɩlɩm na, tɩ pɔka ze'ele nẽrba la tẽŋasʋka tĩi tɔgɛ yetɩ: «Pɔg-sɛka n dɔgɛ fɔ, tɩ fʋ mõgɛ a bĩ'isum na, tarɩ zu-yẽlga.» 
LUK.11.28	Tɩ Azezi lerge yetɩ: «Nẽr-sɛba n wõnnɩ Nawẽnnɛ yetɔga, dee sakra ɩta lan yele se'em na, n tõn tarɩ zu-yẽlga.»
LUK.11.29	Nẽr-kʋʋŋɔ n lagsɛ Azezi zẽ'am zo'oge, tɩ a yele ba yetɩ: «Zamãan-ẽna wã nẽrba de la nẽr-bɛ'ɛsɩ. Ba eerɩ la bõn-yãlma n wʋn pa'alɛ Nawẽnnɛ pãŋa, la ba kãn yẽ bõn-yãlma ayẽma, sãn dagna bõn-yãlma sɛka n yʋʋn ẽŋɛ Nawẽnnɛ nõtɔ'ɔsa Azonaasɩ la. 
LUK.11.30	Bõn-sɛka n yʋʋn ẽŋɛ Azonaasɩ la, pa'alɛ Niniivi dõma la Nawẽnnɛ pãŋa, bɛla Nẽrsaala Dayʋa la mẽ de la sɛka n pa'alɩ zamãan-ẽna dõma Nawẽnnɛ pãŋa. 
LUK.11.31	Sarɩyadia daarɛ, na-pɔka la n yʋʋn yese wẽntulle gɔbga bɔba la wʋn isge mɛ zɛrgɛ zamãan-ẽna wã dõma ba tõon-be'ero la ĩyã. Se'ere n soe la, a yʋʋn ze'ele la zẽ'a n zãagɛ wa'am wa selse naba Asalomõ yɛm yetɔga la, la sɛka n gãnnɩ Asalomõ n boe kalam, dee tɩ yãma ka sɛlsra ẽ. 
LUK.11.32	Sarɩyadia daarɛ, Niniivi dõma mẽ wʋn isge zɛrgɛ zamãan-ẽna wã dõma mɛ ba tõon-be'ero la ĩyã. Se'ere n soe la, Azonaasɩ n yʋʋn mõolɛ Nawẽnnɛ yetɔga bɔ ba la, ba yʋʋn teege yɛm mɛ basɛ tõon-be'ero. La sɛka n gãnnɩ Azonaasɩ n boe kalam, dee tɩ yãma ka teege yɛm.»
LUK.11.33	«Nẽra kãn yõ fɩtla sʋgɛ, bɩɩ dɩkɛ pɩ'ɩgɔ vuge ẽ, a wʋn dɩkɛ ẽ zoole la sɛla zuo tɩ a nẽegɛ bɔ sɛba n kẽ'erɩ la. 
LUK.11.34	Fʋ nini n nẽerɩ peelem bɔ'ɔra fʋ ĩyã wʋ fɩtla la, bɛla fʋ nini sãn ãna sõŋa, fʋ ĩyã wuu tarɩ peelem mɛ. La fʋ nini sãn ka ãna sõŋa, fʋ ĩyã wuu boe la lika pʋam. 
LUK.11.35	Bɛla ĩyã, guuse tɩ bõn-sɛka n de peelem fʋ pʋam na, da dɛna lika. 
LUK.11.36	La fʋ ĩyã wuu sãn tara peelem sõŋa, tɩ baa bɔbrɛ ayɩla ka tara lika, fʋ ĩyã wuu tarɩ peelem mɛ wʋ fɩtla n tarɩ peelem nẽera bɔ'ɔra nẽrba se'em na.»
LUK.11.37	Azezi n daan tɔgɛ kɩ'ɩlɩm na, tɩ Farisi nẽra ayɩla wi ẽ tɩ a wa'am ẽŋa yire tɩ ba di. Tɩ a sẽŋɛ ka kẽ zĩ'ire bɔna mĩ tɩ a di. 
LUK.11.38	Tɩ Farisi nẽra la yẽ tɩ Azezi ka peege nu'usi wʋ ban ɩtɩ ba sisgo se'em na, dee yetɩ a di, tɩ la di'ige ẽ. 
LUK.11.39	Tɩ Zuudãana Azezi yele ẽ yetɩ: «Yãma Farisi dõma peerɩ ya wama la ya laasɩ pɔa mɛ, la yãma mẽŋa pʋam pɩrɛ la dẽgrɔ n de fãaga la pʋtʋʋlgɔ. 
LUK.11.40	Ya de la geto! La dagɩ Nawẽnnɛ n ẽŋɛ poorʋm na, n ken ẽŋɛ pʋam na? 
