MAT.1.1	Rûrû i ru rûrîîyo rwa Yiesû Kîrîstû wa mûciî wa Ndaundi, wa rûciaro rwa Îburaîmu.
LUK.2.16	Bauma agu na mpwî baathi. Bagûkinya beethîra Maria na Njosebu, na kaana kamaamîîtue rûkongorooni rûra ng'ombe ciarîyagîra. 
LUK.2.17	Arîîthi bagûkoona, beera antû mantû mara mûraîka aabeerîîte îgûrû rîa kaana gaku. 
LUK.2.18	Antû bonthe bara beegiirue mantû mara arîîthi baabeerire, baarigara i mo. 
LUK.2.19	Maria aakira na mo akîmathûgaanagîria na nkoro. 
LUK.2.20	Arîîthi baacooka naara baumîîte bakîgongaga na bagîkumagia Ngai n'ûntû bwa mantû mara beegîîtue, na n'ûntû bwa kwona mantû makari bûra mûraîka aabeerîîte.
LUK.2.21	Kagenke gaku gagûkinyitha ntugû inyanya gaataanwa geetwa Yiesû. Geetirwe riîtwa warîra keerwe i mûraîka mbere ya kinya kagîa nda ya gina.
LUK.2.22	Îgiita rîa kwîtheria
LUK.2.23	Wata bûra watho bwa Mwathani bwaandîkîîtwe bwauga, “Kîîmbere gîa karûme kîonthe gîgeetwa kîîtheru kîrî Mwathani.”
LUK.2.24	Baacooka, wata bûra watho bwa Mwathani bwaugîîte, baarutîra Ngai kîgongwana kîa “Macea mara ma mîciî maîrî kana maunga ma mo maîrî.”
LUK.2.25	Ikwarî na muntû aatûîre Njerusaremu eetagwa Simioni. Aarî muntû ûmwagîru na aakuthûkaga Ngai. Aakaraga eeteereete kwonokua gwa antû ba Isiraeri. Kîrundu Ûmûtheru naarî amwe n'we. 
LUK.2.26	Aamwete wîrane amwîra, “Ûtiikua ûtooneete Kîrîstû wa Mwathani.” 
LUK.2.27	Simioni aathûngîra nyomba ya Ngai atongoreetue i Kîrundu. Aciari ba Yiesû, ta bo Njosebu na Maria, baira Yiesû nyomba ya Ngai kûringana na bûra watho bwaugîîte kûrûthagwe. 
LUK.2.28	Simioni aathûkia Yiesû, amûgwata. Aacookeria Ngai nkaatho, auga,
LUK.2.29	“Îîndî, Mwathani, ûkwingia wîrane bwaku,
LUK.2.29	ndekeeria niû, mûruti ngûgî waku,
LUK.2.29	mbuume nthîgûrû îno na ûkiri.
LUK.2.30	Niû ningwa nkwona Mwonokia na meetho maakwa,
LUK.2.31	ûra ûthuuranîrîte antû bonthe bakîonaga.
LUK.2.32	We i werû bwa kûmûrîkîra antû bara batarî Ayaundi,
LUK.2.32	na gûtûma antû baaku, Aisiraeri, boona mwago waku.”
LUK.2.33	Njosebu na Maria baarigara mûno i mantû mamu Simioni aariirie îgûrû rîa Yiesû. 
LUK.2.34	Simioni abathaarima. Eera Maria, “Kaana gaka gagaatûma Aisiraeri baingî baûra kana boonokua. Agaatuîka rwano îndî antû bagaakararia. 
LUK.2.35	Mathûgaania ma antû baingî makaumbûrwa. Na woû naawe kîîthikîîro gîgakûmunta nkoro ta rûyiû.”
LUK.2.36+LUK.2.37	Ikwarî na ntigwa îmwe kîroria yeetagwa Ana. Ana aarî ûmûkûrû mûno. Aarî na ûkûrû bwa mîanka mîrongo înaana na îna. Aarî mwarî wa muntû eetagwa Panueri wa mwîrîga wa baAceri. Akûgûrwa baakarire mîanka mûgwanja, mûrûme aakua. Ana ataatîîraga nyomba ya Ngai mûthenya na ûtugû. Aathiyaga kûromba Ngai na agatîîrîra kûrîa irio n'ûntû bwa maromba. 
LUK.2.38	Ana aayîîte nyomba ya Ngai, aaya kagiita gaku Yiesû aareeteetwe. Akûûya, aacookeria Ngai nkaatho. Eera antû bonthe mantû ma kaana gaku bara beeteereete kwonokua gwa antû ba Njerusaremu.
LUK.2.39	Njosebu na Maria bakûrûtha mantû monthe wata bûra *watho bwa Mwathani bwaugîîte, beenûka kwao taûni ya Nasareethi, gîteere kîa Gariiri. 
LUK.2.40	Yiesû aakûra, aagania inya. Aûmea mûno na eegua arî na ûtugi bwa Ngai.
LUK.2.41	Wakîra mwanka îgiita rîakinya rîa kûrîa kîatho gîa *Pasaka, aciari ba Yiesû ibaathiyaga Njerusaremu. 
LUK.2.42	Yiesû agûkûra aakinyithia mîanka îkûmi na îîrî, wata wîthîre ibaathiire Njerusaremu kîathooni gîa Pasaka. 
LUK.2.43	Kîatho gîkûthira, Yiesû aatigwa Njerusaremu aciari baake beenûka. Bataamenya agîtigwa. 
LUK.2.44	Baathûgaanagia nwa baathiyanîîtie amwe n'we na antû bara bangî. Ntugû îkûthira wabarî rûgendooni, baanjîîria kûmûûrithîria kîrî antû baao na kîrî acoore. 
LUK.2.45	Gûgûtuîka batikûmwona, rûûni baacooka Njerusaremu kûmûceria. 
LUK.2.46	Aûkeeni, i rîo baathiire kûmwîthîra arî nyomba ya Ngai, akari na aarimû ba watho abathikîîrîîtie bakîaria na akîbaûragia biûria. 
LUK.2.47	Antû bonthe bara baamwîgagua ibaarigaraga mûno i ûûme bûra aarî na bu bwa gûcookia biûria. 
LUK.2.48	Aciari baake bakûmwona baarigara mûno. Gina amûûria, “Mwana wakwa, i mbi n'ûntû watûrutithia ngûgî ta îno? Ga tûtakûmakîîte mûno tûrî na abaagu tûgîgûceria!”
LUK.2.49	Yiesû abaûria, “I mbi bûgûnceragîria? Ka bûtakwiyî mbatîîrue kwîgua ndî nyomba ya Baaba?” 
LUK.2.50	Aciari ba Yiesû bataamenya bûra aabeeraga.
LUK.2.51	Yiesû aacookania na aciari baake bwa Nasareethi, aakara na bo akîbaathîkagîra. Gina aakaraga na mantû mamu monthe oonaga nkorooni yake. 
LUK.2.52	Yiesû aathi na mbere kûgania ûûme wabûra aakûraga, agîkenagia Ngai na antû.
LUK.3.1	Mwankaani wa îkûmi na îtaano mûnene ûra eetagwa Tiberias Kaisaria waakîathanaga, Pontio Piraatû n'we aarî ngabana wa Njundea. Eronde aarûngamîîrîîte gîteere kîa Gariiri. Na mûruagina ûra eetagwa Piripû n'we aarûngamîîrîîte gîteere gîa Îturea na gîa Turakonitis. Rûcania n'we aarûngamîîrîîte gîteere gîa Abirini. 
LUK.3.2	Anas barî na Kayabas i bo baarî *athînjîri bara banene ba Ngai. Îgiitaani rîru Njoana wa Cakaria arî rwanda eewa kiugo kîa Ngai. 
LUK.3.3	Njoana aariûnga gûntû kûra kunthe kwarî akubî na muuro wa Njorondani agîtûmagîîria akîîraga antû beerire meeyia maao ababaatithie, Ngai abarekere mo. 
LUK.3.4	Kîroria Isaaya aandîkîîte îbukuuni rîake auga,
LUK.3.4	“Kayû ka muntû igagûtûmîîria rwanda gakiugaga,
LUK.3.4	‘Theriani njîra ya Mwathani,
LUK.3.4	rûngariani kûra agaakûrûkîîra!
LUK.3.5	Biuro bionthe bîkaathikwa,
LUK.3.5	irîma na tûrîma bikaaganaanîrua,
LUK.3.5	bibuanaane na tambararî.
LUK.3.5	Njîra îra nkîîgamu îkaarûngarua,
LUK.3.5	tûyîra tûra tûthûûku tûkaaganaanîrua.
LUK.3.6	Antû bonthe bakoona
LUK.3.6	bûra Ngai akoonokania.’ ”
LUK.3.7	Kîrîndî gîa antû ikîayîîte kûbaatithua i Njoana. Njoana abeera, “Rûciaro rûrû rwa njoka! N'ûû aabwîrire bwakuthûka mûthûûro wa Ngai ûra ûûyîîte? 
LUK.3.8	Rûthagaani mantû mara makoonanagia na mma bûkwîrira meeyia meenu. Bûtikaathûgaanieni bûgaateethua i kuuga, ‘Tiû tûrî ba rûrîîyo rwa Îburaîmu,’ n'ûntû, ga nkûbwîra, Ngai nwa atuîkithie kinya maiga ta mama aana ba Îburaîmu! 
LUK.3.9	Kathoka karî akubî gûkûûra mîtî na mîri mîene. Na mûtî unthe ûra ûtaciaraga rûciaro rwega ûgaakûûrwa ûgerwe mwankiini.”
LUK.3.10	Kîrîndî kîamûûria, “N'ata tûbatîîrue tûrûtha?”
LUK.3.11	Njoana abacookeria abeera, “Ûra arî na caati ciîrî nanenkere îmwe muntû ûra atarî n'yo. Na ûra arî na irio narûmie ûra atarî na bio.”
LUK.3.12	Arûngithia ûgooti bamwe bakûûya kîrî Njoana ababaatithia, bamûûria, “Mwarimû, n'ata tûbatîîrue tûrûtha?”
LUK.3.13	Njoana abeera, “Bûtigeetagieni ûgooti nkûrûki ya bûra bûbatîîrue bûrûngithia.”
LUK.3.14	Acikaarî na bo baûria Njoana, “N'ata naati tûbatîîrue tûrûtha?”
LUK.3.14	Njoana abeera, “Bûtigaatunye muntû into biake na inya kana bûmûthitangîra mana. Ganagîrwaani i mûcaara ûra bûgwataga.”
LUK.3.15	Antû ibeerîgagîîra mantû maanene matuîkîka. Baanjîîria kwîbûûria na nkoro kana waûmba kwîgua Njoana n'we aarî *Mesia. 
LUK.3.16	Njoana abacookeria abeera, “Niû ndîbûbaatithia na rûûyî. Îndî ûra aayîîte nyuma yakwa arî îgweta nkûrûki yakwa. Niû ningwa ntiagîrîte ûntû kinya mmûtharia ndigi cia iraatû biake. We akaabûbaatithia na Kîrundu Ûmûtheru na mwanki. 
LUK.3.17	Nagwete ncûûgi na njara akîendaga kûthi rwaraani acûûga ngano ciake aiga îkûmbîîni, abîîthia maûngû na mwanki ûtakîora.”
LUK.3.18	Njoana naatûmagîîria antû mantû mangî maingî ma kûbeekîra wîru. 
LUK.3.19	Aakaania mûnene Eronde amwîra atige gûkara na Erondia, mwekûrû wa mûruagina, na atige mantû mangî maathûûku mara aarûthaga. 
LUK.3.20	Kûthûûkia mantû nkûrûki Eronde aagwatithia Njoana, na aaruta watho auga aingîrwe nceera.
LUK.3.21	Yiesû wana we aabaatithiirue antû bara bangî bonthe bakîbaatithua. Yiesû akîromba, îgûrû rîarugûka. 
LUK.3.22	Kîrundu Ûmûtheru amwîndamîîra akari ta îcea. Kayû kauma îgûrû kauga, “Woû ûrî Mwana wakwa ûra mbendeete. Nûnkenagia mûno.”
LUK.3.23	Yiesû aanjîîria kûrutana arî na ûkûrû ta bwa mîanka mîrongo îthatû, arî mwana wa Njosebu wa Eri (kûringana na bûra antû baathûgaanagia). 
LUK.3.24	Eri aarî wa Mathati, Mathati aarî wa Raawî, na Raawî aarî wa Mereki. Mereki aarî wa Yanai, Yanai aarî wa Njosebu, 
LUK.3.25	na Njosebu aarî wa Matathia. Matathia aarî wa Amos, Amos aarî wa Naûmi, na Naûmi aarî wa Eciri. Eciri aarî wa Nagai, 
LUK.3.26	Nagai aarî wa Maathi, na Maathi aarî wa Matathia. Matathia aarî wa Semeini, Semeini aarî wa Njoseki, na Njoseki aarî wa Njunda. 
LUK.3.27	Njunda aarî wa Yaanani, Yaanani aarî wa Resa, na Resa aarî wa Serubabeeri. Serubabeeri aarî wa Ciateeri, Ciateeri aarî wa Neri, 
LUK.3.28	na Neri aarî wa Mereki. Mereki aarî wa Andi, Andi aarî wa Kosamu, na Kosamu aarî wa Erimondamu. Erimondamu aarî wa Eri, 
LUK.3.29	Eri aarî wa Njocua, na Njocua aarî wa Eriasa. Eriasa aarî wa Njorimu, Njorimu aarî wa Mathati, na Mathati aarî wa Raawî. 
LUK.3.30	Raawî aarî wa Simioni, Simioni aarî wa Njunda, na Njunda aarî wa Njosebu. Njosebu aarî wa Njonamu, Njonamu aarî wa Eriakimu, 
LUK.3.31	na Eriakimu aarî wa Merea. Merea aarî wa Mena, Mena aarî wa Matatha, na Matatha aarî wa Nathani. Nathani aarî wa Ndaundi, 
LUK.3.32	Ndaundi aarî wa Njesii, na Njesii aarî wa Obendi. Obendi aarî wa Mboas, Mboas aarî wa Sarumoni, na Sarumoni aarî wa Naaconi. Naaconi aarî 
LUK.3.33	wa Aminandabu, Aminandabu aarî wa Andimini, na Andimini aarî wa Arini. Arini aarî wa Esroni, Esroni aarî wa Peres, na Peres aarî wa Njunda. 
LUK.3.34	Njunda aarî wa Njakubu, Njakubu aarî wa Isaka, na Isaka aarî wa Îburaîmu. Îburaîmu aarî wa Tera, Tera aarî wa Naori, na Naori aarî wa 
LUK.3.35	Serugi. Serugi aarî wa Reu, Reu aarî wa Peregi, na Peregi aarî wa Eberi. Eberi aarî wa Ceera, 
LUK.3.36	Ceera aarî wa Kainani, na Kainani aarî wa Abakisandi. Abakisandi aarî wa Cemu, Cemu aarî wa Nuu. Nuu aarî wa Rameki, 
LUK.3.37	Rameki aarî wa Methusera, na Methusera aarî wa Enoku. Enoku aarî wa Njarendi, Njarendi aarî wa Marareri, na Marareri aarî wa Kainani. 
LUK.3.38	Kainani aarî wa Enos, Enos aarî wa Seethi, Seethi aarî wa Andamu, na Andamu aarî wa Ngai.
LUK.4.1	Yiesû akiuma bwa muuro wa Njorondani aumire aûyûrîîtwe i Kîrundu Ûmûtheru. Kîrundu amwira rwanda. 
LUK.4.2	Yiesû aagerua i Nkoma bantû a ntugû mîrongo îna atakûrîa nwa mbi. Akûthiria ntugû inu cionthe, Yiesû aatua kwîgua yûûra. 
LUK.4.3	Nkoma yamwîra, “Ûkaaya kwîgua ûrî Mwana wa Ngai, uga iiga rîrî rîtuîke mûgaate.”
LUK.4.4	Yiesû amîcookeria amîîra, “Kwandîkîîtwe *Maandîkooni Maatheru, ‘Mûgaate unka ûtiûmba gûtûûria muntû mwoyo.’ ”
LUK.4.5	Nkoma yaira Yiesû bantû angî aûkîîru. Yamwonia moonene monthe ma nthîgûrû nthûti îmwe. 
LUK.4.6	Yamwîra, “Ngakwa watho bwa kwathanaga gûkû kunthe na mwago wa ku unthe ngakwa. Nnenkeretwe moonene mama monthe mpa muntû woora nkeenda. 
LUK.4.7	Mama monthe ngakwa mo weegua ûkangonga.”
LUK.4.8	Yiesû amîcookeria amîîra, “Kwandîkîîtwe Maandîkooni Maatheru, ‘Ûtikaagonge kana ûtûmîkîra ûngî tatiga Mwathani Ngai waku wenka.’ ”
LUK.4.9	Kaîrî Nkoma yaira Yiesû taûni îra ntheru ya Njerusaremu, yamwira kûra îgûrû kathûmbîri ka nyomba ya Ngai. Yamwîra, “Weegua ûrî Mwana wa Ngai, teebarûkie kuuma aaga, 
LUK.4.10	n'ûntû kwandîkîîtwe Maandîkooni Maatheru, ‘Ngai akeera araîka baake bakûmenyeere.’
LUK.4.11	Na kaîrî kwandîkîîtwe, ‘Ngai eerîîte araîka baake bakwambîîrie na njara ciao kaingo ûtathuumûrua nwa mbayo ciaku i maiga.’ ”
LUK.4.12	Yiesû amîcookeria amîîra, “Kwandîkîîtwe Maandîkooni Maatheru, ‘Ûtikaagerie Mwathani Ngai waku.’ ”
LUK.4.13	Nkoma îkûmûgeria na njîra cionthe, yathi, yarekana n'we kwa îgiita.
LUK.4.14	Yiesû aacooka Gariiri arî na inya ya Kîrundu Ûmûtheru. Nkuma yake yatamba nteere cionthe. 
LUK.4.15	Aarutanaga *masinagoogiini agakumua n'antû bonthe.
LUK.4.16	Yiesû aathi Nasareethi, naara aakûrîrîte. Ntugû ya *Sabatû îgûkinya, wata wîthîre aathi *sinagoogiini. Aarûngama kûthooma *Maandîko Maatheru. 
LUK.4.17	Aanenkerwa îbuku rîa kîroria Isaaya. Aagwûria ara kwandîkîîtwe,
LUK.4.18	“Kîrundu wa Mwathani arî amwe naani,
LUK.4.18	n'ûntû naanthuurîîte ntûmîîria
LUK.4.18	ntheto îmbega kîrî bara barî na ûkîa.
LUK.4.18	Aantûmire mbîîra agwate ibaathaûre,
LUK.4.18	na mbîîra ntûngi igaatua kwona,
LUK.4.18	nthaûra bara bakûnyamaarua.
LUK.4.19	Na mbugîîria kîrî antû,
LUK.4.19	‘Kagiita gagûkinya,
LUK.4.19	Mwathani akoonokia antû baake.’ ”
LUK.4.20	Yiesû aakûnja îbuku aanenkera mûruti ngûgî wa sinagoogi, aakara nthî. Antû bonthe bara baarî sinagoogini înu nwa meetho baamwete. 
LUK.4.21	Yiesû abeera, “Îmunthî Maandîko mama makûûyûra, wata bûra maathoomwa bûkîîgagua na matû meenu.”
LUK.4.22	Antû bamwona arî muntû wa kûrigaria n'ûntû bwa mantû meega mara aabarîîrie. Baanjîîria kûûrania, “Anga we ti mwana wa Njosebu?”
LUK.4.23	Yiesû abeera, “Ntirî na nkanja inkûmenya bûrîenda kûmbîîra njuno îra yugaga, ‘Ndagitaarî îborie wengwa,’ kana bûmbîîre ndûthe mantû mara bwîgagua indarûthire Kaperinaumu, gûkû nthîgûrû yenu. 
LUK.4.24	Na mma ga nkûbwîra, kîroria gîtitîîyagwa kwao. 
LUK.4.25	Na ga nkûbwîra ûmma, îgiita rîa Eriya ikwarî na eekûrû baingî ba ntigwa nthîgûrû ya Isiraeri, rîra mbura yakarîîte îtaura mîanka îthatû na nucu kwagîa yûûra nthîgûrû yonthe. 
LUK.4.26	Eriya ataatûmwa Isiraeri athi gûteethia nwa îmwe ya cio. Aatûmirwe kîrî ntigwa îngî ya gataûni geetagwa Carebaathi, akubî na taûni ya Sindoni. 
LUK.4.27	Ikwarî na antû baingî baarî na mûtigiri nthîgûrû ya Isiraeri îgiita rîa kîroria Erica. Na gûtirî we wao oorua, tatiga Naamani Mûsîîria.”
LUK.4.28	Antû babu baarî sinagoogiini bakwîgua ûgu baathûûra mûno. 
LUK.4.29	Baûka bamwîngatia taûni yao. Bamûkinyia katheng'eng'aani ga kîrîma kîra taûni înu yakîîtwe babangîîte kûmwarûkia. 
LUK.4.30	Îndî Yiesû aabuuranîîria gatîgatî ka bo, aathi.
LUK.4.31	Yiesû aathi bwa taûni ya Kaperinaumu îra yarî bwa gîteere kîa Gariiri. Ntugû ya *Sabatû aanjîîria kûrutana antû. 
LUK.4.32	Antû bonthe bara baamûthikîîrîîtie baarigara mûno n'ûrutani bwake, n'ûntû aarutanaga na watho kuuma kîrî Ngai.
LUK.4.33	Gûku *sinagoogiini ikwarî na muntû aarî na kîrundu kîîthûûku. Muntû ûyu augîîria na inya auga, 
LUK.4.34	“N'ata ûkwenda naati Yiesû Mûnasareethi? Ka ûûyîîte gûtûthiria kana? Imbiyî woû ûrî ûû. Ûrî Mûtheru kuuma kîrî Ngai.”
LUK.4.35	Yiesû aagondokera kîrundu gîku akîîra, “Kira na uma kîrî muntû ûyû!” Kîrundu gîku kîagwîthia muntû ûyu nthî mbere ya antû, kîauma na gîtaamûguraria.
LUK.4.36	Antû bonthe bara baarî agu baarigara mûno. Baanjîîria kûûrania, “I bûrîkû bûbû! Î muntû ûyû arî na watho na inya ya kwîra irundu biithûûku biume kîrî antû na bikauma.” 
LUK.4.37	Nkuma ya Yiesû yatambua gûntû gûku kunthe.
LUK.4.38	Yiesû auma *sinagoogiini aathi mûciî kwa baSimioni. Mûthoni wa Simioni wa mûka naayîîtue kûbîîyanîra mwîrî. Antû baanjîîria kwîra Yiesû mantû ma kwayua gwake. 
LUK.4.39	Yiesû aathi kîrî we aagondokera kûbîîyanîra gûku aabîîyanîrîte, oora. Aûkîîra warîru aanjîîria kûbagaagûra.
LUK.4.40	Kîûgoro riûa rîathûa, bonthe bara antû baao baayîîtue mbayua mwanya mwanya, baareetera Yiesû bo kaingo abooria. Yiesû aigîîra wakîra ûmwe wao njara, bonthe boora. 
LUK.4.41	Yiesû eengatia irundu biithûûku bira antû baingî baarî na bio, biauma bigîkayaga na inya bikauga, “Woû ûrî Mwana wa Ngai!” Yiesû aabigondokagîra na akagiria biaria n'ûntû ibiaiyî we aarî Kîrîstû.
LUK.4.42	Rûûni rûkîîrî mûno Yiesû auma taûni înu ya Kaperinaumu, aathi gûntû gûtaarî na antû. Antû baanjîîria kûmûceria. Bakûmwona baacûûgia kûmûrigîîria atikaathi abatiga. 
LUK.4.43	Yiesû abeera, “Nwa mwanka nthi taûni ira ingî wana cio ngatûmîîrie ntheto îmbega cia ûnene bwa Ngai, n'ûntû ûgu i bu ndatûmirwe mbûya kûrûtha.” 
LUK.4.44	Kwoogu Yiesû aathi agîtûmagîîria *masinagoogiini mara maarî gîteere gîku kîa Gariiri.
LUK.5.1	Îgiita rîmwe Yiesû arûngi rûteere rwa Îria rîa Ngenesareeti, kîrîndî kîamwinyîka kîthikîîrîîtie ntheto ya Ngai. 
LUK.5.2	Yiesû oona matarû maîrî rûteere rwa îria matarî na antû. Eene mo baarî ategi ba makûyû. Ibaarî bakuuma baathi kûthambia neeti ciao. 
LUK.5.3	Yiesû aathûngîra îtarûûni rîa muntû eetagwa Simioni amwîra arîtindîke riume rûgombeeni rwa îria rîthiyange ndiani. Aakara nthî îtarûûni rîru, aanjîîria kûrutana antû arî ku.
LUK.5.4	Akûthiria kwaria, eera Simioni, “Iranga îtarû ndiani, bûgere neeti cienu bûgwate makûyû.”
LUK.5.5	Simioni amûcookeria amwîra, “Mwathani, tûramategire ûtugû bunthe na gûtirî rîo tûragwata. Îndî n'ûntû ûkuuga, ka ngere neeti rûûyîîni.” 
LUK.5.6	Simioni na bara bangî baarî na bo, baarûtha ûgu Yiesû aabeerire. Bakûrûtha ûgu, baagwata makûyû maingî mûno, mwanka neeti cienda gûtuîkanga. 
LUK.5.7	Baanjîîria kûûnya ategi bara baarî îtarûûni rîra rîngî baaya kûbagwatia kûruûra neeti. Babu bangî baaya. Baagwatania baûyûria matarû marî maîrî mwanka meenda kûriama rûûyîîni n'ûrito.
LUK.5.8	Simioni Petûrû akwona ûgu, aaturîria Yiesû maru amwîra, “Tigana naani Mwathani n'ûntû ndî mwîyia!” 
LUK.5.9	Simioni na bara bangî baarî na bo baarigara i makûyû mamu baagwete maingî ûgu. 
LUK.5.10	Na wana kinya aana ba Cabendi bara beetagwa Njakubu na Njoana, bara baarutanagîria ngûgî na Simioni baarigara n'ûntû bûbu.
LUK.5.10	Yiesû eera Simioni, “Ûtigaakuthûke. Kuuma îîndî ûgaatua gûtegaga antû ûkîbareetaga kîrî niû.”
LUK.5.11	Simioni na bara bangî baumîria matarû maao rûgombeeni, baatiganîria into biao bionthe baathingata Yiesû.
LUK.5.12	Îgiita rîmwe, Yiesû naarî taûni yarî na muntû aayîîtue mûtigiri. Muntû ûyu akwona Yiesû aaya kîrî we. Amûturîria maru ûthiû bwake bûtongithîîtie nthîgûrû, amwereka amwîra, “Mwathani, weegua wenda kûmboria, mboria nthere.”
LUK.5.13	Yiesû aatambûrûkia njara yake amûringithia. Amwîra, “Inkwenda, thera!” Nthûti îmwe muntû ûyu oora mûtigiri. 
LUK.5.14	Yiesû amwîra, “Ûtikeere muntû. Îndî îthi wonwe i mûthînjîri wa Ngai, ûrute kîewa kîra Musa augire kîrutagwe kîrî ûkûûyî kîrî antû.”
LUK.5.15	Amwe na ûgu, nkuma ya Yiesû yatamba nthîgûrû yonthe. Kîrîndî kingî gîa antû gîatua kûûya kûmûthikîîria gîkîorua. 
LUK.5.16	Îndî Yiesû eebathûraga akathi bantû gûtarî antû kûrombera noogo.
LUK.5.17	Ntugû îmwe Yiesû akîrutanaga, *Abarisai na aarimû bamwe ba watho ibaarî agu. Baumîîte bwa taûni cia Gariiri, Njundea na Njerusaremu. Yiesû naarî na inya ya kworia aayie. 
LUK.5.18	Antû bamwe baaya bakamatîîte kîonje na mamaamîro mara kîamaamagîra, bakîreeteete kîrî Yiesû. Antû babu bagûceria a gûgîkûrûkîîria bakiira ara Yiesû aarî bakîmaamia mbere yake, 
LUK.5.19	baaga n'ûntû bwa antû kwingîa. Baatwa rûûgûrû rwa nyomba baaromora, bakîîndamîîria oogo kîrî mamaamîrooni ma kîo mwanka gatîgatî ga antû, ara Yiesû aarî.
LUK.5.20	Yiesû akwona bûra antû babu beetîgîîtie bûgana, eera kîonje gîku, “Ûkûrekerwa meeyia maaku, aba.”
LUK.5.21	Aarîmû ba watho na Abarisai baatua kûthûgaania na nkoro bakeebûûria, “Muntû ûyû nakwîthûkia taka arî Ngai! Anga ti Ngai wenka aûmba kûrekera muntû meeyia?”
LUK.5.22	Yiesû aamenya bûra baathûgaanagia. Abaûria, “I mbi n'ûntû bûkûthûgaania ûgu? 
LUK.5.23	I bûrîkû bûûthû? I kuuga, ‘Ûkûrekerwa meeyia maaku,’ kana i kuuga ‘Ûkîîra ûthi’? 
LUK.5.24	Kaingo bûmenya Mwana wa Muntû arî na watho bwa kûrekera antû meeyia maao gûkû nthîgûrû, inkûbwonia.” Yiesû eera kîonje gîku, “Ûkîîra ûkamate matandîko maaku wînûke.” 
LUK.5.25	Nthûti weenu kîonje gîku gîaûkîîra bacûûbîîte, gîakamata mamaamîro ma kîo mara gîakamatîîtwe na mo, kîenûka gîgîkumagia Ngai.
LUK.5.26	Antû bonthe bakwona ûgu, baarigara mûno. Baakumia Ngai bamakîîte mûno bauga, “Tûkwona mantû makûrigaria îmunthî.”
LUK.5.27	Nyuma yoogu Yiesû aumagarûka. Athiîte oona muntû eetagwa Raawî akari nthî ara aakaraga, akîrûngithagia ûgooti. Amwîra, “Nthingata!” 
LUK.5.28	Raawî aûkîîra aatiganîria into biake bionthe amûthingata.
LUK.5.29	Raawî aathuuranîra Yiesû kîatho kîînene mûno mûciî wake. Ageni bamwe bara baarî oogo, baarî arûngithia ûgooti na antû bangî. Yiesû aakaranîîrîîte na bo bonthe meethaani îmwe bakîrîyaga. 
LUK.5.30	*Abarisai bamwe na aarimû bamwe ba watho bakwona ûgu, baanung'una kîrî arutwa baake, bakîûragia, “I kî gîgûtûma bûrîyanîra na bûnyunyanîra na arûngithia ûgooti na eeyia?”
LUK.5.31	Yiesû abacookeria abeera, “Tika antû batarî baayie beendaga ndagitaarî. Bara baayie i bo beendaga kûragûrîrwa. 
