GEN.1.2	Maa oli autio ja tyhjä, pimeys peitti syvyydet, ja Jumalan henki liikkui vetten yllä.
NUM.8.13	Aseta leeviläiset seisomaan Aaronin ja hänen poikiensa eteen ja omista heidät tarjousuhrina Herralle. 
NUM.8.14	Erota näin israelilaisten joukosta leeviläiset minun omikseni.
NUM.8.15	»Kun olet puhdistanut leeviläiset ja omistanut heidät minulle, he saavat aloittaa palvelutehtävänsä pyhäkköteltassa. 
NUM.8.16	Heidät on kaikki luovutettu minulle. Minä otan heidät omikseni kaikkien Israelin esikoisten sijasta, kaikkien äitinsä kohdusta ensimmäisenä tulleiden sijasta. 
NUM.8.17	Kaikki Israelin esikoiset, niin ihmisten kuin karjankin, kuuluvat minulle. Minä pyhitin Israelin esikoiset itselleni sinä päivänä, jona surmasin egyptiläisten esikoiset. 
NUM.8.18	Minä otan leeviläiset nyt omikseni israelilaisten esikoisten asemesta 
NUM.8.19	ja luovutan heidät israelilaisten joukosta Aaronin ja hänen poikiensa alaisiksi suorittamaan israelilaisten puolesta palvelutehtäviä pyhäkköteltassa ja näin toimittamaan heidän syntiensä sovituksen. Tämä suojaa israelilaisia onnettomuudelta, joka heitä kohtaisi, jos he joutuisivat tulemaan liian lähelle pyhäkköä.»
NUM.8.20	Mooses, Aaron ja koko Israelin kansa tekivät leeviläisille niin kuin Herra oli Moosesta käskenyt. 
NUM.8.21	Leeviläiset puhdistautuivat ja pesivät vaatteensa, ja Aaron omisti heidät tarjousuhrina Herralle sekä toimitti heidän puhdistamisekseen sovituksen heidän synneistään. 
NUM.8.22	Sen jälkeen leeviläiset ryhtyivät hoitamaan palvelutehtäviään pyhäkköteltassa Aaronin ja hänen poikiensa alaisina. Näin täytettiin käsky, jonka Herra oli Moosekselle antanut.
NUM.8.23	Herra sanoi Moosekselle: 
NUM.8.24	»Tämä on leeviläisiä koskeva määräys: Kaksikymmentäviisi vuotta täytettyään heidän tulee ryhtyä suorittamaan työpalvelusta pyhäkköteltassa, 
NUM.8.25	mutta viisikymmentä vuotta täytettyään he vapautuvat tästä velvollisuudesta eikä heidän enää tarvitse suorittaa palvelusta. 
NUM.8.26	He voivat yhä auttaa veljiään pyhäkköteltan toimissa, mutta varsinaisia palvelutehtäviä he eivät saa suorittaa. Näin sinun tulee järjestää leeviläisten palvelutoimet.»
NUM.9.1	Vuoden kuluttua siitä kun israelilaiset olivat lähteneet Egyptistä, toisen vuoden ensimmäisessä kuussa, Herra sanoi Moosekselle Siinain autiomaassa: 
NUM.9.2	»Israelilaisten tulee viettää pääsiäistä oikeaan aikaan. 
NUM.9.3	Uhratkaa pääsiäislampaanne iltahämärissä vuoden ensimmäisen kuun neljäntenätoista päivänä ja viettäkää pääsiäistä kaikkien sitä koskevien säädösten ja määräysten mukaisesti.» 
NUM.9.4	Näin Mooses käski israelilaisia viettämään pääsiäistä, 
NUM.9.5	ja he uhrasivat pääsiäislampaansa vuoden ensimmäisen kuun neljäntenätoista päivänä iltahämärissä Siinain autiomaassa ja viettivät pääsiäistä kaikkien niiden ohjeiden mukaisesti, jotka Herra oli Moosekselle antanut.
NUM.9.7	ja sanoivat: »Me olemme vainajan tähden epäpuhtaita. Emmekö saa lainkaan tuoda Herralle uhrilahjaa oikeaan aikaan kuten muut israelilaiset?» 
NUM.9.8	Mooses sanoi heille: »Odottakaa tässä. Minä menen kuulemaan, mitä Herra määrää teidän asiassanne.»
NUM.9.9	Herra sanoi Moosekselle: 
NUM.9.10	»Sano israelilaisille: Jos jotkut teistä tai teidän jälkeläisistänne tulevat epäpuhtaiksi vainajan tähden tai ovat pitkällä matkalla, he saavat silti viettää pääsiäistä Herran kunniaksi. 
NUM.9.11	Heidän tulee toisen kuun neljäntenätoista päivänä iltahämärissä uhrata pääsiäislampaansa ja syödä se happamattoman leivän ja karvaiden yrttien kera. 
NUM.9.12	He eivät saa jättää siitä mitään jäljelle aamuksi eivätkä rikkoa siitä ainoatakaan luuta. Heidän on vietettävä tätä pääsiäisjuhlaa kaikkien säädösten mukaisesti. 
NUM.9.13	Mutta jos joku laiminlyö pääsiäisen vieton, vaikka on puhdas eikä ole matkalla, hänet on poistettava kansansa keskuudesta, koska hän ei ole tuonut Herralle kuuluvaa uhrilahjaa määräaikana. Hänen on kannettava syntinsä seuraukset. 
NUM.9.14	Jos luonanne asuu maahan muuttanut siirtolainen, joka haluaa viettää pääsiäistä Herran kunniaksi, hänen tulee viettää se kaikkien säädösten ja määräysten mukaisesti. Samat säädökset koskevat sekä siirtolaista että syntyperäistä israelilaista.»
NUM.9.16	Päivisin majan peitti pilvi, ja yöllä pilvi hohti kuin tuli. 
NUM.9.17	Aina, kun pilvi nousi telttamajan päältä, israelilaiset lähtivät liikkeelle, ja kun pilvi taas laskeutui, he leiriytyivät sen osoittamaan paikkaan. 
NUM.9.18	Israelilaiset kulkivat eteenpäin tai leiriytyivät aina sen mukaan, mitä Herra käski. Niin kauan kuin pilvi pysytteli telttamajan päällä, he pysyivät paikoillaan. 
NUM.9.19	Silloinkin, kun pilvi oli pitkään telttamajan päällä, israelilaiset noudattivat Herran ohjeita eivätkä lähteneet liikkeelle. 
NUM.9.20	Toisinaan pilvi oli telttamajan päällä vain muutamia päiviä. Silloin he pysyivät Herran käskyä noudattaen paikoillaan ja lähtivät liikkeelle vasta saatuaan Herralta käskyn. 
NUM.9.21	Joskus pilvi oli paikoillaan vain illasta aamuun ja kohosi sitten. Silloin he lähtivät heti liikkeelle, samoin silloin, kun pilvi oli paikoillaan vain päivän ja yön. 
NUM.9.22	Pysyipä pilvi telttamajan päällä muutaman päivän, kokonaisen kuukauden tai vieläkin kauemmin, israelilaiset pysyivät koko sen ajan aloillaan eivätkä lähteneet liikkeelle, ennen kuin pilvi oli noussut telttamajan päältä. 
NUM.9.23	Herran käskyn mukaisesti he leiriytyivät, ja Herran käskyn mukaisesti he lähtivät liikkeelle. Näin he noudattivat Herran ohjeita, jotka Mooses heille antoi.
NUM.10.1	Herra sanoi Moosekselle:
NUM.10.2	»Anna takoa hopeasta kaksi torvea, joilla kutsutaan kansa koolle ja annetaan lähtömerkki eri leirikunnille. 
NUM.10.3	Kun molempiin torviin puhaltamalla annetaan merkki, kaikkien tulee kokoontua sinun luoksesi pyhäkköteltan eteen, 
NUM.10.4	mutta jos puhalletaan vain yhteen torveen, silloin päämiesten, Israelin sotajoukkojen johtajien, on kokoonnuttava luoksesi. 
NUM.10.5	Kun puhallatte hälytyssoiton, itäpuolelle asettuneen leirikunnan on lähdettävä liikkeelle, 
NUM.10.6	ja kun toistamiseen puhallatte hälytyssoiton, eteläpuolelle asettuneen leirikunnan on lähdettävä liikkeelle. Hälytyssoitto puhalletaan lähtömerkiksi. 
NUM.10.7	Kun väki kutsutaan koolle, soittakaa torvia, mutta älkää puhaltako hälytyssoittoa.
NUM.10.8	»Näitä torvia saavat käyttää vain papit, Aaronin jälkeläiset. Tätä määräystä teidän on noudatettava aina, sukupolvesta toiseen. 
NUM.10.9	Kun omassa maassanne lähdette taisteluun hyökkääjää vastaan, puhaltakaa hälytyssoitto. Silloin Herra, teidän Jumalanne, muistaa teitä ja te saatte voiton vihollisistanne. 
NUM.10.10	Puhaltakaa torviin myös riemujuhlissanne, juhlapäivinä ja uudenkuun päivinä, samalla kun uhraatte polttouhreja ja yhteysuhreja, niin Jumala muistaa teitä. Minä olen Herra, teidän Jumalanne.»
NUM.10.11	Toisen vuoden toisen kuun kahdentenakymmenentenä päivänä pilvi kohosi liitonarkkua suojaavan telttamajan päältä. 
NUM.10.12	Silloin israelilaiset lähtivät liikkeelle Siinain autiomaasta. He siirtyivät pysähdyspaikasta toiseen, kunnes pilvi pysähtyi Paranin autiomaahan. 
NUM.10.13	Ensimmäisen kerran he nyt tekivät matkaa niiden ohjeiden mukaisesti, jotka Mooses oli Herralta saanut. 
NUM.10.14	Etumaisena lähti matkaan Juudan leirikunta tunnuksineen ja kaikkine joukkoineen. Juudan heimon joukkoja johti Nahson, Amminadabin poika, 
NUM.10.15	Isaskarin heimon joukkoja Netanel, Suarin poika, 
NUM.10.16	ja Sebulonin heimon joukkoja Eliab, Helonin poika.
NUM.10.18	Sitten lähti liikkeelle Ruubenin leirikunta tunnuksineen ja kaikkine joukkoineen. Ruubenin heimon joukkoja johti Elisur, Sedeurin poika, 
NUM.10.19	Simeonin heimon joukkoja Selumiel, Surisaddain poika, 
NUM.10.20	ja Gadin heimon joukkoja Eljasaf, Deuelin poika. 
NUM.10.21	Sitten lähtivät liikkeelle kehatilaiset, jotka kantoivat pyhäkön esineitä. Telttamaja oli saatava pystyyn aina ennen heidän tuloaan.
NUM.10.22	Seuraavaksi lähti liikkeelle Efraimin leirikunta tunnuksineen ja kaikkine joukkoineen. Efraimin heimon joukkoja johti Elisama, Ammihudin poika, 
NUM.10.23	Manassen heimon joukkoja Gamliel, Pedasurin poika, 
NUM.10.24	ja Benjaminin heimon joukkoja Abidan, Gideonin poika.
NUM.10.25	Sitten lähti liikkeelle kaikkien leirikuntien jälkijoukkona Danin leirikunta tunnuksineen ja kaikkine joukkoineen. Danin heimon joukkoja johti Ahieser, Ammisaddain poika, 
NUM.10.26	Asserin heimon joukkoja Pagiel, Okranin poika, 
NUM.10.27	ja Naftalin heimon joukkoja Ahira, Enanin poika. 
NUM.10.28	Tätä marssijärjestystä israelilaiset noudattivat aina siirtyessään uuteen paikkaan.
NUM.10.30	Mutta Hobab vastasi hänelle: »En lähde. Minä haluan palata omaan maahani, oman heimoni luo.» 
NUM.10.31	Silloin Mooses sanoi hänelle: »Ethän jätä meitä! Sinä tiedät parhaiten, mihin me voimme leiriytyä autiomaassa. Tule meille oppaaksi. 
NUM.10.32	Jos lähdet meidän mukaamme, niin saat meiltä osuutesi kaikesta siitä hyvästä, jonka Herra meille antaa.»
NUM.10.34	Herran pilvi oli joka päivä heidän yläpuolellaan, kun he lähtivät liikkeelle leiripaikastaan. 
NUM.10.35	Aina arkun lähtiessä liikkeelle Mooses sanoi:
NUM.10.35	– Kulje edellämme, Herra!
NUM.10.35	Hajota vihollisesi,
NUM.10.35	karkota vastustajat tieltäsi!
NUM.10.36	Arkun pysähtyessä hän sanoi:
NUM.10.36	– Jää luoksemme, Herra,
NUM.10.36	Israelin kymmentuhantisten joukkojen luo!
NUM.11.2	Silloin kansa huusi Moosesta apuun. Mooses rukoili Herraa, ja tuli sammui. 
NUM.11.3	Paikka sai nimekseen Tabera, koska Herran lähettämä tuli oli siellä kurittanut israelilaisia.
NUM.11.5	Muistattehan, miten Egyptissä saimme ilmaiseksi kalaa ja miten meillä oli kurkkua, vesimelonia, purjoa, sipulia ja valkosipulia! 
NUM.11.6	Mutta nyt me joudumme kärsimään nälkää. Täällä ei edes näe muuta kuin tuota iänikuista mannaa!»
NUM.11.8	Kansalla oli tapana kierrellä keräämässä sitä, ja se jauhettiin käsikivillä tai survottiin huhmaressa. Sitten se keitettiin ruukussa ja leivottiin ohuiksi leiviksi, jotka maistuivat samalta kuin öljyleivokset. 
NUM.11.9	Manna laskeutui yökasteen mukana leiriin.
NUM.11.10	Mooses kuuli, miten israelilaiset itkivät telttojensa ovella. Herra vihastui suuresti, ja Mooses oli murheissaan. 
NUM.11.11	Hän sanoi Herralle: »Miksi kohtelet niin tylysti minua, palvelijaasi? Miksi olet minua kohtaan niin säälimätön, että olet pannut taakakseni tämän kansan? 
NUM.11.12	Minäkö muka olen tämän kansan äiti, minäkö olen sen synnyttänyt, kun käsket minua nostamaan sen syliini kuin hoitaja sylilapsen! Pitäisikö minun käsilläni kantaa tämä kansa siihen maahan, josta valalla vannoen annoit lupauksen jo meidän esi-isillemme? 
NUM.11.13	Mistä minä otan lihaa jaettavaksi kansalle, kun se itkien ahdistaa minua ja pyytää: ’Anna meille lihaa syötäväksi!’ 
NUM.11.14	Minä en jaksa yksinäni johtaa tätä kansaa; taakka on minulle liian raskas. 
NUM.11.15	Jos aiot kohdella minua näin, anna minun mieluummin kuolla heti. Ole minulle armollinen ja päästä minut kokemasta enempää tätä kurjuutta.»
NUM.11.16	Herra sanoi Moosekselle:
NUM.11.16	»Kokoa Israelin vanhimmista seitsemänkymmentä miestä, joiden tiedät olevan arvossa pidettyjä kansan johtajia, ja tuo heidät minun luokseni pyhäkköteltan luo. He jääkööt sinne odottamaan sinun kanssasi. 
NUM.11.17	Minä laskeudun sinne puhumaan kanssasi ja siirrän sinusta heihin sitä henkeä, jonka olet saanut. Näin he voivat auttaa sinua huolehtimaan kansasta, eikä sinun enää tarvitse yksin kantaa koko taakkaa.
NUM.11.19	Ette syö sitä vain yhtenä päivänä ettekä kahtena tai viitenä tai kymmenenä tai kahtenakymmenenä päivänä, 
NUM.11.20	vaan teidän on syötävä sitä kokonainen kuukausi, niin että se lopulta pursuu ulos sieraimistannekin ja jo pelkkä lihan näkeminen kuvottaa teitä. Näin tapahtuu siksi, että olette hylänneet Herran, joka on teidän keskellänne, ja vaikeroineet: ’Miksi lähdimmekään Egyptistä!’»
NUM.11.22	Vaikka kaikki lampaat, vuohet ja naudat teurastettaisiin, riittäisikö niistä heille syötävää? Vaikka pyydystettäisiin kaikki meren kalat, olisiko niissäkään heille kylliksi?» 
NUM.11.23	Mutta Herra sanoi Moosekselle: »Onko Herralle mikään mahdotonta? Nyt saat nähdä, toteutuuko minun sanani.»
NUM.11.25	Herra laskeutui pilveen verhoutuneena ja puhui Moosekselle. Sitten hän siirsi Mooseksen saamaa henkeä näihin seitsemäänkymmeneen vanhimpaan, ja kun henki laskeutui heihin, he joutuivat profeetalliseen hurmokseen. Myöhemmin tätä ei heille enää tapahtunut.
NUM.11.26	Leiriin oli jäänyt kaksi miestä; toinen oli nimeltään Eldad ja toinen Medad. Heidätkin oli merkitty seitsemänkymmenen valitun joukkoon. Henki laskeutui myös heihin, vaikka he eivät olleet menneet teltalle, ja he joutuivat hurmoksiin leirissä. 
NUM.11.27	Muuan poika juoksi kertomaan Moosekselle: »Eldad ja Medad ovat joutuneet hurmoksiin leirissä.» 
NUM.11.28	Joosua, Nunin poika, joka oli nuoruudestaan saakka ollut Mooseksen palvelija, kiirehti sanomaan: »Mooses, herrani, tee siitä loppu!» 
NUM.11.29	Silloin Mooses sanoi hänelle: »Mitä syytä sinulla on kiivailla minun puolestani? Kunpa koko Herran kansa olisi profeettoja ja saisi Herran hengen!» 
NUM.11.30	Sen jälkeen Mooses ja Israelin vanhimmat palasivat leiriin.
NUM.11.32	Israelilaiset ryhtyivät kokoamaan viiriäisiä ja keräsivät niitä koko päivän ja yön ja koko seuraavankin päivän, ja vähitenkin kerännyt sai niitä kymmenen homer-mittaa. He levittivät niitä kuivumaan kaikkialle leirin ympärille.
NUM.11.34	Paikka sai nimen Kibrot-Taava, sillä sinne haudattiin ne, jotka olivat antautuneet hillittömyyden valtaan.
NUM.11.35	Kibrot-Taavasta kansa siirtyi Haserotiin ja jäi sinne joksikin aikaa.
NUM.12.1	Mooses oli ottanut vaimokseen nubialaisnaisen, ja tämän naisen takia Mirjam ja Aaron alkoivat parjata häntä. 
NUM.12.2	He sanoivat: »Onko Herra todellakin ilmaissut tahtonsa vain Mooseksen kautta? Eikö hän ole puhunut myös meille?» Herra kuuli heidän puheensa. 
NUM.12.3	Mutta Mooses oli hyvin nöyrä mies, nöyrempi kuin kukaan muu ihminen maan päällä.
NUM.12.4	Yhtäkkiä Herra sanoi Moosekselle, Aaronille ja Mirjamille: »Lähtekää kaikki kolme pyhäkköteltalle.» Heidän mennessään sinne 
NUM.12.5	Herra laskeutui pilvipatsaassa ja asettui teltan ovelle. Sitten hän kutsui Aaronia ja Mirjamia, ja he astuivat esiin. 
NUM.12.6	Herra sanoi:
NUM.12.6	– Kuulkaa minun sanani!
NUM.12.6	Kun joukostanne nousee profeetta,
NUM.12.6	minä ilmaisen itseni hänelle näyssä,
NUM.12.6	unessa minä hänelle puhun.
NUM.12.7	joka kaikessa on minun uskottuni.
NUM.12.8	en arvoituksellisin sanoin vaan avoimesti.
NUM.12.8	Hän saa katsoa Herran kirkkautta suoraan.
NUM.12.8	Kuinka te siis rohkenette puhua
NUM.12.8	Moosesta, minun palvelijaani vastaan?
NUM.12.9	Ja Herra poistui vihastuneena.
NUM.12.10	Kun pilvi oli väistynyt teltan päältä, oli Mirjam spitaalista lumivalkoinen. Kääntyessään Mirjamiin päin Aaron huomasi, mitä oli tapahtunut. 
NUM.12.11	Silloin Aaron sanoi Moosekselle: »Anna anteeksi, herrani, älä rankaise meitä synnistä, jonka teimme tyhmyyttämme! 
NUM.12.12	Mirjam ei saa jäädä tuon näköiseksi! Hänhän on kuin kuollut sikiö, joka tulee äitinsä kohdusta puoleksi mädäntyneenä!»
NUM.12.13	Mooses huusi Herraa ja sanoi: »Oi Jumala! Paranna hänet!» 
NUM.12.14	Herra sanoi Moosekselle: »Jos hänen isänsä olisi sylkenyt häntä kasvoihin, eikö hän olisi joutunut kantamaan häpeäänsä seitsemän päivää? Hänet on siis suljettava seitsemäksi päiväksi leirin ulkopuolelle ja päästettävä vasta sitten takaisin.» 
NUM.12.15	Niin Mirjam suljettiin leirin ulkopuolelle seitsemän päivän ajaksi, eikä kansa jatkanut matkaansa, ennen kuin hänet oli päästetty takaisin. 
NUM.12.16	Sitten kansa siirtyi eteenpäin Haserotista ja leiriytyi Paranin autiomaahan.
NUM.13.1	Herra sanoi Moosekselle: 
NUM.13.2	»Lähetä miehiä tutkimaan Kanaaninmaata, jonka minä annan israelilaisille. Lähettäkää sinne yksi mies joka heimosta. Kunkin heistä tulee olla sukunsa päämies.» 
NUM.13.3	Mooses lähetti heidät matkaan Paranin autiomaasta Herran ohjeen mukaisesti. He olivat kaikki israelilaisten päälliköitä. 
NUM.13.4	Nämä olivat heidän nimensä: Ruubenin heimosta Sammua, Sakkurin poika, 
NUM.13.5	Simeonin heimosta Safat, Horin poika, 
NUM.13.6	Juudan heimosta Kaleb, Jefunnen poika, 
NUM.13.7	Isaskarin heimosta Jigal, Joosefin poika, 
NUM.13.8	Efraimin heimosta Hoosea, Nunin poika, 
NUM.13.9	Benjaminin heimosta Palti, Rafun poika, 
NUM.13.10	Sebulonin heimosta Gaddiel, Sodin poika, 
NUM.13.11	Joosefista polveutuvasta Manassen heimosta Gaddi, Susin poika, 
NUM.13.12	Danin heimosta Ammiel, Gemallin poika, 
NUM.13.13	Asserin heimosta Setur, Mikaelin poika, 
NUM.13.14	Naftalin heimosta Nahbi, Vofsin poika 
NUM.13.15	ja Gadin heimosta Geuel, Makin poika. 
NUM.13.16	Nämä olivat ne miehet, jotka Mooses lähetti tutkimaan maata. Hoosealle, Nunin pojalle, Mooses antoi nimeksi Joosua
NUM.13.17	Lähettäessään miehet tutkimaan Kanaaninmaata Mooses sanoi heille: »Kulkekaa ensin Negeviin ja sieltä edelleen vuoristoseuduille. 
NUM.13.18	Katselkaa, millainen maa se on ja millaisia ovat siellä asuvat kansat, ovatko ne väkeviä vai heikkoja, onko asukkaita vähän vai paljon. 
NUM.13.19	Katsokaa, onko se maa hyvä vai huono ja asuvatko ihmiset avoimissa kylissä vai muurien suojaamissa kaupungeissa. 
NUM.13.20	Katsokaa, onko maaperä viljava vai karu ja kasvaako siellä puita. Pysykää rohkeina ja tuokaa palatessanne hedelmiä siitä maasta.» Oli näet se aika vuodesta, jolloin ensimmäiset viinirypäleet kypsyvät.
NUM.13.21	He lähtivät tutkimaan maata ja vaelsivat Sinin autiomaasta Lebo-Hamatiin päin aina Rehobiin saakka. 
NUM.13.22	He kulkivat Negevin halki ja tulivat Hebroniin, missä silloin asuivat Anakista polveutuvat Ahimanin, Sesain ja Talmain suvut. Hebron oli perustettu seitsemän vuotta ennen Egyptin Soania. 
NUM.13.23	Sitten he tulivat Eskolinlaaksoon ja leikkasivat sieltä mukaansa viiniköynnöksen oksan, jossa oli yksi ainoa rypäleterttu. Se oli niin painava, että kaksi miestä joutui kantamaan sitä tangon varassa. He ottivat mukaansa myös granaattiomenia ja viikunoita. 
NUM.13.24	Nimen Eskolinlaakso paikka sai sen rypäletertun mukaan, jonka israelilaiset sieltä leikkasivat.
NUM.13.25	Tutkittuaan maata neljänkymmenen päivän ajan miehet lähtivät paluumatkalle 
NUM.13.26	ja tulivat takaisin Mooseksen, Aaronin ja kansan luo Kadesiin, Paranin autiomaahan. He tekivät selkoa retkestään ja näyttivät Kanaaninmaan hedelmiä. 
NUM.13.27	Moosekselle he kertoivat: »Olemme käyneet maassa, johon meidät lähetit, ja se maa todella tulvii maitoa ja hunajaa. Katso, tällaisia ovat sen hedelmät. 
NUM.13.28	Mutta siellä asuva kansa on voimakas, ja kaupungit ovat lujasti varustettuja ja hyvin suuria. Näimme siellä myös Anakin jälkeläisiä
NUM.13.29	Negevissä asuu amalekilaisia, vuoristossa heettiläisiä, jebusilaisia ja amorilaisia, ja meren äärellä sekä Jordanin varsilla asuu kanaanilaisia.»
NUM.13.31	Mutta miehet, jotka olivat käyneet siellä hänen kanssaan, sanoivat: »Emme me pysty käymään sen kansan kimppuun. He ovat vahvempia kuin me.» 
NUM.13.32	Kertomuksillaan he saivat israelilaiset tuntemaan pelkoa Kanaaninmaata kohtaan. He sanoivat: »Maa, jota kävimme tutkimassa, vie hengen niiltä, jotka sinne asettuvat. Kaikki ihmiset, jotka siellä näimme, olivat hyvin kookkaita. 
