GEN.1.1	Nel principio Dio creò i cieli e la terra.
2SA.21.4	I Gabaoniti gli risposero: «Tra noi e Saul e la sua casa non è questione d’argento o d’oro; e non spetta a noi far morire gente d’Israele». Il re disse: «Che cosa volete dunque che io faccia per voi?» 
2SA.21.5	Essi risposero al re: «Poiché quell’uomo ci ha consumati e aveva programmato di sterminarci per farci sparire da tutto il territorio d’Israele, 
2SA.21.6	consegnateci sette uomini tra i suoi figli e noi li impiccheremo davanti al 
2SA.21.7	Il re risparmiò Mefiboset, figlio di Gionatan, figlio di Saul, a causa del giuramento che Davide e Gionatan, figlio di Saul, avevano fatto tra di loro davanti al 
2SA.21.8	ma il re prese i due figli che Rispa, figlia di Aia, aveva partoriti a Saul, Armoni e Mefiboset, e i cinque figli che Merab, figlia di Saul, aveva partoriti ad Adriel di Meola, figlio di Barzillai, 
2SA.21.9	e li consegnò ai Gabaoniti, che li impiccarono sul monte, davanti al 
2SA.21.10	Rispa, figlia di Aia, prese un cilicio, lo stese sulla roccia e stette là dal principio della mietitura fino a che l’acqua non cadde dal cielo sui cadaveri; lei impedì agli uccelli del cielo di posarsi su di essi di giorno e alle bestie selvatiche di avvicinarsi di notte. 
2SA.21.11	Fu riferito a Davide quello che Rispa, figlia di Aia, concubina di Saul, aveva fatto. 
2SA.21.12	Davide andò a prendere le ossa di Saul e quelle di Gionatan suo figlio presso gli abitanti di Iabes di Galaad, i quali le avevano portate via dalla piazza di Bet-San, dove i Filistei avevano appeso i cadaveri quando avevano sconfitto Saul sul Ghilboa. 
2SA.21.13	Egli riportò di là le ossa di Saul e quelle di Gionatan suo figlio; e anche le ossa di quelli che erano stati impiccati furono raccolte. 
2SA.21.14	Le ossa di Saul e di Gionatan suo figlio furono sepolte nel paese di Beniamino, a Sela, nella tomba di Chis, padre di Saul; fu fatto tutto quello che il re aveva ordinato. Dopo questo, Dio fu placato verso il paese.
2SA.21.15	Ci fu di nuovo guerra tra i Filistei e gli Israeliti. E Davide scese con la sua gente a combattere contro i Filistei. Davide era stanco 
2SA.21.16	e Isbi-Benob, uno dei discendenti di Rafa
2SA.21.17	ma Abisai, figlio di Seruia, venne in soccorso al re, colpì il Filisteo e lo uccise. Allora la gente di Davide gli fece questo giuramento: «Tu non uscirai più con noi a combattere ed eviterai che si spenga la lampada d’Israele».
2SA.21.18	Dopo questo ci fu un’altra battaglia con i Filistei, a Gob; allora Sibecai il Cusatita uccise Saf, uno dei discendenti di Rafa.
2SA.21.19	Ci fu di nuovo battaglia con i Filistei a Gob; ed Elcanan, figlio di Iaare-Oreghim di Betlemme, uccise Goliat di Gat
2SA.21.20	Ci fu un’altra battaglia a Gat, dove si trovò un uomo di grande statura, che aveva sei dita in ciascuna mano e in ciascun piede, in tutto ventiquattro dita, e che era egli pure dei discendenti di Rafa. 
2SA.21.21	Egli insultò Israele, e Gionatan, figlio di Simea, fratello di Davide, lo uccise.
2SA.21.22	Questi quattro uomini erano nati a Gat, della stirpe di Rafa. Essi perirono per mano di Davide e per mano della sua gente.
2SA.22.1	Davide rivolse al 
2SA.22.2	«Il 
2SA.22.3	il mio Dio, la mia rupe in cui mi rifugio, il mio scudo, il mio potente salvatore, il mio alto rifugio, il mio asilo. O mio salvatore, tu mi salvi dalla violenza!
2SA.22.4	Io invocai il 
2SA.22.5	Le onde della morte mi avevano circondato e i torrenti della distruzione mi avevano spaventato.
2SA.22.6	I legami del soggiorno dei morti mi avevano attorniato, i lacci della morte mi avevano sorpreso.
2SA.22.7	Nella mia angoscia invocai il 
2SA.22.8	Allora la terra fu scossa e tremò, le fondamenta dei cieli furono smosse e scrollate, perché egli era colmo di sdegno.
2SA.22.9	Un fumo saliva dalle sue narici; un fuoco consumante gli usciva dalla bocca, e ne venivano fuori carboni accesi.
2SA.22.10	Egli abbassò i cieli e discese, avendo sotto i piedi una densa caligine.
2SA.22.11	Cavalcava un cherubino e volava; appariva sulle ali del vento.
2SA.22.12	Delle tenebre s’era fatto una tenda, s’era circondato di masse d’acqua e di dense nubi.
2SA.22.13	Dallo splendore che lo precedeva si sprigionavano carboni accesi.
2SA.22.14	Il 
2SA.22.15	Scagliò frecce e disperse i nemici; lanciò folgori e li mise in rotta.
2SA.22.16	Allora apparve il fondo del mare, e le fondamenta del mondo furono scoperte dal rimprovero del 
2SA.22.17	Egli tese dall’alto la mano e mi prese, mi trasse fuori dalle grandi acque.
2SA.22.18	Mi liberò dal mio potente nemico e da quelli che mi odiavano, perché erano più forti di me.
2SA.22.19	Essi mi erano piombati addosso nel giorno della mia calamità, ma il 
2SA.22.20	Egli mi trasse fuori al largo, mi liberò, perché mi gradisce.
2SA.22.21	Il 
2SA.22.22	perché ho osservato le vie del 
2SA.22.23	Infatti ho tenuto tutte le sue leggi davanti a me e non mi sono allontanato dai suoi precetti.
2SA.22.24	Sono stato integro verso di lui e mi sono guardato dalla mia iniquità.
2SA.22.25	Perciò il 
2SA.22.26	Tu ti mostri leale verso chi è leale, integro verso l’uomo integro;
2SA.22.27	ti mostri puro con il puro e ti mostri astuto con il perverso;
2SA.22.28	tu salvi la gente afflitta, ma il tuo sguardo si ferma sugli alteri, per abbassarli.
2SA.22.29	Sì, tu sei la mia lampada, o 
2SA.22.30	Con te io assalgo i bastioni, con il mio Dio salgo sulle mura.
2SA.22.31	La via di Dio è perfetta, la parola del 
2SA.22.32	Infatti chi è Dio all’infuori del 
2SA.22.33	Dio è la mia potente fortezza e rende la mia via diritta.
2SA.22.34	Egli rende i miei piedi simili a quelli delle cerve e mi rende saldo sulle mie montagne.
2SA.22.35	Egli addestra le mie mani alla battaglia e le mie braccia tendono un arco di bronzo.
2SA.22.36	Tu mi hai anche dato lo scudo della tua salvezza e la tua bontà mi ha reso grande.
2SA.22.37	Tu hai allargato la via ai miei passi e i miei piedi non hanno vacillato.
2SA.22.38	Io ho inseguito i miei nemici e li ho distrutti. Non sono tornato indietro prima di averli sterminati.
2SA.22.39	Li ho annientati, schiacciati; non sono risorti; sono caduti sotto i miei piedi.
2SA.22.40	Tu mi hai cinto di forza per la guerra, tu hai fatto piegare sotto di me i miei avversari;
2SA.22.41	hai fatto voltare le spalle davanti a me ai miei nemici; ho distrutto quelli che mi odiavano.
2SA.22.42	Hanno gridato aiuto, ma nessuno li ha salvati; hanno gridato al 
2SA.22.43	Io li ho tritati come polvere della terra, li ho pestati, calpestati, come il fango delle strade.
2SA.22.44	Tu mi hai liberato dal mio popolo in rivolta, mi hai conservato capo di nazioni; un popolo che non conoscevo mi è stato sottomesso.
2SA.22.45	I figli degli stranieri mi hanno reso omaggio, al solo udir parlare di me, mi hanno ubbidito.
2SA.22.46	I figli degli stranieri si sono persi d’animo, sono usciti tremanti dai loro nascondigli.
2SA.22.47	Viva il 
2SA.22.48	il Dio che fa la mia vendetta e mi sottomette i popoli,
2SA.22.49	che mi libera dai miei nemici. Sì, tu m’innalzi sopra i miei avversari, mi salvi dall’uomo violento.
2SA.22.50	Perciò, o 
2SA.22.51	Grandi liberazioni egli accorda al suo re e usa bontà verso il suo unto, verso Davide e la sua discendenza per sempre».
2SA.23.1	Queste sono le ultime parole di Davide: «Parola di Davide, figlio d’Isai, parola dell’uomo che fu elevato ad alta dignità, dell’unto del Dio di Giacobbe, del dolce cantore d’Israele:
2SA.23.2	lo Spirito del 
2SA.23.3	Il Dio d’Israele ha parlato, la Rocca d’Israele mi ha detto: “Colui che regna sugli uomini con giustizia, colui che regna con timore di Dio,
2SA.23.4	è come la luce mattutina, quando il sole si alza in un mattino senza nuvole e con il suo splendore, dopo la pioggia, fa spuntare l’erbetta dalla terra”.
2SA.23.5	Non è così della mia casa davanti a Dio? Poiché egli ha stabilito con me un patto eterno, ben regolato in ogni punto e perfettamente sicuro. Non farà egli germogliare la mia completa salvezza e tutto ciò che io bramo?
2SA.23.6	Ma gli scellerati tutti quanti sono come spine che si buttano via e non si prendono con la mano;
2SA.23.7	chi le tocca si arma di un ferro o di un’asta di lancia, e si bruciano interamente là dove sono».
2SA.23.8	Questi sono i nomi dei valorosi guerrieri che furono al servizio di Davide: Ioseb-Basebet, il Tachemonita, capo dei principali ufficiali. Egli era Adino l’Eznita, che in un solo scontro sconfisse ottocento uomini.
2SA.23.9	Dopo di lui veniva Eleazar, figlio di Dodo, figlio di Acoi, uno dei tre valorosi guerrieri che erano con Davide quando sfidarono i Filistei riuniti per combattere, mentre gli Israeliti si ritiravano sulle alture. 
2SA.23.10	Egli si alzò, colpì i Filistei finché la sua mano, sfinita, rimase attaccata alla spada. Il 
2SA.23.11	Dopo di lui veniva Samma, figlio di Aghè, l’Ararita. I Filistei si erano radunati in massa. In quel luogo c’era un campo pieno di lenticchie e, mentre il popolo fuggiva davanti ai Filistei, 
2SA.23.12	Samma si piantò in mezzo al campo, lo difese e sconfisse i Filistei. Il 
2SA.23.13	Tre dei trenta capi scesero al tempo della mietitura e vennero da Davide nella caverna di Adullam, mentre una schiera di Filistei era accampata nella valle di Refaim. 
2SA.23.14	Davide era allora nella fortezza e c’era un presidio di Filistei a Betlemme. 
2SA.23.15	Davide ebbe un desiderio e disse: «Oh, se qualcuno mi desse da bere dell’acqua del pozzo che è vicino alla porta di Betlemme!» 
2SA.23.16	I tre prodi si aprirono un varco attraverso il campo filisteo, attinsero dell’acqua dal pozzo di Betlemme, vicino alla porta della città e, presala con sé, la portarono a Davide; il quale però non volle bere, ma la sparse davanti al 
2SA.23.17	e disse: «Non sia mai, o 
2SA.23.18	Abisai, fratello di Ioab, figlio di Seruia, fu il capo di altri tre. Egli impugnò la lancia contro trecento uomini, li uccise e si acquistò fama fra i tre. 
2SA.23.19	Fu il più illustre dei tre e perciò fu fatto loro capo; tuttavia non giunse ad eguagliare i primi tre.
2SA.23.20	Poi veniva Benaia da Cabseel, figlio di Ieoiada, figlio di Isai, celebre per le sue prodezze. Egli uccise i due grandi eroi di Moab. Discese anche in mezzo a una cisterna, dove uccise un leone, in un giorno di neve. 
2SA.23.21	Uccise pure un Egiziano, di aspetto formidabile, che teneva una lancia in mano; ma Benaia gli andò contro con un bastone, strappò di mano all’Egiziano la lancia e se ne servì per ucciderlo. 
2SA.23.22	Questo fece Benaia, figlio di Ieoiada; e si acquistò fama fra i tre prodi. 
2SA.23.23	Fu il più illustre dei trenta; tuttavia non giunse a eguagliare i primi tre. Davide lo ammise nel suo consiglio.
2SA.23.24	Poi c’erano: Asael, fratello di Ioab, uno dei trenta; Elcanan, figlio di Dodo, di Betlemme;
2SA.23.25	Samma di Carod; Elica di Carod;
2SA.23.26	Cheles di Pelet; Ira, figlio di Icches, di Tecoa;
2SA.23.27	Abiezer di Anatot; Mebunnai di Cusa;
2SA.23.28	Salmon di Acoa; Maarai di Netofa;
2SA.23.29	Cheleb, figlio di Baana, di Netofa; Ittai, figlio di Ribai, di Ghibea, dei figli di Beniamino;
2SA.23.30	Benaia di Piraton; Iddai di Naale-Gaas;
2SA.23.31	Abi-Albon di Arbat; Azmavet di Barum;
2SA.23.32	Eliaba di Saalbon; Bene-Iasen; Ionatan;
2SA.23.33	Samma di Arar; Aiam, figlio di Sarar, di Arar;
2SA.23.34	Elifelet, figlio di Aasbai, figlio di un Maacateo; Eliam, figlio di Aitofel, di Ghilo;
2SA.23.35	Chesrai di Carmel; Paarai di Arab;
2SA.23.36	Igal, figlio di Natan, di Soba; Bani di Gad; 
2SA.23.37	Selec, l’Ammonita; Naarai di Beerot, scudiero di Ioab, figlio di Seruia;
2SA.23.38	Ira di Ieter; Gareb di Ieter;
2SA.23.39	Uria, l’Ittita. In tutto trentasette.
2SA.24.1	Il 
2SA.24.2	Il re disse a Ioab, che era capo dell’esercito e che era con lui: «Gira per tutte le tribù d’Israele, da Dan fino a Beer-Sceba, e fate il censimento del popolo perché io ne sappia il numero». 
2SA.24.3	Ioab rispose al re: «Il 
2SA.24.4	Ma l’ordine del re prevalse contro Ioab e contro i capi dell’esercito, e Ioab e i capi dell’esercito partirono dalla presenza del re per andare a fare il censimento del popolo d’Israele.
2SA.24.5	Passarono il Giordano e si accamparono ad Aroer, a destra della città che è in mezzo alla valle di Gad, e presso Iazer. 
2SA.24.6	Poi andarono in Galaad e nel paese di Tatim-Odsi; poi andarono a Dan-Iaan e nei dintorni di Sidon; 
2SA.24.7	andarono alla fortezza di Tiro e in tutte le città degli Ivvei e dei Cananei, e finirono con la regione meridionale di Giuda, a Beer-Sceba. 
2SA.24.8	Percorsero così tutto il paese, e dopo nove mesi e venti giorni tornarono a Gerusalemme. 
2SA.24.9	Ioab fornì al re la cifra del censimento del popolo; c’erano in Israele ottocentomila uomini forti, atti a portare le armi; e in Giuda, cinquecentomila.
2SA.24.10	Dopo che Davide ebbe fatto il censimento del popolo, provò un rimorso al cuore e disse al 
2SA.24.11	Quando Davide si alzò la mattina, la parola del 
2SA.24.12	«Va’ a dire a Davide: “Così dice il 
2SA.24.13	Gad andò dunque da Davide, gli riferì questo e disse: «Vuoi sette anni di carestia nel tuo paese, oppure tre mesi di fuga davanti ai tuoi nemici che t’inseguono, oppure tre giorni di peste nel tuo paese? Ora rifletti e vedi che cosa devo rispondere a colui che mi ha mandato». 
2SA.24.14	Davide disse a Gad: «Io sono in una grande angoscia! Ebbene, cadiamo nelle mani del 
2SA.24.15	Così il 
2SA.24.16	Come l’angelo stendeva la sua mano su Gerusalemme per distruggerla, il 
2SA.24.17	Davide, vedendo l’angelo che colpiva il popolo, disse al 
2SA.24.18	Quel giorno Gad andò da Davide e gli disse: «Sali, erigi un altare al 
2SA.24.19	Davide salì, secondo la parola di Gad, come il 
2SA.24.20	Arauna guardò e vide il re e i suoi servitori che si dirigevano verso di lui; Arauna uscì e si prostrò davanti al re, con la faccia a terra. 
2SA.24.21	Poi Arauna disse: «Perché il re mio signore viene dal suo servo?» Davide rispose: «Per comprare da te quest’aia e costruirvi un altare al 
2SA.24.22	Arauna disse a Davide: «Il re mio signore prenda e offra quello che gli piacerà! Ecco i buoi per l’olocausto; gli attrezzi per trebbiare e i gioghi dei buoi serviranno da legna. 
2SA.24.23	Tutte queste cose, o re, Arauna te le dà». Poi Arauna disse al re: «Il 
2SA.24.24	Ma il re rispose ad Arauna: «No, io comprerò da te queste cose per il loro prezzo e non offrirò al 
2SA.24.25	costruì là un altare al 
1KI.1.1	Il re Davide era vecchio, avanti negli anni e, per quanto lo coprissero con indumenti, non poteva riscaldarsi. 
1KI.1.2	Perciò i suoi servitori gli dissero: «Si cerchi per il nostro signore una ragazza vergine, che stia al servizio del re, ne abbia cura e dorma fra le sue braccia, e così il re nostro signore si riscalderà». 
1KI.1.3	Cercarono dunque per tutto il paese d’Israele una bella ragazza; trovarono Abisag, la Sunamita, e la condussero dal re. 
1KI.1.4	La ragazza era bellissima, si prendeva cura del re e lo serviva; ma il re non ebbe rapporti con lei.
1KI.1.5	Adonia, figlio di Agghit, mosso dall’ambizione, diceva: «Sarò io il re!» E si procurò carri, cavalieri e cinquanta uomini che correvano davanti a lui. 
1KI.1.6	Suo padre non gli aveva mai fatto un rimprovero in vita sua, dicendogli: «Perché fai così?» Adonia era inoltre di bellissimo aspetto, ed era nato subito dopo Absalom. 
