MAT.1.1	Nke e̱ nyi re-lo nzhwe Jesu Krristi, kowe
LUK.14.32	Kundu ngu hu he ko ngu ri hung kwe̱ng we̱, we̱ ke̱nce̱ te re nzhi a nwie nggwe̱ nke ncwi e̱ ne mbe shi rê re be aha ngbe mbe cwue̱ nkang srra rina. 
LUK.14.33	Aha nii, ko nye̱ a zetsi nyi ne ngu me̱nkye̱ng we ko nda ngu, ko shi re hung hwie̱ nne ning zhwe we̱.
LUK.14.34	“Ncwua bi rina, me̱di kundu ngu bru kpikpi ngu, wé̱ ce̱ rimi ré bra ki ci re shi kpikpi e̱ wa? 
LUK.14.35	Ko bi mpe̱ni a ebe ka a rivi ne e tsu we̱, se ré fo ré wa. Ko nye̱ ne ngu bi re-uucwung hong, nde re ho.”
LUK.15.1	Wire ga nné si gondu
LUK.15.2	Me̱di nné Farisi ngbe nné mie̱ Nti Nka Musa a á ne̱ ne krro nka nwie he, “He̱rri nne ne̱ a sí nné e̱ngwie̱ ne̱ re ye yâ ngbe mbe fang!”
LUK.15.3	Jesu a we he nka zhwebe he: 
LUK.15.4	“A nyi nye̱ a zetsi nyi, kundu ngu bi canvé komo nnywa zunzrru ne ya bru, ko we̱ we nshwa krruvaya ne otu krruvaya ana a tsi yi, we̱ kpe kreng se ngu ri she wire wo ye̱? 
LUK.15.5	Kundu ne ngu she, we̱ fo ne rekwi a ritengbraa ngu 
LUK.15.6	re si ri. Wire we̱ ye rwí ngu ngbe nné dudu ne eri ngu, gbengbe we̱ he ne mbe he, ‘Nyi ning she nyi rekwi. Nje she canve nje ne ngu i bru.’ 
LUK.15.7	Nje níng ting he a shi ni ma, á ri nyi rekwi we yang a zinye̱ aha nne zunzrru ne ngu se̱ ywe̱ re ne̱ nné redziee komo nshwa krruvaya ne otu krruvaya ne ko mbe bra bi nkang se̱ ywe̱ we̱.
LUK.15.8	“Ka nyi zohu mbrru ne ngu bi cwe azrrufa komo shwang ne ya bru, ko we̱ ci ro fitile̱, we̱ ko ewie a ri ngu nwie kreng wesheng wesheng we̱ e̱e̱? 
LUK.15.9	Kundu ngu she, we̱ ye re-la ngu ngbe nné dudu ne eri ngu gbengbe, we̱ he, ‘Nyi ning she nyi rekwi. Nje she cwe ncwe̱ azrrufa nje ne ngu ri bru.’ 
LUK.15.10	A shi ni ma, nje níng ting, a bi rekwi a nyyi re-njeli Be̱ne̱ aha nne e̱ngwie̱ zunzrru ne ngu se̱ ywe̱.”
LUK.15.11	Jesu ning brang he, “Ya nne bi zrre̱we wehwie. 
LUK.15.12	Iishi nna ngu a he ne be̱ ngu he, ‘Be̱, níng kye dukyie̱e̱ ngwe̱, ngbe ngwe̱ ning ngwa na nje.’ Be̱ nna a we kyeng.
LUK.15.13	“Á srra yá e̱wé̱ rotu tsie̱, iishi nze̱we nna a tsu re-ankya ngu zhwozhwo, ngu a nyi ciee re nzhi ya ngwie̱ gbong. Aa ya srra nwie nyi wu, aa se̱ dukyie̱e̱ ngu yhwe̱ wiriri. 
LUK.15.14	A zhe ne ngu ye ko nda ngu yhwe̱ fa, wire ya brra nzhwo kpe a ngwie̱ nna. Riywe̱ ki pie. 
LUK.15.15	Aa ne̱ ya kre cwuo a nwie ya nne ngwie̱ nna. Nne nna a ki fo ncwuo cwo re-lede a yi.
LUK.15.16	A ce̱ he ngu ra she fenfe yâ re-lede ngu ye, me̱di ko bi ya nne ngu ki ngwa we̱.
LUK.15.17	“A zhe ne nka ki be hwie, ngu a he, ‘Ka! Ga hwié be̱ nje e̱ á nke mbe brri mi ne yâ. Nje e̱ nyi nke nje bra shi hu we dede ne nzhwo ne! 
LUK.15.18	Nje shi deze a he ne̱ n ning brru re nzhi nwie be̱ nje, ma n ya he ne ngu he: Be̱, nje nyi Be̱ne̱ e̱ngwie̱, nje bra re nyi e̱ngwie̱ ma. 
LUK.15.19	A zhe ne ko nje be he ré bra ning ye he ewe ngwe̱ wa we̱. Ning fo n hwie̱ shi ya hwie ngwe̱.’
LUK.15.20	“Ngu a deze ngu a ning brru re nzhi nwie be̱ ngu.
LUK.15.20	“We zhe ne ngu shi we gbong, be̱ ngu ki ri, naana ki pie ngu a rwi ta be re nzhi nyi ne ngu, ngu a ya ki krru ngu a ki me ushwo.
LUK.15.21	“Ewe nna he ne ngu he, ‘Be̱, nje nyi Be̱ne̱ e̱ngwie̱, nje bra re nyi e̱ngwie̱ ma. Ko nje be ré bra cinga ning ye he ewe ngwe̱ wa we̱.’ 
LUK.15.22	Me̱di be̱ nna he ne hwié e ngu he, ‘Nyi cwo wehwie nyi be mi ne brra te̱nte̱ tago hwi nyi ki cing, nyi ki ci ewema a nva ngbe tamri a nta. 
LUK.15.23	Nyi be mi ne ngba wu izhimi ana nyi cie̱ ngbe nzhi ye re nyi rekwi, 
LUK.15.24	aha kowe nje ne̱ i hu, a bra shi nce; a i bru, á bra ki she.’ Ngbe mbe e̱ ne̱ ne nyi re-rekwi.
LUK.15.25	“A zhe ana, ho nze̱we nna ywa yi, a cwo re be ri. A zhe ne ngu be dudu ne eri ngu a ho ne e cwe re-ankya re shwo rocwu. 
LUK.15.26	Aa ye ya hwie, ngu a ki rinng he, ‘Nyi nda ne e shi mi he e̱e̱?’
LUK.15.27	“Hwie e̱ ki shing he, ‘Nyi iishi ngwe̱ ngu be ri, kya a nyi ngwiee ne be̱ ngwe̱ ki cie̱ ngba wu izhimi ana, aha aa be ri rina rina.’
LUK.15.28	“Ho nze̱we nna a dzio ehwie, he̱rri a ra ngwie e ri. Be̱ ngu a wru, ngu a ya ne̱ ne ki krru ehwie. 
LUK.15.29	Me̱di aa ki karang he, ‘Di, ga re-rie ne̱ nje re nyi cwuo shi ya hwie, ko nje sa ra nyi yankya ne ngwe̱ he n nyi we̱. Me̱di ko ngwe̱ re ning ngwa ko ve ngbe n cie̱ n ning rre ngbe rwí nje we̱. 
LUK.15.30	Me̱di a zhe ne ewenwu ngwe̱ ne̱ ngu ya yhwe̱ dukyie̱e̱ ngwe̱ we shweni a nwie ntsie̱wenté ngu be ri, ngwe̱ ki cie̱ ngba wu izhimi!’
LUK.15.31	“Be̱ nna a he ne ngu he, ‘Ewe nje, ko zohu zhe ngwe̱ ne̱ ngwe̱ shi ngbe ne nje. Ko nda ne nje bi nyi na ngwe̱. 
LUK.15.32	Me̱di aa ye nzhi nyi rekwi ne ehwie kla aha gimbe ngwe̱ ne̱. A i hu, me̱di a zhe ne ne̱ a shi nce; aa ki bru, me̱di nzhi ki she.’ ”
LUK.16.1	Jesu he ne nné ki zhwe ngu he, “A bi ya nne bi va ne ngu fo ya nne re hwie̱ nne ki ci nkwile̱ ne re-cwuo ngu. Á ki ting he nne nna sé̱ dukyie̱e̱ ngu we dede. 
LUK.16.2	A zhe ne ngu ki ye, a ki rinng he, ‘Nyi nda ne nje ho a rici ngwe̱ he ni e̱e̱? Ning hwie nhwie̱ ne ngwe̱ ning cwo mi ne cwuo nje e̱, aha nje shi re ti ncwuo.’
LUK.16.3	“Nnencwuo nna ngu a yaa rinng we rici ngu he, ‘Ma, a zhe ne ne̱ nyi nda ne nje shi nying? Be̱ri nje e̱ nyi nke ngu shi ning ti ncwuo ne. Ko nje bi igbe̱ n ning kye̱ kaa we̱. A bra nyi kya nshwu n ne̱ ne gye̱ re ce̱ ankya. 
LUK.16.4	E̱nhe̱n! Nje hu kya ne nje shi nying fa ngbe nneywí ri ning se̱ a reri mbe, kundu ne e ri ning yu ncwuo.’
LUK.16.5	“Aa ye ko zohu nne bi tsie be̱ri ngu. A rin nne na ce̱ucwung he, ‘A nyi tsie nda ne be̱ri nje e̱ re zhwe?’ 
LUK.16.6	Aa ki shing he, ‘Nyi re-grre̱we̱n remie nnywa zunzrru.’
LUK.16.6	“Nnencwuo nna a he ne ngu he, ‘Ning ge krre̱de̱. Wie he nyi re-grre̱we̱n nshwa wecwuoo.’ 
LUK.16.7	Ngu a rin nne na hwie he, ‘Ngwe̱ e̱ rre, nyi wema ne e re zhwe?’ Ngu a he, ‘Á ning zhwe re-katanko alikama nnywa zunzrru.’ Nnencwuo nna a he ne ngu he, ‘Ning ge krre̱de̱ ngwe̱. Wie he nyi re-katanko nshwa klanva.’ 
LUK.16.8	Be̱ri ngu a be ya ki de aha zhwe zentsi ne ngu bi. Aha nné tsi ngwie̱ ne̱ á bi zentsing cwo ne ankya ngwie̱ ne̱ re ne̱ nné na ewie si.”
LUK.16.9	Jesu a he, “Nje níng ting he, nyi nyi cwuo ne dukyie̱e̱ nyi nwie ning kre rwí a be ngwie̱ aha nci nyi, aha kundu ngu yhwe̱, nyi e̱ ri she eri na he̱rri tiya. 
LUK.16.10	Nne ne e hung sa rie a ngu a kya ngu shi tsie̱nzhwu, wé̱ hung sa rie a ngu a kya ngu shi piriri. Me̱di nne ne koó hung sa rie ngu a kya ngu shi tsie̱nzhwu we̱, ko shi ré hung sa rie a ngu a kya ngu shi piriri we̱. 
LUK.16.11	Ma kundu ne koó hung sa rie a ngwe̱ a kya ebe ngwie̱ ne̱ we̱, wé̱ ce̱ rimi wé̱ re ngwa te̱nte̱ dukyie̱e̱ e̱? 
LUK.16.12	Ka kundu ne de̱ ngwe̱ hung bro kya ya nne we̱, we̱ nyi nye̱ ngu shi re ngwa kya na rici ngwe̱ e̱e̱?
LUK.16.13	“Ko shi ya hwie re hung nyi re-be̱ri wehwie cwuo we̱. Se ka re ce̱ ya we̱ ra ya, ka re ngwa rici nwie ya we̱ we ya. Ko shi ngwe̱ hung hwie̱ hwie Be̱ne̱, ngwe̱ bra hwie̱ hwie ncwe̱ a zhe zunzrru we̱.”
LUK.16.14	Nné Farisi á ho re-ankya ne Jesu he zhwozhwo, mbe e̱ ne̱ ne kwa ncie̱ nwie ta rimrraa, aha ne mbe bi riyii ncwé̱. 
LUK.16.15	Jesu a he ne mbe he, “Nyi tiyi shi nyi nyí nné redziee a nyyi nneywí, me̱di Be̱ne̱ e̱ hu yarri rehwie nyi. Kya ne nneywí mbe ki ngwa grime̱ he nyi te̱nte̱ng, a nyi kya le̱le̱ a nyyi Be̱ne̱.
LUK.16.16	“Á nyi ne brro nka a yarri Nti Nkang Mie̱ Nka Musa ngbe na nné ti re̱se̱ng re be cwu zhe Yohana Nyi Batisma. Kya ne ngu ce̱ a zhe ana, á brro Nka Rina Ringgwe̱ Be̱ne̱, ko nye̱ bra shi kwe̱kwe̱ he ngu ngwie.
LUK.16.17	A nyi canca zinye̱ ngbe ebe ngwie̱ ré bru ne ya e̱we̱ izhweng wie cwuo a yarri Nti Nkang Mie̱ Nka Musa re bru.
LUK.16.18	“Ko nye̱ ne ngu yu mbrru ngu ngu fo yaka, aa nyi nje; ko zohu nne ne ngu fo mbrru ne e ki yu, aa nyi njè ma.
LUK.16.19	“A i bi ya nne bi va ne ngu srra re ci brra re-ankya bi ncwé̱. A srra we ehwie kla nwie ye re-yâ rina ko zohu otu. 
LUK.16.20	A onusinye eri nne bi va nna, a bi ya yiriywe̱ ne e ki ye he Lie̱zurru ngu nywe̱ ne nhwe ki ku rwe̱ re ce̱ ncwé̱. 
LUK.16.21	A srra re tsio re-uucwu yâ ne mbe kpi be a zete tebrru nne bi va nna. Rovu bra srra re cwo le nhwe ngu.
LUK.16.22	“A zhe ne yiriywe̱ nna ngu hu, re-njeli e̱ ki fo re nzhi nwie Ibrrahin. Nne bi va nna a hu ma, á ki nyie̱. 
LUK.16.23	A zhe ne ngu shi shwe ge̱zhe̱ a ruvo ci yhwrro, aa fo riyii ze ngu a di Ibrrahin gbong ngbe ne Lie̱zurru ngu srra a bamba ngu. 
LUK.16.24	Aa ki ye, a he, ‘Be̱, Ibrrahin, ri naana nje ngwe̱ te Lie̱zurru re ya tala rici ewenva ngu rishi ngbe re be re ya ning hli le, aha nje shi nwie shwe ge̱zhe̱ a yarri ro ne̱.’
LUK.16.25	“Me̱di Ibrrahin he ne ngu he, ‘Kowe, lu he a zhe ne ngwe̱ i shi nce, ngwe̱ i she re-ankya rina ne ngwe̱ ce̱, Lie̱zurru i shi cinci. Me̱di a zhe ne ne̱ a shi ho shwing a he, ngwe̱ e̱ shi shwe ge̱zhe̱ ngwe̱ a zhe ne. 
LUK.16.26	We̱sa a ni, a zetsi nzhi ngbe nyi e̱ a bi brra hla, ko bi nne re hung sa nyie nwie nyi re be nwie nzhi we̱.’
LUK.16.27	“Aa ning brru he, ‘Ma nje cwe nva ne ngwe̱, be̱, te Lie̱zurru re nzhi ri be̱ nje, 
LUK.16.28	aha nje bi re-gimbe rewerento wecwuoo, ngbe re ywa re ya we ting, kishi á ri ya ngwie a nwieng shwe ge̱zhe̱ ne̱.’
LUK.16.29	“Ibrrahin he, ‘Re-gimbe ngwe̱ e̱ á bi re-krre̱de̱ng mie̱ nka Musa ngbe na nné ti re̱se̱ng. Re we ngbe ré ho nka mbe.’
LUK.16.30	“Aa ning brru he ne Ibrrahin he, ‘Aawo, be̱, ko shi ré ci nkwile̱ we̱, me̱di kundu ya nne e wru yarri ria ya we ting, wé̱ si ywe̱.’
LUK.16.31	“Ibrrahin he ne ngu he, ‘Kundu ne de̱ mbe ho nka Musa ngbe na nné ti re̱se̱ng we̱, ko shi ré shî nka nne ne ngu deze a ria we̱.’ ”
LUK.17.1	Jesu he ne nné ki zhwe he, “Ko re-ankya ci nneywí ré nyi e̱ngwie̱ e̱ á shi we be we̱. Me̱di, wuhu ne nne ngu hwie̱ kyang grre̱. 
LUK.17.2	Canca ré ki rwe itsieng hwie nkya a ncwue ré ki zhwu a yarri brra nzhwo rishi, ne re ci ya a zetsi e̱we̱e̱ rewe ne̱ re nyi e̱ngwie̱. 
LUK.17.3	Aha nii, nyi ci nkwile̱ ne nci nyi!
LUK.17.3	“Kundu gimbe ngwe̱ nyi e̱ngwie̱, ki yhwire; a ri se̱ ywe̱, ki we nyi e̱ngwie̱ ngu. 
LUK.17.4	Kundu ngu re nyi e̱ngwie̱ ce natsie̱ a to zrru, ngu bra ning brru re be nwie ngwe̱ ce natsie̱ he ngwe̱ ki we e̱ngwie̱ ngu, ki weng.”
LUK.17.5	Nnenté e̱ he ne Brrabe̱ he, “Ning bra níng ci nzhi bi sa rie.”
LUK.17.6	A he ne mbe he, “Kundu nyi bi sa rie tsie̱nzhwu le̱le̱ shi e̱we̱ cwe musta, nyi e̱ hung he ne brra ekwe ne̱ he, ‘Yaa nga ngbe re-rinyie ngwe̱ yaa tsi a yarri brra nzhwo rishi,’ ngbe we̱ nyi shi nyi he.
LUK.17.7	“Kundu ya nyi bi hwie ne ngu srrá re ki kye̱ kaa, ka cwo canvé, ne kundu ngu ya ning brru a yi, we̱ wre̱ ne he ne ngu he re be re ya srra be re ye yâ aa? 
LUK.17.8	Ko se ka re he ne ngu he, ‘Ning nyi yâ ne̱hin ngbe ngwe̱ ning be ming n ye n shwe, wire ngwe̱ ye na ngwe̱ ma wo ye̱?’ 
LUK.17.9	We̱ ci hwie ngu a kijie̱ng aha ne ngu nyi kya ne he he re nyi e̱e̱? 
LUK.17.10	Aha nii, nyi ma, kundu ne nyi nyi ko nda ne e he nyi nyi, aa mwa ye̱ye̱rri nyi he, ‘Nzhi nyi we hwié ne nzhi re̱, a nyi we cwuo nzhi ne nzhi nyi.’ ”
LUK.17.11	A zhe ne Jesu nyia re nzhi Urrushelima, aa cwo a zaga Samariya ngbe Galili. 
LUK.17.12	Zhe ne ngu shi ngwie a ya kla, ngu a she yá nné ruhunzhwe̱ komo shwa ne mbe yo ze̱nze̱, 
LUK.17.13	mbe e̱ ki ye ne brra riwie̱ng cwue he, “Jesu! Be̱ri, ri naana nzhi!”
LUK.17.14	A zhe ne Jesu ngu we ri, ngu a he ne mbe he, “Nyi ywa nyi ya ti nci nyi a nwie re-prristi.”
LUK.17.14	We zhe ne mbe ne̱ mbe e̱ timi mbe ci gbingbi ne mbe shi wiri. 
LUK.17.15	A zhe ne ya mbe ri ngu ci wiri, ngu a ning brru nwie de Be̱ne̱ ne brra riwie̱ng cwue. 
LUK.17.16	Ngu a ya hu be a nyyi Jesu nwie ki ci kijie̱ng. Ngu a nyi nne Samariya.
LUK.17.17	Jesu a rin he, “Ko nyi nné shwang ne e we kyia we̱ e̱e̱, ma kpi nné krruvaya nna á shi he? 
LUK.17.18	Ko bi ko nne zunzrru ne ngu ning brru re de Be̱ne̱ we̱ se we nne ice ne̱ e̱e̱?” 
LUK.17.19	Jesu a he ne ngu he, “Deze ngwe̱ ne̱ ne ciee ngwe̱, sa rie ngwe̱ e̱ re ci ngwe̱ ci gbingbi.”
LUK.17.20	A zhe ne yá nné Farisi mbe ki rinng he nyi zohu zhe ne Ringgwe̱ Be̱ne̱ ngu shi ning be ye̱, Jesu a he ne mbe he, “Ko Ringgwe̱ Be̱ne̱ cwo be a zhe ne nyi ning hwie yi we̱. 
LUK.17.21	Ko bi ya nne re he he, ‘Ringgwe̱ Be̱ne̱ nyi nke,’ ka re he, ‘nyi nke ncwi’ we̱, aha a shi a yarri nyi.”
LUK.17.22	Jesu a he ne nné ki zhwe ngu he, “Zhe cwo be ne nyi ri ce̱ he nyi ri ya otu a tsi rotu Kowe Nneywi, me̱di ko nyi ri she ring we̱. 
LUK.17.23	Nneywí ri he ne nyi he, ‘Ri, a shi ye,’ ka ‘A shi he!’ Shi de̱ nyi to re we zhwe we̱. 
LUK.17.24	Aha otung be Kowe Nneywi e̱ ri shi shi ne ewie ngu ci mele a zinye̱ ngu tsié̱ nse̱ a be ngwie̱ gbong a nva ya re nzhi gbong nva nke ncwi. 
LUK.17.25	Me̱di se ngu ke̱she shwe ge̱zhe̱ nzhwenzhweng wire, he̱rri nné a nze̱ ne̱ re ki ra.
LUK.17.26	“Ye̱ye̱rri shi a rotu Nuhu, a ri shi ni a rotung be Kowe Nneywi.
LUK.17.27	Nneywí i ye re shwe, re rwe re-nyrra, nwie ci rana nyrra, he̱rri re be zhe ne Nuhu ngu i ngwie a yarri jirigi rishi. Wire brra nze e wie we wie we wie he̱rri aa we ci á ci shweni zhwozhwo mbe.
LUK.17.28	A i shi ni zhe Lutu wa, nneywí i ye re shwe re si re-ankya ngbe rie̱ng re kye̱ kaa re bra no reri.
LUK.17.29	Me̱di otu ne Lutu we ngwie̱ Sodo, ro ngbe rahwan ro wru zinye̱, á we ci ci shweni zhwozhwo mbe. 
LUK.17.30	A ri shi ye̱ye̱rri ni a tung be Kowe Nneywi.
LUK.17.31	“A tuuye, shi de̱ nne ngu ri shi a zete zonggru re cwucwu he ngbe ngu ya ko ankya ngu a yarri ri we̱, shi de̱ nne nke ne ngu ri shi yi ma re si ri he ngu ya ko ankya ngu we̱.
LUK.17.32	Nyi lu aha mbrru Lutu!
LUK.17.33	Ko nye̱ ne ngu ce̱ he ngu cwo ce ngu we̱ wi, me̱di ko nye̱ ngu ngwa ce ngu, we̱ she ngge ngu.
LUK.17.34	Nje níng ting a totu tuuye, nné wehwie e ri shi zete gondo, á ri fo ya wé̱ we ya. 
LUK.17.35	Mbrrú wehwie e ri shi hwie nkya gbengbe, á ri fo ya wé̱ we ya. 
LUK.17.36	[Nné Ntó wehwie e ri shi yi, á ri fo ya wé̱ we ya.]” 
LUK.17.37	Nné ki zhwe ngu mbe e̱ ki rinng he, “Re-ngge ne̱ á ri ci a he e̱ Brrabe̱?” Ngu a he ne mbe he, “Ewie ne ngu ning bi kwe yankya, nyi miimi ne e ning she nggulú.”
LUK.18.1	Jesu he ne nné ki zhwe ngu ya nka zhwebe ngbe ré hu he ko zohu zhe ré srra re ku Be̱ne̱ we̱sa ne kpo. 
LUK.18.2	A he, “A ya ngwie̱ a bi ya nne nyi nka ne ko ngu ree to owu Be̱ne̱ we̱, ko bra ho ne ya nne we̱. 
LUK.18.3	A bi ya kpambrru a ngwie̱ nna ne ngu srra re cwo nwie ngu re cwe nva he, ‘Ning sheng ngwe̱ ngwie zetsi nje ngbe rwinkó nje.’ 
LUK.18.4	Aa fo zhe ne nne nyi nka a ra ki sheng. Me̱di a ngrangrang ngu a he we rici ngu he, ‘Ko ngbe ne ko nje to owu Be̱ne̱ we̱, ko nje bra ho ne ya nne we̱, 
LUK.18.5	gbengbe ni, aha ne kpambrru ne̱ ngu ning me̱ he ni ne̱, nje shi ki sheng ngbe re she kya ne ngu kre, aha ngbe re ning we n kle nshe.’ ”
LUK.18.6	Brrabe̱ ngu a he, “Ko nyi ho kya ne nne nyi nka bi riywe̱ redziee ne̱ ngu he we̱ e̱e̱? 
LUK.18.7	Ko nyi hwie he Be̱ne̱ we̱ nyi nné e ngu ne ngu we kyie rina we̱ e̱e̱? Nyi hwie he we̱ nyi de̱tiri nwie we sheng e̱e̱? 
LUK.18.8	Nje níng ting he we̱ we nyi rina we hwiehwie. Gbengbe ni ma, a zhe ne Kowe Nneywi ri be, he̱rri a ri ya she a bi nné sa rie a ngu a be ngwie̱ e̱e̱?”
LUK.18.9	Aha nné mbe ne mbe yaa kywo he mbe nyi nné redziee, ne mbe bra dzie̱ ko nye̱, Jesu he nka zhwebe he, 
LUK.18.10	“Nné wehwie e cwugu re nzhi ku Be̱ne̱ a Brranyi, ya nyi nne Farisi ya a nyi nne si gondu. 
LUK.18.11	Nne Farisi e̱ deze aa ku Be̱ne̱ aha rici ngu he, ‘Be̱ne̱, nje re ci kijie̱ng aha ne ko nje shi shi kpi nné we̱, ne mbe nyi nca, mbe nyi hwie̱, mbe nyi njè, ka shi shi nne si gondu ne̱. 
LUK.18.12	Nje rwe onu ce hwie a se̱ti, nje bra ngwa Be̱ne̱ kya zunzrru a zetsi shwa na ko nda ne nje she.’
LUK.18.13	“Me̱di nne si gondu yo gbong. Koo hung gbi riyii ze re ri zinye̱ we̱, aa fo va gara zewe a he, ‘Ka! Be̱ne̱, ri naana nje, nje nyi nne e̱ngwie̱.’
LUK.18.14	“Nje níng ting he, nne si gondu ne̱ aa wro re si ri ne Be̱ne̱ ki we re-e̱ngwie̱ ngu re ne̱ nne Farisi ana. Ko nye̱ ne ngu fo rici ngu ze, á ri ki ci re̱; nne ne ngu ci rici ngu re̱, á ri ki fo ze.”
LUK.18.15	Nneywí be mi ne e̱we̱e̱ rewe mbe a nwie Jesu aha re we mwo rina. A zhe ne nné ki zhwe ngu ri ni, á ne̱ ne we yhwire. 
LUK.18.16	Me̱di Jesu ye e̱we̱e̱ rewe re be nwie ngu. A he, “Nyi we e̱we̱e̱ rewe re be nwie nje shi de̱ nyi we yu we̱, aha Ringgwe̱ Be̱ne̱ nyi na zhwe mbe ne̱. 
LUK.18.17	Nje níng ting cence, ko nye̱ ne de̱ ngu se̱ Ringgwe̱ Be̱ne̱ shi shi nyi e̱we̱we we̱, ko shi re ree ning ngwie we̱.”
LUK.18.18	Ya nnencwuee nné Yahudi rin Jesu he, “Te̱nte̱ Nne Mie̱ Nka, nyi nda ne nje shi nying ngbe n she ce na he̱rri tiya a?”
LUK.18.19	Jesu a he ne ngu he, “Nyi nda ngu ci ne ngwe̱ ning ye he te̱nte̱ng nna? Ko bi ya te̱nte̱ng we̱, se we Be̱ne̱ nggaa ngu. 
LUK.18.20	Ko ngwe̱ hu nti nka Be̱ne̱ we̱ e̱e̱? ‘Shi de̱ ngwe̱ nyi njè we̱, de̱ ngwe̱ yhwe̱ nne we̱, de̱ ngwe̱ nyi nca we̱, de̱ ngwe̱ ngwa sheede rabrra we̱, ci be̱ ngwe̱ ngbe de̱ ngwe̱ grime̱.’ ”
LUK.18.21	A he, “Nje nyi ne zhwe ga re-ankya ne̱ zhwozhwo tu zhe ne nje nyi e̱we̱we.”
LUK.18.22	A zhe ne Jesu ho ni, ngu a he ne ngu he, “He̱rri ne cwu, aa re hwie̱ kya zunzrru. Rie̱ ko nda ne ngwe̱ bi ngbe ngwe̱ kye yiriywé̱ ncwé̱ nna, aha ngwe̱ she dukyie̱e̱ a zinye̱. Wire ngwe̱ be ngwe̱ ning zhwe.” 
LUK.18.23	Zhe ne ngu ho ni, ngu a ci ehwie dzio we yang, aha ne ngu nyi nne bi dukyie̱e̱ piriri. 
LUK.18.24	Jesu ki ri ngu a he, “A bi rwe̱ we yang ngbe nne bi va re she ngwie a Ringgwe̱ Be̱ne̱! 
LUK.18.25	Cence, he̱rri canca ronkomi re ngwie a nzhwu nuurre ne nne bi va re ngwie a Ringgwe̱ Be̱ne̱.”
LUK.18.26	Nné ne mbe ho nka ne̱ ni, á ki rinng he, “Ma ngge ne̱ shi he ni, he̱rri nyi nye̱ ngu ri she kyia a?”
LUK.18.27	Jesu he, “Kya ne ngu drre̱ nneywí, ko shi re drre̱ Be̱ne̱ we̱.”
LUK.18.28	Pita he ne ngu he, “Ma ri, nzhi ne̱ nzhi we ko nda ne nzhi bi, nzhi re zhwe!”
LUK.18.29	Jesu a he ne mbe he, “Nje níng ting cence he ko bi ya nne ne ngu we eri, ka mbrru, ka re-gimbe, ka be̱ ngbe de̱, ka rewe aha Ringgwe̱ Be̱ne̱ 
LUK.18.30	ngbe re ning rin she ankya piriri a zhe ne ne̱ he̱rri re bra she ce he̱rri tiya a zhe ngu cwo be we̱.”
LUK.18.31	Jesu ye Nnenté ngu a bamba ngu a he ne mbe he, “Di, nzhi shi cwugu re nzhi a Urrushelima, ko nda ne nné ti re̱se̱ng mbe i wie a rici Kowe Nneywi cwo a ci rrurru. 
LUK.18.32	Á shi ki pie re ngwa nné tsi ngwie̱. Á shi ki mi nka sha, ré ki cwi, ré ki trru rencwi. 
LUK.18.33	Á shi ki cwe, ré ki yhwe̱, me̱di a otu na tsie̱ we̱ deze.”
LUK.18.34	Ko nné ki zhwe ngu a hu kya ne ngu he ne mbe we̱. Cwu nka nna we shi ywing, he̱rri koó hu kya ne Jesu shi heng we̱.
LUK.18.35	A zhe ne Jesu rikpa ya cwu a Jerriko, a bi ya nnencwue̱ ngu srra a rekyi rê re ce̱ ankya. 
LUK.18.36	Zhe ne ngu ho rogyrru rigwe̱ nné, ngu a rin kya ne ngu shi ci.
LUK.18.37	Á he ne ngu he, “Nyi Jesu nne Nazarra ne ngu shi wara.”
LUK.18.38	Ngu a ci onu he, “Jesu, Kowe Dooda, ri naana nje.”
LUK.18.39	Nné ne mbe shi ncwuee ne̱ ne ki yhwire he re ci cereng, me̱di aa ning bra kyie̱ onu gbangba he, “Kowe Dooda, ri naana nje!”
LUK.18.40	Jesu hwie̱ yo, ngu a ci he ré be mi ne nne nna a nwie ngu. Zhe ne ngu be dudu, Jesu a ki rinng he, 
LUK.18.41	“Nyi nda ngwe̱ ce̱ he n re nying nna?”
LUK.18.41	Ngu a he, “Brrabe̱, nje ce̱ ri ewie.”
LUK.18.42	Jesu a he ne ngu he, “Ne̱ ne ri ewie! Sa rie ngwe̱ e̱ re kyia.”
LUK.18.43	We zhe zunzrru ngu a ne̱ ne ri ewie, nwie zhwe Jesu re de Be̱ne̱. Zhe ne nné mbe ri ni, mbe e̱ ne̱ ne de Be̱ne̱ ma.
LUK.19.1	Jesu ngwie a Jerriko, ne ngu shi wara. 
LUK.19.2	A bi ya nne a miimi ne e ki ye he Zaka, ne ngu nyi nggwe̱ nné si gondu, a bra bi dukyie̱e̱. 
LUK.19.3	A ce̱ he ngu ri Jesu, me̱di koo hung ki ri we̱, aha ne ngu shi kunggu, nné e bra zhwo we zhwo. 
LUK.19.4	Aa wre̱ ne to to ya ngra a ya ngba ekwe
LUK.19.5	A zhe ne Jesu ya cwu ye̱ye̱rri ne ewie nna, ngu a gbi riyii ze ngu a he ne ngu he, “Zaka, wre̱ ne cwucwu. A cwu ne̱ se nje kywe ta ri ngwe̱.”
LUK.19.6	Aha nii, aa cwucwu we hwiehwie ngu a ki se̱ ne rekwi. 
LUK.19.7	Ga ne nné mbe ri ni, mbe e̱ ne̱ ne krro re-nka ranranng nwie he, “Aa ne̱ re nzhi hwie̱ nne ice nne e̱ngwie̱ fa.”
