GEN.1.1	Diɲyɛ tasìige e, Kile à nìɲyiŋi ná ɲìŋke dá. 
GEN.47.14	Ka Yusufu si sùmaŋi pɛ́rɛ pi á, maa cyire kìrigii wyɛ́rɛŋi puni shwɔ mà yaha nàfuuŋi tamârage e Farɔn mɛɛ na.
GEN.47.15	Misira kìni ná Kana kìni wyɛ́rɛŋ'à pa ŋkwɔ̀ tèni ndemu i ke, ka Misira shiinbii si mpa Yusufu yyére maa yi jwo u á «Yalyîre kan wuu á, ma hà wuu yaha katege ku bò mɛ. Wyɛ́rɛ saha ɲyɛ a sìi wuu á mɛ.» 
GEN.47.16	Ka Yusufu si yi jwo pi á «Wyɛ́rɛ ká mpyi u ɲyɛ yii á mɛ, yii pa yii yatɔɔre fáa sùmaŋi na.» 
GEN.47.17	Ka pi i wá na ma ná pi yatɔɔre e yyeeni puni i Yusufu yyére. Ka u u wá na pi shɔnyi ná mpàabii ná sikyaabii ná nìiyi ná dùfaanyi fáre sùmaŋi na.
GEN.47.18	Lire yyeen'à pa ŋkwɔ̀ ke, ka pi i mpa Yusufu yyére sahaŋki, maa yi jwo u á «Wuu ɲùŋufooŋi, wuu wyɛ́rɛŋ'à kwɔ̀, wuu à pa ná wuu yatɔɔre puni i mu yyére. Wuu sì li ŋwɔhɔ mu na mɛ, yaaga sàha ɲyɛ wuu pi kan mu á ná wuu yabilimpii ná wuu taare bà mɛ. 
GEN.47.19	Ma hà ɲɛɛ wuu yaha wuu kwû ma taan mɛ, wuu taare kà ŋkwôro sùpyiibaa mɛ. Wuu ná wuu taare shwɔ, yalyîre kan wuu á. Wuu ná wuu taare sí n-pyi Farɔn yahare e. Wuu la ɲyɛ sì ŋkwû si wuu taare yaha sùpyiibaa mɛ, sùma kan wuu á, wuu nûgo. 
GEN.47.20	Ka Yusufu si Misira taare puni shwɔ Farɔn mɛgɛ na, ɲaha na yɛ, kateg'à ta Misira shiinbil'e ke, ka pi i pi taare puni pɛ́rɛ Farɔn á.
GEN.47.20	Lire pyiŋkanni na taare pun'à pa mpyi Farɔn woro. 
GEN.47.21	Ka Misira kìni sùpyire puni si mpa mpyi Farɔn bilii, mà lwɔ́ kìni ɲùŋke kà na, ma sà fworo ku sanŋke na. 
GEN.47.22	Taare t'à kwôro shwombaa ke, tir'à pyi sáragawwuubii woore. Farɔn mpyi a *saliyaŋi wà tìŋɛ sáragawwuubii kurugo, nte u mpyi na ŋkaan pi á ke, tire mpyi a jà na pi ɲwɔ caa. Lire l'à pi ta pi ɲyɛ a pi taare pɛ́rɛ mɛ.
GEN.47.23	Ka Yusufu si yi jwo sùpyir'á «Ɲyɛ numɛ, mii à yii ná yii taare shwɔ a kan Farɔn á niɲjaa. Mii sí sùmashiŋi kan yii á yii nûgo. 
GEN.47.24	Ŋka sùmakwɔɔngii ká nɔ, yii sí sùmaŋi táa tatáayi kaŋkuro, si taaga niŋkin kan Farɔn á. U sanŋi sí n-pyi shiŋi, ná yii pyɛngɛ shiinbii ɲwɔlyiŋi.
GEN.47.25	Ka pi i Yusufu pyi «Wuu ɲùŋufooŋi, mu à wuu shwɔ katege na. Ɲyɛ ná mu s'à lire kacɛnni nimbwoni pyi wuu á, wuu sí n-pyi Farɔn bilii.» 
GEN.47.26	Ka Yusufu si to le Misira kìni i: «Nùŋgwɔhɔ maha nùŋgwɔhɔ, yii sí yii sùmaŋi nintaŋi táa tatáayi kaŋkuro si taaga niŋkin kan Farɔn á.» Uru toŋi ɲyɛ wani fo niɲjaa. Sáragawwuubii u taare kanni t'à kwôro ti ɲyɛ a pyi Farɔn wooro mɛ.
GEN.47.27	Ɲyɛ lire pyiŋkanni na, *Izirayɛli shiinbil'à tɛ̀ɛn Gozheni kùluni i, Misira kìni i. Ka pi cyeyaayi ná pi pyìibii si mpa ɲyaha.
GEN.47.28	Lire kàntugo, *Yakuba à yyee kɛ ná baashuunni pyi Misira kìni i. U shìŋi yyeegii pun'à bɛ̂ yyee ŋkuu ná beeshuunni ná baashuunni na. 
GEN.47.29	U tèekwûun'à nɔ ke, ka u u u jyaŋi Yusufu yyere, maa yi jwo u á «Kampyi mii kyal'à táan mu á, ma tàange ná ma ɲwɔmɛfente cyêe na na. Mii aha ŋkwû ma hà na tò Misira e mɛ, mii la ɲyɛ maa ma cyɛge le na cyiini ɲwɔh'i, maa ŋkâa, na mu sì ɲɛɛ mii tò Misira e mɛ. 
GEN.47.30	Mii aha ŋkwû, maa na buwuŋi lwɔ́ a yige Misira kìni i, mà sà ntò na tulyeyi tatoŋke e.» Ka Yusufu si jwo ur'à yi lógo, na uru sí li pyi, bà u à yi jwo mɛ. 
GEN.47.31	Ka Yakuba si jwo «Lire tèni i, mu sí n-kâa mii á.» Ka Yusufu si ŋkâa. Lire kàntugo, ka Yakuba si niŋkure sín u yasínniŋke ɲùŋɔ yyére, maa Kile pêe.
GEN.48.1	Lire kàntugo, ka pi i mpa yi jwo Yusufu á, na u tuŋi *Yakuba ɲyɛ a cùuŋɔ mɛ. Ka Yusufu ná u jyaabii shuunniŋi, Manase ná Efirayimu, si ŋkàre Yakuba taan. 
GEN.48.2	Tèni i y'à jwo Yakuba á na u jyaŋi Yusufu wá na ma u yyére ke, ka u u ŋkárama a yîr'a tɛ̀ɛn u yasínniŋke na.
GEN.48.3	Yusufu à pa ke, ka u u yi jwo u á «Kile Siŋi Punifol'à uye cyêe mii na Luzi kànhe e, *Kana kìni i, maa jwó le mii á. 
GEN.48.4	Maa jwo mii á «Mii sí pyìi niɲyahamii kan mu á, si mu shiinbii ɲyaha, si pi pyi sùpyishi niɲyahawa, si nde kìni kan mu tùlug'á, li sí n-pyi pi wuu tèrigii puni i.»» 
GEN.48.5	Maa núr'a yi jwo Yusufu á «Pùnampyire shuunniŋi mu à ta naha *Misira kìni i, mà mii ta mii sàha mpa mu yyére naha mɛ, Efirayimu ná Manase, pire sí n-pyi mii pyìi, bà Urubɛn ná Simiyɔn ɲyɛ mɛ. 
GEN.48.6	Ŋka pyìibii mu sí n-ta pire kàntugo ke, pire sí n-pyi mu yabiliŋi wuu. Pi sí pi nàntan kɔɔge ta Efirayimu ná Manase cye kurugo. 
GEN.48.7	Mii na lire pyi Arasɛli kurugo, ɲaha na yɛ mii niɲjîriŋi Mɛsopotami kìni i, mu nuŋi Arasɛli à kwû mii á Kana kìni i, Efirata kànhe taan. Ka mii i u tò kuru cyage e Efirata kànhe kuni na.» (Efirata kànhe pi maha mpyi Bɛtilehemu numɛ.)
GEN.48.8	Yakuba à Yusufu pyìibii ɲya ke, ka u u jwo «Mpii pi ɲyɛ mpii yɛ?» 
GEN.48.9	Ka Yusufu si jwo «Kile à pùnampyire shuunniŋi ntemu kan mii á naha Misira e ke, tire ti.» Ka Yakuba si jwo «Maye sanŋa yaha, maa pi file na na, bà mii si mpyi si jwó le pi á mɛ.»
GEN.48.10	Ɲyɛ lyage mpyi a Yakuba ɲyiɲyaani cyɛ́ɛŋɛ. U sàha mpyi na ɲaa na ɲcúu mɛ. Ka Yusufu si u pyìibii file u na, ka u u pi lwɔ́ a taha u tooyi na, maa pi pur'a cû. 
GEN.48.11	Maa jwo Yusufu á «Mii mpyi a tɛ̀ɛn ná l'e na mii saha sí mu ɲya mɛ. Ŋka li le, Kile à li yaa mii à mu pyìibii yabilimpii ɲya.» 
GEN.48.12	Ka Yusufu si u pyìibii láha u tuŋi tooyi na, maa niŋkure sín ɲìŋke na u taan maa yyahe cyígile.
GEN.48.13	Lire kàntugo, maa u jyaŋi Efirayimu yaha u kàniŋɛ cyage na, maa Manase yaha u kàmɛnɛ woge na. Maa file ná pi e u tuŋi na, maa Efirayimu yyéreŋɛ tufooŋi kàmɛni na, maa Manase yyéreŋɛ u kàniŋke na. 
GEN.48.14	Ŋka u tuŋi Yakuba à u cyeyi para a taha, maa u kàniŋɛ cyɛge taha Efirayimu ɲùŋke na, mà li ta uru u ɲyɛ cɔɔnfooŋi, maa u kàmɛni taha yyahafooŋi Manase woge na. 
GEN.48.15	Maa jwó le Yusufu á maa jwo
GEN.48.15	«Mii tulyage *Ibirayima ná mii tuŋi Ishaka, pir'à Kileŋi ŋgemu pêe ke, uru u jwó le mpii pyìibil'á.
GEN.48.15	Uru Kileŋi ɲyɛ ná mii i, mà lwɔ́ mii canzege na, mà pa bwɔ̀n numɛ na.
GEN.48.16	Kile Mɛlɛkɛŋi u à mii shwɔ kawagii puni na ke,
GEN.48.16	Uru u jwó le mpii pyìibil'á.
GEN.48.16	Mpii pyìibii pi mii mɛge pyi ku kwôro shi,
GEN.48.16	Mii tulyage Ibirayima ná mii tuŋi Ishaka mɛge kà mpîni mɛ.
GEN.48.16	Pi tùluge ku ɲyaha ɲìŋke na.»
GEN.48.17	Ɲyɛ Yusufu à li ɲya na u tuŋ'à u kàniŋɛ cyɛge taha cɔɔnfooŋi Efirayimu ɲùŋke na ke, ka li i mpɛn u e, ka u u tufooŋi kàniŋɛ cyɛge láha Efirayimu ɲùŋke na mà taha Manase woge na. 
GEN.48.18	Maa jwo «Baba, mu à wurugo, ŋge u ɲyɛ jyafooŋi niɲcyiiŋi ke, uru u ɲùŋke na mu mpyi a yaa mu u ma kàniŋɛ cyɛge taha.» 
GEN.48.19	Ŋka tufooŋi ɲyɛ a ɲɛɛ mɛ, maa jwo «Mii jyaŋi, mii à yi cè fo mà ɲwɔ. Manase u tùluge mú sí ɲyaha n-pyi shiŋi wà. U sí n-pyi shinbwo, ŋka u kàntugo wuŋi sí n-pêe u na. U cɔɔnŋi tùluge sí ɲyaha n-pyi shi niɲyahawa.» 
GEN.48.20	Ka Yakuba si jwó le pi á kuru canŋke, maa jwo «*Izirayɛli shiinbii sí raa jwóŋi leni ná yii mɛge e. Pi sí n-pa a ŋko «Kile u jwó le yii á, bà u à u le Efirayimu ná Manase á mɛ.»» Lire pyiŋkanni na, Yakuba à Efirayimu yaha Manase yyaha na.
GEN.48.21	Lire ɲwɔhɔ na, ka u u yi jwo Yusufu á «Mii à na tashàge byanhara, ŋka Kile sí n-pyi ná yii e. U sí yii pyi yii núru yii tulyeyi kìni i, Kana kìni i. 
GEN.48.22	Mà bâra lire na, mii sí mu kɔɔge ɲyaha n-tòro mu sìɲɛɛbii sanmpii woge taan. Mii sí Sikɛmu kùluni kan mu á. Mii à kuru shwɔ Amɔri shiinbii na, ná na kàshikwɔnŋwɔɔni ná sintaage e.
GEN.49.1	Lire kàntugo, ka *Yakuba si u jyaabii yyere maa jwo: «Yii a ma, yii i mpa bínni na taan, karigii nimpaŋkii cyi sí nɔ yii na ke, mii sí cyire jwo yii á. 
GEN.49.2	Yakuba jyaabii, yii a ma yii i mpa bínni, yii lógo yii tuŋi *Izirayɛli
GEN.49.3	Urubɛn, mu u ɲyɛ mii jyaŋi niɲcyiiŋi,
GEN.49.3	Mu u ɲyɛ mii nànte yaage, mii à mu si mà mii ta nàɲjiiwe.
GEN.49.3	Pèente mu à ta ke, tir'a fànha tò mu sìɲɛɛbii sanmpii woore na.
GEN.49.3	Fànhe ku ɲyɛ mu i ke, kur'à ɲyaha mu sìɲɛɛbii sanmpii woge na.
GEN.49.4	Ŋka mu na ɲyɛ mu à jwo lwɔhɔ ŋkemu k'à dùgo ɲî a fworo na fwu ke, mu tɛɛnm'à pɛn.
GEN.49.4	Mu à dùgo ma tuŋi yasínniŋke ɲuŋ'i, maa wwɔ̀ ná ma tuŋi cwoŋi w'e.
GEN.49.4	Lire kurugo, mu saha sì yyaha yyereŋi ta mɛ
GEN.49.5	Simiyɔn ná *Levi kapyiiŋkii ɲyɛ niŋkin,
GEN.49.5	pi maha pi kàshikwɔnŋwɔhɔgii lwúu marii kakyaare pyi.
GEN.49.6	Mii ɲyɛ a sìi ná pi e pi ŋgwòŋi i mɛ
GEN.49.6	Pi kapyiiŋkii mú sí ɲyɛ a táan mii á mɛ
GEN.49.6	Ɲaha kurugo yɛ mà pi lùyiriwuubii yaha, pi à sùpyire tà bò, pi pege kurugo.
GEN.49.6	Mà pi yaha bàhage na, pi à nùpyahii cyì sirakapanya *kwɔ̀n.
GEN.49.7	Mii à pi láŋa pi lùyirini kurugo, ɲaha na yɛ lùyirini l'à pi wà lire kapiini mpyiŋi na.
GEN.49.7	Mii à pi láŋa pi lùyirintoroni kurugo, ɲaha na yɛ lùyirintoroni l'à pi wà lire kapiini mpyiŋi na
GEN.49.7	Mii sí pi tùluyi pyi yi láha yiye na Izirayɛli kìni i,
GEN.49.7	Yi sí n-tɛ̀ɛn n-tɛ̀ɛn yiye Yakuba kìni
GEN.49.8	*Zhuda, mu sìɲɛɛbii sí raa mu pêre,
GEN.49.8	mu sí ma cyɛge taha ma zàmpɛɛnbii kaɲɛkwuunni na,
GEN.49.8	mu sìɲɛɛbii sí raa niŋkure sínni mu á.
GEN.49.9	Mii jyaŋi, Zhuda, mu na ɲyɛ mu à jwo cànraga
GEN.49.9	ku maha sà ɲaare maa sige yaare tà cû a kyà,
GEN.49.9	maa núr'a pa sínni, maa tooyi sànhana.
GEN.49.9	Mà ku yaha tasínage e, jofoo u sí ɲɛɛ n-jwo na uru sí ku kɔ̀rɔ n-yîrige yɛ?
GEN.49.10	*Saanre kàbiini sì n-fworo Zhuda pyɛnge e mɛ,
GEN.49.10	ɲùŋufente kàbiini sí n-kwôro u tùluge cye e,
GEN.49.10	*supyishiŋi sanŋi sí raa làampuŋi kaan u á,
GEN.49.10	si ŋkúu u á.
GEN.49.11	Zhuda, mu *ɛrɛzɛn cikɔɔge sí ɲwɔ sèe sèl'e,
GEN.49.11	fo si mpyi mu mɛ́ɛ ká dùfaanŋke pwɔ k'e, lire sì yaaga kɛ̀ɛge mɛ.
GEN.49.11	Mu sí raa ma vàanntinŋke jyíi ɛrɛzɛnŋi lwɔh'e
GEN.49.11	s'a ma vàanntinmbwɔhe jyíi ɛrɛzɛnŋi sinmpe e.
GEN.49.12	Mu ɲyiigii sí raa ɲî ɛrɛzɛnŋi lwɔhe cye kurugo,
GEN.49.12	nùjirimpe sí mu ŋkyanhagii pyi cyi fíniŋɛ.
GEN.49.13	Zabulɔn tatɛ̀ɛnge sí n-pyi suumpe lwɔhe ɲwɔge na,
GEN.49.13	batoo nimbwoo sí raa yyereli kuru cyage e,
GEN.49.13	mu kìni sí n-kàre sà nɔ fo Sidɔn kànha na.
GEN.49.14	Isakari fành'à ɲyaha dùfaanŋa fiige,
GEN.49.14	u tatɛ̀ɛng'à bɛ yatɔɔre tabyige na,
GEN.49.15	u à tatɛ̀ɛnge ɲya k'à ɲwɔ,
GEN.49.15	kìni mú s'à táan ke,
GEN.49.15	ka u u wá na báaraŋi niŋgaŋi pyi
GEN.49.15	mu à jwo biliwe.
GEN.49.16	Dan sí u kìni shiinbii shwɔ u zàmpɛɛnbii na,
GEN.49.16	Izirayɛli tùluyi sanɲyi fiige.
GEN.49.17	U na ɲyɛ mu à jwo wwɔ̀ ŋgemu u à sínni kuni i ke,
GEN.49.17	mu à jwo màcwɔn kuɲcwɔre e,
GEN.49.17	u maha shɔnyi nɔni tooyi na, shɔndugubil'a sì wá na ɲcwo.
GEN.49.18	Kafooŋi Kile, mii à tɛ̀ɛn ná l'e na mu sí mii shwɔ.
GEN.49.19	Gadi wi ke, kakuumpyiibii pìi sí n-pa n-cwo u na, si u tun.
GEN.49.19	Ŋka u sí pi kɔ̀rɔ n-caala.
GEN.49.20	Ashɛri wi ke, yafaayi sí raa ɲwɔge u kìni i.
GEN.49.20	Saanbii ɲjyìŋi niɲcɛnŋi sí raa ntaa l'e.
GEN.49.21	Nɛfitali na ɲyɛ mu à jwo cèŋɛ, ŋkemu ku ɲyɛ kuy'á ke, ku maha cèmpyire nisìnante sini.
GEN.49.22	Yusufu fành'à ɲyaha mu à jwo sige dùfaanŋa ku ɲyɛ lwɔhɔ ɲwɔ na;
GEN.49.22	mu à jwo sige dùfaanmbile kafaawaga ɲuŋ'i.
GEN.49.23	Sintaayifeebil'à taha u fye e,
GEN.49.23	maa u ŋwɔ ná tàanbil'e, maa u kànha sèl'e.
GEN.49.24	Ŋka u sintaag'à kwôro u cye e,
GEN.49.24	Yakuba u Kileŋi Siŋifol'à fànha kan u cyey'á.
GEN.49.24	Uru Kileŋi u ɲyɛ Izirayɛli kàanmucyafooŋi,
GEN.49.24	uru mú u ɲyɛ Izirayɛli taŋwɔhɔge.
GEN.49.25	Mu tuŋi u Kileŋi u sí mu tɛ̀gɛ,
GEN.49.25	Kile Siŋi Punifoo u sí jwó le mu á,
GEN.49.25	si nìɲyiiŋi zànhe kan mu á,
GEN.49.25	si jwó le mu á,
GEN.49.25	si ɲìŋke lùbilibii kan mu á,
GEN.49.25	si mu pyìibii pyi pi ɲyaha;
GEN.49.25	si mu yatɔɔre pyi ti púgo.
GEN.49.26	Jwóobii Kile à le mu tuŋ'á ke,
GEN.49.26	pir'à fànha tò ɲaɲyi niɲjyeyi yacɛnyi na,
GEN.49.26	Kile u jwó le Yusufu á amuni,
GEN.49.26	Kile u jwó le u á,
GEN.49.26	uru ŋgemu u ɲyɛ u cìnmpyiibii ɲùŋɔ na ke.
GEN.49.27	Bɛnzhama na ɲyɛ mu à jwo sige pwun katege wu.
GEN.49.27	Ɲyɛ̀ge na, u maha sige yaare tà cû a kyà,
GEN.49.27	yàkoŋke u maha tà táa táa u pyìibii na.»
GEN.49.28	Ɲyɛ Izirayɛli tùluyi kɛ ná shuunniŋ'à fworo mpii shiin kɛ ná shuunniŋi i. Pi tuŋi Yakuba jwumpe nizanmpe pu mpyi mpe mà yyaha tíi ná pi puni niŋkin niŋkinŋi i, wà ná wà wumɔ ɲyɛ a pyi niŋkin mɛ.
GEN.49.29	Ɲyɛ lire kàntugo, ka *Yakuba si yi jwo a waha u jyaabil'á na: «Mii aha bú ŋkwû, yii i sà na tò na tulyeyi tatoŋke e, ɲaŋgyige ku ɲyɛ Kyiti shinŋi Efirɔn kɛrɛge e ke, wani yii sí n-sà mii tò na tulyeyi taan. 
GEN.49.30	Kuru ɲaŋgyige na ɲyɛ Makipela kɛrɛge e, Mamire cyage e, *Kana kìni i. *Ibirayima u à kuru cyage shwɔ Kyiti tùluge shinŋi Efurɔn á, mà pyi u kwùu tatòŋɔ. 
GEN.49.31	Wani Ibirayima ná u cwoŋi Sara, ná Ishaka ná u cwoŋi Erebeka à tò, wani mii à na cwoŋi Leya tò mú. 
GEN.49.32	Kuru kɛrɛge ná ɲaŋgyige ku ɲyɛ k'e ke, yire pun'à shwɔ Kyiti shiinbil'á.»
GEN.49.33	Ɲyɛ Yakuba à puru jwumpe jwo a kwɔ̀ u jyaabil'á ke, maa tooyi dùrugo yasínniŋke na, maa sínni, ka u múnaani si fworo u e.
GEN.50.1	Tèni i Yusufu à cè na u tuŋ'à kwû ke, ka u u u yyahe bûru u woge na, maa mɛɛ sú.
GEN.50.2	U à kwɔ̀ mɛɛsuni na ke, maa u wyempyiibii pyi pi à u tuŋi buwuŋi yal'a yaa ná nùguntangayaayi i mà yaha. 
GEN.50.3	Ka pi i ŋkwôro u ɲjaaŋi na fo mà sà nta canmpyaa beeshuunni, ɲaha na yɛ *Misira kìni làda u mpyi ure. Ka Misira shiinbii si yamɛɛni sú fo canmpyaa beetaanre ná kɛ. 
GEN.50.4	Cyire canmpyaagil'à fûnŋɔ ke, ka Yusufu si yi jwo Farɔn fyèɲwɔhɔshiinbil'á «Kampyi sèe wi, mii kyal'à táan yii á, yii na pwɔhɔ yii sà yi jwo Farɔn á, 
GEN.50.5	na mà mii tuŋi yaha u sàha ŋkwû mɛ, u à yi jwo mii á na uru ká ŋkwû, mii i sà uru tò u fanŋke nintùgoge e *Kana kìni i, mii s'à kâa u á na mii sí li pyi. Lire kurugo, mii la ɲyɛ si sà na tuŋi tò si láha núru mpa.» 
GEN.50.6	Ɲyɛ puru jwump'à nɔ Farɔn na ke, ka u u yi jwo Yusufu á «Sà ma tuŋi tò Kana kìni i, maa núru, ɲaha na yɛ mu à kâa mà kwɔ̀ u á na mu sí lire pyi». 
GEN.50.7	Yusufu niŋkàriŋi ná u tuŋi buwuŋi i, Farɔn kìni ɲùŋufeebii pun'á sà u tùugo, Farɔn nàŋkolyeebii ná Misira kìni nàŋkolyeebii sanmpii puni, 
GEN.50.8	ná Yusufu pyɛngɛ shiinbii puni, ná u sìɲɛɛbii, ná u tuŋi pyɛngɛ shiinbii puni. Pyìibii ná yatɔɔre kanni t'à kwôro Gozheni kùluni i, Misira kìni i. 
GEN.50.9	Shɔnyi wòtorobii ná shɔndugubii mú na mpyi ná pi e. Sùpyiɲyahara ti mpyi tiye fye e na ŋkɛ̀ɛge.
GEN.50.10	Tafafyinge ku ɲyɛ Zhurudɛn baŋi kàntugo, ná ku mɛge ɲyɛ Atadi ke, pi à nɔ wani maa yamɛɛni sú, maa kwuuyi wà sèl'e. Canmpyaa baashuunni pi à pyi kuru kwùge na wani. 
GEN.50.11	Kana shiinbii pi ɲyɛ lire kìni i ke, pir'à kuru kwùge pyiŋkanni ɲya Atadi tafafyinge e ke, maa jwo «Ŋke à pyi kwùbwɔhɔ Misira shiinbil'á dɛ!» Lire kurugo, pi à kuru cyage mɛge le na *Abɛli Misirayimu, kuru cyage na ɲyɛ Zhurudɛn baŋi kàntugo
GEN.50.12	Lire pyiŋkanni na, *Yakuba mpyi a ɲjemu jwo u pyìibil'á u kwùge kyaa na ke, lire pi à pyi. 
GEN.50.13	Pi à kàre ná u buwuŋi i Kana kìni i. Ɲaŋgyige ku ɲyɛ Makipela kɛrɛge e ke, mà sà ntò wani. *Ibirayima u mpyi a kuru cyage shwɔ Kyiti tùluge shinŋi Efirɔn á, mà yaha kwuutatoŋɔ, kuru cyage laage ɲyɛ a tɔɔn Mamire woge na mɛ. 
GEN.50.14	Yusufu à u tuŋi tò a kwɔ̀ ke, ka u u núr'a kàre Misira kìni i. U sìɲɛɛbii ná shin maha shin u mpyi a kàre ná u e tufooŋi tatoŋke e ke, ka pire puni si núr'a pa Misira e.
GEN.50.15	Ɲyɛ Yusufu sìɲɛɛbil'à li ɲya na pire tuŋ'à kwû ke, ka pi i jwo: «Yusufu ká yîri wuu kurugo numɛ de! Wuu à kapiini ndemu pyi u na ke, u aha jwo u sí lire fwooni tò wuu na de!» 
GEN.50.16	Ka pi i wà yaha a kàr'a sà yi jwo Yusufu á «Mà jwo mu tuŋi u kwû ke, u mpyi a jwo na 
GEN.50.17	wuu sà jwo ná mu i, wuu u mu ɲáare, maa náaŋi maa yàfa ma sìɲɛɛbii na, ɲaha na yɛ pi à kapii pyi mu na.» Ka pi i jwo Yusufu á «Wuu na ɲyɛ mu tuŋi Kileŋi bilii, náaŋi (maa yàfa*) maa ma sìɲɛɛbii kapiini yàfa pi na.» Yusufu à puru jwumpe lógo ke, ka u u mɛɛ sú.
GEN.50.18	Ka u yyahawuubii si ŋkàr'a sà niŋkure sín u taan, maa jwo «Mu bilibii pi mpii.» 
GEN.50.19	Ka u u pi pyi «Yii àha vyá mɛ, mii u ɲyɛ Kile la? 
GEN.50.20	Yii pi ke, yii la mpyi si kapii pyi mii na, ŋka Kile à li kɛ̂ɛnŋ'a pyi kacɛnnɛ, maa li kàntugo pyi nde niɲjaa, bà sùpyire niɲyahara si mpyi si shwɔ mɛ. 
GEN.50.21	Lire e ke, yii àha raa fyáge mɛ, mii sí yii ná yii pyìibii puni le na kaloge ɲwɔh'i.» Maa jwo ná pi e tìpoom'i, mà pi zòmpii tìŋɛ.
GEN.50.22	Lire kàntugo, Yusufu ná u cìnmpyiibil'à kwôro *Misira e. Yusufu shìŋi tɛgɛn'à pyi yyee ŋkuu ná kɛ. 
GEN.50.23	U à u jyaŋi Efirayimu pyìibii ná u ɲampyire ɲya. Ɲyɛ Manase ɲampyir'à si ke, ka Yusufu si pire pyi u pyìi. Manase ɲampyire na mpyi Makiri pyìi.
GEN.50.24	Canŋka Yusufu à jwo u sìɲɛɛbil'á «Li sì mɔ mɛ, mii sí n-kwû, ŋka yii i dá li na na Kile sí yii le u kaloge ɲwɔh'i, si yii yige nde kìni i. Kìni ɲwɔmɛɛni u à lwɔ́ wuu tulyeyi *Ibirayima ná Ishaka ná *Yakuba á ke, u sí n-kàre ná yii e wani.» 
GEN.50.25	Lire kàntugo, Yusufu à u sìɲɛɛbii pyi «Yii kâa na ɲyii na, na Kile ká bú yii yige Misira e, yii niŋkàribii, yii sí n-kàre ná mii kaciiyi i.»
GEN.50.26	Ɲyɛ Yusufu à pa ŋkwû mà u shìŋi yaha yyee ŋkuu ná kɛ ke, ka pi i u buwuŋi bégele ná latikol'e mà le keshu funŋ'i mà tò Misira kìni i.
RUT.1.1	Tèni i *Izirayɛli fànhe mpyi yukyaabil'a ke, katibwɔhɔ mpyi kìni i. Lire kurugo, nàŋi wà ná u cwo ná u jyaabii shuunniŋ'a fworo Bɛtilehemu i, kuru ɲyɛ *Zhuda kìni kànhe kà, sà tɛɛnlɛ pyi Mwabi kìni i. 
RUT.1.2	Nàŋi mɛge na mpyi Elimɛlɛki, ceeŋi woge sí i mpyi Nahami, pyìibii wuyi sí i mpyi Makulɔn ná Kiliyɔn. Efirata tùluge wuubii pìi pi, mà yîri Bɛtilehemu kànhe e, Zhuda kìni i. Lire tɛɛnni funŋke e Mwabi i, 
RUT.1.3	ka Elimilɛki si ŋkwû, maa Nahami ná u jyaabii yaha. 
RUT.1.4	Ka pire si Mwabi kìni cyeebii pìi lèŋɛ, wà mɛge na mpyi Oripa, sanŋi woge sí ɲyɛ Uruti. Yyee kɛ fiige pi a pyi, 
RUT.1.5	ka Makulɔn ná Kiliyɔn si ŋkwû mú. Ka Nahami si ŋkwôro nɔ̀ ná pyìi baa.
RUT.1.6	Ka Nahami si lógo na Kafooŋi Kile na wá u kìni shiinbii tɛ̀gɛ ná yalyire e. Lire e, ka u u wá na bégele si yîri Mwabi kìni i, s'a wá u kìni i ná u napworibii mú shuunni i. 
RUT.1.7	Ka u u yîri u tatɛɛnge e, u ná u napworibii mú shuunni i, mà kuni lwɔ́ a núru na ŋkɛ̀ɛge *Zhuda kìni i. 
RUT.1.8	Ka Nahami si yi jwo pi a: «Yii núru, yii a sì yii nɛɛbii yyére. Tɛgɛŋkanni na yii a mii ná niŋkwûubii tɛ̀gɛ ke, Kile u yii tɛ̀gɛ amuni. 
RUT.1.9	Kile u yyeɲiŋke kan yii mú niŋkin niŋkin a, yii nàmbayi i.» Maa tàange fwùu kan pi a, ka pi mú shuunni si mɛɛ le na súu. 
RUT.1.10	Ka pi i u pyi: «Ɔnhɔ, wuu sí raa ŋkɛ̀ɛge ná mu i mu shiinbii yyére.»
RUT.1.11	Ka Nahami si yi jwo pi a: «Mii napworibii, yii núru, yii a sì. Ɲaha kurugo yii sí n-tɛ̀ɛn mii yyére yɛ? Mii yyeegil'a nɔ cyage ŋkemu i ke, mii saha sì n-jà pyìi si, mpiimu pi sí n-jà n-pyi yii nàmbaa mɛ. 
RUT.1.12	Yii na yaha naha, yii núru yii a sì yii shiin pyɛngɛ, ɲaha na yɛ mii a lyɛ a kwɔ̀, mii saha sì n-jà nàmbaga jyé mɛ. Mii mɛ́ɛ n'a mpyi na sí nɔ̀ ta niɲjaa, si pùnampyire ta u a, 
RUT.1.13	yii sì n-jà pire sige fo pi aha lyɛ mɛ. Yii sì n-jà nàmbaabii sanmpii cyé mɛ. Kafooŋi Kile a yyefuge yaha mii na, yii s'aha ntaha mii fye e, yii sí n-ta kuru yyefuge e, lire laage sí i ɲyɛ mii na mɛ.» 
RUT.1.14	Ka pi mú shuunni si myahii le na súu sahaŋki, ka Oripa si tàange fwùu kan, maa kàntugo wà pi nacwoŋ'a, ka Uruti si ɲcyé, maa yyére u taan.
