GEN.1.1	Paat ra talimpuun i paat ri Aki Kapuuno' napasauk ra limbowon am namingkal ra tana' ti.
1KI.11.8	Nambaal Raja' Salomo niayuk ra intok-intok koson ra ngaangai' andu' nano ondo' bansa' ru bokon koson panalaban ra kaminyan am mampataak ra taak simbalui ra dewa nilo sigagama'.
1KI.11.9+1KI.11.10	Kabalu' pana ra 
1KI.11.11	Indagu 
1KI.11.12	Kaa' sabap no i Daut ama' muno, kalo mambaal Aku ragitio buoi ra okou maayag, kaa' paat ra pamarintaan ru anak muno. 
1KI.11.13	Kalo mangalap Aku ra titikop ru pamarintaan no intor riso; manaak Aku riso ra sampiapat sabap ra ulipon Kuli i Daut am sabap ra Jirusalim, bandar ondo' pinili' Kuno masauk ra longgom Kuno.”
1KI.11.14	Ginio ra 
1KI.11.15+1KI.11.16	Nabuoi ra kalo poyo raginio, kalupus Raja' Daut nangala ra Idom, i Joab, panglima saujor ru Raja' Daut minongoi ra giu' no koson mompolobong ra saujor-saujor nano ondo' minatoi. I Joab am ulun-ulun nano minayan giu' ra Idom buoi onom ngansila'. Paat raginio namatoi ilo ra ngaangai' ungkuyon giu' ra Idom, 
1KI.11.17	ondo' ayuk am i Gadad am kukula' ngaulun ulipon ru ama' nano, ondo' bansa' no Idom; nagiru' ilo giu' ra Misir. (Paat raginio lakat ayuk poyo lalaing i Gadad no.) 
1KI.11.18	Kukula' ngaulun ru Idom ondo' lakat poyo naayag no nangiruan ra Midian am minongoi ra Paran. Giu' no kukula' ngaulun poyo minamung risilo, am minongoi ilo ra Misir am minuma' ra raja' ru pagun no. Raja' ru Misir nangani' ri Gadad ra baloi am niayuk akanon. 
1KI.11.19	Kopongo raginio nasauk i Gadad ra rangan moonsoi ru raja' ru Misir, saboi pinataak ru raja' no along nano galama', iono boborok ru Raja' ruandu' Tapinis, ri Gadad koson ra andu' nano. 
1KI.11.20	Andu' ri Gadad naganak ra sangulun anak ungkuyon ondo' ininggalanan ri Ginubat. I Ginubat no tinalanak ru Raja' ruandu' Tapinis giu' ra istana nabaya' anak-anak ungkuyon ru raja' ra bokon no.
1KI.11.21	Paat ri Gadad nokorongog ra minatoi noyo Raja' Daut am i Joab panglima saujor nano minatoi noyo, indagu io ra raja' ru Misir, “Iowo' aku muli' ra pagun kuli galama'.”
1KI.11.22	Pangkuot raja', “Kua? Sinindualan tokou kia? Ginio kia sabap ra okou masaga' muli'?”
1KI.11.22	Taam i Gadad ra raja' no, “Iowo' aku noyo muli'.” Kopongo raginio uli' i Gadad ra pagun nano.
1KI.11.22	Koson ra raja' ru Idom, nasauk Raja' Gadad ra pantula' malaat am mapanggol ra Israil.
1KI.11.23	Nangkinibit niayuk i Aki Kapuuno' ri Rijon anak ri Ilyada mantula' ra Raja' Salomo. I Rijon no nagiru' intor ra tuan nano, Raja' Gadadijir intor ra Joba, 
1KI.11.24	am nasauk io ra tingganai ru santimungan ulun malaat. (Baal ragitio nasauk nalupus Raja' Daut nangala ra Raja' Gadadijir, am namatoi ra saujor ru Siria ondo' nasauk ra pagamung ru Raja' Gadadijir.) I Rijon am ulun-ulun nano minongoi ra Damsyik am minayan ra giu' no. Giu' no ulun ri Rijon nampalantik riso masauk ra raja' ru pagun ru Siria. 
1KI.11.25	Raja' Rijon nasauk ra pantula' ru Israil paat ra Raja' Salomo naayag.
1KI.11.26	Sangulun poyo pantula' ru Raja' Salomo iono sangulun ra pagawai nano, i Jirobiam anak ri Nibat intor ra Jirida giu' ra Ipraim. Ina' nano sangulun napuor makainggalan ri Jirua. 
1KI.11.27	Gitio noyo tunung ru guor no.
1KI.11.27	Raja' Salomo tatanga' mamumpun ra tana' giu' ra tampilon sirangon ru Jirusalim am mamuna' ra timbok ru bandar. 
1KI.11.28	I Jirobiam sangulun mamulok ondo' matasik, am paat ra Raja' Salomo nakakito ra mapara' pirot ri Jirobiam no mangandoi, nangani' Raja' Salomo riso ra kandoi koson ra mantainu ra ngaangai' ulun inulipon giu' ra wilayah ru bansa' ru Manasi am Ipraim. 
1KI.11.29	Paat ra sangarawan, miningkual i Jirobiam intor ra Jirusalim. Giu' ra tanga' ralan, Nabi Agia intor ra Silo nantuum ri Jirobiam; ilo ayuk soroi giu' ra padang. 
1KI.11.30	Nangalus i Agia ra sukub bagu, ondo' binayang nano, am namparilak-rilak nasauk ra mopor am ruo ngarilak. 
1KI.11.31	Indagu i Agia ri Jirobiam, “Alapo' mopor ngarilak rirun galama', sabap ra 
1KI.11.32	Sabap ra ulipon Kuno i Daut am sabap ra Jirusalim, bandar ondo' pinili' Kuno nasauk ra longgom Kuno intor ra titikop ru tana' ru Israil, i Salomo inaru' mamarinta ra rondo' bansa'. 
1KI.11.33	Baalon Ku baal raginio sabap ri Salomo nangimpai Raki' am
1KI.11.34	Kaa' kalo alapon Ku ngaangai' pamarintaan no intor ri Salomo. Mangiou Aku riso mamarinta buoi ru bayag nano. Baalon Ku ginio sabap ra ulipon Kuno i Daut, ondo' pinili' Kuno am ondo' giminagaya' ra ukum am niayuk susuban Kuno. 
1KI.11.35	Alapon Ku pamarintaan intor ra anak ungkuyon nano i Salomo am mangani' rirun ra mopor bansa'. 
1KI.11.36	Kaa' iowon Ku anak ungkuyon ri Salomo mamarinta ra rondo' bansa' maa' raginio magail Aku mokoondo' sangulun intor ra papag ru ulipon Kuno i Daut koson mamarinta ra Jirusalim, bandar ondo' pinili' Kuno koson ra intok sambayangan Raki'. 
1KI.11.37	Okou Jirobiam, saukon Tokou ra raja' ru Israil. Mamarinta kou ra ngaangai' wilayah ondo' kasagaan muno. 
1KI.11.38	Amon ru gumagaya' kou Raki' ra sotopot-topot no, maayag sumugut ra ukum Kuno, manugut ra susuban Kuno, am niayuk mapabansuk ra guang Kuno, koson ra ulipon Kuno i Daut ragili, magail Aku mabaya' Rirun. Mapasauk Aku rirun ra raja' ru Israil am manutun Aku maa' raginio papag muno maparayus ra pamarintaan muno koson ra binaal Kuno ri Daut. 
1KI.11.39	Sabap ra tula ri Salomo, mangukum Aku ra papag ri Daut, kaa' kalo mantilayun.’ ”
1KI.11.40	Mangkinam Raja' Salomo mamatoi ri Jirobiam paat ra tanou no nakasaboi riso, kaa' nagiru' i Jirobiam minongoi ra Raja' Sisak giu' ra Misir, am ayan ra giu' no saboi Raja' Salomo minatoi.
1KI.11.41	Ngaangai' binaal ru Raja' Salomo, intor ra pamarintaan am kapintaran nano tinulisan noyo ralalom ru 
1KI.11.42	Raja' Salomo nasauk ra raja' giu' ra Jirusalim am namarinta ra titikop ru Israil buoi apat ngoopor ngambilor. 
1KI.11.43	Raja' Salomo minatoi am linobong giu' ra Bandar Daut. I Rigabiam, anak ungkuyon ru Raja' Salomo minalit riso koson ra raja'.
1KI.12.1	I Rigabiam minongoi ra Sikgim, sabap ra ngaangai' ru bansa' giu' ra tampilon ralayo natitimung ra giu' no koson mampalantik riso masauk ra raja'. 
1KI.12.2	Paat ri Jirobiam anak ri Nibat nokorongog ra tanou no, minugar io intor ra Misir.
1KI.12.3	Bansa'-bansa' giu' ra ralayo nampiau ri Jirobiam, am nababaya' riso minuma' ra Raja' Rigabiam am indagu riso, 
1KI.12.4	“Ama' muli, Raja' Salomo, malaat pinamakuan no ramon am nangani' ra saanin ondo' maagat. Raino amon ru mampamaan kou ra saanin mai am moonsoi pamakuan ramon, masauk akai ra mamagun ondo' gumagaya' rirun.”
1KI.12.5	Taam Raja' Rigabiam, “Ratong poyo malupus talu ngoorou; mambala' aku ra taaman ra maagu no.” Ginio ra ilo pana minugar.
1KI.12.6	Nakipinson Raja' Rigabiam intor ra tingganai-tingganai tuu' lair ondo' nangandoi koson ra maminson ra ama' nali. Pangkuot io, “Ati kulaan kinua' pataamon ku ra ulun-ulun raginio? Atan pinson min?”
1KI.12.7	Taam ilo, “Amon ru masaga' kou mambaal ra moonsoi ra mamagun, iowo' kitaakon nilo, am ilo pana mambaal ra moonsoi am gumagaya' rirun.”
1KI.12.8	Kaa' Raja' Rigabiam kalo nampalio ra pinson ru tingganai-tingganai tuu' lair no. Lukiat io nangkuot piboo ra ulun mamulok ondo' santuu' riso, am ondo' raino nasauk ra maminson riso. 
1KI.12.9	Indagu io, “Atan kia pinson mino? Atan kia musiti' ku pataamon ra ngaangai' ulun no, ondo' nakimaan raki' ra saanin maagat nilono?”
1KI.12.10	Taam ilo, “Ragui' ilo, ‘Titingkis kuno maayo poyo intor ra awak ru ama' kuno!’
1KI.12.11	Ragui' ilo, ‘Ama' kuli nangani' ramuyun ra saanin maagat, kaa' mangani' aku ramuyun ra saanin ondo' maagat poyo. Ama' kuli nampalapos ramuyun ra pitol lalapos, kaa' loposon takamin ra pitol lalapos ondo' makaruui ru basi'!’ ”
1KI.12.12	Kopongo talu ngoorou no, i Jirobiam am mamagun no riminatong poyo muma' ra Raja' Rigabiam, sumugut ra rinagu nali. 
1KI.12.13+1KI.12.14	Kalo nampalio raja' no ra pinson ru tingganai-tingganai tuu' lair no. Lukiat io nanugut ra pinson ru ulun mamulok am indagu ra mamagun ra malasang, “Ama' kuli nangani' ramuyun ra saanin ondo' maagat, kaa' mangani' aku ramuyun ra saanin ondo' maagat poyo. Ama' kuli nampalapos ramuyun ra pitol lalapos, kaa' mampalapos aku ramuyun ra pitol lalapos ondo' makaruui ru basi'!” 
1KI.12.15	Masaga' 
1KI.12.16	Ginio ra gumuor ulun ru Israil, 
1KI.12.17	am i Rigabiam nasauk ra raja' ru mamagun ru wilayah Jiuda ayuk.
1KI.12.18	Kopongo raginio nanusub Raja' Rigabiam ri Adoniram, magalung ra kuli', mongoi ra ulun ru Israil, kaa' nomobol ilo riso saboi minatoi. Ginio ra naringkaagou Raja' Rigabiam nagiru' ra Jirusalim ra nangkurita' kuda. 
1KI.12.19	Intor raginio, mamagun giu' ra tampilon ralayo ru pamarintaan ru Israil magail gumuor ra raja'-raja' ru papag ru Raja' Daut.
1KI.12.20	Paat ra ulun ru Israil nokorongog ra minuli' noyo i Jirobiam intor ra Misir, nangkimait ilo riso mongoi ra rondo' pantuuman ru mamagun, am nampalantik riso masauk ra raja' ru Israil. Bansa' ru Jiuda ayuk ondo' gumagaya' ra papag ru Raja' Daut.
1KI.12.21	Paat ra Raja' Rigabiam nakasaboi giu' ra Jirusalim, nanimung io ra 180,000 ngaulun saujor ondo' moonsoi kaga' intor ra bansa' ru Jiuda am Binjamin. Raja' Rigabiam masaga' mangayou koson mapatapuli' ra kuasa' nano ra bansa'-bansa' ru Israil giu' ra tampilon ralayo. 
1KI.12.22	Kaa' i Aki Kapuuno' nanusub ra Nabi Simaya 
1KI.12.23	mampasaboi ra ragu Nano ra Raja' Rigabiam am ngaangai' bansa' ru Jiuda am Binjamin, 
1KI.12.24	“Koon raginio ragu ru 
1KI.12.25	Raja' Jirobiam, raja' ru Israil, nambaal saguli' ra bandar Sikgim giu' ra kabuluran Ipraim am ayan ra giu' no ra buoi. Kopongo raginio nangiruan io intok raginio, am pambaal ra bandar Pinuil. 
1KI.12.26+1KI.12.27	Koon nano ralalom ru guang, “Ralalom ru baal ra raino ti, amon ru mamagun kuno mongoi ra Jirusalim koson mampataak ra taak simbalui ra 
1KI.12.29	Raja' Jirobiam noposoroi rondo' sinungkalalaing ru sapi' mas giu' ra Bitil am rondo' poyo giu' ra Dan. 
1KI.12.30	Koon raginio noyo mamagun makatula sabap ra minongoi ilo sambayang giu' ra Bitil am giu' ra Dan.
1KI.12.31	Nambaal niayuk i Jirobiam ra intok-intok sambayangan giu' ra rasawat ru bulur-bulur, am nampili' ra imam-imam ondo' sala' ka intor ra bansa' ru Liwi.
1KI.12.33	Paat ra orou koopor am limo ra sila' kabalu', orou ondo' inaru' nano galama', minongoi io ra Bitil koson mampataak ra taak simbalui giu' ra rasawat ru altar, koson mangiantak ra pangiantakan ondo' inaru' nano ra tayar ru ulun ru Israil.
1KI.13.1	Paat raginio mokoondo' sangulun nabi intor ra Jiuda. Sinusub io ru 
1KI.13.2	Sumugut ra susuban ru 
1KI.13.3	Rinayus poyo ru nabi no ragu nano, “Mapuut altar ti, am kaau ondo' soroi ra rasawat no malayak. Ginio noyo inono' no ra minindagu 
1KI.13.4	Paat ra Raja' Jirobiam nokorongog ra baal raginio, indagu io liliwa' nanulu' ra nabi no, “Rokopo' io!” Paat raginio niayuk longon ru raja' no kiminotog saboi ra kalo mabunduk no saguli'. 
1KI.13.5	Namulali' altar no napuut am kaau no nalayak ra tana', koson ra rinagu ru nabi no ralalom inggalan ru 
1KI.13.6	Indagu Raja' Jirobiam ra nabi no, “Pakiasi' noyo ra 
1KI.13.6	Pakiasi' nabi no ra 
1KI.13.7	Indagu raja' no ra nabi no, “Ibok ongoi akan giu' ra baloi kuno. Mangayup aku rirun ra tangguang ra binaal moonsoi muno.”
1KI.13.8	Taam nabi no, “Kabalu' pana ra mangani' kou raki' ra sampiruo intor ra rapu' muno, kalo maya' aku rirun, kapoam mangakan manginum mabaya' rirun. 
1KI.13.9	Nanusub 
1KI.13.10	Koon raginio noyo nabi no kalo minuli' minaya' ra ralan binayaan nano ragili, kaa' minaya' ra ralan ra bokon.
1KI.13.11	Paat raginio, mokoondo' sangulun nabi matutuo ondo' minayan ra Bitil. Anak-anak nano
1KI.13.12	Pangkuot nabi matutuo no ra anak-anak nano, “Nabi intor ra Jiuda no minaya' ra ati ralan paat io minuli'?” Nanulu' ilo ra ralan ondo' binayaan ru nabi no riso.
1KI.13.13	Nanusub nabi matutuo no ra anak-anak nano nampabanta' ra palana no ra kaladai nano. Kopongo nilo ginio, nangura' io ra kaladai no 
1KI.13.14	am minilou ra nabi intor ra Jiuda no. Kopongo raginio natuum no nabi no tatanga' manturung ra saau ru sampuun tataun makalu. Pangkuot nabi matutuo no riso, “Okou kia nabi intor ra Jiuda?”
1KI.13.14	Taam nabi no, “Iou.”
1KI.13.15	Indagu nabi no, “Ibok no muli' am mangakan mabaya' raki'.”
1KI.13.16	Kaa' taam nabi intor ra Jiuda no, “Kalo makaaya' aku rirun, kapoam mumpos ra baloi muno. Aku ti kalo makainum kapoam makaakan ra atan-atan ragiti. 
1KI.13.17	Nanginggalar 
1KI.13.18	Indagu boo nabi matutuo intor ra Bitil no riso, “Aku pana sangulun nabi koson rirun. Sumugut ra susuban ru 
1KI.13.19	Ginio ra nabi intor ra Jiuda no minaya' riso minuli' am nangakan nabaya' riso. 
1KI.13.20	Tatanga' ra ilo mangakan, indagu 
1KI.13.21	am posoboyo' no ra ragu raginio ra nabi intor ra Jiuda no, “Minindagu 
1KI.13.22	Tumbalik no, okou minuli' am nangakan giu' ra intok ondo' nanginggalaran Nano. Ginio ra potoyon kou, am baangkai muno lobongon giu' ra kalabangan ru sasambaloi muno.”
1KI.13.23	Kopongo nangakan, nabi matutuo no napabanta' ra palana ru kaladai no ra bala ru nabi intor ra Jiuda, 
1KI.13.24	am nabi no pana minugar. Giu' ra tanga' ru ralan, sanginan singa' nansaam riso am namatoi riso. Baangkai nano nokoloso ra tanga' ru ralan, liliwa' kaladai am singa' no minigor ra kiing nano. 
1KI.13.25	Kukula' ngaulun ondo' nansail ra giu' no nakakito ra baangkai no am singa' ondo' minigor ra kiing nano. Minongoi ilo ra Bitil am nambala' ra baal raginio.
1KI.13.26	Pakaining nabi matutuo no raginio, indagu io, “Ginio nabi ondo' kalo gumagaya' ra susuban ru 
1KI.13.27	Kopongo raginio indagu io ra anak-anak nano, “Pabantaa' palana ru kaladai kuno.” Ilo pana nambaal raginio. 
1KI.13.28	Nangura' io ra kaladai nano am ugar. Natuum no baangkai ru nabi no nakalangan ra tanga' ru ralan, am kaladai am niayuk singa' minigor ra kiing nano. Singa' no kalo nangakan ra baangkai no kapoam nansaam ra kaladai no. 
1KI.13.29+1KI.13.30	Nabi matutuo no nangkayang ra baangkai no, posokoyo' no ra kaladai nano, am ibito' no minuli' ra Bitil. Nanulaboi io riso am linobong no giu' ra kalabangan ru sasambaloi nano galama'. Io am anak-anak nano nanulaboi riso am indagu, “Alii boo rirun, pabukat kuno, pabukat kuno!” 
1KI.13.31	Kopongo raginio indagu nabi no ra anak-anak nano, “Paat ra aku matoi, makilobong aku ra kalabangan ragitio, am pabantaan baangkai kuno ra sapapa' ru baangkai nano. 
1KI.13.32	Ragu ru 
1KI.13.33	Raja' Jirobiam, giu' ra Israil lakat poyo kalo timinalikur ra binaal nano ra malaat. Nampili' io ra imam intor ra sasambaloi sala' ka Liwi koson mangandoi ra altar-altar ondo' binaal nano. Nampalantik io ra osoi ayuk ondo' masaga' sumauk ra imam. 
1KI.13.34	Tula ru raja' ti nagibit ra karatuan am kapusaan ru pamarintaan ru papag nano.
1KI.14.1	Paat raginio, i Abia, anak ungkuyon ru Raja' Jirobiam marualan. 
1KI.14.2	Indagu Raja' Jirobiam ra andu' nano, “Salu no maa' raginio kolondo' osoi pana makaulig rirun. Ongoi no ra Silo, intok inayanan ri Agia, nabi ondo' nanala' ra masauk aku ra raja' ru Israil. 
1KI.14.3	Ibiti' io ra mopor ruti', am sambutul ruu' ru maingot. Kuati' io ra atan ondo' masauk ra anak tati. Mambala' io rirun.”
1KI.14.4	Ongoi boo andu' ru Raja' Jirobiam ra baloi ri Agia giu' ra Silo. I Agia kalo boo makakito sabap ra matutuo noyo kaga'. 
1KI.14.5	Nambala' 
1KI.14.5	Paat ra andu' ru Raja' Jirobiam no nakasaboi, mitambingai io masauk ra ulun ra bokon. 
1KI.14.6	Kaa' paat ri Agia nokorongog ra matong io giu' ra kulobon, indagu i Agia, “Umpos no. Nakapandai aku ra okou no andu' ru Raja' Jirobiam. Kua mitambingai masauk ra ulun ra bokon? Mokoondo' aku ra tanou malaat rirun. 
1KI.14.7	Ongoi noyo balai' Raja' Jirobiam ra koon raginio ragu ru 
1KI.14.8	Mangalap Aku ra pamarintaan ri Daut intor ra papag nano am pataakin rirun. Kaa' okou kalo koson ra ulipon kuli i Daut. Gumagaya' io Raki' am gumagaya' Io ra susuban Kuno. Binaal no ayuk atan ondo' kasagaan Kuno. 
1KI.14.9	Tula muno maayo poyo intor ra ulun ondo' namarinta nakapagulu intor rirun. Nangimpai kou Raki'. Napatabual kou ra sangit Kuno paat ra okou nambaal ra sinungkalalaing sambaan am sinungkalalaing intor ra basi'. 
1KI.14.10	Ginio sabap ra mamparatong Aku ra karaat ra papag muno. Mamatoi Aku ra ngaangai' ru papag muno ondo' ungkuyon, ondo' mamulok am niayuk ondo' matutuo. Liomon Ku sasambaloi muno. Saliiron ilo koson magalus ra majamol. 
1KI.14.11	Ngaangai' ulun ru sasambaloi muno ondo' matoi giu' ra ralalom ru bandar akanon ru uku', am ondo' matoi giu' ra padang akanon ru susuit. Aku, 
1KI.14.12	Rinayus poyo ri Agia ragu-ragu nano ra andu' ru Raja' Jirobiam, “Raino, uli' no. Makasubol kou ayuk ra bandar, matoi anak ungkuyon muno. 
1KI.14.13	Ngaangai' ulun ru Israil mangulir am mompolobong ra anak ungkuyon ru raja' no. Anak ungkuyon raginio rorondo' ra sasambaloi ru Raja' Jirobiam ondo' lobongon ra matanda', sabap ra io no ayuk ondo' kaansayin ru 
1KI.14.14	Lantikon ru 
1KI.14.15	Ukumin ru 
1KI.14.16	Mangiruan 
1KI.14.17	Kopongo raginio siminaguli' andu' ru Raja' Jirobiam ra Tirja. Topot ra pakasubol ayuk andu' ru raja' no ra baloi nano, patoi anak ru raja' no. 
1KI.14.18	Ulun ru Israil nangulir am nompolobong ra anak ru raja' no koson ra ragu ru 
1KI.14.19	Ngaangai' binaal ru Raja' Jirobiam, pangayawan ondo' namanangan nano am pamarintaan nano, tinulisan ralalom ru buuk 
1KI.14.20	Raja' Jirobiam namarinta koson ra raja' buoi ruo ngoopor am ruo ngambilor. Kopongo ra io minatoi am linobong, i Nadab, anak ungkuyon nano, minalit riso koson ra raja'.
1KI.14.21	Raja' Rigabiam anak ungkuyon ru Raja' Salomo makaumur apat ngoopor am saa' paat ra io nasauk ra raja' ru Jiuda. Raja' Rigabiam namarinta buoi mopor am tulu' ngambilor giu' ra Jirusalim, bandar ondo' pinili' ru 
1KI.14.22	Mamagun ru Jiuda makatula ra 
1KI.14.23	Nambaal ilo ra intok-intok sambaan ra dewa am nampatirong ra lugu'-lugu' ru sinungkalalaing sambaan am tatandu'-tatandu' ru Dewi Asyira koson sambaan giu' ra bulur-bulur am ra saau ru puun-puun tataun makalu. 
1KI.14.24	Giu' ra intok-intok no nambaal ilo ra mantalan ra inan koson sumamba ra dewa. Mokoondo' poyo ungkuyon am ruandu' ondo' mangandoi ra intok-intok raginio koson ra mantalan ra inan. Mamagun ru Jiuda nambaal ra baal makauyuyu' ondo' binaal ru bansa'-bansa' ondo' pinagiru' ru 
1KI.14.25	Paat ra bilor kalimo ru pamarintaan ru Raja' Rigabiam, Raja' Sisak intor ra Misir namulunsar ra Jirusalim. 
1KI.14.26	Nampagaau Raja' Sisak ra ngaangai' rapu' giu' ra Baloi ru 
1KI.14.27	Koson ra palit ru perisai-perisai mas no, nambaal Raja' Rigabiam ra perisai-perisai gangsa'. Pinalansan ru raja' no ngaangai' raginio ra pagawai-pagawai ondo' magalung ra kulobon-kulobon garabang ru istana. 
1KI.14.28	Moonong raja' no sumubol ra Baloi ru 
1KI.14.29	Ngaangai' binaal ru Raja' Rigabiam tinulisan ralalom ru buuk 
1KI.14.30	Raja' Rigabiam am Raja' Jirobiam magail mangayou buoi ru pamarintaan ru Raja' Rigabiam. 
1KI.14.31	Raja' Rigabiam minatoi am linobong giu' ra kalabangan ru raja' giu' ra bandar Daut, am i Abiam anak ungkuyon nano, minalit riso koson ra raja'.
1KI.15.1	Paat ra bilor ru koopor am balu' ru pamarintaan ru Raja' Jirobiam giu' ra Israil, i Abiam nasauk ra raja' giu' ra Jiuda. 
1KI.15.2	Talu ngambilor buoi ru Raja' Abiam namarinta ra Jirusalim. Ina' nano i Maakga papag ru Abisalom. 
1KI.15.3	Koson ra ama' nali, Raja' Abiam niayuk makatula am kalo giminagaya' ra 
1KI.15.4	Kaa' sabap ri Raja' Daut, 
1KI.15.5	Binaal ru 
1KI.15.6	Buoi ru Raja' Abiam naayag, pansangaran ondo' timinalimpuun ra Raja' Rigabiam am Raja' Jirobiam lakat poyo nasauk. 
1KI.15.7	Ngaangai' binaal ru Raja' Abiam tinulisan ra ralalom ru buuk 
1KI.15.8	Raja' Abiam minatoi am linobong giu' ra Bandar Daut. I Asa, anak ungkuyon ru Raja' Abiam, namalit riso koson ra raja'.
1KI.15.9	Paat ra bilor karuo ngoopor ru pamarintaan ru Raja' Jirobiam giu' ra Israil, i Asa nasauk ra raja' ru Jiuda, 
1KI.15.10	am namarinta buoi apat ngoopor am rondo' ngambilor giu' ra Jirusalim. Aru' nano i Maakga papag ri Abisalom. 
1KI.15.11	Raja' Asa nambaal ra baal-baal ondo' iniou ru 
1KI.15.12	Ngaangai' ru ulun mantalan ra inan ungkuyon am ruandu' ondo' nangandoi giu' ra intok-intok sambaan ra dewa pinaingkual ra pagun; io niayuk nangimpai ra ngaangai' sinungkalalaing sambaan ondo' binaal ru raja'-raja' nakapagulu intor riso. 
1KI.15.13	Nangimpai Raja' Asa ra aru' nano, i Maakga, intor ra intok nano koson ra ina' ru raja' ruandu', sabap ra nambaal i Maakga rondo' sinungkalalaing makauyuyu', Dewi Asyira, sinungkalalaing sambaan ondo' makatatandu' ra kalabungan. Raja' Asa napalunsai ra sinungkalalaing sambaan raginio am sinolob no giu' ra Limayak Kidron. 
1KI.15.14	Kabalu' pana Raja' Asa kalo namuso ra ngaangai' intok sambaan ra sinungkalalaing, kaa' giminagaya' io ra 
1KI.15.15	Pinabanta' no ngaangai' kuliamos ondo' patimpokon ru ama' nano ri Aki Kapuuno' giu' ra ralalom ru Baloi ru 
1KI.15.16	Raja' Asa giu' ra Jiuda am Raja' Baisa giu' ra Israil magail mangayou buoi ru pamarintaan nilo. 
1KI.15.17	Namulunsar Raja' Baisa ra Jiuda am tumalimpuun mangikang ra bandar Rama koson mongompong ra ralan mingkual sumubol ra Jiuda. 
1KI.15.18	Ginio ra Raja' Asa nangalap ra ngaangai' pirok am mas ondo' lakat poyo soroi giu' ra Baloi ru 
1KI.15.19	“Ibok pakimabukat takano koson ra binaal ru ama' takali ragili. Mas am pirok ti tangguang rirun. Ukato' pabukatan muno ra Raja' Baisa giu' ra Israil, maa' raginio majajalan raja' ru Israil no mampalugut saguli' ra saujor nano intor ra wilayah kuno.”
