MAT.1_1.1	לפניכם ספר קורות חייו של ישוע המשיח, אשר מוצאו מיוחס לדוד המלך ולאברהם אבינו:
MAT.27_1.3	כאשר ראה יהודה הבוגד שישוע נידון למוות, התחרט על המעשה שעשה והחזיר את הכסף לראשי הכוהנים והזקנים.
MAT.27_1.4	”חטאתי“, הכריז יהודה. ”בגדתי באדם חף מפשע.“
MAT.27_1.4	”לא אכפת לנו“, השיבו. ”זאת הבעיה שלך.“
MAT.27_1.5	יהודה זרק את הכסף על הרצפה במקדש, והלך לתלות את עצמו.
MAT.27_1.6	ראשי הכוהנים אספו את הכסף מהרצפה ואמרו: ”איננו יכולים להכניס את הכסף לאוצר, כי התורה אוסרת קבלת כסף דמים.“
MAT.27_1.7	הם התייעצו ביניהם, ולבסוף החליטו לקנות בכסף זה את שדה היוצר בירושלים, שהשתמשו בו לקבורת גויים.
MAT.27_1.8	משום כך נקרא השדה ההוא עד היום הזה: ”שדה הדם“.
MAT.27_1.9+MAT.27_1.10	זה היה לקיים את נבואת זכריה: ”הם לקחו את שלושים שקלי הכסף – המחיר שבו העריכו אותו בני ישראל – וקנו שדה מאת הקדר, כפי שהדריך אותי ה׳.“
MAT.27_1.11	ישוע עמד לפני פילטוס, המושל הרומאי, וזה שאל אותו: ”האם אתה מלך היהודים?“
MAT.27_1.11	”אתה אומר“, השיב ישוע.
MAT.27_1.12	אולם כאשר ראשי הכוהנים והזקנים האשימו אותו, ישוע לא אמר דבר.
MAT.27_1.13	”האם אינך שומע את מה שהם אומרים?“ שאל פילטוס.
MAT.27_1.14	אך להפתעתו הרבה של המושל לא אמר ישוע דבר.
MAT.27_1.15	כל שנה, לכבוד חג הפסח, נהג המושל לשחרר אסיר יהודי אחד לפי בחירת העם. 
MAT.27_1.16	באותה שנה היה בכלא אסיר ידוע לשמצה בשם ישוע בר־אבא. 
MAT.27_1.17	כאשר התאסף באותו בוקר המון רב לפני ביתו של פילטוס, הוא שאל: ”את מי אשחרר לכם, את ישוע בר־אבא, או את ישוע הנקרא משיח?“ 
MAT.27_1.18	כי פילטוס ידע היטב שמסרו את ישוע מתוך קנאה.
MAT.27_1.19	באותו זמן, כשישב פילטוס על כסאו בבית־הדין, שלחה אליו אשתו הודעה: ”עזוב את האיש הטוב הזה לנפשו, כי בלילה האחרון חלמתי עליו חלום נורא.“
MAT.27_1.20	בינתיים הספיקו ראשי הכוהנים והזקנים לשכנע את ההמון לדרוש את שחרורו של בר־אבא, ואת הוצאתו להורג של ישוע. 
MAT.27_1.21	וכך כשחזר המושל ושאל: ”את מי מהשניים אשחרר לכם?“ צעק הקהל: ”את בר־אבא!“
MAT.27_1.22	”אם כך, מה אעשה עם ישוע הנקרא משיח?“ שאל פילטוס.
MAT.27_1.22	”צלוב אותו!“ הם צעקו.
MAT.27_1.23	”מדוע? מה עשה?“ שאל פילטוס.
MAT.27_1.23	הם לא ענו, ורק הגבירו את צעקותיהם: ”צלוב אותו!“
MAT.27_1.24	כשראה פילטוס שאין טעם להמשיך ושעלולה לפרוץ מהומה, דרש שיביאו אליו קערת מים. הוא רחץ את ידיו לעיני הקהל ואמר: ”הידיים שלי נקיות מדמו של האיש הצדיק הזה. האחריות מוטלת עליכם!“
MAT.27_1.25	וההמון השיב בצעקה: ”דמו עלינו ועל בנינו!“
MAT.27_1.26	אז שחרר להם פילטוס את בר־אבא, ולאחר שהלקה את ישוע בשוטים מסרו לידי החיילים הרומאים, כדי שיקחו אותו לצליבה. 
MAT.27_1.27	אולם לפני כן הם לקחו אותו אל ארמון המושל וקראו לכל חיילי המשמר. 
MAT.27_1.28	הם הפשיטוהו והלבישוהו גלימת ארגמן. 
MAT.27_1.29	לאחר מכן שזרו זר מקוצים ארוכים והניחו על ראשו ככתר, בידו הימנית שמו מקל כשרביט, כרעו ברך לפניו בלגלוג והתגרו בו בקריאות לעג: ”יחי מלך היהודים!“ 
MAT.27_1.30	הם ירקו בפניו, חטפו מידו את המקל והכוהו על ראשו.
MAT.27_1.31	לאחר שסיימו החיילים להתלוצץ ולצחוק עליו, הפשיטו מעליו את הגלימה והלבישו אותו בבגדיו, והוציאו אותו החוצה לצליבה.
MAT.27_1.32	בדרך למקום הצליבה הם פגשו את שמעון מקוריניה ואילצו אותו לסחוב את הצלב של ישוע. 
MAT.27_1.33	הם המשיכו בדרכם עד שהגיעו למקום הנקרא ”גלגלתא“, או ”מקום הגולגולת“. 
MAT.27_1.34	החיילים נתנו לו יין מסומם, אולם לאחר שטעם ממנו סרב לשתות אותו. 
MAT.27_1.35	לאחר הצליבה הפילו החיילים גורל, כדי לחלק ביניהם את בגדיו של ישוע. 
MAT.27_1.36	ואז התיישבו והביטו בישוע על הצלב. 
MAT.27_1.37	מעל ראשו הם תלו שלט: ”זהו ישוע מלך היהודים.“
MAT.27_1.38	יחד עם ישוע נצלבו גם שני פושעים – אחד לימינו ואחד לשמאלו. 
MAT.27_1.39	העוברים ושבים קללו אותו, לעגו לו וקראו: 
MAT.27_1.40	”נו, אתה יכול להרוס את בית המקדש ולבנותו מחדש בשלושה ימים? אם אתה בן־אלוהים, מדוע אינך יורד מהצלב ומציל את עצמך?“
MAT.27_1.41	גם ראשי הכוהנים, הסופרים והזקנים חרפו אותו ולעגו לו: 
MAT.27_1.42	”הוא יכול להושיע את כולם חוץ מאשר את עצמו!“ צחקו. ”משיח שכמוהו!“ קראו. ”מלך ישראל, הבה נראה אותו יורד מהצלב, ואז נאמין בו! 
MAT.27_1.43	הרי בטח באלוהים, נראה אם אלוהים באמת יציל אותו. הרי אמר שהוא בן־אלוהים!“
MAT.27_1.44	גם הפושעים שנצלבו לידו העליבו אותו בצורה דומה.
MAT.27_1.45	בשעה שתים־עשרה בצהריים כיסה חושך את כל הארץ למשך שלוש שעות.
MAT.27_1.46	בשעה שלוש אחר־הצהריים זעק ישוע זעקת שבר:
MAT.27_1.47	אחדים מהנוכחים חשבו שהוא קורא לאליהו הנביא. 
MAT.27_1.48	אחד מהם רץ והביא ספוג טבול בחומץ, שם אותו בקצה מקל והושיטו לישוע כדי שישתה. 
MAT.27_1.49	אך יתר האנשים אמרו: ”עזוב אותו. הבה נראה אם אליהו באמת יבוא להציל אותו!“
MAT.27_1.50	אז זעק ישוע שנית ונפח את נשמתו. 
MAT.27_1.51	באותו רגע הפרוכת שלפני קודש הקודשים בבית־המקדש נקרעה לשניים – מלמעלה עד למטה. האדמה רעדה, סלעים נבקעו, 
MAT.27_1.52	קברים נפתחו, וצדיקים רבים קמו לתחייה. 
MAT.27_1.53	לאחר תחייתו של ישוע, אלה עזבו את בית־הקברות, נכנסו לירושלים והופיעו לפני אנשים רבים.
MAT.27_1.54	קצין רומאי והחיילים שהיו ליד הצלב, נבהלו מאוד מרעידת האדמה ומכל מה שקרה, וקראו: ”איש זה באמת היה בן־אלוהים!“
MAT.27_1.55	נשים רבות שבאו עם ישוע מהגליל, כדי לשרתו, עמדו מרחוק והתבוננו. 
MAT.27_1.56	ביניהן היו מרים המגדלית, מרים אמם של יעקב ויוסף, ואמם של יעקב ויוחנן (בני זבדי).
MAT.27_1.57+MAT.27_1.58	בערב ניגש אל פילטוס יוסף מן־הרמתיים, שהיה אדם עשיר ותלמיד של ישוע, וביקש את גופתו. פילטוס ציווה לשחרר את הגופה ולהעביר אותה ליוסף. 
MAT.27_1.59	יוסף לקח את הגופה, עטף אותה בסדין לבן, 
MAT.27_1.60	הניח אותה בתוך קבר חדש שחצב בשביל עצמו, סתם את הפתח באבן גדולה והלך לדרכו. 
MAT.27_1.61	מרים המגדלית ומרים השנייה ישבו במרחק והסתכלו.
MAT.27_1.62	למחרת, בתום טקסי החג, באו ראשי הכוהנים והפרושים אל פילטוס 
MAT.27_1.63	ואמרו: ”אדוננו, השקרן הזה אמר פעם שלאחר שלושה ימים ישוב ויקום לתחייה. 
MAT.27_1.64	משום כך אנחנו מבקשים ממך לחתום את הקבר עד לאחר היום השלישי, כדי שתלמידיו לא יגנבו את הגופה ויפיצו את השמועה שהוא קם מן המתים. אחרת תהיה התרמית גרועה מזו הראשונה.“
MAT.27_1.65	פילטוס אמר להם: ”יש לכם משמר שלכם, אתם יודעים איך לטפל זה כמו שצריך“.
MAT.27_1.66	וכך הם חתמו את הקבר והציבו שומרים.
MAT.28_1.1	ביום ראשון השכם בבוקר, בעלות השחר, הלכו מרים המגדלית ומרים השנייה אל הקבר.
MAT.28_1.2	לפתע התחוללה רעידת אדמה חזקה, ומלאך ירד מהשמים, הזיז את האבן שחסמה את הפתח וישב עליה. 
MAT.28_1.3	פניו האירו כברק, ובגדיו היו צחורים כשלג. 
MAT.28_1.4	כשראו השומרים את המלאך, הם התעלפו מרוב בהלה ונפלו על הארץ כמתים.
MAT.28_1.5	”אל תפחדנה“, פנה המלאך אל הנשים. ”אני יודע שאתן מחפשות את ישוע שנצלב. 
MAT.28_1.6	אולם הוא אינו נמצא כאן. ישוע קם לתחייה בדיוק כפי שהבטיח. היכנסו, תראו את המקום שבו שכב. 
MAT.28_1.7	עכשיו לכו מהר אל תלמידיו ותאמרו להם שישוע קם מן המתים, והולך לפניכם לגליל. אתם תראו אותו שם. זהו, אמרתי לכם!“
MAT.28_1.8	הנשים רצו מן הקבר מבוהלות מאוד, אך מלאות שמחה, ומיהרו למצוא את התלמידים ולמסור להם את בשורת המלאך. 
MAT.28_1.9	בשעה שרצו נגלה אליהן ישוע. ”שלום לכן“, אמר, והן נפלו לרגליו והשתחוו לפניו.
MAT.28_1.10	”אל תפחדו“, הרגיע אותן ישוע. ”לכו ואמרו לאחי ללכת מיד לגליל כדי לפגוש אותי שם.“
MAT.28_1.11	כשהיו הנשים בדרכן העירה, באו השומרים אל ראשי הכוהנים וסיפרו להם מה שקרה, 
MAT.28_1.12+MAT.28_1.13	הזקנים התכנסו לאסיפת חרום והחליטו לשחד את השומרים, כדי שיספרו שגופת ישוע נגנבה בזמן שישנו.
MAT.28_1.14	”אם יגיע הדבר הזה לאוזני המושל,“ הסבירו, ”נעמוד לצדכם ונפייס אותו.“
MAT.28_1.15	וכך קיבלו אנשי המשמר את השוחד ואמרו מה שנתבקשו לומר. גרסתם הופצה בין היהודים, אשר עד היום מאמינים בה.
MAT.28_1.16	בינתיים הלכו אחד־עשר התלמידים אל הגליל, כדי לפגוש את ישוע על אותו הר שאמר להם מראש. 
MAT.28_1.17	כשראו אותו התלמידים הם השתחוו לפניו, למרות שחלקם הטילו ספק שאכן היה זה ישוע.
MAT.28_1.18	”ניתנה לי כל סמכות בשמים ובארץ“, אמר להם ישוע. 
MAT.28_1.19	”משום כך לכו ועשו תלמידים בכל העולם. הטבילו אותם בשם האב, הבן ורוח הקודש, 
MAT.28_1.20	ולמדו אותם לעשות את כל אשר ציוויתי אתכם. היו סמוכים ובטוחים שאהיה אתכם עד סוף העולם!“
MRK.1_1.1	כך מתחיל הסיפור על ישוע המשיח בן־האלוהים. 
MRK.1_1.2	בספרי הנביאים הודיע לנו אלוהים שהוא עומד לשלוח אלינו את בנו, אולם לפני כן ישלח שליח מיוחד אשר יכין את העולם לקראת בואו של בן־האלוהים.
MRK.1_1.3	ישעיהו הנביא ניבא:
MRK.1_1.4	שליח זה היה יוחנן המטביל. יוחנן גר במדבר והכריז שכל אחד צריך להיטבל במים, לאות חרטה על מעשיו וכדי שאלוהים יסלח לו עליהם. 
MRK.1_1.5	אנשים רבים מירושלים ומכל אזור יהודה באו להקשיב לדברי יוחנן, ולאחר שהתוודו על מעשיהם הרעים הוא הטביל אותם בנהר הירדן. 
MRK.1_1.6	בגדיו היו עשויים שער גמלים והייתה לו חגורת עור; הוא נהג לאכול ארבה ודבש־בר. 
MRK.1_1.7	המסר של יוחנן היה זה:
MRK.1_1.7	”בקרוב יבוא אדם גדול ונעלה ממני; הוא כה נעלה עד כי איני ראוי אפילו להסיר את נעליו! 
MRK.1_1.8	אני הטבלתי אתכם במים, אולם הוא יטביל אתכם ברוח הקודש של אלוהים!“
