GEN.1.1	I acakki piny Lubaŋa oketo polo ki lobo. 
2KI.18.14	Kejekia kabaka me Juda ocwalo kwena bot kabaka me Aciria wa i Lakic kun wacci, “An atimo bal; dok cen, wek lweny i koma obedi, gin ducu ma ibiŋolo i wi ya abiculone.” Kabaka me Aciria oŋolo i wi Kejekia kabaka me Juda wel me ryal ma romo talanta miya adek, ki jabu ma romo talanta pyeradek. 
2KI.18.15	Kejekia ocako miye ryal ducu ma onoŋo i ot pa Rwot, ki i ot kano lim ma i ot pa kabaka. 
2KI.18.16	I kare meno Kejekia omuko jabu woko ducu ma yam gimwono i kom kika me ot pa Rwot, ki jabu ma yam en Kejekia kabaka me Juda omwono kwede okar me doggola, ci otino omiyo bot kabaka me Aciria. 
2KI.18.17	Kabaka me Aciria ocwalo ludito wi monnye ma gilwoŋo Tartan, Larabcaric ki Larabcake ki mony madit ma gua ki Lakic gucito Jerucalem. Gucako mol gucito wa i Jerucalem. Ka guo kunnu, gucito gucuŋ i ŋet yo pii ma mol a ki i joro ma malo, i yo gudo ma woto i poto pa Lalwok-boŋo. 
2KI.18.18	Ka gulwoŋo kabaka, ci Eliakim wod pa Ilkia aye obino botgi, ma en aye ladit ma loyo jami ma i ot pa kabaka, kacel ki Cebna ma karan, ki Joa wod pa Acap, laco lok matimme.
2KI.18.19	Larabcake owaco botgi ni. “Wuwac bot Kejekia ni, ‘Kabaka madit, kabaka me Aciria, owaco kuman ni, In ijeŋo genni i kom gin aŋo? 
2KI.18.20	In itamo ni lok dog noŋo bedo rom ki ryeko me lweny ki mony madit me loyo lweny? In kombeddi ijeŋŋe i kom aŋa, mumiyo ijemo woko i koma-ni? 
2KI.18.21	Nen, kombeddi iloko Ejipt obedo odoo ma ijeŋŋe i kome, kun en lagada ma otur otyer woko, ma bituco cin dano mo ma ojeŋŋe i kome. Meno kit ma Parao kabaka me Ejipt bedo ka timo kwede jo ducu ma gijeŋŋe i kome. 
2KI.18.22	Ento ka wuwacca ni, “Wan wajeŋŋe giwa i kom Rwot ma Lubaŋawa,” pe en aye waŋ jogine ma i wi godi, ki keno tyerre ma Kejekia doŋ omukogi woko, kun waco bot jo Jerucalem ki Juda ni, “Wubiworo Lubaŋa i nyim keno tyer man ma i Jerucalem”? 
2KI.18.23	Koŋ ijeŋ gin me camme ki laditta kabaka me Aciria! An abimiyi aguragura alip aryo, ka ce in ki tuŋ boti bene itwero noŋo lubed i wigi. 
2KI.18.24	In itwero dwoko ladit me lweny acel mo cen ki i kin lutic pa laditta matinone niŋniŋ ka ce ijeŋŋe i kom Ejipt pi noŋo gadigadi lweny ki wegi aguragura? 
2KI.18.25	Dok bene itamo ni an abino ka lweny i kom kabedo man wek atyek woko, laboŋo twero pa Rwot? Wai Rwot aye ma owacca ni, Cit icilweny i kom lobo man ityek woko yo!’ ”
2KI.18.26	Cutcut Eliakim wod pa Ilkia, ki Cebna ki Joa guwaco bot Larabcake ni, “Walegi ilok ki wan luticci i leb Aram, pien wawinyo. Pe ibed ka lok kwedwa i leb Juda ma lwak ma gitye i wi cel bene giwinyo.” 
2KI.18.27	Ento Larabcake ogamo doggi ni, “Itamo ni rwoda ocwala ka loko lok magi bot laditwu ki botwu keken bo, pe bot lwak ma gubedo i wi cel-li bene, ma gin kacel ki wun gukemo can me camo cetgi kengi ki mato lacgi kengi?”
2KI.18.28	Larabcake ocun ocako daŋŋe ki dwan maloŋo i leb Juda ni, “Wuwiny lok pa kabaka madit, kabaka me Aciria! 
2KI.18.29	Kabaka owaco kuman ni, ‘Pe wuwek Kejekia obed ka bwolowu, pien en pe bitwero larowu ki i ciŋa. 
2KI.18.30	Pe wuwek Kejekia omi wujeŋŋe i kom Rwot kun wuwacci, Rwot aye bilarowa, gaŋ man pe gibimiyo i ciŋ kabaka me Aciria.’ 
2KI.18.31	Pe wubed ka winyo lok pa Kejekia; pien man aye lok ma kabaka me Aciria owaco, ni meno, ‘Wuyub lok me kuc kweda, ci wukatti woko bota; kit meno ŋat acel acel bicamo nyig olok ma i potone, ŋat acel acel bicamo nyig odurone, ki ŋat acel acel bimato pii ma i taŋine kikome; 
2KI.18.32	nio ka abiterowu wa i lobo ma rom ki mewu-ni, lobo ma ceko kai ki koŋo vino, lobo ma miyowu kwon ma tye iye poto olok-gu, lobo ma moo jeituni ki moo kic dwoŋ iye, wek wubed ma komwu yot, wek pe wubed ka to atoya, Pe wubed ka winyo lok pa Kejekia ma tye ka bwolowu kwede marac kun wacci, Rwot bilarowa. 
2KI.18.33	Tye lubaŋa pa lurok mo ma yam olaro lobone ki i ciŋ kabaka me Aciria? 
2KI.18.34	Lubaŋa pa jo Kamat ki Arpad gitye kwene kaa? Lubaŋa pa jo Ceparvaim, nyo Kena ki iya gitye kwene? Gin gularo Camaria ki i ciŋa bo? 
2KI.18.35	Lubaŋa me lobo mene ki i kin lubaŋa ducu ma gitye ki lobogi, ma yam koŋ olaro lobone ki i ciŋa mono, mumiyo wutamo ni Rwot bilaro Jerucalem ki i ciŋa-ni?’ ”
2KI.18.36	Ento lwak ducu guliŋ aliŋa, pe gudokke iye lok mo kadi ki acel, pien onoŋo kabaka ociko ni, “Pe wubigamo doge.” 
2KI.18.37	Eliakim wod pa Ilkia ma en aye ladit ma loyo jami ma i ot pa kabaka, kacel ki Cebna ma karan, ki Joa wod pa Acap ma laco lok matimme guyeco boŋŋigi, gucito kwede wa bot Kejekia gutitte lok ducu ma Rabcake owaco.
2KI.19.1	Ka Kejekia owinyo, ci oyeco boŋŋine woko, ocako umme ki boŋo cola, ocito kwede wa i ot pa Rwot 
2KI.19.2	Ci ooro Eliakim ma lalo jami ma i ode, kacel ki Cebna ma karan, ki ajwagi pa Lubaŋa ma guteggi ma guumo komgi woko ki boŋo cola, ocwalogi guwoto bot Icaya wod pa Amoj, ma lanebi. 
2KI.19.3	Guwaco bote ni, “Kejekia owaco kuman ni, Tin piny loŋ oloyowa woko, giburowa, lewic omakowa mada. Latin doŋ obino i yo nyodo, ci tek me nywalone aye peke. 
2KI.19.4	Gwok nyo Rwot Lubaŋani doŋ otyeko winyo lok pa Lara bcake ducu, ma laditte kabaka me. Aciria ocwale kwede ka nywaro Lubaŋa makwo-ni, ci bimiyo lokke, ma Rwot Lubaŋani owinyo-ni, bedo me ajuya. Pienno, tin legani malo pi jo ma gubwot, ma gudoŋ-ŋi.” 
2KI.19.5	Kalutic pa kabaka Kejekia guo bot Icaya. 
2KI.19.6	Icaya owaco botgi ni, “Wuwac bot laditwu ni, ‘Rwot owaco kuman ni, pe ibed ki lworo mo pi lok ma iwinyo-ni, ma lutic pa kabaka me Aciria gubedo ka yeta kwede. 
2KI.19.7	Nen, abikete cwiny mo i iye, ci biwinyo lok mo ma oywek, ci dok woko wa i lobo tugi; ci abimiyo gineko en woko ki pala lucwan ki i lobo tugi kunnu.’ ”
2KI.19.8	Ka Larabcake odok, ci onoŋo kabaka me Aciria tye ka lweny i kom Libna; pien onoŋo owinyo ni kabaka otyeko a woko ki i Lakic. 
2KI.19.9	Ka ce kabaka owinyo lok i kom Tiraka kabaka me Etiopia, ni otiŋo yo me bino ka lwenyi kome, en dok ocwalo lukwena bot Kejekia kun wacci, 
2KI.19.10	“Wubiwaco bot Kejekia kabaka me Juda kit man ni, ‘Pe iwek Lubaŋani ma ijeŋŋe i kome-ni obed ka bwoli, kun ciko ni Jerucalem pe gibimiyo i cin kabaka me Aciria. 
2KI.19.11	Nen, ityeko winyo gin ma yam luker me Aciria gutiyo i kom lobo ducu, ma gutyekogi woko ducu liweŋ, ci in aye gibilari? 
2KI.19.12	Lubaŋa pa lurok yam gularogi, lurok ma yam kwarina gutyekogi woko ducu, ma gin aye jo Gojan, jo Karan, jo Recep ki jo Eden ma yam gitye i Telacar? 
2KI.19.13	Kabaka me Kamat tye kwene, nyo kabaka me Arpad, kabaka me gaŋ Ceparvaim, kabaka me Kena, nyo kabaka me Iva?’ ”
2KI.19.14	Kejekia ogamo waraga ki i ciŋ lukwena-nu, ci okwano. Ka oa ocito i ot pa Rwot, ci oyaro waraga woko i nyim Rwot. 
2KI.19.15	Ocako lego i nyim Rwot kun wacci, “Ai Rwot, Lubaŋa pa Icrael, ma ibedo i wi komkerri ka wi lukerubi, in aye Lubaŋa, in keni ma iloyo lwak ker ducu ma i lobo; in aye iketo polo ki lobo. 
2KI.19.16	Cik iti tuŋ botwa, ai Rwot, rwmywa; yab waŋi, ai Rwot, inenwa; koŋ iwiny lok pa Cenakerib ma ocwalo me cayo Lubaŋa makwo-ni. 
2KI.19.17	Adada, ai Rwot, luker me Aciria gujwero rok ducu wa ki lobogi ducu, 
2KI.19.18	dok gutyeko bolo lubaŋagi woko i mac; pien onoŋo gin pe Lubaŋa kikome, gin tic me ciŋ dano, yen ki got-gu, mumiyo gityekogi woko. 
2KI.19.19	Kit meno, ai Rwot, abako doga boti, ilarwa ki i ciŋe, wek ker ma wi lobo ducu Oŋe ni in, ai Rwot, in Lubaŋa in keni.”
2KI.19.20	Icaya wod pa Amoj odwoko lok bot Kejekia kun waco ni, “Rwot, Lubaŋa pa Icrael, owaco kuman ni, Atyeko winyo legani ma ilego i kom Cenakerib kabaka me Aciria. 
2KI.19.21	Man aye lok ma Rwot owaco i kome, ni,
2KI.19.21	“ ‘Jo Cion gicayi
2KI.19.21	calo nyako ma obedo ka cayi kun jeri;
2KI.19.21	jo Jerucalem bene gicayi,
2KI.19.21	calo nyako ma tye ka yeŋo wiye ki i ŋeyi.
2KI.19.22	“ ‘In icayo aŋa, aŋa mono ma iyetoni?
2KI.19.22	Imoro dwani i kom aŋa, ma itiŋo waŋi ki wakke-ni?
2KI.19.22	I kom ŋat Maleŋ me Icrael kulu!
2KI.19.23	In aye ma imiyo lukwenani giŋalo Rwot,
2KI.19.23	dok iwaco ni, in iito malo i wi godi
2KI.19.23	kun it ye ki lwak gadigadi lwennyi,
2KI.19.23	nio wa malo i wi got Lebanon.
2KI.19.23	Iwakke bene ni itoŋo yadi cedar maboco ki kunnu woko,
2KI.19.23	ki yadi ciprec mabecone mada-ni;
2KI.19.23	dok iwacci, Adonyo bene i buŋane ka mabor,
2KI.19.23	ka ma yadi oculle iye likiŋ.
2KI.19.24	Akwinyo waŋ pii,
2KI.19.24	amato pii pa lurok;
2KI.19.24	anyono lobo Ejipt, atwoyo pii ma i jaŋ kulu Nail ducu.
2KI.19.25	“ ‘In peya iwinyo bo?
2KI.19.25	ni atyeko yubo wa con kuca?
2KI.19.25	Gin ma atye ka timo kombeddi
2KI.19.25	yam ayubo tamma wa i kare macon ca,
2KI.19.25	ni in myero itur gaŋi ma gicelo ki cel gogo,
2KI.19.25	ilokgi odok obur ma odurre lipim,
2KI.19.26	kun jo ma gibedo iye gidoko goro,
2KI.19.26	cwinygi oballe, lewic omakogi,
2KI.19.26	gudoko macalo ginapita ma i poto, gicalo lum alita
2KI.19.26	macalo lum ma otwi i wi ot,
2KI.19.26	ma bwarre woko ma pud otwi atwiya.
2KI.19.27	“ ‘Ento aŋeyo bedoni piny,
2KI.19.27	ki citoni woko ki donyoni i ot, ki jennyeni i koma.
2KI.19.28	Pien ibedo ka jennye i koma,
2KI.19.28	lok anywarri otyeko donyo i ita,
2KI.19.28	mumiyo abirwako golina i umi,
2KI.19.28	abiketo tolla i dogi abidwoki cen
2KI.19.28	i yo ka ma yam iwok ki iye.’ ”
2KI.19.29	Lacen Icaya owaco bot kabaka Kejekia ni, “Man aye bibedo gin lanyut boti: i mwaka man ibicamo gin ma otwi kene, i mwaka me aryone ibicamo gin ma dok otwi i okaŋ, ento i mwaka me adekke ibicoyo kodi ci ikayo, ibipito olok ci icamo nyige. 
2KI.19.30	Ki jo ma gubwot ma gudoŋ ki i ot pa Juda gibibedo calo yat ma cwalo lwite piny, dok ma nyako nyige lamalo. 
2KI.19.31	Pien jo ma gudoŋ gibikato woko ki i Jerucalem, lwak jo mubwot gibikato woko ki i wi got Cion. Man bitimme pi nyeko ma Rwot me mony tye kwede piwu.
2KI.19.32	“Pienno Rwot owaco kuman i kom kabaka me Aciria, ni, En pe bidonyo i gaŋ man, pe bibayo atero mo iye, pe binyiko cok kwede ki kwot, pe bitoro cel lobo me rumone. 
2KI.19.33	Yo ma yam obino kwede-ni, en yo acel-lu en bidok kwede bene, pe dok bidwogo i gaŋ man. Man lok pa Rwot kikome. 
2KI.19.34	An abilwenyo pi gaŋ man me larone, pira kena ki pi laticca Daudi.”
2KI.19.35	I dyewor meno lamalaika pa Rwot ocito, oneko jo Aciria alip miya acel ki pyeraboro wiye abic ki i gonygi. Ka dano gua malo odiko con, nen, gunoŋo kom jo Aciria muto oradde lirat. 
2KI.19.36	Cenakerib kabaka me Aciria ocako a ocito, odok wa i gaŋŋe, ci obedo i Nineve. 
2KI.19.37	Ka yam en tye ka woro i ot pa lubaŋane Nicirok ci awobene magi, Adramalek ki Carejer, guneke woko ki pala lucwan, ci guriŋo gularo komgi wa i Ararat. Wode Ecarkadon aye oleyo ka tyene.
2KI.20.1	I kare meno two omako Kejekia ma onoŋo cok to woko. Icaya wod pa Amoj ocito bote, owacce ni, “Rwot owaco kuman ni. ‘Yub odi obed maber, pien ibito woko, pe twoni bicaŋ.’ ” 
2KI.20.2	Kejekia ocako loko wane i kom kicika ot kun wacci, 
2KI.20.3	“Ai Rwot abako doga boti, koŋ ipo, inen kit kwo ma abedo kwede i nyimi, kun abedo ŋat ma geni, alubo in ki cwinya ducu, kun abedo ka tiyo gin ma nen maber i waŋi.” Ci Kejekia ocako koko matek twatwal kun cwinye cwer. 
2KI.20.4	I kare ma Icaya peya okato woko ki i dyekal ma i dyere, lok pa Rwot obino bote ni, 
2KI.20.5	“Dok cen, ici wac bot Kejekia ma laker ma loyo lwakka ni, ‘Rwot, ma Lubaŋa pa woru Daudi owaco kuman ni, Atyeko winyo kokoni, aneno pig waŋi; nen, abicaŋo twoni woko; i kom nino me adekke en aye ibicito kwede wa i ot pa Rwot. 
2KI.20.6	Dok abimedo mwaka apar wiye abic i kom wel mwaka me kwo meri. Abilaro in ki gaŋ man ki i cin kabaka me Aciria; abilweny pi gaŋ man pira kena ki pi laticca Daudi.’ ” 
2KI.20.7	Icaya ocako wacci, “Kella poki oduro ma giŋino, wek giter giket i wan odeke, wek ocaŋ woko.”
2KI.20.8	Kejekia owaco ki Icaya ni, “Gin aŋo ma binyuto ni Rwot bicano twona, ci abicito wa i ot pa Rwot i nino me adekke?” 
2KI.20.9	Icaya ogamo ni, “Man en aye gin ma nyuto ma oa wa ki bot Rwot, ma nyuto ni Rwot bitiyo gin ma otyeko ciko pire: tipo ocit anyim ma rom ki rwom apar, nyo odok ki ŋeye rwom apar?” 
2KI.20.10	Kejekia odok iye ni, “Bedo yot ka tipo woto medde anyim rwom apar; pe kumeno gire, ber odok ki ŋeye rwom apar.” 
2KI.20.11	Lanebi Icaya okok bot Rwot, ci Rwot odwoko tipo cen rwom apar ka ma nene oryene omedde i kom gin me poro cen pa Akaj.
2KI.20.12	I kare meno Merodak-baladan wod pa Baladan kabaka me Babilon, ocwalo lukwena ma gukelo waraga kacel ki mot bot Kejekia; pien onoŋo owinyo ni Kejekia kome lit. 
2KI.20.13	Kejekia ojologi maber, ci onyuto botgi ot Limme ducu, ki ryal ki jabu ki aŋwece, moo me wel, ki jami lwennye. Kejekia onyuto gin ducu ma onoŋo tye i ot kano jamine; gin mo pe odoŋ ma pe onyutogi, ma i ode nyo ma i te kerre ducu. 
2KI.20.14	Lacen lanebi Icaya obino bot kabaka Kejekia, openye ni, “Jo meno guwacci lok aŋo? Dok gua ki kwene?” Kejekia ogamo ni, “Gua ki i lobo mabor, gua wa i Babilon.” 
2KI.20.15	Ci owacci, “Guneno gin aŋo ki i odi?” Kejekia ogamo ni, “Gutyeko neno jami ducu ma tye i oda; gin mo pe odon ki i ot kano jamina ma pe anyuto botgi.”
2KI.20.16	Icaya dok owaco bot Kejekia ni, “Doŋ iwiny lok pa Rwot. 
2KI.20.17	Nen ba, kare doŋ romo ma jami ducu ma i odi, ki ma yam kwarini gukano nio wa onyoo gibiterogi woko wa i Babilon; gin mo pe bidoŋ, man Rwot ma owaco. 
2KI.20.18	Ki awobeni mogo bene, ma in inywalo, gibiterogi woko; gibikolo mangi woko, ci gibidoko lutic i gaŋ kal pa kabaka me Babilon.” 
2KI.20.19	Kejekia owaco bot Icaya ni, “Lok pa Rwot ma iwaco-ni ber mere.” Pien obedo ka tamo ni, “Racce tye kwene, tekke ka wabedo ki kuc ma lobo okwe mot i kare ma pud akwo?”
2KI.20.20	Lok kom Kejekia mudoŋŋe ducu, kt tekke ducu, ki kit ma yam okwinyo kwede joro ki yo pii ma kelo pii wa i dye Jerucalem gityeko coyone i buk me Tekwaro pa Luker me Juda. 
2KI.20.21	Kejekia oto, oywe kacel ki kwarine, ci wode Manace aye oleyo ka tyene.
2KI.21.1	Manace ocamo ker ma mwaka me ditte romo apar wiye aryo, ci obedo ka loc ki i Jerucalem pi mwaka pyerabic wiye abic. Nyiŋ minne Kepjiba. 
2KI.21.2	Manace obedo ka tiyo gin ma nen marac i wan Rwot, kun lubo kwede tim me kwer pa rok ducu ma Rwot yam oryemogi woko ki i nyim jo Icrael. 
2KI.21.3	En dok oroco waŋ jogi ma i wi godi, ogero odoco ka ma yam wonne Kejekia ojwerogi woko-ni. Ogero keno tyer pa Baal, ka dok ocomo yat pi woro jok ma dako ma gilwoŋo Acera, kit ma yam Akab kabaka me Icrael otiyo-ni, ocako woro mony ma i polo ducu, kun tiyo botgi. 
2KI.21.4	Dok ocano lwak keno tyer i ot pa Rwot, ka ma yam Rwot owacci, “Abiketo nyina bedo i Jerucalem.” 
2KI.21.5	Ka dok ocano lwak keno tyer pa mony ma i polo ducu i dyekal aryo me ot pa Rwot. 
2KI.21.6	Ocako wano wode ki mac me gityer, obedo ka tyet ki ajaa ki ŋiyo i dyel-gu, kun tiyo ki lukor tipo-gu ki megi jogi. Obedo ka tiyo kit tim mapol ma nen marac i wan Rwot, kun miyo kiniga mako Rwot. 
2KI.21.7	Ka dok omiyo gipayo cal Acera ma jok ma dako-ni, ocibo i ot ma yam Rwot owaco i kome bot Daudi ki wode Solomon ni, “I ot man, ki i Jerucalem, ma yam ayero ki i kin kaka ma i Icrael ducu, abiketo nyiŋa bedo iye matwal. 
2KI.21.8	Pe doŋ abimiyo tyen jo Icrael bedo ka wirre woko i ŋe lobo ma yam amiyo bot kwarigi-ni, tekke gibigwokke gilubo kit lok ducu ma atyeko cikogi kwede, kun gilubo cik ducu ma yam laticca Moses ocikogi kwede.” 
2KI.21.9	Ento pe yam guwinyo, dok Manace obitogi omiyo gubedo ka timo gin marac, makato lurok ma Rwot yam ojwerogi woko ki i nyim jo Icrael.
2KI.21.10	Rwot ocako lok ki i dog lunebi ma luticce kun waco ni, 
2KI.21.11	“Pien Manace kabaka me Juda obedo ka timo tim magi me kwer, kun timo tim maraco makato ma yam jo Amor ma gukwono nyime gubedo ka tiyone, dok omiyo jo Juda bene gubalo pi woro lwak cal lubaŋane; 
2KI.21.12	pienno Rwot Lubaŋa pa Icrael owaco kuman ni, Nen, abikelo gin marac i kom Jerucalem ki i kom Juda ma bimwoco it ŋat acel acel ma biwinyo rwone. 
2KI.21.13	Dok abiryeyo tol i kom Jerucalem ma rom ki tol ma yam apimo kwede Camaria, abiporo ki birigi
2KI.21.14	Abibolo jona mudoŋ-ŋi woko ma gin aye lwakka, ci amiyogi woko i i ciŋ lumerokgi. Gibidoko ginayaka ma lumerokgi giyako, 
2KI.21.15	pien gubedo ka tiyo gin ma nen marac i waŋa, kun gimiyo kiniga bedo ka maka nia wa i kare ma kwarigi oa kwede i Ejipt nio kwede wa onyoo.”
2KI.21.16	Ento Manace obedo ka oyo remo pa jo mapol ma pe gitye ki bal mo, nio ka oromo i Jerucalem woko tuŋŋi ki tuŋŋi, ka dok gimedo iye bal ma omiyo jo Juda gubalo, mumi yo gin bene gubedo ka tiyo gin ma nen marac waŋ Rwot.
2KI.21.17	Lok kom Manace mudoŋŋe ducu, ki gin ducu ma yam otiyo, ki bal ma otiyo, gityeko coyone i buk me Tekwaro pa Luker me Juda. 
2KI.21.18	Manace oto, oywe kacel ki kwarine, ci giyiko i poto ma i ŋet ode, i poto pa Uja; wode Amon aye oleyo ka tyene.
2KI.21.19	Amon ocamo ker ma mwaka me ditte pyeraryo wiye aryo, ci obedo ka loc ki i Jerucalem pi mwaka aryo. Nyiŋ minne Meculemet ma nya pa Karuj, dano me Jotba. 
2KI.21.20	Amon obedo ka tiyo gin ma nen marac i waŋ Rwot, kit macalo wonne Manace obedo ka tiyo. 
2KI.21.21	Obedo ka lubo kit pa wonne ducu, kun tiyo bot cal lubaŋa-gu ma yam wonne otiyo botgi, kun worogi bene. 
2KI.21.22	En obwoto Rwot, Lubaŋa pa kwarine woko, pe obedo ka lubo kit pa Rwot. 
2KI.21.23	Lutic pa Amon gupiro lok i kome, ci guneko en woko i ode. 
2KI.21.24	Ento lwak ma i lobo guneko jo ducu ma gupiro lok i kom kabaka Amon ci gin lwak me lobo-nu guketo wode Yocia me bedo kabaka ma kakare. 
2KI.21.25	Lok kom Amon mudoŋŋe ducu ki gin ma yam otiyo ducu gityeko coyone i buk me Tekwaro pa Luker me Juda. 
2KI.21.26	Giyike i lyel ma i poto pa Uja; wode Yocia oleyo ka tyene.
2KI.22.2	Yocia obedo ka tiyo gin ma nen atir i waŋ Rwot; obedo ka lubo kit pa kwarone Daudi ducu, pe obedo ka cabbe yo tuŋ acuc nyo yo tuŋ acam.
2KI.22.3	I mwaka me apar wiye aboro me loc pa kabaka Yocia, en ocwalo Capan wod pa Ajalia, wod pa Meculam ma karan, wa i ot pa Rwot, kun wacci, 
2KI.22.4	“Cit wa bot Ilkia, ajwaka madit, en okwan wei lim ma gikelo i ot pa Rwot, ma lukur-doggola gugamo ki bot lwak, 
2KI.22.5	wek gimi i ciŋ lutic ma giloyo dog tic me ot pa Rwot. Ci gin gumi i ciŋ lutic ma gitye kunnu ka tic i kom ot pa Rwot, pi yubo ka ma oballe, 
2KI.22.6	gin aye lupac ki lugedo, ki lugedo ki godi wek guti kwede me wilo bao bene, ki godi ma gimuko pi yu bo ot ka ma oballe. 
2KI.22.7	Ento pe gupeny lok kom lim mo ma gimiyo i ciŋgi, pien gin gitiyo kwede ki gen.”
2KI.22.8	Ilkia, ajwaka madit, owaco bot Capan ma karan ni, “Atyeko noŋo buk me cik i ot pa Rwot.” Ilkia omiyo buk bot Capan, ci okwano. 
2KI.22.9	Capan ma karan ocito kwede bot kabaka, ci odwoko lok bot kaba ka ni, “Ladit, watyeko kwanyo lim ma ginoŋo i ot pa Rwot, ci wamiyo i cin lutic ma giloyo dog tic me ot pa Rwot.” 
2KI.22.10	Capan ma karan dok otito ki kabaka ni, “Ilkia ajwaka madit otyeko miya buk mo.” Ka Capan ocako kwanone i nyim kabaka.
2KI.22.11	Ka kabaka owinyo lok ma i buk me cik, ci oyeco boŋŋine woko. 
2KI.22.12	Kabaka ocako ciko Ilkia, ajwaka madit, ki Akikam wod pa Capan, ki Akbor wod pa Mikaya, ki Capan ma karan, ki Acaya ma latic pa kabaka kun waco ni, 
2KI.22.13	“Wucit ka penyo dog Rwot pira, ki pi lwak, ki pi ker me Juda ducu, pi lok ma i buk man ma gityeko noŋone-ni. Akemo pa Rwot kara doŋ olyetto i komwa matek, pien kwariwa pe gubedo ka woro lok ducu ma i buk man, pi tic kwede i kit ducu ma yam gicoyo kwede ma mako komwa.”
2KI.22.14	Ilkia, ajwaka madit, ki Akikam, ki Akbor, ki Capan ki Acaya gucito bot Kulda ma lanebi ma dako, ma cware Calum wod pa Tikva, ma wod pa Karkac ma lagwok boŋŋi pa kabaka, ci guloko kwede. Dako-nu onoŋo bedo i Jerucalem, i dul gaŋ ma gilwoŋo Dul gaŋ me Aryone. 
2KI.22.15	En owaco botgi ni, “Rwot, Lubaŋa pa Icrael, owaco kuman ni, ‘Wutit bot dano ma ocwalowu bota ni. 
2KI.22.16	Rwot owaco kuman ni, Nen ba, abikelo gin marac poto i kom kabedo man, ki i kom jo ma gibedo iye, pi cobo lok ducu ma gicoyo i buk ma kabaka me Juda okwano; 
2KI.22.17	pien gutyeko bwota woko kun giwaŋo odok eceta bot lwak lubaŋa mukene, wek gimi kiniga obed ka maka pi jogi ducu ma gitiyo ki ciŋgi-ni. Pienno akemona bilyetto matek i kom kabedo man, ma pe doŋ bikwe. 
2KI.22.18	Ento lok ma dok i kom kabaka me Juda ma ocwalowu ka penyo dog Rwot, wun wubiwacce kit man ni, Rwot Lubaŋa me Icrael owaco kit man ni, i kom lok ma iwinyoni, 
2KI.22.19	doŋ ityeko ŋut ki i cwinyi, ci imwolle keni i nyim Rwot i kare ma iwinyo kit lok ma yam aloko i kom kabedo man, ki i kom jo ma gibedo iye, ni bidoko obur, miyo gibitic ki nyiŋe macalo lok lacen dano, ci icako yeco boŋŋini woko kun ikok kwede i nyima; pienno an bene atyeko winyo kokoni, man lok pa Rwot kikome. 
2KI.22.20	Nen ba, an abidwoki i kin kwarini, ci gibiyiki i lyelli ki kuc, dok waŋi pe bineno gin marac ducu ma abikelo i kom kabedo man.’ ” Ci gin gudwoko lok bot kabaka.
2KI.23.1	Kabaka ocwalo kwena, ci ludoŋo me Juda ducu ki me Jerucalem gucokke bote. 
2KI.23.2	Kabaka ocito malo wa i ot pa Rwot, kacel ki jo Juda ducu, ki jo ducu ma gibedo i Jerucalem, ki ajwagi, ki lunebi, ki lwak ducu, jo matino ki jo madito. Ci ocako kwano lok ducu ma i buk me gicikke ma ginoŋo i ot pa Rwot, kun gin ducu giwinyo. 
2KI.23.3	Lacen kabaka ocun i ŋet wir ci oketo gicikke, omoko i nyim Rwot ni, ebilubo kor Rwot, kun emako lok ma Rwot ociko ducu, ki lok me caden, ki cik matinone ducu. Ocikke ni ebimako ki cwinye ducu ki tipone ducu, kun ecobo kwede lok me gicikke meno, ma yam gicoyo i buk meno. Ci lwak ducu guribbe ka moko gicikke.
2KI.23.5	Orido wi ajwagi me waŋ jogi ma yam luker me Juda guketogi me waŋo odok eceta i waŋ jogi ma i wi godi ma i ŋet gaŋi madito ma i Juda, ki ma gurumo Jerucalem, kacel ki jo ma giwaŋo odok eceta bot jok Baal, ki bot ceŋ ki dwe, ki lakalatwe ki mony ducu ma i polo. 
2KI.23.6	Ka dok okwanyo cal Acera ma jok ma dako-ni woko ki i ot pa Rwot, otero woko wa i ŋe Jerucalem, i kulu Kidron, ci owaŋo woko i ora me Kidron, oluro matitino twatwal, ci oonyo ka ma giyiko iye dano ata. 
2KI.23.7	Omuko odi pa lutim kwele ma luwor jogi, ma onoŋo gukubbe i kom ot pa Rwot, ka ma yam mon gicweyo iye boŋo pi Acera. 
2KI.23.8	Ka dok okwanyo lwak ajwagi woko ki i gaŋi madito ma i Juda, ka obalo lwak waŋ jogi ma i wi godi ka ma yam ajwagi gubedo ka waŋo iye odok eceta; obalo cakke wa i Geba nio kwede wa i Beer-ceba. Omuko bene waŋ jogi pa jogi ma calo nyogi oyima, ma yam gitye i dog gaŋ ma gidonyo kwede i gaŋ pa Yocwa ma laloyo me gaŋ Jerucalem, yo tuŋ acam ka idonyo i dogcel. 
