MAT.1.1	Pèci né pâr̂â bèmûû Ièsu Kérisö, mör̂u David, wè mör̂u Abérahama.
LUK.3.11	Na bör̂i aʼcëi na ce êr̂ê: «Ö kâmö ré kaar̂u mêr̂ê, wè na e na ki nââ dèxâ yè kâmö ré yèri ki-e, aè ö kâmö ré wii na êê ara xi-e, ki dè waa ûr̂û-ré bar̂ee.»
LUK.3.12	Aè cér̂é mi bar̂ee na pâr̂â télöna cè ki mâ batiyi-r̂é, mâ cér̂é êr̂ê yè-è, êr̂ê: «Ka vi pur̂â éé, ö jië ré gèvé yè waa?» 
LUK.3.13	Na bör̂i aʼcëi yè-r̂é êr̂ê: «Koa yè waa cè ki mâ nââ pè kwaayi rai ö kââ-ré é wê cowa dâ yè-ve.»
LUK.3.14	Cér̂é bör̂i vi ërëwaa-è na bör̂i pa paa êr̂ê: «Bör̂i gèvé, wè ö jië ré gèvé yè waa?» Na bör̂i aʼcëi na ce, êr̂ê: «Koa yè muui mâ koa yè pâr̂â, aè na e na ki dè pâr̂i-ve na pè yadii-ve.» 
LUK.3.15	Aè cér̂é bâ tö târ̂î yè-è na pâr̂â kâmö, mâ vi ërëwaa-r̂é rö xé-r̂é, êr̂ê, na Mésia na Ioané. 
LUK.3.16	Na bör̂i êr̂ê yè-r̂é na Ioané, êr̂ê: «Gö batiyi-ve i rhëë na gènyâ, aè na mö ké mi na ce ré vi kwéjî rai-nya, aè na da pâr̂i-nya rö na ké yè cöö kwé né mwâ néxar̂a â-ê. Ce, wè nè yè batiyi-ve i Ko-Ar̂ii mâ kêmör̂u. 
LUK.3.17	Na tö köwi-e na pè ku vè puu; nè yè nyââmöi ka tö ka lai xi-e, mâ ka vèâi pâr̂â pwêê bélé rö mwâ waamwâ xi-e, aè nè yè kèr̂i pâr̂â ùùr̂ù rö dèxâ kêmör̂u ka da tâwai mé.»
LUK.3.18	Rö-i pâr̂â nô ré, mâ bör̂i nô bar̂ee ré na bâ vi rherhîrëi yè pâr̂â ba na Ioané. 
LUK.3.19	Aè na wê pè aʼ Héroda ör̂ökau wa Hérodias, bwè i pâdii-e, wa pâr̂â câwâ ka yaané ré na waa, 
LUK.3.20	na bör̂i waa dèxâ bar̂ee na Héroda, nââbéé pâr̂â miir̂i xi-e na na yer̂e Ioané rö mwâ pö kâmö.
LUK.3.21	Tèi ö kââ-ré cér̂é wê cëi batiyi na pâr̂â kâmö, é bör̂i batiyi bar̂ee Ièsu; aè na mö ké pwaér̂ö na ce, na bör̂i cîî-e na nékö, 
LUK.3.22	mâ vi ria mi rö bwêêwé-é na Ko-Ar̂ii, na ûr̂û dèxâ kar̂ö ûr̂û mawi. É bör̂i pwêr̂ê dèxâ mêr̂ê aʼ mi xè nékö, êr̂ê: «Gèi o xi-nya ka dö wêê nénââ xi-nya, na tö xi-i na pè vi or̂o-nya.»
LUK.3.23	Na wê tâwarè rha kâmö na ma pârör̂ö na pâr̂â nédö i Ièsu, tèi ökâré na rhavûû ki yè waa nêr̂ê-ê. Cér̂é tö pwêr̂ê tâ néxâi, êr̂ê, Ièsu wè o i Ioséfa, ré o i Éli, 
LUK.3.24	ré o i Matat, ré o i Lévi, ré o i Méléki, ré o i Janai, ré o i Ioséfa, 
LUK.3.25	ré o i Matatias, ré o i Amosa, ré o i Nauma, ré o i Éséli, ré o i Nagai, 
LUK.3.26	ré o i Maat, ré o i Matatias, ré o i Siméi, ré o i Josafa, ré o i Joda, 
LUK.3.27	ré o i Joanan, ré o i Résa, ré o i Zorobabèla, ré o i Salathiel, ré o i Néri, 
LUK.3.28	ré o i Méléki, ré o i Adi, ré o i Kosam, ré o i Élémadama, ré o i Éra, 
LUK.3.29	ré o i Ièsu, ré o i Éliézar, ré o i Jorima, ré o i Matat, ré o i Lévi, 
LUK.3.30	ré o i Siméona, ré o i Juda, ré o i Ioséfa, ré o i Jonam, ré o i Éliakim, 
LUK.3.31	ré o i Méléa, ré o i Mainan, ré o i Matata, ré o i Nathan, ré o i David, 
LUK.3.32	ré o i Jésé, ré o i Obéda, ré o i Boaza, ré o i Salamona, ré o i Nasona, 
LUK.3.33	ré o i Aminadab, ré o i Adamina, ré o i Arani, ré o i Héséroma, ré o i Pérèsi, ré o i Juda, 
LUK.3.34	ré o i Iakobo, ré o i Isaka, ré o i Abérahama, ré o i Thara, ré o i Nahor, 
LUK.3.35	ré o i Saruka, ré o i Réou, ré o i Péléga, ré o i Ébéra, ré o i Sala, 
LUK.3.36	ré o i Kénan, ré o i Afakesad, ré o i Sem, ré o i Noa, ré o i Lémek, 
LUK.3.37	ré o i Matusalem, ré o i Énoka, ré o i Jarèd, ré o i Malalèl, ré o i Kénan, 
LUK.3.38	ré o i Énos, ré o i Seth, ré o i Adamu, ré o i Bâô.
LUK.4.1	Ièsu wè na rhâri i Ko-Ar̂ii, na bör̂i vi rua mi tëë xè Ioridanô, na bör̂i vi xè-i Ko na nékaê. 
LUK.4.2	Na bör̂i waa yeyèè yè-è rö-i na méavor̂a rèi kaar̂u kâmö nédaa. Na da ara rha kââ rèi pâr̂â nédaa-ré, aè tèi nédèè, wè na mêr̂ê 
LUK.4.3	Na bör̂i êr̂ê yè-è na méavor̂a êr̂ê: «Gè yè o i Bâô na gèi, gè bör̂i êr̂ê yè waanawê pèyaa-a cè ki var̂awa.» 
LUK.4.4	Na bör̂i aʼcëi na Ièsu, êr̂ê: «É wê yu röi, êr̂ê: Nè da mör̂u na kâmö xè-i var̂awa rö.»
LUK.4.5	Na bör̂i pè xi-e rua na méavor̂a, na pèri yè-è vi udâ yè pâr̂â mwâcir̂i rö bwêê jë, 
LUK.4.6	mâ êr̂ê yè-è, êr̂ê: «Gö yè nââ yè-i pâr̂â awir̂è mâ rhîrhér̂é né pâr̂â mwâcir̂i ré; wè é wê kâyâi yè-nya, cè göi nââ yè kâmö ré gö yè rhî vè e. 
LUK.4.7	Ökâré, na ki gèi tâ nôô rö némèè-nya, nè bör̂i rhau ki-i na pâr̂â kââ-ré.» 
LUK.4.8	Na bör̂i aʼcëi na Ièsu: «É wê yu röi, êr̂ê, gè yè tâ nôô yè Ör̂ökau Bâô xi-i, mâ gè yè kâmö yar̂i xi-e rö.»
LUK.4.9	Na bör̂i pè xi-e na Iérusalèm na méavor̂a mâ pè cuè-è rö gwâ mwâ ka ar̂ii, mâ êr̂ê yè-è êr̂ê: «Gè o i Bâô na gèi, wè koyo xè-a na ria, 
LUK.4.10	wè é wê yu röi, nè yè vi câwâ yè pâr̂â angéla xi-e cè ké-r̂é târ̂î-i. 
LUK.4.11	Dèxâ, cér̂é yè pè xi-i rö néxar̂a â-r̂é wè-wi paxè köwi-i rö pèyaa.» 
LUK.4.12	Na bör̂i a kurher̂e yè-è na Ièsu, êr̂ê: «É wê yu röi, êr̂ê gèi koa yè waa yeyèè yè Ör̂ökau Bâô xi-i.» 
LUK.4.13	Na wê rhau waa pè puu yeyèè xi-e na méavor̂a, na bör̂i wê kâyâi Ièsu waanawê na ce, kwéyë rua rèi dèxâ nédaa.
LUK.4.14	Na bör̂i vi tëë na Galilé na Ièsu, rö-i awir̂è i Ko-Ar̂ii, na bör̂i mâʼ pwânûr̂i névâ na rhenô-né. 
LUK.4.15	Na wê vi aʼpâgür̂ü rö pâr̂â mwâ waa ar̂ii, aè cér̂é rhau vi aʼvè e-é xèi.
LUK.4.16	Na wê pwa rö Nazarèt, névâ ré é wê vi ër̂i-e mâ' rö-i, na bör̂i vi ru rö mwâ waa ar̂ii rèi nédaa ar̂ii, ûr̂û ké waa xi-e yawi, mâ tömâ rua cè ki vâr̂â pèci. 
LUK.4.17	É bör̂i nââ yè-è pèci pérövéta Isaia, na bör̂i pivar̂a-i mâ pwa yèr̂i ka tö-i ka yu-a, êr̂ê:
LUK.4.18	«Na tö bwêêwé-nya na ko i Ör̂ökau,
LUK.4.18	Wè na ôâ-nya cè göi vi rherhîrëi yè pâi pa rhauadè;
LUK.4.18	Cè göi waa e-r̂é paxa deyi na wêê nénââ xé-r̂é,
LUK.4.18	Mâ êr̂ê vèa yè pa tö êê pö, êr̂ê é cöö-r̂é,
LUK.4.18	Mâ yè paxa bwi êr̂ê, cér̂é rhî tëë,
LUK.4.18	Mâ cér̂é ré é bâ tuwir̂i-r̂é, êr̂ê na wii na târi yè-r̂é,
LUK.4.19	Mâ cè göi êr̂ê vèa nédö ka e yè Ör̂ökau.»
LUK.4.20	Na bör̂i pwîr̂i tëë pèci na Ièsu, mâ nââ tëë yè kâmö béé mâ cuè. Aè pâr̂â kâmö ré tö mwâ waa ar̂ii wè cér̂é rhau ye pièmè-r̂é rö xi-e. 
LUK.4.21	Na bör̂i rhavûû na ce cè ki yè êr̂ê yè-r̂é, êr̂ê: «Xina, wè na wê yexèvè röi na nô rö ka yu ré wê tö böödê-ve.» 
LUK.4.22	Cér̂é bör̂i rhau ye vè avâr̂i-e, mâ buèi wa pâr̂â mêr̂ê aʼ ka dö vië ré tù rua xè-i néwâ-ê, mâ êr̂ê, êr̂ê: «Na da o i Ioséfa na ce ra?» 
LUK.4.23	Na bör̂i aʼcëi yè-r̂é na Ièsu êr̂ê: «Avâr̂i, gëve yè êr̂ê yè-nya vi nimö-a êr̂ê ka vi yakôîî éé, pè mör̂u-i na gèi. Waa bar̂ee rö-a, rö névâ i pa pevaa xi-i, pâr̂â kââ ré gèvé wê pwêr̂ê êr̂ê, gè waa rö Kapérénaum.» 
LUK.4.24	Na bör̂i êr̂ê: «Avâr̂i gö êr̂ê yè-ve êr̂ê, na da wii na dèxâ pérövéta ka é cëi-e rö névâ xi-e. 
LUK.4.25	Aè gö êr̂ê yè-ve rö-i avâr̂i ö kââ-ré gö êr̂ê, cér̂é wê pôr̂ô na pâr̂â jâmé rö Israèl rèi nédaa i Élia, tèi ökâré é wê yâwîî nékö karir̂i nédö na ma kanii na ma rhaaxâ var̂ui, na bör̂i kau aau na mêr̂ê rö bwêê jë wânii, 
LUK.4.26	aè é da tùr̂ùwaa Élia rö pwar̂a dèxâ rai-r̂é, aè na e rö pwar̂a dèxâ bwè jâmé rö Sarépta, névâ rö Sidona. 
LUK.4.27	Aè cér̂é wê pôr̂ô na paxa kö pâr̂ê rö Israèl rèi nédaa i Éliséa pérövéta; na yèri aau dèxâ ka é wê pè mör̂u-é, rhaaxâ r̂ö na Naama, wi xè Syria.»
LUK.4.28	Cér̂é bör̂i rhau rhôê na cér̂é wânii pa tö mwâ waa ar̂ii na ké-r̂é wê pwêr̂ê pâr̂â nô-ré. 
LUK.4.29	Cér̂é bör̂i tömâ rua, mâ yayâwâ-ê tù xè névâ-ré, kwéyë rua rö gwâ gwêêwè ré é vâi névâ xé-r̂é rö-i, cè ké-r̂é yapurhâi e rö-i. 
LUK.4.30	Aè ce wè na tù rö négomu né-r̂é mâ wê vi.
LUK.4.31	Na bör̂i vi ria na Kapérénaum, névâ rö Galilé mâ aʼpâgür̂ü yè-r̂é rö-i rèi pâr̂â nédaa ar̂ii. 
LUK.4.32	Na bör̂i jö vé cêrhö-r̂é na vi aʼpâgür̂ü xi-e, wè na tawa vè var̂awê yè-r̂é na mêr̂ê aʼ xi-e. 
LUK.4.33	Na tö mwâ waa ar̂ii na dèxâ kâmö ka tö xi-e na ko né u ka yaané, na bör̂i aʼvè kau rua êr̂ê: 
LUK.4.34	«Aa! Ö jië na néjêr̂ê xé-ré vèâ, gèvé mâ gèi, wè Ièsu wi xè Nazarèt? Gè wê pwa cè gèi kâ vè bwir̂i vé ra? Gö tâwai êr̂ê gè wîr̂î wè gèi wè ar̂ii i Bâô.» 
LUK.4.35	Na bör̂i tëvë vè mör̂ö na Ièsu, êr̂ê: «Koa yè aʼ, mâ vi rua rai-e.» Na bör̂i pè bèi wi-a rö négowé na u, mâ vi rua xè-i xi-e na na da waa vè yaané-é. 
LUK.4.36	Cér̂é bör̂i vapââmu waa, mâ vi tëvë yè-r̂é, êr̂ê: «Ö jië na nô-ré? Wè na câwâ tawa vè var̂awê mâ awir̂è yè pâr̂â ko yaané, cér̂é bör̂i tù!» 
LUK.4.37	Na bör̂i mâʼ pwânûr̂i rö pâr̂â névâ na rhenô né-é.
LUK.4.38	Na wê tù xè mwâ waa ar̂ii, na bör̂i pwa rö wêê mwâ Simona. Na tö-i na pâni bwè i Simona xar̂a pèii pixê ka kau. Cér̂é bör̂i vi pëër̂ii vè ki-e yè Ièsu. 
LUK.4.39	Na bör̂i rhè nôô wa-è mâ aʼyè pèii pixê, na bör̂i wê tù rua na pèii pixê. Na bör̂i cê tömâ rua na bwè-a, mâ kâ vè tö vâ ké-r̂é êê ara.
LUK.4.40	Na wê luu na mèèxa, bör̂i pâr̂â kâmö pa wii na kâmö ka pèii rö pwar̂a-r̂é, wè cér̂é rhéxar̂a-r̂é mi yè-è. Na bör̂i yùù köwi-e rö bwêêwé-r̂é vidù na Ièsu, mâ pè mör̂u-r̂é. 
LUK.4.41	Cér̂é bör̂i tù bar̂ee xè-i bör̂i pa pôr̂ô na pâr̂â u, mâ kauʼ, êr̂ê: «Gèi rö O i Bâô!» Na bör̂i yakoa na Ièsu cè ké-r̂é da aʼ, wè cér̂é wê tâwai êr̂ê na Mésia na ce.
LUK.4.42	Aè na wê daa, na bör̂i wê tù, mâ vi na dèxâ kaa töö ka yèri kâmö rö-i. Aè cér̂é wê mèyè-è na pâr̂â kâmö wânii, cér̂é bör̂i wê pwa yèr̂i-e mâ aʼrhua-è cè ki da virai-r̂é 
LUK.4.43	Na bör̂i aʼcëi yè-r̂é, êr̂ê: «Na e na göi vi bar̂ee na ka vi rherhîrëi mwâcir̂i i Bâô rö bör̂i névâ. Wè pûû-é na ké tùr̂ùwaa-nya cè göi waa ûr̂û-ré.» 
LUK.4.44	Aè na wê vi pur̂â rö pâr̂â mwâ waa ar̂ii rö Galilé.
LUK.5.1	Bör̂i tèi dèxâ nédaa, wè cér̂é dö pavia pwânûr̂i-e pwêr̂ê nô i Bâô na pâr̂â kâmö wânii, aè ce wè na wê tömâ rö kâr̂âwâ nérhëë rö Génésarèt. 
LUK.5.2	Na bör̂i tö rhûû kaar̂u kwâ ré tö kâr̂âwâ nérhëë, cér̂é wê vi ria xè-i na pâi pa kwâna, cè ké-r̂é jai poè xé-r̂é. 
LUK.5.3	Na bör̂i koyo rua rö dèxâ kwâ-ré na Ièsu, kwâ i Simona, mâ êr̂ê Simona ki ré pwêr̂ê yùù ria vee kwâ-ré rai né mèr̂i, na bör̂i cuè rö-i na ce, mâ vi pur̂â rö-i yè pâr̂â kâmö. 
LUK.5.4	Na wê cowa tëvë, na bör̂i êr̂ê yè Simona, êr̂ê: «Pè vèr̂i kwâ rö nénui, mâ ye poè xe-ve cè ke-ve kwâna.» 
LUK.5.5	Na bör̂i aʼcëi na Simona, êr̂ê: «Ka vi pur̂â éé, gèvé wakè rèi bwê wânii, gèvé bör̂i da pè rha kââ; aè xè-i nô xi-i, wè gö yè ye poè.» 
LUK.5.6	Na bör̂i waa, na bör̂i dö pôr̂ô yéyé aau na poè-ré. 
LUK.5.7	Cér̂é bör̂i ya vè kö yè pâr̂â béé-r̂é rö dèxâ kwâ cè ké-r̂é mi na ka nââbéé köwi-r̂é. Cér̂é bör̂i mi, na bör̂i dö rhâri na kaar̂u kwâ mâ dö mû xè-i êêwâ. 
LUK.5.8	Na tö rhûû ö kââ-ré na Simona Pètèru, na bör̂i yùù béé â-ê yè Ièsu, êr̂ê: «Ör̂ökau, vi vè mwâi vèr̂i rai-nya, wè gö kâmö ka yaané.» 
LUK.5.9	Wè na wê tuwir̂i-e na bar̂a, mâ rhau cér̂é bar̂ee ré tö cér̂é-é xè-i nékwâna ré cér̂é kwâna i. 
LUK.5.10	Na wê ûr̂û-ré bar̂ee na ké bar̂a i Iakobo mâ Ioané dulè Zébédaio, wè duö béé Simona na cur̂u. Na bör̂i êr̂ê yè Simona na Ièsu, êr̂ê: «Koa yè bar̂a, wè xina, wè gè yè kwâna kâmö.» 
LUK.5.11	Cér̂é bör̂i wê yùù mi kwâ xé-r̂é na némèr̂i, cér̂é bör̂i virai pâr̂â kââ mâ vi ua Ièsu.
LUK.5.12	Na wê tö dèxâ névâ, tö rhûû dèxâ kâmö ka yarui-e na pâr̂ê, wè na tö rhûû Ièsu, na bör̂i tâ nôô ria i némèè rö bwêê jë mâ bëia yè-è, êr̂ê: «Ör̂ökau, nè tövu-i na gè yè tâwai nyââmöi-nya e.» 
LUK.5.13	Na bör̂i yùù néxar̂a â-ê na Ièsu mâ paxè-è, êr̂ê: «Gö rhî vè e, na e na ki yè nyââmöi-i.» Na bör̂i virai-e na pâr̂ê xi-e. 
LUK.5.14	Na bör̂i êr̂ê yè-è na Ièsu êr̂ê: «Koa yè êr̂ê yè dèxâ kâmö. Vèr̂i mâ pèri vèa-i yè kâmö ka vi ye êê pwaér̂ö, mâ nââ yè-è pè ëi yè-è ké nyââmöi-i, ûr̂û ké êr̂ê mâʼ i Mosé, cè ki pè ye vè avâr̂i yè-r̂é.» 
LUK.5.15	Aè na bâ mâʼ vi kwéjî vi na rhenô, mâ cér̂é kâ vèâi-r̂é na pâr̂â ba cè ké-r̂é tö pwêr̂ê mâ cè ké-r̂é mör̂u rai pâr̂â pèii xé-r̂é. 
LUK.5.16	Aè ce, wè, na wê pi vi na pâr̂â nékaê mâ pwaér̂ö rö-i.
LUK.5.17	Tèi dèxâ nédaa, na wê vi aʼpâgür̂ü na Ièsu, aè cér̂é tö-a cuè na bör̂i farésaiö mâ pâi pa gaamëë rö-i mââyöö ré wê pwa mi xè pâr̂â névâ rö Galilé, mâ Juda, mâ Iérusalèm. Aè na wê tö vèa na awir̂è i Ièsu xè-i pâr̂â pèii ré na wê pè mör̂u na ce. 
LUK.5.18	Tö rhûû, cér̂é vi yûi mi yè-è dèxâ kâmö ka vi yöi na bör̂i kâmö, cér̂é bör̂i mèyè ka yè pè xi-e ru na léwé mwâ mâ yùè rö pwar̂a Ièsu. 
LUK.5.19	Aè na wê tâ cérè xè-i ké dö cee vi pavia-r̂é i pâr̂â kâmö, cér̂é bör̂i tèi rua rö gwâ mwâ mâ ngëyûi, mâ lèèi ria kâmö ka pèii xar̂a bwêêvè xi-e rö négowé mwâ rö némèè Ièsu. 
LUK.5.20	Na tö rhûû tâ néwèi xé-r̂é na Ièsu, na bör̂i êr̂ê yè kâmö ré êr̂ê: «Aauu, kâmö xi-nya, é wê cöö rö-i nô ka yaané xi-i.» 
LUK.5.21	Aè cér̂é tëvë vidii na pâr̂â pâi pa yu ga mâ pâr̂â farésaiö, êr̂ê: «Wîr̂î na wi-ré ka aʼ pè kau-é yè Bâô? Ré tâwai ké yè cöö nô ka yaané, aè dè Bâô rhar̂i?» 
LUK.5.22	Na bör̂i tâwai vi tâ néxâi xé-r̂é na Ièsu, mâ aʼcëi êr̂ê: «Ki-yé ré gëve aʼvidii rö wêê nénââ xe-ve? 
LUK.5.23	Ö jië ka mâmâ ré yè êr̂ê: “É yè cöö röi nô ka yaané xi-i”, aè é yè êr̂ê: “Tömâ rua mâ vâr̂â vi.” 
LUK.5.24	Aè cè ke-ve tâwai, êr̂ê, na kâmö ka ar̂inadö na o i kâmö rö bwêê jë na ka cöö nô ka yaané.» Na bör̂i êr̂ê yè kâmö ka vi yöi, êr̂ê: «Tömâ rua na gèi, mâ pè kaa kur̂u xi-i mâ vi na wêê mwâ xi-i.» 
LUK.5.25	Na bör̂i tömâ rua vi udâ rö némèè-r̂é na ce, mâ pè bwêêvè ré na wê kur̂u rö-i, mâ vi na wêê mwâ xi-e mâ na pè kau Bâô. 
LUK.5.26	Na bör̂i tu vè cêrhö-r̂é na pâr̂â kââ-ré, mâ cér̂é pè kau Bâô, mâ bar̂a vè kau, êr̂ê: «Gèré mö ké tö rhûû xina pâr̂â kââ ka wê pi dèxâ.»
LUK.5.27	Tèi nédèè, na bör̂i wê vi rua na Ièsu, na bör̂i tö rhûû dèxâ télöna néé-é na Lévi, ré wê cuè tö mwâ êê vië, na bör̂i êr̂ê yè-è: «Ua-nya mi.» 
LUK.5.28	Na bör̂i rhau kâyâi pâr̂â kââ na ce, mâ tömâ rua mâ ua-è. 
LUK.5.29	Na bör̂i waa dèxâ êê ara ka kau yè Ièsu rö mwâ xi-e na Lévi. Cér̂é bör̂i tö vèâ cér̂é-ré rö taapër̂ë na pâr̂â télöna, mâ pâr̂â kâmö pa pôr̂ô. 
LUK.5.30	Cér̂é bör̂i tëvë bör̂ödûû na pâr̂â pâi pa yu ga mâ pâr̂â farésaiö, mâ êr̂ê yè pâi pa pâgür̂ü, êr̂ê: «Ki-yé ré gëve ara vèâ gëve pâr̂â télöna mâ pâr̂â kâmö pa yaané?» 
LUK.5.31	Na bör̂i aʼcëi yè-r̂é na Ièsu, êr̂ê: «Na da dö kââ yè pâr̂â kâmö pa mör̂ö na ö kâmö ré wii na deewi xi-e, aè na e rö yè pâr̂â kâmö pa wii na pèii xé-r̂é 
LUK.5.32	Gö da mi na ka aʼyè-r̂é yè vipââr̂i pâr̂â kâmö pa târi, aè na e rö na pâr̂â kâmö pa yaané.»
LUK.5.33	Cér̂é bör̂i êr̂ê yè-è, êr̂ê: «Na wêr̂êi na pâr̂â pa pwêr̂ê wa Ioané, wè cér̂é tö mêr̂ê vè pôr̂ô, mâ pwaér̂ö na ûr̂û-ré bar̂ee na paxa pwêr̂ê wa pâr̂â farésaiö, aè pâlè-i, wè cér̂é ara mâ wâyö.» 
LUK.5.34	Na bör̂i aʼcëi yè-r̂é na Ièsu, êr̂ê: «Na wêr̂êi gëve tâwai kâyâi cè ké-r̂é mêr̂ê na pâr̂â pâ ker̂e wi-ré mö ké öyö tèi ökâré na mö ké tö cér̂é-r̂é? 
LUK.5.35	Aè nè pwa rua na pâr̂â nédaa, é yè bör̂i pè rai-r̂é ö wi ré mö ké öyö, ökâré nédaa né ké yè tö mêr̂ê xé-r̂é.» 
LUK.5.36	Na bör̂i êr̂ê yè-r̂é bar̂ee dèxâ yeyèè, êr̂ê: «Na yèri kâmö ré yè rhètia dèxâ pârê mêr̂ê ka müü mâ rhu vèâi rö mêr̂ê ka wê jer̂e é, wè nè da pâr̂i ka wê jer̂e é na pârê é pè rö ka müü. 
LUK.5.37	Na yèri bar̂ee kâmö ka piyöwîî viné ka mö ké müü rö mwââ-ê kâr̂â bwâr̂âwê ka kwaôroé, wi kôtia mwââ-ê na viné mâ piyöwîî-e, cér̂é yè bör̂i bwir̂i na pâr̂â mwââ-ê. 
LUK.5.38	Aè na e na ké yè piyöwîî viné ka mö ké müü rö pâr̂â mwââ-ê ré mö ké müü. 
LUK.5.39	Na yèri bar̂ee kâmö ré wâyö viné ka béâr̂i, cè ki rhî vè e bèr̂éé viné ka mö ké müü, wè na êr̂ê, êr̂ê: “Na né e na ka béâr̂i.”»
LUK.6.1	Tèi dèxâ nédaa ar̂ii néé na pèkaar̂u ka baayê, na wê tawarher̂e rö né döwö bélé na Ièsu, aè cér̂é wê bwijuu vi bör̂i pwêê na pâi pa pâgür̂ü xi-e, mâ ya kâgùyi-r̂é rö köwi-r̂é mâ kâi. 
LUK.6.2	Cér̂é bör̂i êr̂ê na bör̂i rai pâi pâ farésaiö, êr̂ê: «Ki-yé ré gëve waa kââ ka da târi na ki yè waa tèi nédaa ar̂ii?» 
LUK.6.3	Na bör̂i aʼcëi yè-r̂é na Ièsu, êr̂ê: «Gëve da tö vâr̂â röi ka é waa i David, tö ka mêr̂ê xi-e mâ pâ béé vâr̂â xi-e, 
LUK.6.4	rö ké vi ru xi-e rö mwâ i Bâô, mâ pè var̂awa xè-i kwââvâr̂â né pè tö vèa ar̂ii, mâ kâi, mâ nââ bar̂ee yè-r̂é pâ béé vâr̂â xi-e, aè na wê ar̂ii na ké yè kâi, na e rö na pâi pa vi ye êê pwaér̂ö?» 
LUK.6.5	Na bör̂i êr̂ê bar̂ee na Ièsu, êr̂ê: «O i kâmö, wè ör̂ökau né ar̂ii.»
LUK.6.6	Bör̂i tèi dèxâ nédaa ar̂ii, wè na wê vi ru rö mwâ waa ar̂ii na Ièsu, mâ vi pur̂â. Na bör̂i tö-i na dèxâ kâmö ka mé na köwi-e é gaamëë. 
LUK.6.7	Aè cér̂é waa tö rhûû na pâi pa yu ga mâ pâi pâ farésaiö cè ki tâwai êr̂ê, nè pè mör̂u kâmö na Ièsu rèi nédaa ar̂ii, cè ké-r̂é bör̂i tâwai vi kââr̂â i-e wa. 
LUK.6.8	Na wê rhîâgür̂ü wêê nénââ xé-r̂é na Ièsu, na bör̂i êr̂ê na ce yè kâmö ka mé na köwi-e, êr̂ê: «Tömâ rua na gèi mâ tee na gèi rö négowé né-r̂é.» Na bör̂i tömâ mâ te tâ tömâ. 
LUK.6.9	Na bör̂i êr̂ê yè-r̂é na Ièsu, êr̂ê: «Gö ërëwaa-ve, êr̂ê, na wêr̂êi na târi rèi nédaa ar̂ii na ké yè waa kââ ka e ra, ké yè waa kââ ka yaané, mâ kè yè waa e mör̂u ra, ké yè kâ vè bwir̂i?» 
LUK.6.10	Na bör̂i rhau rhî vè rhédè wa-r̂é wânii, na bör̂i êr̂ê yè kâmö ka pèii, «Yùù köwi-i.» Na bör̂i waa, na bör̂i wê mör̂u na köwi-e. 
LUK.6.11	Aè cér̂é dö cêrhö yaané na pâi-â, cér̂é bör̂i vi tëvë vè rhaaxâ wa ö kââ-ré cér̂é yè tâwai waa yè Ièsu.
LUK.6.12	Tèi dèxâ nédaa rai pâr̂â nédaa-ré, na bör̂i wê vi na ce na gwêêwè cè ki pwaér̂ö, na bör̂i tö-a pwaér̂ö rhaaxâ bwê. 
LUK.6.13	Na wê daa, na bör̂i aʼyè mi pâi pa pâgür̂ü xi-e, mâ pâbir̂i pârör̂ö na ma kaar̂u rai-r̂é, mâ ye néé-r̂é bar̂ee, êr̂ê, aposetolo ökââ nô-né, êr̂ê, ka é tùr̂ùwaa. 
LUK.6.14	Wè Simona, ré na ye néé-é êr̂ê Pètèru; mâ Adèrè, pâdii-e; mâ Iakobo; mâ Ioané; mâ Filipo; mâ Bartélémi; 
LUK.6.15	mâ Mataio; mâ Tomas; mâ Iakobo, o i Aléfa; mâ Simona, é vi aʼyè ka dö rhî vè e; 
LUK.6.16	mâ Juda, o i Iakobo; mâ Juda Iskariot; ce ré yè ârui-e.
LUK.6.17	Na bör̂i vi ria cér̂é, mâ tömâ rö dèxâ bwêê dè ka vi tö e, wè cér̂é wê tö-i na pâr̂â pa pôr̂ô yéyé xè-i pâi paxa pwêr̂êwaa-è, mâ pa mi xè-i pâr̂â ba xè Juda, mâ xè Iérusalèm, mâ xè pwar̂awiè rö Tyro mâ Sidona; wè cér̂é wê rhau mi na ka pwêr̂ê, mâ cè ké-r̂é mör̂u rai pâr̂â pèii xé-r̂é. 
LUK.6.18	Bör̂i cér̂é ré wê bwêêpë xè-i ko ka yaané, wè, cér̂é wê e tëë. 
LUK.6.19	Aè pâr̂â kâmö, wè cér̂é rhau vi mèyè cè ké-r̂é paxè-è, wè na wê tù xè xi-e na dèxâ ar̂inadö ré wê rhau waa e-r̂é tëë.
LUK.6.20	Na bör̂i rhî navui pièmè wa pâi pa pâgür̂ü xi-e, mâ êr̂ê, êr̂ê:
LUK.6.20	«Na kau mâmâ na ko-ve,
LUK.6.20	Gëve paxa rhauadè, wè na ke-ve na mwâcir̂i i Bâô!
LUK.6.21	Na kau mâmâ na ko-ve, gëve-r̂é mêr̂ê xina,
LUK.6.21	Wè é yè mâ pè kiè-ve.
LUK.6.21	Na kau mâmâ na ko-ve, gëve paxa tââ xina,
LUK.6.21	Wè gëve tö léwé vi or̂o.»
