MAT.1.1	Ame na rɔ möyï ꞌbu löbu ꞌba Yësu Kurïsïtö kupö Dawidi kupö Abarayama.
LUK.12.58	Ɔdɔ bɔ mɔtɔ kindaꞌba yi toto yi kɔmɔ bɔ burë ote lende nima yaga ti bo gba kota kinza kömö kɔmɔ burë. Ɔdɔ kote dë ti bo, bo ti kotɔ yi ŋgï kɔmɔ bɔ burë kiꞌdi yi zi bɔ kanya mo ga koto yi ŋgï mï maboso. 
LUK.12.59	Rɔ ma laka miya zïyï, ti koloma yayi ŋbö kopi taripa ꞌba karama nima kodɔ döyï ne pili.”
LUK.13.1	Mï kada mo nima bilaka mɔtɔ ga ëdï yayi lïjë këdï rɔ tiya lende ꞌba ya mɔtɔ ga di Galilaya ame Pilato turu bɔ dönnï kiꞌdi kupö di bi ꞌba toꞌdɔ akumu ꞌbënnï ga zi Bɔkoꞌba ne. 
LUK.13.2	Kina Yësu kileki dɔmo zïnnï iya te, “Bilaka ꞌba Galilaya naga nima kupö tara ne, ma komerike ꞌbeye lende kënyë ma ꞌbënnï na kebe ꞌba bilaka ꞌba Galilaya ma laki ꞌdeni pili? 
LUK.13.3	Rɔ ma laka miya ziye, inza tara. Kpe gbï ɔdɔ kotɔke dɔye dë ëddï koteke dɔye pili tara. 
LUK.13.4	Kɔzɔ bilaka ꞌbutë döömu dɔɔmota tönë ga rö tɔrɔ kulöru dɔmo kupö di Siloma ne, ma komerike ꞌbeye iyake te lïjë na lende kënyë ꞌbënnï kidari ꞌdeni di dɔ ꞌba bilaka ꞌba Yerosalema ma laki? 
LUK.13.5	Rɔ ma laka miya ziye, inza tara. Kpe gbï ɔdɔ kotɔke dɔye dë ëddï koteke dɔye pili tara.”
LUK.13.6	Kina Yësu kiya dɔŋgala nime zïnnï, iya te, “Bɔ mɔtɔ ëdï ti ŋgërï këlu abo, bo ïdïyë ꞌdeni mï nyaka. Kina ɔdɔ bo kari toma ma kana mo tine bo oꞌja ɔtɔ dë. 
LUK.13.7	Kina bo kiya ŋgï zi bɔ koŋgɔ gɔ nyaka nima, bo iya te, ‘Kɔmɔ kɔɔ mo ꞌdeni mota ame möꞌbö nduwë tako toŋgɔ këlu nime toma ma kana mo, tine moꞌja ɔtɔ dë du te. Oga bo bërï, ëddï kola bo kirasi yayi nime ka le rɔ ma sari gɔ waꞌdi?’ 
LUK.13.8	Bɔ koŋgɔ gɔ nyaka nima iya te, ‘Ŋere, ola bo koꞌdɔ kɔmɔ kɔɔ titi ꞌböwu kɔtɔ ꞌdɔ mole ndï bo nima toko mulu yörï teyi ꞌdɔ kolɔꞌbɔ. 
LUK.13.9	Kina tine ti kɔɔ ɔdɔ bo kana ele, ne ɔdɔ bo kana dë oga bo ŋgï nati bërï.’”
LUK.13.10	Mï kada ꞌba rɔ kindawo mɔtɔ koꞌja Yësu këdï tiyandi wa mï rö ꞌba mötu tine 
LUK.13.11	ꞌja mɔtɔ ame nökï mo koŋgo gɔmo kɔzɔ geli naga tara ne ëdï yayi. Wa nima ëdï ꞌdeni tïnï kɔmɔ kɔɔ ꞌbutë döömu dɔɔmota. 
LUK.13.12	Kina ɔdɔ Yësu koꞌja nï tara yɔ na kïdëkï nï ŋgï kako, kiya zïnï te, “ꞌJa, ope yi ꞌdeni di dɔ rɔkɔꞌɔ ꞌbï nime.”
LUK.13.13	Bo iꞌdi közï bo rönï kina gönï tönë kodɔrɔ ŋgï lɔko kïlëlu Bɔkoꞌba. 
LUK.13.14	Kina bɔ dɔ rö ꞌba mötu nima ŋgï rɔ ꞌdïrï gɔ lende nima Yësu kileŋo ꞌja nima mï kada ꞌba rɔ kindawo ne. Bo ilende zi bilaka naga nima yayi ne, bo iya te, “Töꞌdö ëdï ꞌdo ziye dɔ modɔɔkɔtɔ toꞌdɔ ndɔbɔ yïmo. Akoke mï kada naga nima ꞌdɔ kileŋo ye tine inza dë mï kada ꞌba rɔ kindawo.”
LUK.13.15	Yësu ileki dɔmo zi bo, iya te, “Kpe bɔ kɔmɔ kandi naga nime, nï mɔtɔ ebe tope ŋgulö ala akaca ꞌbï di dɔ lösï mo koto kari tuwë mini mï kada ꞌba rɔ kindawo. 
LUK.13.16	Ne ꞌja nime rɔ kupö Abarayama Satani kudödu ꞌdeni bërï ŋbö kɔmɔ kɔɔ ꞌbutë döömu dɔɔmota ne, gɔ waꞌdi na ꞌdɔ kope nï dë yaga gɔmo di dɔ gomɔ nime mï kada ꞌba rɔ kindawo?”
LUK.13.17	Lende ꞌba Yësu nime odɔ rɔ kaya ŋgï rɔ bɔ këdï kilende rɔ bo naga nima. Tine ya ame ga yayi ne ŋgï pili rɔ lɔŋɔ gɔ wa löbu naga nima bo këdï koꞌdɔ ne.
LUK.13.18	Yësu ënyï kiya te, “Ŋere löbu ꞌba Bɔkoꞌba ti miyari ŋgï ti waꞌdi? 
LUK.13.19	Ëdï kɔzɔ ꞌjɔ ꞌba a mɔtɔ titiyi ꞌdeki ame ɔdɔ bilaka kogba kïdïyë kina kötu ŋgï kïyöbu rɔ ŋgërï ma löbu yali ni kako kubö rö ꞌbënnï ga dɔŋgila mo.”
LUK.13.20	Bo ileki gbï kiya te, “Ti miyari ŋere löbu ꞌba Bɔkoꞌba nime ŋgï gbï ti waꞌdi? 
LUK.13.21	Ëdï kɔzɔ laŋga ame ꞌja kogba pele mbowa kuturö ti ruzu koso mï a ma mbiri kiꞌdi ŋgï pili köꞌbu ne.”
LUK.13.22	Yësu ënyï kudö nduwë kebe mï gawo ni ti dɔliŋɔ ma titi naga ti akiyandi di kɔri ꞌba tari abo Yerosalema. 
LUK.13.23	Kina bɔ mɔtɔ kënyï kititi bo iya te, “Ŋere, tara ne bilaka ma ndö te na ŋge ti kɔmɔ di mï tölë ya?”
LUK.13.23	Yësu iya te, 
LUK.13.24	“Ogbɔ röyï tɔdɔ kebe kpadörï titiyi nime. Rɔ ma laka miya zïyï, ma konzi ti kiteri ŋgï tɔdɔ kebe teyi, tine inza kɔꞌbɔ tɔdɔ. 
LUK.13.25	Ɔdɔ bɔ dɔ rö na kënyï ꞌdeni tɔrɔ kulölï kpadörï teyi, ti kɔrɔke yaga kukököke komaꞌjoke rɔye kiyake te, ‘Ŋere, urögö kpadörï zize.’
LUK.13.25	Tine bo ti kileki dɔmo kiya te, ‘Mikali ye dë kɔtɔ te, ala akoke di yala?’
LUK.13.26	Kina ti kiyake te, ‘Ze na tönë donyoke akonyo duwëke mini kɔtɔ tiye koloma rɔ tiyandi wa di mï gawo ze.’
LUK.13.27	Tine bo ti kileki ꞌböwu kiya te, ‘Mikali ye dë kɔtɔ te, ala akoke di yala? Ɔlɔke yaga di rɔma, kpe bɔ lende kënyë naga nime.’
LUK.13.28	Kina ti monɔ ni ti kpa kunyï këdï ŋgï ziye yayi ɔdɔ koꞌjake Abarayama ni ti Yisika ti Yakoba ti bɔ kumë lende ni pili ꞌdeni këdï mï ŋere löbu ꞌba Bɔkoꞌba, tine kpe ꞌbeye kuꞌdu ye ꞌdeni yaga. 
LUK.13.29	Bilaka ti kɔlɔ kako di mï dɔ kumu sowɔ ꞌba dɔliŋɔ nime tonyo ŋbele mï ŋere löbu ꞌba Bɔkoꞌba. 
LUK.13.30	Rɔ ma laka lïjë mɔtɔ ga ame leꞌjete yïꞌböwu ne ti këdï ꞌdeni dɔgba, kina ma dɔgba ti kileki ꞌdeni nyati yïꞌböwu.”
LUK.13.31	Mï kada mo nima na Parosi mɔtɔ ga kako zi Yësu kiya te, “Ënyï ëꞌbï yaga di bine kari bi mɔtɔ römöyï ŋere Erode ëdï koꞌdɔkɔ tupö yi.”
LUK.13.32	Yësu ileki dɔmo iya te, “Ari kiyake zi kiraba nima, mëdï moga nökï mileŋo bilaka ŋge tɔne tïlëndö, tïlëndö mɔtɔ dayi te mote ndɔbɔ ma ꞌdeni. 
LUK.13.33	Tine akoꞌdɔkɔ ꞌba Bɔkoꞌba na ꞌdɔ moto tari nduwë timo ŋbö mömö Yerosalema, römöyï tara ne Yerosalema na dë rɔ bi ꞌba tupö bɔ kumë lende ni teyi?
LUK.13.34	Buꞌbu zïyï nï Yerosalema, Yerosalema, ote dɔ bɔ kumë lende ni ꞌdeni kuꞌdu bɔ laja ꞌba Bɔkoꞌba ma koja zïyï naga ti döku. Ti mopi rɔma ŋgï ŋbö nyanya mo ga göyï na ꞌjaa ꞌdɔ mokoko kole ꞌbï naga nima yï soromo ma kɔzɔ ꞌba töru ame kokoko kole ꞌbënï ga ne? Tine öꞌbö tuꞌdöŋï döyï mökö. 
LUK.13.35	Ti kola rö ꞌbï zïyï rɔ roba. Rɔ ma laka miya zïyï, inza koꞌja ma kpe ŋbö kiya te, ‘Yëyï këdï dɔ bɔ ame kako ti möyï ŋere Bɔkoꞌba ne.’”
LUK.14.1	Mï kada ꞌba rɔ kindawo ma dɔ kɔtɔ mɔtɔ na ɔdɔ Yësu kari ꞌdeni tonyo akonyo liŋɔ ꞌba Parosi ma löbu mɔtɔ tine, kömönnï ŋgï pili dɔ Yësu toŋgɔ bo ɔdɔ waꞌdi na ti bo koꞌdɔ. 
LUK.14.2	Bɔ mɔtɔ ti rɔkɔꞌɔ ma kiriŋa rɔ kpɔrɔkpɔrɔ naga ëdï yayi. 
LUK.14.3	Kina Yësu kënyï kititi Parosi naga nima ti bɔ kɔmɔ kiyandi ꞌba köꞌdu kiꞌdi mo ga, iya te, “Tara ne ëdï ŋgï rɔ ma laka mï köꞌdu kiꞌdi ꞌdɔ tileŋo bilaka mï kada ꞌba rɔ kindawo ya? Ala tondo?”
LUK.14.4	Tine lïjë udumö ŋgï pili timo. Kina Yësu kindaꞌba bɔ tönë ŋgï kileŋo koja kari. 
LUK.14.5	Kina bo kënyï kititi lïjë, bo iya te, “Ɔdɔ nï mɔtɔ kole ꞌbï ala ŋgulö sa ꞌbï kilaꞌba mï gö mï kada ꞌba rɔ kindawo ti kënyï dë ŋgï kotɔ yaga?” 
LUK.14.6	Tine lïjë ileki ɔtɔ dë gbï gɔmo.
LUK.14.7	Kina ɔdɔ Yësu bo koŋgɔ ꞌdeni ŋba mɔtɔ naga nima kiteri ꞌbënnï ŋburu rɔ kïtï ma löbu naga tine, na bo kënyï ŋgï tiya dɔŋgala nime zïnnï. 
LUK.14.8	Bo iya te, “Ɔdɔ nï mɔtɔ kose yi mï karama ꞌba gbe kinza kari dë ŋgï koloma dɔ kïtï ma löbu. Römöyï mɔtɔga bɔ mɔtɔ ame mbiri kebe yi ne ti kose ꞌdeni gbï ꞌdɔ kako mï karama nima. 
LUK.14.9	Ne ɔdɔ këdï tara yɔ na ti bɔ dɔ karama nima kako ŋgï zïyï, kiya te, ‘Ënyï di dɔ kïtï nime kola zi bɔ nime ꞌdë.’ Na ti kari koloma ŋgï za ꞌböwu dɔ gbaꞌda ma titiyi röyï kaya nime. 
LUK.14.10	Tine ɔdɔ kose yi tara ari koloma ëꞌbï dɔ a loma ma mbowa ꞌdɔ bo bɔ kose yi mo nima na ꞌjaa kako kiya zïyï te, ‘Bɔ pɔri ma, ënyï kako koloma dɔ aloma ma laka nime bine.’ Kina ti koyo röyï ŋgï gɔmo di kɔmɔ ŋba ma laki. 
LUK.14.11	Römöyï ame kombi rɔ bo löbu ti kileki ꞌdeni ŋgï bërï. Tine ma kileki rönï bërï Bɔkoꞌba ti kombi tɔrɔ.”
LUK.14.12	Kina Yësu kiya zi Parosi nima, iya te, “Ɔdɔ nï mɔtɔ koꞌdɔ karama kinza kose dë rɔ löndö yï ni ala bɔ pɔri yï ala ma wado ꞌbï ga ala bɔ mɔri lëpï yï ga, römöyï lïjë ti kose yi gbï kada mɔtɔ yayi mï karama ma ꞌbënnï ga. Dëmba wa tönë ga koꞌdɔ zïnnï ne na ma kopi ꞌdeni pili zïyï. 
LUK.14.13	Tine ɔdɔ koja ŋbele ꞌbï bɔ lisa ni ti bɔ korɔꞌbɔ ni ti bɔ kɔmɔ kölu ni na kose kako yïmo, 
LUK.14.14	kina ti Bɔkoꞌba koꞌdɔ yëyï ŋgï döyï. Römöyï kɔzɔ ame lïjë kɔꞌbɔ topi ɔtɔ dë pele zïyï ne tine ti Bɔkoꞌba kopi ŋgï ꞌdeni zïyï mï kada ꞌba tɔdɔ ꞌba bɔ lende laka ni yaga di mï tölë.”
LUK.14.15	Kina ɔdɔ bɔ mɔtɔ di mï löŋgö ya ama ga ti bo kpa akonyo yayi ne kuwö ꞌdeni te tine, bo iya te zi Yësu, “Bɔ ame këdï kari tonyo ŋbele mï ŋere löbu ꞌba Bɔkoꞌba ne na ti yëyï.”
LUK.14.16	Yësu ileki dɔmo iya te, “Bɔ mɔtɔ ileŋo rɔ bo toꞌdɔ ŋbele ma löbu kose bilaka ŋbaŋi yïmo. 
LUK.14.17	Mï kada mo ꞌdeni na bo koja bɔ laja abo kari gɔ bilaka ma tönë ga kose ꞌdeni ne ꞌdɔ kiya teyi te, ‘Ako, wa pili ëdï ꞌdeni ndö.’
LUK.14.18	Tine lïjë pili rɔ kɔtɔkɔtɔ ebe tupë rönnï. Bɔ ma dɔgba mo iya te, ‘Mugö nyaka ꞌdeni zö gïrï naga nime moꞌdɔkɔ tari toŋgɔ mo. Momaꞌjo rɔma zïyï, ola ma gbɔ.’
LUK.14.19	Mɔtɔ mo iya ꞌba bo te, ‘Mugö sa ꞌba rɔꞌdɔ ꞌdeni ꞌbutë, mëdï moꞌdɔkɔ tari tiyɔzɔ mo. Momaꞌjo rɔma zïyï, ola ma gbɔ.’
LUK.14.20	Bɔ mɔtɔ iya ꞌba bo te, ‘Mogbe ꞌja laꞌja ma ꞌdeni gïrï nime, mɔꞌbɔ dë kpe tömö ziye yayi.’
LUK.14.21	Kina bɔ laja nima kileki ŋgï kïyëtï gɔ wa tönë ga pili zi ŋere abo. Lende mo oŋma mï ŋere ŋgï sowa na bo kënyï kiya zi bɔ laja abo, bo iya te, ‘Ari welo kpa dɔkoka kɔri ꞌba mï gawo ꞌdɔ koꞌde bɔ lisa ni ti bɔ korɔꞌbɔ ni ti bɔ kɔmɔ kölu ni.’
LUK.14.22	Bɔ laja nima ileki kako kiya te, ‘Ŋere, wa tönë kiya ne oꞌdɔ ꞌdeni tine bi ëdï gba.’
LUK.14.23	Ŋere iya te, ‘Arike kpa kɔri döŋböŋbö koꞌdeke bilaka di yayi ꞌdɔ rö ma koso. 
LUK.14.24	Rɔ ma laka miya ziye, bɔtɔ ma kɔtɔ mɔtɔ di mï löŋgö ya ma dɔgba tönë ga mose lïjë ne inza kinene akonyo ꞌba ŋbele ma nime.’”
LUK.14.25	Mï kada mo nima yayi tïndï ma kinza kiya na këdï kozi gɔ Yësu. Kina bo kuyï kɔmɔ bo dönnï bo kiya zïnnï, iya te, 
LUK.14.26	“Bɔtɔ ame kako zö ne ɔdɔ ma na dë ŋgï bo kɔꞌɔ rɔ dɔ kiteli di dɔ ꞌbu bo ni ti ma bo ti ꞌja abo ti kole abo ga ti löndö bo ga ti lëmï bo ga gbï rɔ dɔ kiteli di dɔ gbagba bo, inza du te rɔ bɔ kösö gɔma. 
LUK.14.27	Bɔtɔ ame koꞌdɔkɔ dë ŋgï tilaŋa rɔ bo tölë gɔ tösö gɔma ne ɔꞌbɔ dë tëdï rɔ ꞌbama.
LUK.14.28	Me ɔdɔ nï mɔtɔ koꞌdɔkɔ toꞌba rö ma löbu, ti koloma dë titi bërï koŋgɔ yamo ma këddï timo, ꞌdɔ kikali tara ne ti kɔꞌbɔ toꞌba rö nima zïyï ya? 
LUK.14.29	Ɔdɔ koꞌdɔ dë te inza kikali tote rö ꞌbï nima rɔ kpa koriya. Mɔtɔga ti kisaki gbɔndɔ mo yɔ na yamo ti kote rönï ŋgï tötï kola rö gba rɔ cologaki. Kina bilaka ame ga pili koꞌja ne ti kebe ŋgï tögö yi, 
LUK.14.30	kiya te, ‘Nani nime isaki toꞌba rö abo, tine ꞌböwu bo ɔꞌbɔ dë tote mo.’
LUK.14.31	Me ɔdɔ kiya te ŋere mɔtɔ këdï kari kpa ya bɔ kanya ma ꞌba bo ga këdï ŋge kuluku ꞌbutë bi ꞌbutë rïyö (10,000) tara ne bo ti koloma dë titi bërï bo komeri dɔ bo gɔ ya nime bo këdï kari toꞌdɔ mo ti ŋere mɔtɔ ame bɔ kanya mo ga këdï ŋbö kuluku ꞌbutë bi ꞌbutë sowɔ (20,000) ne ya? 
LUK.14.32	Ɔdɔ bo kɔꞌbɔ dë bo ëdï koja bɔ kpërï ŋgï kari tïyëyï kpa lende nima kola ya ma laki këdï gba ŋbö rɔ ma kɔwɔ. 
LUK.14.33	Kina gbï tara bɔtɔ ame komba gɔ bo dë zi abo ga ne ɔꞌbɔ dë tëdï rɔ bɔ kösö gɔma.
LUK.14.34	Tikɔꞌdɔ ele ma. Ne ɔdɔ tikɔꞌdɔ kote tulöwu ma kiyɔkɔ ꞌbënï ꞌdeni ikali dë kpe tileki mo rɔ ma kiyɔkɔ. 
LUK.14.35	Ele dë kpe lipo nati zi a mɔtɔ ala mï nyaka ala mï dötuꞌdu rɔ bi kolɔꞌbɔ. Tine ŋgï tuꞌdu mo mökö.
LUK.14.35	Bɔ ame këdï ti mbili ne iꞌdike bo kuwö lende nime.”
LUK.15.1	Mï kada ma dɔ kɔtɔ mɔtɔ bɔ kireke awada ni ti bɔ lende kënyë ma konzi mɔtɔ ga otɔtɔ rönnï ŋgila Yësu bi tuwö lende. 
LUK.15.2	Tine na Parosi ni ti bɔ kɔmɔ kiyandi ni kebe ŋgï tiya mo te, “Bɔ nime ëdï konyo kpa bo bi kɔtɔ ti bɔ lende kënyë ni gɔ waꞌdi?”
LUK.15.3	Kina Yësu koloma ŋgï rɔ tiya dɔŋgala nime zïnnï, iya te, 
LUK.15.4	“Ɔdɔ nï mɔtɔ këddï ti kamölö ꞌbï kuluku rïyö kina ma kɔtɔ kölu ŋgï, tara ne ti kola ma konzi naga nima dë ŋgï yayi kari toma ma kɔtɔ nima kölu ne ya? 
LUK.15.5+LUK.15.6	Kina ɔdɔ bo koꞌja ꞌdeni tine bo ti kombi ŋgï dɔ mugu bo, bo kiliya kari liŋɔ rɔ lɔŋɔ. Kina ti bo kïdëkï lëpï bo ga ti bilaka ma mï tïrï kako bo kiya teyi te, ‘Iliyake ti kɔtɔ tö römöyï kamölö ma tönë kölu ne moꞌja ꞌdeni.’ 
LUK.15.7	Kina me rɔ ma laka miya ziye, lɔŋɔ ma löbu rɔ dɔ kiteli ti këdï tara mïtɔrɔ gɔ bɔ lende kënyë ma kɔtɔ ame kotɔ dönï ne kebe lɔŋɔ ꞌba gɔ bɔ lende laka ma konzi ame ga lïjë kinza kpe ti lende kënyë mɔtɔ ꞌdɔ totɔ dönnï di yïmo ne.
LUK.15.8	Ɔdɔ ꞌja mɔtɔ këdï ti gïrïsï siliŋbi ꞌbutë kina ma kɔtɔ kölu lɔko ti koꞌdɔ tondo? Tara ne lɔko ti kiꞌdi paꞌdo dë ŋgï dɔ lamba lɔko koma mï rö nima rokpe lɔko kona ŋbö lɔko koꞌja? 
LUK.15.9	Kina ɔdɔ koꞌja ꞌdeni tine lɔko ti kïdëkï lëpï nï ga ŋgï ti bilaka ma mï tïrï kiya teyi te, ‘Iliyake ti kɔtɔ tö römöyï moꞌja gïrïsï ma tönë kölu ne ꞌdeni.’ 
LUK.15.10	Kina me rɔ ma laka miya ziye, lɔŋɔ ma löbu ti këdï gbï tara zi malayika ꞌba Bɔkoꞌba gɔ bɔ lende kënyë ma kɔtɔ ame kotɔ dönï ne.”
LUK.15.11	Kina Yësu kënyï kileki gbï kiya te, “Bɔ mɔtɔ ëdï ti kole rïyö ꞌdeni rɔ yɔbi. 
LUK.15.12	Kina kole ma titi mo kënyï kiya zi ꞌbu nnï, iya te, ‘Baba, apötö yï ame ga ꞌdɔ këdï rɔ ꞌbama ne iꞌdi zö.’ Kina bɔ nima koza mï abo ga ŋgï zi kole rïyö abo naga nima.
LUK.15.13	Mbowa di pötö mo yɔ na kole ma titi mo tönë kotɔtɔ wa ma ꞌba bo ga ŋgï bo kënyï kari koloma timo ŋbö mï dɔyayi ma kɔwɔ bo kote dɔ wa tönë ga ŋgï yayi mï lende yawa. 
LUK.15.14	Tine di pötö abo naga nima kote rönnï ꞌdeni na sëyï ma kinza kiya kilaꞌba ŋgï mï dɔyayi nima. Tine ola bo ꞌdeni ŋgï rɔ lisa. 
LUK.15.15	Kina bo kënyï ŋgï kari toma ndɔbɔ di zi bɔ dɔyayi mo naga nima. Kina bɔ mɔtɔ kiꞌdi bo ŋgï toda baꞌdo ꞌba liŋɔ. 
LUK.15.16	Bo omeri ꞌdɔ bo kokɔnyi rɔ bo ti kano monzo ame ga këdï kiꞌdi zi baꞌdo ne, tine bɔtɔ iꞌdi ɔtɔ dë du te zi bo.
LUK.15.17	Kina ɔdɔ bo kënyï komeri dɔ bo ꞌdeni tine, bo iya te, ‘Bɔ ndɔbɔ ꞌba ꞌbu ma ga ꞌdë ŋgï ti akonyo rɔ mbëmbë, ne ma na me ŋgï mëdï mölë ꞌdeni bine ti ꞌbö? 
LUK.15.18	Ti mënyï mari zi ꞌbu ma, miya te, “Baba, mirasi lende ꞌdeni zi Bɔkoꞌba gbï zïyï 
LUK.15.19	mɔꞌbɔ dë kpe ꞌdɔ kïdëkï ma rɔ kole ꞌbï. Iꞌdi ma gbɔ mëdï kɔzɔ bɔ ndɔbɔ ꞌbï ma kɔtɔ mɔtɔ tara.”’ 
LUK.15.20	Kina bo kënyï ŋgï kileki kari zi ꞌbu bo.
LUK.15.20	Kota bo këdï gba mbowa rɔ ma kɔwɔ di ŋgila liŋɔ na ꞌbu bo koꞌja bo ŋgï. Kina ꞌbu ŋgï lɔ ti mï këyï na kiriŋa ŋgï kiramo kole abo kome mbili mo. 
LUK.15.21	Tine kole iya te, ‘Baba, mirasi lende ꞌdeni zi Bɔkoꞌba gbï zïyï, mɔꞌbɔ dë kpe ꞌdɔ kïdëkï ma rɔ kole ꞌbï.’
LUK.15.22	Tine ꞌbu ënyï ŋgï kïdëkï bɔ laja abo ga kiya teyi, iya te, ‘Iriŋake welo ti bɔŋgɔ ma kele kolɔke rɔmo usuke wa dɔkole közïmo kusuke wari ndïmo. 
LUK.15.23	Ari kujëke kole sa ma kɔnɔ bërï gɔ doꞌdɔke karama. 
LUK.15.24	Römöyï kole ma nime ölë pa kina me kïdïdï ꞌdeni, ölu pa kina me koꞌja ꞌdeni.’ Kina lïjë koꞌdɔ karama mo ŋgï.
LUK.15.25	Tine kole ma löbu mo tönë ëdï gba mökö mï nyaka. Kina ɔdɔ bo kako ꞌdeni kömö ŋgɔsi ŋgila liŋɔ tine na bo kuwö lërï ŋgï ti ŋgala. 
LUK.15.26	Kina bo kïdëkï bɔ laja ma kɔtɔ bo kititi tara ne waꞌdi na kömö zïnnï. 
LUK.15.27	Tine bɔ laja nima iya zi bo te, ‘Löndö yï tönë na kömö ꞌdeni kina me ꞌbu yï kujë kole sa ma kɔnɔ ꞌdeni bërï rɔ karama ꞌba rɔmo. Römöyï bo ileki ꞌdeni kömö laka kinza a ma kënyë mɔtɔ.’
LUK.15.28	Kina kole ma löbu nima ŋgï rɔ ꞌdïrï koꞌdɔkɔ dë kpe tɔdɔ liŋɔ. Kina ꞌbu bo kari ŋgï tilende zi bo tïyëyï dökïꞌdï bo. 
LUK.15.29	Tine bo ënyï kileki dɔmo zi ꞌbu bo, bo iya te, ‘Oŋgɔ te, mï kɔmɔ kɔɔ konzi naga nime pili möꞌbö kɔzɔ atɔli toja laja zïyï muwö döyï. Tine pele ꞌdɔ kogba tɔ ŋge rɔ kole banya ɔtɔ ga kiꞌdi zö ꞌdɔ momba bërï moꞌdɔ karama mbowa timo ti lëpï ma ga ne inza yɔ. 
LUK.15.30	Tine kole ayuru ꞌbï nime kömö kirasi ëꞌbï ga ꞌdeni me zi bɔ rɔnyɔ ne na kënyï kujë kole sa ma kɔnɔ teyi.’
LUK.15.31	ꞌBu bo iya te, ‘Kole ma, nï ꞌbëyï ëddï nduwë tö bine. A ma naga nima pili ëꞌbï ga na. 
LUK.15.32	Ne ele doꞌdɔ karama rɔ ma laka ti lɔŋɔ ma löbu römöyï löndö yï nime ölë pa kina me kïdïdï ꞌdeni, ölu pa kina me koꞌja ꞌdeni.’”
LUK.16.1	Yësu ënyï kiya zi bɔ kösö gɔ bo ga, iya te, “Bɔ wa mɔtɔ ëdï ti makuŋgu abo. Tine ari kiya rönï zi bɔ wa nima tëgë bɔ makuŋgu abo nima ëdï mɔlo rɔ tirasi gïrïsï abo. 
LUK.16.2	Kina bo kïdëkï bɔ nima ŋgï kititi, iya te, ‘Waꞌdi na me muwö kiya rönï ti möyï yï ne ya? Wa ame ga pili tïyï ne ïtëtë gɔmo yaga römöyï inza kpe zö rɔ makuŋgu ma.’
LUK.16.3	Bɔ nima omeri iya te, ‘Ti moꞌdɔ tondo? Kina me këdï koga ma ꞌdeni yaga di mï ndɔbɔ. Mitigɔ dë gbï bi tɔꞌbɔ torɔꞌdɔ nyaka, rɔma rɔ ma kaya di bi tokpasi wa. 
LUK.16.4	Ne wa ma ꞌdɔ moꞌdɔ mikali ꞌdeni römöyï ɔdɔ koga ma pele yaga di mï ndɔbɔ ma nime gɔ mëdï ti bilaka ma ꞌdɔ kindaꞌba ma laka.’
LUK.16.5	Kina bo kïdëkï bilaka ame ga wali ꞌba ŋere abo këdï gɔmo ne ŋgï pili kako zi bo. Kina bo kënyï kititi ma dɔgba mo, bo iya te, ‘Wali ꞌba ŋere ma ëdï ndö göyï?’
LUK.16.5	Bɔ nima iya te, 
LUK.16.6	‘Wali abo ëdï gɔma ꞌbulu ꞌba ꞌbu ꞌbutë sowɔ.’
LUK.16.6	Bo iya te, ‘Ele, wali ꞌbï ma kugu na te. Oloma welo bërï kugu ŋge ꞌbutë rïyö.’
LUK.16.7	Kina bo kënyï kititi bɔ mɔtɔ gbï iya te, ‘Wali ꞌba ŋere ma ëdï ndö göyï?’
LUK.16.7	Bɔ nima iya te, ‘Ëdï gɔma luyu ꞌba nyönyu kuluku rïyö.’
LUK.16.7	Bo iya te, ‘Ele, wali ꞌbï ma kugu na te. Oloma welo bërï kugu ŋge kuluku kɔtɔ kɔdɔ dɔmo ꞌbutë mota.’
LUK.16.8	Gɔ köꞌdu mo na ŋere nima kubï gɔ makuŋgu kënyë abo nima ŋgï gɔ akikali laka abo nima bo koꞌdɔ ne. Römöyï bilaka ꞌba dɔliŋɔ nime akikali ꞌbënnï rɔ mbëmbë mï toꞌdɔ ëꞌbënnï ga kebe ꞌba bɔ lende laka.
LUK.16.9	Rɔ ma laka miya ziye, oꞌdɔke pɔri ziye ti a ꞌba dɔliŋɔ nime mï kɔri ma laka mo. Römöyï ɔdɔ kote rönï ꞌdeni ꞌdɔ bo Bɔkoꞌba kindaꞌba ye ti mï dïdï ma ŋburuŋburu.
LUK.16.10	Bɔ ame koloma laka toŋgɔ gɔ a ma titi laka ne ti koŋgɔ gɔ ma mbiri gbï tara. Kina bɔ ame koloma dë laka mï a ma titi ti koꞌdɔ gbï tara mï a ma löbu. 
LUK.16.11	Ne ɔdɔ kikali yi dë rɔ bɔ toŋgɔ gɔ a ꞌba dɔliŋɔ nime laka yë na ti kiꞌdi mɔri ma laka nime zïyï toŋgɔ gɔmo? 
LUK.16.12	Ɔdɔ koŋgɔ gɔ a ꞌba lëpï yï mɔtɔ dë laka yë na ti kiꞌdi ma ꞌbëyï mo zïyï?
