MRK.1.1	Igii e tanwaran Rokap na Fafas ulo Iesu Karisito, Kalalik ke God.
MRK.13.14	“Gamen par nenge tier ae i laulau kanaka in tapiek, in kiis na falifuh ae biil i tortores le in kiis lo. Seh i wes foron orek igii, i rokap le in malal ulo. Na aunbiing ae, fanseh ae ri kiis na nanal na Iudaia, rin fin una foron pungpung. 
MRK.13.15	Male tikas tinbae na olon fel kia, ke aunbiing in puh, gong i kau isi kep fasuuh ti minmara kia. 
MRK.13.16	Male tikas i foim na mok kia, gong sabin in fis una fel isi kep ti kilkiliis kia. 
MRK.13.17	Na foron aunbiing ae in laulau kanaka usuf foron tian, ke usuf kelefin sabin ae ri fasfasus. 
MRK.13.18	Gamen sising isi foron tier igii gong i tapiek na foron funiil ae falifuh i mir la. 
MRK.13.19	Wara le foron biing ae, in laulau kanaka. In laulau kanaka na foron tatawin ae i tapiek la na piklinbat. Tipes u na aunbiing ae God i fakiis ta piklinbat papang igii, ma namih, biil sabin in mel e tatawin arae. 
MRK.13.20	Male Kumguui biil in kiit fatukli ta aunbiing na tatawin, ke biil mang tikas in liu. Isau le i wol lon fanu ae ka tus pes ta ri ma ka somangat pes ta ri, pesu ka kiit fatukli aunbiing. 
MRK.13.21	Na aunbiing ae, male tikas in fas gam le, ‘Gam par u! Igii e Mesaia!’ le ‘Ae e Mesaia,’ gong gam unune lo. 
MRK.13.22	Foron mesaia famfabal ke foron poropet famfabal rin tapiek. Ke rik fatapiek foron fakileng ke foron tier an fabitit. Male ri fasih, ke rik fabal fanu ae God ka tus pes ta ri. 
MRK.13.23	Pesu gamen tumarang, igii ia ka fas famu ta gam ini foron tier tikii ae in tapiek.
MRK.13.24	“Na foron biing namih sau na tara tatawin,
MRK.13.24	‘matan pisiih in kubunor
MRK.13.24	ke funiil biil in popos,
MRK.13.25	foron keltot rin luut tinbae na bat,
MRK.13.25	ke foron tier tinbae na bat rin nut.’
MRK.13.26	“Na biing ae, fanu rin par Kalalik ken Kaltu in tapiek na laukaf ini tara rakrakai ke memeh kia. 
MRK.13.27	Ma in wuun foron angelo kia isi rik tel turim fanu tikii ae i tus pes ta ri tina ifet e matan kif, tina nenge baban nanal papang na nenge baban nanal sabin.
MRK.13.28	“Gamen kep usum tina au na fik. Aunbiing foron kubu i kuum ma foron awu ka tampalas, gam usum le foron funiil ae falifuh i tuntun la ka fatat. 
MRK.13.29	Ke aunbiing gam par tier ae ia use ta u in taptapiek la, gamen usum le aunbiing ka fatat, ae mang na matanfel. 
MRK.13.30	Tekentu kanaka ia fas gam, foron tier tikii igii in tapiek aunbiing fanu na ulul igii rin liu biitom. 
MRK.13.31	Kukulii ke piklinbat run mangmangal, isau le foron orek kiak biil in to mangmangal.
MRK.13.32	“Biil tikas i usum na biing ke na aunbiing ae. Foron angelo buuii na kukulii ke Kalalik sabin biil ri usum, Tata sau i usum. 
MRK.13.33	Gamen tumarang! Ke gamek geges! Wara le biil gam usum le nangis tom in tapiek. 
MRK.13.34	I arae nenge kaltu ae i geges isi in la una nenge maleh. Ka ta fel kia usuf foron fafauun kia, isi rin fofonoi lo. Ka tem foron foim usuf temtem tikii lo ri, ke ka fas tom parpar kale matanfel le in parpar rokap na matanfel.
MRK.13.35	“Pesu, gamen tumarang, wara le biil gam usum na aunbiing ae taman fel in tapiek. In tapiek na efef, le na tara wor, le na aunbiing to in teng, le na biingbiing. 
MRK.13.36	Tarama ka fabitit gam, ma ka tafe gam aunbiing gam gok. 
MRK.13.37	Ia fas fanu tikii ini sanih sau ia ka fas ta gam ini le, gamen tumarang.”
MRK.14.1	Iwu e biing famu na tel inen na Liuliu Kulef ken fan Iudaia, ke tel inen na beret ae biil ti is lo, foron laulaumet na pris ke foron tom fafausum ini nagogon, ri ka im sal isi rin fabal pes Iesu, ke rik luse u ma rik siimete u. 
MRK.14.2	Ri ka tarah, “Gong kere tel u na foron biingen tel inen, tarama fanu ri ka fapaket.”
MRK.14.3	Iesu tinaiwa biitom na Beteni na fel ke Saimon, ae pakanini i sem ta lepra. Aunbiing i ienien la, nenge fifin ka la usuf i ini nenge sanda furung ae ri foteng u ini nat. I fen kanaka e mata, ma tinawii na nenge fabiro luunluun dan ae ri tel u ini fat. Ka bayi ufu mata, ke ka to u na olo Iesu.
MRK.14.4	Fale fanu ae ri kiis ta aiwa, ri ka ngaliaf ma ri ka tara fis tom sing ri aragii, “Isi sanih ka falange sanda igii? 
MRK.14.5	Isi sanih biil i kep u isi fanu rik fiil u ini ituul e mar ma tiga e dinari,
MRK.14.6	Iesu ka fas ri aragii, “Sok ufu fifin igii. Sanih gam fatamais u isi? I tel sinang rokap ulo iau. 
MRK.14.7	Foron lauu rin kiis la tom tura gam, ke ifasih gamen lupes ri na foron aunbiing gam ier isi. Isau le iau, biil ian kiis fitliu tura gam. 
MRK.14.8	Sanih ae ifasih le in tel u, ka tel fasuut ta u. Ka to ta sanda ulo iau, una fageges pununfong isi minet kiak. 
MRK.14.9	Tekentu kanaka ia fas gam, na foron maleh tikii na piklinbat, aunbiing rin fafas ini Rokap na Fafas, rin use sanih ae fifin igii i tel ta u, una namnamne tirik isi.”
MRK.14.10	Iudas Iskariot neng lon nenge sangful ini u e kalalik na fafausum, ka la usuf foron laulaumet na pris isi in ta ufu Iesu usuf ri. 
MRK.14.11	Aunbiing ri ongen u arae, ri ka lala laes, ke ri ka fas u le rin suat u tom. Ke Iudas ka tipes im isi ti aunbiing rokap ae in ta ufu Iesu usuf ri.
MRK.14.12	Na biing famu na foron biingen tel inen na beret ae biil i mel e is lo, aunbiing ae ri siimete natun sipsip la lo una tel inen na Liuliu Kulef, berberat na fafausum ri ka diik Iesu aragii, “O ier isi kemen la uwah isi kemek fageges inen una tel inen na Liuliu Kulef?”
MRK.14.13	Ke ka wuun ufu iwu e kalalik na fafausum kia ma ka fas ruh aragii, “Kamun kau ubae na Ierusalem, ma aunbiing kamun tapiek, kamun fatafe turan nenge kaltu i kusep nenge luunluun dan, ke kamun mi lo. 
MRK.14.14	Aunbiing in kau una ti fel, kamun diik taman fel ae aragii, ‘Tom Fafausum i diik le, fiawah e falifuh ae i turan berberat na fafausum kia rin ien inen na Liuliu Kulef lo?’ 
MRK.14.15	Ke in finngas kamuh ini nenge tara kakah salan foron ses, buuii na mawe na fel, ae ri ka fageges ta u. Kamun fageges inen arer aiwa.”
MRK.14.16	Iun kalalik na fafausum ae ru ka tatkau ubae na Ierusalem, ke ru ka tafe foron tier tikii arae tom Iesu i fas ta ruh. Ke ru ka fageges inen una Liuliu Kulef aiwa.
MRK.14.17	Na efef, Iesu turan nenge sangful ini u e kalalik na fafausum kia ri ka tapiek. 
MRK.14.18	Aunbiing ri ienien la, Iesu ka tarah, “Tekentu kanaka ia fas gam, neng lo gam tom in ta ufu iau, igii mang ka ienien la turang.”
MRK.14.19	Ka purngis kanaka e balri, ke temtem tikii lo ri ka tara aragii, “Awii biil o use iau, beh?”
MRK.14.20	Ke Iesu ka fas ri aragii, “Neng lo gam tom e sangful ini u e kalalik na fafausum, ae i falum beret una pelet na danun inen turang. 
MRK.14.21	Kalalik ken Kaltu in met arae ri siit ta u na Buk na Gogoh. Isau le in laulau kanaka usuf kaltu ae in ta ufu una liman foron tuui. In rokap kanaka male biil in pang tah.”
MRK.14.22	Aunbiing ri ienien la biitom, Iesu ka kep beret ka fotrokap lo, ke ka sibik u, ma ka fen berberat na fafausum kia ini. Ke ka tarah, “Gam kep u, igii e pununfong.”
MRK.14.23	Namih ka kep nenge kap na wain, ka fotrokap lo, ke ka ta u usuf ri, ke ri tikii ri ka yin lo.
MRK.14.24	Ke ka fas ri aragii, “Igii e daung ae i ring isi fanu fuun, ae i fasuut falimlim ke God isi fanu kia. 
MRK.14.25	Tekentu kanaka ia fas gam, biil sabin ian umin ti wain papang na aunbiing ian umin wain fuuh na matanfuntih ke God.”
MRK.14.26	Ke aunbiing ri ka sek ta nenge seksek, ri ka la una pungpung na Olif.
MRK.14.27	Iesu ka fas ri aragii, “Gam tikii gamen fin koseng iau, arae ri ka siit ta u na Buk na Gogoh le God i tarah,
MRK.14.27	‘Ian siimete tom parpar kale sipsip,
MRK.14.27	ke foron sipsip rik fin sararah.’
MRK.14.28	Isau le na aunbiing ian aptih fis, ian famu lo gam una Galili.”
MRK.14.29	Pita ka tara sing i aragii, “Taftawa le ri tikii rin fin koseng o, iau biil tom.”
MRK.14.30	Iesu ka kiliis u aragii, “Tekentu kanaka ia fas o, igii na wor aunbiing to biil biitom fawu i teng, ke fatuul ok fakawe ufu iau.”
MRK.14.31	Isau le Pita ka rakrakai tom le, “Taftawa le ian met turam, biil tom ian fakawe ufu wo.” Ke berberat na fafausum tikii sabin, ri ka use u arae.
MRK.14.32	Iesu turan berberat na fafausum kia ri ka la una nenge porpor olif asa e Getsemani, ke ka fas ri aragii, “Gamen kiis sau aga ma iak sising.” 
MRK.14.33	Ke ka telpes Pita, Jems ke Jon. Ma aunbiing ae, ka tanwaran kalsakai tara mamais, ma ka purngis e bala. 
MRK.14.34	Ka fas rituul aragii, “Liu kiak i tatawin kanaka, ma fatat ian met. Gamtuulen kiis agawa ma gamtuulek tumarang.”
MRK.14.35	Ka mamlik la ituul sau, ke ka luutuf na nanal ma ka sising le, male ifasih, ke aunbiing una kalsakai fangungut ae, ik mangmangal koseng u. 
MRK.14.36	Ke ka sising aragii, “Aba
MRK.14.37	Aunbiing i fis, ka par u le tuul kalalik na fafausum kia rituul masun. Ke ka diik Pita aragii, “Saimon, arafah, ok ka masun bin? Biil ifasih on mat bii pes ti fatuklin aunbiing? 
MRK.14.38	Gamtuulen tumarang ke gamtuulek sising, isi biil gamtuulen luut na fatoftof. Tanwa gamtuul i ier isi tel sanih i tortores, isau le fo gamtuul i mut.”
MRK.14.39	Ke, ka la ma ka sising sabin arae sau i sising tah na famu. 
MRK.14.40	Aunbiing ka fis sabin, ka par u le rituul ka masun fis tah, wara le matrituul i tatawin kanaka. Biil rituul usum na sanih rituul en use u usuf i.
MRK.14.41	Fatuul u e aunbiing ka fis sabin ke ka tarah, “Gamtuul famam borong biitom? Ka fasih mang. Aunbiing igii mang ka tapiek tah. Gamtuul par u, igii mang rik ta ufu Kalalik ken Kaltu una liman tom tel sinang laulau. 
MRK.14.42	Gamtuul aptih, ma kerek la. Apiek mang e kaltu ae in ta ufu iau una liman tuui.”
MRK.14.43	Aunbiing Iesu i ororek la biitom, Iudas neng lon sangful ini u e kalalik na fafausum, ka tapiek turan nenge gur na fanu. Ri kep foron popok una fapaket turan foron kapsil. Foron laulaumet na pris turan foron tom fafausum ini nagogon ke foron famfamu, ri wuun ufu ta ri.
MRK.14.44	Ier ae in ta ufu Iesu ka fas famu ta fanu ae ini matngan fakileng ae in tel u ulo Iesu. I fas ri aragii, “Seh ae ian dor u, i sau e kaltu ae. Gamen luse u, ke gamek lame ufu, ma gamek parpar rokap kale u isi gong i fin.”
MRK.14.45	Ke, Iudas ka la tortores usuf Iesu ke ka tarah, “Rabi!” Ke ka dor u. 
MRK.14.46	Ke ri ka pose lo Iesu ma ri ka dat pes u. 
MRK.14.47	Neng lon fanu ae ri sotih ta awii na fatat, ka dat ufu popok una fapaket kia, ke ka kasim ufu balbalun fafauun ken famfamu ken foron pris.
MRK.14.48	Ke Iesu ka tara sing ri aragii, “Arafah, awii ngan iau e nenge tom siisiimete? Pesu gam ka la ini foron popok una fapaket ke foron kapsil isi gamen luse iau. 
MRK.14.49	Na foron biing tikii kere kiis turim la na Felun Sising, ia fausum fanu la ke biil gam luse iau. Isau le ka tapiek arae, una fasuut orek ae na Buk na Gogoh.” 
MRK.14.50	Ke berberat na fafausum tikii kia ri ka fin sararah koseng u.
MRK.14.51	Nenge guam ae i mimih la lo Iesu, i luun nenge kaen sau. Aunbiing ri luse papte u, 
MRK.14.52	ka sok ufu kaen kia aiwa na limri, ke ka fin ini pongong.
MRK.14.53	Ri ka lame Iesu usuf famfamu ken foron pris. Ke foron laulaumet na pris tikii, foron famfamu, ke foron tom fafausum ini nagogon, ri ka tapiek turim aiwa. 
MRK.14.54	Pita i mimimih la biitom lo Iesu, isau le i tapak tom, ke ka kau na falifuh ken famfamu ken foron pris, ke ka kiis turan foron tom parpar kale na falifuh ae, ma ka mingmingih na yiif.
MRK.14.55	Foron laulaumet na pris ke foron laulaumet tikii ken fan Iudaia, ri ka im isi ti tier laulau ae Iesu i tel ta u isi rin tiu u ini, ke rik siimete u isi. Isau le biil ri tafe ti tier. 
MRK.14.56	Ifuun ri ka lem ulo Iesu, isau le foron orek kiri biil i fafasih.
MRK.14.57	Fal e fanu ri ka sotih ma ri ka lem ulo Iesu le, 
MRK.14.58	“Kemem ongen u i use u aragii, ‘Ian rabat Felun Sising igii ae fanu ri tel ta u, ke na intuul e biing, ian tel neng ae fanu biil ri tel ta u.’” 
MRK.14.59	Isau le foron orek kiri biil i fafasih.
MRK.14.60	Famfamu ken foron pris ka sotih na famu lo ri, ke ka diik Iesu aragii, “Arafah, biil on kiliis foron orek igii ri tiu wo ini?” 
MRK.14.61	Isau le Iesu biil i kiliis ri ini ti orek.
MRK.14.61	Famfamu ken foron pris ka diik u sabin aragii, “Arafah, o Mesaia, Kalalik ke God ae i kalok fitliu?”
MRK.14.62	Iesu ka kiliis u aragii, “Iau e i, namih gamen par Kalalik ken Kaltu in kiis na mia God ae i rakrakai kanaka, ma in tapiek na laukaf tinbae na kukulii.”
MRK.14.63	Famfamu ken foron pris ka si dolon kaen kia tom, ma ka tarah, “Isi sah biitom kere ka ier isi ti orek una tiu u? 
MRK.14.64	Gam ka ongen ta u i puris God ini orek kia. Arafah gam wol arae?”
MRK.14.64	Ke ri tikii ri ka somangat ufu le in met tom. 
MRK.14.65	Fal lo ri, ri ka tipes ubis u. Ke ri ka fis kale mata ma ri ka tut u, ke ri ka tara sing i le, “O poropet, fas kemem, seh i tut o?” Foron tom parpar kale ri dat pes u ke ri ka paket u.
MRK.14.66	Aunbiing Pita tinaiwa biitom na palgan ubiif kale fel ae, ke nenge tah fafauun ken famfamu ken foron pris ka tapiek. 
MRK.14.67	Aunbiing i par Pita i mingmingih la aiwa, ka lala kanap u ke ka tarah, “Wo sabin o la la tura Iesu tina Nasaret.”
MRK.14.68	Isau le Pita ka fakawe ufu aragii, “Biil ia usum lo, ke biil ia malal le sanih o use u.” Ke ka suuh una matan ubiif, ke to ka teng.
MRK.14.69	Tah ae ka par u sabin, ke ka fas fanu ae ri sotih la aiwa le, “Igii e neng lo ri.” 
MRK.14.70	Pita ka fakawe sabin.
MRK.14.70	Biil i sawin ke fanu ae ri sotih fatat Pita, ri ka fas u aragii, “Tekentu tom le o sabin o neng lo ri, wara le wo tina Galili.”
MRK.14.71	Ke ka falimlim na matri aragii, “God in ta fangungut sing iau male ian lem. Biil ia usum lo e kaltu ae gam use u.”
MRK.14.72	Fanpil to ka teng sabin. Ke Pita ka sikpes tineng aunbiing i wol pes foron orek ae Iesu i use ta u sing i le, “Biil biitom fawu in teng e to, ke fatuul ok fakawe ufu iau.”
MRK.15.1	Na biingbiing saksak, foron laulaumet na pris, foron famfamu ken fan Iudaia, foron tom fafausum ini nagogon ke foron laulaumet tikii ken fan Iudaia, ri ka kiis turim ke ri ka tapiek ini nenge wolwol. Ri ka kabet Iesu ke ri ka lame ufu usuf Pailat.
MRK.15.2	Pailat ka diik u aragii, “Wo king ken fan Iudaia?”
MRK.15.2	Iesu ka kiliis u aragii, “Arae tom o use u.”
MRK.15.3	Foron laulaumet na pris ri ka tiu u ini i fuun e tier. 
MRK.15.4	Ke Pailat ka diik u sabin aragii, “Biil ti orek kiam una kiliis ri? Ok par u, ri tiu wo ini ifuun e tier.”
MRK.15.5	Isau le Iesu biil i kiliis u ini ti orek, ke Pailat ka bitit.
MRK.15.6	Na foron bet tikii na tel inen na Liuliu Kulef, Pailat i fasuuh ufu nenge kaltu la tina kamkabet ae fanu ri tim pes u. 
MRK.15.7	Na bet ae, nenge kaltu asa e Barabas, i e neng lon fanu ae ri fapaket tah turan matanfuntih tina Rom. Ri kiis tikii na kamkabet, wara le ri siimete ta fal e fanu. 
MRK.15.8	Gur na fanu ri ka tapiek sing Pailat, ke ri ka sising u isi in fasuuh tikas ae i kiis na kamkabet, arae tom i tel u la.
MRK.15.9	Ke Pailat ka diik ri aragii, “Gam ier le ian fasuuh ufu King ken fan Iudaia usuf gam?” 
MRK.15.10	Ka diik ri arae, wara le ka usum tah le foron laulaumet na pris, ri ta ufu Iesu usuf i ini wolwol laulau. 
MRK.15.11	Isau le foron laulaumet na pris ae, ri ka farakrakai gur na fanu ae le rin fas Pailat isi in fasuuh ufu Barabas.
MRK.15.12	Pailat ka diik ri sabin aragii, “Sanih mang iak tel u ini ier ae gam foteng u le King ken fan Iudaia?”
MRK.15.13	Ke ri ka perek aragii, “Fakulkulik u na aupaket!”
MRK.15.14	Pailat ka diik sabin aragii, “Sanih e wara? Matngan sanih i tel fager ta u?”
MRK.15.14	Isau le ri ka lala perek mang tom aragii, “Fakulkulik u na aupaket!”
MRK.15.15	Pailat i ier isi falaes fanu, pesu ka fasuuh ufu Barabas usuf ri, ke ka ta ufu Iesu usuf foron tom fapaket isi rin pis u, ke rik fakulkulik u na aupaket.
MRK.15.16	Foron tom fapaket ri ka dat Iesu una palgan ubiif kale fel ken famfamu kiri, ke ri ka tawi turim foron tom fapaket tikii. 
MRK.15.17	Ri ka fakilkiliis u ini dolon kaen melmelek, ke ri ka tel nenge bangbang
MRK.15.18	Ke ri ka faorek pes u aragii, “Ier, wo sau o King ken fan Iudaia!” 
MRK.15.19	Ke ri ka famam paket paklu ini nenge au, ke ri ka ubis u, ke ri ka ilepul na mata, ma ri ka garan bulat lo. 
MRK.15.20	Aunbiing ri ka morot tah ini, ri ka tel ufu kaen melmelek lo, ke ri ka fakilkiliis fafis u ini kilkiliis kia tom. Ke ri ka lame fasuuh u isi rik fakulkulik u na aupaket.
MRK.15.21	Awii tole sal, foron tom fapaket ri ka tafe nenge kaltu tina Sairini asa e Saimon, tama Aleksenda ru e Rufus. I la tina nenge maleh isi in tatkau una Ierusalem. Ke foron tom fapaket ri ka fangongos u isi in kusep aupaket ke Iesu. 
MRK.15.22	Ri ka lame Iesu una falifuh ae ri foteng u ini Golgota. Kamtinan as ae le, salan tuan paklun kaltu. 
MRK.15.23	Ri ka ta wain sing i, wain ae ri ikis u turan danun au ae ri foteng u ini mir, isau le biil i to umin u. 
MRK.15.24	Ri ka fakulkulik ta u na aupaket, ke ri ka fangfang laki isi seh tom in kep foron kilkiliis kia.
MRK.15.25	Na isiu e aunbiing na biingbiing, ri ka fakulkulik u na aupaket. 
MRK.15.26	Ri ka siit orek ae ri tiu u ini bae na olon aupaket kia, aragii: KING KEN FAN IUDAIA. 
MRK.15.27+MRK.15.28	Ke ri ka fakulkulik iwu sabin e tom sisii tura na iwu e aupaket, neng na mia ke neng na kaisa.
MRK.15.29	Ma fanu ae ri liuliu ufu Iesu la, ri ka famam orek laulau ulo, ke ri ka famam pakpakte paklu ri ulo, ke ri ka tarah, “Wo tara tah le on rabat ufu Felun Sising igii, ke ok faptih fafis u na in tuul e biing, 
MRK.15.30	ok puh mang tinbae na aupaket ke ok faliu fafis wo tom.”
MRK.15.31	Foron laulaumet na pris ke foron tom fafausum ini nagogon sabin, ri ka morot ini Iesu na fatpoto ri tom aragii, “I faliu fal, isau le biil ifasih in faliu fafis u tom. 
MRK.15.32	Male i e Mesaia, King ken fan Israel, ke ik puh mang tina aupaket, isi kerek par u, ma kerek unune lo.” Ke iun kaltu sabin ae ri fakulkulik ta ruh na iun aupaket na iun baba Iesu, ru ka orek laulau ulo.
MRK.15.33	Na sangful ini u e aunbiing na siat, falifuh tikii ka kubunor, papang na i tuul e aunbiing na efef. 
MRK.15.34	Na i tuul e aunbiing, Iesu ka ngangeh aragii, “Eloi, Eloi, lama sabakatani?” Kamtinan orek ae, i aragii, “God kiak, God kiak, isi sanih o ka la koseng iau?”
MRK.15.35	Fale fanu ri sotih tah na fatat. Aunbiing ri ongen u, ke ri ka tara aragii, “Gam ongen u, i tawi Elaisa.”
MRK.15.36	Nenge kaltu ka filau ma ka kep nenge tier ae i duup pes dan la, ka faluum u na wain ae i mingin, ka luun u na nenge au ke ka sik u una mawe isi Iesu ik duup u. Ke ka fas ri aragii, “Gam nene, kerek par u bii, Elaisa in la isi fapuh u, le biil.”
MRK.15.37	Iesu ka lala ngangeh sabin, ke ka fut paket mangia.
MRK.15.38	Ke, tara kaen tinawii na Felun Sising ae i tempaek mua ae na palga, ka tamsih una iwu e danga tinbae na mawe ubuif na pikli. 
MRK.15.39	Nenge famfamu ken foron tom fapaket i sotih tah awii na famu na piklin aupaket ke Iesu. Aunbiing i ongen Iesu i ngangeh, ma ka par matngan minet kia, ke ka tarah, “Tekentu kanaka, kaltu igii, i e Kalalik ke God.”
MRK.15.40	Fal e kelefin sabin ri sotih tapak ma ri ka par foron tier ae. Maria Makdalin, ke Salome ke Maria tina fabiro Jems ru e Joses, rituul tinaiwa turan kelefin ae. 
MRK.15.41	Ituul e fifin igii, rituul mi la lo Iesu aunbiing i kiis tah na Galili, ke rituul tel foim la una lupes u. Ke ifuun e kelefin sabin ri la turim tah tura una Ierusalem, ri sabin tinaiwa.
MRK.15.42+MRK.15.43	Biing ae, i e biingen geges, ma i e biing famu na Biingen Mangeh. Iosep tina Arimatia, i e nenge laulaumet ken fan Iudaia ae ri bulat la lo, ma i nene la isi matanfuntih ke God. Biil i sokeh, pesu ka la usuf Pailat, na efef aunbiing pisiih biil biitom i sup, ke ka sising u isi pununfo Iesu. 
MRK.15.44	Pailat ka bitit aunbiing i ongen u le Iesu ka met tah. Ke ka kam pes famfamu ken foron tom fapaket, ke ka diik u aragii, “Tekentu tom le Iesu ka met tah?” 
MRK.15.45	Pailat ka ongen ta orek ken famfamu ken foron tom fapaket ae, pesu ka mangte ufu pununfo Iesu usuf Iosep. 
MRK.15.46	Ke Iosep ka fiil fal e rokap na kaen, ke ka fapuh pununfo Iesu, ma ka afit u ini. Namih ka faborong u na matanfat una luun minet, ae ri kef ta u na balan fat, ke ka fabulbulis nenge tara fat una babat kale matanfat ae. 
