MAT.1.1	Libri i gjeneallogjisë Iesu Krishtit, birit Davidit, birit Abrahamit.
LUK.18.14	Po u thom juve, 
LUK.18.15	Edhe i prun’ edhe foshnjetë qi t’i përkasi; edhe dishepujtë, kur panë, i qirtuenë.
LUK.18.16	Por Iesui si i thërriti për-anë, tha: Leni çunat’ e vogjilë me ardhunë tek unë, edhe mos i ndalni, sepse të këtillëvet ashtë mbëretënia e Perëndisë.
LUK.18.17	Për të vërtet po u thom juve, se - Ai qi të mos presi mbëretënin’ e Perëndisë porsi nji çun të vogëlë, s’ka me hymë nd’ate.
LUK.18.18	Edhe nji i parë e pyeti, tue thanë: Mieshtër i mirë, qish të baj për me trashiguem jetën’ e pasosëme?
LUK.18.19	Edhe Iesui i tha: Ç’më thue i mirë? Kurkushi s’asht’ i mirë, për veç nji Perëndie.
LUK.18.20	Porosiat’ i di: “Mos kurvënojsh. Mos vrasish. Mos viedhish. Mos bajsh deshmi rrenë. Ndero t’ët at’ e t’ët amë”.
LUK.18.21	Edhe ai tha: Të gjitha këto i kam rueitunë çë mbë të rit’ t’em.
LUK.18.22	Edhe Iesui kur ndëgjoi këto, i tha: Edhe nji 
LUK.18.23	Por ai kur ndëgjoi këto u idhënue, sepse ishte fort i pasunë.
LUK.18.24	Edhe Iesui kur pa se u idhënue, tha: Sa me të vështirë kanë me hymë ndë mbëretënit të Perëndisë ata qi kanë gja!
LUK.18.25	Sepse ma kollai ashtë me hymë kamilla ndëpër birë të gjylpanësë, se i pasuni me hymë ndë mbëretënit të Perëndisë,
LUK.18.26	Edhe ata qi ndëgjuenë thanë: E cilli mundetë me u shpëtuem?
LUK.18.27	Edhe ai tha: Të pamundëshimetë për-anë nierëzish, janë të mundëshime për-anë Perëndisë.
LUK.18.28	Edhe Pietri tha: Qe na te lam të gjitha, edhe të muerëm mbrapa.
LUK.18.29	Edhe ai u tha atyne: Për të vërtet po u thom juve, s’ashtë ndonji qi la shtëpi, a përind, a vëllazën, a grue, a dielm, për punë të mbëretënisë Perëndisë,
LUK.18.30	qi të mos shpaguhetë për nji shumë ndë këte kohë, edhe ndë jetët qi vien jetën’ e pa-sosëme.
LUK.18.31	Mbasandai 
LUK.18.32	Sepse ka me u dhanë ndër duer të kombevet, e ka me u përqeshun’, e ka me u shamë, e ka me u pështymë ndër sy;
LUK.18.33	edhe si ta frushkullojnë kanë me e vramë, edhe të tretënë ditë ka me u ngjallunë.
LUK.18.34	Por ata s’muernë vesht kurgja prei këtyne 
LUK.18.35	Edhe ai kur u afrue ndë Ieriho, nji i verbëtë po rrinte për-an’ udhësë tue lypunë;
LUK.18.36	edhe kur ndëgjoi gjindëjenë tue shkuem, pyeste: Qish ashtë këjo?
LUK.18.37	Edhe i diftuenë se po shkon Iesu Nazoreasi.
LUK.18.38	Edhe 
LUK.18.39	Edhe ata qi shkojshinë për-anë e qirtojshinë, qi të mos pëzante, por ai shumë ma tepërë thërriste: Bir’ i Davidit, përdëllemë.
LUK.18.40	Edhe Iesui qindroi edhe urdhënoi me e prumë tek ai; edhe ai si u afrue, e pyeti,
LUK.18.41	tue thanë: Qish do me të bamë? Edhe ai tha: Zot, qi të çel sytë me pamë.
LUK.18.42	Edhe Iesui i tha: Çil’ sytë me pamë, besa jote të shpëtoi.
LUK.18.43	Edhe përnjiherë çeli syt’ e pa, edhe e merrte mbrapa tue lavduem Perëndinë; edhe gjithë populli kur pa, i dha lavdim Perëndisë.
LUK.19.1	Edhe 
LUK.19.2	Edhe qe nji nieri qi quhei Zakhe, i cilli ishte i pari publikanëvet, edhe kyi ishte i pasunë.
LUK.19.3	Edhe kërkonte me pamë Iesunë, cilli ashtë; por s’mundei prei gjindëjesë, sepse ishte i vogëlë ndë shtat.
LUK.19.4	Edhe nxitoi përpara e hipi mbë nji dru mani, për me pam’ ate, sepse kishte për me shkuem ndëpër atë 
LUK.19.5	Edhe Iesui kur erdhi mbë 
LUK.19.6	Edhe 
LUK.19.7	Edhe të gjithë kur panë, murmurojshinë, tue thanë, se: Hyni me ndenjunë për-anë nieriut fajtuer.
LUK.19.8	Edhe Zakheu qindroi, e i tha Zotit: Qe, o Zot, gjymësën’ e gjasë s’eme tek e ap ndëpër të vobeqit, edhe ndë i paça marrë gja ndoni nieriu për dhunë, i ap për nji katër.
LUK.19.9	Edhe Iesui i tha, se sot u ba shpëtim ndë këte shtëpi, sepse edhe ai asht’ i bir’ i Abrahamit.
LUK.19.10	Sepse i bir i nieriut erdhi me kërkuem e me shpëtuem ate qi asht’ i hupunë.
LUK.19.11	Edhe ata kur ndëgjojshinë këto, 
LUK.19.12	Tha pra: Nji nieri fisnik voiti mbi 
LUK.19.13	Edhe thirri dhetë shërbëtorët’ e vet, e u dha atyne dhetë mna, edhe u tha atyne: Punoni 
LUK.19.14	Por qytetëtarët’ e ati e kishinë mëni, edhe dërguenë laimësi mbas ati, tue thanë, se: Nukë duemë këte me mbëretënuem mbi ne.
LUK.19.15	Edhe ai si muer mbëretëninë, u këthye prapa, e tha me u thërritunë tek ai shërbëtorëtë qi u pat dhanë argjandinë, për me marrë vesht qish kishte fituem gjithë-se-cilli.
LUK.19.16	Edhe erdhi i pari, tue thanë: Zot, mnaja jote fitoi dhetë mna.
LUK.19.17	Edhe ai i tha: Të lumtë, shërbëtor i mirë, se u banë besëtar mbë të pakënë, ki pushtet sipër dhetë qytetesh.
LUK.19.18	Erdhi edhe i dyti, tue thanë: Zot, mnaja jote bani pesë mna.
LUK.19.19	I tha edhe këti: Edhe ti bahu 
LUK.19.20	Erdhi i treti, tue thanë: Zot, qe mnaja jote, të cillën’ e pata rueitunë mbë-nj-anë ndë 
LUK.19.21	sepse pata frikë, se je nieri i shtrëngutë: merr atie ku s’ke vumë, edhe korr atie ku s’ke mbiellë.
LUK.19.22	Edhe 
LUK.19.23	përse pra s’dhe argjandinë t’em te truveza, qi ta merrshiem bashkë me kamatënë, kur të vishiem unë?
LUK.19.24	Atëherë u tha atyne qi ishinë përpara: Merrni mnanë prei ati, edhe ia nepni ati qi ka dhetë mna.
LUK.19.25	(Edhe 
LUK.19.26	Sepse po u thom juve, se kushdo qi ka, do t’i nepetë; edhe prei ati qi s’ka, edhe ate qi të ketë, do të merretë prei ati.
LUK.19.27	Por ata anëmiqt’ e mi, qi s’më deshnë me mbëretënuem mbi ata, bini këtu, edhe therrni përpara mejet.
LUK.19.28	Edhe si tha këto, shkonte përpara, tue hipunë ndë Ierusalem.
LUK.19.29	Edhe kur u afrue ndë Bethfage edhe ndë Bethani, ndaj malinë qi quheti i Ullivet, dërgoi dy 
LUK.19.30	e u tha atyne: Shkoni nd’ate katund qi ashtë kundruell; kur të hyni atie, keni me gjetunë 
LUK.19.31	Edhe ndë u pyettë juve kushi: Përse e sgjidhni? Kështu t’i thoni, se: Zoti ka nevojë për ate.
LUK.19.32	Edhe ata qi u dërguenë si shkuenë, gjetnë sikurse u tha atyne. 
LUK.19.33	Edhe ata kur po sgjithshinë polishtinë, të zotënit’ e ati u than’ atyne: Përse sgjithni polishtinë?
LUK.19.34	Edhe ata thanë: Zoti ka nevojë për ate.
LUK.19.35	Edhe e prunë te Iesui; edhe si hothnë petkat’ e veta mbi polishtinë, hipnë Iesunë mbi ate.
LUK.19.36	Edhe ai kur po shkonte, 
LUK.19.37	Edhe ai kur u afrue tashti mbë të sdrypunit e Malit Ullivet, gjithë shumica e dishepujvet filluenë me u gëzuem e me lavduem Perëndinë me za të math për gjith’ ato mërekullia qi panë,
LUK.19.38	tue thanë: I bekuem 
LUK.19.39	Edhe disa Farisei prei gjindëjes’ i thanë: Mieshtër, qirto dishepujt’ e tu.
LUK.19.40	Edhe 
LUK.19.41	Edhe si u afrue e pa qytetinë, qjau për ate,
LUK.19.42	tue thanë, se: Ndë qoftë se i dishie edhe ti, pak së paku sot ndë këte ditët tande, ato 
LUK.19.43	sepse kanë me ardhunë ditt për tyi, edhe anëmiqt’ e tu kanë me bamë hendek rreth tejet, edhe kanë me të rrethuem, edhe kanë me të shtrënguem prei gjith’ anësh,
LUK.19.44	edhe kanë me të rrëxuem sheshit tyi, edhe dielmt’ e tu 
LUK.19.45	Edhe si hyni ndë tempull, filloi me nxierrë jashtë ata qi shitshin’ e blejshinë nd’ate,
LUK.19.46	tue u than’ atyne: Ashtë shkruem - “Shtëpia eme ashtë shtëpi lutëje”, por ju e batë, “Shpellë kursarësh”.
LUK.19.47	Edhe ishte tue mësuem përditë ndë tempull. Edhe Kryepriftënit’ edhe Shkruesit’ edhe të parët’ e popullit kërkojshinë me e prishunë,
LUK.19.48	por s’gjejshinë se qish me bamë, sepse gjithë populli ishte varunë mbas ati për me e ndëgjuem.
LUK.20.1	Edhe ndë nji aso ditsh, ai kur po mësonte ndë tempull, edhe nepte zanin’ e mirë, Kryepriftënit’ edhe Shkruesitë bashkë me pleqt’ erthnë sipër ati, edhe folnë,
LUK.20.2	tue thanë: Na thuei, me çfarë pushteti ban këto, cilli asht’ ai qi të ka dhanë këte pushtet?
LUK.20.3	Edhe 
LUK.20.4	Pagëzimi i Gjionnit prei qielli ishte, a prei nierëzish?
LUK.20.5	Edhe ata mendoheshinë me vetëvetëhenë, tue thanë, se: Ndë thanshim - Prei qielli; ka me thanë - Përse s’i besuetë pra?
LUK.20.6	Edhe ndë thanshim: Prei nierëzish; gjithë populli ka me na rrafunë me gurë, sepse iu ka mbushunë mendia, se Gjionni ashtë profet.
LUK.20.7	Edhe u përgjegjën, se nukë dinë prei kah 
LUK.20.8	Edhe Iesui u tha atyne: As unë s’u thom juve, me çfarë pushteti baj këto.
LUK.20.9	Mbasandai filloi me i thanë popullit këte parabullë: Nji nieri mbuell 
LUK.20.10	Edhe ndë kohë 
LUK.20.11	Edhe për-së-ri dërgoi nji tietër shërbëtuer, por ata edhe ate e rrafnë, edhe e shpërnderuenë, edhe e dërguenë shprazëtë.
LUK.20.12	Edhe për-së-ri dërgoi 
LUK.20.13	Edhe i zoti i veshtit tha: Qish të baj? Le të dërgoj birinë t’em të dashuninë; druese, kur të shofinë këte, kanë me e pasunë turp.
LUK.20.14	Por bujqitë kur pan’ ate, mendoheshinë me vetëvetëhenë, tue thanë: Kyi ashtë trashigimtari, ejani, le ta vrasim, qi të na mbesi trashigimi.
LUK.20.15	Edhe e nxuernë jashtë veshtit. Edhe e vranë. Qish ka me u bam’ atyne i zoti veshtit?
LUK.20.16	Ka me ardhun, e ka me prishunë këta bujqitë, edhe veshtinë ka me ua dhanë të tierëve. Por 
LUK.20.17	Edhe ai shtiu sytë, e u tha atyne: Qish ashtë pra këjo qi ashtë shkruem - “Ate gur qi s’e pëlqyen’ ata qi ndërtojnë, kyi u ba për krye kanti?”
LUK.20.18	Kushdo të bierë mb’ate gur, ka me u thërrmuem; edhe mbi ate qi të bierë, ka me e përsheshunë.
LUK.20.19	Edhe Krye-priftënit’ e Shkruisitë kërkuenë me vumë duertë mb ate nd’ate orë, por patnë frikë popullinë,
LUK.20.20	sepse e muernë vesht se për ata tha këte parabullë. Edhe ata si rueitnë, dërguenë kallauza, qi shtiheshinë se janë të dreitë, qi ta zanë me fjalë, për me e dhanë ndër duer të urdhënit, edhe të pushtetit gurvernatorit.
LUK.20.21	Edhe e pyetnë, tue thanë: Mieshtër, e dimë se flet edhe mëson dreitë, edhe s’i mba anë kuit, por mëson udhën’ e Perëndisë me vërteta.
LUK.20.22	Asht’ e udhësë me i dhanë na Kaisarit pagë, apo jo?
LUK.20.23	Edhe 
LUK.20.24	Më diftoni 
LUK.20.25	Edhe ai u tha atyne: Lani pra Kaisarit, ato qi janë të Kaisarit, edhe Perëndisë, ato qi janë të Perëndisë.
LUK.20.26	Edhe s’muftnë me e zanë me fjalë përpara popullit, edhe u mërekulluenë për të përgjegjunit e ati, e s’pëzajtnë.
LUK.20.27	U afruen’ edhe disa prei Saddukeish qi flasinë kundrë, se s’ashtë të ngjallunë, edhe e pyetnë,
LUK.20.28	tue thanë: Mieshtër, Moiseu na ka shkruem - Ndë i vdektë kuit i vëllai qi ka grue, edhe kyi të vdesi pa 
LUK.20.29	Ishinë pra shtatë vëllazën, edhe i pari muer grue, edhe vdiq pa dielm;
LUK.20.30	edhe i dyti muer gruenë, edhe kyi vdiq pa dielm;
LUK.20.31	edhe i treti muer ate; kështu edhe të shtatëtë, edhe nukë lanë dielm, edhe vdiqën.
LUK.20.32	Edhe së mbrapmi të gjithëve vdiq edhe grueja.
LUK.20.33	Ndë të ngjallunit pra kuit prei atyneve ka me qenunë grueja? Sepse të shtatët’ e patnë ate grue.
LUK.20.34	Edhe Iesui u përgjeq, e u tha atyne: Të bijt’ e kësai jete martojn’ e martohenë,
LUK.20.35	por ata qi bahenë të zotënitë me fituem ate jetë, edhe të ngjallunitë prei së vdekunish, as martojn’ as martohenë,
LUK.20.36	sepse as me vdekunë s’mundenë ma, sepse 
LUK.20.37	Edhe se ngjallenë të vdekunitë, edhe Moiseu e diftoi ndë ferrët, kur thotë Zotinë - “Perëndin’ e Abrahamit, edhe Perëndin’ e Isaakut, edhe Perëndin’ e Iakobit”.
LUK.20.38	Sepse ai nuk’ ashtë Perëndi të vdekunish, por të gjallësh, sepse të gjithë rrojnë nd’ate.
LUK.20.39	Edhe disa prei Shkruisish u përgjegjën’ e thanë: Mieshtër, mirë the.
LUK.20.40	Edhe s’gucojshinë me e pyetunë ma kurgja.
LUK.20.41	Edhe ai u tha atyne: Si thonë se Krishti asht’ i bir’ i Davidit?
LUK.20.42	Edhe ai Davidi vetë thotë ndë libër të psallmëvet - “I tha Zoti Zotit t’em: Rri prei së diathtësë s’eme,
LUK.20.43	ngjysh sa të ve anëmiqt’ e tu ndënë kambët’ e kambëvet tua”.
LUK.20.44	Davidi pra quen ate Zot, e si asht’ i bir i ati?
LUK.20.45	Edhe gjithë populli kur po ndëgjonte, u tha dishepujvet vet:
LUK.20.46	Ruhi prei Shkruisish qi duenë me ecunë me stolia, edhe duenë të përshëndetuna ndëpër tregjet, edhe vendet’ e para ndëpër synagogat, edhe krye-mësalle ndëpër darkat;
LUK.20.47	të cillëtë hanë shtëpiat’ e të vevet, tue shtimë shkaik se falenë shumë. Këta kanë me marrë ma tepërë mundim.
LUK.21.1	Edhe çoi syt’ e pa të pasunitë qi hethshinë dhunëtiat’ e veta ndë kuti të limoshënësë.
LUK.21.2	Pa edhe nji grue të vobekëtë tue hedhun’ atie dy të imëta.
LUK.21.3	Edhe tha: Për të vërtet po u thom juve, se ajo grueja e ve edhe e vobekëtë hodhi ma shumë se të gjithë,
LUK.21.4	sepse gjithë këta hothnë të dhunëtiat’ e Perëndisë prei të tepëruemit vet, por ajo hodhi gjithë gjanë qi pat prei të mangunit.
LUK.21.5	Edhe disa kur thoshinë për tempullinë, se asht’ stolisunë me gurë të bukur’ e me dhunëtia, tha:
LUK.21.6	Këto qi veni ore, kanë me ardhunë ditt, ndër ato s’ka me mbetunë gur përmbi gur, qi të mos rrëxohetë.
LUK.21.7	Edhe e pyetnë, tue thanë: Mieshtër, kurë pra kanë me u bamë këto? Edhe ç’shenjë 
LUK.21.8	Edhe ai tha: Shikoni të mos gënjeheni, sepse shumë vetë kanë me ardhunë mb’emënit t’em, tue thanë, se - Unë jam, edhe koha u afrue; mos shkoni pra mbrapa atyneve.
LUK.21.9	Edhe kur të ndëgjoni luftëna e të përzieme, mos u frikoni, sepse këto duhenë me u bamë ma përpara, por nuk’ 
LUK.21.10	Atëherë u thoshte atyne: Ka me u ngritunë komp kundrë kombi, edhe mbëretëni kundrë mbëretënie;
LUK.21.11	edhe kanë me u bamë tërmetëna të mëdha vende mbë vende, edhe zia e sëmunda, edhe kanë me qenunë frika e shenjë të mëdha prei qiellit.
LUK.21.12	Por para gjithë këtyneve kanë me vumë duert’ e veta mbi ju, edhe kanë me u ndiekun’, e me 
LUK.21.13	Edhe 
LUK.21.14	Veni pra ndë zemrat tueja, mos veni ndër mend përpara ç’fjalë me u dhan’ atyne,
LUK.21.15	sepse unë kam me u dhanë juve gojë edhe dituni, qi s’do të mundenë me folunë kundrë, as me dalunë kundrë gjith’ anëmiqtë tuei.
LUK.21.16	Edhe keni me u dhanë ndër duer edhe 
LUK.21.17	Edhe keni me qenunë të marrë mëni prei së gjithësh për emninë t’em.
LUK.21.18	Por as 
LUK.21.19	Me duriminë tuei keni me fituem shpirtënatë tuei.
LUK.21.20	Edhe kur të shifni Ierusalemënë rrethuem prei ushtëriash, atëherë merrnia vesht se u afrue të shkretuemit’ e asai.
LUK.21.21	Atëherë ata 
LUK.21.22	Sepse ato janë ditt shpagimi, për me u mbushunë gjith’ ato qi janë shkruem.
LUK.21.23	Edhe mjer ato 
LUK.21.24	Edhe kanë me ranë ndëpër gojë të thikësë, edhe kanë me u skllavosunë ndëpër gjithë kombet; edhe Ierusalema ka me qenunë shkelunë prei kombesh, ngjysh sa të mbushenë kohat’ e kombevet.
LUK.21.25	Edhe kanë me qenunë shenjë ndë diell, e ndë hanë, e ndë hyjt; edhe mbi dhet shtrëngim kombesh tue vramë mendienë; edhe ka me gjimuem deti edhe valëtë;
LUK.21.26	nierëzëvet ka me u dalunë shpirti prei frikës’, e prei të pritunit 
LUK.21.27	Edhe atëherë kanë me pamë të birin’ e nieriut tue ardhunë ndë ret me fuqi e me laft të math.
LUK.21.28	Edhe këto kur të fillojnë me u bamë, ngreni krenëtë tuei e shifni; sepse po afrohetë shpërblimi juei.
LUK.21.29	Edhe u tha atyne 
LUK.21.30	tashti kur të çelinë, shifni e merrni vesht me vetëvetëhenë, se tashti të korrët’ ashtë ngjat.
LUK.21.31	Kështu edhe ju, kur të shifni këto se bahenë, ta dini se mbëretënia e Perëndisë ashtë ngjat.
LUK.21.32	Për të vërtet po u thom juve, se kyi bres s’ka me shkuem, ngjysh sa të bahenë të gjitha 
LUK.21.33	Qielli edhe dheu kanë me shkuem, por fjalët’ e mia s’kanë me shkuem.
LUK.21.34	Edhe veni ore vetëhenë tuei, se mos u randohenë zemëratë tueja 
LUK.21.35	sepse porsi lak ka me ardhunë sipër gjith’ atyneve qi rrinë mbi faqen’ e gjithë dheut.
LUK.21.36	Rrini qutë pra tue u lutunë mbë çdo kohë, qi të baheni të zotënitë për me ikunë prei gjith’ asosh qi kanë me u bamë, edhe të rrini përpara të birit nieriut.
LUK.21.37	Edhe ditënë 
LUK.21.38	Edhe gjithë populli vinte çë me natie tek ai ndë tempull për me ndëgjuem ate.
LUK.22.1	U afrue edhe festa e pabrumievet, qi thohetë Pashkë.
LUK.22.2	Edhe Krye-priftënit’ edhe Shkruisitë kërkojshinë se si me e vramë, sepse kishinë frikë popullinë.
LUK.22.3	Edhe Satanai hyni te Iuda qi quhei Iskariot, i cilli ishte prei numërit të dy-mbë-dhetëvet.
LUK.22.4	Edhe voiti e foli bashkë me Krye-priftënit e me të parët e ushtëtorëvet, se si me ua dhanë ndë duer.
LUK.22.5	Edhe 
LUK.22.6	Edhe 
LUK.22.7	Edhe erdhi dita e të pabrumievet, qi duhei me u therunë pashka.
LUK.22.8	Edhe 
LUK.22.9	Edhe ata i thanë: Ku do me e bamë gati?
LUK.22.10	Edhe ai u tha atyne: Kur të hyni ju ndë qytet, qe te ka me u takuem juve 
LUK.22.11	edhe thoni të zotit shtëpisë: Mieshtri të thotë - Ku ashtë vendi, qi kam me ngranë pashkënë bashkë me dishepujt’ e mi?
LUK.22.12	Edhe ai ka me u diftuem juve 
LUK.22.13	Edhe 
LUK.22.14	Edhe kur erdhi ora, ndejti ndë mësallë, edhe të dy-mbë-dhet’ apostujtë bashkë me ate.
LUK.22.15	Edhe u tha atyne: Me dëshërim dëshërova me ngranë këte pashkë bashkë me ju, para se të pësoj,
LUK.22.16	sepse po u thom juve, se s’kam me ngranë ma prei asai, ngjysh sa të mbushetë ndë mbëretënit të Perëndisë.
LUK.22.17	Edhe si muer potirinë, u fal ndersë, e tha: Merrni këte, edhe dania ndërmiet jush,
LUK.22.18	sepse po u thom juve, se s’kam me pimë prei pemësë qi piell hardhia, ngjysh sa të vijë mbëretënia e Perëndisë.
LUK.22.19	Mbasandai muer bukë, e u fal ndersë, edhe e theu, e u dha atyne, tue thanë: Kyi ashtë korpi em, qi nepetë për ju; këte bani për me më përmendunë.
LUK.22.20	Kështu 
LUK.22.21	Por qe dora e ati qi më trathton 
LUK.22.22	Edhe i bir’ i nieriut vete, sikurse asht’ urdhënuem, por mjer ai nieri, qi trathtohetë prei ati!
LUK.22.23	Edhe ata filluenë me u ngranë njiani me tietrinë, se vallë cilli prei asish do të jet’ ai qi ka me bamë këte.
LUK.22.24	E u hangrën edhe njiani me tietrinë, pale cilli prei asish duketë me qenunë ma i math.
LUK.22.25	Edhe ai u tha atyne: Mbëretënit’ e kombevet urdhënojn’ata; edhe ata qi pushtojn’ ata quhenë mirë-bamësa.
LUK.22.26	Por ju nukë 
LUK.22.27	Sepse cilli 
LUK.22.28	Edhe ju jeni ata qi keni mbetunë bashkë me mue ndë ngasëjet e mia,
LUK.22.30	qi të hani e të pini mbë truvezët t’eme ndë mbëretënit t’eme, edhe të rrini mbë shqembe tue gjukuem të dy-mbë-dhetë farat’ e Israelit.
LUK.22.31	Edhe Zoti tha: Simon, Simon, qe Satanai te kërkoi për me u shoshunë juve porsi gruninë,
LUK.22.32	por un’ u luta për tyi, qi të mos mengojë besa jote; edhe ti, kur të këthehesh ndonji herë, forco vëllazënit’ e tu.
LUK.22.33	Por ai i tha: Zot, jam gati me votunë bashkë me tyi edhe ndë burk edhe ndë vdekë.
LUK.22.34	Por ai tha: Pietër, po të thom, s’ka me kënduem sot gjeli, para se të mos mohojsh tri herë, se s’më ngjef.
LUK.22.35	Mbasandai u tha atyne: Kur u dërgova juve pa kuletë e 
LUK.22.36	U tha pra atyne: Por tashti, ai qi të ketë kuletë, le ta marri me 
LUK.22.37	Sepse po u thom juve, se edhe këjo e shkrueme duhetë me u mbaruem mbi mue, se - “Edhe u numërue bashkë me të paligjët”, sepse ato 
LUK.22.38	Edhe ata thanë: Zot, qe te 
LUK.22.39	Mbasandai duel e voti ndë Malt të Ullivet, sikurse e kishte zakon; edhe dishepujt’ e ati e muernë mbrapa.
LUK.22.40	Edhe si erdhi ndë vend, u tha atyne: Faluni për mos me hymë ndë ngasëje.
